-0.00452586-0.0172117j 0.0106758+0.00464201j 0.00805846-0.00537092j 0.00828007+0.0194518j 0.00360258+0.0111332j 0.00341958-0.005651j 0.0077711-0.00411053j 0.0112313+0.00686913j 0.0012805-0.00186269j 0.00279417+0.00180472j 0.000452541-0.00471568j 0.00103292-0.0033447j 0.00488295+0.00215574j 0.00410956-0.00226784j 0.00634251+0.00921667j -3.72045e-05+0.00735385j 0.00397619+0.0035435j 0.00298887+0.00463499j 7.57528e-05+0.0055575j -0.000833957+0.00816694j -0.00179718+0.00968922j 0.00197251+0.0124453j -0.000411219-0.00313032j -0.00957642-0.00532645j 0.012253+0.0139389j 0.000246847-0.011114j -0.00454695-0.00776161j 0.000123124-0.00283963j -0.00389862-0.0121324j 0.000373943-0.00357866j 0.00230568-0.00575408j 0.00525072+0.00512984j 0.00724964+0.00228066j -0.00494559+0.00190848j 0.00736744-0.000850695j 0.00188461+0.0101341j 0.00917272-0.00964299j -0.00290486-0.00501867j 0.00107984-0.00638119j 0.00681255+0.00700913j 0.00163319+0.00293611j 0.00372081-0.0103221j -0.00287437+0.00276602j 0.000293066-0.00582931j 0.00878025+0.00156105j 0.0080486-0.000711366j -0.00212351+0.00937722j -0.0104854+0.00405269j 0.00196577+0.00791548j 0.011375+0.00395172j 0.000333379+0.00148833j -0.00112308+0.0047884j -0.014525-0.00630382j -0.0105797+0.0139208j -0.0222423+0.0200969j 0.0169103+0.0124594j 
0.0027326+0.00210963j -0.00251334-0.000650341j 0.00122938-0.00313433j 0.00942761-0.0133716j 0.0040887+0.00364275j -0.00394291-0.0148657j -0.000773485+0.000504944j 0.0146682+0.00628947j 0.00593066+0.00614386j 0.00109625-0.0124319j -0.00678029-0.0203595j 0.00126262-0.00364149j -0.0186662+0.0123001j 0.00105814-0.00946522j -0.00239534-0.00781981j 0.00112976+0.00858229j 0.00528821+0.00475349j -0.00694768+0.00175196j -0.00735977-0.00291442j -0.00615693+0.00628099j -0.000972939-0.0137512j 0.00912703+0.0081517j 0.00247939+0.0135452j 0.00370947-0.00735007j 0.00359219-0.010063j -0.00394762-0.00575687j -0.00745161+0.0114498j 0.00311025-0.010053j 0.0059234-0.0061514j 0.00241062+0.00614237j 0.00546136-0.0064799j -0.00497769+0.00206331j -0.00171374+0.00745563j -0.0140925+0.000279344j 0.000622553-7.77381e-05j 0.00482887-0.00715849j 0.00193022+0.00252115j -0.00609543-0.00616385j 0.0063158+0.00835796j -0.000856616+0.000846399j -0.00575463+0.00154659j 0.00343699-0.00435556j -0.00516569+0.00409715j 0.00324018+0.00886239j -0.0126588+0.00199944j -0.00665799-0.000811056j -0.0028932+0.000713785j -0.00566795-0.00173108j -0.00849833+0.00163365j 0.000280142+0.00185297j 0.00934851-0.00449471j -0.00603459+0.00218648j -0.000118665+0.000769768j -0.00504828-0.00369136j -0.00183746-0.000158328j 0.000761445+0.00141621j 
0.0196727-0.00144218j -0.0113762+0.00310957j 0.00726314-0.00734896j 0.00658369-0.00414446j -0.00916985+0.0114554j -0.022205+0.00766437j 0.00598764+0.0199225j -0.00925733+0.00978397j 0.00674789+0.00616363j 0.00722491-0.0108965j -0.0272469+0.00434096j 0.00974607+0.0110525j 0.00149121-0.0019227j 0.00804889-0.00215738j -0.00927221+0.000370306j 0.000757831+0.00228013j -0.00422647-0.00601552j -0.00163427-0.00515712j 0.00849793-0.00341958j 0.00491886+0.00159752j 0.000378321+0.00415092j 0.000991524-0.00375022j -0.00935034+0.00566536j -0.00643497+0.0187745j 0.00373077-0.00486763j 0.00203234-0.00986904j -0.000951259-0.001773j -0.000284561-0.00479849j -0.00188703-0.00291469j -0.00351151+0.00452939j 6.94171e-05-0.00199063j 0.000249308-0.0010398j 0.00165316+0.00136547j 0.0158629+0.00368379j 0.00237274+0.000556865j -0.000273451+0.00425908j 0.00261488-5.43579e-05j -0.00351928+0.00214676j 0.000399453-0.00355959j -0.000614305+0.00920872j -0.00343761+0.00355428j -0.00244246-0.00125487j 0.00430555-0.00142562j 0.0011847+0.00401453j 0.00719523+0.00521368j 0.00729042+0.00175191j 0.00145593-0.00275421j -0.00329029+0.000892229j -0.001016-0.00375057j 0.00226114-4.87353e-05j -0.00320462-0.00160843j -0.00210341-0.00178254j -0.00313118-0.00153192j -0.00407633-0.00245098j -0.000145459+0.00349082j -0.00499608-0.0042711j 
-0.0111199+0.00415181j -0.020094+0.00203168j 0.00816976-0.00287952j -0.00993066+0.00518046j 0.0110819-0.000317449j -0.00619671+0.0243173j 0.0209334-0.00853251j 0.00708826+0.00572533j -0.024461+0.00651678j -0.0104854-0.0101333j -0.0110677+0.00276399j -0.0025516-0.00604843j -0.00291055-0.00844258j 0.00396466+0.00499131j 0.00633759+0.0064796j 0.0121314-0.00223987j -0.0131507-0.00219352j -0.00815097+0.00310457j -0.00415055+0.00328769j 0.010486+0.00365499j 0.00365955+0.00922075j -7.89426e-05+0.00375424j -0.000487991+0.00190676j -0.00211172-0.000182784j -0.00862751-0.00128851j 0.00790156+0.00376571j 0.008824-0.00547926j 0.00174194+0.00388019j 0.00507079+0.0050876j -0.00412309+0.000416312j -0.00475244+0.00573949j 0.00502973-0.00247603j -0.00214941-0.00114555j -0.00726134-0.00759064j -0.00274641+0.00425314j -0.000788826-0.000366321j 0.00207288-0.00164755j -0.00230304+0.00287602j 0.00181451+0.0032117j -0.0031493-0.000675696j -0.00355703+0.00228947j 0.000752418+0.00438689j -0.000613782+0.00166533j -0.0031356+0.000776506j 0.00647667-0.000268261j 0.00276689-0.00243019j -0.00556077+0.000485339j 0.000154732-0.00231024j 0.00305218-0.000731712j -0.00500104-0.00147284j -0.0053392-0.00273799j -0.00105208-0.00246263j 0.00369296+0.00556202j -0.000494042-0.000923425j 0.00569373+0.0021458j -0.00125376+0.00297183j 
-0.00876875+0.00342074j 0.00214244-0.00720471j -0.00211161-0.0104392j -0.00347763-0.00443115j 0.0082978+0.00173752j 0.017124+0.012169j 0.00370883+0.0113992j -0.000772629+0.00803979j -0.000599768+0.0151784j -0.01673-0.0298596j 0.00857385+0.0092661j -0.00616605-0.0130211j -0.000581308+0.00984555j -0.00557039-0.00224446j 0.00135538+0.00055449j -0.00221215+0.0119262j -0.0063258-0.00570817j 0.003614-0.00478769j 0.0112195-0.000495663j -0.0108801-0.0102797j 0.00783786+0.00244084j -0.00298744-0.00186303j -0.00257558+0.0111687j 0.0048423+0.0216291j 0.00956913+0.00442485j 0.00749511-0.00298924j -0.0133254-0.00258049j -0.00633504-0.00562525j 0.00565246-0.00424434j 0.0021529+0.00526101j 0.00240162+0.00355348j -0.00659447+0.00689459j -0.00575135-0.004212j 0.00229273-0.00717611j 0.00512882-0.00324421j 0.00435061+0.00910857j 0.0073131+0.0050762j 0.00766115-0.00333259j 0.000650846-0.00324373j -0.00738648+0.00278231j 0.00423214-0.00540951j 0.000117186-0.00421643j 0.00355337-0.00633339j -0.00585936-0.00253818j 0.000333643-0.00155238j -0.000979402-0.00429372j 0.00401726-0.00886225j 0.000981528+0.00689721j 0.00307051-0.00012084j -9.36582e-05-0.00276843j 0.0007359+0.0064158j -0.0010429+0.00233783j 0.00350825-0.00387427j -0.000475479+0.000326683j -0.000431074+0.000916206j 0.00410898-0.00381486j 
0.00670072-0.00121485j 0.00186359+0.000169373j 0.00442396+0.00183739j 0.00100604+0.00758434j -0.00199388+0.00243715j -0.00638666-0.0111743j 0.0154903+0.00729364j -0.0019576+0.00589141j 0.00316616-0.00425035j -0.00467464+0.012204j -0.00490857-0.00539223j 0.00606988+0.0084396j -0.00756481-0.00646548j -0.00740962+0.00641302j 0.00653113+4.36897e-06j 0.0113217+0.00310365j -0.0161517-0.0014926j -0.00239761-0.00542523j -0.0113517-0.00985959j -0.008696+0.00155225j 0.00632485+0.00537448j -0.0106957+0.00191895j 0.0124071+0.00151553j 0.0106262-0.00132491j 0.00336856-0.00302357j 0.00162251+0.00203788j 0.00379319+0.00370842j -0.00237257+0.0079842j -0.00140577-0.00287117j -0.00527922-0.00664788j -0.00910527-0.0010206j 0.00893922+0.0102171j -0.00740215-0.00335887j -0.00421975-0.0103872j -0.0110501-0.00815841j 0.00861549+0.00221724j 1.88164e-05-0.00294553j -0.00408848-0.00813122j -0.00643812-0.00161233j 0.00124723-0.000390456j 0.000447112-0.0067753j -0.00401597+0.00136655j -0.00628872-0.00517775j -0.0035469+0.000137495j -0.00167757-0.00552029j 0.00405036-0.000303922j -0.00197488-0.00576205j 0.00206819-0.000209541j 0.00058011-0.00376888j 0.00226163-0.00285979j 0.00378111+0.00315494j 0.000666842+0.00139995j -0.00516971-0.00242084j 0.000813328+0.00159902j -0.00117553-0.00374177j -0.00544047-0.000559618j 
-0.00114205-0.00474914j 0.0102872-0.00660117j -0.00131084-0.0151509j 0.000946459+0.0105063j -0.00423056-0.00960515j -0.00615169+0.00432413j -0.0012659-0.013052j 0.0025106+0.00815102j 0.0155244+0.030985j -0.00200129-0.00593743j -0.00665025+0.0157744j 0.000159417-0.00768023j 0.00369616+0.0224373j -4.18126e-05-0.00129883j 0.00297453-0.00799724j 0.00637176-0.00337121j -0.00758858+0.013423j -0.000185125-0.00323178j -0.00513616-0.000557589j -0.00741195-0.00786849j -5.62248e-05-0.00252908j -0.0018275+0.00184623j 0.00371098+0.00542257j -0.0143463+0.00723757j -0.0019137-0.0114294j 0.0120364-0.00985069j 0.00940942-0.00103318j 0.00200776-0.00377474j 0.00105221-0.00586633j -0.0109016+0.00515817j -0.00751981+0.00148527j 0.0100268-0.000629649j -0.0055184+0.00153975j 0.00195831+0.00347373j -0.00752691+0.000708286j -0.00120602+0.00146087j 0.00310501-0.0082405j -0.00455818+0.00219809j 0.00182738+0.000720923j -0.0111357+0.0105718j -0.00595293+0.00347791j -0.000308343+0.00227683j -0.000919112+0.000527248j -0.00947183+0.0053077j -4.22961e-05+0.0025387j 0.0036738-0.00189865j -0.00121943+0.000380681j 0.00360929-0.00187074j 0.0128147-0.00106394j 0.000422592-0.00122922j 0.00183053-0.00359319j 0.00779888+0.00117532j -0.00359252+0.00252424j 0.00705525+0.00204865j -0.00683752+0.000908027j -0.00130159+0.00292404j 
0.00631977-0.00709309j 0.00215123+0.00121382j 0.0134035+0.00347583j -0.0029873+0.0270138j -0.00562873+0.00583264j 0.00842485+0.0127251j -0.00572886-0.00119495j 0.00981618+0.00387079j 0.0058267-0.0119107j -0.0125582+0.015459j -0.00465197+0.00720018j -0.013094+0.00776626j -0.00260367-0.00610118j -0.00720363+0.00567547j -0.00766412-0.00329025j -0.0058255-0.00921148j 0.0136429+0.0049937j 0.000388185-0.00109805j -0.00308991-0.00560629j -0.00489835-0.00556373j -0.000601113+0.00656733j 0.00310649-0.000793652j 0.00990851-0.014049j 0.00608991+0.00402798j -0.00680409+0.00267193j -0.0112335+0.00157863j -0.0139496-0.00447919j -0.0079576+0.00317784j 0.00645843+0.00747156j -0.00427725+0.00513561j -0.001714+0.00387176j -0.00157104-0.0138426j -0.00448587-0.00538872j 0.00591938-0.00218493j 0.00165532+0.000227357j 0.00383538+0.0021001j 0.0039857-0.00222121j 0.000794233+0.00383765j 0.00336863+0.00160983j -0.00716176-0.00379432j 0.00310716+0.00247926j 0.00567967+0.00264424j 0.00125777-0.00094432j -0.00437991+0.0042741j 0.00377796-0.00715668j 0.00942276-0.003315j -0.00167203+0.00162193j 0.00384121-0.00779841j 0.011268-0.00806138j 0.00584895-0.00148789j -0.00225959+0.00910208j 0.000200042-0.00902982j -0.00317881+0.00391944j 0.00525018-0.00349726j -0.000542318-0.00449651j -0.00968011+0.00225911j 
-0.0008945+0.021749j -0.00575639-0.000390532j 0.0101837-0.00877875j 0.0149112+0.0227826j -0.00963847-0.0116344j 0.0096398-0.0141517j -0.0114122-0.0019471j -0.00812957-0.00328533j -0.00736778+0.0308178j 0.00679816+0.0120874j 0.0039091-0.0155144j -0.00599433+0.0159843j -0.00677231-0.000133853j 0.00454147+0.0101831j 0.0038746-0.00394734j -0.00326722-0.000512826j -0.00426249-0.000201419j 0.000626867-0.000802425j 0.00227816-0.0013823j -0.00732185-0.00433065j 0.0113964+0.00308159j -0.00150125+0.00147641j -0.0119083-0.00311069j -0.00896624+0.00328144j 0.00588268+0.00714327j 0.0147796-0.00141837j -0.00432576-0.0028737j 0.00494961+0.00398307j 0.00866284-0.00226798j -0.00645974-0.000669653j 0.00242423+0.00458905j -0.00119183-0.0001807j -0.00873657-0.000609178j -0.00418687+0.00811414j 0.000665088-0.000627453j 0.00183983+0.00309831j 0.00390358-0.00431797j 0.00445213-0.00298541j 0.00232415+0.000204473j -0.00977979+0.00710411j -0.00221568-0.00240581j 0.00401702-0.00074607j 0.000870013+0.000145294j -0.00951016+0.00694379j -0.00251778-0.000235141j -0.00190718+0.00109062j 0.00263194+0.000664844j -0.00226749-0.00588841j 0.00547188-0.0082723j -0.00133725+0.00110038j 0.00264185+0.00209262j -0.00112498-0.000758734j 0.00397699-0.00492033j 0.00149051-0.00467722j -0.000941733-0.00120354j 0.00287636-0.000554299j 
-0.00999402+0.00153848j 1.54426e-05-0.0289256j 0.0105407+0.0144192j -0.00744585+0.00205661j -0.00670465+0.00591641j -0.0218698-0.00939653j -0.00443985+0.0209455j -0.00747799+0.00295568j -0.00552348-0.0241791j 0.00872612-0.00860963j -0.0028593-0.02504j -0.00281805-0.00244253j 0.00533635-0.00353841j -0.0107578+0.0126766j -0.00620096-0.00220741j -0.00242928+0.00788126j 0.00718099-0.0103136j 0.00238886-0.00923276j -0.000688482+0.00349721j -0.00421253+0.0108819j -0.00863966+0.00661584j -0.00343961+0.00368896j 0.00212065-0.00840377j -0.00768133+0.00071114j -0.00134395-0.00098914j -0.000735471+0.00770057j 0.000987547+0.00319719j -0.000740418+0.00142384j 0.000386307+0.00774927j -0.00509563-0.00187081j -0.00421144+0.000422633j 0.00118943+0.000414113j -0.00113842-0.00255575j 0.00452299-0.000801365j -0.00318917+0.0023249j -0.00176632+0.00394147j 0.00118478+0.00415623j -0.0021013-0.00228979j 0.000324483+0.00265448j -0.00742476-0.00454296j -0.0020325-0.005089j 0.00114987+2.98766e-05j 9.00555e-05+0.00289562j -0.00527711-0.00430549j -0.00213386+0.00982047j 0.00292559+0.00378818j 0.000790746-0.00354655j 0.00291728-0.00427003j 0.0086741+0.00218807j 0.00199607-0.00521738j 0.000971953-0.00459645j 0.00579963-0.00415447j -0.00225803+0.00447405j 0.00602136-0.00283389j -0.00467065+0.00313885j 0.00120214-0.00149712j 
-0.0026985-0.025053j 0.0113013-0.00257596j 0.0092788-0.0162071j 0.0123955+0.00408609j 0.00747506+0.0140879j -0.00153927+0.0162012j 0.00847255+0.00296686j 0.000842947+0.00623065j -0.0145466-0.00540207j 0.0183102-0.00796513j -0.00686614+0.0192509j 0.0169746-0.00421865j -0.0121741+0.0102828j 0.00554205+0.00197393j -0.00107693+0.0125409j -0.00820155+0.00245438j -0.000490569-0.00267635j -0.00165109-0.00162496j -0.00235338+0.000445524j 0.000928368-0.0031379j 0.00726662+0.00506878j -2.60051e-05-0.00269936j -0.00975843-0.00848303j -0.00563324+0.0030958j 0.000248346+0.000232618j 0.00324484+0.0103563j -0.00219118+0.00346501j 0.00183421+0.00150499j 0.0039245+0.00260903j -0.00426403+0.00318127j -0.00220378+0.00410306j -0.00498466-0.00465298j -0.00441085-0.0027043j 0.00239608-0.0117223j -0.00190292-0.00118314j 0.00121178-0.0023332j 0.000242384-0.00424968j -0.00049951+0.00664281j -0.000712926-0.00149299j -0.00563393-0.000445475j 0.00088103-0.000679284j 0.000855604-0.000868013j -0.000428207-0.0011233j -0.00153303-0.000973259j -0.00193822-0.00533499j 0.00478403-0.00782461j 0.00136448-0.000440299j -0.00353728-0.00215107j 0.00181754-0.00133685j 0.00268739-0.0073488j 0.00558142+0.00457964j -0.00198542+0.00168193j -0.00368092+0.00489188j 0.000697501+0.000531005j -0.00614626-0.000193189j -0.00449607+0.00911921j 
0.00888386+0.000209692j 0.00188385+0.0184196j 0.0120087+0.0110254j -0.0192736+0.0069724j 0.00444617-0.00724545j -0.00179246+0.00495969j 0.00294464-0.00670405j -0.00386465-0.00785261j -0.0216932+0.00142189j -0.00431611+0.00782449j -0.0156288+0.00306699j -0.00386973+0.00349019j -0.0119205-0.00423851j -0.0054089-0.00124805j 0.00522092+0.000373931j 0.00446927-0.0034953j -0.00555357-0.000615253j 0.00485905+0.00763166j 0.000662633-0.00345617j 0.0117394-0.0130702j -0.00183199+0.00255011j 0.000321055-0.000453517j 0.00487531-0.00252403j -0.00798762-0.00826797j 0.000232931+0.00636628j 0.00182438+0.00539247j 0.00151633-0.00314625j -0.00264376+0.00317312j 0.00116385+0.00629447j -0.00392732-0.00564098j -0.002996-0.0025088j 0.00389284-0.000334086j 0.00300228-0.00804388j -0.000500573+0.0076049j 0.000807897-0.00179286j -0.00370553+0.00557815j 0.00552528+0.00120832j -0.00249204-0.000295759j 0.000202118+0.00099765j -0.00653051-0.012677j 0.000537804-0.000262508j -0.000974542+0.00245278j 0.00253301+0.00115571j -0.00234511-0.00936453j 0.00344057-0.000879968j 0.00513222+0.00608417j -0.000460143+0.00245272j 0.00599208+0.00137873j 0.00383595+0.00863228j 0.00349431+0.00266812j -0.00507676+0.00417574j 6.51398e-05-0.000941199j -0.00119731-0.000364513j -9.20423e-05+0.00706432j 0.00327029-0.00798171j -0.00528721-0.00237455j 
0.0305758-0.0071251j 0.00913793+0.0290906j 0.000674281-0.00497888j 0.00815032-0.0014055j -0.00938387+0.00234098j -0.00704104-6.90718e-05j -0.00295171-0.00287929j -0.00386992-0.00178895j 0.0188449+0.0109192j 0.0103042+0.00595229j -0.018662+0.00582438j 0.0149105+0.0105144j -0.00972354+0.0041631j 0.00438178-0.00691127j -0.0055305+0.00349968j -0.00224055-0.0043295j -0.000578053+0.00756358j 0.00144839+0.00952706j -0.00178786+2.97987e-05j 0.00120979-0.00472769j 0.0025166-0.00543326j 0.00415225+0.000956391j 0.00424073+0.00218903j 0.000806026-0.00525942j 0.00192147-0.000349417j -0.00782692-0.00351629j -0.00407988-0.00168239j -0.000900472-0.00556304j -0.00383538-0.00606393j -0.00190908+0.00107109j -0.000577282-0.000920138j 0.00300269-0.00250519j 0.001697+0.000124722j 0.0106773+0.00414771j 0.000939998-0.00371298j 0.00369391-0.00251366j -0.00151269-0.00511186j -0.00472924+7.67177e-06j -0.000590878-0.00231591j 0.00610861-0.00197503j 0.00214493+0.00392088j -0.00159574-0.000869424j 0.00156885-0.00179146j 0.00582141+0.00409013j 0.00495613-0.00765977j 0.00731682+0.00264598j 0.00170316+0.00130062j -0.00170401+0.00397455j -0.00565788-0.00128627j 0.00583124+0.00504345j -0.00321742+0.00678305j -0.00399354+0.00035289j -0.00500252-0.00485265j -0.00439433+0.00526938j 0.00154295-0.00838226j -0.00795037-0.00225942j 
-0.00834331-0.0288362j 0.030662-0.00592647j -0.00805356+0.00253356j -0.00236317-0.00766991j 0.00411942+0.000906682j 0.00700886-0.00200151j -0.0103114+0.000532632j -0.000170201-0.00446982j 0.00703548-0.00694639j 0.0123472-0.00650423j 0.0198063+0.0126105j 0.0060555-0.00522022j 0.00107728+0.00737371j -0.00977164-0.0115206j 0.00126392+0.00115548j -0.00892998-0.00135996j 0.00783155+0.00237483j 0.00736815-0.000876789j -0.0038164+0.00762733j -0.0106684-0.00301662j -0.00699903+0.000676937j -0.00406501-0.00424552j 0.00451008-0.000773297j -0.00515884+0.00235386j 0.00133054-0.0059161j -0.00441041+0.00291308j -0.00173442+0.00105883j -0.00126365-0.000231893j -0.0032649+0.00267928j 0.000251462-0.000910629j -0.00387717+0.000776986j -0.00324119-0.0035339j 1.6113e-05-0.0027697j 0.00472303-0.00809823j -0.00320282-0.00216624j -0.00123364+0.00165747j -0.00315312-0.00582263j -0.00011499+0.00218086j -0.00298754-0.00354569j -0.00249265-0.00399582j 0.00446755-0.00159003j -0.00146312-0.000459994j -0.00189081-0.000866539j -4.56051e-05-0.00710371j -0.00693745-0.00249697j 0.00194725-0.0015316j 0.00321696-0.000450814j 0.00363157-0.000841923j 0.00381272+0.00837747j 0.00563774-0.00630102j 0.0065323+0.00232606j 0.00450925+0.00395296j -0.00664568+0.0056253j 0.00536752+0.00710623j -0.00764508-0.0030303j -0.00232+0.00787998j 
