0.995898-0j -0.000661914-0j -0.00054045-0j -7.80073e-05-0j -6.75563e-05-0j -7.96158e-06-0j -3.63395e-07-0j -0.00377128-0j 0.14478-0j -0.000471411-0j -0.000314274-0j -6.80423e-05-0j -7.85684e-05-0j -2.77781e-05-0j -6.54737e-06-0j -6.94453e-06-0j -5.78711e-07-0j -2.15673e-08-0j -0.00246114-0j -0.00248665-0j -0.000383698-0j -0.000387674-0j 0.0721627-0j 0.0729106-0j 0.0104158-0j -0.000271315-0j 0.0105237-0j -0.000274127-0j -4.79622e-05-0j -3.19748e-05-0j -4.84593e-05-0j -3.99685e-06-0j -2.7691e-05-0j -3.23062e-05-0j -4.03827e-06-0j -2.7978e-05-0j -5.6524e-06-0j -2.8262e-06-0j -5.71098e-06-0j -3.33071e-07-0j -4.07927e-07-0j -2.85549e-06-0j -3.36523e-07-0j -4.12154e-07-0j -2.63316e-08-0j -2.66044e-08-0j -8.29367e-10-0j -8.37961e-10-0j 
6.80423e-05-0j 0.202411-0j 8.96535e-06-0j 0.00575257-0j -0.000106802-0j 0.00179925-0j 0.000276636-0j 1.08392e-06-0j -1.63331e-05-0j -2.62075e-05-0j 9.03263e-08-0j -0.0168159-0j -2.15207e-06-0j 7.98379e-09-0j 2.56362e-05-0j 8.87287e-06-0j 4.56375e-06-0j 4.2758e-07-0j 4.08271e-05-0j -3.98208e-05-0j -0.000606601-0j 0.00059165-0j 4.93034e-06-0j -4.80882e-06-0j 0.00316352-0j -0.000870573-0j -0.00308555-0j 0.000849116-0j 0.0146667-0j -5.05501e-05-0j -0.0143052-0j -0.174715-0j 4.59357e-07-0j 4.93042e-05-0j 0.170408-0j -4.48035e-07-0j 0.000416831-0j -4.46804e-06-0j -0.000406557-0j 0.000151601-0j 9.2188e-05-0j 4.35791e-06-0j -0.000147864-0j -8.99157e-05-0j 2.0045e-05-0j -1.95509e-05-0j 1.33047e-06-0j -1.29768e-06-0j 
7.85684e-05-0j -0.000597824-0j 0.142881-0j 0.0205578-0j 0.0117277-0j 0.00209157-0j -1.66889e-06-0j 1.2516e-06-0j -9.33096e-06-0j -1.49574e-05-0j -3.02185e-05-0j -2.15207e-06-0j -0.0169689-0j -2.66256e-06-0j 4.49997e-05-0j 4.2218e-05-0j 3.51822e-06-0j -2.06074e-09-0j 4.71431e-05-0j -4.59811e-05-0j -0.000346547-0j 0.000338005-0j -0.000544286-0j 0.00053087-0j -7.83119e-05-0j -0.000750262-0j 7.63817e-05-0j 0.00073177-0j 0.00414145-0j 0.008367-0j -0.00403937-0j -1.09827e-05-0j 0.0147182-0j -0.00816077-0j 1.0712e-05-0j -0.0143554-0j -0.142415-0j 0.000737217-0j 0.138905-0j 0.000176474-0j 0.000215452-0j -0.000719047-0j -0.000172124-0j -0.000210141-0j 1.15613e-05-0j -1.12763e-05-0j -5.33877e-09-0j 5.20718e-09-0j 
2.77781e-05-0j 4.48268e-06-0j -0.00105709-0j 5.28289e-07-0j 0.0253537-0j -1.55724e-05-0j 2.46102e-09-0j 4.42507e-07-0j 6.99665e-08-0j -1.59753e-05-0j 3.68756e-08-0j 7.98379e-09-0j -2.66256e-06-0j -0.0170866-0j 7.68241e-10-0j 4.51558e-05-0j -1.96116e-08-0j 2.53062e-12-0j 1.66676e-05-0j -1.62568e-05-0j 2.59852e-06-0j -2.53447e-06-0j -0.000581328-0j 0.000567-0j 2.90523e-07-0j 1.83743e-06-0j -2.83362e-07-0j -1.79214e-06-0j -9.38114e-05-0j 2.16543e-07-0j 9.14992e-05-0j 2.70679e-08-0j 0.0103924-0j -2.11206e-07-0j -2.64007e-08-0j -0.0101362-0j -1.10558e-05-0j -0.100337-0j 1.07833e-05-0j 2.25566e-09-0j 0.000153094-0j 0.0978641-0j -2.20006e-09-0j -0.000149321-0j -5.15031e-08-0j 5.02336e-08-0j 5.61672e-12-0j -5.47828e-12-0j 
-6.54737e-06-0j 0.000151569-0j 0.000124541-0j 0.244891-0j 1.54695e-05-0j 0.00798782-0j 0.00380522-0j -1.043e-07-0j 2.36572e-06-0j -1.30375e-08-0j 2.51821e-06-0j -2.56362e-05-0j -4.49997e-05-0j -7.68241e-10-0j -0.0164304-0j -2.61648e-06-0j 4.15563e-05-0j 7.86681e-06-0j -3.92859e-06-0j 3.83176e-06-0j 8.78616e-05-0j -8.5696e-05-0j -4.74422e-07-0j 4.62729e-07-0j -0.000932877-0j 6.25219e-05-0j 0.000909883-0j -6.09808e-05-0j 1.09827e-05-0j -0.00212132-0j -1.0712e-05-0j 0.00401002-0j 6.38111e-06-0j 0.00206904-0j -0.00391119-0j -6.22383e-06-0j 0.0177448-0j 6.47162e-07-0j -0.0173074-0j -0.199285-0j 0.000409271-0j -6.31211e-07-0j 0.194373-0j -0.000399184-0j 0.000275726-0j -0.00026893-0j 3.06518e-05-0j -2.98963e-05-0j 
-6.94453e-06-0j 0.000106802-0j 0.000175877-0j -0.000587119-0j 0.199256-0j 0.0352965-0j -2.8234e-05-0j -1.10627e-07-0j 1.66699e-06-0j 2.65795e-06-0j -9.21889e-09-0j -8.87287e-06-0j -4.2218e-05-0j -4.51558e-05-0j -2.61648e-06-0j -0.0165538-0j 8.95287e-05-0j -4.36397e-08-0j -4.1669e-06-0j 4.06419e-06-0j 6.1911e-05-0j -6.0385e-05-0j 9.67203e-05-0j -9.43363e-05-0j -0.000322876-0j -4.59357e-07-0j 0.000314917-0j 4.48035e-07-0j -0.00148749-0j 5.15925e-06-0j 0.00145083-0j -9.2188e-05-0j -0.000857005-0j -5.03209e-06-0j 8.99157e-05-0j 0.000835881-0j 0.00817712-0j 0.025271-0j -0.00797557-0j -1.54727e-05-0j -0.171991-0j -0.0246481-0j 1.50913e-05-0j 0.167752-0j 0.00039323-0j -0.000383538-0j -1.35791e-07-0j 1.32444e-07-0j 
5.78711e-07-0j -1.78937e-05-0j -7.29007e-06-0j 0.000301984-0j 0.000351028-0j 0.27884-0j 0.0317138-0j 9.21889e-09-0j -2.79289e-07-0j -1.10172e-07-0j 7.68241e-10-0j 4.56375e-06-0j 3.51822e-06-0j -1.96116e-08-0j -4.15563e-05-0j -8.95287e-05-0j -0.0160218-0j 9.92226e-05-0j 3.47241e-07-0j -3.38683e-07-0j -1.03726e-05-0j 1.0117e-05-0j -4.00904e-06-0j 3.91023e-06-0j 0.000166071-0j 3.82798e-08-0j -0.000161977-0j -3.73363e-08-0j 0.00012396-0j -8.64386e-07-0j -0.000120904-0j -0.00146418-0j -7.50948e-07-0j 8.43081e-07-0j 0.00142809-0j 7.32439e-07-0j -0.002092-0j 2.2066e-05-0j 0.00204044-0j 0.00556686-0j 0.0287233-0j -2.15221e-05-0j -0.00542965-0j -0.0280153-0j -0.219698-0j 0.214283-0j 0.000517471-0j -0.000504717-0j 
-2.15673e-08-0j 1.00203e-06-0j -2.84174e-09-0j -2.8293e-05-0j 1.02269e-07-0j 0.000552124-0j 0.337863-0j -3.43568e-10-0j 1.56399e-08-0j -4.2946e-11-0j -2.86306e-11-0j -4.2758e-07-0j 2.06074e-09-0j -2.53062e-12-0j 7.86681e-06-0j -4.36397e-08-0j -9.92226e-05-0j -0.0154908-0j -1.29409e-08-0j 1.2622e-08-0j 5.80857e-07-0j -5.6654e-07-0j -1.56276e-09-0j 1.52425e-09-0j -1.55593e-05-0j -1.4266e-09-0j 1.51758e-05-0j 1.39144e-09-0j 7.26071e-08-0j 4.84047e-08-0j -7.08175e-08-0j 0.000277176-0j -1.45602e-10-0j -4.72117e-08-0j -0.000270344-0j 1.42013e-10-0j -2.05011e-06-0j 4.27841e-09-0j 1.99958e-06-0j -0.00329603-0j 2.82892e-05-0j -4.17296e-09-0j 0.00321479-0j -2.75919e-05-0j 0.0244815-0j -0.0238781-0j -0.257156-0j 0.250818-0j 
0.00246114-0j 0.000397165-0j 0.000324284-0j 4.68063e-05-0j 4.05355e-05-0j 4.77715e-06-0j 2.18046e-07-0j 0.00226287-0j 0.000357791-0j 0.000282858-0j 0.000188572-0j 4.08271e-05-0j 4.71431e-05-0j 1.66676e-05-0j 3.92859e-06-0j 4.1669e-06-0j 3.47241e-07-0j 1.29409e-08-0j 0.491346-0j -0.510984-0j -0.000223674-0j 0.000232614-0j -0.000173257-0j 0.000180182-0j -2.50076e-05-0j -0.000158162-0j 2.60071e-05-0j 0.000164483-0j -2.79593e-05-0j -1.86395e-05-0j 2.90768e-05-0j -2.32994e-06-0j -1.61423e-05-0j 1.93845e-05-0j 2.42307e-06-0j 1.67875e-05-0j -3.29503e-06-0j -1.64752e-06-0j 3.42673e-06-0j -1.94162e-07-0j -2.37799e-07-0j 1.71337e-06-0j 2.01922e-07-0j 2.47303e-07-0j -1.53498e-08-0j 1.59633e-08-0j -4.83474e-10-0j 5.02798e-10-0j 
-0.00248665-0j -0.000401281-0j -0.000327644-0j -4.72914e-05-0j -4.09555e-05-0j -4.82666e-06-0j -2.20306e-07-0j 0.00220709-0j 0.000348972-0j 0.000275886-0j 0.000183924-0j 3.98208e-05-0j 4.59811e-05-0j 1.62568e-05-0j 3.83176e-06-0j 4.06419e-06-0j 3.38683e-07-0j 1.2622e-08-0j 0.510984-0j -0.515969-0j -0.000232614-0j 0.000234884-0j -0.000180182-0j 0.00018194-0j -2.60071e-05-0j -0.000164483-0j 2.62608e-05-0j 0.000166088-0j -2.90768e-05-0j -1.93845e-05-0j 2.93605e-05-0j -2.42307e-06-0j -1.67875e-05-0j 1.95736e-05-0j 2.44671e-06-0j 1.69513e-05-0j -3.42673e-06-0j -1.71337e-06-0j 3.46016e-06-0j -2.01922e-07-0j -2.47303e-07-0j 1.73008e-06-0j 2.03892e-07-0j 2.49716e-07-0j -1.59633e-08-0j 1.61191e-08-0j -5.02798e-10-0j 5.07704e-10-0j 
-0.000383698-0j 0.00291954-0j -5.05566e-05-0j 0.00069544-0j 0.000297975-0j 0.000106839-0j 8.15022e-06-0j 0.103183-0j 0.0026301-0j -4.40983e-05-0j -2.93989e-05-0j 0.000606601-0j 0.000346547-0j -2.59852e-06-0j 8.78616e-05-0j 6.1911e-05-0j 1.03726e-05-0j 5.80857e-07-0j 0.000223674-0j -0.000232614-0j 0.480902-0j -0.500123-0j 2.70112e-05-0j -2.80908e-05-0j -0.000371558-0j 2.46578e-05-0j 0.000386408-0j -2.56433e-05-0j -0.000205528-0j -0.000137018-0j 0.000213742-0j -5.21084e-05-0j 2.51662e-06-0j 0.000142495-0j 5.41911e-05-0j -2.61721e-06-0j -4.8957e-05-0j -1.21108e-05-0j 5.09138e-05-0j -5.79991e-06-0j -5.31829e-06-0j 1.25949e-05-0j 6.03173e-06-0j 5.53085e-06-0j -5.73752e-07-0j 5.96684e-07-0j -2.53303e-08-0j 2.63427e-08-0j 
0.000387674-0j -0.0029498-0j 5.10805e-05-0j -0.000702647-0j -0.000301063-0j -0.000107947-0j -8.23468e-06-0j 0.10064-0j 0.00256528-0j -4.30114e-05-0j -2.86742e-05-0j 0.00059165-0j 0.000338005-0j -2.53447e-06-0j 8.5696e-05-0j 6.0385e-05-0j 1.0117e-05-0j 5.6654e-07-0j 0.000232614-0j -0.000234884-0j 0.500123-0j -0.505002-0j 2.80908e-05-0j -2.83649e-05-0j -0.000386408-0j 2.56433e-05-0j 0.000390178-0j -2.58935e-05-0j -0.000213742-0j -0.000142495-0j 0.000215828-0j -5.41911e-05-0j 2.61721e-06-0j 0.000143885-0j 5.47198e-05-0j -2.64274e-06-0j -5.09138e-05-0j -1.25949e-05-0j 5.14105e-05-0j -6.03173e-06-0j -5.53085e-06-0j 1.27178e-05-0j 6.09057e-06-0j 5.58482e-06-0j -5.96684e-07-0j 6.02506e-07-0j -2.63427e-08-0j 2.65997e-08-0j 
0.0721627-0j -4.79622e-05-0j 0.00374399-0j -5.6524e-06-0j 0.000940893-0j 5.51542e-05-0j -2.63316e-08-0j -0.000273267-0j 0.0104907-0j 0.00326572-0j -2.27723e-05-0j -4.93034e-06-0j 0.000544286-0j 0.000581328-0j -4.74422e-07-0j 9.67203e-05-0j 4.00904e-06-0j -1.56276e-09-0j 0.000173257-0j -0.000180182-0j 2.70112e-05-0j -2.80908e-05-0j 0.485679-0j -0.505091-0j -0.000733243-0j 1.90998e-05-0j 0.000762549-0j -1.98632e-05-0j -0.000322802-0j 2.25094e-06-0j 0.000335703-0j 2.81367e-07-0j -0.000374689-0j -2.3409e-06-0j -2.92613e-07-0j 0.000389664-0j -3.80425e-05-0j -5.74617e-05-0j 3.9563e-05-0j 2.34473e-08-0j -5.51968e-06-0j 5.97584e-05-0j -2.43844e-08-0j 5.7403e-06-0j -1.7722e-07-0j 1.84303e-07-0j 5.83851e-11-0j -6.07186e-11-0j 
-0.0729106-0j 4.84593e-05-0j -0.00378279-0j 5.71098e-06-0j -0.000950643-0j -5.57257e-05-0j 2.66044e-08-0j -0.000266532-0j 0.0102322-0j 0.00318522-0j -2.2211e-05-0j -4.80882e-06-0j 0.00053087-0j 0.000567-0j -4.62729e-07-0j 9.43363e-05-0j 3.91023e-06-0j -1.52425e-09-0j 0.000180182-0j -0.00018194-0j 2.80908e-05-0j -2.83649e-05-0j 0.505091-0j -0.510019-0j -0.000762549-0j 1.98632e-05-0j 0.000769989-0j -2.0057e-05-0j -0.000335703-0j 2.3409e-06-0j 0.000338979-0j 2.92613e-07-0j -0.000389664-0j -2.36374e-06-0j -2.95468e-07-0j 0.000393466-0j -3.9563e-05-0j -5.97584e-05-0j 3.9949e-05-0j 2.43844e-08-0j -5.7403e-06-0j 6.03414e-05-0j -2.46223e-08-0j 5.7963e-06-0j -1.84303e-07-0j 1.86102e-07-0j 6.07186e-11-0j -6.1311e-11-0j 
-0.0104158-0j -0.000659752-0j 5.6524e-06-0j 0.00362683-0j -6.73357e-05-0j 0.00113438-0j 0.000174411-0j 3.94427e-05-0j 0.144307-0j 4.93034e-06-0j 3.28689e-06-0j 0.00316352-0j -7.83119e-05-0j 2.90523e-07-0j 0.000932877-0j 0.000322876-0j 0.000166071-0j 1.55593e-05-0j -2.50076e-05-0j 2.60071e-05-0j 0.000371558-0j -0.000386408-0j 0.000733243-0j -0.000762549-0j 0.470481-0j -2.75682e-06-0j -0.489285-0j 2.86701e-06-0j 4.64447e-05-0j 3.09631e-05-0j -4.8301e-05-0j -0.000553264-0j -2.81367e-07-0j -3.22007e-05-0j 0.000575378-0j 2.92613e-07-0j -0.000255319-0j 2.73678e-06-0j 0.000265523-0j -9.28592e-05-0j -5.64673e-05-0j -2.84617e-06-0j 9.65706e-05-0j 5.87242e-05-0j -1.2278e-05-0j 1.27688e-05-0j -8.14947e-07-0j 8.47519e-07-0j 
-0.000271315-0j 0.00846892-0j 0.00516084-0j 0.000744904-0j -4.46862e-06-0j -5.26631e-07-0j -2.40373e-08-0j -0.000249458-0j -3.94427e-05-0j 0.00603151-0j 0.00602289-0j 0.000870573-0j 0.000750262-0j -1.83743e-06-0j 6.25219e-05-0j -4.59357e-07-0j -3.82798e-08-0j -1.4266e-09-0j 0.000158162-0j -0.000164483-0j 2.46578e-05-0j -2.56433e-05-0j 1.90998e-05-0j -1.98632e-05-0j 2.75682e-06-0j 0.486873-0j -2.86701e-06-0j -0.506333-0j -0.000596188-0j -0.000595336-0j 0.000620017-0j -4.96823e-05-0j -0.000256898-0j 0.00061913-0j 5.16681e-05-0j 0.000267166-0j -5.24391e-05-0j 1.81622e-07-0j 5.4535e-05-0j -3.09e-06-0j 2.62148e-08-0j -1.88881e-07-0j 3.21351e-06-0j -2.72626e-08-0j 1.69216e-09-0j -1.75979e-09-0j 5.3298e-11-0j -5.54283e-11-0j 
0.0105237-0j 0.000666589-0j -5.71098e-06-0j -0.00366441-0j 6.80335e-05-0j -0.00114613-0j -0.000176218-0j 3.84705e-05-0j 0.14075-0j 4.80882e-06-0j 3.20588e-06-0j 0.00308555-0j -7.63817e-05-0j 2.83362e-07-0j 0.000909883-0j 0.000314917-0j 0.000161977-0j 1.51758e-05-0j -2.60071e-05-0j 2.62608e-05-0j 0.000386408-0j -0.000390178-0j 0.000762549-0j -0.000769989-0j 0.489285-0j -2.86701e-06-0j -0.494059-0j 2.89498e-06-0j 4.8301e-05-0j 3.22007e-05-0j -4.87723e-05-0j -0.000575378-0j -2.92613e-07-0j -3.25149e-05-0j 0.000580991-0j 2.95468e-07-0j -0.000265523-0j 2.84617e-06-0j 0.000268114-0j -9.65706e-05-0j -5.87242e-05-0j -2.87393e-06-0j 9.75128e-05-0j 5.92972e-05-0j -1.27688e-05-0j 1.28933e-05-0j -8.47519e-07-0j 8.55788e-07-0j 
