-0.172819-6.66134e-16j -0.0637677-0.00454799j -0.0794011-0.0875672j -0.0655715-0.119768j 0.0194353+0.00365243j 0.0284131+0.0231917j 0.0562529+0.00131941j 0.00835443+0.060127j -0.0255341-0.0606376j 0.0220629+0.0042844j 0.00470449-0.0143045j -0.00510401-0.0521607j 0.0196656+0.000897683j 0.0149027+0.0430815j 0.0195357+0.0171157j -0.00312334-0.00465573j -0.0166314+0.00407412j -0.00276971-0.0580447j -0.028042-0.0180053j 0.00771167+0.0114745j -0.0138938+0.008918j -0.00707524-0.0137069j -0.00889467-0.00220763j 0.00575916+0.000180707j 0.00330608-0.0240543j 0.00728328-0.0228641j 0.0270427+0.0041104j -0.00227899+0.0136199j -0.00462667-0.00683283j 0.00667999-0.00688497j 0.0262166+0.00540731j 0.00296867+0.0311708j -0.000169047+0.00414871j -0.0128716-0.0115952j -0.0289505-0.00887051j -0.0146944-0.0156687j 0.0112184+0.00307704j 0.0282127+0.00148092j 0.0340822+0.0221563j 0.00235914+0.00259634j -0.0320079+0.00185695j 0.0392281-0.00736641j -0.0121083+0.00585831j -0.0246931-0.0175894j 0.00491011+0.0235804j 0.00381035+0.00675227j 0.00383514+0.0139991j 0.00564054+0.00349741j 0.0102547-0.008151j -0.0024252-0.00163621j 0.00608433+0.0146065j 0.00593939+0.00886702j 0.0288735-0.0199465j -0.0141027-0.0170237j -0.00201109+0.0277362j -0.00531868-0.000148849j 0.0537793-0.0453423j 0.00599789-0.0291654j -0.00657867-0.00484812j 0.0143018-0.022532j 0.00622811-0.0274357j -0.00898835+0.0236435j -0.00299654-0.000815388j -0.00973096+0.0225565j -0.0129606+0.00513089j 0.00185791+0.0126925j 0.0134218-0.0329646j -0.0107185+0.0292247j -0.01441+0.0149749j 0.0257129+0.0163412j -0.0179425-0.0335221j 0.0210699+0.0174798j -0.0237784+0.0646631j 0.0334605-0.00767965j 0.0409281+0.0160471j 0.0159887-0.0221913j -0.0135661+0.0114165j -0.00346516-0.0184944j -0.0374431-0.00982012j 0.0203405-0.02119j 0.0349804-0.0355614j -0.016005+0.0422501j 0.0335458+0.00500779j -0.00228345+0.0155834j -0.0520195+0.0684195j -0.0564075+0.0525703j -0.0425487+0.11091j 0.00705249-0.0745982j -0.137153-0.224349j 0.325838+0.0673966j 0.0644779-0.158039j -0.040156+0.0445682j -0.0112088-0.0740847j -0.0870078+0.217643j -0.0161288-0.00986384j 0.00728882+0.0114345j 0.211343+0.1339j 
-0.0564075-0.0525703j 0.00197316+0.0306981j -0.097133-0.140347j 0.0404409-0.0224278j 0.0779857+0.196542j -0.107793+0.0246288j 0.180923+0.101263j 0.0160725-0.00843552j 0.0791012+0.0184492j -0.0348048-0.0624922j 0.0453008-0.0117737j 0.0044101-0.00200681j -0.0770712-0.0196804j -0.0350379-0.0406084j -0.061299-0.000432955j 0.0520551-0.0126422j -0.0733237-0.0269366j 0.0499526+0.00623209j -0.0192932+0.0204497j 0.00677154+0.00308156j 0.0299304-0.00877043j 0.0377222+0.116623j -0.045596+0.0331602j -0.00817461-0.0440998j -0.0616512-0.019769j 0.013831+0.0120209j 0.0335502+0.0184582j 0.0094663+0.086599j -0.0123288+0.0490928j 0.0313164-0.0490484j -0.0600077+0.164109j -0.0619634-0.062943j 0.0592093-0.0754386j 0.0531903+0.0365685j -0.205473-0.00314668j 0.0928982+0.000708597j -0.0699658-0.00823688j -0.0947036+0.0150074j -0.0249036+0.0184351j -0.0641721+0.0228684j 0.041124+0.0275348j -0.0276566-0.0428438j 0.010528-0.107831j 0.00383772-0.0139417j 0.0369938-0.0386385j 0.00941178-0.0180113j 0.0888929-0.0847292j -0.0442764-0.0643659j 0.0766313+0.0236698j -0.0623049-0.110533j 0.0195551+0.0481564j 0.0282915+0.100433j -0.0445354+0.0381271j 0.0872463+0.0252913j -0.0703289-0.0344702j -0.0341949+0.0165708j -0.0271878-0.11138j -0.00513126+0.0340128j 0.00707146+0.0393107j 0.0165514+0.0722588j 0.0538795-0.0305781j 0.0160983+0.0184668j -0.0264761+0.0433232j 0.0105097-0.0031516j -0.0023656-0.03417j -0.0838127-0.0807764j 0.068099-0.0419316j -0.0127748+0.0773215j -0.014944-0.104594j -0.0208879-0.0699733j 0.040762-0.0320823j -0.0119562-0.0713721j -0.00956733+0.0469574j -0.0541897+0.0110345j -0.0297709+0.0503307j -0.00876268+0.041835j 0.0545829+0.013314j 0.0520529+0.0491847j -0.00241082+0.0145692j 0.0100914+0.0212938j -0.00803107+0.00547557j 0.0467219-0.039029j -0.0265926+0.0186584j -0.027846-0.0200435j -0.0587624-0.013356j -0.0443988-1.249e-16j 0.0251475+0.0244423j -0.0229251-0.0540085j 0.0432604+0.00186195j -0.0206225-0.00437903j -0.0938877+0.00114727j 0.0775046+0.0718457j 0.0516788+0.064026j 0.0744857+0.0312608j 0.0927683+0.00835542j 0.00158472+0.0396614j 0.0105302+0.0772997j 
-0.0425487-0.11091j -0.0523897-0.00365508j -0.0356615-0.249708j 0.218308+0.100184j -0.0933908-0.0558569j -0.0455396-0.0990182j 0.0173798-0.129441j -0.0518742-0.0992333j -0.0310894-0.0297259j 0.0889167+0.0589726j 0.00430923-0.0168427j 0.0198137-0.0131321j 0.0416939+0.0443999j -0.0634219-0.00494071j -0.0563003-0.0434016j -0.0171539-0.03792j 0.0103497+0.0453755j 0.0275658-0.0771939j 0.0134221+0.00820195j 0.0424311-0.000404662j 0.00199812-0.00904978j -0.0969956-0.106633j 3.92539e-05-0.00921472j 0.062011+0.0401818j 0.0265658+0.0282136j -0.0221165+0.0138761j -0.0584371-0.0776279j 0.00799048-0.00615174j -0.0644774-0.0188091j -0.0196397-0.0146846j -0.0357157-0.00635655j -0.10246-0.0669471j -0.0544429-0.133422j 0.000826378-0.0406473j 0.0382653+0.0402228j -0.0398639-0.105286j 0.0445286+0.0681256j 0.157905+0.0432537j -0.0743465-0.0128188j 0.0535259+0.0164122j -0.052091-0.0210668j -0.0342641-0.0165382j 0.0409646+0.0167878j 0.0821798+0.130876j -0.102679-0.0269807j -0.0151952-0.0311067j 0.0696655-0.0553679j -0.0433594+0.0533531j -0.0060476-0.0217047j -0.0611809+0.0558916j 0.0673723+0.0549202j -0.0362798-0.0500348j 0.0769727+0.0630903j -0.0562138-0.107447j 0.0562017+0.0374382j -0.00120354+0.00231537j -0.106471-0.0755313j 0.0117345+0.00185989j -0.0651826+0.00717021j 0.0461084+0.0452648j -0.0303363-0.0869338j 0.0241319+0.0208552j -0.0323158-0.0300001j 0.0314002+0.00637849j -0.0388762+0.036543j -0.0204207-0.0249046j 0.00994824-0.00356814j -0.0502858+0.0333431j 0.024311+0.035706j -0.0206504-0.0529919j -0.0238509+0.0532436j -0.0172062-0.025968j 0.0294139+0.02411j -0.0197441+0.0235189j -0.022827-0.0544899j 0.00966914-0.0260974j 0.0126721+0.00489595j -0.0119172+0.0482032j 0.0346376-0.0452055j -0.0149915-0.0265681j -0.0533875-0.00457457j -0.048345+0.00901058j 0.00166948+0.00190489j 0.0143352+0.0361995j 0.0168127+0.00799506j 0.0251475-0.0244423j 0.0157355-0j 0.019841-0.0646385j -0.00938259-0.0576447j -0.0515466-0.0114658j -0.0520084+0.0164871j -0.0606616-0.0564129j -0.00644405-0.0224124j 0.0604701+0.026253j 0.0302363-0.0752725j -0.0168357+0.0358598j -0.00358927+0.0300301j 
0.00705249+0.0745982j 0.0562908+0.0132305j 0.0693462+0.162649j -0.12065-0.0292879j -0.00785245+0.0198452j -0.0793754-0.152647j -0.0512238+0.0075687j 0.0305063-0.0170142j -0.0119905+0.0863803j 0.00907802+0.0593591j -0.0316812-0.0861932j 0.0195493+0.0185628j -0.00869659-0.0200735j 0.159947+0.0345908j 0.0955949-0.0650892j -0.0317143-0.0108968j -0.0184683-0.0330034j -0.0379803-0.0217045j -0.0194725-0.0615773j -0.0251124+0.0336464j -0.00313302-0.00922863j 0.0602845-0.0209037j 0.0219996+0.00647615j -0.0502221-0.0152252j -0.0555897-0.0295724j 0.00411261-0.0162391j 0.0545543+0.0431823j 0.000391012-0.0126965j 0.0422327+0.0217613j -0.0549533-0.00257835j 0.0562638+0.0289501j 0.0312271-0.0544768j -0.036362-0.0764699j -0.0532657-0.114264j 0.0404203+0.0461342j -0.0311183-0.0110671j 0.00908458+0.0304263j -0.0603489+0.0535557j 0.0959277-0.0421421j -0.0343527+0.0576488j 0.0163711-0.0285215j 0.0912327+0.0516263j -0.0552167+0.0847552j -0.0783877-0.0234535j -0.0774414-0.0984682j -0.0556323-0.0448552j -0.112105-0.141436j -0.0539432-0.0496323j -0.0409879-0.0641072j -0.0734592-0.0437293j 0.00847362+0.0255195j -0.00731799+0.0282731j 0.0507062+0.170875j 0.0163601-0.0852211j -0.0203113+0.0752022j 0.0265963+0.00626916j -0.0469016-0.0466976j 0.032467-0.00885953j -0.0680824-0.0216165j 0.0989764+0.00246975j 0.0409023+0.00115198j -0.0404578-0.0850346j -0.0302504+0.0408004j -0.0073812-0.0343161j 0.0121028-0.0700891j -0.00160489-0.0459519j 0.0646178-0.0121693j -0.0158396+0.0433594j -0.00912329+0.0180516j 0.0176599+0.00958538j -0.0144695-0.102821j 0.0163175+0.0121895j -0.0868305+0.0314533j 0.0514159+0.00623822j 0.0126498-0.0514007j -0.00105782-0.0112413j 0.0339005-0.0663486j 0.00689547+0.0353528j -0.0731909+0.0110026j -0.0156287+0.0327096j 0.0273353-0.0366687j -0.0140343+0.028115j -0.00716802+0.00178408j -0.0395229+0.0372353j -0.0451847+0.0628083j -0.0229251+0.0540085j 0.019841+0.0646385j 0.0385897-0j 0.0366052+0.000567494j -0.0180923+0.0126843j -0.0189492+0.0275063j -0.0524972-0.0565731j 0.095549+0.114132j 0.00852825-0.0312803j 0.00746705+0.0334897j 0.0295183-0.0170993j -0.00346028-0.0255622j 
-0.137153+0.224349j 0.301067+0.0319013j 0.0209535-0.0402448j 0.00358258-0.142566j -0.0411679-0.0391231j 0.0158506+0.0567419j 0.166176+0.0116515j -0.00076073-0.0762455j 0.0839767+0.195756j 0.0537265+0.0445397j 0.109738+0.0561586j 0.0131577-0.000926006j -0.0326371+0.00884606j -0.0220596-0.0360893j -0.0622624-0.0120691j -0.0609843-0.0619849j -0.0495598+0.018713j 0.111542+0.0764616j -0.00476362+0.0106697j 0.0377089-0.00310812j 0.0310753+0.0171343j -0.0018413-0.0279555j 0.0368209-0.0235135j 0.0817553+0.0352604j -0.00408731+0.0210872j -0.0199975-0.00748485j 0.0632106-0.0489963j 0.043927+0.0105792j 0.00199279+0.0222325j 0.0871394+0.0764018j -0.104368-0.0593219j -0.0220214-0.0960695j -0.0111908-0.000693162j 0.0599926+0.0332831j 0.0458699-0.0495393j 0.0199094+0.0861276j 0.062366+0.050278j -0.106278+0.0302106j -0.0941688-0.0339469j 0.0431083+0.0210988j 0.0477603-0.00746558j -0.0429816-0.0115082j 0.0573087-0.0238703j -0.0140892+0.0663863j 0.00565276+0.0136853j 0.0141366-0.0423006j -0.0397838+0.0365031j 0.00270859+0.00287044j 0.0187357-0.019314j 0.0268917+0.0520701j -0.0218799-0.063729j 0.00772781+0.0468281j 0.0156604+0.00926193j -0.0184919+0.0234866j 0.0265695+0.0520827j -0.0205418-0.0812623j -0.0609402-0.0015218j 0.0214124-0.0553256j 0.0356819-0.0763267j -0.0559754-0.00665661j -0.0143013-0.0530639j 0.0570655-0.0411621j 0.00644855+0.0484138j -0.0126101+0.0304331j -0.0564539-0.0384435j -0.0160195-0.0526852j -0.00712929+0.00988347j 0.00218211-0.0742603j 0.0236377+0.000617181j -0.0610489+0.0024382j 0.0407978-0.0143514j -0.0113905+0.0048144j 0.0406034-0.0656525j -0.0100692+0.00449233j -0.0514927+0.0644345j -0.0152724+0.0505024j 0.0496901+0.0376171j -0.0177118-0.0193011j 0.0727702-0.0351621j -0.0344705-0.0258184j -0.0390001-0.0303348j 0.00778502+0.0345717j -0.000813894+0.0219395j 0.0297349+0.0166818j 0.0850125-0.0562882j 0.0432604-0.00186195j -0.00938259+0.0576447j 0.0366052-0.000567494j -0.00332721+1.66533e-16j -0.096733-0.021683j 0.0098643+0.0240006j -0.0334694-0.0456584j -0.00398588+0.0258562j -0.0223614-0.0273734j 0.0225584+0.00371205j -0.00647656-0.0587614j 0.0503549+0.0969116j 
0.325838-0.0673966j 0.0504756-0.327612j -0.0535579+0.122044j 0.0772972-0.0622908j -0.0393548-0.109898j 0.0361138-0.0135104j 0.0577709+0.141211j -0.0121977+0.174854j 0.0224122+0.0696353j -0.0407647+0.00297082j 0.0123247+0.0134809j 0.0141985-0.0115177j 0.0643792+0.0336286j -0.0378736+0.0733233j 0.00190269-0.052704j -0.0643683+0.00388376j -0.022942-0.02323j 0.0675089+0.0246429j -0.0153601+0.0322993j 0.0491341+0.0403643j -0.0110505-0.0023497j 0.0358982-0.028794j 0.0496928+0.0265846j 0.0538256+0.0423672j 0.0055198+0.0243156j 0.0546684-0.0126437j 0.0288965+0.0478864j -0.0221799+0.025428j -0.0236688-0.0657747j 0.0768311+0.034072j 0.0212243+0.0553603j -0.0433101-0.0847965j 0.0114378+0.149188j 0.0426697-0.0754141j -0.0709908-0.00538335j -0.0412371+0.0215835j -0.0120618+0.0495732j -0.0407516-0.0516515j 0.0202895+0.0159612j 0.0412546-0.00318772j -0.00948234-0.0189908j -0.00753276-0.0363818j 0.020933+0.0717547j -0.0190919+0.0190305j -0.0179577-0.0327373j 0.0513257-0.0360864j -0.00617016-0.0460106j 0.0183219-0.0814349j 0.117881-0.00850464j 0.00469598+0.0242307j 0.0309475+0.0257957j -0.00519503+0.0370188j 0.0130434+0.0443298j 0.0168294+0.0464608j 0.0170595+0.0284862j 0.0686006+0.0207995j -0.0323265+0.0352851j 0.0794339-0.0967586j -0.0388063-0.0536837j -0.0855045-0.0853757j 0.0232496-0.0219517j -0.0524821+0.0187667j 0.013251-0.0106434j -0.0492699-0.0117766j 0.0198133-0.0724471j -0.0330647+0.037439j 0.0243744-0.0252555j -0.0138854+0.012688j -0.011943-0.00274798j 0.0503457+0.0128572j -0.0239345-0.032721j 0.0139256-0.0116355j 0.0067488+0.0107757j -0.0765533+0.0328401j 0.056094-0.0110581j 0.0185072-0.00659721j -0.0165158-0.0333412j -0.0457635+0.0261662j -0.050533+0.0534787j 0.032064-0.0138381j -0.0148338+0.0187963j -0.0329109-0.0226783j 0.0194998+0.00535359j 0.0775223-0.0632373j 0.0090276-0.0420902j -0.0206225+0.00437903j -0.0515466+0.0114658j -0.0180923-0.0126843j -0.096733+0.021683j -0.0379888+5.13478e-16j -0.116218-0.0136521j 0.0481544+0.0245505j -0.0176479-0.0050193j 0.0505012+0.0384837j -0.0327445-0.0031912j -0.0491238-0.0188121j -0.00606868-0.0292817j 
0.0644779+0.158039j 0.0532409-0.186602j 0.133442-0.0483214j 0.142168+0.0737829j -0.005523+0.0289894j -0.0185652-0.0250751j -0.0341397-0.130035j 0.0283571-0.068796j -0.178882-0.0839664j -0.0633611-0.0342123j -0.108842-0.0407147j -0.174043-0.0187667j 0.0398617+0.0212255j -0.0256907+0.014136j 0.0376117+0.107855j -0.0298478+0.0425807j 0.0580446+0.0601146j -0.153525-0.0858936j 0.0469412+0.0291162j 0.0703321-0.0576488j -0.0309142-0.0260792j -0.0316643+0.00581314j 0.0557191-0.0213575j 0.0158449-0.0668991j -0.03881-0.0156943j 0.0428766+0.0147201j -0.0241731-0.00968949j -0.0724528-0.0309036j -0.0275133+0.00656548j -0.0715067-0.0678112j 0.050956+0.0673177j 0.000588497+0.0213466j 0.0554568-0.00692933j -0.0658965-0.0362548j -0.0213829+0.00854046j -0.0442803+0.0195118j 0.0451303-0.0217787j 0.00358248+0.0973122j 0.0386748-0.000346119j 0.0251263-0.0522686j -0.0377128-0.00765713j -0.022444+0.0471793j 0.0774808-0.0822172j -0.0456074-0.0275869j -0.0404396-0.0308853j 0.0361515-0.0450218j -0.0643052-0.0653354j -0.00926749-0.0351805j 0.00347645-0.0254275j 0.0124154-0.0587999j 0.0499943-0.0621097j 0.0067269-0.0442361j -0.0443835-0.0566537j -0.0263504+0.0490789j -0.0622212+0.00229802j -0.0295358-0.00930935j 0.018169+0.0960969j -0.0253929-0.00116829j -0.0125716-0.00145592j 0.0127721+0.0976089j 0.0199392-0.0554159j -0.0225565-0.0423844j -0.0170065-0.0303488j -0.0532875-0.0478739j -0.0136504+0.0697987j -0.0131689+0.0175514j 0.0315012-0.0244977j -0.0213911-0.0444699j -0.0268378-0.0200032j -0.0366517-0.0320682j 0.0283662+0.0508285j -0.0439587-0.0188377j 0.060115-0.052808j -0.0501426+0.000235487j 0.0140592+0.0191102j -0.0281+0.06641j 0.003776+0.0211376j 0.0201676+0.0206244j 0.0236226-0.0391209j -0.0278688+0.0228959j -0.0162423+0.000798797j -0.0107739-0.0158044j -0.0205509-0.0137651j 0.0124609+0.0252424j -0.00558346-0.0317928j -0.0938877-0.00114727j -0.0520084-0.0164871j -0.0189492-0.0275063j 0.0098643-0.0240006j -0.116218+0.0136521j -0.0216662-0j 0.0489512+0.0375598j 0.0384481-0.0265058j -0.027631+0.0165392j -0.0496715-0.0947527j 0.0178799+0.072728j 0.0367315-0.0446066j 
-0.040156-0.0445682j -0.0168095+0.0637486j -0.0257666-0.0763108j -0.00187229+0.0178065j 0.0303248-0.0225584j 0.176253-0.160409j 0.0226646-0.0308597j -0.0508818-0.0489313j 0.00514709-0.00705962j -0.0340142+0.0388472j -0.145144-0.133018j 0.0372726-0.0126549j -0.00888965-0.0585444j -0.106747+0.0952505j -0.0254921-0.0412175j 0.0382831-0.0383179j -0.0239947-0.0451769j -0.017791-0.0911347j 0.031647-0.0555841j -0.00587492-0.0221784j -0.0436575-0.0363336j 0.00220207-0.0178895j -0.00697744-0.0346564j -0.0341985-0.0107961j 0.00198684-0.078737j -0.0304053-0.0110715j 0.0720526+0.0196931j 0.00677879-0.00957676j 0.0347505-0.0133236j 8.09489e-05+0.0241673j 0.060001-0.128689j -0.0138157-0.049774j -0.0043526-0.0241215j -0.0705557-0.0912907j -0.0989394-0.167489j 0.0280991-0.0244036j -0.0511556-0.039144j -0.0141485-0.0771437j -0.098908+0.0373997j 0.0328176-0.0784695j 0.0151867+0.0173306j -0.0632344+0.0905549j -0.0108101+0.0879793j -0.0775816+0.0508221j 0.119897-0.0281091j -0.00452631-0.0312405j -0.106021-0.0639644j -0.0168958-0.00568004j 0.0194576-0.0189739j -0.00456319-0.0348633j 0.00162487+0.026523j 0.0467641-0.0190996j 0.0963673+0.0296811j -0.0765272-0.00862218j 0.0793617-0.00769434j -0.0118288+0.0155832j -0.0180231-0.03489j 0.00525495+0.0220908j 0.00319512-0.00314942j -0.059608+0.0251347j -0.0276447+0.0230054j 0.0836466+0.0130874j -0.0353383-0.020116j 0.00956077+0.0181225j 0.050843+0.0495636j 0.0154197+0.0179595j -0.0212267-0.0044325j 0.0331731-0.0220844j 0.0178321-0.0419764j 0.0137939-0.0350007j 0.0248358+0.00990261j -0.000822334-0.0486045j 0.0207121+0.0283272j -0.0311584-0.0525547j -0.0212204+0.04048j -0.0189601-0.0333395j 0.000881198-0.025961j -0.0119302+0.0595579j 0.0301204-0.0824098j -0.0044954-0.0116552j 0.0399929-0.0614725j 0.0389988+0.0299758j -0.021103+0.0143254j 0.0137835-0.0295487j 0.0408701-0.0564441j 0.0775046-0.0718457j -0.0606616+0.0564129j -0.0524972+0.0565731j -0.0334694+0.0456584j 0.0481544-0.0245505j 0.0489512-0.0375598j 0.16169+4.16334e-17j -0.0502299-0.00397874j -0.0586151+0.0267576j -0.0100638+0.0282066j -0.0186921-0.00973403j 0.0245397+0.0169469j 
-0.0112088+0.0740847j 0.0327909+0.0183725j 0.0439091-0.0139987j -0.0193126-0.0526158j -0.177832+0.153335j 0.0342775-0.0328018j -0.0350469+0.0138229j 0.00868229-0.0574287j -0.0451838+0.00848429j -0.0916524-0.130422j 0.00675956-0.0646288j 0.0460503+0.0267984j 0.0583018+0.00186348j -0.0534494-0.112562j 0.00244247-0.115395j 0.014204+0.0791224j 0.0371486-0.0542464j 0.142408-0.00499124j 0.0172531+0.00339365j 0.0220633-0.00307514j 0.0232013-0.0463457j 0.00183027+0.0892076j 0.0309803+0.008213j -0.0485065-0.0351605j -0.0154784+0.0278646j 0.0464024+0.0390016j -0.0119742+0.035153j 0.0506049+0.0400697j 0.0368038+0.0143667j -0.0411294-0.0208908j 0.121778+0.102329j 0.0150577-0.0262488j -0.00116894+0.00916751j 0.0891037-0.0514173j 0.0727622-0.0868002j 0.022156+0.0522882j 0.028871-0.0527879j 0.0169674+0.00136737j -0.0019955-0.100448j 0.064959+0.0133843j 0.0276952-0.0121612j -0.0681729-0.040134j -0.104815+0.0605009j -0.0668601-0.00481713j -0.0396486+0.134457j 0.00395535+0.0222259j 0.0825509-0.12978j -0.0121505+0.0186516j 0.0178737-0.00662163j 0.0222503+0.00508089j -0.0319015-0.0267375j -0.051124+0.0588457j -0.0410814-0.0234567j -0.0304302-0.0440539j 0.0485999+0.0366636j -0.00896298+0.0378665j 0.0158212+0.0238242j 0.014666+0.00837834j -0.0506677+0.00295921j -0.00968532-0.0219976j -0.036554-0.00674712j 0.013705+0.0315129j 0.0159734+0.023818j -0.00821511+0.0160113j -0.051926-0.0168987j 0.0256426+0.0205595j -0.0407577-0.0935989j 0.0136302+0.0995454j 0.0122973-0.00623121j -0.023947-0.0342786j 0.00119308-0.0495033j -0.00259083-0.0119219j 0.0527309+0.0142143j -0.00236687-0.0380748j -0.024048-0.0537332j -0.00502185-0.0340104j -0.0420373-0.0606768j -0.00398166+0.0431496j 0.00864843-0.075996j 0.0050369+0.00419087j -0.0589755+0.0457138j 0.0404348-0.0161853j 0.0106689-0.0185399j 0.0185727+0.0715245j -0.00051269+0.0779191j 0.0516788-0.064026j -0.00644405+0.0224124j 0.095549-0.114132j -0.00398588-0.0258562j -0.0176479+0.0050193j 0.0384481+0.0265058j -0.0502299+0.00397874j -0.157243-1.249e-15j -0.0144963-0.0214671j -0.0558904-0.00979413j -0.0207623-0.000680516j -0.0118909-0.0154509j 
-0.0870078-0.217643j -0.0605574-0.0322593j -0.0293226+0.0481243j -0.0339264+0.128132j 0.0189702+0.021904j -0.0124889-0.0210497j -0.169824-0.107121j 0.0805971+0.0387456j -0.025936-0.135786j 0.144976+0.038673j -0.0133923-0.0658787j 0.155879-0.00842464j -0.0345647-0.00879849j -0.0580596-0.125007j 0.034829+0.0013804j 0.0145609+0.0645352j -0.0064124+0.033985j -0.0273087-0.0424373j 0.0357923+0.0335058j -0.0885332+0.005271j -0.0536224-0.0217066j 0.0271369-0.0647099j -0.014545-0.0222889j 0.0292516-0.00533782j -0.0190605-0.0557822j 0.0870449+0.0895097j -0.031123-0.0277361j -0.0344209-0.0442252j 0.00572351-0.0706167j 0.0231301-0.0613392j -0.0405676+0.0278089j 0.0100247-0.0334019j -0.0415046+0.0356165j 0.0112777-0.00136488j 0.00290754-0.0643367j 0.00844926+0.0185893j -0.013273-0.0456483j -0.0177268+0.0958863j -0.0317248-0.015269j -0.0166155+0.014169j -0.037687-0.0637033j -0.00475471-0.108927j -0.0316189+0.0386265j -0.000780509-0.0344107j -0.0278442-0.0667791j 0.00761229+0.00320303j -0.0645316+0.00583053j 0.026695-0.0170363j 0.0451173+0.000534661j 0.00496997-0.0235095j -0.0798631-0.00629653j -0.0435301-0.0497577j -0.0967192-0.10356j 0.00266785+0.00207343j 0.0652853+0.03391j -0.00593303-0.00816018j -0.0251844-0.0632663j 0.0449548+0.037563j -0.011537-0.0150575j 0.00428033-0.0251054j -0.000222068+0.0137793j -0.0366397-0.0082216j 0.0377127+0.0360941j -0.0387857-0.030526j 0.0375015+0.0182563j -0.0217484-0.0330382j -0.0299488+0.00273958j -0.00519664+0.010897j 0.0085864+0.0314649j -0.0301485-0.0157462j 0.0166335+0.00711842j 0.00525726+0.00495362j 0.00142029+0.0430619j -0.0121109-0.000688147j -0.0151418-0.0271726j -0.00118158-0.0180722j 0.0274203+0.0630972j -0.0144512-0.0145432j 0.0301828+0.0754929j -0.0094886+0.00639064j 0.00209335+0.0315763j 0.0107768-0.0367657j 0.0217527+0.036004j -0.00721292-0.0673414j 0.0265328-0.0538882j 0.0744857-0.0312608j 0.0604701-0.026253j 0.00852825+0.0312803j -0.0223614+0.0273734j 0.0505012-0.0384837j -0.027631-0.0165392j -0.0586151-0.0267576j -0.0144963+0.0214671j 0.026426-1.38778e-17j 0.0534485+0.0401063j -0.036755-0.0395417j 0.0877198+0.137164j 
-0.0161288+0.00986384j -0.0923494-0.128351j 0.0416214+0.162303j -0.0572871+0.00402671j 0.0400176-0.033218j 0.0266316+0.0410453j -0.115741+0.0787013j -0.00770814+0.115283j 0.0213687+0.0171027j -0.067786-0.159555j -0.0765909-0.0488087j -0.102596-0.200195j -0.0360929+0.052952j -0.0621861+0.050093j 0.0214582-0.032243j 0.00732338-0.08858j 0.0977576+0.0306586j -0.0977726-0.0269191j 0.0447718+0.0215895j -5.18493e-05+0.0883256j -0.0349593-0.0143623j -0.0715914-0.0581517j -0.0198763+0.0560163j -0.0455268-0.0103927j -0.0468233+0.0277225j 0.0135523-0.0307686j -0.0520969+0.0219837j -0.0273541-0.00718876j -0.0148266-0.00927443j -0.119126-0.019936j 0.00184392+0.0314465j -0.0206815-0.0592485j 0.0176832+0.0577939j -0.0128656+0.0218139j 0.0160564-0.0231122j 0.0854069-0.0355638j -0.0444064+0.0456686j 0.0337318-0.0253801j 0.0285841+0.0372228j 0.0172206-0.0153958j -0.0822835-0.04318j -0.0736529-0.0476084j -0.014107+0.0378223j 0.00415726+0.0102555j -0.000998074-0.0286386j -0.00353989+0.0176973j 0.0302153+0.0611166j 0.011669+0.0210456j -0.036774-0.0553184j -0.0144737+0.0491875j 0.0170136+0.0329637j -0.0287384+0.0426185j -0.0217514+0.0597696j -0.0173946-0.0307596j -0.0105755-0.076199j -0.0478153-0.00319575j 0.0238707+0.00735988j 0.00229984-0.0517489j 0.00918326-0.0352468j 0.00330608-0.0145796j 0.0326549+0.0207198j 0.0245718-0.0384114j 0.0101603+0.022711j 0.0434994+8.67328e-05j -0.0449664-0.0333116j -0.0057883-0.00330863j -0.013731+0.0259056j 0.0128701-0.0173752j 0.00232129-0.0531536j -0.00543185+0.00445447j -0.0325521+0.0505653j 0.010728-0.00612211j -0.0316345+0.0209454j 0.0341753-0.0452979j -0.0222957+0.0823461j 0.0414311-0.018857j 0.00899365-0.00346953j -0.0183685+0.0404885j 0.00840988+0.0300894j 0.0179821-0.0954403j 0.00413825-0.058123j 0.0181225+0.0546978j 0.0399458-0.0673233j 0.0253986-0.0330795j -0.0294461+0.0265699j 0.0927683-0.00835542j 0.0302363+0.0752725j 0.00746705-0.0334897j 0.0225584-0.00371205j -0.0327445+0.0031912j -0.0496715+0.0947527j -0.0100638-0.0282066j -0.0558904+0.00979413j 0.0534485-0.0401063j 0.0850151-0j 0.103497+0.0923193j 0.0648347+0.0701186j 
