-0.0132708-2.17699e-14j -0.00291378+1.26526e-06j -0.00586821-0.000571145j -0.0119645-0.000829277j -0.00521339+1.93527e-05j 0.00211572+0.000434546j 0.0130251+0.00083302j 0.00449717+0.000660951j 0.00213041+0.000548619j -0.00217873+0.000398553j 0.00661133+0.000619328j -0.0115609-0.000562182j 0.000220261-0.000143279j -0.00327253-0.000568614j 0.00563879+0.000732618j 0.0039388+0.000798795j 0.00248189+0.000214099j 0.00266194+0.000139569j -0.00297475-0.000234374j -0.0032453+0.000492095j 0.00559192+0.000477336j -0.00792381-0.000784269j -0.00656397-0.000522385j -0.00109417-0.000208876j 0.00400981+0.000250547j -0.00292181-0.000184658j 0.00224897+1.65798e-05j 0.00477117+4.57484e-05j 0.00322838+0.000344299j 0.000977131-0.000231968j 0.00172311-0.000112434j 0.000344743+0.000508559j 0.00601961+0.000588527j 0.00248473+6.93764e-05j -0.000229403-0.000376804j 0.00137477+0.000267261j -0.00444396-0.000701008j -0.00968708-0.000604555j -0.00539394-0.000204387j 0.00415569+0.000591672j -0.00212744+7.59421e-05j -0.00575171-0.0006843j 0.00531095+0.00122325j 0.000844088-0.00018697j -0.0032125-0.000679397j 0.00491522+0.000646891j -0.00121639+0.000245194j -0.00198478+2.66635e-05j -0.00272067-0.00129167j 0.00188919+0.000559815j -0.00324185-0.000115621j 6.27852e-05-8.06951e-05j 0.00540989+0.000526911j -0.00424613-0.000418021j -0.00505406-0.000278365j -0.00360823+0.00082477j 0.00161527+0.000457693j -0.00356683-0.000218177j -0.00878887-1.49687e-05j 0.00893762+0.000844403j 0.00439543+0.000561299j 0.00129247+0.000746382j 0.00174998+0.000617098j -0.00443602-0.000108776j 0.00487989-0.000605844j -0.0037039+9.8287e-05j -0.0192221-0.00161507j 0.00524048-0.000811149j -0.00770281-0.00227245j -0.0102842+0.000453838j 0.000829423-0.000336961j 0.0318843+0.00141671j 0.00917217-0.00111478j -0.0179898+0.00997583j -0.0638328-0.00516858j -0.00459328+0.000197185j -0.827654+0.00854424j 
-0.00198478-2.66635e-05j -0.0022474-3.56655e-05j -0.00570187-0.000142438j -0.00709327+0.000523267j 0.012588-6.32844e-05j -0.0165676+0.00111033j -0.00897301+0.000363402j 0.000403049+0.000508356j 0.00767057+0.00066002j -0.0154613-0.000147179j -0.0103673+0.000147877j 0.0324311+0.00122799j -0.00861471-0.00097057j -0.0102878-0.00054313j 0.0484248-0.000449227j -0.0432931-0.00123919j -0.0385575+0.00116352j -0.0247007+0.000894454j 0.0749967-0.000609465j 0.00506791+0.00094521j -0.0956202-0.000115648j -0.0344868-0.000370246j 0.0417139+0.000868198j 0.0104529-0.000682892j 0.101665+9.00051e-05j -0.17163+0.00255825j 0.127784+1.64631e-05j -0.0773421-0.00165182j 0.0534397+0.000329831j -0.695807-0.00106504j -0.43265-0.000274496j -0.0533218-0.00076414j -0.16927-0.000901192j 0.0198219+0.00147325j 0.170436-0.000628147j 0.119877-0.000623219j -0.0720539-0.000226506j 0.0100722+0.000455522j -0.0361922+0.000288429j -0.0349786-0.00118094j -0.0414876-0.000341638j 0.0243552+0.00177901j -0.0329082-0.00129833j -0.0326016-0.000166617j 0.0351127-0.000205984j -0.042495-0.000320169j -0.0564327+7.89534e-05j 0.0396864+1.46806e-15j -0.0337745+0.000565386j 0.0524136+0.00207081j -0.0375038-4.83144e-06j 0.0560966-0.00127886j 0.00492792+0.000372172j 0.0361449-0.000373206j -0.000670067-0.000593478j -0.0121935-0.00081238j 0.00884939-0.000108863j 0.0096889-0.000285245j 0.00334634+0.000415266j -0.0270581+0.000402904j 0.00527437+0.000103507j -0.00337198+0.000469622j -0.00304937-0.000156936j -0.00345015+0.00135492j 0.00595498-8.67237e-05j -0.00884282-0.000131977j -0.00138592+0.000390628j 0.00537825+0.00013438j 0.000317867-0.000455058j -0.0059241+2.3414e-05j 0.000511986-1.48921e-05j 0.00298204-0.000496808j 0.00209467+6.93038e-05j -0.000975414-0.000106103j 7.91069e-06-0.00018332j -0.000738422+4.65585e-05j 0.000588838-2.44907e-05j 
-0.00272067+0.00129167j -0.00866682+0.000963528j 0.0124698-0.00149383j -0.00260483+0.000260775j 0.0148901-0.00144581j 0.0204609-0.00199243j 0.00352513-0.0005528j 0.0159766+0.001227j -0.019656+0.000619242j 0.0188201+0.00197701j 0.0274523+0.00134645j -0.00307628-0.00254053j 0.0661967+0.000368127j 0.0799529-0.000559516j -0.107687+0.000283887j -0.0246807+0.00081454j -0.000148304-0.000932212j 0.15616-0.000980366j -0.100479-0.000131907j -0.0315678+0.00191212j 0.0570929-0.00122577j 0.0520592-0.00105586j -0.0608125-0.000569529j 0.130507+0.000483716j -0.1705-0.00111278j -0.201329-0.00245575j -0.551513-0.00247926j 0.212009-0.000158498j -0.2614-5.39199e-05j -0.264594+0.00173712j 0.12835+0.000440295j 0.293046-0.000183301j -0.0830125-0.000663397j 0.0274539-0.000858483j -0.0191436+0.00198719j -0.0276097+8.41996e-05j -0.0654231-2.28777e-05j 0.0281491-0.000448451j 0.134707-0.000471334j 0.0265586+0.000607347j -0.0754815-0.000724093j -0.115391-0.000481385j 0.0100981-0.000868878j -0.000919311-0.00112398j -0.0113935-0.000691274j 0.0137753+0.00103103j -0.0376469-5.32648e-05j -0.0337745-0.000565386j 0.0948525+2.37527e-15j -0.0605184-0.0022004j 0.0220072+0.000107929j -0.000786938-0.000298887j -0.00428498+0.000636902j -0.0286829-0.00067512j 0.0350389+0.00208961j 0.0226225+0.00191191j 0.020822+0.00129929j 0.00227469-0.00264414j -0.0233272-0.000217921j 0.00837847+0.000577017j -0.0105106+4.92541e-05j 0.00165343+0.00064917j -0.0234653-4.02687e-05j -0.00180452-0.00149737j 0.000820187+0.00141617j 0.00667004+0.00142544j 0.00519477+0.00105689j -0.000808844-0.00127184j -0.0130797+7.54086e-06j 0.00278067-0.00145899j -0.00432952-0.000313185j -0.000323318+0.000105106j -0.00163649+0.00120662j 0.00026822+0.000498033j 0.000624639-0.00020053j -0.00011257+0.000142387j 0.000378681+0.000119948j 
0.00188919-0.000559815j 0.000642207+0.000681791j -0.000548332+0.000652215j -0.0123028+0.00050294j 0.00686935+0.00139262j 0.013053+0.00071784j 0.00948933+0.00107682j -0.0246337-0.000885567j 0.0250309+0.000199362j -0.01398-0.00104048j 0.0302612-0.00196299j -0.0130371+0.000416173j -0.095792-0.00310997j -0.0466708-0.000240826j 0.0759341-0.00281589j 0.0481719+6.02725e-05j 0.0381358-0.000974505j -0.0433707+0.00139094j -0.0237246+0.00139406j -0.00879777-0.00233557j 0.101065-0.000602373j -0.14469+0.00163685j -0.124521+0.00310224j -0.0801863-0.00137449j -0.0275577+0.00240184j 0.0918857+0.000321991j 0.348689+0.000861802j 0.61368+0.000990438j -0.383441-0.00149576j -0.0756621+0.00193891j -0.0932197-0.00110801j -0.0383842-0.000535994j 0.127019+0.00108659j -0.01625-7.52944e-05j -0.030128-0.000618033j -0.0381364+0.000468148j -0.0546552-0.000720408j 0.0293731-0.000341556j 0.0650385-0.00145552j 0.0802874+0.00167814j 0.0687369+0.00103042j -0.0904913-0.000160031j 0.00178075-0.00112406j 0.0257153-0.00109501j 0.00877278-0.00215683j 0.071292+0.00115536j 0.0541022+0.000484118j 0.0524136-0.00207081j -0.0605184+0.0022004j 0.0528794+1.60868e-15j 0.0118593+0.000610273j -0.0272729-0.00103892j 0.0243266-0.00202687j -0.0114936+0.00157063j 0.00310781-0.000631393j 0.0151794-0.000376474j 0.00497647+0.000628308j -0.0109241+0.00246005j 0.00699155+0.00133202j -0.0175414-0.0022843j 0.0124529+2.78303e-05j 0.00927742-0.00017129j 0.00937906+0.000232166j 0.000366829+0.000330717j -0.00467896-0.00113504j 0.00163313-0.00140321j 0.00698796-0.000926207j -0.00616644+0.00168324j 0.00972588+4.3681e-05j -0.000204669+0.00171276j 0.00702917-0.000685502j -0.00479682-0.00126183j -0.000448355-0.00129899j -0.00180345-0.000617293j 0.00532964+0.000107278j -0.00187166-0.000870744j -0.00185933-0.000933584j 
-0.00324185+0.000115621j -0.00287138+0.000336386j 0.000492033-8.57436e-05j 6.42116e-05-1.16429e-05j -0.0146799+0.000117738j -0.000712296-0.000262254j 0.0193273-0.000503185j -0.00227033+0.000380324j -0.00577806+0.000257598j -0.0259558+0.00132694j 0.0031682-0.000476254j -0.02712-0.000477509j 0.0204184+6.21148e-05j 0.0175052+1.39055e-05j 0.00546137-0.000122337j -0.0357334+0.000505483j -0.000955878-0.000694971j -0.00844349-0.00105106j -0.0418904+0.00158224j 0.0246173+0.000696719j 0.0592078+1.49655e-05j -0.0306063+0.000372024j 0.241144+0.000364244j 0.144165+0.000613298j 0.078881+0.000142994j -0.0751726-0.0014378j 0.214422+0.00149839j -0.433115-0.0012216j -0.613787-0.00380288j -0.022684+0.000232506j 0.178007+0.000225507j -0.00754473-0.000218004j 0.118357+0.0023208j 0.176304+0.000977855j 0.101064+0.00238688j 0.176822+0.00252223j -0.011737+0.000180808j -0.100181+0.000127498j 0.127271-2.37751e-05j -0.000135284+0.000581695j -0.0287908-7.52809e-05j 0.00806655-0.000803333j 0.00728826-0.00020293j -0.04885-0.00059778j -0.056787+0.000196593j 0.00636121+0.000894115j 0.0253697-9.2756e-05j -0.0375038+4.83144e-06j 0.0220072-0.000107929j 0.0118593-0.000610273j 0.0222111+2.68709e-15j -0.00722384+0.000296161j 0.00593519+0.000731119j 0.0123747-9.63414e-05j -0.00234008+0.00059379j 0.00714188-0.000151081j -0.00897793+0.000261051j -0.000290374-0.000710304j -0.00149034+6.1576e-05j 0.00306207-2.96593e-05j -0.00414814+0.000156215j -0.00507506-0.000172652j 0.0108465-0.000237264j -0.00375921-0.000595101j -0.00251677+0.00050702j -0.00507257+0.000316936j -0.000519244+0.000235673j -0.00165535-0.000240632j 0.00326981+0.000301454j 0.00103524-0.000577087j 0.00444961+0.000758943j -9.39593e-05+0.000301638j -0.000102767+0.00052209j -0.00130368-0.00026321j 0.000699616+0.000261634j -0.00191475-0.000175287j -8.72557e-05+0.000142722j 
6.27852e-05+8.06951e-05j -0.00425866+0.000284237j -0.00627116-0.000328251j -0.00631611+0.00081163j 0.0052919-0.000653874j 0.00897387+0.000205736j -0.0160187+0.00143822j -0.0046817+0.000143362j -0.0272146-0.000799235j 0.0498722+2.36267e-06j -0.00454951+0.000449027j -0.041789-0.00143528j -0.00248141-0.000597564j 0.0188307+0.000420502j -0.00811208+0.00111627j 0.111499-0.000856837j 0.0912784+0.00116731j -0.0253374+0.00210474j -0.0532101+0.000533434j -0.0547809-0.000248647j -0.00565974-0.000245023j -0.0121175-0.00114109j -0.00420762-0.000393275j 0.30234-0.00209181j 0.142247-0.000787365j 0.755675+0.00381562j -0.175148+1.83711e-05j -0.0529098-0.00158068j -0.0333427+0.00152923j -0.191067-0.00245803j -0.0199225-0.00139205j -0.0674702-0.000896953j 0.00251516-0.00082429j 0.0207937-0.000309395j -0.00887372-9.8728e-05j -0.0974681-0.000835822j 0.0618172+0.000659747j -0.124529-0.00130141j 0.0925452+3.25954e-05j 0.0187206-0.00173766j 0.00339665-0.00115348j 0.0685156+0.00187934j 0.0523692-0.000641428j -0.01467+2.36086e-05j -0.0193231+0.0012413j 0.00901099+0.000755362j 0.0081684+0.00128998j 0.0560966+0.00127886j -0.000786938+0.000298887j -0.0272729+0.00103892j -0.00722384-0.000296161j -0.0573211-7.19173e-15j 0.000580625+0.000676801j -0.0100229+0.000677151j 0.0101867+0.00019596j -0.0172512+0.00139632j 0.0158946+0.000183006j -0.0186879-0.000995337j -7.86882e-06+0.000316982j 0.00568835+0.000104872j -0.00361961+0.000212431j 0.00450526+0.0001623j -0.0108849-0.000778454j 0.0116336+0.000416506j 0.0106313-0.000195285j 0.00339981+0.000818679j -0.0027168+0.000278144j -0.000452012-0.000233714j -0.00263707-0.000527417j 0.00427963-0.000390069j -0.00234797-0.000238868j -0.000665972+0.00044129j 0.000507099-0.000546351j -0.0019306+0.000512308j 0.000318983+9.14864e-05j -0.000700676-0.000164097j 0.00081849+3.84306e-05j 
0.00540989-0.000526911j 0.00111552+0.000312879j -0.000289894-0.000410943j -0.00442914+0.000844261j -0.00752435+0.00211266j -0.00885639+0.000580148j -0.00450406+0.00205064j -0.0238017-0.00027345j -0.00560274-0.000789143j 0.0230309-0.000705373j -0.0388331-0.00269863j -0.00458763-0.000541542j -0.00814864-0.00138612j -0.0363208-0.000407617j 0.127005-0.00183035j -0.0350552-0.000891348j 0.103151+0.00281199j -0.0849013+0.000489623j -0.102555+0.00359457j 0.0838558-0.000462174j -0.000656105+0.000993298j 0.127142+0.00106517j 0.0747514+0.00181746j -0.201751-0.000929417j 0.754893+0.00124536j -0.116664-0.000434237j -0.222152+0.00102497j 0.0915159+0.00273879j -0.0831237-0.000460777j 0.0983221-0.000154791j -0.0555887+0.000950159j 0.0880084-0.000128975j -0.106153-0.000717443j 0.0798065-0.000358413j -0.0679539+0.000336872j -0.00433622+8.27715e-05j 0.0341822+0.000210418j -0.0184974+0.000233957j 0.00415872-0.000844191j -0.0114108-0.000804386j 0.101409-0.00114539j 0.0262135-0.00229491j -0.0114209-0.00091906j -0.0980517+0.00108569j 0.0410721-0.00112387j 0.0157789+0.000253553j -0.00240176+0.00134076j 0.00492792-0.000372172j -0.00428498-0.000636902j 0.0243266+0.00202687j 0.00593519-0.000731119j 0.000580625-0.000676801j -0.0202422+2.33971e-15j -0.0200779+0.00185804j -0.0055875-0.000890101j -0.00884319+0.000460841j -0.00489783-0.000550894j 0.0137598+0.000335547j 0.0143423+0.0016265j 0.0145475-0.000758469j 0.00229519+0.000720521j -0.00337898-0.00025957j 0.00474515-0.000854628j 0.00311378+0.00120646j -0.000481734-0.00165799j -9.9366e-05+0.00143213j -0.00579101+7.37107e-05j -0.00338064+0.00132888j 0.00497117-0.00049506j 0.00183077+0.000609553j 0.000501557-0.000782838j -0.000705113+0.000405558j 0.000446191-0.00112012j 0.000610576+0.000350343j 0.000529273+9.29331e-05j 0.000823804+0.000142339j 2.04987e-05-0.000242356j 
-0.00424613+0.000418021j 0.00581726-0.000796679j 0.0104584+0.000688328j 0.00586261-0.00155069j 0.0198399-0.00138964j -0.00141193+0.000328234j -0.00153991-0.0010368j 0.00519551-0.00236337j 0.0137249-0.000264423j 0.0338486-0.000345479j -0.0111768+0.000609006j -0.00860378+0.00169574j -0.0399161+0.000531213j 0.0031149+0.00156022j 0.00211277-0.00246617j 0.0665557+0.00114718j 0.0442745-0.00148907j 0.201835-0.000930602j -0.0478809-0.000831413j -0.0010665+0.00178575j -0.171374-0.000630853j -0.179765+0.00138563j -0.401703-0.0018582j 0.603512+0.00391358j 0.246623-0.000275121j -0.241459-0.00302607j 0.130713+0.00107242j -0.0194828-0.000530804j -0.00588062+0.000474582j 0.107807+0.000895567j -0.0820902+0.000582185j 0.0284172+0.000649439j 0.0139867+0.00148587j -0.0105943+0.000487318j -0.122379-0.00187537j -0.0851116-0.00186713j -0.0634277-0.000182892j 0.000674825+0.00020437j 0.0362176-0.00195186j -0.00145035+0.000437237j -0.0514307-0.00106634j 0.0248676-0.00035467j 0.029161+0.000734345j 0.0329491+0.00138495j -0.00295254-0.000181119j -0.0409516-0.0027696j -0.018277-0.00118085j 0.0361449+0.000373206j -0.0286829+0.00067512j -0.0114936-0.00157063j 0.0123747+9.63414e-05j -0.0100229-0.000677151j -0.0200779-0.00185804j -0.00734255-1.19696e-16j 0.00836164+0.00052689j -0.000573394+0.00014338j -0.00384571-0.000720221j -0.00361165+0.000104064j -0.00485823+0.000484783j 0.000431822-0.000148243j 0.00291368+0.000169967j 0.00312181-0.00159514j -0.00800727+0.000675612j -0.00102174-0.000744928j 0.0072524+0.000606205j -0.000349779-0.000924919j 0.00679099+0.000511503j -0.00258383+0.000919876j -0.000963516+0.000178311j -0.00186055-0.000446457j -0.00116893+0.00057642j -0.00190222-0.000345405j 0.000359976+0.000597167j 0.00181406-0.00052866j 0.00202592+0.000240044j 0.000522232+6.5287e-06j -0.00206667-0.000548668j 
-0.00505406+0.000278365j 0.000582377-0.000282927j -0.00717244-0.00112927j -0.0045119+0.000428461j -0.0137804-0.000730207j 0.00844028+0.000157647j -0.0108551+0.000806416j 0.0254328+0.0022718j -0.0314037+0.00149544j 6.11761e-05+0.00154844j 0.026113+0.00165109j -0.0128258-0.00101818j 0.0977994-0.000811715j 0.0451949-0.0012727j -0.0404589+0.00230219j -0.00620049+0.000149077j -0.0119486-0.000198258j -0.0155193-0.000659623j 0.0282327+0.00018158j -0.181294+2.09541e-05j -0.0275955+3.3354e-05j 0.210165-0.000519649j 0.641603+0.00286835j 0.423831+0.00186526j 0.0678017+0.00157593j -0.105241-0.00244753j 0.162282+0.00118331j 0.286701+0.00309055j 0.143248-0.000193372j 0.0329227+0.002098j 0.0247439+0.000712479j 0.0658287+0.000511193j 0.0545563-3.7039e-05j -0.0988925-0.000888065j 0.0255822-0.000393145j -0.0615649+0.000581011j 0.0561306-0.000957905j -0.0218528+0.00100785j -0.0388869-0.000709587j -0.0106004+0.000973772j 0.0365998+0.00142093j 0.030511-0.000180125j 0.0191838+0.000748854j 0.00816805-0.000842644j -0.0270562+0.000927798j 0.00809566+0.00102063j 0.00175098+0.00150041j -0.000670067+0.000593478j 0.0350389-0.00208961j 0.00310781+0.000631393j -0.00234008-0.00059379j 0.0101867-0.00019596j -0.0055875+0.000890101j 0.00836164-0.00052689j 0.00226533+6.50521e-18j 0.00360298+6.5953e-05j -1.25108e-05+0.000461371j -0.00300751-0.000555031j -0.00311601-0.00151655j -0.000352433+0.000232622j -0.00203106-0.000287181j -0.00373114+0.00106238j -0.00528653-0.000683953j 0.00304678+0.000635378j -0.00181294+0.000129974j -0.00238537+0.00042049j -0.00705907+0.00035475j 0.00303133-0.00183953j -0.00590568-0.000288598j 0.0046425-0.000769937j -0.00294713+0.000104695j 0.00332343+0.000208697j -0.00336315+0.000200381j -0.000769155+0.000342914j -0.00280904-0.000779071j -0.000558958-0.000145631j 0.000509773+0.000907914j 
-0.00360823-0.00082477j 0.00749724-0.000561009j -0.00494864+0.000624693j -0.0119447-0.000272759j -0.016103-0.0012956j 0.00228242+0.00184303j 0.0170087-5.07074e-05j 0.024026-0.000100957j -0.01233+0.000806899j 0.031838+0.00152297j 0.00179955+0.000953402j -0.143425+0.00171717j 0.0212164-0.000464899j 0.0041061+0.00294728j -0.0934578+0.00224932j 0.00585259-0.00105627j 0.104484-0.000118285j 0.0200622-0.000220779j -0.156906+0.00240737j -0.350149+0.00024107j 0.215138+0.00114607j 0.65621+0.00296511j -0.299168-0.00306316j -0.0415937+0.000137086j -0.000866203+0.000812336j -0.0285902+0.000734809j 0.149076+0.000886477j -0.0576595-0.000183567j 0.0099549-0.00090043j -0.089962+0.00165965j -0.000258885-6.90507e-05j 0.0283629-0.000325041j -0.0355614+0.000275207j 0.00733651-9.22849e-05j -0.0064251+0.000886557j 0.014646+0.000302922j 0.0316596-0.000919775j -0.0948669+0.000874367j -0.0421455-0.00140445j 0.0216762-1.87506e-06j 0.0342193-0.00052441j -0.0566368+0.000631617j 0.0327502+0.000124674j -0.0116352-0.00100567j -0.0151114+0.000716621j -0.000504761-0.000886224j -0.00635454+0.00167503j -0.0121935+0.00081238j 0.0226225-0.00191191j 0.0151794+0.000376474j 0.00714188+0.000151081j -0.0172512-0.00139632j -0.00884319-0.000460841j -0.000573394-0.00014338j 0.00360298-6.5953e-05j 0.0164101+1.35959e-16j 0.00116081-0.000595302j -0.0126364-0.000552809j -0.00618724-0.00115735j 0.00830007-0.000347307j -0.00423615+0.000922481j -0.00687729-0.000540456j -0.00535207-0.00121657j 0.00405389+0.000125276j 0.00343821-0.000354094j -0.014214+0.000479837j -0.0014242+0.000952448j -0.00357414-0.000515365j -0.00306176-6.6722e-05j 0.00501665-0.000762636j 0.00527242+0.00144266j 7.2452e-05+5.15382e-05j -0.0041782+0.000417936j -0.00392869-0.000450876j 0.00198053+0.000504215j -0.00232573-0.000991553j -0.00134615+8.16692e-05j 
0.00161527-0.000457693j 0.00116387-0.000805726j -0.0141625-3.52186e-05j 0.00299449-0.000237589j -0.000654238-0.000961326j -0.00977557+0.00128562j -0.0279437-0.000228353j 0.0473188+0.000589986j 0.0169801+0.000855142j -0.0279211-0.000496014j -0.0210278+0.00286232j 0.0102016-0.00099071j 0.0644082-0.000576501j 0.00589065-0.00212289j -0.0366575+0.00171336j -0.074689+0.00145207j 0.0534187-0.00169676j -0.141083+0.00114569j 0.17008+0.000142284j -0.137831+0.000407255j -0.784328-0.00156479j 0.172702+0.00148148j -0.0863399-0.00011648j -0.108202-0.000545251j -0.0422804-8.1633e-05j 0.0456129-0.000202818j -0.0128865-0.000825099j 0.067651-1.09261e-05j -0.190162-0.00149574j 0.0126373-0.000115761j 0.0766638-0.000666204j 0.0194889+0.000255651j -0.0164297+0.00158048j 0.0567289+0.000462717j 0.0459026-0.000597982j -0.0560796+0.000197496j 0.0359291-0.000257653j -0.0202584-0.000504001j -0.0256313+0.000280105j 0.0172379+0.00274398j -0.0307263+0.000106066j 0.0256581-0.000743757j 0.00102544+0.00233348j 0.00378541-0.00102967j 0.0139589+0.000527536j 0.0124055+0.000748021j 0.0108621+1.42944e-05j 0.00884939+0.000108863j 0.020822-0.00129929j 0.00497647-0.000628308j -0.00897793-0.000261051j 0.0158946-0.000183006j -0.00489783+0.000550894j -0.00384571+0.000720221j -1.25108e-05-0.000461371j 0.00116081+0.000595302j 0.0008483-2.47198e-16j 0.0073161+0.00121996j -0.013148-0.00136947j 0.000540492-0.000931836j 0.0114838-0.00100975j -0.000587709+0.00053078j -0.00162083+0.000429524j 0.000186041+0.000403495j 0.000563163-0.000650474j -0.000666141-0.000454601j -0.00467182-0.000973857j 0.00249858-0.00109224j -0.00462705-0.000283826j -0.00306042+0.000318413j -0.00383489-0.000582632j 0.00527006-0.000393891j -0.00156934-0.000582007j -0.000671457+0.000291358j -0.0054466-0.00134821j 0.00103768+8.17191e-05j 0.00274552+0.00113282j 
-0.00356683+0.000218177j -0.00926245-0.000153334j -0.0103204+0.00242907j 0.0127811-0.00119422j 0.0196587-0.00198956j -0.011219-0.000807807j 0.0160493-0.00310854j -0.0286399-0.00247444j 0.0262322-0.00180906j -0.019248-0.00246804j -0.103404+0.00205975j -0.0116663-0.000459791j -0.107898+0.00117703j -0.0096+0.00260676j 0.0997671-0.00156549j 0.157369+0.000760601j -0.0454576-0.00249847j -0.234968-0.000643909j -0.178892-0.00141471j 0.672731+0.00455899j -0.0666944-0.00182268j 0.359206+0.00288686j 0.0294207-0.00179294j 0.16155+0.00282212j -0.138963-0.000742868j -0.04144-0.00289233j -0.0508525+0.000189312j 0.0538768-0.000370642j -0.0311983-0.000999269j 0.0179755+0.000834898j -0.0829545-0.00070965j -0.0737822-0.000825138j 0.00207937-1.20389e-05j 0.0386845-0.000477332j -0.0596824+0.000571725j -0.00641086-0.000962946j 0.0260973+0.00054842j -0.000555118-0.000174314j -0.0276024+0.000112126j 0.0146606+0.000362596j 0.000223314-0.00215236j -0.027409+9.41044e-05j 0.0196913+0.0017166j -0.00714811+0.000949201j 0.0243188+0.000159829j -0.00103439-0.000904282j 0.0102912-0.00159681j 0.0096889+0.000285245j 0.00227469+0.00264414j -0.0109241-0.00246005j -0.000290374+0.000710304j -0.0186879+0.000995337j 0.0137598-0.000335547j -0.00361165-0.000104064j -0.00300751+0.000555031j -0.0126364+0.000552809j 0.0073161-0.00121996j -0.00143925+2.51535e-16j 0.000928024+0.000414918j -0.00538781-0.000439095j -0.00465876+0.000380286j -0.00273927-0.00185176j 0.0143228+0.00175708j -0.000284389-0.00233565j 0.0144396+0.000303765j -0.00328584+0.000140929j 0.00111574-0.000786433j 0.000322401+0.00105841j 0.00635269+0.00149501j -0.00909241+0.000213777j 0.00584291+0.000847814j -0.00132703+0.000654801j 0.00832381+6.34366e-05j -0.00248011-0.000679494j 0.000653393+0.000816259j -0.00217068+0.000124051j 0.00168589-0.000185441j 
-0.00878887+1.49687e-05j 0.000410684-7.13093e-05j -0.00485757-0.000425207j -0.0116628+0.000787171j -0.0157565+0.00183735j -0.0380913-0.00034925j -0.00373176+0.000934655j -0.0107037-9.20933e-05j -0.00543902-0.00259539j -0.081441+0.00266687j -0.0180726+0.000165028j 0.0592963+0.00104434j -0.00928344-0.0017409j -0.062295-0.00300339j 0.235565-0.00148452j -0.197399-1.70332e-05j -0.33327+0.000853388j -0.274001-0.00301981j 0.600855+0.00568026j -0.0295675-0.000926211j 0.195978+0.00221126j 0.12976+0.00394543j -0.155495-0.00156556j 0.185611+0.00148792j 0.020036+0.000656384j 0.026663-0.00166794j -0.145119-0.000634927j 0.0234917-0.000843794j -0.0581068-0.00228921j 0.0470243+0.00144692j -0.000130709+3.32583e-05j 0.0193035+0.002135j 0.0237933+0.00225636j -0.04197-0.0006795j 0.0360096+0.000394303j 0.036494+0.00045561j -0.0185103-0.00113102j -0.0249743-0.00302105j -0.0504231-0.00329176j -0.00607251+0.00015037j -0.00544868+0.00212349j 0.0217912-0.00118962j -0.0117129-0.000587799j 0.00332316-0.000232622j 0.00691142-0.000948696j -0.0203989-0.000318764j 0.0122998+0.000873992j 0.00334634-0.000415266j -0.0233272+0.000217921j 0.00699155-0.00133202j -0.00149034-6.1576e-05j -7.86882e-06-0.000316982j 0.0143423-0.0016265j -0.00485823-0.000484783j -0.00311601+0.00151655j -0.00618724+0.00115735j -0.013148+0.00136947j 0.000928024-0.000414918j -0.00654605+6.30138e-16j -0.0108433-4.60397e-05j -0.00138196-8.35777e-05j -0.00299656+0.000152215j -0.00436148-7.89439e-05j 0.00219286-0.000635282j -0.00870908+0.000876915j -0.00319416-0.000747772j -0.00405616+0.000367325j 0.000422606+0.000199362j 0.00269973+4.7293e-05j -0.00138553-0.000300535j 0.00541402-6.99461e-05j 0.00365031-0.000334392j 0.000960504+0.000248034j -0.000918536-0.00053865j 0.000989959-0.000223708j -0.00241239-0.000158068j -0.00070705+0.000286202j 
