-0.0132708-2.17699e-14j -0.00291378+1.26526e-06j -0.00586821-0.000571145j -0.0119645-0.000829277j -0.00521339+1.93527e-05j 0.00211572+0.000434546j 0.0130251+0.00083302j 0.00449717+0.000660951j 0.00213041+0.000548619j -0.00217873+0.000398553j 0.00661133+0.000619328j -0.0115609-0.000562182j 0.000220261-0.000143279j -0.00327253-0.000568614j 0.00563879+0.000732618j 0.0039388+0.000798795j 0.00248189+0.000214099j 0.00266194+0.000139569j -0.00297475-0.000234374j -0.0032453+0.000492095j 0.00559192+0.000477336j -0.00792381-0.000784269j -0.00656397-0.000522385j -0.00109417-0.000208876j 0.00400981+0.000250547j -0.00292181-0.000184658j 0.00224897+1.65798e-05j 0.00477117+4.57484e-05j 0.00322838+0.000344299j 0.000977131-0.000231968j 0.00172311-0.000112434j 0.000344743+0.000508559j 0.00601961+0.000588527j 0.00248473+6.93764e-05j -0.000229403-0.000376804j 0.00137477+0.000267261j -0.00444396-0.000701008j -0.00968708-0.000604555j -0.00539394-0.000204387j 0.00415569+0.000591672j -0.00212744+7.59421e-05j -0.00575171-0.0006843j 0.00531095+0.00122325j 0.000844088-0.00018697j -0.0032125-0.000679397j 0.00491522+0.000646891j -0.00121639+0.000245194j -0.00198478+2.66635e-05j -0.00272067-0.00129167j 0.00188919+0.000559815j -0.00324185-0.000115621j 6.27852e-05-8.06951e-05j 0.00540989+0.000526911j -0.00424613-0.000418021j -0.00505406-0.000278365j -0.00360823+0.00082477j 0.00161527+0.000457693j -0.00356683-0.000218177j -0.00878887-1.49687e-05j 0.00893762+0.000844403j 0.00439543+0.000561299j 0.00129247+0.000746382j 0.00174998+0.000617098j -0.00443602-0.000108776j 0.00487989-0.000605844j -0.0037039+9.8287e-05j -0.0192221-0.00161507j 0.00524048-0.000811149j -0.00770281-0.00227245j -0.0102842+0.000453838j 0.000829423-0.000336961j 0.0318843+0.00141671j 0.00917217-0.00111478j -0.0179898+0.00997583j -0.0638328-0.00516858j -0.00459328+0.000197185j -0.827654+0.00854424j 
-0.0115609+0.000562182j 0.00104116-0.000100905j -0.00302581+0.000151016j -0.0113934+0.000179877j 0.00140779-0.000178797j 0.00477885-0.00046058j 0.00370861+0.00025796j -0.00678022+0.000314557j -0.00797451+0.000159758j -0.00345436+0.000246334j -0.0048885+0.00038069j -0.00896882+1.76942e-16j 0.00429733-0.000630059j 0.00569232-0.000249194j -0.00531239+0.00011066j -0.00281416+5.68962e-05j 0.008174-0.000306341j 0.0141296-6.81889e-05j 0.0105089-0.000786678j -0.0214615+0.000360989j -0.00631369-5.96447e-05j 0.0134802+0.000400445j 0.0063034+0.000728267j -0.00638187-0.000111691j -0.00425711-0.00035283j -0.0262137+0.000260037j -0.00938642-0.00102833j -0.0215334-0.000672788j 0.00286889-0.000207127j -0.00149436-8.74459e-05j -0.0162348-0.000445712j -0.0216325+0.000592813j -0.000353711+0.000116683j 0.00165348+0.000463064j -0.0395092-0.00138929j -0.0281479-0.000226434j -0.0128473+0.000550398j -0.0186568+1.05007e-05j 0.015224+0.000793498j 0.00980673+0.00123301j 0.0343548+0.00184722j 0.0222539+0.00033034j -0.0207827+1.63307e-05j -0.0215242-0.000276015j 0.0372525-0.0002728j -0.00284579+0.000160234j 0.00293385-0.00166515j 0.0324311-0.00122799j -0.00307628+0.00254053j -0.0130371-0.000416173j -0.02712+0.000477509j -0.041789+0.00143528j -0.00458763+0.000541542j -0.00860378-0.00169574j -0.0128258+0.00101818j -0.143425-0.00171717j 0.0102016+0.00099071j -0.0116663+0.000459791j 0.0592963-0.00104434j -0.0316012-0.0019262j -0.0587845-0.00151049j 0.047232+0.00332055j 0.066272+0.000624967j -0.257782-0.00359974j 0.0751091-0.0017057j 0.780047-0.00939714j -0.214505+0.00215616j -0.0011082+0.00112788j 0.00094431+0.00314444j 0.0207616+0.0010712j 0.0296738-0.00350653j 0.00453064-0.00292911j 0.00262641+0.00395434j -0.00741661-0.00169543j 0.00258317+0.00164876j -0.00351318+4.49609e-05j -0.00328558-0.000546454j 
0.000220261+0.000143279j -0.0137287+0.0013128j 0.00167166-0.000434633j -0.00227484+0.000454368j 0.0049486+0.000591816j -0.00654359+0.000358211j 0.00432684-0.000167963j -0.00132588-0.000379787j 0.0197302-0.000484373j -0.00450295-0.000603995j -0.0135184+0.000430176j 0.00429733+0.000630059j -0.0134233-1.85399e-16j -0.00202664-0.000323268j 0.0153455-0.00122511j 0.0123327-0.000413034j -0.0211466+0.000573288j -0.0176991+0.000965471j -0.000636208-3.319e-05j 0.00340979-0.000369918j -0.00977996+0.000130534j -0.000574534+0.000218274j 0.00527898+0.000646577j 0.00117552-0.00110143j 0.0210607+0.00139684j -0.00570297+0.000571593j 0.025477-0.000142904j -0.0180974+0.000444534j 0.02853-5.40416e-05j -0.0161818-0.000412596j 0.0173587+0.000353489j 0.03904+0.000850832j -0.011006-0.00113596j -0.0218996-0.000525202j 0.0193339+0.000524787j -0.0152525-0.000147738j -0.00408685+0.00103764j -0.00069134-0.00110118j 0.0424531-8.91387e-07j 0.00771014-0.000198041j -0.00739396+0.00128197j -0.0252575+0.00172253j 0.0216603-0.00195246j 0.0257675+6.75988e-05j -0.0714449+0.00118977j 0.0411336+0.000244699j -0.0506119+0.00103512j -0.00861471+0.00097057j 0.0661967-0.000368127j -0.095792+0.00310997j 0.0204184-6.21148e-05j -0.00248141+0.000597564j -0.00814864+0.00138612j -0.0399161-0.000531213j 0.0977994+0.000811715j 0.0212164+0.000464899j 0.0644082+0.000576501j -0.107898-0.00117703j -0.00928344+0.0017409j 0.048681+0.000992774j 0.0298855+0.00242606j 0.114175-0.000728033j -0.192612-0.0014967j 0.377063-0.00129052j -0.708651+0.00291111j 0.191963-0.00210219j 0.0864488+0.00115033j -0.0176917+0.000783184j -0.0114736-0.00454164j -0.0557815+0.00731888j -0.00663043+0.00174767j -0.0024735-0.00233272j 0.00494904+0.000114203j -0.000588457+0.0034739j 0.00766141+5.52413e-05j -0.00273547+7.13777e-05j 0.0024291-0.000644155j 
-0.00327253+0.000568614j 0.00264223-0.000245643j 0.00785835-0.00103512j 0.00421024-0.000416344j -0.00328495+0.000672479j -0.00784601+0.000399366j -0.00169094+0.000212294j 0.00624079-0.00067991j 0.00412816-0.000303967j -0.00473874+0.00016564j 0.00764147-0.000963025j 0.00569232+0.000249194j -0.00202664+0.000323268j 0.00804147-4.85723e-17j 0.015615-0.00132718j -0.0260069+3.88298e-05j -0.0200937+0.000803734j -0.00325599+0.00038035j -0.0014913+0.000915126j 0.0114939-0.000438485j 0.00169758+7.62328e-05j -0.00304395-0.000195684j -0.00386907+0.000136353j -0.0202111+0.000231002j 0.00520667+0.000374718j -0.0085516+0.000135442j 0.0331563+0.000211446j -0.000123159-0.000104216j -0.00554357+0.000589839j -0.00033605-0.000629245j 0.00714675+0.000350331j 0.0108013+0.000992498j -0.00276505+9.80105e-05j -0.00139741-0.000785885j 0.00977206+0.00118805j -0.0240629+0.00114704j 0.0253443+8.89829e-05j -0.019418-0.000902024j -0.00824345+0.000155095j 0.0155822-0.00117387j -0.0242046+0.00114461j -0.0100362+0.000585173j 0.035741-0.00211098j 0.0284428+1.81262e-05j -0.0173078+0.000668256j -0.017659+0.000657606j -0.0307199-5.17714e-05j -0.0102878+0.00054313j 0.0799529+0.000559516j -0.0466708+0.000240826j 0.0175052-1.39055e-05j 0.0188307-0.000420502j -0.0363208+0.000407617j 0.0031149-0.00156022j 0.0451949+0.0012727j 0.0041061-0.00294728j 0.00589065+0.00212289j -0.0096-0.00260676j -0.062295+0.00300339j -0.0401749+0.00178203j -0.0201392+0.0018059j -0.00677844+0.00184j -0.126463-0.000832101j 0.697157-0.00451046j 0.476728-0.00237132j 0.165305-0.00695967j -0.0122865+0.00333589j -0.0703727+0.00574581j -0.0225417-0.00519625j 0.000149088+0.00137023j 0.00606437-0.00312462j -0.00552668+0.000528828j -0.0066537+0.0021099j 0.00124292+0.00350552j 0.00693039+0.000193927j 0.00305595+0.00154286j -0.00188085+0.000630924j 
0.00563879-0.000732618j 0.000667873+5.53439e-05j -0.005982+0.000999226j -0.00862324+0.00125196j 0.00559917-0.00072413j -0.00315561-0.000186552j -0.0083153-0.000708563j 0.00523668-0.000342473j -0.0215795-0.00114117j 0.0130809-0.000980404j -0.00515533+0.000508998j -0.00531239-0.00011066j 0.0153455+0.00122511j 0.015615+0.00132718j -0.0624451-2.13154e-16j -0.0235819-0.000553294j 0.00489994-0.000603844j 0.0377283-0.000578108j 0.00691032-0.000419924j -0.0453225+0.000893038j 0.00438637-0.000634053j 0.0167597-0.000509331j 0.000831814-0.000462625j 0.0378059-0.00109238j -0.0157789+0.00121369j -0.00941783+0.00030764j -0.0786645+0.00133732j -0.00424971+0.00117652j -0.0327908-1.56888e-05j 0.0185811+0.000200356j -0.027754+0.00018937j -0.0111632-0.0018507j 0.00601189-0.00107651j -0.0360711+0.000844615j 0.025746-0.000852241j 0.00237382-0.000117922j 0.00880082+7.89461e-05j -0.01747+0.00238043j -0.00635977+0.000807993j 0.00579775+0.000118276j 0.0432336-0.000931829j -0.0125079+8.81386e-05j -0.051251+0.00093469j -0.0175138+5.67029e-05j 0.0897928-0.000610746j 0.00395573+4.714e-05j 0.0981098-0.000316798j 0.0484248+0.000449227j -0.107687-0.000283887j 0.0759341+0.00281589j 0.00546137+0.000122337j -0.00811208-0.00111627j 0.127005+0.00183035j 0.00211277+0.00246617j -0.0404589-0.00230219j -0.0934578-0.00224932j -0.0366575-0.00171336j 0.0997671+0.00156549j 0.235565+0.00148452j -0.182762+0.00113355j 0.0149962-0.00021653j -0.0424019-0.00122134j 0.740056-0.00280605j 0.277752-0.000343597j -0.119463-0.000364814j -0.0178213-0.00088986j -0.0416321+0.00021168j 0.050844+0.00186478j -0.0119515+0.00274557j 0.0146221+0.00236526j 0.0035909+0.00287914j 0.00884588+0.0011663j 0.0105384+0.00127561j -0.00688617-0.000305633j -0.00483634+0.00443044j 0.00176435+0.000694982j -0.000659053-0.000564008j 
0.0039388-0.000798795j 0.000314157+1.22826e-05j -0.00423613+0.000517561j -0.00913737+0.000304642j 0.00558894-0.000503045j 0.00311053-0.000239446j 0.00794662-0.000310483j 0.00504063+0.000695446j 0.00530928-9.18287e-05j 0.000303896-0.000359703j 0.00204927+0.00103098j -0.00281416-5.68962e-05j 0.0123327+0.000413034j -0.0260069-3.88298e-05j -0.0235819+0.000553294j 0.0259251+9.71011e-16j 0.030906-0.00070882j 0.0108491-0.000298343j -0.0258951-0.0011107j 0.000664094+0.000505793j 0.018808-0.000127076j -0.0104715+0.000538141j -0.0261691-0.000572375j 0.0217546-0.000507916j 0.00330288+0.000582287j 0.0378326+0.000157415j -0.000909853+0.00118562j 0.0371206+0.000499936j -0.0215054-0.000480098j 0.0449636+0.0006198j 0.0168323+0.000314916j 0.010001-0.000753315j -0.0260463-0.00070955j -0.0124835+0.000815385j 0.0669139-0.000794332j 0.0479997-0.000993137j -0.0145599+0.000285591j -0.0255916-0.000379532j -0.0491348-0.000232077j -0.0515705+0.00120549j -0.00495602-0.000732702j 0.0516529+0.000874495j -0.0746759+0.000649286j -0.0422174+0.000771818j 0.0124265+0.000287066j 0.0537413-0.000671141j -0.0197901+0.000239687j -0.0432931+0.00123919j -0.0246807-0.00081454j 0.0481719-6.02725e-05j -0.0357334-0.000505483j 0.111499+0.000856837j -0.0350552+0.000891348j 0.0665557-0.00114718j -0.00620049-0.000149077j 0.00585259+0.00105627j -0.074689-0.00145207j 0.157369-0.000760601j -0.197399+1.70332e-05j -0.28281-1.0214e-05j -0.303895+0.000492887j -0.716901+7.67793e-05j -0.104986+0.00178366j -0.000917727-0.00253803j -0.0985164-0.00199703j 0.0507569-0.00326308j 0.00165177-0.000506085j -0.0445494+0.000147542j -0.0231739+0.00172058j 0.00226106+0.00235744j 0.0123445+0.00021806j -0.000720102-0.000676816j -0.0107792+0.00111744j -0.00659046+0.000957178j 0.001262+0.000323025j 0.00176717-0.000241064j 0.00251617+0.0011766j 
0.00248189-0.000214099j 0.00138131+0.00024532j 0.00718423+0.000426518j 0.000563685-0.000284654j 0.00768181+0.000135165j -0.0053369+0.000276854j 0.00966093-4.73237e-05j -0.0160602-2.87675e-06j 0.00117077+0.00080378j -0.00170707-8.25536e-05j 0.00657812-6.93355e-05j 0.008174+0.000306341j -0.0211466-0.000573288j -0.0200937-0.000803734j 0.00489994+0.000603844j 0.030906+0.00070882j -0.00424279-2.35489e-16j -0.00910498+9.9571e-05j -0.0175224-0.000603015j 0.00781957-0.00054449j 0.0126899+0.000131829j 0.00517268+0.00078826j 0.0136533+0.00053014j 0.00684014+0.000254006j 0.0183918-0.000395799j 0.0223605-0.000398584j -0.0202584-0.00110605j -0.00373188-0.001116j 0.0192475-0.000111749j -0.0125497-0.000338853j 0.0102359-0.000575615j 0.0150151-0.000435508j 0.0131452+0.000564729j 0.0195351+0.000145638j -0.00313004-0.00195434j 0.010637-0.000771853j 0.00474423-0.000738031j 0.0301916-0.00062904j -0.0179546-0.00110198j 0.0187664+0.0015009j -0.0353308+0.000640216j 0.0256996+0.000158209j -0.000902038+0.00108444j 0.0296201-0.000381974j -0.081754-0.000645532j 0.0386479+0.000313828j 0.00437061-0.000540684j -0.0385575-0.00116352j -0.000148304+0.000932212j 0.0381358+0.000974505j -0.000955878+0.000694971j 0.0912784-0.00116731j 0.103151-0.00281199j 0.0442745+0.00148907j -0.0119486+0.000198258j 0.104484+0.000118285j 0.0534187+0.00169676j -0.0454576+0.00249847j -0.33327-0.000853388j 0.125869-0.00256507j 0.741192-0.00597363j -0.272279+0.00330893j 0.117615-0.000715654j 0.0156853-4.34734e-05j 0.0212406-0.00219101j 0.078274-0.0027036j -0.00810447+0.00389181j -0.0168447+0.000671195j 0.013352+0.000785251j 0.000457413-0.00179212j 0.00878642-0.00241574j -0.0186495-0.000925675j 0.00164838+0.00027379j 0.0028473-0.00285018j -0.000591853-0.000553033j -0.00149457-0.000998868j -5.31018e-05-0.000871635j 
0.00266194-0.000139569j 0.00307062-1.83859e-05j 0.00276261+0.00037343j 0.000933604-0.000146664j 0.0137457-0.000579115j 0.0131142+5.01214e-05j -0.00884841+9.64781e-05j -0.00494308+0.000387229j 0.0213654+0.000645721j -0.0142236+0.000307076j 0.00267523+0.000575054j 0.0141296+6.81889e-05j -0.0176991-0.000965471j -0.00325599-0.00038035j 0.0377283+0.000578108j 0.0108491+0.000298343j -0.00910498-9.9571e-05j -0.0046452-1.54434e-15j 0.0274815-0.000233553j 0.0138062-0.000283719j 0.000758397-0.000334237j -0.0305632+8.99317e-05j -0.0121421+0.000747493j 0.00382852+0.000657974j 0.00594584-0.000937585j -0.00318691-0.000230081j 0.009434-0.00134089j 0.0261278-0.00100426j 0.0152427+0.000229397j -0.0490546+0.000123324j 0.00092202-0.000578888j -0.0154965+0.000250651j -0.0137419+5.8817e-05j 0.0218673+3.17145e-05j 0.00356154-0.000262273j 0.0184604-0.000430695j 0.0392861-0.000113371j 0.0165929+1.56222e-05j -0.0483105-0.000484183j 0.00221495+0.000175761j 0.0172067-0.00171947j -0.0228475-0.000315024j 0.0223395-0.000358904j -0.044844+0.00106596j -0.0598701-0.00105626j 0.0471603-0.000886323j 0.0671911-0.00181687j -0.0247007-0.000894454j 0.15616+0.000980366j -0.0433707-0.00139094j -0.00844349+0.00105106j -0.0253374-0.00210474j -0.0849013-0.000489623j 0.201835+0.000930602j -0.0155193+0.000659623j 0.0200622+0.000220779j -0.141083-0.00114569j -0.234968+0.000643909j -0.274001+0.00301981j 0.629618-0.00302281j -0.315755+0.00206971j -0.0861791-0.000944219j 0.295032-0.00112421j 0.00311715-0.00168028j 0.00152574+0.000520181j 0.019801-0.00254514j 0.0528515-0.00228832j -0.0152608-0.000558159j -0.0039493-0.000225996j -0.00792539+3.2336e-05j -0.00602585-0.000388694j -0.00276302-0.00160641j -0.00683666-7.6577e-05j 0.005481+0.000149573j 0.00307777-0.00105755j 0.00141437-6.74704e-06j -0.0013763-0.000293648j 
-0.00297475+0.000234374j -0.000941862-0.0001948j -0.00247959-0.000628241j -0.00222306-0.000264785j 0.00561921+0.00016859j -0.00862155+0.000726849j -0.00638762+0.000359671j 0.0174141+8.40388e-05j 0.00815585+0.000770717j -0.018848+0.000239927j 0.0154777-0.000276352j 0.0105089+0.000786678j -0.000636208+3.319e-05j -0.0014913-0.000915126j 0.00691032+0.000419924j -0.0258951+0.0011107j -0.0175224+0.000603015j 0.0274815+0.000233553j 0.0172163-8.90781e-16j -0.00487337-6.93219e-05j 0.00931455+0.000630353j 0.00911014+0.000129554j 0.00842538-0.000103512j 0.000698477+0.000451511j -0.0429186+0.00011804j -0.0239053-0.000231317j -0.00125389-0.00062361j -0.0213527-0.00125699j -0.0226709+0.000325517j 0.0152814+1.80812e-06j -0.0452752-0.00130529j -0.00861763+0.000833723j -0.0414296+0.000666966j 0.0432621-8.89379e-06j -0.0369259-0.00171045j -0.0381769+0.0016175j 0.0120131-0.00220433j 0.00731855-3.04016e-05j 0.044808+0.000663096j 0.0469512+0.00100757j 0.0333951+0.00174837j -0.024555+0.000706551j 0.106436-0.00089276j -0.0596204-0.000675402j 0.0549045-0.00108818j 0.0428633+0.00144715j 0.0477354+0.00143936j 0.0749967+0.000609465j -0.100479+0.000131907j -0.0237246-0.00139406j -0.0418904-0.00158224j -0.0532101-0.000533434j -0.102555-0.00359457j -0.0478809+0.000831413j 0.0282327-0.00018158j -0.156906-0.00240737j 0.17008-0.000142284j -0.178892+0.00141471j 0.600855-0.00568026j 0.31094-0.00367105j 0.106557-0.0035426j -0.387794+0.00534451j -0.125561+0.00206957j 0.0431078+0.0047363j 0.0137049-0.000774408j -0.0228169-0.002208j -0.00680154+0.00203831j 0.0189856-0.00334071j 0.00772198+0.00150747j -0.00829847-0.00169164j 0.00861968-0.00322923j 0.00951742-0.00151225j 0.000283455-0.00428901j 0.00333852-0.00235254j -0.00687005-0.00281463j -0.00155605-0.000590996j 0.000582515-0.000132032j 
-0.0032453-0.000492095j 0.00334992-1.11367e-05j -0.000581239-0.000211532j -0.019265+0.000182298j -0.00420905+0.000522374j 0.0136265-4.25831e-05j 0.0102386+0.000557363j 0.0162241-0.000736448j 0.00485457-0.00057037j 0.0207611-0.000905382j 0.0057081-0.000195083j -0.0214615-0.000360989j 0.00340979+0.000369918j 0.0114939+0.000438485j -0.0453225-0.000893038j 0.000664094-0.000505793j 0.00781957+0.00054449j 0.0138062+0.000283719j -0.00487337+6.93219e-05j -0.0155483-1.35959e-16j 0.00471403-0.000251929j -0.00842197-0.000681097j 0.00728993+2.2399e-05j 0.0224142-0.00132073j -0.0446616+0.000978779j -0.0141379+0.000342261j -0.0293577+0.00230605j 0.00335792+0.000511543j -0.0348725+0.000885575j 0.0131701-2.6807e-05j -0.0369307+0.000583809j -0.0257768-0.000371014j 0.0129619-0.000313889j -0.0475944+0.000501085j 0.0308231+0.000491262j -0.0195635+7.2893e-05j 0.030321+0.00062315j -0.0941919+0.000276289j -0.0217179-0.00161629j -0.0112426-2.39654e-05j 0.00252339-0.0001789j -0.0335684+0.000964842j -0.118096-0.0012338j -0.00192731-0.000866394j 0.0981987+0.00154987j -0.0177153-0.000323439j 0.077545+0.00102321j 0.00506791-0.00094521j -0.0315678-0.00191212j -0.00879777+0.00233557j 0.0246173-0.000696719j -0.0547809+0.000248647j 0.0838558+0.000462174j -0.0010665-0.00178575j -0.181294-2.09541e-05j -0.350149-0.00024107j -0.137831-0.000407255j 0.672731-0.00455899j -0.0295675+0.000926211j 0.354114-0.00188508j 0.0848592+0.000311312j 0.0419116+0.000785927j -0.135701+0.0020134j 0.0511993+0.00154689j -0.0316556-0.000372124j -0.0239847-0.000573816j -0.00248565+4.28908e-05j -0.0197482+0.00295256j -0.0259629+0.000479735j 0.0117272+0.0027621j 0.00775392+0.000977277j 0.00539072-0.000110325j -0.00518789-0.00119923j -0.00870516+0.00145203j 0.00805826+0.00123876j -0.0020116-0.00072792j -0.000904767+7.52764e-05j 
0.00559192-0.000477336j -0.00835818+0.00073394j -0.00815749+0.000706948j 8.83622e-05+0.000469947j 0.00235313-0.000301133j 0.00850307-4.57907e-05j -0.00237219-0.000276709j -0.00128633+0.000177174j 0.00736294-0.000124471j 0.00613597-0.000295473j -0.00988736+0.000884752j -0.00631369+5.96447e-05j -0.00977996-0.000130534j 0.00169758-7.62328e-05j 0.00438637+0.000634053j 0.018808+0.000127076j 0.0126899-0.000131829j 0.000758397+0.000334237j 0.00931455-0.000630353j 0.00471403+0.000251929j -0.0180608-1.67618e-16j -0.0292516+2.23108e-05j -0.00820418+0.000250832j 0.0310173-0.000515138j -0.00722993+0.000289137j 0.0213269-7.66065e-05j -0.0208507-0.000192781j 0.00297948-0.000651648j 0.0408545+0.00028173j -0.0310836+6.38174e-05j 0.00329684-0.00146647j 0.0499655-0.000102055j 0.00340984-8.34816e-05j -0.00844666+0.000914491j -0.00969721-0.00245115j 0.0823475+8.67754e-05j -0.0385484-2.46814e-05j -0.0253579-0.00069685j -0.00154835+5.34715e-05j 0.0208118+0.00176618j 0.0824683+0.000779829j -0.0808733+0.000565371j -0.00326112+0.000391257j -0.0571862-2.63999e-05j -0.0278692-0.000207369j 0.0647913-0.000650315j -0.00657784+0.000712384j -0.0956202+0.000115648j 0.0570929+0.00122577j 0.101065+0.000602373j 0.0592078-1.49655e-05j -0.00565974+0.000245023j -0.000656105-0.000993298j -0.171374+0.000630853j -0.0275955-3.3354e-05j 0.215138-0.00114607j -0.784328+0.00156479j -0.0666944+0.00182268j 0.195978-0.00221126j -0.0137604-0.000224775j 0.0890284-0.0032016j -0.0105168+0.000977172j -0.0650346+0.00142496j 0.0251127-3.03356e-05j 0.0550409-0.00232964j 0.0372768-0.00245883j 0.00843801-0.00135669j -0.00431557-0.00191621j 0.00735814+0.000562348j 0.00464431-0.000218375j -0.0100665-0.00153183j -0.00347982+0.000764924j 0.00371968-0.00212807j -0.00214816-0.000743586j -0.000577031-0.000351905j -0.00203106-0.0011229j 0.0034321-7.77377e-05j 
-0.00792381+0.000784269j -0.00622575+0.000197617j -0.00752208+0.000279463j 0.000863154+0.000345482j -0.000286921-0.000414499j 0.000887735-0.000660909j 0.000525534-0.000644199j -0.0129282+0.000840134j 0.000692474-0.000178793j -0.0114517+0.000603095j -0.0175727+0.000471467j 0.0134802-0.000400445j -0.000574534-0.000218274j -0.00304395+0.000195684j 0.0167597+0.000509331j -0.0104715-0.000538141j 0.00517268-0.00078826j -0.0305632-8.99317e-05j 0.00911014-0.000129554j -0.00842197+0.000681097j -0.0292516-2.23108e-05j 0.0109917-4.14165e-16j 0.00521911-0.000193498j 0.000246537+0.000321425j 0.0346981-0.000977919j 0.0313317+0.000349969j 0.0321502-0.00104969j -0.0206964+0.000126953j 0.0563227-0.001202j 0.012484+0.000777246j -0.0389168-0.000587515j -0.0227899+0.000560434j 0.0203511+7.63394e-05j -0.0353513-6.29737e-05j -0.00315113+0.000344456j 0.0726262-0.000900792j -0.05453+0.00100081j 0.126415+0.000655773j 0.109533+0.000752929j -0.017946+0.000287273j -0.0442074+0.00051958j -0.0344868+0.000284608j -0.0182767+0.00148284j -0.00213413+0.000186611j 0.00787579+0.000245444j -0.0399581-8.35971e-05j 0.0240345-0.000960939j -0.0344868+0.000370246j 0.0520592+0.00105586j -0.14469-0.00163685j -0.0306063-0.000372024j -0.0121175+0.00114109j 0.127142-0.00106517j -0.179765-0.00138563j 0.210165+0.000519649j 0.65621-0.00296511j 0.172702-0.00148148j 0.359206-0.00288686j 0.12976-0.00394543j 0.16516-0.0028768j -0.0589268-0.000401762j -0.0558057+0.00125981j 0.0478311+0.000176916j -0.015782-0.00288439j 0.0156856-0.000585975j 0.00699238-0.00161265j -0.0403474+0.00305686j 0.00736307-0.000529987j 0.013939+0.00125037j -0.00856708+0.000331638j 0.00665198+0.000223042j 0.00123138-0.00146376j 0.0082146+0.00194446j 0.00065833-0.000237954j -0.00160437+0.000749137j -0.00181323+0.00087345j -0.00200118-0.000759385j 
-0.00656397+0.000522385j 0.00370862-0.000700677j -0.00349531+0.000227823j 0.00673871-0.000588076j -0.00586984-0.000306056j -0.00334447-0.000478078j -0.000424424+1.7852e-05j -0.00879694+0.000332977j -0.00749517+0.000233531j -0.022167+0.00100364j -0.00176736-0.00029848j 0.0063034-0.000728267j 0.00527898-0.000646577j -0.00386907-0.000136353j 0.000831814+0.000462625j -0.0261691+0.000572375j 0.0136533-0.00053014j -0.0121421-0.000747493j 0.00842538+0.000103512j 0.00728993-2.2399e-05j -0.00820418-0.000250832j 0.00521911+0.000193498j 0.0245849-2.14238e-16j -0.0495432+0.00125649j 0.012408-0.00198743j 0.0143305-0.00112279j 0.0920436-0.000668589j -0.0454431-0.000993439j 0.0322117+0.000118217j -0.011045+0.000312139j -0.0375198-0.000163102j 0.00384923-4.3954e-05j 0.00263981+0.0019604j -0.0153097+0.000368602j -0.0494145+0.000243193j -0.0410932-0.000102198j -0.0478745-0.000600155j 0.00454026-8.06799e-05j -0.0178938-0.000699305j 0.0470567+0.000539413j -0.07274-0.000767969j -0.0898767-0.00168054j 0.105886+0.00154276j -0.0183941+0.000526648j 0.0019228-0.000225212j 0.0386972-0.0017626j -0.0240621-0.00157309j 0.0417139-0.000868198j -0.0608125+0.000569529j -0.124521-0.00310224j 0.241144-0.000364244j -0.00420762+0.000393275j 0.0747514-0.00181746j -0.401703+0.0018582j 0.641603-0.00286835j -0.299168+0.00306316j -0.0863399+0.00011648j 0.0294207+0.00179294j -0.155495+0.00156556j 0.0201289+8.15786e-05j -0.046489-0.000511131j -0.0533214-0.00085375j 0.0766178-0.00121781j -0.00856044-0.000608349j 0.0116027+0.00146047j -0.0193197+0.0027907j 0.00215498-0.00090676j 0.0157528-0.00125377j 0.0173991-0.000123841j 0.00232353-0.00328551j -0.00170499+0.000203081j -0.000380403+0.00133753j 0.00282101-0.000151412j 0.00235961-0.00194167j -0.0036416-0.00107238j -0.00110343-0.000396963j -0.00038685+0.000247702j 
