-0.119546-2.35922e-15j -0.133863-0.00108614j 0.0408906-0.0446144j 0.0896207-0.112383j 0.0160106+0.0666163j -0.0405219+0.0246455j -0.0185565+0.0988185j -0.0175645-0.0408313j 0.00105107+0.0737835j 0.0146436-0.00527768j -0.0376167-0.035754j 0.00676205+0.0423851j -0.0215549+0.00673517j -0.0108396+0.00352944j -0.0408753+0.0220068j -0.00579441-0.0416957j 0.0175587+0.0273272j -0.013837+0.012684j -0.00870605+0.0520388j 0.00242702-0.000685042j 0.00708174+0.0224473j 0.0048226+0.0491679j 0.019653+0.0104485j -0.0141315+0.0295783j 0.00608602-0.0137543j 0.0247912-0.00533627j -0.0183915+0.047894j 0.0138703-0.0195139j -0.00697349-0.0176795j -0.012756-0.00505835j 0.0309892-0.00963515j 0.00185148+0.00327579j 0.00110942-0.00517676j -0.0188119+0.00987994j -0.000425054-0.0453599j 0.015538-0.0124578j 0.0102557-0.0190195j 0.0136222-0.0227028j -0.0159666-0.0251492j 0.0270805-0.000795251j 0.00407558+0.016207j 0.0115382-0.0160743j -0.0174991+0.0173568j -0.0105157-0.00224718j -0.00921908+0.000557562j -0.0386359-0.0381681j -0.0152472-0.0443286j 0.013149-0.017762j -0.0263806-0.0295744j -0.0244067+0.0163638j 0.0283811+0.0251196j 0.0169462-0.00938489j 0.0421814+0.0190675j 0.00107058-0.00566096j -0.0396732+0.0110123j 0.00900385-0.0690247j 0.0174287-0.00544662j -0.0321225-0.0179405j -0.0224906-0.0208432j -0.0281172-0.0272225j -0.00107406-0.0139482j -0.0493099+0.00240315j 0.000731932-0.0303365j 0.0419783+0.0785231j -0.137274-0.180492j -0.172492+0.252907j -0.310564+0.0877358j -0.0798842-0.119885j 0.0739892+0.1962j 0.0365312-0.0115413j 0.00214441-0.00450976j -0.213395+0.0901665j 
0.00676205-0.0423851j 0.000393226+0.00631445j -0.0400141+0.0488269j -0.0026854+0.0708034j -0.0131837-0.0680356j -0.00203614-0.0199244j 0.0628708+0.0577005j -0.00247718+0.0260264j -0.0242858-0.0202285j -0.0423976+0.0156158j -0.0462395-0.0159466j -0.0339401+2.04628e-14j -0.0215504-0.0069979j -0.0640311-0.0232386j 0.00760443+6.10625e-05j 0.0071147+0.00312961j -0.00445444-0.0177408j 0.0234043+0.0183073j -0.0298434-0.0678866j 0.0161345+0.0361878j -0.00767993+0.00580654j -0.0260363-0.0527252j -0.0519801+0.0827341j 0.0655533+0.0864967j -0.0210822-0.0598761j -0.0340574-0.0300782j -0.0397813-0.051568j -0.0204785-0.0226105j 0.0388479+0.0603826j 0.0131107-0.0484894j -0.0302504+0.000361889j -0.036174+0.0585029j 0.061108-0.0218529j 0.00292722-0.0549499j 0.122783-0.0237867j 0.043291+0.0231322j 0.0665678+0.0752483j -0.101747+0.0461948j 0.101579-0.0121832j -0.0797886+0.0401582j 0.0956823+0.0310416j 0.0663451-0.0194328j -0.0982964-0.0866899j -0.0547908-0.0451078j 0.0935664-0.099982j -0.180361-0.175366j -0.185491-0.127575j -0.0188964+0.027365j -0.0166751+0.00173328j -0.0966824-0.129636j 0.0081863-0.0727386j -0.0505706-0.0265843j -0.00111097-0.0633059j -0.0596174-0.0296399j 0.058468+0.113689j 0.0167721-0.00577666j -0.038589+0.0224257j 0.00222404+0.0495689j 0.00772031-0.0191602j 0.00481318-0.0403723j -0.00644364+0.0877441j 0.0948639+0.0227433j -0.0152612-0.0378171j 0.00436379+0.0388111j 0.111239+0.0477042j -0.123828+0.0297676j -0.0195168-0.0145336j -0.0948964-0.0844533j -0.0678686-0.233644j -0.147098+0.0194807j 0.0609128+0.0433533j -0.029499+0.0236727j 
-0.0215549-0.00673517j -0.0138619-0.00074453j -0.0214621-0.0368563j 0.0297845+0.00610293j -0.035456-0.00127504j 0.0080773-0.00382381j 0.0271827+0.0363705j 0.0238749-0.0102935j 0.0381905-0.0184544j 0.0440175+0.0284119j -0.0754454-0.0177043j -0.0215504+0.0069979j -0.0497705+6.66134e-16j -0.00302489-0.0564881j -0.0977237-0.0169799j 0.0197082-0.0360475j -0.000515937+0.0518119j -0.0023167-0.00667203j 0.0210409-0.0340472j -0.0303859+0.00291173j -0.0651335+0.0132339j -0.0423124-0.0238216j 0.000361218-0.0214248j 0.028521-0.0453663j 0.0643338+0.0392717j 0.0142517+0.0983119j 0.116611+0.0491497j -0.00781105-0.0116491j -0.0185946-0.0647802j 0.0760362-0.0957537j -0.0669242-0.0528049j -0.0281794-0.0557908j 0.0627978+0.00528073j -0.0686245+0.00333803j -0.0513572-0.0739558j 0.067111+0.0862259j -0.0608974-0.0311362j -0.0591376-0.0459582j -0.0777232-0.00930119j 0.00952468-0.00240302j -0.225179-0.116254j 0.0221774-0.0688977j 0.145353+0.0624586j -0.0704484+0.00112124j 0.00915328-0.0137544j 0.185648+0.152794j 0.186204+0.0796654j -0.0339449+0.00895584j -0.00528788-0.0374206j -0.0101563+0.0239797j 0.10841+0.021808j -0.0782782-0.120128j 0.0817098-0.00595407j 0.0200561-0.0072415j -0.0173663-0.146378j 0.0328555+0.0675749j 0.0266564-0.0246463j 0.0580167-0.0794599j -0.00738388+0.0896178j 0.0585041+0.0432787j 0.0160675+0.121316j -0.0191096+0.11387j -0.0523806-0.00478923j -0.0187804-0.0111155j 0.0634756-0.00164062j -0.00408857-0.0648748j 0.0482334+0.0315281j -0.00319715-0.0218j 0.0670406-0.0640893j -0.088375-0.0746523j 0.0115512-0.0403283j -0.018064-0.0279689j 
-0.0108396-0.00352944j -0.0423919-0.0288597j 0.00229014+0.029586j 0.0348262+0.0452233j -0.0292509+0.0147593j 0.0183204-0.00644469j -0.0225341+0.0479795j 0.0053298-0.0305378j 0.0391116+0.00125354j -0.00692713-0.0513246j -0.0217701-0.0141495j -0.0640311+0.0232386j -0.00302489+0.0564881j 0.0437907+7.67442e-15j 0.0373408+0.0108713j -0.0540943+0.0152956j -0.0667219+0.017897j 0.0110255+0.0792406j -0.0201108-0.0694447j -0.0315024+0.0247488j 0.0160553+0.129761j 0.0481113-0.0666774j -0.00304745-0.0886877j 0.0783104-0.0297477j -0.016529-0.0259842j 0.038846+0.0482584j 0.0443739+0.00482274j -0.165968-0.0450854j -0.0350073-0.0755433j 0.0425942+0.00642186j 0.0307915+0.0263097j -0.0144969+0.0605674j 0.0228803-0.0847854j -0.0111987+0.102742j 0.00250847-0.0439506j -0.0158957+0.0475353j 0.0461851+0.0919127j 0.071175+0.0368543j -0.0177853+0.0501549j -0.0477003-0.0475615j 0.0269567-0.0314582j 0.00434732+0.0604059j 0.0449432-0.0633474j 0.0337574-0.0846795j 0.0339146+0.0494801j -0.0372515-0.00259836j 0.0539279+0.0836624j -0.123457-0.0455317j -0.00360874-0.0588722j -0.00679323+0.0865213j 0.026314-0.157309j -0.0362953-0.00424057j 0.0537793-0.052684j -0.0824602+0.0697848j -0.0181591+0.0263466j -0.128626+0.0802663j -0.136382-0.0711193j -0.060537-0.0287897j -0.0504111-0.0192013j -0.015059-0.0441492j -0.0706858-0.0947216j 0.0737442+0.130276j 0.0626061+0.0978357j -0.0755644+0.0406374j 0.14027+0.0472253j 0.039309+0.0856519j -0.0214258-0.0819829j 0.0248958+0.0163186j 0.0339886+0.0193281j 0.00260423-0.0504062j -0.00699423-0.00615854j -0.0590176+0.0128146j 
-0.0408753-0.0220068j -0.0236464-0.00128017j 0.0313344+0.016352j 0.0201671-0.00886396j 0.0445789-0.0281122j -0.0577855-0.0324174j -0.0365555-0.000874186j -0.0465724+0.0386642j 0.129597+0.0515847j -0.00327177+0.0900592j 0.0115739+0.0191301j 0.00760443-6.10625e-05j -0.0977237+0.0169799j 0.0373408-0.0108713j 0.0927181-1.52656e-16j 0.00892456-0.0475933j 0.104745+0.0134019j -0.0482631-0.10536j -0.156077+0.0443479j 0.0040424+0.0523623j 0.0848278+0.0786307j 0.0185996+0.0188179j -0.0621551-0.016135j 0.00214802-0.00440023j 0.0525266-0.00828215j -0.0720346+0.0970065j -0.0393442+0.0190938j 0.0225547-0.0616716j 0.0217302+0.0184135j -0.163483-0.0844012j 0.125459-0.000334089j 0.159675+0.00703785j -0.0135489-0.0258142j 0.0879419+0.058513j -0.000176396+0.0522774j -0.257403-0.0405049j 0.0295031-0.0246167j 0.0334903+0.0360422j 0.0386453+0.0464606j -0.103832-0.13444j 0.205816+0.0455895j -0.032354-0.0380726j -0.133776-0.0586869j 0.0499777+0.056812j 0.0646481+0.00928102j -0.0749587-0.032277j -0.0726487+0.0104321j -0.198629-0.0529707j 0.0834754-0.038793j -0.0466803-0.039723j -0.0843864-0.0992861j -0.0191251-0.0129699j 0.0127596+0.0737115j -0.058246-0.0439929j 0.122766-0.0542521j -0.0515198-0.120069j 0.0961141-0.0010025j 0.0184127-0.0938782j 0.00981504-0.0443804j -0.00498816+0.027326j -0.0929606+0.0453091j 0.0481637+0.0530112j 0.0548734-0.0108235j -0.0865718-0.0814587j 0.0689568+0.0973288j 0.0957383+0.0755946j 0.0151107+0.0670824j 0.0508658-0.00239141j -0.0911407+0.0224845j -0.011345+0.0666265j 0.0377154+0.043232j -0.0386031-0.0260378j 
-0.00579441+0.0416957j -0.0212244-0.019352j -0.00623112+0.00967857j -0.0288894+0.0432881j -0.00969445-0.0187402j -0.0171282-0.0229776j 0.0287502+0.00670065j 0.0161428+0.0301043j -0.0115239+0.0547176j 0.0271712-0.0518685j 0.0250813+0.0329416j 0.0071147-0.00312961j 0.0197082+0.0360475j -0.0540943-0.0152956j 0.00892456+0.0475933j -0.0819493+2.07039e-15j -0.0324266-0.040129j 0.0956137+0.054984j -0.0296635+0.0339918j 0.044342+0.0820485j 0.0194794+0.118632j 0.00691945-0.096583j 0.0148461+0.0115739j -0.00975412+0.0718572j 0.00455578-0.0154217j 0.0446302-0.0460113j 0.0599286-0.104581j 0.0229417+0.00822954j -0.178211-0.124918j -0.0503298-0.0848755j 0.0502112+0.0438249j 0.0160186+0.0122446j -0.125743+0.0145741j 0.0291693+0.117754j -0.0823298-0.100194j 0.10693+0.0454715j -0.127145-0.0248082j -0.0276307-0.013275j 0.0364128-0.153099j -0.0719731+0.123658j -0.104096-0.0288343j 0.0268822-0.0144764j 0.106537+0.0347761j 0.0538339-0.104971j 0.0983799-0.0447829j 0.0101625+0.0842314j 0.0668479+0.0445263j 0.0279135+0.00588373j -0.0688383-0.0418569j 0.00886735+0.0795548j -0.0375878-0.0128295j 0.0371387+0.0753357j -0.0911093+0.0110596j -0.111416-0.0432763j -0.0235982+0.0872159j 0.0710282+0.0123299j -0.00450354+0.0308294j -0.0315706-0.0532145j 0.0199505+0.0813603j 0.0356171-0.0310252j -0.0906124-0.0481765j -0.00462791-0.0528345j 0.0337971-0.034284j -0.00168171+0.110129j 0.196246+0.0908022j 0.0133208+0.0856613j -0.0577546+0.0505936j -0.00248432+0.0200338j -0.0644849-0.0553983j 0.0193175+0.0702981j -0.0442217-0.000557437j -0.0168917-0.0238574j 
0.0175587-0.0273272j 0.0268447-0.00122824j 0.0449864-0.0515968j 0.0115728-0.0533406j -0.00365576-0.0153602j -0.0523263-0.000765383j -0.00323474+0.0206441j 0.0152068-0.00593036j 0.00204324-0.0420612j -0.0452844-0.00840411j 0.0628337-0.0168234j -0.00445444+0.0177408j -0.000515937-0.0518119j -0.0667219-0.017897j 0.104745-0.0134019j -0.0324266+0.040129j 0.076098-5.41234e-16j -0.023206+0.0248661j -0.0661092+0.0295854j -0.101159-0.00777838j 0.0372952-0.0913983j 0.130079+0.0783983j -0.10321+0.00173712j 0.00969138-0.0628826j -0.0472472+0.0664554j 0.0980404+0.00355856j -0.0880909+0.0514353j 0.0812166+0.0367241j -0.0443475-0.136181j 0.0896066-0.109082j 0.0513784-0.0065751j 0.0995079+0.15103j 0.000513568-0.02155j 0.0837255-0.0273647j -0.0369259-0.100679j 0.00930778+0.0423118j 0.132583+0.056962j 0.0154233-0.155012j 0.0121886+0.0426834j -0.174036+0.0133639j -0.0425111-0.0545967j 0.0391229-0.0716272j -0.10748-0.0259514j 0.0181612+0.102415j 0.0924286+0.0991423j 0.124986+0.0613224j 0.0979191-0.0770352j -0.00555689-0.108365j 0.090227-0.128809j 0.0244226+0.0122696j -0.0315848+0.0764036j 0.107744-0.00175405j 0.0464379+0.0446952j 0.0755797-0.035065j 0.0295289-0.0280593j -0.0105114+0.069067j -0.0377982-0.0681725j -0.0590948+0.0122112j 0.034506-0.0179334j -0.0734562-0.0380087j 0.0135196+0.0309865j -0.0141708+0.0710468j 0.000609515-0.0189117j 0.136845+0.0294054j -0.018586-0.0704697j -0.0207335+0.0348291j 0.0545347+0.0017017j 0.0904723-0.0342201j 0.0512197+0.0413321j -0.0621287+0.0471957j 0.0443846+0.0694698j -0.0145714+0.0361839j 
-0.013837-0.012684j 0.0226991+0.0302778j -0.0353837+0.0104092j 0.000983446-0.0185403j 0.025691+0.014076j 0.0547484+0.0296425j -0.0631512+0.036701j 0.000961581+0.0585329j -0.0387338+0.0482057j -0.0445119-0.0876418j -0.0091928-0.0652789j 0.0234043-0.0183073j -0.0023167+0.00667203j 0.0110255-0.0792406j -0.0482631+0.10536j 0.0956137-0.054984j -0.023206-0.0248661j 0.0545407-2.60209e-16j 0.0624021+0.0944112j -0.0805181+0.0531657j 0.0355563+0.0227204j -0.0168417+0.0637801j 0.112309-0.0323827j -0.00191647+0.0372669j -0.0467553-0.0466264j -0.0931305+0.0308365j 0.000725557+0.0279986j 0.0785552-0.00960096j 0.0842874-0.0773137j 0.119233+0.104612j -0.0173487-0.00524091j -0.0614503+0.0917532j 0.0614353-0.139434j -0.098987+0.0499408j 0.109605-0.0317655j -0.00516524-0.0475793j 0.022187+0.0981977j -0.0340614+0.269766j -0.0130274+0.0361469j 0.0523363-0.234482j -0.0924808-0.0386221j -0.0503784+0.0566177j 0.0443871-0.0332397j -0.0349606-0.00313302j -0.0252618-0.0664296j 0.00195919+0.0526318j -0.00453481+0.069232j 0.0232353+0.0712218j 0.0383689-0.00979927j 0.0455126+0.0261994j -0.0208962-0.0115646j 0.0247134-0.0522983j 0.0717398-0.0187488j 0.0854106-0.031788j 0.0632958+0.09436j 0.0898372+0.0435924j -0.00199912-0.00358361j 0.0988054-0.0669886j -0.00484926-0.0637911j 0.000314661+0.0223166j 0.0884784+0.098046j -0.0728965-0.0174495j -0.0429383-0.079649j 0.0368022+0.0718768j -0.0230957+0.0396938j -0.0884775-0.0382382j -0.00276859+0.0897777j 0.0273118+0.0121156j 0.00727879-0.0451069j -0.0496409-0.0289919j -0.00526104-0.0231949j 0.0639551+0.00708042j 
-0.00870605-0.0520388j -6.27395e-05+0.0263317j 0.0237204+0.0312937j -0.0417417+0.0234574j 0.0260805+0.0269504j 0.0437535-0.0286373j 0.00626769-0.00688958j 0.0540848+0.0224151j -0.103844+0.0798243j -0.0159494-0.044723j 0.0331564+0.0138379j -0.0298434+0.0678866j 0.0210409+0.0340472j -0.0201108+0.0694447j -0.156077-0.0443479j -0.0296635-0.0339918j -0.0661092-0.0295854j 0.0624021-0.0944112j 0.0433915+6.07153e-17j -0.031067+0.0243007j -0.0527275+0.0111409j -0.0783682-0.0336766j -0.0253544-0.0300005j 0.0777992-0.0387758j 0.0350178-0.0979009j -0.0214537+0.0286803j 0.16879+0.0627685j 0.117563-0.129619j -0.0371681+0.122939j 0.029934-0.143882j 0.00581528+0.106449j 0.20715-0.029122j -0.139238-0.101849j -0.064227-0.0458793j -0.0576861+0.0179674j 0.0683538-0.0262362j -0.0401251-0.0991458j 0.0922576-0.00165864j 0.05387+0.0529818j 0.00163138+0.0512165j -0.135496+0.0463474j 0.0127073-0.0570622j -0.00212491-0.00291253j 0.0612305+0.0455809j -0.0230766-0.0355131j -0.115001-0.081458j 0.0598532+0.0363926j 0.0477496+0.0119039j -0.0804422-0.0529846j 0.00902266+0.0527264j -0.0342251-0.0381159j 0.0208708-0.0281802j -0.0508095+0.011017j 0.07397+0.15286j 0.146026-0.0337726j -0.0166191-0.0191469j 0.00263857-0.104559j 0.0587164+0.0964858j 0.0995771-0.0244324j -0.0281501-0.0213821j 0.0646601+0.125326j -0.0278461-0.00688526j 0.0684679-0.0434912j 0.0837172-0.0143517j -0.0620829+0.00581058j -0.000834808+0.0805105j 0.0561838-0.0266447j 0.0166617-0.0101324j 0.000682492+0.026465j -0.0460377-0.0395224j 0.0875201+0.032565j 0.00281692+0.0950584j 
0.00242702+0.000685042j 0.0307381-0.00919575j -0.0226289+0.00141512j -0.00208607-0.0114423j 0.0263872-0.0230062j -0.00720398+0.032495j 0.0329747+0.0267003j -0.0900501+0.00639232j -0.0125145-0.0263857j -0.039563+0.0230648j 0.00452229+0.00527628j 0.0161345-0.0361878j -0.0303859-0.00291173j -0.0315024-0.0247488j 0.0040424-0.0523623j 0.044342-0.0820485j -0.101159+0.00777838j -0.0805181-0.0531657j -0.031067-0.0243007j 0.064654+2.41751e-14j 0.0162114-0.0173991j -0.0434172+0.0433223j -0.149807-0.052683j -0.0195131+0.0464754j 0.0641925+0.0585675j -0.0889508+0.227194j 0.0644238+0.0290008j 0.148475-0.0778997j -0.0588117+0.0722977j 0.00510577-0.0146218j 0.0794344+0.0409082j 0.0148566-0.0691659j -0.00531556+0.0645928j 0.0857236-0.067762j -0.0056482-0.119812j -0.0579819+0.0175648j -0.123203-0.0224891j 0.003625+0.0294349j -0.0229548-0.10533j 0.0797662+0.00598457j -0.0445991+0.0197997j 0.0796824-0.153383j 0.0290771-0.0226694j -0.0045075+0.0159652j 0.0812162-0.065678j 0.0247255+0.117428j 0.0110231+0.117548j -0.0586539-0.00523967j -0.0157935+0.154236j -0.0236377+0.0108036j 0.0412057+0.0106039j -0.0344576-0.0526727j -0.0720995+0.0499213j -0.0199216-0.124932j -0.076097+0.0198941j 0.124427-0.0644456j -0.0067123+0.0595218j -0.0609118-0.0780161j 0.0354335+0.0155362j 0.0282635-0.100034j -0.093579+0.0482386j 0.0339704+0.0997801j -0.106569+0.0503655j 0.0715922+0.0332285j -0.0176819-0.0746789j -0.105101+0.048677j 0.0837146+0.0749456j 0.00970751-0.169619j 0.0246061-0.0482558j -0.0152576+0.00212019j -0.0645802+0.0348444j -0.020073-0.0890481j 
0.00708174-0.0224473j -0.0426067+0.0273469j 0.0185516-0.0147563j -0.0526744+0.038498j 0.00238386+0.0168946j -0.026962-0.0662954j -0.0023045+0.0211125j -0.033555+0.103242j -0.0119125+0.122136j 0.011773+0.071392j -0.0487487-0.0507898j -0.00767993-0.00580654j -0.0651335-0.0132339j 0.0160553-0.129761j 0.0848278-0.0786307j 0.0194794-0.118632j 0.0372952+0.0913983j 0.0355563-0.0227204j -0.0527275-0.0111409j 0.0162114+0.0173991j 0.0959322-6.65787e-15j -0.15063-0.0904388j -0.0479929+0.0789876j 0.0171714+0.0956115j 0.0878408+0.0892673j -0.0288677-0.0385848j 0.0681439-0.111694j 0.136234-0.00135623j 0.0165252+0.0113983j 0.0157054-0.202177j 0.00150299-0.00184795j 0.0679414-0.0431705j 0.00294357+0.176659j -0.0513565-0.032306j 0.0893631+0.0952789j -0.0157476+0.00451451j -0.0502434-0.00908867j -0.0456977+0.00798838j -0.0981598+0.0349051j -0.00831435-0.0554773j -0.120187-0.0966325j 0.0567684+0.01663j 0.0532887+0.106379j 0.0510431-0.069139j -0.0151419-0.128992j 0.0604178-0.00596107j 0.0389358+0.0803992j -0.0522025+0.0354676j 0.00719962-0.0261464j -0.0076624+0.0134346j -0.0411182+0.0188492j 0.0319845+0.0237518j -0.00876307-0.00462566j -0.0209217+0.0158172j 0.0375225+0.0116611j 0.0355233-0.0245951j 0.0163796+0.0472641j -0.051191-0.0880879j 0.0847113+0.0780071j -0.00261495-0.0410787j -0.0218908+0.034348j -0.00693204-0.0189057j 0.0317136+0.0298013j 0.0149073+0.00912184j 0.0928005+0.0101989j 0.0405482+0.0257628j -0.00222963-0.0265057j 0.0136561+0.0436803j -0.0132715-0.0821434j -0.0571172+0.046574j 0.0198914+0.0449463j 0.0130872+0.0344524j 
0.0048226-0.0491679j 0.0337729-0.0181737j 0.0384295-0.0109798j -0.00183402+0.022298j -0.0335944-0.0563084j 0.000564557-0.00701474j -0.00206571-0.0355989j 0.0648902+0.0440513j 0.0638464-0.0341924j -0.00720297-0.0400104j 0.0211032-0.0172282j -0.0260363+0.0527252j -0.0423124+0.0238216j 0.0481113+0.0666774j 0.0185996-0.0188179j 0.00691945+0.096583j 0.130079-0.0783983j -0.0168417-0.0637801j -0.0783682+0.0336766j -0.0434172-0.0433223j -0.15063+0.0904388j 0.0416814-1.12479e-14j 0.0845839-0.0455214j 0.0514928-0.083673j 0.0552393+0.0295273j -0.0622397+0.0372446j 0.0286935+0.00063985j -0.0417192-0.0653335j 0.0436114-0.087309j -0.191787-0.131029j -0.109179+0.00139285j 0.0527458-0.0455061j 0.0643494-0.000387008j -0.0883879+0.028658j -0.0896357-0.0217366j -0.0370134-0.0268753j -0.0610895-0.127363j -0.159995-0.144265j 0.0263062-0.0952159j -0.0292832+0.129865j 0.0287471+0.051017j -0.104611+0.0100514j 0.0512223+0.0924393j 0.0716954+0.0798976j -0.0283353+0.107791j -0.072736+0.0311947j 0.00296396+0.0355208j 0.0862628-0.0690697j 0.079145-0.0749116j 0.0372169-0.0286528j 0.0716016-0.0301977j -0.0144638+0.0375194j 0.0507838-0.0222842j 0.0441674-0.0182915j -0.0248916+0.0370137j 0.0635169+0.108827j -0.0669289+0.025994j -0.0826338-0.0737416j 0.0268674+0.00379566j -0.0470836+0.0137079j 0.0744479+0.0329689j -0.0170775+0.0388716j -0.0293594-0.0255797j 0.0561001+0.0616599j -0.0709459-0.0425153j -0.0948617-0.0278012j -0.0101927+0.032892j -0.0195069-0.0701362j 0.01004-0.0413904j -0.0483357-0.00338706j 0.0255513+0.0427424j -0.000221543-0.0414227j 
0.019653-0.0104485j 0.00778462-0.00811816j 0.0258828-0.00122828j -0.0451257-0.0122486j 0.062341+0.023213j -0.0160942+0.012076j -0.00198757-0.011955j 0.0534732-0.0229531j -0.00564425-0.0161736j -0.0164171+0.0362734j -0.0413477-0.0398298j -0.0519801-0.0827341j 0.000361218+0.0214248j -0.00304745+0.0886877j -0.0621551+0.016135j 0.0148461-0.0115739j -0.10321-0.00173712j 0.112309+0.0323827j -0.0253544+0.0300005j -0.149807+0.052683j -0.0479929-0.0789876j 0.0845839+0.0455214j -0.0962765-1.29757e-15j -0.147373+0.0795498j 0.0174448+0.149956j 0.0226785+0.0921382j 0.0311276-0.0779256j 0.0979477+0.0108182j 0.141826-0.0926986j -0.0241923+0.0107027j -0.117973+0.0910971j -0.0446325+0.124834j 0.0246175+0.0536541j -0.234221-0.140161j 0.133756+0.0637873j -0.058534+0.00653879j -0.0587068-0.0298551j -0.0394839-0.0742876j -0.0447722+0.128089j 0.0750672+0.0355534j -0.0250868-0.0535858j 0.008924-0.00217525j 0.101834-0.00926029j 0.126985+0.0643967j 0.0295219-0.0146203j -0.0559129+0.0351663j -0.0603621+0.00727451j 0.0324549-0.0567521j 0.00146127-0.0150734j -0.0805414+0.0944569j -0.0776224-0.000169668j 0.0139425+0.0801122j 0.000784138+0.0009823j -0.031733+0.0600392j -0.051733+0.0981653j -0.0366912-0.147838j 0.084134+0.00439579j -0.0808749-0.00409541j 0.0497744-0.0631354j 0.00184385-0.0480835j 0.0102623+0.00856798j -0.0425355+0.00450876j 0.0376459+0.0149903j 0.0312904-0.0307163j -0.0489119+0.00898458j 0.00106873-0.0232098j 0.0153053+0.0271814j 0.0251174-0.0238409j 0.0247504+0.0509859j 0.048573+0.0728943j -0.0319602+0.0871675j -0.0513837+0.0089746j 
-0.0141315-0.0295783j -0.0236712-0.00894559j 0.0169262+0.0293835j 0.0179289+0.0113187j -7.77405e-05+0.0474349j -0.0263541-0.00536406j 0.0127422-0.016968j -0.00435883+0.00624129j 0.00339994+0.00947791j -0.0663585-0.00265659j 0.0138683+0.0039414j 0.0655533-0.0864967j 0.028521+0.0453663j 0.0783104+0.0297477j 0.00214802+0.00440023j -0.00975412-0.0718572j 0.00969138+0.0628826j -0.00191647-0.0372669j 0.0777992+0.0387758j -0.0195131-0.0464754j 0.0171714-0.0956115j 0.0514928+0.083673j -0.147373-0.0795498j -0.173478-1.13624e-14j -0.0910933+0.0142894j 0.123764+0.0648156j 0.121632-0.0811087j -0.0998927-0.00720428j 0.100656+0.061501j -0.0160397+0.0280796j 0.0261018-0.0189442j -0.037849-0.00829843j -0.179146+0.0127652j -0.0825382-0.0641977j -0.0187839+0.115082j -0.00185253-0.00660957j -0.0223546-0.104269j 0.117765-0.0497431j -0.0698311+0.0400614j -0.0692531-0.0949754j 0.0410663-0.0128032j -0.0317986-0.0224683j -0.00802521+0.00537836j 0.146072+0.0101232j 0.0487216+0.00802671j 0.131588+0.00830152j 0.0523388-0.00331106j -0.0349566+0.0841812j -0.0465195-0.0237086j 0.060855-0.0245911j 0.035223+0.0785732j 0.0198703+0.0286267j -0.100574-0.0437163j 0.00784299-0.132869j -0.0117807-0.0449468j -0.0258175-0.0155187j -0.113939+0.012574j 0.0432728+0.0659446j -0.0381767+0.0649985j -0.0191124-0.106695j 0.0395211-0.0539032j 0.039226-0.010837j -0.0309107-0.0870299j 0.0120964+0.0331015j 0.0109854-0.0183913j -0.0558633-0.0228063j 0.0109532+0.00939814j 0.0137619-0.0698133j -0.0323956-0.0646873j -0.0555988+0.0215406j 0.0385998-0.0200541j 0.0171837+0.0332312j 
0.00608602+0.0137543j 0.0119967-0.000792763j -0.021677-0.0244354j 0.0233508-0.0267548j -0.0159821-0.0174327j 0.0336892-0.0450699j 0.00415573-0.00208754j -0.0213391+0.0408753j 0.0310447-0.0271188j 0.0313793-0.0198315j -0.0340127-0.0305438j -0.0210822+0.0598761j 0.0643338-0.0392717j -0.016529+0.0259842j 0.0525266+0.00828215j 0.00455578+0.0154217j -0.0472472-0.0664554j -0.0467553+0.0466264j 0.0350178+0.0979009j 0.0641925-0.0585675j 0.0878408-0.0892673j 0.0552393-0.0295273j 0.0174448-0.149956j -0.0910933-0.0142894j -0.117161-5.0307e-17j 0.0319346-0.00187563j -0.15454-0.0591031j 0.0789269-0.0753626j -0.0280669-0.0552283j 0.00831786+0.096296j 0.1044+0.148933j 0.0623656-0.0822375j -0.0897366+0.0101254j 0.059602-0.0757412j 0.0653847-0.00299858j -0.0243571-0.0116682j -0.0756807+0.0867711j -0.0184057+0.0975084j -0.122728-0.0259193j 0.0281804+0.0277414j 0.0448464+0.0317567j 0.0279575+0.00407017j -0.0371925+0.0117888j 0.0637112+0.0303303j 0.04568-0.0224122j -0.018401+0.067526j 0.0407541-0.0114476j 0.0522763-0.112006j -0.0137888+0.0358898j -0.0384375-0.0299571j -0.0111833+0.0998695j 0.0102906+0.0679037j -0.0202853+0.0617398j -0.0361792-0.0104857j 0.00982392+0.0422533j 0.00390279-0.0691372j 0.0562385-0.029427j -0.0638316+0.0352325j 0.0747607+0.0374436j 0.0630245-0.0582407j 0.0598892+0.0794875j 0.00466753-0.0298472j 0.00847974+0.0418041j 0.0550586-0.0121464j 0.0575764-0.0416134j 0.0325105-0.0199404j -0.00612248-0.0272737j -0.100033+0.0182223j 0.0416462-0.0789603j -0.041875-0.0473844j -0.0110499+0.0310334j -0.0408712-0.0170976j 
