0.142641+0.131066j 0.144408-0.147908j 0.179992+0.141125j -0.0568193+0.187139j -0.0637281-0.0923991j -0.170897+0.0620521j -0.252556-0.0143147j -0.0406304+0.200209j 0.145877-0.0360874j -0.0789713+0.0340913j -0.0736164-0.0501805j -0.0448186-0.141918j 0.0568411+0.0729201j -0.125913-0.064865j 0.0396581-0.0636084j -0.093895+0.120378j 0.0250016+0.178815j -0.0980193-0.21961j 0.0907674+0.0569061j -0.0154816+0.0248881j 0.00637665+0.0944349j 0.0519419-0.0726223j 0.165179-0.105986j -0.00075163+0.00646872j 0.156816-0.0258578j 0.0204173-0.149418j 0.0714643-0.12317j -0.125579-0.0345554j 0.165734-0.0531705j 0.0241587+0.0933094j -0.102086+0.206731j 0.21089+0.0928556j 0.127832+0.211523j 0.191544-0.128599j 0.074482-0.0255518j -0.0315024-0.0563426j -0.000766493+0.0597186j -0.0844468-0.026376j -0.0388601-0.0462625j 0.0243649-0.0281221j 0.0144722-0.0164583j 0.0187826-0.0226539j -0.022014+0.0369322j 0.00358244+0.050702j 0.020725-0.022798j -0.00910737-0.0166408j -0.03438-0.00308626j -0.0536256+0.0178051j 0.000646019-0.00705429j 0.0192315+0.0129365j 0.0063341-0.0454408j 0.046594+0.0171269j 0.0119221-0.0303639j 0.0101185+0.0252997j 0.0215582-0.0049404j -0.00427848-0.00237661j -0.0204041-0.0122805j -0.022083-0.0219538j -0.0384173+0.0103964j -0.0147692+0.00439918j -0.00761885+0.0160019j -0.0163222-0.0373722j 0.0177921+0.00369192j 0.0171177-0.00197007j -0.0168156+0.0118776j -0.0297486-0.0061196j 0.00144636+0.0373526j -0.00050996-0.00837578j -0.00659219-0.0312737j -0.0326453+0.00725381j 0.0125854+0.0769516j 0.0761204-0.0113698j 
0.00233489+9.29497e-05j 2.95666e-05-0.00336947j 0.000426833-9.1539e-06j 0.00151296+0.00401749j -0.00169208+0.0010868j -9.97286e-05-0.000535186j -0.00334491-0.00384474j 0.00135204-0.00285592j 0.0071736+0.0016023j 0.0058647-0.00324608j -0.00361839+0.00729809j -0.00221096-0.00172853j 0.00529819-0.00358076j -0.0022449+0.00343186j 0.013886-0.000100863j -0.0118659-0.00491808j 0.00746327+0.00274303j 0.00606094+0.00203328j 0.00252922+0.0159449j 0.000275614-0.0017411j -0.00341979+0.00260893j 0.00107481-0.0045189j -0.00641986+0.0018899j 0.00347399-0.00715087j -0.00580667-0.0114962j -0.00194302+0.00639479j 0.00104347-0.00113666j -0.00384059-0.00140071j -0.00130437-0.00129822j -0.0011688+0.000440162j -0.00116128-0.000778289j -0.000123227+0.00050877j -0.000342899-0.00171647j -0.00114734+0.0017852j 0.000128592+0.00261868j -0.000436255+0.0013028j 0.00386563+0.00225286j -4.02806e-05+0.00330294j -0.00482846-0.00561153j 0.00279753+0.00395949j 0.00426362+0.00574726j -0.00310789+0.00246263j -0.00359076+0.00201823j -0.00102589-0.00308794j -0.00158583+0.00316178j 0.000839918-0.000619077j -0.00416901+0.00911338j -0.0041707-0.00489437j -0.0011876+0.00308613j -0.00195516-0.00121089j 0.000336449-0.00111416j -0.00419314+0.0083134j -0.00376784+0.000981276j -0.0045123+0.0108243j 0.000205631-0.00363178j 0.00726536+8.26956e-05j 0.00103484-0.00345999j -0.000547759-0.00983561j -0.00677528+0.00637832j 0.00453122+0.00957791j 0.00250992-0.00389101j 0.00229574+0.00177092j -0.0067158-0.00749125j 0.00217496-0.0103603j -0.00607875+0.00413906j -0.00169908-0.00308517j 0.00336558+0.00577711j 0.00756714-0.00124181j -0.00257359+0.000260946j -0.00370257-0.00158894j 0.0021694+0.00236451j 0.00400471-0.000528272j 
-0.00115301+0.00213894j 0.0030069-0.000207057j -0.00163255-0.00499118j 0.000676975-0.00160156j -0.00449266-0.000216994j 0.004035+0.00721399j 0.000603274-0.00559676j -0.00346294+0.00118012j 0.00801073+0.000987912j 0.000197218+0.00133176j -0.00125411+0.00378398j 0.00284247+0.00286648j 0.00648338-0.002371j -0.00317058+0.00294081j 0.00490502+0.00073594j -0.00574202+0.00231838j -0.00367994+0.00490656j 0.00091294+0.00608134j 0.0029535+0.00435542j 0.00334937+0.00253342j 0.00264112-0.00226736j 0.00113243-0.00170191j 0.000508227-0.00429809j 0.000585103+0.000543308j -0.00459245-0.000358889j 0.000556209+0.00958201j 0.00443076+0.00549844j -0.000886904+0.00459002j 0.00828973-0.00416724j 0.00364783-0.00159614j 0.0030501-0.00436256j 0.000676965-0.00193363j -9.73671e-05+0.00162648j -0.00403871+0.00211694j 0.00555814+0.000523626j -0.0010243+0.0022608j 0.00392303-0.000477144j 0.00738711-0.00338674j 0.000338143-0.00545971j -0.00717434+0.00328144j -0.00129482-0.00136633j 0.00582663-0.00576374j 0.00355427+0.00372271j 7.2455e-05-0.00411698j 0.00437838+0.00331071j 0.00064664+0.00132327j -0.00762392-0.00787709j -0.00341178+0.0155187j 0.00720543-0.00961982j -0.00659775+0.000699679j 0.00536151-0.00369833j 0.00493417-0.000302694j 0.00753273-0.00857585j 0.00223387-0.00642697j 0.0115203+0.00761237j -0.00578059+0.00198547j 0.00663908+0.00604513j 0.00896258+0.00824769j 0.0129478-0.0175242j 0.00534302+0.00462984j 0.0014191-0.00536199j 0.00505951+0.00533696j 0.00407719+0.0125393j 0.00726898-0.00249676j -0.00119155-0.00219242j -0.00868059+0.00202242j -0.00338279-0.00716381j 0.00745757-0.0111274j 0.000453405-0.00177689j -0.0036073+0.0113127j -0.000877194+0.000456692j 0.00152704+0.00168876j 
0.00154457+0.00135178j 0.00343768-0.00265953j 2.85396e-05-0.00296399j 0.000883489+0.00364295j -0.000634298+0.00233751j 0.000633068+0.00452454j 0.00443537-0.00226366j -0.00159119-0.0066048j 0.00150212-0.0057544j 0.000559842-0.00337755j -0.0029424+0.00295651j -6.20126e-05-0.00233095j -0.00497032+0.00460733j -0.0102467-0.009786j 0.00695002-0.00151223j -0.00193939+0.00466049j -0.00273717+0.00812293j 0.00294098+0.00276917j -0.0061458-0.00556675j 0.0095942+0.00372916j 0.00531012-0.00627351j -0.00183563+0.00233701j 0.000102082-0.00221745j 0.00405854+0.0020755j 0.00267639-0.0109171j 0.00178663+0.000436517j 0.00372665-0.00136524j 0.00545148-0.0013114j 0.00803649-0.000644085j 0.00454528-0.00535748j -0.0021387-0.00783797j 0.00749927-0.00482294j -0.00144875+0.00416595j 0.000356805+0.00346267j -0.00171569+0.00287368j -0.00317504+0.00446924j -0.00433025-0.000667025j -0.00252873+4.53003e-05j 0.00753728-0.00220067j -0.00129122+0.00940193j 0.00137965+0.00299517j -0.00162919-0.00496107j 0.00100258-0.00327504j 0.00946958+0.0098612j 0.00209442+0.00446964j 0.00106583+0.00138767j -0.0199506+0.0102741j 0.000579783-0.000863824j 0.0168243-0.00243891j 0.00968751+0.00460539j 0.00780963+0.00741678j -0.00656034-0.000524392j -0.00823503-0.0187591j 0.00466292-0.000216868j 0.00290072+0.00545299j 0.00230044+0.00364475j 0.00513463+0.00231252j -0.00606085+0.00470464j -0.000561759-0.00789438j 0.00693419-0.00930335j 0.00429584-0.00826012j -0.00440498+0.00521761j 0.00547303-0.0169913j 0.010388+0.00308833j -0.00505513+0.00110936j 0.00193438+0.00324478j -0.00333673+0.00795012j 0.00466688+0.000883082j 1.25203e-05+0.00417464j -0.0014888-0.000134686j 0.000878356+0.00084524j 0.00226825+0.00402317j 
0.00445094-0.00110927j -0.00076428-0.00474678j -0.00239309+0.00248482j 0.00539661+0.0024431j -0.000151879-0.00809995j 0.00216445-0.01455j -0.00201819-0.00337012j 0.0101924+0.00492712j -0.0111779-0.00936146j 0.00141468-0.00433419j 0.0049756-0.0100606j -0.00691032-0.00661426j -0.00960093+0.00209362j 0.003669-0.00697793j 0.00378913-0.00930255j -0.00219395-0.00870535j 0.00878142-0.0145984j -0.00517698-0.00832462j -0.0102721-0.00216178j -0.00262777-0.00703529j -0.00177725+0.00673321j 0.0020476-0.00374248j -0.0103921+0.0132911j 0.0037617-0.00799765j 0.00944387-0.00850886j -0.0140068-0.0155371j -0.0103953+0.00484556j -0.00439964-0.00428411j -0.0145234-0.00329043j -0.00789312+0.0108881j -0.00300974+0.00842582j -0.0068044+0.00939159j -0.00574498+0.00594791j -0.000508522-0.00527541j -0.00100018+0.00183178j -0.0042094-0.0021786j -0.00361481+0.00338475j 0.000426041-0.00493457j 0.00276973-0.00199939j -0.000404174-0.00189894j -0.000418915-0.00547717j 0.00204159-0.00358519j -0.00141621+0.00635668j 0.00724854+0.00624397j -0.00405744+0.000645445j -0.00224781+0.00163158j -0.00645753+0.00863598j -0.0061542-0.000304123j 0.00625824+0.00594706j 0.00821773-0.00439958j 0.00975429+0.00105215j -0.0060102-0.000261635j -0.00167632-0.00867179j -0.0013868-0.00115364j -0.0107972-0.00305685j 0.00587452-0.000544195j -0.00185607+0.000701142j 0.00386462+0.00929821j 0.00168698+0.00175233j 0.00892249-0.0205231j -0.000396636-0.00741673j 0.00566963+0.00251309j 0.00361239-0.00105072j 0.00446446-0.00264314j -0.01379-0.0067443j 0.000574951-0.00194985j 0.0106708-0.00107918j 0.0040023+0.00828864j -0.000846608-0.00957316j 0.0053216-0.00145564j -0.000563026+0.00687715j 0.000319328-0.00406021j 
0.00113314+0.0026815j 0.00381758-0.00106591j 0.00203238+0.00179024j -0.000430351+0.00143109j -5.54899e-05-0.00328463j 0.00484579+0.000682982j 0.00206848-0.00615816j 0.0104413-0.000107128j -0.0020377-0.00671544j -0.00787462-0.00483464j -0.00114389-0.00191226j -0.0100201-0.00182586j -0.0205086+0.000350453j 0.000769917-0.00360724j -0.00847031+0.00919127j 0.0162036-0.000579035j -0.00280267-0.0042537j 0.00244308-0.00351702j 0.0114339-0.00618148j -0.000798855-0.00592824j -0.00994904+0.00111203j 0.00614893+0.00166558j 0.00810637-0.0117541j -0.00030884+0.00271539j -0.00505626+0.00269893j -0.0111953-0.00706905j 0.00320665+0.00397018j -0.000652918-0.0043082j 0.00226807-8.39414e-05j -0.0010618+0.000573391j -0.00443828-0.00173953j 0.000136518+0.00211419j 0.000247268+0.00404432j -0.000125802-0.00121971j -0.000390607-0.0028459j -0.00832003-0.00344969j -0.00665239+0.00414727j -0.000366001-0.00366509j 0.0108609+0.00129063j -0.00187504+0.00161127j -0.00217384-0.000304455j -0.00686737+0.00547042j 0.000638826-0.010365j 0.00584984+0.007074j 0.00393077+0.00804114j -0.014868+0.00171155j 0.00367491-0.0176761j 0.0168593+0.0177527j 0.000801222-0.0153157j -0.0035063-6.41285e-05j -0.00214191+0.00448229j 0.0103312-0.00837877j 0.00358452+0.00355064j -0.000709911-0.00089119j 0.00176577+0.000763986j -1.07018e-05+0.00396145j -0.0195335-0.00553815j 0.00191045+0.0120674j -0.0096932+0.00036971j -0.0022087-0.00259641j -0.00341351+0.00289583j 0.00311446+0.0106388j 0.00529079-0.000283511j -0.0160858-0.00344151j 0.00389978+0.0054837j 0.00155543-0.00440833j 8.99491e-05+0.000720957j 0.00304515+0.00462512j -0.00190144-0.00142618j -0.0014245-0.000131565j -0.00245043+0.00278336j 0.00226306+0.0042674j 
-4.50379e-06+0.00399693j 0.00219889+0.00259701j 0.00755067+0.00398941j 0.00116349-0.00828226j 0.00355427-0.0021495j -0.00248228+0.00484903j -0.00568064+0.00788616j 0.00348906+0.00240319j 0.00553923-0.00178366j 0.00891648-0.00805928j -0.000726296+0.00836331j 0.00704156-0.00238041j -0.00341018-0.00943958j 0.0153057+0.00166288j -0.00537052+0.0132326j -0.00501953-0.0182086j 0.0194268-0.0023917j 0.000863329-0.00260656j 0.00193509+0.00505119j -0.0065529+0.00580923j 0.00288301+0.0159065j -0.00111272-0.0127836j 0.0168233-0.00623948j -0.00579006-0.00307559j -0.00500016+0.0120789j 0.00527307+0.00664333j -0.00425612-0.00638465j -0.000612284-0.000247311j 0.000394381+0.00348953j 0.00833932+0.00144008j 0.00331677-0.000306889j -0.00109007-0.00478942j 0.00303899-0.00309774j 0.00281151+0.00620674j 0.000976474-0.00684629j 0.00522539-0.00045242j -0.000523639-0.00272111j 0.00299639+0.00015588j 0.0035105+0.00654577j -0.00166153+0.00388967j -0.0040688-0.00209136j 0.00162094+0.00122634j -0.00588629+0.00614424j 0.0015194+0.000746762j -0.00605822-0.000927684j 0.00225315-0.00112702j 0.000541958+0.00266096j -0.00575659-0.00102336j 0.00416035-5.29652e-05j 0.00319111+0.00629041j 0.000225595+0.00162745j -0.00161987+0.00786211j 0.00362036-0.00439017j -0.00033493+0.00303675j -0.00390933+0.00540803j -0.00484049-0.00775771j -0.0031146+0.00162645j -0.00024746+0.00082664j 0.00335091-0.0133985j -0.00396792-0.0089856j 0.0013904-0.000864478j -0.00310984-0.00134667j 0.00198405-0.0060894j 0.00350936+0.00518435j 0.00416623-0.0018326j 0.000952637+0.00226106j 0.000790787+0.00193919j -0.00216413+6.87685e-05j -0.00204963+0.00207343j -0.000429526-0.00262323j 0.00124188-0.00274722j -0.00119405+0.000712683j 
0.000321242+0.00550956j 0.00194107+0.00226688j 0.00636678+0.00380358j 0.00165887-0.00675903j 0.000903447-0.00343513j 0.00491563-0.00159935j 0.00586626-0.00255026j 0.00501737+9.57832e-05j -0.00919448-0.0148727j 0.00037073-0.0078609j -0.00315953-0.00363973j 0.00882511-0.000743834j -0.00432768-0.00111037j -0.00255718-0.0117301j -0.00538198-0.00787655j -0.000629064-0.00403451j 0.0125154-3.8992e-05j -0.00538101-0.00447377j -0.0289069-0.0175353j 0.0128937+0.00296421j 0.011831+0.00107626j -0.00226118+0.000163299j 0.0157526+0.00442316j -0.00291375-0.00344485j 0.0103544-0.00599852j -0.00175243-0.00221892j 0.00242902+0.00773921j 0.00542649-0.00170199j 0.000612127+0.00399139j 0.00872032-0.00249345j 0.0037177-0.000671475j -0.000906636-1.71499e-05j 0.0042926-0.000993139j -0.000217384+0.00709801j -0.000688608-0.00749244j 0.00135919-0.00344065j 0.00160941+0.00104343j 0.00663951+0.00155556j 0.000987315+0.00475456j -0.00482782+0.00744702j -0.00394682-0.00378186j 0.00229149+0.00600884j -0.00309932+0.00993967j -0.00188624-0.00683269j -0.00593334+4.89483e-05j 0.000572923-0.00189463j 0.000363845-0.000167767j -0.00534563+0.0067746j -0.0043551+0.00345356j -0.00588931+0.00464319j -0.00448406-0.000445999j -0.000158684+0.0130695j 0.00856807-0.00321333j -0.00501301+0.0135833j -0.000761165+0.000882605j -0.00314943-0.0100254j -0.00337771-0.000106359j 0.00437037+0.000234832j 0.00197472-0.0170018j -0.000824292+0.00242037j 0.00423975+0.00175027j 0.00239596+0.000981076j -0.000680014-0.0030688j 0.00100189-0.00399865j 0.00446007+0.00407393j -0.000368391-0.00178568j 0.00443819+0.00329186j 0.00427627-0.00438456j -0.0033048+0.00208414j -0.00194613-0.000238086j 0.000194763-0.00132139j -0.000782073+0.000869915j 
0.00317613-0.00214981j -0.000810183-0.00167411j 0.00337224-0.00181626j -0.00141537+0.000187779j 0.000434563-0.00343563j -0.000428994+0.00150117j 0.00206602-0.000491699j 0.0052748-0.000419172j -0.000793813+0.00312469j -0.00506863+0.00447915j 0.000213491-0.00221847j -0.00396132+0.000274831j -0.00832552-0.000711786j 0.00462197+0.000477534j -0.00736902+0.0159877j 0.00798232-0.00170643j -0.00979838-0.003238j 5.66984e-05+0.000384284j 0.0122318-0.00466069j -0.00699075+0.00131637j -0.00514484+0.0026659j 0.00503949+0.00427297j 0.00485319-0.0139258j -0.00362265+0.00820584j -0.00176664+0.0125081j -0.00148763+0.00203595j 0.00118297+0.00213288j -0.000845777-0.00138885j -0.00156225+0.00324464j 0.00155203-0.00284392j 0.00282953+0.000624586j 0.0035436+0.00353804j -0.00294556-0.000606698j -0.00128207-0.00283478j -0.00349934+0.00905933j -0.00612721-0.00345198j 0.00227933+0.000465027j 0.00157233+0.000274796j -0.00738694-0.00208044j 0.00432558-0.00314542j 0.00720856-0.00152489j -0.00387683+0.000435743j -0.00707276-0.000821119j -0.00275383-0.00292341j 0.00265691+0.003256j -0.000133849-0.00339567j -0.00182502+0.0171568j -0.00610288-0.00998068j -0.00516048+0.00388144j -0.00473605+0.000914525j -0.00311057-0.00535795j -0.00338248+0.00853762j 0.000184906-6.78931e-05j -0.00663381+0.00563033j 0.00329089-0.0129873j 0.00753983+0.00421343j 0.00812649+0.00148211j 0.00122242-0.00343189j -0.00496936+0.00630614j 0.00937116+0.0050588j 0.00593717-0.00661854j 0.000613523+0.00514045j -0.0104923+0.00656797j 0.00104118-0.00182553j -0.00516544-0.00273616j -0.00858533-0.00676568j 0.007335-0.00466236j 0.0110629-0.00406109j -0.00208378+0.00230343j -0.00599507+0.000865867j 0.00307984+0.00243836j 0.00166639-0.00199979j 
-0.000128231+0.00178844j 0.000943718-8.73615e-05j -0.00154517-0.00125257j -0.00236522-0.00105802j -0.00109573-0.00165016j 0.00216369+0.000581033j 0.00283686-0.000806521j 0.00101579+0.00190627j -0.00540096-0.000130079j -0.0049328+0.00159976j -0.00310639-0.00619924j -0.00513908+0.00472742j -0.0087329+0.00569649j 0.00323372-0.00305236j -0.014566+0.0115428j 0.0169005-0.00251236j -0.00838776+0.00212103j -0.00416926-0.00113458j 0.00560091-0.012718j -0.00639981-0.000868001j -0.00666816-0.00222932j 0.00232576+0.00475846j 0.00942835-0.0072058j -0.00022653+0.00531529j 0.00144108+0.00816237j -0.0077766-0.0031727j 0.00280728+0.00563121j 0.00480195+0.0002736j 0.00408367-0.00261583j -0.00102058+0.000418344j -1.80261e-05+0.00229227j -0.000787114-0.00191667j 0.00341528-0.0005392j 0.00192408+0.000752836j -0.00118884-0.00346251j 0.00579892+0.00101841j -0.00112983-0.00413769j 0.000219525+0.000599883j 0.00119024-0.00164883j -0.00054856+0.00830521j -0.00414448+0.00204699j 0.00172841+7.69215e-05j 0.00214379+0.00442096j 0.000654226-0.00554303j -0.00204519-0.0077932j 0.00727095+0.00723403j 0.00386812-0.00439851j 0.00396508+0.00095344j 0.000644865-0.00211368j 0.00737464+0.00146948j 0.00418985+0.000911821j -0.0025815+0.00236951j -5.3021e-05-0.00297686j 0.00242623+0.000486763j -0.000641634+0.0043438j -0.00629141-0.00431418j -0.00223337+0.00169745j 0.000507727+0.00366062j 0.00406665-0.00667872j -0.00440349+2.44532e-05j -0.00507109+0.00150439j 0.000320901-0.00302317j 0.00956203-0.00323379j 0.00269147+0.0031581j 0.000384103+0.00182882j 0.0018999+0.00280219j -0.00211163+0.00791604j -0.00489825+0.00268931j 0.0036565+0.00109906j 0.00699025-0.00345512j -0.000813102-0.000445066j -0.000145604-0.000181556j 
0.000281338+0.00351243j 0.000789446+0.000563074j 0.00501095+0.00503275j 0.00420383-0.00263919j 0.00022013-0.00257417j 0.007111-0.0035567j 0.00073842+0.00687711j 0.00295397-0.00269736j 0.00109093+0.00583756j -0.00515495+0.0157316j 0.00459721-0.00495332j -0.00413612-0.0217262j -0.00923407+0.00207918j 0.0100029-0.00331091j -0.00103683-0.0138251j 0.00749116-0.0175867j -0.0116461-0.00188875j -0.00489456+0.00580847j 0.0215212+0.00936979j 0.00470477+0.0238227j 0.00111677-0.0096411j 0.00140248-0.00402687j -0.00759386-0.00323556j -0.0041223+0.00228417j 0.0129201-0.000281292j 0.00204045+0.00118408j -0.00206283-0.000738864j -0.0002254-0.00136124j -0.00461432+0.00224162j 0.00664728-0.00235375j -6.88446e-05-0.00155726j -0.000745326+0.00121989j 0.00237094+0.00194279j -0.000212804+0.00758586j 0.00118003-0.00544767j 0.00175767+0.00870785j -0.00380243-0.00070577j 0.00835325+0.000436564j -0.00453466-0.00233895j -0.00105187-0.00936635j -0.00417468+0.00591029j -0.00411498-0.00619654j 0.00656509+0.0113021j 0.000679911+0.0084944j -0.00188586+0.00637427j -0.00364639-0.00652574j -0.00987424-0.00039783j -0.00623371+0.00220681j 0.00988805-0.00187979j -0.00689704+0.000604995j 0.00297271+0.00643222j 0.0113844+0.000629732j -0.00429967+0.00218677j -0.00735345-0.00766779j 0.00202855+0.0111632j 0.00356434+0.00354409j -0.0010438-0.00138309j 0.0134325-0.0188202j 0.00175024+0.00856889j 0.00781483-0.00479638j 0.0011407-0.0038135j -0.00790882-0.00367882j -0.00123574-0.00544054j 0.00697196-0.000801542j 0.00246805+0.000177196j 0.00725414-0.000216425j -0.000519429-0.00105359j 0.00249175-0.000251983j -0.00527216-0.000335908j -0.00150274+0.00196066j -0.000946453-0.00184257j -0.00170541+0.00240499j 
-0.000542213+0.000225642j -0.000322382+0.00086554j -0.000801651+0.0011019j 0.00124116-0.00161539j -0.00215612-0.0010963j 0.00222873-0.00360603j -0.0029359+0.000782418j 0.00474057-0.00139433j 6.49297e-06-6.26653e-06j 0.000989865-0.00265382j -0.00361271+0.00299353j -0.00850139-0.00577228j -0.0104746-0.000760609j 0.00308691-0.0045934j 0.00341278+0.00184489j 0.00155666-0.00812116j 0.00352616-0.000478952j 0.0033696-2.80354e-05j 0.00872574+0.00569867j -0.000891529+0.00445463j -0.00572944+0.00167172j 0.000864569-0.00548585j 0.00310269-0.00291752j 0.000768074-0.00289399j -0.00334091-0.00389145j -0.0067202-0.000197612j 0.00312471-0.00155016j 3.61359e-05-0.00249947j 0.00175566+0.000591247j -8.02395e-05+0.0016071j -0.0012945-0.000518901j -0.000697083-0.00132636j 0.00375049-0.0027917j 0.000799401+4.85978e-06j -0.00066174-0.00216169j -0.000500324-1.35286e-05j -0.000298094-0.00759772j 0.00439595-0.0033044j -0.00848605+0.00555082j 0.00429586-0.00324863j -0.00231178+0.00677564j -0.00282755+0.0073184j -0.00443252+0.00674416j -0.00770144-0.00274368j 0.00333502-0.00452876j -0.00200544+0.00317498j 0.0101457-0.0173674j 0.000970929-0.00567055j -0.012454-0.00309345j -0.00804631+0.00793897j -0.00572843+0.00124802j 0.00968177+0.000268483j 0.010689+0.0131272j -0.007082+0.00266952j 0.0015722+0.000976332j -0.00159153-0.00126162j -0.00222526-0.00250465j 0.00427855-0.0103476j 0.00188025+0.00947998j 0.00119543+0.0155603j 0.000410083+0.00736385j -0.00134667-0.000932292j 0.00424055+0.00873548j -0.00953942+6.99425e-05j 0.00914249+0.00365539j -0.0058327+0.000460914j -0.0013505+0.00521323j -0.00440313+0.00277339j -0.00033844+0.00109466j 0.00238723-0.00365655j 0.00264319-0.00140875j -0.00122998-0.00114514j 
-0.00110502+0.000864228j -0.000744884+0.00232377j -0.000904597+0.00276201j 0.00413037-0.00426059j -0.00383845-0.00223413j 0.00729101-0.00733626j -0.00033225-0.00785247j 0.00546768-0.00334708j -0.00368364-0.00639904j -0.00335659-0.00292822j -0.00189381-0.000295193j -0.00803768-0.00433361j -0.00988422+0.00255994j -0.00462741-0.00473483j 0.00682134-0.0128671j 0.00643533-0.00669333j 0.0027314+0.00184186j 0.00168449-0.00171021j 0.00325594+0.00237495j 0.00757944+0.00245831j -0.00388412-0.0059385j 0.00297014-0.000969325j -0.00186814+0.00102751j 0.0036417-0.00875015j -0.00202234-0.0162704j -0.0109255+0.00292652j 0.00502745+0.00400156j -0.000975733-0.00772012j 0.000922278-0.00203511j 0.000959864+0.000283404j -0.00157368+0.000158732j -0.00362157-0.000405918j 0.00308141+0.00142528j 0.0011897+0.00310311j 0.00101834-0.000859647j -0.0012539+0.00164414j -1.90868e-05+0.00099456j 0.00381391-0.0044235j -0.000935722-0.00043522j 0.00100226-0.00727171j -0.00442655-0.00216666j 0.000585272-0.00269677j 0.000593469+0.00178953j 0.00278169-0.00158229j -0.000521202-0.00124057j 0.00294033-0.00321956j 0.000725889+0.00092198j -0.00178012-0.00303972j -0.000868649-0.00197773j 0.00162643+0.00137171j 0.00161701-0.00568461j 0.00196048-0.00300876j -0.00179846+0.00361701j -0.00399915-0.0112607j -0.00023177-0.00189291j -0.000284909+0.00183267j 0.00244974+0.00157495j 0.00611074-0.00250561j 0.00145739-0.000694766j 0.000322258-0.00673014j -0.000917266-0.00142582j 5.58433e-05+0.00436331j 0.000410122+0.00565618j 0.00263644+0.00202206j 0.00249864-0.0049614j -4.60003e-05-0.00395373j 0.00175161-0.00753895j 0.00125894-0.000733076j 0.000533281+0.000859122j 0.000726095+0.00257299j 0.000725573-0.00119012j -0.00138005-0.000328228j 
-0.00296209+0.00201708j -0.000776461+0.000702004j -0.00675249-0.000171365j 0.0035351+0.00405022j -4.65014e-05+0.00433608j 0.00537474-0.00219009j -0.00162483-0.00527835j -0.00613926+0.00736082j 0.00408139+0.00710037j -0.00200955+0.00953077j 0.00108561+0.00154173j -0.0055748+0.00563145j 0.00594083+0.00569797j -0.00260319+0.0102467j -0.0010811-0.00665396j 0.0125519+0.000600228j -0.00901706+0.00726829j 8.80771e-05+0.000852957j 0.0146489-7.18678e-05j -0.00230814-0.00333153j -0.0121662-0.0065284j 0.00859425+0.00247651j -0.0108579+0.002998j 0.00487965-0.00420951j -0.00510477-0.00227314j -0.00556904+0.000137984j 0.00211045+0.000481031j -0.00244145-0.000432768j 0.00153578-0.00957551j -0.00618043+0.00236425j -0.00427367+0.00465348j -0.00811662-0.0031752j 0.0013479-0.00220933j -0.000432997+0.00346762j 0.00174773-0.00780869j 0.00277578-0.00207942j 0.000790907-0.00131848j 0.00681054-0.000229391j 0.00259238+0.00227327j -0.00213754+0.00792251j -0.000364375-0.00331579j 0.0084962+0.00224077j 0.00108075+0.0121572j -0.00149764-0.00855943j -0.00676747-0.00208506j 0.00143065+0.000205945j -0.00394764-0.000655062j -0.00834452+0.012806j -0.000843792+0.00586674j -0.0066399+0.00166587j 0.00134439-0.000575796j 0.00590835+0.00882271j 0.0122649-0.0096719j -0.00163742+0.0094321j 0.00161139+0.00644026j -0.00445281-0.0111292j 0.000930387-0.0012156j 0.0094117+0.00461155j 0.00608403-0.0187507j 0.000953829+0.00171864j 0.000764807+0.00110507j 0.00848544-0.00417087j 0.00310572+0.00100102j 0.00690919-0.00893346j 0.00322941+0.000194502j -0.00254689+0.00397548j 0.00263772+0.00237971j -0.00513892-0.0018768j 0.0004777-0.00491082j 0.00272581+0.00477158j 0.000350681-0.00169408j -0.000256904-0.00430941j 
