0.142641+0.131066j 0.144408-0.147908j 0.179992+0.141125j -0.0568193+0.187139j -0.0637281-0.0923991j -0.170897+0.0620521j -0.252556-0.0143147j -0.0406304+0.200209j 0.145877-0.0360874j -0.0789713+0.0340913j -0.0736164-0.0501805j -0.0448186-0.141918j 0.0568411+0.0729201j -0.125913-0.064865j 0.0396581-0.0636084j -0.093895+0.120378j 0.0250016+0.178815j -0.0980193-0.21961j 0.0907674+0.0569061j -0.0154816+0.0248881j 0.00637665+0.0944349j 0.0519419-0.0726223j 0.165179-0.105986j -0.00075163+0.00646872j 0.156816-0.0258578j 0.0204173-0.149418j 0.0714643-0.12317j -0.125579-0.0345554j 0.165734-0.0531705j 0.0241587+0.0933094j -0.102086+0.206731j 0.21089+0.0928556j 0.127832+0.211523j 0.191544-0.128599j 0.074482-0.0255518j -0.0315024-0.0563426j -0.000766493+0.0597186j -0.0844468-0.026376j -0.0388601-0.0462625j 0.0243649-0.0281221j 0.0144722-0.0164583j 0.0187826-0.0226539j -0.022014+0.0369322j 0.00358244+0.050702j 0.020725-0.022798j -0.00910737-0.0166408j -0.03438-0.00308626j -0.0536256+0.0178051j 0.000646019-0.00705429j 0.0192315+0.0129365j 0.0063341-0.0454408j 0.046594+0.0171269j 0.0119221-0.0303639j 0.0101185+0.0252997j 0.0215582-0.0049404j -0.00427848-0.00237661j -0.0204041-0.0122805j -0.022083-0.0219538j -0.0384173+0.0103964j -0.0147692+0.00439918j -0.00761885+0.0160019j -0.0163222-0.0373722j 0.0177921+0.00369192j 0.0171177-0.00197007j -0.0168156+0.0118776j -0.0297486-0.0061196j 0.00144636+0.0373526j -0.00050996-0.00837578j -0.00659219-0.0312737j -0.0326453+0.00725381j 0.0125854+0.0769516j 0.0761204-0.0113698j 
-0.00162837+0.00323863j -0.000548622-0.000333244j 0.00256071+0.000682503j -0.00102143-0.00262144j 0.000618098-0.00151698j -0.00217315+0.00151746j 0.00412603+0.00108616j -0.00056417+0.000273088j 0.00286118+0.000974015j 0.00193341-0.0030979j 0.000200237-0.000579542j -0.003117+0.00120838j -0.000920306-0.0020413j 0.00265525+0.000539259j -0.00291708-0.00048323j -0.000273312-0.00218042j 0.0015874-0.000941008j 0.000569028+0.00188899j -6.67149e-06-0.000156714j -0.000586109+0.00080057j -0.00282688-0.00449599j -0.00060713+0.000956403j 0.000719971-0.00126392j 0.00107913-0.00265267j -0.00056701-0.00246602j -0.00218171+0.00151047j -3.43049e-05+0.000671316j 3.85974e-06-0.00183985j 0.00140287-0.00157585j -0.00149757-0.000900257j -0.000683642-0.00111051j 0.000102555-0.00150622j -0.00145591+0.000928199j -0.00227689-0.000255402j 0.000674014+0.00323284j -0.00265071-0.000242776j 0.00363092+0.00287134j 0.00317455-0.000762639j 0.00225982-8.74423e-05j -0.00280774-0.00698635j 0.000309955+0.00170235j 0.00116082+0.00127665j 0.00367393+0.00144161j -0.0013375-0.00480032j -0.00327363+0.00242447j 0.00260796+0.000250435j 0.0050024-0.00113151j 0.000975942-0.000395484j -0.00109219-0.000945759j -0.000920661-0.00132842j 0.0009587-0.000142465j -0.00297048-0.00300588j -0.00139597+0.00121663j 0.00224639+0.00206007j 0.00146649-0.0013459j -0.00187871-0.00176477j -0.00384826+0.0033853j 0.00282407-0.00407809j 0.000810582+0.00231479j -0.00130469+0.000632688j 0.00192057-0.00338998j 0.00193363-0.00225995j -0.00196651+0.000531876j 0.00156031+0.000832138j -0.000215966+0.000708861j 0.00265682+0.000502148j -0.00476227+0.00436283j -0.00256445-0.000181578j 0.00173681+0.00173826j 0.00411002-0.0011361j -0.000911657-0.0018195j -0.000480008+0.00203054j 
0.00892531+0.00202253j 0.00107159+0.0134469j 0.00633002-0.00616552j -0.00764713-0.00658787j 0.000547685-0.00196408j -0.00103378-0.000947429j -0.00193665+0.000759199j -0.000648855+0.00213296j 0.00218466-0.000489549j -0.00512355+0.00386993j -0.0038925-0.00508588j -0.00328365-0.0031901j -0.000538148-0.00668209j -0.00407493-0.00278422j 0.000379331-0.00250159j -0.0021657+0.00132697j -0.0012596+0.00636953j -0.000619438+0.00266422j 0.000670354+0.000401527j -0.0022888+0.00163064j -0.00633154+0.000434209j 0.00120303+0.0035677j -0.00157464-7.95495e-06j -0.00190042-0.000344056j -0.00265751-0.00138673j -0.00140244+0.000432008j -0.00397331-0.000412016j 0.00154728+0.0016149j 0.00461238-0.00421281j -0.00181692+0.00485052j -0.00470578+0.00052242j -0.000916487-0.00560853j 0.00113845+0.0111667j -0.0158625-0.000682894j -0.000735704+0.00244876j 0.00406935-0.0102543j -0.00816861+0.00146796j -0.00467512+0.00486501j -0.00920144-0.00455892j 0.000881759-0.00499552j -0.00596972+0.00337663j 0.00347676-0.00952309j 0.0040163+0.00656588j 0.00890172-0.00212103j 0.00564962+0.00298848j 0.00139064+0.00850494j 0.00820376-0.0072204j -0.00799107-0.00548413j 0.00347429-0.0085906j 0.00525492-0.00361188j 0.00919904+0.0098881j -0.00862703+0.00318468j 0.00129746+0.00344036j -0.00244484-0.00350591j 0.0065047-0.00227685j -0.00291985-0.00613593j -0.00478334-0.00320986j -0.00244141-2.82312e-05j 0.00398185+0.000120099j 0.00104558+0.00282225j -0.000853937+0.00643056j 0.00204315-0.00360064j 0.000121461-0.0023411j 0.00221276-0.00263125j 0.00451915-0.00825794j 0.000347961-0.00468811j 0.000111441-0.00224592j 0.00096984+0.000858416j -0.00450928-0.00235899j -0.0039449+0.00032852j 0.00136964+0.000447273j 0.000156623+0.000769987j 
9.53346e-05-0.00194945j 0.00325423+9.1199e-05j -0.00178161-0.000453309j -0.00361174+0.00289623j -0.00166511-0.000702114j -0.000640085-9.06182e-05j 0.00318596+0.00130491j 0.00234774+0.00362752j 0.001278+0.00314521j 0.0010928-0.00410432j 0.00144032+0.00605088j -6.48138e-05-0.00220184j 0.000507258+0.000412758j -0.00181818+0.000771451j -0.000494673+0.00136394j -0.000331672-2.78222e-05j -0.000509961+0.002951j 0.000395079-0.00193424j 0.00187047-0.00410109j 0.000839365+0.00039728j 0.00481166-0.000436939j -0.00110546-0.00548117j -8.32935e-05-0.000147096j 0.000936922-0.00123511j -0.000105265+0.00136271j -0.00507884-0.0038375j 0.00316248+0.00126679j -0.00119227-0.00063558j 0.00164131+0.00113694j 0.000320174+0.00281091j -0.00291739+0.00375401j -0.00389739+0.00358965j 0.0046509+0.000808451j -0.00249221+0.00401389j -3.15041e-05-0.00301137j -0.00213879+0.00402236j 0.00063702+0.00241874j -0.00781899-0.0018191j 0.000216588+0.00207497j 0.00206533-0.00289573j -0.00723169+0.00421327j 0.00990678-0.0048581j -0.0115901+0.00160069j 0.00128384+0.00242494j 0.00644731+0.00129137j -0.00421775-0.00066455j -0.00331836+0.00378474j 0.0059586-0.0022943j 0.00373794-0.00730253j 0.00690654-0.00179961j 0.0010181+0.0010211j -0.00358383+0.00485392j -0.00270553+0.00107972j 0.005023+0.00292194j -0.00868218+0.0048711j -0.000965208-0.000726537j -0.00413661-0.00447264j -0.00297614-0.00536573j -0.00221208-0.000548769j 0.00323916-0.00329537j 0.00192188+0.00740057j -0.000670188+0.00515226j 0.00140519+0.00187249j 0.000993882-0.00503139j -0.00132459-0.00116349j 0.000352008-0.00202264j 0.00480403-0.00218505j -0.00135019-0.000593239j -0.00351153-0.00104968j -0.00588861+0.00543619j -0.000134846+0.000815679j 0.00188594-0.00136201j 
0.000220451+0.00232652j -0.00434239+0.000406561j -0.00184186+0.000238155j -0.00147868+0.000874694j -0.00231047+0.00015621j 0.00043838-0.00289377j -0.00475101-0.000458825j 0.00124139-0.00268158j -0.00282905-0.00073661j -0.00483778+0.00424433j -0.00119038+0.00146978j 0.000300775+0.00398433j -0.00144251+0.00143558j -0.00607587-0.00144225j 0.00320034-0.00418391j -0.00152797+0.00255449j 0.00448713-0.00820598j 0.000740526-0.00385187j 0.00237567+0.00134075j -0.00277381+0.0023037j 0.00304519+0.0062076j -5.22257e-05+0.000284311j 0.00160205-0.00312713j 0.00368319+0.000326425j -0.00400921+0.0072189j 0.00369281+0.000278112j -0.00492035+0.00238076j 0.00229379-0.000198978j 0.00256033+0.0021722j -0.00240077-0.00248735j 0.000967405+0.000329269j 0.00180438+0.00399982j 3.67225e-05+0.000159191j -0.00304639-0.00111632j 0.00113267-0.00118093j 0.00190788-0.00499999j -0.00183281-0.00109832j -0.00208122+0.00259189j -0.000119531-0.00121957j -0.00511289+0.00197874j 0.0018051-0.00210727j -0.0030991-0.00173925j 0.00157138-0.00225116j 6.79434e-05+0.00224312j 0.00197012-0.000466112j -0.00323259-0.00316789j -0.00169588-0.00143987j -0.00178511+0.00191545j -0.00353147+0.00231085j 0.000560916-0.00270082j 7.62857e-06-0.00165893j -0.000579487+0.00227368j 0.00322463-0.00351022j 0.000100744-0.00126288j 0.00581303-0.00340006j -0.000126199+0.00153795j -0.00340449+0.000710245j 0.00347703+0.00132045j 0.00327621-0.000638697j -0.000294089+0.00462438j -0.00232763-0.00267311j 0.00126644-0.00710792j 0.000760741-0.00145124j -0.00124715-0.00124159j 0.00476844-0.00212738j 0.00296746-0.00282355j 0.00450987-0.00524062j -0.000936765-0.00025827j 0.000498394-0.000827895j -0.00490966+0.00356435j 0.00130112+0.000154386j 0.000562952-0.00205577j 
0.000644503-0.0064498j -1.04668e-05+0.00341686j -0.00731895-0.00505792j -9.033e-05+0.00714207j -0.0028235-0.00115057j -0.000152146+0.00246102j 0.000842087-0.00399739j 0.00191329+0.00182644j -0.00300165+0.00420438j -0.00164323-0.000338733j 0.00347429+0.00331451j 0.00235616-0.00506708j -0.00167756-0.00374705j -0.00318892-7.31877e-05j 0.000982383+0.00163564j -0.0024378+0.0014995j 0.00250098+0.00209766j 0.000173092+0.00201864j 0.00220746+0.00482567j 0.00201405+0.002277j 0.000341634+0.000941251j -0.00179675-0.00329232j 0.00149865+0.0038725j -0.00155558-0.00170082j -0.00270762-0.00178548j -0.00746011-0.00267636j -0.00172123+0.00199132j -0.00506846-0.000801585j 0.00172495+0.00123123j -0.00194423-0.000102615j -0.000572071+0.000231877j -0.00423616+0.00557253j 0.00947923-0.00100897j 0.00231227+0.00789721j 0.000707236-0.00025413j -0.000244959+0.00757127j -0.00635044-0.00135679j -0.00656671+0.00506535j -0.00563637+0.00444674j -0.00404174+0.00853472j -0.000105948-0.00940146j -0.000239497-0.000738378j -0.00637693-0.00474913j -0.00564335+0.00474325j 0.00516434+0.00419038j -0.00131778-0.00620026j -0.00269458+0.0029556j 0.000853237-0.00288328j 0.00579717+0.00767874j 0.00294565+0.0110402j -0.0034097+0.00148688j 0.00437612-0.000887368j -0.000737145-0.0061248j -0.00478318+0.00233684j -0.000806772+0.00431682j 0.000631953+0.0070101j 1.5959e-05-0.00253413j -0.000157774+0.0045356j -0.00438882+0.00316866j -0.00200573-0.00235096j -0.00134051-0.000513597j -0.00109796+0.003102j -0.00296069-0.000223647j -0.00757849-0.00301928j -0.00312629+0.00652477j 0.00246351+0.00257148j 0.00951944+0.00249077j -0.00264354-8.16077e-05j 1.37099e-05+0.000867087j -0.00378677+0.00666357j 0.000405303+0.000331928j 0.00151204-6.71321e-05j 
-0.00328497-0.0095674j 0.0102446+0.000486011j -1.82087e-05-0.00676387j -0.00551271-0.000246931j 0.00247364-0.00340072j 0.000229358-0.0022671j -0.00444256-0.000406632j 0.0042902-0.00199665j -0.0046199-0.00585691j -0.00204552-0.00344445j -0.00120496+0.00478761j 0.00549808+0.00417426j 0.00326538+0.00529641j 0.00545657-8.22634e-05j 0.00460825-0.00144705j 0.00544689+0.00142722j -0.00433054-0.00419156j 0.00158021-0.000130363j -0.00109394-0.00166467j 0.000264112-0.0010672j 0.00343584-0.00215568j 0.000321132-0.00157623j -0.00192592+0.000490777j -0.00216654+0.0024326j -0.000797004+0.000263848j 0.00472655-0.000459625j -0.000193768-0.00614726j 0.00030201+0.00689052j -0.00723182+0.00419187j 0.00337723+0.00552459j -0.00319079+0.00142161j -0.00517261-0.00594217j 0.00528307+0.00335354j -0.00217184+0.001753j 0.00292761+0.00187992j -0.00213583+0.00426766j -0.00183621+0.00111986j -0.00454548-0.00454745j -0.00457442-0.000749083j 0.00173805+0.00554093j -0.00577605-0.00134015j -0.00296646-0.00348291j -0.00287918+0.00314643j 0.00328031-0.00153443j 0.00699482+0.00623656j 0.00135325+0.00518874j 0.0014282+0.00129138j -0.00446464-0.00594846j 0.00426132-0.00748373j 0.00517008+0.00617506j 0.00167481+0.00369149j 0.00283249+0.00288993j 0.000133221+0.0034519j -0.00608619-0.000116309j 0.00397462+0.00418032j -0.00464791-0.00349628j -0.00157878+3.16723e-05j 0.00118413+0.00391255j 0.00294825-0.00179015j -0.00156879-0.00615171j -0.000836554+0.00476451j 0.00145914-0.000557381j -0.00275289+0.00068231j -0.00426788+0.00128831j -3.088e-06-0.00549842j 0.00140557-0.00125485j 0.00353979-0.00341204j -8.25065e-06+0.00127044j -0.00325262+0.00248361j -0.00250906+0.00167046j -0.00123664-0.00247835j -0.000210123-0.00272033j 
0.0149066-0.000261067j 0.0022937+0.0128124j 0.00788296+0.000732954j 0.000248395-0.00369153j 0.00365562+0.00223157j 0.00442008-0.00166374j 0.0011504-0.00143217j -0.00204707+0.00277157j 0.00246986+0.0040211j -0.0103367-0.00262705j 0.00135824-0.00148981j 0.00608336-0.0102157j 0.0029315-2.30519e-05j -0.00718958-0.000799839j 0.000993502-7.19798e-05j -0.000533431-0.000715529j -0.00176796+0.00565097j -0.00567603+0.00596985j 0.00063043+0.00140035j 0.00405606+0.00391147j 0.00154138+0.00109809j 0.00137337+0.00160297j 0.000776462+0.00307655j -0.00507297+0.00304143j -0.000901636-0.00146463j -0.00379658+0.00110079j 0.00104793+0.00441445j -0.0053736+0.00729912j 0.00156604-0.00732754j -0.0060054+0.00619981j -0.00791784-0.00685867j 0.00345669-0.00153309j -0.00100522+0.000219673j -0.00950284-0.00525913j 2.91343e-05+0.00250599j 0.000339409-0.00481452j -0.00035867+0.00222527j -0.00870734-0.000276971j -0.00686753-0.000157589j -0.00539263-0.00381859j -0.00362272+0.00224089j -0.000429144+0.000601447j -0.000444296+0.00589968j 0.00494427-0.00196796j -0.0037205-0.000613697j -0.000268739+0.00276658j -0.00179879-0.00266039j -0.00579609+0.00112132j -0.00608999-0.00548274j -0.0070446-0.00647893j 0.00298838-0.00599493j 0.00108272+0.00350221j 0.000811767-0.00257624j 0.000737207-0.00024622j 0.00149847-0.00421817j -0.00611147-0.00685305j -0.000846877-0.000706753j 0.00260795-0.00832846j -0.00330821-0.0106614j -0.000791854-0.00273697j 0.0023423+0.00142667j -0.000403092-0.0044509j -0.000795185+0.00241224j -0.00365453+0.00285616j 0.00242441+0.000373108j 0.00425216-0.00814493j 0.00457591-0.000157867j -0.000244153-0.000194785j -0.00418214+0.000541995j -0.000704497+0.00298438j -0.000503611-0.00171845j 0.00354649+0.00087832j 
0.00335287+0.0086028j -0.00395335+0.00133818j 0.00176763+0.00139008j -0.00213335+0.000304704j -0.0017966-0.000579651j 0.000120085+0.00157932j -0.00115551-0.000810593j 0.00243552+0.00108552j -0.00016283-0.000961153j 0.00215003+0.00541605j -0.00130447-0.00219586j -0.0025611+2.46432e-06j -0.00265881-0.00379614j -0.000600588+0.000823237j -0.00168734-0.00163131j -0.00349504+0.000431779j 0.00183127+0.00451986j 0.00252008-0.00398615j 0.0010632+0.00253526j -0.0011004-0.000584125j -0.00281025+0.00165854j -0.000882534-0.00347466j -0.000185815-0.00117161j 0.00327739-0.000134002j -0.00287543+0.00177979j 0.000566848-0.00171436j -0.00120557+0.00139232j 0.00231429+0.000216731j 0.00176899-0.00258358j -0.00169906-0.000316543j -0.00215357-0.00212207j 0.00385704+0.00146202j -0.00403659-0.00206476j -0.0026955-0.00170231j -0.00153502-0.00313573j 0.00298673+0.00309055j 0.00650051-0.000718518j -0.00646121-0.00337642j 8.31393e-05-0.00682428j 0.00128347+0.00175673j -0.00373748+0.001409j -0.00127855+0.00151577j 0.00316686+0.00193733j 0.0017924+0.00188865j -0.0021355-0.000577336j -0.00486477+0.00328385j -0.0035595+0.000797076j -0.00366755+0.00145007j -0.00224449-0.00093316j -0.000968324-0.000928291j -0.00285564-0.0019524j 0.00325366+0.001387j -0.0026288+0.00399072j 0.00141595+0.00315833j -0.00032706-0.0010325j -0.000561954-0.0038931j 0.000639814-0.00362955j -0.000214537-0.00218927j -0.0002347-0.00284925j 0.00125873-0.000569094j -0.00291351+0.00148285j -0.000404714-0.00237069j 0.00432296-0.000148131j 0.000464726+0.00258182j -0.000794756-0.00187041j -0.000635297-0.00433491j 0.00148278+0.000621183j -0.000484209-0.000715804j -0.00196502-0.000870209j -0.000572922+0.000836959j -0.000510378+0.00219346j 0.000920411-0.000518303j 
0.000558673-0.00328098j 0.00320253-0.000169218j 0.00285258-0.00181274j -0.00218802-7.8342e-05j 0.000340502-0.000846665j 0.00207055-0.00249143j -7.86705e-05-0.00235003j 0.00458342-0.00235556j -0.000858877-0.000488708j -0.000857048-0.000371591j -0.00119904+0.00351808j 0.00277721+0.000211708j 0.000542541+0.00120469j 0.000783715+0.000934552j 0.00239645-0.000260666j 0.00152773+0.000518205j -0.000626141+0.00116323j 0.000538993+0.000697758j -0.00273489+0.00140485j 0.00126573+0.000169096j 0.00368754-0.000764644j -0.000747231-0.00303341j -0.00165011+0.00254966j -0.00025599+0.00083316j 0.000838669+5.601e-05j 0.00152897-0.00110144j 0.00192163-0.00240862j -0.000729768+0.00157416j -0.00325379+0.00182795j 0.000552667-0.001406j -0.00225654-0.000621055j -0.00161083+0.000170974j -0.00148922+0.00082734j -0.00254038+0.0001835j 0.00280089-0.00195085j -0.000439737-6.31539e-05j 0.0027733-0.00348721j -0.0108117+0.0052719j -0.00119679+0.00196579j -0.00297743-0.00243166j -0.00132219+0.00235635j 0.00633804-0.00195117j -0.0085485+0.00196803j 0.000918554-0.0074431j 0.00883055+0.000918775j -7.16854e-05-0.00413529j 0.00117621+0.00442185j 0.00510072-0.000362196j 0.00107852-0.00273814j 0.00130244-0.000898541j 0.000969723-0.00176664j 0.00196006+0.00295181j 0.00327684-0.0041947j 0.000298649-0.00114668j -0.00445066+0.00592559j 0.00195452+0.00105466j -0.00298194-0.0057572j 0.00329306-0.000291567j -0.00181101-0.00136448j 0.00176381-0.0043594j 0.0023143+0.000108458j 0.000673628+0.00193566j 0.00106485+0.000367241j -0.00129896-0.00223941j -0.0010921+0.00300244j 0.00521154+0.000727801j 0.00614789-0.000848509j -0.00045613-0.00109629j -0.00274516-0.00115662j -0.00146013+0.00175935j -0.00020292+0.00158151j 0.00160201+0.000510696j 
0.000641758+0.00207506j 6.77666e-05-0.00431546j 0.000951641-0.00097638j -0.00174416+0.000733385j -0.000519545-0.00121976j -0.000127499-0.00132434j -0.00402733-8.5129e-05j 0.0016805-0.00272505j -0.00241192-0.00309089j -0.00108591+0.000883973j -0.0007979+0.00257575j -8.24986e-05+0.00351207j -0.000174923+0.00312581j -0.0014637+0.000797226j 0.00155748-0.00204268j 0.000314467+0.00108097j -0.00179517-0.00486101j 0.00151846-0.00334718j 0.00256417-0.000712605j -0.00158681-0.000470745j 0.00228318+0.00164853j 0.000485633-0.000672261j 0.000208522-0.0024345j 0.00233914+0.00040002j -0.00146478+0.00498794j 0.0032583+0.000407642j -0.000815371+0.00134376j 0.00285592+0.000428288j 0.000235405-0.000809596j -1.91526e-05-0.000527603j 0.000377134+0.000861734j 0.00224164+0.0015301j -0.00262597+0.000457525j -0.00333881+0.000611672j 0.000507602-0.00106448j 0.00181021+0.000574054j -0.00349166-0.003016j 5.87521e-05+0.00387106j -0.00330848-0.00448727j -0.00341883+0.00237917j 0.00371486-0.00058176j -0.00615253-0.00754348j 0.001133-0.0010743j -0.000169522+0.00304069j 0.00330319-0.00114682j -0.00227509-0.00550408j 0.00146694-0.0018966j -0.00290862+0.000952848j -0.000362235+0.004545j -0.000158352+0.000316136j 0.00485141-0.00494761j 0.000648564+0.000930332j -6.04079e-05-0.00616314j -0.00153939-0.000884679j 0.00439388-0.00567277j 0.00180991+0.000445502j -0.00299095-0.00153972j 0.000767218-0.000473256j 0.00651384-0.00588706j -0.000709008+0.0056374j -0.00181607-0.003544j 0.00303015-0.00283644j 0.00452621-0.000421335j -0.00404385-0.000558108j 0.00368143-0.00255147j -0.00139147-0.00638728j 0.00236541+0.00115121j 0.00158067+0.001205j -0.000276886-0.000917436j -0.00423842+0.0010417j 0.00139126+0.00117597j 0.00366846-0.00227667j 
-0.000719318-0.00452562j 0.000887003-0.00045888j 0.00132016-0.000994211j -0.00103512-0.00263004j -0.00138159+0.000483117j 0.00176033-0.00245579j 0.000568614+0.000308266j -0.00154877-0.00225743j 0.00171033-0.000509713j -0.00158723-0.00203577j -0.00239494+0.000683792j 0.00108078+0.00514675j 0.00163392+0.00036367j 0.00133695+0.00067035j 0.000269811+0.000835286j 0.00200058-0.000950064j -0.00138656-0.00345104j -3.72015e-05+0.00299898j -0.000909794-0.00136888j -0.000905616-0.000470539j 0.0011244+0.000132903j 0.000806825+0.00224339j -0.00165051-0.000860893j -0.000802821-0.00142419j 0.00107649-0.00117583j 0.00176501+0.00172575j 0.00123177-0.000519136j 0.00201485-0.00141641j -0.00235444+0.004684j 0.00156104-0.000989487j -0.000505249+0.00331189j -0.00329946-0.00325278j -0.00243564+0.00309443j -0.00663544+0.00119901j 0.00315355-0.000297768j 0.00237526-0.00690193j -0.00938668-4.81667e-05j 0.00919865+0.00467689j -0.00247526+0.00248326j -0.0047327-0.00447428j 0.00265999-0.00194008j -0.000253519-0.00027969j 0.00740524-0.00231786j 0.00736076-0.000439162j 0.000176417-3.84667e-06j 0.00226523+0.00810493j 0.000910991-0.00530967j -0.00323842-0.000512924j -0.000615699+0.00255722j 0.00399669-0.00220471j 0.00657751+0.00614296j -0.00339423+0.00147067j 0.00258457+0.00379147j -0.0011209-0.000551623j 0.00203066-0.00227402j -0.000332373+0.000209499j -0.000225027+0.00263055j -0.000811583+0.00551094j -0.00280221+0.00621479j 0.000367627+0.00423053j -0.00121402-0.000420775j -0.00155928-0.00101888j -0.00320739-0.000330783j 0.00599041-0.00298588j 0.00302163-0.00243547j 4.90658e-05+0.00220759j -0.0054772-0.00493066j -0.000515857+0.00189488j 0.00118533-0.00390666j -0.001637-0.0034512j 0.00099505+0.000113008j -0.00222873-0.00074362j 
-0.00565825-0.00137924j -0.00123565+0.00228063j -0.00148836+0.000685441j 0.00244088-0.00280044j 0.00225088-0.000670221j -0.00137423+0.00235289j 0.00408616+0.00123318j -0.0026282+0.00274119j 0.000737803+0.00241739j -0.00101808-0.0047279j 0.00296928-9.93952e-05j -0.000987965+0.0022681j 0.0015876+0.000900126j 0.00403427-0.000229377j -0.00145872+0.00127642j -0.00126259-0.000698527j 0.00156911-0.00660645j -0.000223975+0.00322756j -0.00133648-0.0029756j 0.000567582+0.00115308j -0.0023131-0.00431546j -0.0010768+0.00316649j 0.00228065-0.00271494j -0.00141599-0.00345226j 0.00132557-0.00384232j -0.00519292+0.00237199j 0.00109158-0.00129114j -0.00148725-0.000305005j -0.00161189+0.00225789j 0.00154128+0.00299013j -0.000369376+0.00158283j -0.00416566-0.00307507j 0.000108839+0.00255132j 0.0024036-0.00408388j -0.00168113+0.00503647j 0.000777435+0.000731734j -7.9991e-05-0.00122318j 0.0035666-0.00267483j 0.000203954+0.00428616j 0.000938609+0.00514306j -0.00132501-0.00306466j -0.000486856+0.00748233j 0.00284362+0.00029387j -0.00261119+0.00112305j -0.0060309-0.000161889j 0.00247447+0.00966225j -0.00088751-0.00197406j 0.00171929-0.0029347j -0.00383643-0.00300016j -0.00217242+0.000975482j -0.00583707+0.00819069j 0.00211959+0.000164136j -0.00173001+0.00611737j -0.00150223-0.00210028j 0.00114191+0.00473306j -0.00342208+0.00156042j 0.00624625+0.00631213j -0.00101891+0.00530243j -0.0032598+0.00349206j -0.00152874-0.00498322j -0.000633246+0.000475655j -0.00339021+0.00197603j -0.00650593+0.000729975j 0.00277356+0.00221186j -0.000757547+0.00297537j -0.000118838+0.0048302j -0.000215304-0.00221258j 0.0018101-0.00161984j 0.00169168+0.00315546j 0.00374303-0.000828319j -0.0040498-0.00265341j -0.00483756+0.0016231j 
-0.00128888+0.00513945j -0.00599563-0.000114143j 0.00355285+0.00197191j 0.00347606-0.00450866j 0.00307285-0.00303987j -0.00182874-0.00190825j -0.000997414+3.97646e-05j 0.0036774-0.00103083j -0.00560257+0.000580783j 0.00554531+0.00154384j 0.000974139+0.00495058j 0.000763538+0.00292803j -0.00466934-0.00223333j 0.00429111+0.00235006j -0.00143953-0.00194463j -0.00321519+0.00128315j 0.00292383-0.000474401j 0.00373233-0.00221669j 0.00106997+0.000300744j 0.00105382-0.000149297j 0.000460396-0.000187211j 0.000148348-0.0049357j 0.000739609-0.00172957j 0.00431488-0.00109129j -0.0038559+0.00169944j -0.000481954-0.000513169j 0.000409565-0.00124952j 0.00115441-0.000944041j -0.000536427-0.0015345j -0.00329692-0.0037082j -0.00171975-0.00590215j 0.00339273+0.000938148j -0.00837049-0.00248438j -0.000897355-0.00524823j -0.00536207+0.0023211j -0.00442856+0.000727304j 0.00247018-0.00144029j 0.000841469-0.00322028j 0.00264715+0.00335499j -0.0022768+0.00267053j 0.000783051-0.00305535j -0.00328774+0.00899655j -7.11816e-05-0.00174406j -0.00165894+0.00281241j -0.00757957+0.00051765j 7.38336e-05+0.00133459j -0.00492311-0.000732575j 0.00250423+0.00265821j -0.00444157-0.000389982j -0.00514167-0.000141337j -0.00330752-0.0010192j 0.00338388-0.000278318j -0.00166669-0.0024437j 0.00177144+0.000649954j 0.000652095+6.28272e-05j 0.000374532+0.00174748j 0.00610512+0.00286369j 0.000847255-0.00101022j -0.000792609+0.000342966j -0.00297657-0.000378611j -0.000174679-0.00201132j -0.00053073-0.000456205j -0.00282453+0.000624594j 0.00102768+0.00182596j 0.00188609+0.00527828j 0.000170314+0.00238401j -0.000935169+0.0010096j -0.00235416-0.00171158j 0.00174971+0.00042226j 0.0019138-0.000127492j -0.000591311+7.21543e-05j -0.000764637+0.00119135j 
