-0.0071276-0.00663309j -0.00529627+0.0011581j 0.00388803+0.00367956j 0.00907878+0.0165496j 0.0044997+0.00848282j 0.00248347+0.00225136j -0.00399517-0.00148865j -0.00384196-0.0100064j -0.00626168-0.0305745j 0.00513839+0.018481j -0.00614684-0.00516604j 0.00192642+0.0236292j 0.00615928+0.0169209j -0.0050323-0.00213167j 0.00111388+0.0151018j -0.00635123-0.01253j 0.0036615+0.00252695j 0.00205328+0.0110705j -5.67309e-05+0.0014112j 0.00147752+0.000455814j -0.00678502+0.0255907j -0.000114969+0.000441107j -0.00509759+0.00728847j 0.000809622-0.00458297j -0.00578597+0.000964075j 0.00309413-0.0184292j 0.00590338-0.00494626j 0.00532559-0.00218937j 0.021401-0.0103566j 0.00696117+0.00684286j 0.0181983-0.00680562j 0.00278504+0.0147734j -0.0012129+0.00208861j -0.00831616+0.00740871j -0.0115992+0.00730314j -0.00839507+0.00155223j -0.00509279+0.00370682j -0.00493448+0.00669842j -0.00502264+0.000447977j 0.0154432-0.00592152j -0.0128191+0.00732394j 0.0132721+0.00167472j -0.0217372+0.00801673j 0.00897445-0.00781812j -0.00929286+0.00245263j -0.00879857+0.00341802j 0.008346-0.000168692j 0.00534912-0.000496699j -0.00471275-0.000183282j 0.00815641+0.00127936j 0.00674427-0.000420048j -0.00643916+0.000422651j 0.0123974-0.000934598j 0.00749391-0.00457035j 0.0145004+0.00414589j 0.0131187+0.00402746j -0.0101756+0.000529773j -0.00964724-0.00166272j -0.00338883-0.000873514j -0.000685609+0.00029287j 0.00234121+0.00311754j 0.0105606-0.000273208j -0.00629465-0.00518916j -0.0080057-0.00126671j -0.0119123-0.00746949j -0.00116447+0.00299299j -0.00668045+0.00109299j 0.00840024+0.00532437j -0.00479048+0.00158659j -0.00989155-0.00632054j -0.0118864-0.00496435j -0.00786676+0.0017454j 
-0.00136384-0.000516709j -0.00228443-0.00108839j 0.00349144+0.000950578j 0.00397372+0.00133361j -0.00316629+0.000648269j 0.000985079+0.00346041j -0.00216049-0.000891672j 0.00633831-0.00110351j -0.00147583-0.00257604j -0.00156666+0.000343333j -0.00310959-0.0030908j 0.00522206+0.00169278j 0.00399226+0.00402151j -0.00459513-0.011128j 0.00340975-0.00109814j -0.0110198-0.00209697j 0.000900911+0.00334275j 0.000232319+0.00218556j 0.0144915-0.00170847j -0.0118453-0.000694608j 0.0101067+0.00571834j 0.0292509-0.00623075j -0.0103074+0.00550107j 0.00980583-0.00115973j -0.0211019-0.000164714j 0.00658711-0.00348254j -0.00441502-0.000339219j -0.0175583-0.00881779j -0.00724587+0.00600251j -0.0173904-0.0116149j 0.00527898+0.00626026j -0.00779781-0.00713617j -0.00194137+0.00212427j 0.00441146+0.00274207j -0.0028078+0.00147494j 0.000265458+0.00361489j -0.00284615-0.000760416j -0.00233837-1.45875e-05j 0.00192607-0.000149874j 0.00143902+0.00111856j -0.00464603-0.00171113j 0.00433315+0.000975789j -0.00103466-0.000514069j 0.000480149-0.00418571j 0.00326962+0.000342438j -0.000824702-0.000854509j 0.0014771-0.000158181j -0.000637759-0.00179399j 0.00509707-0.000364436j 0.00199405-0.000914688j 0.00701557-0.000891201j 0.00146177+0.00520977j -0.00915138+0.000791923j -0.00133412+0.002706j 0.00371969+0.00221361j 0.00651846-0.00258591j -0.00683119-0.00505594j 0.000163497-0.00743269j -0.00972131+0.00526223j 0.00563736+0.00274916j -0.00952928-0.00529938j -0.00211697-0.0011929j -0.0044016+0.00050321j 0.0056218+0.00638121j -0.0059955-0.00312118j -0.00550751-0.0030524j 0.00414007+0.00349476j -0.00547354-0.00825119j -0.00240034+0.00194406j -8.06722e-05-0.00467685j -0.00240412+0.000641228j 0.0038875-9.77466e-06j 
0.00751957+0.00233327j -0.00232976+0.00083392j 0.00764654+0.0013946j -0.00169676-0.00650886j 0.00713484-0.00115054j -0.00427628+0.000116912j 0.00681839+0.00420894j -0.00684-0.00539406j 0.00708383+0.00141769j 0.0207835-0.00745016j -0.00123628-0.00476954j -0.00762321-0.00462681j 0.00664888-0.00797052j 0.0168419+0.00197815j 0.000930055+0.0129888j 0.000293775+0.0137838j -0.0154291-0.0123886j 0.00637411-0.000727164j -0.0253578+0.0151823j 0.018378-0.00823542j -0.0344755+0.00107732j -0.0209711+0.00978334j 0.0214932+0.0108904j 0.0102912-0.00708968j 0.0059693+0.0141925j 0.00274935-0.0140818j -0.00320611-0.00411573j 0.00758672+0.000325524j 0.00444725+0.00682433j -0.00538283-0.00503283j -0.0090649+0.0119509j -0.00990442-0.00107961j 0.00763562+0.00101037j -0.00033567-0.00528205j 0.00422701-0.00148684j -0.000533661-0.00471649j -0.00661115-0.0024656j 0.0032824+0.00531605j -0.00356407-0.00538106j -0.00941048+0.000960371j -0.00464971+0.00472743j 0.00113982+0.00352331j 0.00884194-0.0050683j -0.00251718+0.00681096j 0.00512181-0.00275077j -0.00270469+0.00214878j -0.00436899-0.00746167j -0.0043194+0.0127728j -0.00703723-0.00339584j 0.00122918-0.0100203j 0.00660237-0.00477746j 0.00146849-0.00417275j 0.00170772+0.00328399j 0.0117959-0.0092369j -0.00309943-0.00267471j 0.00640426-0.0120999j -0.0222996+0.0125451j -0.00274803-0.00781511j -0.00235601+0.00100797j 0.0130327-0.00646458j 0.00076242-0.011499j -0.00390107+0.00609578j -0.0102659-0.003102j 0.00158901-0.00113391j 0.00347527+0.00424819j 0.00500979+0.0046532j -0.000632331+0.00906415j 0.00375663-0.00563485j -0.00339188-0.00595804j -0.000609074-0.00441071j -0.000780964+0.00306807j 0.0029002+0.00346833j 
0.000117447+0.00208246j -0.00079805+0.00184005j 0.00488404-0.00206533j 0.000418064-0.000634017j -0.00115283+0.000567821j 0.000315606+0.00411604j 0.0057932+0.008449j -0.000753002+0.00138792j 0.00575774+0.0138921j 0.00442842+0.00348861j -0.00793352-0.0038658j -0.00221872-0.0092379j 0.00549876-0.010002j -0.0134712-0.00206385j 0.0187089+0.00440337j -0.00145067+0.0111452j 0.00873336+0.0128054j -0.00642006-0.0188746j 0.0215205+0.00487018j -0.00169338-0.00343038j 0.0125616+0.0118307j 0.0225778-0.00976316j 0.00467147-0.00141293j 0.0197404+0.0080891j 0.0037146-0.00411272j 0.00351561-0.0100508j 0.00251457+0.00255003j -0.00817355-0.0110674j 0.00132577+0.00952568j 0.0025939-0.00355429j 0.00347102-0.00075365j 0.00204336-0.0126807j 0.00667393+0.00107788j 0.0018171-0.00956285j 0.000832559-0.00309421j -0.00223977-0.0105664j -0.00720035-0.000624652j 0.00322663+0.00461265j -0.00190327-0.00635606j -0.00114297+0.00614954j 0.0024082-0.00187788j 0.000762946+0.00144537j 0.000427034-0.0104059j -0.00317462-1.08022e-05j 0.00119692-0.00884469j 0.00244143+0.00819117j -0.00212376+0.00184094j -0.00177296+0.00764224j 0.000324445-0.00442814j 0.00371547-0.000761081j 0.00363581+0.000776133j 0.00767852-0.00705008j 0.00797781+0.000188989j 0.00518947-0.0126063j -0.00151428+0.00626036j -0.00251066-0.00514428j 0.00206281+0.0165925j 0.000393507+0.000681002j 0.000969775+0.00361577j 0.00251897-0.00784352j 0.0105415-0.00395183j -0.00261901-0.00514188j 0.00337975+0.00123739j -0.00526092-0.000665111j -0.00203886+0.00103668j 0.000328651-0.00464823j -0.00791449+0.000855028j -0.00398414+0.00537251j -0.000607553+0.00334811j -0.00103605+0.000614273j -0.00260929-0.000305522j -0.00129143+0.00406938j 
0.00201114+0.00372022j 0.00301736-0.00228817j -0.00705805+0.00383383j -0.00560285-0.00357139j -0.00337222-0.00370058j 8.28302e-05-9.83643e-05j 0.0110699+0.0056667j 0.00114146+0.00316395j 0.0110176+0.00991186j -0.00157885-0.00300032j -0.00326832-0.0165184j -0.00693963+0.00447995j -0.00824668-0.00601887j 0.00652859-0.00474183j 0.010735+0.00595948j 0.00408522+0.00227719j 0.00634414+0.0118943j -0.0151718-0.00745681j 0.0148129-0.000610691j 0.0012869+0.00289683j 0.0125811+0.0172082j 0.011004+0.037692j -0.00622038-0.0223083j 0.00679508-0.0101068j 0.00673719+0.00909743j 0.00233993-0.0107475j -0.00186221-0.000720987j -0.00714823+0.0153957j -0.00433424-0.00596506j -0.00842603+0.0128903j -0.00448949+0.00502782j -0.0119888+0.0133804j -0.00808232+0.00129856j -0.00808048-0.00618732j -0.00416811-0.00272491j -0.00528014-0.00452253j -0.00267842-0.00424313j -0.000923924-0.00644218j -0.00613335-0.00977996j -0.000717146-0.00603746j -0.000779626+0.000707471j 0.00441246+0.00383932j 0.00101358-0.00481866j 0.0074892+0.00452676j -0.00359548-0.00563093j 0.00157816+0.00396247j -0.00300496+0.0006024j -0.00228872+0.0216201j 0.00381971-0.00409102j 0.00078229-0.00795912j 0.00536726-0.012919j -0.00112675-0.00992282j -0.000599492-0.0118369j 0.00539925-0.00852534j 0.00241216-0.00550781j -0.00121788-0.00450888j -0.0045715+0.0169477j -0.00454243+0.00367691j -0.00545797+0.0109368j 0.0051213-0.00786249j -0.00649283-0.0155523j -0.00362333+0.00849579j -0.00545125+0.00180947j 0.00124059+0.00186013j -0.00579727-0.000841827j -0.00107501+0.00102451j 0.00617941+0.00655265j -0.000312968-0.0146809j 0.00377384-0.00491014j 0.000501701+0.00232682j -0.00104407+0.00506123j -0.00147831-0.00794217j 
0.00104581+0.000951254j -0.000776951-0.000745427j 0.00559083+0.00142726j 0.000446944-0.00191583j 0.0015995-0.00102038j -0.00111647-0.000372993j 0.00165692-0.00171858j -0.000464948-0.000412959j 0.00402135+0.00404421j 0.00177886-0.00249325j -0.00331565-1.04178e-05j -0.00772767-0.0110088j 0.0011707+0.000405448j -0.00155444-0.0091476j 0.00259514+0.014408j 0.0191945+0.0173281j 0.00535663+0.00820624j 0.00817473-0.00672461j -0.00285106+0.0165594j -0.0134423-0.0238088j 0.00694708+0.00187019j -0.0124031-0.0270137j -0.00209127-0.00943426j -0.0140092+0.00732926j -0.0231878-0.0294714j -0.00872483+0.0057432j -0.00559069-0.0130793j 0.00587198-0.00729724j 0.00304789-0.00310184j 0.0138139+0.00285975j -0.000566912-0.00404702j 0.00836781-0.00398823j 0.00621331+0.00358879j 0.000670606-0.00379955j 0.00129932-0.00263438j -0.000891601-0.00619411j -0.00216265+0.00172827j 0.00140623+0.0113705j -0.00141906+0.00799483j 0.00233663+0.0101663j 0.000528114-0.00164517j 0.00380288+0.0075304j -0.00122334-0.0156678j -0.00215352-0.0114454j 0.000263867-0.00663001j -0.00289489+0.0105702j -0.00397909-0.0102816j -0.00430706-0.00549454j 0.00293522-0.0100537j 0.00213448-0.00394416j -0.00464417+0.00138201j 0.00301525-0.00663949j -0.000416925+0.00900404j -0.0036337-0.0118337j -0.0107902+0.0125826j -0.00616372-0.0100123j 0.00359556+0.0113328j 0.0124456-0.0143736j 0.00496566+0.00782484j 0.003144-0.00647722j 0.00856828-0.00154436j 0.00474783-0.0151304j 0.000817742+0.00550582j 0.000780475+0.0045933j -0.00068256+0.00177066j -0.00319207-0.00643342j -0.00386971-0.00377002j 0.00154224+0.011073j 0.00113644+0.00344753j 0.000345741+0.00296604j 0.0023546-8.81694e-05j -0.00275371+0.00226239j 
1.4836e-05-0.00070123j -0.000843059-0.00398846j -0.00217074+0.00690715j 0.00133806+0.00012481j -0.000703599-0.00245789j -0.000502452-0.00209361j -0.00102078-0.00847422j 0.00827758-0.00469718j -0.00293902-0.0133205j -0.00670103-0.00938025j 0.00919423-0.00183214j -0.0109149+0.00323995j 0.00122201+0.0192111j -0.00440996-0.0199319j 0.0053964+0.0168433j 0.0103341+0.00681537j 0.0156105-0.00566639j -0.00709153+0.0147797j 0.00781057-0.000206115j 0.00486792-0.0301339j 0.0104647-0.00108336j -0.00493021-0.00396705j 0.000428836-0.00735236j 0.0026633-0.00209462j 0.0131714+0.000630393j 0.000285914-0.00440631j 0.00789669-7.96992e-05j -0.00384976+0.016664j -0.00391059-0.00717444j -0.0128046+0.00149001j -0.0066026+0.00826923j -0.0143541+0.00619246j -0.00898942+0.00571955j 0.00333058+0.00856318j 0.00130897-0.000546455j 0.00250934+0.00682749j 0.00301544+0.0011966j -0.00418872+0.00362528j 0.00366293+0.0149362j 0.000443237+0.00508253j -0.00179307-0.00332652j 0.0029357+0.00766206j -0.00332312-0.00680908j 8.30019e-05-0.011298j 0.00453387-0.00281667j -0.00345843+0.00743056j 0.000418204-0.0154464j -0.00578142-0.00779513j 0.00556084-0.0104659j -0.00440616-0.0042115j -0.00399398+0.00851817j -0.0023673+0.000549488j -0.00849572+0.000935786j -0.00415954-0.00782524j -0.00496808+0.00919987j 0.00523366-0.00894008j 0.00425731-0.0156565j 0.0101884-0.0213404j 0.00268684+0.0124421j -0.00488238+0.0115843j -0.00212198-0.0129285j 0.0186307-0.00686849j -0.000420024-0.00401885j -0.00568972+0.00960541j 0.000878466+0.00417187j 0.00617411+0.000505295j 0.00558598-0.000509613j 0.00547135-0.0152706j -0.000448-0.00502278j -0.00257814-0.00282358j -0.000839277+0.00169867j 0.000959288-0.00385005j 
0.0041449+5.64114e-05j -0.00118471-0.00116838j 0.00202833-7.54463e-05j 0.00408983-0.0035707j 0.0101609-0.0027052j -0.002865-0.000701824j 0.0203292+0.0021003j -0.00141102+0.0027055j 0.000594822+0.00367374j -0.0033753+0.000119219j 0.0235017-0.0103981j 0.00846994+0.00285867j 0.00472433-0.0106446j 0.023037-0.00115799j 0.00288803-0.00442063j -0.00425698-0.00948127j 0.00822074-0.00655768j 0.0033841+0.00507149j 0.0057535+0.0153814j 0.00254484+0.00155675j 0.0335558+0.0079137j 0.0235754+0.000518073j -0.033767-0.00885132j -0.0276576-0.00774104j -0.00523036-0.0169846j 0.0119589+0.00121185j -0.00165102-0.0138127j 0.00521051-0.00929364j 0.0046521+0.00349859j -0.00228081-0.00460263j -0.00415531+0.00632336j -0.0070806-0.00407234j -0.00104065-0.00347856j 0.00384639-0.0025399j 0.00840171-0.00262508j -0.000372622-0.00257645j -0.00537557-0.0031444j 0.00189975+0.00287933j 0.00245965-0.00610941j 1.39309e-05-0.00668543j -0.00305222+0.0064413j -0.00831906+0.00443881j -0.00767172+0.0044404j 0.00460348-0.000436211j 0.000988958+0.00827175j -0.00129617+0.00336643j -0.00136343-0.00143002j -0.0039652+0.0047482j 0.00795094-0.00484094j -0.00266657-0.00854224j -0.00919166-0.000911943j -0.0132208-0.00160538j -0.00625715-0.00376722j -0.0066872+0.00294798j -0.00515845-0.00396856j -0.0221492+0.00770995j 0.00895833+0.00629006j 0.00384626+0.00846536j 0.00328326-0.00303397j -0.00195727-0.0045319j 0.00304547+0.00328513j 0.000504947+0.00346869j 0.00163478+0.00454441j 0.00674969+0.00460282j -0.00192449-0.0047644j -0.00362857+0.00219799j -0.00607714-0.00184365j 0.00841207+0.000793533j 0.000289154+3.10418e-05j -0.00447106-0.00663424j -9.50672e-05+0.00376802j 0.000128082-0.00160031j 
-0.00097264-0.000641251j -0.00278872+0.00129324j 0.00181591-0.000255092j -0.00112238+0.000603421j -0.00311822+0.00156896j -0.00146543+0.00158358j -0.00442491+0.00210001j -0.00107043-0.00277249j 0.00067971+0.00184951j -0.0012674+0.00145213j -0.0111333+0.00518551j -0.0018707-0.000655661j 0.000228461+0.00105308j -0.00454775-0.000697183j -0.00238568+0.00468407j 0.00276195+0.000566517j 0.000632462+0.00493899j 0.0106106-0.0119082j -0.00143996+0.00476028j 0.00264105-0.00128194j -0.00326255+0.00569786j -0.00370271+0.00670096j 0.00827215-0.00619192j 0.000223234+0.00305222j 0.0017939+0.014092j -0.0101448+0.000973699j 0.00145414+0.00209593j 0.00116193+0.00541792j -0.00314307+0.00249499j 0.000417857+0.00251839j 0.00518177-0.00239465j -0.000904392+0.000683503j -0.00228672+0.00121026j 0.000181774+0.000995606j 0.00018948-0.00138867j 0.0016347-0.00115974j 0.0078473-0.00230789j -0.00399951-0.00125689j 0.0037808-0.00213795j 0.00087007+0.00168599j -0.00441938-0.00328897j -0.00140878+0.00442263j -0.00468466-0.000102296j -0.00125805+0.00322308j -0.0125516+0.00520245j 0.00476774+0.000679779j -0.00704173+0.00221674j 0.0145402+0.00185583j -0.016476+0.00479218j -0.00248851-0.00482007j -0.00177025-0.00719459j -0.00613685+0.000897877j 0.00194208-0.00684411j -0.0216563-0.00413454j -0.00204452-0.00225489j -0.015591+0.005506j -0.00482025+0.000396377j -0.000285352+0.00374728j 0.0166975-0.00415275j 0.00371859+0.0037874j -0.0082772-0.00747082j -0.000403107+0.000667976j -0.0131979-0.00848345j -0.0101983+0.003306j 0.00414188+0.000790321j -0.00733641-0.00458188j -0.00762761-0.00679597j 0.00742802+0.00197382j -0.00140499+0.000691645j 0.000124716-0.000196364j 0.0049391+0.00410276j 0.000526037-0.00280857j 
-0.00110459-0.000274109j -0.000488863-0.000787061j -0.00921124+0.00181464j -0.00208642-0.00210309j -0.0076872-0.00427341j -0.000490684+0.00328315j 0.0081411-0.00143877j -0.00159983+0.000758409j -0.00673377+0.00267189j -0.00322817+0.011323j -0.00136198-0.0149502j 0.00165846-0.000128287j 0.010148-0.00148707j -0.0120139+0.00102839j 0.0191019-0.00719707j 0.00138939+0.00176218j -0.0123693-0.0199397j 0.00577937+0.00894668j 0.00232207-0.0181011j -0.024845-0.0266679j -0.00784552-0.0340537j 0.00255473-0.00358449j -0.00386344+0.011666j 0.00833358+0.00338954j -0.000355524-0.0462433j -5.71404e-05-0.0181733j 0.00540615-0.016191j 0.00337735-0.00866252j -0.00376377-0.00862256j -0.00287037-0.00307048j 0.00461947+0.00215795j 8.62319e-05+0.00776967j -0.00815138-0.00456647j -0.00529109+0.00348691j -0.00446555+0.00161348j 2.54109e-05-0.00156632j -0.00208553-0.00750638j 2.83971e-05-0.00139947j 0.00130639-0.00299277j -0.000906673-0.0100821j -0.0010213+0.0101838j 0.00142337-0.00943517j -0.00462415+0.000961642j -0.0056648-0.00518822j 0.000458393+0.00750053j -0.00234527-0.00197537j -0.00649075-0.00632165j 0.000885583-3.40617e-05j -0.00817998-0.00259011j -0.00296013-0.011524j -0.0129911-0.00286331j 0.000402873-0.0160637j 0.0122866+0.000431178j 0.00198461+0.00385276j 0.000670223-0.00532887j -0.00118726-0.0143846j 0.00505806+0.0135249j -0.00532782-0.0101067j 0.00686572+0.00859809j -0.0105221-0.0154807j -0.00310018+0.00879941j 0.000473779+0.0095094j 0.00370605+0.0069082j -0.00148038-0.0117011j -0.00344928-0.00227042j -0.000243172+0.00978314j 0.00126866-0.00123619j 0.000597184-0.000339304j -0.00221805-0.000472304j 0.000320164-0.0032957j 0.000183359+0.00161368j 0.00179022-0.00373243j 
0.00457328+2.48008e-05j -0.000388415-0.00183852j 0.0139091+0.00695623j 0.000602721-0.00239982j 0.00412012+0.000214951j 0.00221109+0.000867785j -0.0107414-0.0268072j 0.0134403+0.00295721j 0.00948829-0.0010528j 0.00419193-0.00469394j -0.0129709-0.0185276j 0.00491586+0.00814489j -0.0128754-0.0126115j -0.00732912-0.000399828j -0.0145168-0.0361315j -0.00372955-0.0150125j 0.00494278+0.000977762j -0.00419541+0.0110597j -0.000158979-0.011575j 0.0148874+0.0138496j -0.000541654-0.00292917j -0.00137029-0.0135205j 0.0120499-0.00339205j 0.00683409-0.00446504j 0.0192641-0.00853402j -0.0101385-0.00304295j 0.0081541-0.00537841j 0.00726667+0.00399899j 0.00303401-0.00252024j 0.00484721+0.000757817j -0.00536867+0.00332951j -0.00264999-0.00389042j 0.00775014+0.0146723j 0.00683981-0.00197087j 0.00600041+0.00177422j 0.00228964+0.0212187j 0.00213409+0.00805893j -0.00429073-0.00275474j -0.000975963+0.00379362j 0.00154513+0.0134807j 0.00622202-0.00645405j -0.00457957+0.0109326j -0.00520486-0.00488104j -0.000824763-0.000652643j -0.00479714-0.0117189j 0.0032417+0.00822657j 0.00694065+0.00594226j 0.000820906-0.00225575j 0.00739432+0.00913922j -0.0121141+0.00208534j -0.001564-0.0183455j -0.00284103+0.0114087j -0.0014962+0.00533142j 0.000587616-0.011375j 0.00323518-0.00320142j -0.0126808+0.00204339j 0.00548897+0.0160474j -0.00279895+0.00270343j -0.00264135+0.0189287j -0.00527025-0.0147021j -0.00473317+0.00463411j 0.00279909+0.00286085j -0.0042126+0.012602j 0.000120456+0.00210594j -0.00553922+0.00780213j -0.00603288+0.00719707j 0.00529301-0.00789633j 0.000388304+0.00405628j -0.00132525+0.00187848j 0.00111167-0.00258982j 0.0022169+0.00185548j -0.00114294+0.000212398j 
-0.00158267-0.00181999j -0.0011184+0.000773732j 0.00337973-0.000706225j -0.00140666-0.000118156j -0.00474296+0.00149619j -0.00678232-0.00774349j -0.00810914-0.0074376j -0.00294478-0.00519737j 0.0149003+2.66978e-05j -0.00492973-0.00271928j 0.00791473+0.00247385j 0.0111984+0.0220404j 0.00337852+0.00178714j -0.0137697+0.00637195j 0.0282801+0.00921122j 0.00246789-0.0104559j 0.00266946-0.0116345j -0.0259161+0.00819073j 0.00129689-0.0110168j -0.0134836+0.0316398j -0.00547884-0.0152507j -0.0310558-0.0165024j -0.00375101+0.0114131j 0.00453723-0.0107117j -0.0219495+0.00839402j 0.000757345+0.00510603j -0.00757364+0.0102357j -0.00782111+0.00962909j 9.77864e-05+0.000757208j -0.00350451+0.00331618j -0.00273779-0.00188854j 0.00172187+0.00106064j 0.00436639+0.00234137j 0.00306516+0.0025841j -0.00136131-0.00663329j 0.0056896+0.00188171j -0.000270946-0.00533175j 1.06527e-05-0.000825448j -0.000356664-0.00805367j -0.000213973+0.0114513j -0.00191905-0.00629727j -0.00747711-0.0210372j 0.00116238-0.00981837j -0.00529012-0.0140259j -0.00116562-0.000337908j 0.00337815-0.00214718j -0.00306001+0.0170443j 0.00711992+0.00582362j -0.0069146-0.0122118j -0.00265721-0.00386282j -0.00323271+0.00712572j 0.00474212-0.0194364j 0.00674967-0.0176153j -0.00183442-0.0148682j 0.00415644-0.00153562j 0.00117472-0.00596397j 0.00268305-0.00693362j -0.0138144+0.00814193j 0.00159597+0.00538844j -0.00466722+0.0044805j -0.00245832-0.00207489j -0.0031591+0.00337411j 0.00238356-0.00389372j -0.000992511-0.00482445j 0.00360944+0.00638511j 2.37105e-05-0.00576982j 0.000161007-0.00122067j 0.00218022+0.000173013j -0.00119633-0.00229338j 0.000866416+0.00253505j 0.00186336-0.00393299j 0.000913102+0.00300683j 
-0.000332237+0.0030252j 0.000593987+6.97574e-05j 0.00224823+0.00370138j 0.00340777-0.00227958j 0.00345797-9.7018e-05j 0.00269852-0.00101507j 0.00132002-0.00878788j 0.00832499+0.000525599j 0.00262924-0.00320606j 0.000766384+0.00465636j -0.00168249-0.00692031j 0.00453354-0.00439719j -0.0053265+0.00086272j 0.00181469-0.00418076j -0.0124433-0.0129582j -0.00863607-0.000913592j 0.00569341-0.000326296j 0.0010663+0.0069351j -0.000409178-0.00826047j 0.0144423+0.00298958j 0.00932952-0.00990368j 0.00644161-0.0111828j -0.00716966+0.00582805j -0.000996239+0.00457615j 0.000532274+0.00131869j 0.00614266-0.00090417j 0.000571008+6.5737e-05j -2.13864e-05+0.00402358j 0.0017309+0.000101511j 0.00215502-0.00027434j -0.00490752-0.000131306j -0.00362467+0.000505394j 0.00321319+0.00560642j 0.000329473-0.00153602j 0.00388482+0.00221431j 0.00082046+0.00526949j 0.00491732+0.00232648j -0.00297957-0.0033096j 0.000508064+0.00301087j -0.00755543+0.00642611j 0.000426985-0.000298726j -0.00112141+0.00620776j 0.013638-0.00520702j -0.00654445+0.0101382j -0.000627655-0.00459448j -0.00361051+0.00215851j -0.0043378-0.000201295j 0.00578299-0.00463762j -0.0134015+0.013713j -0.00424796+0.00732698j 0.00263009-0.00378895j 0.0136261+0.00821347j 0.00921708+0.0075301j 0.0117183-0.00862609j -0.0059822-0.00341136j 0.0129315-0.00632676j -0.0253222+0.0101172j -0.0116057-0.00351222j 0.0049442-0.000972704j 0.00340229+0.00141466j -0.00362181-0.000346826j 0.00234868+0.00351476j -0.00801353-0.00467819j -0.0138726-0.0062463j 0.00936028+0.0089567j 0.00903407+0.00720431j -0.00249988+0.000594232j 0.00207504-0.00023259j -0.00365286-0.00364235j 0.000746915-0.00178197j -0.0020613+0.000327707j 0.00177805+0.00230733j 
-0.00162502-0.000828763j -0.0030367-0.00116143j 0.00477956+0.00493172j 0.00353404+4.71258e-06j -0.00254298-0.00324725j -0.00863608+0.000878336j -0.00520334-0.0049123j 0.00775585+0.000563811j 0.0021671+0.0115924j -0.0074597+0.0041403j 0.00429329-0.0130785j 0.0159551+0.0189329j 0.0096102-0.00216379j -0.0106958-0.0179451j 0.00822566+0.0158589j -0.00355095-0.0206185j -0.00172128-0.00270184j 0.0123618-0.0183237j -0.00528193+0.0201829j 0.00352888+0.00600444j -0.000842367-0.00328344j -0.00890094+0.00205693j 0.00456594-0.00100499j -0.00866491+0.0162451j 0.00233697+0.000303383j -0.00496647+0.00378303j 0.0028471-0.00851976j 0.0130193-0.00726815j -0.00453209-0.00289661j 0.00839235-0.00897926j -0.000444631+0.00471238j -0.000354397-0.00717705j -0.00229783+0.00406196j 0.00475369+0.00364001j 0.00365088-0.00650947j 0.0121714+0.00689848j 0.000186077-0.00723046j -0.00466701-0.00423974j -0.000914134-0.0108397j -0.00386192+0.0111623j 0.000485251-0.00388568j -0.00579458-0.00641621j 0.00971184-0.00282001j -0.00355703-0.0146399j 0.00500554-0.00157583j -0.00330813-0.00364876j -0.00346274+0.00595463j -0.00729113-0.008574j -0.000597048-0.00150829j -0.0100443-0.00510177j -0.00233361+0.000731325j 0.00188349-0.0183846j 0.00252333-0.0221208j 0.0127266+0.00326866j -0.00467249-0.00840254j 0.0014226-0.000232862j -0.0160109-0.015954j 0.00200236+0.00440273j -0.00464162-0.00860023j 0.000213125+0.0116196j -0.0004816+0.00438528j -0.00152702+0.000534403j -0.0058533-0.00223877j -0.000374789+0.0187203j -0.00217289+0.000109843j 0.000694733+0.0118056j -0.00153857+0.00285349j 0.00210101-0.000883695j -0.00540888+0.00528645j -0.00130835-0.00521769j -0.0012327+0.00278131j 0.00187524+0.00104475j 
