-0.0071276-0.00663309j -0.00529627+0.0011581j 0.00388803+0.00367956j 0.00907878+0.0165496j 0.0044997+0.00848282j 0.00248347+0.00225136j -0.00399517-0.00148865j -0.00384196-0.0100064j -0.00626168-0.0305745j 0.00513839+0.018481j -0.00614684-0.00516604j 0.00192642+0.0236292j 0.00615928+0.0169209j -0.0050323-0.00213167j 0.00111388+0.0151018j -0.00635123-0.01253j 0.0036615+0.00252695j 0.00205328+0.0110705j -5.67309e-05+0.0014112j 0.00147752+0.000455814j -0.00678502+0.0255907j -0.000114969+0.000441107j -0.00509759+0.00728847j 0.000809622-0.00458297j -0.00578597+0.000964075j 0.00309413-0.0184292j 0.00590338-0.00494626j 0.00532559-0.00218937j 0.021401-0.0103566j 0.00696117+0.00684286j 0.0181983-0.00680562j 0.00278504+0.0147734j -0.0012129+0.00208861j -0.00831616+0.00740871j -0.0115992+0.00730314j -0.00839507+0.00155223j -0.00509279+0.00370682j -0.00493448+0.00669842j -0.00502264+0.000447977j 0.0154432-0.00592152j -0.0128191+0.00732394j 0.0132721+0.00167472j -0.0217372+0.00801673j 0.00897445-0.00781812j -0.00929286+0.00245263j -0.00879857+0.00341802j 0.008346-0.000168692j 0.00534912-0.000496699j -0.00471275-0.000183282j 0.00815641+0.00127936j 0.00674427-0.000420048j -0.00643916+0.000422651j 0.0123974-0.000934598j 0.00749391-0.00457035j 0.0145004+0.00414589j 0.0131187+0.00402746j -0.0101756+0.000529773j -0.00964724-0.00166272j -0.00338883-0.000873514j -0.000685609+0.00029287j 0.00234121+0.00311754j 0.0105606-0.000273208j -0.00629465-0.00518916j -0.0080057-0.00126671j -0.0119123-0.00746949j -0.00116447+0.00299299j -0.00668045+0.00109299j 0.00840024+0.00532437j -0.00479048+0.00158659j -0.00989155-0.00632054j -0.0118864-0.00496435j -0.00786676+0.0017454j 
-0.00261945-0.000758227j -0.00373666+0.00275238j 0.00178377-0.000487293j 0.00642996+0.00208722j 0.00208582+0.00270294j 0.000832596-0.000678966j 0.0048965-0.0024556j 0.00294404+0.00192711j -0.0047285-0.00328382j 0.00951267+0.00549473j -0.0104597+0.00111324j 0.0066812+0.00723778j -0.0134519+0.00346719j -0.00337765+0.00320178j -0.00108075+0.00437412j 0.00610882-0.00415913j -0.00381255+0.00207219j -0.00632414-0.00805804j -0.0047564-0.00428008j -0.0114957+0.000908589j 0.0159308+0.00885617j -0.00671412+0.00531321j 0.00413657+0.000937631j 0.0202082-0.00331952j 0.0175931+0.00105698j 0.0071183-0.00735649j -0.0149224-0.0164793j -0.0157931-0.00649431j -0.0159921-0.00848381j -0.00430516-0.010137j 0.000240768-0.00115258j 0.0127424-0.00805229j 0.00376264-6.73986e-05j 0.00357092+0.00272926j 0.00232972+0.00511934j -0.000940363+0.0130481j -0.00386588-0.00697353j 0.000100455+0.00155846j -0.00174017-0.00433986j 0.000130341+0.00387772j -0.00265519+0.00186129j -0.00114875+0.00784846j -0.00041304+0.0115899j -0.000852131+0.00118293j -0.00516582-0.00461891j -0.00212366+0.00189594j 0.0015687-0.00126685j 0.00512891-5.55439e-05j -0.00596327-0.0219006j 0.00177663+0.0148788j 0.00143039+0.0048698j 0.00750008-0.00450132j -0.00120065-0.0056009j -0.00580012+0.00445974j 0.00107141+0.0203472j -0.00417565-0.0211031j -0.00275611+0.00669299j 0.00399632-0.00018503j -0.00300306-0.00405711j 0.0032361-0.0163384j 0.00332411-0.00838336j 0.000271022+0.0213726j 0.00148053-0.00676815j -0.00673106+0.00900427j -0.00577631+0.0116648j -0.00611524-0.0032676j -0.00107417-0.00808492j 0.0111129-0.00579772j -0.00962595+0.00676123j 0.00197058-0.00183163j 0.000865193-0.00274978j -0.000177353+0.00598925j 
-0.00168217+0.0048638j -0.00352768+0.000722898j 0.00101918-0.000422201j 0.00841021-0.00770654j 0.00104399-0.00416198j -0.00124286+0.00556011j 0.00448956+0.00300419j 0.00285053-0.00567589j -0.00282089-0.00107924j -0.00058772-0.00722994j -0.00495471+0.00503536j -0.00669527-0.00117212j 0.0065782+0.00331j -0.00149379-0.003331j 0.000503126-0.010295j -0.00233281-0.00842938j -0.00200722+0.0025366j 0.00819005+0.00268524j 0.00336018+0.0120865j 0.0101888-0.00579066j 0.0126902-0.0251362j -0.00623028+0.0164357j 0.0121592-0.00120434j -0.0153555-0.00274373j -0.00979111+0.0071033j 0.00569458-0.00585138j -0.0224551+0.000687118j 0.016888+0.0115953j -0.00276767+0.00246475j 0.020227-0.00212322j 0.0196475+0.00603631j 0.0103621+0.00989036j -0.00658442+0.0110498j 0.01462+0.00670184j 0.00128462+0.00359474j 0.00204202+0.00462008j -0.005573-0.00825112j -0.00441203+0.00443957j -0.00277948+0.00107441j 0.000498625+0.00319633j -0.00447398+0.000414299j 0.00545708+0.0125753j -0.0031591-0.00146684j -0.00205799-0.00788067j 0.00240649+0.00355054j 0.00264758+0.00274072j -0.00272677+0.00196991j -0.00105046+0.00787284j 0.000131246-0.00679096j -0.0070487-0.00429656j 0.000312569+0.00625427j 0.00127878+0.00497294j 8.26439e-06-0.00497284j 0.00961939+0.0163825j -0.00644039-0.000157744j -0.00455648-0.0194128j -0.000896296-0.00109159j -0.00207166+0.00680286j -0.00399142-0.00266327j 0.00139187-0.00593241j -0.00207643-0.00395983j 0.00738308-0.00983541j 0.000330054-0.0174537j 0.00374184-0.0193983j -0.00434958+0.0102028j 0.000370503+0.00123543j -0.00105712+0.00940094j -0.0096995+0.0200857j -0.00524342+0.00322684j 0.00395008-0.000145079j 0.00426718-0.00855143j 0.00159291+0.00288175j 
2.22707e-05+0.000954106j 0.00892226+0.00328499j -0.000756148-0.00292574j -0.00461665+0.00298862j 0.0109851+0.00175832j -0.0128255-0.00216296j -0.0120682-0.00599807j -0.00312448+0.00712343j -0.00708133-0.00589053j 0.0136745+0.00205997j 0.00557541-0.000606758j 0.0125935+0.00162184j -0.00172204-0.00209214j 0.0113175+0.00277541j 0.0170751+0.0158426j -0.00554209+0.00449751j -0.00563347+0.00893234j -0.0154073-0.00527387j -0.0142008-0.0150058j 0.000397254-0.000176081j 0.0213443+0.0123616j -0.00748129-0.00678392j -0.00528469+0.00914264j -0.010124+0.00986003j 0.000251864-0.017602j -0.00463924-0.0259947j -0.00678145+0.0221124j 0.00204977+0.0022208j 0.0139107+0.0020734j 0.0169495+0.0199491j 0.00380193-0.00359041j 0.00254804+0.00379137j 0.0022951-0.00653721j -0.00352149-0.0109189j 0.0076233+0.000796342j 0.00593018+0.00729141j -0.000133825+0.00248168j 0.00333992-0.00248379j -0.000243951-0.00375201j -0.00201561+0.00382349j 0.00203472-0.0022595j -0.00119064-0.00120573j 0.000681905+0.00029236j -0.002798-0.00240838j 0.00284363+0.00730288j 0.000168637-0.000538345j -0.00445917-0.00750055j -0.000661087-0.00122287j 0.00319389+0.00462655j -0.00709612-0.00643485j -0.000656908-0.00161308j -0.00162823+0.00757686j 2.48437e-05-0.00345707j 0.00288362+0.00539613j -0.0043325-0.000627997j -0.00245098-0.00182741j -0.001151-0.0027338j -0.00224266+0.00511658j 0.000266103+0.00536353j -0.00157758+0.000215771j -0.00598312+0.002312j 0.0047719-0.00848902j 0.00594758-0.00957873j 0.00299019-0.00660607j 0.00964822+7.93014e-06j 0.00328913-0.00473148j 0.0014023+0.0116372j -0.00315764-0.00271535j -0.00149279+0.0131804j -0.00345929-0.000651804j 0.00103449-0.00286955j -0.000374362-0.00509419j 
0.00161279+0.00234547j -0.00423876-0.00122602j 0.00324036+0.000411024j 0.00343728-0.0025598j -0.0017714-0.000163261j 0.00343151+0.00182617j 0.00753324+0.00231038j -0.0016939-0.00134963j 0.000364939+0.00122146j -0.00140647+0.00560013j -0.00349445-0.00323416j -0.00399745-0.0114202j 0.00201929+0.00616737j -0.00610194-0.0107584j -0.00402226+0.00976511j 0.012577-0.00923673j 0.0029302-0.0120882j 0.00828259-0.0117846j -0.00283624+0.000989028j -0.0005633+0.00256871j -0.00696247-0.00788232j 0.00108213+0.00111493j -0.00138274+0.0132357j -0.00602255+0.010016j 0.0207462+0.0064477j -0.0147913+0.000503219j 0.0130212-0.0178127j 0.0114954-0.0128203j -0.00190226+0.0012578j -0.00396996-0.00653194j 0.00401165+0.00386046j -0.00483639-0.0047131j 0.0015774-0.00448054j 0.000553401-0.00468677j -0.000474908-0.00416964j -0.00446535-0.00685796j -0.00281028+0.00385116j 0.0100383+0.00248827j -0.000552255+0.00572312j -0.00172193+0.00239788j 0.00167289-0.00697446j 0.0066027+0.0109121j -0.000117105-0.0100747j -0.0100549-0.0236324j 0.00172473+0.0088175j -0.00138811-0.014296j -0.00434965-0.0112184j -0.00346445+0.00689831j 0.000229943+0.00339282j -0.000527191+0.00154218j -0.00441297-0.000506626j -0.00866581+0.00192475j 0.00457233-0.0169535j 0.00637294+0.0114066j 1.41463e-05+0.0187617j 0.00540409+0.0011592j -0.00386162+0.00276576j -0.00234584+0.0233766j -0.00937834+0.0186577j 0.00114828-0.0176257j 0.00129739+0.00280208j 0.00415861-0.00549756j 0.0148207-0.0172949j -0.00190463-0.0091589j 0.00138047+0.00934158j 0.0213104-0.0212052j 0.00448417+0.00569917j -0.00319356+0.00462682j 0.000188475-0.00167971j 0.00242437-0.00285203j -0.00669286+0.00343594j 0.0047983+0.000302566j 
-0.00373578-0.00172131j -0.00400139-0.00241049j 0.00141665+0.0036737j 0.0062433-0.000947694j 0.000437754+0.000900165j -0.00176511-0.00354618j -0.00121098-0.00465153j 0.00364918-0.00448316j -0.00123082-0.00290627j -0.00387519+0.000710948j 0.00817509+0.00323993j 0.011217+0.00667077j -0.00229506+0.00244071j 0.00794013-0.00267767j -0.0165551+0.00575313j 0.00087787+0.0149007j 0.00674445+0.00883809j 0.00906208+0.00660781j -0.00525146+0.0138866j -0.00674039+0.00481204j 0.0109955-0.0164172j 0.0121942-0.01214j -0.0110465-0.0120732j 0.00391824-0.0137542j 0.0174816+0.00731269j 0.00861587-0.01855j 0.0146449+0.0170766j 0.00187004+0.021833j -0.0037756+0.00470081j -0.00341504-0.00373414j -0.0046354+0.00436734j 0.000588759-0.00554927j -0.00105487+0.00722369j 0.00828298+0.00336113j 0.000599249-0.00114624j 0.00460742+0.00568841j -0.000512657-0.00444886j -0.00575611-0.0056995j 0.001735-0.00528938j -0.00148727-0.00893158j 0.0015995+0.00198865j -0.00541926-0.00745961j 0.00198791+0.00561742j -0.00244647-0.00370654j -0.000305469+0.00152776j 0.0013902-0.00397358j -0.00289752-0.024012j 0.00110623-0.00625436j 0.000633948+0.0107474j -0.00236028+0.00227107j -0.00373819+0.000138204j 0.00590319+0.0159166j 0.00700487+0.000511629j 0.00184778+0.0123597j 0.00182876+0.0179529j -0.000607849+0.00808735j 0.00352839-0.0112038j -0.00122382+0.00620422j 0.0094007-0.00475468j 0.00269932-0.00873172j -0.00334301+0.0169293j 0.00153166+0.00250423j 0.0090137-0.0166495j -0.00995976+0.0132742j 0.00135204+0.00263081j 0.00268573+0.0121279j -0.0115962+0.00893717j 0.00377203-0.00611198j 0.00221521-0.00151949j -0.00165381+0.00166971j -0.000397379-0.0021968j -0.00179251+0.00427269j 
-0.00128866-0.00345099j -0.00222151+0.00562681j 0.0053094-0.00559668j -0.000784634+0.00450998j -0.00427089+0.0030261j -0.00111688+0.000177185j 0.00648158-0.00582179j -0.00864287+0.0067774j 0.00876827-0.000441347j -0.00948392+0.00915331j 0.00175086+0.00176772j -0.00114921+0.00259041j 6.59164e-05-0.000500559j -0.00389831+0.00202349j -0.0168403+0.00553198j 0.00701684+0.00345681j -0.00562141-0.00250764j 0.0166509-0.0235474j 0.00895461-0.017575j -0.000565948-0.00863583j -0.0092537+0.00985077j 0.00136611+0.0034146j -0.00395209+0.0115922j -0.0114795+0.00770843j 0.0130154+0.00871252j 0.0248426-0.0109128j -0.0153628-0.0076876j 0.00389538+0.00203491j -0.0038611-0.00272995j 0.0101436+0.00660373j 0.00358757-0.00275344j 0.023447+0.00360925j 0.0116242+0.0028406j 0.00334472-0.00553953j -0.00305824-0.00600798j -0.00179306-0.000922638j -0.00858-0.00136407j 0.00645267+0.00737815j -0.00219729-0.000401231j 0.00035151-0.00778985j 0.00556076+0.00934536j 0.00359713-0.00476476j 0.00175887+0.00151966j 0.000767592+0.0020668j 0.0032266-0.00895669j 0.000263466-0.00106279j 0.006593+0.00584848j 0.00135295+0.00200822j 0.0043035+0.0126294j -0.00526979-0.0156853j 0.00681751+0.00664665j 0.00611121+0.00644069j -0.000967678+0.0100185j -0.000467829-0.0121376j 0.0025597-0.0201637j -0.00484037-0.000786545j -0.00091489-0.00812945j -0.00239336-0.00535225j 0.00133121-0.00806853j -0.004118+0.00929239j 0.00360272-0.00162006j 0.00123982+0.00603819j 0.00457656-0.000206189j 0.000205518-0.0146034j 0.00788417-0.00965121j -0.00484719-0.00312406j 0.00182919+0.00270494j -0.00303338+0.0047407j -0.0076409+0.00541052j 0.00139126-0.000590752j 0.00213471-0.000525276j -0.00470183+0.00874554j 
0.000575505-0.00167284j 0.000798828+0.00124468j -0.000176463-0.00110094j -0.00623355-0.000975706j -0.0041658-0.00264885j 0.000161103+0.00256114j -0.00298982-0.00471628j -0.000752728+0.00419891j 0.00371586+0.00511391j -0.00481332-0.000207363j 0.001873-0.00150018j -0.0158759-0.000105109j 0.00851371-0.00361845j -0.0184104-0.00484938j 0.0116577+0.00771899j -0.00712151+0.00113006j 0.000770812+0.0127476j -0.0102723-0.0124014j 0.0107532+0.0265206j 0.00548699+0.00250891j -0.00324227-0.0155153j -0.00468277-0.00818521j 0.0236605+0.00722241j 0.0199169+0.00613243j 0.0050228-0.0269236j 0.00978578+0.00686391j -0.0112684-0.0151292j -0.00654755-0.00698203j -0.00227354-0.00660753j 0.00096866-0.00249694j -0.000132822-0.00161j 0.00376833+0.00492447j 0.0032975+0.00627643j -0.00147681-0.00251086j -0.0024512-0.0047546j 0.00344213+0.0015391j 0.00201181+0.000917769j -0.00348602-0.00529799j -0.000645508-0.00583024j 0.00061561-0.0125493j 0.00281008+0.00767151j -0.00102884-0.00983139j -3.86598e-05+0.00393373j -0.002875-0.000786193j -0.00282795-0.00381916j 0.00143613-0.0065027j -0.00281304-0.0213267j 0.00248586-0.00495147j -0.00376211+0.0083677j -0.00282494+0.00629718j 0.00152641+0.00475446j 0.00604316+0.0149573j 0.00457907+0.00383183j -0.00310238+0.00219569j 0.00351138+0.0180379j -0.00451678+0.00744532j 0.00279188-0.0109015j -0.002321+0.00466445j 0.0094208-0.0128296j 0.00453788-0.00879716j -0.00438547+0.0109151j -0.00221963+0.00961934j 0.00306446-0.0136419j -0.00916272+0.00958281j 0.00326958-0.00332887j -0.0030172+0.00372522j -0.00522722-0.00222976j 0.00390348-0.00572511j -0.00062835-0.00109891j -0.00266975+0.00373491j 0.00306649+0.000849765j -0.00377007+0.00137914j 
-0.000815223+0.000224549j -0.00386333-0.000785363j 0.00203138-0.000862975j 0.0037468+0.000512413j -0.000147411+0.00157778j -0.000540289+0.00175074j -0.00314334+0.00275305j 0.000703641-0.00413886j -0.00270902-0.00129177j 0.00965676+0.00563266j -0.00421468-0.00659614j 0.0197687+0.0065644j -0.0104192-0.00622631j 0.00249443+0.0045442j 0.0184855+0.0110924j 0.0203685+0.00715718j 0.0197616-0.00194078j 0.00437948-0.00103605j 0.0446396+0.00983573j 0.0146947+0.00825964j -0.0407625-0.0164743j -0.0196949-0.0161355j -0.0145639-0.0168576j -0.0181732-0.0235547j -0.019009-0.0217827j -0.0104786-0.0141102j 0.0102208-0.00406373j 0.0116534+0.0067489j -0.000871445+0.00162982j 0.00163049+0.000565049j 0.000494945+0.000699331j 0.00370823-0.0022195j 0.00140212-0.00227743j 0.0043762+0.00553102j 0.00119591+0.00452927j -0.00134688-0.00101748j 0.00102975-0.00237414j 0.00260883+0.00604183j -0.000892371-0.00374526j -0.00329934+0.0027944j -0.000933558+0.000814992j -0.000514106-0.00011472j 0.00478119+0.0093661j 0.00317647+0.00379761j 0.00314623+0.00560803j -0.000430714+0.001609j -0.000506314+0.00258863j 0.00257668-0.00238856j -0.000459387-0.0116454j 0.00179293+0.00181378j 0.00105773+0.00258069j 0.00224104-0.00257056j -0.00294944+0.00641433j 0.00229669+0.00406157j -0.00106971-0.00367274j 0.00347936-0.00867176j -0.00542474-0.00698946j -0.000635885-0.00831854j -0.00429955-0.000158903j 0.00117169+0.00689533j -0.00063641+0.000600338j -0.00143205+0.00414926j -0.00594789+0.00775635j -0.00185154+0.00485969j -0.000120295-0.00438377j -0.000612062-0.00099949j 0.0017533+0.00470884j -0.00517634+0.00530125j -0.00167297+0.000320139j 0.00442419-0.0031812j -0.000789776-0.000236645j 0.00170537+0.00264946j 
-0.00227198-0.000301158j -0.00324698-0.000842977j 0.00736146+0.00276052j -0.00125776-0.00267263j -0.00255763-0.000895015j -0.00760805-0.0025595j -0.0100102-0.00610905j 0.0040383-0.00128781j 0.00904817+0.00673144j -0.00785586-0.00729523j 0.0162318+0.00545631j -0.0020609-0.0114932j 0.00564354+0.005859j -0.0105262-0.000977709j -0.00375314-0.0126734j 0.00404487+0.00441735j 0.0161367+0.00457976j -0.00914992-0.00885274j 0.0155447-0.0156024j -0.009492-0.0163673j -0.00107415+0.00918385j -0.0107182+0.00965605j -0.00461126-1.80972e-06j 0.00212588-0.00116412j -0.0138967-0.00473162j -0.002301-0.0286239j -0.00154842+0.00761344j -0.00154088+0.0109639j -0.00555827+0.00114609j -0.00182537-0.00147803j -0.000265773+0.00697755j -0.00302092-0.0040093j 0.00748435+0.0111543j 0.00617839-0.00765617j 0.00125808-0.00994783j 0.0119516+0.010749j -0.00186147-0.0012293j -0.00190056-0.00429029j 0.000556356-0.0050476j 0.00510297+0.00119629j -0.00187142-0.003296j -0.00110596+0.00341313j -0.00528024-0.0256015j -0.00437417-0.00602947j -0.00296564-0.0137203j -0.000437927+0.00252026j 0.00492564-0.00131458j -0.00767926+0.00560691j 0.00296821+0.00984401j 0.00153134-0.00637603j 0.00127958-0.0108947j -0.00176694-0.000910253j -0.000497693-0.0232067j 0.00258545-0.0084751j -0.00309004+0.000722815j -0.00264618-0.00500116j -0.00261548+0.0177042j 0.00518917+0.00787281j -0.00577128+0.00455542j 0.00454178-0.00567154j 0.0092073-0.0163845j 0.00110371-0.0134712j 0.00348541-0.0104766j 0.0117512-0.00549969j -0.00533853+0.010297j -0.0025811+0.00411683j -0.00172603+0.00322337j 0.00381721-0.00721296j -0.0014363+0.00322686j -0.00257407+0.00343532j -0.00076966-0.000626633j -0.000106504+0.00334267j 
-0.000400018+0.000137715j 0.000602639+0.00303234j 0.000398188-0.00225532j 0.000666503+0.00512419j -0.00259497+0.0073413j 0.0048518-0.00399164j 0.0010449+0.000458726j -0.00287652-0.00176317j 0.00564913-0.00855683j 0.00449923+0.00650049j -0.00971734-5.25665e-05j -0.00437899+0.0218838j -0.00877083-0.00614762j 0.00238578+0.0240759j 0.00471037-0.00608361j 0.000236067-0.00144866j 0.00558046-0.00888046j -0.0103096+0.0100315j 0.0236374-0.0147875j 0.00409628+0.00337086j -0.00995088+0.013077j 0.00254752+0.00763308j 0.00623003-0.0204855j 0.00575658-0.0114612j -0.0105649+0.00909038j 0.00343124+0.00691878j -0.0198007+0.00973699j -0.0124625+0.00125052j -0.0075892+0.00627291j -0.0074364+0.0012611j 0.00175177-0.00269495j 0.00241215-2.25196e-05j -9.95543e-05-0.00257827j 0.00100524+0.000402408j -0.00311144-0.000220298j -0.0055241-0.00751228j -0.00124004+0.00325403j 0.00190409+6.90289e-05j -0.00292339+0.00310665j -0.00384373-0.013101j 0.004402+0.00383827j 0.00714952-0.0011932j -0.000957421-0.00645315j -0.00632452-0.0115666j 0.00163181+0.00820668j -0.00383125-0.0183586j -0.00664413-0.0152951j -0.000760655-0.0011529j 0.00108652+0.0107537j -0.00271166+0.000274786j -0.000132687-0.00130943j -0.00179102+0.0144867j 0.00231174-0.00733272j 0.00265043+0.011451j 0.00201917+0.0126746j 0.00165401+0.0106413j 0.000785653-0.00393579j -0.00621651+0.0253772j 0.000426064+0.0020834j 0.00111931-0.0129293j -0.00581499+0.0103442j 0.00148928+0.0038547j 0.00817747-0.0105223j -0.00119667-0.000930242j 0.000408171+0.002621j 0.00837181-0.0113649j 0.00148458+0.00452019j -0.00154002+0.00318421j 0.00228453-0.0027957j -0.00117894+0.00288722j 0.000236525-0.00188237j 0.000148785+0.00011772j 
0.000556044+0.00162116j 0.00489546+1.75732e-05j -0.00066107+0.00187869j -0.000240745+5.11465e-05j 0.00515909-0.00354858j -0.00633994-0.00430586j -0.00162592+0.0018239j 0.00660292+0.00509589j -0.0166617+0.0050364j 0.0203904-0.0018294j -0.0047172+0.00182859j 0.00297356-0.0108821j -0.00598532+0.00771016j 0.00210598-0.0030424j -0.00264631-0.0117474j 0.0228908+0.00985138j 0.0149641+0.0109185j 0.0179803+0.0132467j 0.0382414+0.0146362j 0.0130845+0.00193535j -0.00961779+0.00299163j -0.00125583+0.0156552j -0.0114797+0.0164189j -0.0149168+0.00918279j -0.00257059+0.0133792j -0.00213868+0.00542499j 0.0013673+0.00144638j -0.00138999-0.00843143j 0.00668995-0.00258344j 0.00531054+0.00418545j 0.000899604+0.00134692j -0.00552483-0.00123277j -0.000816669-0.00477609j -0.00652629-0.00607196j 0.00488596-0.00123733j 0.00594447+0.0158217j 0.00237703-0.00264752j -0.00361416-0.00750163j 0.00946624+0.0100828j -0.00675644-0.0145967j 0.00229328+0.00430071j 0.00147373+0.0109428j -0.00153375+8.02685e-06j 0.00214731+0.00135087j -0.00431234-0.00249628j 0.00348716+0.00128182j -0.00152555+0.00534921j -0.00639454-0.00995473j -0.00263048+0.0075239j -0.000422252+0.00909051j 0.00026622+0.0101139j 0.00441582+0.0142556j 0.00806239-0.000318669j -0.00676636+0.0208649j 0.000373215+0.000690248j -0.0012109+0.0123857j 0.00151488+0.00684204j -0.00297531+0.00813923j 0.00363535-0.0215997j -0.0037474+0.00356177j -0.000651719+0.000825035j -0.00124246-0.00262203j 0.00231312-0.00778499j 0.004303-0.00853602j 0.00132496+0.00176645j -0.00384932+0.00433142j -0.000196941-0.00227177j 0.004822-0.00553761j -0.00237295+0.00669943j -0.000979911-0.00262341j -0.000608869-0.000210097j 0.00202413-0.00452718j 
0.000197691-0.00506661j -0.00309357-0.00322594j -0.000807297+0.00040087j 0.000344275+0.00145387j 0.00252455-0.00479327j 0.00499716+0.00640647j -0.00169291+0.0067011j -0.00554545+0.00262418j -0.00307798+0.00806073j -0.00733829-0.0135889j 6.82504e-05+0.0047112j 0.00229327-0.019719j -0.00359328+0.00621892j 0.00863819-0.0159755j 0.0105237-0.0229794j -0.00273825-0.0135759j -0.00213397-0.011183j -0.00166224-0.00824784j -0.00421698-0.038849j 0.0132703-0.0146196j -0.00554794+0.0273021j -0.0132569+0.0132181j -0.0152205+0.00718884j -0.0135507+0.0117162j -0.0202772+0.019001j 0.00603583+0.00508367j 0.00970067-0.00965189j 0.00764882+0.00208718j 0.00322039-0.00655597j 0.00751512-0.00343654j -0.00620912+0.00080512j 0.00855741+0.00173739j 0.00308796+0.00352611j -0.00105917+5.01397e-05j 0.00144362+0.000302257j 0.00173624-0.000510087j 0.00168931+0.00460758j 0.00353848-0.00150393j -0.00440939-0.0178463j -0.000704858+0.00740316j 0.00301508+0.00481537j -0.0111337-0.0158416j 0.00179613+0.00251867j -0.000156349+0.00635709j 0.00503024+0.0072143j 2.59436e-05+0.00130466j -0.00275312-0.0231059j 0.00534433-0.00634352j -0.00145689-0.00580704j 0.00140016+0.00564182j -0.00363116-0.00442111j 0.00682307+0.0136374j 0.00324041+0.00293873j 0.00213132-0.000566735j -0.00102948+0.0262317j -0.00579217-0.00714466j -0.0033542-0.0151791j -0.000914268-0.00933746j 0.000593943+0.00708777j 0.00446063-0.0074444j -0.000344996+0.0119225j -0.00289518+0.00775554j 0.00247109-0.00317307j -0.00926461+0.0110179j 0.00324734-0.00571113j -0.00563195+0.0100797j -0.00239295-8.11915e-05j 0.00210972-0.00290479j -0.00345511+0.00298057j 0.0016188-0.00458834j -0.00139088+0.0041635j -0.00435044+0.00434363j 
0.00133247-0.00177065j -0.00453312-0.00188007j -0.000643447-0.00267463j -0.00164057-0.000833173j -0.000497116+0.00173682j 0.0037689+0.00580858j -0.0122038-0.00516011j -0.00490796-8.32975e-05j -0.00757077-0.00588315j -0.00120019+0.00879283j 0.00133768-0.00780366j -0.025288-0.000430337j 0.00144687-0.0110693j 0.00777355+0.000999368j -0.00651459+0.00763196j 0.0017301-0.00538839j 0.0141789+0.0136469j -0.00953749-0.0199017j 0.00589614+0.019523j -0.00144654+0.0233685j 0.0123871-0.0011265j 0.0162124+0.00952488j 0.000432748-0.00390052j 0.00784934-0.00118819j 0.00781554+0.0142433j 0.000347929-0.00452548j 0.0064367+0.000205807j 0.00839533+0.00855254j -0.00162554+0.00375813j -0.00324169-0.00457347j -0.00174801-0.0019814j 0.00492995+0.00244266j 0.0024219+0.00293561j 0.00385151+0.00232233j 0.000160516+0.00496188j -0.0005874-0.00182784j 0.00667436+0.0135407j 0.0083839+0.00126894j 0.000772777-0.0108747j -0.000258003-0.00426571j 0.00545085+0.0140428j 0.00514489+0.00309691j -0.00838441-0.0130078j 0.00565619+0.00981157j 0.00182458+0.0111222j 0.00196411-0.00283938j 0.000697697+0.00292257j 0.00126152-0.0125402j -0.00345418-0.0199823j 0.00387073+0.0121781j 0.000193386-0.006088j 0.00240522+0.0156904j -0.00179694-0.00980239j 0.00137745+0.00373042j -0.00553648+0.0093739j -0.00178704-0.00184833j -0.0026242-0.0019378j -0.00977966+0.0129372j 0.000195547-0.00089123j -0.00402408+0.00751499j 0.00358613-0.0122853j -0.00633542+0.00694549j -0.00533908+0.0135075j 0.00154354-0.00426864j -0.000770429-0.00450243j -0.00272041+0.0058742j 0.00195697-0.00199668j -0.00459442+0.00457883j 0.00115517-0.00474222j 0.00208505-0.00077285j -0.000605365+0.0027746j -0.00171587+0.00330428j 
