-0.000483671-0j -0.000103582-0j -0.000949552-0j -0.00041958-0j -0.000828946-0j 0.000872286-0j -0.000715754-0j 0.00053821-0j -0.00126397-0j -0.00103682-0j 0.00142475-0j 0.000638739-0j 0.00066509-0j 0.00208046-0j -0.00216466-0j -0.000172703-0j 0.000363678-0j 0.00124207-0j -0.00033407-0j -0.000976733-0j 0.000822322-0j -0.000522858-0j -7.5076e-05-0j -0.000122086-0j -0.000597401-0j -0.00108174-0j -0.000716762-0j -0.00285973-0j 5.51777e-05-0j -0.000708402-0j 0.00106106-0j -0.000580077-0j 0.000120303-0j -9.4105e-05-0j 0.000531249-0j -0.000827428-0j 0.000978035-0j -0.000399799-0j -0.00122844-0j -0.000351858-0j 7.68548e-05-0j -0.00215427-0j 0.00204384-0j -0.000670969-0j 0.000658679-0j -0.00139043-0j -0.00101178-0j -0.00122794-0j 0.000535728-0j -0.000706206-0j 0.000863078-0j -0.000819146-0j 0.000417491-0j -0.000941297-0j 0.000103223-0j -0.000481274-0j 
2.44526e-18-0j 5.2367e-19-0j 4.80057e-18-0j 2.12123e-18-0j 4.19083e-18-0j -4.40994e-18-0j 3.61858e-18-0j -2.72098e-18-0j 6.39015e-18-0j 5.24176e-18-0j -7.203e-18-0j -3.22922e-18-0j -3.36244e-18-0j -1.0518e-17-0j 1.09437e-17-0j 8.73122e-19-0j -1.83862e-18-0j -6.27945e-18-0j 1.68893e-18-0j 4.93799e-18-0j -4.15735e-18-0j 2.64337e-18-0j 3.79555e-19-0j 6.17221e-19-0j 3.02023e-18-0j 5.46884e-18-0j 3.62367e-18-0j 1.44577e-17-0j -2.78957e-19-0j 3.58141e-18-0j -5.36431e-18-0j 2.93265e-18-0j -6.08207e-19-0j 4.75759e-19-0j -2.68579e-18-0j 4.18316e-18-0j -4.94457e-18-0j 2.02123e-18-0j 6.21053e-18-0j 1.77886e-18-0j -3.88549e-19-0j 1.08912e-17-0j -1.03329e-17-0j 3.39216e-18-0j -3.33003e-18-0j 7.02951e-18-0j 5.11515e-18-0j 6.20797e-18-0j -2.70844e-18-0j 3.5703e-18-0j -4.36339e-18-0j 4.14129e-18-0j -2.11068e-18-0j 4.75883e-18-0j -5.21855e-19-0j 2.43314e-18-0j 
-0.000321345-0j -6.88184e-05-0j -0.000630869-0j -0.000278763-0j -0.000550741-0j 0.000579535-0j -0.000475537-0j 0.000357579-0j -0.000839765-0j -0.000688848-0j 0.000946586-0j 0.00042437-0j 0.000441877-0j 0.00138223-0j -0.00143817-0j -0.000114742-0j 0.000241623-0j 0.000825218-0j -0.000221951-0j -0.000648928-0j 0.00054634-0j -0.00034738-0j -4.98794e-05-0j -8.11125e-05-0j -0.000396905-0j -0.00071869-0j -0.000476207-0j -0.00189997-0j 3.66593e-05-0j -0.000470652-0j 0.000704954-0j -0.000385395-0j 7.99278e-05-0j -6.25221e-05-0j 0.000352954-0j -0.000549732-0j 0.000649793-0j -0.000265621-0j -0.000816159-0j -0.00023377-0j 5.10613e-05-0j -0.00143127-0j 0.0013579-0j -0.000445783-0j 0.000437617-0j -0.000923786-0j -0.00067221-0j -0.000815823-0j 0.000355931-0j -0.000469193-0j 0.000573417-0j -0.000544229-0j 0.000277376-0j -0.000625385-0j 6.85798e-05-0j -0.000319752-0j 
-0.000667802-0j -0.000143015-0j -0.00131104-0j -0.000579312-0j -0.00114452-0j 0.00120436-0j -0.000988237-0j 0.000743103-0j -0.00174516-0j -0.00143153-0j 0.00196715-0j 0.000881904-0j 0.000918286-0j 0.00287248-0j -0.00298874-0j -0.000238451-0j 0.000502128-0j 0.00171493-0j -0.000461248-0j -0.00134857-0j 0.00113538-0j -0.000721908-0j -0.000103657-0j -0.000168564-0j -0.000824828-0j -0.00149355-0j -0.00098963-0j -0.00394841-0j 7.61836e-05-0j -0.000978086-0j 0.001465-0j -0.00080091-0j 0.000166102-0j -0.00012993-0j 0.000733492-0j -0.00114243-0j 0.00135037-0j -0.000552-0j -0.0016961-0j -0.000485809-0j 0.000106113-0j -0.00297439-0j 0.00282191-0j -0.000926403-0j 0.000909434-0j -0.00191977-0j -0.00139695-0j -0.0016954-0j 0.000739677-0j -0.000975055-0j 0.00119165-0j -0.00113099-0j 0.000576428-0j -0.00129964-0j 0.000142519-0j -0.000664493-0j 
6.2671e-18-0j 1.34215e-18-0j 1.23037e-17-0j 5.43664e-18-0j 1.07409e-17-0j -1.13025e-17-0j 9.27427e-18-0j -6.97377e-18-0j 1.63777e-17-0j 1.34344e-17-0j -1.8461e-17-0j -8.27637e-18-0j -8.6178e-18-0j -2.69572e-17-0j 2.80483e-17-0j 2.23778e-18-0j -4.7123e-18-0j -1.6094e-17-0j 4.32866e-18-0j 1.26559e-17-0j -1.06551e-17-0j 6.77486e-18-0j 9.72786e-19-0j 1.58191e-18-0j 7.74073e-18-0j 1.40164e-17-0j 9.28734e-18-0j 3.70545e-17-0j -7.14957e-19-0j 9.17901e-18-0j -1.37485e-17-0j 7.51626e-18-0j -1.55881e-18-0j 1.21935e-18-0j -6.88357e-18-0j 1.07213e-17-0j -1.26727e-17-0j 5.18033e-18-0j 1.59173e-17-0j 4.55915e-18-0j -9.95835e-19-0j 2.79136e-17-0j -2.64827e-17-0j 8.69398e-18-0j -8.53473e-18-0j 1.80164e-17-0j 1.31099e-17-0j 1.59108e-17-0j -6.94162e-18-0j 9.15055e-18-0j -1.11832e-17-0j 1.0614e-17-0j -5.40958e-18-0j 1.21967e-17-0j -1.33749e-18-0j 6.23604e-18-0j 
-0.000163976-0j -3.51167e-05-0j -0.00032192-0j -0.000142247-0j -0.000281032-0j 0.000295725-0j -0.000242657-0j 0.000182466-0j -0.000428516-0j -0.000351506-0j 0.000483024-0j 0.000216547-0j 0.000225481-0j 0.000705323-0j -0.00073387-0j -5.85505e-05-0j 0.000123295-0j 0.000421092-0j -0.000113257-0j -0.000331135-0j 0.000278786-0j -0.000177261-0j -2.54525e-05-0j -4.13901e-05-0j -0.000202533-0j -0.000366733-0j -0.000242999-0j -0.000969515-0j 1.87065e-05-0j -0.000240165-0j 0.000359724-0j -0.00019666-0j 4.07856e-05-0j -3.19038e-05-0j 0.000180106-0j -0.000280518-0j 0.000331577-0j -0.000135541-0j -0.00041647-0j -0.000119288-0j 2.60556e-05-0j -0.000730347-0j 0.000692908-0j -0.000227474-0j 0.000223307-0j -0.00047139-0j -0.000343016-0j -0.000416299-0j 0.000181624-0j -0.00023942-0j 0.000292604-0j -0.00027771-0j 0.000141539-0j -0.000319121-0j 3.49949e-05-0j -0.000163163-0j 
-2.04558e-17-0j -4.38077e-18-0j -4.01593e-17-0j -1.77452e-17-0j -3.50585e-17-0j 3.68915e-17-0j -3.02713e-17-0j 2.27624e-17-0j -5.3457e-17-0j -4.385e-17-0j 6.02569e-17-0j 2.70141e-17-0j 2.81286e-17-0j 8.79885e-17-0j -9.15497e-17-0j -7.30413e-18-0j 1.5381e-17-0j 5.25309e-17-0j -1.41288e-17-0j -4.13088e-17-0j 3.47784e-17-0j -2.21132e-17-0j -3.17518e-18-0j -5.16338e-18-0j -2.52658e-17-0j -4.57497e-17-0j -3.03139e-17-0j -1.20946e-16-0j 2.33362e-18-0j -2.99603e-17-0j 4.48753e-17-0j -2.45331e-17-0j 5.08797e-18-0j -3.97997e-18-0j 2.2468e-17-0j -3.49943e-17-0j 4.13639e-17-0j -1.69086e-17-0j -5.19543e-17-0j -1.48811e-17-0j 3.25041e-18-0j -9.11102e-17-0j 8.64397e-17-0j -2.83772e-17-0j 2.78574e-17-0j -5.88055e-17-0j -4.27909e-17-0j -5.19329e-17-0j 2.26575e-17-0j -2.98675e-17-0j 3.65021e-17-0j -3.4644e-17-0j 1.76569e-17-0j -3.98101e-17-0j 4.36559e-18-0j -2.03545e-17-0j 
-0.00106501-0j -0.000228079-0j -0.00209084-0j -0.000923881-0j -0.00182527-0j 0.0019207-0j -0.00157603-0j 0.00118509-0j -0.00278317-0j -0.00228299-0j 0.00313719-0j 0.00140645-0j 0.00146448-0j 0.004581-0j -0.00476641-0j -0.000380279-0j 0.00080079-0j 0.00273495-0j -0.000735595-0j -0.00215069-0j 0.00181069-0j -0.00115129-0j -0.000165311-0j -0.000268824-0j -0.00131543-0j -0.0023819-0j -0.00157825-0j -0.0062969-0j 0.000121497-0j -0.00155984-0j 0.00233637-0j -0.00127728-0j 0.000264898-0j -0.000207212-0j 0.00116977-0j -0.00182193-0j 0.00215356-0j -0.000880326-0j -0.00270493-0j -0.000774764-0j 0.000169228-0j -0.00474353-0j 0.00450037-0j -0.00147742-0j 0.00145036-0j -0.00306163-0j -0.00222785-0j -0.00270382-0j 0.00117963-0j -0.00155501-0j 0.00190043-0j -0.00180369-0j 0.000919283-0j -0.00207266-0j 0.000227288-0j -0.00105973-0j 
-7.67476e-18-0j -1.64361e-18-0j -1.50672e-17-0j -6.65777e-18-0j -1.31535e-17-0j 1.38412e-17-0j -1.13574e-17-0j 8.54015e-18-0j -2.00563e-17-0j -1.64519e-17-0j 2.26076e-17-0j 1.01353e-17-0j 1.05535e-17-0j 3.30121e-17-0j -3.43482e-17-0j -2.74041e-18-0j 5.77073e-18-0j 1.97089e-17-0j -5.30092e-18-0j -1.54985e-17-0j 1.30484e-17-0j -8.29657e-18-0j -1.19128e-18-0j -1.93723e-18-0j -9.47938e-18-0j -1.71647e-17-0j -1.13734e-17-0j -4.53774e-17-0j 8.75544e-19-0j -1.12407e-17-0j 1.68366e-17-0j -9.2045e-18-0j 1.90894e-18-0j -1.49323e-18-0j 8.4297e-18-0j -1.31294e-17-0j 1.55192e-17-0j -6.34389e-18-0j -1.94925e-17-0j -5.58318e-18-0j 1.21951e-18-0j -3.41833e-17-0j 3.2431e-17-0j -1.06467e-17-0j 1.04517e-17-0j -2.2063e-17-0j -1.60546e-17-0j -1.94845e-17-0j 8.50078e-18-0j -1.12059e-17-0j 1.36951e-17-0j -1.2998e-17-0j 6.62463e-18-0j -1.49362e-17-0j 1.63791e-18-0j -7.63672e-18-0j 
-0.000998261-0j -0.000213785-0j -0.0019598-0j -0.000865981-0j -0.00171088-0j 0.00180033-0j -0.00147726-0j 0.00111082-0j -0.00260874-0j -0.00213992-0j 0.00294058-0j 0.00131831-0j 0.0013727-0j 0.0042939-0j -0.00446769-0j -0.000356447-0j 0.000750603-0j 0.00256355-0j -0.000689494-0j -0.0020159-0j 0.00169721-0j -0.00107914-0j -0.000154951-0j -0.000251977-0j -0.00123299-0j -0.00223262-0j -0.00147934-0j -0.00590227-0j 0.000113883-0j -0.00146209-0j 0.00218995-0j -0.00119724-0j 0.000248297-0j -0.000194226-0j 0.00109646-0j -0.00170775-0j 0.00201859-0j -0.000825155-0j -0.00253541-0j -0.000726209-0j 0.000158623-0j -0.00444625-0j 0.00421832-0j -0.00138483-0j 0.00135946-0j -0.00286975-0j -0.00208823-0j -0.00253437-0j 0.0011057-0j -0.00145756-0j 0.00178133-0j -0.00169066-0j 0.000861671-0j -0.00194277-0j 0.000213044-0j -0.000993313-0j 
-3.40454e-17-0j -7.29107e-18-0j -6.68385e-17-0j -2.9534e-17-0j -5.83491e-17-0j 6.13998e-17-0j -5.03815e-17-0j 3.78843e-17-0j -8.89703e-17-0j -7.29811e-17-0j 1.00288e-16-0j 4.49605e-17-0j 4.68153e-17-0j 1.46442e-16-0j -1.52369e-16-0j -1.21565e-17-0j 2.55991e-17-0j 8.7429e-17-0j -2.3515e-17-0j -6.87517e-17-0j 5.78828e-17-0j -3.68037e-17-0j -5.28456e-18-0j -8.59359e-18-0j -4.20507e-17-0j -7.61428e-17-0j -5.04525e-17-0j -2.01295e-16-0j 3.88393e-18-0j -4.9864e-17-0j 7.46875e-17-0j -4.08313e-17-0j 8.46808e-18-0j -6.624e-18-0j 3.73943e-17-0j -5.82423e-17-0j 6.88434e-17-0j -2.81416e-17-0j -8.64693e-17-0j -2.47671e-17-0j 5.40977e-18-0j -1.51638e-16-0j 1.43865e-16-0j -4.72291e-17-0j 4.6364e-17-0j -9.7872e-17-0j -7.12184e-17-0j -8.64337e-17-0j 3.77096e-17-0j -4.97094e-17-0j 6.07516e-17-0j -5.76593e-17-0j 2.9387e-17-0j -6.62574e-17-0j 7.2658e-18-0j -3.38766e-17-0j 
-0.000221444-0j -4.7424e-05-0j -0.000434744-0j -0.000192101-0j -0.000379525-0j 0.000399368-0j -0.000327701-0j 0.000246414-0j -0.000578698-0j -0.000474698-0j 0.00065231-0j 0.000292441-0j 0.000304505-0j 0.000952518-0j -0.00099107-0j -7.90707e-05-0j 0.000166507-0j 0.000568673-0j -0.000152951-0j -0.000447188-0j 0.000376493-0j -0.000239386-0j -3.43728e-05-0j -5.58961e-05-0j -0.000273514-0j -0.000495262-0j -0.000328163-0j -0.0013093-0j 2.52626e-05-0j -0.000324335-0j 0.000485797-0j -0.000265583-0j 5.50797e-05-0j -4.30851e-05-0j 0.000243227-0j -0.000378831-0j 0.000447785-0j -0.000183044-0j -0.00056243-0j -0.000161095-0j 3.51873e-05-0j -0.000986312-0j 0.000935752-0j -0.000307197-0j 0.00030157-0j -0.000636598-0j -0.000463232-0j -0.000562199-0j 0.000245278-0j -0.00032333-0j 0.000395152-0j -0.000375038-0j 0.000191145-0j -0.000430964-0j 4.72596e-05-0j -0.000220347-0j 
-3.84107e-17-0j -8.22594e-18-0j -7.54085e-17-0j -3.33209e-17-0j -6.58306e-17-0j 6.92725e-17-0j -5.68415e-17-0j 4.27418e-17-0j -1.00378e-16-0j -8.23388e-17-0j 1.13146e-16-0j 5.07254e-17-0j 5.2818e-17-0j 1.65219e-16-0j -1.71906e-16-0j -1.37152e-17-0j 2.88814e-17-0j 9.86392e-17-0j -2.65301e-17-0j -7.75671e-17-0j 6.53046e-17-0j -4.15227e-17-0j -5.96215e-18-0j -9.69546e-18-0j -4.74425e-17-0j -8.59058e-17-0j -5.69216e-17-0j -2.27105e-16-0j 4.38193e-18-0j -5.62576e-17-0j 8.42639e-17-0j -4.60667e-17-0j 9.55386e-18-0j -7.47333e-18-0j 4.2189e-17-0j -6.57101e-17-0j 7.76705e-17-0j -3.175e-17-0j -9.75564e-17-0j -2.79428e-17-0j 6.10342e-18-0j -1.71081e-16-0j 1.62311e-16-0j -5.32849e-17-0j 5.23088e-17-0j -1.10421e-16-0j -8.035e-17-0j -9.75163e-17-0j 4.25448e-17-0j -5.60832e-17-0j 6.85412e-17-0j -6.50524e-17-0j 3.3155e-17-0j -7.47529e-17-0j 8.19742e-18-0j -3.82203e-17-0j 
-0.00139228-0j -0.000298167-0j -0.00273334-0j -0.00120779-0j -0.00238617-0j 0.00251093-0j -0.00206034-0j 0.00154927-0j -0.00363842-0j -0.00298455-0j 0.00410124-0j 0.00183865-0j 0.0019145-0j 0.00598872-0j -0.00623111-0j -0.000497138-0j 0.00104687-0j 0.00357539-0j -0.00096164-0j -0.00281159-0j 0.00236711-0j -0.00150508-0j -0.000216111-0j -0.000351433-0j -0.00171966-0j -0.00311384-0j -0.00206324-0j -0.00823191-0j 0.000158832-0j -0.00203918-0j 0.00305433-0j -0.00166979-0j 0.0003463-0j -0.000270887-0j 0.00152923-0j -0.0023818-0j 0.00281534-0j -0.00115085-0j -0.00353614-0j -0.00101285-0j 0.000221231-0j -0.0062012-0j 0.00588331-0j -0.00193143-0j 0.00189605-0j -0.00400245-0j -0.00291246-0j -0.00353469-0j 0.00154213-0j -0.00203286-0j 0.00248442-0j -0.00235796-0j 0.00120177-0j -0.00270958-0j 0.000297133-0j -0.00138538-0j 
5.56741e-18-0j 1.1923e-18-0j 1.093e-17-0j 4.82967e-18-0j 9.54179e-18-0j -1.00407e-17-0j 8.23885e-18-0j -6.19519e-18-0j 1.45492e-17-0j 1.19346e-17-0j -1.64e-17-0j -7.35236e-18-0j -7.65568e-18-0j -2.39476e-17-0j 2.49168e-17-0j 1.98794e-18-0j -4.1862e-18-0j -1.42972e-17-0j 3.84539e-18-0j 1.12429e-17-0j -9.46554e-18-0j 6.01849e-18-0j 8.6418e-19-0j 1.4053e-18-0j 6.87653e-18-0j 1.24516e-17-0j 8.25046e-18-0j 3.29176e-17-0j -6.35136e-19-0j 8.15423e-18-0j -1.22136e-17-0j 6.67712e-18-0j -1.38478e-18-0j 1.08322e-18-0j -6.11506e-18-0j 9.52431e-18-0j -1.12579e-17-0j 4.60198e-18-0j 1.41403e-17-0j 4.05015e-18-0j -8.84656e-19-0j 2.47972e-17-0j -2.35261e-17-0j 7.72335e-18-0j -7.58188e-18-0j 1.60049e-17-0j 1.16463e-17-0j 1.41344e-17-0j -6.16663e-18-0j 8.12895e-18-0j -9.93467e-18-0j 9.42898e-18-0j -4.80563e-18-0j 1.0835e-17-0j -1.18817e-18-0j 5.53982e-18-0j 
4.31078e-17-0j 9.23185e-18-0j 8.46299e-17-0j 3.73955e-17-0j 7.38808e-17-0j -7.77435e-17-0j 6.37924e-17-0j -4.79685e-17-0j 1.12653e-16-0j 9.24077e-17-0j -1.26983e-16-0j -5.69284e-17-0j -5.92769e-17-0j -1.85423e-16-0j 1.92928e-16-0j 1.53924e-17-0j -3.24132e-17-0j -1.10701e-16-0j 2.97743e-17-0j 8.70524e-17-0j -7.32904e-17-0j 4.66004e-17-0j 6.69123e-18-0j 1.08811e-17-0j 5.3244e-17-0j 9.64109e-17-0j 6.38823e-17-0j 2.54877e-16-0j -4.91777e-18-0j 6.31371e-17-0j -9.45682e-17-0j 5.17001e-17-0j -1.07222e-17-0j 8.38722e-18-0j -4.73481e-17-0j 7.37455e-17-0j -8.71685e-17-0j 3.56325e-17-0j 1.09486e-16-0j 3.13598e-17-0j -6.84978e-18-0j 1.92002e-16-0j -1.82159e-16-0j 5.98009e-17-0j -5.87055e-17-0j 1.23924e-16-0j 9.01757e-17-0j 1.09441e-16-0j -4.77474e-17-0j 6.29414e-17-0j -7.69228e-17-0j 7.30073e-17-0j -3.72094e-17-0j 8.38941e-17-0j -9.19985e-18-0j 4.28941e-17-0j 
0.00165599-0j 0.000354642-0j 0.00325106-0j 0.00143655-0j 0.00283813-0j -0.00298652-0j 0.00245058-0j -0.00184271-0j 0.00432756-0j 0.00354984-0j -0.00487804-0j -0.0021869-0j -0.00227712-0j -0.00712303-0j 0.00741132-0j 0.000591299-0j -0.00124515-0j -0.00425259-0j 0.00114378-0j 0.00334412-0j -0.00281545-0j 0.00179015-0j 0.000257044-0j 0.000417997-0j 0.00204537-0j 0.00370363-0j 0.00245404-0j 0.00979109-0j -0.000188916-0j 0.00242541-0j -0.00363284-0j 0.00198606-0j -0.000411892-0j 0.000322195-0j -0.00181888-0j 0.00283293-0j -0.00334858-0j 0.00136882-0j 0.00420591-0j 0.00120469-0j -0.000263134-0j 0.00737575-0j -0.00699765-0j 0.00229725-0j -0.00225517-0j 0.00476055-0j 0.0034641-0j 0.00420418-0j -0.00183422-0j 0.00241789-0j -0.00295499-0j 0.00280458-0j -0.0014294-0j 0.00322279-0j -0.000353412-0j 0.00164778-0j 
-0.000167337-0j -3.58365e-05-0j -0.000328519-0j -0.000145163-0j -0.000286793-0j 0.000301787-0j -0.000247631-0j 0.000186206-0j -0.0004373-0j -0.000358711-0j 0.000492926-0j 0.000220986-0j 0.000230103-0j 0.000719781-0j -0.000748914-0j -5.97507e-05-0j 0.000125823-0j 0.000429724-0j -0.000115579-0j -0.000337923-0j 0.000284501-0j -0.000180895-0j -2.59743e-05-0j -4.22385e-05-0j -0.000206684-0j -0.000374251-0j -0.00024798-0j -0.000989389-0j 1.909e-05-0j -0.000245088-0j 0.000367098-0j -0.000200691-0j 4.16217e-05-0j -3.25578e-05-0j 0.000183798-0j -0.000286268-0j 0.000338374-0j -0.00013832-0j -0.000425007-0j -0.000121733-0j 2.65897e-05-0j -0.000745319-0j 0.000707112-0j -0.000232137-0j 0.000227885-0j -0.000481053-0j -0.000350047-0j -0.000424832-0j 0.000185348-0j -0.000244328-0j 0.000298602-0j -0.000283402-0j 0.000144441-0j -0.000325663-0j 3.57123e-05-0j -0.000166508-0j 
0.00136874-0j 0.000293125-0j 0.00268713-0j 0.00118737-0j 0.00234583-0j -0.00246847-0j 0.00202551-0j -0.00152307-0j 0.0035769-0j 0.00293408-0j -0.00403189-0j -0.00180756-0j -0.00188213-0j -0.00588747-0j 0.00612575-0j 0.000488732-0j -0.00102917-0j -0.00351494-0j 0.000945381-0j 0.00276405-0j -0.00232708-0j 0.00147963-0j 0.000212457-0j 0.000345491-0j 0.00169058-0j 0.00306119-0j 0.00202836-0j 0.00809272-0j -0.000156147-0j 0.0020047-0j -0.00300268-0j 0.00164156-0j -0.000340445-0j 0.000266307-0j -0.00150338-0j 0.00234153-0j -0.00276773-0j 0.00113139-0j 0.00347635-0j 0.000995721-0j -0.000217491-0j 0.00609635-0j -0.00578383-0j 0.00189877-0j -0.00186399-0j 0.00393478-0j 0.00286322-0j 0.00347492-0j -0.00151605-0j 0.00199849-0j -0.00244242-0j 0.00231809-0j -0.00118146-0j 0.00266377-0j -0.000292109-0j 0.00136195-0j 
5.97272e-17-0j 1.2791e-17-0j 1.17257e-16-0j 5.18127e-17-0j 1.02364e-16-0j -1.07716e-16-0j 8.83864e-17-0j -6.6462e-17-0j 1.56084e-16-0j 1.28034e-16-0j -1.75939e-16-0j -7.88761e-17-0j -8.213e-17-0j -2.5691e-16-0j 2.67308e-16-0j 2.13267e-17-0j -4.49095e-17-0j -1.5338e-16-0j 4.12533e-17-0j 1.20614e-16-0j -1.01546e-16-0j 6.45663e-17-0j 9.27092e-18-0j 1.50761e-17-0j 7.37713e-17-0j 1.3358e-16-0j 8.85109e-17-0j 3.5314e-16-0j -6.81373e-18-0j 8.74785e-17-0j -1.31027e-16-0j 7.16321e-17-0j -1.48559e-17-0j 1.16208e-17-0j -6.56024e-17-0j 1.02177e-16-0j -1.20775e-16-0j 4.937e-17-0j 1.51697e-16-0j 4.345e-17-0j -9.49058e-18-0j 2.66024e-16-0j -2.52387e-16-0j 8.2856e-17-0j -8.13383e-17-0j 1.71701e-16-0j 1.24941e-16-0j 1.51634e-16-0j -6.61556e-17-0j 8.72073e-17-0j -1.06579e-16-0j 1.01154e-16-0j -5.15548e-17-0j 1.16238e-16-0j -1.27467e-17-0j 5.94312e-17-0j 
1.38871e-17-0j 2.97402e-18-0j 2.72634e-17-0j 1.20469e-17-0j 2.38006e-17-0j -2.50449e-17-0j 2.05506e-17-0j -1.5453e-17-0j 3.62909e-17-0j 2.97689e-17-0j -4.09072e-17-0j -1.83394e-17-0j -1.90959e-17-0j -5.97337e-17-0j 6.21513e-17-0j 4.95863e-18-0j -1.04418e-17-0j -3.56622e-17-0j 9.59175e-18-0j 2.80438e-17-0j -2.36104e-17-0j 1.50122e-17-0j 2.15557e-18-0j 3.50532e-18-0j 1.71525e-17-0j 3.10586e-17-0j 2.05795e-17-0j 8.2108e-17-0j -1.58425e-18-0j 2.03395e-17-0j -3.0465e-17-0j 1.66551e-17-0j -3.45412e-18-0j 2.70193e-18-0j -1.52531e-17-0j 2.3757e-17-0j -2.80812e-17-0j 1.1479e-17-0j 3.52708e-17-0j 1.01025e-17-0j -2.20664e-18-0j 6.1853e-17-0j -5.86822e-17-0j 1.92647e-17-0j -1.89119e-17-0j 3.99219e-17-0j 2.90499e-17-0j 3.52562e-17-0j -1.53817e-17-0j 2.02764e-17-0j -2.47805e-17-0j 2.35192e-17-0j -1.19869e-17-0j 2.70263e-17-0j -2.96371e-18-0j 1.38183e-17-0j 
0.00138922-0j 0.000297511-0j 0.00272734-0j 0.00120513-0j 0.00238093-0j -0.00250541-0j 0.00205581-0j -0.00154586-0j 0.00363042-0j 0.00297799-0j -0.00409222-0j -0.00183461-0j -0.00191029-0j -0.00597556-0j 0.00621741-0j 0.000496045-0j -0.00104457-0j -0.00356753-0j 0.000959527-0j 0.00280541-0j -0.0023619-0j 0.00150177-0j 0.000215636-0j 0.000350661-0j 0.00171588-0j 0.003107-0j 0.00205871-0j 0.00821382-0j -0.000158483-0j 0.0020347-0j -0.00304761-0j 0.00166612-0j -0.000345539-0j 0.000270292-0j -0.00152587-0j 0.00237657-0j -0.00280915-0j 0.00114832-0j 0.00352837-0j 0.00101062-0j -0.000220745-0j 0.00618757-0j -0.00587038-0j 0.00192718-0j -0.00189188-0j 0.00399366-0j 0.00290606-0j 0.00352692-0j -0.00153874-0j 0.00202839-0j -0.00247896-0j 0.00235278-0j -0.00119913-0j 0.00270363-0j -0.00029648-0j 0.00138233-0j 
0.00011774-0j 2.52149e-05-0j 0.000231149-0j 0.000102138-0j 0.00020179-0j -0.00021234-0j 0.000174236-0j -0.000131016-0j 0.000307688-0j 0.000252392-0j -0.000346827-0j -0.000155488-0j -0.000161903-0j -0.000506445-0j 0.000526942-0j 4.20411e-05-0j -8.85299e-05-0j -0.000302358-0j 8.13224e-05-0j 0.000237766-0j -0.000200178-0j 0.000127279-0j 1.82757e-05-0j 2.97194e-05-0j 0.000145425-0j 0.000263326-0j 0.000174481-0j 0.000696143-0j -1.34319e-05-0j 0.000172446-0j -0.000258293-0j 0.000141208-0j -2.92854e-05-0j 2.29079e-05-0j -0.000129322-0j 0.000201421-0j -0.000238083-0j 9.73229e-05-0j 0.000299039-0j 8.56527e-05-0j -1.87087e-05-0j 0.000524413-0j -0.00049753-0j 0.000163334-0j -0.000160342-0j 0.000338473-0j 0.000246296-0j 0.000298916-0j -0.000130412-0j 0.000171911-0j -0.000210099-0j 0.000199404-0j -0.00010163-0j 0.000229139-0j -2.51275e-05-0j 0.000117156-0j 
-0.000725889-0j -0.000155455-0j -0.00142508-0j -0.000629701-0j -0.00124407-0j 0.00130912-0j -0.0010742-0j 0.000807739-0j -0.00189695-0j -0.00155605-0j 0.00213825-0j 0.000958613-0j 0.00099816-0j 0.00312233-0j -0.0032487-0j -0.000259191-0j 0.000545804-0j 0.00186409-0j -0.000501368-0j -0.00146587-0j 0.00123413-0j -0.0007847-0j -0.000112673-0j -0.000183226-0j -0.000896573-0j -0.00162346-0j -0.00107571-0j -0.00429185-0j 8.28101e-05-0j -0.00106316-0j 0.00159243-0j -0.000870574-0j 0.00018055-0j -0.000141232-0j 0.000797292-0j -0.0012418-0j 0.00146782-0j -0.000600014-0j -0.00184363-0j -0.000528065-0j 0.000115343-0j -0.0032331-0j 0.00306737-0j -0.00100698-0j 0.000988538-0j -0.00208675-0j -0.00151846-0j -0.00184287-0j 0.000804015-0j -0.00105987-0j 0.0012953-0j -0.00122937-0j 0.000626567-0j -0.00141269-0j 0.000154916-0j -0.000722291-0j 
0.000985824-0j 0.000211122-0j 0.00193539-0j 0.000855192-0j 0.00168957-0j -0.0017779-0j 0.00145886-0j -0.00109698-0j 0.00257624-0j 0.00211325-0j -0.00290394-0j -0.00130188-0j -0.00135559-0j -0.00424041-0j 0.00441203-0j 0.000352006-0j -0.000741252-0j -0.00253161-0j 0.000680904-0j 0.00199079-0j -0.00167607-0j 0.0010657-0j 0.000153021-0j 0.000248837-0j 0.00121763-0j 0.0022048-0j 0.00146091-0j 0.00582873-0j -0.000112464-0j 0.00144387-0j -0.00216266-0j 0.00118232-0j -0.000245203-0j 0.000191806-0j -0.0010828-0j 0.00168647-0j -0.00199344-0j 0.000814874-0j 0.00250382-0j 0.000717161-0j -0.000156646-0j 0.00439085-0j -0.00416577-0j 0.00136758-0j -0.00134253-0j 0.002834-0j 0.00206221-0j 0.00250279-0j -0.00109193-0j 0.0014394-0j -0.00175913-0j 0.00166959-0j -0.000850935-0j 0.00191856-0j -0.00021039-0j 0.000980938-0j 
