-0.021048-0.0155261j 0.0063933+0.0370271j 0.0429476+0.0769592j 0.0187203+0.000203386j 0.00748686-0.0232886j -0.0137767+0.0110646j -0.00338219+0.0443361j -0.0652846+0.00758588j -0.0382669+0.0135784j -0.00512597-0.00333468j -0.0123482-0.0364343j 0.0120147-0.0130401j -0.00392167-0.00217153j -0.0418839-0.0227623j 0.0223977-0.000463173j 0.0245124+0.00749961j 0.0378946-0.00596411j -0.0148775-0.00588797j 0.01292+0.00216327j -0.0297238-0.00946918j 0.00262991-0.0152333j -0.0136293-0.0145404j -0.0090701-0.00515041j -0.0306381-0.0160178j -0.00685481-0.0037679j 0.0217426+0.0177296j -0.014799-0.0223806j 0.00813878+0.00289678j 0.00198459+0.00942449j -0.00166943-0.0333371j 0.00761131+0.0155496j -0.00652498+0.0159734j -0.00140586-0.0353509j -0.00650158+0.0253758j 0.00365354-0.00426872j 0.0418176-0.0132794j 0.00985403-0.0172388j 0.0199084+0.0330361j -0.0210353+0.0194646j -0.00333332-0.0262335j 0.0254964-0.0026577j -0.00581063+0.0167615j -0.0189783+0.00453582j -0.010595-0.00547516j -0.00579868+0.0155994j -0.00680302+0.00328284j -0.00936935+0.010366j -0.0207834-0.0102643j -0.0451545-0.0118486j 0.0206277-0.0025353j -0.0265358-0.012257j -0.0120298-0.0155981j -0.0405921-0.0205718j 0.0273026+0.00232522j 0.0286111+0.00536636j -0.0283983-0.0279602j -0.0114832-0.000189711j -0.0447893+0.00202688j -0.0217888-0.0024601j -0.0211199+0.0468433j -0.0141415+0.0334683j -0.025572+0.00294681j -0.0158443-0.00717358j 0.0253046-0.00675285j -0.0216084+0.0209619j -0.0163456-0.0173841j 0.0329567-0.00945834j -0.0201507-0.0149712j 0.0116427+0.00230943j 0.00358304-0.0339257j -0.0368111-0.0188058j -0.0170132+0.00973715j -0.0088077-0.0131125j 0.0165394-0.0634343j 0.000437028+0.00302979j 0.0362004-0.0267819j 0.0287439-0.00281343j 0.0194064-0.0128441j -0.00631051+0.0287029j 0.0343709-0.0164361j 0.0138957+0.0296689j -0.0057722-0.0206263j 0.0500966+0.0233195j -0.0401654+0.0361041j -0.0492433-0.0486041j 0.0384954-0.0485995j 0.0171521-0.0693644j -0.00192052+0.0252549j 0.0425908-0.0367603j -0.03469-0.0490718j -0.0887299+0.0184983j -0.0118219+0.0107238j -0.0191743-0.00559637j -0.00307062+0.105779j 0.177838-0.00379684j 0.00906812+0.0322976j 0.0285216+0.0164235j 
0.00130394+0.00418085j -0.0111798+0.00894811j -0.000127303-0.00283365j -0.00679142+0.00842334j -0.00190644-0.0128197j -0.0232315-0.0128638j -0.00826615-0.0225362j -0.0223203+0.00175493j 0.00676975-0.0175576j 0.0180317-0.00158259j 0.00611648-0.000419108j 0.0173287-0.0124721j -0.00371922-0.000293143j -0.016022-0.00674823j 0.00293267-0.00785848j 0.00773136+0.00762938j 0.00173063-0.000756577j 0.00401752+4.32164e-05j -0.00974218-0.0100707j 0.000585884+0.023219j -0.00693173-8.77716e-05j -0.00109974-0.0223538j -0.00509695+0.00520939j -0.00708493+0.0237664j -0.00556122-0.010291j 0.0102394+0.0136791j -0.015713+0.015524j -0.0033071-0.00338649j -0.00122695-0.0144714j 0.00219263+0.00488417j 0.0175307+0.00520991j 0.00266458-0.00339918j -0.0142335+0.00866932j -0.00861542-0.00236573j 0.00693237+0.0236713j 0.00497118-0.0125493j -0.00486535+0.0073984j 0.0190215+0.0160361j 0.0142572-0.0182555j 0.0109527+0.0092256j -0.0176978+0.0087207j 0.0149389-0.000521975j 0.00956783+0.00983955j -0.00288166-0.0142945j -0.0293496+0.00220991j -0.0111284+0.0112468j -0.00227064+0.0127426j -0.0209375+0.0213153j -0.00581039+0.00116345j -0.00326815+0.0224344j -0.00097914+0.0046584j 0.010412-0.0180393j 0.0102126+0.00871856j -0.00382735+0.0219814j 0.0203531+0.00258227j -0.00688347-0.0152105j -0.0112244-0.00394383j 0.00119111+0.00117179j 0.00385707+0.00124936j 0.00453952-0.0131378j 0.0182087-0.00320842j -0.0185374+0.00910375j -0.0071844-0.0194258j 0.00954637-0.00255161j -0.00754121-0.00866354j -0.000918012+0.00892626j -0.00731487+0.00401305j 0.000858246-0.00258862j 0.00637642+0.0192761j -0.00731421+0.00176243j -0.0077808+0.00540289j 0.00846886+0.0025882j 0.00687526+0.00700746j -0.00401272+0.00830142j -0.00409554-0.0183095j 0.000101312-0.0142053j -0.00661306-0.0202304j -0.002646+0.00372648j 0.0065687-0.00142017j 0.00129482-0.00379027j 0.00404773-0.00755889j -0.00683221+0.00270157j 0.00150313+0.00584737j 0.0216189+0.00873469j 0.00967923+0.0108991j 0.0109091+0.00301061j -0.00435093-0.00889616j 0.000197784-0.00858981j -0.00578033-0.0301552j 0.0197027-0.00773836j 0.00259095-0.00389447j 0.0085315+0.00176812j 0.00801826-0.00676712j 0.0106261-0.00101121j -0.0034484-0.00241594j 0.00118266+0.00261375j -0.0029721-0.00381731j 
0.0214364-0.00312103j 0.00156931+0.000989303j -0.0513771+0.0251174j 0.0320866+0.0271245j -0.00495973-0.00409023j -0.00163605-0.0011667j -0.0221635+0.0234486j 0.0353161-0.0332348j -0.024835-0.0371677j -0.0343119-0.0188795j 0.0179022-0.0149337j -0.0169966-0.00937424j 0.00749334+0.0221355j 0.00964201-0.0135075j 0.0072872-0.0171441j -0.0133389+0.0145849j -0.00221699+0.00823503j -0.00323082-0.00403459j -0.00684716-0.00631755j 0.0199578+0.0100864j -0.00147064+0.00231727j 0.0139245-0.00169784j 0.0154825+0.00459744j -0.00335929-0.0148424j 0.00253317+0.0179354j -0.00222263-0.0160814j 0.0158372+0.00146696j -0.00735955-0.0122983j -0.00834236+0.0109438j 0.00395209+0.000946157j -0.00352953+0.0183011j 0.011814-0.0114919j -0.0109216+0.00446869j 0.0170306-0.00844985j -0.00768891-0.00722975j -0.00622167+0.000888031j 0.0062406-0.00448144j 0.00486896+0.0132503j 0.0270839+0.0050962j 0.0133459+0.0210647j 0.00442487-0.0317647j -0.00126287-0.00827623j 0.00512228-0.014194j -0.00114211+0.04053j -0.00382934-0.00410502j 0.019789-0.00838467j 0.00475607+0.0153057j 0.018963-0.0152751j 0.0126612+0.0269644j -0.0126897-0.0086476j 0.0175127+0.0167559j 0.00980566+0.0202605j 0.0168224+0.0214173j 0.00333324-0.00895045j -0.0095313+0.0202415j 0.01055-0.0192209j 0.00517054+0.00142553j 0.0127078-0.00647438j 0.00683203-0.00282409j 0.0302428-0.00982919j -0.00747358+0.00778336j -0.014036+0.00312428j -0.0165003+0.0137521j -0.00596992-0.00669702j 0.0257209-0.00934455j -0.000950552+0.0106569j -0.0106233-0.00995354j 0.0135587+0.0214317j -0.00592491+0.00890549j -0.00909006-0.00138138j -0.00787835+0.0159308j 0.00831091-0.0141577j -0.00790686+0.00676791j -0.019811+0.0144266j 0.00763396+0.00237444j 0.00430918-0.00593142j 0.00944702+0.0143217j -0.0139274-0.030341j -0.00527719-0.0205752j 0.0218686+0.0197908j 0.0151247+0.00389173j 0.00756054+0.0225387j -0.00663157-0.00313921j 0.00985457-0.00221818j 0.0137001+0.00451472j -0.0133199-0.0166427j -0.0271043+0.00199737j 0.0142854+0.0116329j -0.00369567-0.00310809j 0.0451381-0.00208958j -0.0118831+0.0220484j -0.000217411-0.00969185j -0.00911378+0.00337198j 0.0234365-0.00679777j -0.0040297-0.0199028j 0.00469886+0.00754967j -0.00258292-0.00834804j 
-0.00441429+0.00126656j -0.00554586+0.00118153j -0.0194937-0.00855993j -0.016854-0.00318635j -0.000651352+0.00569185j 0.00350354+0.0131612j -0.0214272-0.0321268j -0.0161999-0.0176311j 0.0141281-0.00669277j 0.007179+0.00386498j 0.014724-4.91573e-05j 0.0139974+0.0179405j 0.00725708-0.00122453j 0.00906924-0.00192291j 0.00866581-0.00554784j 0.0045158+0.000693842j 0.00589563+0.00109447j 0.0170807-0.0113528j -0.00613227-0.00955537j 0.00819721-0.00289642j 0.00859416-0.00421519j 0.0127687+0.00886332j -0.00505953-0.000932673j -0.00698936+0.00848511j 0.000229675-0.00166368j -0.00320838+0.00927737j -0.0126188-0.0116269j -0.00342784-0.00831959j 0.00934655-0.00462004j 0.0119421+0.00487134j -0.0075355-0.0128179j 0.00234723+0.0139446j -0.00170421-0.00746196j 0.0120362+0.000852479j -0.00218398-0.0123581j -0.00848377-0.00606816j -0.0164854-0.00788876j -0.000246091-0.00891785j -0.00706285-0.00933116j 0.0117662-0.00608295j -0.00504858+0.0253781j 0.0157889-0.00484309j 0.00674432-0.00173113j -0.00738273+0.00307119j 0.0153593+0.00300748j -0.0197182-0.0036088j 0.0179615-0.0104831j -0.00756552+0.0170642j -0.00556673-0.00139602j 0.00490724+0.00929894j -0.0113038+0.00562839j 0.0100895-0.00213431j -0.00712413-0.021976j -0.0173878-0.0256354j 0.0109871+0.0021366j -0.00247315+0.00250637j -0.0128999-0.00213804j 0.0033236+0.000411156j -0.0040386+0.0250475j 0.0105104-0.00266803j 0.00900362+0.0143973j 0.00199039+0.0175974j -0.00886043+0.00102993j 0.0247919-0.0127597j -0.00392171-0.00569009j -0.0278165-0.010585j 0.0124413-0.00884553j 0.0163762-0.000955538j 0.00309536+0.00521163j -0.00489858-0.00442498j -0.00176251+0.00366023j 0.00923812+0.00643098j 0.0081044+0.00507203j 0.00773286+0.00226192j 0.0156732+0.00818729j 0.00181227-0.0248779j -0.000584149-0.0138365j -0.00153204-0.00880556j 0.00701762+0.0216036j 0.00080328+0.00675829j -0.0163729+0.00407855j -0.00591701-0.0117826j -0.0100272-0.0185053j 0.00147003-0.00391594j -0.000796005-0.0203028j 0.0196125-0.0088909j 0.0228141-0.0197347j -0.00761923+0.00511259j 0.0167877-0.0111813j -0.00702215-0.00429608j 0.00362877-0.0369175j -0.00369524-0.00227291j 0.0102045-0.0122167j -0.0172961+0.0120749j 0.00805186+0.0183115j -0.00290313+0.00742759j -0.00474169+0.00778152j 
0.0111867-0.00521118j -0.0163409-0.0062078j -0.0189328-0.0216208j -0.0292606+0.00218694j -0.000182021+0.000108991j -0.00704623+0.016652j -0.00783294-0.0199188j 0.0132633-0.0069056j -0.00776346-0.00904975j 0.0175274-0.0253893j 0.00797174+0.0100748j -0.0116483+0.00369806j -0.000384959+0.0126349j -0.00128097+0.0149016j 0.0128793+0.0169844j -0.00520436+0.00219406j -0.0028278+0.00342083j 0.00678622+0.0143791j 0.0162871+0.000225057j -0.00114838+0.00556747j 0.00686065+0.0199847j -0.010894+0.0233965j -0.00158977+0.00165736j 0.0112698-0.0189879j -0.00917496+0.00439668j 0.00860894-0.0156585j -0.0041106+0.0167348j -0.0112668+0.00774591j -0.00296712+0.00628914j 0.00291404+0.00235707j 0.0104616+0.00650592j -0.00288219+0.0216082j 0.0225883+0.0207568j 0.00655725+0.00264383j -0.0036115+0.0108161j -0.00419384+0.00313529j 0.0120877+0.0182274j 0.0155233-0.0242572j 0.0199875-0.00283074j -0.0217861+0.0275885j -0.0325496+0.0236385j -0.00996701+0.00537769j -0.00904684-0.0109123j -0.0114994-0.0340431j -0.0179842-0.0169022j 0.00946372+0.000489618j 0.0114511-0.0133719j -0.0173389-0.0337747j 0.0306302-0.00961198j -0.0109783-0.00955557j 0.011147+0.00772967j -0.000500003+0.0128089j -0.0278314+0.00418061j 0.0142212+0.00212626j -0.0343224-0.015794j -0.0168727+0.019809j 0.0269272+0.0147068j 0.0394448-0.0058279j -0.00834035-0.0189679j -0.00135715-0.0111323j 0.0102054-0.0131211j 0.012541-0.000532207j -0.00235288-0.014729j 0.0046752+0.00877399j 0.0180384-0.0334272j 0.000408927+0.0341365j 0.0358422+0.013389j 0.0116974+0.00801832j -0.0104703-0.0104397j 0.0367811+0.000421155j 0.0275181+0.000560244j 0.00649121-0.0099183j 0.0110562+0.00122578j -0.00633257+0.0109911j 0.0135537-0.020351j 0.00863342+0.00256256j -0.00346707-0.0127114j 0.0242545+0.023018j -0.00978676+0.0233914j 0.00135818-0.0148351j -0.0275226-0.0179693j -0.00798811-0.0289431j -0.0124372-0.0282744j 0.0126186-0.0113644j -0.0325997+0.0179421j -0.0175561+6.39778e-05j -0.0208551+0.014419j -0.0165137+0.00534684j 0.00587121-0.0228466j -0.00382185-0.0290893j -0.00184728-0.00132847j 0.000388568-0.00222569j -0.00826815+0.0110213j 0.039965+0.00549207j 0.000742586-0.0114052j 0.00567497+0.00191904j 0.00495183-0.0089101j 
-0.0101559-0.0134549j 0.00517609-0.00545926j 0.0165648+0.00236689j -0.00599053-0.00816905j 0.0217244-0.0273501j -0.0408392-0.0438083j 0.00682313-0.0120297j 0.000517236-0.00116343j -0.00858166+0.0132948j -0.00469747+0.00563294j -0.00353204-0.00381238j -0.00326418-0.0223892j -0.024264-0.00093943j -0.00998963-0.00591281j -0.0157599-0.0215529j 0.0162374+0.0129816j -0.000912367+0.00342907j -0.0125865-0.00517394j -0.0123066-0.0230171j 0.0053142+0.00471094j -0.00485982+0.00296104j -0.000447041-0.0378418j -0.00741835-0.00895369j -0.0129172+0.0111953j -0.0134102+0.000894337j -0.000227302-0.00800303j 0.0173478+0.00103526j 0.0132402-0.0123433j 0.00409995+0.00033129j -0.0115487-0.00307409j 0.0223365-0.00126145j -0.00125626-0.000435737j -0.0352769-0.0128889j -0.00633476-0.0188674j 0.0289183+0.0130044j -0.00531759-0.00972901j 0.00877111+0.000431643j 0.00608355+0.0312347j -0.0104184-0.0224237j 0.0206799+0.00414168j -0.0172516-0.0177543j 0.00586779-0.00686405j -0.0171277+0.0158485j 0.00784271+0.0148377j -0.0288931+0.0247432j -0.00611491-0.00414474j -0.00498359+0.00806882j 0.000124358+0.0129024j 0.00337879+0.00732957j -0.0232198+0.021278j 0.017561+0.0153743j 0.00320562-0.0188245j 0.0214069-0.00290513j -0.00154337-0.00568063j -0.00405282-0.0121933j -0.0157663-0.0139654j -1.20736e-05+0.00706176j 0.00428076+0.00081179j 0.0327063+0.0183357j -0.0273095-0.0177472j -0.00510605+0.013393j -0.0120196-0.0241314j 0.0104715-0.00132396j -0.00660867+0.00434038j 0.00883969+0.0135733j 0.00907335-0.00457331j -0.0109333+0.0191861j -0.0245677-0.00398209j -0.00739746-0.000975804j 0.0146933+0.0028634j 0.0128707-0.0282095j -0.0139631-0.0144501j 0.00394467-0.0204609j -0.00324675-0.00415061j 0.00777655-0.00949492j -0.00104769+0.0146625j 0.0144337+0.0163168j 0.0093553+0.00655658j -0.0159588+0.0102295j -0.00385121-0.000173899j 0.0381769+0.00693888j 0.00481434-0.00736658j -0.0144766+0.00526305j -0.00428544-0.00450889j -0.00884024+0.0122724j -0.0033696+0.0322646j -0.000679944+0.00164227j -0.0018934+0.013854j 0.0021165+0.00265429j -0.00620331-0.00470517j -0.00425727+0.0226432j 0.0203039-0.000380527j -0.00720188-0.00412614j 0.0095521-0.00395665j 0.0140465-0.0168201j 0.000832227-0.00569522j 0.00314373-0.00314413j 
0.00581573-0.00596041j 0.0120466+0.0164223j 0.0136877-0.00563139j 0.000645093-0.00169387j 0.029028+0.0328305j 0.0220885-0.0222944j 0.0135552+0.00671339j 0.010544+0.0146094j -0.00741247+0.0207814j -0.0292886+0.00347279j 0.0239363-0.00911475j -0.00895475-0.00453265j -0.0211873-0.00227023j -0.00338643-0.0102503j 0.016834+0.00525366j -0.00980516-0.0002044j 0.0139084-0.00762124j -0.00289257+0.00134855j 0.00163741-0.000645322j -0.00957512+0.000312008j 0.0128774+0.00103394j 0.0229077+0.0137681j 0.00626957+0.0143657j -0.0144314-0.0188389j -0.0067453-0.0059318j 0.000445144-0.00845326j 0.0174678+0.00878088j 0.0249248+0.00735666j -0.00608117+0.0430271j 0.00163651+0.0101639j 0.00301389+0.0092751j -0.00196428+0.00885692j 0.00409962-0.018729j 0.0158253-0.00930434j 0.00616973+0.014707j 0.00238325-0.00107279j 0.00357071+0.00924813j -0.0127363+0.0124426j -0.00149851-0.0164616j -0.02146+0.0129513j 0.019059+0.00234066j -0.0093115+0.00255956j -0.0295716-0.0105281j -0.00954195-0.0185418j -0.00160915+0.00513369j -0.00272341+0.00269395j -0.00549248-0.000554714j -0.00269443-0.00858972j -0.0032978+0.0136175j -0.00961165+0.000916626j -0.00102083+0.0188644j -0.0161401-0.0383648j 0.0254033+0.0251816j -0.00223857+0.0108355j -0.00264174+0.00400067j 0.0200695-0.00728441j -0.0133536-0.00665417j 0.012752+0.0113257j -0.00159406-0.00277188j 0.00349522+0.00406369j 0.00716066+0.0202046j -0.0196174+0.0147768j -0.00220531+0.0057312j 0.0428704-0.00798049j -0.00796091+0.00652428j 0.0216072-0.0130069j 0.000873699+0.0110102j 0.00374579+0.0168458j -0.00580416+0.00389619j -0.0073616-0.00933255j -0.00909397+0.0237029j -0.000257972+0.0194704j -0.000636569+0.00241955j -0.0257321-0.0256108j -0.0142595+0.00350511j 0.00190999+0.00241329j 0.00467694-0.0134234j -0.0192006-0.0249999j 0.0198239+0.00252193j -0.00812322+0.00950471j 0.0053564+0.00568793j 0.0192528-0.00303401j -0.00193779+0.00214305j 0.0109952-0.00432059j -0.0030253-0.00417059j -0.00874949+0.00907339j -0.00139689+0.0201154j 0.000785502+0.0204697j -0.00828107-0.000635295j 0.010777+0.00085517j 0.00819622-0.0124831j -0.00305433-0.0127448j -0.0156386-0.00061649j -0.0141956+0.00960344j -0.00425439+0.0155207j -0.000356647-9.96932e-06j -0.000440948+0.00247827j 
-0.0135239+0.00116282j 0.00547241-0.00612396j 0.0254496-0.010674j -0.0214643-0.00825113j -0.0279656-0.0281165j -0.0116817+0.0231153j 0.0144628+0.00504342j -0.0369498-0.0205235j 0.00767885-0.00734059j 0.00814452+0.01584j -0.0101002+0.0140039j -0.000960057+0.0213606j -0.00425789-0.0228993j 0.00419664-0.00291484j -0.0147706-0.00336569j 0.0102775+0.011777j 0.00459285-0.0066962j 0.0151562+0.0103534j 0.00685949+0.0111911j -0.0059199-0.0239048j -0.00150733-0.00601366j -0.0268697-0.00766141j -0.00398344-0.013523j -0.000312887-0.00245413j 0.00606043+0.00888913j 0.000131766-0.00272111j 0.00630351-0.0116203j 0.00545797+0.00571833j 0.000868749-0.0197044j -0.00742999-0.016596j -0.00529031-0.0157215j -0.0173521+0.00665314j -0.00780113+0.00890901j -0.0155329+0.0089868j 0.0334878-0.00428424j 0.0135117+0.00867937j 0.0168206-0.0097666j -0.0148664-0.00318923j -0.0275696+0.00090496j -1.54515e-05-0.0249177j -0.000635406-0.00722085j -0.0113397+0.00030035j 0.0151882-0.0138194j 0.00586504+0.00796986j 0.013336+0.00599021j -0.00765766-0.00423701j -0.00563379+0.0130867j -0.00430813+0.0118304j -0.0138578-0.0194086j 0.00466322-0.0140133j -0.00757426-0.0136874j 0.0141974+0.0294899j -0.0228963-0.0213906j 0.00413143-0.0206894j 0.00165446-0.00422052j -0.0135819-0.0035437j -0.00476773-0.0216162j -0.0223748+0.0302021j -0.00953168-0.0169527j 0.00609608+0.016016j 0.0171484-0.00924336j 0.0200879-0.0201419j 0.0155456-0.0027132j -0.0185615+0.0162243j 0.00433693+0.00638617j -0.0127249+0.00273522j -0.00555171-0.0156221j -0.0219597-0.00599165j 0.0177638-0.00569815j 0.00498633+0.0184105j -0.00161558-0.0307218j -0.00199695-0.00169176j -0.00524041+0.0113974j 0.0293963-0.000778559j -0.0203707-0.0285156j -0.0185982+0.0031013j -0.0113064-0.00755493j -0.0173818+0.0099806j -0.00237592-0.0145943j -0.00311482-0.00109917j -0.00546058-0.00237889j -0.00592262-0.00152442j 0.0134629+0.00656035j -0.00613014+0.0227173j 0.00681182+0.0104634j 0.0171173+0.0145316j 0.0356854-0.00160076j 0.00855924-0.0264413j -0.000370378+0.00640899j -0.00340555+0.014958j 0.00960937+0.00531786j 0.00114701+0.00413213j 0.0174868+0.000814605j -0.0157432-0.0102471j 0.00338671+0.00420103j 0.00291986-0.00480996j -0.000232984+0.0105525j 
0.00376045-0.0228441j 0.0193986+0.0088551j 0.0186773+0.0277586j 0.00684205-0.015141j -0.00829509-0.0320937j -0.0112565+0.00212115j -0.00258363+0.0244234j 0.0100153-0.012333j -0.0171071+0.0252651j -0.00808128-0.00638109j -0.0064323+0.0155807j -0.0327398+0.000433922j -0.00195495+0.014275j 0.0253001+0.00538386j -0.0144033-0.000440069j -0.00703514-0.0300076j -0.00971955-0.00941285j 0.00572938+0.00195131j -0.00202097-0.00771458j 0.00209868-0.00930623j 0.0119052-0.0125133j -0.0102793+0.00646406j -0.000913827-0.000477515j -0.0130331+0.00591425j 0.0150618+0.0129709j -0.0132481+0.00949969j 0.0113829-0.00513168j 0.00374817-0.00918038j 0.00475038+0.014512j 0.00771166+6.82061e-05j 0.00409365-0.018689j -0.0123078+0.0227167j -0.0176298-0.0281601j 0.00315842+0.00762396j 0.0199902-0.0211602j -0.0164293+0.008705j 0.030991-0.00127526j -0.00485223+0.0037653j -0.0137928+0.00278625j -0.0231359-0.00674873j 0.0133639-0.0224195j -0.00482827+0.00980474j -0.0143487+0.0123164j 0.0121226+0.00138989j 0.00817804+0.0104398j 0.00493928+0.00850991j -0.0101076-0.00809984j 0.0109874-0.00117696j -0.00451743-0.00283694j 0.00361651-0.00349622j -0.0171595-0.0207081j 0.0100961+0.0182396j -0.00538164-0.0296002j -0.0100483-0.0158308j -0.0165274+0.0110316j -0.0155915-0.0017971j 0.0186109+0.00319887j -0.0234551+0.00569124j -0.000893701+0.0145365j 0.00342136+0.00143702j -0.00458027-0.0146289j 0.00177136-0.0118447j 0.0089821+0.00694136j -0.0243282+0.00905181j 0.0143796+0.0216416j -0.0291899-0.00304147j -0.00654296-0.00787146j -0.0216785-0.00453121j 0.00060607+0.000592073j -0.00255335+0.00225117j 0.00709064-0.0183449j -0.0110384-0.00807287j -0.0140955-0.00526693j -0.00105978+0.0107907j -0.00412012-0.0128024j -0.000804205+0.000869133j 0.00489688+0.0071959j 0.0109566-0.00223208j -0.0118534+0.00260104j 0.0189544+0.00511606j 0.00800753+0.00661618j -0.0139052+0.00681164j -0.00195805+0.000405308j -0.0121896+0.00641006j 0.00141894+0.0104095j -0.0117376+0.0163067j -0.010243-0.00183084j 0.0143143-0.00888432j -0.00686299+0.00778948j -0.0146832+0.00129024j -0.00139946+0.0192903j 0.00557753+0.00244716j 0.00391539+9.20886e-05j 0.00299904+0.00259736j 0.0026033-0.0097906j 0.00342955-0.00741822j -0.000570873-0.00193618j 
-0.0091427-0.0147564j -0.00317526-0.0205259j -0.0129602-0.00176172j -0.0117356-0.00922458j 0.015078+0.0133909j 0.00351248-0.00409405j -0.00623125-0.0180108j 0.00744123+0.00715885j -0.00361689+0.0193937j -0.0123234+0.00894432j 0.00646613-0.00959866j 0.0263776+0.00373423j 0.000850595-0.0215308j 0.0118076+0.00207962j 0.0117917-0.00723469j 0.0308164-0.00671477j 0.0212655+0.0011101j -0.00502611+0.0112175j 0.00806375-0.00733053j -0.0144616-0.0117692j 0.00433751+0.00155697j 0.00854211-0.00243948j -0.0042473+0.0133024j -0.0200806+0.00170653j 0.00285874-0.013462j 0.000459277-0.0006781j 0.00538747-0.00216722j -0.00574839-0.00230974j 0.0130195-0.00761044j -0.00588872+0.00905214j 0.00147298-0.0159503j -0.0145011+0.0176256j 0.0286661-0.00282026j -0.0077318-0.0144332j 0.0113035+0.0179792j 0.000870459-0.00520677j -0.0111623+0.0202744j -0.00920305-0.0277408j -0.0218543+0.00792617j 0.00272282-0.00323369j 0.00762716+0.0351348j 0.00260452-0.00463545j -0.0116497+0.0076685j 0.00131088-0.0176001j 0.00669278-0.000566794j -0.031701+0.0231906j 0.00215811-0.0255768j -0.00849872+0.00650234j -0.00674654-0.0114086j 0.00312765+0.0210711j -0.00853477+0.00305497j -0.00560783+0.0015834j 0.000789915+0.00298509j -0.0150403-0.00829458j -0.0070229+0.00402669j 0.00288235+0.00765969j -0.000870695+0.0126412j -0.00514024+0.000741799j -0.0264681-0.000745708j -0.00595097-0.00901716j 0.000515661+0.016141j -0.0234238-0.00118623j 0.00844158+0.00234739j 0.0234216-0.0219755j -0.00972811-5.50499e-05j -0.0127316+0.000741052j 0.0119481+0.00453852j 0.00557189+0.0274828j 0.00126062+0.00248857j 0.00748283+0.00362806j -0.00466423+0.0118425j 0.0050019+0.00444359j 0.0193422+0.012779j -0.00599378+0.00173102j 0.00446971-0.000735341j -0.000927322-0.0041987j 0.00232142-0.0171117j -0.00423636-0.0155856j 0.0223928+0.0215382j 0.00241744+0.00639066j -0.0167339+0.00414622j -0.0118316-0.0238347j -0.00960863-0.0188876j -0.0104574-0.00984762j 0.00192675-0.0219406j 0.00295185+0.00311024j 0.00262911-0.00543169j -0.00239624+0.00750976j -0.00178995+0.00075391j -0.024092-0.0185696j -0.00503907-0.0243174j 0.00523354+0.00152204j -0.0028391-0.00679236j 0.00425035+0.020909j 0.00450915-0.00151006j -0.00484215+0.00218001j 0.000879167+0.000888118j 
-0.019892-0.011832j 0.00457224-0.0191698j 0.0391044+0.00313097j 0.00112887-0.00474592j -0.0259504-0.00317839j 0.0168062+0.0106619j 0.0356693+0.0258471j 0.0112637+0.00116414j -0.00792973-0.00868452j -0.0106334-0.010667j 0.00900689+0.0205001j 0.00428841-0.0106615j 0.00318323-0.0275399j -0.00237034-0.0191134j -0.00021554+0.00344122j 0.00384294+0.0049268j 0.016826-0.00604093j -0.0239525+0.00532228j 0.0080519+0.00815453j -0.0155489-0.0015693j -0.00136888-0.00786672j -0.008591-0.0108462j 0.00639699+0.00378539j 0.00825168-0.0206778j 0.00514083-0.0104611j 0.0147566-0.0133703j -0.000387288+0.0108595j -0.0076581+0.0309186j -0.0197513-0.0151337j 0.000676866-0.0205874j -0.0189849-0.00684726j -0.0060417+0.00254096j 0.00316238+0.0062458j -0.013859+0.0108686j -0.0222262-0.0136123j 0.00516201+0.0189492j -0.000775941+0.00448313j -0.0189873+0.00987813j 0.0101978+0.00606298j 0.00435848-0.0240958j 0.00287318-0.0234701j -0.0175567+0.00273471j 0.0176523-0.00330453j 0.00510726-0.00331545j -0.00278219-0.0233277j 0.0116299-0.0140573j -0.0131926+0.0123747j 0.0134553-0.0204136j 0.00572203-0.0181518j -0.00540394+0.0121545j 0.0297599+0.00271937j -0.0225643+0.0177624j -0.0213174+0.0175916j -0.00112751+0.011751j -0.00231567+0.0051582j 0.0410395+0.00203987j -0.00799235+0.0051865j 0.00950224-0.0167341j 9.15631e-05-0.00869035j -0.000756425+0.0157694j -0.0129144-0.0157595j 0.0123369+0.0279105j -0.0268258-0.00209522j -0.0204762+0.00908971j 0.0134595-0.0341675j 0.0226673+0.00698415j -0.00230093-0.0162292j 0.00953046-0.00761162j 0.00539762+0.0122142j -0.0181774-0.00334965j 0.00498684+0.0124334j -0.0122058+0.00518597j -0.00619714-0.00697705j 0.0158564+0.00651429j -0.00420505+0.0134899j -0.000500088+0.0029628j -0.021089+0.0197281j -0.014772+0.0110179j -0.0212816-0.0110118j 0.00933309-0.012476j -0.00997853-0.00331796j 0.0085698+0.055121j 0.00860088+0.00185961j 0.0235755+0.000418223j 0.0246501+0.0241195j -0.00191208-0.0210203j -0.0286807+0.0157613j -0.00537666-0.0231021j -0.0244419+0.0220666j 0.0184917-0.000780944j 0.0180364+0.0195258j -0.00686707+0.00500089j 0.000695391+0.0143523j 0.0236446-0.00940483j -0.0190308-0.0143285j -0.00105906-0.00963954j -0.00318353-0.00239419j 
