-0.021048-0.0155261j 0.0063933+0.0370271j 0.0429476+0.0769592j 0.0187203+0.000203386j 0.00748686-0.0232886j -0.0137767+0.0110646j -0.00338219+0.0443361j -0.0652846+0.00758588j -0.0382669+0.0135784j -0.00512597-0.00333468j -0.0123482-0.0364343j 0.0120147-0.0130401j -0.00392167-0.00217153j -0.0418839-0.0227623j 0.0223977-0.000463173j 0.0245124+0.00749961j 0.0378946-0.00596411j -0.0148775-0.00588797j 0.01292+0.00216327j -0.0297238-0.00946918j 0.00262991-0.0152333j -0.0136293-0.0145404j -0.0090701-0.00515041j -0.0306381-0.0160178j -0.00685481-0.0037679j 0.0217426+0.0177296j -0.014799-0.0223806j 0.00813878+0.00289678j 0.00198459+0.00942449j -0.00166943-0.0333371j 0.00761131+0.0155496j -0.00652498+0.0159734j -0.00140586-0.0353509j -0.00650158+0.0253758j 0.00365354-0.00426872j 0.0418176-0.0132794j 0.00985403-0.0172388j 0.0199084+0.0330361j -0.0210353+0.0194646j -0.00333332-0.0262335j 0.0254964-0.0026577j -0.00581063+0.0167615j -0.0189783+0.00453582j -0.010595-0.00547516j -0.00579868+0.0155994j -0.00680302+0.00328284j -0.00936935+0.010366j -0.0207834-0.0102643j -0.0451545-0.0118486j 0.0206277-0.0025353j -0.0265358-0.012257j -0.0120298-0.0155981j -0.0405921-0.0205718j 0.0273026+0.00232522j 0.0286111+0.00536636j -0.0283983-0.0279602j -0.0114832-0.000189711j -0.0447893+0.00202688j -0.0217888-0.0024601j -0.0211199+0.0468433j -0.0141415+0.0334683j -0.025572+0.00294681j -0.0158443-0.00717358j 0.0253046-0.00675285j -0.0216084+0.0209619j -0.0163456-0.0173841j 0.0329567-0.00945834j -0.0201507-0.0149712j 0.0116427+0.00230943j 0.00358304-0.0339257j -0.0368111-0.0188058j -0.0170132+0.00973715j -0.0088077-0.0131125j 0.0165394-0.0634343j 0.000437028+0.00302979j 0.0362004-0.0267819j 0.0287439-0.00281343j 0.0194064-0.0128441j -0.00631051+0.0287029j 0.0343709-0.0164361j 0.0138957+0.0296689j -0.0057722-0.0206263j 0.0500966+0.0233195j -0.0401654+0.0361041j -0.0492433-0.0486041j 0.0384954-0.0485995j 0.0171521-0.0693644j -0.00192052+0.0252549j 0.0425908-0.0367603j -0.03469-0.0490718j -0.0887299+0.0184983j -0.0118219+0.0107238j -0.0191743-0.00559637j -0.00307062+0.105779j 0.177838-0.00379684j 0.00906812+0.0322976j 0.0285216+0.0164235j 
-0.0165557+0.00727758j -0.00273515+0.0068059j 0.039047-0.012277j -0.00127795+0.0102796j -0.0197014+0.00218135j 0.013923-0.014892j 0.0439524-0.000295836j -0.0209437+0.00681405j 0.0547165-0.0136581j -0.0245101-0.0128151j 0.074243+0.0193733j 0.0337016+0.0294519j -0.00382222-0.00671397j -0.00514982-0.0190407j -0.00760176+0.0433289j -0.00661901+0.0364271j 0.0188837+0.0215713j -0.0648826-0.0467007j 0.00992625-0.0106373j 0.010168+0.0158817j -0.0261054-0.0124422j 0.00470855+0.00211639j 0.0152566-0.0127562j 0.00768235-0.0308422j -0.00835876-0.0392122j 0.0290437-0.00769568j -0.0225544+0.0129255j -0.0490536-0.0282499j -0.105119+0.0123364j 0.0155921-0.0327941j -0.0710298-0.0283516j 0.059682+0.00187334j 0.0409098+0.00504811j -0.0406561+0.0254261j -0.0622569-0.065169j 0.0523114+0.073617j -0.0186752-0.0376793j -0.033416+0.0713339j -0.0505261+0.0128657j -0.0614891-0.0277906j 0.0106584+0.0517076j -0.00509784+0.0186862j 0.0163479+0.0235875j 0.00290569-0.0595229j -0.0036195-0.0301516j -0.0467772-0.0841967j -0.0770995+0.0484244j 0.00490652-0.0754225j -0.0263522-0.0325961j 0.0424244+0.0683652j 0.00179809+0.0846972j -0.0577535-0.0427779j 0.0738218+0.0369612j -0.0130855+0.0765992j 0.0392981+0.0136949j 0.115592-0.00398669j -0.0137652+0.00945417j -0.0111384-0.0171517j 0.0385593+0.0399194j -0.0544984+0.0399635j 0.0333094+0.00193674j -0.0282848-0.0466733j -0.00747394-0.0683037j -0.00607874-0.00996529j 0.112565-0.0443994j 0.10505-0.0360531j -0.16094-0.120235j -0.0451519-0.0337581j 0.0253289-0.0810785j -0.0853727-0.0293694j -0.0217258-0.0453013j 0.0101709-0.00205877j 0.0645198-0.0145356j 0.157006+0.125231j -0.119563+0.0689572j 0.0309766+0.0807504j -0.0531609+0.0621287j -0.1424-0.024578j 0.00975738+0.00870304j -0.0429771-0.0486023j -0.0977977-0.0157667j 0.0697476+0.0386361j -0.0558574-0.0604978j 0.142148+0.0184558j 0.0846025+0.149579j -0.0188348-0.0453925j -0.0755409-0.0182588j 0.0331663+0.02845j -0.0575257-0.017302j 0.140275-0.00123432j -0.00211961+0.0173384j 0.0141747+0.00556186j 0.0114713-0.00611803j 0.0419822+0.0167545j -0.0528157-0.00474664j 0.0178584+0.00692378j 0.00945293+0.00797451j 
0.00128806+0.0163414j 0.0158373-0.0124263j -0.0152664-0.00685903j 0.0152507+0.0241935j -0.0200938+0.0138106j -0.0153242-0.0228189j -0.00498592+0.00450613j 0.0704717-0.00226725j -0.0292494+0.000252013j -0.0697072-0.00105473j 0.0505888+0.0129178j -0.0342277+0.0446238j -0.0544932+0.0233862j 0.0177832+0.0181197j -0.000213932+0.0242703j -0.0385143-0.0292074j -0.0233661+0.00800704j -0.0425444-0.0136871j -0.0100463+0.005176j -0.00637621+0.023685j 0.0296678-0.0109653j 0.0027149+0.0204596j 0.0365614-0.000367256j -0.0421301+0.0357234j -0.0420569-0.0106784j -0.00324503+0.00984789j 0.0197594+0.0292726j -0.00794339+0.0130388j -0.0707711+0.0279797j -0.000337441+0.00521706j -0.0529438-0.0165925j 0.0357781-0.0476303j -0.0558366+0.00709103j 0.0208691-0.000239636j -0.0678254+0.0387918j 0.0126904+0.0463796j 0.0354997-0.0230801j -0.0627211+0.0216076j 0.0183853+0.0169154j -0.00480238+0.0303122j -0.013211+0.0611289j 0.0559701+0.0232457j -0.0245369+0.0726947j 0.0551233+0.0118358j -0.0504227+0.0124027j -0.0579362-0.0650779j 0.0916786-0.121973j 0.0434033-0.0481224j 0.0297368-0.000875685j 0.0519781+0.0276754j 0.0947504+0.030879j -0.173414+0.0221266j 0.0609718+0.0238048j 0.0556101-0.00424914j -0.0697573+0.0809642j -0.0376792+0.128323j -0.0342164-0.0638329j -0.0174666+0.0149551j 0.0778335+0.0216784j -0.0266324+0.0239671j -0.111397+0.0455228j 0.0588788-0.0717204j 0.048641-0.133008j -0.034794-0.0210083j 0.0493586-0.180571j -0.107522-0.0307977j 0.0252438-0.144748j 0.0721038-0.00641924j -0.0105645-0.0867631j -0.0157611+0.0270989j -0.0678283+0.111128j 0.028372+0.00553472j 0.0597859-0.0449619j -0.0290377+0.075052j 0.119203+0.0904735j 0.123696-0.0584572j -0.167135+0.033649j -0.104834-0.0576542j 0.0384788-0.0124889j 0.0140017+0.122459j 0.103843+0.00166839j 0.0613821-0.076674j -0.0816844-0.0557994j -0.0142067-0.0362175j 0.0503212+0.0556641j -0.113205+0.0668119j -0.0482587+0.0261632j -0.0526377+0.00970385j 0.0092788+0.00385271j 0.010599+0.041712j 0.0741424+0.0150725j 0.00902796-0.00250084j 0.00107307+0.00214913j 0.0288623-0.0433229j -0.0693836+0.0136121j -7.95178e-05+0.00609271j -0.0294653+0.0115178j 
-0.00432649+0.0020868j 0.0177679+0.0198169j 0.044014+0.0692519j 0.0148667+0.0391327j -0.002687-0.0286347j -0.0212434+0.00783889j 0.0189164+0.089022j 0.00257611-0.0282405j -0.0494368-0.0552694j 0.06241+0.00345595j -0.0357852-0.0103658j -0.0840213+0.00833078j -0.023283+0.0109164j -0.0790408-0.0255683j -0.0358536-0.0385537j -0.00209283+0.00962768j 0.0261565+0.0442717j -0.0132435-0.0395573j -0.011053-0.00814344j 0.0323916+0.0360426j 0.00883762-0.0200249j -0.0891448+0.0191203j -0.00981073+0.0117105j 0.0623421+0.062198j -0.059601-0.0521567j 0.0332816+0.0361351j -0.0578441+0.00874694j -0.0470899-0.0234721j -0.0431565-0.0759658j -0.0152317+0.0636695j -0.103317-0.0831009j -0.0380688+0.0165164j 0.0452719-0.00365099j 0.0413532-0.0695731j -0.0593633-0.10471j -0.00365729+0.0491652j -0.0635825-0.0756659j 0.109121-0.0722566j 0.0417695+0.0392476j -0.0295396+0.0398439j -0.0347087-0.0214536j -0.00907446+0.0233258j 0.155828+0.0649418j -0.0177875+0.0373478j -0.072555-0.00569451j 0.0862262+0.0697669j 0.0749348+0.00799682j 0.0368934-0.0131081j -0.0195237+0.00741624j 0.0399618-0.072117j -0.0170782-0.0588953j -0.133955-0.021607j 0.0534501-0.0212096j 0.03735+0.0453038j 0.0782809+0.030143j -0.0881392+0.0794267j -0.011667+0.0139311j 0.0258009-0.00616372j 0.061703+0.121708j -0.01106-0.0423651j -0.0073362+0.103339j 0.00222056+0.0596282j 0.0340599-0.188066j 0.00691342-0.0321782j -0.0725428-0.08285j -0.155514-0.00791666j -0.0178429-0.167631j -0.0379039-0.124485j -0.00992905-0.0294721j -0.0887765-0.0384861j -0.153988-0.135998j -0.0334531-0.00446452j 0.0886517-0.156081j 0.111036+0.109299j 0.0479759+0.145166j 0.0603683-0.106033j -0.0673685+0.0574518j -0.0587136-0.0255273j 0.00763824+0.0455298j 0.00516749-0.0438575j 0.0235338-0.0457237j 0.0403443+0.0841872j 0.137019+0.0300162j -0.0196777-0.0519589j -0.117391-0.00417445j 0.0641793+0.0333863j 0.0701954-0.00704662j -0.0661931-0.0256268j 0.062481-0.0408881j -0.106808-0.027316j -0.00625191-0.0126906j 0.0420133-0.00172095j 0.0147143-0.0252179j -0.0464961+0.00522312j 0.0456867+0.0222756j -0.0106888+0.0202136j -0.0116169-0.0148037j 
0.0124406+0.00436913j 0.00140864+0.000598873j 0.0259503+0.0349953j -0.050263+0.035454j -0.00351265-0.00694897j -0.014865-0.024886j -0.0276206+0.0394945j -0.0898568+0.0397014j -0.0397451-0.0639702j 0.0148445-0.0601125j -0.0161008+0.00667499j -0.00480226-0.0327929j 0.0144094+0.0218034j -0.0482793+0.0353869j 0.0968762+0.0296924j 0.0406603-0.014371j 0.0336309-0.0304015j -0.0274585+0.0278901j 0.0321929+0.00392483j -0.0244782+0.0651506j -0.0186359+0.0143863j -0.0313653+0.0258934j -0.0228382+0.0341979j -0.0242882-0.0121327j -0.0863522-0.0172932j 0.0888322+0.0107172j -0.0574144+0.0442927j -0.0318693+0.0713571j -0.0138513-0.0175111j -0.024506-0.0093869j 0.0519494+0.105364j 0.00403929-0.00484962j 0.0529811+0.0488915j 0.03479+0.0423827j -0.0737089+0.0823898j 0.0181486-0.0230928j -0.073962+0.0363207j -0.0457357-0.0185774j 0.0695542-0.00750165j -0.00436977+0.0547713j -0.0991397+0.0209739j -0.0162887-0.0106935j -0.0160941-0.0495599j -0.0746231-0.039413j -0.0472906-0.0781993j 0.0125383+0.0171472j 0.0477317-0.047072j -0.0723105-0.0169964j 0.0513432+0.0289962j -0.00912473-0.0864004j 0.0588502-0.00407595j 0.0804622+0.0408853j -0.128836+0.100341j 0.0652825+0.0394332j -0.0124105-0.0445466j -0.0862728+0.00214388j -0.0336913-0.138653j 0.070076-0.023372j -0.0925472-0.0577882j -0.0257032+0.0570781j 0.0792403-0.170524j 0.11643+0.0461697j 0.00587596+0.0343041j -0.0231445+0.0342284j -0.0506025-0.218578j -0.0418242+0.0561018j 0.148162+0.0771949j 0.102313-0.0594306j -0.00849909-0.010346j 0.0654589+0.0555474j -0.0956933+0.0716034j 0.0451953+0.0295969j -0.00958988+0.00774584j -0.00201644+0.0271042j 0.0516247-0.0318187j -0.0484976+0.0204609j -0.00767875-0.064128j -0.043268-0.020532j 0.0574823-0.0218591j -0.0825874+0.0358855j -0.0228637+0.0658955j -0.00702438-0.035378j 0.0447731+0.0758159j -0.010987-0.0503694j -0.0222985+0.0138904j -0.0234151-0.0162599j -0.00740023+0.0330747j 0.0414721-0.0436402j -0.0157404-0.0489695j -0.0613093-0.0575003j 0.0133229+0.0593165j -0.0263001+0.0021042j 0.00670733+0.0189048j 0.0290475+0.00610959j 0.0507003-0.0193363j 0.00877846+0.0154918j -0.0175355-0.00811877j 
-0.0129322+0.00722348j 0.00658515+0.014778j 0.0114525+0.0181557j 0.0187511-0.00915677j -0.0346079+0.00839924j -0.00766842-0.00692075j 0.0453431+0.0196918j 0.00905876+0.00397105j 0.0575446-0.00309278j -0.0180741-0.0362371j 0.0208976+0.0143452j -0.024879+0.0599508j -0.0014344-3.75557e-05j 0.0447074-0.0145017j -0.0230129+0.0184885j 0.0361053+0.0225038j -0.0239718-0.0129771j 0.0321528-0.0582903j 0.00345704+0.0247128j -0.0185603-0.0304481j 0.0414608-0.0167499j -0.00672563+0.060624j -0.00971211-0.00738201j 0.0147968-0.0610899j -0.0218404+0.000510567j 0.0128191+0.0303844j -0.00190585-0.0573243j -0.0174249+0.00973019j 0.0070892+0.0183229j 0.0359448-0.0530373j -0.0420545+0.0903715j 0.0233118+0.0635221j 0.0568997-0.0129495j 0.00129744+0.0704885j -0.0230778-0.0213873j 0.0345424+0.0376371j 0.00858606-0.0303936j -0.0365964+0.0534152j -0.0402032+0.0348333j -0.106979-0.0386412j 0.101739-0.0294737j -0.0127355-0.0111154j -0.0222591-0.159769j 0.00800531-0.01276j 0.0172124-0.033757j 0.020977+0.0192775j 0.0755353-0.0165061j 0.0187774-0.0124397j -0.0276657-0.0129205j 0.0427086-0.0751131j -0.105049+0.0393383j -0.0145934+0.0560976j -0.0536794+0.00756097j 0.0804372+0.0343978j -0.0736668-0.0250051j -0.107613+0.0548451j 0.0636634-0.145957j -0.0169584+0.135874j -0.0179182-0.129189j 0.000923684+0.256787j -0.100869-0.100119j 0.15659-0.021935j -0.00276155-0.0337658j -0.15499+0.0140216j 0.0450664-0.0950413j -0.021344+0.00855634j 0.0906279-0.00365503j 0.0911288-0.0628723j 0.0609671-0.00424388j -0.0690111+0.0982376j 0.0211901+0.0394628j -0.015175+0.0867883j -0.0751409+0.0530596j 0.012376-0.0294988j -0.0415139+0.0165367j 0.0386895-0.00426285j 0.00333819+0.120949j -0.0034125-0.0315887j -0.0484617-0.0514203j -0.0178343+0.00833818j -0.00915301+0.0257117j 0.054947-0.0164949j 0.0243796+0.0720072j -0.0290931+0.0943266j 0.000647178+0.0307482j 0.0331809+0.0198933j 0.0802464-0.0208777j -0.0361441-0.0332563j 0.0327912+0.0751555j 0.0182787+0.0807959j -0.0787356-0.00609711j -0.0216365+0.00124294j 0.0198728+0.0201592j -0.0366549-0.0301686j 0.0239259+0.0369419j -0.0124629-0.0017773j 0.0108565-0.00527134j 
-0.00549466-0.00685877j 0.00342672-0.00524181j -0.0173147+0.00217695j 0.00313242-0.0301123j -0.0231674+0.0128347j -0.0216597+0.0208782j 0.066905+0.0173987j 0.0488392-0.00910627j 0.00350013-0.000285652j 0.0080528-0.0127032j -0.00506859+0.0283652j -0.11163+0.0419485j 0.0122188-0.0578561j 0.0515743+0.0305021j 0.0104448+0.00603479j 0.00926182-0.0127126j -0.0525355-0.0195654j 0.0124321-0.00514156j -0.0012599+0.000528404j -0.0128956-0.0381732j 0.0215016-0.0117529j -0.0437423+0.0624169j -0.0418734-0.000837522j 0.0206378-0.0271315j -0.000666338+0.013232j -0.0459069+0.00933023j 0.0161035-0.0201426j -0.00105945-0.0142445j 0.0475827-0.00376944j 0.0296519+0.0137133j -0.039804-0.0339458j -0.0455267+0.0306567j 0.00670116-0.000809023j 0.0127229+0.0462254j -0.0482909-0.0578911j -0.0197425+0.0319095j 0.0452719-0.00907881j -0.0228358-0.0450763j 0.0376813+0.0499366j -0.0708837-0.0281681j 0.0568803-0.0156551j -0.0237904+0.0326202j -0.0476887-0.0255425j -0.0110719-0.00607374j 0.0316603+0.00200552j 0.0353538-0.0201819j 0.0683474-0.0310062j 0.0225432-0.0493646j 0.0318513-0.0589406j -0.0274381-0.0480046j -0.0289773-0.104267j 0.00298205+0.147677j -0.136782-0.0743573j 0.0964325-0.1608j -0.163468+0.0860378j -0.0745312+0.0141429j 0.080038+0.0142944j -0.0453364+0.017986j -0.0268074+0.0695748j 0.0576948+0.0580729j -0.10187-0.113148j 0.0985047+0.0328352j 0.0129291+0.0275341j -0.145594+0.0138492j 0.0342929+0.0874805j -0.150907+0.0454563j 0.0143392+0.0521948j 0.0766535-0.0486879j -0.0393915+0.0801985j 0.0957315+0.0665254j 0.0587526-0.0761731j 0.00416855-0.0993423j -0.0826448-0.0251005j 0.0631255+0.0621688j 0.0670561+0.108969j -0.0438187+0.0507666j 0.0194863-0.00357425j 0.0569025+0.0975124j -0.0975354+0.0633722j 0.0128225-0.0474663j -0.0379699+0.0492848j -0.0862556-0.00844413j -0.0365858-0.144223j -0.0194836-0.0225342j -0.0621205+0.0277093j 0.00506778+0.0125836j 0.0143613+0.0161802j 0.0132623+0.0243571j 0.0649312-0.0027373j -0.0248625-0.0560917j 0.0238602-0.00783313j 0.00488144+0.00899151j 0.00614749+0.0102604j 0.0370258+0.0176611j -0.02513-0.0210805j 0.000392122-0.00989696j -0.000308852-0.00307093j 
0.0278026+0.0288042j -0.0103395-0.0200939j -0.0496623-0.0494103j -0.0420376+0.0663965j 0.00513481+0.0304735j 0.000276432-0.0499715j -0.0193198-0.0769473j -0.0270509-0.040435j 0.0344244-0.136082j 0.0184617-0.0366079j 0.0403599-0.000618685j 0.0608217-0.0906764j -0.00825159-0.00682503j 0.00174797-0.0368342j 0.0525707+8.7342e-05j -0.0208344+0.0261876j 0.00616241+0.0171577j 0.0104378+0.0101419j 0.0286483+0.0094066j -0.0173608+0.0540455j 0.0154482+0.0223457j 0.0407764-0.0466343j 0.0250259+0.000417791j 0.00711807-0.0493334j -0.0354677+0.00996256j 0.0469489-0.0691757j 0.0194618+0.0545914j -0.0147913-0.0491522j -0.00290345-0.0158007j 0.0316406-0.047544j -0.029672-0.0517853j 0.0151577-0.0684998j 0.00771329+0.116423j -0.0585379+0.0223507j -0.0113155-0.0678523j 0.026602+0.04383j -0.00193675+0.0257862j -0.0554953+0.0822573j -0.0534812-0.00267125j -0.00689823+0.0337364j -0.0564208-0.0698812j -0.00895067-0.0497123j 0.0101673+0.0785401j 0.00529105+0.0686052j 0.000970087-0.0663179j -0.0670939-0.011431j -0.0507349+0.0566992j -0.066557-0.0574786j 0.0558111+0.0110592j -0.0347024-0.0205479j 0.0196984+0.0359773j -0.0272149+0.0232255j -0.110115+0.0404612j 0.023869-0.0937301j 0.0607395+0.0187449j -0.00220411+0.063241j -0.0797744+0.0121191j 0.151268+0.00539741j 0.038436+0.0409386j 0.0119891-0.114228j 0.106375-0.0743429j 0.054627+0.0448717j -0.0492376+0.108865j -0.0163897+0.0282424j -0.0635728-0.0509047j -0.0381439-0.0455107j 0.0210537-0.0154944j -0.00678454+0.0232612j 0.00573029+0.00867041j 0.0741688+0.0147859j -0.0715848+0.0298173j 0.0564019-0.11485j -0.0496305-0.0116382j -0.024714+0.103166j 0.0899283+0.0357632j -0.063167+0.0182871j -0.0401579+0.0374003j 6.19867e-05-0.136611j 0.00501088-0.077194j -0.0177495+0.108749j 0.000726204+0.0263491j -0.0155783+0.0665596j 0.010914-0.0324765j 0.00448994+0.0207944j 0.090392-0.0621182j 0.0743877-0.0107074j 0.0556103+0.0385632j -0.00360978+0.00858748j 0.0163644+0.0901738j 0.0398075+0.0442875j 0.0365809-0.0455905j -0.000710352-0.0204938j -0.00986901+0.0154839j -0.0347624-0.0950077j -0.0611049+0.020535j -0.00228719+0.0273413j -0.0187861+0.0263796j 
-0.00782419-0.0218939j 0.01736+0.0189618j 0.125573+0.0264405j -0.0140671+0.00412422j -0.0347351-0.0203934j -0.00172802-0.0105744j 0.0741881+0.0290616j -0.064176-0.004716j -0.00774292+0.0186945j 0.00206625+0.0200773j -0.0177682-0.0305087j 0.0834855-0.0152997j 0.0277944-0.0168491j -0.0449915-0.0494972j 0.0173773-0.0620496j 0.0359798+0.0475457j 0.0305468-0.0188082j 0.00683527-1.07689e-05j 0.00442638+0.014958j -0.0343548+0.0173784j 0.00174373-0.00164979j 0.0452881-0.0726048j 0.0142477-0.0189897j -0.0174487-0.00049134j -0.0198459-0.0108898j 0.0691658-0.0336785j -0.0173669+0.0213994j -0.00534654+0.0390895j 0.00332451+0.00656438j -0.0207639-0.0361001j 0.0890242+0.0242351j 0.0273188-0.0723191j 0.0579045-0.0414751j -0.034102-0.060774j 0.0124132-0.00603603j 0.0460227+0.0284142j -0.0396309+0.00399425j -0.0275373+0.0766608j -0.0115317-0.055698j 0.0186503-0.0223723j 0.0316018-0.0714522j -0.000184314-0.0203005j 0.0150253-0.00142137j -0.0169204+0.0830008j -0.0497046-0.022636j -0.00752426+0.0119695j -0.0439991+0.0548456j -0.0250156+0.0116404j -0.0273519-0.00308554j -0.0231511+0.00556271j -0.0599206+0.041345j -0.0113553-0.0460005j 0.00859437+0.0620641j 0.00651731+0.0417673j 0.0803594+0.0189407j 0.0343677-0.0435944j -0.0189309+0.0556132j 0.0401044-0.0545045j -0.0285679+0.0302938j -0.00693812-0.0178075j 0.0499997+0.0373428j -0.0757631+0.0700669j -0.0956808+0.0388212j 0.066897-0.00285321j -0.0734634-0.0400953j 0.04907-0.0379208j 0.0686883-0.0452528j 0.0257074+0.0411993j -0.021378+0.0634614j -0.0257461-0.0990045j -0.0345215+0.028521j -0.0287871+0.0311452j -0.0378696-8.50675e-05j 0.0247988-0.0474667j 0.0421329+0.0939144j 0.0480886+0.0119585j 0.0576763+0.0928122j -0.0399443-0.0450064j 0.0365027-0.0137096j -0.0175005+0.00159993j 0.0388835+0.0625076j -0.0114001+0.0991774j 0.0888875+0.0852763j -0.0639944+0.080078j -0.0281886-0.000336842j 0.0690587-0.0405286j 0.0435601+0.0163635j -0.0433643-0.0132864j -0.011367+0.0550821j -0.103902-0.0134741j -0.0527525+0.060301j 0.00294577-0.006437j -0.0205749+0.0230962j -0.0101683+0.00193516j 0.124724-0.0553971j 0.0208654-0.020792j 0.00749505-0.0236871j 
-0.000422332+0.011256j 0.00136166+0.0017502j -0.0123419+0.00632286j 0.0386348+0.00671557j 0.0117659-0.0218378j 0.00826841-0.00187979j -0.0104483+0.0273776j 0.021254-0.0162738j 0.00583474-0.0191807j -0.00729547+0.00426945j -0.0134324-0.0165852j -0.0235966+0.0132683j 0.0101671+0.0107229j 0.00484988-0.0188668j -0.0252608-0.00912103j -0.0173926+0.031529j -0.0398116+0.0159716j 0.0302476-0.0331759j -0.0484411+0.000170697j 0.0142882-0.0115473j -0.0137703-0.0219096j -0.0120807-0.0114306j 0.0265432-0.00894766j -0.0206406+0.0183359j 0.00836158+0.0190601j -0.0178598+0.0201499j -1.74898e-05-0.046293j 0.0263038+0.00850648j 0.025181+0.0218561j 0.00848982+0.00156171j -0.0344293+0.00656867j 0.0186059-0.015099j -0.0149584+0.0031157j -0.00441336-0.00832657j 0.0168842-0.0432414j -0.00357012+0.00996992j -0.0060142-0.0373146j 0.020968+0.0525653j -0.0390528+0.00488167j -0.00584379+0.00257536j 0.0352783-0.00871857j 0.0335988-0.00673218j 0.00918885-0.0196365j 0.0425918+0.0830359j 0.0414937+0.00877335j -0.00504814-0.00577088j 0.0769929+0.0283842j 0.0185787+0.0430686j -0.0291479+0.0348032j 0.0175646-0.0260309j -0.0666465+0.0277378j -0.00755303+0.0205613j 0.055974-0.0144244j 0.0166978-0.0256328j -0.0409058+0.0187654j -0.00647281-0.00021813j -0.00644033-0.0152542j -0.0409128+0.0219962j 0.0293798+0.0233047j 0.0309961+0.00690096j -0.0595991+0.0484659j 0.0148249-0.0196977j -0.0355502+0.00401426j -0.0248536-0.000151567j 0.0043987+0.0699858j -0.044837-0.0231145j -0.0247734-0.0344714j -0.0476665+0.0105136j 0.00427663-0.0195205j -0.0453577+0.000212464j -0.0235796-0.0120659j -0.00737046-0.0141243j -0.033905-0.0564584j -0.0764207-0.0233264j 0.00531467+0.0266798j 0.0282418-0.0175306j 0.00270641+0.0238267j 0.0220612-0.0629191j -0.0167133-0.0566979j 0.0126134+0.0407267j 0.0476206+0.0175476j 0.0266705+0.0551479j 0.000718963+0.0162041j -0.0555021+0.0277134j 0.00376497+0.0106855j 0.00551262+0.0176871j 0.0373894-0.00582213j -0.0260692+0.00405275j 0.00272941+0.04287j 0.0183939+0.0376213j -0.0185932-0.016581j -0.0138785-0.015739j 0.00242172-0.0157431j -0.0496064-0.0257368j 0.000574614+0.0342356j -0.00742668+0.00248307j 0.000717641-0.00238368j 
0.0161066+0.00144868j 0.00624164+0.00154958j -0.0563174+0.0488399j 0.0444408+0.0117192j 0.0405488-0.0335746j 0.000314103-0.00553611j -0.111504+0.0117335j -0.00101243-0.0160165j -0.0464406-0.0425004j -0.0248983-0.0277199j -0.0405957-0.0415581j -0.0107865-0.0512964j 0.0024406+0.0476819j -0.0011049-0.0109527j 0.0108138-0.025442j -0.0111269+0.0195348j 0.00411284+0.0289165j -0.00918999-0.0299881j 0.000568353+0.0197306j 0.0182944-0.00614588j -0.00178047+0.00806711j 0.0156313-0.0333993j 0.0074385+0.0289229j -0.0332176+0.00586125j -0.00974344+0.0231922j 0.00344402-0.000186679j 0.0163408-0.0215454j -0.0076212-0.0374395j 0.0140693+0.0031078j -0.0290963-0.0227858j 0.0130488+0.0769217j 0.036029-0.0141495j -0.020596+0.0322551j -0.0174608-0.00958536j 0.0228761+0.00421201j -0.0448146-0.00469354j -0.012685-0.0116498j 0.044734+0.0151914j -0.0201644+0.0257511j 0.00516552+0.0217585j -0.00555178+0.000980523j 0.00900695-0.032976j -0.010526-0.00889764j 0.0137219+0.0315383j 0.0278248-0.012457j -0.0042057-0.00722831j 0.0917082+0.0431191j 0.0173839+0.0145145j -0.00116891+0.0414404j 0.0122552+0.0321918j -0.0152019+0.0703764j 0.0176545+0.0529811j -0.029653-0.0112311j -0.0221665-0.0543311j -0.0348159-0.0406891j -0.00244974-0.0192276j 0.0268246+0.0179005j 0.0269488+0.0239084j -0.00865852-0.0313031j 0.0542836-0.0304229j -0.0578905+0.0463768j 0.00512053-0.0108305j -0.052955+0.0432726j 0.0335152+0.027674j 0.0346901+0.0250347j -0.0325285+0.0288228j 0.0588618+0.0268451j 0.00312897+0.0846406j 0.00831766-0.00856183j -0.0260632+0.0334163j 0.023442+0.0289449j -0.0189932-0.00279286j 0.00156368-0.0439066j -0.114115-0.0845098j 0.0366752-0.00180569j -0.0172848-0.0282742j 0.0188575+0.0382462j 0.117679-0.0183671j -0.0311066-0.0542917j 0.0136677+0.0342937j 0.0673668-0.00202065j -0.0234456+0.0409061j -0.00267369+0.0339973j -0.0104433-0.0504689j -0.0302099-0.0257232j -0.00934407-0.0548104j -0.0463488-0.0483108j -0.0149078+0.0308758j 0.0241558-0.0727882j 0.0462979-0.0184343j -0.0899091+0.0160365j -0.0178795-0.0136919j -0.0220128+0.00510252j -0.0425471+0.0129953j 0.0630559+0.0477115j -0.00717791+0.00657618j 0.0201405-0.00691706j 
