0.000498875+0.0249416j -0.0103912+0.00814951j 0.00415626-0.00100679j -0.00593562-0.0439036j -0.0207621+0.00921277j -0.00155624+0.0161812j 0.0180812-0.0293795j 0.0201428+0.00335121j 0.00371809-0.0122488j -0.0171529+0.00177455j 0.00198093-0.0147918j -0.00826303+0.0168367j -0.0240822-0.0223814j 0.0340155+0.00903601j -0.00576946+0.00269526j -0.0160209-0.00563312j -0.00269209+0.0160488j 0.0158556-0.0149493j -0.00671401+0.0240706j 0.0139943-0.0102081j 0.0100276-0.00185891j 0.0284196-0.000755275j -0.0159386-0.0385759j -0.00141769-0.00542093j 0.0141952-0.00604715j 0.0340791+0.0109944j 0.0198294+0.00143269j 0.0135315-0.0112191j 0.00339086+0.0383319j 0.0259784-0.00916985j -0.0228122-0.0245926j 0.0122528+0.0255466j 0.0250489+0.0174959j 0.0344868+0.00323888j 0.00850006-0.0303777j 0.0188703-0.0101984j -0.0195792-0.0351101j -0.0308061+0.0339759j -0.0191258-0.0136855j -0.000807881+0.00284024j -0.00227757-0.0205729j 0.0145156+0.00428299j 0.0172316+0.0171448j 0.011472-0.0194381j 0.025291+0.0209808j -0.000315969-0.0258823j 0.035808+0.012089j 0.0463645-0.0445118j 0.00117978+0.0363218j -0.0312597-0.0139376j 0.0214809+0.0455498j -0.0227417+0.00528734j 0.0179322-0.097357j 0.101615-0.0132592j -0.0334999+0.053904j 0.000111889+0.0219032j 
-0.0247502-0.0346968j 0.00363248-0.0104383j -0.00244141+0.0468663j 0.0687128+0.00889706j 0.0329389-0.119659j -0.0660524-0.0372705j -0.0382457+0.0504154j -0.0738772+0.0572056j -0.0594968-0.03092j -0.00398715+5.60987e-05j -0.0558459+0.0254582j 0.0757996-0.00756442j 0.0377246-0.00915301j -0.0330826+0.0472006j 0.0519346+0.0310187j 0.066421+0.0298213j 0.0326124+0.00551366j -0.0870629-0.0199466j -0.00598913-0.00885766j -0.0176658-0.0667431j 0.111559-0.00198288j -0.0396367-0.0223205j 0.015427+0.0011811j -0.0640405+0.0182758j 0.041494-0.072599j 0.0118545-0.0264296j -0.0361138-0.0222282j -0.0250983-0.0396962j 0.00412121-0.0502821j -0.013409-0.0278687j -0.0281138+0.028603j -0.0605102-0.05419j -0.0432337-0.0353843j -0.0140266-0.0856146j -0.0403017+0.0280267j -0.0578534-0.0222614j 0.0480175+0.031449j 0.0528617-0.0872514j 0.115018-0.0265931j -0.0311059+0.0109428j -0.0396823+0.0388905j -0.0483604+0.017632j -0.00696667-0.0413997j 0.0289688+0.059602j -0.0852152-0.0414771j -0.0600602+0.040626j -0.0844285+0.00123744j -0.041635+0.026953j -0.0283027-0.0513084j 0.0381475+0.0376141j -0.00813285-0.0592627j 0.0742074-0.0101648j 0.024581+0.0209414j -0.0463624+0.0445751j -0.00292868-0.0105777j -0.0227978-0.00700115j 
0.0102394-0.0115451j 0.0304114+0.0309478j 0.0956273+0.0359811j 0.0292605-0.0857313j -0.0561363-0.0420465j -0.0585786+0.0989717j -0.0479961+0.0755304j 0.0220154+0.0965046j -0.12187-0.0473508j 0.00706553+0.0640397j -0.0598033-0.0414123j -0.00448315+0.0259373j -0.0416813+0.0649046j -0.0250603+0.0502846j -0.0587618+0.0742924j 0.0017151+0.0735367j 0.0405302+0.0382284j -0.0978482-0.0385828j 0.00322512-0.0964581j 0.0942015-0.0195663j 0.0382981+0.0274295j -0.0188346-0.106004j -0.0636722+0.00356107j -0.0107419+0.00827166j 0.0516372-0.0453077j 0.0393852-0.0415429j 0.037881+0.0292635j -0.0120603-0.0327118j -0.0606789-0.00822037j 0.0408414-0.0737888j -0.0304358-0.0823565j 0.0299865+0.0402283j 0.0226666+0.000757486j 0.094036-0.00326884j -0.00728261-0.00533998j 0.041138-0.0257661j 0.00558037-0.0183348j -0.00720161+0.00337152j 0.0183934+0.0157309j -0.0406982-0.0520806j -0.0640925+0.0108961j 0.0112443-0.0151136j -0.0347099-0.0228398j 0.0501408-0.0439153j 0.0491991+0.0277194j -0.00379167+0.0100178j 0.0108041+0.00681452j -0.0201597+0.0326706j -0.0301868-0.0370267j 0.0594456+0.0569421j -0.0020772+0.0703296j -0.0306264-0.00188289j 0.0147035-0.0635349j 0.00155434+0.00775831j 0.00359161-0.00833927j 0.0161241-0.0419426j 
-0.013062-0.00886691j 0.0120027+0.00954844j 0.016524+0.0905508j 0.0822843-0.0190525j 0.00645642-0.0974784j -0.0673891+0.00917243j 0.0107334+0.0168352j -0.0632465-0.0100947j 0.0131153-0.0553178j -0.0432277-0.0329505j 0.00366057-0.0325324j 0.053331-0.0124195j 0.0166586+0.00199207j 0.0212748+0.0481589j 0.065948+0.0234735j 0.00756629-0.00490231j 0.00624099+0.0353705j -0.0176045-0.0488036j -0.0504618-0.00345921j 0.018133-0.0571223j 0.025933-0.058126j -0.0232511+0.0891956j 0.0160359+0.00130012j 0.0303575-0.00406937j 0.0644713-0.0758676j 0.0496183-0.0184935j 0.0268136+0.023888j -0.0545463+0.0459746j 0.0641204+0.0437063j -0.0244836+0.00963254j 0.00938522+0.0300452j 0.0177236-0.0190898j -0.0279011+0.0650281j 0.0654888-0.0497795j -0.0674158+0.00280635j -0.00771895+0.01191j -0.064035+0.0138887j -0.0100591+0.0281243j -0.0428036-0.0578936j -0.0431142+0.0653162j -0.0378388-0.0161143j 0.0598437+0.0159747j -0.0878529-0.0302486j 0.0410204-0.0316336j -0.00578817+0.0236718j -0.0289132-0.0280488j 0.104062+0.0123522j -0.00340371-0.0434936j 0.0470902+0.0406891j -0.0402362+0.0546816j -0.053613-0.0359651j -0.0468041-0.0610818j -0.0043361-0.0249942j 0.0346574+0.0330471j 0.00775162-0.0248948j 0.0176971-0.0148163j 
-0.0162632-0.00652541j -0.00654386-0.0174643j -0.0518254+0.0322204j 0.0470461+0.0454366j 0.0415426-0.0517525j -0.00749303-0.0618714j -0.0178113-0.0448461j -0.079654-0.0044925j 0.0611711-0.0188937j -0.0582708-0.0321335j 0.0108177+0.023715j 0.00846328-0.0548287j -0.052681-0.0299653j 0.00148261+0.0059342j 0.0361505-0.0351265j 0.0569622+0.0592684j 0.046423+0.0302352j -0.0259215+0.038264j -0.0305107-0.0428254j -0.0203883-0.0477462j 0.00846882+0.00860269j -0.0116117+0.0446104j 0.0546647-0.0194745j 0.0307959+0.0385291j 0.0176475-0.0346684j 0.00920604+0.00107495j -0.0311905-0.0447002j -0.0179239+0.041965j -0.0159049-0.0676078j -0.0357444+0.0404878j 0.000230588-0.0304738j -0.0331846+0.0363658j -0.039526-0.0225542j -0.0467644+0.0598164j -0.00542686+0.0309177j 0.00448945-0.0127402j 0.0198208+0.0671433j 0.0109385-0.0181079j 0.00521628-0.0226357j -0.0473486-0.00740658j -0.0127156+0.0332475j 0.0566304-0.00121523j -0.00372046-0.0489307j -0.001355-0.00939223j -0.0442095+0.0423618j -0.010398+0.0532971j 0.0114818+0.0131261j -0.0444018-0.0369038j 0.0494955+0.0200147j -0.0398527+0.0650701j -0.0533896-0.0360418j -0.0233808-0.0163855j -0.0133698+0.0223571j -0.0084757+0.0204443j 0.00843592-0.0247226j -0.0076674+0.0190691j 
-0.012876-0.0145542j 0.0193113+0.00610809j 0.002756+0.0457321j 0.0367919-0.000473812j -0.0128988-0.0487978j -0.0364151+0.00103207j -0.0133138+0.0222249j -0.0277202+0.00284702j 0.00305579-0.0605025j -0.0312818-0.0175458j -0.00523718-0.0216418j -0.0340492-0.026775j -0.033384+0.0338695j -0.0111149+0.0333853j 0.0209639-0.0172748j -0.0127624+0.0338325j 0.0270955+0.0163964j -0.0052363+0.0506048j -0.0281833-0.00342721j 0.000682311-0.0165589j -0.0307196-0.034242j -0.0257633+0.0301154j 0.051464-0.0156624j 0.0261547-0.0145187j 0.0480836-0.00460069j 0.0206692+0.0155154j 0.0283402-0.040987j -0.0154445+0.0353078j 0.000386363+0.0604838j -0.0806988-0.0327696j 0.026002-0.022571j 0.0152688+0.00374974j -0.0182653-0.0275346j 0.0344236-0.0657703j -0.0229113-0.0552581j 0.00064355+0.0568552j 0.00612673+0.042763j 0.0419267+0.0391276j -0.0167485+0.0247094j 0.0139856+0.00923677j -0.0296089-0.0218283j 0.00484025-0.00111389j -0.0240525-0.0361404j 0.0555571-0.0330793j -0.0115009+0.0464078j 0.00487068-0.00706774j 0.0606313+0.0294484j -0.0312318-0.0436654j 0.0277893-0.00509454j -0.0140408+0.0466763j -0.066669-0.0118965j -0.0369451-0.0545145j -0.00364834-0.0188919j 0.0343333+0.0316132j 0.00960597-0.00906503j -0.0163753+0.00891572j 
-0.0124204-0.0148882j 0.00936876-0.00417133j -0.0220133-0.0125483j -0.00488638+0.0155072j 0.0213048-0.0304776j -0.0104073-0.0179703j -0.00648416+0.0137683j 0.00508202-0.00357692j -0.0158258-0.00524438j 0.0210786+0.00586802j -0.0305125+0.0389265j -0.0122552-0.00717715j -0.0252416+0.00929834j -0.0200712-0.000873683j 0.00551657-0.0355221j -0.0112154+0.056816j 0.0514513-0.000229275j -0.0278812+0.0433855j 0.00817216+0.023482j -0.0353765-0.0403714j -0.0125715+0.01323j 0.00948251-0.00926465j 0.0687624+0.00446592j -0.0549434-0.0323018j -0.0191371+0.00556295j 0.0252167+0.0493952j 0.0297457-0.0369363j -0.0288442+0.0175386j -0.0210864-0.0456606j -0.0584991-0.0324934j -0.00105574-0.0434364j -0.0143259-0.000377956j -0.0290362-0.0315269j 0.0111512-0.00490248j 0.00173616-0.0179506j 0.0149805-0.0252821j 0.0257953+0.0531551j -0.0147258-0.0269378j 0.00686112+0.0248637j 0.00207039-0.012039j -0.0104553+0.000889977j -0.0129365-0.00223264j 0.0134879-0.00835803j 0.0101098+0.00939434j -0.0263766+0.00262335j -0.00604078+0.0182185j -0.0317177+0.00507204j 0.00144342+0.0135265j -0.0165703+0.0118601j -0.0295869-0.000157013j -0.00550668-0.0481145j 0.0225442-0.0184937j 0.00653418+0.0285579j -0.021068+0.0245887j 0.00731202-0.0149178j -0.00866166+0.0161681j 
-0.00189581-0.00308411j 0.00629322+0.00829727j 0.00513594-0.00376012j -0.000420122-0.00984753j 0.00627975-0.000689803j -0.0162724+0.0112223j 0.0142528+0.0205892j 0.0340131+0.00109414j -0.0213033+0.00265004j 0.0538635-0.00327149j 0.0170054+0.00348809j -0.0372173+0.0124687j -0.00570953+0.0484119j -0.0316632+0.00445692j -0.0201-0.0113212j -0.00154619+0.0198892j 0.019267+0.00230428j -0.0237431-0.0249884j -0.00224445-0.00111986j 0.00610138+0.0087432j -0.0414372+0.0209836j -0.00735841-0.0219075j 0.0272007+0.0101531j 0.0171235-0.0758593j -0.00264718-0.0308438j 0.0394365+0.0803376j 0.0503367-0.00883085j -0.0179601+0.0232261j 0.0263508-0.027052j 0.0221595-0.0184693j 0.045377-0.0494892j 0.0132923-0.0128686j 0.0202639+0.0191305j -0.00253273+0.0320464j -0.0441525-0.0191894j 0.0153069+0.00108335j 0.0036061-0.0197601j -0.00411303+0.00486653j -0.0350204-0.00493049j 0.0239172+0.0110048j -0.0408265-0.000840154j 0.036208-0.0172171j 0.0102093-0.0186591j -0.0021759-0.0395476j 0.0263211+0.0045936j 0.0165205+0.00685819j 0.0476622+0.0261418j -0.0132662+0.0101566j 0.0160887-0.00594815j -0.00208171+0.0262221j -0.0184449+0.0155906j -0.0311943-0.00735699j -0.0106976-0.00403613j -0.00491357+0.000402307j 0.00995755-0.00894075j -0.00215664+0.00800626j 
-0.00202104-0.00254127j 0.0102079+0.00371703j 0.0129105+0.0343363j 0.0215019-0.00502572j -0.0239196-0.0264871j -0.0170494+0.0178725j 0.0022482-0.00915063j -0.0376322+0.00921115j 0.00992061-0.00932189j -0.0339603-0.035282j 0.00898158-0.0267935j -0.00112276-0.0379119j -0.0265163-0.0250661j 0.0147814+0.0131755j 0.00657823-0.00129999j 0.00967639+0.0349532j -0.0056533+0.0338395j 0.00174052+0.0126774j -0.055619-0.0164201j 0.024525+0.00398j 0.0362245+0.00293188j -0.0344743-0.027928j -0.0460921-0.00691608j -0.001296+0.0470924j 0.0709708-0.0124458j -0.0321617-0.0254305j -0.00739267+0.0143478j -0.0305111-0.0262052j 0.0400371+0.0232256j -0.0221378-0.00604616j -0.0474326-0.0247744j -0.0373891-0.000527566j 0.0159038+0.00784331j 0.00923697-0.0008355j -0.0165303+0.0242326j 0.0170423+0.0265538j -0.0297711-0.0171958j 0.0142331-0.00180719j 0.00126487-0.00681448j -0.0335007-0.0293552j 0.00428057-0.0228438j 0.00996591+0.00393801j -0.0109957+0.0288784j 0.0371164+0.00168142j -0.0155016+0.00616576j -0.000446063+0.00801971j 0.00751125+0.0165857j 0.00170051-0.0129646j -0.0109143+0.0150247j -0.00879537+0.00376384j -0.0135824+0.00656769j 0.00806825-0.0158583j 0.00704672-0.0144077j 0.0159041+0.0200964j 0.00370831-0.0057315j 0.0107303-0.0144432j 
-0.00814884-0.00558043j -0.00774371-0.017248j -0.0442629-0.00262961j 0.00733368+0.0369346j 0.0194663-0.00868968j 0.00934753-0.0632358j -0.0191028-0.0166972j -0.0283528-0.00152166j 0.0243248-0.0321801j -0.00183599-0.0114233j -0.00716668+0.0130266j -0.0334526-0.0279319j 0.00594274+0.0342747j 0.0149801-0.00721036j 0.0215885-0.0173801j 0.0460201-0.0442571j -0.0328577-0.015118j -0.0131+0.0189683j -0.0219682+0.0234649j -0.0144151+0.023473j -0.0189888+0.025937j -0.00304255+0.0171507j 7.1845e-05+0.00632265j 0.0432382+0.000236335j -0.00760863-0.0350946j -0.0132613-9.01153e-05j -0.00532339-0.0344085j 0.0479421-0.0147187j 0.0206657-0.0129986j -0.0173684+0.00888369j 0.0296806-0.0178051j 0.00792178-0.0159533j -0.0180191+0.0183887j -0.0328316-0.0238979j -0.0232506-0.00880899j -0.00624598+0.00554748j 0.0210596+0.00761145j 0.017209-0.0718689j 0.0437398-0.0504715j -0.000654198-0.0390017j 0.0528228+0.000734261j -0.0611872-0.0107305j -0.0024849-0.0147768j 0.000760096-0.00760166j -0.0312207-0.0163558j 0.0172616+0.00812378j 0.0100339+0.00291393j -0.0163495+0.0110217j 0.00143975+0.0095862j -0.0265686-0.013167j 0.00173877-0.0317693j 0.0426706+0.0350676j 0.00950611+0.0100494j -0.0144957+0.0149166j -0.0125838-0.000726421j -0.00884669+0.00714434j 
0.0151431+0.008887j -0.0112853+0.00137057j 0.00807305-0.0124539j -0.0212356-0.00817814j -0.00139707+0.0202014j 0.013257+0.00493143j 0.00046248-0.000526008j 0.0164303+0.00561654j -0.00447681+0.0288408j -0.00401558+0.0162015j -0.00975917-0.00936661j 0.047369+0.0111045j 0.00293347-0.0278022j 0.00580672-0.0289654j 0.0086427+0.00788733j 0.00613894+0.00854757j -0.0132884+0.00110765j -0.0272102-0.0662485j 0.0449618+0.0290444j -0.0164759-0.0122762j 0.0215012-0.0306062j 0.00634932-0.0137815j -0.00747713-0.00136374j -0.0510512-0.00343666j -0.0109573-0.0440278j -0.00469631+0.0148415j -0.00793362+0.00936652j 0.0295764+0.00932055j -0.0131645+0.0353348j 0.0515026+0.00301055j 0.00786974+0.029407j -0.0458332-0.040145j -0.0445175+0.0187984j -0.0222206+0.0385954j 0.0391252+0.00872512j -0.0303814-0.0285683j 0.00841471-0.0129836j -0.0161079-0.00654686j -0.01077-0.0112269j -0.0118132+0.0330151j -0.0202524+0.019115j 0.00920249-0.0112464j 0.00650096+0.0127478j -0.0182109+0.0129314j 0.0227644-0.0116984j -0.0364231+0.00779771j -0.0379023-0.0120619j 0.00183194+0.00455167j 0.0199628+0.00541672j 0.00920291+0.0398696j 0.000966738+0.0182124j -0.0253962-0.0147919j 0.000275592+0.0103024j 0.00221134-0.0197989j -0.00666078+0.0113187j 0.00280539-0.00446848j 
-0.00564233-0.00558242j -0.00350223-0.00860085j -0.0101164+0.0238817j 0.0227595+0.0193626j -0.00458903-0.0138195j -0.00996694-0.0254131j -0.0111526-0.00633216j -0.0285741+0.00590311j 0.0178651-0.0225026j -0.0106165-0.0127923j 0.00890419-0.00339111j -0.00569404-0.0353149j -0.0149014+0.00866538j -0.012397+0.0205943j -0.0124618+0.00342799j 0.0270572+0.0234077j -0.0439878-0.0202873j -0.00992568+0.00623772j -0.0111338-0.0090795j -0.0177876+0.00731168j 0.00910866+0.0203984j -0.00789999+0.010859j 0.00781398+0.0205705j 0.0162137+0.0220915j -0.0174747-0.0687048j 0.036755-0.0137067j 0.0113289-0.0110742j -0.00502816-0.00892785j 0.015074+0.00129714j 0.00341923+0.014149j 0.0193892+0.017552j -0.0238625-0.0326131j 0.00425592-0.0262384j 0.00185118+0.000446368j -0.0136189+0.0136591j 0.00605977-0.00581759j -0.0212867+0.0265387j -0.0106226+0.0032788j 0.0279769-0.020182j -0.00263665-0.0272748j 0.0103398-0.027374j 0.00798672-0.00579012j 0.0090274+0.0118588j 0.0303894-0.0140776j -0.0198172-0.0132335j 0.00765483+0.0116748j -0.00695349+0.0196551j -0.0062977+0.0044279j -0.00173151-0.00574312j 0.0115515+0.00230029j 0.00224121+0.0051788j 0.0164628+0.00465926j 0.00458999+0.00840732j -0.013455+0.0210697j 0.00314291-0.0158584j 0.00695623-0.00291066j 
0.00960322+0.00701245j -0.00375257-0.00946071j 0.00149261-0.013747j -0.0176667-0.000849921j -0.00681782+0.0180099j 0.019255-0.00985905j -0.014774-0.00569221j -0.00386609+0.0113238j -0.00915375+0.00721698j -0.0243843+0.0226755j -0.0371489+0.00226981j 0.0379586-0.00607691j 0.00151193-0.0228702j 0.0207705-0.0166875j 0.0135908-0.00687672j 0.0298102-0.0131056j -0.0331853-0.00958301j -0.017969-0.0149639j 0.00474879+0.00474482j -0.000235273+0.0152259j 0.0105724+0.00456753j 0.0155471+0.0201141j -0.0193551+0.0010828j -0.0285906+0.0135672j -0.00944605-0.0372618j -0.00153458-0.00559353j -0.0216398+0.00125699j 0.0263484+0.00306036j 0.00809984+0.0135333j -0.00577578+0.0209025j -0.022636+0.00538057j -0.00676631+0.015082j -0.0297565+0.0372407j 0.00741364+0.0129027j 0.0259747+0.0271356j -0.0478087+0.0130619j -0.00523928-0.012121j -0.00486583+0.00432443j -0.00245212+0.0176675j -0.00186634+0.0273425j -0.00568258-0.00435963j 0.000318617+0.0130561j 0.0102747+0.0260994j 0.00821542+0.00824609j -0.00936236-0.0195316j 0.000347935+0.0145127j -0.0186941+0.00222462j -0.00757583-0.00161358j -0.0043236-0.0124969j 0.0210689-0.0160304j 0.0236845-0.000232492j 0.00635026+0.0128627j -0.0188789+0.00873713j -0.0138119-0.0257781j 0.00113637+0.00470026j -0.00171852+0.00871091j 
0.00190689-0.00859638j 0.0137933+0.00521125j 0.00497094+0.0160209j 0.0107457-0.000222784j -0.00212189-0.0352148j -0.0462616+0.0117552j 0.0175739+0.0494378j 0.0178949-0.00915842j -0.00252811+0.00789553j 0.0135191-0.0129848j 0.0213821-0.0238976j -0.0130793+0.0139332j 0.0209591+0.0177768j -0.0147416+0.0154223j -0.0256213+0.0252689j -0.00843813+0.0274885j 0.029908-0.0109263j -0.0406009+0.00838403j -0.00272017-0.0262471j 0.00378868-0.026919j -0.00806282-0.0185629j 0.00129642-0.0279472j 0.0101871+0.00208583j -0.0137866+0.024018j 0.0296567-0.0355715j -0.0231535+0.0317811j 0.0136151+0.014969j -0.0195125-0.0333199j -0.0010602+0.00950425j 0.0109512+0.00740985j 0.000892335+0.0411575j -0.0246715-0.034792j 0.00654175+0.00758615j -0.00366731-0.0155259j -0.0302909+0.00836512j -0.0136967+0.00508525j 0.0158528+0.00243821j 0.00318959+0.0261497j -0.0316498+0.00590533j -0.00658987+0.0344754j -0.0217927-0.00670001j 0.0142992+0.00930418j -0.0192547-0.0177389j -0.0124362+0.00408942j -0.0276367-0.0180757j -0.00543973-0.0408007j 0.0200102+0.0140916j 0.0148364-0.00990228j -0.0204555-0.0111482j 0.00591204+0.000427863j -0.0125023-0.0199765j -0.00110769-0.0361006j 0.0184436+0.00677698j -0.0159584+0.025396j 0.00713851-0.0179079j 0.00785219-0.0102459j 
0.00305772-0.00955308j 0.0183374+0.000797319j 0.015445+0.00845141j 0.020609-0.00704591j -0.0121874-0.0135355j -0.0129077+0.0110052j -0.0304606+0.023621j -0.0115391+0.0360133j -0.043968-0.018975j -0.00859399+0.015082j -0.0308601-0.00284786j 0.0111027+0.00573949j 0.0208249+0.0145419j 0.0117407+0.0207424j -0.00474766+0.0183995j 0.0194033-0.0222778j -0.0347647-0.0050254j -0.0170314+0.0052425j -0.0178868-0.0366016j 0.056226-0.00547097j 0.0131106+0.000270769j 0.0344494+0.0177054j -0.0252282+0.0462294j -0.0173752+0.00737873j 0.000496675+0.015891j -0.00976951-0.0447014j 0.0141948+0.0370885j -0.0183579+0.0131393j -0.025564+0.0259657j 0.00263069-0.0337824j -0.00776365+0.0231925j -0.00765511+0.0580142j 0.0147649+0.000767488j 0.00755116-0.0419071j -0.033322+0.00938642j 0.0197046+0.0255351j -0.0200308-0.0329093j 0.0194354+0.00510375j 0.00145642+0.0341118j 0.0121728-0.0283882j 0.00556762-0.0143951j -0.0323903+0.0188764j -0.0235798+0.00906763j -0.00266396-0.0383778j 0.00930147-0.0367075j 0.02876-0.0231768j 0.0205302+0.000156478j -0.0090693+0.0112615j 0.00130629-0.00212671j 0.0181636+0.00780791j -0.0186795-0.0289495j 0.0120427+0.00252853j -0.00575436-0.0115225j -0.0052325-0.00952602j 0.00176298-0.00496061j 0.000190032-0.00732147j 
-0.0051174-0.0123855j 0.017765-0.00312172j 0.0206743+0.0385155j 0.0392666-0.00386221j -0.0267435-0.0301027j -0.0143811-0.00186075j -0.043417+0.0146199j -0.0385374+0.0499484j -0.028698-0.0321567j -0.029607-0.0137898j -0.00501573-0.0218893j 0.00341534-0.0215984j 0.00175821+0.00804493j 0.0233761+0.0348418j 0.0290243+0.015671j 0.0186624+0.0178318j -0.0295454-0.0243444j -0.0368388-9.92419e-05j -0.0379932-0.0298383j 0.0187938-0.00462731j 0.0064407-0.00632019j -0.00760244+0.0223786j -0.0202542+0.0367778j -0.0126969+0.0247421j -0.00285014-0.012223j 0.0207436-0.0250131j 0.0179703+0.0353605j -0.056724+0.0119425j 0.00522545+0.0411668j -0.0374088-0.00101328j -0.015686+0.0282099j 0.021406-0.0142528j 0.0184578+0.0324319j 0.0474654-0.0495948j -0.0102598+0.00306554j 0.00338308+0.0231388j -0.0441253-0.0306384j 0.0214911-0.00451305j 0.012335+0.02324j 0.0102676-0.025164j -0.0113041-0.0109736j -0.0258203+0.0109797j -0.019738-0.00559467j 0.0065023-0.0135525j -0.0261974-0.00603651j 0.00767531-0.0174217j 0.021263-0.00602044j -0.0317161+0.00634826j 0.00426035-0.00397224j 0.0292254+0.0210353j -0.0362913-0.0225958j 0.00901574-0.0154362j -0.0129349-0.00797602j -0.00434425+0.00113054j 0.0116011-0.0120457j -0.00116464-0.000477271j 
0.0057169+0.00236118j 0.000519662-0.00301944j -0.0161717-0.0150043j -0.00557232+0.0038603j 0.00959531+0.012057j 0.0148985-0.0128452j -0.0071125-0.00797961j 0.00546713+0.0118038j -0.000704729-0.00291324j -0.000495989-0.00127501j 0.00364941-0.00740116j -0.0356676+0.0286833j 0.0148476+0.0233655j 0.0259351+0.00214474j 0.0103365+0.0170644j 0.0126581-0.0159706j -0.00873466+0.0171526j 0.00452072+0.00264768j 0.000763846-0.00883323j 0.03919+0.0126742j 0.00266403+0.0124762j 0.0184572-0.00499567j 0.013877+0.00070635j 0.0287171+0.0230373j 0.00175731+0.00688387j -0.0102739+0.00201911j 0.0131946+0.0134417j 0.00313972-0.0257727j -0.0110582-0.000800243j 0.00931585+0.0231146j 0.0394417-0.0329199j 0.0143077+0.0145079j 0.00653873-0.00282929j 0.0189429+0.0139134j -0.00270696+0.0397338j 0.025723+0.00999932j -0.00935361-0.0336624j -0.0139117-0.0153924j 0.0173336+0.013539j 0.0145872-0.0298277j 0.0321162+0.0187489j -0.00783799+0.0204823j -0.0233349-0.00758704j -0.00835906-0.0077673j 0.044145+0.00244248j 0.0224802+0.0426799j 0.00384226-0.00412073j -0.00624193+0.018308j 0.0212302+0.0134974j -0.0232841+0.0093455j -0.0166838+0.000994323j -0.00250026+0.0307668j -0.01544-0.0108063j 0.00269506-0.0173711j 0.00152281+0.0037627j 0.000164857-0.000827747j 
-0.0066969-0.011737j 0.00980774-0.000832323j 0.0163561+0.0082664j 0.0179555-0.00726312j -0.0210562-0.00303465j -0.00135299-0.00257573j -0.0328483+0.0075324j -0.00538437+0.025008j -0.00985359-0.0396603j -0.0151881+0.00907094j -0.0107979-0.0350739j -0.0156257+0.00980525j -0.00824184+0.0193622j 0.00670444+0.0135801j -0.0231999+0.0168095j 0.03747+0.0227952j 0.00155258-0.0417499j -0.0274293+0.00688508j 0.0102607-0.0680633j -0.0166043+0.0240417j -0.0343078+0.037498j -0.000511176-0.021377j 0.00569154-0.00919173j 0.028265+0.0198025j -0.0279019+0.0190103j 0.0138117-3.45216e-05j 0.00696163-0.0051968j -0.0299058+0.00275392j -0.00777048+0.00778428j 0.00207957+0.01148j -0.0220596-0.0195597j -0.00880117+0.0221615j 0.00336973-0.0190847j 0.0025147-0.00986789j -0.0050965-0.00722272j 0.0169983+0.00240972j 0.0112845-0.000731578j 0.0134526-0.00498819j 0.0155992+0.0148386j -0.00842931-0.0362885j 0.00324949-0.0076583j -0.0379808-0.012186j -0.0198644+0.00987416j 0.0298015-0.00905144j 0.0214045+0.022458j 0.00507784+0.0239687j -0.00224179-0.00721425j -0.01034+0.00177248j -0.0141562-0.00216655j -0.00802463+0.00782663j -0.012477-0.015646j -0.00352973+0.00811555j -0.000768372-0.0235537j 0.000718749+0.0010556j 0.00138347-0.00634841j -0.00904519-0.00337264j 
0.0189215+0.00720393j 0.00434196+0.000175543j 0.0236606-0.0261115j -0.0345395-0.0278054j -0.0372573+0.0335136j 0.0331596+0.0326738j -0.00727894-0.0122505j 0.012382+0.0116799j -0.0141864+0.00264912j -0.0244515+0.0185929j -0.0224321-0.0194537j 0.0148453-0.00516152j -0.0439511-0.0217644j 0.00618392-0.0170785j -0.0232324-0.00189059j -0.00272768+0.0279296j -0.0207267+0.0295862j -0.00793202-0.0156563j 0.0385148-0.0150434j 0.0332989+0.0281045j 0.0578444+0.00258574j 0.0168564-0.0436933j 0.00380031+0.00717112j -0.026558+0.0049914j 0.0138983+0.00386093j -0.00511445+0.0153324j -0.0162006+0.00210409j 0.0272369-0.021706j -0.0431592-0.0103655j 0.0306388+0.00618276j -0.0532544-0.00834329j -0.00562608+0.00437074j -0.00992904-0.00568906j 0.00517955+0.00483855j 0.0614057-0.015496j -0.0308584+0.00839864j 0.0220768+0.0116824j -0.0249379-0.0059952j 0.0340656-0.0215255j -0.00146321-0.00699909j -0.0135537-0.00172304j -0.0226574-0.0425544j 0.0324308+0.038092j 0.0410095-0.0155886j 0.00624225+0.0399484j -0.0350648+0.00997142j -0.0111111-0.0208339j -0.0227307-0.0199125j -0.0251701+0.000334706j -0.00943943+0.00688133j 0.0237913+0.0221792j -0.0197687-0.00354864j -0.0107224-0.00626495j 0.0107405-0.0146062j -0.00581357+0.0125622j 0.00117783-0.00708064j 
