0.000498875+0.0249416j -0.0103912+0.00814951j 0.00415626-0.00100679j -0.00593562-0.0439036j -0.0207621+0.00921277j -0.00155624+0.0161812j 0.0180812-0.0293795j 0.0201428+0.00335121j 0.00371809-0.0122488j -0.0171529+0.00177455j 0.00198093-0.0147918j -0.00826303+0.0168367j -0.0240822-0.0223814j 0.0340155+0.00903601j -0.00576946+0.00269526j -0.0160209-0.00563312j -0.00269209+0.0160488j 0.0158556-0.0149493j -0.00671401+0.0240706j 0.0139943-0.0102081j 0.0100276-0.00185891j 0.0284196-0.000755275j -0.0159386-0.0385759j -0.00141769-0.00542093j 0.0141952-0.00604715j 0.0340791+0.0109944j 0.0198294+0.00143269j 0.0135315-0.0112191j 0.00339086+0.0383319j 0.0259784-0.00916985j -0.0228122-0.0245926j 0.0122528+0.0255466j 0.0250489+0.0174959j 0.0344868+0.00323888j 0.00850006-0.0303777j 0.0188703-0.0101984j -0.0195792-0.0351101j -0.0308061+0.0339759j -0.0191258-0.0136855j -0.000807881+0.00284024j -0.00227757-0.0205729j 0.0145156+0.00428299j 0.0172316+0.0171448j 0.011472-0.0194381j 0.025291+0.0209808j -0.000315969-0.0258823j 0.035808+0.012089j 0.0463645-0.0445118j 0.00117978+0.0363218j -0.0312597-0.0139376j 0.0214809+0.0455498j -0.0227417+0.00528734j 0.0179322-0.097357j 0.101615-0.0132592j -0.0334999+0.053904j 0.000111889+0.0219032j 
0.00109596-0.00270742j -0.0195072-0.0156044j -0.0335912+0.00575941j 0.019758+0.0194505j 0.0111353+0.00791473j 0.0140573-0.025163j 0.00291366-0.0106291j -0.00783453-0.00937779j 0.0228412-0.0172562j -0.0116121+0.00897351j -0.00880558+0.0152439j -0.0231968+0.00886036j 0.00715216+0.0120389j 0.00254936+0.00458333j 0.00290689+0.000209219j 0.0280427-0.0296043j -0.00315506-0.000908957j 0.0111428-0.000349384j -0.00784154+0.0285251j 0.00960186+0.00593757j -0.0154265+0.0144135j -0.00417421+0.0318839j -0.00254648+0.008081j 0.0120939-0.0128883j -0.0196022-0.00436966j 0.00435449+0.0098314j -0.00872141-0.00615532j -0.000604885+0.0232204j -0.00232648+0.0165695j 0.00542738+0.0155531j 0.0114901+0.000464359j 0.013662+0.00871136j 0.00180092+0.0138717j -0.00185729-0.00578242j -0.0166553+0.00286343j 0.0123156+0.00789336j -0.00828031-0.00744366j -0.0128694+0.00125725j 0.00112615+0.00424856j 0.00184838+0.0111679j 0.028903-0.00286095j 0.00368832-0.00645604j -0.00311542-0.00178295j -0.0128541-0.0107786j 0.0120498-0.00111993j 0.0253651+0.0151169j 0.0090136+0.00547781j 0.00329464+0.00336048j 0.026577+0.0112063j -0.00122579-0.00721926j -0.00919514-0.00450034j -0.00356568+0.0186951j -0.0109436-0.00643248j 0.0129117-0.0123659j -0.00377221+0.00598865j -0.00614805+0.0131553j 
-0.0160292-0.00595396j 0.00446646-0.00386169j 0.00376368+0.0101075j 0.00512353-0.0176804j -0.0131923+0.0066029j 0.0159985-0.00776908j -0.0224116-0.00753762j -0.0132019+0.014968j -0.0111437-0.0438675j -0.0172196+0.0201202j -0.0437937-0.0106269j -0.00981041-0.0115898j -0.0426481-0.000659835j 0.00362182+0.00255416j -0.0046195+0.013012j -0.00648674+0.018419j 0.0279967+0.00876139j -0.00491826+0.00346996j 0.00411031-0.00554196j -0.00134954-0.00363459j -0.0159698-0.0159559j 0.00328544+0.00258792j 0.0277044-0.0255176j 0.00207495-0.022981j -0.00564887+0.00918035j 0.016083+0.0130664j 0.00694087-0.0200845j 0.0214426+0.0100737j -0.00340562+0.024554j -0.0174301+0.00653206j -0.00980985-0.00808897j 0.000817859+0.00304962j 0.000282052-0.00299919j -0.0066954-0.021876j -0.00323987+0.00940518j 0.00168319+0.00779828j 0.00535005+0.00670893j 0.00711724-0.0104533j -0.00519288+0.0101199j 0.00314608+0.00187288j -0.00232599+0.00727162j -0.00631528-0.00727684j -0.0120891-0.00250011j 0.0181798-0.0121028j -0.00611762+0.00719652j 0.0159958+0.00405044j 0.0100243-0.00694507j -0.00135222-0.0203326j 0.00237917+0.0086756j -0.0173629+0.00511702j -0.0123059-0.0146424j -0.00243403-0.00120729j -0.0173756-0.00601636j 0.000713133-0.00787819j -0.00370144+0.00348316j -0.00354371+0.00994744j 
-0.00142905-0.00462702j -0.0199043+0.0119751j 0.00249428+0.000339581j -0.00954419+0.0109578j -0.0105343+0.00370012j 0.0119694-0.00895974j 0.00458255-0.0100959j 0.0165293-0.0207242j 0.0185117+0.0110578j -0.0118159-0.0205576j -0.00344985-0.00396013j 0.022435+0.0123789j 0.00462492-0.0200239j 0.00865165+0.0244172j -0.00238622+0.00707088j -0.00817023+0.000442349j 0.00853982-0.0114044j 0.00156627-0.0165667j 0.0142737+0.0160936j -0.0207913+0.00779689j 0.000658901-0.0208551j 0.0123758+0.00831592j -0.00742018-0.0196637j -0.016433-0.00399875j 0.00829567-0.0148826j -0.00489784+0.0299403j 0.0142651+0.00415716j 0.00881405+0.00839047j -0.000539301-0.00404407j 0.0148377+0.00815919j 0.0105642-0.0165807j 0.00434565+0.00185545j -0.010922+0.0105293j -0.00307333+0.00489839j 0.0119155+0.00678936j 0.00376975-0.00448178j -0.00730829+0.0102523j -0.0049078+0.00778477j -0.00853908-0.00275132j -0.0113229+0.0115306j 0.000891379-0.00650505j 0.0248035-0.00339367j 0.00328796-0.00470573j -0.01159-0.0160334j 0.00410796+0.00302841j -0.00122686-0.00115175j 0.00718437-0.0074416j -0.00175943+0.00149103j 0.00291853+0.0107058j -0.0172404-0.000508519j -0.00100372-0.00577781j 0.00174999-0.0104564j -0.0075111-0.00376302j 0.00599837-0.00415042j 0.00638736+0.00490461j -0.00321443+0.00262624j 
0.00694599-0.0095836j 0.0164057-0.00985597j -0.00530443-0.0138469j 0.0148387-0.0107951j 0.0123897-0.0127719j -0.0174132+0.00331115j -0.00479952+0.0288291j 0.00549542+0.0151132j -0.0254965-0.0167387j 0.0215556+0.0302831j -0.0184545+0.00804402j -0.024645+0.0146991j -0.000785648+0.0224755j -0.00954587+0.00793685j -0.0145054-0.00187643j 0.000696288+0.0332886j 0.0519453+0.0101401j -0.0150996+0.0114185j 0.00465414+0.00473233j 0.0292726-0.0230076j -0.0146981+0.0142348j -0.000231013-0.0232257j 0.0275132+0.00552248j -0.00549911-0.0195118j -0.00669364+0.00748076j 0.0188109+0.0196912j 0.0138215-0.0219141j -0.00527718+0.00392234j -0.014152-0.0129616j -0.012524-0.0363837j 0.018539-0.0105096j 0.00147046-0.00585901j 0.00237306+0.00932807j 0.0109337-0.00242886j -0.0100259-0.00486641j 0.0258956-0.0129432j 0.0201873+0.0148015j 0.00457885-0.0118208j 0.000302736+0.00698019j -0.00405017+0.00429014j -0.00822828-0.00255887j -0.00534176-0.00136366j -0.00669519-0.0153961j -0.000313262+0.000380268j -0.00531294-0.00223709j 0.00116795+0.0142837j -0.00015887-0.00260392j 0.00277109+0.00717725j -0.00286599-0.00667839j -0.00380022+0.00587659j -0.0142213-0.0141153j -0.00234222-0.000428564j 0.000338747+0.00728382j -0.0150409+0.0018716j -0.00320165-0.00991166j -0.00695211+0.0057562j 
0.0221583-0.0166018j -0.0060982+0.00623476j 0.0252099+0.00123286j 0.00356439+0.00265006j -0.0121465-0.00832302j -0.0270326+0.0378054j 0.0255215+0.00415539j 0.000497649-0.00955936j -0.0214977+0.0344128j 0.0210747+0.000449083j 0.0306899+0.0207105j 0.0313404+0.0157707j 0.031355-0.00278804j 0.00811656+0.0254409j 0.00500749-0.0059501j -0.0350218+0.0176357j 0.0112224+0.00175285j -0.00458723-0.016773j 0.0118985+0.0263093j 0.00938425-0.00780485j 0.000128774+0.00537319j 0.00612227-0.0281083j -0.0136785+0.00874593j 0.0064363-0.0135857j 0.0185128-0.017978j 0.0144702+0.00841165j 0.012922+0.00248417j -0.0191835-0.00867232j 0.022022-0.00389299j -0.00125046-0.0123297j 0.030408+0.000589187j -0.00638129-0.0110482j 0.0152095+0.00356265j 0.0156307-2.40659e-05j -0.000905694-0.0203809j 0.013949-0.00791287j -0.000966656+0.00437052j 0.00746522+0.016236j -0.0280687+0.00164794j -0.0013253+0.0199515j -0.0247622-0.0140799j 0.0242143+0.00685207j 0.000172757-0.0186454j -0.00615787+0.0012601j 0.00835982-0.00861072j 0.000378871-0.0160612j 0.0120473+0.0222259j 0.0144982+0.0134974j -0.0106855-0.00366651j 0.00263859-0.00689096j 0.00337109-0.000812261j -0.00372928-0.0290613j 0.0187662+0.00446193j 0.00527801+0.0208013j 0.00518148-0.00366801j -0.00282673-0.01458j 
-0.011771-0.0137679j 0.00553207-0.0087088j 0.0076011+0.00986554j 0.0274174+0.00275592j 0.0137381-0.0258605j -0.0184156-0.0127155j -0.00271492+0.0138875j -0.0199414+0.0214466j -0.0149291+0.00275414j 0.0104337+0.00714322j -0.00611998+0.0246248j 0.0204867-0.0338812j 0.00527733+0.00335117j -0.0135232+0.00222087j 0.0126633-0.0156262j 0.00976671+0.0132094j 0.00574309-0.00294485j -0.0233712-0.00281971j -0.0039334-0.0222019j -0.010403-0.0374171j 0.014957-0.000701266j -0.000533806-0.0031015j 0.00483203+0.0122614j -0.0151597+0.00156259j -0.00178425-0.00497175j 0.0120128-0.0127468j -0.00419706+0.0109456j -0.00199782-0.00250853j -0.00376951-0.0156201j -0.00126302-0.00891952j -0.00651587+0.00223698j -0.017752-0.0122679j -0.0223403-0.015778j -0.00534815+0.00373686j 0.000808562+0.0193731j -0.0153142-0.000869786j 0.0219434+0.0129393j 0.0100689-0.0161972j 0.0277207+0.00452042j -0.0169337+0.000428464j -0.00405148+0.00523666j -0.0147626+0.00716373j -0.000127313+0.000820129j -0.0066605+0.00685832j -0.0274805-0.00980844j -0.0261907+0.0072184j -0.0234438-0.0124864j -0.0185874+0.0105474j -0.00492059-0.0119807j 0.0209123+0.00510209j 0.00726362-0.0147817j 0.015667+0.00393943j -0.0117418+0.0216318j -0.023944-0.00046701j 0.00204227-0.0189795j -0.00554686+0.00727157j 
-0.00655605-0.0094851j 0.00632372+0.0127881j 0.017046+0.010396j -0.00745902-0.0136864j -0.0213887-0.00477053j 0.0092011+0.00610266j -0.0165016+0.00868522j 0.00908069+0.0133233j 0.00300396-0.00061896j -0.00367467-0.0116316j 0.00177329-0.0237787j -0.0195003-0.0259949j -0.0116067+0.0204565j -0.00738488-0.00984472j -0.016507-0.0163019j -0.0141369+0.0229519j 0.00531262-0.00469825j -0.0107669+0.0176211j -0.0142009-0.0115382j -0.00668379+0.0130688j -0.0171099+0.0108048j -0.00756306-0.0284816j -0.000594185+0.000195414j 0.00784476+0.0111966j 0.00479311-0.0193898j -0.00469778-0.0161345j 0.0172992-0.00941117j -0.00614981-0.00543353j 0.00681392-0.000108528j -0.0181503-0.00641775j -0.0110586-0.00572369j -0.00190538+0.0102843j 0.0160521-0.00920229j 0.0107236+0.00135348j -0.00136017-0.0234793j 0.00525203-0.00224922j -0.00238469+0.0047746j 0.00419849+0.00118157j -0.0191125+0.000371619j 0.0205075-0.0213144j -0.000505135-0.00274258j -0.00159909-0.00276329j -0.00377579+0.00790582j 0.0271491-0.00471899j 0.00274725+0.00756979j 0.00372886-0.00306195j 0.00716087+0.00476047j -0.00929838+0.00168124j -0.017272+0.00833959j -0.00827817+0.00868821j -0.0147997+0.00362753j -0.00332436-0.00183922j 0.00541356-0.00720026j -0.0109342+0.0138516j 0.00437507-0.00507268j 0.00145957-0.00981312j 
-0.000475674-0.00457982j -0.0171904-0.00959017j -0.0118712+0.0128923j -0.00436837-0.000488423j -0.00974054+0.00918738j 0.0169075-0.0153813j -0.00476738-0.0271978j -0.0116066+0.00778237j 0.00883435-0.00162622j -0.0222546-0.00975744j -0.0033417+0.00690961j -0.000775353-0.0191935j -0.0148326-0.0257578j 0.0142345+0.00378992j 0.0154384+0.000755455j -0.0126042+0.0109929j 0.00377045+0.0174179j 0.00137123-0.00718103j -0.00126771+0.00545358j -0.00841096-0.0169957j 0.0132498-0.0168491j -0.00604577+0.0113897j 0.0118476-0.0161888j -0.00458327+0.00102471j 0.0215672-0.0153101j 0.00278373+0.00691129j -0.00510533-0.00809492j 0.00871848+0.00319997j 0.00720514-0.00349557j 0.00478033+0.0111763j 0.00175592-0.00616197j -0.000911342-0.00204086j -0.00749647+0.00580355j -0.0108469+0.00221922j 0.00752577+0.00963165j -0.023292-0.00115374j -0.00777365+0.00136715j -0.00768882+0.00712287j 0.00140501-0.00956084j -0.00858693+0.00786037j 3.18638e-05-0.00442786j 0.0234826+0.00422606j -0.00077549+0.00177862j 9.35227e-05-0.00205231j -0.0162528+0.0089934j -0.00366098-0.00236037j 0.00184585-0.00516208j -0.00180695-0.0150811j 0.00475001+0.0128884j -0.017447-0.00574642j 0.00217171-0.00227294j 0.0102555-0.00482727j -0.015848-0.00349478j 0.0116276-0.000231711j -0.00162483+0.00804761j -0.000610683+0.0088488j 
0.000661052-0.00780477j -0.0458072+0.0525022j -0.00415181-0.0674903j -0.0527702-0.0227547j -0.0255313+0.0510665j 0.0295104+0.0260308j 0.0318925+0.00390773j 0.0522862+0.003256j -0.00804931+0.0492918j 0.00553728+0.030299j -0.0363257+0.0147901j -0.014411-0.0037858j 0.0194549+0.00650376j 0.00153746-0.0118623j -0.0339235+0.00639683j -0.0250944-0.00663258j 0.0116797+0.0191198j 0.0217272-0.0170192j 0.0340088+0.00241246j 0.00624712+0.0399013j -0.000138182-0.0173605j 0.0197833-0.0380222j -0.00437134-0.00914702j -0.00287382-0.0279013j -0.00584076+0.0298856j 0.00101622+0.0202035j 0.00528221+0.0164438j 0.0395401-0.00819394j -0.0280535+0.000781696j 0.0343107-0.0107181j -0.00227299-0.0214152j 0.00190548-0.00893443j 0.0115672+0.0198038j 0.00281661+0.021503j 0.0299508-0.00563683j -0.00900478-0.0120845j 0.00574831-0.00377272j -0.0149194-0.00404622j 0.00101196-0.00204099j -0.000852795+0.000583034j -0.00355598+0.00172778j -0.00518539-0.0116768j 0.00759689+0.0121354j -0.00236619+0.0176266j 0.0230757-0.00241712j -0.00654455+0.00253697j -0.00656153-0.0186959j 0.00354542-0.00403574j -0.0034169-0.0177495j -0.00120111-0.00291701j 0.0276861+0.01875j -0.00555632+0.0138511j -0.00231221-0.0153607j 0.00769466-0.0347135j 0.00590091+0.0144573j 0.0118642+0.000993848j 
-0.0467694+0.0532429j -0.00296407+0.00801615j -0.0588528-0.0213759j 0.00362881+0.0597419j 0.037571+0.0100115j 0.0354021-0.0464353j 0.0253386-0.0229265j -0.0132323-0.0462251j 0.0365551+0.0323379j 0.0312882-0.0481038j -0.00431456+0.0272372j 0.0130615+0.00122694j 0.0107682+0.0214251j -0.00749636-0.0244264j 0.0218989-0.0206574j 0.0083269+0.00192845j 0.00798366-0.000380561j 0.0380136+0.0305887j 0.00340172+0.0487919j -0.0264265-0.00324139j -0.0235731+0.00218286j 0.0117112+0.0201242j 0.0353525-4.38847e-05j 0.0138865-0.0153593j -0.0284385+0.0176234j -0.0186191+0.0155649j 0.0018773-0.0161702j 0.0157866+0.0116299j 0.00929024-0.0356492j -0.0104448+0.012424j 0.0365217+0.00200772j -0.00183688-0.0130534j -0.00322935+0.00230008j -0.0325644+0.0254686j 0.0081036+0.00344998j 0.000597177+0.0010853j 0.0208092+0.0161602j 0.00238223-0.00714006j -0.00373745-0.0199976j 0.0112668+0.0200186j 0.0147735+0.00752388j 0.0144255-0.00623857j 0.00772219-0.00892296j -0.0256099+0.017295j -0.00819321+0.00426561j 0.0123+0.0110933j -0.012861+0.010476j 0.00347499+0.0144592j 0.0106072-0.00262527j -0.0214991-0.0232856j 0.00179345-0.011418j 0.0168734-0.000198744j -0.00792396+0.0332699j -0.00212587-0.0118874j -0.0124306-3.90363e-05j 0.00682419+0.0162146j 
-0.017939-0.00944129j 0.012232-0.0154074j -0.0135476+0.00433462j 0.0312714+0.000896801j 0.0369344-0.00964407j -0.0115887-0.0382268j -0.0278531+0.0410874j -0.000225299+0.0226263j -0.00774642-0.0227378j 0.00433056+0.0156024j -0.0251315-0.00134838j -0.023613-0.0145043j -0.00805774+0.0222128j -0.0121662-0.0128212j 0.000577682+0.00717295j 0.0174606-0.0112367j -0.0056837+0.00385104j -0.00623527+0.0150159j -0.0165457-0.0173932j 0.0149675-0.0109795j -0.0234419+0.0129366j 0.000880872+0.000882532j 0.0154116+0.0148692j -0.00618712+0.00764056j -0.016146+0.00901815j 0.00438627-0.00870917j -0.00571656-0.00978405j -0.0103188+0.00562853j -0.00660546-0.00398348j -0.0179978-0.00742249j -0.00935283+0.0126635j -0.00107311+0.000618931j -0.0119934-0.0136175j -0.00557926-0.00750354j -0.00900581+0.011593j 0.0123339+0.0028882j 0.0176279+0.00671704j 0.00672224-0.0199825j 0.017374+0.00544228j 0.00587827-0.00694031j 0.0103185+0.00566466j -0.0297784-0.00503785j -0.00440414+0.00133519j -5.03817e-05+0.0036877j -0.0133418-0.00327058j 0.00167237+0.0216876j -0.0133705-0.00672312j -0.013042+0.00768107j 0.00167144-0.010677j 0.0180727+0.00114112j -0.00995522-0.0124902j 0.000969062+0.0176305j -0.00675328+0.0176787j -0.0202455-0.0024432j -0.00423131-0.0169149j -0.00652642+0.010173j 
-0.00908902+0.0124616j -0.0162069-0.0114727j -0.0212891-0.00439445j -0.0121641+0.00611974j -0.00918464+0.0289514j 0.047749-0.0378033j -0.0317731-0.0306014j -0.00477688+0.0227772j 0.0174181-0.00616699j -0.0273824-0.00414312j -0.019742-0.00655174j -0.00125583-0.0233984j -0.0236604-0.0184601j 0.0149301-0.0151154j 0.00707736-0.0010075j 0.0137104-0.0118534j -0.0171062-0.00605511j -0.00063331+0.00445398j 0.00908276-0.0133033j -0.016551+0.0127196j -0.00216048-0.000312404j 0.000373222+0.0136466j -0.00174404-0.0126384j -0.00678341+0.0157751j -0.0178761+0.00215369j -0.00889477-0.00874364j -0.0206367-0.00145863j 0.0223261+0.0121114j -0.0127113-0.00129349j 0.0089525+0.0269612j -0.0236313-0.00127107j 0.00390428+0.011337j -0.0123448-0.000745533j -0.0270404+0.00456699j 0.020352+0.0158982j -0.0243709+0.00670447j 0.00235572-0.0050884j -0.0016205-0.00694088j 0.0177626-0.00147584j 0.00863131-0.0134334j 0.0215896+0.0088389j -0.0198973-0.0145382j 0.00497724+0.0197953j 0.00154289+0.00295608j -0.00468384+0.0124582j 0.00124668+0.00754962j -0.0133234-0.0245695j -0.0166631-0.0110255j 0.00620226-0.00225655j -0.000406027-0.00237418j 0.00360012+0.0118315j 0.00347589+0.026242j -0.0168613-0.000867929j 0.00314033-0.0257805j -0.00643612+0.00935112j 0.00297072+0.0153237j 
0.0272238+0.0416364j 0.000860993+0.0207288j -0.0145685-0.0739655j -0.0683848-0.0136497j -0.0172376+0.0349091j 0.0137278+0.0121571j 0.0157135-0.00769723j 0.0423514+0.00677407j -0.00599979+0.0313768j 0.00741445+0.0247543j -0.0149699+0.00640458j -0.0105052+0.00373538j -0.00248791-0.00814032j 0.0147991-0.00655337j -0.0151981+0.000241151j -0.0114178-0.00640067j 0.00213888+0.0079483j 0.00964948+0.00828793j 0.0164737+0.000784673j 0.00649754+0.0254821j 0.00622377-0.0153981j 0.0239555-0.0143644j -0.000540564-0.00134376j -0.00658619-0.016614j -0.00658731+0.0212257j -0.00732802+0.0266455j 0.00921981+0.0142106j 0.0357701-0.00318146j -0.0209675-0.000899194j 0.0271845-0.0113715j 0.00291587-0.0211241j -0.000744651-0.0110177j 0.00663416+0.0213734j 3.12843e-05+0.0198296j 0.0291509-0.00659637j -0.00715484-0.00899748j 0.00409201+0.000284743j -0.00484862+0.00457338j -0.00277233-0.00492612j 0.00459836-0.000791354j -0.000587269-0.00124473j -0.00170829-0.0146979j 0.0118579+0.00664662j -0.00368771+0.0216815j 0.0218014+0.00522939j -0.00260317-0.00158732j -0.00442343-0.0161662j 0.00237387-0.0034659j -0.00123949-0.0197482j -0.00774081-0.00476656j 0.0205349+0.022295j -0.00345483+0.00978115j -0.00230468-0.0073439j 0.00954771-0.0358723j 0.000298011+0.0198277j 0.00878379+0.00542389j 
-0.000965422-0.0209853j 0.0264004+0.0405259j 0.0702387+0.0140751j -0.0152111-0.0696275j -0.0196501-0.00585523j -0.0171063+0.0355954j -0.0264288+0.00384548j 0.00478834+0.0285154j -0.0323306-0.0214466j -0.0184199+0.0266506j 0.000882776-0.0236992j 0.0119158+0.0011953j -0.0161086-0.0138458j 0.00622703+0.0059674j -0.0151215+0.00825954j -0.00908555-0.0109462j -0.00905154+0.00690122j -0.00990874-0.0170742j 0.00233982-0.0198506j 0.0139403-0.00756404j 0.0208793-0.0119446j 0.000848231-0.0275301j -0.0207405-0.00893384j -0.00813674+0.0134949j 0.0224681-0.0140775j 0.0211468-0.000154493j 0.00326263+0.00544517j -0.00543615-0.0132157j -0.00667227+0.0277952j 0.00743113-0.00999401j -0.0275784-0.0100511j -0.00140037+0.011763j 0.00668518+0.00299236j 0.0233676-0.0202535j -0.00434032-0.00725138j -0.00204794-0.00468735j -0.0132339-0.0118514j 0.000506069+0.00259055j 0.00134684+0.0191421j -0.0122208-0.0176064j -0.0164599-0.00311123j -0.009023+0.00401354j -0.00966854+0.00256384j 0.0242865-0.0130145j 0.00857485-0.0101747j -0.0122674-0.0170206j 0.0102331-0.0105044j 0.000570663-0.0133823j -0.0128309+0.00170682j 0.0121007+0.0262697j 0.0035678+0.0115811j -0.0135925-0.0030109j 0.0079497-0.0346038j 0.0036273+0.00355213j 0.00873037+0.00590554j -0.000806563-0.0192514j 
