-5.55017e-17+0.00528069j 1.81821e-16+0.00642088j -1.39961e-17+0.00283912j -1.70078e-18+0.00547813j 7.73811e-18-0.00200862j 1.62292e-17-0.00665583j -1.15019e-17+0.00333437j -8.90047e-18+0.00271666j 1.02649e-17-0.00493816j -8.33058e-18+0.000638312j -2.13702e-17-0.00257598j 9.05132e-17-0.00704374j 7.22668e-18+0.000491212j -1.84676e-17+0.00430305j -8.94949e-17-0.0060864j 1.41145e-15+0.00359991j 2.01909e-17-0.00288983j 5.19433e-17-0.00363781j 5.84841e-17-0.0018029j 2.10275e-17+0.00455908j -1.5889e-17+0.0016031j 3.16066e-18+0.00103342j -4.34153e-16+0.00422756j 1.25217e-16-0.00278654j -5.77817e-17-0.00669876j 1.75276e-17-0.000351449j 2.47355e-17-0.00746084j -1.82036e-16+0.00209666j -7.51752e-15+0.00220762j 1.58139e-16-0.0071273j 1.93904e-17+0.00109934j 6.43463e-17-0.00476902j -1.44732e-16+0.00541187j -5.27309e-17+0.00148662j 2.74195e-17+0.000893653j 2.97656e-17-0.00253236j 2.85343e-17-0.00626695j -1.28372e-16-0.000678514j 1.97194e-17+0.00259164j 3.08466e-17+0.0037266j -9.38795e-17-0.00166094j 9.34265e-18-0.00520532j -2.37591e-17+0.0049636j -1.69527e-17+0.00224424j -1.77234e-17-0.00674662j -4.31369e-17+0.00379795j 7.26092e-18+0.000662469j 1.29597e-17-0.0025107j -8.33892e-18+0.00368887j -1.48477e-17+0.00511962j 1.48125e-17-0.0057557j 3.35628e-18-0.000691912j 8.10928e-19-0.00452154j -1.25416e-17+0.00429111j -1.08234e-15-0.00593801j -2.48481e-16+0.00570066j 
-6.86689e-17-0.000244864j -2.79498e-17+0.00102438j -4.42388e-17-0.00176431j -4.89076e-17+0.00160386j 1.82925e-17-0.00184715j 6.43635e-17-0.00157862j -4.45301e-17-0.00216639j -3.6242e-17-0.00117376j 4.4394e-17-0.00349014j -1.64125e-17+2.0583e-06j 2.39198e-17+0.00168266j 9.46729e-17-0.00094241j 1.89364e-17+0.00358533j -5.89065e-17-0.00076908j -3.48577e-17-0.00145655j 1.04039e-15+0.00301406j 2.84516e-17+0.000901647j 3.48465e-17-0.00149837j 4.71212e-17-0.00137171j -7.64508e-17-0.00195422j -5.98233e-17-0.001323j 1.00595e-17+0.00264918j -4.38435e-16+0.00389771j -1.79983e-16+0.00331108j 5.58083e-17-0.00293063j 1.69275e-17+0.000876655j 7.46019e-17-0.000955279j -2.67493e-17+0.000140093j -4.67641e-16+0.000132249j 7.51979e-17+4.29435e-05j -2.15747e-17+0.000931984j 2.85175e-17+0.00223341j -1.22523e-16+0.00382858j -3.66424e-17-0.00352219j -2.52868e-17+0.00259983j 4.01048e-17-0.00150907j 5.9463e-17-0.00265555j 1.41027e-16+0.00112706j -9.08476e-17-0.00115586j -1.54514e-17+0.00123194j 1.24021e-16+0.00271068j 6.67812e-17+0.000656771j -6.45264e-17+0.0013083j -2.18031e-17+0.00365003j 8.34261e-17+2.98518e-05j -4.30725e-17+0.00209841j -2.2053e-18+8.66592e-05j 3.55747e-17+0.00301626j -3.87275e-17+0.00156711j -5.13283e-17+0.00266678j 6.65513e-17+0.000794449j 1.19565e-17+0.00167346j 6.18103e-17+0.000970155j -3.4964e-17+0.002202j 1.71924e-16+0.000247642j -3.8582e-17+0.000931534j 
7.04176e-18-0.00341933j -1.74836e-16-0.00469365j -1.02721e-17-0.00117645j -3.1618e-17-0.00430042j 1.71828e-18+0.00208727j 2.8441e-17+0.00507491j -1.87369e-17-0.00134342j -1.32524e-17-0.00133427j 1.44591e-17+0.00470538j 5.34606e-18-0.000426152j 3.89208e-17+0.00103422j -2.66501e-17+0.00507544j -3.57222e-18-0.0017809j -1.31521e-17-0.00255538j 1.33472e-16+0.00464599j -1.38906e-15-0.00362067j 9.67276e-18+0.00155999j -1.55389e-17+0.00303142j -4.41122e-17+0.00175743j -3.98051e-17-0.00224549j 1.23533e-17-0.00053179j -6.80608e-18-0.00176264j 4.37e-16-0.00439714j 3.26324e-17+0.000514303j 7.63295e-17+0.00565166j -1.12877e-17-0.000121246j 2.97522e-17+0.00535857j 1.10138e-16-0.00145384j 5.17542e-15-0.00152459j -5.90116e-17+0.00473162j -1.23075e-17-0.00111036j 5.71753e-18+0.00227218j 1.03059e-16-0.00515824j 2.00433e-17+0.000437444j -7.33156e-18-0.00164951j -1.48285e-17+0.00229917j 1.37784e-17+0.00525241j 4.01244e-17-4.83743e-06j -8.76759e-18-0.00125823j -4.94995e-17-0.00298256j 4.08797e-17+7.71653e-06j 2.53013e-17+0.00320211j -6.22355e-18-0.00383775j 1.0453e-17-0.00297521j 5.06851e-17+0.00448328j 1.36608e-17-0.00338139j -1.07276e-17-0.000476548j 1.59024e-17+0.000450035j -1.22188e-17-0.00309331j -1.38084e-17-0.00449248j 2.82163e-17+0.00351302j 6.98997e-18-0.000217438j 2.68869e-17+0.00261945j -1.49078e-17-0.00375199j 7.16337e-16+0.00385619j 1.23571e-16-0.00417611j 
-2.33917e-17-0.00108996j -1.3221e-17+5.94303e-05j -1.82912e-17-0.002296j -1.47657e-17+0.000815166j 8.10153e-18-0.0016176j 1.98712e-17-0.000602846j -1.42263e-17-0.0027953j -1.32371e-17-0.00165816j 1.78287e-17-0.00287602j -1.11542e-17-9.85948e-05j 4.76297e-18+0.00216895j 3.52841e-17+0.000124729j 1.25529e-17+0.00367762j -2.48218e-17-0.0014847j -6.34789e-17-0.000564871j 8.85321e-16+0.00258862j 2.75535e-18+0.00140048j 5.44755e-18-0.00099515j 3.05128e-17-0.00115212j -4.43033e-17-0.00276639j -4.46708e-17-0.0016387j 1.0465e-17+0.00261155j -3.70001e-16+0.00341505j -2.37935e-16+0.00390774j 2.59615e-17-0.00201212j 9.96983e-18+0.000973652j 2.15913e-17+0.000177084j 1.58592e-17-0.000184206j 7.12753e-16-0.000209936j 9.06927e-19+0.00116994j -2.00584e-17+0.000802609j -2.16916e-17+0.00309194j -7.58498e-17+0.00315572j -9.44219e-18-0.00392368j -3.12849e-17+0.00258193j 2.26702e-17-0.00118085j 1.86127e-17-0.00179217j 1.59872e-16+0.00128754j -7.5921e-17-0.00161968j 3.18272e-18+0.000702091j 1.25023e-16+0.00310124j 2.81351e-17+0.00150948j -3.06465e-17+0.000586821j -1.34957e-17+0.00346869j 4.01373e-17+0.00109615j -1.59038e-17+0.00159834j 1.21324e-18-1.37996e-05j 8.39807e-18+0.00355542j -1.62043e-17+0.00105909j -2.07791e-17+0.00198502j 2.25802e-17+0.00174055j 2.30624e-18+0.00186193j 2.84839e-17+0.00172978j -8.87117e-18+0.001629j 3.06258e-16+0.00119662j 3.84817e-17+7.58712e-05j 
6.99505e-17-0.00326549j 8.83194e-18-0.00220097j 3.36609e-17-0.00394091j 5.46806e-17-0.000900885j -1.22171e-17-0.0013549j -7.10244e-17+0.00158984j 4.7573e-17-0.00475461j 3.3239e-17-0.00308236j -3.53758e-17-0.00192422j -1.78442e-18-0.00035235j -3.40315e-17+0.00368524j -8.69566e-17+0.00265719j 1.10324e-18+0.00452555j 4.32801e-17-0.00342325j -1.32221e-16+0.00143644j 6.68023e-16+0.0020315j -5.17265e-17+0.00281449j -5.75177e-17+1.82805e-05j -1.11499e-18-0.000832993j 1.47144e-17-0.00515195j -2.02528e-17-0.00266262j 1.31152e-17+0.00297092j -2.77205e-16+0.00286505j -4.08258e-16+0.00598195j -3.02056e-17-0.000195879j -3.53894e-18+0.00136889j -8.7284e-17+0.002872j 1.15342e-16-0.000978903j 3.60887e-15-0.00105113j -1.61532e-16+0.00402253j -2.12241e-17+0.000635838j -1.33994e-16+0.00564243j 1.41228e-17+0.00211367j 4.81812e-17-0.00554135j -5.06554e-17+0.00298262j -1.10858e-17-0.000611032j -6.52726e-17-6.79242e-05j 2.33505e-16+0.00188599j -5.898e-17-0.00298886j 4.19779e-17-0.000424276j 1.53371e-16+0.00455215j -4.86596e-17+0.00377488j 3.61533e-17-0.00101024j 2.19807e-18+0.00363691j -4.32821e-17+0.00379323j 4.01244e-17+0.000695766j 8.38686e-18-0.000252554j -4.79159e-17+0.0054339j 2.86928e-17+4.53299e-05j 4.04645e-17+0.000721237j -6.66693e-17+0.00426534j -1.77684e-17+0.00262478j -3.67053e-17+0.00381393j 4.50532e-17+0.000560069j 6.85197e-16+0.00363488j 2.17255e-16-0.00192456j 
-6.57134e-17+0.0013777j -4.41138e-17+0.000936181j -3.77097e-17+0.00165328j -5.59218e-17+0.000390755j 1.41139e-17+0.000560481j 7.08201e-17-0.000681593j -4.78674e-17+0.0019944j -3.52189e-17+0.00129442j 3.95256e-17+0.000790456j -3.59241e-18+0.000148838j 3.57859e-17-0.00154581j 8.18823e-17-0.00112835j 5.17104e-18-0.00188859j -4.91667e-17+0.00144099j 9.25454e-17-0.000616022j -2.92077e-16-0.000838811j 4.34632e-17-0.00118302j 4.50461e-17-1.72899e-05j 9.40493e-18+0.000343077j -4.182e-17+0.00216358j -5.73358e-18+0.00111618j -5.85971e-18-0.00123793j 9.57107e-17-0.00118524j 1.97938e-16-0.00250549j 5.04978e-17+6.40196e-05j 6.08862e-18-0.000572587j 8.46356e-17-0.00121917j -6.24935e-17+0.00041436j -1.54165e-15+0.000444818j 1.16227e-16-0.00169875j 3.79675e-18-0.000262611j 9.39754e-17-0.00236897j -3.337e-17-0.000868314j -3.91034e-17+0.00231804j 2.16587e-17-0.00124319j 1.80878e-17+0.000248449j 6.3134e-17+1.17311e-05j -9.04512e-17-0.0007894j 4.25904e-18+0.00125504j -3.9602e-17+0.000187071j -4.62981e-17-0.00190541j 5.72163e-17-0.00159023j -4.54972e-17+0.000435055j -7.05497e-18-0.00151284j 6.37688e-17-0.00160198j -3.73473e-17-0.000280475j -7.75123e-18+0.000107226j 4.45577e-17-0.00227589j -3.30672e-17-9.13863e-06j -4.49436e-17-0.000287603j 6.88204e-17-0.00179651j 1.62841e-17-0.00109796j 4.83543e-17-0.00160472j -4.24043e-17-0.000222498j -2.48204e-16-0.00153371j -1.27651e-16+0.000818839j 
9.98978e-17-0.00189168j -4.05999e-17-0.00372814j 5.54891e-17+0.000746376j 5.63102e-17-0.0039691j -2.36758e-17+0.00281524j -7.9614e-17+0.00442271j 5.51527e-17+0.000978455j 4.45771e-17+0.000158537j -5.42269e-17+0.00578598j 2.14926e-17-0.000262853j -1.89348e-17-0.000765637j -1.43037e-16+0.00389393j -2.38774e-17-0.00407307j 7.3784e-17-0.000926302j 7.10223e-17+0.00405835j -1.69861e-15-0.00472536j -4.08144e-17+0.000206084j -6.06087e-17+0.00310374j -7.55161e-17+0.00221772j 7.70027e-17+0.000249222j 7.22962e-17+0.000774402j -1.21227e-17-0.00328333j 6.52415e-16-0.00593606j 1.40984e-16-0.00243851j -3.98943e-17+0.00590054j -2.58251e-17-0.000803372j -9.47364e-17+0.00407813j 1.04387e-16-0.0010074j 3.57581e-15-0.00104424j -1.4987e-16+0.00286377j 1.58172e-17-0.0014555j -6.02678e-17-0.000465054j 1.93718e-16-0.00634495j 6.26975e-17+0.0031973j 1.60801e-17-0.00317296j -5.65993e-17+0.00266393j -7.88968e-17+0.00542711j -1.00532e-16-0.000940283j 9.17955e-17+0.000190251j 5.96289e-18-0.00285223j -9.71411e-17-0.00224962j -7.90553e-17+0.00141601j 8.19549e-17-0.00343978j 3.09854e-17-0.00485873j -8.67303e-17+0.00272247j 6.58631e-17-0.00381723j -2.2272e-19-0.000364094j -4.57837e-17-0.00223271j 4.70112e-17-0.00319884j 6.38645e-17-0.00497077j -8.13836e-17+0.00149203j -1.50316e-17-0.00152498j -6.98781e-17+0.000798333j 4.48726e-17-0.00413048j 2.52792e-16+0.00215708j 1.46189e-16-0.00333378j 
5.46417e-17-0.0038866j -3.59494e-17-0.00293055j 2.1149e-17-0.00430652j 3.53166e-17-0.00150918j -7.70636e-18-0.00115629j -4.85356e-17+0.00233608j 3.23143e-17-0.00518583j 2.15821e-17-0.00342223j -2.1801e-17-0.00141555j -3.5586e-18-0.000426814j -1.89026e-17+0.00401856j -7.01805e-17+0.00346105j 3.78504e-18+0.00453778j 2.68262e-17-0.00394043j -1.01314e-16+0.00211859j 5.13982e-16+0.0016698j -4.12608e-17+0.00316928j -5.11516e-17+0.000413816j -2.0847e-18-0.000649172j -9.32719e-18-0.005722j -2.75198e-17-0.0028754j 1.27213e-17+0.00290169j -2.45671e-16+0.00244723j -4.11109e-16+0.00637144j -9.76993e-19+0.000529143j -2.6883e-18+0.00142692j -6.16493e-17+0.0037243j 1.28282e-16-0.00122091j 4.46903e-15-0.00130624j -1.51327e-16+0.00485526j -2.67855e-17+0.000525604j -1.19656e-16+0.0062424j 1.33978e-17+0.00155628j 4.30232e-17-0.00578321j -5.41035e-17+0.00292875j -6.2542e-18-0.000344734j -4.73067e-17+0.000612033j 2.55389e-16+0.00198705j -7.45355e-17-0.00331378j 2.5613e-17-0.000835344j 1.76863e-16+0.00479861j -2.7709e-17+0.00439519j 2.06059e-17-0.00156421j 3.26107e-19+0.00344578j -1.38588e-17+0.00458128j 3.28025e-17+0.000293182j 5.09515e-18-0.000328197j -3.4946e-17+0.00578547j 1.70639e-17-0.000354831j 2.54442e-17+0.000175414j -4.40725e-17+0.00495256j -1.29459e-17+0.00273801j -1.70199e-17+0.00436051j 3.25847e-17+0.000101933j 8.37825e-16+0.00433278j 2.25105e-16-0.00257187j 
-1.04622e-16+0.00116029j -1.0153e-16+0.000593854j -6.39747e-17+0.00163268j -9.42725e-17+5.56422e-05j 2.39229e-17+0.000757612j 1.17654e-16-0.000296262j -7.96624e-17+0.00197577j -5.9306e-17+0.00124437j 6.73311e-17+0.00121311j -7.64741e-18+0.000120691j 6.23239e-17-0.00153196j 1.28926e-16-0.000763512j 1.07453e-17-0.00212161j -8.3646e-17+0.00129742j 1.4544e-16-0.000262891j -4.36453e-16-0.00117463j 6.81308e-17-0.00110931j 6.67939e-17+0.000230801j 1.50267e-17+0.000503135j -8.28516e-17+0.00207867j -1.91756e-17+0.00112382j -7.08019e-18-0.00143954j 1.17031e-16-0.00160073j 2.36915e-16-0.00257843j 9.72404e-17+0.000530976j 1.002e-17-0.00060886j 1.39237e-16-0.000835254j -7.02089e-17+0.000314043j -1.20226e-15+0.000340092j 1.65224e-16-0.00138835j -2.17299e-18-0.000365845j 1.36729e-16-0.0022913j -5.36141e-17-0.00133173j -5.81561e-17+0.00246051j 2.24855e-17-0.00143576j 3.11222e-17+0.000448636j 1.03078e-16+0.000443505j -8.38894e-17-0.000826081j -1.67517e-17+0.00120943j -6.77084e-17-4.92047e-05j -2.70146e-17-0.00199236j 9.89084e-17-0.00140042j -7.85294e-17+0.000139965j -1.26319e-17-0.00182664j 1.16743e-16-0.00130753j -5.84823e-17-0.000570986j -1.32695e-17+7.30294e-05j 7.25004e-17-0.00234355j -5.6718e-17-0.000263526j -7.62355e-17-0.000669665j 1.15366e-16-0.00159066j 2.64888e-17-0.00116628j 8.59102e-17-0.00146342j -6.92066e-17-0.000540772j -1.59863e-16-0.0012876j -1.59749e-16+0.000513609j 
-4.394e-17-0.00417821j -1.81123e-16-0.00373756j -4.45829e-17-0.00390458j -6.25095e-17-0.00244748j 1.66534e-17-0.000381372j 7.08212e-17+0.00334948j -4.8591e-17-0.00468149j -3.92719e-17-0.00321367j 4.79901e-17+0.000129885j -1.23099e-17-0.000472896j 4.9417e-17+0.00362585j 4.81233e-17+0.0042843j 1.62476e-17+0.0032759j -5.93191e-17-0.00398314j 4.72066e-17+0.00304973j -8.20978e-19+0.00038242j 2.31686e-17+0.00306616j 5.64354e-18+0.00118519j 8.08312e-18-5.1583e-05j -1.08525e-16-0.00537734j -5.49673e-17-0.00253661j 7.69819e-18+0.00192163j -1.30285e-16+0.000812833j -2.64418e-16+0.00543643j 1.15893e-16+0.00200826j 6.09521e-18+0.00115189j 7.78751e-17+0.0045816j 1.0239e-16-0.0014179j 5.11282e-15-0.00150844j -2.06905e-17+0.00534724j -3.85229e-17+0.000128512j -2.78443e-18+0.00581712j -2.82878e-17-0.000138655j -6.00942e-18-0.00468354j -4.59019e-17+0.00197552j 2.42861e-17+0.00035172j 5.4421e-17+0.00196632j 2.41914e-16+0.00164959j -1.15649e-16-0.00310246j -4.80907e-17-0.00152186j 2.03493e-16+0.00398904j 7.65912e-17+0.00454048j -6.07878e-17-0.00236479j -1.21262e-17+0.00203713j 1.17418e-16+0.00505067j -2.03758e-17-0.000694923j -9.46227e-18-0.000404948j 3.69372e-17+0.00493174j -4.21068e-17-0.00115336j -5.30211e-17-0.00110115j 7.40218e-17+0.00508986j 1.34208e-17+0.00221451j 7.62513e-17+0.00434994j -3.62201e-17-0.000956682j 9.97407e-16+0.00467016j 1.30257e-16-0.00329591j 
-7.29848e-17+0.00384346j 3.05196e-17+0.00325319j -3.28502e-17+0.00382013j -4.79123e-17+0.00199153j 1.25846e-17+0.000622215j 6.52759e-17-0.00281715j -4.3916e-17+0.00458782j -3.10787e-17+0.00310276j 3.34844e-17+0.000400733j -9.71298e-19+0.000430581j 2.47399e-17-0.00355401j 9.57263e-17-0.00376355j 1.40489e-18-0.00351813j -4.24217e-17+0.00374369j 8.95156e-17-0.00256218j -2.11117e-16-0.000796723j 4.85842e-17-0.00292789j 6.04834e-17-0.00085706j 1.54031e-17+0.000251012j -1.08663e-17+0.0051903j 1.10191e-17+0.00250805j -9.83636e-18-0.00214494j 1.19853e-16-0.00132032j 3.59614e-16-0.00544594j 1.50409e-17-0.001394j 7.40049e-18-0.00117995j 8.1064e-17-0.00403253j -1.3624e-16+0.00127111j -4.63862e-15+0.00135477j 1.71567e-16-0.00487862j 2.09606e-17-0.000255708j 1.26594e-16-0.00563254j -4.78259e-17-0.000443077j -5.29481e-17+0.00479133j 4.70492e-17-0.00218669j 1.72598e-17-9.6035e-05j 6.29251e-17-0.00139669j -2.16307e-16-0.00167068j 4.96548e-17+0.00299877j -2.89802e-17+0.00120344j -1.42846e-16-0.00403784j 4.52662e-17-0.00423481j -3.78498e-17+0.00196014j -6.35918e-18-0.00239903j 3.56579e-17-0.00460645j -4.44403e-17+0.0003211j -5.51838e-18+0.000356086j 4.41489e-17-0.00494224j -2.72726e-17+0.000817834j -3.899e-17+0.000606711j 6.14333e-17-0.00475587j 1.601e-17-0.00226668j 3.32741e-17-0.00410781j -4.16495e-17+0.000544198j -7.96035e-16-0.00429213j -2.35878e-16+0.00286458j 
2.29334e-17-0.00222681j -3.7286e-17-0.00183746j 6.51133e-18-0.00227178j 1.07164e-17-0.00108728j -2.46791e-18-0.000430009j -1.64857e-17+0.00156458j 1.0904e-17-0.00273015j 6.84328e-18-0.00183521j -6.36658e-18-0.000365414j -2.03334e-18-0.000248335j -3.51627e-18+0.00211512j -3.09724e-17+0.00213505j 2.47012e-18+0.00216758j 8.09123e-18-0.00218941j -3.59004e-17+0.00142218j 1.54145e-16+0.000575563j -1.70177e-17+0.00172385j -2.4055e-17+0.000436838j -3.0796e-18-0.000197568j -1.29202e-17-0.00306958j -1.50923e-17-0.00149784j 5.88384e-18+0.00133935j -9.46023e-17+0.000911625j -2.02061e-16+0.00326925j 1.07667e-17+0.000691532j -1.54291e-18+0.000714459j -2.20159e-17+0.00228973j 7.12766e-17-0.000727949j 2.65151e-15-0.000776517j -7.41017e-17+0.00281626j -1.52499e-17+0.000183366j -5.47265e-17+0.00333545j 1.05614e-17+0.000402859j 2.0569e-17-0.0028997j -2.792e-17+0.00136154j -2.33089e-18-2.62946e-06j -1.77358e-17+0.000703665j 1.33583e-16+0.0010072j -4.14288e-17-0.00177452j 6.05049e-18-0.000646922j 9.53665e-17+0.00243378j -6.77944e-18+0.00246843j 5.55915e-18-0.00108054j 5.98502e-20+0.00152444j 3.43771e-18+0.00265873j 1.46703e-17-0.000104552j 1.15791e-18-0.000202103j -1.29547e-17+0.00296731j 4.66633e-18-0.000411563j 7.78429e-18-0.000247471j -1.42652e-17+0.00277434j -4.74983e-18+0.00137206j -1.80159e-18+0.00240722j 1.19714e-17-0.00022928j 4.84424e-16+0.00248577j 1.18109e-16-0.00161683j 
4.28176e-17+0.00100868j 2.4176e-18-0.000788333j 2.99077e-17+0.00303036j 2.41412e-17-0.00178489j -1.33053e-17+0.00257319j -3.37581e-17+0.00160469j 2.40459e-17+0.00370272j 2.18251e-17+0.00211568j -2.89098e-17+0.00472442j 1.74624e-17+7.36831e-05j -6.20994e-18-0.00287427j -6.46184e-17+0.000588463j -1.94738e-17-0.00540467j 4.04535e-17+0.00168989j 9.9339e-17+0.00148719j -1.44118e-15-0.00415997j -7.84509e-18-0.00172183j -1.51644e-17+0.0018456j -5.14454e-17+0.00187341j 6.48323e-17+0.00352677j 6.77902e-17+0.00220909j -1.55429e-17-0.0039128j 5.87223e-16-0.00543105j 3.30485e-16-0.00538121j -3.42994e-17+0.00365989j -1.67631e-17-0.00137826j -3.77136e-17+0.000557879j -2.14312e-18+3.88375e-05j -2.14237e-16+6.4146e-05j -2.22172e-17-0.000923201j 2.7448e-17-0.00128797j 2.17008e-17-0.0039775j 1.28206e-16-0.00518317j 2.09099e-17+0.00554649j 4.24904e-17-0.00385442j -3.72383e-17+0.00199495j -3.28748e-17+0.00329266j -2.19136e-16-0.00179921j 1.09836e-16+0.00207335j -6.34794e-18-0.0014289j -1.72992e-16-0.00433078j -4.47121e-17-0.00162732j 4.9454e-17-0.0013964j 2.19446e-17-0.0052923j -5.98795e-17-0.000857437j 2.93849e-17-0.00274075j -2.24016e-18-5.23354e-05j -1.54669e-17-0.00489873j 2.60623e-17-0.00194422j 3.39487e-17-0.00344785j -3.75315e-17-0.00190337j -4.3839e-18-0.0026335j -4.39997e-17-0.00202261j 1.60381e-17-0.00283927j -3.30347e-16-0.00109202j -2.61213e-17-0.000733527j 
4.55711e-17-0.00433538j -3.38486e-17-0.00275536j 1.41406e-17-0.00543798j 3.15533e-17-0.000961755j -4.39179e-18-0.00204349j -4.27502e-17+0.00187274j 2.79994e-17-0.00656608j 1.70437e-17-0.00422439j -1.52501e-17-0.00302367j -9.03555e-18-0.000463801j -1.94934e-17+0.00508979j -5.52072e-17+0.00336775j 9.81e-18+0.00646329j 1.72071e-17-0.00461666j -1.40869e-16+0.0016878j 1.00858e-15+0.00309824j -4.19844e-17+0.00383342j -4.96502e-17-0.000185957j 1.40614e-17-0.00128944j -2.76393e-17-0.00705969j -4.94369e-17-0.00369245j 1.8287e-17+0.00428442j -4.45774e-16+0.00431999j -5.35406e-16+0.00834311j 6.68495e-18-0.0006688j 2.34893e-18+0.00192588j -5.5616e-17+0.00364888j 1.34106e-16-0.0012697j 4.67294e-15-0.00136593j -1.53092e-16+0.00530419j -3.6179e-17+0.000968119j -1.34035e-16+0.00774485j -2.60953e-17+0.00332064j 3.91796e-17-0.00779238j -6.98253e-17+0.00429291j 4.61384e-18-0.00101634j -4.12634e-17-0.000461708j 3.34844e-16+0.00264207j -1.11169e-16-0.00409872j 3.06157e-17-0.000386136j 2.37682e-16+0.00637572j -1.7268e-17+0.00506405j 7.75112e-18-0.00114722j -6.35076e-18+0.00530191j 1.16008e-18+0.00500034j 2.60064e-17+0.00121056j 6.40094e-18-0.000320498j -3.32184e-17+0.00757993j 1.09632e-17+0.000279376j 1.76473e-17+0.00132378j -3.68875e-17+0.00572935j -1.27303e-17+0.00369174j -6.12827e-18+0.00515942j 3.05057e-17+0.00104635j 9.68053e-16+0.00482231j 2.43898e-16-0.00240431j 
2.15734e-17+0.000311144j 8.3486e-18-0.000282648j 1.46183e-17+0.000983511j 1.45864e-17-0.000606047j -6.20407e-18+0.000851673j -1.94133e-17+0.00055134j 1.35626e-17+0.00120223j 1.14844e-17+0.0006839j -1.45004e-17+0.00156837j 6.62869e-18+2.17837e-05j -6.31211e-18-0.000933291j -3.06632e-17+0.000219409j -7.54554e-18-0.00177489j 1.95901e-17+0.00053828j 2.53607e-17+0.000510663j -4.74679e-16-0.00137819j -7.0398e-18-0.000554048j -9.3746e-18+0.000619078j -1.88644e-17+0.000621336j 2.83837e-17+0.00113993j 2.51472e-17+0.000718711j -5.03207e-18-0.00128749j 1.98073e-16-0.00179752j 1.02491e-16-0.00175492j -1.86939e-17+0.00122572j -6.48375e-18-0.000450834j -2.21526e-17+0.000210937j 2.76503e-18+4.89496e-06j -3.92086e-17+1.27824e-05j -1.76145e-17-0.000276193j 9.96236e-18-0.000426645j -7.41466e-19-0.00128701j 4.80543e-17-0.00172064j 1.08505e-17+0.00181401j 1.37498e-17-0.00126782j -1.50213e-17+0.000663938j -1.80991e-17+0.00110364j -7.28992e-17-0.000587707j 4.00706e-17+0.000670484j 2.26219e-18-0.000482709j -6.0024e-17-0.00141453j -2.21263e-17-0.000514379j 2.24202e-17-0.000476675j 8.48904e-18-0.00174458j -2.87865e-17-0.000256043j 1.39239e-17-0.000913339j 9.72068e-20-1.96482e-05j -1.00577e-17-0.00159768j 1.28216e-17-0.000651623j 1.68311e-17-0.00115025j -2.06102e-17-0.000602879j -3.23348e-18-0.000861354j -2.10861e-17-0.000646614j 1.00509e-17-0.000947505j -1.12539e-16-0.000336025j -3.38476e-19-0.000261973j 
-4.02655e-17-0.000868904j -7.06768e-17-0.000733305j -2.94456e-17-0.000866289j -4.07988e-17-0.000447203j 1.11963e-17-0.000143828j 4.94195e-17+0.000633807j -3.37297e-17-0.00104046j -2.62471e-17-0.000703159j 3.10314e-17-9.66552e-05j -6.5324e-18-9.72913e-05j 2.81507e-17+0.000806015j 4.91532e-17+0.00084877j 8.4596e-18+0.000801234j -3.88809e-17-0.000847276j 3.82379e-17+0.000576407j 2.32676e-17+0.000185301j 2.30472e-17+0.000663168j 1.89367e-17+0.000191042j 1.02868e-17-5.91185e-05j -5.33444e-17-0.00117623j -2.46376e-17-0.000569037j 1.63087e-18+0.000489308j -5.72929e-17+0.000305161j -3.93302e-17+0.00123637j 5.59578e-17+0.000309865j 5.46806e-18+0.000268157j 5.67796e-17+0.000909526j 9.17249e-18-0.000286977j 1.02457e-15-0.000305895j 3.66898e-17+0.00110246j -1.27474e-17+5.94104e-05j 3.04088e-17+0.00127665j -3.16085e-17+0.000106815j -1.74553e-17-0.00108882j -1.00027e-17+0.000498657j 1.70139e-17+1.90606e-05j 4.16589e-17+0.000310955j 6.06558e-17+0.000379481j -4.31974e-17-0.000679629j -2.79923e-17-0.000269777j 6.05367e-17+0.000917138j 4.73304e-17+0.000958055j -3.88218e-17-0.000440628j -8.09211e-18+0.000548474j 6.33494e-17+0.00104093j -2.19345e-17-6.88858e-05j -5.40628e-18-8.03103e-05j 2.82761e-17+0.00112203j -2.67193e-17-0.000182058j -3.49106e-17-0.000132429j 5.00154e-17+0.00107603j 1.01987e-17+0.00051511j 4.40379e-17+0.000929906j -2.73491e-17-0.000119116j 2.43754e-16+0.00097029j -3.26527e-18-0.000645657j 
