-5.55017e-17+0.00528069j 1.81821e-16+0.00642088j -1.39961e-17+0.00283912j -1.70078e-18+0.00547813j 7.73811e-18-0.00200862j 1.62292e-17-0.00665583j -1.15019e-17+0.00333437j -8.90047e-18+0.00271666j 1.02649e-17-0.00493816j -8.33058e-18+0.000638312j -2.13702e-17-0.00257598j 9.05132e-17-0.00704374j 7.22668e-18+0.000491212j -1.84676e-17+0.00430305j -8.94949e-17-0.0060864j 1.41145e-15+0.00359991j 2.01909e-17-0.00288983j 5.19433e-17-0.00363781j 5.84841e-17-0.0018029j 2.10275e-17+0.00455908j -1.5889e-17+0.0016031j 3.16066e-18+0.00103342j -4.34153e-16+0.00422756j 1.25217e-16-0.00278654j -5.77817e-17-0.00669876j 1.75276e-17-0.000351449j 2.47355e-17-0.00746084j -1.82036e-16+0.00209666j -7.51752e-15+0.00220762j 1.58139e-16-0.0071273j 1.93904e-17+0.00109934j 6.43463e-17-0.00476902j -1.44732e-16+0.00541187j -5.27309e-17+0.00148662j 2.74195e-17+0.000893653j 2.97656e-17-0.00253236j 2.85343e-17-0.00626695j -1.28372e-16-0.000678514j 1.97194e-17+0.00259164j 3.08466e-17+0.0037266j -9.38795e-17-0.00166094j 9.34265e-18-0.00520532j -2.37591e-17+0.0049636j -1.69527e-17+0.00224424j -1.77234e-17-0.00674662j -4.31369e-17+0.00379795j 7.26092e-18+0.000662469j 1.29597e-17-0.0025107j -8.33892e-18+0.00368887j -1.48477e-17+0.00511962j 1.48125e-17-0.0057557j 3.35628e-18-0.000691912j 8.10928e-19-0.00452154j -1.25416e-17+0.00429111j -1.08234e-15-0.00593801j -2.48481e-16+0.00570066j 
1.29038e-14-0.0199212j 1.36675e-14-0.0227208j 8.30057e-15-0.012565j 1.15763e-14-0.0185557j -3.16769e-15+0.00537352j -1.44362e-14+0.0229652j 9.82121e-15-0.014864j 7.48209e-15-0.0114387j -8.67648e-15+0.0144046j 1.52885e-15-0.00237205j -7.49466e-15+0.0114934j -1.61581e-14+0.0251308j -1.97769e-15+0.00224531j 1.09109e-14-0.0168801j -1.29081e-14+0.0209857j 1.85402e-15-0.0099673j -7.70649e-15+0.0117738j -7.4941e-15+0.01183j -3.25084e-15+0.0051483j 1.23912e-14-0.0191786j 4.96329e-15-0.007466j 1.3712e-16-0.000834938j 7.7584e-15-0.0112983j -1.01989e-14+0.0141264j -1.30884e-14+0.0215892j -1.64989e-15+0.0023031j -1.69171e-14+0.0266677j 5.51122e-15-0.00764003j 3.25678e-14-0.00806169j -1.74937e-14+0.0265609j 1.70189e-15-0.0030307j -1.35072e-14+0.0202767j 9.91825e-15-0.0157822j 6.77609e-15-0.00953074j -2.82488e-16-0.000371094j -4.76678e-15+0.00770573j -1.26191e-14+0.0202954j -1.96353e-15+0.00380414j 7.00055e-15-0.0109533j 7.65276e-15-0.0124629j -5.83522e-15+0.00925737j -1.29158e-14+0.0201088j 1.06756e-14-0.0169775j 2.17911e-15-0.0042021j -1.59132e-14+0.02513j 7.30727e-15-0.011744j 1.47035e-15-0.00236582j -8.62207e-15+0.0127654j 7.38872e-15-0.0119418j 9.83854e-15-0.0160148j -1.43661e-14+0.0223124j -3.11065e-15+0.00447463j -1.15378e-14+0.0179212j 8.28496e-15-0.0134608j -1.01199e-14+0.0223695j 1.36242e-14-0.0201472j 
4.74756e-16-0.00519275j 6.25132e-16+0.000904266j 2.94301e-16-0.0117055j 4.70535e-16+0.00475642j -1.05901e-16-0.00861806j -5.75585e-16-0.00375869j 3.87809e-16-0.0142624j 2.83026e-16-0.00839198j -3.15429e-16-0.0154491j 1.25259e-17-0.000454849j -3.35239e-16+0.0110677j -5.58086e-16-1.96138e-06j -2.68097e-17+0.0192159j 3.82815e-16-0.00734092j -9.61083e-16-0.00350802j 5.02461e-15+0.013827j -3.44795e-16+0.00703277j -3.12594e-16-0.00552424j 1.90532e-17-0.00617257j 3.62516e-16-0.0139983j -9.6291e-20-0.00839365j 6.13187e-17+0.013709j -1.65603e-15+0.0181931j -1.67758e-15+0.020112j -4.99707e-16-0.0111088j -2.19658e-17+0.00504283j -6.81759e-16+0.000232333j 2.94975e-16-0.000766097j 3.26129e-15-0.000889947j -7.81048e-16+0.00543871j -1.80377e-17+0.00428556j -7.33671e-16+0.0156759j 3.96467e-17+0.0169509j 2.57832e-16-0.0203154j -1.6769e-16+0.0135416j -1.00558e-16-0.00638987j -4.92989e-16-0.00992227j 6.98939e-16+0.00664874j -5.58255e-17-0.00820297j 3.8619e-16+0.00400483j 3.45039e-16+0.0160121j -4.62857e-16+0.00738658j 3.40253e-16+0.00351848j 2.89318e-17+0.0182891j -5.49637e-16+0.00508927j 2.52086e-16+0.00868332j 7.7653e-17-1.05992e-05j -3.60831e-16+0.018301j 2.63443e-16+0.00586229j 3.53935e-16+0.0108213j -5.58661e-16+0.00854013j -1.34258e-16+0.00964168j -3.98141e-16+0.00859825j 3.42563e-16+0.0088888j 8.20628e-16+0.00568788j 7.77931e-16+0.000923286j 
3.29472e-16-0.00762078j 2.73043e-16-0.00371112j 1.88034e-16-0.0109572j 2.95956e-16-9.94491e-05j -6.85119e-17-0.00525379j -3.7042e-16+0.00167563j 2.49423e-16-0.0132649j 1.80543e-16-0.00832304j -1.99474e-16-0.00850019j 6.57423e-18-0.000788163j -1.99305e-16+0.0102857j -3.99367e-16+0.00483304j -1.41693e-17+0.0144513j 2.44104e-16-0.00860299j -6.0176e-16+0.00147771j 2.86386e-15+0.00817041j -2.34824e-16+0.00739587j -2.33708e-16-0.00175458j -7.59944e-18-0.00351295j 1.91834e-16-0.0139022j -1.79666e-17-0.00756003j 4.42252e-17+0.00984107j -1.01496e-15+0.0110997j -1.32181e-15+0.0173907j -2.67496e-16-0.00395152j -1.96454e-17+0.00412217j -4.43717e-16+0.00529963j 3.2378e-16-0.00202865j 7.63987e-15-0.00220013j -6.11223e-16+0.00907751j -3.76074e-17+0.0025436j -5.31762e-16+0.0153374j 7.47174e-17+0.00933087j 1.96267e-16-0.016655j -1.46995e-16+0.00980819j -7.05879e-17-0.00317951j -3.26122e-16-0.00333476j 6.41077e-16+0.00558255j -9.80666e-17-0.00809177j 2.30949e-16+0.000524305j 3.66612e-16+0.0134629j -2.87581e-16+0.00925741j 2.1642e-16-0.000699011j 2.15022e-17+0.0125349j -3.17736e-16+0.0085473j 1.81935e-16+0.00407589j 4.60908e-17-0.00046285j -2.36696e-16+0.0158076j 1.65599e-16+0.0019797j 2.25577e-16+0.00481416j -3.56784e-16+0.0105229j -8.76052e-17+0.0078951j -2.3975e-16+0.00972059j 2.24298e-16+0.00389555j 1.45749e-15+0.00845299j 6.9543e-16-0.00320215j 
-2.33541e-16+0.00955014j 2.12175e-16+0.0123359j -1.11054e-16+0.00424084j -1.15584e-16+0.0109242j 4.74945e-17-0.00469472j 1.715e-16-0.0130702j -1.1792e-16+0.00492897j -9.1372e-17+0.00433952j 1.07171e-16-0.0109665j -3.54399e-17+0.00117172j 2.99333e-17-0.00380296j 3.35229e-16-0.0134333j 3.81569e-17+0.00286344j -1.46525e-16+0.00747032j -8.5896e-17-0.0119591j 3.11429e-15+0.00825173j 1.09092e-16-0.00480606j 1.6844e-16-0.00749155j 1.55801e-16-0.00405718j -9.58408e-17+0.0072911j -9.85362e-17+0.0022157j 1.02897e-17+0.00334534j -1.08514e-15+0.00988648j 2.01348e-16-0.0032977j 2.31116e-17-0.013889j 5.32325e-17-0.000164635j 2.10843e-16-0.0142052j -3.84333e-16+0.00392173j -1.40801e-14+0.00412092j 4.56413e-16-0.0130471j 1.04928e-17+0.00252624j 2.31652e-16-0.00752328j -4.02658e-16+0.0120205j -1.65569e-16+0.000798241j 3.75609e-17+0.00306201j 1.11196e-16-0.00547013j 1.77611e-16-0.0129465j -1.39047e-16-0.000627366j -6.64701e-17+0.00412005j -9.27323e-18+0.00750854j -5.76505e-17-0.00156214j 1.49196e-16-0.00918645j -1.57473e-16+0.00981885j -5.88045e-17+0.00611372j 1.31647e-16-0.0123562j -1.55727e-16+0.00811368j 1.05293e-18+0.00126233j 1.06737e-16-0.00295323j -9.10507e-17+0.00762281j -1.2787e-16+0.0108486j 1.6964e-16-0.0101204j 3.5637e-17-0.000352835j 1.20863e-16-0.00776093j -1.03157e-16+0.00907478j -1.78506e-15-0.0107541j -5.70741e-16+0.0109643j 
-3.59146e-16+0.0147593j 3.90754e-16+0.020391j -1.69077e-16+0.00491617j -1.61114e-16+0.0187467j 7.39944e-17-0.00920196j 2.47521e-16-0.0220927j -1.71089e-16+0.00559931j -1.35036e-16+0.00565541j 1.60822e-16-0.0206793j -6.29279e-17+0.0018426j 2.56779e-17-0.00430912j 5.25933e-16-0.0220337j 6.69939e-17+0.00804495j -2.2385e-16+0.0109737j -2.47575e-16-0.0202266j 5.95633e-15+0.0159438j 1.54136e-16-0.00665747j 2.55602e-16-0.0132502j 2.73076e-16-0.00773016j -1.51839e-16+0.0095197j -1.84527e-16+0.00217162j 2.6929e-17+0.00787579j -2.09899e-15+0.0193859j 8.18065e-17-0.00190444j 1.2374e-17-0.0247165j 9.08688e-17+0.000608667j 3.04881e-16-0.023259j -6.01381e-16+0.00629893j -2.25496e-14+0.00660407j 6.90739e-16-0.0204523j 5.78703e-18+0.00489029j 3.13348e-16-0.00960821j -6.97357e-16+0.0226698j -2.57125e-16-0.00223063j 3.30864e-17+0.00738191j 1.86508e-16-0.0100855j 2.63336e-16-0.0229639j -9.43002e-17+0.000129522j -1.51795e-16+0.00532836j 1.62411e-17+0.0130133j -5.31499e-18+0.000227852j 2.23712e-16-0.0137805j -2.4808e-16+0.016718j -1.01266e-16+0.0132146j 1.94158e-16-0.0193799j -2.44626e-16+0.0148211j 8.35264e-18+0.00206863j 1.51855e-16-0.00165499j -1.37514e-16+0.0135244j -1.93369e-16+0.0196795j 2.47133e-16-0.0151114j 4.9384e-17+0.00110132j 1.82293e-16-0.0112313j -1.47619e-16+0.0164333j -2.71884e-15-0.0166478j -8.59249e-16+0.0181445j 
5.94967e-17+0.00344227j 1.55355e-16+0.0026415j 5.14027e-17+0.00375741j 6.74528e-17+0.00140126j -1.98233e-17+0.000956617j -7.95764e-17-0.00213465j 5.4728e-17+0.004523j 4.43197e-17+0.00299455j -5.41949e-17+0.00112437j 1.5669e-17+0.00037912j -4.81308e-17-0.00350478j -7.20183e-17-0.00310951j -1.97215e-17-0.00389352j 6.84087e-17+0.00347014j -2.56749e-17-0.00193686j -3.65595e-16-0.00136827j -2.86428e-17-0.00278026j -1.68167e-17-0.000424485j -2.30883e-17+0.000524343j 1.14113e-16+0.00500723j 6.52231e-17+0.00250325j -9.72457e-18-0.00247616j 2.59014e-16-0.00202508j 2.75731e-16-0.00553238j -1.12765e-16-0.000581376j -1.08587e-17-0.00123386j -8.88521e-17-0.00334378j -7.28151e-17+0.00108958j -3.94213e-15+0.00116507j -9.89107e-18-0.00431019j 3.85421e-17-0.000431329j -7.83195e-18-0.00545877j 6.58767e-17-0.00123648j 1.77413e-17+0.00500195j 4.57718e-17-0.00250207j -3.36364e-17+0.000248755j -6.4674e-17-0.000644527j -2.43967e-16-0.00172178j 1.24891e-16+0.00289892j 4.40846e-17+0.0007887j -2.07127e-16-0.00415842j -8.5059e-17-0.00387827j 7.15664e-17+0.00143889j 1.74206e-17-0.00292128j -1.23719e-16-0.00406737j 3.15458e-17-0.00018056j 8.38003e-18+0.000294758j -4.22119e-17-0.0050232j 4.74717e-17+0.000374717j 6.06797e-17-5.43568e-05j -8.29173e-17-0.00436802j -1.4996e-17-0.00236791j -8.3033e-17-0.00383556j 4.14202e-17-6.77696e-06j -8.61706e-16-0.0038384j -9.10163e-17+0.00231944j 
1.03109e-15+0.0157767j 1.81149e-15+0.0174706j 7.33888e-16+0.0105972j 1.06358e-15+0.0139599j -2.74246e-16-0.00348758j -1.2852e-15-0.0174404j 8.73881e-16+0.0125679j 6.6853e-16+0.00947368j -7.78731e-16-0.00993566j 1.27998e-16+0.00186603j -7.508e-16-0.00972107j -1.23496e-15-0.0194002j -1.73911e-16-0.00320637j 9.65503e-16+0.0135937j -1.35831e-15-0.0159315j 3.29649e-15+0.00663456j -6.40391e-16-0.00962816j -5.27769e-16-0.00870895j -1.56728e-16-0.00350119j 1.24628e-15+0.0158785j 4.60897e-16+0.006407j 8.10675e-18-0.000406347j -1.28807e-16+0.00732739j -2.24167e-16-0.0124469j -1.39721e-15-0.0158147j -1.09298e-16-0.00216451j -1.48634e-15-0.0206046j -7.76635e-17+0.00595663j -2.09582e-14+0.00629164j -1.10357e-15-0.0209212j 2.40224e-16+0.00201111j -9.98573e-16-0.0168548j 5.58072e-16+0.0108841j 4.6563e-16+0.00891482j 9.99058e-17-0.000751592j -3.71338e-16-0.00545879j -1.08127e-15-0.0149069j -7.83419e-16-0.00344638j 7.95984e-16+0.00908449j 7.83459e-16+0.00931402j -9.82415e-16-0.00837391j -1.17948e-15-0.0160897j 9.35798e-16+0.0128365j 1.6372e-16+0.00184191j -1.54979e-15-0.0197898j 5.51692e-16+0.00840046j 1.538e-16+0.00182716j -7.5298e-16-0.0112575j 6.65745e-16+0.00876937j 8.73982e-16+0.0115335j -1.28679e-15-0.0178793j -2.74721e-16-0.00419341j -1.08112e-15-0.0144938j 7.24339e-16+0.00971002j -4.63134e-15-0.0177047j 4.2443e-16+0.0154823j 
4.39492e-17-0.0134301j -3.29253e-16-0.0110425j -2.19862e-17-0.0137499j -2.07677e-17-0.00650219j 8.48519e-18-0.00265116j 6.83911e-18+0.0093799j -6.54778e-18-0.0165256j -1.39007e-17-0.0110994j 2.56744e-17-0.00231454j -2.3713e-17-0.00149678j 3.43602e-17+0.0128029j -6.88404e-17+0.0128388j 2.9712e-17+0.0131802j -3.17482e-17-0.0132214j -1.22359e-16+0.00852548j 9.1981e-16+0.00356594j -4.64251e-17+0.0104195j -9.09674e-17+0.00258498j 5.19808e-18-0.00123486j -1.70831e-16-0.0185647j -1.28726e-16-0.00907072j 3.47971e-17+0.00815799j -6.32156e-16+0.00561992j -1.15503e-15+0.0198117j 1.63029e-16+0.0040742j 2.80357e-18+0.00433456j -8.42932e-18+0.0137708j 3.93703e-16-0.00438325j 1.59301e-14-0.00467624j -3.21775e-16+0.0169765j -1.05575e-16+0.00113515j -2.33089e-16+0.0201762j -8.88129e-18+0.0025511j 7.50792e-17-0.0175911j -1.68006e-16+0.00829018j 2.11246e-17-6.42709e-05j -1.43197e-17+0.00415616j 8.28449e-16+0.00610711j -3.04358e-16-0.0107331j -2.01376e-17-0.00385981j 6.24395e-16+0.0147567j 5.46673e-17+0.0148997j -4.53991e-17-0.00647103j -1.57689e-17+0.00930571j 1.39252e-16+0.0160266j 3.51797e-17-0.00056286j -3.90179e-18-0.0012154j -1.48556e-17+0.0179823j -2.64645e-17-0.00243043j -2.56611e-17-0.00140607j 1.9844e-17+0.0167479j -5.81797e-18+0.00832386j 7.47678e-17+0.0145407j 1.13717e-17-0.00131134j 3.02877e-15+0.014991j 6.18815e-16-0.00971562j 
6.73203e-17+0.00319202j 2.89853e-16+0.00532968j 5.85875e-17-7.24977e-05j 1.08121e-16+0.00534678j -1.91406e-17-0.00333984j -1.2121e-16-0.00609084j 8.1334e-17-0.000188485j 5.93629e-17+0.000494227j -6.6324e-17-0.00705947j -2.20081e-18+0.000420523j -9.4255e-17+0.000155482j -6.00561e-17-0.00564803j -2.14119e-18+0.0042498j 7.61464e-17+0.0019771j -2.81719e-16-0.00558398j 2.14763e-15+0.00566099j -6.29299e-17-0.000905822j -3.05907e-17-0.0040253j 4.67156e-17-0.00268417j 1.05875e-16+0.000846484j -6.31612e-18-0.00039895j 1.50168e-17+0.0035795j -6.71803e-16+0.00704035j -2.4858e-16+0.00180153j -1.63923e-16-0.00760017j 7.56743e-18+0.000730129j -1.38884e-16-0.00593544j -8.04612e-17+0.00152736j -5.36643e-15+0.00159148j -5.19509e-17-0.00462327j 1.42582e-17+0.00174141j -1.12864e-16-0.000678183j -9.57552e-17+0.00774066j 1.80387e-17-0.00288462j -1.18615e-17+0.00343385j -2.40494e-18-0.00331265j -9.23488e-17-0.00701586j 3.39541e-17+0.00079014j 1.39088e-17+0.000431914j 1.12315e-16+0.0037916j -1.42311e-17+0.00188134j -1.02178e-16-0.00269137j 6.30408e-17+0.00468582j -5.01291e-18+0.0054694j -1.45332e-16-0.00438817j 2.53222e-17+0.00478761j 2.33475e-17+0.000529037j -7.31775e-17+0.00165929j 5.57689e-17+0.00413407j 7.18704e-17+0.00627634j -1.18869e-16-0.00290118j -2.8282e-17+0.00137997j -9.42804e-17-0.00189998j 6.94113e-17+0.00522425j -7.21723e-16-0.0036197j -2.66136e-17+0.00475602j 
-1.53105e-17-0.0135376j -4.83704e-16-0.0129781j -6.28286e-17-0.0115788j -9.73172e-17-0.00915005j 2.1856e-17+3.8575e-05j 9.59144e-17+0.0120918j -6.60846e-17-0.013847j -5.61082e-17-0.00972431j 7.14293e-17+0.00286327j -1.93238e-17-0.00155299j 9.72942e-17+0.0107213j -9.09411e-18+0.0147147j 2.75943e-17+0.0082445j -8.44044e-17-0.0125315j 9.56213e-17+0.0110231j -6.91677e-16-0.000849978j 7.61473e-18+0.00943035j -5.23028e-17+0.00493487j -2.59322e-17+0.000788607j -2.23166e-16-0.0162782j -1.07084e-16-0.0073987j 1.91035e-17+0.00445492j -7.92463e-17-5.48474e-05j -8.0221e-16+0.0155246j 2.56621e-16+0.00863547j -1.97954e-18+0.00316716j 9.63243e-17+0.0156991j 3.85422e-16-0.00474991j 1.7134e-14-0.00504148j -2.27995e-16+0.0175141j -9.99372e-17-0.00022915j -1.13277e-16+0.0175262j 5.30282e-17-0.00312837j 4.78037e-17-0.012907j -1.33906e-16+0.00466616j 2.19023e-17+0.00220775j 5.73602e-17+0.00830578j 6.7876e-16+0.00462523j -2.7055e-16-0.00937193j -9.76926e-17-0.00585341j 5.40992e-16+0.0111951j 1.22606e-16+0.0144385j -8.6873e-17-0.00867236j -1.10032e-17+0.00413499j 2.25196e-16+0.0165502j 8.79446e-18-0.00374531j -2.0007e-17-0.00138913j 4.17951e-17+0.0140746j -6.42342e-17-0.00487844j -7.57928e-17-0.00547503j 1.05282e-16+0.0161449j 1.59777e-17+0.00609717j 1.33524e-16+0.0135946j -4.19984e-17-0.00467647j 3.06158e-15+0.0151497j 5.35015e-16-0.0114643j 
2.02905e-17-0.00776762j -2.39862e-16-0.00733846j -1.70491e-17-0.00677729j -2.80842e-17-0.00509815j 5.43382e-18-0.000136609j 2.0885e-17+0.00678369j -1.47508e-17-0.00810978j -1.47286e-17-0.00566537j 2.09171e-17+0.00133862j -8.31874e-18-0.000888491j 3.69338e-17+0.00627959j -4.06492e-17+0.00833922j 1.20212e-17+0.00502575j -2.3514e-17-0.00723696j 1.56065e-17+0.00618263j -2.90219e-16-0.000227454j -1.41648e-17+0.00547378j -4.70177e-17+0.00269515j -1.9236e-17+0.000333425j -9.99184e-17-0.00948277j -5.28129e-17-0.00434741j 1.21718e-17+0.00277682j -6.48419e-17+0.000303455j -5.00578e-16+0.00916809j 1.15072e-16+0.00468971j -4.06655e-18+0.00188765j 1.52667e-17+0.00890143j 2.3156e-16-0.002706j 9.77848e-15-0.00287352j -1.70489e-16+0.0100258j -5.412e-17-5.10626e-05j -9.87576e-17+0.0102209j 4.58609e-17-0.00146125j 4.23221e-17-0.00768835j -7.92126e-17+0.00289346j 3.11577e-18+0.0011337j 3.51364e-18+0.00452468j 3.93405e-16+0.00274352j -1.42986e-16-0.00546219j -3.59316e-17-0.00324366j 3.02921e-16+0.006639j 4.04485e-17+0.00831857j -2.60895e-17-0.00485019j -2.31255e-18+0.00267972j 9.20557e-17+0.00947309j 2.10183e-17-0.00196291j -7.53474e-18-0.000787457j 3.40559e-18+0.00831303j -1.98341e-17-0.00265696j -2.08557e-17-0.00290388j 2.6604e-17+0.00930682j 1.65693e-18+0.00363274j 4.99673e-17+0.00786255j -4.38934e-18-0.00248685j 1.72746e-15+0.00869037j 3.37701e-16-0.00648016j 
2.35033e-17+0.00563947j 1.8293e-16+0.00458147j 3.64297e-17+0.0058422j 4.62382e-17+0.00265248j -1.39837e-17+0.0011946j -4.96786e-17-0.00385964j 3.46224e-17+0.00702366j 3.02227e-17+0.00470473j -3.91673e-17+0.00112781j 1.52878e-17+0.000627192j -3.85777e-17-0.00544166j -2.38295e-17-0.00533802j -1.9301e-17-0.00568581j 4.91155e-17+0.00557574j 1.27442e-17-0.00350708j -4.1453e-16-0.00163073j -5.11582e-18-0.00440748j 1.42443e-17-0.00101559j -1.36882e-17+0.000579541j 1.13202e-16+0.00786863j 7.17604e-17+0.00386127j -1.46203e-17-0.00353872j 3.04934e-16-0.00253149j 4.63247e-16-0.00845261j -1.11461e-16-0.00157494j -6.81374e-18-0.00185621j -5.12198e-17-0.00572801j -1.49007e-16+0.00183064j -6.63938e-15+0.00195379j 7.98269e-17-0.00711661j 5.06854e-17-0.000517871j 5.59838e-17-0.00855664j 3.81851e-17-0.00124225j -9.68894e-18+0.0075315j 7.10919e-17-0.00359188j -2.4952e-17+9.51696e-05j -3.49126e-17-0.00162173j -3.61475e-16-0.00261039j 1.53468e-16+0.00455039j 3.27925e-17+0.00156191j -2.86504e-16-0.00630694j -6.52988e-17-0.00627399j 5.43353e-17+0.00265279j 1.40992e-17-0.00406497j -1.10971e-16-0.00671792j 9.06787e-18+0.000141007j 6.29214e-18+0.000505445j -2.15566e-17-0.0076726j 3.53316e-17+0.00094771j 4.29783e-17+0.000468689j -5.50385e-17-0.00705481j -7.55722e-18-0.00356411j -6.93901e-17-0.00613773j 2.19674e-17+0.000450001j -1.32067e-15-0.00629377j -2.18873e-16+0.0040296j 
-4.02709e-17+0.00183914j 1.01204e-16+0.00357571j -1.70685e-17-0.000665303j -3.59649e-18+0.00379018j 8.91893e-18-0.00266532j 1.36741e-17-0.0042301j -1.02405e-17-0.000876923j -1.01957e-17-0.000115408j 1.4187e-17-0.00548781j -1.38386e-17+0.000254381j -1.46989e-17+0.000686595j 6.78068e-17-0.00373886j 1.41312e-17+0.00382657j -2.3227e-17+0.00092162j -1.23635e-16-0.00388136j 1.63569e-15+0.00447653j 6.06951e-18-0.00022873j 2.6395e-17-0.00295591j 5.84761e-17-0.00210233j -1.87849e-17-0.000177888j -4.69478e-17-0.000706742j 1.19921e-17+0.00309244j -5.89158e-16+0.00561986j -1.7107e-16+0.00225318j -1.99063e-17-0.00561684j 1.7645e-17+0.000749258j 1.75394e-17-0.00391676j -7.95416e-17+0.000970648j -3.42452e-15+0.00100656j 7.05465e-17-0.00277359j -6.98069e-18+0.00137874j 9.82743e-19+0.000377766j -1.43161e-16+0.00601793j -3.14091e-17-0.00298086j -1.539e-17+0.0029872j 3.354e-17-0.00252982j 2.10663e-17-0.00516747j 8.17073e-17+0.000873673j -5.54619e-17-0.000146689j 2.7761e-17+0.00272108j 6.31751e-17+0.00208979j 1.93856e-17-0.00139203j -3.20091e-17+0.00328737j -2.02041e-17+0.00458502j 1.30499e-17-0.00263639j -3.18288e-17+0.00362713j 6.65106e-18+0.000349642j 6.61555e-18+0.00206352j -1.28466e-17+0.00304574j -1.83998e-17+0.00472536j 1.55804e-17-0.00147008j 9.60007e-19+0.00142196j 1.63993e-17-0.000804263j -7.18017e-18+0.003927j -3.11134e-16-0.00209613j -8.61912e-17+0.00319698j 
6.86993e-17-0.00259556j -1.05569e-16-0.00452518j 3.23446e-17+0.000295317j 2.2119e-17-0.00461665j -1.51154e-17+0.00299666j -3.88122e-17+0.00522593j 2.74244e-17+0.000444518j 2.3362e-17-0.000250183j -2.95044e-17+0.00627877j 1.76503e-17-0.000346527j 6.01296e-18-0.000352741j -1.06531e-16+0.00477636j -1.85139e-17-0.00397804j 4.3335e-17-0.0015252j 1.17825e-16+0.00479228j -1.85397e-15-0.0050637j -2.09462e-17+0.000625424j -4.55192e-17+0.00351448j -7.25348e-17+0.0023933j 3.60225e-17-0.000435995j 5.79319e-17+0.000505176j -1.24712e-17-0.0033011j 6.71469e-16-0.00631746j 1.42969e-16-0.00192555j 7.23828e-18+0.00664925j -2.29244e-17-0.000718255j -4.77712e-17+0.00501472j 1.13596e-16-0.00127632j 4.5273e-15-0.00132806j -1.2016e-16+0.00380099j 7.32538e-18-0.00155831j -3.05604e-17+0.000260133j 1.80864e-16-0.00688485j 4.96251e-17+0.00284554j 1.17779e-17-0.00317459j -4.56834e-17+0.00292912j -4.5109e-17+0.0061314j -7.01988e-17-0.000801107j 6.52636e-17-0.000201266j -2.03613e-17-0.00328647j -6.17637e-17-0.00191107j -4.13798e-17+0.00212832j 5.26397e-17-0.00403296j 2.63035e-17-0.00499088j -3.61187e-17+0.00360916j 4.96534e-17-0.00422229j -5.43295e-18-0.000447175j -2.20135e-17-0.00176906j 2.58571e-17-0.00361322j 3.62379e-17-0.00552399j -4.04713e-17+0.00228269j -6.31094e-18-0.00135974j -3.50531e-17+0.00143485j 2.20073e-17-0.00459565j 4.42244e-16+0.00294734j 1.41741e-16-0.00404044j 
5.75842e-17-0.00626637j -1.21641e-16-0.0053646j 1.36036e-17-0.00615348j 2.1507e-17-0.00333214j -5.37675e-18-0.000925518j -3.62621e-17+0.00467958j 2.39065e-17-0.00738776j 1.44316e-17-0.00501071j -1.26625e-17-0.000482875j -5.32375e-18-0.000703469j -2.90484e-18+0.0057228j -7.9963e-17+0.00619425j 6.81104e-18+0.00557055j 1.66758e-17-0.00607759j -7.73253e-17+0.00425707j 2.63531e-16+0.00115316j -4.17609e-17+0.00473843j -6.31582e-17+0.00147376j -1.17702e-17-0.00034254j -4.23906e-17-0.00838236j -4.03611e-17-0.00403187j 1.48735e-17+0.00337347j -2.08011e-16+0.001965j -5.3009e-16+0.0087332j 4.07114e-17+0.00242135j -4.75903e-18+0.00188435j -5.00323e-17+0.00663426j 1.99112e-16-0.00208329j 7.57421e-15-0.00221957j -1.97489e-16+0.00796726j -4.23314e-17+0.000371848j -1.40509e-16+0.00909103j 3.57085e-17+0.000535392j 5.45963e-17-0.00765348j -7.48397e-17+0.00344411j -6.23974e-18+0.000231132j -4.16897e-17+0.00241221j 3.59643e-16+0.00267365j -1.13169e-16-0.00484171j 8.47969e-18-0.00202648j 2.59432e-16+0.00646255j -1.12881e-17+0.00688539j 1.07491e-17-0.00326632j 5.65503e-19+0.00373929j 1.94518e-17+0.00752331j 3.80927e-17-0.000627781j 1.4897e-18-0.000585943j -3.00283e-17+0.00792489j 8.78671e-18-0.00141307j 1.61299e-17-0.0011223j -3.04098e-17+0.00772977j -1.09045e-17+0.00362035j 1.66553e-18+0.00666251j 2.76267e-17-0.000997317j 1.36488e-15+0.00699914j 3.22356e-16-0.00472523j 
