-4.2293e-15-0.00800953j -2.79324e-16-0.0169359j 5.74547e-20+0.00186465j 1.02784e-18-0.00813576j -2.26018e-18+0.0086174j -1.03967e-17-0.012524j -3.18467e-18+0.00157311j 6.23862e-18+0.00953739j 6.04853e-18+0.00986214j -1.01026e-17-0.00310401j 4.27072e-17+0.00792116j -5.91635e-19-0.00533943j 2.14784e-18-0.00665589j -5.89346e-18+0.00532477j 3.13277e-18-0.00356968j -4.30395e-17+0.00836918j 1.11614e-16-0.0131998j 5.87892e-17-0.00170285j 1.09081e-17+0.0024455j 3.4424e-17+0.00848731j 5.09873e-18-0.0011898j -4.19117e-17-0.00930195j 1.18818e-17+0.00719986j -4.39698e-17-0.0106883j -4.333e-17+0.00777526j -2.24231e-17+0.00272503j -7.91689e-19-0.00538863j -4.1178e-17-0.000318852j -1.49522e-17+0.005184j -5.61104e-17-0.0026054j -8.95611e-17+0.00590649j -2.20529e-16+0.0089004j 2.26804e-17-0.00587097j -1.57093e-16-0.00398964j -1.17886e-16+0.017209j -4.50834e-16-0.00545635j 5.44165e-17+0.00878476j -2.00841e-15+0.00620924j -4.21216e-14-0.00964316j -3.71895e-14-0.00639923j 3.55855e-17-0.00564161j 1.24469e-15-0.00919139j 8.13905e-18-0.00941525j -1.80562e-17-0.00362998j 9.72654e-17-0.00141724j -5.2108e-16+0.0072304j 2.89766e-17+0.0062315j -5.89964e-17-0.00477449j -2.61029e-17-0.00892221j -1.31339e-16+0.0039838j -8.32313e-17+0.000462545j -5.96732e-17+0.00476638j -3.1261e-17-0.00477992j -3.33769e-17+0.0166227j 1.31167e-17+0.00655051j 1.94389e-17+0.00596556j -1.49447e-16+0.0109233j 9.99831e-18-0.000860762j -2.05763e-17+0.00334885j -4.84848e-18-0.00496474j -1.3108e-17+0.00432255j 4.99778e-17+0.00937465j 4.17239e-19-0.00323676j 3.49105e-18+0.00782259j -5.96756e-19-0.0056062j 1.21871e-17-0.00326914j -1.58478e-17+0.0103747j -3.12548e-18-0.00131511j 4.57391e-18+0.00164767j 4.9543e-18+0.011618j 4.28406e-17+0.0118293j -4.32628e-18-0.00745003j -3.15646e-18+0.00274806j -1.58649e-17-0.00280973j 5.96642e-17+0.00994152j -4.29181e-16-0.0131012j 6.46032e-15+0.0126362j 
-1.19726e-15-0.00198129j -4.20157e-16-0.00674431j 2.05295e-16+0.00281223j -2.10371e-16-0.00403831j 2.2865e-16+0.00420889j -2.86969e-16-0.00562851j -1.22141e-16-0.00118724j 1.4455e-16+0.0026614j 2.89773e-16+0.0049588j -8.97132e-17-0.00110895j 1.17938e-16+0.00208455j -1.22864e-16-0.00240891j -1.39378e-16-0.00198747j 6.82115e-17+0.000966774j -7.92076e-17-0.00091838j 1.1305e-16+0.00303893j -2.82767e-16-0.00640123j -7.64566e-17-0.00218417j 1.40455e-16+0.0015163j 2.74185e-16+0.00430122j -2.12187e-16-0.00289329j -2.35122e-16-0.00348973j 1.25468e-16+0.00280342j -1.06112e-16-0.00304593j 1.40717e-16+0.00407839j 1.38038e-16+0.00237672j -1.61988e-16-0.00273855j 2.29381e-17+0.000294441j 3.01298e-16+0.00474963j -1.81917e-16-0.0022594j 4.20423e-17+0.00217317j 7.42615e-17+0.00383235j -1.56348e-16-0.00310254j -1.36624e-16-0.00224861j 3.62073e-16+0.00704967j -6.77265e-16-0.00462531j 2.1198e-16+0.00408157j -9.88822e-16+0.00256225j -1.39532e-14-0.00300047j -1.20518e-14-0.00216969j -5.24017e-17-0.00175299j 5.25501e-16-0.00611858j -9.29786e-17-0.00130025j -1.84483e-17-0.00191445j 8.11164e-17+8.89076e-05j -9.27884e-17+0.0026037j 1.27489e-16+0.00246941j -2.00092e-16-0.00313184j -3.69301e-16-0.00571851j 2.56985e-17+0.00229297j 4.12743e-17+0.00165343j 1.45612e-16+0.00306965j -4.33798e-17-0.00181199j 3.5289e-16+0.00742402j 1.01802e-16+0.00247907j 7.11072e-17+0.0010747j 2.76914e-16+0.00597879j 9.35581e-17+0.00136803j 1.12547e-16+0.00270043j -1.87029e-16-0.00267122j -5.17556e-17-0.000122351j 1.92824e-16+0.00386712j -6.0543e-17-0.000613764j 1.81387e-16+0.00277659j -9.5561e-17-0.00128765j -2.05604e-17-0.000830212j 2.13316e-16+0.00390018j -2.0913e-18+0.000207611j -8.17653e-17-0.00106674j 2.40468e-16+0.00421824j 3.63926e-16+0.00633789j -5.55999e-17-0.00190572j -3.6933e-17-9.58193e-05j 2.06889e-17-0.000120798j 3.67788e-16+0.00586374j -3.5292e-16-0.00393377j 2.98466e-15+0.0053875j 
-3.21001e-15-0.00648821j -2.66413e-16-0.00273289j -1.75541e-16-0.00849301j 1.53813e-17+0.00235087j -2.4113e-17-0.00203043j -1.0934e-17+0.00109539j 1.51919e-16+0.00777138j 1.0013e-16+0.00696403j -4.65386e-17-0.0027079j -5.32644e-18-0.00158382j 1.33061e-16+0.00632203j 2.01746e-18+0.000503931j -3.61934e-17-0.00480909j 6.35424e-17+0.00658143j -1.42758e-17-0.00346558j 2.65354e-17+0.00215441j -5.27614e-17+0.00286455j 2.90845e-17+0.00675489j -6.45117e-17-0.00121904j -4.30364e-17-0.00229649j 2.91594e-16+0.0105467j -2.22072e-17-0.0031367j 4.98541e-17+0.00108521j -1.71482e-16-0.00633567j 2.25207e-17-0.00410162j -7.91701e-17-0.00517992j -6.249e-17+0.00113334j -6.29662e-17-0.00153638j -2.63082e-16-0.0110384j 1.23635e-16+0.00477841j 1.07491e-16+0.00148048j 3.51634e-17-0.000386843j 5.35404e-17+0.00265396j 4.00655e-17+0.0033813j 3.22869e-17+0.00281058j 9.36258e-16+0.00957631j -2.26475e-19-0.00169135j 1.58616e-15+0.000112615j -2.18105e-14-0.00587923j -2.05398e-14-0.00283284j 1.81921e-17-0.00245591j -1.36065e-15+0.00928342j -2.15826e-17-0.0129806j -1.70694e-16+0.00260652j -8.59447e-17-0.00276397j -6.92688e-17+0.00177469j 2.59202e-17+0.000819922j 3.64327e-17+0.00462588j 1.29869e-16+0.00764171j 1.32419e-16-0.00271226j -6.04253e-17-0.00684932j -1.68221e-17-0.00425403j -4.17163e-17-6.14906e-05j 7.30258e-18-0.00139741j 7.73869e-17+0.00127054j 1.1492e-16+0.00728319j -1.48163e-17-0.0049923j -1.14026e-16-0.00784786j -4.02634e-17-0.00608622j 5.94837e-17+0.00169905j 1.35875e-16+0.00861211j 4.71124e-17+0.00046017j -3.24063e-17-0.00416583j 2.3642e-17+0.00346932j -6.22155e-17-0.00583963j -4.26436e-17-0.0024311j 3.70299e-17+0.00308966j -6.03363e-17-0.0039043j 1.26277e-16+0.00786604j 5.18899e-17+0.00414996j -7.79904e-17-0.00544059j -1.17166e-16-0.00544368j 1.01455e-16+0.0055244j -8.6745e-17-0.00455383j -1.3137e-16-0.00677546j -1.71944e-16-0.00766022j 4.93181e-16+0.000477674j 
-1.63896e-15-0.00311523j 4.33737e-17+0.00112286j -5.53226e-16-0.00666812j 2.20739e-16+0.00229736j -2.45958e-16-0.00269362j 2.05839e-16+0.00174868j 4.71127e-16+0.00616424j 1.18455e-16+0.00127783j -3.53224e-16-0.00415068j 7.68606e-17+0.00133825j 1.4292e-16+0.00144936j 9.31561e-17+0.000781933j 2.5206e-17+0.000939407j 1.22103e-16+0.000975611j 1.46845e-17+0.000771031j 4.34579e-17+0.00163205j 3.01529e-16+0.00412549j 2.59237e-16+0.00309226j -2.72559e-16-0.00383161j -3.43579e-16-0.00417942j 6.24038e-16+0.00643301j 1.34515e-16+0.00198573j 6.04659e-18+0.000706716j -3.08849e-16-0.00462289j -1.23109e-16-0.000274546j -3.25267e-16-0.00389156j 1.8388e-16+0.00368825j -3.18317e-17-0.00217559j -6.87187e-16-0.00751811j 3.65625e-16+0.00401583j 4.526e-17+0.000832877j -5.27876e-17+0.000194131j 2.17424e-16+0.00180954j 3.28184e-17-0.00110292j -2.5837e-16-0.0042201j 1.29279e-15+0.00801339j -1.18944e-16-0.000643414j -7.3024e-16+0.00074353j -4.68514e-16+0.000120216j -1.33607e-16-0.000231837j -7.29438e-17-0.00274738j -5.41407e-16+0.00747427j -3.53683e-16-0.00413694j -3.52121e-17-0.00166954j -1.78747e-16-0.00265176j -5.76052e-17+0.00198457j -3.99536e-17+0.000295778j 2.91348e-16+0.0037327j 6.52563e-16+0.0077766j -9.07953e-17-0.00149966j -2.41002e-16-0.00275014j -2.47705e-16-0.00389251j -1.30604e-16-0.00307858j -2.57547e-16-0.00177462j 5.24022e-17+0.000927445j 1.72538e-16+0.00147588j -4.34264e-16-0.006344j -3.64719e-16-0.00410889j -2.38983e-16-0.0022283j 2.96024e-16+0.00379399j 3.98669e-16+0.00531469j -3.19068e-17+0.000322696j -2.26145e-17+0.000270014j -9.20074e-17-0.00162104j -5.57255e-17-1.41078e-05j -1.0602e-16-0.00155852j -8.53918e-17-0.00118014j -8.84033e-17-0.000571873j 3.76807e-16+0.00454764j -7.37304e-17-0.00100627j -4.52479e-16-0.00469739j -2.43749e-16-0.00361585j 2.74392e-16+0.00351322j -2.4072e-16-0.00336691j -5.44439e-16-0.00587237j -1.51721e-16-0.00292748j -9.6003e-16-0.00181726j 
3.42635e-15+0.0067004j 3.17226e-16+0.00574343j 1.83137e-16+0.00671825j -1.09121e-18+0.00127338j 7.86086e-18-0.000752496j 3.98652e-17+0.00392275j -1.68176e-16-0.00791426j -1.26021e-16-0.00430632j 3.19204e-17+0.00073302j 3.61977e-18-0.00119752j -1.40823e-16-0.00400617j 1.19752e-17+0.00162701j 5.2651e-17+4.35455e-05j -8.9753e-17-0.00181949j 3.12869e-17-0.000744516j -4.10172e-17-0.00609625j 1.76334e-17+0.00106121j -7.58128e-17-0.00163227j 7.60131e-17+0.00453792j 3.33954e-17+0.00163226j -2.51931e-16-0.00590683j 5.37081e-17+0.000311704j -6.14532e-17-0.00439791j 2.22499e-16+0.0105718j -1.31323e-18-0.00504072j 9.69655e-17+0.003006j 5.81716e-17-0.00284264j -1.25537e-16+0.00312635j 2.11364e-16+0.00546081j -1.06248e-16-0.00341982j -1.26466e-17-0.00379823j 5.41549e-17-0.00497966j -6.36782e-17+0.00103157j 9.36868e-17+0.00509068j -7.72973e-17-0.000811056j -6.92371e-16-0.00667792j -7.04085e-17-0.0040475j 2.74419e-15-0.00432022j 1.40418e-14+0.00249165j 1.14366e-14+0.00256207j -2.5047e-17+0.00641392j 5.95666e-16-0.00401421j 2.24217e-16+0.00663882j -5.27525e-18+0.00553946j 4.20431e-19+0.00399804j 3.69841e-16-0.0062346j -2.0047e-17-0.00333701j 7.04533e-19-0.00191506j -1.54189e-16-0.00525959j 3.83972e-17-0.000599857j 9.23614e-17+0.00166954j -9.06685e-18+0.00231898j 8.12333e-17+0.00741489j -1.73901e-17-0.00607468j -9.64102e-17-0.00435797j -1.29855e-16-0.00269558j 4.07395e-17+0.00290674j 1.37321e-16+0.00417813j 6.15442e-17-0.00035859j -6.72715e-17-0.00301749j -1.48103e-16-0.00761134j -9.79931e-17-0.00511159j 3.30185e-17-0.000360951j -4.40466e-17-2.94278e-05j 7.15153e-17+0.000675786j 5.89372e-17+0.00328356j -6.2137e-17-0.00218535j 4.05724e-17+0.00013219j -1.42835e-16-0.005285j -7.87891e-17-0.00270133j 4.1749e-17-0.000401995j 1.43658e-16+0.00762358j -1.14828e-16-0.0050392j 1.03109e-16+0.00519686j 9.16802e-17+0.00196768j 3.04711e-16+0.00853944j -1.8858e-15-0.00327726j 
-2.27063e-15-0.00455876j -1.61806e-16-0.00521454j -3.69768e-18-0.00430123j -1.56723e-17-0.00393579j 1.35652e-17+0.00227085j -1.60433e-17-0.0071354j -9.69712e-18+0.00706087j -2.00701e-18-0.00165872j 1.02354e-17-0.000409368j 1.19154e-17+0.00537203j -6.08482e-18-0.00112366j -6.20933e-18-0.00298969j -2.22519e-19+0.00759527j 8.75754e-18-0.00565992j -1.21771e-17+0.00689483j -4.46351e-17+0.00870067j 5.93272e-18-0.00296309j 2.04881e-17-0.00467672j -2.50076e-17-0.00896475j 3.95797e-18-0.00259452j -1.12782e-17-0.000266142j -2.20928e-17+0.00547298j -8.06838e-18+0.00661019j -4.33681e-17-0.0126382j -3.96452e-17+0.014533j -1.58932e-17-0.000592007j -8.34271e-17+0.00602923j 4.20232e-16-0.0048231j 5.9414e-17+0.000956597j -2.83626e-18+0.0019874j -1.61137e-16+0.00508471j -1.82063e-16+0.00938191j 5.73642e-17-0.00431399j -1.95168e-16-0.0145908j 8.12574e-17-0.00577757j 2.4541e-16+0.00365124j 9.97862e-17+0.00903274j -7.65727e-15+0.00791326j 6.91011e-15+0.00427792j 9.82706e-15-0.000524949j 1.36263e-16-0.00963936j 1.02479e-17-0.000963082j -2.20099e-16+0.0042158j 2.73705e-16-0.0146665j 1.6774e-16-0.00491199j -7.09069e-16+0.00975277j -5.52042e-17+0.00484336j -1.02287e-16-0.000622242j 4.43958e-17+0.00381228j -2.05945e-16+0.00387486j -7.22549e-18+0.00500112j 1.23074e-16-0.000739068j -2.33625e-17-0.0151024j -4.72102e-17+0.0113044j 3.26053e-17+0.00643446j 5.68927e-18-0.00478259j 3.5852e-17-0.00250012j -1.58121e-17+0.00107652j -1.73303e-17+0.00781285j 2.72452e-17+0.00559103j -4.24683e-17+0.00468645j 6.21003e-17+0.00847756j 1.99001e-17+0.00687301j 9.918e-18-0.00617853j 9.76782e-18+0.00728566j -5.31456e-18-0.00334365j 1.20397e-17-0.00154559j 3.89105e-17+0.00501324j -5.45591e-18+0.0011495j 4.0783e-18-0.00205678j 3.60915e-17+0.00513054j 8.21749e-19-0.00805237j -4.97881e-18+0.0033561j 6.71382e-18-0.00493127j 3.73019e-17+0.00207158j -1.37848e-16-0.00592428j 1.95641e-15+0.00367737j 
-7.79098e-16-0.00166077j -8.05095e-17+0.00256375j -1.32743e-16-0.00479212j 2.10608e-17+0.00402744j -2.67097e-17-0.00345996j 4.69356e-18+0.00482025j 1.19382e-16+0.00297913j 7.04161e-17+0.00335215j -4.54732e-17-0.0034164j -2.70711e-18-0.00192052j 8.70071e-17+0.00307182j 5.65411e-18+0.00206553j -2.40482e-17-0.00401092j 4.53821e-17+0.00490213j -6.63356e-18-0.00348314j 4.00562e-17-0.0023586j -4.45341e-17+0.00500134j 1.33749e-17+0.00599496j -4.63331e-17+0.0011392j -4.61316e-17-0.00232387j 2.12934e-16+0.00723767j 2.07751e-18-0.00187911j 3.38547e-17-0.00230411j -1.04807e-16+0.00105204j 2.90731e-17-0.00792568j -5.48788e-17-0.00374065j -1.04079e-17+0.000100592j -1.50614e-16+0.000320166j -2.08099e-16-0.00844904j 1.03019e-16+0.0030851j 1.30953e-16-0.00141131j 1.09164e-16-0.0043091j 2.19607e-17+0.00392832j 1.06113e-16+0.00679849j 1.1396e-17+0.000350822j 6.53748e-16+0.00631204j -3.96315e-17-0.00505678j 3.42916e-15-0.00311622j -8.7947e-15-0.00331162j -9.59796e-15-0.000601688j -3.6237e-17+0.00192753j -1.09874e-15+0.00799942j 2.88054e-17-0.00801997j -1.832e-16+0.00624402j -1.24742e-16-0.000272484j 2.37753e-16-0.00268702j 2.67331e-17-0.00184044j 7.20246e-17+0.00405805j 9.91387e-17+0.00560413j 1.60066e-16-0.0035178j -3.24604e-17-0.00592453j -4.37798e-17-0.00345075j -2.11455e-17+0.00480215j 1.65682e-17-0.00684622j 4.16524e-17-0.00202084j 7.68878e-17+0.00501974j -9.5976e-18-0.00455665j -8.49791e-17-0.00531048j -2.65133e-17-0.00667466j 4.19129e-17+0.000515124j 1.17639e-16+0.00367798j 5.33817e-18-0.0035944j -2.80194e-17-0.00399799j 9.97377e-18+0.00254619j -4.59506e-17-0.00479378j -3.27649e-17-0.000141846j 2.19297e-17+0.00061873j -5.26275e-17-0.00367161j 9.6874e-17+0.00459416j 3.09152e-17+0.00123442j -8.24086e-17-0.00703321j -8.56906e-17-0.000145008j 7.82752e-17+0.002271j -6.48502e-17-0.00120265j -1.23653e-16-0.0067708j -9.2647e-18-0.00117469j -1.33677e-15-0.00288638j 
-1.50278e-15-0.00263731j -1.06715e-16-0.00819887j -4.00035e-17+0.0027267j 1.04217e-17-0.00541259j -1.07652e-17+0.00519366j -4.2139e-18-0.00774213j 4.14938e-17-0.000300865j 2.44911e-17+0.00192374j -1.56306e-17+0.005447j 2.30691e-18+0.000150932j 2.7019e-17+0.00147696j -1.49383e-18-0.00330183j -6.09037e-18-3.10691e-05j 2.10584e-17-0.000769017j -6.84389e-18+0.000850472j 7.40399e-19+0.00505604j 1.01092e-16-0.00777014j 7.55766e-17-0.00394277j -1.89623e-17-0.00030126j -5.84102e-18+0.00421427j 7.99969e-18-0.00401069j -2.37263e-17-0.00225727j 1.13842e-17+0.00441636j -6.30354e-17-0.00561864j -3.99236e-17+0.00799137j -4.22665e-17+0.00283227j 3.54155e-17-0.00166735j 5.9018e-17-0.000651122j -1.80114e-17+0.0061987j -1.29441e-17-0.00235874j -8.61818e-17+0.00336337j -1.37188e-16+0.00626526j 2.33503e-17-0.00451795j -1.33649e-16-0.00598271j -5.35193e-17+0.00603565j -3.56339e-16-0.00490651j 4.87859e-17+0.00655835j -3.02008e-15+0.00452998j -1.14965e-14-0.00178254j -8.96044e-15-0.00222057j -7.67428e-18-0.0038638j 1.1224e-15-0.00752892j -1.394e-16+0.000597332j 8.85954e-17-0.00557907j 6.86065e-17-0.000793474j -3.31017e-16+0.00485713j 1.05972e-17+0.00367972j -1.3943e-17-0.00387288j 4.71398e-17-0.00588851j -1.65413e-16+0.0035544j -7.32295e-17+0.00345399j -4.45041e-17+0.00346861j -4.63858e-17-0.00535387j -2.26634e-17+0.010636j 1.3322e-17+0.00401364j 2.46136e-17-0.000511072j -1.22957e-16+0.00625223j -3.35397e-17+0.0023405j -3.91589e-17+0.00515225j 2.08985e-17-0.00173946j 3.41127e-17+0.000238048j 4.22873e-17+0.00603029j -2.76078e-18+0.00122861j 5.00942e-18+0.00130568j -8.65371e-18+0.000732671j -1.19205e-17-0.00145217j -4.13707e-19+0.00358939j 3.99066e-18+0.00166889j 3.80429e-17-0.00151538j 1.06693e-17+0.00373028j 5.26252e-18+0.00839849j -3.35566e-17-0.00342962j 2.53887e-17+0.000213187j -3.39128e-17-0.000879521j 1.05406e-17+0.00730504j -2.55696e-16-0.00494781j 3.30207e-15+0.00657573j 
-2.36706e-15-0.00472445j -2.59743e-16-0.00404144j -5.32274e-18-0.00408358j -4.99844e-17+0.000549456j 5.02448e-17+3.04253e-05j -7.59892e-17-0.000509936j 1.31163e-17+0.00382624j 6.85814e-17+0.00639655j 6.12661e-17+0.000324831j -3.02476e-17-0.00250756j 8.99325e-17+0.00559744j -2.81694e-17-0.000203959j -4.61283e-17-0.0055564j 3.00641e-17+0.00604503j -1.99476e-17-0.00401464j 2.45716e-17+0.00142012j -1.14957e-16-0.000286772j -3.13895e-17+0.0046186j 2.17855e-17+0.0012925j 6.40536e-17+0.000691633j 8.02035e-17+0.0062677j -6.80493e-17-0.00467539j 5.1417e-17+0.000904468j -8.04707e-17-0.00373978j 5.5026e-17-0.00353978j 1.60004e-17-0.00253764j -8.80969e-17-0.00140254j -9.3269e-17-0.000159812j -4.45327e-17-0.00591552j -6.96087e-19+0.00207165j 8.6434e-17+0.00116204j 4.35261e-17-0.000150447j -2.18203e-17+0.00123946j 1.69536e-17+0.00384235j 8.88437e-17+0.0060603j 3.09896e-16+0.00416415j 3.78941e-17-0.000909899j 1.93311e-15-0.000109756j -2.27294e-14-0.00621056j -2.1497e-14-0.00288056j 8.90835e-18-0.000912513j -7.33451e-16+0.004067j 6.75851e-17-0.0104997j -1.57364e-16+0.00345125j -3.24463e-17-0.00110795j -1.80151e-17+0.000783679j 4.9785e-17+0.000863026j -4.2066e-17+0.00201375j -7.21044e-17+0.00228141j 1.29926e-16-0.00156395j -3.15766e-18-0.00497317j 2.8302e-17-0.00155026j -1.15828e-17+0.00167255j 9.30778e-17+0.000391314j 5.60165e-17+0.00092276j 6.21691e-17+0.00644529j 7.99415e-17-0.00050219j -4.02392e-18-0.00515531j 2.65432e-17-0.00443814j -3.44837e-17-0.000897911j 2.50563e-17+0.0052874j 5.89737e-17+0.00061737j -2.86545e-17-0.00437471j 5.30933e-17+0.00471551j -4.72557e-17-0.0059295j -1.22536e-17-0.00153668j 6.29897e-17+0.00416891j -3.36629e-17-0.003518j 1.61675e-17+0.00493031j 7.78042e-17+0.00514752j 6.47972e-17-0.00193275j -4.81442e-17-0.0033674j 2.07014e-17+0.00332585j -1.9873e-17-0.00246915j 4.41615e-17-0.00258102j -1.63742e-16-0.00618912j 1.27883e-15+0.00209748j 
3.08789e-16+0.000435746j -1.0348e-16+0.00349104j 1.11243e-16-0.00263961j -9.25138e-17+0.00210166j 9.90865e-17-0.00242842j -1.0795e-16+0.00263603j -8.54955e-17+0.00196194j 3.09056e-17-0.00170561j 1.24762e-16-0.00329351j -3.08851e-17+0.00139266j 1.54175e-17-0.00128516j -4.6528e-17+0.00113805j -4.645e-17+0.00215675j 9.96442e-18-0.00118778j -2.76877e-17+0.00142216j 2.83816e-17-0.000674383j -1.92899e-16+0.00375369j -8.84671e-17+0.000956436j 6.03858e-17-0.00223035j 1.07297e-16-0.00316201j -9.35561e-17+0.00212857j -7.26079e-17+0.00287296j 3.32566e-17-0.000843948j 3.60745e-18+1.05453e-05j 7.46506e-17-0.000729015j 8.38431e-17-0.00175234j -1.16758e-16+0.00260288j 9.99575e-17-0.00089546j 1.51094e-16-0.00322984j -5.68272e-17+0.00185655j 3.78584e-17-0.000639935j 9.28922e-17-0.00116395j -6.07349e-17+0.00146398j 4.11168e-18-0.000464912j 2.11623e-16-0.00518903j 1.3712e-16+0.00373711j 6.8196e-17-0.00141047j -2.75002e-16-0.000541959j 8.98603e-15+0.00231357j 8.27535e-15+0.00122087j 2.99675e-17-0.000281443j -7.85538e-16+0.00404562j 1.0243e-17+0.00100495j 1.17391e-17-0.000711682j 2.43358e-17-0.000814712j 3.55664e-17-0.000265086j 1.8681e-17-0.000881771j -9.42196e-17+0.00204919j -1.63109e-16+0.00439493j 8.53486e-17-0.00101102j 7.92958e-17-0.000577317j 1.352e-16-0.00218471j 1.72198e-17-0.00091873j 1.36355e-16-0.00321611j 3.57883e-17-0.000656019j 5.19397e-18-0.0011146j 2.25534e-16-0.0042991j 5.89356e-17-0.000964294j 7.06604e-17-0.000834493j -7.88302e-17+0.00251744j -6.31996e-17+0.000985168j 5.3701e-17-0.00128389j -1.32481e-17+0.00120385j 6.61022e-17-0.0025058j -2.42156e-17+0.00163747j 6.45645e-19-4.96138e-06j 8.3965e-17-0.00259734j 9.6201e-18+0.000434644j -6.61745e-17+0.00107823j 8.0964e-17-0.00283703j 1.42015e-16-0.00349574j 9.59569e-18-5.8852e-05j -3.79819e-17+0.000690923j 4.03632e-17-0.000739088j 1.39343e-16-0.00365441j 6.05669e-17+0.00145442j -1.32884e-15-0.00290812j 
4.8727e-15+0.00971967j 2.5286e-16+0.0133897j 1.43315e-17+0.00475678j -2.55524e-17+0.00512917j 3.25513e-17-0.00495452j -4.20781e-17+0.0095634j 1.89259e-17-0.00746991j 4.38554e-17-0.00854494j 3.35575e-17-0.00435405j -1.06638e-17+0.000634027j -4.05177e-18-0.00746162j -2.33726e-17+0.00403914j -3.5946e-17+0.00353353j 3.52423e-17-0.00435355j -1.98883e-17+0.00128598j 1.02594e-16-0.00930692j -8.01413e-17+0.00751986j -1.65214e-17-0.000628428j 1.506e-17+0.00250499j 1.0099e-17-0.00292671j -5.95901e-17-0.00448234j -1.01342e-17+0.00506101j 2.57028e-17-0.00729461j -7.28622e-20+0.0142535j 5.93596e-17-0.00799437j 2.44896e-17+0.00119832j 6.33e-17+0.000384549j -1.26271e-16+0.00276136j 4.74555e-17+0.00209576j 7.06431e-18-0.00158922j 1.08798e-16-0.00615397j 2.36967e-16-0.00860278j -7.34352e-17+0.00377155j 1.25886e-16+0.00612592j 1.08149e-16-0.00948597j -2.25403e-16-0.00292135j -2.65952e-17-0.00774938j 3.30363e-15-0.00670436j 3.33249e-14+0.00708563j 2.86946e-14+0.00542236j -1.47911e-16+0.00818662j -2.26922e-17+0.00117j -5.46052e-17+0.0105347j -3.15385e-17+0.00632885j -1.1826e-16+0.00406341j 6.77293e-16-0.00883217j 3.47874e-17-0.00592585j 7.32841e-17+0.000751817j -2.96014e-17+4.98649e-05j 9.07704e-17-0.00245602j 3.64548e-17+0.00129223j -2.01707e-17-0.00042509j -6.34295e-18+0.00851354j 1.17686e-16-0.0134064j -5.58263e-18-0.00693576j 6.30421e-18-0.00541421j 8.06628e-17-0.00305865j -1.19184e-17+0.00404566j 1.80036e-17-0.00185701j -3.10779e-17+1.23964e-05j 5.87693e-17-0.00863988j -1.37638e-17-0.00897187j -2.5843e-17+0.00144732j 3.18163e-17-0.00408455j -3.01248e-17+0.00354175j -2.62513e-17+0.00441209j 5.37291e-17-0.00714211j -1.05475e-17+0.000867911j 1.35249e-17-0.00535407j 5.0187e-17-0.00822235j 1.492e-17-0.00622237j -3.56731e-17+0.0101678j 1.97678e-17-0.00565818j -1.18744e-17+0.00579636j 4.84149e-18-0.00328786j 2.57809e-16+0.0138454j -4.75382e-15-0.0091276j 
3.0452e-15+0.00656974j 1.35946e-16+0.00128568j 2.15996e-17+0.00968239j -2.31937e-17-0.00416677j 3.1922e-17+0.00346997j -5.03746e-17-0.00353079j 1.70024e-17-0.00803632j 4.16714e-17-0.0083032j 3.39246e-17+0.00384202j -3.23419e-18+0.00282936j -1.27429e-17-0.00750616j -2.82564e-17-0.00154018j -3.1988e-17+0.00701802j 4.31331e-17-0.00888846j -2.75854e-17+0.00541583j 7.80301e-17-0.000399167j 7.10888e-17-0.00491069j 7.79318e-17-0.00933177j 5.8759e-18-0.000145435j 2.13582e-17+0.00281688j -1.48888e-16-0.0130754j -4.28546e-17+0.00437993j 2.21251e-17+0.000425094j -3.92073e-17+0.00460588j -1.263e-17+0.00841144j -8.17553e-18+0.0064075j 1.00584e-16-0.000514425j 9.81945e-17+0.000903688j 1.29901e-16+0.0140597j -5.46895e-17-0.0056285j -9.03549e-17-0.000443508j -1.72765e-17+0.00288951j -4.26878e-17-0.00447695j -1.26003e-16-0.00730866j 5.0061e-17-0.00356023j -9.28059e-16-0.0113605j 6.99852e-17+0.00441451j -3.53057e-15+0.00181946j 2.54757e-14+0.00748797j 2.4843e-14+0.00298496j -1.17789e-16+0.000747483j 1.90321e-15-0.0121494j -2.8991e-16+0.016209j 2.19718e-16-0.00635059j 5.50569e-17+0.00232656j 2.84864e-17+0.000208097j 2.42657e-17+0.000339098j 6.96203e-18-0.00609421j -2.42973e-18-0.00916329j -2.31857e-16+0.00434623j -4.24086e-17+0.0094372j -3.43818e-17+0.0053652j -5.98709e-17-0.00323151j 7.096e-17+0.00498327j -2.82539e-18+0.000122998j 2.57146e-18-0.00953598j -6.48998e-17+0.00629376j -2.02511e-17+0.00979897j -2.39386e-17+0.00923712j -1.68601e-17-0.00127084j 4.20604e-17-0.00937599j 4.69505e-17+0.00169763j -1.24928e-17+0.00629151j 3.42137e-17-0.0050191j -1.77195e-17+0.00828528j -2.79886e-17+0.00211867j 4.4469e-17-0.00347251j 2.62691e-17+0.00571556j 1.7709e-17-0.00932886j 4.8778e-17-0.00480105j 6.24169e-17+0.00842348j -3.91354e-17+0.0046233j 1.61422e-17-0.00594601j -2.44229e-17+0.00443588j 7.78849e-17+0.00933687j -7.7071e-17+0.00742689j 2.50081e-16+0.000915312j 
