-4.2293e-15-0.00800953j -2.79324e-16-0.0169359j 5.74547e-20+0.00186465j 1.02784e-18-0.00813576j -2.26018e-18+0.0086174j -1.03967e-17-0.012524j -3.18467e-18+0.00157311j 6.23862e-18+0.00953739j 6.04853e-18+0.00986214j -1.01026e-17-0.00310401j 4.27072e-17+0.00792116j -5.91635e-19-0.00533943j 2.14784e-18-0.00665589j -5.89346e-18+0.00532477j 3.13277e-18-0.00356968j -4.30395e-17+0.00836918j 1.11614e-16-0.0131998j 5.87892e-17-0.00170285j 1.09081e-17+0.0024455j 3.4424e-17+0.00848731j 5.09873e-18-0.0011898j -4.19117e-17-0.00930195j 1.18818e-17+0.00719986j -4.39698e-17-0.0106883j -4.333e-17+0.00777526j -2.24231e-17+0.00272503j -7.91689e-19-0.00538863j -4.1178e-17-0.000318852j -1.49522e-17+0.005184j -5.61104e-17-0.0026054j -8.95611e-17+0.00590649j -2.20529e-16+0.0089004j 2.26804e-17-0.00587097j -1.57093e-16-0.00398964j -1.17886e-16+0.017209j -4.50834e-16-0.00545635j 5.44165e-17+0.00878476j -2.00841e-15+0.00620924j -4.21216e-14-0.00964316j -3.71895e-14-0.00639923j 3.55855e-17-0.00564161j 1.24469e-15-0.00919139j 8.13905e-18-0.00941525j -1.80562e-17-0.00362998j 9.72654e-17-0.00141724j -5.2108e-16+0.0072304j 2.89766e-17+0.0062315j -5.89964e-17-0.00477449j -2.61029e-17-0.00892221j -1.31339e-16+0.0039838j -8.32313e-17+0.000462545j -5.96732e-17+0.00476638j -3.1261e-17-0.00477992j -3.33769e-17+0.0166227j 1.31167e-17+0.00655051j 1.94389e-17+0.00596556j -1.49447e-16+0.0109233j 9.99831e-18-0.000860762j -2.05763e-17+0.00334885j -4.84848e-18-0.00496474j -1.3108e-17+0.00432255j 4.99778e-17+0.00937465j 4.17239e-19-0.00323676j 3.49105e-18+0.00782259j -5.96756e-19-0.0056062j 1.21871e-17-0.00326914j -1.58478e-17+0.0103747j -3.12548e-18-0.00131511j 4.57391e-18+0.00164767j 4.9543e-18+0.011618j 4.28406e-17+0.0118293j -4.32628e-18-0.00745003j -3.15646e-18+0.00274806j -1.58649e-17-0.00280973j 5.96642e-17+0.00994152j -4.29181e-16-0.0131012j 6.46032e-15+0.0126362j 
-2.99066e-15-0.00442052j -1.17416e-15-0.0059314j -3.74391e-16-0.0020924j -3.31697e-16-0.00173512j 3.51041e-16+0.00196294j -6.45525e-16-0.00345608j 5.30453e-16+0.00291849j 7.95329e-16+0.00496897j 3.53562e-16+0.00210265j -1.77791e-16-0.00136601j 7.1302e-16+0.00429454j -2.69899e-16-0.00146165j -4.80542e-16-0.00339705j 5.17767e-16+0.00356187j -2.68269e-16-0.00207033j 5.85226e-16+0.00323059j -5.3881e-16-0.00307787j 1.95129e-16+0.00152951j -3.26583e-17+0.000277313j 2.92618e-16+0.00180081j 4.92487e-16+0.0028859j -5.67041e-16-0.00368946j 4.84739e-16+0.00253555j -9.91554e-16-0.00524085j 3.34319e-16+0.00117995j -1.2898e-16-0.000785682j -1.81235e-16-0.00120574j -1.562e-16-0.000608598j -3.03495e-16-0.001841j 1.20398e-16+0.000709801j 4.09976e-16+0.00225865j 4.54961e-16+0.00261336j -1.90901e-16-0.000970302j -2.21391e-16-0.000273871j 8.97641e-16+0.00594273j 3.39554e-16+0.00134966j 4.62186e-16+0.00217484j 2.10115e-16+0.00195247j -1.98942e-14-0.00464457j -1.77593e-14-0.00278233j -4.59749e-16-0.00251855j -1.04338e-16+0.000107216j -1.00295e-15-0.00676059j -2.57642e-16-0.00040556j -2.3329e-16-0.00131409j 3.44363e-16+0.00278349j 4.05989e-16+0.00215034j -4.66014e-17-5.73943e-06j -3.86548e-17-0.00027654j 1.14276e-16+0.000386283j -2.74508e-16-0.00192535j 2.06802e-17+0.000106023j -4.0258e-16-0.00157226j 8.59489e-16+0.00462018j 4.68243e-16+0.00239754j 6.11805e-16+0.00397607j 2.50045e-16+0.00169863j -4.09234e-16-0.00266022j -4.70338e-17-0.000806643j -1.0225e-16-0.000909235j 6.7328e-16+0.00397598j 5.93569e-16+0.00300738j -2.88817e-16-0.00218661j 4.90656e-16+0.00334488j -4.85377e-16-0.00340376j -3.09341e-16-0.00175018j 6.41982e-16+0.00402822j -2.08938e-16-0.00154947j 4.77688e-16+0.00291931j 7.56051e-16+0.00472034j 3.84236e-16+0.00189597j -7.20348e-16-0.00396249j 4.40073e-16+0.00254609j -4.16343e-16-0.00227951j 1.92232e-16+0.000896883j -1.22241e-15-0.00630976j 2.7747e-15+0.00394363j 
-1.51644e-15-0.0032802j -1.98689e-16+0.00245103j -4.33045e-17-0.00702496j -3.8072e-17+0.00596131j 3.5905e-17-0.00473643j -6.01841e-17+0.00705492j 4.4118e-17+0.00417658j 7.9653e-17+0.00711237j 4.07632e-17-0.00412545j -3.2123e-17-0.00432416j 1.08938e-16+0.00634572j -2.00639e-17+0.00301797j -4.81486e-17-0.00857086j 3.29902e-17+0.00958248j -1.41515e-17-0.00716226j 4.34934e-17-0.00382407j -1.81961e-16+0.00669582j -6.94628e-17+0.0102259j 1.34531e-17+0.00342612j 3.9805e-17-0.00223796j 1.73311e-16+0.0117512j -4.33834e-17-0.0051692j 5.66028e-17-0.00362446j -7.81552e-17+0.00186843j 9.14895e-17-0.0138352j 1.5453e-17-0.00566949j -9.45206e-17-0.00142391j -2.61305e-16+0.00112521j -1.40669e-16-0.0132537j 5.47171e-17+0.00442329j 2.14365e-16-0.00214151j 1.91157e-16-0.00704196j -3.01527e-17+0.00617784j 1.71689e-16+0.0125409j 9.72033e-17+0.00384729j 7.61731e-16+0.00908724j -2.88e-17-0.00824013j 6.36618e-15-0.0052766j -2.14793e-14-0.00741175j -2.24746e-14-0.00184682j -2.14095e-17+0.00363753j -1.83645e-15+0.0119344j 2.00403e-16-0.0151041j -3.3055e-16+0.0116925j -1.52225e-16+4.22644e-06j 3.80336e-16-0.00466963j 6.05326e-17-0.0027669j 1.76816e-17+0.00605591j -5.45465e-17+0.00739985j 3.232e-16-0.00571866j 2.38442e-17-0.0103337j 9.80803e-18-0.00487734j 1.10985e-17+0.00921558j 1.09014e-16-0.0103458j 5.74709e-17-0.00322989j 7.72829e-17+0.00975122j 1.2946e-16-0.00556452j -2.00414e-17-0.0089918j 3.71353e-17-0.0115233j -2.78758e-17-0.000622842j 6.25245e-17+0.00604137j 2.15499e-17-0.00567815j -4.00987e-17-0.00795669j 4.71006e-17+0.00614464j -6.00248e-17-0.00966295j -1.7147e-17-0.000259907j 6.33171e-17+0.00272896j -6.44013e-17-0.00689275j 3.80119e-17+0.00763146j 7.63946e-17+0.00398915j 1.10097e-17-0.0105223j -6.28517e-17-0.000241624j 4.04824e-17+0.00367986j -2.93144e-17-0.00172315j -2.98595e-17-0.00995582j 4.45328e-18-0.00303801j -1.45791e-15-0.00339928j 
7.73559e-15+0.00356004j 2.63467e-15+0.00151631j 8.27131e-15+0.00483797j -1.47773e-15-0.000855184j 1.65919e-15+0.000956101j 8.83643e-17+7.3062e-05j -8.13081e-15-0.0047683j -4.791e-15-0.00284001j 2.96935e-15+0.00171782j -2.1303e-16-0.000109454j -4.50828e-15-0.00265858j -8.95778e-18+5.50989e-06j 1.69493e-15+0.00102442j -3.73265e-15-0.00221635j 9.42481e-16+0.000573956j -3.41488e-15-0.00202945j -2.42256e-15-0.00141913j -4.53803e-15-0.00268218j 3.40808e-15+0.00197767j 3.08458e-15+0.00178661j -8.84949e-15-0.00515723j 6.70046e-16+0.000424557j -2.10383e-15-0.00124366j 7.77364e-15+0.00456503j 2.69409e-16+0.000163481j 4.62906e-15+0.00271032j -2.71685e-15-0.00161043j 2.40779e-15+0.00143892j 9.31152e-15+0.00543319j -4.65685e-15-0.00271215j -2.14282e-15-0.00125978j -1.44409e-15-0.000867904j -1.52208e-15-0.000871648j 5.70966e-16+0.000325528j 1.46666e-16+4.74467e-05j -9.64975e-15-0.00539528j -3.03046e-16-0.000183583j -1.39639e-15-0.00099065j 1.1424e-14+0.00192669j 9.42285e-15+0.00124352j 4.02963e-15+0.00240543j -7.28576e-15-0.00471043j 9.12449e-15+0.00541469j 1.29099e-15+0.00072743j 3.42671e-15+0.00201457j -3.30548e-15-0.00203492j -1.48952e-15-0.000890891j -3.9641e-15-0.00233317j -7.87122e-15-0.00459062j 1.48834e-15+0.00089969j 4.47127e-15+0.00263923j 3.97655e-15+0.00234834j 3.50777e-15+0.0020557j -6.05104e-16-0.000390248j -2.27297e-15-0.00133084j -4.51233e-15-0.00266473j 5.41189e-15+0.00317339j 6.21306e-15+0.00365098j 3.32014e-15+0.00195687j -3.12473e-15-0.00180908j -8.05462e-15-0.00474192j -1.92196e-15-0.00113482j 1.55036e-15+0.000930712j -8.62289e-16-0.000535158j 2.69799e-15+0.00160866j 2.65055e-15+0.00156177j -1.54267e-15-0.000934112j 1.92429e-15+0.00113755j -6.73156e-15-0.00395564j -2.21922e-15-0.00133613j 3.99008e-15+0.0023178j 6.07438e-15+0.00357459j -5.26481e-15-0.00309332j 4.84139e-15+0.002845j 5.75625e-15+0.00334937j 7.05841e-15+0.00415789j -8.22581e-16-0.000337219j 
4.27765e-15+0.00966052j 3.02106e-16-0.00356229j -1.18182e-16+0.020069j 7.2776e-17-0.00867667j -6.62282e-17+0.00892821j 3.58499e-17-0.00782497j 1.56552e-16-0.0173474j 5.97288e-17-0.00742628j -9.14293e-17+0.0120725j 1.80471e-17-0.000695927j 3.11838e-18-0.00735613j 6.44713e-18-0.00343005j -1.02789e-17+0.00278713j 6.85723e-17-0.00795609j -1.20628e-17+0.00229888j 1.18761e-16-0.00205961j 3.40844e-16-0.0133583j 2.35746e-16-0.013222j -5.2751e-17+0.00726574j -8.26324e-17+0.0111185j -8.11799e-17-0.022195j 3.44655e-18-0.00158713j 1.86441e-17+0.000106837j -9.2779e-17+0.0104864j -8.67536e-17+0.00824231j -1.17665e-16+0.0125478j 3.25891e-16-0.00795652j -1.89219e-16+0.00464439j -3.48524e-17+0.0255454j -1.70418e-17-0.0121477j -1.06701e-16-0.000996185j -7.95294e-17+0.00322741j -1.97798e-17-0.00769018j -1.42422e-16-0.00429466j -2.09946e-16+0.00749383j -1.75141e-15-0.0243793j 4.04648e-18+0.00593808j -1.72692e-15+0.000984205j 1.45252e-14+0.00421206j 1.41556e-14+0.0018123j -2.89622e-16+0.0047795j 4.05799e-15-0.0245639j -3.82869e-16+0.0188703j 1.70932e-16-0.00245353j -1.68234e-17+0.00646753j 2.43371e-16-0.00239866j 6.22168e-17+0.000648381j 1.60739e-16-0.0123156j 1.68964e-16-0.0227396j -3.76562e-16+0.00674036j -1.85768e-16+0.012494j -2.87013e-16+0.0120363j -1.2285e-16+0.00239841j -9.95247e-18+0.00961785j -4.15031e-17-0.000630257j 2.41523e-17-0.00928415j -4.11079e-16+0.0181662j -1.103e-16+0.0150692j -1.20613e-16+0.01181j 5.35186e-17-0.00867953j 1.86114e-16-0.0164326j 9.74388e-18+0.00212912j -2.37686e-17+0.00395142j -1.35651e-17+0.000199336j -2.17105e-17+0.00568127j -5.06152e-17+0.00402794j -1.87655e-17+0.000981514j -1.92392e-19+0.00532731j 1.31229e-16-0.0153879j 4.08138e-18-0.000192644j -7.34831e-17+0.0169527j -1.01641e-16+0.00913629j 9.08837e-17-0.0106816j -1.09883e-16+0.00922211j -5.21972e-17+0.0195395j -2.6213e-16+0.00923241j 2.50131e-15+0.00591935j 
3.4188e-15+0.00759921j 3.94636e-16-0.0050392j -1.88119e-17+0.0190406j 1.13181e-16-0.00599371j -1.10077e-16+0.00794962j 1.29319e-16-0.00430627j 3.33613e-17-0.0182072j -7.29041e-17+0.000500676j -1.19838e-16+0.013239j 2.20287e-17-0.00690927j -7.74445e-17-0.000662483j 4.95998e-17-0.0019516j 6.54877e-17-0.00810006j -4.19015e-17+0.00204384j 4.46152e-17-0.00643158j 1.48139e-17-0.00597114j 3.61014e-16-0.0124376j 1.40473e-16-0.00568417j -7.03772e-19+0.0146417j -8.47791e-17+0.0140185j -1.18387e-16-0.0159475j 8.59618e-17-0.0103531j -4.57287e-17-0.00298664j 1.04628e-16+0.0146111j -9.22414e-17-0.00444472j -5.56497e-17+0.0106151j 3.27026e-16-0.0136582j -5.2421e-16+0.00767956j -3.90343e-17+0.0194165j -5.65235e-17-0.0115933j -2.58579e-17-0.00289747j -5.88146e-17-0.00264508j -2.92717e-17-0.00394732j 4.22143e-17+0.00894825j -4.10853e-16+0.0182809j -1.70866e-15-0.023049j -1.32711e-16-0.000452708j 5.04632e-15-0.00402799j -1.46185e-14-0.00528226j -1.54993e-14-0.00103369j -2.40383e-16+0.00997234j 3.39686e-15-0.0204755j 1.01828e-16+0.00522905j -1.13082e-16+0.0104776j -8.64432e-17+0.00856894j 5.27615e-16-0.00770043j 4.90641e-17-0.0013662j 1.82712e-16-0.0102076j 6.2817e-17-0.0235632j -1.438e-16+0.00286174j -1.19381e-16+0.0043205j -3.43949e-16+0.0112879j -1.68465e-17+0.0138101j -1.05025e-16+0.0034473j -1.2246e-16-0.00362676j -7.09269e-17+0.000561315j -4.23799e-16+0.0199761j 7.22653e-18+0.00925231j -6.79747e-17+0.00245751j 2.20367e-17-0.0135705j 5.87873e-17-0.0141201j -1.15279e-16-0.00236158j 8.13466e-18-0.00509782j -8.93107e-17+0.0093879j 4.79775e-17-0.00530403j 2.30006e-17+0.00455734j -1.26986e-16+0.00669987j -7.07432e-18-0.0015326j 2.42201e-17-0.0112271j -1.10504e-16+0.00689721j -1.17845e-16+0.0123351j 3.58577e-17+0.0107624j -1.52088e-18-0.00949705j -2.62361e-17+0.00992162j -6.71378e-17+0.0162127j -7.95191e-17+0.00634795j 2.65949e-15+0.00626408j 
1.02788e-14+0.0145507j 4.92736e-15+0.0236669j 7.6601e-16+0.00312464j 1.68887e-15+0.0091042j -1.80277e-15-0.00986658j 2.95775e-15+0.0156478j -1.517e-15-0.00718212j -3.11059e-15-0.0165943j -1.96165e-15-0.0109426j 8.35914e-16+0.00479848j -2.73194e-15-0.0141313j 1.24646e-15+0.00664603j 2.01836e-15+0.011321j -1.96564e-15-0.0107997j 1.13182e-15+0.00653218j -2.3386e-15-0.01242j 2.69823e-15+0.0152503j -4.17132e-16-0.00191662j -2.37888e-16-0.00205408j -1.68705e-15-0.00935936j -1.16624e-15-0.0051281j 2.52643e-15+0.013738j -1.98521e-15-0.0101682j 3.66005e-15+0.0181809j -1.55505e-15-0.00790913j 6.95329e-17-0.000205659j 1.06298e-15+0.00599265j 4.23648e-16+0.00155111j 2.68292e-16+0.00028369j -1.50998e-18+0.000256442j -1.60202e-15-0.00870271j -1.94465e-15-0.0115203j 1.07366e-15+0.00601673j 9.80177e-16+0.00350357j -4.14026e-15-0.0236782j 4.87621e-17+0.000827425j -2.09614e-15-0.0105349j 2.34294e-16-0.00832705j 7.05359e-14+0.015952j 6.22563e-14+0.0100293j 1.72978e-15+0.00913995j 3.25768e-16+0.00597353j 3.69395e-15+0.0201497j 9.27745e-16+0.00353391j 6.75197e-16+0.00374107j -1.34704e-15-0.0107543j -1.69945e-15-0.00869419j 6.35284e-16+0.00323143j 1.06124e-15+0.00649659j -5.88677e-16-0.00354016j 7.64257e-16+0.00355808j -5.13796e-16-0.00340791j 1.47007e-15+0.00671277j -3.89815e-15-0.0208693j -1.87224e-15-0.00944502j -2.28062e-15-0.0120974j -1.72104e-15-0.010788j 1.17961e-15+0.00602779j -1.47936e-16-0.000731248j 8.28114e-16+0.00510606j -2.19537e-15-0.0111614j -2.50435e-15-0.0126328j 1.15156e-15+0.00654786j -2.15741e-15-0.012023j 1.92042e-15+0.0106349j 1.12951e-15+0.00585415j -2.77856e-15-0.0152252j 7.24742e-16+0.00397982j -1.43249e-15-0.00712879j -3.22347e-15-0.0174744j -2.22556e-15-0.0119382j 2.62376e-15+0.0132953j -1.42538e-15-0.0071403j 1.36756e-15+0.00666176j -1.55564e-15-0.00856143j 4.76106e-15+0.0218803j -1.1768e-14-0.0166639j 
1.94161e-15+0.00407754j -1.73104e-16+0.00845527j -6.97257e-17-0.00167284j -1.19637e-16+0.00209863j 1.28314e-16-0.00359704j -2.0387e-16+0.00322922j 1.21607e-16+0.00142985j 2.17412e-16-0.00929398j 1.2686e-16-0.00598367j -3.87464e-17+0.00600556j 1.48251e-16-0.00770273j -9.01435e-17+0.0014008j -1.43808e-16+0.0106971j 1.57296e-16-0.00904874j -9.18452e-17+0.0078366j 1.85174e-16-0.000383681j -2.26949e-16+0.00591668j 2.8299e-17-0.00384015j -1.65518e-17-0.00714805j 8.05536e-17-0.00663067j 5.07485e-17-0.00234182j -1.55981e-16+0.0105732j 1.24749e-16-0.000689553j -2.59397e-16+0.000489861j 1.03899e-16+0.00558273j -1.28029e-17-0.000728967j -8.30803e-17+0.00717668j 2.75387e-16-0.00252694j 3.65709e-17+0.000311318j 4.00445e-17+0.00167855j 5.54241e-17-0.000952529j 1.80501e-16+0.000425149j -5.77743e-17+0.00027945j -9.60852e-17-0.00790357j 4.14447e-16-0.0158708j 2.69876e-16+0.00330042j 1.71859e-16+0.00063649j -4.02544e-15+0.00108764j 3.80465e-14+0.0107793j 3.64506e-14+0.00464666j -9.78277e-17-0.00193807j -4.33723e-16+0.00280476j -4.76687e-16+0.0125739j 1.72755e-16-0.00797271j -1.11571e-17-0.00152136j 6.9478e-17+0.0011603j 6.40479e-17-0.00113959j -4.41011e-17+0.00143179j 1.1532e-18+0.00622128j -5.23201e-17+0.00068705j -1.45419e-17+0.00489339j 1.31114e-16-0.00242389j -1.10183e-16-0.00675842j 2.65704e-16-0.00309822j 1.35043e-16-0.00043057j 1.48113e-16-0.00908957j 2.11136e-16-0.00741377j -1.15795e-16+0.003465j -1.47626e-18+0.00463147j -2.80158e-17+0.00645277j 1.58974e-16-0.00216786j 1.77295e-16-0.000716389j -6.95997e-17+0.00779953j 1.52395e-16-0.0101584j -1.28694e-16+0.0100931j -9.95125e-17+0.000630254j 2.12542e-16-0.00868628j -1.92319e-17+0.00524473j 1.09e-16-0.00252544j 2.23555e-16-0.0101341j 1.35961e-16-0.00287468j -1.91622e-16+0.0011254j 1.09949e-16-0.00114474j -9.18027e-17-0.000119923j 8.015e-17-0.00327047j -1.03814e-16+0.00685022j -2.87579e-15-0.00601219j 
-4.27791e-15-0.00864303j -2.32571e-16-0.0116315j 8.46123e-17-0.00313347j -4.45268e-18-0.00140153j 1.41495e-18+0.00317467j 1.69539e-17-0.00364265j -1.00597e-16+0.00322078j -6.20942e-17+0.0144277j 2.57887e-17+0.00533542j -2.0483e-17-0.00737233j 8.69195e-18+0.0122829j 1.42931e-17-0.0015561j 3.18572e-17-0.0143884j -7.31847e-17+0.0136286j 3.26223e-17-0.0104076j -9.24082e-17+0.00230191j -1.52061e-17-0.00542777j -7.42479e-17+0.00781633j 6.1985e-17+0.0068512j 6.00258e-17+0.00614153j 1.41721e-17+0.00854141j 2.34822e-19-0.0134764j -1.46581e-17+0.00189907j 8.82557e-17-0.0050511j 1.02422e-17-0.00759146j 5.40468e-17-0.00209126j -6.95452e-17-0.00715507j -2.99745e-16+0.0016808j -2.19787e-17-0.00643001j -6.17347e-17+0.000882991j 6.44488e-17+0.0023052j -6.88193e-17+9.82035e-06j -8.64776e-18+0.000828309j 7.08607e-17+0.00985225j -1.41423e-16+0.0193576j 5.76491e-17+0.00181733j -4.9657e-17-0.000985747j 5.01083e-15-0.000584905j -5.54737e-14-0.0153309j -5.2657e-14-0.00695508j 7.80725e-17+0.00012608j -4.81244e-16+0.00187273j 4.19796e-16-0.0213506j -3.079e-16+0.00949459j -1.41114e-17-0.000164572j -8.48125e-17+0.000396813j 2.81069e-17+0.002134j -5.09062e-17+0.000883066j -1.48295e-16-0.0026029j 1.95118e-16-0.00200448j 1.92175e-17-0.00905419j -3.4742e-17+0.000360136j 6.43244e-17+0.00658118j -3.23707e-17+0.00364112j -2.04056e-17+0.00169136j -3.00858e-17+0.0141329j -1.07583e-17+0.00554758j 1.00273e-16-0.00826764j 5.27109e-17-0.00811462j -5.11033e-17-0.00604184j -1.03212e-16+0.00764128j -3.39529e-17+0.00172397j 1.00266e-17-0.0107565j -2.28013e-17+0.0131315j 2.73676e-17-0.0142918j 5.77552e-17-0.00233175j -5.06977e-17+0.0115813j -2.30214e-17-0.00781739j -8.03478e-17+0.00736771j -3.85056e-17+0.0137959j 3.51812e-17+0.00066389j 8.18506e-17-0.00493584j -6.72849e-17+0.00464579j 5.24114e-17-0.00277243j 5.41271e-17+0.000142777j -1.54394e-16-0.0125846j 3.93995e-15+0.00745244j 
-4.95815e-15-0.00881198j -4.63917e-16-0.0260676j 1.75304e-17+0.00960289j -5.26137e-17-0.0132985j 5.92104e-17+0.0149956j -1.14722e-16-0.0187282j 2.33897e-17-0.00474605j 1.03784e-16+0.0149823j 8.60462e-17+0.019094j -5.24462e-17-0.00800904j 1.389e-16+0.0120573j -4.49452e-17-0.0080315j -6.25838e-17-0.0142512j 4.56571e-17+0.00995217j -2.74186e-17-0.00890615j 4.2089e-17+0.00893838j 1.25758e-16-0.0231634j 1.13291e-16-0.00328527j 5.70781e-17+0.0101707j 1.26747e-16+0.0177314j -3.62491e-17-0.00662255j -1.47353e-16-0.0184829j 8.61727e-17+0.0085408j -1.4383e-16-0.00894087j -5.72829e-18+0.00721356j -1.66477e-17+0.00750961j 4.95166e-17-0.0136829j -3.16429e-16+0.00293286j 8.96147e-18+0.0135872j -1.32374e-16-0.00793627j -4.16687e-17+0.00694457j -2.14248e-16+0.0106103j -5.23971e-17-0.0091547j -2.17023e-16-8.31168e-05j -1.13974e-16+0.0329647j -1.32443e-15-0.0161312j 1.1613e-16+0.0111828j 2.6029e-16+0.00643175j -6.99905e-14-0.0171849j -6.33839e-14-0.0099034j -1.09863e-16-0.00337094j 2.81939e-15-0.0199863j -2.64966e-17-0.0136108j -1.53443e-16+0.000946757j 6.99635e-17+0.00155901j -3.93235e-16+0.00644982j 1.41334e-16+0.00795915j -6.52517e-17-0.0102239j -1.35792e-16-0.0215795j -1.5437e-16+0.00605829j -1.61754e-16+0.000915677j -1.67549e-16+0.0108433j -9.24203e-17+0.000318738j 1.14905e-16+0.0237577j 4.81059e-17+0.00739929j 8.30103e-17+0.0102762j -2.35043e-16+0.0232263j 7.24169e-18+0.00128618j -1.65868e-17+0.00410013j -6.8885e-17-0.0129163j 5.79006e-17+0.00119864j 1.31183e-16+0.0116163j -4.60854e-17-0.00798857j 7.39493e-17+0.0161006j -6.20386e-17-0.0117359j -1.01932e-17-0.00282319j 5.91292e-17+0.0181229j -3.61443e-17-0.00357264j 3.67938e-17-0.00118967j 1.12895e-16+0.0201817j 1.54832e-16+0.0205741j -7.94709e-17-0.00622279j 2.76227e-17+0.000519548j -6.45491e-17-0.000134531j 1.75159e-16+0.0195746j -7.97344e-16-0.0166132j 1.03229e-14+0.0202626j 
-3.6179e-16-0.000883745j -1.14689e-16-0.000840811j 2.06506e-16-0.00115015j -1.04925e-16-0.000976519j 1.13665e-16+0.000421273j -1.04049e-16-0.00175834j -1.79557e-16+0.0018991j -2.87763e-17-0.00115439j 1.54286e-16-0.00045253j -2.99901e-17+0.00187488j -4.00368e-17-0.000896696j -4.55494e-17-0.000734372j -2.23506e-17+0.00283148j -3.34973e-17-0.0022251j -1.70017e-17+0.00243667j -2.39864e-17+0.00231744j -1.65875e-16-0.000474815j -1.09878e-16-0.00162638j 9.55748e-17-0.00288546j 1.43284e-16-0.00109676j -2.18531e-16-0.000385032j -7.17984e-17+0.00221839j 5.54629e-18+0.00174369j 8.33997e-17-0.00332107j 5.16646e-17+0.00438753j 1.24823e-16-0.000128325j -1.35292e-16+0.00208725j 1.91093e-16-0.00145451j 2.77363e-16+0.000451291j -1.28887e-16+0.000576152j -5.09985e-17+0.00130434j -1.20862e-17+0.00259431j -6.50593e-17-0.00120074j -6.83161e-17-0.00454057j 1.82625e-16-0.0026352j -1.88218e-16+0.00106005j 9.14484e-17+0.00253262j -2.36976e-15+0.00222803j 4.65697e-15+0.00194763j 5.33163e-15+0.000197451j 8.9894e-17-0.00271747j -2.59965e-16-0.00022678j 5.23088e-17+0.00215493j 9.88721e-17-0.0045537j 1.18944e-16-0.00139555j -2.20677e-16+0.00270921j -2.99399e-18+0.00123669j -1.59694e-16-0.000149676j -2.41882e-16+0.00132058j 1.81151e-18+0.00114355j 1.03652e-16+0.00178373j 1.71983e-16-0.000291109j 4.22395e-17-0.00455391j 1.06424e-16+0.00290946j 8.64325e-18+0.00170942j -4.92897e-17-0.00199903j 2.33365e-16-0.00107948j 1.28372e-16+0.000636437j 9.42171e-17+0.00252279j -1.07912e-16+0.00191262j -1.62774e-16+0.00100793j 4.76433e-17+0.00226139j 1.01786e-17+0.00243914j 5.31388e-17-0.00238962j 1.30765e-17+0.00272424j 3.25198e-17-0.000834994j 5.78537e-17-0.0010249j 4.27832e-17+0.00176408j -1.42358e-16+3.10279e-05j 4.9774e-17-0.00127337j 1.9777e-16+0.00130071j 8.10698e-17-0.00204231j -1.00494e-16+0.000757793j 9.24845e-17-0.00128362j 2.24106e-16+0.000460935j 2.9241e-17-0.00106118j 4.21805e-16+0.000612153j 
-4.04172e-15-0.00819801j -4.99417e-16-0.00778772j 1.87012e-16-0.00771962j -1.74442e-16-0.00259614j 1.82913e-16+0.00168807j -2.0982e-16-0.00623163j -1.54641e-16+0.00974517j 6.43704e-17+0.00434378j 2.32665e-16-0.000403542j -5.91799e-17+0.00237619j 6.89878e-17+0.00410142j -8.59484e-17-0.00259837j -8.42019e-17+0.00151419j 1.8349e-17+0.000684128j -5.25205e-17+0.0022713j -4.87326e-18+0.00861546j -2.96138e-16-0.00236828j -1.24057e-16+0.000426833j 1.02148e-16-0.00663833j 2.18599e-16-0.00190021j -1.28994e-16+0.00582092j -1.70094e-16+0.000611422j 6.79909e-17+0.00634756j -5.29537e-17-0.0141757j 9.57715e-17+0.00894906j 1.27988e-16-0.00304641j -2.75815e-16+0.00408976j 3.28941e-16-0.00433178j 2.56664e-16-0.00502896j -1.26661e-16+0.0038076j -4.06746e-17+0.00531631j -5.32397e-17+0.00768226j -6.12273e-17-0.00234573j -1.66174e-16-0.00884713j 3.47502e-16+0.000163581j 2.74288e-16+0.00736302j 1.99635e-16+0.00665504j -4.70234e-15+0.00654339j -1.42889e-14-0.00188613j -1.07392e-14-0.00298448j 1.5969e-16-0.0090437j -1.00322e-15+0.00339717j -3.64367e-17-0.00606032j 8.71419e-17-0.00930092j 1.71856e-16-0.00527796j -6.18555e-16+0.00896083j 2.86509e-17+0.00480813j -2.59839e-16+0.00156393j -2.89995e-16+0.00582424j 2.12388e-17+0.0017219j 8.85073e-17-0.000439738j 2.70582e-16-0.00230196j 4.836e-18-0.0113429j 2.0131e-16+0.00959049j 9.78975e-17+0.00623608j 3.56102e-17+0.00180671j 3.43163e-16-0.00305145j 1.02087e-16-0.00397574j 1.09725e-16+0.00241079j -1.30377e-16+0.00417741j -1.39514e-16+0.00898296j 1.60057e-16+0.0076154j -1.66797e-17+0.00189502j 1.27646e-16-0.00113203j -4.4409e-17+0.000849287j 7.09481e-18-0.00425898j 1.48587e-16+0.00227595j 2.42509e-17+0.00103061j -1.13819e-16+0.00566527j 1.54299e-16+0.00272472j 2.94752e-16+0.0021734j 1.00902e-17-0.00995256j -6.82838e-17+0.00600403j 6.30626e-17-0.00654895j 2.9474e-16-0.00103686j -2.46146e-16-0.010603j 2.8083e-15+0.00474527j 
