-0.00405637-6.09087e-18j 0.00854676-2.37215e-18j 0.00373353+5.04702e-19j 0.0113342+2.02527e-18j 0.000448338+5.90763e-18j -0.00779828-1.85686e-18j -0.00793434+1.83171e-18j 0.0053737+1.26359e-18j 0.00455262+2.59108e-18j 0.00231142+2.70655e-17j -0.0023624-7.05346e-18j 0.0070271+2.5559e-18j 0.00210915+1.68626e-17j -0.00545352+6.52928e-19j -0.0028545-4.27732e-18j 0.00144544-2.12063e-18j -0.00129208-1.66039e-17j 0.00835442-6.27027e-18j -1.56731e-05-8.29623e-18j 0.00397675+8.26832e-18j -0.010266-2.96692e-17j -0.00551117-6.74522e-17j -0.000500583-1.09138e-16j 0.0038894+4.98004e-17j -0.00510009-5.70449e-17j 0.000802376+2.6306e-17j -0.000829365-6.85325e-18j 0.000396265+3.03044e-17j -0.000987372+3.28438e-17j -0.00136157-9.64789e-17j 0.00641265-2.2785e-15j 0.00392712-1.81153e-17j 0.00519188+1.22336e-17j 0.00242805+5.66193e-17j -3.3662e-05+2.3565e-17j -0.00399077-4.03008e-17j -0.00418112-2.01265e-17j 0.00872295+1.47889e-16j 0.00399561-1.02364e-16j 0.00209407-4.29317e-16j -0.000523509-3.61888e-16j 0.00325336+4.97278e-15j 0.00125984-6.99373e-17j -0.00163605+3.28466e-17j 0.00556897+3.11231e-18j -0.00250479+7.05662e-18j -0.00545624+8.49397e-17j -0.00217117-2.7782e-17j 0.0131959-7.46168e-17j 0.00886718+1.33279e-17j 0.00106288-4.43909e-17j 0.00278786-1.38419e-17j -0.00439023+3.91798e-16j 0.00581892-6.09077e-18j -0.000960353-4.26642e-18j 0.00175027-1.03594e-17j -0.00354596+8.82606e-17j -0.0104023+5.04685e-19j -0.0052782-2.89273e-17j 0.00448822-1.92328e-17j 0.00402693-1.75331e-17j -0.00671145-6.06035e-18j -0.00544625-4.66293e-18j -0.00630848-6.50272e-18j 0.00456662-9.69636e-19j -0.00841397-2.08065e-18j 0.00881142+3.35258e-18j -1.3859e-05-3.46327e-18j 0.0114533+2.31746e-18j -0.00411241-1.43237e-18j 0.00858817+1.59869e-18j 0.00421881+2.72189e-18j 
-0.00169432-4.82314e-17j 0.00372827+9.44625e-17j 0.00138369+4.09681e-17j 0.00408958+1.2413e-16j 0.000250199+8.32042e-18j -0.00275404-8.53784e-17j -0.00254991-8.38165e-17j -0.000467164+4.82644e-17j -0.000245075+4.23495e-17j 0.00185722+4.36746e-17j -0.00172878-3.32174e-17j 0.00303248+7.98515e-17j 0.000499673+3.04624e-17j -0.00329053-6.47908e-17j 0.00117023-2.33864e-17j 0.00515737+3.53004e-17j -0.00376529-3.73548e-17j 0.00659235+1.03456e-16j -0.00412225-2.28456e-17j 0.00748153+7.44644e-17j -0.00285239-1.2303e-16j 0.000782139-8.23782e-17j -0.00113392-6.61663e-17j -0.00119098+5.64204e-17j -0.00632727-1.04938e-16j -0.00163532+1.373e-17j 0.000820661-7.55162e-18j 0.000979534+2.37197e-17j 0.00137661+1.40108e-17j 0.00217134-5.28186e-17j 0.0031871-1.10547e-15j 0.00284981+3.96705e-17j 4.75669e-05+5.45577e-17j 0.0049389+7.38069e-17j -0.00119005+6.56817e-18j 0.00283224-4.51133e-17j -0.00751462-8.26382e-17j 0.00417587+1.75843e-16j 0.000509924-1.37391e-17j 0.00246646-1.91769e-16j -0.00196942-2.00893e-16j 0.00165858+2.61064e-15j -0.0016267-3.18016e-17j -0.00734399-3.09284e-17j 0.00506959+7.57511e-17j 4.98456e-05-1.92906e-17j -0.00403911-2.45448e-17j 0.00228058-2.4271e-17j 0.00373033+1.00085e-16j 0.00780185+1.2374e-16j -0.000780432-1.66253e-17j 0.00369071+3.51007e-17j -0.00241946+1.51329e-16j 0.00448398+7.06855e-17j -0.00151092-1.78361e-17j 0.00098116+1.52076e-17j -0.00195155+4.1621e-18j -0.00394223-1.13544e-16j -0.00365809-8.01168e-17j 0.00315903+4.56623e-17j 0.00182152+3.6303e-17j -0.00271877-7.73447e-17j -0.00303289-6.63236e-17j -0.00192322-7.02945e-17j 0.000322128+4.31694e-17j -0.00320508-9.32022e-17j 0.00356669+9.91508e-17j 7.51347e-05-1.58471e-18j 0.00448767+1.2716e-16j -0.00164101-4.61011e-17j 0.00382458+9.73302e-17j 0.00181028+4.85082e-17j 
-1.17885e-17+2.45692e-17j 1.57186e-17-5.21527e-17j 2.09737e-17-2.2186e-17j 7.00641e-17-6.70818e-17j -2.32136e-18-2.86872e-18j -5.16457e-17+4.6009e-17j -6.70698e-17+4.6198e-17j 1.71787e-16-2.59486e-17j 1.36859e-16-2.23505e-17j -4.46397e-17-1.61705e-17j 3.58682e-17+1.61149e-17j 1.4818e-17-4.27996e-17j 2.80891e-17-1.1847e-17j 4.24698e-17+3.54962e-17j -1.44356e-16+1.15397e-17j -2.58046e-16-1.98374e-17j 1.8201e-16+1.56764e-17j -1.54412e-16-5.81537e-17j 2.36981e-16+1.01116e-17j -3.23648e-16-3.82526e-17j -1.12513e-16+5.86864e-17j -1.93633e-16+2.58748e-17j 5.18072e-17+5.28283e-18j 1.73453e-16-1.67055e-17j 2.26887e-16+4.11055e-17j 1.15812e-16-6.4315e-20j -6.96234e-17+2.18303e-18j -4.57283e-17-4.38128e-18j -1.05901e-16+1.62639e-18j -1.61759e-16+1.57831e-18j -1.06534e-17-4.00789e-17j -5.82417e-17-2.673e-17j 1.37241e-16-2.62848e-17j -2.18972e-16-2.42584e-17j 6.76286e-17+3.06598e-18j -2.70708e-16+1.3222e-17j 3.20044e-16+3.93632e-17j -5.30826e-18-5.41301e-17j 7.83605e-17-2.13804e-17j -8.55864e-17-1.65577e-17j 9.93058e-17+7.43178e-18j -7.80365e-18-2.04348e-17j 1.2765e-16-2.39107e-18j 3.78837e-16+2.61198e-17j -1.41814e-16-4.04079e-17j -7.04034e-17+1.25038e-17j 8.55075e-17+3.73318e-17j -1.89879e-16+5.39314e-18j 1.40948e-16-7.55912e-17j -2.10243e-16-6.36819e-17j 7.36025e-17-3.45795e-18j -1.37386e-16-2.30342e-17j 2.09716e-17+2.80168e-17j -1.01349e-16-4.02425e-17j 6.11228e-17+8.51777e-18j -9.31609e-18-1.12099e-17j 1.67874e-17+2.26226e-17j -5.34244e-17+6.2026e-17j 6.83644e-17+3.5507e-17j -6.09224e-17-3.03107e-17j 3.66923e-18-2.47304e-17j -2.43743e-17+4.04451e-17j 2.78279e-17+3.48325e-17j -5.93257e-17+3.64778e-17j 1.04571e-16-2.38015e-17j -4.22697e-17+5.021e-17j 3.21598e-17-5.30934e-17j -4.70073e-18-1.13005e-19j 5.03475e-17-6.86508e-17j -1.63692e-17+2.4722e-17j 1.12889e-17-5.25958e-17j 9.48991e-18-2.56702e-17j 
-0.00815056-4.62766e-17j 0.0169749+6.93963e-17j 0.00772192+3.23742e-17j 0.0235811+9.88279e-17j 0.000822072+1.51957e-17j -0.0162993-6.86641e-17j -0.0168993-6.19808e-17j 0.0141922+3.91334e-17j 0.011835+3.65389e-17j 0.00352802+7.39065e-17j -0.00381791-3.61161e-17j 0.0139979+6.54357e-17j 0.0047153+4.85561e-17j -0.00969019-4.90447e-17j -0.0086932-2.44047e-17j -0.00279619+2.41005e-17j 0.00144182-5.34924e-17j 0.0129024+7.05501e-17j 0.00512083-2.99553e-17j 0.000704103+6.97603e-17j -0.0224248-1.3903e-16j -0.0149346-1.63758e-16j 0.00015194-2.13147e-16j 0.0113398+1.17507e-16j -0.00499362-1.65718e-16j 0.00407899+4.96633e-17j -0.00312749-1.60065e-17j -0.000222821+6.33124e-17j -0.00422358+5.95886e-17j -0.00616602-1.84044e-16j 0.0122484-4.23694e-15j 0.00637675+3.72174e-18j 0.0130874+6.0282e-17j -3.45087e-05+1.41054e-16j 0.00140455+4.00644e-17j -0.0136511-9.46715e-17j -0.00118018-9.36794e-17j 0.0168608+3.55356e-16j 0.0094794-1.62617e-16j 0.00221496-7.85572e-16j 0.00113981-6.92483e-16j 0.0061619+9.39985e-15j 0.0052266-1.28406e-16j 0.0050509+2.49027e-17j 0.0077554+6.30968e-17j -0.00640507-4.41196e-18j -0.00875996+1.07189e-16j -0.00835287-5.99921e-17j 0.0287451-3.35474e-17j 0.0126867+1.15311e-16j 0.00366845-7.87545e-17j 0.00243917+6.54019e-18j -0.00808818+6.98639e-16j 0.00912143+4.55199e-17j -0.000540346-2.0104e-17j 0.00320377-3.64452e-18j -0.00653605+1.34281e-16j -0.0214057-8.68996e-17j -0.0087861-1.04802e-16j 0.00741046+6.68753e-18j 0.00791677+1.98689e-18j -0.0135913-6.87048e-17j -0.0099943-5.81221e-17j -0.0135668-6.39194e-17j 0.0111604+3.18841e-17j -0.0172937-7.50359e-17j 0.0178474+8.15167e-17j -0.000129153-6.36627e-18j 0.0233842+1.01601e-16j -0.00835919-3.77142e-17j 0.0169593+7.75068e-17j 0.00841672+4.14872e-17j 
-0.000560627-2.26478e-17j 0.00126381+4.51634e-17j 0.000424345+1.95007e-17j 0.00123034+5.90575e-17j 9.47803e-05+3.63287e-18j -0.000815371-4.05944e-17j -0.000698098-4.0058e-17j -0.000671342+2.29359e-17j -0.000490176+2.00414e-17j 0.000784468+1.92918e-17j -0.000713435-1.54364e-17j 0.00102195+3.79203e-17j 9.2671e-05+1.35695e-17j -0.00128177-3.09221e-17j 0.000837435-1.09067e-17j 0.00257427+1.69471e-17j -0.00186057-1.68696e-17j 0.0027726+4.96705e-17j -0.00214831-1.04221e-17j 0.00358472+3.503e-17j -0.000670236-5.69731e-17j 0.000846529-3.54622e-17j -0.000551443-2.53815e-17j -0.00093063+2.40846e-17j -0.00289342-4.68038e-17j -0.000916608+5.06034e-18j 0.000493953-3.21302e-18j 0.000479239+9.59671e-18j 0.000796431+4.82523e-18j 0.00124063-1.97332e-17j 0.00115149-3.98376e-16j 0.00117345+1.9933e-17j -0.000388461+2.53168e-17j 0.00238214+3.19877e-17j -0.000617878+1.80106e-18j 0.00179454-1.92307e-17j -0.00358571-3.82571e-17j 0.00148319+7.54765e-17j -5.21428e-05-7.72198e-19j 0.00111946-6.71852e-17j -0.000985289-7.53405e-17j 0.000605909+9.63824e-16j -0.000948529-1.12126e-17j -0.00369932-1.65971e-17j 0.00220027+3.59343e-17j 0.000225369-9.59392e-18j -0.0016719-1.6494e-17j 0.00136204-1.00019e-17j 0.000894818+5.19208e-17j 0.00336249+5.82338e-17j -0.000491562-5.41986e-18j 0.00170262+1.75134e-17j -0.000912178+5.00255e-17j 0.00187501+3.4039e-17j -0.000711433-8.26154e-18j 0.000372311+7.83398e-18j -0.000735392-2.9971e-18j -0.00122768-5.41542e-17j -0.00148738-3.65585e-17j 0.00129003+2.28523e-17j 0.000629298+1.82949e-17j -0.000883489-3.65276e-17j -0.001148-3.13528e-17j -0.000500726-3.31418e-17j -0.000195521+2.06332e-17j -0.00100156-4.43113e-17j 0.00115849+4.70752e-17j 4.02824e-05-5.59964e-19j 0.00142845+6.04853e-17j -0.00052837-2.18952e-17j 0.00131073+4.63063e-17j 0.000608164+2.29699e-17j 
0.00324254+1.86717e-16j -0.00686571-3.83784e-16j -0.00294705-1.64506e-16j -0.00892301-4.97811e-16j -0.000371781-2.60654e-17j 0.00612659+3.41814e-16j 0.00617981+3.40185e-16j -0.00371842-1.92957e-16j -0.00318233-1.67434e-16j -0.00203747-1.4181e-16j 0.00204636+1.24976e-16j -0.00563796-3.18651e-16j -0.00160483-1.0146e-16j 0.0045749+2.62e-16j 0.00177897+8.88598e-17j -0.0021246-1.44981e-16j 0.00171936+1.29571e-16j -0.00733863-4.24969e-16j 0.00088849+8.15949e-17j -0.00441768-2.89708e-16j 0.00790073+4.58402e-16j 0.00374905+2.46726e-16j 0.000596987+1.28632e-16j -0.00250982-1.64423e-16j 0.00497011+3.50834e-16j -0.000222013-2.20624e-17j 0.000414574+2.17698e-17j -0.000490012-5.72725e-17j 0.000408508-1.49225e-17j 0.000505218+9.0844e-17j -0.00523432+1.57331e-15j -0.00339664-1.82834e-16j -0.00369879-2.04446e-16j -0.00277622-2.25881e-16j 0.0002772+3.33906e-18j 0.00223252+1.30863e-16j 0.00456992+3.07653e-16j -0.00708615-5.21713e-16j -0.00294729-7.41336e-17j -0.00201272+2.29834e-16j 0.000791096+3.51932e-16j -0.00266442-4.2318e-15j -0.00054886+3.97057e-17j 0.00272541+1.66233e-16j -0.00503556-3.01418e-16j 0.00176897+8.66896e-17j 0.00473615+2.06411e-16j 0.00105716+6.26865e-17j -0.0101692-4.97855e-16j -0.00796036-4.81939e-16j -0.000589042+1.08516e-17j -0.00276619-1.59006e-16j 0.00363407-1.14292e-16j -0.00508851-2.92643e-16j 0.00100388+6.65e-17j -0.00145233-7.44097e-17j 0.00293465+9.48942e-17j 0.00822955+4.58341e-16j 0.00452856+2.86354e-16j -0.00386109-2.08401e-16j -0.00324869-1.68523e-16j 0.00534692+3.04112e-16j 0.00451489+2.61454e-16j 0.00489131+2.75133e-16j -0.00331301-1.75245e-16j 0.00666002+3.7307e-16j -0.00701936-3.95439e-16j -6.14484e-06+2.00615e-18j -0.00909232-5.09655e-16j 0.003271+1.84023e-16j -0.00691563-3.9032e-16j -0.00338262-1.92095e-16j 
9.63283e-17-1.50385e-17j -2.04808e-16+3.19219e-17j -8.66138e-17+1.35797e-17j -2.61648e-16+4.10599e-17j -1.138e-17+1.7559e-18j 1.79326e-16-2.81615e-17j 1.79517e-16-2.82772e-17j -9.60199e-17+1.58828e-17j -8.31041e-17+1.36804e-17j -6.52791e-17+9.89772e-18j 6.47455e-17-9.86368e-18j -1.68009e-16+2.61971e-17j -4.56446e-17+7.25139e-18j 1.41304e-16-2.17268e-17j 4.02635e-17-7.06331e-18j -8.73751e-17+1.21422e-17j 6.82617e-17-9.59531e-18j -2.34543e-16+3.55951e-17j 4.83201e-17-6.18916e-18j -1.62246e-16+2.34139e-17j 2.27065e-16-3.59212e-17j 9.49459e-17-1.58376e-17j 2.26619e-17-3.23355e-18j -5.9562e-17+1.02252e-17j 1.70009e-16-2.51601e-17j 3.90153e-18+3.93663e-20j 6.09878e-18-1.3362e-18j -1.88936e-17+2.68172e-18j 2.60535e-18-9.95494e-19j 4.12091e-19-9.66063e-19j -1.58209e-16+2.45317e-17j -1.07349e-16+1.6361e-17j -9.85834e-17+1.60886e-17j -1.03383e-16+1.48482e-17j 1.44997e-17-1.87664e-18j 4.23552e-17-8.09301e-18j 1.6649e-16-2.40937e-17j -2.13349e-16+3.31323e-17j -8.13829e-17+1.30867e-17j -6.82731e-17+1.01348e-17j 3.28282e-17-4.54889e-18j -8.07501e-17+1.25079e-17j -4.83632e-18+1.46354e-18j 1.16448e-16-1.59876e-17j -1.6421e-16+2.47332e-17j 4.67129e-17-7.6534e-18j 1.50076e-16-2.28503e-17j 1.44257e-17-3.30107e-18j -2.92614e-16+4.62684e-17j -2.58315e-16+3.89788e-17j -1.09765e-17+2.11656e-18j -9.5635e-17+1.40989e-17j 1.1108e-16-1.71487e-17j -1.62107e-16+2.46319e-17j 3.57349e-17-5.21361e-18j -4.44778e-17+6.86144e-18j 8.96878e-17-1.3847e-17j 2.42336e-16-3.79653e-17j 1.42276e-16-2.17334e-17j -1.21546e-16+1.85528e-17j -9.72542e-17+1.51371e-17j 1.58394e-16-2.47559e-17j 1.38165e-16-2.13205e-17j 1.41518e-16-2.23276e-17j -8.99765e-17+1.45686e-17j 1.96206e-16-3.07329e-17j -2.07923e-16+3.24978e-17j -6.13644e-19+6.91691e-20j -2.68534e-16+4.20202e-17j 9.67653e-17-1.5132e-17j -2.06712e-16+3.21932e-17j -1.00746e-16+1.57124e-17j 
9.57462e-17-4.34641e-17j -2.00117e-16+9.22605e-17j -8.99246e-17+3.92481e-17j -2.74128e-16+1.18671e-16j -9.93856e-18+5.0749e-18j 1.89219e-16-8.13921e-17j 1.95101e-16-8.17264e-17j -1.54588e-16+4.59042e-17j -1.29426e-16+3.95391e-17j -4.54335e-17+2.86063e-17j 4.81691e-17-2.85079e-17j -1.64871e-16+7.57146e-17j -5.36859e-17+2.09579e-17j 1.18363e-16-6.27945e-17j 9.15523e-17-2.04143e-17j 1.24773e-17+3.50933e-17j -2.50794e-18-2.77323e-17j -1.65448e-16+1.02877e-16j -4.17443e-17-1.78878e-17j -3.43085e-17+6.76706e-17j 2.57007e-16-1.03819e-16j 1.61643e-16-4.57738e-17j 2.35229e-18-9.34558e-18j -1.20616e-16+2.95529e-17j 7.7436e-17-7.27175e-17j -3.91021e-17+1.13776e-19j 3.15185e-17-3.86188e-18j -1.0239e-18+7.75069e-18j 4.16122e-17-2.87717e-18j 6.01761e-17-2.79211e-18j -1.4616e-16+7.09014e-17j -8.03195e-17+4.72866e-17j -1.44252e-16+4.64991e-17j -1.71515e-17+4.29143e-17j -1.12389e-17-5.42386e-18j 1.40236e-16-2.33903e-17j 3.96672e-17-6.96354e-17j -2.00448e-16+9.57587e-17j -1.06172e-16+3.7823e-17j -3.31403e-17+2.92914e-17j -5.55783e-18-1.31472e-17j -7.37256e-17+3.61501e-17j -5.17671e-17+4.22992e-18j -2.95383e-17-4.62072e-17j -1.03377e-16+7.14835e-17j 7.03385e-17-2.21198e-17j 1.10779e-16-6.60417e-17j 8.38641e-17-9.54071e-18j -3.29705e-16+1.33724e-16j -1.67366e-16+1.12656e-16j -3.76168e-17+6.11727e-18j -3.99544e-17+4.07485e-17j 9.76335e-17-4.95631e-17j -1.16337e-16+7.11909e-17j 1.13121e-17-1.50683e-17j -3.87541e-17+1.98309e-17j 7.88848e-17-4.00205e-17j 2.49656e-16-1.09727e-16j 1.09714e-16-6.28136e-17j -9.27976e-17+5.36211e-17j -9.36239e-17+4.37493e-17j 1.59282e-16-7.15493e-17j 1.20796e-16-6.16203e-17j 1.56188e-16-6.4531e-17j -1.24012e-16+4.2106e-17j 2.01768e-16-8.88239e-17j -2.09148e-16+9.39248e-17j 1.15518e-18+1.99912e-19j -2.73373e-16+1.21446e-16j 9.78539e-17-4.37343e-17j -2.00286e-16+9.30444e-17j -9.90881e-17+4.54118e-17j 
0.00123094+4.29212e-17j -0.00259063-8.64932e-17j -0.00113625-3.72512e-17j -0.00345148-1.12784e-16j -0.000134877-6.57874e-18j 0.00237584+7.74954e-17j 0.002422+7.66989e-17j -0.00168128-4.37718e-17j -0.00142158-3.81555e-17j -0.000684781-3.52028e-17j 0.000703046+2.90742e-17j -0.00213062-7.23395e-17j -0.000647152-2.4896e-17j 0.00163602+5.91591e-17j 0.000910298+2.05865e-17j -0.000353675-3.25321e-17j 0.000331914+3.12214e-17j -0.00247733-9.53523e-17j -7.20289e-05+1.94105e-17j -0.00109819-6.64589e-17j 0.00314207+1.07082e-16j 0.00172995+6.36108e-17j 0.000134652+4.17497e-17j -0.0012328-4.29543e-17j 0.00146936+8.59403e-17j -0.000280249-8.04137e-18j 0.000273451+5.71733e-18j -0.000105063-1.6466e-17j 0.000333003-7.18595e-18j 0.000464299+3.17369e-17j -0.00193648+6.2017e-16j -0.00116915-3.92338e-17j -0.00161509-4.76426e-17j -0.000663589-5.76406e-17j -1.1725e-05-1.98027e-18j 0.00129497+3.42642e-17j 0.00116118+7.18925e-17j -0.00263712-1.35118e-16j -0.00123412-4.87925e-18j -0.000605766+1.01793e-16j 0.0001262+1.21572e-16j -0.000981667-1.53394e-15j -0.000422474+1.70946e-17j 0.000372206+3.37706e-17j -0.00163877-6.8508e-17j 0.000780547+1.87803e-17j 0.0016229+3.68079e-17j 0.000718326+1.73973e-17j -0.00403764-1.03898e-16j -0.00261436-1.10507e-16j -0.000345383+7.60586e-18j -0.000798866-3.43426e-17j 0.00132132-7.13158e-17j -0.00172749-6.54558e-17j 0.000270722+1.553e-17j -0.000526467-1.56207e-17j 0.00106727+1.121e-17j 0.00316417+1.03566e-16j 0.00157459+6.80986e-17j -0.00133803-4.48844e-17j -0.0012194-3.60658e-17j 0.00203822+6.94593e-17j 0.00163856+5.96525e-17j 0.00192764+6.29587e-17j -0.00141536-3.9508e-17j 0.00255906+8.45878e-17j -0.00267602-8.97929e-17j 5.71538e-06+8.55545e-19j -0.00348111-1.15495e-16j 0.00124937+4.17716e-17j -0.00260172-8.84318e-17j -0.00127933-4.37461e-17j 
0.00487405-3.44401e-17j -0.0101726+9.0556e-17j -0.0045938+3.67965e-17j -0.0140138+1.10689e-16j -0.000500166-1.90519e-18j 0.00967849-7.5384e-17j 0.0100018-7.99091e-17j -0.00811789+4.2269e-17j -0.00678519+3.46941e-17j -0.00223113-3.62863e-18j 0.00238411-1.9101e-17j -0.00838401+6.91806e-17j -0.00276786+7.24742e-19j 0.00593257-6.05377e-17j 0.00487699-1.45604e-17j 0.00105235+3.58344e-17j -0.000423185-7.47032e-18j -0.00813799+1.0511e-16j -0.00250209-7.57119e-18j -0.00121326+5.50063e-17j 0.0132147-6.50197e-17j 0.00851115+3.33417e-17j 3.50156e-05+1.15571e-16j -0.00639799-2.86559e-17j 0.00355743-4.18343e-18j -0.00217105-2.98931e-17j 0.0017114+4.13868e-18j 2.24546e-05-2.71813e-17j 0.00228221-4.01972e-17j 0.00331435+1.07373e-16j -0.00739379+2.66609e-15j -0.00397793+6.56865e-17j -0.00753761+3.03244e-17j -0.000513543-2.37099e-17j -0.000679865-3.204e-17j 0.00755101+2.36898e-17j 0.00149083-4.33531e-17j -0.0101552-7.74826e-17j -0.00551095+1.52759e-16j -0.0015412+5.17518e-16j -0.000443323+4.00206e-16j -0.00372561-5.63691e-15j -0.00283249+8.37896e-17j -0.00211389-8.14594e-17j -0.00501114+6.45173e-17j 0.00368106-2.91104e-17j 0.00547803-1.59757e-16j 0.0045612+2.26e-17j -0.0169471+2.12431e-16j -0.00814447+9.20713e-17j -0.00202709+5.64517e-17j -0.00180247+5.45872e-17j 0.00491646-4.9403e-16j -0.00573412+7.47345e-17j 0.000474177-9.48235e-18j -0.0019499+3.06977e-17j 0.0039726-1.38767e-16j 0.0127458-1.05058e-16j 0.00545192-2.68203e-17j -0.00460628+7.29926e-17j -0.00475323+6.16542e-17j 0.00811611-6.12177e-17j 0.00607978-5.3357e-17j 0.0080161-5.40303e-17j -0.00645818+4.11993e-17j 0.0102995-8.22054e-17j -0.0106573+8.56118e-17j 6.62194e-05+4.14013e-18j -0.0139434+1.12999e-16j 0.00498837-4.00103e-17j -0.010174+8.67738e-17j -0.00503976+4.01369e-17j 
-0.000961349-1.36599e-17j 0.00229315+2.27901e-17j 0.000587792+1.0309e-17j 0.00159684+3.13728e-17j 0.0002126+3.70245e-18j -0.000997755-2.17072e-17j -0.000589022-2.02973e-17j -0.00330885+1.23304e-17j -0.00254859+1.12301e-17j 0.00205474+1.83415e-17j -0.00181379-1.01999e-17j 0.00182984+2.05291e-17j -0.000144484+1.22345e-17j -0.00300367-1.59014e-17j 0.00331582-6.99034e-18j 0.00803751+8.17459e-18j -0.00575699-1.38736e-17j 0.00722319+2.39422e-17j -0.00695864-7.96984e-18j 0.0107782+2.07749e-17j -7.01612e-06-3.87607e-17j 0.00390556-3.91406e-17j -0.00168147-4.66688e-17j -0.00383609+2.78057e-17j -0.00830101-4.18564e-17j -0.00313962+1.06981e-17j 0.00177563-3.77367e-18j 0.00146948+1.42858e-17j 0.00278919+1.25796e-17j 0.00430759-3.98474e-17j 0.00237921-9.0583e-16j 0.00297455+4.82681e-18j -0.00235378+1.69326e-17j 0.00720763+3.4011e-17j -0.00199523+8.16082e-18j 0.00665709-2.23664e-17j -0.0107383-2.609e-17j 0.00296691+8.46316e-17j -0.00101161-3.1778e-17j 0.00318616-1.66576e-16j -0.00308258-1.50154e-16j 0.00127744+2.0261e-15j -0.00333954-2.72752e-17j -0.0116432+1.42558e-18j 0.00595588+1.96655e-17j 0.00125858-2.83274e-18j -0.00426738+1.74465e-17j 0.00487178-1.37237e-17j 0.000116909+4.16486e-18j 0.00902666+3.44083e-17j -0.00181714-1.64286e-17j 0.00492968+4.87676e-18j -0.0020302+1.4614e-16j 0.0048491+1.58577e-17j -0.00210298-5.60961e-18j 0.000837416+9.03971e-19j -0.00163534+2.54924e-17j -0.00178476-2.80442e-17j -0.00370698-2.79031e-17j 0.00323403+6.0044e-18j 0.0011901+4.15229e-18j -0.00144771-2.0878e-17j -0.0025717-1.77551e-17j -0.000292284-1.92506e-17j -0.00159667+1.04468e-17j -0.00147129-2.37113e-17j 0.00189602+2.55403e-17j 0.000133464-1.35312e-18j 0.00221374+3.22059e-17j -0.000844998-1.18402e-17j 0.00243648+2.46024e-17j 0.00108114+1.2795e-17j 
-2.0678e-17+3.16236e-17j 3.93615e-17-6.71269e-17j 2.37021e-17-2.85561e-17j 7.49035e-17-8.63425e-17j 6.13587e-19-3.69239e-18j -5.31225e-17+5.92192e-17j -6.07488e-17+5.94625e-17j 9.94342e-17-3.3399e-17j 8.02372e-17-2.87678e-17j -1.19081e-17-2.08134e-17j 7.67027e-18+2.07418e-17j 3.32366e-17-5.50884e-17j 2.08816e-17-1.52485e-17j -8.97909e-19+4.5688e-17j -7.73156e-17+1.4853e-17j -1.13606e-16-2.55331e-17j 7.91062e-17+2.01774e-17j -3.98419e-17-7.48509e-17j 1.0926e-16+1.30148e-17j -1.34357e-16-4.92358e-17j -9.04717e-17+7.55366e-17j -1.10028e-16+3.33041e-17j 2.20178e-17+6.79965e-18j 9.46263e-17-2.15021e-17j 8.55012e-17+5.29078e-17j 5.64385e-17-8.27812e-20j -3.52331e-17+2.80982e-18j -1.96056e-17-5.63924e-18j -5.25615e-17+2.09337e-18j -7.97345e-17+2.03148e-18j 1.91782e-17-5.15864e-17j -1.21124e-17-3.44047e-17j 8.28151e-17-3.38318e-17j -9.18888e-17-3.12235e-17j 3.10704e-17+3.94629e-18j -1.3987e-16+1.70183e-17j 1.31927e-16+5.06653e-17j 3.03238e-17-6.9672e-17j 5.11592e-17-2.75193e-17j -3.16133e-17-2.13118e-17j 4.38427e-17+9.56561e-18j 8.62321e-18-2.63021e-17j 6.36179e-17-3.0776e-18j 1.6861e-16+3.36194e-17j -4.44957e-17-5.201e-17j -4.18875e-17+1.60939e-17j 1.8945e-17+4.80506e-17j -9.57477e-17+6.94163e-18j 1.14597e-16-9.72951e-17j -6.36702e-17-8.19663e-17j 3.7946e-17-4.4508e-18j -5.29018e-17-2.96478e-17j -6.82014e-18+3.60611e-17j -2.48903e-17-5.17971e-17j 2.45877e-17+1.09634e-17j 2.27833e-18-1.44285e-17j -5.57831e-18+2.91181e-17j -6.37264e-17+7.98351e-17j 1.17059e-17+4.57019e-17j -1.12409e-17-3.90136e-17j 1.68219e-17-3.18311e-17j -3.6459e-17+5.20578e-17j -7.62483e-18+4.48337e-17j -5.1068e-17+4.69514e-17j 6.53954e-17-3.06355e-17j -5.11105e-17+6.46265e-17j 4.79401e-17-6.83377e-17j -2.2205e-18-1.45452e-19j 6.62556e-17-8.83619e-17j -2.30016e-17+3.18202e-17j 3.74737e-17-6.76972e-17j 2.02279e-17-3.30407e-17j 
