-0.00405637-6.09087e-18j 0.00854676-2.37215e-18j 0.00373353+5.04702e-19j 0.0113342+2.02527e-18j 0.000448338+5.90763e-18j -0.00779828-1.85686e-18j -0.00793434+1.83171e-18j 0.0053737+1.26359e-18j 0.00455262+2.59108e-18j 0.00231142+2.70655e-17j -0.0023624-7.05346e-18j 0.0070271+2.5559e-18j 0.00210915+1.68626e-17j -0.00545352+6.52928e-19j -0.0028545-4.27732e-18j 0.00144544-2.12063e-18j -0.00129208-1.66039e-17j 0.00835442-6.27027e-18j -1.56731e-05-8.29623e-18j 0.00397675+8.26832e-18j -0.010266-2.96692e-17j -0.00551117-6.74522e-17j -0.000500583-1.09138e-16j 0.0038894+4.98004e-17j -0.00510009-5.70449e-17j 0.000802376+2.6306e-17j -0.000829365-6.85325e-18j 0.000396265+3.03044e-17j -0.000987372+3.28438e-17j -0.00136157-9.64789e-17j 0.00641265-2.2785e-15j 0.00392712-1.81153e-17j 0.00519188+1.22336e-17j 0.00242805+5.66193e-17j -3.3662e-05+2.3565e-17j -0.00399077-4.03008e-17j -0.00418112-2.01265e-17j 0.00872295+1.47889e-16j 0.00399561-1.02364e-16j 0.00209407-4.29317e-16j -0.000523509-3.61888e-16j 0.00325336+4.97278e-15j 0.00125984-6.99373e-17j -0.00163605+3.28466e-17j 0.00556897+3.11231e-18j -0.00250479+7.05662e-18j -0.00545624+8.49397e-17j -0.00217117-2.7782e-17j 0.0131959-7.46168e-17j 0.00886718+1.33279e-17j 0.00106288-4.43909e-17j 0.00278786-1.38419e-17j -0.00439023+3.91798e-16j 0.00581892-6.09077e-18j -0.000960353-4.26642e-18j 0.00175027-1.03594e-17j -0.00354596+8.82606e-17j -0.0104023+5.04685e-19j -0.0052782-2.89273e-17j 0.00448822-1.92328e-17j 0.00402693-1.75331e-17j -0.00671145-6.06035e-18j -0.00544625-4.66293e-18j -0.00630848-6.50272e-18j 0.00456662-9.69636e-19j -0.00841397-2.08065e-18j 0.00881142+3.35258e-18j -1.3859e-05-3.46327e-18j 0.0114533+2.31746e-18j -0.00411241-1.43237e-18j 0.00858817+1.59869e-18j 0.00421881+2.72189e-18j 
-0.00214404-2.86567e-17j 0.00448392+5.3065e-17j 0.00201065+2.33422e-17j 0.00612742+7.08312e-17j 0.000223637+5.98276e-18j -0.00422851-4.88179e-17j -0.00435573-4.71429e-17j 0.003415+2.76425e-17j 0.00286126+2.45721e-17j 0.00103274+3.05602e-17j -0.00109142-2.03477e-17j 0.00369363+4.58331e-17j 0.00119562+2.08841e-17j -0.00266792-3.66051e-17j -0.00200945-1.41783e-17j -0.000201009+1.95662e-17j 6.29549e-07-2.47376e-17j 0.00375827+5.73315e-17j 0.000863922-1.47315e-17j 0.00086847+4.40001e-17j -0.00573042-7.61222e-17j -0.00356657-6.11513e-17j -6.85961e-05-6.08762e-17j 0.00265246+4.26531e-17j -0.00180627-7.1719e-17j 0.000841687+1.34151e-17j -0.000685699-5.74907e-18j 3.69419e-05+1.99361e-17j -0.000901019+1.49732e-17j -0.00130035-5.05977e-17j 0.00328169-1.11445e-15j 0.00181941+1.86224e-17j 0.00319371+3.35588e-17j 0.000451638+5.39724e-17j 0.000231426+8.76699e-18j -0.00306283-3.42079e-17j -0.000987567-5.11729e-17j 0.00449779+1.31368e-16j 0.00235754-2.96938e-17j 0.000769511-2.00615e-16j 9.43158e-05-1.91363e-16j 0.00165609+2.54455e-15j 0.00112215-3.29995e-17j 0.000546782-1.05125e-17j 0.00236214+4.36267e-17j -0.00155621-9.43043e-18j -0.00251096+4.2537e-18j -0.00182309-1.97091e-17j 0.00735238+4.07961e-17j 0.00381837+7.30284e-17j 0.000821271-1.89266e-17j 0.000938185+1.69451e-17j -0.00219638+1.69653e-16j 0.00264048+3.87847e-17j -0.000272416-1.10282e-17j 0.000872123+6.40817e-18j -0.00177456+2.12448e-17j -0.00558359-6.42865e-17j -0.00248183-5.1626e-17j 0.00210012+2.17814e-17j 0.00209891+1.68372e-17j -0.00356532-4.51612e-17j -0.00271803-3.86118e-17j -0.00348525-4.12574e-17j 0.0027497+2.42752e-17j -0.00451285-5.3303e-17j 0.00468148+5.69487e-17j -2.44747e-05-1.63974e-18j 0.00611652+7.2612e-17j -0.00218991-2.64518e-17j 0.00448907+5.5541e-17j 0.0022197+2.80929e-17j 
0.0015049-4.0596e-17j -0.00305299+9.07133e-17j -0.00151591+3.81406e-17j -0.00468458+1.15174e-16j -0.000119508+3.19783e-18j 0.00326757-7.8855e-17j 0.00351221-8.02759e-17j -0.00401125+4.44091e-17j -0.00328621+3.78053e-17j -0.000194023+1.98759e-17j 0.000324346-2.5719e-17j -0.00253463+7.31086e-17j -0.00106619+1.54421e-17j 0.00126979-6.1456e-17j 0.00281683-1.86468e-17j 0.00285183+3.48663e-17j -0.00192062-2.2128e-17j -0.000790867+1.02227e-16j -0.00305644-1.49893e-17j 0.00285531+6.35656e-17j 0.00487679-9.24807e-17j 0.00433933-2.46388e-17j -0.000502401+2.3272e-17j -0.00353784+1.40522e-17j -0.00123063-5.40137e-17j -0.00176378-7.69598e-18j 0.00117605-1.73377e-18j 0.00045865-1.43203e-18j 0.00169742-1.25542e-17j 0.00254385+2.59086e-17j -0.00200066+7.45374e-16j -0.00055705+5.15089e-17j -0.00350431+4.17339e-17j 0.00201936+2.50639e-17j -0.000862499-1.2285e-17j 0.00482811-1.08593e-17j -0.0027406-6.19632e-17j -0.00284009+4.95323e-17j -0.00234471+6.72793e-17j 0.000407459+1.55987e-16j -0.00110841+9.45729e-17j -0.000984015-1.44053e-15j -0.00206926+2.48823e-17j -0.00434882-5.48278e-17j -2.48141e-05+6.88157e-17j 0.00174479-2.36743e-17j 0.000714676-8.96383e-17j 0.0031771-1.06292e-18j -0.00622115+1.52606e-16j -0.000240541+1.05952e-16j -0.00130532+1.91421e-17j 0.000845343+4.38622e-17j 0.00119298-1.6463e-16j -0.000630942+7.12614e-17j -0.000469442-1.34345e-17j -0.000463268+2.24214e-17j 0.000965516-6.52375e-17j 0.00415886-1.07199e-16j 0.000876785-5.2696e-17j -0.000709515+5.80205e-17j -0.00139018+4.78851e-17j 0.00255283-6.80049e-17j 0.00145653-5.87329e-17j 0.00287002-6.10266e-17j -0.00287374+4.13664e-17j 0.00335174-8.60391e-17j -0.00335365+9.0638e-17j 6.53521e-05+1.22285e-18j -0.00446955+1.17795e-16j 0.00158276-4.22421e-17j -0.00300957+9.02997e-17j -0.00152937+4.34959e-17j 
4.74676e-16+7.54607e-17j -9.63797e-16-1.60179e-16j -4.77238e-16-6.8141e-17j -1.47427e-15-2.06032e-16j -3.80215e-17-8.81084e-18j 1.02805e-15+1.4131e-16j 1.10386e-15+1.4189e-16j -1.25117e-15-7.96971e-17j -1.0254e-15-6.86462e-17j -6.58242e-17-4.96652e-17j 1.06154e-16+4.94944e-17j -7.99978e-16-1.31453e-16j -3.34321e-16-3.63863e-17j 4.05771e-16+1.09021e-16j 8.76233e-16+3.54425e-17j 8.75907e-16-6.09275e-17j -5.89071e-16+4.81477e-17j -2.65549e-16-1.7861e-16j -9.42715e-16+3.10562e-17j 8.70432e-16-1.17487e-16j 1.53079e-15+1.80246e-16j 1.35272e-15+7.94707e-17j -1.5367e-16+1.62254e-17j -1.1013e-15-5.13085e-17j -3.66396e-16+1.26249e-16j -5.46113e-16-1.97534e-19j 3.64896e-16+6.70484e-18j 1.40445e-16-1.34564e-17j 5.26122e-16+4.99523e-18j 7.8817e-16+4.84755e-18j -6.33688e-16-1.23096e-16j -1.81978e-16-8.20971e-17j -1.09433e-15-8.07299e-17j 6.1659e-16-7.4506e-17j -2.6595e-16+9.41668e-18j 1.49955e-15+4.06094e-17j -8.34522e-16+1.20898e-16j -8.98583e-16-1.66252e-16j -7.33558e-16-6.56668e-17j 1.20264e-16-5.08545e-17j -3.40535e-16+2.28256e-17j -3.11933e-16-6.27624e-17j -6.4152e-16-7.34382e-18j -1.33716e-15+8.02231e-17j -2.20571e-17-1.24107e-16j 5.44658e-16+3.84035e-17j 2.34553e-16+1.14659e-16j 9.85589e-16+1.65642e-17j -1.95304e-15-2.32167e-16j -9.71283e-17-1.95589e-16j -4.05374e-16-1.06206e-17j 2.53535e-16-7.0746e-17j 3.79329e-16+8.60495e-17j -2.09663e-16-1.23599e-16j -1.42315e-16+2.61611e-17j -1.47421e-16-3.44296e-17j 3.06983e-16+6.9482e-17j 1.3097e-15+1.90504e-16j 2.84095e-16+1.09055e-16j -2.30457e-16-9.30948e-17j -4.39216e-16-7.59557e-17j 8.04777e-16+1.24221e-16j 4.63351e-16+1.06983e-16j 9.0157e-16+1.12036e-16j -8.98214e-16-7.31028e-17j 1.0556e-15+1.54213e-16j -1.05722e-15-1.63068e-16j 2.01936e-17-3.47079e-19j -1.40825e-15-2.1085e-16j 4.98838e-16+7.59298e-17j -9.50512e-16-1.6154e-16j -4.82643e-16-7.88421e-17j 
8.77208e-17+4.30094e-17j -1.84429e-16-9.12954e-17j -8.11819e-17-3.88375e-17j -2.46731e-16-1.17429e-16j -9.53703e-18-5.02181e-18j 1.69909e-16+8.05406e-17j 1.73508e-16+8.08715e-17j -1.23037e-16-4.5424e-17j -1.03858e-16-3.91254e-17j -4.77399e-17-2.83071e-17j 4.92195e-17+2.82097e-17j -1.51719e-16-7.49225e-17j -4.65714e-17-2.07387e-17j 1.15385e-16+6.21376e-17j 6.76789e-17+2.02008e-17j -1.97919e-17-3.47261e-17j 1.98195e-17+2.74422e-17j -1.72855e-16-1.018e-16j -1.00247e-17+1.77007e-17j -7.13426e-17-6.69627e-17j 2.25621e-16+1.02733e-16j 1.26947e-16+4.5295e-17j 8.49653e-18+9.24781e-18j -9.11999e-17-2.92437e-17j 9.97233e-17+7.19568e-17j -2.23135e-17-1.12586e-19j 2.08742e-17+3.82148e-18j -6.51964e-18-7.66961e-18j 2.58573e-17+2.84707e-18j 3.63442e-17+2.7629e-18j -1.37396e-16-7.01597e-17j -8.18803e-17-4.67919e-17j -1.17618e-16-4.60126e-17j -4.26249e-17-4.24653e-17j -2.23329e-18+5.36711e-18j 9.76313e-17+2.31456e-17j 7.58937e-17+6.89069e-17j -1.87297e-16-9.47569e-17j -8.93254e-17-3.74273e-17j -4.1277e-17-2.8985e-17j 6.91259e-18+1.30096e-17j -6.96008e-17-3.57719e-17j -3.26658e-17-4.18567e-18j 1.86082e-17+4.57238e-17j -1.13523e-16-7.07357e-17j 5.69272e-17+2.18884e-17j 1.13562e-16+6.53508e-17j 5.49788e-17+9.4409e-18j -2.89854e-16-1.32325e-16j -1.81437e-16-1.11478e-16j -2.60684e-17-6.05327e-18j -5.39273e-17-4.03222e-17j 9.34659e-17+4.90446e-17j -1.20666e-16-7.04462e-17j 1.79735e-17+1.49107e-17j -3.72206e-17-1.96234e-17j 7.54984e-17+3.96018e-17j 2.25968e-16+1.08579e-16j 1.10483e-16+6.21565e-17j -9.38258e-17-5.30601e-17j -8.67329e-17-4.32916e-17j 1.45351e-16+7.08008e-17j 1.15869e-16+6.09757e-17j 1.38216e-16+6.38559e-17j -1.02747e-16-4.16655e-17j 1.82735e-16+8.78947e-17j -1.90837e-16-9.29422e-17j 5.03479e-19-1.97821e-19j -2.48428e-16-1.20176e-16j 8.91258e-17+4.32768e-17j -1.85125e-16-9.20711e-17j -9.11125e-17-4.49367e-17j 
0.003888+1.5649e-16j -0.00821774-3.17265e-16j -0.00354999-1.36442e-16j -0.010759-4.13033e-16j -0.000439956-2.33369e-17j 0.00739281+2.8374e-16j 0.00748081+2.81303e-16j -0.00470995-1.60237e-16j -0.00401478-1.39483e-16j -0.00236041-1.25469e-16j 0.00238494+1.05622e-16j -0.00675124-2.64756e-16j -0.00195964-8.90312e-17j 0.00539173+2.16875e-16j 0.00235206+7.48814e-17j -0.00212549-1.19491e-16j 0.00176267+1.12245e-16j -0.00851191-3.50238e-16j 0.000683901+7.00473e-17j -0.00475762-2.42461e-16j 0.00960653+3.88533e-16j 0.00478119+2.243e-16j 0.000630108+1.38749e-16j -0.00327039-1.50908e-16j 0.00557049+3.07485e-16j -0.000448835-2.60347e-17j 0.000605268+2.00569e-17j -0.00051211-5.63851e-17j 0.000655639-2.20469e-17j 0.000859744+1.0371e-16j -0.00622914+1.97527e-15j -0.00396068-1.46137e-16j -0.00463167-1.7299e-16j -0.00296511-2.03836e-16j 0.000223386-4.18148e-18j 0.00309392+1.20302e-16j 0.00494501+2.60824e-16j -0.0084474-4.75842e-16j -0.0036414-3.12386e-17j -0.00226585+3.16996e-16j 0.000786309+3.98274e-16j -0.00316703-4.97221e-15j -0.000857656+5.35163e-17j 0.00265061+1.28039e-16j -0.00578369-2.50642e-16j 0.00222269+6.97416e-17j 0.00551582+1.45968e-16j 0.00156303+6.01269e-17j -0.0123587-3.90473e-16j -0.00916515-4.03216e-16j -0.000819778+2.20787e-17j -0.0030827-1.27655e-16j 0.00430319-2.10208e-16j -0.00591112-2.40658e-16j 0.00110085+5.63531e-17j -0.00171826-5.8594e-17j 0.00347523+5.25971e-17j 0.00990508+3.79587e-16j 0.00529532+2.45773e-16j -0.00451066-1.66989e-16j -0.00388245-1.34452e-16j 0.00641913+2.53743e-16j 0.00534338+2.17989e-16j 0.00593095+2.29864e-16j -0.00411943-1.44904e-16j 0.00801445+3.09701e-16j -0.00842719-3.2861e-16j 1.32158e-07+2.6832e-18j -0.0109297-4.22932e-16j 0.00392925+1.52885e-16j -0.00827028-3.23851e-16j -0.00405152-1.59953e-16j 
0.000228428-3.04379e-17j -0.000361637+6.43183e-17j -0.000343077+2.73902e-17j -0.00112539+8.28268e-17j 2.23072e-05+3.65303e-18j 0.000819429-5.68168e-17j 0.00102428-5.69798e-17j -0.00235173+3.20482e-17j -0.00187851+2.7633e-17j 0.000543694+2.04726e-17j -0.000427676-2.00224e-17j -0.000322191+5.28694e-17j -0.000406906+1.49423e-17j -0.000458094-4.37948e-17j 0.001946-1.43232e-17j 0.00335955+2.44416e-17j -0.00236466-1.96634e-17j 0.00187415+7.16501e-17j -0.00310916-1.26372e-17j 0.0041743+4.73666e-17j 0.00166294-7.29928e-17j 0.00264087-3.32191e-17j -0.000670663-8.60055e-18j -0.0023466+2.15664e-17j -0.00288427-5.18174e-17j -0.00153417+5.80917e-19j 0.000928611-2.82482e-18j 0.000592799+5.98488e-18j 0.00140748-1.381e-18j 0.0021472-3.78729e-18j 2.31928e-05+6.02154e-18j 0.000692791+3.26431e-17j -0.00189514+3.26723e-17j 0.00282899+3.10177e-17j -0.000886745-3.33455e-18j 0.00362452-1.70861e-17j -0.00412329-4.89634e-17j -8.89461e-05+6.96236e-17j -0.00110082+2.44348e-17j 0.00108491+1.22493e-17j -0.00129348-1.60715e-17j 4.32412e-05+1.20029e-16j -0.00169781+1.61751e-18j -0.00494098-3.16092e-17j 0.0017595+4.99283e-17j 0.000969306-1.52969e-17j -0.00102274-4.44531e-17j 0.00253088-7.18556e-18j -0.00208931+9.18673e-17j 0.00259739+7.88463e-17j -0.000985067+3.42124e-18j 0.00175196+2.81634e-17j -0.000195348-2.71067e-17j 0.00122401+4.95487e-17j -0.000784534-1.05934e-17j 9.04144e-05+1.36371e-17j -0.000155798-2.62367e-17j 0.000890113-7.6539e-17j -0.000801047-4.43721e-17j 0.000717763+3.70409e-17j -0.00012136+3.01864e-17j 0.00044184-5.00303e-17j -0.00026611-4.3077e-17j 0.000893112-4.51426e-17j -0.00145511+2.93559e-17j 0.000707601-6.20058e-17j -0.000582174+6.55885e-17j 6.19304e-05+7.34345e-20j -0.000868849+8.47686e-17j 0.000289551-3.05376e-17j -0.000304268+6.49409e-17j -0.000201222+3.17324e-17j 
2.77133e-17-5.57727e-17j -6.08408e-17+1.18388e-16j -2.2789e-17+5.03627e-17j -6.74659e-17+1.52277e-16j -4.03635e-18+6.51205e-18j 4.5495e-17-1.04441e-16j 4.23886e-17-1.0487e-16j 5.22556e-18+5.89038e-17j 2.0963e-18+5.07361e-17j -2.95834e-17+3.67073e-17j 2.7616e-17-3.65811e-17j -4.95143e-17+9.71561e-17j -8.51261e-18+2.6893e-17j 5.29198e-17-8.05772e-17j -1.70364e-17-2.61954e-17j -8.03006e-17+4.50313e-17j 5.87138e-17-3.55857e-17j -1.05064e-16+1.3201e-16j 6.37596e-17-2.29535e-17j -1.17187e-16+8.68342e-17j 4.79343e-17-1.33219e-16j -1.00457e-17-5.87365e-17j 1.77233e-17-1.19921e-17j 1.69722e-17+3.79219e-17j 9.97538e-17-9.33103e-17j 2.49929e-17+1.45996e-19j -1.23836e-17-4.95552e-18j -1.52967e-17+9.9456e-18j -2.09229e-17-3.69195e-18j -3.30748e-17-3.5828e-18j -5.1677e-17+9.09799e-17j -4.55357e-17+6.06776e-17j -2.6675e-18+5.96671e-17j -7.72873e-17+5.50671e-17j 1.84176e-17-6.95983e-18j -4.23178e-17-3.00142e-17j 1.17775e-16-8.93554e-17j -6.78287e-17+1.22876e-16j -9.37309e-18+4.85341e-17j -3.89249e-17+3.75864e-17j 3.06533e-17-1.68703e-17j -2.68617e-17+4.63874e-17j 2.46894e-17+5.42778e-18j 1.14189e-16-5.92926e-17j -8.04772e-17+9.17269e-17j 1.61104e-19-2.83839e-17j 6.44981e-17-8.4744e-17j -3.44631e-17-1.22425e-17j -6.26025e-17+1.71594e-16j -1.23961e-16+1.44559e-16j 1.16745e-17+7.84961e-18j -5.81169e-17+5.2288e-17j 3.90523e-17-6.35988e-17j -7.15133e-17+9.13514e-17j 2.37249e-17-1.93355e-17j -1.58256e-17+2.54468e-17j 3.15017e-17-5.13538e-17j 6.48403e-17-1.408e-16j 5.85391e-17-8.06017e-17j -5.05269e-17+6.8806e-17j -2.96695e-17+5.61386e-17j 4.45451e-17-9.18112e-17j 4.89324e-17-7.90705e-17j 3.20914e-17-8.28054e-17j -6.68116e-18+5.403e-17j 5.26997e-17-1.13978e-16j -5.84403e-17+1.20523e-16j -1.15686e-18+2.56525e-19j -7.3667e-17+1.55839e-16j 2.69097e-17-5.61194e-17j -6.23456e-17+1.19394e-16j -2.95671e-17+5.82719e-17j 
0.00171992-6.98921e-17j -0.00371375+1.55713e-16j -0.00148326+6.55134e-17j -0.00443986+1.97847e-16j -0.000225819+5.66308e-18j 0.00302086-1.35471e-16j 0.00293042-1.37804e-16j -0.000739251+7.63003e-17j -0.000711841+6.49981e-17j -0.00148623+3.49184e-17j 0.00142286-4.43719e-17j -0.00303476+1.25623e-16j -0.000677854+2.70081e-17j 0.00288711-1.05519e-16j -0.000130699-3.21462e-17j -0.0031976+5.98143e-17j 0.00237876-3.84822e-17j -0.00530351+1.75372e-16j 0.0023428-2.59818e-17j -0.00498997+1.09401e-16j 0.00353793-1.59678e-16j 0.000586159-4.42698e-17j 0.000737204+3.67974e-17j -5.09633e-05+2.55773e-17j 0.00454476-9.44132e-17j 0.000778261-1.24528e-17j -0.000310803-3.17631e-18j -0.00063007-1.57968e-18j -0.000596836-2.0606e-17j -0.000977997+4.16925e-17j -0.00300768+1.2139e-15j -0.00235164+8.79303e-17j -0.000997437+7.20245e-17j -0.00325725+4.46855e-17j 0.000681789-2.04131e-17j -0.000861701-1.98184e-17j 0.00504696-1.06993e-16j -0.00400075+8.93539e-17j -0.00103628+1.12567e-16j -0.00179142+2.55416e-16j 0.00121573+1.51906e-16j -0.00154954-2.32949e-15j 0.000687865+4.07005e-17j 0.00447439-9.32022e-17j -0.00391852+1.18267e-16j 0.000439888-4.0451e-17j 0.00331253-1.5147e-16j -0.00088868-2.63168e-18j -0.00458391+2.59904e-16j -0.00608589+1.82338e-16j 0.00024432+3.15843e-17j -0.00261601+7.49226e-17j 0.00219393-2.71346e-16j -0.00363283+1.222e-16j 0.00103713-2.31948e-17j -0.000884076+3.82036e-17j 0.00177053-1.09471e-16j 0.00418203-1.84078e-16j 0.00306297-9.13343e-17j -0.00263204+9.90802e-17j -0.00178662+8.17241e-17j 0.00279769-1.1696e-16j 0.00273951-1.00997e-16j 0.0022708-1.04989e-16j -0.00103641+7.10102e-17j 0.00339196-1.47815e-16j -0.00367151+1.5575e-16j -4.00575e-05+1.99947e-18j -0.00468807+2.02357e-16j 0.00170014-7.25837e-17j -0.00377616+1.55118e-16j -0.0018161+7.47744e-17j 
2.15837e-16-9.24288e-17j -4.54705e-16+1.96197e-16j -1.98729e-16+8.34631e-17j -6.03342e-16+2.5236e-16j -2.38308e-17+1.0792e-17j 4.15141e-16-1.73085e-16j 4.22484e-16-1.73796e-16j -2.87006e-16+9.76177e-17j -2.43093e-16+8.40819e-17j -1.22636e-16+6.08328e-17j 1.25408e-16-6.06236e-17j -3.7387e-16+1.61011e-16j -1.12378e-16+4.45681e-17j 2.89777e-16-1.33536e-16j 1.52823e-16-4.34121e-17j -7.51063e-17+7.46277e-17j 6.74726e-17-5.89741e-17j -4.43304e-16+2.18772e-16j -7.97127e-19-3.80394e-17j -2.09294e-16+1.43905e-16j 5.46814e-16-2.20777e-16j 2.94468e-16-9.73404e-17j 2.62692e-17-1.98739e-17j -2.08069e-16+6.28457e-17j 2.69709e-16-1.54638e-16j -4.34749e-17+2.41951e-19j 4.45926e-17-8.21248e-18j -2.07624e-17+1.64822e-17j 5.32465e-17-6.11845e-18j 7.35342e-17-5.93756e-18j -3.41012e-16+1.50776e-16j -2.08481e-16+1.00557e-16j -2.77097e-16+9.88827e-17j -1.2764e-16+9.12594e-17j 1.32508e-18-1.15341e-17j 2.14129e-16-4.97408e-17j 2.20189e-16-1.48083e-16j -4.63932e-16+2.03636e-16j -2.13063e-16+8.04326e-17j -1.10794e-16+6.22896e-17j 2.71618e-17-2.79581e-17j -1.72991e-16+7.6875e-17j -6.78885e-17+8.99514e-18j 8.44133e-17-9.8262e-17j -2.95235e-16+1.52013e-16j 1.33713e-16-4.70389e-17j 2.89626e-16-1.40441e-16j 1.1679e-16-2.02888e-17j -7.02853e-16+2.84372e-16j -4.70194e-16+2.39569e-16j -5.70405e-17+1.30087e-17j -1.47339e-16+8.66538e-17j 2.33369e-16-1.05398e-16j -3.08808e-16+1.51391e-16j 5.066e-17-3.20436e-17j -9.30316e-17+4.21714e-17j 1.88492e-16-8.51056e-17j 5.5366e-16-2.3334e-16j 2.80274e-16-1.33576e-16j -2.38307e-16+1.14028e-16j -2.14215e-16+9.30351e-17j 3.57146e-16-1.52153e-16j 2.89491e-16-1.31039e-16j 3.35953e-16-1.37228e-16j -2.43616e-16+8.95406e-17j 4.47825e-16-1.88889e-16j -4.68896e-16+1.99736e-16j 7.69499e-19+4.25123e-19j -6.09539e-16+2.58262e-16j 2.18849e-16-9.30033e-17j -4.56878e-16+1.97864e-16j -2.24461e-16+9.65705e-17j 
0.00393777-4.30867e-17j -0.00830907+1.06431e-16j -0.00361081+4.3795e-17j -0.0109531+1.31931e-16j -0.000440081-5.36535e-20j 0.00753146-9.00287e-17j 0.00764342-9.4015e-17j -0.00500749+5.05635e-17j -0.00425398+4.20819e-17j -0.00231259+5.79798e-18j 0.00235054-2.52678e-17j -0.00682914+8.2938e-17j -0.00201808+7.15034e-18j 0.00537214-7.14982e-17j 0.00258887-1.8851e-17j -0.00175429+4.16753e-17j 0.00150302-1.50479e-17j -0.00834938+1.22224e-16j 0.000332562-1.20678e-17j -0.00430927+6.82716e-17j 0.00985509-8.81229e-17j 0.00511222+1.4346e-17j 0.000557257+9.62409e-17j -0.00355858-1.53789e-17j 0.00527458-2.62412e-17j -0.00062698-2.56108e-17j 0.000715126+2.3477e-18j -0.000447444-2.09053e-17j 0.000820556-3.53827e-17j 0.00111048+9.12493e-17j -0.00626436+2.30941e-15j -0.00390556+7.10847e-17j -0.00487652+4.05011e-17j -0.00265968-6.9734e-18j 0.000123354-2.91777e-17j 0.00352716+1.30379e-17j 0.00450363-5.88861e-17j -0.00850894-3.66453e-17j -0.00378941+1.42839e-16j -0.00215558+4.5312e-16j 0.000643196+3.39254e-16j -0.00318134-4.82483e-15j -0.001057+7.32034e-17j 0.00210178-8.42805e-17j -0.00561768+7.76191e-17j 0.00234704-3.18653e-17j 0.00543242-1.57633e-16j 0.00186191+1.64173e-17j -0.0126727+2.23908e-16j -0.0089239+1.14084e-16j -0.000937395+5.03373e-17j -0.00290113+5.95256e-17j 0.00430702-4.39284e-16j -0.00580711+8.62937e-17j 0.00101784-1.28291e-17j -0.00171837+3.2514e-17j 0.00347855-1.31519e-16j 0.0100671-1.24313e-16j 0.00523593-4.25769e-17j -0.00445602+7.93261e-17j -0.00391994+6.65234e-17j 0.00650869-7.48088e-17j 0.00534545-6.4972e-17j 0.00606914-6.64563e-17j -0.00431086+4.84626e-17j 0.00814409-9.8196e-17j -0.00854501+1.02707e-16j 7.21404e-06+3.61423e-18j -0.0110955+1.34777e-16j 0.00398625-4.79497e-17j -0.00835536+1.0343e-16j -0.00409916+4.85809e-17j 
-0.000287759-4.22949e-17j 0.00058487+8.88997e-17j 0.000288653+3.79053e-17j 0.000891314+1.1464e-16j 2.32858e-05+5.23684e-18j -0.000621336-7.8654e-17j -0.000666314-7.87648e-17j 0.000748302+4.43724e-17j 0.000613562+3.83059e-17j 4.32526e-05+2.9161e-17j -6.71393e-05-2.79167e-17j 0.00048533+7.3215e-17j 0.000201241+2.11939e-17j -0.00024979-6.05622e-17j -0.000522321-1.99465e-17j -0.000513895+3.37449e-17j 0.000344996-2.77167e-17j 0.000172633+9.89208e-17j 0.000556041-1.77391e-17j -0.00050582+6.57804e-17j -0.00092261-1.01895e-16j -0.000808465-4.80482e-17j 8.96856e-05-1.52874e-17j 0.000657062+3.13803e-17j 0.000206357-7.34524e-17j 0.000323667+1.62071e-18j -0.000216826-4.12052e-18j -8.20845e-05+9.22036e-18j -0.000312229-8.90193e-19j -0.000467517-8.23589e-18j 0.000386065-6.24449e-17j 0.000114861+4.45934e-17j 0.000655442+4.55765e-17j -0.000359053+4.46663e-17j 0.000156809-3.8808e-18j -0.000892165-2.48875e-17j 0.000484246-6.83575e-17j 0.00054674+1.00906e-16j 0.000440347+3.06217e-17j -6.69298e-05+3.60933e-18j 0.000199866-3.34731e-17j 0.000190226+3.20503e-16j 0.000380819+6.51568e-20j 0.000785604-4.27056e-17j 2.36733e-05+6.91639e-17j -0.000326068-2.09414e-17j -0.0001488-5.88549e-17j -0.000585517-1.08029e-17j 0.00117729+1.24765e-16j 7.42697e-05+1.09484e-16j 0.000241149+3.35382e-18j -0.000144213+3.85293e-17j -0.000232157-2.53275e-17j 0.000134813+6.83529e-17j 8.21074e-05-1.47867e-17j 9.03091e-05+1.85428e-17j -0.000187867-3.35524e-17j -0.000792457-1.05863e-16j -0.000177682-6.22797e-17j 0.000144531+5.06423e-17j 0.000266786+4.12131e-17j -0.000487556-6.93966e-17j -0.00028374-5.97344e-17j -0.000543879-6.2649e-17j 0.000538564+4.05787e-17j -0.000638768-8.58389e-17j 0.000640484+9.08345e-17j -1.1938e-05-5.99162e-21j 0.000852601+1.17335e-16j -0.000302119-4.2288e-17j 0.000577113+8.98843e-17j 0.000292769+4.39809e-17j 
