-0.00858665-0.00430495j 0.0212634+0.0601378j -0.0153597+0.0400608j -0.0115081-0.0408019j -0.00988909+0.0108309j -0.00766419+0.0599436j 0.0135236-0.0441131j 0.0283994-0.00194668j -0.0143369+0.0077742j -0.0267719-0.0100464j -0.0326022+0.0752126j 0.00989977-0.0293613j -0.0251699-0.053527j -0.0336703+0.0239015j -0.0230768-0.0216689j 0.0164265-0.0134779j 0.00690541+0.0250971j 0.00349732+0.0148751j -0.0524765+0.0323919j 0.0189994-0.0115863j -0.00736108+0.0221711j 0.0269417-0.0326636j 0.0128487-0.0155493j 0.0170151+0.00588111j -0.028769+0.0413418j 0.00116055+0.0159479j -0.00436421-0.0160531j -0.0020566-0.0370957j -0.0262841+0.00643381j 0.0347142-0.0110575j 0.0191107-0.0034247j 0.0204125-0.0158436j 0.0119201-0.00165667j 0.00743193-0.0158668j 0.00918988+0.0133435j -0.00358492-0.0126733j 0.0159506-0.0115203j -0.0081208+0.0129909j 0.0161065+0.0110781j -0.00146056-0.0153798j -0.0304733+0.0172969j 0.0209795+0.0215173j 0.00798866+0.00312419j -0.000154153-0.00235988j 0.0136757+0.0287304j -0.0412473+0.0161127j 0.0201076+0.00331719j 0.0121188-0.012528j -0.0308622+0.0358366j -0.0094273-0.00159852j 0.00243577-0.00525596j 0.00077374+0.0270508j -0.0319615-0.0029145j 0.00806921+0.040933j 0.0361129-0.00923673j -0.0325496-0.0221792j 0.00021848+0.0187503j 0.00781146-0.0517493j -0.0217179+0.0243347j 0.0652635-0.0117158j -0.0226196-0.00390486j -0.00588848+0.0481693j 0.00430363-0.0121027j 0.0354349-0.0414284j -0.0369025+0.0195681j -0.0287139-0.00738425j 0.0101177+0.0183834j -0.0370209+0.0486986j 0.00929373-0.0497666j 0.0286747-0.0245691j -0.0953242+0.0856051j 0.0720541-0.11106j 0.0947692-0.0598857j 0.0197048-0.030395j 0.0637552+0.063407j -0.0867999+0.0487663j -0.0949452+0.0214628j 0.0549433-0.0172627j -0.0339557+0.0531879j -0.109263+0.187732j -0.0262075+0.00410873j -0.0371854+0.0592848j -0.183934+0.000481704j -0.187465+0.186024j -0.0447358-0.0424905j 0.0250668+0.0184369j -0.0839585+0.0848743j -0.0584731+0.021277j 0.0249957-0.0450456j -0.0516861+0.0195863j 0.00313484-0.017985j 0.0404357-0.0376552j 0.0343463-0.0618901j 0.000207926+0.00388811j -0.1033+0.177674j -0.12148-0.0316865j 0.1183-0.168798j -0.085943+0.0182819j 
0.00660321+0.0166893j -0.00127351-0.0149073j -0.00679844-0.0230776j 0.0203885-0.0354572j 0.0207712+0.000468491j 0.0123453+0.024929j 0.0418209+0.0838855j -0.0268941+0.0122521j 0.0426599-0.0348482j 0.058802-0.00422255j -0.00491891-0.0334754j -0.00268162-0.0145108j -0.048651+0.0861497j -0.0129106-0.029174j 0.0140609-0.0201253j -0.0280668+0.0763141j -0.0579408+0.0772001j -0.0794786-0.0524907j 0.103145-0.0242814j -0.0117468-0.0438405j 0.118602-0.173869j 0.0582472+0.124086j 0.0188891+0.0487148j -0.0464189-0.112407j 0.101958-0.00689474j 0.00179317+0.140031j -0.0272201+0.0443498j -0.0255417-0.0669099j -0.0219127-0.0127614j 0.00709424+0.0401138j -0.0225579-0.115078j -0.0377407-0.0889073j 0.00691002+0.0503677j -0.0022421-0.0700779j -0.0596493+0.025626j 0.0848546-0.0265877j -0.111022+0.0393831j 0.0464483-0.039837j -0.00892807-0.0429376j 0.0489915-0.00230704j -0.0989474+0.0476754j -0.0299627-0.0662363j 0.0875384-0.00915457j 0.0342257+0.073335j -0.03738-0.116017j -0.00532793-0.00226232j -0.0511703+0.0638715j -0.00965905+0.0719935j 0.0048338+0.0395979j -0.0132875+0.0144584j 0.0115194+0.0345522j 0.000674279+0.0183059j -0.00920506-0.118997j 0.0174964+0.0562789j -0.0228587+0.0742894j 0.0318038+0.00836035j -0.0408609+0.0346896j 0.0037059-0.00350609j -0.00245292+0.0127925j 0.0182941-0.0642566j 0.0444582-0.0186708j -0.0123199-0.00306596j 0.00205581-0.00383787j 0.0702037+0.00453489j 0.00358482-0.0252981j 0.0417127-0.0134518j 0.0130157+0.0327981j -0.0111393-0.0152302j -0.0337132+0.0114101j -0.0101614-0.0108167j 0.00348547-0.00903062j -0.0637479+0.0157037j -0.00172199+0.00905807j 0.0124608-0.0112183j 0.0253962+0.0221874j 0.0169036+0.021433j -0.0078655+0.0239772j -0.0207607+0.0106791j -0.000422703-0.00198621j -0.00449906+0.00601591j -0.0246611+0.00341852j 0.00903379+0.00976844j -0.010407+0.0209296j -0.0142782-0.00107534j -0.0131831+0.00840248j 0.00395963+0.0382057j 0.00360238-0.00627976j 0.00911069-0.0126619j -0.021621-0.0231864j 0.0073119-0.0152354j -0.0070977+0.00338415j 0.0157148-0.00504918j 0.0152204-0.0221646j -0.0196812-0.00226976j 0.0167809-0.00584144j 0.00208737-0.0153178j 0.00446163-0.00193224j -0.00704792+0.00731536j 
0.0106361-0.0143052j 0.00282894-0.010473j -0.0198366-0.076373j 0.0645048+0.0116415j 0.00884482-0.0605398j -0.0897885+0.0135639j 0.0309817-0.0349146j -0.00586383+0.0529137j -0.0667836+0.0306855j 0.00355749-0.0482692j 0.0102599-0.0694229j 0.0158381-0.0206601j 0.00599899+0.0655169j -0.042384-0.0229497j 0.151523+0.00642086j 0.00799582-0.00754249j 0.072517-0.0254713j -0.0604598+0.0172733j 0.0495119-0.133393j -0.0406322+0.00344848j 0.0518395+0.0579828j 0.127301+0.111852j -0.0469524+0.0138619j 0.0818296-0.0302669j -0.0347069-0.0848916j -0.21973-0.0468319j 0.0841166-0.0721957j 0.0668396+0.00952107j 0.14213+0.0286967j -0.0296587-0.00706448j -0.189638+0.0987087j -0.0353237+0.069708j -0.0691443+0.0449475j 0.000735158-0.0647707j 0.122018-0.0213685j -0.0541921-0.0508634j -0.0914321+0.0371839j 0.0929731+0.0178659j -0.0196116+0.0743583j -0.0818343+0.0965327j -0.107927+0.0460408j -0.00118+0.0471467j 0.046465-0.0257197j -0.0349699+0.10145j -0.0505849+0.00512711j -0.0548386-0.0192952j -0.0700335+0.0377839j -0.0815793-0.0501399j 0.0110453-0.00937114j 0.0837727+0.017733j 0.0245763-0.050377j -0.0834855+0.0162365j -0.0506072-0.0216791j 0.0538193-0.0323848j -0.0304774-0.00522291j -0.0134699+0.0326836j -0.0693002+0.0106152j -0.0237832+0.0241649j 0.0215298-0.0115926j 0.094693+0.0487967j 0.0463046-0.000381948j -0.0600212+0.0131297j 0.000867318+0.0028193j 0.0588585-0.0063063j -0.0177107+0.0179445j -0.0102731+0.00674141j 0.0158343-0.00105795j -0.0624717+0.00720237j 0.0339474-0.00728437j 0.0111969+0.000510678j 0.00577041-0.0285889j -0.00767345+0.0212609j -0.0262001-0.00395101j 0.0246216+0.000203409j 0.0374624+0.00857809j 0.00875476-0.0121959j 0.0152645-0.0294288j 0.0196703+0.0126565j -0.0300001+0.00795385j -0.0314781-0.00346599j -0.0113409-0.0156952j -0.0256937-0.00142184j 0.0211623+0.0134387j -0.0256251+0.0172185j -0.00505048+0.01239j -0.00987371+0.0111975j 0.0258808-0.0217194j 0.00884335-0.00284091j -0.0195499-0.0102146j 0.0105007-0.017029j 0.00883614-0.0139176j -0.00913662+0.0167183j 0.0410345+0.00438832j -0.0219298-0.0113062j -0.00469642-0.00564236j -0.0132675-0.00913927j 0.0161107-0.00333848j 0.0112797+0.00995809j 
0.00834111-0.0199113j -0.0300457-0.0406395j 0.02092+0.0316549j -0.0215008-0.0200923j 0.0299025-0.0478286j -0.0668177-0.0404284j -0.0156689-0.0464626j 0.0653983-0.0731913j 0.0681777+0.00422862j 0.0088154+0.00431338j 0.00294144-0.0466828j 0.069241+0.054677j -0.00766785+0.0574842j 0.00251126+0.0446022j -0.00620065-0.0975828j -0.0548727+0.15826j -4.05734e-06+0.00842371j -0.0377745-0.0187557j -0.0416084+0.0214495j 0.110545-0.0150491j -0.0131864-0.0484427j -0.0716286-0.141706j -0.022737+0.0196222j 0.0708172-0.109144j 0.0329183-0.0419734j -0.101259-0.0288235j 0.0548395-0.0626946j 0.047111-0.0461297j -0.0408222+0.000804832j 0.0310995+0.0524148j 0.0180267-0.0620062j 0.0639169+0.106687j -0.0588402+0.0650496j -0.0608299-0.0064775j 0.0188391-0.0106561j 0.00821632-0.0139306j 0.0234071-0.0449573j 0.0556287+0.0762581j -0.00556158-0.00174718j -0.0551385+0.12619j -0.0217862-0.0265431j 0.0476917-0.000870452j -0.0526385+0.0156369j 0.0520324-0.0258451j -0.060679-0.0585956j 0.0182969-0.0101268j 0.058357+0.0884631j -0.0103428+0.0592749j 0.0310169+0.00422913j -0.0190824+0.0569004j 0.0262572-0.00511078j -0.01484+0.0523422j -0.00624956-0.0313729j -0.0401224+0.0146476j -0.0133148+0.0530927j -0.015686-0.00924877j -0.0178606+0.0286728j -0.0194786-0.0198205j 0.018875+0.0046932j 0.013934-0.0676314j -0.0189744+0.0607981j 0.0187029-0.030012j -0.00999055+0.0256761j 0.00318258+0.0142676j -0.0245087-0.0203417j -0.0354529-0.00293635j 0.027355+0.0245481j -0.00840831-0.0272202j -0.0183077+0.00987109j -0.0103327-0.0451811j 0.00249645+0.0136837j 0.0187234-0.0277273j -0.0233256+0.00381986j 0.00775411-0.0365181j 0.000211386+0.013158j -0.0239745+0.0228225j -0.0326401+0.00216178j 0.024101+0.0112488j -0.0090712+0.00711957j 0.00765707-0.00734652j -0.000912652+0.0178894j -0.00886959+0.005897j 0.00617696-0.0315268j -0.0190158+0.0191435j 0.00149659-0.0118391j 0.0172989+0.0225j -0.00661126-0.0208175j -0.0207956-0.0170114j 0.00491128-0.017909j 0.0163411+0.0107978j -0.0124246+0.0349122j -0.00401708+0.00196324j 0.0144399+0.00814712j 0.0150493-0.015547j -0.00154748-0.0070215j -0.00995156+0.0200978j 0.0034191-0.01298j 0.00121204-0.0135351j 
0.0182442+0.028762j 0.0140891-0.000672673j 0.0162486-0.00715408j 0.0252681+0.000903136j 0.00244448+0.0469481j 0.0286377-0.0448081j 0.083174+0.0134036j -0.00316138+0.0529208j 0.0433199-0.0604121j -0.0567396+0.0156886j 0.0674806+0.0314388j 0.00638642+0.0541162j 0.0493584-0.00792871j 0.0206077+0.00770197j 0.033355-0.0359263j 0.030668+0.0470977j -0.0851485+0.0709951j -0.00821124+0.06632j 0.0287209-0.0459451j -0.121501-0.0882726j -0.00217888+0.144742j -0.0540014+0.0627076j 0.043205+0.142854j 0.0308605-0.119432j 0.100401+0.145783j -0.0111611-0.106103j 0.031302+0.0286877j 0.131894+0.0664136j -0.000731975-0.104532j 0.047019-0.00457516j 0.103921-0.107375j -0.0412239+0.126158j 0.0715498+0.104292j -0.00531615+0.0431334j -0.0299248-0.108476j -0.131799+0.018568j 0.0440889-0.0899093j 0.0110646+0.125913j -0.0354051-0.0208218j 0.00817361+0.0206522j 0.022416-0.0464735j 0.0324142+0.02052j -0.0701786-0.0360057j -0.045724+0.0453151j 0.0105818-0.0132734j 0.00324863+0.0336003j 0.0267996+0.0124338j 0.0179475-0.029523j -0.0392009-0.0273496j -0.0158189+0.00395193j 0.0125147-0.0760177j -0.0246953-0.0447734j 0.010511+0.021252j 0.000122598-0.018274j -0.00722544-0.000257459j -0.0166264-0.0192248j -0.00398954+0.0193916j -0.0132477+0.0368818j -0.0140404+0.00305747j -0.0196594+0.00330167j 0.0246268+0.0319857j -0.0106001+0.0357666j 0.0218038-0.0161992j -0.0167541-0.0100821j 0.0303651+0.0115838j 0.0180069-0.0264531j -0.0172701-0.0142927j 0.027965+0.00478317j -0.0399317-0.0221547j -0.00288309+0.0065308j 0.0247755+0.00763349j -0.0327327-0.0250357j -0.000602052-0.00125012j 0.00742545+0.00658502j -0.00804646-0.00377295j -0.010482-0.00304189j 0.00491642+0.0124989j -0.011373-0.00598812j 0.0116032-0.0251094j 0.0133615-0.00621601j 0.00736069+0.00528891j 0.0283447+0.000781384j -0.0136488+0.0275292j 0.00836161-0.00411398j 0.0079318+0.026511j -0.0144706-0.00299538j 0.00472712-0.00435627j -0.0177265+0.00768381j 0.00150111+0.0282063j -0.0137912+0.00342714j 0.00704049-0.012301j -0.00787607-0.00415762j -0.00696365-0.0050664j -0.00971248+0.00178079j 0.0237179+0.0143999j 0.00703815-0.0119905j 0.0071592+0.0131727j -0.00932359+0.0162749j 
0.00563575-0.0048955j -0.0328664+0.0021611j -0.0604159+0.0258616j -0.00443843-0.0609762j -0.0449122-0.00983233j -0.0640421+0.0882909j -0.036459-0.0257625j -0.00924284+0.0697702j -0.0309294-0.0540008j 0.0216959-0.0291035j -0.0181922-0.0717284j 0.03637+0.0877393j 0.0315941-0.00463752j -0.027922-0.0711287j 0.151025-0.0731109j -0.0107135-0.137811j -0.0839376+0.167713j -0.151139-0.101534j -0.0818707-0.121636j 0.115944-0.0511311j -0.0491932-0.0955498j 0.0160671-0.105122j -0.072518-0.0262371j -0.0379126-0.104798j -0.126001+0.0118812j -0.0776912-0.0610012j 0.0667133-0.0139019j 0.0342115+0.00818081j -0.0268962+0.0208556j 0.000439087-0.106791j 0.0115829+0.116986j 0.016261-0.0482682j -0.0541282-0.0176822j 0.0338357+0.0176236j 0.0461174-0.0430031j 0.0512632+0.0264944j -0.0167094-0.0298396j -0.0867478-0.0151156j -0.0049995+0.0125677j -0.00845428+0.0117359j -0.0166013-0.00938664j -0.0220293+0.0286146j -0.0554736+0.0157089j 0.00337632-0.0413724j -0.0265089+0.0648395j -0.0158775-0.0297964j -0.134126+0.0060337j 0.0415324+0.00379555j 0.00299585+0.00263195j 0.00700387+0.00683446j 0.0480183+0.0113094j -0.0143684-0.0214145j 0.0473282-0.0190272j -0.0537662-0.0344268j -0.0504437+0.0324291j 0.0365247+0.0161498j -0.0271158-0.000748065j -0.0644075+0.0179846j 0.0188755+0.016728j 0.0474195-0.018413j -0.0159838+0.0690393j -0.0458562+0.00412564j 0.00937489-0.00466663j 0.0534694+0.0115214j -0.0210066+0.00167796j 0.0357918+0.00933243j -0.022334+0.0109518j 0.0225047-0.0157578j -0.00473886-0.0186264j -0.0394447-0.00547154j 0.0374483+0.022445j -0.0341945-0.0420369j -0.0261775+0.0067959j 0.0365163-0.0149464j -0.052058-0.0042446j 0.0102817+0.0151154j -0.00809004+0.00662388j 0.00783111-0.0194977j -0.0116899-0.0145732j 0.0178849+0.00134207j -0.0293635-0.0149349j 0.00508892+0.0171923j -0.00123318+0.0142481j 0.021935+0.0301684j -0.00729346+0.00421136j 0.00406144-0.0104094j 0.00435507-0.00318738j -0.00199319+0.00509664j -0.00399618-0.00487284j 0.0227106+0.0115804j -0.0257253+0.00997082j 0.025639+0.012505j 0.0393354-0.00283156j 0.0117927-0.0201816j -0.0058027+0.0131508j 0.0328128+0.00489917j 0.00191109-0.0171305j 0.0104902+0.0105631j 
-0.012718-0.0213477j -0.00566016+0.0205157j 0.00393053-0.0543061j 0.103794-0.0103173j -0.0427767-0.0422713j -0.00857838+0.0357792j -0.0252171+0.0384585j -0.0574827-0.0481241j 0.0236203-0.0479681j -0.0327824-0.0144323j 0.0264548-0.0320247j 0.0823473-0.00731192j -0.0165061-0.0869345j 0.0118576+0.0135467j 0.113076-0.0540848j -0.00617681+0.0441318j -0.0450676-0.132226j 0.0438452-0.0865563j 0.120476+0.0289546j 0.00872139-0.0299481j 0.115135+0.0213221j -0.0721376-0.0475256j -0.107059+0.0729943j 0.0308683+0.00243045j -0.133268-0.00951867j -0.0613592+0.121039j -0.00577403-0.117658j -0.0680281-0.00646714j 0.0687524+0.036762j -0.0790035-0.0147869j -0.0514592-0.000310269j -0.0125673+0.0289333j -0.0224766-0.0960799j 0.0891106+0.0100886j 0.0167041+0.00213452j -0.0364907-0.0492311j 0.0460017+0.00381977j -0.0374004-0.0543559j 0.0687479+0.0179253j -0.0764106+0.0571026j 0.00601229+0.0325384j -0.0602133-0.0103695j -0.0199881+0.0133821j 0.00210246+0.0133588j 0.00868276+0.0907839j -0.0162597-0.00269041j 0.0707825+0.00385283j 0.0224823+0.0247769j -0.0200662+0.0245301j -0.00139389-0.000637509j -0.00555722-0.0372087j -0.00699515-0.00350059j 0.0220126+0.0056961j 0.0395601-0.0171895j 0.0502951+0.0108954j 0.0350362-0.0584963j -0.0105045-0.00992225j 0.0283169-0.00768205j 0.0180152-0.00355815j 0.0108599+0.00017877j 0.0214802+0.0485452j 0.0500202+0.0201858j 0.0169315-0.0240126j -0.0179224-0.0117022j 0.00603244+0.0330436j -0.00761608-0.0372952j -0.0434831+0.0247217j 0.00217488+0.00310046j 0.000437728-0.0371388j 0.0486396+0.0343625j -0.020592-0.0186648j -0.00583019-0.0185932j 0.0145019+0.0104452j 0.0095186+0.0129747j 0.0149504+0.0221636j -0.0150545-0.0086381j 0.00927429+0.0124515j -0.0034587-0.024765j -0.016809-0.0332008j -0.00998849-0.0224669j 0.0130797-0.00326054j -0.00631974-0.00447098j 0.0208342+0.0236422j 0.00437009-0.015842j 0.0300942+0.0174102j -0.0168609-0.00209962j -0.0109649-0.0131893j -0.0123229+0.018411j -0.0070573+0.0349107j -0.0205752+0.0065985j 0.0111116+0.00111844j 0.00350812-0.011166j -0.00961071-0.00764971j -0.0195706-0.0174315j 0.0108488+0.0238426j -0.0142245-0.0236318j 0.0146214+0.0204751j 0.00122961+0.0164286j 
-0.0402662-0.00304569j 0.0264891+0.0362708j -0.0710396+0.0236428j -0.0333136-0.0619299j 0.0188328-0.0641591j -0.0559098-0.00746174j 0.0188756+0.0668439j -0.0613979-0.0179434j 0.0191851-0.10185j -0.119206-0.0251195j -0.0594311+0.00247513j 0.0389756+0.0686091j -0.036804-0.0494531j -0.0373446-0.0399987j 0.119982+0.00404729j 0.00248378+0.121651j -0.0470571+0.117618j -0.0975475-0.134536j -0.0714936-0.0541985j -0.0648483-0.0790304j 0.133066+0.0422785j -0.0251959-0.053391j -0.155577-0.0929259j -0.237362-0.03308j 0.124682+0.00949673j -0.0591782-0.0452489j 0.1527-0.0755562j -0.0438856+0.0224813j -0.0702447-0.0874613j -0.0182018-0.0466391j -0.0505442-0.177396j -0.0259749-0.0393641j 0.0501761-0.0125011j -0.00863094+0.0515161j 0.0355909+0.000395551j -0.00257521-0.0214976j -0.0138469-0.0658421j -0.0760814+0.0429081j 0.0115985-0.0389974j 0.0079597-0.0435829j 0.0396198+0.0301303j -0.0382346-0.00900789j -0.113003+0.0685512j -0.0677949-0.0110623j -0.0110301+0.0181565j -0.017615-0.00597959j -0.0529826-0.0257694j 0.043903+0.010885j -0.0392019+0.0205122j 0.0496229+0.00128865j -0.0183094-0.0467059j -0.0234512-0.110634j -0.0225274-0.0355843j 0.0208033+0.0065584j 0.00660354+0.0408302j 0.0937129-0.0241427j 0.0270956-0.00434777j 0.0638005-0.00619782j 0.00102884+0.0256819j 0.0339359+0.0383434j 0.00991771-0.0354732j -0.0165429-0.0143533j 0.00570738-0.0257293j -0.00910538+0.00728537j -0.0245195-0.00203542j 0.0261518-0.0095611j -0.00150646-0.00434652j -0.0409871-0.0323686j 0.0287476+0.0204101j 0.0163119-0.0235355j -0.00746381-0.00552138j 0.000117993+0.0265767j 0.025576-0.0100029j 0.000644048-0.00820378j -0.0175615-0.000138698j 0.011159-0.0197583j 0.0279274-0.00215105j 0.0127132+0.00292617j -0.00712459-0.00700746j -0.0263883+0.0267696j 0.00733785-0.0136993j -0.00738207-0.0334127j -0.00316885+0.00296252j 0.00407516-0.00222667j -0.00799756-0.00684178j 0.0196208-0.0132885j -0.00146106+0.0158697j 0.0360499-0.0122119j -0.0222383-0.00960898j -0.00967066-0.0148864j -0.0148255-0.00365215j 0.0239891-0.0179534j -0.00896063+0.0100252j 0.0141735+0.0105993j -0.0322684-0.0126049j 0.00585971+0.00392102j -0.00222451-0.00849312j -0.00263854-0.000435953j 
0.0548641+0.0385192j 0.057-0.0214409j -0.0335742-0.0118877j -0.0102361+0.0106252j -0.0195665-0.0258613j -0.0579794+0.0206611j -0.0389213-0.077746j 0.0420554-0.0100852j -0.104198+0.0725513j -0.0326784+0.0414143j 0.0570662+0.0149121j -0.0802521+0.0581648j 0.0428141+0.0348957j -0.123219-0.0259856j -0.0193936+0.0108984j -0.0309514+0.0094589j -0.0896351-0.0664266j 0.022687-0.0600973j -0.0306208+0.0316463j 0.042881-0.00551482j -0.046056+0.173562j 0.0484708-0.119263j 0.145806-0.101976j -0.15963+0.00596849j -0.0174313-0.0375985j -0.0614103+0.00344819j 0.0417306+0.0796994j -0.0887797-0.047038j 0.0549252+0.0582747j 0.122411-0.0150748j 0.0537574+0.0895496j 0.0175172-0.0208874j -0.0241439+0.0728447j 0.0359985+0.141393j -0.0124199-0.0315074j 0.0897956+0.00653477j -0.0154016+0.0303738j 0.0533316-0.00268926j 0.0294141-0.00582836j -0.00396159-0.0744697j -0.0405352-0.0142517j -0.00405557-0.00595258j -0.0290919-0.0425724j 0.104652+0.0367462j -0.0692965-0.0240564j 0.0336185-0.0400632j 0.0391789+0.00925078j 0.056072+0.0610585j -0.0307574-0.0337023j -0.0656112+0.0378597j 0.029343-0.0448805j 0.00352825+0.00570697j 0.0116654+0.0468414j 0.000936601-0.0395335j 0.0205427-0.011564j -0.0172024+0.142445j 0.03883+0.0178931j 0.000975284+0.0529286j -0.00665616+0.0177969j -0.0773135+0.018556j 0.062389+0.0110511j -0.0365737+0.0401212j 0.0161698+0.00645493j -0.0201187-0.0402156j -0.0184589+0.0151274j -0.0218468+0.0214218j 0.0191937-0.0106972j -0.0418865+0.0187615j 0.0251316+0.0106552j 0.013837+0.0405993j -0.0226714-0.003585j 0.0027295+0.0087556j -0.0134327+0.028532j 0.0277664-0.0063036j -0.00494617+0.00239128j 0.0309857-0.0155267j 0.00781745-0.00654831j 0.0112321+0.0214723j 0.0175623-0.0218056j 0.00851261+0.000699701j 0.0252457+0.00282673j -0.00917554-0.0176748j 0.0224547-0.00437699j 0.000514249+0.0329269j 0.0304468+0.0246842j 0.0341645-0.00851227j -0.0146569-0.0348256j -0.0175321+0.0139303j -0.00638646-0.0108719j 0.0086683-0.000609479j 0.0265656-0.0162906j -0.0149839+0.0247147j -0.00172477+0.000195456j -0.008027+0.00897819j -0.0138711-0.0201871j -0.0055567-0.00807109j 0.0118477-0.00714775j 0.00958088+0.0102646j 
-0.0417843+0.0142727j 0.00602899+0.0502854j -0.0206279+0.0167568j 0.0146414+0.0065654j 0.0344478+0.0099272j 0.0142166+0.0363163j -0.0556291-0.0991214j 0.103769-0.100179j 0.0863958+0.0478178j 0.0344714-0.0728803j 0.0371981+0.0732298j 0.0149758+0.0817521j -0.048926+0.00326112j 0.00961507-0.0664661j 0.0246073-0.0206512j 0.0632071+0.0441463j 0.0977301+0.04211j 0.115074-0.00562557j -0.00484645+0.163871j -0.137858+0.101729j 0.00950054+0.0536385j 0.0982265-0.0689317j -0.0303467-0.0591955j 0.13751+0.211516j 0.0686758-0.109467j 0.0224529-0.10024j 0.035835-0.105081j -0.0192515-0.0451408j -0.0651558-0.0262429j -0.100345-0.113113j 0.0381406-0.0752926j -0.0148176-0.0709002j 0.0976158+0.0322295j 0.0097621+0.0145221j 0.0400622-0.0284717j -0.0163287-0.00856226j -0.0204949+0.0895043j 0.0692124-0.024102j 0.0333515-0.0676265j -0.0176682-0.0161934j 0.156071-0.02231j -0.0430085-0.0165464j 0.0543059+0.0679015j 0.0200284-0.0322559j -0.0820145+0.00772083j 0.00797998-0.00332058j 0.0622033+0.020777j 0.0328175-0.0123858j 0.0226446+0.0632179j -0.00770496+0.0239398j -0.0103342-0.000539723j -0.0189763+0.0255488j 0.0175146-0.0396645j -0.0564837+0.0936854j -0.048275+0.0175423j -0.0227492+0.0337628j 0.00998077-0.0697565j -0.00184945+0.00684453j 0.0059692+0.00690075j -0.0195544+0.015406j -0.00698315-0.0557652j -0.0202392+0.0192527j 0.0152127+0.022152j -0.0152488-0.0255874j -0.0011724+0.0047586j -0.00438801+0.00221801j -0.0271918-0.0162283j -0.00417337+0.0151298j -0.0101922+0.000545704j -0.0233583+0.0352358j -0.0278043+0.0033436j 0.0145334+0.0160582j 0.0293367-0.00960041j 0.00472715+0.0115428j -0.00416867+0.00738869j 0.00118012-0.0064986j -0.00865836+0.0239477j -0.00316757-0.0227815j 0.0271021-0.0171131j 0.0221018-0.0187351j -0.00616412+0.0150325j -0.00252144+0.0110198j 0.0389488+0.0113461j 0.0197124-0.0114805j 0.0253873+0.0203611j 0.00518204-0.00487566j -0.00576328+0.0179538j -0.00134357+0.0165881j 0.0031087-0.0117669j 0.0333535-0.0104038j 0.0101805-0.00322695j 0.00235076-0.0056663j -0.0076838-0.0101177j 0.00695589+0.0026949j -0.0025715+0.00406788j -0.00579137-0.00805294j -0.00837259+0.00903493j 0.0108266+0.00765983j 
-0.0206916+0.00288969j -0.010725+0.0302297j -0.0268698+0.0405188j -0.0664756-0.0385372j -0.0323052+0.0715631j 0.00343358-0.062026j 0.090819-0.0496062j 0.0792396+0.0656469j -0.0174311-0.0140822j 0.0246476-0.0437342j 0.00980403+0.0537933j -0.062325+0.0450987j -0.0104536-0.0542792j 0.0267867-0.074919j 0.0249588+0.0340894j 0.115004-0.0855663j 0.0611681+0.0917679j -0.0760487+0.00209174j -0.0826931+0.0171663j 0.0624911+0.0163738j -0.105371-0.098592j 0.0489118-0.0613317j -0.0622382+0.0160872j 0.0180834+0.0593925j 0.0720959+0.00667143j 0.100986-0.198277j 0.0823527+0.0488341j 0.0447294-0.0866102j -0.0684708+0.0195881j 0.0441756-0.0218872j -0.0237886-0.0656934j 0.0144844-0.0367691j 0.0251453-0.0137174j 0.0184268+0.00688834j -0.0160793+0.0501753j 0.00596851+0.0472648j -0.0247425+0.0135346j 0.0248515-0.0618911j 0.0439179-0.0375682j -0.0263796+0.0167612j 0.050754-0.00379504j -0.0154268+0.0163242j 0.00314014+0.0422757j -0.0234098-0.0271513j -0.0485325-0.0109027j -0.0342149+0.0115527j -0.00315798-0.0183238j -0.00525605+0.0174332j -0.0286946-0.0192765j -0.0447144+0.00150472j 0.0593769+0.0183656j 0.058911-0.00692232j 0.00434133+0.0111161j 0.0265238-0.0323123j 0.00154879-0.0465174j -0.001148-0.0271925j 0.0500841-0.0227884j -0.00375676-0.0533741j -0.0313258+0.0242779j -0.0252803-0.0491035j -0.0265837+0.0257814j 0.0207417-0.0269834j 0.0203891+0.0161939j -0.0118653+0.0325383j -0.0234953-0.0389415j 0.0391449-0.0084766j -0.0209054+0.0283311j 0.00233613-0.00937805j -0.0062197+0.0133347j -0.00184132-0.0044812j 0.00997421+0.00848641j 0.00443252-0.0226221j -0.00135137+0.0171857j -0.0255356+0.0312766j -0.0161701+0.0215434j 0.00256089+0.0194357j 0.000372532+0.0175004j 0.0118955+0.000351061j 0.0225156+0.00652297j 0.0231927-0.0108031j 0.0148506+0.00767941j 0.0195337+0.00298647j 0.0106991-0.00554989j 0.00081473-0.00131147j -0.0257566-0.0124516j -0.000662781+0.00216919j -0.00436659+0.00658037j -0.014048+0.00188321j 0.00295421+0.00453517j -0.00569163+0.0328734j -0.00236443+0.0207375j 0.0213284-0.00447966j -0.0230073-0.0064069j 0.00145202-0.000158916j -0.00449705+0.00185539j 0.0121864-0.00365685j -0.0123963-0.00356588j 0.00511666-0.00617339j 
