-0.00858665-0.00430495j 0.0212634+0.0601378j -0.0153597+0.0400608j -0.0115081-0.0408019j -0.00988909+0.0108309j -0.00766419+0.0599436j 0.0135236-0.0441131j 0.0283994-0.00194668j -0.0143369+0.0077742j -0.0267719-0.0100464j -0.0326022+0.0752126j 0.00989977-0.0293613j -0.0251699-0.053527j -0.0336703+0.0239015j -0.0230768-0.0216689j 0.0164265-0.0134779j 0.00690541+0.0250971j 0.00349732+0.0148751j -0.0524765+0.0323919j 0.0189994-0.0115863j -0.00736108+0.0221711j 0.0269417-0.0326636j 0.0128487-0.0155493j 0.0170151+0.00588111j -0.028769+0.0413418j 0.00116055+0.0159479j -0.00436421-0.0160531j -0.0020566-0.0370957j -0.0262841+0.00643381j 0.0347142-0.0110575j 0.0191107-0.0034247j 0.0204125-0.0158436j 0.0119201-0.00165667j 0.00743193-0.0158668j 0.00918988+0.0133435j -0.00358492-0.0126733j 0.0159506-0.0115203j -0.0081208+0.0129909j 0.0161065+0.0110781j -0.00146056-0.0153798j -0.0304733+0.0172969j 0.0209795+0.0215173j 0.00798866+0.00312419j -0.000154153-0.00235988j 0.0136757+0.0287304j -0.0412473+0.0161127j 0.0201076+0.00331719j 0.0121188-0.012528j -0.0308622+0.0358366j -0.0094273-0.00159852j 0.00243577-0.00525596j 0.00077374+0.0270508j -0.0319615-0.0029145j 0.00806921+0.040933j 0.0361129-0.00923673j -0.0325496-0.0221792j 0.00021848+0.0187503j 0.00781146-0.0517493j -0.0217179+0.0243347j 0.0652635-0.0117158j -0.0226196-0.00390486j -0.00588848+0.0481693j 0.00430363-0.0121027j 0.0354349-0.0414284j -0.0369025+0.0195681j -0.0287139-0.00738425j 0.0101177+0.0183834j -0.0370209+0.0486986j 0.00929373-0.0497666j 0.0286747-0.0245691j -0.0953242+0.0856051j 0.0720541-0.11106j 0.0947692-0.0598857j 0.0197048-0.030395j 0.0637552+0.063407j -0.0867999+0.0487663j -0.0949452+0.0214628j 0.0549433-0.0172627j -0.0339557+0.0531879j -0.109263+0.187732j -0.0262075+0.00410873j -0.0371854+0.0592848j -0.183934+0.000481704j -0.187465+0.186024j -0.0447358-0.0424905j 0.0250668+0.0184369j -0.0839585+0.0848743j -0.0584731+0.021277j 0.0249957-0.0450456j -0.0516861+0.0195863j 0.00313484-0.017985j 0.0404357-0.0376552j 0.0343463-0.0618901j 0.000207926+0.00388811j -0.1033+0.177674j -0.12148-0.0316865j 0.1183-0.168798j -0.085943+0.0182819j 
-0.0159789+0.0297767j 0.0288163-0.0126689j 0.0152233-0.0103935j -0.0459257+0.000142879j 0.0323017+0.0364175j 0.0113493+0.000247921j 0.00638928+0.0120537j 0.0014445-0.0270243j 0.0540709+0.0100262j -0.0508953+0.0321341j -0.0320087-0.049151j -0.0357822-0.0129137j -0.0364388+0.0478727j -0.0159457-0.0383065j 0.0158411+0.0203421j 0.0260202-0.0154486j 0.0947862+0.023616j -0.0362315-0.0484232j 0.0225967-0.0215158j 0.015248+0.0207418j -0.0177348+0.0198826j 0.0280534+0.0464157j 0.0166741+0.0123706j -0.0647339+0.046998j 0.0297093+0.00309879j 0.0128204-0.0167575j -0.0137801-0.019908j 0.0255613-0.0091403j -0.0827651+0.00050245j -0.0568013-0.0341802j 0.0761865+0.0173747j 0.0339367+0.0203349j 0.0105835-0.0883535j -0.0446057-0.0481042j -0.00658615+0.0338257j 0.00846767+0.0349381j 0.0132155+0.0209475j -0.046926-0.0391396j 0.0370779+0.0108672j 0.00783905+0.0662375j -0.0151967-0.017317j -0.016617+0.0155275j -0.0476444-0.0278235j 0.0672566+0.0477011j -0.0864539+0.0251059j 0.0130348+0.0762619j 0.0969493+0.046042j 0.0702678+0.067149j -0.0139022+0.0894398j 0.00575999+0.0610886j 0.116644-0.108274j 0.0479514+0.0510097j -0.091969-0.0634011j 0.0421814+0.0876708j 0.0378174-0.0672389j 0.0569695-0.00261295j -0.0579383-0.00147087j 0.174874-0.00242551j 0.0490383-0.106351j -0.0115109-0.0100103j -0.0552563-0.0647508j 0.0493231-0.124934j -0.0261437+0.0883153j 0.0404167-0.00491793j -0.0595286-0.0178349j -0.00528552-0.00708681j 0.0298378-0.0664117j -0.0392341+0.0270442j -0.0306762-0.0262661j -0.0443542-0.00844519j -0.0101059-0.032648j 0.0275898+0.0401834j -0.00175544+0.0263166j -0.125539-0.0181389j 0.0568456-0.0206554j -0.0409799-0.0346831j -0.0747618-0.0699722j 0.0525163+0.00097835j 0.0350788+0.00293342j 0.0833878-0.119615j 0.0310429-0.0167316j -0.00831727+0.0417851j -0.153108-0.149638j 0.0091111-0.182943j -0.055528+0.0104639j 0.110305+0.0986443j -0.0866813-0.0468759j -0.0539042+0.0164555j -0.119625+0.0294719j -0.0439311-0.016416j -0.0181543-0.0108758j -0.00691136+0.0677566j -0.0171597+0.0251772j 0.0496076+0.0456972j -0.0153593-0.0159736j 0.00402825+0.0218078j -0.0329556+0.0583948j -0.0812675-0.0604776j 
-0.0317226+0.0233348j -0.0252103+0.0429556j -0.00311023+0.0144096j -0.0287162+0.00079279j 0.0342248+0.00908429j -0.00165175+0.0250122j -0.0226293+0.0126492j -0.0320794-0.0397226j 0.0840706-0.072101j 0.0384597-0.00917505j -0.0570654+0.045503j 0.0121948+0.00972243j 0.0470096+0.0218337j 0.0313973-0.0425885j 0.0522005-0.0132304j 0.0144052-0.0162162j 0.0110949+0.00118512j -0.0254591+0.0146829j 0.00578196-0.000690006j 0.0158846+0.0049221j 0.00536856+0.0296998j -0.0497884-0.00132928j -0.0467034-0.0460829j -0.00612253-0.00669369j 0.0105807+0.0690605j -0.0241324+0.0327319j -0.0151865-0.00889619j 0.0488469+0.00191869j -0.0410474-0.00509875j -0.026142-0.00706519j 0.0287084+0.00315759j 0.00140989+0.0323905j -0.0225451-0.0257418j -0.117261-0.0276884j 0.00754121-0.0182765j 0.0301295-0.0169987j 0.00806071-0.0790612j -0.00963475-0.0122591j -0.0576607-0.030453j -0.00477204+0.0723986j 0.0433145+0.00888321j 0.0532657+0.0236682j -0.037202-0.00178214j 0.0271908-0.0344329j 0.0153488+0.0343639j 0.0853978+0.0421047j -0.0303964-0.0220403j -0.0312155-0.0476648j 0.146281+0.00900702j 0.0792519+0.0297965j -0.0351662-0.0749129j -0.0408502+0.018496j -0.0258905+0.0120238j -0.00846654-0.0479145j -0.0805262+0.0713164j 0.00275455-0.0608762j 0.0315615+0.0825199j -0.0680541-0.112452j 0.0291498-0.118231j -0.00129771+0.0579419j -0.0889874-0.059949j -0.0202788-0.11251j -0.0110467+0.0487108j -0.0320703+0.0288538j 0.00837697-9.47257e-05j 0.0248486-0.0120718j -0.00988514-0.0812264j 0.020092+0.0240348j 0.0437442-0.0439762j -0.0556224-0.0596521j 0.0600022+0.00859215j 0.00528128-0.0305765j -0.0765167-0.00484001j -0.0295136+0.00266524j -0.0361398+0.00345756j 0.0277417+0.0196206j 0.00468791-0.0192298j 0.0212876+0.00117275j 0.0340449+0.00850871j 0.116636-0.0156724j -0.0336109-0.0521433j 0.0334195+0.0796985j 0.00496492-0.125507j 0.119844+0.0441569j -0.0396201-0.0416543j 0.0609396+0.0140768j 0.0938019+0.0422767j 0.0365702-0.0262985j -0.0381043+0.0572398j 0.0134468-0.0403058j -0.0374913-0.0140917j -0.0130836+0.0152468j -0.0345206+0.0547133j 0.0497833+0.0404754j -0.0311597+0.0510056j 0.0793547+0.0423872j -0.0863578-0.0075695j -0.000866715-0.0485963j 
0.00253563+0.00901836j 0.0114304-0.0100396j 0.0415506+0.00627593j 0.0373575-0.0122285j -0.0323852+0.000785085j -0.031464+0.00764095j -0.0123882+0.017382j 0.00573051+0.0170654j 0.0126787+0.0119378j -0.0166028+0.0296527j 0.0407507+0.021246j -0.000990961+0.0161553j -0.0124942+0.00713694j 0.00279393-0.00992953j 0.0664188-0.00224782j -0.00934215+0.0191158j -0.00619874+0.0213526j 0.0561289+0.0223185j 0.0312207+0.000721558j 0.0235922+0.0058619j -0.0638494-0.0243727j -0.0416689-0.0421307j 0.00414719-0.0368407j -0.0550622+0.0531385j -0.0636168+0.0351918j -0.0501444+0.0336196j 0.000570743-0.00352818j 0.0130842+0.0449359j 0.0271411-0.0877936j 0.0479463+0.0223207j -0.00790603-0.0305717j -0.0368585-0.00803j -0.0123902+0.00846147j 0.0133126-0.078842j -0.00998373+0.0636413j -0.0422742+0.0728233j -0.0759499-0.025825j 0.0395485+0.0279775j -0.000720887-0.0139978j -0.0241869+0.0371081j 0.0147944+0.0324815j -0.0312489+0.0744643j 0.0521384+0.0516947j -0.0496686-0.0153405j -0.059974-0.0543834j 0.0028462-0.0178762j 0.0453226-0.0362055j -0.0357006-0.0499183j -0.0430268-0.0213132j -0.135156-0.0320848j 0.0913578+0.069598j -0.00950957+0.0771737j 0.159498-0.0137048j -0.0933033-0.0420387j -0.10641+0.010907j -0.0269743-0.0363263j -0.0573597-0.0746936j -0.00546991+0.032702j 0.0463217-0.0144899j -0.0620018-0.0837534j 0.0408028-0.0729899j 0.223588-0.00375634j 0.00135669+0.00741737j -0.0120515+0.049085j 0.0862761+0.0320083j 0.0590621-0.0466958j 0.0879641-0.0305795j -0.166938+0.0751644j 0.0568251-0.118216j -0.0507834-0.106069j 0.0272769+0.0775356j 0.00665046-0.102893j -0.0155708-0.103968j -0.00852997-0.00297345j -0.129339-0.0787364j 0.00745909+0.0293283j -0.0851718+0.00309307j -0.00621386-0.079829j 0.0643831+0.0152777j -0.0522494-0.0217388j 0.0207443+0.0486885j -0.0704195+0.0442523j -0.0216049+0.11962j -0.10137-0.0923516j -0.0281984+0.0262107j -0.037306+0.0213662j -0.035821-0.0250527j -0.0599704+0.0257353j 0.0184012+0.0551807j 0.0259999+0.00397163j -0.0501264-0.00633523j -0.038559+0.0199451j -0.025788-0.00283096j -0.057217+0.0619135j -0.00611857+0.0596801j 0.0407482+0.0409886j 0.0282561+0.0389464j -0.0288521+0.0223302j 
0.000506198-0.0303364j 0.00419376+0.0232089j 0.0176204-0.000787955j -0.039615+0.0242616j 0.0141471-0.0236166j -0.0190347-0.0240023j 0.000619139-0.00959321j 0.0015537-0.0052014j -0.0301005-0.0108007j 0.0114871-0.0412529j 0.0355402-0.0202173j -0.0379264-0.0203247j 0.0103275-0.0503961j -0.0423004-0.0123472j -0.0299103+0.0674673j -0.00490731-0.00313827j 0.0578748-0.0146164j -0.0175338+0.0308947j 0.0159137-0.0363768j 0.0174213+0.0251687j 0.010106-0.0376642j -0.0130895-0.00381323j -0.0165527-0.0168077j 0.0556392-0.00247519j 0.0431644+0.0077486j 0.0227181+0.0152874j 0.0110773+0.0173927j 0.0471302+0.0190179j 0.00857434+0.0104876j 0.029525-0.0226664j 0.0176077-0.0337338j 0.00302272+0.0441741j -0.059964+0.0265091j -0.027395-0.0496439j 0.038932+0.0308795j 0.015766+0.0268737j -0.0289772-0.0180434j 0.0471902+0.00289572j -0.0540738-0.0244383j -0.0683382+0.0817161j 0.0623873-0.0254711j 0.075085+0.0537891j 0.0154662+0.015679j 0.0715632-0.0254298j 0.0169463-0.050199j 0.135005-0.0672235j 0.00734554-0.0818214j -0.0699437-0.0076041j 0.0227806-0.0847171j -0.00910062+0.0599222j -0.055265+0.0994021j 0.0219498+0.110605j 0.000352604-0.0176213j 0.0147878-0.0683005j 0.112367+0.0312572j -0.03118-0.0851915j 0.0741899-0.00405063j -0.0702716-0.0162397j -0.078547-0.020341j 0.0561299-0.00946744j -0.045075+0.0026697j -0.061665+0.0104699j 0.00277894-0.0163819j -0.0381844+0.102238j 0.0768108-0.00881052j 0.0424211-0.00445006j -0.0464562-0.000957959j -0.104309+0.000771904j 0.0967411-0.0299368j -0.0181363-0.102386j -0.00351303+0.04508j 0.0507111-0.0506615j -0.0241303-0.020269j 0.00279594-0.00755202j -0.11102+0.0142897j 0.0371919+0.00169689j -0.0337034-0.0267884j 0.0468992-0.00539343j 0.052974+0.0159932j -0.0142174-0.0350911j -0.0192889-0.0171646j -0.0344709+0.02129j 0.0157373-0.0660277j 0.0327112-0.034517j 0.0103137-0.100373j -0.0269919+0.0408472j 0.0420478-0.037542j 0.0344219-0.0176334j 0.0487677+0.0233555j -0.108485+0.016145j -0.0158509-0.0262359j -0.00707239-0.0141894j -0.0117943+0.0313937j 0.00988376+0.000987532j -0.0667147+0.0214156j 0.0407673+0.0367938j -0.0267391+0.00331592j 0.00675279-0.0539534j 
0.0141693-0.0149692j -0.00739183+0.0190252j -0.0129714+0.0255452j -0.0136012+0.0217099j 0.0426853-0.0203678j 0.0087531-0.0322985j 0.0125426-0.0252601j -0.0461109-0.00899531j -0.0416363+0.00742262j -0.00504523-0.0583191j -0.0278727-0.00606515j 0.0142496-0.0202837j 0.0765723-0.0100661j -0.0220743+0.00458495j -0.0367584-0.0292637j 0.0193499+0.0246009j 0.0277044-0.011484j -0.0155897+0.0774985j -0.00156924+0.00759736j -0.0483188-0.0206862j 0.0454523+0.0270507j 0.0368221-0.00336503j -0.0233671+0.000570831j -0.0362027-0.0570664j 0.0298933-0.0187765j 0.0153705-0.0404739j 0.0393368-0.0544438j -0.0428808-0.023638j 0.0848266-0.00564412j -0.00808976+0.0681549j -0.100799-0.0380732j -0.028434+0.0177942j 0.0175697+0.0222427j -0.00893033+0.0102599j -0.0511257+0.029999j -0.0512248-0.103029j 0.0451953-0.0566393j -0.04076-0.0413952j -0.0392055+0.0138333j 0.0221365+0.012105j -0.0368234+0.0184888j -0.0249643-0.0719508j -0.0132379+0.013581j -0.055636+0.0612847j 0.0305516-0.117493j 0.0193823+0.0282901j 0.0325328+0.118151j 0.00710678+0.0292954j 0.0930589+0.0412085j 0.115568-0.0659718j -0.0728064-0.0530149j -0.0214654-0.118215j -0.0321263+0.122913j 0.0375411-0.106733j -0.0630143-0.097771j 0.0540805-0.0141265j 0.0412567-0.0225925j 0.00279205-0.05204j 0.014875-0.0209142j -0.0335575+0.0522664j -0.0423938-0.0715981j 0.0910642+0.0422241j -0.0102722+0.0700529j -0.0894007-0.0153261j 0.0583932-0.0581229j -0.00643944-0.05523j 0.0233922+0.0165831j -0.0318108+0.0902636j 0.0314824-0.100782j 0.0661579-0.0319094j 0.0194799+0.0446301j -0.0124141-0.0119145j -0.0163971-0.00468812j 0.0135096+0.0193984j -0.0173614-0.0280722j 0.0291603-0.0429649j 0.0574891-0.0104771j -0.0170349-0.00574574j -0.0376566+0.0319729j -0.0417404-0.00550565j 0.0152668-0.0224241j 0.00233432+0.0199458j 0.0326704+0.0186859j 0.0224228+0.00620299j 0.0292089+0.0869837j 0.00433556-0.0467795j 0.0261568+0.00231767j 0.00647355-0.0357381j 0.00593772+0.0209448j 0.0268912+0.0164073j -0.02881+0.00162412j -0.0175152+0.00564868j -0.0631827+0.058798j 0.0450314+0.0571804j -0.0202729+0.0150825j 0.00207833+0.0215331j 0.00656876+0.0110629j 0.0166462+0.00809765j 
-0.00509034-0.00854191j -0.0107757+0.0013326j -0.0184999+0.00409553j -0.0105804-0.00392558j 0.0246867+0.0089226j -0.014274-0.00365668j -0.036907-0.0180637j -0.0346565-0.0367454j -0.0258209-0.051492j 0.00148009+0.00462599j -0.000278254-0.0196666j 0.0138598-0.0140554j 0.00772382-0.0201465j 0.00393289+0.0402698j -0.0288486-0.0144694j 0.0592016-0.019609j -0.00154135-0.00510853j 0.0376117-0.0149385j -0.00929592+0.00797793j 0.0101095+0.0138949j -0.0083546-0.018784j 0.0143117-0.0190555j 0.0410145+0.0293909j 0.0410236-0.0693333j 0.0189542-0.00864814j 0.0497148+0.0378589j 0.000943932+0.0656371j -0.0223678-0.0510001j -0.00182141+0.0399114j -0.0541866-0.0130611j -0.0262841+0.0082149j 0.070738+0.0983693j 0.00582286+0.0331818j 0.0383143+0.0394024j 0.013247-0.03814j 0.0237854-0.0346802j -0.0483096-0.01094j 0.0122745+0.0196988j -0.0351657-0.0459382j 0.115488+0.0185023j -0.100159-0.119777j 0.0320541-0.0525248j -0.0349325-0.0702679j 0.0366677-0.0963754j -0.0784309-0.0197123j -0.0332265-0.0716199j 0.0187133-0.0239857j 0.0823103-0.00126593j -0.0290848+0.00683203j 0.0497139+0.00754147j 0.0617531+0.0595786j -0.0629709+0.0301446j -0.0989137+0.00172205j 0.00609377-0.0597578j -0.0120002-0.0373259j -0.0792621+0.0725339j 0.0881418-0.0294981j 0.00743624+0.0329606j 0.0247163+0.0878062j -0.0968806-0.0295383j -0.00319319+0.0609122j 0.00105311+0.0664214j -0.0192137-0.0950989j -0.0286909+0.0374939j -0.0272913+0.0664186j 0.00440929-0.00329389j 0.031254+0.0566412j -0.047698-0.060345j 0.130828-0.0295423j -0.0195919-0.0791753j -0.012482+0.0522163j 0.0506639-0.0938715j -0.0343054-0.0545575j -0.0343573-0.0321519j 0.0174116-0.0167063j 0.101529+0.0550747j 0.091242-0.00346784j 0.0380526-0.00890115j 0.0628195-0.0181256j 0.00289487+0.0381295j 0.00766566+0.0144485j -0.0272207+0.0506385j 0.0595729-0.0231444j 0.0407507+0.0665752j -0.00389566-0.0524699j 0.0261123+0.000975621j -0.032728-0.0281445j -6.64113e-05+0.0401758j -0.0410993-0.0142951j 0.00155528-0.00227156j 0.0477428-0.0322525j -0.0621095-0.0196339j -0.00159167+0.0559072j 0.00808788-0.0326894j -0.0317718+0.0406652j 0.020502+0.0313383j -0.0287698-0.0341576j 0.0360373-0.0146095j 
-0.00620893-0.00651543j -0.00268442-0.00912667j -0.00392141+0.0131841j 0.00713668-0.00284064j 0.0277786+0.00723592j 0.00596576+0.00223094j 0.0166651-0.00589516j -0.0151124-0.00519265j 0.00609516+0.021732j -0.0585718-0.00793485j 0.00596221+0.0206687j 0.0152856+0.0226097j -0.00740843-0.00365393j -0.002816+0.0579694j -0.000102839+0.00598249j 0.000835105+0.0014347j -0.00125464+0.015369j -0.0174417-0.030944j 0.0381879+0.039867j -0.044494+0.0105131j -0.0527818-0.0121622j 0.0159543-0.0470147j 0.0535717+0.00635183j 0.0870886+0.0152847j 0.0323566-0.0203557j -0.0168564+0.00424179j -0.00974564+0.0573929j 0.0355179+0.00178063j -0.0200638-0.0669164j -0.0783148-0.0219249j -0.0331614+0.0568075j -0.0204952+0.000946896j 0.0188143+0.0312436j -0.0314882+0.00183842j 0.011901-0.0622104j -0.0274244+0.00732675j -0.0968453+0.0650563j -0.0414639+0.0184136j -0.0423508-0.0439607j 0.0460116-0.0102196j -0.114263+0.0198307j -0.00391752-0.0104359j 0.105596-0.0840868j 0.00358377-0.0051001j -0.08749+0.0250802j -0.0272332-0.0916386j -0.057606-0.0376301j -0.00360718-0.0438981j -0.0363333+0.0821044j 0.0729718+0.0744075j 0.0677124+0.0377467j -0.0749046+0.0603872j 0.00394255-0.0486705j -0.105033+0.00894521j -0.0133499+0.089916j -0.0874942+0.0695027j -0.00652603+0.0414573j -0.0485643+0.00530403j -0.0267419+0.0325616j 0.0562908-0.0870995j 0.012119+0.00117415j -0.106171-0.0936403j 0.0314499-0.0364006j 0.110111+0.0323344j -0.115273+0.0221371j 0.0143458+0.00288819j -0.0327527-0.046382j 0.0623019-0.000256297j 0.0040081+0.0238894j -0.0240828-0.0111412j -0.00997451+0.0143474j 0.00342896-0.0146055j 0.000833497-0.0359374j 0.00046611-0.0291291j 0.0820782-0.00741796j 0.032922+0.0226196j 0.0592881-0.00571729j 0.0224156-0.0171011j 0.00447668-0.0340073j -0.0184468-0.00760068j -0.0386021+0.00520857j 0.00311827+0.0386303j 0.000945949-0.0057782j 0.0588351+0.0498939j 0.00928293-0.0197753j -0.0467808+0.0435829j 0.0419017-0.00900409j -0.039882-0.0140717j -0.0235676-0.0200878j 0.0360659-0.0294539j 0.0373644+0.0596222j 0.0454892-0.0496136j 0.00827652-0.0150468j 0.022227+0.00556284j 0.00793483+0.00026922j -0.00558548+0.0141947j -0.0275907-0.0203045j 0.0229198-0.0160391j 
-0.00371425-6.76916e-05j 0.00746363-0.00914693j 0.0145649-0.00489929j -0.0107033+0.00696925j 0.00821465-0.0165825j -0.0397553-0.00333777j 0.00546959+0.0172068j 0.0386872+0.0353868j -0.0142804+0.0108745j -0.0392841+0.00778737j 0.0514591+0.0151588j 0.0229038+0.0507996j -0.0392244-0.00211276j 0.0384105+0.00528715j 0.0191442-0.017785j -0.00727815+0.0512434j 0.0258188-0.0243282j -0.0290816+0.0351036j -0.000474951-0.0117186j 0.0665753-0.0118725j -0.0453511-0.0413002j -0.0113692+0.0188816j 0.0158325+0.0261857j 0.0151112+0.0290465j -0.00976011+0.0343528j -0.0294564-0.03125j 0.0797749-0.0352792j -0.0302589+0.0505611j -0.0932036-0.119117j 0.0536021+0.0148532j -0.0248538+0.0224183j 0.019381-0.00689656j 0.0183275-0.00847218j 0.0427079-0.0806489j 0.0505362-0.0137194j -0.00413387+0.0384532j -0.016708-0.0196182j -0.0265176+0.0604031j 0.0959748+0.024728j -0.0142039-0.000785208j -0.089013+0.107076j -0.0230216+0.0636749j -0.00322906+0.0405724j -0.111263+0.0114658j 0.0219502+0.0167124j -0.144448+0.02818j -0.0433346+0.0169009j -0.0135788-0.092506j -0.0429547-0.0242454j -0.0519205-0.0924516j 0.0692288+0.0219784j 0.0575832+0.00824949j 0.0331232-0.103603j 0.0927993+0.0620735j -0.0586534+0.11364j 0.0143888-0.0445554j -0.030736-0.00359037j 0.0217179+0.0536934j 0.018386+0.0264144j -0.0681099-0.0438227j 0.0589881+0.0197024j -0.014477-0.110899j 0.0689493-0.0488367j 0.0161887+0.0149128j -0.104779+0.0376514j 0.0173202-0.0258571j 0.0210801-0.00612683j 0.0448425-0.0303474j -0.0215985+0.0430983j 0.0603038-0.0134995j 0.011691-0.0628581j -0.0379079+0.066325j 0.0141241-0.0230247j 0.0346817-0.0162033j 0.0168965-0.0351272j -0.00824857+0.0244345j -0.00902616+0.00301001j -0.0499712-0.0189704j -0.0109023+0.000959336j -0.0708386+0.0520711j 0.0334525+0.00342429j 0.0115078-0.0159037j 0.00999974+0.0752716j -0.114014+0.00482765j -0.00846176+0.037045j 0.0105619-0.0213227j -0.0239022-0.0187402j -0.0104652+0.00313171j 0.00681017+0.00672876j 0.00606548-0.0413121j 0.0733702+0.0159944j 0.0138608-0.0947833j -0.04087+0.01706j 0.00916678+0.00714871j 0.0192176-0.0188224j 0.00148416-0.000937227j 0.0544759-0.00428933j -0.00476483+0.0382169j 
-0.00171855-0.00360518j -0.0122835+0.0109644j 0.019282-0.0023199j -0.037246+0.0194997j 0.00209105-0.0255571j -0.0198949+0.000157077j -0.0177525-0.0136665j 0.00726137-0.00333798j 0.0159415+0.0249133j 0.0122829-0.0353352j -0.0309878+0.0281749j -0.0321717-0.0166634j 0.0135319+0.0161633j -0.0210208+0.0318893j 0.0138049+0.0176369j -0.0138537+0.0188547j 0.0491517-0.0326513j -0.0329378-0.00927465j -0.0679721-0.0279774j 0.0248523-0.0117836j -0.0185245+0.0659355j -0.0798054-0.00640003j -0.0121705-0.0118882j -0.0714968-0.0130399j 0.0138328-0.0143954j 0.00401588+0.0171202j -0.0280508+0.0606471j 0.0452524-0.0248925j -0.0538734-0.0409514j -0.00232852+0.0484679j 0.018971+0.0268922j 0.0153695-0.00648113j 0.0256003-0.00140982j 0.0137683-0.000863779j -0.0635756-0.0923761j 0.0881471-0.0148374j 0.0898456-0.0344902j 0.0225507+0.124106j -0.106347+0.0724442j 0.0833236-0.10821j 0.0497149-0.0162436j -0.0163353-0.00792363j -0.0786726-0.0589676j -0.0564799-0.0413581j 0.111417-0.000137035j -0.0514427-0.0739505j -0.137741-0.00115249j 0.00876504-0.123818j 0.0202055+0.052135j 0.104326-0.0734027j 0.0062898-0.0872059j -0.0335454+0.0720605j -0.00345389-0.00671176j -0.0624915+0.0762161j 0.00453594-0.0237952j -0.0124508+0.10677j 0.041037-0.0279541j 0.00240667+0.0629833j 0.0246869+0.0189093j -0.129041-0.0365409j -0.0199402+0.046758j -0.034287-0.182283j -0.0396425-0.00809373j -0.0151707+0.0287139j 0.0045727-0.0224148j 0.0054504-0.0476251j -0.0173695-0.0427013j 0.058993+0.0543668j 0.0692555-0.0103454j -0.0222074+0.0356821j 0.0261277-0.0380343j 0.0294054+0.00726002j -0.0376243-0.0254309j 0.0589764-0.00693483j -0.0727534-0.012335j -0.00823746+0.0322826j 0.0703255-0.0485486j -0.0328568-0.0187762j -0.0628323-0.0283506j -0.0538198+0.0272802j 0.0178555+0.0232151j -0.00358697+0.0560246j 0.0727457-0.00573915j -0.00440048+0.0366517j 0.0106257+0.0447693j -0.0039585-0.0270248j 0.00647943+0.00844818j 0.0301117+0.015816j 0.0241012-0.0168986j 0.0398836+0.00555616j -0.00101149+0.0369715j -7.39504e-05+0.0117061j -0.0164831+0.00969607j 0.0237864+0.0255929j -0.0371288+0.0155583j 0.0516128+0.0277632j 0.0235467-0.0277631j 0.0458305+0.00438059j 
-0.0078025+0.00230565j -0.0148904+0.026946j -0.0296226+0.00857991j -0.0155202+0.0242163j 0.0178588-0.00727081j 0.0201459+0.00300404j -0.0013994+0.0267945j -0.00591516+0.0103009j 0.0421959-0.00521428j 0.0196369-0.0639378j 0.00550733+0.0295885j 0.0346191+0.0248571j 0.0395627+0.0104415j 0.00994769-0.034955j 0.0178869+0.00844035j 0.054784-0.0107201j -0.0405451-0.00326806j -0.0134552+0.0272885j -0.0252855+0.00631469j -0.0230748+0.000793086j -0.0280326+0.010668j 0.0248128+0.0243995j -0.0262575-0.0275647j 0.0474317+0.0404311j -0.0031514+0.0305197j 0.043888-0.0432264j 0.0512275-0.0426563j -0.0394269+0.0245722j -0.131402-0.0176447j 0.014238+0.000222923j 0.0640871-0.0379243j 0.0158789-0.0592613j 0.0470917+0.00532745j -0.0711384+0.004682j 0.0453177-0.0849155j 0.0161256-0.0381774j -0.0339273-0.0152067j 0.0331164-0.0210367j 0.0641103-0.0170721j -0.0067429+9.27796e-06j 0.0696046+0.0208782j 0.07673+0.0347721j 0.0163313+0.0798333j -0.0601223-0.0449422j 0.0173666-0.0307554j -0.0063087-0.0163117j 0.000397518+0.00150121j -0.0558662-0.107872j 0.00566926-0.0639413j -0.061257-0.0921158j 0.00707531+0.0758834j 0.0732897-0.00595174j -0.114441+0.0201361j 0.101903-0.0293715j -0.0156373+0.018419j 0.0424402+0.0554904j -0.0162381-0.0875133j 0.0757592+0.0626502j 0.0252384+0.0483287j -0.0492126+0.0686104j -0.00531955-0.0428784j -0.160993+0.123864j -0.021514-0.0520981j -0.0270496+0.0389168j -0.00991093+0.123333j 0.013225+0.0388735j -0.00933446+0.0456834j -0.0645709-0.111609j 0.0694888-0.00150634j -0.0164641-0.0324103j -0.0767804+0.00919346j 0.0554616+0.0257812j -0.0254182-0.0405425j -0.0191919-0.0335329j -0.0153336-0.0794922j 0.0727704+0.0335819j -0.0506299-0.0186231j -0.00207667-0.0301708j 0.0709169+0.0257302j -0.005258+0.0155613j 0.0289616-0.00362477j 0.00701786-0.00694654j -0.0375154+0.053133j -0.0419323-0.004813j -0.0224771-0.000809993j -0.0124804-0.0394236j -0.0482951+0.0180501j 0.023637+0.00111171j -0.043555+0.0290216j -0.038644-0.0530492j 0.0234444-0.0329578j 0.00729403-0.0297835j -0.00724192-0.0114801j 0.0136782-0.0299305j -0.0613345+0.000388578j 0.0306482+0.0270908j 0.00931136+0.00982387j -0.0246102+0.0289742j 
