0.00403836-0.0137592j 0.00939735-0.00172593j -0.00481656-0.00544625j 0.00208122-0.0187858j -0.00580121+0.00703842j 0.00537595-0.00870281j 0.00597098+0.00235062j 0.00339554+0.00086002j 0.00242655+0.0010351j -0.00923217+0.00833108j 0.0062751-0.00671606j -1.92095e-05-0.000933588j 0.00741697+0.00516859j 0.00793641+0.00496724j -0.0040077-0.0054245j 0.0069758+0.0033443j -0.0044371-0.00565759j 0.00233516+0.00646721j -0.00921855-0.0111729j 0.0152383-0.0068154j -0.0106149+0.000456839j -0.00427623-0.00221248j 0.00407928-0.00761747j -0.00620621-0.000790292j -0.000130604-0.00461851j -0.00566048-0.000927319j 0.00383952+0.00151232j -0.000840531+0.0023505j 0.00487972-0.0060069j 0.000266641-0.00165281j 0.000249594+0.000963795j 0.000324389-0.00305492j -0.00222324-0.00366211j -0.010303-0.0033214j 0.00332208-0.00250738j 0.0150262+0.000616918j 0.00696425-0.000564281j -0.014499-0.00190623j 0.00407771-0.0026889j 0.00671332-0.00184439j 0.0056357-0.00219617j -0.0111983+0.0019469j 0.00402567+0.00210131j 0.00350119+0.0101325j -0.00338264-0.00151144j -0.00319153+0.000498082j -0.00572233-8.18213e-05j -0.00149197-0.000495612j 0.0026548+0.00685911j 0.00189656+0.000944798j 0.00821103+0.00417584j -0.00019804-0.00387467j -0.00303322-0.00178683j -0.00265339-0.000386441j 0.00820064+0.00394473j -0.00432237+0.00350596j 0.00505539+0.00245482j -0.00806729+0.00129759j -0.0118609-2.16466e-05j -0.00523723-0.00831519j -0.00928707-0.00273597j -0.00527966+0.00129965j 0.00556713-0.00463908j 0.00103498+0.00257724j -0.000768684+0.00227859j 0.00053686+0.00353422j 0.00168612-0.00907078j 0.00512075+0.000773641j 0.00316765-0.000495124j -0.000196884-0.00312758j 0.00213937-0.00296079j -4.40968e-05+0.00291164j -0.00307946-0.000349784j 0.000573877-0.00161335j -0.000559663+0.000497399j 0.00102859+0.00212377j -0.000211859+0.00144596j -0.000385165+0.00267151j 0.00274207-0.00194448j -0.00630383+0.00247845j -0.00580149-1.92856e-05j 0.00584163-0.00276226j -0.00325145+0.00165567j 0.0057604-0.00307316j 0.00559791+0.00745196j 0.00762181-0.00390185j -0.0165364+0.000227012j 0.00408479+0.00185217j -0.000475974+0.00247616j -0.0440385-0.0110594j 0.00256773-0.00152564j -0.0212408+0.00443751j -0.0209707+0.00951626j 0.0298368+0.0481131j 0.0280126-0.0452411j 
-0.00402234+0.00414943j -0.00608989-0.00452497j 0.00494422+0.013443j 0.000244421-0.00189849j 0.0191262-0.00186791j 0.00449703+0.00234594j -0.00572334-0.00953294j 0.00101193-0.00409931j -0.00502279-0.00261148j -0.00460094+0.0114608j 0.00731717+0.01118j -0.00249424-0.00268946j 0.0109312+0.0170243j 0.00694857+0.00319468j -0.00115882+0.0310348j -0.0016708+0.00151859j 0.00707655-0.0148355j -0.0159048+0.0216767j 0.00246279-0.0181564j -0.00524231-0.00829775j -0.00325697-0.00213612j -0.00477735-0.00223612j -0.0129301-0.00549368j 0.0150574-0.00208384j -0.00574556+0.000756885j 0.0132163-0.00553158j -0.0150594-0.00442932j -0.0155013-0.00296383j -0.000336071+0.00317448j -0.0142742-0.00153018j -0.0129597-0.0017898j 0.0236263+0.00461511j -0.00761324+0.00552687j 0.0121707+0.00170348j -0.00558615+0.0048464j -0.000623711-0.00136546j 0.00345688+0.00318264j 0.0074145-0.00793746j 0.00336161+0.00574631j -0.00450563-0.00172663j -0.00552793-0.00639928j -0.00394208+0.000747738j -0.0100397-0.0042478j 0.00370956-0.0128223j -0.000974024-0.00181717j 0.0149448-0.0129109j -0.00826482+0.00400228j 0.00886882-0.000280367j -0.0241725+0.0178863j 0.0194576+0.023471j 0.00574324-0.00404678j 0.0173759-0.0143405j 0.0325435+0.00348433j -0.021841-0.0122382j 0.00797592+0.0217035j -0.0021054-0.0220911j -0.00376789-0.00344512j 0.015217-0.00286762j 0.0238511-0.00992594j 0.00477257+0.00345166j 0.00817385+0.0238964j 0.00814902+0.00296437j -0.00675538+0.0129305j -0.00602619-0.00301171j -0.0022817-0.0128953j 0.00278089-0.00912962j 0.00486406+0.0157204j -4.32136e-05+0.00121134j -0.000724623-0.000291903j 0.00462843+0.00150752j 0.0163916+0.0017975j 0.000167655-0.00496382j 0.0178511-0.0163597j -0.0122708-0.0157999j -0.00982639-0.0148889j -0.00755717-0.00343085j 0.00241844+0.000651723j -0.00796777-0.00715375j -0.01715+0.00514445j -0.00372941+0.0054892j 0.00209475-0.00467123j 0.00767254-0.00409306j 0.00205806+0.020786j 0.00292414+0.00858822j -0.000755724-0.0054536j 0.00376133-0.00268829j -0.00473716-0.00813107j 0.00564203-0.00401471j -0.00282055-0.0121977j 0.000735053+0.000734607j 0.00661457+0.00109031j -0.000241427+0.00610195j -0.00144842+0.00145413j -0.00816504+0.00405062j -0.000208359+0.00267148j 
-0.000890531+0.000785391j -0.00348138+0.003625j -0.000531411-0.0121979j -0.00249036+0.00299006j -0.0066455+0.00545831j 0.0044675-0.00458901j 0.00438924+0.0149942j 0.00225878+0.00251624j -0.000127246+0.00991248j 0.000220968+0.00129696j 0.000515935-0.0035111j -0.00152447-0.0110086j -0.00738546+0.0106165j 0.00119005+0.00934325j -0.000279573+0.0237096j 0.00185936-0.0358221j -0.00667179+0.00409899j 0.00442205-0.00439796j -0.0032333+0.00608307j 0.00238354+0.00628262j -0.00175352-0.00121295j 0.00880108+0.00280837j -0.00961834-0.00114416j -0.00453936-0.00963296j 0.000495013-0.00619179j 0.0129509-0.00441137j -0.00834858+0.00816795j -0.0113415-0.00365618j 0.00113357+0.00322619j -0.0203723-0.00043204j -0.00361969+0.00586798j 0.0262023-0.00543877j -0.0138489+0.000570165j 0.00287281-0.00106984j -0.00269734-0.000501861j 0.00344988+0.00424643j -0.00988967-0.00395261j -0.00330064+0.000471656j -0.00093934+0.00271104j 0.00133341-0.0208942j 0.00503825-0.00916338j 0.020804-0.00147684j 0.00996789-0.00231551j -0.000657694-0.004805j -0.00103208-0.0029387j 0.00532369+0.0195775j -0.021489+0.0170488j -0.011017-0.0127242j -0.0234328+0.0121762j 0.0195021+0.0207664j 0.0259486+0.0124426j -0.0143842+0.00724603j 0.00390801-0.00386257j 0.0105128-0.00176972j -0.00669652-0.00417711j 0.0047974-0.00288492j -0.00305946-0.00409513j -0.0223885+0.00370145j -0.0156677+0.00841158j 0.000546527+0.0026625j -0.00332561-0.0182036j -0.000852004-0.0243484j -0.00114141-0.0110534j 0.00542239+0.00586781j -0.00994939+0.00437142j -0.00164128+0.00196768j -0.000327696+0.00471721j -0.011329-0.00434398j 0.00181728-0.00985495j 0.0108538-0.0176186j 0.00595617+0.00673848j 0.0181385+0.00962014j 0.0273912-0.0256445j -0.021178-0.0086048j 0.00982318-0.0247521j -0.0270029-0.0259662j 0.00126548-0.0144871j -0.000702135-0.00789551j -0.000951112+0.00516689j -3.44885e-06-0.0165281j -0.00311126+0.00766764j -0.00516554-0.00298632j -0.00192479+0.00482289j 0.00239679+0.00136762j -0.0031527-0.0043142j -0.00414607+0.00278161j 0.00707143+0.0110424j 0.0015463-0.000632569j -0.00297929-0.00370376j 0.00977691-0.00136854j -0.00311618-0.00907643j -0.00337661-0.00616671j 0.00487783-0.00702321j 0.0051673-0.00467529j 0.00249471+0.00248174j 
0.00270395+0.00627144j -0.000122154-0.0018892j 0.00284395-0.016142j 0.000132321+0.0107855j -0.00728817+0.0166902j -0.017137-0.00705114j 0.0232343+0.00428247j 0.0231988-0.00763981j 0.00287657-0.00301827j 0.00953164-0.00381506j -0.00797082-0.00330024j -0.0112092+0.0204193j -0.0153782-0.0256756j -0.0100373+0.01727j 0.0116094+0.0128364j 0.0213637+0.0036842j -0.0278476+0.00766908j -0.000611526-0.00889694j -0.00471233-0.016122j 0.0190754+0.00731114j 0.00254921-0.00106703j -0.00485995-0.0164301j -0.0243086+0.00191104j -0.0228913-0.000225559j 0.0146624-0.00329202j -0.00556201+0.00748711j -0.00287203+0.00193383j 0.00464911-0.0027018j -0.0180873+0.0105689j -0.0134517-0.00292216j 0.002314-0.00897249j -0.00621549+0.00722158j 0.00824248+0.0024326j 0.0163509+0.00163679j -0.000578569+0.000305349j -0.00572453-0.00237509j -0.010548-0.001912j 0.0167575-0.00862742j 0.00897453-0.0264101j 0.00199818-0.00563962j -0.00200066+0.0118283j 0.00694835-0.00270735j 0.0239933+0.00943667j -0.00226375-0.0132564j 0.00303999-0.000344612j 0.0121157-0.00743559j 0.0231877-0.00390301j 0.0196495+0.00884137j 0.00542085-0.00557439j -0.00111142-0.008386j -0.0127223-0.0208047j 0.0227363-0.00464301j -0.0167526+0.0109872j -0.0106573-0.00263819j 0.00910758+0.0149579j 0.002482+0.0142551j 0.0115176+0.0155333j -0.0091138-0.00992301j 0.0148834-0.0139367j -0.00443378+0.0209549j 0.00749806+0.00720471j 0.00362389+0.00775998j 0.00637989-0.0094225j -0.0215447-0.00640846j 0.00148837-0.0036328j -0.00412383+0.00740469j -0.00111826-0.018818j 0.00450249+0.0127886j -0.00985216+0.0045324j -0.0042233+0.00908561j -0.00937621-0.001458j -0.00258475-0.00517347j 0.00765076-0.00348432j -0.00252723-0.00212724j 0.000130113-0.00353765j -0.0103022-0.00682989j -0.0101026-0.00661717j -0.0190458-0.000115147j -0.00637083+0.00777491j 0.0146036-0.000717785j -0.0168101-0.00180549j -0.00272076-0.00730644j -0.00339808+0.0047354j -0.00619049+0.032656j -0.00524479-0.0068634j -0.00185353+0.00988798j -0.00209454+0.0109878j -0.00151627-0.000642066j -0.00155148-4.91458e-05j -0.00336776+0.0044491j -0.00317388-0.000449088j -0.00851203-0.00244365j -2.52413e-06-0.00316341j 0.00153077-0.000184772j 0.00362799-0.0122498j 
0.00580515+0.00216824j -0.000138655+0.000846493j -0.00183003+0.0325634j 0.00232136-0.0251435j 0.0109921-0.017206j -0.0021998+0.00365583j 0.0129313-0.00184074j 0.0133286+0.0261285j -0.00526088+0.0150981j 0.000525462+0.00972622j 0.00343499+0.00990289j -0.0106862+0.0168259j -0.00229489+0.00203102j -0.00720268+0.0163908j 0.00108536+0.00112581j 0.00462388+0.0025528j -0.00463267+0.0153278j 0.00151122-0.0107704j 0.000585989+0.0128368j 0.00178294-0.000610029j -0.00199874+0.0050581j -0.00428569+0.0013124j -0.00639537+0.0110968j 0.00872795+0.0122088j 0.0101901+0.00961608j 0.00815195+0.00173198j -0.00514454+0.00182696j -0.00366627+0.00950685j -0.0192894-0.00843942j -0.0197881+0.00114849j -0.018215-0.00196085j 0.0206367-0.00248212j -0.00645777+0.000701139j -0.00325261+0.00313212j 0.00298937+0.00727724j -0.0027883+0.00451544j 0.00965093-0.00564801j 0.0047389+0.00257863j 0.000111994+0.0209947j 0.00206172-0.00425535j 0.00502509-0.00474971j 0.0141631+0.00421858j -0.0170249+0.00103334j -0.00488429-0.0117725j -0.0083025+5.90023e-05j 0.000503741+0.00563174j -0.0185476-0.00104175j -0.00646813-0.00784798j -0.00810128+0.00746983j 0.00794245+0.00353584j -0.00166599+0.00953024j -0.00545805+0.00388613j -0.00271514-0.00292987j 0.00848743-0.00136452j 0.00252386-0.00688163j -0.000883523+0.0101822j 0.00157736-0.00319878j 0.0196806+0.00355099j 0.00164825+0.0039914j 0.00750934-0.0162603j 0.0049918+0.000995956j 0.00348529+0.00100117j -0.0141728+0.0126338j 0.0199685-0.000496442j 0.000322512-0.0033502j 0.00187649-0.01182j 0.00110447+0.0245823j -0.00494048-0.0112661j 0.00347915+0.00695563j 0.00541439+0.0109002j 0.00941398-0.000920903j -0.0172957-0.00835372j 0.00938588-0.00968557j -0.00565714-0.0110103j -0.0200232+0.00918018j 0.0194675-0.00592243j 0.0124907+0.0140387j -0.0143228-0.0115029j 0.00566694+0.0107085j -0.00970834+0.016204j -0.00958039-0.0121737j 0.00830985+0.004618j -0.00281723-0.00152004j 0.000740378+0.00391507j -0.00418674+0.0118691j -0.00135692-0.00584617j -0.00638321+0.00354835j 0.00458526-0.00136711j -0.00545446-0.00592257j 0.00391744-0.00244806j 6.63894e-05-0.00642499j -0.00650707+0.0098767j -0.00275471-0.0097594j 0.0036416-0.00197988j -0.000880969-0.00876111j 
-0.0129829+0.00081299j 2.06045e-05-0.00437211j -0.00238862+0.00180013j -0.00148308-0.0115719j -0.00646388+0.000866585j 0.0186946+0.00570592j -0.0146828-0.00658477j -0.0144766-0.0058729j -0.000381147+0.00925836j -0.010221+0.00457354j 0.00275301+0.00668121j 0.0124132+0.00379788j 0.000904584-0.0174017j 0.00953051-0.0168431j -0.010572-0.014087j -0.0176313+0.00292028j 0.0105185-0.0120988j 0.00207943-0.0114907j -0.00795121+0.00634322j -0.0279102+0.0145946j -0.00229574+0.00169045j 0.0077331+0.000825062j 0.0235075+0.000664038j -0.0048708-0.00100053j -0.00146507-0.00895183j -0.0116045-0.00695536j -0.0118549-0.0110868j -0.00276344-0.00832849j -0.00823743+0.00450603j 0.00080224+0.00462336j 0.00783611-0.00224675j 0.00694249+0.00303993j -0.00824992+0.000144407j 0.0050895-0.00450463j -0.00255336+0.0039267j 0.00876021+0.000274347j -0.000266134+0.0108864j 0.000617651+0.0059418j -0.00214729-0.0124185j 0.00131184+0.00360861j -0.00451083-0.0129788j -0.0106387-0.00258811j 0.00189656-0.00289784j -0.00137042+0.0109848j -0.0200939+0.000745998j 0.0187053-0.0105141j 0.0165404-0.0132089j 0.00792145+0.00875907j 0.00515266+0.00701356j -0.00888057+0.000908504j -0.00335204-0.017524j 0.0105725-0.000496925j 0.00777726+0.0193039j -0.00749771-0.00569994j 0.00106703+0.00674546j 0.00135258+0.00362882j 0.0195957+0.00951663j -0.00916137+0.000140144j 0.00430058-0.00949883j 0.00664753+0.0188746j -0.00279034-0.000575086j 0.000423451+0.00156118j -0.00610855+0.0107128j -0.00785394+0.00553666j 0.00333002-0.00175737j -0.000582725+0.00767749j 0.00651003-0.00373199j 0.0121355+0.00699767j -0.00219559+0.0110879j -0.0158846+0.0150102j 0.00946195-0.009837j -0.023772-0.0168929j 0.00969849-0.0120651j -0.00166758-0.0154453j -0.00365664+0.00864726j -0.00505678-0.00251503j 0.0204923+0.000706274j 0.00103525+0.00134969j -0.00686988+0.00295494j -0.0114161-0.000395045j -0.010106-0.0116348j -0.01932+0.0167559j 0.00729108+0.0149393j -0.00133538-0.0138074j 0.00259816+0.00456917j -0.00850559+0.000113124j 0.0021061+0.0136129j -0.000699442+0.000850804j -0.00210608-0.000209847j 0.0167208+0.00591446j -0.000527752-0.0103135j -0.00379373-0.00877352j 0.00513497-0.00717524j 0.00742803-0.00604555j -0.00154323+0.00417933j 
-0.00262839+0.000902659j 0.00201584+0.000825767j 0.00100619+0.0110939j -0.0047451-0.0127341j -0.0112663-0.00781321j 0.00469256+0.0057818j 0.00113448-0.0180587j -0.00293707+0.0159367j -0.00148038-0.00191964j 0.00545675-0.0194539j -0.00147332-0.0129659j 0.00408465-0.00729984j -0.0113428-0.0051782j -0.00284557-6.89423e-05j -0.0012919+0.0366115j -0.0080595-0.00022358j 0.000319156-0.00384457j 0.00934827+0.00256172j -0.0098034-0.00545536j -0.00788437+0.000377564j -0.0139139+0.00104764j 0.0199395+0.00632774j 0.0177454+0.0107604j 0.00154879+0.0118576j -0.00823408-0.0084917j 0.00885933+0.0112824j 0.0175392-0.00245916j 0.0137515+0.00108697j 0.00423264-0.00215218j 0.00374511-0.00638601j -0.00240405-3.15698e-05j -0.0192796+0.00125867j 0.00189771-0.00144644j -0.00193589+0.00171111j 0.00433908+0.00760795j -0.00376221+0.00156349j 0.00422082+0.00471515j 0.00483493+0.00491346j 0.013165-0.0184422j 0.00211139-7.73384e-05j -0.00444038+0.00399138j -0.00257773-0.00478004j 0.0172646+0.00541863j -0.00398456-0.0146744j -0.003233+0.00803873j 0.0039579-0.00199731j 0.0101987-0.00716505j 0.0168309-0.000571652j -0.00696881+0.00346846j 0.0061252+0.00419138j -0.0107474-0.00864298j 0.0120006-0.00928668j -0.00852897+0.0107862j -0.0035379-0.0017675j 0.00827133+0.00747841j -0.000358205+0.0199729j 0.0162834+0.00556224j 0.00570257+0.000327463j -0.00762054-0.00577332j 0.00410216-0.00704841j 0.00160301-0.00294934j 0.00256759+0.00763675j -0.00732046+0.00294791j 0.00657271+0.0134482j 0.00870076-0.00852423j 0.00966096-0.00903105j 0.00584045-0.00101396j 0.00515631+0.0106587j 0.00554338-0.0117938j 0.0200155-0.00615196j 0.00382656+0.00538506j 0.0162376+0.0143331j -0.014402+0.000451033j 0.00477644+0.00536491j 0.0129903-0.00313741j -0.013551+0.00910145j 0.00700912-0.0130763j 0.000790452+0.00201169j -0.0194765-0.0067447j -0.00348322-0.00946538j -0.00124765-0.00596277j 0.000409483+0.0115663j -5.80145e-05+0.0200008j -0.00205457+0.00453047j -0.00524261-0.00845765j -0.00530663-0.00107537j 0.000765826-0.00320592j -0.00666653+0.00384301j 0.000155939+0.00851132j 0.00869223+0.00569663j -0.00095333-0.00694771j -0.00632095-0.00275108j 0.00346294-0.00847281j 0.00517183-0.00268268j 0.000194484-0.00317122j 
-0.00387794-0.000356618j 0.000902171+0.00534569j -0.00378416+0.00601283j -0.00453171+0.00519198j -0.0304325-0.00362112j 0.00918555-0.00882716j 0.000403787-0.00636856j -0.0121901-0.00357357j 0.00502864-0.0196442j 0.016974-0.0133265j -0.0230186+0.00468621j 0.00316263-0.00321025j -0.0149158+0.00783455j -0.0133732-0.00213131j -0.000892679-0.0134531j -0.00285584+0.00573474j 0.00743654-0.0135554j 0.011221+0.022557j -0.00896112-0.00358112j 0.00408949+0.00328077j 0.0147451+0.00139184j 0.00340061+0.0042491j 0.0306412+0.00818306j -0.00900453+0.00529488j 0.0174-0.00978558j -0.0116711+0.00780976j 0.0049177-0.0021632j 0.00516649+0.00130238j -0.0137663-0.00382636j -0.00928535-0.0023121j 0.00350458-0.000194722j 0.0144323+0.000636447j -0.00876028-0.00504888j -0.00650772+0.00461939j -0.00781396-0.00120679j -0.00276639+0.000979293j -0.000770295-0.00239689j 0.00229373-0.000588366j -0.00131279-0.0206245j 0.00467313-0.00982941j 0.0077637+0.0251822j 0.0125864-0.00895375j 0.0276891-0.00113875j -0.00062742-0.0158161j 0.0250971+0.0021722j -0.00800689+0.00812897j 0.0196732+0.00182842j 0.00700941+0.00420436j 0.00732253-0.0270483j -0.00540658-0.0272878j -0.0122648+0.00410571j 0.0182095-0.0147187j -0.0220626-0.00514195j 0.00908085-0.000868121j 0.0150296+0.00658671j 0.0128073+0.0101177j -0.0163456-0.00431579j -0.0050966-0.00126722j -0.00952207+0.00338799j 0.00548776+0.00154813j 0.00449651-0.0100894j 0.0019474-0.00352453j 0.00266754-0.019648j 0.00847196-0.00512783j 0.00643895-0.01136j 0.0106682-0.0124491j -0.010416-0.00473956j -0.00578648-0.00670157j -0.0218942-0.0036125j 0.00443006+0.0187674j 0.0147205-0.00694885j -0.0167921-0.0100888j 0.00474395-0.0165464j -0.0168084-0.0129999j 0.00275768-0.00241987j 0.00292046+0.00625574j -0.00278852-0.00314649j -0.0180836+0.00653501j 0.00301669-0.00259897j -0.0101006-0.000906904j 0.00290138-0.00196581j -0.00467346+0.00282112j 0.00278403+0.00411733j 0.00459169+0.00920162j -0.000965905+0.0218751j 0.000434524+0.0014019j 0.00192176-6.35145e-05j 0.0019185-0.0018255j -0.00157947-0.001447j -0.00123446+0.000996259j -0.00420701+0.0017167j -0.00015873-0.00275393j 0.00152373-0.00545092j -0.00371144-0.000184875j 0.00247576+0.00215613j 
0.00579016+0.00189158j -0.00425658+0.00321294j -0.00114495-0.0199952j -0.00182154+0.00981923j 0.0149859+0.00203793j 0.00150937-0.00697823j 0.0047827-0.0131803j 0.00230592+0.00576024j -0.00502684-0.00753506j -0.00446035+0.0111326j 0.00927+0.0311348j -0.00176016+0.0227956j 0.000967401-0.0149854j 0.00681922-0.00734587j 5.57998e-06+0.00648991j 8.47573e-05+0.0102375j -0.00969827+0.00348384j -0.00568149+0.00543549j 0.00587089-0.00191702j 0.00149575+0.00532558j -0.00184719-0.00788104j 0.00587381+0.00791462j -0.00513721+0.000391393j 0.00976201-0.000867677j 0.00238848-0.00200347j 0.0154153+0.00285727j 0.0119095+0.0027587j 0.0019208+0.0120666j 0.0065654+0.00130306j -0.00720141+0.000107595j -0.00490973+0.0100912j 0.00949236+0.00262939j -0.010797+0.00308616j 0.00338125+0.00313392j 0.00238299-0.00127991j -0.00459567-0.00257698j -0.00352297+0.00954519j -0.00203672+0.00758538j 0.00681716-0.030978j 0.00453094+0.000184211j -0.0118514-0.0023677j -0.0212464-0.000606864j 0.0283435+0.00358392j 0.00031759-0.00745946j 0.0131085-0.000470458j 0.00317421-0.00734243j -0.00575803+0.017643j 0.01387-0.0196045j -0.0193957+0.0154988j 0.0285807+0.0273356j 0.0163265+0.000159411j 0.00310494-0.0129262j 0.0311709-0.00143901j -0.0141428-0.000167959j 0.00402043+0.0205016j -0.00436501-0.02762j -0.00530377-0.0209533j -0.00609341+0.00173574j -0.0196602+0.00370649j -0.000741719-0.0040545j -0.00660874-0.00904414j 0.00703996-0.00907408j 0.00815527-0.0178174j -0.000373797-0.000401611j 0.00589102-0.00784094j 0.00161474+0.00721749j -0.00722729-0.0100135j -0.00896766-0.00090729j -0.0167927+0.00249208j -0.00833989+0.0163026j -0.0118153-0.00602699j -0.0208789-0.0117447j -0.00440556+0.00382516j 0.0107807+0.0060222j -0.0162067+0.0152719j 0.00696424+0.00689697j -0.00595642+0.00972862j 0.00499178-0.00371941j -0.00366671+0.00683872j 0.0183681+0.00920587j -0.00137245+0.00203551j -0.00293543+0.00105076j 0.00262758-0.00368946j -0.00492265+0.00593313j -0.00516651-0.020964j -0.000797475+0.00990883j 0.0013105+0.0028642j 0.00140079-0.00151517j -0.00181656-0.00461885j 0.00304637-0.00112815j -0.00160587-0.00320002j -0.0011484-0.00634992j 0.00277823+0.00172941j 0.00464541+0.000153294j 0.00252978-0.00156996j 
0.00558781+0.00522232j -0.00863679+0.000533112j 0.00432069+0.0296691j -0.000171279-0.0202345j -0.000221409-0.00161416j -0.0058281+0.000170702j -0.00288218-0.00589495j -0.00345362+0.00604307j 0.00774377+0.0028711j 0.000471024-0.00804322j 0.0015332+0.00309095j 0.000319941+0.00580622j -0.00365996-0.0022067j -0.000921901+0.012102j 0.00516051-0.0103861j 0.00205259-0.0184987j -0.00365987+0.00729464j -0.00587604+0.00135211j 0.0063622-0.00951629j -0.000255358+0.0244197j 0.00303729+0.00308228j 0.00663084+0.00581669j -0.0129817-0.00810576j -0.00540017-0.0142983j -0.00388257+0.00316034j 0.0125138+0.00827634j 0.00710574+0.00719619j 0.00427912+0.000796874j 0.0101125+0.0010585j 0.00213622-0.00538437j 0.00883828+3.41534e-05j -0.00090244+0.00287376j 0.00523464-0.000197577j -0.00134261+0.00061306j 0.00798558-0.0107608j 0.00785243-0.00344949j -0.000722246-0.00498515j -0.0114143-0.00166833j -0.00388581-0.0132643j -0.0034405-0.00295101j 0.00136625+0.0112873j -0.00213561+0.00065447j 0.00075494-0.00672281j 0.0102043-0.0158267j 0.015577-0.00419395j 0.00856346-0.0144941j 0.0201356-0.00769115j 0.0198701+0.0075951j -0.00450651+0.000175227j 0.00423334+0.000392325j -0.00248401-0.0185434j 0.0155538-0.0219614j 0.0246854-0.00625068j -0.0300601-0.00192715j 0.013737+0.0215609j -0.00288275-0.0285442j -0.0209663-0.00365257j -0.0104553-0.00126799j 0.000218636-0.00420834j -8.08137e-05+0.00494948j -0.002072+0.0117613j 0.00481711-0.00488632j 0.000272816-0.00057393j -0.00986597+0.00772931j -0.00423041-0.0159688j 0.0110766-0.00625449j 0.00546173-0.0015259j 0.00756429+0.0109608j 0.000664733-0.0141928j 0.0149865-0.0114961j 0.00412087+0.00151108j 0.0184899+0.016609j -0.00637006+0.000956444j -1.37668e-05-0.00576914j 0.00212134+0.0031077j 0.013105+0.00524517j 0.0125678+0.00123799j -0.0142453-0.00136968j 0.00712284-0.00116568j -0.0129899+0.00802666j 0.0114215-0.00230871j 0.00333159-0.000708416j 0.00342253+0.00521861j 0.00649026-0.00418399j 0.00823115+0.0257017j 0.00682924-0.0101513j 0.00204012-0.0100854j -0.00285868+0.00092938j 0.00277952+0.00625319j -0.00403007-0.00491884j -0.0072795+0.0063179j 0.0038189+0.00156587j -0.00189506-0.000696573j -0.00482689-0.00233431j 0.00306512+0.00296684j 
0.0086823+0.00164467j -0.00784234+0.00333549j 0.00360713-0.0162736j 7.24234e-05+0.0074206j 0.0295269+0.00635643j 0.00424153+0.00786992j 0.000179867-0.00256481j 0.00469065+0.00430791j -0.00102923-0.00500609j -0.0156802-0.028246j 0.00981751-0.0260032j -0.00102102-0.0107081j 0.0220008-0.0118834j 0.00605677-0.00576822j -0.00404988+0.00100177j 0.00366501+0.0147687j 0.00141609+0.0198346j -0.00750518-0.0052112j 0.0131367-0.00151287j -0.00185564-0.00160383j 0.017672-0.00239796j -0.0267808+0.021596j 0.00263936-0.0142189j 0.0116123+0.00513168j 0.0260215+0.00413117j -0.0261265-0.00525599j -0.00190205+0.00403716j -0.000758689+0.00394628j -0.0107339-0.0025023j 0.0133994+0.00175261j 0.00940041+0.00398338j 0.00850746+0.0127705j -0.00490672+0.00242973j 0.00289637-0.000474337j -0.00405785-0.00578168j -0.00288609-0.00764056j 0.00718071+0.00882771j -0.000186077+0.0130138j -0.0165197+0.00642871j 0.0057942+0.0366324j -0.00850096+0.00220196j -0.0388207+0.0119672j -0.0220139-0.000897844j 0.00812403+0.0323617j 0.00809461-0.00475393j -0.0125779-0.0224483j 0.0097982-0.0120655j -0.00690725+0.0105634j 0.0347961-0.011424j -0.0263141-0.0168413j -0.00463662-0.00299319j 8.8577e-05-0.00286741j 0.0198259-0.00522822j -0.0101396-0.00402626j -0.00689738-0.00403754j -0.00368775-0.0174456j -0.00391404-0.015759j 0.0047628+0.00150176j -0.0101195+0.00228582j -0.00624756-0.000798783j -0.00117984-0.000384446j -0.00556635+0.0162236j 0.00638871-0.0148556j -0.000783422-0.00884609j 0.00971746+0.00371958j -0.0041004-0.006521j -0.0122404+0.00278137j -0.00730864-0.00953345j -0.00538286-0.00269806j -0.00114212+0.000499466j 0.0139071-0.0050168j 0.000908286+0.0023824j 0.0104586-0.00708798j -0.0184188-0.0124116j 0.0147238-0.00728635j -0.00283095+0.00116635j -0.00796445-0.00990924j 0.00203273+0.00677267j 0.00972738-0.0045851j -0.000483359-0.0125773j -0.0075108+0.00650565j 0.00244904+0.000905718j -0.00184623-0.00969665j 0.00261649-0.000726929j -0.00341498+0.00140212j -0.000510892-0.00122718j 0.00241657+0.00730821j 0.00859948-0.00188496j -0.00476688-0.00956149j 0.0069191-0.00702669j -0.0019295-0.00819246j -0.00113325+0.00121291j 0.00221464-0.00571889j 0.00206854-0.00270608j 0.00389094+0.00103901j 
