-0.000690316-0.133775j 0.213447-0.146937j 0.336299-0.0676773j 0.310649-0.223832j 0.112873+0.379745j 0.159742-0.150209j 0.317854-0.27974j 0.0354961-0.24627j 0.456869+0.239233j 0.168658-0.730758j -0.134479+0.338957j 0.143762+0.0992988j 0.183723-0.42602j 0.940887-0.749968j -0.538049+0.242928j 1.09344+0.0220041j 0.217176-0.17285j 0.310609+0.357985j -0.245669+0.00804082j 0.742728+0.695942j -0.878689-0.843483j -0.109269+0.328677j 0.179681-0.27483j -1.01197+0.433252j -0.258211+0.127978j 0.242442+0.53253j 0.653381+0.0770575j -0.184814-0.673492j -0.0659616+0.675965j -0.0424038+0.248528j -0.217044+0.227867j -0.205344+1.12661j 0.384921+0.0750663j 1.04162-0.651653j -0.517956-0.342723j -0.0296514+0.493145j 0.263351-0.730834j 0.0632975+0.366584j -0.271062+0.00186029j -0.467977-0.302488j -0.194159-0.268027j 0.336949+0.818603j -0.0923299+0.922002j 1.35333+0.169541j -0.351744-0.246731j 1.02705-0.960722j -0.591481-0.0255282j 0.358913-0.817219j 0.39577+0.367718j 0.318358+0.768064j -0.740792-0.626849j -0.0371084-0.783602j 0.328844+0.651178j 0.977971-0.0178155j -0.102737-1.24989j 0.825941+0.598063j -0.193861+0.368841j -0.981109+0.490907j 0.556585+0.159137j -0.318206-1.15825j -0.135351-0.507445j -0.30348-0.523621j -0.296527+0.603882j 0.00435447+0.836188j -0.284334+0.424286j 0.252161+0.125174j 0.00691091-0.255155j -1.15809+0.362271j -0.566707-1.88049j 1.68625-0.867934j 
0.495892-0.178893j 1.64757+0.715836j -4.15081-1.14832j 0.497202+0.176979j 0.43042+1.43325j 9.81923-0.204947j -1.23994-0.744157j 5.98373+0.246447j 11.0646+1.41461j 14.0137+2.13738j -3.35014-0.363562j -18.8134-2.04451j -5.18739-1.46311j -0.960813-0.532261j -6.69983-0.00350624j -22.1635-2.52631j 20.944+1.69487j -23.5843-3.08757j 18.8577+3.46583j 1.10967-0.463053j -7.18763-0.788526j 29.4435+4.12835j -23.0549-2.0242j -12.2071-1.65044j -19.8031-2.68346j 45.1429+6.33723j -7.56627-1.69473j -10.6033-1.49913j -0.666509+0.242257j -24.0091-3.2967j 13.0225+2.23685j -29.0865-3.73553j 28.4524+3.36295j 13.3838+1.61474j -7.33864+18.8653j -17.4647-1.92207j 12.6581+1.65181j -27.0277-4.0873j 29.0427+3.78983j 12.9548+2.19051j 22.9288+2.28677j 1.79107+0.164088j -8.24145-1.11754j -7.14924-1.21728j 42.246+6.22138j -18.9425-2.55978j 12.2817+1.25057j -21.81-2.86645j 27.7172+4.2234j 6.8727+0.974975j -0.497213+0.25741j 17.0821+2.78797j -22.9796-3.93553j 19.1592+2.46299j -20.206-3.65409j -5.68074-0.0975921j -0.147831+0.678591j -6.36231-0.304556j 16.1341+2.68395j -1.99805-0.560851j -12.2832-1.91866j -7.33082-0.750012j -5.9653-1.05929j 0.78774-0.0223719j -8.07826-1.07966j 1.04771-0.0735371j -0.431366+0.349298j 4.2988+0.690137j -0.845005+0.426618j -0.550261+0.29455j 
-0.105212+0.061044j 1.69639-0.145144j -5.3584-0.33344j 0.344759+0.434258j -0.140812-0.0334645j 10.6477-0.722044j -2.42921+0.805574j 10.7912-1.91048j 12.2723-1.97493j 16.5902-2.58843j -4.43445-1.62525j -22.9118-0.243195j -8.42674+1.81007j -0.93385+0.512375j -6.98032+2.56952j -26.7301+0.220946j 26.1216-0.286747j -29.2633+1.43431j 21.7554-2.10673j 2.00268+0.456054j -8.84123+0.367644j 36.4854-0.269734j -30.8315+0.504723j -16.1027-1.6072j -24.9016-0.0337221j 56.1883-0.0484043j -8.67454+0.262369j -12.2717-0.681603j 0.0603944+1.51233j -28.8909-1.53822j 18.085-1.50673j -37.2296-0.907857j 34.6792+0.373515j 16.3916-0.32633j -6.63631+24.5177j -22.1975-0.229481j 14.4262+1.44825j -35.7545-1.83096j 35.3751+1.51434j 16.9919+0.0260252j 29.0893+1.4461j 1.18966+0.372948j -12.5937-0.496699j -7.78522-0.107528j 56.3417+3.00351j -24.9877-1.50103j 16.3875+0.924684j -28.8692-1.31744j 36.91+1.64154j 8.44405+0.0378685j -1.57952+0.772032j 23.0346+1.24033j -28.2867-1.95121j 25.0642+2.06389j -27.3402-2.74209j -8.03131-1.06547j -0.0341691+0.188273j -7.47735+0.268261j 22.6727+1.80253j -3.00098-0.747437j -16.8917-2.27019j -10.86-1.68236j -7.96455-0.320565j 1.92099+0.729499j -10.7673-1.20923j 0.347468-0.468714j -0.362707+0.469172j 5.0525+0.271695j -1.4205-0.333886j -0.0988402+0.149882j 
1.0405+0.177125j -3.57324-0.543496j 11.6253+0.961429j 0.148489-0.763694j 0.874748+0.337983j -28.2031-0.663949j 7.08508-1.19773j -17.899-1.5208j -30.0795-1.60008j -41.9329-3.04625j 8.17717+0.614723j 54.4878+5.74217j 16.53+2.7773j 1.8233-0.78701j 18.8728+1.84212j 65.6015+7.01036j -60.8115-5.45909j 70.3661+7.95302j -53.445-5.93233j -1.05619-0.798984j 22.2466+3.56609j -87.6956-10.1508j 69.3717+6.29332j 37.1171+4.02421j 58.8658+5.68494j -131.383-14.2276j 19.9399+2.13417j 28.74+3.28486j 2.70938+0.892843j 70.479+7.46849j -38.7787-4.85377j 84.8141+9.15811j -79.9223-9.48917j -37.5847-3.95483j 21.0913-56.5406j 52.3792+7.53446j -37.1366-4.94277j 80.3963+10.0361j -82.5562-10.6295j -40.0723-3.88939j -67.6018-8.23218j -4.58874-0.986596j 27.0126+3.53597j 18.1159+2.4707j -126.363-15.4766j 55.4374+7.45839j -36.9207-4.66192j 64.2006+8.6485j -82.391-10.3681j -21.0564-1.64374j 2.96021+0.0637906j -49.6161-6.62363j 64.985+8.89207j -56.3136-7.45336j 59.4556+8.54502j 15.0975+3.30123j -1.72159-0.291276j 19.6503+1.04043j -48.7074-7.4901j 5.13849+1.17905j 33.9503+5.80322j 23.581+3.99471j 17.7775+2.73771j -3.40879-0.610778j 23.0618+3.54725j -1.34673+0.0971789j 1.58673+0.00468115j -11.3903-1.2221j 2.97007+0.994766j 0.628487-0.000379442j 
-0.976139+0.490275j 2.97531+0.269602j -9.64277+0.723576j 2.3218+0.588957j -0.625549+1.22551j 19.3347-0.0619903j -2.37029+0.473548j 14.581-0.667157j 20.1703-2.4966j 31.12-1.66919j -4.73366+1.07231j -40.0905+2.73324j -13.5304-2.3123j -2.01894+1.64612j -13.7269+2.51674j -49.1667+1.31038j 45.7495-1.28963j -53.0805+1.29501j 39.6736-1.97434j 2.11632+2.17238j -15.3524-1.23403j 66.5124-2.62684j -52.8446+1.73832j -29.659+1.55698j -45.4981+0.431922j 101.606-2.39125j -15.1631+1.07915j -20.7037+0.762561j -2.69394-0.825417j -54.0858+0.569012j 33.2891+0.401714j -66.4829+0.039201j 63.5703+0.174997j 29.2877-1.71559j -11.9446+45.6806j -40.6752-0.342454j 30.8168+0.823253j -63.7832-0.84202j 67.3266+1.52817j 31.7453-0.50928j 54.1887-0.143431j 2.99171-0.213722j -22.8254-0.91209j -15.5606-1.49872j 104.264+4.6208j -46.1211-1.66949j 28.8909+1.94284j -54.2644-2.35155j 69.2129+2.98921j 16.7407+0.873249j -0.998257+1.06473j 42.1443+1.7315j -56.2751-3.68425j 47.2762+1.93676j -51.9393-2.40926j -14.7333-1.43623j 1.51868-0.163613j -13.3339+1.10776j 43.0878+2.98573j -5.8725-1.48429j -31.1075-3.92205j -23.19-3.0371j -14.7251-0.718404j 4.64894+1.30707j -21.3417-2.27567j 1.19098+0.352099j -0.556375+0.664004j 8.98489+0.308909j -3.67021-0.812399j -0.170099-0.0231107j 
-0.228989-0.0152358j -0.725092-0.348094j 6.53658+1.10954j -2.40416-0.372454j 0.240707+0.792602j -10.991-0.0787409j 2.98607-0.157239j -7.77204+0.241219j -12.2283+1.64928j -17.0363+1.74739j 2.3167-0.110762j 23.5172-1.06511j 8.34721+2.24866j -0.493506-0.374551j 6.70376-0.950867j 27.6783-0.978576j -26.8054+0.34859j 30.3496-1.26739j -21.8992+0.464049j -1.38481-0.789241j 8.97578+0.147709j -37.9744+1.64607j 30.9894+0.363741j 17.1048-1.02019j 25.7664+0.436783j -57.8765+0.59014j 7.98437-0.282365j 11.9406-0.509577j 1.64773+1.50369j 30.8149-0.752349j -18.3177+0.44454j 38.3348+0.507078j -35.7697+0.111478j -16.6424+0.784406j 6.42013-26.657j 23.3774-0.113196j -16.9802-1.44983j 36.1613+0.770999j -37.8485-0.828341j -17.6365+0.697508j -30.2974-0.54436j -1.10084+0.402385j 13.3502+1.07225j 8.33186-0.0484452j -57.8748-2.55435j 26.0923+1.87238j -16.0317-1.39094j 30.622+1.83765j -38.7603-2.29227j -9.68279-0.00790709j 1.03709-0.491032j -23.1444-1.67409j 31.8117+2.19151j -26.4774-1.48555j 28.965+1.51201j 8.51879+0.905014j -1.13249-0.192759j 7.77626-0.414935j -24.0227-1.62933j 3.09192+0.670946j 17.1905+1.85905j 12.6636+1.9169j 8.16597+0.40191j -2.63998-0.170246j 11.6156+1.42595j -0.448493+0.0744589j 0.0887404-0.348163j -5.71616-0.0430496j 1.7031+0.0872344j 0.345243-0.196125j 
0.190025-0.069359j -1.31711-0.223164j 3.57935+0.636014j -0.258515-0.136189j 0.284738+0.0793012j -9.06009-0.200011j 2.14508+0.294005j -7.16885-2.60561j -10.3121-0.766641j -14.1735-1.17991j 1.12726+1.29145j 16.9683+1.60044j 7.46212+1.12858j 0.788657+0.238712j 7.40476+0.0341925j 20.6635+1.56762j -19.3677-2.2736j 23.2914+2.10433j -18.6722-1.2046j -0.425227-0.808628j 7.24378+0.612129j -28.1051-2.7907j 22.404+3.32588j 10.9571+1.4266j 18.6923+2.05937j -42.4224-4.76191j 6.71595+0.720817j 8.78173+1.04781j 2.21181-0.992375j 21.5639+1.96154j -14.0039-2.30791j 27.0992+3.58149j -26.2709-2.6158j -12.5587-1.24928j 6.59708-18.1981j 17.2497+1.99853j -11.3753-0.0433022j 25.3905+4.03236j -26.8133-2.50466j -12.8803-1.3175j -21.4718-2.42536j -1.04348+0.113321j 8.85558+1.52933j 6.25538+0.419821j -40.5956-5.51873j 17.8083+2.63274j -11.7153-1.84222j 21.1325+2.6089j -26.9347-3.61822j -6.84719-0.394187j 1.3074+0.378472j -16.2143-2.59879j 21.1732+2.14307j -17.8717-2.48717j 19.1082+2.86158j 5.06458+1.26147j -0.513906+0.41213j 6.08463+0.23227j -16.1331-2.33065j 1.76569+0.535647j 11.1781+2.19462j 7.8014+0.843816j 5.80478+0.893355j -1.07436-0.239432j 7.57427+1.11204j -0.789649+0.0908072j 0.570638-0.0395013j -3.64527-0.440063j 0.971044+0.211577j 0.199167-0.025123j 
0.627704-0.911572j -1.2223+0.208848j 2.82939+0.282713j -1.59044-0.568759j 0.679242+1.521j -8.35198+0.415424j 0.520709+0.221683j -4.98653+0.101323j -7.09088+0.808432j -8.25597-0.5775j 2.35447-0.183988j 14.2068-2.39682j 6.3179-0.0905423j -0.555785+0.422131j 4.0885-0.296161j 16.8975-1.17251j -15.8862+0.536763j 18.2172-0.872328j -14.3973+0.737505j -0.0722634+0.0832023j 5.30822-0.221901j -23.0381+0.187702j 18.2391-0.771231j 10.8417-0.233212j 15.6635-1.11647j -35.8287+0.475187j 5.69961-0.72282j 8.10246-0.21064j 1.15964+0.438328j 19.3308+0.498139j -10.5421-0.549894j 23.8586-0.29518j -23.4145+1.21498j -10.3273+0.236895j 4.31517-17.0653j 15.0223+0.525409j -10.7859-0.0208671j 23.3346+0.971239j -24.658-0.426576j -10.6708+0.0612413j -19.6476-1.16035j -1.07211-0.395181j 8.00277-0.220841j 5.51748+0.532524j -37.5335-0.488451j 16.5782+0.639114j -11.2301-0.632883j 19.9898+0.0662221j -24.6952-0.970287j -5.67459-0.177661j 0.222362+0.625236j -15.2801-0.495934j 20.4908+0.681366j -17.1889-0.769661j 19.0938+0.762455j 5.61769+0.570551j -0.965331-0.13189j 4.48449-0.577367j -15.9699-0.29566j 2.50725+0.640446j 12.3165+1.1949j 8.57516+1.12697j 5.38653-0.0369503j -1.80504-0.51632j 7.98816+0.895964j -0.749073-0.0640398j -0.0103335+0.186227j -3.09383-0.0882196j 1.60399+0.399994j 0.0751718+0.0624696j 
0.855303+0.305455j -3.20342-0.384821j 11.5737+0.635467j -0.869764-0.846891j 1.15881+0.66894j -23.8777+3.85495j 3.1638-2.06584j -17.1068+0.233976j -26.3626+3.37368j -34.7946+2.01366j 4.94411-3.14667j 46.2617-2.56599j 16.3217+1.0902j 0.774553+0.218562j 15.6762-1.0663j 57.9066-2.86876j -54.7505-0.156693j 62.0258+0.168712j -47.15-0.599155j -1.03469-1.47528j 18.5347+0.478129j -78.3671+0.528248j 62.272+0.485212j 33.6655-0.70084j 51.1522+0.637344j -119.678-0.759341j 18.3297+0.834334j 25.6713-0.205398j 3.91649+0.267804j 62.9614+2.09222j -36.8-2.12566j 77.9493+2.17879j -73.9673-1.92993j -35.454-0.131616j 15.8273-52.5857j 48.2115+2.26021j -35.5736-2.65374j 74.0378+3.36533j -79.2402-4.02559j -36.0236-1.50923j -64.3133-4.39486j -3.39981-0.243703j 26.5712+1.76758j 17.7321+1.14931j -120.941-7.24305j 52.6849+4.01443j -33.916-1.76256j 63.2279+3.62166j -79.0622-5.49959j -18.6743+0.116837j 2.70182-0.143745j -48.3147-2.81441j 63.6456+5.93743j -53.5301-3.69939j 59.2358+5.86565j 16.4591+2.6466j -1.87816-0.579345j 16.265-0.81624j -49.4498-5.08227j 6.39825+1.5097j 35.9049+4.43024j 25.2513+4.24631j 16.8504+1.25622j -4.66527-1.47952j 23.7129+3.39571j -1.28691+0.139016j 0.354187-0.498224j -10.9861-0.571864j 3.53226+0.752176j 0.187223-0.0990352j 
0.463678+0.65415j -2.1397-0.344815j 8.32792+1.42686j -0.0928492-1.77598j 1.61459-0.242266j -17.5213-2.93514j 3.96157-0.0442984j -12.9989-2.27402j -21.0488-2.47675j -28.4622-5.42041j 5.77595+1.29996j 39.1615+5.48515j 10.6199+1.44326j 2.7831+0.366855j 14.3177+2.04456j 45.1395+7.26244j -41.6461-6.20208j 49.0555+7.32939j -38.4332-4.72748j -0.462744-0.318515j 14.0598+1.5496j -61.5437-9.3423j 48.1151+7.15837j 27.352+4.68086j 40.8815+6.68325j -92.2609-14.3555j 14.567+1.80744j 20.2999+2.39543j 1.79358+0.135571j 48.5175+7.58455j -27.3388-5.71855j 59.0142+9.28618j -56.2986-9.00813j -27.6456-3.61127j 16.4751-38.2538j 36.7953+5.91768j -25.8367-4.36928j 55.5838+9.11353j -57.3683-9.55506j -28.4116-4.69199j -47.8184-7.04247j -3.00047-0.26181j 18.5229+3.48377j 12.3558+2.35469j -86.4608-15.4286j 38.4974+6.94037j -24.7014-3.79702j 44.7852+8.26797j -57.0461-10.6256j -14.1839-2.51791j 2.67754-0.76625j -34.7581-6.56119j 44.6138+8.97685j -39.4405-7.21557j 42.2331+8.20235j 10.8841+2.45783j -1.22036-0.208201j 13.9483+1.32286j -34.0684-6.62097j 3.39599+1.00124j 23.4275+4.65662j 16.6978+3.6354j 12.0324+2.41561j -2.32448-0.965849j 15.9475+3.55683j -0.417375-0.397621j 1.20854+0.0113693j -7.9194-1.12438j 1.7494+1.26124j 0.13352+0.203219j 
-0.325784-0.866158j -0.0451605+1.13166j -0.179123+1.94496j -0.154405-2.2014j -1.6947+0.0306512j -3.02128+0.465779j 0.395109+1.77084j -2.21066+0.459687j -4.46441-0.516621j -6.10789+0.824836j 0.383035-0.534676j 7.11803+1.013j 0.657788+1.22344j -0.587849-2.01482j 1.96004-1.2826j 8.94292-0.442563j -7.79493-1.45199j 10.2126+0.68965j -6.51416+0.412702j -0.55528-0.201705j 3.40094+0.0455448j -12.3462-0.771021j 7.73481+1.8422j 5.35353+0.726478j 7.00267+0.688181j -16.9142-1.30539j 2.36285-0.681787j 4.33111+0.213432j -0.973782+0.340057j 9.92236+0.826888j -5.73198-0.124823j 10.7401+1.79132j -11.0498-0.682591j -5.33869-0.293938j 3.56428-8.04116j 7.33524+0.976425j -3.75066-0.223183j 10.2876+1.11916j -11.1664-0.919682j -5.88205-0.130904j -8.48283-0.568649j -0.872076+0.688259j 2.96709+1.11697j 3.35557-0.441548j -16.5773-0.696275j 6.1929+1.17723j -4.15457+0.00951324j 7.99778+1.18029j -10.0125-1.29889j -3.24943-0.494558j 0.596021+0.28854j -5.68563-0.104191j 8.30324+1.64516j -6.83008-0.81585j 8.01615+1.10273j 1.97568+0.917616j 0.0156762-0.439337j 2.29101+0.0892775j -6.70075-1.00245j 0.824734+0.0259718j 4.8137+0.488346j 2.73669+0.55123j 2.35288+0.148534j -0.948379-0.432387j 2.78083+0.284081j -0.39871+0.18887j 0.122774-0.385245j -1.71504-0.91007j 0.793622-0.165285j 0.313756+0.258958j 
-0.461624-0.859215j 3.1538+0.687738j -11.1434-1.69992j 0.571992+1.43256j 0.0668217-0.716545j 27.7467+3.80585j -5.95721+0.695629j 18.0611+2.69587j 29.5524+2.86352j 38.4313+2.83573j -8.17045-0.264329j -54.4769-4.06867j -17.6818-3.19677j -1.10749+0.783116j -18.0583-1.17081j -64.3548-6.64865j 58.0777+7.19952j -67.5713-7.25255j 51.4786+5.79789j 1.53979-0.601491j -20.5181-1.8564j 84.2225+9.78988j -66.6761-8.10322j -37.458-4.1993j -56.5812-6.02137j 127.58+16.0592j -19.1566-2.7259j -27.7254-3.32711j -3.55676-0.970825j -66.6144-8.72381j 37.5778+5.43911j -82.3411-11.0453j 79.279+10.3235j 37.4449+4.59995j -21.8835+53.4351j -50.7306-7.44623j 36.0267+5.55579j -77.2408-11.265j 80.859+12.4538j 38.3956+4.59648j 64.8552+9.98058j 3.37518+0.353192j -26.7981-4.46644j -18.1259-2.74963j 123.531+19.3089j -53.9163-8.48031j 35.4746+5.499j -64.5516-10.5921j 80.7924+12.8331j 20.915+2.27175j -2.30037+0.0218967j 49.4136+8.00396j -64.0971-11.0737j 55.4263+8.53603j -59.1155-10.3589j -15.5383-3.36115j 1.49354+0.66111j -18.8895-1.33199j 49.1104+8.90233j -5.43374-1.7515j -34.7859-7.18315j -24.3675-4.80392j -17.14-2.97206j 3.76192+1.23821j -22.9005-4.70376j 1.24846+0.649511j -0.933641+0.41321j 11.3035+1.54897j -2.85012-1.32047j -0.22909-0.0941075j 
1.28213-0.563992j -0.978446-0.360506j -0.968035-2.39967j 1.91553-0.88448j -1.12904-0.62066j 0.0753474-0.220127j -1.77395-0.148928j -0.491682+0.347971j 0.266055+0.542517j 0.303282+1.38284j -0.910779-0.208579j 1.19209-0.0648385j 0.355424-0.108241j 0.623204-0.916234j 0.894263-1.099j 1.6624-0.84916j -0.705893+0.583998j 1.4397+0.243013j -1.26138+0.0230876j -0.588737-0.563943j 0.851602+0.181803j -1.21038+0.168625j 0.805428-1.24923j 0.787702+0.219753j 1.4719-0.605185j -2.68244+1.01095j 1.7026-0.613457j 0.243358+0.427499j 0.114877-0.629679j 1.67188+0.433651j -1.26334+0.0524487j 1.80677-0.32262j -2.86087-0.0294222j -0.740117+0.095689j 1.0633-1.52504j 1.03967+0.214759j -1.57864+0.924041j 1.72611+0.0114504j -2.65751+0.00199564j -1.20175-0.0764397j -1.8776+0.628004j -0.319795-0.068049j 0.757672-0.577351j 0.655814+0.692304j -4.61967+0.387992j 1.79745-0.530321j -1.1432-0.112515j 2.21314-0.373268j -2.53499+0.4915j 0.00518902-0.297978j -0.830124-0.200245j -1.78038+0.456709j 2.47681+0.285001j -1.72312-0.112569j 2.21737+0.117241j 0.71605+0.157334j 0.0638084+0.172777j 0.236396-0.404833j -2.4451-0.0999519j 0.303887+0.481273j 1.4557+1.00365j 1.45947+0.0507855j 0.760199+0.115322j -0.0980796-0.176408j 1.15448+0.232912j -0.0524446-0.468083j -0.143559+0.193879j -0.0474042+0.260193j 0.123475+0.48359j -0.191093+0.205256j 
-0.357829+0.0447021j -0.417058+0.812972j -0.793669+0.690092j -0.0669249+0.430841j 1.07922-1.48464j -2.46412+0.762223j 0.0754524-0.436268j -1.09556+0.0754027j -1.27826-0.791581j -3.47548-1.42836j 1.97625-0.397752j 0.787167-0.826618j -0.909645-1.22318j 1.33558-0.530415j 1.22467-0.0776671j 2.78672+0.370488j -1.11-0.276737j 1.36608+0.230232j -1.44873+0.985688j 0.382266+0.0404404j 0.47898+0.235223j -2.49282+0.0311865j 1.08493-0.534522j 0.611002-0.683727j 0.904245-0.724356j -2.89902+0.7165j -0.339937-0.145009j 1.03421-0.0380969j -0.197874-0.690171j 1.08658-0.357816j -0.878969-0.195211j 0.878371-0.696553j -0.725096+0.222783j -1.00652-0.0861738j -0.425289-0.107416j 0.593566-0.254078j -0.0233143+0.359627j 1.22295-0.818434j -0.848726+0.218594j -0.69396-0.0376474j -0.857205+0.398538j -0.489545-0.242566j -0.351798-0.222774j 0.824913+0.0838554j -1.54676+0.277535j 0.00335012-1.05618j -0.733303+0.912683j 0.318924-0.531797j -0.782575+0.994632j -0.833161+0.0532054j 0.546929+0.284605j -0.881704+0.786939j -0.387215-0.753609j -0.599259+1.23771j -0.116046-0.533331j -0.596178-0.269007j 0.546957+0.173035j 0.536952-0.172663j 0.687368+0.247294j 0.00978085-0.235236j 0.0581855-0.582423j -0.600554-0.761789j 0.0857474-0.188043j 0.213158-0.359129j -0.0700947-0.652827j -0.365575+0.125731j 0.646136-0.410584j 0.493072-0.447983j 0.470369-0.0029936j 0.0262392+0.103794j 
-0.562054-0.971886j 0.79088-0.429915j -0.530285-0.707482j 1.24044+1.75807j 0.0894963-0.655256j 0.355353+0.698301j 0.999772+0.50766j 0.714264-0.00512692j 0.505661-1.04306j 0.329092-1.15243j 0.694585-1.51869j -4.00145-0.0309062j -1.59663-1.49239j 0.350207+0.19825j -0.36292-0.289844j -3.25205+0.904497j 4.35303-1.11976j -4.83768+0.851604j 5.03951+0.238285j 0.664192-0.662862j -1.76343+0.609235j 5.32878-1.29326j -5.3576+1.00235j -1.65326-0.326494j -4.61477-0.33675j 8.53933-1.42207j -1.50919-0.38407j -2.2626+0.0699355j -0.137268+0.0989193j -4.67259+0.63516j 2.38561-0.832941j -6.36912+0.768511j 6.82092+0.729423j 2.94596-0.818215j -1.35774+4.43438j -3.77053-0.0714099j 3.96404-0.391212j -5.58402-0.324338j 6.87966-0.572897j 3.01012-0.440182j 5.52836-0.312568j -0.197705+0.463551j -2.89975+0.639615j -1.54871+0.475511j 11.0114-0.875335j -4.73059+0.157731j 2.61239+0.44146j -5.72602+0.226033j 7.0651-0.289755j 1.33882-0.0690968j -0.029291+0.290997j 4.03934+0.114536j -6.42228+0.123793j 4.63956+0.0556839j -6.06562-0.386799j -1.47427-0.0115101j 0.33532+0.535712j -1.43426+0.197607j 5.0722+0.162482j -0.716839-0.152669j -3.63636-0.203746j -2.55298-0.381859j -1.66461+0.0538394j 0.537203+0.555545j -2.18166-0.145919j 0.133977+0.183019j 0.148908+0.287183j 0.66194-0.267517j -0.28658-0.380851j 0.140029+0.0096715j 
0.158245+1.04574j -0.756748-0.703906j 7.40609+0.934584j 1.22055+0.876889j -0.461469-1.32771j -12.1776-2.03717j 2.58448-0.441177j -8.93966-2.00698j -15.0579-2.59849j -21.0768-1.74255j 3.46115-0.873984j 26.8867+7.00717j 8.23121+2.86373j 1.22713-0.617961j 9.6495+1.87635j 33.0146+6.99813j -29.805-7.09161j 34.5098+8.21238j -25.6361-6.28521j -1.23159-0.582015j 11.0721+2.61051j -43.2105-9.79128j 34.2393+8.10857j 18.4323+4.94739j 28.6381+7.13092j -65.2969-15.7194j 10.0352+3.44646j 13.8364+2.98511j 1.78974+0.635517j 34.0156+8.76773j -19.7213-4.993j 41.9783+10.938j -40.388-11.0384j -19.2398-4.55421j 14.864-26.0126j 25.9181+6.93458j -19.0305-5.34181j 39.5663+10.0842j -41.5358-11.4064j -19.956-5.07676j -34.0922-8.86234j -2.01035-0.209328j 13.9635+4.18287j 9.14952+2.20137j -64.006-17.5397j 27.9212+7.90515j -17.9764-4.6539j 33.1489+9.48388j -41.7731-11.3747j -10.5153-2.07186j 1.62893-0.666576j -25.4513-6.93889j 32.6969+9.88204j -28.12-7.82283j 30.5229+9.10347j 8.07361+2.79868j -0.684413-0.596033j 9.73712+2.2076j -25.483-8.29713j 2.62886+0.912372j 17.5987+5.45812j 12.7707+4.32049j 8.63829+2.67807j -2.23777-0.643844j 11.726+3.77324j -0.0257979-0.0487513j 0.137057-0.392154j -6.40375-1.73564j 1.06473+0.230636j -0.0450765-0.0951648j 
-2.46733+1.44762j -2.20692-2.2972j 1.26953+0.143162j 1.01862-1.17676j -0.564736+0.852689j -2.25505-0.105617j 0.994257-0.494888j -2.0847+0.370989j -3.88491-0.659j -4.83679-0.0644623j 0.85457-0.172792j 5.68569+0.501885j 1.70311+0.921818j 0.397856+0.606449j 2.04103-0.170848j 7.54476+0.536662j -7.78043-0.470566j 7.99101+0.419088j -6.19709-0.427347j -0.259527+0.15403j 2.74868-0.135067j -10.4513-0.346861j 7.90195+1.01406j 4.15582+0.0328281j 6.69441+0.721476j -14.647-1.14074j 1.71551-0.0478382j 3.40489+0.178389j 0.194245+0.289791j 8.03235+0.693829j -4.71078-0.160072j 10.033+1.17483j -9.29237-1.45267j -4.62771-0.446061j 2.46892-6.51432j 6.24386+0.609088j -4.02861-0.807346j 9.28405+1.20857j -10.2849-0.969307j -4.75613-0.2981j -8.2561-0.683196j -0.205914+0.328202j 3.36147+0.724433j 3.01374+0.0732798j -15.234-1.58846j 6.43226+0.564395j -4.02998+0.046964j 7.6899+0.853101j -9.76716-1.02712j -2.73015-0.204495j 0.602113+0.269389j -5.67979-0.430582j 7.89743+1.24554j -6.93282-0.669027j 6.73948+1.302j 2.12155+0.011086j 0.404437+0.0120486j 2.22623+0.315028j -5.73279-0.752438j 0.866327+0.229034j 4.686+0.85128j 3.0938+0.165849j 2.0851+0.349309j -0.0726403-0.0500057j 3.01355+0.275515j -0.0736481-0.145791j 0.42177+0.129832j -1.22774+0.116244j 0.331361+0.239342j -0.0279455-0.00477144j 
0.595879+0.373423j 1.28678-0.768643j 0.987061+0.073105j -0.85554+2.37775j -0.430886-0.73311j 3.96566-0.288108j -1.56637+0.763003j 2.44834+0.133795j 4.59001-1.06054j 5.72641-0.546519j 0.468893-0.353833j -8.42121-0.323863j -1.50095+0.424543j -0.447251+0.359047j -1.92619+0.59144j -9.85032+0.25698j 9.20184+0.861486j -11.0999-0.413268j 8.14376+2.09034j 1.37407+0.00758293j -3.82998-0.402327j 14.0775+0.702476j -11.0685-1.32178j -5.49259+0.856407j -8.22471-0.791593j 21.02+0.530825j -2.10177+0.55647j -4.4614-0.870762j -0.962209+0.40074j -11.4036+0.0474307j 6.74035-0.111846j -13.6223-0.471677j 11.3154+0.910518j 6.5048+0.796341j -2.04375+8.67185j -8.04836-0.472428j 5.98242+1.13779j -12.0933-0.202823j 13.0843+0.891472j 6.45434+0.289605j 10.4183+0.937316j -0.0610735-0.303271j -4.77307-0.696433j -3.38677-0.480183j 20.1119+1.87998j -8.84892-0.49294j 5.54937+0.331742j -10.3521-0.893183j 13.2798+1.12879j 3.47405+0.452247j -0.574717-0.426779j 7.82589+0.575302j -10.6104-0.93793j 9.27569+0.630968j -9.44191-1.25695j -2.60735+0.00622896j -0.165772+0.0401873j -2.99626-0.415731j 7.77727+0.66375j -1.09881-0.116844j -6.11767-0.580904j -3.94152-0.0133366j -2.89436-0.324782j -0.00777794+0.235085j -3.97485-0.170094j 0.26361+0.240091j -0.813026-0.0391377j 1.68084-0.310379j -0.338183-0.263653j -0.110102+0.068549j 
