0.0498964-0.0983147j 0.073635+0.0333659j 0.0341221+0.0963857j -0.0877643+0.119731j 0.00988078-0.0125265j 0.0461383-0.0377686j 0.0235369+0.041417j -0.0103438-0.0137j 0.000237591+0.0577836j 0.15097+0.0935296j 0.0605069-0.126996j 0.0894207-0.0605459j 0.0571807+0.0671466j 0.0304422-0.0108151j 0.154537+0.0789684j 0.00442402+0.039693j -0.00150495+0.0199039j -0.0190333+0.0737639j -0.122218+0.0027791j 0.0757089+0.0298225j 0.0544892-0.154881j 0.0061381-0.0139909j -0.0308364-0.00108932j -0.0151743+0.0248683j -0.01973-0.0920241j 0.0172919-0.0143729j 0.0418871+0.0212169j -0.00135148+0.0887109j -0.00378374-0.0414297j 0.00265564+0.0474047j 0.0604476-0.0289785j 0.0439176+0.0683971j 0.0469255+0.00725933j 0.0112847+0.00539894j -0.0906279+0.0346376j -0.0830331+0.0267206j 0.0983615+0.131188j 0.00397513-0.10641j 0.044831+0.108038j -0.124522+0.102816j 0.0355372-0.00792964j 0.0154175+0.0179681j -0.0482294+0.026558j -0.114473+0.0819179j 0.0506976+0.0120389j -0.0275889+0.0473156j -0.00312686-0.126898j 0.00365938-0.0268711j -0.0145202-0.036363j 0.106791+0.0429199j 0.0788414+0.0636669j 0.0609699+0.0523186j -0.0383471-0.0257581j -0.0765797+0.093209j -0.0584335-0.0144095j -0.0986256-0.14159j -0.126609+0.0509396j -0.108349+0.0138938j 0.00215231-0.0848641j -0.022223-0.0393431j 0.0847945-0.0473044j -0.0872938-0.115834j 0.0582406-0.0815648j -0.0323135-0.0492647j 0.00416364-0.192323j -0.1579+0.0200491j 0.135989-0.0363946j 0.0207708+0.0661539j -0.00755823+8.04346e-05j 
-0.00102079+0.00189191j 0.00192944+0.00244031j -0.00161337-0.00260429j 0.000974902-0.00223424j 0.00597815-0.000290714j 0.00120737-0.00344534j 0.000694121+0.000515517j -0.000554052-0.00310828j 0.0008312+0.000765722j 0.000201828+0.00274025j 0.00280329+0.00222762j -0.0058164+0.00320898j -0.00449032+0.004413j 0.00601153+0.00113942j 0.00180075-0.000673685j 0.00232733-0.00287388j -0.00316306-1.93938e-05j -0.00045873-0.00524089j 0.000441109-0.00655407j 0.000724799+0.00163991j -0.00133388+0.00295847j -0.00268739+0.000122907j 0.000246897-0.00274499j -0.00104845+0.000338464j -0.000672308+0.00192042j -0.00160753-0.00246291j 0.000782486+0.00155542j 0.00329573-0.00559154j 0.00026451+0.00276918j -0.00271337+0.00234095j -0.00150605+0.00167199j -0.00273865-0.000317204j 0.0005897-0.000944529j -0.0017275+0.00234987j 0.00334318-0.00607567j -0.00402353+0.00305098j -0.0016781-0.00496427j -0.00170847+0.00652913j -0.00177123-0.00782739j -0.0052636-0.00430434j -0.00596294+0.00155207j 0.00371963+0.00575387j 0.000306076+0.000870134j 0.00190112-0.00552186j -0.00385241-0.000497417j 0.00075467-0.000168372j -0.00973393-0.000884491j 0.00895231-0.00509146j -0.00486605-0.00117371j -0.00319181-0.0030303j -0.00122896-0.00340146j 0.000605027-0.00200489j -0.00491377+0.00137846j 0.00112281-0.000385j -0.00528174+0.00675604j 0.0013916+0.007481j 5.60048e-05-0.00166814j -0.00196118+0.00320601j -0.00449312+0.0015285j 0.00283953-0.000284463j -0.00248971+0.000965835j 0.000470698-0.000583864j -0.00154826+0.00112873j 0.000419605+0.00196291j -0.000264529+0.000330559j 0.00235691-0.00018032j -0.000629433+0.00261044j -0.00256638-0.000403393j 0.00121577-0.000334671j 
0.000159287+0.0001312j -0.000257548-0.00363618j -0.00148999-0.000376816j -0.00138629+0.00171765j -0.00100151+0.000773j -0.000932102-0.000368614j 0.00138888-1.73591e-05j -0.000234492-0.000974102j 0.000325318+0.00080508j -0.000894672-0.00172948j 0.00356929+0.000418879j -0.00223673+0.0111767j -0.00817252+0.00015378j 0.00112738-0.00122361j -0.000858207-0.00159458j -0.00467968-0.00276061j 0.00179033+0.00344275j -0.000620251+0.00303634j 0.00431049+0.000243783j 0.000536335-0.00101119j 0.00407156+0.00422736j -0.00175531+6.57739e-05j -0.0023193+0.000585683j 0.000309885-0.00242912j -0.00384142+0.00186381j -0.00194798-0.000348097j 0.00244741-0.00255196j 0.000747372+0.00176549j -0.00144554+0.000448302j 0.000487921-0.00458802j 0.000361401-0.00345594j 0.00101231+0.00116695j 0.00147377-0.00336944j -0.00317503+0.00291539j 0.00275756-0.0070744j 0.00443891+0.00121j 0.00459897+0.000652803j -0.00261395+0.00202792j -0.00457066-0.00166908j 0.00360446-0.00147438j -0.00187249+0.00134005j 0.00163502+0.00206627j -0.000427911+0.00313795j 0.00178259+0.000992796j -0.00357841-0.00377028j 0.00318039+0.00162908j -0.00238665-0.00187781j 0.00102104-0.000273569j -0.00417704-0.00334602j 0.000561095+0.00310059j 0.00239414+0.000876057j 0.00161332-0.00222116j 0.00120336-0.00283037j 0.00053382-0.0021218j 0.000475791-0.000987999j 4.87812e-05-0.00379359j 0.00206258-0.0012766j -0.00242453+0.00149992j -0.0125484-0.00253918j 0.00460936-0.000248717j 0.00630214-0.00604691j 0.00368166-0.0021661j -0.00201042+0.0105545j 0.00118252+0.00785919j 0.00202857+0.00691433j 0.00352702+0.0125912j 0.000498433+0.00806296j -0.0147803-0.00946035j 0.00584026-0.0176568j 
0.001201-0.000355949j 0.00263854-0.00142852j 0.000875965+0.00204017j -0.00220244+0.00302828j 0.00107695-0.000466817j 0.000180189+0.00113355j 0.00112691-0.00103591j 0.000671668+0.000989466j 0.0011701-0.00108988j 6.67154e-05+0.0004803j 0.000575399-0.00404254j -0.000609051-0.000297958j -0.00321076-0.00011087j 0.0029579+0.00104726j 0.00232808-0.00195671j 0.00174105-0.00168197j -0.0013475+0.00149641j 0.00401573+4.87345e-05j -0.00169125+0.00224994j 0.000464047-0.000671493j 0.000211806+0.00245296j 0.00149976+0.0040402j 0.00204303+0.00368546j -0.00178381-0.00108948j 0.00256012-0.00119418j -0.000889864-0.00281497j -0.00169832-0.000564998j 0.00363294+0.00194696j -0.000358761-0.00026806j -0.00138544-0.000962249j 0.0016192+0.00189971j -0.00211313+0.000611289j -0.00157877-0.000138241j 0.00130706-0.00251922j -0.005434+0.000362873j -0.00153224+0.000937603j 0.00340832+0.00861218j -0.00350564+0.000462092j -0.00197349+0.00567816j 0.0020664-0.00408834j -0.00040377-0.00440048j 0.00260109-0.00128466j 0.00264553+0.00236756j -0.0019934-0.000764736j -0.00281435+0.00225416j 0.000260387-0.00194026j -0.0050851-0.000790449j -0.00452297+0.000596614j -0.00553213+0.000480442j 0.000828341-0.00264055j 0.00242673+0.0027213j 0.000971373+0.00480592j -0.00175124+0.00146185j 0.000335662+0.00347451j -0.00289771+0.00304899j 0.00128228-0.0054327j 0.000473857+0.00432733j -0.00302195-0.00383137j 0.00164923+0.00167302j -0.00770218-2.19773e-06j 0.00208204+0.00233311j -0.00413403-0.00263778j -0.00131978-0.00213062j -0.00380883-0.00016573j -0.00106816-0.00560272j -0.00957752-0.00242219j 0.00364275-0.000148214j -0.0101985+0.00200051j -0.000445251-0.0094786j 
0.000848694+0.000329233j 2.14961e-05+0.000293515j -0.0014038+0.00184539j -0.000616951-0.000891079j -0.000498094+0.0011405j -0.000210615-8.38955e-05j 0.000823379+0.000703271j 0.000765669+0.000145381j 9.40704e-05+0.00200861j -0.00135101-0.000810109j 0.00298937-0.00155267j 0.00126139+0.0021217j -0.00442263+0.000993452j 0.00155114-0.0011125j 0.000672069-0.000866277j -0.00110729+0.000132181j 0.00161249+0.00243273j 0.00161013+0.00107265j 0.0016336+0.000408203j -0.000485326-0.000663112j 0.000291191+0.00105957j -0.00191063+0.00192757j -0.00250268+0.00203798j 0.000479084-0.00110555j -0.00132228+0.000979603j -0.00223309-0.00058721j 0.001819-0.00179732j 0.00122779+0.00080495j -0.000533648-0.000158424j 0.00112664-0.000362531j -0.000110018-0.000985506j 0.00182634-0.00298426j -0.00165314-0.00105912j 0.00109763+0.00128211j -0.00110711-0.00204658j 0.000748842-0.000636136j 0.00472203+0.000962529j -0.00089543-0.00273058j -0.000855979+0.000244733j -0.00135738-0.00161701j 0.000551236-0.00273545j 0.000551084+0.00397139j 0.00259243+0.00455533j 0.00283885+0.000287099j 0.000215698-0.00526632j 0.0026033-0.000125084j -0.00227014-0.00177903j -0.00195496-0.00210889j 0.000837546-0.00384717j 0.00226772+0.000770283j 0.0018881+0.00214088j -0.000454455+0.00264614j 0.00133723+0.00245988j 0.00227652+0.00222147j -0.00173723+0.000617053j 0.001428-0.00320848j 0.00259531+0.000454995j -0.00118401-0.000821052j -0.000555802+0.00117161j 0.00327479-0.00132247j 0.00403325-0.00715717j -0.000100283-0.00172001j 0.00669517-0.00226724j 0.000703233+0.0017259j 0.00311748+0.000654673j -0.00558699+0.00519463j 0.0054194+0.0033367j -0.000887154-0.000648283j 0.00381107-0.00877265j 
-0.00147011+0.00191599j 0.00302066-0.00228207j 0.00200358-0.00144744j 0.00112022-0.000517978j -0.00250351-0.00178129j 0.00363206-0.000790292j -0.000448113+0.00015945j -0.0034463-0.0028439j -0.00285136-0.001598j 0.00180003+0.00219958j -0.00118714-0.00293039j 0.000301611+0.00186679j 0.00141472-0.00031402j -0.00229955-0.0012276j -0.000988782-0.000244948j 0.00183914+0.000336678j -0.00243306-0.00168807j -0.0031561+0.000767906j -0.00083357-0.000808265j 0.00214599+0.000235157j 0.00198917-0.00485475j 0.0036485-0.00343592j 0.00481783-0.00518033j -0.00101567+0.00259922j 0.00209768-0.0010601j 0.000582456+0.000254741j -0.00294582+0.00412499j -0.00249471-0.00146998j 0.00182641+0.00040763j -0.00361316-0.000118445j 0.0031417-0.00246691j -0.00094421+0.0049655j 0.00248436+0.00184003j -0.000547193-0.00244158j 0.00238748+0.00145464j 0.00618399+0.00411197j -0.00155129-0.00278502j 0.00262759+0.000636679j 0.00617828+0.00326945j -0.00220476+0.000173886j 0.000735939+0.00123617j 0.0012626-0.00156459j -0.00248397-0.0049718j -0.00381206-0.00110961j 0.000702691+0.00369695j -0.00328524-0.00187379j 0.00389473+0.0055898j -0.0013704+0.00513794j -0.00188451+0.000796222j -0.00408883-0.00102069j 0.00061555+0.0015177j 0.00309593+0.00106191j -0.00141203-0.00549416j -0.00446683-0.00125657j -0.000916267+0.00196231j -0.00548557+0.00274059j 0.000323263+7.18828e-05j -0.000343692+0.00309706j 0.000531142-0.00826728j -0.0043684+0.00557156j 0.00218833+0.000978829j -0.00429674+0.00141447j -0.00988065-0.000804984j -0.00238347-0.00760706j -0.007644-0.00810403j 0.0122131-0.00449791j -8.77639e-06+0.00405992j -0.00921106+0.00513093j -0.00812963+0.0120903j 
-0.000103678+0.00215468j -0.00134131+0.00306086j -0.0029518+0.000867048j 0.00226066-0.00341109j -0.00275753+0.00484436j -0.00108985+0.00052314j 0.000700878+0.00208303j -0.00287303-0.00408504j 0.000815338+0.00279613j -0.00169731-0.00114054j 0.00729478-0.000580428j 0.00234476+0.00416209j -0.00270844+0.000163888j -0.00389697-0.00430303j 0.00189095+0.00115767j -0.00608752+0.0083556j 0.00353483+0.00044735j -0.00529563+0.00455517j 0.00556996-0.00515104j -0.00170915+0.000629602j 0.00463145-0.00596781j -0.00639263-0.000143609j -0.00532834-7.04507e-05j 0.0020506-0.000553702j -0.0060223+0.0085135j -0.00127474+0.0013409j 0.00285572-0.00343397j -0.00014287+0.00185775j -0.000192301+0.00112862j 0.00215838-0.00508797j -0.00376658-0.00626247j 0.00200984-0.000521806j 0.00172345-8.51011e-05j 0.0016462+0.000209665j 0.005246-0.00164572j -0.000920752+0.00162453j -0.000656638-0.00752017j 0.0018828-0.00310336j 0.000925346-0.00092526j 0.00142926+0.00458877j 0.002556+0.00159821j 0.00497264+0.00899774j 0.00243262+0.00555096j 0.0100033-0.00125156j -0.00503886-0.0117966j 0.00675725-0.00112956j 8.73862e-05-0.000406197j 0.00154887-0.00488421j -0.00369091-0.0117232j 0.00459177+0.00366374j 0.0026079-0.00121158j -0.00722687+0.000532919j 0.00213892-0.00782749j -0.00374218+0.00264537j 0.000496761-0.00473622j 0.00296993+0.00349901j 0.00633354+5.0597e-07j 0.00607158-0.00215519j 0.000375963-0.00863836j 0.0101653-0.00271227j 0.00342625-0.0124344j 0.0037367-0.00387483j 0.00476111-0.00288782j 0.0098649-0.00139913j 0.0130743+0.00165167j 0.0145724+0.0158431j 0.00792537+0.00359175j 0.00661744-0.00903116j -0.00369574-0.00568441j 
-0.00149469+0.00315189j 0.000245696+0.00309152j 0.00127328+0.000391538j 0.000873873+0.00238199j -0.00059992+0.0016366j -0.000281623+0.00213493j 0.00113949-0.00298534j -0.00356734-0.00224666j 0.00298997-0.000765291j 0.00137456+0.00117867j 3.78781e-05+0.00376549j -0.0011903-0.00120473j -0.000821342-0.00715039j -0.00528867-0.00505796j 0.000103518+0.00444364j -0.00139912+0.00379313j 0.00235003-0.00339864j -0.00464921+0.00223819j 0.0030571-0.00322982j 0.000884938+0.00274456j 0.00137339-0.00361761j -0.000770401-0.00592326j -0.0020289-0.00384j 0.000536862+0.000805658j -0.00219592-0.000453279j 0.00118844-0.000388749j -0.000203053+0.00134931j -0.0042906+0.000522491j 0.00241114+0.00290449j 0.00147674+0.00284022j -0.0014171-0.00467899j 0.000891252-0.000514366j 0.00422753+0.000725711j -0.000317457+0.00573948j 0.00578295-0.000383897j 0.00272835+0.00479798j -0.00517165+0.00216187j 0.00163204+0.00773696j -0.00102491-0.010063j 0.00539822+0.00105262j 0.000444182+0.00292296j -0.00389278+0.00135182j -0.00379264+0.000901124j 0.0004861+0.00221749j 0.00216891-0.00257854j -0.00143401+0.0021371j 0.00116081-0.00123534j 0.00227599-0.00372237j 0.000670762+0.00216957j -0.00281768+0.00341347j -0.0028286-0.00717175j -0.00171747-0.00396101j -0.0049006-0.0020628j -0.00484652+0.00210005j 0.00169907-0.00523806j -0.000979181+0.00510341j 0.00619309-0.00249004j 0.00423016-0.00535651j -0.00234573+0.00804791j -0.0038249+0.000770242j 0.003553-0.00712869j 0.01146+0.00235931j -0.0115328-0.00665239j -0.00243627-0.00923185j 0.00607316+0.00208319j 0.00872616+0.00277607j 0.00298141-0.00266518j -0.00534325-0.00401951j -0.00558601+0.00609888j 
-0.000274584+0.000463765j 0.000442862+0.000644767j -0.00226511-0.00213408j 0.000949818-0.00421451j -0.000687229+0.000438665j 0.00307543-0.00117407j -0.00134396+0.00414084j 0.000819429-0.00119467j -0.00534973+0.00112634j -0.000814169+0.000454324j -0.000578091-0.00171062j -0.00152069-0.000763713j -0.00315953+2.06929e-05j -0.00121894-0.00321864j -0.000441906-0.00146928j -0.00391218+0.000724213j 0.000938701+0.00434352j -0.0054669+0.00251113j -0.000568041-0.00177322j 0.00173958+0.00107796j 0.00253233-0.00147313j -0.000224287-0.00272891j -0.00201411-0.00246658j -0.000752463-0.000943952j -0.000540294-0.000293384j 9.52373e-05-0.00207205j -0.000592135-0.00140648j -0.0019371-0.0004254j -0.000365739+0.0009184j 0.000378557-0.00324949j -0.00291358-0.00285282j -0.000778668-0.000390873j 0.00210407+0.00266561j -0.00147629-0.00341569j -0.00310831+0.00479358j 0.00343021-0.00314324j 0.00507865-0.00293608j 0.00481092-0.00795482j -0.00314314+0.000146764j 0.00150169+0.0032477j -0.0054978-0.00829738j -0.00318656-0.00161785j -0.00529012+0.003325j -0.000368078+0.00228334j -0.00768053+0.00239362j 0.00402437+0.000827243j -0.00115196+0.00140038j 0.00166398-0.000163629j -0.0100731-0.00385694j 0.00132642+0.0058215j 0.0028561-0.00528143j -0.00467905-0.00114047j 0.000675536-0.000811173j -0.00392131+0.00227135j 0.00203705+0.0012864j -0.000381454+0.00645126j -0.00191552+0.00420736j -0.00102208+0.00604492j 0.00368928-0.0107972j -0.00331285+5.13461e-05j -8.03505e-05+0.00609172j -0.00471982+0.00411151j 0.00440321+0.00639154j -0.00137998+0.00368992j -0.0011999-0.00191369j 0.0049881-0.00619298j -0.00321611+0.00715543j -0.00207611+0.00283508j 0.00313278-0.00181174j 
-0.00102573+0.00127576j 0.000637185-0.000876286j -0.00489477-0.00154319j 0.0016476-0.000922103j 0.00227135+0.000205843j 6.09819e-05-0.00124011j -0.00156148+0.00105107j -0.00474901-0.00310025j 0.000562264-0.000694088j 0.00256171+0.00196826j -0.00160137-0.00144751j 0.000638978+0.0038536j -0.000887168+0.00120818j 4.50623e-05-0.00421313j -0.0021844-0.00136855j -0.0011015-0.00403469j 4.61216e-05-0.0040186j -0.000624711+0.00286605j -0.00109094-0.00735769j -0.00308278+0.000394211j -0.00938031+0.00234143j 0.00465469-0.00477154j -0.00579243+0.00290671j -0.00144928-0.00389587j -0.00512888-0.00187737j 0.00617676+0.00204793j -0.00276067-0.00140171j 0.000105002+0.00129168j -0.00843-0.00146751j -0.00186422-0.00286095j 0.000100732+0.00200568j -0.000560282+0.00476531j 7.27573e-05+0.00197553j -0.000352919+0.000369487j 0.00200982+0.00220155j 0.00379524+0.00166546j -0.00178979+0.00189882j 0.000400888+0.000132508j 0.00020625-0.00145531j -0.00190861-0.000669689j 0.00166161-0.00164465j 0.00312742+0.0038909j -0.000575413-0.00169787j 0.000295901-0.00227802j -0.00199452+0.00436606j -0.00347558-0.00415226j -0.00239382+0.000339368j -0.00403061+0.00321107j 0.00150917-0.00373897j -0.000333693-0.00188744j 0.000264926+0.000540421j 0.00237316-0.00262918j -0.00269551+0.000945071j 0.00226325-0.00492809j -8.77241e-05-0.00262447j -0.000825942-0.00141584j 0.00446075-0.000509232j 0.00451709+0.00166326j 0.00121972-0.000440714j 0.00247651-0.000821478j 0.00132298+0.000684544j -0.00168538-0.000583775j -0.00240203-0.000296788j 0.000858865-0.000483317j -0.0027707-0.00144359j 0.00443771-0.00175124j 0.00171876+0.000853658j -0.00332305-0.00181764j 0.00207377+0.000322758j 
0.000761971-0.00402776j -0.0012843+0.00136297j -0.00161149+0.00163919j 0.000244526+0.00226421j 0.0061351-0.00148406j -0.00274+0.00102221j -0.00333214-0.000393546j 0.00637609+0.00408801j -0.000486358-0.000526732j -0.000832018-0.0029478j -0.00219686+0.00381683j -0.00388224-0.00159295j -0.000990196+0.00193369j 0.00207162+0.00049626j -0.00134158+0.00141189j -0.00511503+0.00107458j 0.0038771+0.00266334j 0.00172802-0.000446011j -0.00174498+0.00342061j -0.000925585+0.000235678j 0.00180255+0.00210694j 0.00186818-0.00209589j 6.67346e-05+0.000407533j -0.00271124-0.000331182j -0.0040348+0.000638065j -0.000999863+0.00473782j -0.000248759-0.00269169j 0.00264427-0.00374716j -0.00482647-0.000616219j 0.000330709-0.000564992j -0.00499588+0.00283856j -0.00467681-0.00194258j -0.00311158-0.000168666j -0.00355728+0.0010688j -0.0051861-0.0011481j -0.00637945-0.00380353j 0.00460196-0.000671397j 0.00167123+0.00137826j -0.00382399+0.00197392j 0.000929339+0.000548866j -0.00473483+0.00143834j -0.00352524+0.000446577j -0.000723854-0.00215477j 0.00138103+0.00106311j -0.00196869+0.003665j 0.00132528+0.00176258j -3.85866e-05-0.00424122j 0.00333375-0.00383914j 0.000113242+1.68707e-05j 0.00458764-0.000175225j -0.00205643-0.00329509j -0.00157509+0.00108568j 0.00427041+0.00546068j 0.00318575-0.00311716j 0.00433877-0.000269196j 0.00292849-0.00182905j -0.00586021-0.000544268j -0.00511267+0.00238704j -0.00343316+0.00296967j -0.00127622+0.00328689j -0.0108501-0.00350514j 0.000292403-0.000633521j 0.0141419-0.000112672j 0.0031303+0.00628951j 0.00447141+0.00420283j -0.015811+0.00372437j -0.0126661-0.00434334j 0.00546901+0.00106931j -0.0023153-0.00242832j 
0.00116329+0.00256513j 0.00437533+0.00324834j 0.000215405+0.000232474j 0.00145864-0.000305222j 0.00290926+0.00120534j 0.00178082+0.000850576j -0.00162574+0.0024596j -0.000748061-0.00216881j 0.00109858+0.00308947j 0.00307905+0.001819j -0.00012895+0.00363497j -0.0066359-0.00210216j -0.00768285-0.005515j -0.00597095-0.0011051j 0.00308733+0.00408904j -0.0014319+0.00684637j 0.00453422-0.000685746j -0.00287874+0.00771517j -0.000885492-0.00379039j 0.00522487-0.000168544j 0.000508488-0.00736927j -0.00159144-0.00905021j -0.00686439-0.00479567j -0.00222618+9.2409e-06j -0.00442246-0.00505799j -0.00147474-0.00106299j -0.000389731+0.00198844j -0.00559763+0.00290708j -0.000584208+0.00249874j 0.00697889+2.3616e-05j -0.00542271-0.000237275j -0.00530087-0.00228952j 0.00418024+0.00123781j 0.00268121+0.00662013j 0.00075738+0.00209108j 0.00525064-0.00122682j 0.00451282-0.000914725j 0.00558734-0.00634342j -0.00883311-0.00171576j 0.00743946+0.00127457j -0.00695072-0.00103518j -0.00888558+0.0036378j -0.00787769+0.0117827j 0.00087588+0.00676429j 9.60457e-05+0.00489585j 0.00138639+0.00112196j -0.00207179-0.00214298j 0.00278889-0.00669436j -0.00593429+0.00535941j 0.00370647+0.00843118j -0.00816009-0.0131053j -0.0038456+0.00181704j -0.00321342+0.00578705j -0.00425662+0.0136707j 0.00312755-0.00563322j 0.000237982+0.00653336j 0.00262952-0.00090509j -0.000927162+0.00326867j 0.00110373+0.00473663j -0.00667249+0.00254627j 0.00296036-0.00148303j 0.0095227-0.00137334j -0.00204538-0.000407193j -0.0104699+0.00204058j 0.00839514-0.00332292j -0.00112315-0.00191499j -0.00158683+0.00126928j -0.00400565+0.00109965j 0.00232737+0.00262215j 
0.000639374-0.000734876j 0.000961521-0.000749679j 0.00556752-0.00105522j 0.000174328-0.00055453j -0.00369691-0.00064377j -0.00143375-0.00114159j -0.000398106-0.00103437j 0.00246183+0.00118144j 0.000525494+0.00314649j -0.00172547-3.50816e-05j 0.00346742+0.000489552j 0.00210933+0.00055788j 0.00679876+0.00568342j -0.00357395+0.00653921j -0.00395979-0.00642553j 0.00321163+0.00516624j 0.000560293+0.00534341j 0.000922964+0.000197484j 0.00606688+0.00027238j 0.00240672+2.65006e-05j 0.00999026-0.00202829j -0.0015809+0.00847852j 0.00533529-0.00274311j 0.00152816-0.000511853j -0.00107177+0.000476732j -0.00400735-0.00463414j 0.00706911-0.000771234j 0.00069786+0.000785853j 0.00313699-0.00127809j 0.00958625-0.00328078j 0.00435824+0.00537937j -0.00504528-0.00144181j -0.00366503-0.00178169j 0.0116287-0.00294221j -0.0003375-0.00389216j -0.00369078+0.000147655j 0.0043675-0.000977437j -0.00271468-0.00509955j 0.00293678+0.00242263j 0.00438568+0.00569238j 0.00087864-0.00296762j -0.00330027-0.0047714j 0.00683789+0.0117352j -0.00756892-0.00650886j 0.00165062-0.00378011j -0.00532783-0.00202379j 0.00234339-0.00157295j 0.00179735-0.00292616j 0.00501351+0.00406753j -0.0145468+0.00252176j 0.00668603-0.00120219j 0.00113138+0.000243839j -0.00508527-0.000772326j 0.00360113+0.00426913j -0.00984144+0.00303958j -0.00409173+0.00137374j -0.00260228-0.00037802j -0.00613083+0.00148772j -0.00052905-0.00135457j -0.000298531+0.000243906j -0.000151281-0.000300112j 0.00506297+0.00260345j 0.00189515+0.000995429j -0.0020312-0.000339719j 0.00794419+0.00193902j 0.000459791+0.00019725j 0.000721741+0.000416224j 0.0026211+0.000187341j -0.00133785+0.000135704j 
2.09404e-05-0.000203981j 0.000632204-0.00101699j -0.0074057+0.000339964j 0.00271658-0.000399398j 0.00594719-0.00221406j -0.00185604-0.001879j -0.00472383+0.00157469j -0.00476041-0.000481876j 0.000712144-0.000723339j 0.00487841+0.000869877j -0.00412871+0.00115638j 0.00142242+0.00459615j 0.00387156+0.00433791j -0.0031248-0.00350496j -0.00643453-0.00378503j -0.00516581-0.00139555j 0.000747863-0.00240247j 0.00157164+0.00488369j -0.00194614-0.00926539j -0.00310473+0.00177377j -0.00807116+0.00701329j 0.00681264-0.00740813j -0.00447429+0.00627353j -0.00482398-0.00619519j -0.0123713-0.00155061j 0.00896715+0.00117289j -0.00170468-0.00196538j 0.00278108-0.00131431j -0.0152077-0.00013478j 0.00241242-0.00553458j -0.000350255+0.00630772j -0.00379912+0.00743496j -0.00326161+0.00392965j 0.00383121-0.000643644j 0.00110624+0.00130231j -0.000223248+0.000593696j 0.00196375+0.00553889j 0.000927611-0.00110452j 0.000597184-0.00113293j 0.000815059+0.00291309j 0.00184977-0.00330239j 0.000169389+0.00239713j 0.000911961+0.00270749j -0.00533647-0.00617927j 0.000484061+0.00757176j -0.0107808-0.00402898j -0.00222325-0.00126834j -0.00207449+0.00193977j 0.00350286-0.00420417j -0.00804825-0.00179601j 0.00357673-0.00261508j 0.00253607-0.00598183j -0.00321723+0.0041861j 0.00345331-0.00717484j -0.00543577-0.0029574j -0.00273791-0.00148858j 0.002531-0.000818719j 0.00125483+0.0019812j -0.000845393-0.0005731j 0.002118+0.000484445j -0.00411174+0.000230989j -0.00014909+0.00130487j 0.00364513+0.000280891j 0.00131533+0.00141994j 0.00171401+0.00142004j -0.00219102+0.00122628j -0.00402195-0.000846687j -0.00124649-0.000546764j 4.29423e-05-0.000735045j 
-0.000251877-0.00101239j -1.51309e-05+0.000100075j 0.00821664-0.00186342j -0.00280936+0.00383875j -0.00222582+0.00175936j -0.00161227-0.00176452j 0.00197065+9.67982e-05j 0.00934201+0.002197j 3.95822e-05-0.00306913j -0.00918554-0.000147174j 0.00557643-0.0026457j -0.00360056-0.00628257j -0.0031255+0.0059261j -0.00127624+0.00485757j -0.00353275-0.000821452j -0.00245571+0.00147563j 0.00467619+0.00197822j 0.00222458-0.00379218j -0.00814413+0.00201216j -0.0102934+0.00166558j -0.00337252-0.00474468j -0.00477262+0.00677905j 0.000925978-4.07412e-06j 0.0106828+0.0125251j -0.00536482-0.00254009j 0.00253725-0.010989j 0.00299638-0.00242759j -0.00269935+0.00747105j -0.00497732+0.000702039j -0.000863953-0.000460114j 0.00386124-0.00673724j -0.00441728+0.00340506j 0.00173224-0.00355653j -0.000146145+0.00295923j -0.00202663-0.00513714j 0.000926686+0.000978346j -0.00152132+0.000969115j 0.00108074+0.00160948j -0.000967394-0.00128617j 0.00041717+0.00157658j -0.000999496-0.00011244j -0.00152455+0.00416228j -0.000881167+0.000408701j -0.0014981-0.000115027j -0.00166799+0.00517162j -0.0071593-0.00164472j -0.00173366+0.00323486j -0.000168858-0.00252423j 0.00427893-0.00374043j -0.00264848-0.000613525j -0.00129352-0.0042004j 0.000711814-0.0035281j -0.00125102+0.00343186j 5.05633e-05-0.00286568j 0.00100967-0.00234564j 0.000952203-0.000353981j 0.00171746-0.00173559j 0.000441111-0.0014287j 0.00174265+0.00258825j -0.000411501+0.00214551j -0.00152739-0.00124727j 0.00133086-0.00125296j -0.00267864-0.00139655j -0.00108522-0.00118785j 0.000422474-0.000921611j -0.000350761+0.000438456j -3.76581e-05+0.000209925j -0.00224398-0.000381316j -0.00080955+0.000813926j 
