0.0498964-0.0983147j 0.073635+0.0333659j 0.0341221+0.0963857j -0.0877643+0.119731j 0.00988078-0.0125265j 0.0461383-0.0377686j 0.0235369+0.041417j -0.0103438-0.0137j 0.000237591+0.0577836j 0.15097+0.0935296j 0.0605069-0.126996j 0.0894207-0.0605459j 0.0571807+0.0671466j 0.0304422-0.0108151j 0.154537+0.0789684j 0.00442402+0.039693j -0.00150495+0.0199039j -0.0190333+0.0737639j -0.122218+0.0027791j 0.0757089+0.0298225j 0.0544892-0.154881j 0.0061381-0.0139909j -0.0308364-0.00108932j -0.0151743+0.0248683j -0.01973-0.0920241j 0.0172919-0.0143729j 0.0418871+0.0212169j -0.00135148+0.0887109j -0.00378374-0.0414297j 0.00265564+0.0474047j 0.0604476-0.0289785j 0.0439176+0.0683971j 0.0469255+0.00725933j 0.0112847+0.00539894j -0.0906279+0.0346376j -0.0830331+0.0267206j 0.0983615+0.131188j 0.00397513-0.10641j 0.044831+0.108038j -0.124522+0.102816j 0.0355372-0.00792964j 0.0154175+0.0179681j -0.0482294+0.026558j -0.114473+0.0819179j 0.0506976+0.0120389j -0.0275889+0.0473156j -0.00312686-0.126898j 0.00365938-0.0268711j -0.0145202-0.036363j 0.106791+0.0429199j 0.0788414+0.0636669j 0.0609699+0.0523186j -0.0383471-0.0257581j -0.0765797+0.093209j -0.0584335-0.0144095j -0.0986256-0.14159j -0.126609+0.0509396j -0.108349+0.0138938j 0.00215231-0.0848641j -0.022223-0.0393431j 0.0847945-0.0473044j -0.0872938-0.115834j 0.0582406-0.0815648j -0.0323135-0.0492647j 0.00416364-0.192323j -0.1579+0.0200491j 0.135989-0.0363946j 0.0207708+0.0661539j -0.00755823+8.04346e-05j 
-0.00153212+0.000540802j 0.000584629-0.0005288j 0.0020783+0.0016597j 0.00187619-0.000513194j 0.00215954+0.00491139j 0.00141511+0.00353251j -0.00403639-0.000162166j 0.000265946-0.00327491j -0.000826464-0.000963399j -0.000402174-0.00302071j 0.0012344-0.00294631j -0.00371809-0.00099149j 0.00254116-0.000732866j -0.00221643-0.000188652j -0.00034979-0.000163034j 0.0012386+0.00220125j -0.0032689+0.00538312j 0.000449741+0.00124935j -0.00419432-0.00419422j 0.00339186+0.00366568j -0.00226576-0.000577187j -0.00105557-0.00203366j 0.00118744+0.00165518j 6.26665e-05-0.00346919j -6.16031e-05+0.00244168j 0.000249356+0.00356087j 0.000279213+0.00357577j 0.00461124+0.00486788j 0.00352794-0.0022055j 0.000336505-0.000374381j -0.00128037-0.00230811j -0.0029768-0.000973797j 0.000926653+0.00121119j -0.000661129+0.000650749j -0.00237464+0.00197351j 0.00162757-0.00102273j -0.000561915-0.000468472j -0.000659661+0.00542509j -0.00239073-0.001405j -0.0004642-0.00397356j 0.000826051+0.00284171j 0.00105084-0.00120714j -0.00139494-0.00129292j 0.000200587+0.000925976j -0.00161989+0.00382337j 0.00197618-0.000386942j -0.000862812+0.00356382j -0.00103797+0.00238941j -0.00134672-0.00491315j -0.00296553-4.05599e-05j -0.000303363+0.00170088j -9.22607e-05+0.000515538j -0.000239062+4.28009e-05j 4.79286e-05+0.00146935j -0.000206215-0.00145115j -0.00252462-0.00166906j -0.00231805-0.00206952j 0.0030736-0.00203719j -0.002758-0.00153754j 0.00423654+0.00186876j 0.00207265+0.00167242j -0.00196229+0.00714621j 0.00337609-0.00259714j 0.000730572+0.00253247j -0.000137914-0.00570557j 0.00415026+0.000566852j -0.00151387+0.00100459j 0.00149268+0.0036818j 0.00280208-0.00129627j 
0.00109305+0.00104924j -0.00121227-0.000702698j 0.00140007-0.00236995j 0.000928214-0.00082847j 0.00316996+0.000775135j 0.0021469+0.000528478j -0.000222055+0.00153677j 0.000234038+0.000963876j -0.0012497-0.000664157j 0.0021964+0.00147613j 0.00224515+0.000329397j 0.00139214-6.89819e-05j -0.00133119+0.00098525j 0.00118005+0.00154963j 0.00247637+0.00243807j -0.00738647-0.00044275j 0.001104-0.00255136j 0.00238452+0.0036137j 0.0029872+0.00263855j 0.00244086-0.00112676j 0.00154575-0.00184037j -0.0019234+0.000202679j -0.00171469-0.000106681j -0.0031554+0.001747j -0.00317618-0.000812155j 0.0016396+0.0011795j 0.0023305-0.000105103j -0.000263703-0.00533677j 0.000245034+0.00336805j 0.00325308-0.00309661j 0.00199184-0.00329976j -0.00115782-0.00302563j -0.00104942-0.00204284j 0.00725243-0.0038703j 0.000290803-0.000793469j -0.00198984+0.00128668j 0.00237039+5.75544e-05j -0.000530923+0.00256962j -0.00316208-0.00214413j -0.00233886-0.00203107j 0.00309033+0.00250053j -0.000527842+0.00198636j -0.000456896-0.00629777j 0.000120904+0.0041075j -0.00574783+0.00365575j -0.00067497+0.00218078j 0.0023004+0.00201529j 0.00218223+0.00119425j -0.00212665-0.00142949j -0.0030015-0.00201917j -0.00237127+0.000871733j -0.00765017+0.00281966j -0.000633617+0.00594967j 0.00167136-0.00392683j -0.000597126-0.0038647j 0.00274658+0.00243849j -0.00170257+0.00619408j -0.00491961-0.000879993j -0.000293753-3.83743e-05j -0.000992418-0.000925671j -0.00218645-0.000283555j -0.0020881+0.00483568j 0.00115488-0.00275644j -0.00496265+0.000671329j -0.00441406-0.00390322j -5.46332e-05-0.00701595j 0.000112724-0.00113747j -0.00481021-0.00874775j -0.00272044-0.000503342j 
0.000523793-0.00027038j -0.000892756-0.00137029j 0.000573805+0.000629263j -0.00242523+0.000555481j 0.000699446+0.00480639j 7.95505e-05+0.00174297j -0.000642359-0.000852454j 0.00120069-0.00335954j 0.0015963+0.000520339j -0.00149567-0.000993999j 0.00162784-0.000289288j -0.0016839-0.00146087j 0.00258294+0.00131547j -0.000901307-0.00058647j 0.000325208-0.00145533j -1.75928e-05-0.00025822j 0.000426888-0.00249136j 0.00223056-0.000152042j -1.28579e-05+0.000831769j 0.00174158+5.39227e-05j -0.00146816-0.0008271j 0.000619139+0.000128052j -0.000763051+0.00190094j 0.000760969-0.00187136j 0.0012895+0.000119102j 0.0021707-0.000614768j -4.29019e-05+0.000929482j -0.000977858+0.000179816j -0.000507954+0.000249087j -0.0020816-3.2181e-05j -0.00104674-0.00105198j 0.00361151-0.000605507j 0.0008367-0.000577637j -0.000906338+0.00143364j -0.000271174+0.00061682j 0.0020358-0.000358547j -0.000855905-0.00218145j -0.00135523-0.000929436j 0.00160285-0.000352137j 0.000498574-0.000559841j -0.00151151-0.000231375j 0.00134397+0.00176548j 0.000487875+0.000713723j -0.00142888-0.00373295j 0.00019036+0.00253548j -0.000136751-0.00146967j 0.000579983+0.000454811j 0.000418424+0.000304599j -0.00220232-0.00161612j -0.00111829+0.00103749j -0.00144581+0.00240687j 0.00152316-0.0028058j 0.000546041-0.00301103j -0.00240385+0.00340007j 0.000518349+0.000470326j 0.00384832-0.000762312j -0.00041623-0.00120979j -0.000154562+0.00216896j 0.00249087-0.00270585j 6.53486e-05+3.22245e-05j 0.00201151-0.0039778j -0.00115461+0.00228386j 0.00195935+0.00607996j -0.00157255+0.00142935j -0.000446611-0.00225365j -0.000316096-0.0011639j -0.00145596-0.00392632j 0.00013217+0.00186795j -0.00016579+0.00073041j 
0.000679219-0.00103576j 0.000915432-0.00133831j 0.00163113+0.000126303j -0.000562835+0.0014081j -0.0027813-0.00119949j 0.000902716-0.000348217j -0.00130321-0.000287416j 0.00313118-0.000538233j 3.75599e-05+0.000317854j -0.00306438+0.000640395j 0.00177171+0.000664986j -0.00456209+0.000237591j -0.000616197+0.000373896j -0.000274624+0.00141742j 0.00301298+0.000516293j 0.00312071+6.1847e-05j 0.0014837-0.00306956j 4.32279e-05-0.00122606j 0.00195493+0.00373281j -4.20332e-05-0.00095842j 0.000874176-0.000486029j 0.000346418-0.00103076j -0.000681776-8.38358e-05j 0.00110934-0.00160658j 0.00244682+0.000323862j 0.00312517-0.00582537j -0.00192104-0.00222344j -0.00365417-0.000168643j -0.00346925+0.0017965j -0.00433945-0.000814771j -0.00053649+0.00150015j 0.00520088+0.00159488j 0.00333992+0.000698962j -0.00129341+0.00218897j -0.00236991-0.00424871j -0.00206173+0.00136637j -0.00224665-0.00163976j -0.0011397-0.00275327j 0.00174502+0.0015914j 0.00136944+0.00201077j -0.00299507-0.00251139j 0.0012603-0.000140434j -0.00179944+0.000956928j -0.00101089-0.00453646j -0.000181691-0.00269691j -0.000486196-0.00110344j 0.0012902-0.000814267j 0.00069808-0.000327527j 0.0010188+0.00275345j 0.000440838+0.00167936j -0.001662-0.00168195j 0.00490012-0.00501637j 0.00324057-0.00136225j -0.00378183+0.00398885j -0.00160915+0.000174301j 0.00153475+0.00324309j 0.00301603-0.00298991j -0.000425413+0.00597685j 0.00348192-0.0059682j 0.00352998+0.00239236j 0.000900686-0.0102404j 0.000542176-0.00359714j -0.0011982+0.0047045j -0.000432191-0.00131269j 0.00107174+0.00120954j -0.00292923-0.00546705j -0.00112287-0.00476649j 0.0041254+0.00156197j -0.000917005-0.00448396j 
-0.00233125+0.00134892j -0.0015663-0.000218429j 0.00177435+0.000310277j -0.00202072+0.00191363j 0.000650483-0.00140059j -0.00279243+0.00195317j 0.0010377+0.00168408j 0.000101814-8.97758e-05j -0.000805745+0.000251258j -7.41122e-05-0.00148513j -0.00201402+0.000736098j 0.000671401+0.00303522j -0.00305462-0.00374356j -0.00227221-0.000249043j 0.00115742+0.00126828j -0.00225341+0.0054214j -0.0018368+0.00619927j -0.00149268-0.00247628j -0.00317975+4.69989e-05j -1.58955e-05+0.00573759j -0.00421332+0.00309437j -0.000677363+0.000986252j 0.0017046-0.00357171j 0.00129479+0.000269303j 0.00218014+0.00521005j -0.000405668-0.000829174j 0.00144597+0.00125624j 0.00327005+0.00855794j 0.00424667+0.000373341j 3.28352e-05-0.000380007j 0.000640105+0.00490155j 0.00220053+0.00317211j -0.00160777+0.000705202j -1.43224e-05+0.00306239j -0.00318821-0.00517247j -0.00685686+0.00378813j -0.00239062+0.00107745j -0.000720696-0.00207876j -0.000274456-0.00124591j 0.000528521+0.000722956j 0.00401175-0.00352321j 0.000663336+0.000500488j -0.00289969-0.00561217j -0.00284348-0.00367381j -0.000652121+0.00216277j 0.00214433-0.000979182j -0.00437285+0.00392184j -0.00370871+0.00389566j -0.00235903-0.000109781j -0.000176344-0.000149609j -0.00318754-0.00353828j -0.00135648+0.000529835j 0.00678023+0.00286825j -0.00120402+0.00156963j -0.00254299-4.67426e-05j -0.00334022+0.00155208j 0.00318645-0.00341745j 0.00245663+0.00409996j 0.00301045-0.00773852j -0.000334214+0.0076547j -0.00141629-0.00651208j -6.38737e-05-0.000452633j 0.000413065+0.000254786j -0.00161374+0.00331617j -0.000391607+0.000909365j 8.05937e-05+0.00116091j -5.09987e-07+0.00272697j 0.00188604+0.00154381j -0.00150675-0.00519415j 
-0.000295856+0.00197003j -0.00248849+0.00245955j 0.00205284-3.70082e-05j -0.00166105-0.000113102j -0.00358564-0.00331329j 0.000613104-0.00351861j -0.00059259-0.00138777j 0.00119842+0.00320559j -0.000109128+0.00143272j 0.000450752+0.00179519j -0.00250974+0.00200047j 0.00320499+0.00308945j -0.00532274-0.000543427j -0.00138416+0.00300853j -0.00126308-0.00205744j -0.000168158-0.0039906j -0.00278253+0.00125047j -0.00212414-0.00124849j 0.00124984+0.00228475j -0.00308618-0.0031746j -0.0024333+0.00133084j 0.00080663-0.00385888j 0.00117169+0.00168518j 0.0020184-0.00253784j 0.00152997-0.00608157j -0.000163086-0.000712899j 0.000601585+0.000963052j -0.00395236-0.00105853j -0.00314211+1.35335e-05j -0.00164257+0.00118934j -0.0016846-0.000607226j 0.0036813-0.00191709j -0.00132742+0.0010336j 0.000439612-0.000800495j -0.000708956-0.00119199j -0.000791422-0.00196354j -0.000743276-0.00115467j -0.000241881-0.00221982j 0.00662354+0.00220579j -0.000672522+0.00309581j 0.000425782+0.00149893j -0.00167499-0.00242644j -0.000782326+0.00738731j 0.00174083-0.0017182j 0.00216601+0.00102276j -3.87126e-05+0.000650515j -0.00258253-0.0041679j -0.0014749-0.00280376j -0.000633449+0.000298017j 0.00160702+0.00492043j -0.00191916-0.00582577j 0.00281768-0.000709332j 0.00103765+0.00789279j 0.00189837-0.00664976j 0.00285158-0.000475666j -3.71286e-05+0.00668272j -0.000794507+0.000989635j -0.000302341-0.00485796j 0.000363232-0.000380506j -0.00526826+0.00169439j -0.00391313+0.00356475j 0.0025849-0.00398525j -0.002523-0.000762553j -7.90241e-05-0.00790746j 0.00172571+0.00301898j -0.00170317+0.00119339j 0.00216006+0.00186089j -0.00325368-0.00477127j -0.00160037-0.000843601j 
-0.000137437-0.00111416j 0.00205136-0.00031264j -0.00149092+0.00163082j -0.000458649-0.000224273j -0.000249527+0.000644402j -0.00231816-0.000109262j -0.000715061+0.00174719j -0.000901272-0.000496534j -0.00128693-0.000962109j -0.000576071-0.00133716j 0.00144882+0.000654307j -0.00215652-0.00245495j 0.00310817+0.00298555j -0.000282163-0.00275163j -0.00085748+0.00135708j 0.0025353-0.000706776j 0.000702034-0.0012051j -0.00164549-0.00127652j 0.000811464-0.000972918j 0.00075202+0.000138363j 0.000635474-0.000481197j 0.000591715+0.00151501j 5.31679e-05-0.00117648j -0.000668802+0.00174513j 0.00182182+0.00156174j -0.00185387-0.000171456j -0.00168885+0.000598837j 0.00165575+0.00261768j 0.00100446+0.000889454j -0.000357234+0.000386817j 0.00302069-0.000232881j 0.000294523+0.00306379j 0.000447104+0.000315981j -0.00222412+0.00235319j 0.000557084-0.0004603j 0.000809266-0.00143348j 0.0010013-0.00021538j -0.00352522-0.00209807j 0.000457357+0.00167916j 0.000345093+0.00166449j 0.000940246-0.00315342j -0.000179922+0.00299479j 0.00173139+0.000388306j -0.00185163-0.00189757j -0.00069872-0.000299919j 0.000187476-0.000282128j -0.000275908-0.00103375j -0.000596786-0.0016588j 0.000741768-0.000309548j 0.000807094-0.00220381j -0.00102212+0.00061912j -0.00192984-0.00276269j 0.00142678-0.00385329j 0.000237954+0.000406663j -9.72492e-05+0.000318879j -0.00257158+0.000805933j 0.00216614+0.00041669j -0.00178031-0.000406109j -0.000362161+0.0043407j 0.00340393-0.00303885j 0.00381241-0.00138505j -0.00115658-0.00354087j -0.00131697+0.00227836j 0.00112967+0.00164799j 0.00261826+0.00157585j 0.000955901-0.000102754j -0.00116011-0.00317553j 0.00242255+0.00249652j 0.00158564+0.00188502j 
0.000712379-0.00156984j 0.00241619-0.000897473j -0.000757779+0.00103978j 0.00461208+0.000250734j 0.00107533+0.000709757j -0.00113081-0.000936162j -0.00209116+0.000471856j -0.000922966+0.000705853j 0.000354445-0.00103106j 0.000358386-0.00101884j 0.00285198-0.000521582j -0.00160143-0.00154747j 0.00018121+0.00352481j -0.00185631-0.0009788j -0.00023458+0.00289783j 0.00500102-0.00536823j -0.000909437-0.000639788j -0.000464085+0.00162018j 0.00202707+0.000925557j 0.000296751-0.00290459j -2.15674e-05+0.0014511j -0.00082039-0.000188888j -0.000562882-0.000239537j -4.6141e-05+0.00108225j 0.000454729-0.00142905j -0.000712552+0.00134975j -0.00111943-0.000955841j -5.11719e-06+0.00152301j 0.000148411+0.000576683j -0.000510283+0.000433605j -0.000147557-0.00168771j -8.22482e-05-0.00141033j 0.00139893-0.000446252j -0.00409074+0.000772651j 0.00235649+0.00355879j 0.00272258-0.00177135j -0.00161511-0.00144858j -0.000928909+0.000898326j 0.000745104+0.00282074j -0.00207627-0.00179842j -4.14203e-05+0.00326931j 0.00131521-1.37627e-05j 0.00211864+0.0031027j -0.00100927-0.00277575j -0.00151231-0.000640038j -0.00128427+0.00025008j 0.000181205-0.00206606j -5.4752e-05-0.00154644j -0.00297357+0.00183133j -0.00116793+0.00235184j -0.000404+0.00286215j 0.00055454-0.00318831j -0.00271855-0.00279422j -0.000253965-0.002309j 0.00227089-0.00234139j 0.00314208+0.000234628j -0.00180587+0.002465j 0.00177024-0.000803561j -0.00176754+0.00256433j 0.0041175-0.00349573j 0.00425954+0.00251609j -0.000386536+0.00757431j 0.00352291-0.000115769j -0.0033657+0.00289719j -0.00258773-0.00470073j 0.002871-0.000258892j -0.00108521+0.000274312j 0.000357967+0.000355628j 0.000840175+0.00110399j 
0.000529229-0.00140802j -0.000657522-0.00327841j -0.00376247+0.00196429j -0.000987254-0.00116622j 0.00146917+0.00275505j -0.000580922-7.03838e-05j -0.00270427-0.000461228j -0.00124954-0.000580035j -0.000944511-0.00113354j -0.0003887-0.00236961j 0.00192891-0.00116666j -0.00335962-0.000724916j -0.000996145+0.00153319j 0.00152265-0.000669542j -0.00055725-0.0024265j -0.000275274-0.00212196j 1.61992e-06-0.00226628j 0.000470067+0.00409827j 0.00147239-0.00385426j 0.00168965-0.00286021j 0.0010437-0.003645j 0.000796025-0.000957235j -0.0008891+0.00144146j -0.000563866-0.00122273j -0.00205768-0.0029553j -0.00115593+0.00245375j 0.000728175+0.00139863j 0.000409868-0.00347942j -0.000916786-0.000673716j -4.04208e-05-0.00174522j -0.00122017-0.0042676j 0.000424633+0.00173211j -0.000430343-0.000219305j -0.00331885+0.0008519j 0.00314729-0.00144987j -0.000432661-0.000430233j 0.00308845+0.00143811j 0.00192436-0.0023269j -0.00112515-0.00347576j -0.00180785+0.00236025j 0.000412973-1.38137e-05j -0.000890063+0.000135088j 0.00552898+0.00599441j 0.00161062+0.0036621j -0.00122421-1.67229e-05j -0.000478184-0.000362622j 0.00336079-0.000313549j 0.00179775+0.000358877j 0.000660196-0.0018809j 0.00183835+0.000336886j 0.000514127-0.00011913j -0.00162021+0.000591867j -0.0042681-0.00118672j 0.000755091-0.000993998j -0.000619342+0.000349432j -0.000316141-0.00402054j 0.000912904-0.00193317j 0.00277573+0.00284557j 0.00116423+0.00134774j 0.000124419-0.00447787j 0.000288419+0.00442737j -0.00104575-0.00290917j -0.00290124-0.00163153j -0.00363852-0.000532168j -0.000673004+0.000963982j -0.00112523+0.00313461j 0.00290365+0.00700193j 0.00198396-0.000866954j -0.00212663+0.0016j 
0.00193826-0.00237448j 0.000282186+6.66137e-05j -0.000535967+0.000784372j 0.00244149+0.00187315j 0.00114707+0.00193816j -0.00241859-0.000866486j 0.000927926-0.000380139j -0.000162512+0.0021008j 0.00195647-0.000657071j -0.000979398-0.000230599j -0.000607085+0.00137507j 0.00370719-0.00467561j -0.00155468+0.00213232j -0.00267833-0.000345405j 0.00154469+0.00127698j -0.000359514-0.0031464j -0.000117192-0.00274033j 0.000578076+0.00595246j 0.00171701+0.00349545j -0.00104762-0.000815919j 0.001672+0.00432127j 0.00095341+0.00112005j 0.00027974-0.00271285j 0.000783151+0.00069727j 0.00460821-0.000835734j 0.00132931-0.00302392j -0.00250141-0.0033894j -0.00113938+0.000378209j -0.000756328+0.000320724j 0.00162896-0.000563033j -0.000170757+0.00112172j 0.00176652-0.00296821j -0.00158951-0.000431223j 7.17739e-06-0.000111314j -0.000900467+0.00548555j 0.00773732+0.00736924j -0.00455389+0.00333144j -0.000692041+0.00355189j 0.00481649+0.00241658j -0.00212296-0.00359417j -0.00214514+0.00166589j 0.00115607-0.00203774j -0.0016487-0.00219048j 0.000111536-0.00279587j 0.000705272-0.00137052j -0.00142544+0.000687493j 0.00143315-0.000523446j 0.00125156+0.000364045j -0.00217142+0.00283712j -0.000974332+0.00248014j 9.21309e-05+0.00175444j 0.0031166+0.000534787j -0.00388076-0.00106932j -0.000258333+0.000586747j 0.00260388-0.000882552j 0.0021104+0.000990246j -0.00322776-6.42609e-05j 0.00133476+0.00168492j 0.00282905-0.00470365j -0.00481342+0.00666416j -0.00131011-0.00153224j 0.00314808+0.0065533j 0.00536291+0.00121461j 0.00167732-0.00127239j -0.00167646-0.00323959j 0.00409071+0.000678918j 0.00309151-0.00330256j -0.00178267+0.000920261j 0.00385781+0.000339133j 
0.000742408-0.000144563j 0.00111615+7.89019e-05j 0.00035505-0.00146748j 0.00302286+2.46649e-05j 0.000938616+0.00188089j 0.00344092+0.00056387j 0.00150828-0.00129147j 0.00055477-0.00143416j 0.00175249+0.000940343j 0.000456457+0.00162153j 0.000764496-0.00108934j 0.000590576+0.000427457j 0.000189112+0.000809564j 0.000373633+0.00212858j 0.00126391+0.000947339j -0.000232387-0.0011167j -0.00165634+0.000218163j 0.00206478-0.000307377j -0.00154527+0.000895541j -0.000562896+0.000479134j -0.000182638+0.000998474j 0.000265765-0.000535992j 0.000857333-6.92947e-05j 8.01066e-06-0.000323331j -0.00119452-0.00154826j 0.00228862+0.000237916j -0.000261733+0.000991901j -0.00180634-0.00124737j -0.000871638-0.000310811j 0.000521462+0.00169624j -0.00142586+0.000933105j -0.000765476-0.00321731j 0.000700638-0.00128068j -0.000275093-0.00342016j -0.000561001+0.00246072j 0.00144514-0.000460543j -0.00109149-0.000457625j 0.00243232+0.00185937j 0.00173066+0.000419779j -2.57381e-05-0.000553139j -0.00253532+0.00310301j 0.000690412-0.00146142j 5.98523e-05+0.00445989j -0.000718569+0.00100693j 0.00162423-0.000753379j -0.00105853+0.000959123j 0.000966004-0.0014795j 0.000577022-0.00124655j 0.00126469-0.000111864j 0.00166422+0.0028413j 0.00243281+0.00263391j 0.00243517-0.00211912j -0.00253584-0.00146045j -0.00143642+0.0039849j 8.16843e-05+0.00111082j 0.00192939-0.000531474j -0.00154505+0.00253794j 2.33887e-06-0.000536555j -0.000167886-0.000497793j -0.000368882-0.00106731j -0.000664615+0.00015777j 0.000209774+7.98413e-05j 0.00178444-0.00240878j 0.000104219-0.00205113j -0.000133658-0.00179961j -0.00335661-0.0014444j -0.000708218-0.00185961j 6.79894e-05+0.000726866j -0.00114196+0.000791449j 
0.00165001-0.00102278j -0.00139613+4.5601e-05j -0.0010952+0.00097392j -0.00422097-0.00103971j 0.000978041+0.00551867j 0.000250876+0.00160143j -0.00202149-0.000136782j -0.000178305-0.00236647j -0.00166929-0.000812119j -0.0015951-0.00116173j -0.00192542-2.78204e-05j -0.000310872-0.00415131j 0.000756515+0.00116914j 0.00191173+0.000213704j 0.00181649-0.0030766j -0.00584832+0.000789178j -0.000238749-0.00283894j 0.000542902+0.00329747j -0.000570331-0.0019677j 0.000372566-0.000363789j 0.000650768-0.00333124j 0.00338593-0.000681479j 0.0014893+0.000171796j 0.000304097-0.00272038j 0.00146284-0.00253214j 0.00107067-0.00216517j -0.000544762+0.00179445j 0.000247132-0.00186471j -0.00117562+0.00149903j 0.00335057-0.00128822j 0.00147281-0.00242734j 6.71566e-05+0.00109601j -0.00354215-4.11475e-05j 0.00382343-0.00160015j -0.00132342+0.0017164j 0.00483207+0.00441387j -0.000410737+0.00432624j 0.000116874+0.00365953j 0.000981036+0.000878717j 1.40567e-05-0.000134476j -0.00283641-0.000242981j 0.00151716-0.00136815j 0.00203954+0.000266419j 0.00138975+0.00317383j 0.00136949+0.00326129j 0.000725518+0.000683964j 0.00330353-0.000194738j 0.00185707-0.000589746j 0.00433102-0.00436424j 0.0032359-0.00126392j 0.00131775-0.00258007j -0.000651626-0.000152118j -0.000332859+0.000187797j 8.38509e-05+0.00206055j -0.00198313+0.00349705j -0.00520872+0.00123267j 0.000158672+7.86043e-05j -0.00363027-0.00212208j 0.000270551+0.000366083j -0.00458057+0.00139679j -0.00167651+0.000155494j -0.00222241-0.00892404j -0.00391977-0.00175096j 0.0054314-0.00428907j 0.00610494+0.0023811j -0.000326719-0.00065947j 0.00361637-0.0050915j -0.000166576+0.000373521j 0.00403377+0.00165694j 
-0.000689697+0.00136508j -0.0021361+0.000342807j 0.0030343+0.000745973j -0.00283464+0.0014902j -0.00230891-0.00184618j -0.00392371-0.00182933j -0.00147247+0.000424687j 0.000296714+0.00342332j -0.000142552-0.000374735j 0.000444747-0.00114681j -0.00142221+0.00191799j 0.00269361-0.000226067j 0.00173416-0.000292466j -0.00316131-0.000198625j -0.00284064-0.00112528j 0.0013131-0.00273096j 0.00228811-0.00105471j -0.00103187-0.00116163j 0.00300045+0.000245835j 0.000704123-0.0019218j -0.00064614+0.00136303j -0.00162553+0.000644627j -0.00141604+0.00262114j -0.000157498-0.000565832j 0.00273513+0.000909629j -0.00257583+0.00110186j -0.000583781-0.00110737j 0.00259031+0.0016747j 0.000292322-0.00059989j -0.00325002+0.000141881j -0.000305574+6.50541e-05j 0.00136167-0.000995686j 0.00153439+0.000635227j -0.000238297+0.00411758j 0.00148593-0.000602628j -0.00168748-0.00285888j 0.000865261+0.000397788j -0.00562389-0.0028767j 0.00364283-0.00124061j -0.000597692+0.00207895j 0.00340365-0.00262729j -0.00343182+0.00401717j -0.00392298-0.00462225j -0.00190212-0.00524446j -0.00045992+0.00041451j -0.000296497-0.00174622j -0.00141366+0.00131832j 0.000115087+0.000856128j -0.00447181+0.00158747j -0.0043103-0.00179898j -0.0057502-0.00131718j -0.00134679+0.001402j 0.000917154+0.00357188j 0.00162351-0.00675739j 0.00390821-0.005352j 0.00234312+0.000552814j -0.00112739-0.000742409j 0.000763868-0.00259534j 0.00262653+0.00173903j -0.0041751+0.0010841j 0.000201888+0.00184654j 0.00351737+0.0056707j 0.00388511+0.0066087j -0.000926688+0.00359888j -0.00398395+0.000977473j 0.00401938+0.00121746j -0.000637716-0.000740562j 0.000151408-0.00169304j -0.00102439+0.000609684j 
0.00124257+0.00171395j -0.000675553+0.00276315j 0.00310347-0.00207741j -0.00348456+0.00290378j -0.00234111+0.00194296j 0.000680747-2.53828e-05j 0.000912216-0.00145081j 0.00237233+0.00225686j -2.5089e-05+0.000964363j -0.000522143+0.000204515j -0.00046683+0.00151967j 0.005375-0.00073046j 0.000251488-0.000171866j -0.00159149+0.00022859j 0.00168063-0.000643349j -0.0018103+0.0013592j -0.000985158+0.00105998j 0.00134884-0.00245291j -0.00214099+0.00122005j -0.000126609+0.00166786j -0.00134846+0.00166141j 9.75737e-05-0.00134538j 5.87141e-05-0.000506236j 4.34551e-05-0.00198043j 0.000843337+0.000579414j -0.00151784-0.000995256j 0.000452811+0.00057933j 0.00216418+0.00141201j -0.00140481+0.000488548j 0.00017607+0.00132265j -0.000230647+0.00357823j -0.000285388-0.00144936j 0.000745659-0.00114063j 0.00058786-0.00111167j -0.00207617-0.00047691j 0.000927744+0.00101594j 7.08252e-05+0.00173482j -0.00320909-0.00276623j 0.00500082+0.000455832j -0.000437801+0.00271298j -0.00110581-0.00360193j -0.000441561+0.00299657j -0.00177028-0.00304202j -0.00116827-0.00298477j 0.000417825+0.000417269j -0.000835426-0.000287906j 0.00132776-0.00026316j 0.00107977-0.000395154j 0.000728503-0.000137673j -0.000402124-0.000603453j -0.00291717-0.00147481j -0.000851267-0.00115135j 0.0011108+0.00277654j -0.00159553+0.00214852j -0.000760031-0.000555046j 0.000475499+0.0017185j -0.00252335+0.00173719j -0.00231492-0.00101161j 0.00109987-0.00231963j -0.00265432+0.0056356j -0.00259572-0.00261753j 0.000558513-0.00356887j -0.000243399+0.00306903j 0.00206789-0.00170996j 0.00123212+0.00154881j -0.0030151-0.00343994j 0.00212201-0.00573886j 0.00239078+0.000634295j -0.00081651+0.000914009j 
