0.015895+0.00972074j 0.0102328-0.0152713j 0.00692352+0.00545474j -0.0080737+0.00708628j -0.00489489-0.00301381j 0.000964016-0.00158408j 0.00272275-0.000367852j 0.00457472-0.000552529j -0.0031545-0.00645111j -0.00546452+0.00434463j 0.000737504-0.00136942j -0.00356326-0.00269974j 0.00190512-0.00158125j 0.00309911+0.00169804j 0.000215678-0.00521124j 0.000442086-0.00085686j -0.00175228-0.000911444j -0.00380532+0.00246056j -0.00433759+0.000925602j -0.00211947-0.000392996j -0.00257441-0.0005868j -0.00226769-0.00421478j 7.95172e-05+0.00142908j -0.00151533-0.002236j -0.00046903-5.78501e-05j -0.000148702-0.000508853j -0.000891117-0.00185013j 0.000378587+0.00410503j 0.0011964-0.00127318j -0.000361652+4.88402e-05j -0.00180252-7.82149e-05j 0.002402-0.000343248j 0.000411139+0.000315922j 0.00242035-0.000848011j 0.00941839+0.00126525j 0.000615111-0.00156027j 0.00533714+0.00245645j 0.000495742+0.00312726j -0.00446662-0.00103827j 0.00309769-0.0017389j 0.0011941-0.00360561j 0.00354213+0.000492981j 0.00126973-0.00237037j -0.000238329+0.000860002j 0.00299439-0.000363791j 0.00121759+0.00863461j 0.00198522+0.00329507j 0.000367038-0.0042816j 0.00165606+0.00675458j -0.00366205-0.0033255j 0.000539475-0.00446277j 0.0014253+0.00334339j -0.00280132+0.00163685j 0.00636812-0.00325522j -0.00177968-0.00388231j 0.0073568+0.00308975j -0.00216659-0.000376325j 0.00439816+0.0045008j -0.001794+0.00236346j -0.00217286+0.00462253j 0.00540761+0.00524258j -0.000516888-0.00652514j 0.00294636-0.0100251j -0.00230491-0.00294588j -0.0051093+0.000666577j 0.00175968-0.00760655j -0.00380857-0.00534977j -0.00929799+0.0081238j -0.0113826+0.00172058j 0.0021185+0.0094163j -0.0118231-0.0289847j 0.0302123-0.0121065j 
-0.00908683-0.00136305j -0.00123271+0.00848537j -0.00441618-0.00389753j 0.00809652-0.00494618j -0.000825405+0.00816819j -0.00362538-0.00977144j 0.00907588-0.000513604j 0.00057102+0.00426282j -0.00117778+0.00172047j 0.000965105-0.00226329j 0.00165473-0.00232622j -0.00235846+0.00863917j -0.00333564+0.00352027j -0.000361618+0.000454253j 0.00576912+0.000534785j -0.00215762+0.0083091j -0.00294442+0.00387294j -0.00127273-0.0018083j 0.00527417+0.000356627j -0.00103561+0.0029086j 0.00751616+0.00064026j -0.00242346+0.0136846j 0.00276061-0.00473784j -0.00258115+0.00161619j 0.00351154+0.000143012j 0.00423954+0.0030928j 0.00231921+0.00211007j 0.00120356-0.000658956j -0.00288608+0.00118618j 0.00213434+0.00360759j 0.000389586-0.00336982j 0.0049653-0.00267909j -0.00324146-0.00353243j 0.000381745-0.00454362j -0.00900066-0.00261101j -0.00366435-0.000297932j -0.00116308+0.00319926j 0.00157821+0.00173161j 0.00301602+0.000370361j -0.00179333-0.00258717j -0.00085893+0.000517491j -0.000238251-0.00307396j -0.00147241+0.00542911j -0.00160302-0.000982128j 0.00248517-0.000318565j -0.00238565-0.00250723j 0.00303111-8.66199e-05j -0.00140735-0.00349154j -0.00146628+0.00186272j -0.000221216+0.00044797j -0.00117031+0.00424221j -6.50776e-05-0.00211677j 0.00261838-0.000539743j 0.00321474+0.00191691j -0.00266387+0.00481766j -0.00732408-0.00207293j 0.00883885-0.000615266j -0.00253962-0.000336345j 0.000830196-0.000575879j -0.00133492-0.00096414j 0.00632145-0.000357887j -0.00595723-0.00624616j 0.000926025+0.00774886j 0.00205365+0.00254495j -0.0017814+0.000988108j 0.000604492-0.00233584j -0.00107762-0.00189347j -0.00137723-0.00420751j 0.00660676+0.00306729j 0.00368442-0.00592877j 0.00397326+0.0069737j -0.00723575+0.00404134j 
0.00934259+0.00612012j 0.00637338-0.00882242j 0.00180984+0.00370962j -0.00259563+0.00235968j -0.00522508+0.00572406j -0.00482315-0.000937159j 0.000800188+0.00437957j -0.00162895+0.00635318j 0.00286877-0.00452471j -0.00574033+0.000949918j -0.00551397+0.000565206j 0.00308702+0.00198763j -0.00258223-0.00489099j -0.00250555+0.00634244j 0.00161493+0.00208826j -0.0052752+0.00144684j -0.00136838-0.00285364j -0.0007223-0.000644439j 0.00206293-0.00195697j -0.00105063+0.00047811j 0.00333323+0.000384362j 0.00124889-0.000787426j 0.00110916-0.00141911j -0.000800158-0.00351867j -0.00236491+0.00117549j -0.00166374-6.96082e-05j -0.00143303-0.00121766j -0.000461591+0.00178871j 0.00202514-0.00242966j 0.0018295+0.00128774j -0.000622469+0.000587787j 0.00186241-0.00156891j -0.00380805+0.00109497j 0.000881807-0.00082421j 0.000566443+0.000681579j -0.00396356-0.00114643j 0.00233445+0.00239277j -0.00645275-0.00336515j 0.00145845+0.000622076j 0.00134271-0.00215617j -0.000455145+0.000688611j 0.00183587-0.000233535j 0.00403062-0.000860969j -0.00148223-0.00162166j 0.00255194-0.00584632j -0.00150514+0.00512131j 0.00153148-0.00108113j -0.00491568+0.00291052j -0.00214435+0.00388193j 0.00575097-0.00124307j 0.00108101+0.000191873j -0.00289458-0.00445461j 0.00304244-0.00340591j -0.00301628+0.00173611j -0.00143225+0.00504525j -0.00350216+0.00323683j 0.00343723-6.66326e-05j 0.000537429-0.00234599j -0.00407715+0.00281243j -0.000573362-0.000780615j 0.00088554+0.00142135j -0.00109374-0.00254523j 0.00101937+0.00106163j -0.00200718-0.000124561j 0.00167253+0.000493728j 0.000314521+0.000100552j 0.00160923-0.00184454j -0.00417526-0.00403809j -0.000969109+0.000441602j -0.000135737+0.00168179j -0.0025018-0.000470571j 0.000511547-0.00231748j 
-0.00575388-0.00484113j -0.00516181+0.00622596j -0.00217548-0.00538017j 0.0019023-0.00249821j 0.000925226-0.00865849j 0.00772175+0.00175331j -0.00223007+0.00616684j -0.00268391-0.000109293j 0.00322394+0.00397117j 0.00438155-0.00292794j 0.00220046+0.00157872j -0.00198846-0.00113229j -0.00542666+0.00140054j -0.000633292-0.00221615j 2.04978e-05+0.0021199j 0.00144317-0.00128511j -0.00503513+0.00191638j 0.00258765+0.000472092j -0.000637222+0.00298655j -0.000485052-0.0013092j 0.00117148+0.00352552j 0.000737754+0.000141531j -0.0002866-0.00346104j 0.000254182-0.00237175j -0.00248104-0.000666466j 0.000707286-0.0030195j -0.000390988-0.000117481j 0.00236532-0.00226626j -0.00314361-0.000241412j -0.00266539+0.00112123j -4.69295e-06+0.000163617j 0.00201085+0.00250878j -0.0011023-0.00406098j 0.00229835-0.00336245j -0.00118133-0.00176746j 0.00373364-0.000392667j 0.00139885-0.00110711j 0.00339633+0.000538821j 0.00178183-0.000799884j -0.00297127+0.000381437j -0.00224114-0.000805267j -0.00271684+0.00210853j 0.00182221+0.002166j 0.00130901-0.000470174j 0.00144822+0.00212801j 0.00107609+0.000781871j -0.00334544-0.00231667j -0.00167938-2.38905e-05j -0.00189931-0.00214876j -0.00225295+0.00435847j -0.0037924+0.00119025j -0.000254319+0.00173549j 0.00125302+0.0031106j -0.000739274+0.00286241j -1.47411e-05-0.00103587j 0.0015242-0.00223744j -0.000413334+0.000603656j -0.00251084-0.00173617j 0.0032414-0.000754903j -0.00079364-0.00193481j -0.00128456-0.00146189j -0.000229493+0.000478023j -0.00255756-1.90424e-05j 0.0015108-0.000417333j -0.00242329+0.00043773j -0.00309401+0.000290316j 0.00386077+0.00290273j 0.0030379-0.00481365j 0.00317288+0.00537118j 0.00323073-0.0036172j 0.00358327+0.00576892j -0.00566323+0.00346787j 
-0.000227853+0.00266288j 0.00400076-9.49814e-05j 0.0104841+0.00347833j 0.00172225+0.0128759j -0.000584672+0.00686022j 0.00672505+0.00828817j -0.00245269+0.00770361j 0.00535854+0.00298084j 0.000237664-0.00199507j -0.00184749+0.00012006j -0.00118039+0.00276171j 0.000960565+0.00387063j 3.0735e-06-0.00272291j -0.00164914+0.000194402j -0.000862211+0.00297842j -0.00287542+0.00346796j -0.000810465-0.00735125j -0.00199754-0.00320342j -0.00294748+0.00231369j 0.00428566-0.00574356j 0.00204026-0.00553101j -0.000100221+0.00282124j -0.00107251-0.000860012j 0.00415891-0.00119048j -0.000845519-0.000184741j -0.000892412+0.00169785j 0.00126877+0.00060967j -0.000365593-0.00357447j -0.00247942+0.00191728j -0.00219067-0.00131912j 0.00231779+2.89681e-05j -0.000193748+0.00348976j -2.61804e-05+0.00255579j -0.000101341+0.00304273j 0.00234369+0.00033992j 0.000380069-0.00238472j 0.000520153+0.00178302j -0.00287835-0.00471443j -0.00340458-0.00180138j -0.00161132-0.00484227j -0.00487571-0.00286658j 0.000167304-0.000553364j -0.000711173-0.00456155j 0.000281792-1.76005e-05j -0.0011517-0.00632506j -0.000172991+0.00157887j 0.00203037+0.00287115j -0.00354182+0.00495107j -0.00299051+0.00207725j -6.51809e-06-0.00174648j 0.00289902-0.00576871j -0.000320113+9.33424e-05j 0.00209096-0.00155262j -0.00374705-0.00185693j -0.00148455+0.00218333j 0.00164571+0.00149973j -0.000981144+0.00244578j 0.00149519+0.00172405j -0.00619363+0.000231653j -0.00133878+0.00112867j -0.000675641+0.00109672j 0.00277662+0.000122316j -0.00304395-0.00324347j -0.00209108-7.84603e-05j 0.000652323-0.000139988j -0.000885614+0.000732613j 0.000452929-1.45905e-05j -0.00222677+0.00465595j -0.00122359-0.00169462j -0.000624132+0.000641919j -0.00306817-0.0017357j 0.00203311-0.00348276j 
-0.0102074-0.00368244j -0.00357595+0.00997844j 0.00101833-0.00555198j 0.00119905+0.000989233j 0.00800975-0.0040071j 0.00057153+0.00815991j -0.0026252-0.00150677j 0.000586486+0.00358794j 0.00171767+0.00283911j 0.0064012-0.00345013j 0.00362111+0.00291117j 0.00377534-0.00151065j -0.00388629-0.000656251j 0.0043009-0.00456077j -0.00270364+0.00089085j -0.000781348-0.0042505j -0.000982831+0.000289787j 0.0018236+0.00216353j -0.00407876-0.000301544j 0.00169061+0.00291818j 0.00380085+0.00137709j -0.00291431+0.00045878j -0.00205161+0.000971658j 0.000917961-0.00063798j -0.00320241+0.000815341j -0.00219735-0.00349646j -0.00193268+0.000137287j 0.00134046-0.00390139j -0.00213825+0.00209605j -0.00234236+0.00125297j 0.000200284+0.00131594j -0.00438117+0.00318851j 0.00377459-0.00247811j -0.00127901-0.000596475j 0.0021229+0.00155031j 0.0057986+0.000840778j -0.00034521-0.00122618j 0.00252404-0.00337148j -0.00108204-0.00186328j -0.00110952+0.00224945j -5.28894e-05-0.00319529j -0.00385772+0.0017747j -0.0010546+0.00160504j 0.00184513-0.00109098j 0.000292329+0.000489163j -0.000315847-0.00180636j -0.00437195-0.000438251j -0.00156659+0.000254639j 0.000318347-0.00330805j -4.26333e-05+0.00299998j 0.000441192-0.00239909j 0.00235252+0.00121393j 0.00109677+0.00149094j -0.00177984+3.90822e-05j -0.00114121-0.00132895j 0.00178351+0.000168181j -0.00305778-0.000483j -0.00390339-0.00028437j 0.000199555-0.00267203j -0.00331015-0.00199028j 8.35413e-06-0.00302026j 0.00102669+0.00317179j -0.00252212+0.00102917j 0.00391333-0.00130989j -0.00308992-0.00370987j -0.00388195+0.000200961j 0.0018142+0.00417942j 0.00646456-0.00255921j 0.00554799+0.0059815j 0.00354949-0.00420014j 0.00261972+0.00586104j -0.00612991+0.00224122j 
-0.0101839-0.0071458j -0.00638275+0.00916838j -0.00255817+0.0012774j 0.002702-0.00502674j 0.0115556+0.0110778j -0.000292274+0.00376776j 0.00175066-0.000344977j -0.00024005-0.00129425j -0.00191943+0.00303711j 0.00423783-0.00114127j 0.00540432+0.00156885j 0.000683981+0.00202656j -5.0407e-06+0.000446626j 0.00508279-0.00470723j -0.00131186+0.00160413j 0.00391552+0.00263926j 0.000431894-0.00171367j -0.000785667-0.00178649j 0.00161968+0.00287609j 0.00167201-0.00226771j 0.000494058-0.00189906j -0.00301256+0.0056131j 0.000902285+0.000463506j 0.00105432+0.00175625j 0.00104118-0.000685813j 0.00114632-0.00129086j 0.00158063+0.00130299j 0.000454835-0.00401081j -0.00200526+0.00136975j -0.00343038-0.00152368j 0.0029536-0.00165022j 0.000417165-0.00108263j 0.0028233-0.00199503j -0.00252483-0.000192338j -0.00145441+0.000423385j 0.00323975-0.000971951j -0.00158571+0.000161993j 0.000614675+0.000805324j -0.00551947+0.000499709j -0.00390897+0.00228252j -0.00167009-0.00315882j -0.00396785-0.000644926j -0.00499524+0.00189627j -0.00207089-0.00181054j -0.00380736-0.00209082j -0.0020597-0.00414614j 0.0012534+0.00177587j 0.000665661-0.00223742j 0.00396516-4.29366e-05j -0.00386948-0.000412943j 0.0012461-0.00473364j 0.00550797+0.00216501j 1.38424e-05+0.0016777j 0.00168277-0.002004j -0.00126371+0.00047226j 0.000905068-0.00032194j -0.000307503-0.00178248j -0.00136933+0.00372278j -0.00156904-0.00113633j -0.00186734+0.000610515j 0.00214883-0.00225046j -0.00101494+0.000688477j -0.00181705+0.000603778j 0.00332137-0.000427188j -0.00486386-0.00189071j -0.00233405-0.000669765j 0.00124429+0.00281409j 0.00477936+0.00244003j 0.00489902+0.00514535j 0.00507356-0.00553851j 0.00217869+0.00226485j -0.00220024+0.00156247j 
0.00100349-0.00412453j -0.00569181-0.00164246j 0.00605223+0.00832032j -0.00786173+0.0018024j 0.00467709-0.00898041j 0.00185982-0.00494966j -0.00197886-0.00212676j -0.00177729+0.00203444j 0.00148079+0.00114544j -0.0042931-0.00330485j -0.00246385-0.00608995j 0.00386518-0.00132569j 0.00521543-0.00170066j -0.00274532-0.00463906j 0.0040561+0.000520496j 0.00220752+0.000209132j 0.0033952+0.00349101j 0.00398826-0.00731025j 0.00299197+0.00450414j 0.00354111-0.00274228j -0.00290775-0.000741781j 0.00141264+0.0037059j -0.00168012-0.00157145j 0.00354979+0.00184981j 0.00138451-0.00388214j -0.00131046-0.00255438j 0.00145541+0.00337235j 0.00599421-3.94647e-05j 0.00146981+0.00211997j 0.00429899+0.00222792j 0.000262668+0.00552314j 0.00243896+0.00157462j -0.00169269+0.000214557j 0.00290267-0.000941992j 0.000766788-0.00382555j -0.00294885-0.00179021j 0.000146091+0.000721889j 5.36077e-05+0.00102504j 0.000276271-0.00126851j -0.00284035-0.00747752j -0.000357429-0.00178195j 0.00165457+0.00378528j 0.000810917+0.00575958j 0.00172507+0.00162762j -0.00173899+0.00604179j -7.26487e-05+0.000465853j -0.00268202-0.00467226j 0.000273284-0.00428357j 0.000606812+0.000373429j 0.00465423-0.00109363j -0.00168341+0.000725766j -0.00168679-0.00294569j -0.00124168-0.000751176j -0.0010609+0.00216399j 0.000475829-0.000612925j -0.00153225+0.00226747j -0.00139353-0.00104042j 0.000658391-0.00408567j 0.00160454+0.00110654j 0.000660422-0.00276763j -0.0022919-0.000382569j 0.00169095+0.000631496j -0.000350926+5.0486e-05j 0.0015579+0.000409538j -0.00038722+0.000197444j 0.00222519+0.000112508j -0.0014689+0.00171613j 0.00162644-0.00367024j -0.00323054-0.00271899j -0.00165624+0.00136033j 0.000747338-0.000879018j 0.000424759+0.00142564j 
-0.000142122+0.00628458j 0.00731728-0.000780051j 0.0066448+0.000546251j 0.00421417+0.00408015j 0.0100224+0.013315j -0.000549314+0.00677883j 0.00177768+0.00647198j 0.000186038+0.0101029j 5.27008e-05+9.75023e-06j 0.00111322+0.000782969j -0.00205577+0.00231j 0.00501273+0.00655225j -0.00449542-0.00388092j 0.00160455-0.00156299j 0.0023814+0.00518298j -0.000669482+0.00513712j 0.000427778-0.00666435j -0.00155086-0.00267492j 0.000975093+0.00075394j 0.00060364-0.000818485j 0.00643925-0.00132152j -0.00151875+0.00615526j 0.000837577-0.0017245j 0.000885833-0.00160101j -0.00480047+0.00121903j -0.00286805-0.000569953j -0.00100128-0.0012803j 0.00187963-0.00208844j -0.000321082+0.00350205j -0.00149347+0.00215101j 0.00223275-8.1244e-05j -0.00226001+0.00133298j -2.28711e-05+0.00118572j -0.00188363+0.000748442j -0.00122689-0.000127918j 0.00034645-0.00406667j 0.000856094+0.000940719j -0.00379466-0.00615553j -0.00267048+0.000702792j -0.00174077-0.0024754j -0.0030386-0.00435334j -0.00158323-0.000269154j 0.00160441+0.00213891j -0.00153572-0.00259077j -0.000215648-0.00579894j -0.00308971+0.00281018j 0.000742846-0.000346575j -0.00592538+0.00331845j -0.000615804+0.000359505j 0.00465572-0.00141099j 0.00254218-0.00288163j 0.00182935-0.00270893j 0.00353064-0.00100062j -0.00651803-0.00116263j -0.00248884+0.00567405j -0.00408008+0.00155662j 0.000997786+0.00140807j -0.000744176-0.0011548j -0.00469518-0.00140232j -0.00141693-0.00281319j 0.00184835-0.00260929j 0.000385173+0.00215165j -0.00572888+0.00180232j 0.00344257-0.000230305j -0.00299189-0.00426477j -0.00221537-9.01675e-05j 0.00171292+0.00257268j 0.00413467-0.000501191j 0.00110618+0.00204051j 0.000315795-0.00139187j 0.00321684+0.00559453j -0.00592374+0.00266292j 
0.0135847+0.0072123j 0.00649919-0.013388j 0.00640564-0.00126831j -0.00179194+0.00305637j 0.0017362-0.0074547j 0.00412187+0.000438139j -0.000994024+0.00251561j -0.0011371+0.00086689j 0.00105519-0.00636963j -0.00453407+0.00308738j -0.00299427+0.00128002j 0.000772706-0.0030209j -0.00205076-0.00201203j -0.00101378+0.00554036j 0.00146523+0.0011648j -0.00157471-0.00454925j -0.00195068+0.00215168j 0.00310509+0.000686717j -0.000350078-0.00049626j -0.00164593+0.00144734j -0.0022815+0.00153919j 0.000857746-0.00739539j -0.00168107-0.00176793j -0.0024759-0.00029013j -0.000130345-0.000160194j -0.0023591-0.000968514j -0.00288262-0.0017823j 0.000634481+0.00400609j 0.00164128-0.000235022j 0.00125799+0.000525484j -0.00233484+0.00288848j 0.000429922+0.00111043j -0.000752976+0.00152801j 0.00180939-0.000239608j 0.00303491-0.000756241j -0.00156182-0.00111183j 0.00217578+0.000278523j -0.000673992+0.0014148j 0.0023136+0.00100849j 0.0021578-0.00170392j 0.00209946+0.00263195j 0.0025188+0.00185231j 0.00424303-0.00024646j -0.000193397+0.000630968j 0.000136678+0.00296942j 0.00164873+0.00480364j -0.000905344-0.00152345j 0.0023748+0.000384375j -0.000173502+0.000985747j 0.00199911-0.000967167j -0.00189998+0.00203096j -0.00237499-0.000792967j -0.00160402-0.000892617j -0.00181813+0.00240777j 0.00179437-0.000396046j -0.000372113+0.00327082j -0.00136489+0.000114885j 0.00220922-0.00282055j -0.000495975+0.00323755j 0.00176759-0.000402664j -0.00356352+0.00139629j 0.00188673+0.000527435j 0.00142543-0.000912358j -0.00267376-0.000260802j 0.00272391+0.00193259j 0.000935546+0.000778243j -0.000638326-0.00194935j -0.00301603-0.000992739j -0.00483467-0.00515601j -0.0056731+0.00424127j -0.00276075-0.00383825j 0.00374031-0.00243537j 
-0.00219367-0.00122051j -0.000419131+0.00448222j -0.0153402-0.00225618j 0.000288343-0.0110356j -0.00979087+0.00336747j -0.00340477+0.00539385j -0.00877136+0.00553717j -0.00484123-0.00557453j 0.00217699+0.00486378j 0.00507043-0.00112237j 0.00539601+0.0032239j -0.00763495-0.00204191j -0.00407547+0.00210623j -0.000572165+0.00291702j -0.00416445+0.00404641j 0.00198976-0.00023478j -0.000231594-0.0012803j -0.000403049+0.00664708j -0.0006576+0.000533464j -0.0047017-0.00162787j -0.00125341+0.00566029j -0.000592986-0.00445533j 0.00379074-0.0020848j -0.00519403+0.000580738j -0.0028262-0.000734392j 0.000561987-0.002861j -0.0033108-0.00103305j -0.000437438+0.00103898j -0.000866126-0.0036584j -0.0022274-0.00199794j 0.00417197-0.00261154j -0.00242068-0.00370213j -0.00301447+0.000416122j -0.00334866-0.000744575j -0.00132097-0.000525713j 0.00207699-0.00117552j 0.00163886-0.00146489j 0.00331399+0.000619146j -0.00195617+0.00392085j -0.000288503+0.00518434j -0.00041816-0.0016374j -0.00457491-0.00250059j 0.00133912-0.00320907j -0.00371302+0.000765141j -0.000140128-0.00511513j 0.000220854+0.00360277j -0.000491742+0.000280241j -0.00589459+0.00175205j -0.0032153-0.0038536j -0.00401183+0.00379669j -0.00248305+0.000306728j 0.0017007+0.00256791j 0.00182384+0.00478755j -0.000452474+0.000327612j 0.000810122-0.000188696j 0.00413971-0.00587561j 0.00173884-0.00102766j -0.00152368+0.00203905j 0.00331052-0.000915346j 0.00144612+0.00109637j -0.00214024-0.00148561j -0.00590992-0.00127777j 0.000974374-0.00224377j -0.000704778+0.00156029j 0.00182348+0.00335033j -0.00658746-0.00210235j 0.00210338+0.00524659j -0.00355934+0.0021112j 0.00412724+0.00483123j 0.0047081-0.00584585j 0.00516916+0.01018j -0.00875368+0.00495522j 
-0.00938929-0.000438239j -0.00021917+0.00916352j -0.00134563-0.0107318j 0.00814452+0.000226108j 0.00139637-0.000546251j -0.00148908+0.00191274j 0.00217621-0.0056026j 0.00493266-0.00100364j -0.00148062+0.000484586j 0.00435297-0.000641525j 0.00306349+0.00307142j 0.000626081+0.000658678j -0.00269183+0.00206114j 0.00296157-0.00142161j -0.00225157-0.00170359j -0.00144211+0.000459531j -0.000697619+5.32366e-05j -0.00123908+0.00262635j -0.00289074-0.00225628j 6.41504e-05+0.00328189j 0.00141142-0.00216394j -0.000375873+0.00182556j 0.000914479+0.0017184j 0.000627091-0.000163998j 6.01736e-05+0.00192621j 0.00211892+0.00121961j 0.000487285-0.000886946j -0.00221503-0.00192295j -0.000364018+0.000469454j -0.00209588-0.00115524j -0.000570762-0.00198429j -0.000239951+0.00127183j 0.00193579-0.00275403j -0.00102379+0.000107183j -0.0016264+0.00203327j 0.00221136+0.00243446j -0.000969911-0.00039669j 0.00191824-0.00161545j -0.000245669-0.00198196j -0.000154351+0.00427422j -0.000655089+0.000554307j -0.00152194-0.00192997j -0.00100621-0.00132059j 0.00185676-0.000638795j 0.00279683-0.00102838j 9.95885e-05-0.00401435j 4.93585e-05+0.00220725j 0.000147638+0.000205024j 0.000514277-0.00153452j -0.00351281+0.00224756j 0.00044762-0.000722411j 0.00133581+0.00163719j 0.000237413+0.000179889j 0.00188149-0.000908803j -0.00125637-0.000252369j 0.00108328-0.00136721j 0.00113845+0.000207675j -0.00182468+0.00172084j -0.000634072-7.63489e-05j -0.00138758+0.00102781j 0.00188005-0.00048731j -0.000905799-0.000947398j 0.000440134+0.00127152j -0.000457546-0.000881954j -0.0014654+0.00118114j -0.00218352-0.000685627j -0.000283145-0.000421393j 0.000554748+0.000140175j 0.00307335+0.00383876j 0.00344089-0.000998745j 0.00168754+0.00268066j -0.0027319+0.00143502j 
-0.00336578-0.00974687j -0.0104497+0.00257004j 0.00321966+0.0104971j -0.0079417+0.00246664j -0.00156675-0.00352537j 0.00158662-0.00923165j 0.00367857-0.00128194j -0.00334595+0.000257838j 0.00013681+0.0037123j -0.000532811-0.00162701j -0.00245311-0.00402119j 0.00209847-0.000522268j 0.00699317+0.000806136j -0.00329673-0.00297272j 0.00247768-0.00374085j 0.00141113-0.00119963j 0.00104366+0.0034985j 0.000753397-0.00449471j 0.00309381+0.00194287j 0.00203357-0.00112334j -0.000980998+2.17336e-06j -0.00042595+0.00230822j -0.00329196+0.00142002j 0.00209218+0.000572824j 0.00318299-0.000912546j -0.000124702+0.00124861j 0.00234378+0.00282544j 0.00184329-5.49252e-05j -0.000790947+0.000538822j 0.00287781+0.00241254j -0.00110311+0.00115411j 0.00135944-0.000157297j 0.00199599+0.000430354j 0.00269668-0.000639963j 0.000162969-0.000976806j -0.00144927+0.00119372j -0.00235396+0.000673897j 0.000377975+0.00231924j 0.00172283-0.00155065j 0.000167867-0.00523337j 0.00283618+0.000709825j 0.00358483+0.00160082j -0.00258117+0.00354166j 0.00126359+0.000186934j -0.000950174+0.00667665j 0.000485782-0.00330426j -0.000408163-0.0014397j 0.00532784-0.0050943j 0.00209423+0.00221048j 0.00204743-0.00240141j 0.00179868+0.00290289j -0.001357-0.000744196j -0.00160431-0.00150219j 0.00359078-0.000491646j 0.000673316-0.00262325j -0.00267033+0.00184935j -0.00162152+0.000711028j -0.000108085-0.00113765j 0.00216939-0.00311391j -0.000738984-0.0019508j 0.00209534+0.00228824j 0.00394261+0.000509098j -0.000296326+0.00137928j 0.00201515+0.000771072j 0.00153007-0.00349124j 0.00641182+0.00353086j -0.000114873-0.00267831j 0.0024322-0.00105825j -0.00189951-0.00442511j -0.00361055+0.00138748j -0.00117783-0.00461611j 0.00387819-0.000855834j 
0.0175942+0.0027894j 0.00237326-0.0161901j -0.00592761+0.0043527j -0.0059871-0.00591445j -0.00529951-0.00626134j 0.00336517-0.00135172j -0.00341408+0.00672665j -0.00673676-0.00352776j -0.00167282-0.00146571j -0.00395619+0.00496666j -0.0020823-0.00195599j -0.00545496-0.00430068j 0.000727167+0.00222723j -0.00202165+0.00206678j 0.0011821+0.00138849j 0.00274491-0.000809823j 0.000987534+0.00224932j 0.00137008+8.44874e-05j 0.00209829+0.000433151j -0.00396343-0.00281652j -0.00460071+0.00317139j 0.00230212-0.00739469j -0.000247464-0.00119077j -0.002411-1.46613e-05j -0.00068843-0.00165615j -0.00142999-0.00122446j -0.00120994-1.48688e-05j 8.96329e-05+0.00473236j 0.000413573-0.00299184j -0.000137391-2.21773e-05j 0.000918237+0.000391642j -5.06673e-05-0.00269647j -0.00244711+0.00342361j 0.000930992+8.48179e-05j 0.00180855-0.000600242j -0.00143705-0.000383448j 0.00192985-0.000476866j 0.00168388+0.00553086j 0.00169629+0.00250428j 0.00272528+0.000546897j 0.00225236+0.00225013j 0.000312137+0.0030906j 0.00273115-0.00059634j -0.00107035+0.00323142j -0.00241275+0.00393727j 0.00210094+0.00426708j -0.00169745-0.00206303j 0.00249673-0.000237766j -0.002097-0.000557265j 0.000423644+0.000786328j -0.00345611+0.00347742j -0.0026914+0.000521598j -0.00142759+0.00218772j 0.00135123+0.00272152j 0.00333924-0.00379002j 0.00305673-0.00117278j -0.00251567-0.00171123j 0.00212416-0.0014977j 0.00506933+0.00136937j 0.00298213+0.000955295j -0.00467014+0.0025514j -0.000945739+0.000286305j 0.0036882-0.00390661j -0.00196029+0.00144578j 0.00460588+0.00199914j 0.000698763+0.00116115j 0.00131646+0.000847951j -0.00386639-8.36191e-05j -0.00200609-0.00352491j -0.00284232+2.48425e-05j -0.00374805-0.00576218j 0.0064634-0.00332868j 
