0.015895+0.00972074j 0.0102328-0.0152713j 0.00692352+0.00545474j -0.0080737+0.00708628j -0.00489489-0.00301381j 0.000964016-0.00158408j 0.00272275-0.000367852j 0.00457472-0.000552529j -0.0031545-0.00645111j -0.00546452+0.00434463j 0.000737504-0.00136942j -0.00356326-0.00269974j 0.00190512-0.00158125j 0.00309911+0.00169804j 0.000215678-0.00521124j 0.000442086-0.00085686j -0.00175228-0.000911444j -0.00380532+0.00246056j -0.00433759+0.000925602j -0.00211947-0.000392996j -0.00257441-0.0005868j -0.00226769-0.00421478j 7.95172e-05+0.00142908j -0.00151533-0.002236j -0.00046903-5.78501e-05j -0.000148702-0.000508853j -0.000891117-0.00185013j 0.000378587+0.00410503j 0.0011964-0.00127318j -0.000361652+4.88402e-05j -0.00180252-7.82149e-05j 0.002402-0.000343248j 0.000411139+0.000315922j 0.00242035-0.000848011j 0.00941839+0.00126525j 0.000615111-0.00156027j 0.00533714+0.00245645j 0.000495742+0.00312726j -0.00446662-0.00103827j 0.00309769-0.0017389j 0.0011941-0.00360561j 0.00354213+0.000492981j 0.00126973-0.00237037j -0.000238329+0.000860002j 0.00299439-0.000363791j 0.00121759+0.00863461j 0.00198522+0.00329507j 0.000367038-0.0042816j 0.00165606+0.00675458j -0.00366205-0.0033255j 0.000539475-0.00446277j 0.0014253+0.00334339j -0.00280132+0.00163685j 0.00636812-0.00325522j -0.00177968-0.00388231j 0.0073568+0.00308975j -0.00216659-0.000376325j 0.00439816+0.0045008j -0.001794+0.00236346j -0.00217286+0.00462253j 0.00540761+0.00524258j -0.000516888-0.00652514j 0.00294636-0.0100251j -0.00230491-0.00294588j -0.0051093+0.000666577j 0.00175968-0.00760655j -0.00380857-0.00534977j -0.00929799+0.0081238j -0.0113826+0.00172058j 0.0021185+0.0094163j -0.0118231-0.0289847j 0.0302123-0.0121065j 
-0.00655113-0.000475125j -2.72341e-05+0.00696979j -0.00048344-0.00471203j 0.00223063+0.000549535j -0.0076008+0.00467136j -0.00919015-0.00689277j 0.00556199-0.00865216j 0.0028741-0.00303641j -0.00229219-0.00129173j -0.000212328+0.00216152j 0.000574815-0.00148655j 0.00177638+0.00258054j 0.00128967+0.00326542j 0.000780444+0.00336094j 0.00383626+0.00134026j -0.000702745-0.00208724j 0.00132659-0.000678545j 0.00473322+0.00269065j 0.000693244-0.00268345j -0.00538495+0.00214982j -0.00252277-0.00519921j -0.00181497-0.00121061j 0.00479067+0.00551176j 0.00156701+0.00260166j 0.000396781+0.00154118j 0.00478238-0.000350145j 0.000773995+0.00185856j -0.000643042+0.0016029j 0.00775861-0.00826955j -0.00422104-0.00444115j -0.000655062-0.000775888j -0.000954536+0.000645523j 0.00226378+0.0014983j -0.00110102+0.00151826j 0.000347769+0.00537532j -0.00536207-0.00272859j 0.00277507-0.000956926j 0.000772747+0.000232155j 0.000170893-0.00238509j 0.00286634+0.0094311j -0.00435443-0.00141874j -0.00269059-0.000496358j 0.000230007-0.00687976j -0.000233556+0.00418846j 0.00276554+0.00131829j 0.000138916+0.00420335j -0.000435021+7.55415e-05j 0.000987907+0.00136908j -0.00116395-0.000630801j -0.0033951-1.69484e-05j 0.00563915-0.00670269j 0.000174471-0.00319546j -5.43575e-05+0.00112989j -0.0016144+0.000994076j 0.0057855-0.0026442j 0.0100794-0.00157921j -0.00235476+0.0047023j -0.000729056+0.000785062j 0.00045956-0.00109706j -0.00350333-0.00148867j -0.00260983+0.000899622j -0.00306704+0.00180929j -0.00304171-0.00405592j 0.00224323+0.00251257j -0.00231461+0.000349222j -0.00412757-0.000827084j 0.00417934+0.00257279j -0.00193139-0.0014366j 0.00212114+0.000763834j 0.000230651-0.0017044j -0.00778083-0.00501641j 0.00573016-0.00816293j 
-0.00536948+0.00112344j 0.00103802+0.00591378j 0.00638089-0.00499064j 0.00126457+0.00664558j -0.000792103-0.0046613j 0.0039502+0.00394431j -0.00121873+0.00307436j -0.000855042+0.000399065j -0.00775014+0.00100613j 0.00520658+0.00725951j 2.06166e-05+0.00274816j -0.00613255+0.000454309j -0.00657502+0.00791733j 0.00625126-0.00630998j -0.00163824-0.00135009j 0.00561276+0.00842356j 0.0028037-0.00145155j 0.00407044-0.000855163j -0.00754216-0.000824427j -0.00143322+9.75744e-05j 0.00104111-0.00458849j 0.00575191-0.00606604j 0.00394006+0.000581512j 0.000750358+0.00682036j -0.00350623-0.00580866j -0.00277459-0.00455768j -0.00012991+0.00135895j -0.00402418+0.00335322j 0.00067077+0.00433059j -0.00160709-0.00240338j 0.0113134-0.00390858j 0.00393909+0.00416335j -0.00380403-0.00428749j 0.000227708+0.00126171j 0.00016906-0.00175261j -0.00428962+0.00209847j 0.00316252+0.000391118j -0.00075255+0.00279502j 0.00673905+0.00282649j 0.000205395+0.00223864j 0.000193535+0.00450496j 0.0015567-0.000508267j 0.00519481-0.000245671j 0.00133317-0.00256373j 8.50034e-05+5.69893e-05j 0.000383838+0.00529869j 0.000418718-0.000632505j -0.000195892+0.000630709j -0.00392057-0.00297984j -0.00463601+0.000833397j -0.00118763+0.00622307j -0.000198972+0.00217958j 0.00342505+0.00242262j 0.000773339+0.00491426j -0.000122357+0.00307261j -0.000732124-0.00137956j 0.00380243-0.000795949j -0.00473086-0.00024462j 0.0023509+0.00116646j 0.000640295-0.00100204j 7.18893e-05+0.000340064j -0.00189214-0.00953559j 0.00371379+0.00170667j -0.00631634+0.0053845j 0.00400765+0.000610398j 0.00238861+0.000909718j -0.00158803-0.0017276j 0.000631576-0.000320101j 0.00255217-0.00135712j -0.00342453-0.00279657j -0.00296433-0.000307403j 0.000399584-0.00281412j 
0.00997433-0.00208323j -0.00228996-0.0104388j -0.000427108+0.00840294j -0.00759017+6.52417e-05j 0.0013325+0.00243329j -0.000850774-0.00133064j 0.000262375+0.00340704j -0.00902899-0.00220002j -0.00643207-0.000668677j -0.00501964+0.00595269j -0.000468747-0.00432584j 0.0022267-0.00716092j 0.00395676+0.00191141j -0.00124886-0.000548505j -0.00227217-0.00318196j 0.00131551-0.00246717j -0.00420771-0.00253187j -0.00159754+0.000247396j 0.00284408+0.00200046j 0.00473329-0.00268295j 0.00257431+0.00517343j 0.00579876-0.00405099j -0.00568786+0.000868842j 0.000285844-0.0056566j 0.00305181+0.00025048j -0.005573-0.000884839j -0.0018221+0.00136418j -0.00680098-0.00330839j -0.000417628+0.00426008j 0.000399898+0.00386257j -0.0033562-0.00120402j 0.00281092+6.64685e-05j 0.00121486+0.00236424j 0.00482413-0.00030204j -0.00145488-0.00292572j 0.00387962-0.00255312j -0.00386121+0.0030359j -0.00858082-0.00350966j 0.00165245-0.00128841j -0.00117972+0.00148953j 0.00337339+0.00158273j 0.00272434+0.00673765j 0.00537135+0.00130801j 0.000647659-0.00814983j -0.00490714+0.00212455j 0.00254987-0.00399412j -0.00273717+0.00225263j 0.00498911-0.00172038j 0.00747782+0.00411883j 0.00672585-0.00280468j -0.000392721+0.0059055j 0.00927893-0.00382539j 0.00178181-0.0033176j 0.00168816-4.99763e-05j -0.00459077+0.00475762j -0.00553765+0.00570582j -0.00795779-0.00986825j -0.000504492-0.00636944j -0.00293712+0.00146798j 0.0057818-0.00151078j -0.00142178-0.00458719j -0.00319007+0.00139446j -0.00228778-0.00672162j -0.00822737+0.000531881j -0.00449615+0.00738351j 0.000701854-0.000463295j -0.00129828-0.00489376j 0.000667876-0.00484678j -0.00584018+0.00274405j 0.00107174+0.00879914j -0.00331903-0.0128541j 0.0120452-0.00321649j 
-0.00731269-0.00211956j -0.00245387+0.00730201j -0.00301827-0.00395223j 0.00340736-0.00515641j 0.00763966+0.00515659j -0.00772039+0.0064448j -0.00328293-0.0047806j -0.00424493+0.00540123j -0.00115424+0.00709573j 0.00750453+0.0028683j -0.000564222-0.00153952j -0.00673428-0.00029017j -0.00802987+0.00342063j 0.00390215-0.00665407j -0.000877461+0.00230505j 0.00551631+0.00841484j 0.00428697+0.00519855j 0.00142423-0.0017211j 0.00342735+0.00462743j -0.00406265+0.00367327j 0.000146607+0.0092301j 8.33889e-05-0.00121357j 0.00066258+0.00554576j 0.00256728-0.00812884j -0.00263604-0.00149393j 0.00467268-0.00153063j -0.00143446+0.00369264j 0.0044729-0.00326078j -0.00502746+0.00035307j -0.00381064+0.00103042j -0.00593648+0.00236561j 0.00776745+0.00161937j -0.000105586-0.00837433j 0.00839261-0.000814592j 0.00459119+0.00433338j 0.00606224+0.000592717j 0.00306541-0.0048557j -0.0034349-0.000829585j 0.0045104-0.00128165j -0.00723979-0.00472379j -0.00485751+0.000121824j -0.00300074-0.00185663j -0.00204564+3.80421e-05j -0.00243188+0.0077569j 0.00750714-0.0012311j 0.00151776+0.00343276j -0.00293421+0.000463149j -0.00031001-0.000130037j -0.00543935-0.00570217j 0.00390533+0.00359295j -0.00257288-0.00370619j -0.00857756+0.000552275j -0.00121971-0.000196089j -0.00543146+0.000585082j 0.00370358-0.00752193j 0.000182067+0.00383464j 0.00134022-0.00179649j -0.00133481-0.00149371j -0.00319978-0.0028937j -0.00682868+0.00268275j 0.000213069+0.000360504j 0.00586143+0.00637794j -0.0023863+0.0109718j 0.0106426-0.00188257j 0.0020798-0.0019203j -0.0029295+0.00292975j 0.00383014+0.00223722j 0.000606128-0.00385711j 0.00902826+0.00227439j 0.00198369-0.00981832j 0.00452134+0.0108206j -0.0109667+0.00448935j 
-0.00341938-0.0132654j -0.0135378+0.00320394j -0.00514129+0.00713244j -0.00640459-0.00149201j -0.00134966-0.0041953j 0.00420253+0.000682964j -0.00373581+0.00380628j -0.00352542-0.0044699j -0.00135382+0.0029649j -0.000336363-0.00167184j 0.00128003-0.00516779j -0.00490763-0.000702817j 0.0015554+0.00752208j -0.00574522-0.000698997j 0.00194897-0.00224284j -0.00148812+0.00151418j -0.00226331+0.00429243j -0.000301453+0.00565476j 0.00269622-0.00661388j 0.00207757-0.00884776j -6.32135e-05+0.00505966j 0.0064755-0.000265959j -0.00705638+0.00791152j 0.0011694-0.00749295j 0.00416623+0.00531473j 0.0114485+0.00469436j 0.00345533+0.000749551j -0.00745622-0.00843844j 0.00473791-0.0104492j 0.00178389-0.00280263j -0.0029135-0.0013348j -0.00308638-0.00231479j 0.00261982-0.00128231j -0.00178312-0.00970666j 0.00315531+0.0030032j 0.00623602+0.00352782j -0.00116204-0.00440113j -0.00325831-0.00202489j -0.00133992+0.00323474j -0.00597311-0.00106672j 0.0014087+0.00116579j 0.00809865-0.00144953j -0.00752333-0.00220228j -0.011177-0.00939703j -0.00313683-0.00365149j -0.0058147-0.00242828j 0.0060892+0.00782869j 0.002501-0.00110713j 0.00455585-0.000102564j 0.00147338-0.000519583j 0.00303753-0.00116962j 0.00245099-0.00195414j -0.00388923-0.00233188j -0.000902179+0.000234624j 0.00070378+0.00327434j -0.00519469+0.00637254j -0.00211987+0.000388185j -0.0027665+0.00220404j 0.00162449+0.00317586j -0.000588642-0.00502224j -0.00430071-0.00248967j 0.00339631+0.0108033j -0.00223101+0.00704612j 0.0048272-0.00344415j 0.00155705-0.000840495j -0.00319728+0.00102831j -0.00188933+0.00465939j 0.00499642+0.00159028j 0.00431649+0.000528042j 0.00179238-0.00282435j 0.00076272+0.000615626j -0.00125596+0.000881235j 
-0.0083333-0.00286736j -0.00244554+0.00840046j -7.63575e-05-0.00706276j 0.00678491+0.00210097j -0.00218331-0.00145414j 0.000477295-0.000509631j 0.0013586-0.00311388j 0.0079819+0.000656048j -0.000999138+0.000477777j 0.000163964-0.00486976j 0.00540135-0.00665509j -0.00637088+0.00737432j 0.00761402-0.00354801j 0.00578234+0.00109015j -0.00199522+0.00121695j 0.00228041+0.00695712j -0.00352482+0.000810103j 0.00370332+0.00419299j -0.00110405+0.000111998j 0.000350422-0.00035451j -5.18582e-05+0.0014611j 0.00300456-0.00314949j 0.0043546-0.00178082j 0.00371807+0.00911599j -0.00130985-0.00108176j 0.00147526-0.0035736j -0.00444271+0.000710137j 0.00139196-0.00621148j -0.00501587-0.00102648j 0.00563946+0.00394129j 0.000453832-0.00836787j -0.00223345+0.00189355j 0.00252885+0.000341544j -0.00095477+0.00310818j -0.00390982-0.00324858j -0.00193368+0.000202442j -0.00467872+0.00343569j -0.0051847+0.00159854j 0.00462011-0.00566916j -0.00148289-0.00193599j -0.0046929-0.00120177j -0.000511299+0.000559076j 0.00018347-0.00421477j 0.000596382+0.00115512j 0.00547928-0.00333972j 0.00204037+0.000725198j 0.00344663+0.00128896j 0.00178103+0.00175367j -0.00314494+0.00183935j -0.000934428-0.00215169j 0.00272909-0.000842352j 1.11979e-05-3.45741e-05j 0.00527454+0.00206135j 0.000212464+0.00103103j -0.000674055+0.0023899j 0.00292589+0.000798896j -0.00107277+0.00248359j -0.000324482-0.000664134j 0.000204155-0.00182221j 0.000951564-0.000160444j -0.00420185+0.00456739j -0.00219723+0.00206414j 0.0015713-0.00117369j 0.00443266+0.00527282j -0.00141234+0.000124417j -0.00426611-0.00257041j -0.00105851+0.00678255j 0.00341448-0.00405581j 0.000747794-0.00334009j -0.00525675+0.000813815j -0.00236049+0.000413603j -0.000401959-0.00233789j 
-0.0062764-0.00976451j -0.0100409+0.00606063j -0.00237646-0.00924003j 0.0091966-0.00205595j -0.000696571+0.00409038j -0.00044817-0.00313118j -0.000579691+0.00167249j -0.00311673-0.00523375j -0.00279019-0.000336729j 0.00162232+0.00224718j -0.00550402+0.00215163j 0.000100619+0.00187591j 0.00439239+0.00179494j 0.00581961-0.00600867j -0.004578-0.0151556j 0.0038801+0.00189147j 0.00200907+0.00970649j 0.000468468-0.000264742j -0.00933492-6.91341e-05j -0.00298102+0.00363042j -4.60123e-05+0.00284666j 0.000638515+0.00750008j -0.00015574-0.00693602j -9.89552e-05+0.00201791j 0.000341539-0.000207877j -0.00441388-0.00230194j 0.00485314+0.00266468j -6.69384e-06+0.00706303j 0.00212892+0.00502654j 0.0106477-0.000805678j 0.00539547-0.00829192j 0.00668382+0.00584273j 0.00170276-0.00371843j 0.00558794-0.0032867j -0.00639649-0.00221618j -0.00232352+0.000233401j -0.00315453+0.000810965j -0.00275189+0.00628076j -0.00097725+0.00292331j 0.0076863+0.006709j -0.00235672-0.00189188j -0.00122853+0.000560266j 0.000566911-0.00479593j 0.000414999-0.00320845j 0.00549906+0.00280966j -0.00335315+0.00367743j 0.00357729+0.00982062j -0.00381056+0.0052982j -0.00386115+0.00109632j -0.00165947+0.00232116j 0.00109811-0.00339373j 0.000381885-0.00355923j 0.000138879+0.00418183j -0.00338833+0.00635868j 0.00989495-0.00107889j -0.00550509+0.00309729j -0.00771062+0.000925573j 0.00462064+0.0117417j -0.00128587-0.00503996j -0.00267883+0.00784346j -0.0156685-0.0111215j -0.00732487+0.0187377j 0.00695841+0.00797638j 0.0123716-0.00354603j -0.00375239-0.00416515j -0.000369862+0.00613451j 0.00409778+0.0027522j 0.0075666-0.00102532j 0.00759264+0.00389104j 0.00185545-0.00846578j 0.00794189+0.00847618j -0.00890392+0.00768656j 
0.0015737-0.00122036j -0.00104838-0.00148688j 0.00874967-0.00465149j 0.00598399+0.00660784j -0.000312183+0.00452879j -0.000773828+0.00673779j -0.00936338-0.00211281j 0.00427233-0.00783046j 0.00504982-0.00449747j -0.00444494-0.00340331j -0.00232305-0.000254433j -0.00166363+0.00723069j -0.0014592-0.0012792j -0.0050799+0.000255615j -7.68257e-05+0.00227375j 0.00434816-0.0111722j -0.00530806-0.00385443j -0.000350043+0.00668542j 0.000394578+0.000270219j 0.00463952-0.00230014j 0.00109449+0.00198143j -0.0104441+0.0061696j -0.00215561-0.00357539j -0.00402315-0.00046275j 0.00109977-0.00137306j 0.00690175+0.00345822j 0.00411989-1.34587e-05j 0.00849121+0.0030861j 0.00412309-0.00163495j -0.00742703-0.00543832j -0.000687635+0.00556165j -0.00465854-0.00106322j 0.00412936+8.31286e-06j -0.00181345-0.00347749j -0.00277638+0.00107377j 0.00480425-0.0027022j 0.000557792-0.00877143j 0.00140354-0.0112858j -0.00127102+0.002096j -0.0086359-0.00200403j -0.00338114-0.00427092j -0.00712948+0.00289752j -0.00228723-0.00182524j -0.00155669+0.0130361j -0.00105887+0.00749461j 0.000484556-0.00416607j -0.00215393+0.00429191j 0.00365562-0.00128146j -0.000938273-0.00605803j 0.00158933+0.00116344j -2.87198e-06+0.00354223j -0.00645895+0.00564128j 0.00103223+0.00291321j -0.00477518-0.00158296j -0.00363331-0.00301561j -0.00408865+0.00639216j -0.0054338-0.00415296j 0.00765552-0.00328884j -0.00722497+0.00705219j 0.0063839+0.0101384j 0.000421707-0.00592413j -0.00911842+0.0050229j 0.000558396+0.00266286j 0.00684108-0.0016326j 0.000541265+0.00361882j -0.00595031-0.000962796j 0.00914911+0.00176146j -0.0111056-0.00894399j 0.00190029-0.00550387j -0.00155842-0.000766829j -0.000405399-0.00431436j 0.00527275-7.99916e-05j 
0.00449806+0.000966361j 0.000965929-0.0051041j 0.00351996+0.00467677j -0.00326676+0.00262267j -0.00444057+0.00164033j -0.000115053-0.00555793j 0.00296649-0.00338727j 0.000826301-0.000425874j 0.00330656-0.000674274j -0.00074045+0.000823878j -0.00398684-0.00263012j -0.000710924-0.000979046j 0.00142054-0.00239343j -0.0017911+0.00228175j 0.00138705+0.000319398j 0.000874755-0.00403361j -0.000607814-0.00147677j -0.00189763+0.00024051j 0.00431016+0.00108947j 8.23982e-05+0.00311344j -0.00105019-0.000661216j 0.00176676-0.00778713j 0.00238719+0.00483468j -0.000254438+0.00193493j -0.00174358+0.000335004j -0.00304876+0.00045959j -0.00390653-0.00512368j -0.000310673-0.000479393j 0.00315167+0.00124242j 5.10886e-05+0.00380229j -0.00335749+0.00280096j 0.00163148-0.000552979j 0.00160556-0.000788533j -0.00167815+0.00392018j 0.00418244+0.00252195j -0.00118019-0.00449252j -0.000553061-0.000381106j -0.00522298-0.00247302j -0.000158091+0.000425666j -0.000412539+0.00290889j 0.000308623+0.00309992j -0.00084593-0.000673658j 0.00295872-0.00235705j -0.00222094-0.00128623j 0.00295751-0.00162468j -0.00353037+0.00113871j 0.000757019+0.0014601j 0.00363051+0.00232248j 0.000550416-0.00114815j 0.000950704-0.00170558j 0.00586679+0.000147792j 0.000252402-0.001907j 0.000588254+0.000526962j -0.00676431-0.00656261j 0.00316815+0.00390795j -0.00270622+0.0027986j -0.00254759+0.00218808j -0.000541059+0.00180066j -0.00202496-0.00623688j -0.00445375-0.0017335j 0.00375031-0.0015261j 0.00210072+0.00212814j -0.00763633+0.00521207j 0.00374842+0.00399651j 0.00303284-0.000547937j -0.00300062-0.000502334j -0.00442536+0.00325411j 0.00322963+0.00265373j 0.00196994-0.00589598j -0.00641849-0.00145289j -0.000229894-0.00313868j 0.00245993-0.000379594j 
-0.00475439-0.0051269j -0.00543269+0.00442985j -0.00978747-0.00644592j 0.00580429-0.0094804j 0.000675575+0.00412338j -0.00307549-0.00724561j 0.00283046+0.000610091j -0.00614632-0.00372695j -0.00497277+0.00375937j 0.00146334-0.000318959j 0.00303435-0.00243349j 0.00480533+9.67442e-05j -0.00586883+0.00140384j 0.00378171-0.0107276j 0.000511538+0.000895891j 0.00630939-0.000589717j -0.00317067-0.0015352j -0.000524152+0.00436065j -0.00290617-0.00285004j 0.00135141-1.27408e-05j 0.00253561+0.00192817j -0.00750103+0.00686015j 0.000626812+0.00129586j -0.00340505-0.000555295j 0.001913+0.000463226j 0.00512354+0.000308695j 0.00430225+0.00307033j 0.00338722+0.00123008j 0.0041048-0.00242336j -0.00180225-0.00176631j 0.00599406+0.00308951j -0.00585851-0.000602411j 0.00227054-0.00139527j -0.00544925-0.00682503j -0.00764192-0.00437982j -0.00092034+0.00330415j -0.00100909-0.00789874j -0.00162169-0.00669568j -0.00194211+0.00265054j -0.00696779+0.00634147j 0.00349321-0.00219838j 0.000544201-0.000676446j -0.00504711-0.00211409j -0.00182272+0.0023274j -0.00420017+0.00204774j -0.00142528-0.00133876j 0.00195601-0.0023908j 0.00431477-7.40964e-05j 0.0029453-0.00663652j 0.00670776-0.00587908j 0.000315403+0.00776425j -0.00240733+0.00230109j -0.00143437-0.000339835j 0.00109349-0.00123726j -0.000600748-0.0012461j 0.00073126+0.00232802j -0.00303604+0.00400895j 0.00100846-0.00639407j 0.00464767+0.00315093j 0.00847922-0.00140482j 0.00200453+0.00217894j 0.00290867+0.00822148j -0.00720572+0.00206851j 0.0103196+2.63227e-05j -0.00793916-0.0034233j -0.00231199-0.00570433j 0.00123931+0.00316001j 0.00153106-0.00820353j 0.00101668-0.00417354j -0.00419301+0.00174687j 0.00246911-0.002589j 0.00222478+0.00267343j 
-0.00190654-0.00335808j -0.00331619+0.00193191j -0.0080598+0.00573555j -0.00278683-0.00562954j -0.00660689-0.000488623j -0.00128753-0.00396402j -0.00120556-0.00314411j 0.00531355-0.0046317j 0.00114601+0.00276661j -0.00261354-0.00541071j 0.00369177-0.0072347j -0.00164506+0.000298856j 0.00475479-0.00578913j 0.000720598+0.000431475j -0.000257755+0.00386311j 0.00161041+0.00320697j -0.00376883-0.00217239j 0.000963549+0.00412002j 0.0040086-0.00126583j 0.00569911-0.00537207j -0.000514949-0.00161717j 0.00712556-0.00359705j 0.00428937+0.00305114j 0.00291519+0.00963736j 0.00144781-0.00326386j -0.00139261-0.00408642j -0.00566992-0.000524691j -0.00318067-0.00791364j -0.000309589-0.00194289j 0.00537688+0.00562004j 0.0018042-0.00277324j -0.00545547-0.00159872j 0.00567261+0.000142432j -0.00628714+0.00411623j 0.000566832-0.00160346j -0.0026393-0.00202433j -0.00120098+0.00478985j -0.00527802+0.00163481j 0.000629718+0.000679668j -0.00376494-0.00301821j -0.000342123+0.00181182j 0.000414988+0.000481586j -0.00138446-0.00340852j -0.00480278-0.00670805j -0.00425869-0.00458973j -0.00312587-0.00116287j 0.00421583-0.00162991j 0.00245502+0.00126648j 0.00412259+0.00238532j 0.00212329-0.0065563j 0.00505659+0.00160267j 0.00251316-0.00200246j 0.00385948+0.00208421j -0.00033975-0.00299921j -0.00139863+0.00728883j -0.00148021+0.000174234j -0.00191335-0.000239385j -0.00158332-0.000513855j 0.00196256-0.00179221j 0.00185799-0.0021561j 0.00148528+0.0018311j -0.00249055+0.00035865j -0.00361741-0.00436766j 0.00222267+0.00502023j -0.00425212-0.000607404j 0.00129318-0.00270141j 0.001668+0.00329476j 0.00144545-0.00887665j 0.000284965+0.00105482j 0.00141439+0.00305732j -0.00370027-0.00165188j 0.00152945-0.00310153j 
0.00310788-0.00321394j -0.0036989-0.00350041j -0.00789578+0.00486441j -0.00444606-0.00556422j -0.00449331-0.00122542j 0.0050234-0.00395296j -0.00207966+0.000190841j -0.00170636-0.00650651j -0.00821115+0.00246073j 0.00105335+0.00525665j -0.00330073-0.00402656j -0.00225391-0.000627629j -0.00587127+0.0133554j 0.00171002-0.0098549j 0.00640058+0.00152366j 0.000568469+0.0151167j 0.00876889-0.000967425j 0.00326816-0.0063658j 0.00208097+0.0070095j 0.00174763-0.00426409j -0.00356136-0.00822214j 0.00485705+0.00191233j 0.00570836+0.009306j 0.006178+0.000297306j -0.00427683-0.000803176j 0.00314884+0.00360832j 0.000740451-0.00246504j -0.00139064+0.00424641j 0.0119255-0.00393772j -0.00801131-0.00415459j 0.00234794+0.00602686j 0.00795826+0.000621584j -0.00426403-0.00285668j -0.00220382+0.00302347j -0.000280428+0.00179697j -0.00292333-0.001693j 0.00472853-0.0057479j -0.00520429-0.00143525j -0.0018821-0.00175678j -0.00133276+0.00602353j -0.000478693+0.000360876j 0.00216856+0.000870022j 0.00339314+0.00176362j -0.00291497-0.0031794j 0.00152362-0.00296028j -0.00521806-0.000238758j -0.00174052+0.000549808j 0.00137537-0.000196779j 0.00311309-0.00477552j -0.00214698-0.00106533j -0.0016152+0.00149461j -0.00117709-0.000590163j -0.00194714-0.00107346j 0.000703071-0.0023743j 0.00305457+0.00440235j 0.00215256-0.00235521j 0.000939561+0.00246939j -0.00235444+0.0038457j 0.00436582+0.00152601j -0.000440425+0.00106665j 0.00327707+0.000462887j 0.000412888-0.000619519j -0.00216414+0.000429974j 0.00264549+0.00376673j -0.00210003-0.0049181j 0.00390316+0.00150822j -0.000715104+3.69713e-06j 0.00434624-6.59847e-05j 9.92622e-05-0.00389947j -0.00382187+0.000253596j -0.000183535-0.00132259j 0.000789277-8.37646e-05j 
0.00258496+0.011626j 0.0119626-0.0021289j 0.0057801-0.00188061j 0.00193568+0.00347633j 0.00421821-0.000754667j 0.00554533+0.00239171j 0.00443564+0.0073326j -0.0013999+0.00531628j -0.00222341-0.00866409j -0.0048047+0.00232666j 0.0034563+0.000434631j -0.00532569+0.00390882j 0.00425247+0.00573179j -0.000446443+0.00692518j 0.0036831+0.00578575j 0.00195467+0.000496201j 0.00467337-0.00275737j 0.00738873+0.000513777j -0.00343374-0.00919871j -0.00281296-0.00264478j -0.000738401-0.00229517j 0.00277394-0.00749009j 0.00363652-0.000705353j 0.00268183+0.0053089j -0.000759485+0.00228057j 0.00509441-0.00293238j -0.000893387-0.00178743j -0.00603651-0.001614j 0.00496784-0.00544749j 0.000943972-0.00745026j 0.00347965-0.00826535j -0.00965879+0.00548704j 0.000875655+0.00677796j -0.00733252-0.00322631j -0.00519508+0.00285177j 0.00334266+0.00362418j -0.000919943+0.00201091j 0.0077575+0.00221034j 0.00023255-0.002277j 0.00187543+0.00417887j 0.00471376-0.00331278j 0.00283479-1.40782e-05j 0.000221313-0.00317614j -0.00418907-0.00724134j -0.00712342-0.00107941j -0.00555522-0.00121232j -0.00492486+0.00279409j 0.00548105+0.000459657j 0.00138808-0.00202023j -0.0045148-0.001756j 0.00818053+0.00204363j 0.00737081+0.00499839j 0.000782137+0.000636112j -0.000843942+0.00337902j -0.00190859+0.00247613j -0.00151412-0.00197935j 0.00400875+0.0008574j -0.00599964+3.9928e-05j -0.00234755-0.0020827j 0.00293632-0.00816313j -0.00924146-0.000502945j -0.000762356-0.00662153j 0.00581253-0.00360663j -0.00543032+0.00651709j -0.00106711-0.00744091j 0.00903237-0.00351349j -0.00151088+0.00390167j 0.010802-0.00790207j 0.0010482-0.00224765j -0.00602631+0.00110739j -0.012174+0.00194686j -0.0020588-0.0113547j 
