0.0170772-0.00550278j 0.00575866+0.0172773j 0.00777209-0.000366898j -0.000248086-0.00784835j 0.00374373-0.00236409j -0.00163454-0.000527409j -0.0051782-0.00242677j 0.001793-0.00455166j 0.00206194+0.000696571j 0.000422896+0.00161914j -0.00140972-0.0018083j 0.00339143-0.00354168j 0.00129978-0.000763165j -0.00421516-0.0018437j 0.000566279-9.18679e-05j 0.00043792+0.00631677j -0.00121994+0.000181565j 0.00323401-0.00291249j -0.000652206+0.00158501j 0.0031833-0.000887917j 0.000445173-0.00201705j 0.00125801-0.000363498j 0.0016707+0.00284074j -0.00200506-0.00379154j -5.96443e-06-0.00124188j -0.00284603+0.00227058j -0.00125095-0.00249794j -0.00240112+0.000413479j 0.00127776+0.00142308j -0.00116449+0.000856966j 0.00223969-0.00165283j 9.83327e-05+0.00142665j -0.00174914+0.00237781j 0.00104612-0.000688777j -0.00327815-0.000496693j -0.00193656-0.00121121j -0.00213938+0.00128451j -0.000663359+0.00322895j -0.000965509-4.49929e-06j 0.00392173-0.000119549j 0.00132342+0.00105855j 0.00361563-0.000298474j 0.0050823-0.00176495j 0.00041615-0.00059462j 0.000217773+0.00122207j -7.87116e-05-0.00329268j 0.000843179+0.00039885j 0.000138784-0.00367675j 0.0016532-0.00261167j -0.00477696-0.00105315j -0.0011235-0.00111217j 0.000298304-0.000415995j -0.00119666-0.0028366j -0.00114757-0.00636419j 0.000542405+0.000748506j 0.00156024+0.00318996j -0.00154106+0.00275766j 0.000118141-0.00207376j -0.00566154-0.00130434j 0.000121092-0.00437833j 0.00362376+0.00371496j 0.0013965-0.00344568j 0.00157881-0.00255326j 0.00594733-0.00165221j 0.00666341-0.000240403j 0.00142302+0.00426912j -0.00111201+0.00432652j -0.00124244-0.00120548j 0.00131751-0.00131456j -0.00325822+0.00538818j -0.00436053-0.00499561j 0.00078774-0.00191914j -0.00136082+3.43081e-05j -0.00464202+0.00853438j -0.00909295-0.00440416j -0.0003804-0.0176839j -0.018138+0.000318465j 
-0.00676536+0.0019145j -0.00248624-0.00653285j -0.00552505+0.0103401j 0.0116256+0.00323361j 0.00617509-0.000711311j -0.000450442+0.000988691j -0.000321979-0.00158405j -0.00359737+0.00131218j 0.00128004-0.0027282j 0.00610855+0.0020824j 0.00194628+0.00558383j -0.00529593-0.00116364j -0.000138798+0.00581954j -0.0033093+0.00569173j 0.00384328+0.00358795j -0.00286732+0.00547751j 0.00296456+0.00320404j 0.00105326+0.00392657j -0.00358749-0.00431821j -0.000521447+0.00480384j 0.000769167+0.00681856j -0.000473026+0.00215037j -0.0020254-0.00323271j 0.00126262-0.000712746j -0.000596856+0.000793682j 0.000333807+0.00283223j -0.00224033-0.00027071j 0.00140018+0.000382412j 0.00110985+0.00176219j -0.0025039-0.00327448j -0.00220846+7.47907e-05j 0.00341107-0.00171902j -0.00512881+0.00230059j 0.0017293+0.00219937j 0.00110988-0.000192481j -0.00224968-0.00200083j 0.00141791+0.001216j -2.366e-05-0.000665272j 0.00263171+0.00189322j 0.000557601+0.000257517j -0.00148042+0.00266008j -0.00759694-0.000520184j -0.00472272-0.000461653j -6.82599e-05+0.00475144j -0.00249516+0.00106412j -0.00315396+0.00221282j -0.000804286+0.00350153j -0.000546956+0.00267871j -0.00095515+0.00209853j 0.00367473-0.00267499j 0.00301101+0.00133772j 0.00299661+0.000908048j -0.000940763+0.000452907j -0.000312428+0.0049208j 0.00167145-0.00111464j -0.000331077+0.00204364j -0.000224683-0.00286664j -0.000422713+0.00284114j 0.00289439+0.00284773j -0.00102833+0.00582507j -0.00316304-0.00261678j -0.00066316+0.000686651j 0.000320593-0.00160125j -0.00278498-0.00268377j 0.00171189+0.00117715j -0.000739906-0.00153399j 0.00276916-0.00187221j 0.00236811+0.000174121j -0.00484342+0.00114232j -0.00277698-0.00127436j -0.000427195-0.00408321j 0.00397147-0.000596105j 0.000853254-0.000963166j -0.000409372-0.000773751j 0.00126483+0.000106429j -0.0047506+0.00374671j 0.00403899+0.00479567j 
0.00630725+0.00196391j -0.00289858+0.00625715j 0.000838068-0.00854959j -0.00571513+0.000949174j 0.00458937+0.0114999j 0.00187311-0.001442j -0.000837599+0.00202784j -0.00896929-0.00766306j -4.97221e-05-0.00695343j -0.00419428+0.00133681j -0.00454264-0.00256201j 0.00650299+0.00287706j -0.00148835-0.00405458j -0.00656947+0.00046876j 0.00314511+0.00590237j 0.00322209+0.00701187j 0.00351899-0.00189879j -0.00222431-0.0028385j -0.00170519+0.00358955j 0.000250821-0.00506633j 0.00079446+0.000543856j 0.00155671-0.002022j -0.00189749+0.00128572j -0.00661016-0.00220371j 0.000515465-0.002755j 0.00106152-0.00338545j 0.000118882-0.00286631j -0.00540036-0.0036377j 0.00290434+0.000410088j -0.000970591+0.00363627j -9.86856e-05-0.00293443j -0.00166982+0.000411158j -0.00165541+0.00752041j 0.000884338+0.00039569j -0.00173166+0.0024948j -0.00334399+0.000216452j 0.000156964+0.0045706j -0.00211783-0.00430636j 0.000772698+0.00147432j 0.00520871-0.00160134j -0.000435555+0.0014254j 0.00060914-0.000563883j 6.22834e-05-0.000817405j 0.000704321+0.000516317j 0.00117178+0.000579193j -0.000285485-0.00334153j 0.00116925-0.00153776j -0.00140431+0.000474417j 0.00208103+0.00184818j -0.000526668+0.00247143j 0.00155501-0.0015986j -0.00396967+0.000991172j -2.11951e-05+0.000317103j 4.3194e-05-0.00389195j 0.00307786+0.00113613j 0.000316269+0.00150104j 0.0018829+0.000425778j 0.00284787-7.84454e-05j -0.00122552-0.000458409j 0.00287972+0.00185051j -4.37133e-05+0.00221592j 0.000307391-0.00788337j 0.000271292-0.00217546j 0.00178469+0.00230832j 0.00372093+0.00245104j -8.98608e-05-0.00073256j -0.00188443+0.00202669j -0.000892877-0.00042316j 0.00206209-0.000123565j 0.00115387+0.0052862j -0.00436357+0.00459816j -0.00237394-0.00069231j 0.00608428+0.000242601j 0.00332641+0.00371204j -0.00274781+0.00295396j 0.00515186-0.00755907j -0.00712354-0.00549006j 
0.0104471-0.00498305j 0.00512957+0.00945294j 0.00477468+0.00361063j 0.00117136-0.0035386j -3.85012e-06+0.00225455j 0.000798531-0.0106337j -0.00226458-3.55114e-05j 0.00758465-0.0150413j 0.00665573-0.00116927j -0.000711224-0.00510127j 0.00309553-0.00402657j -0.00527391+0.00114043j 0.0101706-0.00286999j -0.00472388-0.00330838j -0.0013842+0.00392555j 0.00323899+0.00497237j 0.00251308-0.00289027j -0.00185152-0.00422886j 0.002482-0.00418093j 0.000921257-0.00223918j 0.00306125+0.00169558j -0.000164366-0.00351113j 0.00745024+0.00443253j 0.000923848+0.0021257j 0.000206715-0.00216459j -0.000575356-0.0071817j 0.00307466-0.00342419j -0.0077949+0.00580339j -0.00372474+8.16093e-06j 0.000277723-0.0023627j -0.00154424-0.00298959j -0.00216428+0.00380943j 0.000760093+0.00214016j 0.0056666-0.00221066j -0.00289112+0.00410016j 0.00114061+0.00370494j -0.00450257+0.000634618j 0.0037243-0.000289474j 0.000846863+0.000593343j 0.00228474-0.00390872j 0.00469883+0.00191553j -0.00248087-0.00264843j 0.00376677-0.000419829j -0.00123129-0.000121338j 0.00405137+0.00405356j -0.00144049-0.000465629j 0.00244509-6.79868e-05j -0.00184652-0.000848728j 0.000474153-0.000514641j -0.00125228+0.00186973j 0.00442539-0.000453738j -0.00208216+0.0068596j 0.000586271+0.000850632j 0.00170947-0.00137338j -0.0022174+0.0024093j 0.00229322+0.00327244j 0.000281948+0.00470489j 0.00338642+0.00136532j -0.00139936-0.00219584j -0.0022832+0.00392974j -0.00206566-0.000373358j -0.00204263-0.00689349j 0.00107854+0.00104557j 0.00504993-0.00126425j 0.000377497-0.00217004j 0.00409661-0.0027468j 0.00171469+0.00292466j 0.000246531+0.00271767j 0.00188442+0.00205963j -0.00129337+0.00384909j -0.00532167-0.003974j 0.00276783+0.00155753j 0.00324605+0.0064817j -0.00484722+0.00117989j -0.000544508-0.00318707j 0.000471797-0.00608233j -0.00551188+0.000194665j 
-0.0083797+0.00269517j -0.00191081-0.00742437j -0.00514224-0.000841057j -0.00189501+0.00315893j 0.00273712-0.0025488j 0.00623686+0.000303944j -0.0016483+0.000868766j 0.00373469+0.00484337j -0.00427082+0.00245189j 0.0010541+0.00195637j 0.00300344+0.0015923j -0.000928156+0.000320798j 0.00194086-8.73469e-05j 0.00828935-0.00117904j -0.00141794-0.00192139j 0.00221028-0.00663866j 0.0018512-0.00235479j -0.00139309-0.000157369j 0.00458667-0.00362804j 0.0036812+0.00140917j 0.00246355-0.00104603j 0.000669113-0.000463982j 0.000791533-0.00278343j 0.00132489+0.00313291j -0.000190174+0.00360852j 0.000157238-0.00268109j -0.00022202+0.00117311j 0.00532705-0.00167223j -0.00214327+0.00192264j -0.000894304-0.00144998j -0.00151245+0.000297399j 0.00252031+0.000393662j -0.000517546-0.00200938j -0.000866446+0.000394761j 0.00486965-0.00122313j 0.00418746-0.00279176j 0.0012267-0.00216747j -0.00271116+0.00370649j 0.000363535-0.00292101j -0.00100938+0.00174223j -0.0014022-0.00161133j 0.00199645+0.00261913j -0.00294031+0.000128345j -0.000608515+0.000192047j -0.00241614-0.00298899j 0.0015782-7.15333e-06j -0.000488412-0.00177275j -0.0002014+0.00109787j -9.02476e-05-0.000202901j -0.00310116+0.000351329j -0.000885839-0.00110415j 0.00135816-0.00114747j -0.00142663+0.000514072j 0.000998713+0.00209146j -0.000161761-0.00125543j -0.00261453-0.00162235j -0.00272609-0.00282144j -0.00154346+0.000662606j 0.000988169+0.001418j -0.000510818-0.00160111j -0.00212677-0.00248546j 0.00201785+0.00319578j 0.000395016-0.000482674j -0.00403208+0.0011303j -0.00100169-0.00122634j -0.00231683-0.00153945j 0.0013274-0.00275791j 0.000727935-0.00188373j -0.00232176+0.00111998j 0.00132603-0.0022244j 0.00452492+0.000825022j -0.00122244+0.00185739j -0.00178918-0.00356214j 0.00197161-0.000365183j 0.000403091+0.00100561j -0.000603029+0.00625708j 0.00568567+0.000190554j 
-0.000412202+0.0028141j -0.00315103-0.000250646j -0.00400284-0.00908673j -0.00708416+0.00457208j -0.000453336+0.00396185j -0.000146892+0.00609146j -0.0039159+0.00164022j -0.00734944-0.00133898j -0.00467775-0.00236536j -0.000712145-0.000194801j -0.00491035+2.24672e-05j 0.00389087+0.00075651j -0.00420603-0.00278937j -0.00167836+0.00155695j 0.00139852+4.8839e-05j -0.00048474+0.00159222j 0.000642721-0.000215181j -0.00156081-0.000481476j -0.00356357+0.00598079j -0.00225558-0.00305172j -0.000776921-0.00280708j 0.00124822+0.00141941j -0.00326038-0.00140422j -0.00419264-0.000737746j 0.00147411+0.0011368j -0.000740579-0.00146819j -0.00240596+0.000479415j -0.00105714-0.00645761j 0.00297131+7.2398e-05j 0.00242924+0.00399361j 0.000687271+0.000398552j -0.00107597-0.00173096j 1.86706e-05-0.000289639j -0.00466606-0.00117451j -0.00212476-0.000541194j -0.00169419+0.000641934j 0.000696896+0.00102577j -0.00186606-0.00466648j -0.000976222+0.00114987j 0.000553886+0.00159708j -0.00460741+0.000422999j 0.00252833+0.000645929j -0.000698131+0.000975661j 0.000510879+0.000890327j -0.00124956-0.00102686j -4.79848e-05-0.000747989j 0.000552373-0.000965805j 0.00180366+0.000219018j 3.67362e-05-0.000538904j 0.000255201+7.38314e-05j -0.00253504-0.00111726j -0.00245444-0.00217938j 0.00240505-0.00194348j 0.000525914-0.00410002j 0.00104773-0.00167092j -0.00105079+0.000939998j 0.00041537-0.00254497j 0.002094-0.000249418j -0.000916539+0.000800599j 0.00518397-0.00171736j 0.00203354+0.000658702j -6.39077e-05-0.00236942j 0.000977079-0.00210736j 0.00161825+0.00179405j -0.000305358+0.00401474j -0.00357302+0.00117204j -0.00152913+0.00162872j -0.00348969-0.000705861j 0.00126771-0.000792381j 0.00279623+0.000181201j 0.000334856+0.005453j -0.00311339-0.000825025j 0.000945556-0.0011118j 0.00364974-0.000461948j 0.000560752+0.00289971j 0.00333712-0.000991097j -0.00104448-0.00361395j 
0.000243979-0.000852919j 0.000521195+0.000557823j -0.00116669+0.000817078j 0.0008275+0.000514215j 6.66039e-05-0.00514218j -0.00607958+0.00315002j -0.000835782-0.00285825j -0.000138134+0.00190538j -0.000386229+0.0022673j -0.00308752-1.86116e-05j -0.00107661+0.00101551j 0.0034171-0.00041229j 0.00052375+0.00336652j 0.00296243-0.00150658j 0.00176115-0.00306867j 0.000252563-0.0012887j -0.00185945+0.00280586j 1.56146e-05+0.000751439j -0.00329512+0.00464171j -0.000197869+0.00300772j -0.00247399-0.00255414j -0.00261719+0.00243591j 0.00139518+0.00103417j 0.000588151-0.00134804j 0.00153779-0.000989974j -0.00126841+0.00243024j -0.000498847-0.000288538j 0.00273181-0.00183576j 0.000812913+0.000520541j 0.000757883-0.000362513j -0.000839372+0.00244094j 0.000194828-0.00289682j 0.00224129-0.0022082j -0.00238402-0.00153126j -0.00319087-0.000866976j -0.00205546+8.64274e-05j -0.000821722-0.00127795j 0.00125902-0.000607814j -0.000554633+0.000187193j -0.000988877-0.000651639j -4.91525e-05-0.000493968j 0.00262702-0.000649925j -0.000205454-0.00171262j 0.00075299+0.000499791j -0.000241199-0.00033118j -0.000199544+0.00332539j 0.00103043+9.97469e-05j 0.000530358-0.000968305j -0.00249761-0.00366886j -0.000518963+5.71863e-05j -0.00176669-0.00081619j -0.00105602-0.000976791j 0.000646579-0.000495743j 0.000261943+0.00020338j -0.00166206-0.00161676j 0.000182005-0.000996781j -0.000501564-0.00034648j 0.00108115-0.00101217j -0.000233566+0.000234081j 0.00144314-0.00219607j 0.00209622-0.00106437j -0.00135309+0.000800266j -0.00147539+0.000304126j -0.0015071-0.000945146j 0.000223139+0.000769723j -0.000734766+0.00173535j -0.000337112+0.000478469j -4.12219e-05+0.00183766j 0.00134382-0.000323343j 0.000685658-0.000100623j -4.59674e-05+0.000841027j 0.000354874-0.0012775j 0.000163141-0.000534217j -0.000313596-0.000173891j 0.000551338-4.23332e-05j -0.000142866-0.00144746j -0.00120185-2.70862e-05j 
0.00554034-0.0049922j 0.00491105+0.0047323j 0.000410605+0.00712282j 0.0075268+0.000806442j -0.0035067-0.00167108j -0.00713966-0.000563608j 0.00254305-0.00551097j 0.00265149-0.000803881j 0.00511095-0.000437557j 0.00270469+0.00185644j -0.000617293+0.00161257j -0.00487535-0.0040712j -0.000944733-0.0015424j -0.00659586+0.00250194j 0.00185685+0.00238211j -0.00143588+0.00200404j -0.004666+0.00239657j 0.00278575-0.00176654j -0.00500495-0.00239724j -0.00471746-0.000492477j 0.00140655+0.00257282j -0.000346604-0.000927096j -0.00217906+0.0031421j 0.000150466-0.00059462j 0.00233605-0.00423804j -0.00173046+0.00464881j -0.000560293-0.000799108j -0.00451198+0.00316927j -0.00281063+0.00151272j 0.000120689+0.00168536j 0.00224017-0.00197904j -0.00146654+0.000748127j 7.24258e-05+0.000253392j 0.00126668+0.00218934j -0.00134547-0.00140472j -0.00101455+0.00404764j 0.000160761-0.000855874j 0.00363816+0.00119884j -0.00172475+0.00128004j 0.00125808-0.000206422j 0.00264154+0.0013852j -0.00179247-0.000176104j 0.00416175-0.000300837j 0.000333012+0.000524152j 0.00160449+0.0034184j -0.00100444-0.000257527j -0.000338356+0.00319426j 0.000342999-0.0027507j 0.000693808-0.000901224j 0.00203794-0.000381241j 0.000993376+0.00350612j 0.00232026+0.000531205j 0.000578683-0.000494318j -0.00107736-0.00165484j -0.000883266+0.00103478j 0.00575775+0.00274143j 0.00350531+0.00282742j -1.096e-07-0.00155147j -0.00434272-0.000859843j -0.00204962-0.000340884j -6.5599e-05+0.00363418j -0.00159038+0.00155662j 0.00104804-0.000504854j 0.00272869-0.00310311j -0.00197046-0.000593372j 0.00107134-0.000693373j 0.000443351+2.46631e-05j -0.00171664-0.000904218j -0.000664865+0.00133035j -0.00573903-0.000216954j -0.00321252-0.0056637j 0.00260686-0.00360609j -0.00331976+0.00255241j -0.00757315-0.00257906j 0.00179589-0.00715485j -0.00309237-0.00356304j -0.00353141+0.00353776j 
-0.00955715+0.00238911j -0.00243471-0.0086023j -0.00671091-0.0021715j -0.0015021+0.00477813j 0.00196577+0.00485841j 0.00667856+0.00443392j -0.00325592-0.00144456j 0.00109784+0.00192469j -0.00487276-0.00215739j 0.000326087+0.00277798j 0.0023279+0.00353342j -0.00116719+0.00252566j 0.00191261+0.0022882j 0.00677973+0.00151412j -0.00195302+0.000777392j 0.00100193-0.00202499j 0.00246357-0.00671855j -0.00180174+0.0031062j 0.00381095-0.00380867j 0.00124808+0.00146046j 0.00135206-0.00124662j -0.00194253+0.000651688j -0.000703846-0.00488121j 0.0014715+0.00354087j 0.00176136+0.00316102j -0.000403743-0.00341908j 0.000751113+0.00128636j 0.00148732-0.00441199j -0.00050799+0.000836415j -0.00183456-0.00333001j -0.00204457+0.00107782j 0.00264948-0.00227405j -0.0022598-0.00192344j -0.00171188+0.00264028j 0.00648945+0.000285923j 0.00212701-0.00234809j 0.00147575-0.000623579j -0.00126638-0.000600543j 0.00138544-0.000700882j -0.00119537+0.00323713j -0.0022674+0.00115525j 0.000365356+0.000382506j -0.00357869+0.0017046j -0.00109767+0.000836989j -0.00294428-0.00236975j 0.00213536-0.00124896j -0.00211357-5.29189e-05j -0.0015242+0.000981765j -0.00201599-2.13072e-05j 0.000278639-0.000584655j -0.00131538+0.000547832j -3.72753e-06+0.00121615j 0.000104717+0.000989003j 0.0021227+0.0038328j -0.00151396-0.000891543j -0.00413348-0.00216371j -0.00241662-0.0033631j 0.00123782+0.00139846j 0.00115918+0.00174858j -0.000911522+0.0012338j -0.00496892-0.00165139j 0.00168565+0.00237434j 0.0013049+4.80477e-05j -0.00414037-0.00040727j 0.000991138-0.000102617j -0.00139223-0.00247656j 0.00193613-0.000460181j 0.001335-0.000918801j -0.00237173+0.00154728j 0.000423917-0.00186446j 0.00274954+0.000282642j -2.72193e-05+0.000395629j 0.000277401-0.00191221j 0.00300677-0.00259128j 0.00342782+0.00280215j -0.00322911+0.00885761j 0.00888787+0.00272357j 
-0.00790636+0.000730339j -0.00150282-0.00839748j 0.000885385+0.00725906j 0.00921307+0.000905216j -0.00746282+0.00193097j -0.00628976+0.0049656j 0.00722425-0.00260041j -0.00500241+0.00525601j 0.00661609-0.00598231j -0.000329105+0.00384298j -0.00287465+0.00362165j 0.00033363-0.00123405j -0.00334392+0.00438046j -0.00198567+0.00264393j 0.00132379+0.000208762j -0.00414532-0.00141423j -0.00325826+0.00207662j 0.000339308+0.00562744j -0.00365529-0.000273456j -0.00326785+0.00393341j -0.00491611+0.00242817j -0.00244188+0.00365596j -0.00613943-0.00139769j 0.00760362-0.0016833j 0.000828378-0.00389751j 0.00142669+0.00606619j 0.000367648+0.000227646j 0.00196173+0.00204691j 0.00302756-0.00115193j -0.000198121-0.00187339j -0.00210621+0.00317916j -0.000102393-0.00511673j -8.49498e-05+0.00241422j 0.000788122+0.000780505j 0.000574106-0.00173541j -0.00195684-0.00186721j 0.000690227-0.000491503j 0.00171305-0.00263573j 0.000891638+0.000786561j -0.00324938+0.000172366j 0.000986072+0.00382971j -0.0035611-0.00190703j -0.00403101+0.00138171j 0.00174101+0.00127234j -0.00114985-0.000754091j 0.000735818+0.000557328j -0.00154731+0.00142538j 0.00147309+0.00285168j 7.23934e-05+0.00398084j 0.00381718-0.00327731j -0.00088421+2.32523e-05j 0.00150498-0.000997128j 0.00143715+0.00199806j -0.00127052+0.00422008j 0.00131594-0.00124952j -0.000948524-0.00132111j -0.00063207-0.00024977j -0.00201021+0.00334759j 0.00243189+5.15673e-05j -0.000522724+0.00251681j -0.000121812-0.0020504j -0.00315537+0.00480658j -0.00174292+0.00183263j -0.00289994-0.00269542j -0.00318159+0.000984741j 0.00101474-0.00184006j 0.00190313-0.000104987j 0.00041171+0.000557901j -0.00283978-0.000287995j -0.00170758-0.00523j 0.00377783-0.00162335j 0.00153562+0.00166298j 0.000782706+0.00120688j 0.00127094-0.000511506j 0.000349706+0.00203852j -0.00365518+0.00674381j 0.00707853+0.00389304j 
0.0016406+0.00148964j -0.00193369+0.00211646j 0.000290585-0.00258425j -0.00230886-0.000262245j 0.00409445+3.78012e-05j -0.00038202-0.00168809j 0.00149538+0.00043337j -0.00196314-9.95848e-05j 0.000801549+0.000808393j -0.0035542-0.000329195j -0.00235371-0.0037933j 0.00595728+0.00145328j 0.00102444+0.000683369j -3.63398e-05+0.000400169j 0.00291086-0.00081907j 0.00340228+0.00296707j 0.00209354+0.00169829j -0.00159631-0.00344883j -0.00101089+0.00125251j 0.00320196+0.00100632j 0.000510817-0.00133858j -0.0012127+0.000282547j 0.000433064+0.00221175j -0.00269954-0.000733769j 1.67463e-05-0.000330406j 0.000388284-0.00116141j -0.00111256-0.000557301j -0.000226582-0.00134404j 0.00128157-0.000793536j -0.0017667+9.19588e-06j -0.000362905-0.000819206j -0.00074734+0.000495638j -0.00043791+0.00227299j -0.000326564-0.00179653j -0.000881107+8.50204e-05j -0.000378087-0.00198328j -0.00102121+0.000883657j -0.00238154+3.1875e-05j 0.00163085+0.000660446j 0.00294228-0.00110484j 0.00114374+0.00158242j 0.00160988-0.00108331j -0.0010457-0.000963397j -0.000751585+0.00237257j -7.66993e-05+0.000283909j -0.00371439-0.00216302j 0.00236313+9.23491e-05j -0.0029636+0.00115204j 0.00154251-0.00152525j -0.00294567+0.00072532j 0.000672465-0.000519661j -0.000660221-0.000676649j 0.000794254-0.00140641j -0.000902352-0.00265416j 0.00148355-0.000319333j -0.00044081+0.000401409j -0.000933171+0.000119908j 0.00267086-0.000152182j -0.00167011+0.00109769j 0.00138425-0.00123012j 0.000839742-0.000137222j 0.000337058-0.00490308j -0.000243601-0.00200211j -0.000114395+0.000376681j 0.00391111-0.000646205j 0.000435809-0.00048631j 0.000147116+0.000514808j -0.000290313+0.000399646j 0.000887142+0.00235146j -0.00210341+0.00362506j -0.00155883+0.00117843j -0.00147391+0.000355137j 0.00432232-0.00101385j 0.00302069+0.00412618j -0.00338756+0.0026183j 0.00309852-0.00581888j -0.00562784-0.00355849j 
0.00710382+0.000270216j -0.000303024+0.00706051j 6.32289e-05-0.00221339j -0.00320759+2.37516e-05j 0.000896856-0.00366566j -0.00112447+0.000180141j -0.00480143+0.00460003j -0.00347605-0.00547683j -0.00100318+0.00390733j -0.00302062-0.00201875j 0.000241162-0.00409965j 0.00243401+0.000487691j 0.000866281-0.00229295j -0.00489918-0.000268157j 0.00133554+0.000255561j 0.000785473+0.00518548j 0.000716609-0.000948694j 0.000412197-0.00339357j 0.00104468+0.00145253j 0.00128137-0.00130701j 0.000318944-0.0015393j -0.00169535-0.00108434j 0.00260654+0.00245546j -0.00549204-0.00279432j -0.00142397+0.000291566j 0.000279562-0.00295831j -0.000910038-0.00134116j -0.00135016-0.00131273j -0.0017256-0.00178224j -0.000867775+0.00134847j 0.00206698-0.00261117j -0.00132122+0.00173238j -0.000923953+0.000703776j -0.000933347-0.000474967j -0.00153181+0.00285912j -0.00159437-0.000432806j -0.000596482+0.00198049j 0.00105651+0.00033097j -0.000317638-0.00120798j 0.00179521-0.000451768j 0.00123727-0.00136343j 0.00139891-0.00120969j 0.00333874-0.00110517j -3.20933e-05-0.00119188j 0.00120482+0.000965568j -0.00114914-0.000157301j 0.000122776-0.00075393j -0.000447399-0.000802694j 0.00103073-0.00226575j -0.00232768+0.00140699j -0.00127882+0.000537425j -0.00231944+5.29436e-05j -0.000397894-0.00190295j -0.00108815-0.0030879j -0.00105604+0.000418938j -0.000374148+0.000901836j -0.000566177+0.00290031j 0.00253825-0.000436935j -0.00176612-0.000118783j 5.4118e-05-0.000912682j 0.00158326+0.00140372j 0.00117361-0.00303082j 0.00164288+0.000680537j 0.00366081-0.000532252j 0.00117346-0.000657454j 0.00192266+0.000967306j -0.000654925+0.00269672j -0.000513064+9.52313e-06j 0.000237665-0.000968708j 0.000910679+0.000470927j -0.00161661+0.00219033j -0.00290581-0.00121529j 0.000866906+0.00300979j -0.00141559+0.00446956j -0.00409434-0.0012924j 0.0043443-0.00854352j -0.00841865-0.0043893j 
-0.00708934+0.0014917j -0.000554856-0.00667773j 0.000834386-0.000791763j -0.000944319-0.0020437j 0.00122826-0.00673597j 0.000130624-1.00021e-05j 0.00436874+0.00172928j -0.000981044+0.0126096j -0.00737637+0.00172648j 0.00175162+0.00260293j 0.00185601+0.00411188j 0.000940344-0.00152807j -0.0056263+0.000351619j 0.00617381-0.00412158j -0.00210329-0.00431819j -0.00166562-0.0124502j -0.00225883+0.00378242j -0.0019196+0.0015394j 0.00157052-0.00211133j -0.000490015-0.000259948j -0.00230864-0.00139347j 0.00169044+0.00105169j -0.00188181-0.00430681j 0.00425604+0.00173528j -0.00144219+0.00281654j 0.000765254+0.00135665j 0.000504688+0.00141442j 0.00838011+0.00214411j 0.000132822+0.00112494j 0.00192787+0.00132318j -0.00151865+0.000488178j 0.00252634+0.000847346j 0.000406463-0.00246874j -0.00213764-0.00104355j 0.00264109-0.00358847j 0.00484715-0.00259794j 0.00131075-0.00327784j -0.00175935+0.00546269j -0.000743498-0.00224777j -0.00372653+0.000736289j -0.00356809-0.00159248j 0.00121517+0.00475167j -0.00261052+0.00172531j 0.000952639-2.98931e-05j 0.00032357-0.00434132j 0.00174038+0.00185573j 0.000726213-0.00223752j 0.00254851+0.00273654j 0.00250491+0.00264485j -0.000941178-0.00176022j 0.000409738-0.00446331j 0.00334542-0.00333695j 0.000279171-9.4016e-05j 0.000353203+0.00082745j 0.00287539-0.000745093j -0.00215934-0.00318714j -0.000965767-0.00289138j -0.00481635-0.000294216j 0.00319811-0.000404791j 0.00208218-0.00164902j 0.00236607-0.00222724j -0.000519065+0.00351667j -0.000264895+0.000194616j -0.00230845+0.0035429j -0.00439534+0.00029835j -0.00344062-0.00168023j -0.000262778-0.00328618j -0.000158067-0.0027264j -0.00107122-0.00109909j 0.00173552-0.00338095j 0.00699879+0.00182076j -0.0032322+0.00409145j -0.00342772-0.00293559j 0.00533863-0.00329922j 0.0019346+0.00422051j -0.000987683+0.0100833j 0.0091683+0.000892359j 
