0.0170772-0.00550278j 0.00575866+0.0172773j 0.00777209-0.000366898j -0.000248086-0.00784835j 0.00374373-0.00236409j -0.00163454-0.000527409j -0.0051782-0.00242677j 0.001793-0.00455166j 0.00206194+0.000696571j 0.000422896+0.00161914j -0.00140972-0.0018083j 0.00339143-0.00354168j 0.00129978-0.000763165j -0.00421516-0.0018437j 0.000566279-9.18679e-05j 0.00043792+0.00631677j -0.00121994+0.000181565j 0.00323401-0.00291249j -0.000652206+0.00158501j 0.0031833-0.000887917j 0.000445173-0.00201705j 0.00125801-0.000363498j 0.0016707+0.00284074j -0.00200506-0.00379154j -5.96443e-06-0.00124188j -0.00284603+0.00227058j -0.00125095-0.00249794j -0.00240112+0.000413479j 0.00127776+0.00142308j -0.00116449+0.000856966j 0.00223969-0.00165283j 9.83327e-05+0.00142665j -0.00174914+0.00237781j 0.00104612-0.000688777j -0.00327815-0.000496693j -0.00193656-0.00121121j -0.00213938+0.00128451j -0.000663359+0.00322895j -0.000965509-4.49929e-06j 0.00392173-0.000119549j 0.00132342+0.00105855j 0.00361563-0.000298474j 0.0050823-0.00176495j 0.00041615-0.00059462j 0.000217773+0.00122207j -7.87116e-05-0.00329268j 0.000843179+0.00039885j 0.000138784-0.00367675j 0.0016532-0.00261167j -0.00477696-0.00105315j -0.0011235-0.00111217j 0.000298304-0.000415995j -0.00119666-0.0028366j -0.00114757-0.00636419j 0.000542405+0.000748506j 0.00156024+0.00318996j -0.00154106+0.00275766j 0.000118141-0.00207376j -0.00566154-0.00130434j 0.000121092-0.00437833j 0.00362376+0.00371496j 0.0013965-0.00344568j 0.00157881-0.00255326j 0.00594733-0.00165221j 0.00666341-0.000240403j 0.00142302+0.00426912j -0.00111201+0.00432652j -0.00124244-0.00120548j 0.00131751-0.00131456j -0.00325822+0.00538818j -0.00436053-0.00499561j 0.00078774-0.00191914j -0.00136082+3.43081e-05j -0.00464202+0.00853438j -0.00909295-0.00440416j -0.0003804-0.0176839j -0.018138+0.000318465j 
-0.00681925+0.000970832j -0.000821481-0.00662393j 0.00204669+0.00541354j 0.00560877-0.00206667j 0.00438717-0.00328508j -0.0017136-0.00389997j -0.000759545+0.00010014j -0.00201912-0.00386628j 0.00880287-0.00388081j 0.00160848+0.0040872j -0.00145322+0.000146808j 0.00429963-0.000135623j 0.00418053+0.00652948j 0.00722537+0.000986307j 0.0049094+0.00688327j 0.00329846-0.00779417j 0.00221483-0.00189534j -0.00450685-0.00698954j 0.000682109-0.00343189j -0.000529602+0.00691289j -0.000550678+0.00795103j 0.00829587+0.000307095j -0.00219865+0.0019176j 0.00158004-0.00373106j 0.00481198+0.000871j 0.00289532-0.00562565j -0.00729174+0.00600862j 0.00648563+0.00319779j -0.0047888+0.0027421j -0.000485414-0.0033249j 0.00558942-0.00165839j 0.00270539-0.00422738j -0.00923208+0.00419932j 0.00170564+0.00211937j 0.00310346+0.00303415j 0.00435751-0.00084211j 0.00164336-0.00035407j -0.00274706+0.0013752j -0.00378876+0.00462779j -0.00131977+0.002534j 0.00691857-0.000392961j -0.00650695+0.00331626j -0.00496587-0.00315351j 0.000968923+0.000890657j -0.0090731-0.00162214j 0.00116723+0.00620766j -0.00527915-0.003797j 0.0065768+0.00660671j 0.010791-0.00285364j 0.00133919-0.00102251j 0.00356823+0.00425468j -0.00854769+0.0057585j 0.00450228+0.00060915j -0.00543073-0.0105576j 0.0016457-0.00186599j 0.000461085+0.00561303j -0.00151669+0.00331994j 0.000660852+0.0155115j -0.0177503-0.00344415j 0.00209096-0.00239476j -0.000394384-0.000734295j -0.0072122+0.00206j -0.00133787+0.00283975j -0.0019493+0.00081637j -0.00195104-0.00489825j -8.33363e-05-0.0023128j -0.00495613-0.00247886j 0.00518994-0.0089788j -0.000940896-0.00510917j 0.00320173-0.00479526j 0.00709965-0.000297585j 4.84094e-05+0.00302298j -0.00433908+0.000692043j -0.000130229-0.00164937j 0.000715245+0.000667442j -0.00328846+0.00561108j 0.00527762+0.00329285j 
-0.000559175-0.00415356j 0.00447748-0.000491174j 0.00198768+0.00261743j 0.00250073-0.00155068j -0.00669069-0.00797482j -0.00401915+0.00612043j -0.00316275+0.00329555j -0.00303027-0.00195847j 0.00875864-0.00293539j 0.00284415+0.00801772j -0.002158-0.00246704j 0.00126263-0.00333862j -0.00204397+0.00302342j 0.00150597+0.00579962j 0.00560114-0.00172767j 0.00294356-0.00186198j -0.00217585-0.00452477j 0.00209737-0.0076761j 0.00383801-0.00310445j -0.000695161+0.00188246j -0.00378642-0.00126793j -0.00157749-0.00158277j -2.24784e-05+0.00364409j 0.00142432-0.00371677j 0.00168717+0.00262044j -0.000240244+0.000230561j -0.00633619-0.00141893j -0.000885811+0.00116711j -0.000309935-0.0111351j 0.00205145+0.00315837j 0.00991637+0.00204973j -0.00304817-0.00109257j -4.37404e-05-0.00746881j -0.000996501+0.00469775j -0.00589131-0.00704218j 0.00244518-0.00178801j 0.00522291+0.00139986j 0.00503974-0.00198204j 0.00547946-0.000810729j -0.00341529+0.00168575j -0.00364912-0.000333626j -0.00434871-0.00175741j -0.000421229-0.000655667j -0.00349767+0.0110597j -0.0087607+0.00520431j -0.0121371+0.000893015j 0.00368387+0.0116789j -0.00145464+0.00176841j 0.00245975-0.00340187j -0.00503791-0.00201194j 0.00148752-0.000101792j -0.00522997+0.00404259j -0.00422649-0.00229452j 0.000640773-0.00375305j 0.00416786-0.00587633j -0.00477599+0.00906241j -0.00364268-0.000319296j 0.00680735+0.00234297j -0.00123484+0.00179334j 0.00550695-0.000479923j -0.00177974-0.0087773j 0.000507836-0.00664661j 0.00667355-0.00880111j 0.00149174+0.00329165j 0.00991071+0.00409546j -0.0107024+0.0079731j 0.00332505-0.0097229j 0.00610225+0.00420365j -0.00476378-0.00515737j -0.00315556-0.00260515j -0.00337821-0.00953604j 0.0104332-0.00512093j -0.00381707-0.00464482j -0.00715964+0.00400208j -0.00316898-0.00720176j 0.00215711-0.00816523j -0.00837115-0.00198297j 
-0.00444827+0.00725647j -0.00772115-0.00437897j -0.00494327+0.000704719j -8.22714e-05+0.00484406j -0.00457097+0.00466636j 0.00609603+0.00869135j -0.005675+0.00793564j -0.00969753-0.00180003j -0.00515138-0.00810546j 0.0120435-0.00530407j 0.00543884-0.00876257j -0.00388583+0.008218j 0.000567304-0.00574785j 0.00164609-0.000104423j 0.000827708+0.00609763j 0.00212572-0.00451132j 2.89071e-05+0.00488494j -0.00261007+0.0068378j -0.00160262-0.00322628j -0.0040357+0.00745158j 0.0046075+0.0032775j -0.00527525-0.00333031j -0.00328837-0.00850092j 0.00660588+0.0109232j -0.00196395-0.000730613j 0.00841582-0.00057919j 0.0140156-0.00333358j 0.00738907-0.00321939j 0.000237995-0.00328177j 0.00347044+0.00229695j -0.00336505+0.00174285j 0.00480799+0.00388511j -0.00350333+0.0120187j -0.000313737-0.00430239j 0.00336761-0.00122608j -0.00892128-0.00435956j 0.00108863-0.000698307j -0.00803348+0.00413913j 0.0101401-0.000379572j 0.00112843+0.00365062j 0.000132968-8.57353e-06j 0.0040966-0.00458891j -0.000390067+2.8762e-05j -0.0054673-0.00946896j 0.0029313-0.00150655j 0.0124514+0.00501382j -0.00308664-0.00170342j -0.00131633+0.00492751j -0.00234323+0.00524276j -0.00606084-0.00684578j 0.0023532-0.00798578j 0.00638602-0.00839061j 0.000667987+0.0020225j -0.00143301+0.00620928j -0.00322433+0.00569197j -0.00323447+0.00590736j 0.000852956-0.0036842j 0.0114413-0.00107764j 0.0110362+0.00310923j 0.000875516-0.00645592j 0.00268498-0.00113115j -0.000844039-0.00741135j -0.00355048+0.0106309j 0.00451148-0.00919617j -0.00364328+0.0181399j -0.00715009-0.00554331j -0.00177723-0.000479911j 0.0125786-7.53232e-05j 0.00239896-0.0016731j 0.00306139-0.00804707j 0.0130807+0.00261612j -0.00530965-0.00144376j -0.015354-0.000733041j 0.00893509-0.00743109j 0.00298086+0.00987287j -0.00624135+0.00897865j 0.00879005+0.00594779j 
0.00748476+7.45756e-06j -5.22175e-05+0.0070278j 0.0045804-0.00750542j -0.00713865-0.00501406j 0.00267486+0.00161169j 0.00209506-0.000727095j -0.00325724+0.00227393j 0.000916395-0.00155852j -0.000136761+0.0075951j -0.00250746-0.00189052j 5.75171e-06+0.000526285j 0.000167369-0.00217997j -0.00246981-0.00104331j -0.00504918+0.000810145j 0.0036459+0.00298612j 0.00136311+0.00287785j -0.00144198-0.00135045j 0.00048138+0.000877837j 0.00273611+0.00284897j 0.00097046-0.000343658j -0.0014935-0.0014688j 0.00238993+0.000455977j -0.00142985+0.00313639j -0.00410483-0.0052297j 0.00156963-0.00179684j -0.00212533-0.000624679j -0.00603878+0.00560011j -0.00199606+0.00251984j 0.000197483+0.00332772j 0.00037899+0.00543541j 0.00260536-0.00584441j -6.66648e-05-0.00186009j 0.000261283-0.00047265j -0.000875887+0.00266879j -0.000634934+0.0024301j -0.00238009+0.00601852j 0.00146608-0.000303823j 0.00189441-0.00204143j -0.00391568+0.00633254j -0.00125412-0.00207773j -0.00358963-0.00191278j -0.00207934+0.00178287j -0.000338866-0.00416074j 0.00623224+0.00133644j 0.00299774-0.00260933j 0.00110393+0.00177119j -0.00195789-0.00247085j 0.00751859+0.000527473j 0.00592239+0.00147754j 0.00570562+0.00394032j 0.00170782-0.00301261j -0.00786831+0.00117537j 0.00235421-0.00131261j -0.00301307-0.00469475j 0.00991445-0.00153527j -0.00207399+0.0077701j 0.00252254+0.00631442j -0.00261847+0.00908112j -0.00893169-0.00657746j 0.0026188+0.00124058j 0.00103523-0.00181224j 0.00054229+0.00402498j 0.00212637-0.00218301j 0.00061492-0.00124662j -0.00184754-0.00141157j 0.00812581+0.000203066j -0.00257639+0.00562148j -0.00432975-0.00224357j -0.0025929-0.000572901j 0.00159387+0.0043581j -0.00572589+0.00219788j -0.00045005-0.000758148j 0.0027173-0.000611682j -0.0042518+0.00109847j -0.00115478-0.00460111j 0.0038649-0.00738881j -0.00728925-0.00353325j 
0.00652603+0.00240904j -0.00253288+0.00695626j -0.00389235+0.00116401j 0.000278894+0.00300571j 0.00475683-0.00727458j -0.00499655-0.00247396j 0.00277702-0.00338528j 0.0023945+0.00530862j -0.0071234+0.00953017j -0.00954993-0.00269622j 0.00128108+0.00313314j -0.0047956-0.00238767j -0.00186632-0.0107966j -0.0126965+0.000679538j -0.000905424-0.00748697j -0.0010513+0.014497j -0.00257193+0.0058043j -0.000456325+0.00465631j 0.00153965+0.000974092j 0.0113085-0.000523224j 0.00289268-0.00169332j -0.000796397+1.2816e-05j 0.00501051+0.000993738j -0.00696011-0.00326762j -0.000121257-0.00267261j 2.35634e-05+0.00106805j 0.00242782+0.000761338j -0.00273053-0.00410326j -0.000441238+0.00148706j -0.00698069+0.00530266j -0.00437711-0.00959208j -0.00283928-0.000492504j 0.00482167-0.00389842j -0.00307578-0.00384165j -0.00255428+0.00558804j -0.00402219+0.000678895j -0.00221964+0.00188682j 0.00353885+0.002961j 0.00400682+0.00488578j 0.00490571-0.00241363j -0.0043429+0.000888767j 0.00305353+0.000252676j 0.00309453+0.00165311j 0.00737842+0.00341904j 0.00952111+0.00236577j -0.00278474-0.00458737j -0.00190142-0.00334522j 0.00214627-0.00594178j -0.00944268-0.00269139j -0.00118977+0.00246627j -0.00131927-0.00616816j 0.0110355-0.00156254j 0.00319322-0.00501836j -0.00199212+0.00867095j 0.00268712+0.00238337j -0.000389258-0.00545465j 0.00128173+0.00132704j -0.00591333-0.00380816j -0.000619301+0.0025176j -0.00307062+0.00208403j -0.00071706+0.00518215j 0.00444163+0.00611791j -0.000399221-0.00472092j -0.00117924-0.00415508j -0.00321735-0.00830259j 0.0133724-0.0054265j -0.000472108+0.0123827j -0.0111048-0.00414882j -0.00295531+0.0120248j -0.00470367+0.00755247j -0.00651124+0.00218125j -0.0066999-0.00372012j 0.000206155+0.00135716j -0.00205609+0.00298679j -0.00339872-0.0026068j 0.00519864-0.0102611j -0.0102966-0.00557093j 
0.00778415-0.00334982j 0.00313194+0.00765802j 0.00786513-0.00156557j -0.00141047-0.00834716j 0.00822229-0.00243588j -0.00369868-0.00692027j -0.000592489-0.000150906j -0.00258295-0.00445543j -0.000166183-0.00146833j 0.00285435-0.00277247j -0.00195232-0.00419138j 0.00564297-0.000585433j 0.00141023+0.0028914j -0.0026088+0.000895448j 0.00435731+0.00157605j 0.00419754+0.00136875j 0.00243338+0.00241009j -0.00134273-0.00278146j -0.00625823+0.00150705j -0.00082104-0.00254578j -0.00105366+0.00195644j 0.0031759+0.000347031j 0.000761721-0.00189908j -0.00280995-0.000467942j -0.0030044+0.00051576j -0.000343326-0.00254263j 0.000781509-0.000349785j -0.00220674+0.000857853j 0.00260042+0.000639627j -0.00180415-0.0025981j 0.000402791+0.00166432j -0.000210383-0.00314489j -0.00283836+0.00769619j 0.000895628+0.00188873j 0.00164152+0.00237518j -0.000380023-0.000973735j -0.000793764+0.00613777j 0.000778189-0.00244963j -0.00154553+0.000581342j 0.000539598-0.000888049j 0.00134181-0.000743406j -0.00571294-0.00121855j -0.00152423-0.00244177j -0.00382647-0.00224651j -0.00366558+0.00308546j 0.000319302+0.000920121j -0.00389418+0.00309323j -0.000735308-0.00127869j 0.00253803-0.00412006j 0.000751888-0.00310788j -0.000469818+0.00534219j -0.00296193+0.00571487j -0.0012187-0.00351879j -0.00391028-0.00421467j -0.00305931-0.000675929j 0.00210342+0.000800605j -0.00061659+0.000560684j 0.00265679+0.00255626j -0.00418713+0.00117196j 0.00253708+0.00410707j 0.00166415+0.00071283j -0.00369209-0.00087989j 0.00338299+0.000255058j 0.00188365+0.00125532j 0.00537405-0.00134831j -0.00239708+0.00433134j 0.00261956+1.03254e-06j 0.00186234+0.00391764j 0.00442102-0.00526185j 0.000324097-0.00284916j 0.000811187-0.00212266j -0.00047435+0.00147559j 0.00240283+0.0079215j 0.000875445+0.00477475j -0.00356753+0.00260006j 0.00414231-0.00689171j -0.00662771-0.00390291j 
-0.00105438+0.00289714j -0.00307026-0.00069919j 0.0021599-0.00579235j -0.00692968-0.00234534j -0.00280916-0.00380797j 0.00343815+0.00488089j -0.00346875+0.0105309j -0.00716988-0.00124177j 0.00485936+0.00570998j -0.00642363+0.000393353j -0.00374927+3.90188e-05j 0.0022575-0.00172802j 0.00204395+0.0051171j 0.00202474+0.00437149j 0.0096536+0.00179385j 0.00470679-0.00363143j -0.000399714-0.00464851j -0.00495136-0.00953384j 0.00326579-0.00144365j -0.00330636+0.00820204j -0.00338503-0.00230405j 0.00065827+0.000369457j -0.00139984-0.000718355j 0.000878585-0.00438967j -0.000326309+0.00256553j 0.00107005-0.00859709j -0.00656263-0.000503954j 0.00204086+0.000615359j 0.0029617-0.00610311j 0.000337464+0.00531359j 0.0115629+0.00104029j 0.00319252-0.00566595j -0.00501839+9.94554e-06j -0.00374709+0.00167606j -0.00358888-0.00334207j -0.00240142-4.5069e-05j 0.00294504+0.00244225j 0.00133437-0.00455257j 0.00150685+0.0104597j -0.0020516-0.000265084j -0.00156007-0.00297623j -0.00239381-0.0040595j -0.0023544-0.00596456j -0.00108436+0.00566133j -0.00148771-0.00618893j -0.00207468+0.00456541j -0.00273864+0.00365627j 0.00303326+0.0117785j 0.00663541-0.000515861j -0.00052423-0.00203493j 0.00289252-0.00659933j -0.0116991+0.00353559j 0.00629155-0.0055902j -0.000708796-0.0121032j 0.0141337-0.00395464j -0.0165238+0.0174357j -0.00369658+0.00338426j 0.0048927+0.0148166j -0.00933035-0.00535775j 0.00612583-0.00306318j 0.00679635-0.00426811j -0.00231607-0.0044646j 0.00374262+0.00183303j 0.00710405-0.00143537j 0.00390522+0.0014468j -0.00173745+0.00508273j -0.00284106-0.00382284j 0.00676824-0.00252547j -0.00779614-0.000727635j -0.00354847+0.00167364j -0.00447615+0.00131093j -0.00452593-0.00407453j 0.00128182+0.00143579j 0.00640027-0.00106355j 0.00182291+0.00584977j 0.00163017+0.000155927j 0.000288978-0.0019967j 
0.013361-0.00561632j 0.00566576+0.0130162j 0.00223305+0.0017663j 0.00225663-0.00259857j 0.00337274-0.00716592j -0.010583-0.00281267j 4.18816e-05-0.00557293j -0.0015212-0.00103004j -0.00700911-0.00731855j 0.00779535-0.0030089j 0.00265354-0.00331177j 0.00318291+0.000200003j -0.00325408-0.00252702j -0.00986081-0.00673606j 0.0030225-0.00499323j -0.00239554+0.00508982j -9.62363e-05+0.00591502j -0.000619133-0.00521067j -0.00628219+0.00282867j -0.00263947-0.00749741j -0.00470666+0.00603126j 0.00200576+0.00240814j 0.00661933+0.00102377j -0.0057888+0.000451057j -0.00739809-0.00551761j 0.00478692+0.00519437j 0.00656338-0.00446457j -0.0041628+0.00113266j -0.00153988+0.000450886j 0.00435296-0.000168875j -0.00168946-0.00236288j -0.00208975+0.00348623j -0.00225214+0.00558203j -0.000715424+0.00358923j -0.00384099+0.00789582j -0.00571978-0.00205456j -0.0013506+0.00488568j 0.00708714+0.00341249j 0.000597464-0.00775823j 0.00755687-0.00377855j 0.00430101+0.00377888j 0.00163269-0.00158324j 0.00159933+0.00520256j 0.00629332-0.00364304j 0.0033575+0.00178005j 0.00286555+0.00226303j 0.00159731+0.00710322j -0.00586623-0.00525183j -0.00211229-0.0040458j 0.000236422+0.00482115j -0.0045075-0.00625269j 0.00883395-0.00288606j -0.00383484-0.000892455j 0.00707684-0.00256335j 0.000731497-0.000539415j 0.00746739-0.00397309j -0.00567462-0.000301416j 0.00101848-0.00365075j 0.00304761+0.00465073j -0.00418535-0.00215452j 0.0043222+0.0146635j 0.00549304-0.00201185j -0.00109729+0.00248929j 0.013636-0.000476221j 0.000176821+0.00239176j 0.000558059+0.00311395j 0.00113844+0.00331284j -0.0042978+0.00160433j -0.00848753+0.00191816j -0.00575923-0.00401487j -0.000253397+0.00111521j -0.00808321-0.000979213j 0.00380847+0.00850517j 0.00107673+0.00451832j -0.00378306+0.000252601j 0.00374457-0.0111856j -0.0111381-0.00361419j 
-0.00967161+0.00553771j -0.00594312-0.00919577j -0.00756942+0.00591613j 0.00506842+0.0077592j -0.00670964-0.000536943j 0.00254182+0.00757301j 0.00045423+0.00705554j -0.00838907+0.00296376j -3.85844e-05-0.00202725j -0.00325934+0.00327019j 0.00349593+0.0017508j -0.00588416+0.00370872j 0.000653252-0.00414044j 0.000762803+0.00272356j 0.00234729-0.00203483j -0.00456454+0.000861966j 0.00129059-0.00591026j 0.00300732+0.00809181j 0.00466457-0.00154758j -0.000790914+0.00051597j 0.0035284+0.00475248j -0.00460232-0.00407749j 0.000286291-0.000933883j -0.000150943+0.000770274j 0.00262843+0.0023451j -0.00179667+0.000600958j 0.00176151-0.00232311j 0.00182682-0.00334348j 0.00164428-0.00324595j -5.23339e-05-0.00173044j -0.00473773+0.00161464j 0.00581414-0.00241939j 0.000570647-0.00885121j 0.0040904+0.00065992j 0.000938381-0.00685985j -0.000716499-0.00115651j -1.56113e-05-0.00518645j -0.00276838-0.00234388j 0.0108108+0.00317072j -0.00269069+0.000449063j -0.00242042-0.000354913j -0.000366625-0.00393787j -0.000435604-0.0013997j -0.00287581-0.000225102j -0.00631382-0.000188858j -0.00327312+0.00180622j 0.00504877-0.00115294j 0.000524338+0.00268433j -0.00759567-0.000547564j 0.00576396-0.0101255j -0.00262355-0.00362224j 0.00628901-0.00228562j 0.00275488+0.00156629j -5.28075e-05+0.00229153j -0.00462743-0.00151364j -0.00567189+0.000698235j -0.00114457-0.00722841j 0.00770812-0.00613693j 0.00507242+0.0108047j 0.0039694+0.00476379j 0.00125101-0.00369209j -0.00127389+0.000790911j 0.00433856+0.00126933j -0.00481326-0.00131033j 0.000580693+0.00779224j -0.00899413-0.0016095j 0.00330202+0.000853056j 0.0011403+0.000939102j 0.0021953+0.00013132j -0.00682456-0.00271824j 0.00113236-0.0108897j 0.00422826-0.00471118j -0.00642198+0.00311874j 0.00743044-0.00380583j 0.00388061+0.00958655j -0.00672711+0.0086923j 0.00880616+0.0064188j 
0.00360708+0.00323822j -0.00335671+0.00360686j 0.00561875-0.00615762j -0.00744385-0.00687215j 0.00486639-0.00202616j 0.00340033-0.00167164j -0.00410544+0.00701401j -0.00316963-0.00200318j -0.00340165+0.00700785j -0.00211915-0.00313536j 0.00314846-0.00567798j 0.00367102+0.00199043j -0.0022764+0.00015013j -0.00419267-0.00125384j 0.00570699+0.00584729j 0.00493127-0.000836832j 0.00217791-0.00342153j -0.00156677-0.00370029j 0.00564659+0.00204815j 0.000773244+0.000986268j -0.00253378-0.000881227j 0.00338086-0.000463862j 0.000979-0.00220793j -0.0021077-0.00546975j 0.00102324+0.000157919j 0.00431804-0.00796669j -0.00348085+0.00196539j -0.00208888+0.00524834j -0.00148618-0.00194154j -0.00363798+0.00314793j 0.0038605-0.00785984j 0.0064091-0.00187283j -0.00377506+0.00320202j -0.00163224+0.00343457j 0.00250354+0.00445848j -0.00213253+0.00303796j -0.000698124+0.00284201j 0.00537305+0.000414674j 0.00107769+0.00815236j -0.00313498-0.000433626j 0.00259117-0.00438097j -0.00373603-0.00160697j 0.00380667-0.00501364j -0.000204924-0.00197147j 0.00894352-0.00480055j 0.00469115+0.00221829j -0.0034624-0.00501814j 0.00550876+0.00452603j 0.00751187+0.00121849j 0.000505696+0.00135861j 0.00131766-0.0065034j -0.0114076-0.00503981j 0.00194182-0.00242469j -0.0043164-0.00532237j 0.0129026+0.0072549j -0.0163076+0.00475844j 0.0019814+0.0115151j -0.000226873+0.00839273j -0.00477506-0.005723j -0.00238252+0.000731073j 0.0046322-0.00477782j -0.00226912-0.00104681j -0.00233497+0.00817076j 0.00271153+0.00430692j 0.000369613-0.00392319j 0.0104064-0.00111092j -0.00558614+0.00706749j 0.00430512+0.000348972j 0.00364518-0.00285281j 0.00652322-0.000761798j 0.001496+0.00611471j -0.00544184-0.00441901j -0.00973786+0.000435814j 0.00245533-0.00178778j -0.000542673+0.00298856j 0.00412227-0.000929393j -0.000867782-0.0041798j 
0.00243264+0.00279782j -0.00302248+0.00262636j 0.00255378+0.00293142j 0.00243656-0.00325796j 0.0121217-0.0064077j -0.00281806-0.00923261j -0.000238861+0.00488908j -0.00735161-0.00554164j 0.0012291-0.0020945j 0.000532279-0.00257422j 0.000448031-0.00465189j 0.00574457+0.00362298j -0.000691272-0.000200921j -0.00401809-0.00344418j 0.00941625+0.00311136j 0.0012812-0.00021054j 0.00792556+0.00337296j -0.00199714-0.00689103j -0.00142529+0.00248841j 0.00283079-0.00182539j -0.00528588+0.0118728j 0.00828493+0.000326633j 0.0033933+0.000200096j -0.00376008-0.00748467j 0.00106381-0.000797681j 0.00634361-0.00587807j -0.0058258-0.00300971j 0.00549064-0.00016731j -0.00427577+0.00554475j 0.00320124+0.000588578j -0.00215801-0.003057j 0.00567933-0.000995077j -0.00405556+0.0020545j -0.00223677+0.00218856j -0.00328227+0.00825686j -0.00316943+0.000671482j 0.00110345+0.00404131j -0.00368062+0.00284215j -0.00135261+0.00536868j 0.00718658-0.000299331j 0.00512529+0.00266593j -0.00458283-0.00202738j -0.00259754-0.00354681j 0.00198031+0.00236205j -0.00331303-0.0061278j 0.00327821+0.00408628j -0.00554921-0.00604943j 0.00232501+0.00315571j -0.00191647-0.00198687j 0.00410738+0.00596254j 0.00289976-0.00030501j -0.00239142+0.00233211j 0.00483332+0.00216746j 0.00377762-0.00312842j 0.00283902+0.00244443j 0.000407916+0.00630553j 1.9836e-05-0.00771982j -0.00422306+0.00861734j -0.011449-0.00102718j -0.00124915+0.000964297j -0.00130869+0.00678489j -0.00247642-0.00109327j -0.000725408+0.00186188j -0.000416755-0.000398209j 0.00581895+0.000838106j -0.000279184+0.00425104j -0.00522632+0.00486736j -0.00758742-0.00345093j 0.00222689+0.00672753j -0.00020367+0.00607197j -0.000698228+0.00115559j -0.000616572+0.00385929j 0.00525522-0.000402935j 0.00613615+0.00281705j -0.00235676+0.00631076j 0.00224477-0.00532357j -0.0052678-0.00243137j 
0.00787397+0.00265197j -0.00287513+0.00761979j 0.00215381-0.000910204j -0.00102177-0.00310859j 0.0088457-0.00325491j -0.00374072-0.00398477j -0.00508407-0.000912217j 1.81017e-05-0.0047206j -0.00290123+0.0129456j -0.00697851-0.00334278j 0.00352509+0.00105288j 0.00458278+0.00376231j -0.000355664+0.00334078j -0.00557823+0.000262914j -0.00451232+0.0047024j -0.000246945+0.00895604j 0.00429948+0.00402657j 0.000274633+0.00480056j 0.00031246+0.00303098j 0.00395632-0.00099702j 0.00496934+0.000308953j -0.00296151+0.00347454j -0.00273414+0.00325447j -0.00918313-0.00313258j 0.00420057-0.00162459j 0.00212401-0.00387586j -0.00612434+0.0103348j -0.0041842-0.00261965j -0.00517196+0.0043603j -0.00487476+0.00580986j -0.00207665-0.00925721j -0.00519194+7.63062e-05j -0.00339453+0.00132132j -0.00553314-0.00318804j 0.00158756+0.0119564j -0.00421583+0.007541j -0.00025726+0.00235137j 0.00231832-0.00357541j -0.00252426+0.000335488j 0.00128687-0.00261539j -0.00552802-0.000415616j -0.00174231+0.00302464j -0.00157374-0.00387058j 0.00704054+0.00470703j 0.012606-0.000176616j -0.000186489+0.00199329j -0.00165482-0.00388705j 0.00355111-0.00159728j 0.00499414+0.00557149j 0.00514622+0.00347024j 0.00139818-0.00230434j -0.00224904-0.00303535j 0.00387751-0.0037737j -0.00295073-0.00244352j 0.0114695-0.000120123j -0.000668082+0.00370075j 0.00397603+0.00117239j -0.00477636+0.00796421j -0.00421013-0.00296237j 0.00378112+0.000825631j -0.000831487-0.00246887j -0.0049187+0.00288354j -0.00216901-0.00189125j 0.00481426-1.58668e-05j -0.00864363-0.00187336j 0.00335966-0.0052943j -0.00119999+0.00409008j -0.00412647-0.00187753j -0.000657757-0.00102353j 0.00567706+0.00273127j -0.00232025+0.00780785j -0.00202719+0.000869681j 0.00395512-0.00186642j -0.00373109+0.00150697j -0.00157456-0.004501j 1.36216e-05-0.00657054j -0.00642641+6.22436e-05j 
