0.00657373-0.00311334j -0.0622336+0.0419734j -0.0508656-0.013483j -0.0385055-0.0084134j -0.0164986-0.00477802j 0.0139818-0.00191799j -0.0405786-0.0137969j -0.0274451-0.0508831j -0.0120088-0.0123542j -0.000114784-0.00475073j 0.0097221-0.00167328j -0.0138742-0.0204803j 0.00738095-0.00992024j 9.77802e-05+0.0234256j -0.00390912-0.0184557j -0.00527607-0.0103157j -0.00203596-0.00914579j -0.00960631+0.00716787j 0.00360268+0.012169j 0.0201312+0.00484276j 0.00784131-0.0129524j 0.0102802-0.0192142j -0.00400747-0.00445183j -0.00275912+0.0111769j -0.000131463+0.00550222j -0.0191013-0.00663234j 0.0045479+0.0102721j 0.00504735-0.0125119j 0.00421164-0.0170307j 0.00666926-0.0243606j -0.0249463-0.00942331j -0.000362222-0.00766176j 0.0146161-0.0355798j 0.00903686-0.0174982j 0.0196362-0.0465719j 0.0100421-0.0247306j -0.0276285+0.0279089j 0.0112633-0.0168982j 0.0523185-0.00553969j 0.00414474+0.00983664j -0.0412944+0.0457172j -0.0885953+0.0347596j 0.0652336+0.050101j -0.0207944-0.101868j -0.0343194+0.0181139j 0.0484592+0.00296583j -0.00146999-0.0508007j 0.0109522-0.00384096j 0.0537703+0.0285159j -0.0119646+0.0700077j 0.0082153-0.0212545j -0.076215+0.123706j 
0.0443052-0.059783j -0.020148+0.0407772j -0.0494569-0.00492083j 0.0467086+0.0398911j -0.00055825-0.0353795j 0.0434841+0.0485715j 0.0149353+0.0376003j -0.00473592-0.0504305j 0.0145404-0.0173722j 0.0573766-0.0152967j 0.0135408-0.0267184j 0.00412828-0.026094j 0.00347149-0.0492701j 0.00610253+0.0220067j -0.00689681-0.000291517j 0.0239565-0.0492058j -0.0542689-0.0184875j -0.0157988-0.00138189j -0.00197603-0.0335684j 0.0463034+0.0353599j -0.0432176-0.0505441j 0.0625985+0.064126j -0.00806185+0.0480025j -0.0382629-0.0329772j -0.00980624+0.00108161j 0.0176269+0.0232563j -0.0101863-0.0199043j 0.048802-0.0622074j 0.0191581-0.00158229j 0.0572733-0.0102866j -0.0113056-0.0307239j 0.0347654+0.0447128j 0.0222173-0.0090706j 0.0101468+0.025712j 0.0112451-0.0469975j -0.0870109-0.0549905j -0.0224175+0.0481108j -0.04227+0.0853095j -0.0289932-0.0457495j -0.00882959+0.0276754j 0.13851+0.0538497j -0.0331934+0.10041j 0.10789-0.0848394j -0.0488072-0.0268345j -0.0258602+0.0263225j 0.0953577-0.0163722j -0.0600816-0.0520797j -0.0492073-0.120161j -0.106734-0.0674327j 0.00894493+0.146167j -0.0998722+0.0108052j 0.00578512+0.0410501j 
0.0330091-0.0302862j -0.0121913-0.0070671j -0.0610195-0.0311884j 0.00343386-0.0362874j 0.035536+0.00623434j 0.024997+0.0169582j 0.0127077+0.0209848j 0.00193807+0.0195865j 0.00724092+0.00596738j 0.0543129-0.0613131j 0.0144776-0.0134448j -0.0163437+0.0189272j -0.0537411-0.0578397j -0.0196197+0.0259553j 0.030325+0.0137124j 0.00391114-0.0173715j 0.0188664+0.00620619j -0.0260457+0.0137062j -0.0429572-0.0298078j 0.0413342-0.040174j -0.0571424-0.00540181j -0.012094-0.0403524j 0.00622029+0.00857844j 0.000426947+0.0370784j 0.0256821+0.0132699j -0.0359317-0.00210367j -0.013634+0.00287357j -0.0429168+0.02443j -0.00132206+0.00660322j -0.0185157-0.0252178j 0.00758097-0.044708j -0.0308282-0.0191684j -0.0641072+0.000976567j 0.0472213-0.0117851j 0.0167403+0.0242021j 0.0280349+0.0712078j 0.0917493-0.00153819j 0.0322881-0.0552219j 0.0179461-0.0172461j 0.0585282-0.0347329j 0.118947+0.0394296j 0.0165947+0.137698j 0.0767261-0.05002j -0.115593-0.00771172j 0.012429+0.076885j 0.035837-0.102019j -0.0972672-0.0743604j 0.0507296-0.0766537j 0.045542-0.0344846j 0.0361657+0.0320598j -0.0525612+0.0277277j -0.0593496+0.0118328j 
0.0352103+0.035666j 0.0384191-0.0122468j 0.0390215-0.0334865j 0.0512067+0.0366973j 0.00540616-0.0203403j 0.0321+0.00826264j 0.0216419+0.00260175j 0.0559819+0.0148991j 0.0555929+0.0144318j -0.0187083+0.00210115j -0.037397-0.0137228j 0.0270702+0.0118809j 0.00779241+0.0251347j 0.00523689-0.0290094j 0.00518785-0.00554984j -0.021021+0.0497457j 0.00524007+0.065133j 0.0102659+0.00161528j 0.0205731+0.014203j -0.0546252-0.0145019j 0.0409029-0.0139612j -0.00193184-0.0118348j 0.0647901-0.0525851j 0.0309157-0.0207211j 0.00421491-0.0296505j -0.00403019+0.0118718j 0.0118758-0.0271944j -0.0804553-0.000677822j 0.0683096+0.0296219j -0.0119825+0.0568771j -0.0520577-0.0793362j 0.0174424+0.0576228j -0.0714353+0.063007j -0.0374512-0.00071343j 0.0507168+0.0433238j 0.0741651-0.0458155j 0.080354-0.0140975j -0.0951613-0.0287286j -0.103484+0.0270944j -0.0187936+0.0743655j 0.12086-0.172364j 0.121472-0.0291426j 0.0538519-0.10275j 0.0306675+0.0845933j -0.024626-0.00526868j -0.15379-0.0170168j -0.0531408+0.0427662j -0.0379838-0.145569j -0.0631008-0.0842329j 0.0139201-0.0573037j -0.107889-0.0371074j 0.0934661-0.0660501j 
0.0329705-0.0323697j 0.0578393+0.01045j -0.0361541-0.050803j -0.0513831-0.0296831j -0.00723252+0.0512164j 0.012984-0.0185864j -0.0468488-0.010512j -0.0264717+0.00463383j 0.00201141-0.0146631j 0.0382324+0.0218418j 0.0186169+0.0546545j -0.00988071+0.0336967j 0.00309345+0.0362452j -0.00875803-0.0146847j -0.0285618+0.0216858j 0.0311623-0.0713487j 0.0379293+0.0273025j -0.0329248+0.0361921j -0.0197761+0.0156778j -0.0328505+0.00621013j 0.11899-0.0576957j -0.0638928+0.103945j -0.0114033-0.0346142j 0.0330931+0.0533869j 0.0425028-0.0237977j 0.0828285-0.0152904j -0.0309539-0.0369158j 0.020752-0.0177191j -0.0453076-0.0494737j -0.0633949-0.00360869j -0.0234746+0.034126j 0.0921132+0.0398781j 0.0257212+0.0791709j -0.0495652-0.0208569j -0.101806-0.0336433j -0.0589227+0.0682401j 0.094329-0.0767259j -0.0756918-0.0503596j 0.123512+0.0229136j 0.0756884+0.100295j -0.0461225+0.0746597j 0.0479159-0.16057j -0.0553039+0.022963j -0.0870711+0.0037523j 0.143664-0.0639899j -0.0467864-0.0336529j 0.00336304+0.0404593j 0.134276+0.124307j 0.130808+0.0802203j -0.0116014-0.0809716j 0.101887-0.00229566j 0.0847275+0.0899263j 
-0.00416295+0.0316523j -0.0012016+0.0370314j -0.0363416-0.0374092j -0.0255526-0.00258518j 0.0158736+0.0056404j 0.0342395+0.00177446j -0.0264605-0.0394756j 0.0263658+0.0539658j 0.00385325+0.017475j 0.0150399+0.0504996j 0.00680788+0.00220383j -0.0380044-0.00420614j -0.00956184-0.00139724j -0.0174948+0.0158972j -0.0326138-0.00499776j -0.007824+0.084485j -0.0462766+0.0127534j -0.0375436-0.0512216j -0.0249832+0.0469801j -0.0281775-0.00605608j 0.0152536-0.0482973j 0.017982+0.0166928j -0.0260065-0.0552059j 0.0189289+0.0125419j 0.00336313+0.0161746j 0.012811+0.0293363j 0.00486423-0.0242637j -0.0130947+0.0881644j 0.0428914+0.0159974j -0.0424631+0.0328366j -0.0851034-0.0556438j -0.0123623+0.00856886j -0.0453581-0.057032j 0.0645955+0.0336401j 0.152483-3.76401e-05j 0.0394187-0.0523695j -0.000347562-0.0840201j -0.0723428-0.120289j 0.0391405-0.018759j -0.0617821-0.0157004j 0.0712727-0.0597859j 0.0911727-0.0337897j 0.0955657+0.0615732j -0.0422622-0.0595658j 0.0555558+0.104405j 0.0207393+0.129171j -0.0844026-0.0687149j -0.171743-0.122311j -0.0815703-0.0282047j 0.00388717+0.0278802j -0.00775571-0.135365j 0.096181-0.00843934j 
0.0421849-0.0320454j 0.01004+0.00188319j -0.000868118-0.0320745j -0.00342456+0.0218237j 0.00730327-0.0300163j -0.0545275+0.0204157j 0.0459435-0.0391406j -0.0230146-0.0495006j -0.0262786+0.0150944j 0.0320421-0.0556405j -0.0146287-0.0333954j 0.00851047+0.0120342j 0.0145922+0.00515939j -0.0753722+0.00504583j -0.0564032-0.0261317j 0.0267203+0.015063j 0.0672907-0.0255841j 0.0459324+0.0238828j 0.020642-0.00582384j -0.0143626-0.030309j -0.0135316+0.0203047j 0.00192745-0.0627654j -0.0381884-0.00195233j -0.0131198+0.0145462j 0.0568519-0.0530478j -0.0194542+0.0681466j 0.0168194-0.0181318j 0.0886445+0.0184221j -0.0603266-0.108235j -0.046568-0.0700626j 0.0484138-0.0111898j -0.047415+0.0797343j -0.0202952+0.0556543j -0.0852567-0.161726j -0.0454105-0.0283997j 0.119189-0.0173696j -0.00433664+0.0100203j 0.00881791-0.0743461j 0.0642812-0.0795682j 0.164146+0.0625222j -0.0249122+0.0650327j -0.0695168-0.0031159j -0.123432-0.0807059j -0.000326931-0.0484094j -0.0332442-0.0970898j -0.0909006-0.182417j 0.012777+0.0676165j 0.090567+0.0402611j 0.115957+0.0625007j -0.0584896-0.00901591j 0.0559915+0.115072j -0.0829031+0.107611j 
0.0130489+0.0148708j 0.00848576+0.00818798j 0.0354122-0.038563j -0.00372757+0.015198j -0.0238955-0.0148813j 0.0595658-0.0448915j 0.000962626-0.0134524j -0.0218668-0.00777051j -0.0103136+0.0223321j 0.041747+0.00768754j 0.00835271+0.035935j 0.0168725+0.0173146j -0.0493456+0.0343577j 0.0614014-0.0327742j -0.0150613-0.014383j 0.0409318+0.0317725j 0.0591001-0.0436374j 0.0327921+0.00471879j 0.0183888+0.0031678j -0.0588503+0.00529843j -0.0304496-0.114465j 0.057183-0.0113514j 0.0338437-0.0581065j -0.0298174+0.0250638j 0.080264-0.0670579j 0.0171725-0.0723752j 0.103751+0.064693j 0.0662288+0.026902j -0.131196+0.0397362j -0.0556348-0.0165081j -0.0626248-0.00367919j 0.043116+0.0481365j -0.0362024-0.046238j 0.0166695-0.0726691j 0.00151966-0.105577j -0.0279933+0.00185176j 0.00146302+0.00959446j 0.0747159-0.0898352j -0.025617+0.00920525j 0.0356975+0.139371j 0.115059+0.0563178j 0.114917-0.0341509j 0.00655176+0.0547162j 0.0311901-0.115345j 0.0195487-0.0364454j -0.0398819-0.0616475j -0.00912243-0.0394438j 0.0406809-0.0741995j -0.0551321+0.00663579j -0.0585959-0.0390482j 0.0373279-0.0637423j 0.0681074+0.0424578j 
-0.0239593-0.00670119j -0.00152994-0.00552791j -0.00347738-0.0299508j -0.00146041+0.0421279j 0.0885856-0.057632j 0.0162396-0.0310018j 0.0333381-0.0253961j -0.0256902-0.0283767j 0.00376966+0.0183741j 0.00474394+0.0541064j -0.078946-0.0240269j 0.0352935+0.0169574j 0.0318231-0.0098948j -0.013132+0.0200168j -0.00622853-0.0805502j -0.0559373-0.014086j -0.0280226-0.0258376j -0.0112868-0.0153916j -0.0280328+0.0168233j 0.038193+0.0248394j -0.152994-0.0201053j 0.0607606-0.084967j 0.0470183+0.00661223j 0.0762199-0.0151989j 0.0310489-0.0599453j -0.00203276-0.0783577j 0.00779351-0.0577131j -0.0593141+0.0733704j -0.004883+0.0250315j 0.147421+0.0785868j 0.026787-0.0554206j 0.0248581+0.0222637j -0.0420512+0.0148756j 0.200561-0.0422912j -0.0308005-0.122019j 0.0195306+0.0461633j -0.025873-0.0123156j 0.125428-0.0877212j -0.0316009-0.0863929j 0.210555-0.0238016j 0.0622051+0.0567213j 0.0522641-0.0337169j -0.163131+0.0361036j -0.0344976-0.135364j 0.0794093-0.00774136j 0.0317849-0.00606361j -0.0399704-0.102232j -0.119513-0.0782051j -0.0756763+0.0766698j -0.0670265+0.0761882j 0.173405+0.0232733j -0.0333588+0.139931j 
0.0123447-0.0846901j -0.0209489+0.0392405j 0.00803064+0.0274519j -0.00577599+0.0139056j 0.0225979-0.023381j 0.0551294+0.0186611j -0.0311136+0.0036147j 0.0044772-0.0335172j 0.0524419-0.0291213j 0.0570296+0.0624016j -0.0193169+0.0130011j -0.00710427-0.00664031j 0.0311469-0.0182705j -0.00821842+0.0342069j 0.029128-0.066244j -0.00493727-0.0172578j -0.105642+0.100789j 0.0691108+0.0179176j 0.00199+0.0333835j -0.023997-0.000541154j 0.0220078-0.0486177j -0.0846382-0.00418991j -0.00853434+0.0529782j -0.00585379+0.0324421j -0.0720745+0.0535627j 0.0915706+0.0175134j -0.0441284+0.0812939j -0.00309597-0.0361229j 0.0738291-0.0229878j -0.0135743-0.0175008j -0.122208-0.106781j 0.0973867+0.00380049j 0.00731072+0.00162764j 0.023817-0.00474368j -0.0271665+0.00585734j -0.0471372-0.0353757j 0.0133979+0.102722j 0.0701289+0.0285252j 0.0844165-0.00128404j 0.0979705+0.189386j 0.0121292-0.136877j -0.0673262-0.0750608j 0.181564-0.0470794j -0.0601706+0.00419535j -0.0214912-0.0137879j -0.0271077-0.0136565j 0.0479962-0.063224j -0.0939268+0.0794082j -0.00624679-0.0240279j -0.155067-0.0364613j 0.170648-0.0277707j 0.129437+0.195984j 
-0.00721869-0.0217384j 0.0228851-0.0626436j -0.0150805+0.00882369j 0.0508072+0.0195768j -0.00289811+0.0114637j -0.00874907-0.00764019j 0.0296838+0.0336328j -0.0190381-0.0540531j 0.0361867-0.0105671j -0.0211376+0.0492764j -0.0567152-0.0646021j -0.00852389-0.0622851j -0.0200756-0.017378j 0.00036844+0.0394261j 0.018759+0.0120752j 0.00506277-0.0228248j -0.0132535+0.0561847j -0.0529086+0.0337591j -0.00869237-0.0270563j 0.0183373-0.0132381j 0.0444662-0.0396919j 0.0645106+0.0024738j 0.045905+0.0818844j 0.0271694+0.0622944j 0.0401784-0.0349857j 0.120307-0.0129266j -0.0674795+0.0438312j 0.0553314+0.0065038j 0.0152035-0.0472491j -0.112317-0.0303311j 0.00882158-0.00673861j 0.0340708+0.0161179j -0.0546326-0.0457031j -0.0157392+0.0965123j -0.0448357-0.00758393j -0.108229+0.0670429j 0.00448943-0.0459373j -6.90035e-05+0.0558343j -0.0165175-0.0444014j -0.0324338-0.184104j 0.0544033+0.0435239j -0.0845549-0.109579j -0.0484089+0.096154j -0.233111-0.0214278j 0.0488142-0.00249383j 0.0117319-0.0166264j 0.147827-0.0150449j 0.0104679+0.00824421j 0.0353734+0.0394267j 0.114617+0.0560471j 0.00463458+0.199569j -0.177857-0.0129566j 
0.0482448-0.00254748j -0.0122973-0.0191073j 0.0503809-0.0321284j 0.0330289-0.0486203j -0.0445771+0.0108666j 0.0905506-0.0330944j 0.0477822-0.0073569j 0.05499-0.017424j -0.0253024+0.021145j 0.0292844-0.0101818j -0.0631526-0.0315249j -0.0335723-0.0226833j -0.0435081-0.0111188j 0.0641833+0.0825405j -0.0229855+0.0320581j -0.0542151-0.0375539j -0.144725+0.0394815j -0.0154469+0.019401j 0.0246136+0.0175631j 0.0982812+0.0125607j 0.0494478-0.004806j -0.0450289-0.0732024j -0.0974266+0.0199003j -0.0594377-0.0673382j 0.0120872+0.0827702j -0.0129004+0.0312058j -0.0215202+0.0716015j -0.066861+0.0377055j -0.046669-0.0373078j 0.0875402+0.0292851j -0.0975506+0.011909j 0.00696955-0.0369462j 0.0688896-0.0912971j 0.0672426-0.0069071j -0.0655461+0.136754j -0.0792861+0.0990703j -0.105179+0.00927867j 0.160792+0.129513j 0.0806262+0.0659846j 0.0371184+0.0427278j 0.0304428+0.0377111j 0.0862195+0.0013571j 0.034005-0.00457702j 0.0942098+0.0250704j 0.013234-0.0217285j 0.064851-0.00993678j -0.0040932-0.0308902j 0.0302345+0.0568038j -0.0148349-0.00698117j -0.0262673-0.146793j -0.0179033-0.0398398j 0.114298-0.0264675j 
0.00346214+0.0193622j -0.0200529+0.0353268j 0.0382475+0.03369j -0.0412452+0.0270164j -0.094351+0.0586561j -0.0983044-0.00827894j 0.0532752+0.0300718j -0.0680903-0.042211j -0.0527949+0.000706194j 0.00240443+0.0063212j -0.0319874-0.0522286j 0.0130104-0.017464j 0.00774656+0.0388049j -0.028541-0.000685262j 0.0350409-0.00034491j 0.0252616+0.0678951j 0.0245591-0.0129547j 0.0200576-0.0373732j 0.0629943-0.0282213j 0.00670786+0.0105573j 0.124369+0.0216411j 0.0274669-0.0645044j -0.00140717-0.0445363j 0.0118021+0.044591j 0.127805-0.0692139j -0.104246-0.0369025j 0.0692238+0.0449859j 0.0104672+0.037153j 0.0387354-0.0252063j -0.00178809-0.0698634j -0.0990795-0.0997887j -0.028071+0.0739267j 0.116031-0.0685439j 0.0765609-0.119279j -0.0934315-0.027652j 0.219433-0.126669j -0.047646-0.108153j 0.0101095-0.167984j -0.116405+0.0343192j 0.00300149-0.0287148j 0.0114079-3.54398e-05j -0.0146782-0.0533554j 0.0440988+0.0525869j 0.039408-0.0154276j 0.000285604+0.00241804j 0.00530318-0.114092j -0.00313706+0.0159586j 0.0135657-0.0452584j -0.0470302-0.152978j -0.180704+0.102388j -0.0385138+0.0227495j -0.0750977+0.00787572j 
-0.0328544-0.00604574j -0.029549-0.00870777j -0.00503581+0.0217893j -0.024237-0.0212488j 0.00149959+0.0115088j -0.0177305-0.0808211j -0.00745275+0.0170466j -0.0117571+0.0400048j -0.00840277+0.0323857j -0.0860776+0.00913623j 0.0131113+0.0510638j -0.0403614+0.113841j -0.0233265-0.0398218j -0.0416758-0.0421761j -0.00464694+0.0524693j 0.0255887+0.0196067j 0.0739069+0.111527j -0.0676338-0.01754j 0.0904047+0.094002j -0.0598464-0.0405239j 0.114211-0.030727j -0.0836777-0.0694291j 0.0298755-0.0609763j 0.127584+0.0316188j -0.00341775-0.013299j 0.0297234-0.0363746j -0.0879244+0.101734j -0.17921+0.12787j 0.0630794+0.00721931j -0.0738218-0.0303002j -0.0745095-0.00870784j -0.0580364-0.0258904j 0.00362233+0.0173505j 0.0702694-0.0191901j -0.0604078-0.0453772j 0.0491208+0.109156j 0.249558-0.0722197j -0.00674473-0.0741765j -0.0201847-0.0216163j 0.0475028+0.0702126j -0.00296499-0.0673999j -0.0498195-0.02384j 0.115748-0.00145289j -0.105273-0.059339j -0.0509776+0.0203908j -0.0635798+0.00489582j -0.0197826-0.0410163j 0.122562-0.047946j 0.0129581+0.0637607j 0.164589-0.00954671j -0.0106525-0.0440227j -0.014878-0.0253562j 
0.0126066-0.000379812j 0.00676049+0.0295528j 0.0771469+0.00563003j 0.0615355-0.0121117j -0.0553948-0.00742853j -0.0267034+0.0625737j 0.0416282+0.023843j 0.077841-0.0443817j 0.0622559+0.0304676j 0.0496927-0.0487294j -0.0418917+0.0179553j 0.0129743-0.0217752j 0.000650247-0.0542217j 0.0667099-0.0588857j 0.0353765-0.0750454j 0.156279+0.023811j -0.00872053+0.00120199j 0.096035+0.0306444j -0.0419808-0.0191872j -0.0264247+0.00749053j -0.104406+0.0379729j -0.0862686-0.00474905j -0.0199724+0.0713712j -0.0224177+0.035763j -0.033955-0.0383162j 0.0214695-0.0944392j 0.0165588-0.00696617j -0.0228455-0.0460628j 0.0396135-0.0250354j 0.0435451-0.0183809j 0.00431324-0.0631825j 0.0431677-0.0274896j 0.0239184+0.12792j 0.014663+0.0854872j -0.181347-0.0310272j 0.0125472-0.0934456j 0.121738+0.104854j 0.00689807+0.0354464j -0.156626+0.02377j -0.0685009+0.0690194j 0.0598928+0.0307065j -0.054148+0.0604977j 0.0324514-0.062317j 0.0207719+0.107142j 0.0159373-0.0402869j -0.0641454-0.0877015j 0.0908885+0.0990695j 0.0525617+0.0262155j -0.0116623-0.0892081j -0.0706149-0.0301413j -0.0741424+0.0634457j 0.00972728-0.0475348j 
0.0174881+0.00869064j -0.00962928+0.00307375j 0.0456721+0.0324823j -0.036817+0.0236956j -0.00541957+0.00589947j -0.00174261-0.0387828j 0.0237929+0.0380139j 0.0805059+0.0524772j -0.0106118+0.00867372j -0.00885116+0.112124j -0.0182013-0.00758081j 0.0768824+0.0427399j -0.0151153-0.103516j 0.0461022-0.020092j 0.0585337-0.0403326j -0.0690852-0.0303339j 0.0369589-0.114642j -0.0329069-0.0636889j -0.0274975-0.0651429j -0.0492537-0.00917661j 0.0536469-0.0645377j -0.0567678-0.0437406j -0.0855574-0.0539786j 0.0993293+0.0643801j 0.0107255-0.034792j 0.113277+0.0410271j -0.00817136+0.087146j 0.129042-0.0880871j 0.00861422-0.0798915j -0.0219866+0.00172649j -0.0686234+0.0680788j -0.0570178+0.0406641j 0.0910963+0.0604556j 0.0437857-0.0679813j 0.00517727+0.0654298j -0.146942-0.00421429j 0.0297055-0.136972j -0.132602+0.0684578j 0.0701336+0.0224532j 0.0809848-0.00418762j 0.0433879+0.0245872j -0.0292439-0.135611j -0.0310027+0.0980761j -0.14289-0.182399j 0.0202775-0.0099213j -0.00149006-0.0102618j 0.061014+0.0360094j 0.0583839+0.0448696j -0.0270287+0.00930359j 0.00378369-0.01757j -0.0688124-0.00178898j 0.0309991-0.0436199j 
-0.0439436-0.0227624j -0.0304776-0.0159775j -0.0074335+0.00748908j -0.0334904+0.0326812j -0.0385678+0.00486982j -0.019062-0.0187846j -0.0286634-0.0336746j -0.106452+0.0103291j -0.0500182-0.0183584j 0.0224934-0.0511552j 0.0434047+0.0414295j -0.0359325+0.079192j 0.00176634+0.0821208j 0.0102483+0.00946272j -0.0587949+0.0592244j 0.0886802-0.0233296j 0.0460316+0.0928682j 0.0204113+0.045157j 0.0539741+0.0737881j -0.0823295+0.0477163j 0.0443172-0.0683461j 0.134799+0.19838j 0.0732833-0.0385677j -0.102825-0.0732072j 0.110765-0.0337069j 0.044017-0.0330966j 0.00665256+0.0267226j 0.0728756+0.0477465j -0.0695623+0.00699846j -0.0776429-0.0588207j 0.00565762+0.0262472j 0.0490771+0.0673453j 0.0407961-0.109961j -0.00181197+0.0288594j 0.051454-0.110548j -0.0660478-0.0223407j -0.0564085-0.103739j -0.0529214-0.0342767j -0.133726-0.119548j -0.087231-0.0479575j -0.00689673+0.00211478j 0.0742239-0.0370335j -0.0332444-0.00943472j 0.0173215+0.0325324j 0.0156628+0.0191597j 0.0242504+0.116637j -0.0366508+0.00693923j -0.105966-0.0470474j -0.0794344+0.0116932j 0.028234+0.0673079j 0.0775889-0.0618839j 0.0145833+0.0243851j 
0.00122276-0.0471083j 0.00075434+0.00638791j -0.01534-0.00875051j -0.0151587+0.0411361j -0.10114+0.0265411j 0.0447758-0.0578872j 0.0368132-0.0295771j 0.0066694+0.0054283j 0.0394562+0.0933569j -0.0544062+0.0502035j -0.0419686-0.0478822j -0.039435-0.0777187j -0.092134+0.067969j -0.0262011+0.036592j -0.151188-0.0449991j 0.000197769+0.0280029j -0.0774125-0.0111199j 0.0330844-0.0586733j 0.0118888+0.0793132j 0.0127698-0.0124205j 0.037441-0.0312975j 0.0965409-0.0718882j -0.0244511+0.0957556j 0.0515947+0.0305132j -0.0405873+0.0640716j -0.0626978+0.0622442j 0.106886-0.0451395j 0.0303897+0.0761759j 5.06062e-05+0.00796757j -0.036755+0.0866322j -0.0288826+0.0964859j 0.0192602-0.100073j -0.133567-0.0525909j 0.0123995+0.0340245j 0.0292646+0.0994737j -0.0247355-0.158887j -0.103883-0.00565582j -0.128223-0.0768504j 0.218637-0.107995j -0.0564258-0.0513102j 0.0102648+0.0668485j 0.0777952+0.00594313j -0.00340673+0.0291464j 0.00324314-0.028825j 0.0292107+0.0331438j 0.0256214+0.0607842j -0.0408608-0.0369081j -0.0746571+0.000866707j 0.10301+0.0145757j 0.0782837-0.0152664j 0.0515922+0.00528915j 0.0183904+0.041363j 
0.00406772+0.0416732j 0.00669661-0.00893344j 0.0597792-0.0105376j -0.0527437+0.00543046j -0.0245061+0.0501032j -0.0366047+0.0267672j 0.0497888+0.0207361j 0.0454821+0.0236394j -0.00863207-0.0467507j 0.099617-0.0204785j -0.00157672-0.0380294j 0.0326613+0.00522845j -0.0254597-0.0153694j -0.0193407+0.109468j 0.0253785+0.0448251j 0.11329-0.0486117j -0.0212479+0.0392914j -0.00692478-0.00914266j -0.0726643-0.0328357j 0.0219138-0.0496947j -0.0413782-0.00429646j 0.0205768+0.00533478j -0.118001-0.00298701j -0.129519+0.0379422j 0.0743865+0.0394704j 0.14002+0.0356235j 0.0584984-0.0178323j 0.165262+0.0996668j 0.0294524-0.0585307j -0.106158-0.0624276j 0.0588538-0.0904904j 0.00709854+0.0600576j -0.0342411+0.0296921j 0.0702575+0.0685284j -0.0174061+0.0845354j -0.0538251+0.195535j 0.0275515-0.176366j 0.0835566-0.0557951j 0.0537109+0.0308426j 0.00550907-0.130293j 0.118741+0.0385686j 0.0735969-0.0402665j 0.0240167+0.0254255j -0.121339+0.0124263j 0.115758-0.00524739j 0.00128447-0.00297323j -0.0143229+0.0307003j -0.0156563-0.0121415j -0.0620519-0.0354316j -0.0703151+0.00397469j -0.014259-0.00494061j 0.00122529-0.0615098j 
0.0280963-0.0289626j 0.018454+0.0342371j -0.0101784+0.0173143j 0.0634589+0.011429j -0.00641377-0.0440161j 0.0223347+0.0308663j 0.046643-0.0180705j -0.0181093-0.0254053j -0.0436001+0.00987221j -0.0376882+0.039641j 0.0316601+0.0758867j -0.0406651-0.0778469j 0.0343571+0.00553197j 0.0366295-0.095137j -0.0694562+0.00343209j 0.0228636+0.0255722j 0.00753126-0.0931977j -0.0680503-0.0138714j 0.0557961-0.0399628j -0.0137007+0.0146448j -0.026975-0.0572009j -0.0452763+0.0758671j -0.056119+0.0422171j -0.0642314+0.00074036j -0.0792808-0.0530606j 0.0916107-0.0464875j -0.00495665-0.0327971j 0.120307+0.0937989j -0.0395612-0.0070067j 0.0339865-0.0280933j 0.0287115+0.0155783j 0.0803483+0.0666915j 0.107395+0.0570457j 0.0511299-0.0144409j -0.0567457-0.127354j 0.00348579-0.0204537j -0.0126035+0.0485902j -0.0139417+0.0219318j -0.0162146-0.0870212j -0.0917546+0.12642j 0.0120667+0.133877j -0.0441457-0.0256141j 0.0229287+0.0646148j 0.055254-0.0990747j -0.00409104-0.0972652j -0.0178293+0.00666742j 0.0288755+0.0410417j 0.0471916-0.0375544j -0.0153849+0.0420741j 0.0816267-0.00550847j -0.0179324+0.0103238j 0.0686107+0.0258783j 
-0.00969459+0.0324965j -0.000267289-0.0306045j 0.043311+0.0275346j -0.0540028-0.00854804j -0.0340376+0.0626977j 0.02992-0.0596308j -0.00892266+0.0646174j -0.0498689-0.00522415j 0.00462228+0.00747229j -0.0234208-0.00738313j -0.0312062+0.0328425j -0.0212831-0.033077j -0.0346955+0.0525164j 0.0530842-0.0395554j -0.0626502+0.0523837j 0.0303331-0.0406879j 0.0114171-0.0721629j -0.0399141-0.0410932j 0.0755339-0.00868999j 0.0302884+0.0526203j 0.0488206+0.0399967j 0.0541758-0.0421466j 0.0599651+0.0292025j -0.0378484+0.0313807j 0.0805989-0.0320666j -0.0486603-0.0539921j 0.102177+0.0280651j 0.00462794-0.0655582j -0.127092+0.131175j 0.0277024+0.18755j 0.00598776+0.0757827j -0.0231245+0.0372375j -0.0308315-0.0299458j 0.0864176+0.0331375j -0.0439551-0.0610628j -0.0700942+0.121535j -0.0613889+0.0452743j 0.097766+0.00277865j 0.00697442-0.000894144j 0.0133305+0.0279429j 0.0570993+0.0451452j 0.0759043+0.00311915j 0.0279763+0.0257715j 0.052076-0.0284186j 0.0187214+0.0136853j 0.0392638+0.0380125j -0.0138154-0.116632j 0.0470739-0.00970406j -0.0586921-0.0068219j 0.0157935+0.0326572j 0.00286502-0.0379024j -0.0151009-0.0260561j 
