-0.0866495+0.0685527j -0.0349147+0.00509669j -0.0236761-0.00129781j -0.0948631-0.0399005j 0.0214792-0.0151827j 0.0438226-0.00194287j -0.0102121+0.00746445j 0.000660259+0.0445389j -0.0226836-0.0129688j -0.0454066-0.00723239j 0.0153237+0.0234205j 0.0326953+0.00284801j -0.0198406+0.00446004j -0.00790523-0.0140522j 0.0216998+0.0010516j 0.0159031-0.00784428j 0.0255336+0.0135745j 0.0159906+0.00887205j 0.0221462-0.0156114j -0.00858043-0.0127096j 0.00196848-0.01471j 0.0213548+0.0467624j -0.0204258-0.00207944j -0.017632-0.00443152j 0.0190418+0.00102946j 0.0264796-0.000563678j -0.0214029+0.0174996j -0.017695-0.0010643j 0.0089173+0.0141667j -0.00151114+0.00050844j 0.00770021-0.016538j 0.00187896-0.0166549j 0.037323+0.00666251j 0.0161942+0.0412671j 0.00307133-0.00783061j 0.0237048+0.0141182j -0.00350466-0.00815404j -0.0126778-0.00142165j 0.02424-0.00465078j 0.000688185-0.0220629j 0.0127268-0.00962727j 0.04138+4.71048e-05j -0.00157811-0.000992402j -0.0213396+0.0110937j -0.00461788-0.0045033j 0.0243922+0.0103583j 0.000693243+0.0102374j -0.000689203-0.0152138j 0.0124165+0.00411314j 0.000359346+0.0133924j -0.00653261-0.0142917j 0.0271737-0.0049492j 0.00116087+0.0184889j 0.0105718+0.0130411j 0.00173332+0.00387515j 0.00675743+0.00304611j 0.00610405+0.00740887j -0.0028422+0.000602423j 0.0125929-0.0358489j 0.0211668-0.00961616j 0.0109503+0.0178108j 0.00304853+0.0016984j 0.0165971+0.0222033j 0.0195064-0.0111846j -0.00938296-0.0310078j 0.0204293+0.0245355j 0.00315026-0.0106416j 0.0150071+0.0171613j -0.0150178+0.000705612j -0.0211943-0.00795058j -0.0156583+0.0178071j -0.0107776+0.0061424j 0.0107214-0.0194133j 0.00319464-0.00876687j 0.0118666-0.0578238j -0.00816329+0.0473453j 0.01624-0.00763984j 0.0720512+0.0127605j 0.060579+0.00625752j -0.0615087-0.033565j 0.0693857-0.0339097j -0.00178621+0.0248852j 0.03638+0.0827667j 0.0082347-0.0559771j 0.0128771+0.000725698j -0.0186032+0.05133j -0.097457+0.00570334j 0.0187391-0.134007j -0.0418199+0.0120725j 0.00102615-0.0217609j 0.00953263+0.00898606j -0.0247959-0.0327293j -0.0832745+0.146579j -0.00280937-0.0525235j 0.129986-0.116847j 
0.00959932+0.0270245j -0.00607622+0.0514543j -0.0205907-0.0301671j -0.0227175-0.00819083j -0.0151523-0.00356126j -4.37875e-05-0.0032406j 0.0200559+0.0482092j -0.066353-0.0451793j -0.0153414-0.0951713j 0.0413653-0.0339217j -0.0202711-0.0970783j -0.0128331-0.00292612j -0.0805298+0.047596j -0.0701831+0.0312536j -0.0451495-0.00500034j 0.0717505+0.0468617j -0.00731835+0.00614417j -0.0382848-0.0141069j 0.0403924+0.0843908j 0.022845+0.071176j -0.00423679-0.0487746j 0.0122348+0.116295j 0.00605702-0.015748j 0.0714901-0.00345011j -0.0248936+0.0207774j 0.0183148+0.106964j 0.00113814-0.0430625j -0.0353864-0.116466j 0.0230027+0.0209154j -0.00403881+0.00982631j 0.0238678+0.0241267j -0.0205354+0.0936016j -0.0262393-0.00328428j 0.0963339+0.0676355j 0.0164099+0.0178266j 0.0193165+0.0841031j 0.100329-0.000831947j 0.0894984-0.00895471j 0.113729-0.0736264j 0.0255612+0.00811215j -0.0741679-0.0368732j -0.0983828+0.0366017j 0.0540647+0.0779965j 0.0388689-0.0467616j 0.00421087-0.0517223j -0.0232896-0.0460927j -0.0550647-0.0764687j -0.00481015+0.0323912j 0.00760533+0.0561145j -0.00448957-0.0710976j -0.0393172-0.0653982j 0.0194811+0.0524248j 0.0265113-0.12401j 0.00460709-0.00387172j -0.0391242+0.0419991j -0.0403932+0.0265727j -0.021919-0.0746559j -0.05011+0.0461596j -0.0021989+0.0206713j 0.0790733+0.0514345j -0.0336719-0.00334811j -0.0186233+0.00590633j 0.0884125-0.0216553j 0.0111396+0.0245706j 0.0322184-0.00405948j 0.0165908-0.0315152j -0.0702108-0.0152963j -0.013473-0.0703075j 0.0246313+0.0229566j 0.0956057-0.0213328j -0.0314123-0.00714481j -0.0764165-0.0600039j 0.0225081+0.0271604j -0.018206+0.0211951j 0.017739-0.0877729j 0.0190951+0.0179555j -0.0188261+0.0725163j -0.0192415+0.00421358j 0.0534-0.0257953j -0.0225038-0.00865195j -0.0223353+0.0512554j -0.00452402-0.0171446j -0.0379379-0.0037239j -0.00152371-0.0254491j -0.0275813+0.00659415j 0.0176735-0.057441j 0.0957471-0.00305348j -0.01554+0.0392362j 0.0282272+0.056969j -0.00780796-0.0229227j 0.0830615+0.0214009j -0.0117217-0.0163474j 0.00756784-0.00886078j -0.00227873-0.0449385j -0.0105549-0.00582226j 
-0.0193039+0.0330724j -0.0168537-0.0392981j -0.000572372+0.0110832j -0.0659851-0.0443675j -0.00244609-0.0125999j 0.0739244-0.0123267j 0.00464521+0.0692896j -0.0668101+0.00325091j -0.0774917+0.00639479j 0.00768269+0.0188838j -0.000976988-0.02622j 0.015086-0.00735062j -0.0771603+0.0198926j 0.0338844+0.0318085j 0.0112074+0.0285444j -0.0216413+0.0107511j 0.0421855-0.0755593j 0.0415689+0.0293818j -0.0403281-0.0294586j 0.0316453-0.0403105j -0.0209842-0.0320484j 0.101161-0.0100057j -0.0562577-0.00829687j -0.0307103+0.0139216j -0.0868546-0.0319877j 0.108243-0.0228351j 0.0648172+0.00730603j 0.0560666+0.018142j 0.140393+0.0425557j 0.0186801-0.08485j -0.0315944+0.0606795j -0.124108+0.00194792j -0.0341535+0.101775j 0.177627+0.104842j -0.00933033-0.0673268j 0.131296-0.0453776j -0.000934611+0.119803j -0.0850294+0.0724074j -0.0604984-0.0648999j -0.0193153-0.264568j -0.126677+0.0431293j 0.0183376+0.105787j -0.058962+0.0711821j -0.129882-0.192057j 0.0494613-0.0271924j 0.00625713+0.0225675j -0.0468792-0.0393593j 0.0184152-0.0233216j -0.000666823-0.0260041j -0.0126043+0.0404987j 0.0190684+0.0484369j 0.0308113-0.0199865j 0.0194146+0.00927327j 0.0340783+0.00655364j -0.00723835-0.0522961j -0.00401406-0.0233009j 0.036383+0.0405669j 0.0281075+0.0725883j 0.0481323+0.0214933j 0.0139739-0.016085j -0.0612321-0.0539158j 0.0386422+0.0114508j -0.0640153-0.0349087j 0.0254809-0.0310548j 0.0302805+0.0212607j -0.0485357-0.0434107j 0.021172+0.00764103j -0.0403133-0.0546388j 0.0100802-0.0327214j -0.00679708-0.00372462j -0.0442839+0.0258502j 0.0337538-0.0238723j 0.0151604+0.0550142j 0.00387435+0.013167j -0.0703406+0.0292851j 0.0381305+0.00755015j -0.0609047-0.050784j 0.00776001+0.0458695j -0.0434625+0.0590647j -0.041026-0.00670849j 0.0212771+0.0341691j -0.0403494+0.0408408j -0.0353159-0.0136748j -0.0709458-0.0525152j -0.0646611+0.029291j 0.0290091+0.0290216j -0.0669821-0.0279805j 0.00574498-0.0141848j -0.0172333-0.0664445j 0.0625481+0.0289268j 0.0255488-0.00284396j -0.0593016-0.0189192j -0.0132833+0.00899887j 0.0342254-0.0163588j -0.0133613-0.0433282j 
0.0270614-0.0147509j 0.00190295+0.00778419j -0.043999-0.0093773j 0.000957714-0.0258549j -0.0107954+0.0259491j -0.0199251+0.00149956j 0.00265523-0.000355696j -0.0154825+0.0108778j -0.0156099-0.0247035j 0.0182212-0.0372591j -0.00479012+0.0102419j 0.00636018-0.00971456j -0.0701036+0.00921016j -0.0171585-0.00822523j -0.00334074+0.0252577j 0.0182714+0.0103029j -0.00852374-0.00771191j 0.0105879-0.0181794j -0.0126469+0.0297768j 0.0056051+0.0129411j 0.0265652-0.00731216j -0.00737197+0.0388083j 0.0432326-0.0105212j -0.0309221-0.0120394j -0.0801032-0.015615j 0.123849-0.0923276j 0.0619538-0.0698895j 0.034117-0.080568j 0.0997723-0.0645254j -0.0343375+0.00628831j -0.0645503+0.0602584j 0.0974947+0.113376j 0.111234+0.141536j 0.116577+0.201323j 0.014675-0.0808447j -0.0306993-0.0413614j 0.0476562-0.0338841j 0.130549+0.101623j 0.10285-0.15269j -0.0442179+0.0429355j -0.200443+0.0433015j -0.111793+0.101221j -0.103237+0.0892883j -0.0404385-0.0378001j -0.00677408+0.0209783j -0.0417336-0.0813835j -0.119153-0.0179466j 0.0147029+0.0474582j -0.04992+0.0145292j 0.047866-0.0339219j -0.0746962-0.0205467j 0.0404806+0.0355343j 0.111283-0.00599446j 0.0142487+0.0151958j -0.0308712-0.0761409j -0.0223777-0.0657619j 0.0334454-0.0321146j -0.0181564-0.00739793j 0.0121482-0.0499631j 0.0186338-0.0157817j -0.0527798-0.0275159j 0.038014+0.0263068j -0.0222956+0.0177374j 0.0332303-0.010983j -0.00584118+0.0042199j -0.00540472+0.021411j 0.0375938-0.0557704j 0.0153271+0.0440428j 0.00880291+0.0313564j 0.0215522+0.0338179j -0.0714911-0.0560306j 0.0612404-0.0412258j -0.00700083-0.0274923j 0.00499022+0.0116111j 0.00338322+0.0336444j 0.0128119-0.0201017j 0.0108552+0.00832819j -0.0182919+0.0386596j 0.0228921+0.0507141j 0.00714681-0.0553013j -0.0429043+0.0632193j -0.0152031+0.0137501j 0.022968+0.00870297j -0.0308661-0.000115201j -0.0223005-0.0283482j 0.0243802-0.0321905j -0.014598-0.0479861j 0.049656-0.0507688j 0.0213261+0.0148061j -0.0280509-0.00929491j 0.0336066+0.00888779j 0.0500386+0.0227888j -0.0116008+0.00201296j -0.0025514-0.0243758j -0.0139274+0.00816505j 
0.0275169-0.0254673j 0.0475119-0.0275552j 0.0462459-0.0417663j 0.00605315-0.0240378j 0.0218615-0.00989579j 0.00941855-0.0411877j 0.0146414-0.0746813j -0.0471316-0.0540806j -0.00646697-0.00464635j -0.00697906+0.00781523j 0.0531073+0.0299829j -0.00923153-0.00378069j 0.0577271-0.0129964j 0.0486824+0.0246075j 0.0292479-0.0368304j 0.0133532-0.0128368j 0.0427053+0.0219713j 0.0297112-0.0663705j -0.0110375+0.0721864j -0.0291561-0.0443343j 0.038359-0.00714637j -0.0177439+0.0281803j -0.0729686-0.0482555j -0.0381042+0.0168425j -0.0459711-0.0286009j -0.0500346-0.0129548j 0.00175321+0.0178581j -0.0170895+0.0387223j -0.077026-0.00784875j 0.0987376-0.0865185j 0.0904516+0.123096j -0.0176999-0.0311905j 0.0145939+0.00504147j -0.119241+0.0326422j 0.0194523+0.000506796j -0.0161098-0.0475508j 0.11866+0.197511j -0.0679+0.132511j 0.013183+0.174735j -0.155087+0.0316069j -0.0526081-0.126941j -0.129574+0.147184j -0.103376+0.0656083j -0.046418-0.112137j 0.0823995+0.0612773j -0.0900459-0.0919505j -0.000319418-0.0663291j -0.0693003-0.0320944j -0.0298748+0.0318227j 0.0142176+0.0532171j 0.0384668+0.142502j -0.0331873+0.0521829j 0.014477+0.0145861j 0.0218861+0.0154541j -0.0748367-0.117883j 0.00840218-0.0473703j 0.0618638+0.0215242j 0.0956849+0.0599825j -0.0564891-0.00695424j -0.122421-0.0390707j -0.0457283-0.0918856j -0.0120443+0.0361814j -0.00696594+0.0382915j -0.0622412-0.016055j -0.0170278-0.0195927j 0.015937+0.0320561j -0.0167171+0.00135595j 0.0555517+0.0341871j -0.013251+0.00110847j -0.0155908+0.0266096j -0.0280733+0.0252512j 0.0105997+0.0342394j -0.0539904-0.0403928j -0.00233339-0.0838018j 0.00627179+0.0159298j -0.0106177+0.0122048j -0.071566-0.0237853j -0.0410129-0.0805776j -0.00341263+0.00867088j 0.0455116+0.00992424j -0.0203909-0.0179j -0.00885968+0.0262555j -0.0578654-0.0454806j -0.0192558+0.0241769j -0.0159799-0.0148353j -0.000432475+0.0698864j 0.01113+0.0138721j -0.012785+0.0224749j -0.0121777-0.00422929j 0.0511763+0.00674132j -0.0402604+0.051084j -0.0099267+0.00505915j -0.0291285-0.0378315j -0.0254875+0.0198542j -0.0163691+0.00234034j 
-0.0195717+0.0141316j 0.0282718-0.0341681j 0.0288323+0.0430072j -0.0476579+0.0113322j -0.0158791-0.00390147j 0.00375383-0.021923j -0.0364257-0.0356029j -0.0432041+0.0034205j -0.0130262+0.012343j 0.0237789-0.0258433j -0.0463138+0.0337422j 0.000277594-0.00772903j -0.0490012-0.0646889j 0.0523565-0.0514651j -0.0366817+0.0214248j -0.0160437+0.00300441j -0.0407844+0.000366702j -0.011485+0.0107861j -0.00300693-0.0476502j -0.0176055-0.0143656j 0.0139656-0.0326688j -0.0204257-0.0725874j -0.0611455+0.0598738j 0.0676443+0.00455453j 0.0608871-0.0576625j -0.0840764-0.0693785j -0.0362144+0.156308j -0.0267701+0.0157716j -0.0234217+0.180943j -0.0183502-0.0343894j -0.259998+0.0215038j -0.014183-0.201218j 0.138328-0.137874j 0.202237-0.0269896j 0.00103123-0.0524733j 0.087925-0.0798769j 0.113253-0.0203812j -0.117093+0.059872j 0.0247099-0.128791j 0.152583+0.166218j 0.0396935+0.062503j -0.0979845+0.0523319j 0.0115893+0.126678j -0.0111028-0.0663733j 0.0668537+0.103311j 0.000408881+0.00758716j 0.00948626-0.0127116j 0.0180504+0.0674727j 0.0142468-0.0614792j 0.0309158-0.0197263j 0.0798536-0.000559728j 0.0298663+0.101497j -0.072155+0.19039j 0.00658885+0.0648865j -0.0921074+0.0192853j -0.00407885+0.0291726j 0.0349459+0.0617872j -0.019285-0.0111231j 0.0797063+0.000750468j 0.0242881+0.0554784j -0.0430231+0.0260025j 0.0402074+0.0542383j -0.0213775+0.00568251j 0.0316163+0.0261673j 0.0747331-0.0624816j 0.00139453+0.0247869j 0.00430697-0.0197341j -0.0600703+0.0368742j 0.00900254+0.0335141j -0.0112457+0.00950006j 0.0206497+0.00755211j 0.0524263+0.0314912j 0.0515427+0.0143296j 0.0466096-0.0182161j -0.015424+0.00957511j 0.0272888-0.0384508j -0.0135285+0.0142558j 0.00230155-0.023234j -0.0244935+0.0411188j 0.0109836+0.0298458j 0.00721348-0.0470608j 0.0118652+0.0527296j -0.0314147+0.0210072j -0.0286051+0.0234285j -0.0621196-0.0206168j -0.0087743-0.0205608j -0.0257229+0.0106252j 0.0149249+0.0136059j -0.0506192-0.0429463j 0.000947593-0.0128112j 0.000264492-0.026094j 0.035982+0.00087675j -0.0544145+0.0252333j 0.0107739-0.0193361j -0.00465116-0.0339369j 
0.024362+0.0402947j -0.0804943+0.0311249j -0.0684175-0.0499371j 0.0282317-0.0110328j -0.00455126+0.0232278j -0.0155532+0.00086028j 0.00994702+0.00480877j 0.0393396+0.000482758j -0.00847952-0.0130245j 0.0114087+0.00810551j -0.0084832-0.0147618j 0.00250543-0.0617568j -0.0399572-0.0504155j 0.0476818-0.0149321j -0.0227171+0.0168383j -0.00680142+0.0136268j 0.0334451+0.0249184j 0.0294297-0.0391352j 0.00140364+0.0394811j -0.0077216+0.0245692j 0.0254635-0.0124552j -0.0583705+0.0623446j -0.0173544-0.0263855j 0.0162164-0.0108865j 0.0997264-0.0178696j -0.110023+0.0925293j 0.0111569+0.0247736j -0.0650593-0.0746737j 0.00026446+0.0838156j 0.0912688+0.0644082j 0.254257+0.0080779j -0.0978951-0.129089j -0.0700312-0.0743129j 0.16948-0.0995026j 0.089099+0.000396545j -0.0293931+0.107155j 0.00128915+0.0964294j -0.0567667-0.0952539j 0.0431722-0.050003j 0.13199-0.0620065j -0.0556494-0.0495813j -0.0777049-0.0338838j 0.0764616+0.0576002j -0.0455298-0.0343255j -0.00142218-0.0330299j -0.0842566-0.0427607j -0.0395358-0.0782753j -0.0542274+0.0625489j -0.0545492+0.0364459j 0.00219758-0.00972979j 0.00652828-0.0453102j -0.00135433+0.0504135j -0.00822042-0.0530073j -0.015805-0.0193474j -0.00346552+0.0531102j 0.00935625-0.0141385j -0.0231557-0.038954j 0.0342751+0.00478587j -0.0619128-0.00202326j -0.00167102-0.0443454j -0.00701925-0.0294819j -0.0016617-0.0588193j 0.0111394-0.0173724j 0.00129135+0.0155968j -0.0751598+0.0293035j -0.0161292-0.0100867j -0.0106968-0.022327j 0.035279+0.0141102j -0.0184434-0.018448j 0.00956083-0.00344917j -0.0317738-0.00763844j -0.0132997-0.0088178j -0.042937-0.0416305j -0.00803386-0.0104293j -0.0257626+0.00201354j -0.00380808+0.0352882j -0.0118444-0.00455143j -0.0186377-0.0224316j 0.00968895-0.0334345j -0.0202841+0.00219813j -0.022165+0.0389147j -0.0153797-0.0717733j 0.0301458-0.0495681j -0.025018-0.030385j 0.000290053+0.00180786j 0.0159153+0.0215072j -0.0106661+0.00947466j 0.00099536-0.0206209j 0.0600275+0.0473347j -0.00208866+0.00754824j 0.0126368+0.018314j -0.0329686+0.0150071j -0.0134152+0.00527449j -0.0169349-0.0303271j 0.0294733+0.0185001j 
0.0007474+0.0197543j -0.0369524-0.0200584j -0.0721935+0.00401437j 0.00930607+0.0119875j 0.0330273+0.00226938j -0.00302293+0.0106686j 0.0560664-0.0253763j 0.0232493-0.036469j 0.0285544-0.0214364j 0.0226617-0.0155781j 0.00517336+0.0126136j -0.0289577+0.015374j -0.00190037+0.0067652j -0.0326903-0.0226113j 0.0300977-0.00501026j -0.0317182+0.0162303j -0.0147384-0.00460127j 0.0194983-0.00431968j -0.0418563-0.0136788j -0.0129028-0.0130022j 0.0064541-0.00377295j -0.0150719+0.000207661j 0.0132486+0.0358228j 0.00872609-0.0313678j 0.00144648-0.0384239j -0.0716436-0.0455455j 0.00374097+0.00614191j 0.00118255-0.0161142j -0.0106474-0.0905737j 0.0828355+0.0808956j 0.286849+0.0417388j 0.0719882-0.0752078j 0.0879991-0.0523994j 0.080434+0.076554j 0.0358936+0.050409j -0.0687913-0.00933525j -0.0443774+0.0402719j 0.0767767-0.0419595j 0.138299-0.000541759j -0.0734809+0.12176j 0.0119099-0.0953047j 0.0396749-0.0898578j -0.039647-0.00998293j -0.0597581+0.0844084j -0.0374048+0.0572707j -0.0396502-0.0465198j 0.00334798+0.000752691j -0.103418-0.0117838j -0.0142439+0.0130123j 0.0279636+0.0309809j 0.038346-0.0266585j -0.00848987-0.0092684j -0.00833753+0.073056j 0.00576734+0.0283923j 0.0304883+0.00919138j 0.07753-0.018484j 0.0152632-0.00245705j 0.0731861-0.0129236j -0.0558046-0.0144621j -0.0532159-0.0264182j 0.0369676+0.0330691j -0.033245-0.0663831j 0.0372275+0.0455736j -0.0682431-0.00900435j -0.0348426+0.0417888j 0.0305183+0.0512578j 0.0213792-0.0226587j 0.0294637+0.0322744j 0.0188852-0.0316976j -0.0116017+0.000460362j -0.0359283-0.0397946j 0.0373037+0.0657737j -0.01101-0.0429345j -0.00904212+0.0498383j 0.0237511+0.0212566j -0.0157698-0.0160904j 0.0345193-0.0384686j -0.00958582-0.0129622j -0.0417928-0.0335361j -0.00549793+0.0862182j 0.0423588-0.0398023j -0.0419519-0.0156038j -0.0247417+0.00639011j 0.0196478-0.0527162j -0.00962045-0.00542724j -0.00795612+0.00856347j -0.0827742-0.00338766j -0.00188837-0.0392848j 0.0647759-0.035621j -0.0107072-0.0136208j 0.0152674-0.0264038j 0.0137767+0.025373j -0.0283773+0.0167763j 0.0124125+0.00599615j 0.00296598-0.00973514j 
-0.00820125-0.0238646j 0.0759452-0.00544019j 0.027697-0.0105396j -0.0162839-0.036196j 0.030281-0.0297521j 0.0200572+0.0237401j 0.00318966-0.0086763j 0.0267227-0.0355045j 0.0217981-0.018697j -0.0259247-0.00277777j 0.00533108+0.00951909j 0.00415788+0.00550517j 0.00980926+0.00272803j -0.0143856-0.0013458j 0.0224834+0.0319262j 0.000843323-0.00783448j 0.0153129-0.0162252j -0.0416554-0.0140215j 0.0307284+0.0661616j -0.013675-0.0190407j 0.0243301-0.00194052j 0.0205973+0.0300814j 0.0598724-0.0542943j -0.0303977-0.0217387j -0.0420009+0.0639845j 0.026018-0.0494017j -0.0535236-0.0772009j -0.0106704+0.0419807j -0.206211-0.124024j 0.113327-0.0891814j -0.108388+0.0521722j 0.0432261-0.156912j 0.188106-0.0206044j -0.133348+0.121152j -0.0524976-0.0236333j 0.0703691-0.0322861j -0.0963825-0.0235173j 0.0821293-0.0368107j -0.0426702-0.0536773j 0.0520377-0.00620634j 0.0113629-0.0223876j 0.0125633+0.0713113j -0.156005-0.0169672j 0.124595+0.0678619j 0.0080703+0.0673006j -0.0607252-0.0826192j 0.03433+0.0867277j 0.0313298-0.00377831j 0.0276154+0.00166106j -0.0686416-0.0538932j -0.0320008+0.10655j 0.0213285+0.0316118j 0.0387795+0.101887j -0.0242312+0.0267052j -0.0342281-0.0768022j 0.0197425-0.0106909j 0.0329647+0.0565466j 0.0119283+0.0685891j -0.0263189-0.0119625j 0.0535353-0.0534991j -0.0740964-0.0459011j 0.0272726+0.0491476j -0.0308857+0.0362017j 0.0248845-0.0146412j 0.019602-0.0189551j -0.0270723+0.0774023j -0.0428391-0.0456969j 0.0272154+0.0500073j 0.0541245-0.012523j 0.00128596-0.0249842j -0.0669864-0.0324317j -0.0289155-0.0334346j 0.0225101+0.0130404j 0.0682307-0.027501j -0.00500333-0.0412027j 0.00265857+0.0188189j 0.0146169-0.0106755j 0.00529602-0.00958768j 0.0643893+0.0521932j 0.0102558-0.0502818j -0.125463+0.0371769j 0.0392207+0.0583463j -0.00895961-0.018418j -0.0299664+0.00716715j -0.0124445-0.0413188j -0.0628173-0.0621003j 0.0505916+0.044087j -0.0456981+0.0231258j -0.0735132-0.00318347j -0.0153312-0.0880149j 0.0724239+0.0247154j -0.0199162-0.0328388j -0.0105729-0.00809624j -0.000304493+0.0115554j -0.0012482-0.0521102j 
-0.0115554-0.00753813j -0.00313955-0.0418044j -0.0411319-0.0147386j 0.094566-0.0681685j 0.0124029-0.0462848j -0.0101388+0.00901006j -0.0232353-0.0276542j -0.0130764+0.0268744j 0.0244722-0.0167316j -0.0156351+0.0131042j 0.00769702+0.0518625j 0.0529754-0.0288281j -0.00668863+0.0162458j 0.00647157+0.0299264j 0.0314625+0.00653685j -0.0325515-0.00687083j 0.00382922-0.0528968j 0.0454787-0.0255006j -0.0597826-0.00963182j 0.0276107-0.0712729j 0.0550077+0.0326768j 0.0029325+0.0133443j 0.0689318-0.0112772j -0.124672-0.00605772j -0.148894+0.0414422j 0.049666-0.0546769j -0.0654058-0.0555559j -0.0637992+0.10773j 0.0646235-0.11912j 0.144112-0.12085j 0.0941634+0.00717842j -0.0149998-0.109858j -0.0687367+0.0288405j 0.0713437-0.074836j 0.0221881-0.0423344j -0.00827817-0.0100567j -0.103068+0.00629855j -0.00683006-0.060958j -0.0557882-0.0195032j 0.131689-0.0730496j -0.151747+0.0259487j -0.0564773+0.165442j -0.0382185-0.0738633j -0.123939+0.0491801j 0.0132619+0.040958j 0.102918-0.0811252j -0.0232685+0.0370501j -0.0118032+0.0258988j -0.0394064+0.0384895j 0.0429564+0.0339919j -0.0235909+0.0749129j 0.0213765+0.0498545j 0.0874813-0.0134388j 0.0464556+0.0142032j -0.00488746-0.0587878j 0.0310551-0.01075j -0.0214435+0.00177565j 0.0106887+0.055597j -0.0769796-0.0230744j -0.00760191-0.0603457j 0.0306885-0.0169739j 0.0129893-0.00590666j 0.0165708-0.0124488j 0.0269157+0.0150082j -0.0663399-0.017234j 0.0416647+0.0148486j -0.00864746-0.0517582j 0.0218426+0.0660967j 0.0339108-0.00498919j 0.0157663-0.052396j -0.0808583-0.0197299j 0.010193-0.0140822j -0.0162586-0.0785379j 0.0675135+0.0558792j -0.00816949+0.0154383j -0.0099538+0.0114892j 0.0300645+0.0088425j -0.0206366-0.0190842j -0.0273772+0.11724j 0.015431+0.00780768j -0.0271684-0.0856214j 0.0362749-0.0104867j 0.0831081-0.0139522j -0.0679841+0.000742902j -0.0862428-0.00685133j -0.0261375+0.0127916j -0.0483429+0.010182j 0.0166024-0.0284835j 0.025602-0.0114535j -0.0274657-0.0899428j 0.0106911-0.0604591j 0.0285834+0.00159397j -0.0180783+0.0194372j 0.0077638+0.013636j -0.00036616-0.0397343j 
0.035742+0.00898262j 0.00493116+0.0402708j 0.00349942-0.050775j 0.0470982-0.067541j -0.0124849+0.0236809j 0.0327901-0.0354905j -0.0475878-0.00092738j -0.0111459-0.0197565j 0.0199525+0.00298379j 0.0315812+0.0216754j 0.0272411+0.00802379j -0.00875925-0.0144785j -0.00624356+0.0107168j 0.0425582-0.0277249j 0.00909069-0.0203957j -0.0131642+0.0260197j 0.00643834+0.01187j 0.0532049-0.00863184j -0.0696802+0.00944507j -0.0128958-0.0349511j -0.0209041-0.0233079j -0.00769235-0.0617221j -0.0408041-0.0726401j -0.00525562+0.0723699j -0.0459084+0.0543565j -0.0729914-0.0944142j 0.00872692+0.0928804j 0.0151747-0.0384809j -0.0464997-0.0614808j -0.0406243+0.157906j -0.0519602+0.0639975j 0.26052-0.0993069j -0.00180497+0.146603j 0.110489+0.047389j 0.0418466+0.024965j 0.0141282+0.0713661j 0.0336551+0.105029j -0.103455-0.0503907j -0.0261666+0.128965j 0.0358207+0.0736496j 0.0203424+0.101881j -0.0813419+0.0579157j 0.0021569-0.00115086j -0.122811-0.070155j 0.058704+0.00658504j 0.181486-0.0232988j 0.0435888-0.0575113j -0.0699586-0.112988j 0.0199677+0.0614751j 0.107243+0.0461763j 0.0643223+0.0688455j 0.0362123+0.0459326j -0.0241299-0.0620084j 0.00828083-0.0221212j -0.0399434+0.0866391j -0.0504368+0.0824335j -0.0668802+0.0727541j -0.0765425+0.0536734j 0.00260214+0.0544444j 0.0375821+0.0342615j 0.0692688-0.0170768j 0.00575241+0.0299385j 0.0618424-0.0702803j -0.00361034-0.0372757j 0.0272785+0.0362206j -0.0103538-0.121602j 0.0263057+0.0164442j -0.0651389-0.0470942j -0.0411078-0.00432487j -0.000572235+0.0721137j 0.0763717+0.0595447j -0.061518-0.0549396j -0.0165257+0.0013014j -0.0444455-0.0123875j -0.110213-0.0295755j 0.0224694-0.032048j -0.0337142+0.00517149j 0.0316009+0.0843961j -0.0534672+0.00433121j 0.0114497+0.00878945j 0.0420062+0.0357354j 0.0323994-0.0232098j 0.0568312-0.000674342j 0.0174668+0.00313758j 0.068363+0.147534j 0.124252+0.0319091j 0.0312842+0.0322968j 0.035219-0.000374514j -0.0278142+0.0451242j 0.0668974+0.113619j -0.0760099-0.0134331j -0.0214515-0.0437118j 0.0140279-0.0268417j -0.0234917-0.0214062j -0.00453313+0.0125683j 
