0.127194-9.64506e-16j 0.121789-0.000589659j 0.0305671+0.0334895j -0.0877678-0.117467j 0.0180402-0.0467463j 0.0319586+0.0423749j 0.00862075+0.0913484j 0.0159861-0.0268669j -0.0130809+0.0646296j 0.0170798-0.0311511j 0.00335042-0.0281117j 0.00912977+0.0321186j -0.00623322+0.00610497j 0.0055885-0.0014468j -0.00220836-0.0199634j -0.0164682+0.04055j 0.0133615-0.0301829j -0.00331807-0.0183778j 0.0147619-0.00178363j 0.00563455+0.0282031j -0.00572715+0.0242724j 0.014113+0.00581774j -0.0131398+0.00453976j -0.0105338-0.00470046j -0.00490615+0.0192863j -0.000511717-0.0113973j -0.017404-0.0125216j 0.0219107+0.0231771j 0.00605616+0.0102829j 0.00934399+0.0024986j -0.0172824+0.00682418j 0.0236087+0.0065084j 0.00832377+0.0199929j 0.00833051-0.02511j 0.0673822+0.0150412j 0.041464-0.000747323j 0.0135832+0.0488401j 0.163169-0.0115171j -0.056776-0.109203j 0.0274246-0.0256347j -0.0180261+0.0310508j -0.0146326-0.110428j 0.0362665+0.0221697j -0.0162375-0.0655054j 0.039384+0.0188448j 0.0581653+0.00574315j -0.0114065-0.0153131j 0.0455294-0.0231169j 0.00171859+0.0179656j -0.0361116-0.0707479j -0.00670219+0.0245683j -0.0127831-0.000638635j 0.0487885-0.00223911j 0.0164244+0.0137476j -0.00554141-0.0386997j -0.00878959+0.0385929j 0.0173263-0.00903108j 0.00645706-0.0287726j -0.019553+0.0145318j -0.0295692-0.00527913j 0.0122322+0.0400873j -0.0101499+0.00582709j 0.0208567-0.0303134j 0.0107511-0.0126802j 0.00850224-0.0342832j 0.0106743+0.00332355j 0.00259842-0.004962j -0.00431129+0.0110201j -0.00578022+0.00151728j -0.0581913+0.0326948j -0.00229936+0.0218743j 0.000706773+0.00526927j 0.0276404-0.0298874j 0.0042853-0.0182228j -0.0284252-0.0214776j 0.0220293-0.00182207j -0.01809-0.0146143j 0.00969778+0.0162813j 0.0324521-0.0204222j 0.00426862+0.0211166j -0.0328207-0.0309624j 0.0212545+0.0120528j -0.00840723-0.00115226j -0.000405152+0.0520775j -0.0147745-0.0248337j 0.0535813-0.0438063j 0.0289288-0.0331246j 0.0233327-0.0781782j 0.00696111-0.00350025j 0.00904101-0.0355527j -0.129334+0.197052j -0.20015-0.218922j -0.284183-0.0411816j -0.0269116+0.127222j -0.0356857+0.141338j 0.0601527+0.0273401j -0.00832598-0.00088676j -0.174484-0.049464j 
0.0289288+0.0331246j 0.0377471-0.0149056j 0.131764+0.0870505j -0.0733102+0.0824286j 0.0436847-0.0870077j 0.0637764+0.0467067j 0.0293983+0.0338421j 0.00102369+0.0207954j -0.031029-0.0233153j 0.0377423+0.0207291j 0.0152751+0.0404744j -0.0185473-0.0633446j -0.0104456-0.0138819j 0.0084597+0.0106691j 0.00758151-0.00114711j -0.00498612-0.0139741j -0.00726748+0.00783867j -0.0189937+0.0149417j 0.00364404+0.0039078j -0.000277582-0.00928639j -0.00580315+0.00452843j 0.00863254-0.0102598j -0.00358996-0.00852427j 0.00442285-0.00320127j 0.00561523-0.000104702j 0.00213195-0.00689551j 0.00298364+0.00666074j 0.00378621-0.00541268j -0.000311068+0.00245178j -0.000934851-0.000875915j 0.00719124-0.000178244j -0.00158854+0.00151517j 0.0157591-0.00145695j 0.000127555-0.00578308j 0.0144866-0.0072208j -0.0175797+0.00611762j 0.00355409-0.00575662j 0.0162493+0.00643847j 0.0174546+0.0163794j 0.0256478-0.00686816j 0.0799625-0.0365693j -0.0109577-0.0635254j -0.0824969+0.0429877j -0.0592225-0.0902681j 0.00805823-0.0792399j 0.0734282+0.0381164j 0.0205602-0.109873j 0.131057+0.0993136j -0.0675639-0.0751934j 0.0175894-0.023646j -0.0368091-0.0671886j 0.12727+0.0138337j -0.0118228-0.0634002j -0.189514-0.250754j -0.0227382+0.18421j 0.0947256-0.0394075j 0.0113233+0.0517668j -0.0449713+0.00380579j -0.0338133+0.0742666j 0.0384894+0.0254845j 0.0479108+0.03431j -0.151337-0.129267j -0.164345-0.039483j 0.035759-0.00784371j 0.0715046-0.0812697j 0.00221351-0.156777j 0.0845706-0.063657j 0.0567065-0.0938896j -0.0197036+0.0408977j 0.0203986-0.0525076j 0.0598675+0.0281583j -0.0384738-0.0142012j -0.0931997+0.00602804j 0.0485593-0.0586476j 0.0244841+0.0251305j -0.0240128-0.0230446j 0.0252875-0.0262196j 0.0652956+0.0121996j -0.0268005+0.0697062j 0.0111566+0.0264404j 0.0169305-0.0145704j -0.0132533-0.0447425j 0.031771-0.0241103j 0.00964126+0.0155088j 0.00723808-0.0531046j -0.0288792-0.0182335j -0.0190653-1.38778e-16j 0.0137929-0.0199558j -0.0368342+0.034981j 0.0588017-0.0414413j 0.0398367-0.00459249j -0.000295021+0.0351906j -0.00809006+0.00711488j -0.034776-0.0222329j -0.0350599-0.0186663j -0.0188333-0.0119088j -0.018487-0.0412431j -0.0173336-0.0571495j 
0.0233327+0.0781782j 0.00845869+0.0479621j -0.0231519+0.037033j -0.0371394-0.0373601j -0.0198274+0.00599336j -0.00359545+0.000441139j -0.041961-0.00390752j 0.0309723+0.00426465j -0.0480084+0.0301451j -0.00489076+0.0207663j -0.0182688-0.00177604j 0.00714326-0.0329444j 0.0083318+0.0112468j 0.0162177+0.0249506j 0.00428325-0.00288443j -0.00756174-0.0179468j 0.00390991-0.00654381j -0.002802+0.0115581j 0.00780916-0.00499728j 0.0115664+0.00260029j 0.00465906+0.0035289j 0.00554621+0.00117338j 0.00166194-0.01054j -0.00288842+0.0133816j 0.00751319+0.0101534j -0.00516495-0.00597917j 0.00362158-0.00975872j -0.0167892+0.00230103j 0.00773231-0.0118276j 0.00348757+0.00368562j 0.00130698+0.0105282j -0.00740593+0.00419228j -0.00428916+0.0175542j 5.75417e-05-0.0117781j 0.0129152-0.00364869j -0.00279271-0.0112058j -0.00808559+0.012721j 0.00647452+0.00769085j -0.00612809+0.0221602j -0.0130375+0.00757931j 0.0146311-0.00182924j 0.0130165+0.010205j -0.0454676-0.0544576j 0.0159729-0.030846j 0.017773+0.0241102j -0.00626806+0.0236812j -0.0835405-0.0134746j 0.0456351+0.0833118j -0.0314454-0.0278711j 0.181463+0.0132877j -0.158828+0.0213858j 0.0744342+0.0261695j -0.0904572-0.199018j -0.0130536-0.0287003j 0.101926+0.0253743j 0.123227-0.0288713j 0.0248786+0.0659734j -0.125117-0.0499306j -0.117734-0.070897j 0.0143601-0.0524528j 0.0887889-0.0592134j 0.109565-0.0462789j -0.0609041-0.0586211j 0.00514697+0.117318j -0.0730395+9.14426e-05j 0.0439922-0.0095862j 0.0190135+0.0992605j -0.03426+0.0460282j 0.0905966+0.123111j 0.00215505+0.0109491j -0.0088825-0.0313727j -0.0156329-0.00985529j -0.0337097+0.00661648j -0.0177024-0.0444276j 0.0432229-0.036932j -0.0224663+0.00242627j -0.0336448+0.0370752j -0.0321502+0.0017803j -0.0325269+0.0406156j 0.0611254-0.0290075j -0.0074053-0.0119476j -0.0199518+0.0273803j 0.0536008-0.064282j 0.0446483-0.0237395j -0.0376435-0.00894771j -0.00677796-0.034649j 0.0137929+0.0199558j 0.0918151-3.19189e-16j 0.00263009-0.0426908j 0.0521044+0.00773451j 0.00651851-0.00696027j -0.0402601-0.0522671j 0.00152471+0.0305491j -0.0165433+0.017776j -0.0365123+0.0326873j 0.0367572+0.117029j 0.0398723+0.00102988j -0.047628-0.000913055j 
0.00696111+0.00350025j -0.0648753-0.0702073j -0.112972+0.0885467j -0.0698454-0.186757j -0.00744052+0.0408542j 0.0256372-0.0391925j -0.0261177-0.0154297j 0.0149651-0.0160228j 0.0350127+0.0638714j 0.00992121-0.0342627j -0.013927+0.0218018j 0.0153137+0.0282507j 0.021932-0.0331899j 0.00846352-0.0115436j -0.00221349-0.00394041j -2.48637e-05+0.00802028j 0.00902491-0.00641382j 0.0103857+0.022873j 0.00363607-0.00558913j 0.00700813+0.0367896j 0.0214508+0.0183316j -0.0066408+0.0105888j -0.0189017+0.00533563j 0.00475718-0.0061309j 0.00546245-0.00542043j -0.0112532+0.00287628j -0.0124713-0.0251729j 0.00242723+0.0196065j -0.000687898-0.0123249j 0.0135182-0.0110987j 0.0142848-0.011944j 0.00120095+0.0285255j -0.021312-0.00777498j -0.00630388-0.0353349j 0.0118405+0.0111887j 0.00768199-0.0175709j 0.0229001+0.00967292j 0.0354159+0.0434546j -0.00620398+0.0244027j -0.0210423+0.00517489j -0.00576338+0.0913855j 0.0579109-0.0108956j -0.0333492-0.130162j 0.105653-0.00407142j -0.0146503+0.0867809j -0.0791471-0.0353352j -0.0355998+0.102763j -0.007459-0.0621576j 0.134687+0.00627706j -0.0295314-0.0286033j 0.125048+0.119407j -0.0764227-0.117414j 0.0503706+0.0224486j 0.1196+0.0124749j 0.0207687+0.00858288j -0.0852397+0.11642j 0.195418-0.0141283j -0.105678-0.155572j -0.00120583+0.232846j 0.0102712-0.0482812j 0.00955563-0.0735729j -0.0482293-0.0362994j -0.0445825+0.117594j -0.0922889-0.139264j 0.0351655+0.0872918j -0.110605+0.0633949j -0.0487194-0.00275018j 0.0532565+0.0251061j -0.0508805-0.0108267j 0.0675779+0.0654116j -0.0144261-0.00334199j -0.0391461+0.0133324j -0.0411098+0.102527j -0.00343113-0.00135899j -0.0324848-0.00265192j -0.0276429+0.0624665j 0.00232087-0.0632994j -0.0217152-0.0536196j -0.0707563+0.0588446j 0.016981+0.0487837j 0.00639913+0.00752042j 0.0760664-0.0359605j -0.0167006+0.013672j 0.0303464-0.033891j -0.0160265+0.0134026j 0.0155651+0.049582j -0.0368342-0.034981j 0.00263009+0.0426908j -0.143901+2.91434e-16j -0.0784939+0.00322197j -0.0167669-0.0449967j -0.0848534-0.00642549j 0.0198885+0.0251504j 0.0248525+0.0754626j -0.0220489+0.0143238j -0.0263354+0.0035701j -0.0398059+0.0204755j -0.00481275+0.0175982j 
0.00904101+0.0355527j -0.02484-0.0811567j 0.0984767+0.122977j -0.00799165+0.185435j -0.132288+0.0357367j -0.0191849-0.0224203j 0.00922754+0.010714j -0.0528541+0.0157682j -0.026626-0.0115922j 0.00321432-0.0160501j -0.00177346-0.0077442j -0.00148921-0.00722673j 0.0185655+0.00234917j -0.0235675-0.0336046j 0.0099443+0.0184785j 0.010555+0.00258627j -0.0111258+0.00064494j 0.000528731+0.0130095j -0.00142818-0.0159106j -0.0154033-0.0114525j -0.00656439-0.00903939j -0.013384-0.0102847j -0.0122566-0.014656j -0.00148591+0.0234295j -0.0225756-0.0149658j 0.0117911+0.00431864j -0.00621511-0.00579036j 0.0049667+0.00174667j -0.00809592-0.0238871j -0.020648-0.0137354j 0.000192507-0.0132336j 0.00823684+0.0143249j 0.00229044+0.0148333j -0.0199277-0.00511567j -0.0170565-0.0393837j -0.0130514-0.0108594j -0.0117388-0.0202313j 0.00526797-0.0357978j 0.0442029+0.0280206j 0.0280702+0.0106328j 0.0219856-0.0471628j -0.0671759-0.0866241j 0.0146066+0.102025j -0.0972357-0.0673177j -0.0231719+0.0400522j -0.0223751+0.0238562j -0.0934317+0.116793j -0.220532-0.039827j 0.0708695+0.0647487j -0.195736-0.0140531j 0.0127586-0.0258876j -0.154345-0.149836j 0.155417-0.00837579j 0.0291568+0.0927235j -0.120443-0.0351109j -0.160662+0.0206362j -0.0464959+0.0806327j 0.0610685+0.029481j -0.128911-0.119145j 0.0367031-0.0585836j -0.0239958-0.0257809j -0.0852134-0.0129632j 0.042934+0.0803065j 0.0680789+0.0398468j 0.00816402+0.0751727j -0.0118881-0.119398j 0.0301653+0.0283948j -0.0999662+0.0131852j 0.0332533-0.0268755j 0.0271517+0.0312j 0.0712678-0.0478323j -0.0113714+0.0684506j -0.0692139+0.027417j -0.00152732-0.0530884j -0.0389173-0.024266j -0.0264911-0.0126237j 0.0427598-0.0394109j -0.0643035-0.039114j 0.0470103-0.0738125j -0.00557745+0.0489509j 0.0138863+0.0589344j -0.0692642-0.000572285j 0.042555-0.0315507j -0.0496375-0.00914338j 0.0350123-0.00680141j -0.0384673+0.0234616j 0.0588017+0.0414413j 0.0521044-0.00773451j -0.0784939-0.00322197j 0.0168179-5.29091e-17j -0.0549138-0.0381727j -0.0479897+0.0430028j -0.0506615-0.0684397j -0.0533256+0.04263j -0.0595994-0.0279824j 0.0592426-0.0506504j -0.0157106+0.028482j -0.0196532+0.0621354j 
-0.129334-0.197052j 0.15956-0.0863341j 0.0576128+0.209992j -0.0764592-0.0175201j 0.000687761+0.0762589j -0.0224506-0.064676j 0.00693605+0.00327944j 0.02424+0.0408109j -0.0185738-0.0282946j -0.0233363-0.00419732j -0.0101229-0.0295893j -0.0553241-0.00619656j -0.0347603-0.0102953j -0.0262175-0.0229956j 0.026272+0.00491333j 0.0392819+0.0204212j -0.018371-0.000164836j -0.0328651+0.0280711j 0.0282332+0.0102523j 0.0336276+0.031327j -0.0228117+0.0270752j 0.00829068-0.0309342j 0.00701103-0.0048207j -0.0553413-0.00935743j -0.00390464-0.0312941j 0.0089976-0.00356222j 0.0153752-0.0177974j 0.016139-0.0333985j 0.0365215+0.00936375j -0.0107992-0.0338804j -0.0340909-0.0283399j 0.0130045+0.032188j -0.00971291-0.0333859j -0.0173742-0.0371688j 0.0515529-0.0137449j -0.0127077-0.00936232j 0.0199144-0.0317373j 0.0289316+0.0483522j -0.00869021+0.0373942j 0.0482233+0.00804557j 0.0943148+0.0956015j 0.0156888-0.0658945j -0.0643291-0.0447155j -0.014331-0.128397j 0.0257491+0.0394812j 0.049592+0.103731j -0.086635+0.0357918j 0.0150862+0.0261121j -0.0963184-0.0918888j 0.0963976+0.160268j -0.157347-0.0234863j 0.0183274+0.0783538j -0.141028-0.0615963j -0.112623-0.0782582j -0.194703-0.0307634j -0.0583173+0.105287j 0.177652+0.076868j -0.0126235-0.110963j -0.0649238+0.0632182j -0.0127567-0.115358j 0.077823+0.0543476j 0.0966255-0.0496918j -0.0729779-0.0447776j -0.000688499-0.0275885j -0.03923+0.0250457j -0.00977135-0.0504804j 0.00392136+0.0701829j -0.0179758+0.0258878j 0.023528+0.0483446j -0.0124298-0.0460392j 0.00382039-0.00496489j -0.0114361-0.0281881j -0.015504-0.00487268j -0.00129951+0.0263885j -0.0428506+0.0113066j -0.000857359+0.0657979j 0.0272592-0.111575j -0.0385136-0.00920066j 0.00797133-0.0930747j 0.0138241-0.00270378j -0.0156293+0.0627001j 0.00255739-0.0133477j 0.00376436+0.0528926j -0.00567744-0.019074j 0.0389481+0.0584366j -0.0296307+0.0418729j 0.0398367+0.00459249j 0.00651851+0.00696027j -0.0167669+0.0449967j -0.0549138+0.0381727j -0.0120064-4.16334e-17j -0.0227934+0.0299232j -0.0355917-0.0507609j 0.0133986+0.030808j -0.0248394+0.011643j -0.0475738-0.113602j -0.00577856+0.0808042j 0.00266705-0.0831223j 
-0.20015+0.218922j -0.284253-0.141051j -0.0797034+0.00288034j -0.00240324+0.0716466j -0.0404627+0.00870529j 0.0164513+0.0533795j 0.016875+0.107212j 0.0210541+0.0261841j 0.0227727-0.0140281j 0.0695168+0.000228332j 0.00293899+0.00408809j -0.00858015+0.0270277j 0.033525-0.0423572j -0.0045282-0.0244199j -0.0112578+0.0344437j 0.0355222-0.0423989j -0.0317918-0.0412405j 0.0313481-0.0174312j -0.0315801-0.0457541j 0.020496-0.0304372j 0.0391622-0.0118589j -0.0249627+0.0256138j -0.00521914+0.00257112j 0.0283008+0.046818j -0.0431102-0.00726184j -0.0117193+0.0188938j -0.0146647-0.00461856j -0.0209574+0.0187446j 0.00561506-0.0421861j -0.0309464-0.0112774j -0.0225448+0.0111318j 0.0319404-0.00739858j -0.0161892+0.0348453j -0.0300127+0.00863069j -0.0248876-0.0450986j 0.0137157-0.0187619j -0.0368001-0.029244j 0.0380784-0.0438883j -0.0142841+0.0310076j -0.0289441+0.00102303j -0.00150308-0.0129802j -0.0392589-0.0469352j 0.0201928+0.0414465j 0.0349363-0.0350063j -0.0657227-0.0592536j -0.0303951+0.0385686j -0.0714271-0.0383932j -0.00908422+0.0588365j -0.089988-0.191194j 0.02406-0.0279233j 0.0581508+0.0189627j 0.100939+0.0297555j 0.04292-0.0154887j -0.0547862-0.0470832j -0.0294374+0.00497632j -0.0581379+0.0605804j -0.00406618+0.128352j 0.111476+0.0457306j 0.0222112-0.248446j -0.0144575-0.0346062j 0.0505872+0.131908j 0.028118+0.032275j 0.0273049+0.00420175j 0.0495523+0.0851631j -0.1149-0.0488402j -0.023973+0.033311j -0.093322-0.0216062j 0.0172375-0.0367209j -0.0383901-0.0254695j -0.0335705-0.00687525j -0.0137562-0.00975509j -0.0139242-0.00497365j 0.078077+0.0665869j 0.0151367+0.0113133j 0.014528-0.00495134j 0.0397629-0.0485711j -0.0829524+0.0068582j -0.0425671-0.0793542j -0.0486128-0.00813138j 0.0352601+0.0213371j 0.0302947-0.0421869j -0.00815499-0.0190779j -0.0582662+0.0304596j -0.00674981+0.0531428j 0.00901607-0.0498174j 0.0111199+0.057069j -0.000295021-0.0351906j -0.0402601+0.0522671j -0.0848534+0.00642549j -0.0479897-0.0430028j -0.0227934-0.0299232j -0.0483062-2.08167e-16j 0.0510005+0.0145698j 0.028088+0.00728732j 0.00165827-0.0119926j 0.0721252+0.0263942j 0.0419033+0.0833113j 0.0201658+0.0739077j 
-0.284183+0.0411816j 0.0999761-0.248521j -0.0630116+0.0279024j 0.0874755-0.00675325j 0.0233599+0.0419697j 0.037247-0.0633537j -0.000649461+0.0127719j 0.035524+0.0217473j 0.0520845+0.016399j -0.00207812+0.0107469j -0.0268296-0.037267j 0.0115678+0.0455625j 0.0155149-0.0159843j 0.0211089-0.0426379j 0.0146531+0.0149768j 0.0104249-0.0337802j -0.0433109-0.00705161j 0.0107438+0.0450936j 0.00933022+0.00302917j 0.0365808-0.00691327j -0.00908089+0.0219584j -0.00690137-0.0181144j 0.028741-0.0269741j -0.0394452+0.0328286j -0.00778488-0.026407j -0.0131669+0.00585396j 0.00451286-0.0460371j -0.0290086-0.0281054j 0.0449864-0.0479218j -0.0206434-0.0143686j -0.0456754+0.0205908j 0.01021+0.0129723j -0.0194547-0.0055872j -0.00221665-0.0192763j 0.0179098-0.0395519j 0.0123823-0.0343555j -0.037274-0.0019993j 0.00270944+0.0176275j -0.0588444+0.0439449j -0.0159855-0.0131048j -0.01389-0.0129288j 0.00346508+0.0185091j 0.0684265-0.0480735j 0.044186+0.0195399j -0.0661339+0.0492857j -0.00780658-0.0149731j 0.00968374+0.0366435j 0.0108583-0.0519771j 0.0788392+0.0312989j 0.0886546+0.103048j 0.054929+0.0287162j 0.0573387-0.0813688j -0.0331722+0.0254923j 0.0697368+0.117569j 0.0148153+0.00152866j 0.143126+0.0545432j -0.132054-0.00630493j 0.0282369-0.20432j -0.104367-0.0952273j 0.0143136+0.0160077j 0.114848-0.134277j 0.144318-0.107519j 0.070338+0.0258816j -0.10482+0.0319783j 0.0126528+0.00647623j 0.0432871-0.00121833j -0.0265941+0.00167312j -0.0354905-0.0169716j 0.0209238-0.0106768j 0.0362504-0.031719j -0.0335243+0.0407141j -0.0714396+0.0103533j 0.00443975-0.0183558j 0.0463503+0.0876904j 0.00991344+0.0430179j 0.0160558+0.10232j -0.0364425-0.00956994j -0.0164259+0.047382j -0.0463213+0.0219348j 0.0105465-0.0514845j -0.0197713+0.0110712j -0.0103434+0.00919259j -0.0615874+0.0445685j 0.0338899-0.0425737j 0.0529627-0.0191143j -0.0102958+0.00613796j -0.00809006-0.00711488j 0.00152471-0.0305491j 0.0198885-0.0251504j -0.0506615+0.0684397j -0.0355917+0.0507609j 0.0510005-0.0145698j 0.129608-2.08861e-15j 0.0116805-0.0272716j -0.0454219-0.0076344j 0.0696148+0.0486964j 0.0265396+0.00257251j -0.0580895-0.0426805j 
-0.0269116-0.127222j 0.124071-0.166462j 0.00167176+0.00335965j 0.0686461-0.0345225j 0.0249461-0.0375742j 0.000898302+0.0184456j 0.0510414+0.00265272j 0.035978-0.0257563j 0.0665605-0.00602165j 0.00757446+0.0418778j 0.00100856+0.0149832j -0.00110108-0.0444816j 0.00528448-0.00220207j -0.00779337-0.031455j 0.0278258-0.0217468j -0.00484976+0.0432387j -0.00743342+0.00862647j -0.00578911+0.0146232j 0.0380613+0.00795781j 0.018184-0.000838869j -0.0315083+0.0316587j 0.00939645-0.0478419j 0.0113417-0.00859073j -0.0202891+0.00173465j 0.0110092-0.0457698j 0.000199386-0.00699107j 0.0013718-0.0227173j -0.015479-0.00375372j 0.00939653+0.00152063j -0.00444008-0.011046j -0.0239431-0.000819104j -0.00362385+0.0280535j 0.0209806-0.0313048j 0.0228521-0.0306593j 0.0220422-0.0163452j -0.0147554+0.0116424j -0.0201854-0.0124746j -0.0248415+0.0355921j -0.0328095-0.00221238j 0.0202296-0.0184256j -0.0110905+0.000313617j -0.00955878-0.0472862j 0.0688657+0.0103165j -0.0230478+0.033846j -0.0417546-0.0294379j 0.0492828-0.0328086j 0.0178406-0.0180236j 0.0086457-0.0040587j 0.0334317-0.0308492j -0.0428067-0.110005j 0.227402-0.0392741j -0.0695039+0.0879661j -0.0423879+0.00196217j 0.0618521-0.171788j -0.0945932-0.158205j -0.0301298-0.193414j 0.0932686+0.079078j -0.0904803+0.0402646j -0.157576+0.051532j 0.0349293+0.0156942j -0.0261861-0.0257837j 0.0729762-0.11922j 0.0465741+0.0577399j 0.00990009+0.118809j 0.0346959+0.0154562j 0.0588031+0.0289763j 0.0102811+0.0034233j 0.0348414-0.0887211j -0.00917844-0.00707812j -0.0903794+0.00408707j -0.0153392+0.00574771j 0.0141261-0.0443365j 0.00808626+0.0212634j -0.000279389+0.034563j -0.00958115+0.0279311j -0.0133833-0.0448443j -0.039479+0.0658871j 0.00567036-0.0432319j 0.0201413-0.049024j -0.0193698+0.0556896j 0.00115769-0.0380872j -0.0504287+0.039865j -0.027497-0.0384689j 0.043524-0.00173199j -0.0629287+0.0041548j -0.0227696-0.0260238j -0.034776+0.0222329j -0.0165433-0.017776j 0.0248525-0.0754626j -0.0533256-0.04263j 0.0133986-0.030808j 0.028088-0.00728732j 0.0116805+0.0272716j -0.164698+1.249e-16j -0.113345-0.0520955j 0.0133344+0.0584557j -0.0341163-0.00589797j -0.0135659+0.066474j 
-0.0356857-0.141338j -0.0318248+0.0200704j -0.0100623-0.0454941j 0.0417122-0.0757056j 0.0383734-0.0159328j 0.0326427+0.00785688j -0.0302341-0.0537827j 0.0676479-0.0123957j 0.0282678-0.0505431j -0.0498282-0.0928642j 0.0273796-0.0482674j -0.00790628-0.000135931j -0.0466786-0.0318522j 0.00450716-0.0148692j -0.0223523-0.0138486j 0.00199059+0.0460758j -0.0109149-0.0116586j 0.0114815+0.00967968j 0.0191381+0.0124574j 0.0264398+0.0436711j -0.00591085+0.0116992j 0.00414767-0.00631956j 0.00350251+0.0052374j -0.00398291-0.0289258j -0.00517425-0.0141838j -0.00535564-0.000334708j -0.00810443-0.0171378j 0.0103716+0.0231154j 0.00113226+0.00968128j -0.000454793-0.00466117j -0.0123993-0.0244072j 0.0115266+0.0256673j 0.0200699-0.0259782j 0.000987372-0.0182809j 0.00710758+0.0224187j -0.00301896+0.00439643j -0.0120265-0.000984163j -0.00903481+0.0190645j -0.0162574-0.0188431j 0.00408755+0.00823277j 0.00941887+0.037227j -0.0489344-0.0127274j 0.00490183-0.00307012j 0.0027073+0.0371433j -0.00175722+0.0399351j -0.0167222-0.0649251j 0.0370215-0.0370054j 0.153963-0.00763816j -0.068441+0.0301131j 0.125523+0.0813772j -0.00943793-0.285044j -0.0807327-0.19027j -0.0396267-0.00188204j -0.111056+0.0384429j -0.0741377-0.120141j 0.14676+0.0965168j -0.0806079-0.0202869j -0.0100372+0.00243918j -0.0358772+0.0883533j 0.00120397+0.00818513j 0.00463289-0.00634897j -0.0375871+0.00397594j 0.0709265+0.0146376j 0.02358+0.00704313j 0.00193087-0.0421916j 0.032729+0.038766j -0.032444-0.0578215j -0.00279851+0.0123595j -0.0517916-0.0609503j -0.00314927-0.0540215j 0.0111669-0.00315162j 0.0673623+0.0972286j 0.00772032+0.0639695j -0.0474781-0.0733599j -0.00414736+0.0365344j -0.00286941-0.0167937j -0.0133519-0.000939264j 0.060925+0.0566842j 0.0460104+0.0126887j -0.0235174+0.0348552j -0.00669423+0.029633j -0.0121097+0.0291376j 0.00245868+0.0179385j -0.0416558-0.0551696j 0.00527198+0.0505132j 0.0084575-0.0507568j -0.0350599+0.0186663j -0.0365123-0.0326873j -0.0220489-0.0143238j -0.0595994+0.0279824j -0.0248394-0.011643j 0.00165827+0.0119926j -0.0454219+0.0076344j -0.113345+0.0520955j -0.0555114-7.63278e-17j 0.0493996+0.0107j 0.0781796+0.105398j 0.0683775+0.0814166j 
0.0601527-0.0273401j -0.0280222-0.104547j 0.0193109+0.0491792j 0.00511545+0.0124471j 0.015793-0.0050804j 0.0155117-0.0308578j -0.034307-0.016448j 0.0573903+0.134548j 0.0316615+0.0566665j 0.0741384-0.0263141j 0.0445155+0.0120082j -0.0410646+0.00502502j 0.0392238-0.00922222j 0.0259195-0.0298724j 0.00360108+5.60432e-05j -0.0110573+0.00841465j 0.0122451-0.0144629j 0.0150405+0.0340985j 0.00456816-0.00767398j -0.0126102+0.0144876j 0.0098295+0.0139175j -0.0216434-0.0015861j -0.00592884-0.0238349j -0.00170564+0.0241679j -0.00754526-0.00773457j -0.0131838-0.0067009j -0.0151586-0.0423818j -0.0219878+0.000853377j 0.00279955-0.0348186j 0.00183798-0.0106927j 0.018826+0.00532759j -0.00484674+0.0199279j -0.0157868+0.022359j -0.00654926-0.0184016j -0.0218619-0.0203866j 0.0137969-0.0208032j 0.00484172+0.00158658j 0.00714669+0.0040675j 0.00979948+0.0177977j -0.0367044-0.000112212j -0.0362522-0.0185816j -0.00695981-0.0406648j -0.0387941-0.00639053j -0.0203508-0.040268j 0.0366535+0.0301086j 0.00816118+0.0788571j -0.0473818-0.070261j 0.100574+0.0645221j 0.053986-0.0546787j -0.00810541+0.208113j 0.183526+0.144229j 0.117036-0.14894j 0.0182587-0.0459261j -0.105818-0.11339j 0.115575-0.0859933j -0.110158+0.0190564j 0.0809853+0.0320497j 0.0726574+0.00285837j -0.0170288-0.0388827j -0.0381901+0.00227201j -0.00791703-0.0660871j 0.00429714-0.0328346j -0.00240209+0.0679761j -0.0156871-0.0276185j 0.0124795+0.0211134j 0.0134536-0.0484745j -0.0144922-0.0602688j 0.00549137+0.0302891j -0.0119524-0.0590958j -0.0184556-0.0589168j -0.0242887+0.0130513j 0.0159557+0.0851729j 0.0101388+0.0378683j -0.00689439-0.0180842j 0.0215756-0.0081524j -0.00120604+0.0367558j 0.0249059-0.000925956j 0.0244136+0.0146704j 0.0219068+0.0664954j -0.0249606+0.00300001j 0.0271299+0.0252214j 0.00141229-0.00578866j 0.0141024-0.0414665j -0.0622597-0.00444204j 0.0469285-0.0931131j 0.00312645-0.0761181j -0.0188333+0.0119088j 0.0367572-0.117029j -0.0263354-0.0035701j 0.0592426+0.0506504j -0.0475738+0.113602j 0.0721252-0.0263942j 0.0696148-0.0486964j 0.0133344-0.0584557j 0.0493996-0.0107j 0.0217677+2.56739e-16j -0.0715619-0.0793163j 0.076208+0.0931451j 
