0.127194-9.64506e-16j 0.121789-0.000589659j 0.0305671+0.0334895j -0.0877678-0.117467j 0.0180402-0.0467463j 0.0319586+0.0423749j 0.00862075+0.0913484j 0.0159861-0.0268669j -0.0130809+0.0646296j 0.0170798-0.0311511j 0.00335042-0.0281117j 0.00912977+0.0321186j -0.00623322+0.00610497j 0.0055885-0.0014468j -0.00220836-0.0199634j -0.0164682+0.04055j 0.0133615-0.0301829j -0.00331807-0.0183778j 0.0147619-0.00178363j 0.00563455+0.0282031j -0.00572715+0.0242724j 0.014113+0.00581774j -0.0131398+0.00453976j -0.0105338-0.00470046j -0.00490615+0.0192863j -0.000511717-0.0113973j -0.017404-0.0125216j 0.0219107+0.0231771j 0.00605616+0.0102829j 0.00934399+0.0024986j -0.0172824+0.00682418j 0.0236087+0.0065084j 0.00832377+0.0199929j 0.00833051-0.02511j 0.0673822+0.0150412j 0.041464-0.000747323j 0.0135832+0.0488401j 0.163169-0.0115171j -0.056776-0.109203j 0.0274246-0.0256347j -0.0180261+0.0310508j -0.0146326-0.110428j 0.0362665+0.0221697j -0.0162375-0.0655054j 0.039384+0.0188448j 0.0581653+0.00574315j -0.0114065-0.0153131j 0.0455294-0.0231169j 0.00171859+0.0179656j -0.0361116-0.0707479j -0.00670219+0.0245683j -0.0127831-0.000638635j 0.0487885-0.00223911j 0.0164244+0.0137476j -0.00554141-0.0386997j -0.00878959+0.0385929j 0.0173263-0.00903108j 0.00645706-0.0287726j -0.019553+0.0145318j -0.0295692-0.00527913j 0.0122322+0.0400873j -0.0101499+0.00582709j 0.0208567-0.0303134j 0.0107511-0.0126802j 0.00850224-0.0342832j 0.0106743+0.00332355j 0.00259842-0.004962j -0.00431129+0.0110201j -0.00578022+0.00151728j -0.0581913+0.0326948j -0.00229936+0.0218743j 0.000706773+0.00526927j 0.0276404-0.0298874j 0.0042853-0.0182228j -0.0284252-0.0214776j 0.0220293-0.00182207j -0.01809-0.0146143j 0.00969778+0.0162813j 0.0324521-0.0204222j 0.00426862+0.0211166j -0.0328207-0.0309624j 0.0212545+0.0120528j -0.00840723-0.00115226j -0.000405152+0.0520775j -0.0147745-0.0248337j 0.0535813-0.0438063j 0.0289288-0.0331246j 0.0233327-0.0781782j 0.00696111-0.00350025j 0.00904101-0.0355527j -0.129334+0.197052j -0.20015-0.218922j -0.284183-0.0411816j -0.0269116+0.127222j -0.0356857+0.141338j 0.0601527+0.0273401j -0.00832598-0.00088676j -0.174484-0.049464j 
-0.00490615-0.0192863j -0.000963386-0.0231575j 0.0144415-0.00836351j 0.00240605+0.0132102j -0.0420299-0.104678j 0.116243-0.00198326j -0.0697366+0.0558264j -0.041931-0.108141j 0.113623+0.0475702j 0.0367974+0.158111j 0.156275-0.0814817j 0.0357206+0.0269626j 0.0828275-0.131693j -0.110259-0.030933j 0.183583+0.0289108j -0.0520557-0.123952j 0.0937159+0.101505j 0.106727-0.0573513j -0.232168-0.0127675j 0.0214716-0.0120169j 0.0176186-0.136844j 0.137684+0.030713j -0.175547-0.0229106j -0.230538+0.102327j 0.0197801-4.1101e-14j 0.00193487-0.0519009j -0.0268111-0.0240904j 0.00176959-0.0944293j -0.0654818+0.194864j -0.0873539-0.0473537j -0.0244531-0.0171207j -0.100153-0.0865422j -0.0276509+0.042589j -0.00441744+0.0267896j 0.0574254+0.0294575j -0.0818231+0.0266742j -0.046251-0.144207j -0.0849548+0.0322091j 0.0388139-0.00970406j -0.00417909-0.0161682j 0.0587586-0.0205297j 0.0709478+0.0584j 0.0363082-0.0850079j 0.0139751+0.00196358j 0.00894737-0.0236918j -0.00511346+0.00539615j 0.0148823+0.0363887j -0.00716341+0.00687835j -0.0552452-0.00870536j 0.0243376+0.0544469j -0.0177888-0.0207054j 0.0282136-0.0532321j -0.037817+0.0118763j 0.041449+0.00280393j -0.00938906+0.00978295j 0.00594341-0.0160514j -0.015153+0.0168444j 0.0137387+0.038271j 0.0072628+0.0142525j -0.00776949+0.0173092j 0.00802091+0.0260541j -0.0618513-0.00623161j 0.0156973+0.00826903j 0.0207711-0.0370459j 0.0058172+0.0172791j -0.00316745-0.00788268j -0.00876079-0.00880396j -0.00924494+0.0090945j -0.0269995-0.0059872j 0.0205482-0.00422567j -0.00129737+0.016989j 0.0214338+0.0237672j 0.00834109+0.0035886j 0.00936849+0.00188877j 0.00699443+0.012098j -0.0118936-0.0209861j -0.000588318-0.0140927j -0.00833412+0.0188652j 0.00620054+0.0251246j -0.000828776-0.0174506j 0.0135156-0.00190988j 0.00625115-0.00108063j 0.00488279+0.00233732j -0.000706014+0.0226519j 0.0034139-0.00118532j 0.0174102-0.0122903j 0.00561523+0.000104702j 0.00751319-0.0101534j 0.00546245+0.00542043j -0.0225756+0.0149658j -0.00390464+0.0312941j -0.0431102+0.00726184j -0.00778488+0.026407j 0.0110092+0.0457698j -0.00517425+0.0141838j -0.00754526+0.00773457j -0.032734-0.00797379j -0.0296712+0.00542564j 
-0.000511717+0.0113973j -2.13522e-06+0.000209137j -0.00456931+0.00993525j 0.000233598+0.000657223j -0.0445167+0.0456887j -0.0823681+0.0230332j 0.00507883+0.0314905j 0.0398629+0.0017732j -0.00985892+0.0658626j 0.0498698+0.0809937j -0.0560956-0.0611513j 0.0391724+0.139293j -0.0325432-0.0969124j 0.163706+0.0127212j 0.00753154-0.0146177j 0.163487-0.0592726j 0.0618676-0.145196j 0.0397883-0.051845j 0.0770247+0.0210742j -0.162652+0.214705j -0.0268055-0.13687j 0.083257-0.119182j -0.0222436-0.110404j 0.0399347-0.0902567j 0.00193487+0.0519009j -0.350713+5.27356e-14j 0.172363-0.0233616j -0.0102269-0.0479255j -0.169363-0.0247985j -0.0598224-0.0496476j 0.0506072+0.0173943j -0.0380133-0.0506901j -0.0423115+0.00266081j 0.0175588+0.0744801j 0.0448637-0.0271554j 0.0207311+0.0877296j -0.0192257+0.084251j 0.0176733+0.0342219j 0.0325412+0.0050783j 0.00261896-0.0275853j 0.0466916-0.046312j -0.0448326-0.00999715j -0.0262894+0.0086474j 0.00291729-0.0166859j -0.021462+0.00707749j -0.0182179-0.0169143j 0.0291205-0.0104693j 0.00164935-0.00427986j -0.0134776-0.0165442j -0.0151783-0.025893j -0.0116032-0.0320433j -0.0277158-0.028143j 0.00281364-0.00206126j -0.0146364-0.0232929j -0.00123702+0.0177637j -0.00867844-0.0186891j -0.00452234+0.0162469j -0.0346287+0.0186644j -0.0171675+0.0188435j -0.0228119+0.0198452j 0.0127549+0.0078017j 0.015163-0.00524821j 0.00352195+0.00152594j 0.00605803-0.00431909j 0.00399364+0.0028295j 0.00250404+0.0203186j 0.00778203+0.0338122j -0.000314418-0.0181047j -0.041279+0.0131346j -0.00140608+0.00251615j 0.0118456-0.0118531j -0.0174915+0.0130847j 0.00522934+0.00416118j -0.00679954+0.0108791j 0.00302771+0.00752942j -0.00973268+0.00376947j -0.00582006+0.00271732j 0.00194101-0.000941683j 0.0170327-0.00676598j 0.004741+0.00653718j -0.00186614-0.00364929j 0.00221609+0.00337951j -0.000528116+0.0023843j -0.0017811+0.0105385j 0.00520679+0.00282506j -0.00620319-0.00434986j 0.00213195+0.00689551j -0.00516495+0.00597917j -0.0112532-0.00287628j 0.0117911-0.00431864j 0.0089976+0.00356222j -0.0117193-0.0188938j -0.0131669-0.00585396j 0.000199386+0.00699107j -0.00535564+0.000334708j -0.0131838+0.0067009j -0.00224433+0.0103206j -0.0170536-0.0035741j 
-0.017404+0.0125216j 0.0139024+0.0203703j -0.000907929-0.000288986j -0.0983696-0.0326517j 0.00399249+0.0854515j -0.00685445-0.127178j -0.0927984-0.0274893j -0.0570001+0.00183905j -0.118479-0.00253368j 0.0866476-0.109953j -0.0107002-0.0760208j -0.0488282+0.0240216j -0.00776002-0.0723307j -0.00878391-0.0149963j -0.203238-0.0907219j -0.23423+0.0136088j -0.0526875-0.13262j 0.154173+0.0721347j 0.000475729+0.0620484j 0.0815366-0.105798j -0.0860133-0.0681783j 0.0635436-0.137123j 0.0333904-0.0368328j 0.0909232-0.00387937j -0.0268111+0.0240904j 0.172363+0.0233616j 0.050799-7.60503e-15j -0.0590818+0.0602664j 0.0879031-0.0479007j -0.0705307-0.00429608j 0.00159247+0.067967j -0.128528+0.0352663j -0.136452+0.0655854j -0.00285265+0.0248085j -0.0290845+0.0406242j 0.0101762+0.0426695j 0.097531-0.0558206j -0.0536461+0.0483651j 0.121381+0.0284212j 0.042863+0.0174143j -0.0143474+0.0619616j 0.00833347-0.049319j 0.00762763+0.0243183j 0.035004+0.0251726j -0.124714-0.0388672j 0.0209006+0.00912206j 0.0185806-0.0498656j -0.015429+0.0261411j -0.0107935+0.00935593j 0.0211805-0.0183567j 0.0348162+0.0212226j -0.0215341+0.0102149j -0.00119898+0.0277014j 0.0197053-0.0242728j -0.0385831+0.014752j -0.00549891-0.0229488j 0.0435493+0.0163172j 0.0106162+0.000373393j 0.0254852-0.0025743j 0.0124374-0.00443908j -0.00413419-0.00512503j 0.0108492+0.0418585j -0.022289-0.0305345j 0.0234031+0.00698971j -0.0115924+0.0208358j 0.0318506+0.00422075j -0.0214223+0.010174j -0.00704413+0.0272036j -0.00356914+0.0047529j -0.0144549+0.0181113j 0.000538052-0.00972766j 0.032342+0.00674279j 0.00713822-0.0181694j -0.00894462+0.0100843j 0.000772791-0.00249977j 0.015463+0.00131736j 0.00386247+6.74219e-05j -0.0144663-0.00223898j 0.0103917-0.0125j -0.00199613+0.0150579j 0.0128019+0.012909j -0.00566108+0.00424944j -0.00118154+0.0039972j 0.00633785+0.00234184j -0.00351565+0.00551166j -0.00262716+0.00326983j 0.00298364-0.00666074j 0.00362158+0.00975872j -0.0124713+0.0251729j -0.00621511+0.00579036j 0.0153752+0.0177974j -0.0146647+0.00461856j 0.00451286+0.0460371j 0.0013718+0.0227173j -0.00810443+0.0171378j -0.0151586+0.0423818j -0.0247224+0.00151063j -0.00177536-0.0117832j 
0.0219107-0.0231771j 0.0475964+0.00090251j 0.033386+0.0416158j 0.0708326+0.0655463j -0.155772+0.0279228j 0.0259425-0.117425j -0.103212-0.0184445j 0.0224239-0.00335972j 0.0855327+0.0337564j -0.193885-0.0880251j 0.0374664-0.105474j -0.0876355-0.0300932j -0.0131575+0.0345055j 0.0319718-0.0191935j -0.0362252+0.0984668j 0.00850585-0.0131849j 0.0319769+0.0243358j -0.165645+0.059962j 0.0323411+0.0295831j -0.0746431+0.158847j 0.0508718+0.025901j -0.0636568+0.0589362j -0.0725588-0.0614465j 0.062853+0.0141436j 0.00176959+0.0944293j -0.0102269+0.0479255j -0.0590818-0.0602664j -0.0210888-2.37102e-14j -0.043367-0.118374j -0.110872+0.0284515j 0.0137348+0.00549565j -0.00136474+0.0687639j 0.00836742-0.0019895j -0.115313-0.0581298j -0.0834389+0.0237931j -0.00763305-0.0481838j -0.0605782+0.0505515j -0.0285356-0.0694671j 0.00434019+0.0616693j -0.0433016-0.014516j 0.0992158-0.08723j -0.0146961+0.13769j -0.0358387-0.0674486j 0.0660604-0.00457923j 0.0114892-0.0786983j 0.0072262-0.0249157j 0.0692121+0.00300392j -0.00122349+0.0748807j -0.0608622-0.0271538j 0.0399193-0.0367155j -0.000184559-0.00178486j 0.0624737+0.0344274j 0.0188004+0.0385705j 0.0464878-0.00426488j -0.0186491-0.0235038j -0.0299268-0.00965945j -0.0121649-0.00960158j -0.030765+0.0409244j -0.0109481-0.00924594j 0.00256281-0.0105431j -0.00933593+0.0270021j 0.00825766-0.0329734j 0.0135537+0.00126618j 0.0156219+0.0294124j -0.00316378-0.000893657j 0.00608737+0.0211351j -0.00409516+0.00250816j 0.00832003+0.0200918j 0.00945692+0.00372073j -0.00223007+0.0271575j -0.0173051+0.000455027j 0.00497654-0.000743749j 0.0102415-0.00631987j -0.0152031+0.00171873j -0.00082892+0.00186676j -0.00264517-0.0171459j 0.000530363+0.00923793j -0.0043719-0.00583601j 0.00478626-0.0123301j 0.00194041+0.0154302j 0.0066786-0.00633459j 0.00332363-0.00340154j -0.00537949-0.0131434j -0.00397049+0.00607152j 0.0109172+0.00063836j -0.00315793-0.00602086j 0.00378621+0.00541268j -0.0167892-0.00230103j 0.00242723-0.0196065j 0.0049667-0.00174667j 0.016139+0.0333985j -0.0209574-0.0187446j -0.0290086+0.0281054j -0.015479+0.00375372j 0.0103716-0.0231154j -0.0219878-0.000853377j -0.0373025-0.0115824j -0.0100505-0.0220489j 
0.00605616-0.0102829j 0.00193304+0.00522692j 0.0149279-0.0214201j -0.0546572-0.0166203j 0.052969+0.0657555j 0.0460276-0.0326857j 0.0117924+0.0451718j -0.0837482+0.0300648j -0.16775-0.0206553j 0.0118396-0.143148j -0.112112-0.0410177j 0.0252174-0.0511961j -0.19387+0.0706271j -0.0484848-0.143025j 0.0517888+0.0112787j 0.125238-0.120175j -0.0689706+0.0655853j 0.112305-0.175344j 0.126122-0.0819365j -0.121028+0.0776226j 0.0827642+0.0142599j 0.0533176-0.120601j -0.199292+0.12986j -0.107937+0.0215518j -0.0654818-0.194864j -0.169363+0.0247985j 0.0879031+0.0479007j -0.043367+0.118374j -0.0636954+1.92901e-15j -0.0251495+0.0859416j 0.0565855+0.00710694j 0.00966493+0.051663j -0.0151571+0.00787104j 0.0446625-0.0416617j -0.0130864-0.0307112j -0.0141076+0.0221371j 0.0307998+0.0542235j 0.0165833+0.010498j 0.0117015-0.00131229j 0.0279736+0.0218898j -0.0677003+0.000545704j 0.0405391-0.0525626j 0.0374403+0.0176426j 0.0296658+0.0341842j -0.0431244+0.0148536j 0.034749+0.0353435j -0.0149253-0.0386114j -0.0177652-0.00020365j 0.017262+0.045588j 0.0331731+0.0081688j 0.0525648+0.0208891j -0.0275402+0.0328814j -0.0232885+0.0151971j -0.0215822-0.0270088j 0.0300544+0.0106346j -0.0313222+0.00422207j -0.0333886-0.0152743j -0.00323099+0.0107818j 0.0108626-0.0335235j -0.0375301+0.0241216j 0.0142008-0.0524522j 0.0348804+0.00434266j 0.000452096-0.0182593j 0.00571983-0.00152594j -0.0157333+0.00247587j 0.0275071-0.0068525j 0.0154936-0.0125944j 0.00910577+0.0235037j -0.00878552+0.0157418j 0.00124686-0.0186667j 0.0154152+0.00155076j -0.00124344-0.00655915j -0.00158553-0.0150135j 0.00694638-0.00671188j 0.0210842-0.014087j -0.00240851+0.0035072j -0.0051596+0.00040086j -0.0119189-0.00152095j -0.00591604-0.0171919j 0.00198517-0.0199904j -0.00253266+0.0263652j -0.0143983+0.00604229j 0.0101466+0.00490612j 0.00129304-0.00328057j 0.00963792+0.00356644j -0.00543784+0.0134513j -0.000311068-0.00245178j 0.00773231+0.0118276j -0.000687898+0.0123249j -0.00809592+0.0238871j 0.0365215-0.00936375j 0.00561506+0.0421861j 0.0449864+0.0479218j 0.00939653-0.00152063j 0.00113226-0.00968128j 0.00279955+0.0348186j -0.0250791-0.00939784j 0.0374908+0.00603457j 
0.00934399-0.0024986j 0.0259231-0.00343199j 0.018316+0.0567455j -0.0026806-0.0235419j 0.0220721-0.0753078j 0.103939-0.0126698j -0.009749-0.23027j -0.0981825-0.0476438j -0.039077-0.0341706j -0.0214792-0.165295j 0.160217+0.0420633j 0.25403-0.0485573j -0.141584-0.0616622j 0.0123054+0.107748j -0.0609629+0.0732923j 0.179256+0.0969098j 0.0950135+0.0667484j -0.00106089+0.156071j 0.0204229-0.0126788j 0.0640433-0.0255128j 0.00937394+0.168711j -0.115818+0.011696j -0.136274-0.109236j -0.0816982+0.163071j -0.0873539+0.0473537j -0.0598224+0.0496476j -0.0705307+0.00429608j -0.110872-0.0284515j -0.0251495-0.0859416j 0.055079-3.13985e-14j 0.00678152-0.046338j -0.0851649+0.00635893j 0.0142302+0.0223642j 0.0548089+0.0504942j -0.0039863+0.0416457j -0.106624-0.0301265j -0.00929812-0.0546932j -0.00188372+0.0738021j 0.100942+0.00859312j 0.0232182+0.0144809j 0.0184921-0.0200542j 0.0391637+0.122692j 0.042964+0.00455314j 0.0228042+0.023648j 0.0128151-0.0923828j 0.00642402+0.0728151j -0.0176911+0.0412783j 0.00457473+0.0235782j -0.0103115-0.0682982j 0.0347312+0.0198074j -0.0058534+0.0350872j -0.00144884+0.0314837j -0.078607-0.00150284j 0.027717+0.0331164j 0.0259456-0.0392063j -0.0559734-0.0377467j -0.00598044+0.0142893j 0.0255913+0.000774012j -0.00572066-0.0368864j -0.0229242-0.0126442j -0.00321951+0.0240895j 0.0340132+0.0165057j 0.0136099+0.00328499j 0.00602444-0.0056809j -0.0161896+0.0121632j -0.00480479+0.0116986j -0.00122188+0.000382549j 0.00657426+0.0158512j -0.00851513-0.0265606j -0.00176065+0.0217889j -0.0027768+0.0206181j 0.00932706-0.025166j 0.0200723+0.00180002j 0.0147273+0.0105042j -0.00438023-0.00882738j -0.00413487+0.00274629j -0.0109695-0.00133823j -0.012868-0.00203624j 0.0107125+0.00590625j 0.0134613-0.00928967j -0.00111697-0.0106352j 0.00555167-0.00842827j -0.00545726-0.00265671j -0.0069057+0.0032046j 0.00275723+0.00398439j 0.0141783-0.000961868j -0.000934851+0.000875915j 0.00348757-0.00368562j 0.0135182+0.0110987j -0.020648+0.0137354j -0.0107992+0.0338804j -0.0309464+0.0112774j -0.0206434+0.0143686j -0.00444008+0.011046j -0.000454793+0.00466117j 0.00183798+0.0106927j -0.0112518-0.0225829j -0.00809735+0.00750253j 
-0.0172824-0.00682418j 0.00220183+0.00172783j 0.0696332+0.0161938j 0.0214638+0.0820201j -0.00826021+0.0755955j -0.0489395+0.0538319j -0.0251758-0.0901732j -0.21028-0.163481j 0.0217488-0.181105j -0.0103167+0.0556416j 0.0200407+0.0821335j 0.0267061-0.0372154j -0.0162242+0.0973571j -0.0951483-0.158871j -0.0570242-0.293134j 0.0806669-0.227515j -0.099739-0.102249j 0.0187815-0.003421j 0.170632-0.0767351j -0.162768+0.0514618j -0.00226433+0.0370936j 0.0660434+0.0097273j 0.152931-0.0631854j -0.00100548-0.194324j -0.0244531+0.0171207j 0.0506072-0.0173943j 0.00159247-0.067967j 0.0137348-0.00549565j 0.0565855-0.00710694j 0.00678152+0.046338j 0.0650832-1.45717e-14j -0.00722924+0.00969087j -0.0587431-0.10061j 0.0457345-0.00259895j 0.0327539+0.0084198j 0.0747085-0.0322159j 0.0571772-0.0330599j -0.0737252+0.00341188j -0.0431872+0.0928664j -0.0385424+0.0046827j -0.019968+0.0298473j -0.0528405+0.157895j 0.0104046-0.0551017j 0.0142843-0.0236184j 0.0255264-0.0756504j -0.0296824+0.00357602j -0.0183317-0.0518386j 0.0797315+0.0110299j -0.0553857-0.0332648j 0.0515339+0.0422146j 0.0211619+0.0679995j -0.0206398-0.0377264j 0.00894173-0.0414758j 0.00343442+0.0555682j 0.0360095-0.071055j -0.0231336+0.0239258j 0.00265844+0.0350765j 0.0211551+0.0343233j -0.0110391+0.0175014j -0.0115931+0.0526942j -0.0354158-0.00109693j 0.0307208+0.00712063j -0.00196423-0.00441107j -0.00593115+0.00872127j 0.00908367-0.00481998j -0.0182729+0.0174101j -0.0167654-0.0147467j -0.00241474-0.028624j -0.00721211+0.00687508j -0.00977236+0.00219802j 0.0104375+0.00182786j -0.0102229-0.00438952j -0.00453542-0.00519739j 0.00159647+0.000125683j -0.00960566-0.000114398j 0.00030974-0.00158374j -0.00803369+0.00835109j -0.004503-0.012946j 0.0106467+0.00422313j 0.000453795+0.00870404j 0.00499407-0.00849449j -0.00656351-0.0133082j -0.0117087-0.0171701j -0.0117398-0.0039331j -0.00275645+0.000556211j 0.0279963+0.0109211j 0.00719124+0.000178244j 0.00130698-0.0105282j 0.0142848+0.011944j 0.000192507+0.0132336j -0.0340909+0.0283399j -0.0225448-0.0111318j -0.0456754-0.0205908j -0.0239431+0.000819104j -0.0123993+0.0244072j 0.018826-0.00532759j 0.0129211-0.00470826j -0.0249001+0.00856746j 
0.0236087-0.0065084j -2.79605e-05+0.021457j -0.0522002-0.00470633j -0.00586506-0.0381773j -0.00496037-0.123058j 0.0320066-0.0999373j 0.0386248-0.0616028j 0.11341+0.111301j 0.0201312+0.00458704j 0.0138886-0.0345768j 0.0689848-0.0264032j 0.0222753-0.0248564j 0.00801761+0.226247j 0.0400995-0.149805j -0.108505-0.194109j -0.0277685-0.2048j 0.0100463-0.23884j 0.0584662-0.162356j 0.0963457+0.0332564j -0.0382545+0.173607j -0.0171643-0.0299573j 0.169731-0.0770822j 0.0965468+0.105887j -0.0523527+0.0658533j -0.100153+0.0865422j -0.0380133+0.0506901j -0.128528-0.0352663j -0.00136474-0.0687639j 0.00966493-0.051663j -0.0851649-0.00635893j -0.00722924-0.00969087j 0.0198671-9.15934e-16j 0.00651853+0.0303011j -0.0215831-0.0184285j -0.0112189-0.0144432j -0.0652701-0.0254391j -0.0645576+0.0244724j 0.0569898-0.0020573j 0.0199343-0.0407471j -0.00708083-0.0395929j -0.0251861-0.0382758j -0.0113959-0.0676537j -0.00485749+0.0270496j -0.0308333+0.0116664j 0.0234595+0.0333814j 0.0266411-0.00851317j 0.0280592+0.0718135j -0.0341444+0.0487832j 0.0444784-0.0140392j -0.0201286-0.0598553j -0.0283787-0.0151027j 0.010789+0.036117j -0.021443+0.0244729j 0.0191939-0.0069893j -0.021159+0.0106264j -0.00181283+0.0702757j 0.00536092+0.0513222j 0.00129737+0.0330665j 0.00681473+0.0268144j -0.0147524+0.0235919j 0.0268333-0.0209887j -0.000295219-0.0108109j -0.0115815+0.00464893j 0.0195011+0.00701711j 0.00783972+0.012964j -0.0220801-0.0132431j 0.00507317-0.0172768j 0.0212297+0.00970391j 0.00944764+0.0179556j 0.0156153+0.00503874j -0.00992332+0.0157964j 0.00142536-0.000721722j -0.0209119+0.00635098j -0.0014127-0.00661291j -0.00638579-0.00677586j -0.000875183+0.00591432j -0.00216885+0.00389287j 0.000808365-0.00565605j -0.0122834-0.0051621j -0.00516112-0.00607508j 0.0025494-0.00280936j 0.00485698-0.00460779j 0.000388124-0.00767624j 0.00778678-0.00786334j -0.00443421+0.0100215j -0.0166785-0.00778332j -0.00158854-0.00151517j -0.00740593-0.00419228j 0.00120095-0.0285255j 0.00823684-0.0143249j 0.0130045-0.032188j 0.0319404+0.00739858j 0.01021-0.0129723j -0.00362385-0.0280535j 0.0115266-0.0256673j -0.00484674-0.0199279j 0.0129445+0.00131633j 0.0289612+0.00248737j 
0.00832377-0.0199929j 0.0522208+0.0458265j 0.0827711-0.13461j 0.135412+0.0683287j 0.0492894-0.0585882j 0.0802276+0.114051j 0.0414566-0.0478917j 0.0913065+0.0354219j -0.135117-0.0817269j 0.0101552+0.213344j -0.00538511-0.0974005j -0.0421919-0.0694922j -0.156235+0.16897j 0.16204+0.0337072j -0.0787515+0.0854459j -0.0630241+0.11402j -0.104412-0.107638j 0.0270753-0.0283736j -0.0616901+0.0672506j 0.117746-0.0161359j -0.0876395-0.0909508j 0.0994663+0.0539159j 0.0298955-0.124378j 0.0608922+0.0399054j -0.0276509-0.042589j -0.0423115-0.00266081j -0.136452-0.0655854j 0.00836742+0.0019895j -0.0151571-0.00787104j 0.0142302-0.0223642j -0.0587431+0.10061j 0.00651853-0.0303011j -0.170836+3.34316e-14j -0.00344571-0.066074j -0.0175201-0.00220837j -0.138924-0.024578j 0.00595269+0.111676j -0.0778663-0.00396357j 0.0621011+0.117678j -0.0582599+0.091021j 0.0568738+0.0697679j 0.0208012-0.0016448j -0.156268-0.0471061j 0.0575675-0.0534394j -0.0278708+0.0223782j -0.0720599+0.0315877j -0.0227409+0.0613077j -0.0697649-0.0367425j 0.0132323-0.0328933j -0.0254707-0.00419956j 0.050134+0.0287395j -0.00477317-0.0739482j -0.0405578-0.00203169j -0.00110762+0.00480952j -0.00719105-0.00220071j -0.00944267+0.0590841j 0.0103578-0.0529566j 0.00564374+0.00536164j 0.0170884+0.016304j 0.0096974-0.0138002j -0.000317842+0.0227127j -0.0211324-0.00652506j 0.00542356-0.00492156j 0.00779644-0.00702396j 0.00372645-0.0159916j 0.00887665+0.0128912j 0.0155377-0.012978j 0.0102874-0.00491454j 0.00839972-0.0117393j 0.0043627-0.00525756j -0.00395909+0.00296367j 0.00300625+0.0195494j 0.0122862+0.0093286j -0.00520521-0.0107912j 0.00511737-0.00630594j -0.00112226-0.00472422j 0.013338+0.0141154j 0.0102118+0.0110748j 0.00399384-0.00353326j 0.00498596+0.0104911j 0.00585219-0.00745352j 0.00427972+0.0213097j -0.0155754+0.009951j -0.0131228+0.00960527j -0.0138245+0.0105068j -0.00765473-0.0211631j 0.0157591+0.00145695j -0.00428916-0.0175542j -0.021312+0.00777498j 0.00229044-0.0148333j -0.00971291+0.0333859j -0.0161892-0.0348453j -0.0194547+0.0055872j 0.0209806+0.0313048j 0.0200699+0.0259782j -0.0157868-0.022359j -0.0250402+0.0141165j -0.0223848-0.0353501j 
0.00833051+0.02511j 0.0177662-0.00574765j 0.0553016+0.0125044j 0.0394232+0.048881j -0.0392326-0.0782475j 0.069667+0.0597283j -0.030695+0.0491189j 0.102144-0.0335769j 0.119254+0.100134j -0.0168595-0.0145186j 4.787e-05-0.020151j -0.0271701-0.3016j -0.022878+0.0901113j -0.0708889-0.166222j 0.184153-0.037492j -0.101547-0.191581j -0.261738+0.171373j -0.0489926-0.0792005j 0.133392+0.0959353j -0.0980573+0.0166616j 0.126104+0.0925012j -0.0151938+0.0139623j 0.0136169-0.0730628j 0.0480281+0.0988066j -0.00441744-0.0267896j 0.0175588-0.0744801j -0.00285265-0.0248085j -0.115313+0.0581298j 0.0446625+0.0416617j 0.0548089-0.0504942j 0.0457345+0.00259895j -0.0215831+0.0184285j -0.00344571+0.066074j 0.0479707+1.70697e-14j -0.0394819+0.0262807j 0.0296494+0.0210813j 0.0594623+0.00766202j 0.00692414+0.022761j 0.0393091+0.00340616j 0.0317241+0.0535077j 0.0917069+0.0417836j 0.0674511+0.0563668j -0.00811956-0.0345839j 0.0706935+0.0235861j -0.0166069-0.0114974j -0.0138911+0.0196968j 0.00280566+0.0381073j -0.0378572-0.0378306j -0.0348374-0.00241032j -0.0276545+0.0692313j -0.0400795-0.00993353j -0.00432758+0.00218202j 0.0301224+0.094047j -0.0226924+0.037356j 0.00205369+0.000672125j 0.00493798+0.0248832j -0.0126208-0.0056219j 0.0234472+0.0156183j 0.0442045-0.0189349j 0.00263521+0.00966671j -0.013749+0.0172963j -0.0117189+0.0239815j 0.020486+0.00749083j 0.0124625-0.0157421j 0.00932247-0.0137593j -0.0061631-0.00249674j -0.0157321-0.00432037j -0.00447403-0.00134677j -0.0142245+0.0132814j -0.00776783+0.0010865j -0.013623-0.00216798j 0.00261493+0.00378028j 0.0241102-0.00614656j -0.00330155+0.00812569j -0.000537843+0.00625303j 0.00121009+0.00436961j 0.00320009-0.00277073j 0.00138112+0.00538582j 0.0125915+0.00372164j 0.00521625+0.00106809j 0.00451128-0.0020241j 0.00652051+0.00401394j -0.0018653+0.0184922j -0.00940918+0.010506j 0.00492243-0.00658855j 0.00450787+0.00399424j 0.000127555+0.00578308j 5.75417e-05+0.0117781j -0.00630388+0.0353349j -0.0199277+0.00511567j -0.0173742+0.0371688j -0.0300127-0.00863069j -0.00221665+0.0192763j 0.0228521+0.0306593j 0.000987372+0.0182809j -0.00654926+0.0184016j -0.0173982-0.00584497j -0.026229-0.0184405j 
