0.0137984-1.40304e-14j 0.18569+0.014973j 0.107211+0.106855j -0.0379637+0.00286682j 0.00209288-0.00281416j 0.0418564+0.130566j -0.0501979-0.0842952j 0.0227794-0.0659018j 0.072622+0.0195621j 0.0195071-0.0616234j -0.0731007+0.0759271j -0.0982051-0.175925j -0.134825+0.0434161j -0.0700428+0.0655694j -0.00695308+0.163391j 0.0709703+0.00651968j 0.177857+0.0400298j -0.0347213-0.03534j 0.0793463+0.120555j 0.0354321-0.0157693j -0.0108486+0.00153926j 0.0247772+0.0562496j -0.0157887-0.0652934j 0.019234-0.0245149j 0.000784906+0.00622479j -0.0133455-0.0322128j 0.0279944-0.00778995j 0.00867849+9.06898e-05j 0.0779923-0.0231998j -0.0547202-0.010884j -0.0875818-0.0297632j 0.0313484-0.0105977j 0.0353647-0.13576j 0.0719801+0.0166823j 0.00120827+0.0666126j -0.0594654-0.0408502j 0.014452+0.044951j -0.0750528-0.0149209j 0.00554407-0.00831447j 0.0562746-0.00716529j -0.0115469-0.00795636j -0.0641177-0.0477206j 0.0247657+0.037809j 0.00823788+0.0695239j 0.00156009-0.0192898j 0.0404631+0.0303819j -0.0204506-0.00359974j -0.0134287-0.0120993j 0.0119301+0.0349977j 0.00303724+0.000887765j -0.000392541+0.0164944j -0.00977641+0.00797062j -0.0157347+0.00567139j -0.00309502-0.00622401j -0.0187227+0.0354985j -0.0231981-0.015887j 0.0105052-0.0104708j 0.00174236-0.00664196j -0.0131963-0.0136125j 0.00212765+0.0367604j 0.000248313+0.0183095j 0.00921965-0.0191744j -0.00675411-0.0241679j -0.00484339+0.0420851j -0.00804072-0.00439916j 0.0128108-0.0281656j 0.0166958+0.0126472j -0.0215844-0.0288348j 0.00138714-0.00738553j 0.0177938-0.0342379j -0.0282648+0.0311638j -0.0241439-0.0210707j 0.0120011+0.00391002j -0.0315925+0.0095393j -0.031799+0.025219j -0.000882287-0.00807514j 0.0112685+0.00749488j -0.0146674-0.00788364j 0.0101473-0.0158235j 0.0134641+0.0114312j -0.014167+0.030531j -0.0224969-0.0269904j -0.0242284+0.0459622j 0.0196148+0.00157067j 0.00142446-0.0542184j -0.0682009+0.0716649j 0.0200785+0.0314809j -0.00719708-0.0454274j 0.157505+0.128689j -0.142284+0.000370776j -0.0415656+0.118796j -0.0149098+0.0363857j 0.00848293+0.0492037j 0.0523463-0.136472j 0.00247131-0.0180825j 0.023555+0.0167471j 0.138535+0.0931778j 
0.0279944+0.00778995j 0.036803+0.0318278j 0.00838028+0.0354639j -0.00327052+0.0364368j 0.00792055+0.0465801j 0.0064791-0.00600326j -0.0153576+0.0197477j -0.0176305+0.0120425j 0.00597538+0.0497643j -0.00881624-0.0354483j 0.0290212-0.00743042j -0.00959616-0.0277422j -0.0218664-0.000531462j 0.00734584+0.00906005j 0.0103196+0.0130601j 0.0256374+0.0273158j -0.0342449-0.011634j -0.0123465-0.061363j -0.0224171+0.0834451j 0.0546647+0.0112973j -0.0343848+0.200886j -0.0917982+0.0264496j -0.109621-0.0357793j 0.0317271+0.133823j 0.202646+0.0808931j -0.18973+0.157364j -0.075428+1.14492e-14j -0.162992-0.0592301j 0.0163189-0.0961753j -0.0617177+8.79285e-05j -0.0185108-0.21427j -0.0626982-0.126477j 0.124111+0.0528005j -0.159658+0.264014j -0.0113372+0.0155506j 0.00983458-0.040427j -0.00827788-0.0182455j -0.0332097+0.00322286j -0.0494425+0.0245026j 0.000118712-0.0146857j -0.0334479+0.000252639j -0.000278081-0.00057006j -0.00288203+0.0575817j 0.024254-0.0204115j 0.0113683+0.0578979j 0.000137956-0.0296541j -0.020905+0.0302285j -0.0232472-0.00863187j -0.0287783+0.0245948j -0.0016405+0.00659199j 0.0362012+0.0113697j -0.0110943+0.0192267j -0.00157734-0.0123781j -0.00565308+0.0148835j 0.0356236+0.00902749j 0.0345758+0.00594641j 0.00437817+0.0169815j 0.0160076+0.00385991j 0.00591691+0.0117817j 0.0191772+0.00976061j 0.00347325+0.00491872j -0.0062154+0.0228229j 0.0161306-0.0128807j 0.0309679+0.0263092j -0.00859442+0.0163235j -0.0188399-0.00925436j -0.00697384+0.0292228j -0.0114216-0.0298806j 0.0335281+0.0193473j -0.00358535+0.0104123j -0.0138932+0.0142558j -0.0083022-0.0123945j 0.00935705-0.0164756j 0.0247672-0.0269308j 0.00929871+0.00846233j 0.00462079-0.0363614j 0.0121871-0.021694j -0.0147437+0.00350716j -0.00283573+0.00884476j -0.0117952+0.00942752j 0.00690502+0.0516866j -0.00503449+0.00764073j 1.00086e-05+0.000701807j -0.00439321+0.0142265j -0.00453048+0.00590476j -0.00202108+0.00751415j -0.00855054+0.00764587j 0.00610111-0.00454292j 0.0133427+0.00644829j 0.00021242-0.022766j 0.0297446-0.00337416j -0.00362159-0.00587701j 0.0106992-0.00536137j -0.0297392-0.0195606j -0.0142692+0.0228138j -0.0296642+0.0237824j -0.00803187-0.034596j 
0.00867849-9.06898e-05j 0.00356942+0.00146463j 0.0249856+0.0203123j -0.00266274+0.0212016j -0.00616648-0.0458069j -0.00646586-0.0126167j -0.0411161+0.00432959j 0.0342438-0.0025406j -0.036566-0.00429981j -0.00396119-0.0304439j 0.0147528+0.0294098j 0.00841351-0.0213882j 0.00276098+0.00409073j 0.017761+0.00199573j -0.00514197-0.00917988j -0.0106003-0.00682939j 0.0074658+0.00337549j -0.0530352-0.0368992j -0.0379472+0.00691339j 0.0297072-0.0380656j 0.0582353-0.135435j -0.0246064-0.00646264j 0.016233-0.133257j -0.33879+0.0905248j -0.133561+0.106867j -0.265285-0.0692551j -0.162992+0.0592301j -0.0676258+1.67722e-14j 0.0234816+0.0625556j 0.289566+0.132869j -0.0684476+0.0263449j 0.160648-0.0917856j -0.0280391-0.0295157j -0.0824031+0.0387659j 0.0507271-0.0300755j 0.0326059-0.0463855j -0.0507019-0.0136779j 0.0404929-0.0179165j 0.0514675+0.00872631j -0.00091704+0.00708175j 0.0286509-0.000846003j -0.0589502-0.0254403j 0.00440525+0.00630845j 0.0198331+0.00530272j 0.0228268-0.0330121j -0.00140908+0.015062j 0.0053828-0.0257889j 0.0114861+0.0029278j 0.00906425-0.0387103j 0.0317996-0.0214343j 0.0674292+0.00329976j -0.0470435+0.00972061j -0.0366786+0.00902705j -0.0297919+0.0265081j -0.055224+0.00939948j -0.0565697-0.00487053j 0.0262566+0.0309503j -0.01176+0.00577141j 0.0324399+0.0154741j 0.0304448+0.0158916j 0.0322119-0.00133813j -0.0426123+0.00217795j -0.0127592-0.00866267j 0.0211508+0.0266562j -0.0267054+0.00221053j -0.00650774-0.0102972j -0.0298129-0.000752207j 0.00811617-0.0096361j -0.00191833-0.00921903j -0.00148893+0.0103406j -0.0136484+0.011673j -0.00233597-0.00708211j 0.000331305+0.0158356j 0.0115371+0.0209171j -0.00720326-0.000369851j 0.0129718+0.00670227j 0.0091933+0.00591665j 0.0144629+0.0191454j 5.60881e-07-0.0188781j -0.00794763+0.0104996j 0.00659057-0.00428831j 0.00228341+0.00554283j 0.0023691+0.00269304j -0.0116774+0.0212287j -0.0132957+0.0115728j 0.00364552-0.00640469j -0.000331061+0.00454784j -0.00556574-0.00738069j 0.00589492+0.0346965j 0.0159041-0.00538713j -0.00627+0.0168054j 0.000528191-0.000271079j 8.92688e-05+0.00438531j 0.0117246+0.00412657j 0.0273605-0.00098305j 0.0208233-0.00643336j 0.0230238+0.0228578j 
0.0779923+0.0231998j 0.0465464+0.0568913j -0.0247084-0.0890968j 0.0247239-0.0170007j 0.00529227-0.0567037j -0.0492058+0.0475395j 0.00191355+0.0183072j 0.0197612+0.0138217j -0.000912273-0.00699261j -0.015445-0.0163856j 0.00969386+0.0130734j -0.0114602+0.00634596j -0.00870773+0.000983034j -0.0199241-0.00774377j 0.00829941+0.0253406j 0.0229895-0.000754133j -0.0413747-0.0334545j 0.0671228+0.175405j 0.0586166-0.0178511j -0.164558-0.0118126j 0.0866976-0.134916j 0.0335497+0.171886j -0.0474237+0.044849j -0.169674+0.00918629j 0.141078-0.0875147j 0.136222+0.248844j 0.0163189+0.0961753j 0.0234816-0.0625556j -0.107106+1.17961e-16j -0.0834981-0.178877j -0.102017-0.0183778j 0.132628-0.088498j 0.0686145-0.0200102j -0.13411+0.0179363j -0.074901+0.065916j -0.0520399+0.036955j 0.096561-0.129661j -0.0969375-0.00287015j -0.0114085+0.0747353j 0.0311701+0.0163949j -0.0411154+0.00180222j 0.0494179+0.0506868j -0.057653-0.121883j -0.0619397-0.0330267j 0.0420831-0.0559049j -0.0397085+0.00797802j 0.0282309+0.0131868j -0.00132649-0.00486279j 0.0188692-0.00650575j -0.0140174-0.0216993j 0.032065-0.0261648j 0.0158357+0.0462304j -0.0139674-0.00548647j 0.0115787-0.00577725j -0.0403754-0.0362104j 0.00314137+0.0120868j -0.0463638-0.0707249j -0.0158433-0.011768j -0.0049861-0.0199855j -0.0273176-0.0302609j 0.0201444+0.0277118j 0.00145584+0.0418323j 0.0111851+0.0321394j -0.0394867-0.025441j -0.00485066+0.0128682j 0.0229943-0.00517818j -0.0203413+0.0272442j 0.0175593-0.0246187j -0.00938093+0.012253j -0.0204836+0.0229627j 0.00875097-0.0131182j -0.00804451-0.0089503j -0.0280583+0.0132934j -0.00199035+0.00883639j 0.00952034-0.0107461j 0.00381743+0.00700632j 0.00308878+0.00629567j 0.00110614-0.0109347j -0.0221157-0.0389018j -0.00596665-0.0220667j 0.00845602-0.00722862j 0.0149413-0.0107977j -0.0038223-0.0192733j 0.0130466-0.0246922j -0.00422227+0.0280642j -0.00110304+0.00707735j -0.00833361+0.0001053j 0.00958836+0.0134183j 0.00470282-0.0149633j -0.00492294+0.035712j -0.0104506+0.00308995j 0.00126772+0.00511147j 0.00298851-0.0117208j 0.00196321-0.0069148j -0.018653-0.0316682j -0.0174308+0.0461062j -0.00769964-0.0454444j 
-0.0547202+0.010884j 0.0335813-0.0322255j -0.0112779-0.0448792j 0.0413062+0.0356748j 0.019578+0.0177815j 0.0207542-0.0568014j -0.0104524-0.028012j 0.0173752+0.0257016j 0.00432594-0.00724832j 0.0130101-0.0215676j -0.0153642-0.0112176j 0.02178-0.00873986j 0.00831514-0.0176375j -0.00478882-0.00826419j -0.0142511+0.000393774j 0.0318378-0.0130948j 0.0123398+0.000605811j 0.0221411+0.0983176j 0.0948933+0.0510738j -0.111155-0.0534937j 0.0515108+0.093799j -0.0169493-0.0995516j -0.0249386+0.138115j -0.199013-0.407001j 0.11465-0.0426074j 0.0638206-0.0812464j -0.0617177-8.79285e-05j 0.289566-0.132869j -0.0834981+0.178877j 0.0709239-1.45717e-14j 0.0748647+0.0631271j 0.00217084+0.0366064j 0.0774334+0.0284717j -0.0296022-0.00661347j -0.0457495-0.114279j -0.100068+0.0148299j 0.0264117+0.0436619j -0.0641261-0.0036507j -0.0351595+0.0101476j 0.000410725+0.0134687j -0.0206173+0.0125313j 0.0454525+0.0570297j 0.0243323-0.0405678j -0.074097-0.0103628j 0.0230568+0.0458607j 0.0106856+0.00237026j -0.00737707+0.00243364j 0.00236618-0.0270289j -0.0128879+0.0270912j 0.00636142+0.0283391j 0.0054456+0.0520022j -0.0204351-0.0307817j -0.0172042-0.0214619j -0.00364268-0.0146419j -0.01945-0.0445565j -0.0217615-0.0490125j -0.0215567+0.0235116j -0.000858809+0.00151662j 0.00502277+0.0348283j -0.0113305+0.0211479j 0.004546+0.00885859j -0.0019522-0.0102993j -0.00233195-0.00858722j -0.0134352+0.0180147j -0.0365449-0.019972j 0.00323511-0.00829218j 0.00165438-0.0175866j -0.00200502+0.0074031j 0.00684378+0.0141167j -0.0150537-0.0197433j -0.0257248-0.0149126j -0.00905944+0.00573459j -0.00171465-0.00165538j -0.00703452-0.00908021j -0.0102374-0.00220228j 0.00482774+0.0200832j 0.00401043+0.013865j -0.00724568-0.00769376j 0.00907719-0.000317881j 0.00078314-0.0086295j 0.00595875-0.00560536j 0.000568754-0.00183653j -0.00386411-0.00741448j -0.023007-0.00582168j -0.0105906-0.000105891j -0.00662201+0.00351681j 0.00372958-0.00832018j 0.00385034-0.00472556j -0.00779685-0.02224j -0.0171204+0.00209532j -0.0123436-0.0141265j 0.00043777+0.0041864j -0.00265534-0.00150475j 0.014954+0.00444153j -0.0148196+0.00329934j -0.0149827+0.012909j 0.000228106+0.00838413j 
-0.0875818+0.0297632j 0.0177142-0.0977865j -0.0185642+0.0216898j -0.0182891-0.0302082j -0.0198227+0.0283748j -0.0619398-0.0398817j 0.000141988+0.0153375j -0.00250893-0.0317722j -0.00516571+0.00759427j 0.0181495+0.00578834j -0.0154976-0.00904706j 0.00359046-0.0106085j -0.00581236-0.00846183j 0.00424354+0.00483928j -0.00714534+0.0084078j 0.0226917-0.0527198j 0.0525218+0.0106619j 0.0777497-0.0694969j -0.0832588-0.150448j -0.21286-0.0420855j 0.115444+0.172446j -0.00989122-0.0911908j -0.0278444+0.00800257j -0.0747269+0.21404j -0.0260502-0.0192763j -0.0809972+0.0762584j -0.0185108+0.21427j -0.0684476-0.0263449j -0.102017+0.0183778j 0.0748647-0.0631271j 0.190672+1.59595e-15j -0.0101274+0.112974j 0.0332415+0.0882029j -0.0592905-0.119555j -0.0361312-0.080533j -0.0380624-0.00957788j 0.0425246-0.0366009j 0.0271813+0.0547902j -0.0361055+0.0472829j -0.0290693-0.0142516j 0.000902951+0.0302515j -0.00559264-0.113057j -0.115341-0.0268854j -0.0716427+0.00202371j 0.0282345+0.0438841j 0.0529908+0.00228722j -0.021536+0.00725251j -0.0400963-0.032025j 0.0589215+0.0975805j 0.00999887+0.00287512j -0.00785354-0.0800741j -0.00762491+0.0186926j -0.0106375+0.031364j 0.00273585-0.0181545j -0.00321664+0.018355j -0.0107607+0.0350738j 0.0166516-0.0362353j 0.00643643+0.0363005j 0.0072761+0.00527601j -0.0122092+0.00292233j 0.0135534-0.0271564j -0.0402595-0.00437851j -0.0119367+0.0188364j -0.0168247+0.0160173j -0.00790373-0.00587121j -0.00088537+0.0149399j -0.0246506-0.0201755j 0.0179438+0.00366549j -0.0175052-0.000811246j 0.0145282-0.0196297j 0.00104883+0.0253663j 0.0147274-0.00871863j -0.000376766+0.00749597j -0.0133843+0.0305481j -0.00928549+0.00938092j 0.00201977-0.00438059j 0.00414766+0.00489701j 0.0191554+0.00497146j 0.00552214-0.0142895j 0.00473979+0.00551539j -0.00865989-0.00915457j -0.000885112-0.00364614j -0.00519535+0.00916413j -0.00554216+0.00727043j -0.00824741-0.00757251j -0.00368161+0.0203851j -2.59628e-05-0.00680918j 0.00552357-0.00929393j -0.0125127+0.00376002j -0.00802794+0.0298631j -0.00802115+0.00407101j 0.000185337+0.0073667j -0.00211336-0.00187303j 0.00524973-0.00578231j 0.0222991+9.30007e-05j 0.0191412+0.0439544j 0.00401006+0.0233059j 
0.0313484+0.0105977j 0.00472356+0.00895761j -0.0123989+0.0887388j -0.0913557-0.0174596j 0.0389375+0.0273966j -0.00452134+0.00194093j -0.00370681-0.0133293j 0.0046893+0.021591j 0.000412572-0.00407967j -0.00934627-0.0175595j -0.00519064+0.0184611j -0.025364+0.000576329j -0.0137143+0.00979597j 0.00633282+0.00778715j 0.00571391+0.00749857j -0.01243-0.0174389j 0.00415733-0.00411209j 0.0137375-0.184605j -0.22434-0.0692169j 0.143591-0.0582551j 0.221666+0.101188j -0.015739+0.0724888j -0.159498+0.22317j -0.057981-0.230712j 0.0883538-0.0152268j 0.125214-0.132357j -0.0626982+0.126477j 0.160648+0.0917856j 0.132628+0.088498j 0.00217084-0.0366064j -0.0101274-0.112974j 0.059484-2.90046e-14j -0.00691546-0.017524j -0.0890791-0.10557j 0.0018169+0.0818055j 0.0625483-0.0336834j -0.00375256-0.0963648j 0.0334163+0.0351912j 0.0214204+0.025942j -0.00352947-0.0272682j 0.00833636+0.00524951j -0.110071-0.124519j -0.097458+0.0697352j 0.109846-0.0385276j 0.0670106-0.0210538j -0.0154779-0.0165294j 0.00719012+0.042096j -0.0477873+0.0594843j 0.0384103+0.0858533j -0.0130063+0.0354609j 0.0418113+0.0235955j 0.0162126-0.000175642j -0.0143672-0.00960321j 0.012837-0.00763603j 0.0199209-0.00995419j 0.00878396+0.0125863j 0.00957492-0.0037981j 0.0344572+0.0143945j 0.0221002+0.00268559j 0.0184236-0.00212124j -0.013899-0.0140317j 0.00379189+0.00294008j -0.0139244+0.00910865j 0.0119306+0.0142993j 0.00943541+0.0174013j -0.0140295-0.00075999j -0.00829-0.00292234j 0.00429312+0.0147893j -0.00989059-0.00231739j 0.0138947-0.00684717j 0.000377932+0.0246447j 0.0110947-3.41236e-05j 0.0117984-0.00903894j 0.0183162-0.00209208j 0.0124578+0.00624498j -0.000159287-0.00121791j 0.00758709+0.00184243j 0.01024+0.0162057j -3.85634e-05-0.0301477j -0.0112942+0.0104333j 0.00402304-0.00801439j -0.0011862-0.00700498j -0.000123321+0.00969702j 0.0104539+0.00502958j -0.00907447-0.00396284j 0.0010486+0.0159887j -0.00860094+0.000806645j 0.00257774-0.00131045j 5.7543e-05+0.0269012j 0.0131642+0.0124553j 0.0143554+0.0132534j -0.00183713-0.000654462j 0.00466733-0.00272848j -0.0124739-0.00457244j 0.0397495-0.00277972j 0.030332+0.0214765j 0.0141251+0.0129284j 
0.0353647+0.13576j -0.100325+0.0745022j -0.0231312-0.0358358j -0.0201399+0.0186604j -0.0369092+0.0149049j 0.0424687-0.0148989j -0.00167969+0.00460446j 0.00760922+0.00325681j -0.0212242-0.00415149j -0.0123271+0.00918308j 0.00691365+0.00106654j 0.000255897+0.0193885j -0.00853405-0.0140624j -0.0127978+0.00596359j 0.00499061+0.00617554j -0.0604544+0.0068444j -0.00183111-0.089402j 0.0561723-0.000341511j -0.13582+0.0299692j -0.0611208-0.101523j -0.0908578+0.039909j 0.0340254-0.201552j -0.302138+0.123983j 0.0468252+0.00462593j 0.11493+0.204459j -0.0626803+0.0700739j 0.124111-0.0528005j -0.0280391+0.0295157j 0.0686145+0.0200102j 0.0774334-0.0284717j 0.0332415-0.0882029j -0.00691546+0.017524j -0.0855812+1.85962e-15j -0.163513-0.0981161j -0.0550602+0.0851063j 0.0446679+0.0205017j 0.077706-0.0969093j 0.02049-0.119614j 0.0544045+0.0771351j 0.0145839+0.0453798j 0.0213245-0.0186024j -0.0854477-0.0243077j -0.118973+0.0424422j 0.0274207-0.092127j -0.0534644-0.0255807j 0.00731269+0.0562344j -0.0236241-0.0308759j 0.00782105-0.0364248j -0.0438984+0.0361396j -0.0292006+0.0373317j 0.042973+0.00113697j -0.0048385-0.0167164j -0.0105557-0.0187592j 0.000768269-0.00810052j -0.0129022+0.0122188j 0.0267612-0.0110736j -0.0191324+0.011292j -0.0136053-0.00884176j -0.0206045+0.00487113j 0.00783977+0.0109304j 0.00488272+0.034707j 0.0181979-0.0250245j 0.0279876-0.00746028j -0.0021444-0.0120267j 0.0179533-0.00809254j -0.0057292+0.0025928j 0.0113552-0.00568079j -0.00650253-0.00803296j -0.00611433-0.0031022j 0.0160564-0.00193814j 0.00156059-0.00537762j 0.0148955-0.0154282j 0.0152282+0.00513982j 0.00304882+0.0135886j 0.00749167-0.0046775j -0.00332794+0.00070682j -0.0102344-0.00560518j 0.00492828-0.00927083j -0.0025259-0.0121018j -0.00508706+0.0157363j -0.00708527-0.00577948j 0.00689844-0.00804645j -0.00154653+0.0141529j 0.014985+0.00138509j 0.00117321-0.00662039j -0.00702297+0.0121717j -0.00895766-0.00135861j 0.0075009-0.00190946j -0.00724122+0.0308881j 0.00931835+0.0126649j 0.0190732+0.00510298j -0.00156771+0.00074171j 0.00531349-7.52784e-05j -0.00987052+0.00479159j 0.012748+0.00219318j 0.00969948+0.00921977j -0.00310869+0.0300378j 
0.0719801-0.0166823j 0.0527842+0.0982099j -0.0218095-0.0588693j -0.0399611-0.0324952j 0.00845984+0.00305327j -0.0193566+0.0144319j -0.00221488-0.0159837j -0.000124579-0.010974j -0.000602488+0.00802042j 0.0107647-0.00555712j 0.00107734+0.00784061j 0.00695772-0.00645701j -0.0287522-0.000206004j 0.0151857+0.0238849j 0.00709641-0.0112301j 0.00283213+0.0887951j -0.0815269-0.0362553j 0.0621783+0.146003j -0.0977452-0.13812j -0.210466+0.152566j 0.102499-0.0974487j -0.171209+0.0400438j -0.0676297-0.177588j -0.0218667-0.0923562j 0.0720764-0.049525j -0.0902217+0.0794205j -0.159658-0.264014j -0.0824031-0.0387659j -0.13411-0.0179363j -0.0296022+0.00661347j -0.0592905+0.119555j -0.0890791+0.10557j -0.163513+0.0981161j -0.00619257-9.15934e-16j 0.114743+0.0309872j 0.0203778-0.14688j -0.0363057-0.107099j -0.15767-0.170135j 0.0916825-0.0977538j 0.047479+0.0354566j -0.00936807-0.0650776j -0.138599+0.0200229j -0.0534346-0.161239j -0.026174+0.144024j 0.0520326-0.05095j 0.0678607+0.016118j -0.0231681-0.0177344j -0.0435511-0.0248069j 0.0243609-0.0441939j 0.025542-0.0111312j 0.0224735+0.0261632j -0.0348523-0.0125041j -0.0202221-0.0176494j 0.00867656-0.00675937j 0.00218647-0.032738j -0.00629334-0.0269699j 0.009908-0.012525j 0.0118453-0.00600554j 0.0227596+0.0108305j 0.00942733+0.00810308j -0.00464562-0.00322376j -0.00693207-0.00777641j -0.00345641-0.0270697j 0.00337226-0.0110094j -0.00701402-0.0114417j 0.0193153+0.00334741j 0.00907331-0.00642405j -0.00990075+0.00251192j 0.00410303-0.0148607j 0.0114208+0.0018328j -0.0320548-0.00308148j -0.000368921+0.00368313j -0.0114975+0.00610049j -0.0032705+0.00229509j -0.0326446+0.0164549j 0.0125348+0.0120308j 0.00953571-0.00474024j -0.00636887-0.0146551j 0.0148379+0.0284146j 0.0317934-0.00099931j -0.0051315-0.0241775j -0.00336986-0.0184465j 0.0214417+0.00213637j 0.00430123+0.00389707j -0.0119733-0.00951612j 0.0026211-0.00728799j 0.0183276-0.000583186j -0.0130991-0.00384695j 0.0239393+0.0434537j -0.019242-0.028788j -0.0269433+0.0237758j 0.00221986+0.00524199j -0.00446501+0.00768464j 0.0538068-0.0083766j 0.0263574+0.00190114j 0.0134323-0.0191123j 0.0527958+0.0596599j 
0.00120827-0.0666126j 0.0992336+0.0249882j 0.0394868+0.012914j -0.0195237-0.0331372j -0.0130328+0.00641174j -0.0111792-0.0116645j 0.0220038-0.00570164j 0.00317952+0.00566851j 0.00733326-0.00579245j 0.000441602+0.00606534j 0.00299753-0.00814723j 0.0144449-0.00981942j 0.00373436-0.00218099j 0.0101541-0.00716863j -0.00823309-0.0208988j 0.081041+0.0365615j -0.0358704+0.0695348j -0.0944649-0.159719j -0.213735-0.130843j -0.342472-0.14268j 0.0156478+0.254047j 0.177116+0.000884769j -0.0178082+0.0596774j 0.0346443+0.118526j 0.0790017+0.101572j -0.147475-0.171589j -0.0113372-0.0155506j 0.0507271+0.0300755j -0.074901-0.065916j -0.0457495+0.114279j -0.0361312+0.080533j 0.0018169-0.0818055j -0.0550602-0.0851063j 0.114743-0.0309872j 0.0250316+1.13798e-15j -0.09778-0.104055j 0.00406855+0.0850591j -0.158382+0.127368j -0.176997-0.106727j -0.0239145-0.0980594j -0.107234+0.00314556j -0.178741-0.177282j 0.0501994+0.0599303j -0.0568053-0.02098j -0.0358507+0.0627206j 0.0196775+0.0198738j -0.0263258+0.00712564j 0.0364158-0.00526165j 0.0193701+0.0504652j -0.0497115+0.0161573j -0.0138313+0.00554698j 0.0198594-0.0133629j -0.00554282-0.00835947j 0.0122521-0.00903672j -0.0316735+0.0403413j 0.012441+0.00748609j 0.00486665+0.0486966j -0.00957998-0.00922244j -0.0104474+0.00312059j -0.0205215+0.00782022j 0.0107364+0.00672982j 0.0249412-0.0101567j 0.0227211-0.00516508j -0.0148566-0.0142395j -0.00438678+0.000110016j -0.000936759-0.00252272j 0.0154407+0.0111126j -0.00821611-0.00295233j 0.0229938-0.00621525j 0.000664788-0.00162239j -0.00949241-0.0204954j 0.00475579+0.00584313j -0.00548843-0.00726779j -0.0191601-0.0153751j 0.00201964-0.0212656j -0.00276164+0.000970264j -0.0016726+0.00587037j -0.0145741-0.00892578j 0.00403349+0.013305j -0.0203354-0.00349063j 0.00615236+0.016921j 0.0105021-0.00100427j -0.0244766+0.00752252j -0.011975-0.0274851j 0.0121952-0.00923868j -0.0429925+0.012552j 0.00539525+0.00493015j 0.0177599+0.00198168j -0.0151481-0.0166339j -0.00246257-0.0475416j 0.0126173-0.0210827j 0.0037454-0.00228281j 0.00322533+0.000840511j 0.0264583-0.0122319j -0.0657473+0.0262002j -0.059679-0.0308715j -0.00941986-0.00618859j 
-0.0594654+0.0408502j -0.0107959+0.0276131j -0.00715379+0.0180648j 0.00249111-0.0133633j -0.00953483-0.0425995j 0.022642-0.00480072j 0.0203619+0.00953267j -0.00503137+0.0163875j 0.0143503-0.000934148j -0.0141756+0.00791146j 0.00715613+0.00894588j 0.0145042+0.0185684j 0.00726205-0.0168701j 0.00322419-0.0153075j 0.00662548+0.0102804j 0.00809576-0.00397304j 0.0130331-0.0423615j 0.0275761+0.071283j -0.149055-0.0911547j -0.121542-0.178113j 0.119818-0.197591j 0.246871+0.0926249j -0.175433-0.181848j -0.0815925-0.0999466j -0.0120206-0.0402543j -0.008131-0.045133j 0.00983458+0.040427j 0.0326059+0.0463855j -0.0520399-0.036955j -0.100068-0.0148299j -0.0380624+0.00957788j 0.0625483+0.0336834j 0.0446679-0.0205017j 0.0203778+0.14688j -0.09778+0.104055j 0.057252+1.45717e-15j 0.0984468+0.00945322j -0.0249651-0.201557j -0.152081+0.016022j -0.0545072+0.0847864j -0.0367778-0.0316525j -0.0352147-0.0438457j -0.0515479-0.0500971j -0.00749973-0.0373505j 0.0397084-0.0522976j -0.0163774+0.00931381j 0.0308295-0.0129427j 0.0175233+0.0232988j 0.00906547-0.0764301j -0.0217448-0.0675088j -0.015534+0.0125319j 0.0310775+0.0173771j -0.00828838-0.00539218j -0.0069586+0.0370755j -0.00427955-0.0361555j 0.039694+0.00406427j 0.0236041-0.0124906j 0.0334472-0.00458075j -0.00889291-0.0306528j -0.00319332-0.021911j -0.00485861-0.00660497j -0.00748552+0.0154679j 0.00476298+0.00311633j 0.0186638+0.00397456j 0.00856475-0.00646741j -0.0137664+0.00286281j -0.0249407+0.00316445j 0.00612789+0.00233851j 0.0113577+0.00213233j 0.0351696+0.00289518j 0.0177029+0.00968299j 0.0207971+0.00603501j 0.0198995+0.000553774j -0.000518321-0.00630747j 0.0212455+0.0118507j -0.00655904-0.00245712j 0.00125319-0.00655059j 0.0153632-0.00713053j -0.0061148+0.00568155j 0.000306728-0.0193424j 0.00581166+0.00324367j -0.000639182+0.00563655j -0.00441637-0.0246977j 0.0347617+0.00766279j 0.00913079+0.00958274j 0.0236116-0.0595107j -0.0226416+0.0143703j -0.0076252+0.0267805j -0.0318531-0.0222578j 0.0403732+0.0218683j 0.0240353-0.00114871j -0.00574056+0.0072087j 0.0115683+7.00691e-05j -0.0382655+0.0532069j 0.0110354-0.0369769j 0.0352341-0.0317787j -0.0703327-0.0116235j 
