-0.00780315-1.42514e-13j -0.00496316+8.36148e-07j -0.00578279-0.000468187j -0.00601843-0.000392407j 0.00394305+0.000104879j 0.000981608-0.000189334j -0.0069609-0.000405933j -0.00426912-0.000563137j -0.000775052-0.000207634j 0.0026131-0.000174052j 0.00203802+0.000395656j 0.00649153+0.00035514j 0.00386577+0.00035721j 0.00111297+0.000266698j 0.00278609+0.000372346j 0.00141335+0.000392515j 0.000911407+0.000123463j 0.000119197+1.9863e-05j 0.00149128+0.000157045j -0.00311023+0.000207718j -0.00480923-0.00046425j 0.0026664+0.000407633j 0.00378592+0.000409333j -0.000245644+8.32746e-05j -0.00124154-9.18943e-05j -0.00194714-9.87158e-05j 0.002609+0.000147952j -0.00217551-0.000129427j 0.000621561+6.90414e-05j 0.000740455-0.000110254j 0.00100548-5.18607e-05j -0.000620432+0.000171316j 0.00411895+0.000391185j -0.00197706-2.71348e-05j -0.000519576-0.00015063j 0.00170557+0.000220115j -0.00220509-0.00036202j -0.00440393-0.000436409j -0.00330754-0.00027288j 0.00101796+0.000153503j 0.000891845+1.25558e-05j -0.00248701-0.000319244j 0.00192782+0.000593131j 0.00188827+0.000124062j -0.00134262-0.00058036j -0.0028758-0.000363795j -0.00117749-4.52254e-06j -0.00105773-4.50327e-05j 0.000234966-0.00033106j 0.000653024-0.00017783j -0.000911611-0.000414796j 0.000905992-1.09335e-05j 0.00210507+0.000267016j 0.00415116+0.000446875j -0.000808761-0.000137111j -0.00267466+0.000356044j 0.00155604+6.83962e-05j 0.00084087-3.30942e-05j -0.00250128+0.00012828j -0.00531632-0.000404786j 0.00330292+0.0003878j -0.00188531-0.000523161j 0.000394807-0.000234572j -0.00216591-0.00020801j 0.00341306-0.000390115j 0.000686865+0.000223386j -0.00995956-0.000898999j 0.00359632-0.00024429j -0.00490701-0.0013154j -0.00600875+0.000441166j -0.000659758-0.000295543j 0.0177933+0.000891085j 0.00469007-0.000649187j -0.0107739+0.00544944j -0.0375422-0.00277356j -0.0016011+2.49489e-05j -0.885242+0.00452331j 
-0.00531632+0.000404786j -0.000516465-0.000229281j -0.00399562+0.000969607j 0.00273671-0.000432855j -0.00464951+0.000941597j -0.0153018+0.00114514j -0.0014355+0.00103903j 0.0197757+0.000590578j -0.00555243+0.000393138j 0.0202106+0.00067426j -0.0269968+0.000707383j -0.0166864+0.00107453j -0.0190903+2.17793e-05j -0.00560332-0.000275335j 0.112931+4.28653e-05j 0.10021-0.000186045j -0.158932-0.000993844j -0.892171-0.00241571j 0.0901071+0.000660205j -0.142203-0.000702144j -0.0320707-0.000300678j 0.0264391+0.000376331j 0.0196333-9.06752e-05j -0.0293709-0.00101084j 0.0165052+0.00106169j -0.0130398-0.00133435j -0.0450766-0.00115454j -0.00885796+0.000117154j -0.0108841+1.00056e-05j -0.00149062+0.00105737j 0.0124061+0.000114405j -0.00925207+0.000272192j -0.0109447+0.000235479j -0.00784398+0.000162592j -0.00603272+0.000736568j -0.00964713+4.18589e-06j -0.000307708-0.000337817j -0.00702146-0.000150556j -0.00899913-0.000658556j 0.0025327+0.000219051j -0.0101163+0.00042671j 0.00419116-8.26741e-05j 0.00363964+0.000166388j -0.00477987+0.000366546j 0.00258167-4.42083e-05j 0.00108569+0.000567743j 0.00555785-0.000798356j 0.012008-1.97439e-05j -0.00852246+0.000273845j -0.000111161+0.000339877j -0.0108738+0.00154465j -0.00517548+0.000114525j -0.00150023-0.000614359j -0.00130535-0.000216866j -0.00278182+0.000529844j -0.00505587+2.11455e-05j 0.000234503-0.000160533j -0.0014882-0.000224658j 0.00335533-1.15714e-05j 0.00499224-1.43186e-14j 0.00155548+0.000277613j -0.00138844+0.000520263j -0.00122856-0.000743908j 0.00235436-0.000842441j 0.000518446+0.000449101j -0.00105623-0.000182265j 0.000255913-0.000290664j 0.000135539+0.000388417j -0.00114088+0.0006714j -0.00160619+0.000185253j 0.0013113+0.000386839j -0.00392212+0.00010472j 0.00238098-2.83706e-05j 0.000563869-0.000327155j 0.000584096+0.000168949j -0.00100827+3.67618e-05j -0.00101417-2.13348e-05j 
0.00330292-0.0003878j -0.000433512+0.000507901j -0.00171299-0.000264161j -0.0076329+0.00136309j 0.00434521-0.000136977j -0.016691-0.000243143j 0.0131278-0.000942142j 0.00493844-0.00119078j -0.004777+0.000429261j 0.0206517-4.88248e-05j 0.000779191+0.00212912j 0.0311673-0.000992392j 0.0108918-0.00112606j -0.00377653+0.000606685j -0.0304259+0.000258528j -0.0906781+0.000265378j 0.903016+0.0035861j -0.179857-0.000358389j -0.101153-0.0021961j 0.0339529-0.000296456j -0.0253208-0.00157249j 0.0145216+0.000117017j 0.00522446-0.00054369j -0.0235727+0.000492019j 0.0183616-0.0015143j -0.026269+0.000427329j -0.0155017-0.00116772j 0.00695335+0.000358468j 0.0147349+0.000644212j 0.00407156-0.000215698j 0.00129991-0.000469367j 0.0166023+0.00060577j -0.00305182+0.000160984j -0.0156697+0.000382416j 0.00533666+0.000626569j -0.00853926+0.000324085j 0.00871393-0.000614064j -0.0027516+0.00018341j 0.00387854+0.00046652j -0.00278946-0.00074529j -0.000524968-0.00116034j 0.000756817+0.000444019j -0.00121232-0.00112226j 0.00330863-0.000773908j -0.00440608+0.000281961j -0.00472764-0.000365929j 0.000919615+7.99657e-05j 0.000863147-0.000117553j -0.0010223-0.000168267j -0.000407653+1.50743e-05j -0.00401612-0.000486785j 0.00061788-6.05461e-05j -1.80014e-05-0.000126017j -1.26174e-05+6.98237e-05j -3.22416e-05+6.2568e-05j -0.000621378-0.000533123j 0.00436518+0.000436206j 0.000840702-3.85674e-05j -0.00148488+0.000197312j 0.00155548-0.000277613j 0.00273005+7.8995e-16j -0.00362484-0.000604807j 0.00343711+0.000580174j 0.00139543+0.00069309j -0.000823541+0.000135913j -0.00131153-0.000302198j -0.000358963-6.36038e-05j -0.0017672-0.0001417j -0.000750688-0.000602868j 0.00168528+3.35011e-06j -0.000241906-0.000102104j -0.00208286-0.000383906j 0.00048848-0.000153634j -0.000817036+0.000233554j -0.000707842-6.69927e-06j 0.000464943-0.000110492j -0.000114919-9.25093e-05j 
-0.00188531+0.000523161j -0.0022445+0.000304877j 0.00703934-0.000473545j -0.00211194+0.00026618j -0.0176086-0.000116839j -0.000595104-0.000394302j 0.0178367-0.000331453j 0.014857+0.000231285j 0.0106881+0.0012676j -0.0129374-0.000879191j 0.00411844-0.000375532j 0.024961-0.00188287j -0.045902-0.00064445j 0.00559983-0.00163209j 0.0282981-0.000900292j 0.91498+0.000713436j 0.0845725+0.000900019j 0.0684353+6.76401e-05j -0.130292-0.0018586j -0.0349741+0.000343398j 0.0143236+9.2604e-05j -0.0137804-0.000322336j -0.0244186+0.000564988j 0.0379562-4.54993e-05j -0.00467399-0.000594109j -0.0279956-0.000239946j -0.0135151+0.000654078j 0.0133358-0.000100986j -0.0144478-0.0010557j -0.000260619+0.000705152j -0.00268181+0.000288488j -0.0086442+0.000274705j 0.00999702-1.93115e-05j 0.00600567-0.000282348j -0.0057946+0.000473621j -0.0161375-0.000461184j 0.00876848+6.17412e-05j -0.00289407+0.000262827j 0.00553974+6.80653e-05j 0.0114738-0.000869338j -0.000986658-0.000470852j -0.00582454+0.00025091j 0.00919347-0.000913155j 0.00667179+0.000130548j 0.00410448-2.37277e-05j 0.0136014+0.000118471j -0.0013893+0.000144748j 0.00456799+0.000362089j -0.00497214+0.000314764j -0.00207677+0.000215724j 0.00561078+0.000112084j -0.00234439+0.000187052j 0.00287218-0.000122525j 0.00214503+0.000352609j 0.0015858+0.000675734j 0.00304878-0.000322606j -0.00153357+3.12803e-05j -0.000437981-0.000594931j 0.00163068+0.000452753j -0.00138844-0.000520263j -0.00362484+0.000604807j -0.0015024+1.26407e-15j -0.000418538+0.000347832j 0.000344589-4.49586e-05j 0.00297045+0.000469635j 0.000715395+2.39479e-05j 0.00320774+0.000591257j 0.00022779+0.000135168j 0.00238137-0.000126993j 0.00102859-0.000547438j -0.00128451+0.000301157j -0.00029023+6.06772e-05j 0.00338153+0.000394215j -0.000103279+2.10305e-05j 0.00270516+0.000329791j 0.00043078+0.000262182j -0.000788579-0.000360311j 
0.000394807+0.000234572j -0.00469766+0.000394966j 0.00140999-0.00181112j -0.00149332-0.00057233j 0.0131918-0.00129394j -0.0161045-0.00054967j -0.00699955-0.00175683j -0.0369464-0.000209093j -0.00459775-0.00227749j -0.0281732-0.000625875j 0.030908+7.07063e-05j 0.0137263+0.000283121j 0.0867877-0.00034191j -0.0747331+0.000703567j -0.911926-0.00116028j 0.0456703+0.00106068j -0.0572944-0.000489753j -0.109334-0.000233154j -0.054247-0.00104634j 0.0527561+0.00119581j -0.0190773-0.000797851j 0.0270057+0.000607901j 0.0306846+0.000901912j 0.014207-0.000692831j -0.0347326-0.000728608j -0.0127321-0.000825343j 0.0327086-0.000570705j 0.0131273-7.0686e-05j 0.020639-0.0010098j -0.0104956+0.000442148j 0.0141889-0.00129777j 0.00658661-0.000728673j -0.00345635+0.000385484j -0.00215773+0.000168715j -0.00711406-0.00124509j -0.00506039+6.96887e-05j -0.00588549-0.00131661j 0.00370478+0.00137591j -0.00180995+0.00047727j 0.00211381+0.000449957j 0.00792493-7.46654e-05j 0.000996266-0.000565388j 0.00586631+0.000709805j 0.00483008+2.49431e-05j -0.0119543-0.00100757j -0.00118276-0.000489566j -0.00520287+0.000256674j -0.0011447-5.30006e-05j 0.0140278-0.000106198j 0.00723194+5.12965e-05j 0.00941843-0.000359201j 0.00450622-0.000348438j -0.00487943-9.84585e-05j -0.00610203-0.000110813j 0.00118586-0.000469744j 0.00296144-0.000515957j 0.000806342+0.000373166j -0.00623433+0.000771152j -0.00300709-0.00040282j -0.00122856+0.000743908j 0.00343711-0.000580174j -0.000418538-0.000347832j -0.00284392-3.49829e-15j -0.00243626+0.000961629j -3.85739e-05-0.000301523j -0.000296847-9.56166e-05j -0.00270958-0.000172927j -0.000131662-0.000450358j -0.000772016-0.000410448j 0.00369089-3.04077e-05j -0.00123297-0.000576635j -0.000282087-0.000291964j -0.00627371-0.000654867j -3.3476e-05+0.000458734j -0.0013987-0.00107716j -0.00131722-0.000209629j 0.00131058+0.00026906j 
-0.00216591+0.00020801j 0.00191394-0.000577306j -0.00206477+0.000290436j 0.00311978-0.0020351j -0.0261053+9.67764e-05j -0.0133019+0.000473409j -0.00492407-0.000931843j -0.0458691+0.00223265j -0.0164711-0.00344661j -0.036371+0.00244011j 0.0093988+0.00148708j 0.0887022-0.00285334j 0.16935-3.39085e-05j -0.901543-0.00289919j 0.0926005+0.000548592j 0.00177528+0.00174574j 0.0134095-5.26973e-05j -0.00441091+0.000439581j -0.0194329+0.00278229j 0.0150668-0.000103805j -0.0174186-0.000676353j 0.00994075-0.00172487j -0.00285401+0.000172913j 0.0188526-0.000190399j -0.00762697+0.000576959j -0.00185248+0.000318766j 0.0140767-0.00105152j 0.00494475+0.000840215j 0.00979064+0.000476482j 0.00162804+0.000231515j 0.000881641-0.000373906j 0.00635642-0.000650264j -0.00347718+0.000478603j -0.00669491-0.00010317j 0.00294451-0.00148672j 0.00299671-0.000439376j 0.00198543-0.000575721j 0.00799784-7.02521e-05j 8.42475e-05-0.000154768j -8.40745e-05+0.000666889j 0.00422688+0.000155402j 0.00274719-0.000592793j 0.00464653+0.000632226j 0.000480427+0.00012559j -0.00531062-0.000649766j -0.00262107+0.000321162j -0.000465619-0.000233114j -0.00248773-0.000605145j 0.0051229+0.000706308j 0.00197227-7.47521e-05j 0.00138736+0.000290844j 0.00665781-0.000220208j -0.000877268-0.000625543j -0.00263561-0.000295116j 0.00257249-0.000360295j 0.00440006+8.36678e-05j 0.000753329-1.79585e-05j -0.00198328+0.000896944j -0.000181061-0.000163915j 0.00235436+0.000842441j 0.00139543-0.00069309j 0.000344589+4.49586e-05j -0.00243626-0.000961629j -0.0028025-1.9559e-16j 0.00241466-7.08733e-05j -0.00150837-0.000574562j 0.00111134-0.000567133j -0.000319426+0.000360827j -0.000570409+0.000420032j -0.00129888+0.000722472j -0.00249702-0.000195163j -0.00115988-0.00042413j -0.00104121-0.000457176j -0.000418292-0.000143507j -0.00159975-0.000604974j -0.000253694-0.000184146j -0.000280582+7.825e-05j 
0.00341306+0.000390115j -9.48895e-05-0.000298396j -0.000433266-0.000456092j 0.0179417+0.000883711j 0.00894116+0.000826571j 0.0156154+0.000772026j 0.0524496-0.00180199j 0.00416509-0.00413972j 0.0107929+0.00123201j 0.0072839+0.000421032j -0.0375837-0.000259832j -0.0502896-0.000556021j -0.901607-0.00182012j -0.177044-0.000759824j -0.0570441+0.000141347j -0.0221522+0.00102064j 0.0116921+0.0010618j 0.00642795-0.000258211j 0.00294925-0.000758828j -0.0113178+0.000242168j -0.0263594-0.00123881j -0.00762896-1.31883e-05j -0.00152622+0.00090222j 0.00120684+0.000402304j -0.000551915-0.00111895j -0.00449662-0.000152893j -0.00110732+0.00172461j -0.00190824-0.000388383j -0.00970443+2.80869e-05j -0.000430267-0.000645384j -0.00431434+0.000153965j -0.0152468+0.00011577j -0.00235495+0.00021909j 0.00161425+7.26068e-05j -0.00157773-9.0246e-05j 0.00188256+0.000678568j -0.00124684-0.000113549j -0.00247531-0.000187814j 0.00207746-1.94333e-05j -0.000957385+0.000380271j 0.00132001-0.000546036j 0.000264833-0.000452607j -0.000529367+0.000261033j 0.00250417-0.00021741j 0.00277222+0.00021839j -0.00285605-0.000828135j 0.000956056+0.000329455j 0.00379883+0.000157631j -0.0049275-0.000618931j 0.00020552-3.58151e-05j -0.000446871-0.000830801j 0.00136356+0.000146941j -1.80237e-05+0.000979684j -0.00110701+0.000566632j -0.00517522-6.01035e-05j 0.0015077+8.1056e-05j 0.00122837+0.000247029j 0.00898934-0.000231173j -0.0050261-0.000402688j 0.000518446-0.000449101j -0.000823541-0.000135913j 0.00297045-0.000469635j -3.85739e-05+0.000301523j 0.00241466+7.08733e-05j -0.00456672+9.72529e-17j 0.00441577+0.000273768j -0.00405265-0.000384898j 0.00230319-0.0008276j -0.00351013-0.000321146j 0.000220581-0.000230722j -0.00491-0.00023377j 0.00241764+0.000159168j -3.57976e-06+0.000122822j 0.00380986+0.000468706j -0.00414745-0.00029572j 0.00351664+0.000661705j 0.00301167+0.000567942j 
0.000686865-0.000223386j -0.00637192-0.000129274j -0.0157391+0.000580046j 0.00071307+0.000262724j -0.00623058+0.00212132j 0.033082-0.00193563j -0.0173181-0.00195219j -0.011884+0.00100879j -0.00145864+0.000754607j -0.00128451+0.000505509j -0.0704977+7.43563e-05j -0.899345-0.00537466j 0.0431102+0.000116689j -0.0554322-0.00347222j -0.00853782+0.000606891j 0.0203994+0.00193525j 0.0211843+0.00132442j 0.00139593+0.00121604j 0.0141711-0.000950406j -0.011904+0.000296878j -0.00925112-0.00121329j 0.00544679-0.000583937j 0.00352268+0.00153443j -0.0016356+0.000286528j -0.00325955-0.000298439j 0.00361381-0.000900281j -0.00197151+0.000634725j -0.00419328+0.000902039j -0.00142708+0.00114786j 0.00638453-2.89008e-05j 0.00336517+5.87091e-05j -0.000644315-0.000754411j 0.00528944+0.000316779j 0.000433901+0.0003305j 0.00156928-0.000279871j -0.000934632+0.00021879j -0.00663431-0.00159523j 0.00493426+0.00044178j -2.58374e-05-0.000647368j -0.00238139-0.000830098j 0.000515163+0.000245415j 0.00183353+7.2954e-05j -0.00912744-0.000457974j -0.00224169-0.000374798j 0.00279122-0.000433667j -0.000752026+1.43909e-05j -0.00107944+0.00059228j -0.00456197+6.54134e-05j 0.00217186-0.000601362j 0.00427608-5.80698e-05j 0.00145636-0.000764281j 0.00294369-0.00048157j 0.00246636-0.000488847j -0.000616518-0.000375391j 0.000390647-0.000482835j -0.00579837-0.000278779j 0.0011231+6.2713e-05j -0.00239823-0.000156565j -0.00237415+0.000474521j -0.00105623+0.000182265j -0.00131153+0.000302198j 0.000715395-2.39479e-05j -0.000296847+9.56166e-05j -0.00150837+0.000574562j 0.00441577-0.000273768j -0.00118498+7.09502e-16j -0.00358308+0.000353175j -0.000821899+4.85134e-06j 0.0014529-0.000169363j -0.00337103-0.000197113j 0.00460898-3.75629e-05j 0.00314287+0.000207542j 0.00102529-7.59294e-05j -0.00430677-0.00010946j 8.59894e-05+4.0014e-06j -0.00276328-0.00025335j 0.00354939+0.000351545j 
-0.00995956+0.000898999j -0.00345879-0.000195642j -0.00274339-0.00167086j 0.00203647+0.000188437j 0.0306713-0.00177324j 0.00260095-0.00179069j 0.0238927-0.00189553j 0.00203982-0.00343597j 0.00074449+0.000133125j 0.0595472+0.000489813j -0.919782-0.00378835j 0.0578937+0.000504222j 0.0297481-0.000562809j -0.00311222+0.00169399j -0.00678276+7.67794e-05j 0.00148384+0.000376632j 0.00110665-0.00199792j 0.0157437+0.00118025j 0.0122299+0.000821563j 0.00206181-0.000123077j -0.00110827-0.000979724j 0.0100952+0.00175971j 0.00199509-6.0581e-05j 0.00413562+0.00136564j 0.00400036-0.00130987j 0.000215126+0.000328862j 0.00166993+0.000603421j -0.00753952+3.39064e-05j -0.00499812-0.000179429j 0.000341184+0.000298092j -0.00283704-0.00036495j -0.00595952+3.84251e-06j -0.00459475+0.000296273j -0.00339851-0.000554359j -0.00661326-0.000705719j -0.00228938+0.000114991j 0.00281528-0.000340474j -0.00440557+0.00086098j -0.00462316+9.83034e-05j 0.0008051+0.000360116j 0.00437536-0.000666683j 0.00105309-0.000231844j 0.00494302+0.000396027j -0.000302764-0.000529201j -0.00114133-0.000259479j 0.00194425-0.000641515j -0.000326666+0.00042456j 0.000462385-0.000220381j 0.00384716-0.000305264j 0.00150894-8.24063e-05j -0.00214108-0.000641193j 0.000213921-0.000140279j -0.00241936-0.000265225j -0.0019803+0.000226305j -0.00348937-1.25114e-05j -0.0021833-0.000408496j -0.00401567+0.00061444j 0.000790611+0.000423048j -0.00261027-9.55118e-05j 0.000255913+0.000290664j -0.000358963+6.36038e-05j 0.00320774-0.000591257j -0.00270958+0.000172927j 0.00111134+0.000567133j -0.00405265+0.000384898j -0.00358308-0.000353175j -0.00565553-1.558e-15j -0.00351588-0.000174916j 0.000730233-0.00042205j 0.00565152-0.000510855j -0.000863719+0.000278241j 9.86923e-05-0.000281636j -0.00344851-4.51706e-05j 0.00256278+8.67138e-05j 0.00118246-0.000529572j -0.00319464-5.57825e-05j -0.000226243+0.000386787j 
0.00359632+0.00024429j -0.00947204+0.001427j 0.014615-0.000419516j -0.00469824+0.00100679j -0.00300083-0.000918444j -0.0174843+0.00131068j 0.00664276+0.00125262j 0.0045253-0.000394792j -0.0365407-0.0010785j -0.92171-0.00329494j -0.0509663+0.000127982j -0.00514871+0.000490199j -0.000845536+0.00012716j 0.0153869+0.00264571j 0.0171957-0.000927017j -0.0146875+0.000328845j -0.00854518-8.80327e-05j -0.00114138+0.000676448j -0.00323917-0.00182978j -0.00605598-0.00177147j 0.00209448-0.000850286j -0.00494853-0.000575804j -0.00314573-0.00071483j 0.0074269-0.000120004j -0.00232607-0.000100059j -0.00599721-0.000237231j 0.00975896-0.000511376j 0.00674105+0.00037827j 0.00401256-0.00088697j -0.000797137-0.000118912j -0.00142985-0.000209656j -0.00427376+0.000696889j -0.00162173+0.000699621j -0.0015072+0.000940174j -0.00626977+0.00117703j -0.00238107+0.000146531j -7.04203e-05-0.000333437j 0.00221104-0.000892154j 0.00156484-0.000249j 0.00207965-0.000382675j 0.00132375-0.000830122j -0.000172995-0.000131684j 0.00336929-0.00059527j -0.000713905-0.000171485j 0.00241526+0.000268374j 0.000682791-0.000113322j -0.000370489-4.84195e-06j 0.00214302+2.70875e-05j -0.00290539+0.000371317j 0.00110899+0.000136322j 0.00142056+0.000637839j -9.41431e-06+0.000128479j 0.000845963-0.000550176j 0.000835463-6.32455e-05j 0.000242319+0.000992479j -0.00182876+0.000480102j 0.00130743+0.000492832j 0.00213473-0.000632765j -7.52177e-05+6.50042e-05j 0.000135539-0.000388417j -0.0017672+0.0001417j 0.00022779-0.000135168j -0.000131662+0.000450358j -0.000319426-0.000360827j 0.00230319+0.0008276j -0.000821899-4.85134e-06j -0.00351588+0.000174916j 0.00222643+3.92481e-17j -0.00299429-6.35998e-05j -0.000103904-0.000423538j 0.000786745-9.08054e-05j -0.00183399-0.000150431j 0.000942506+7.29419e-05j -0.00178431+0.000101492j 0.00183613-0.000248986j 0.000287315+0.000251018j 0.00189267-0.000151549j 
-0.00490701+0.0013154j -0.00130028+0.000229564j 0.0221065-0.000754009j 0.0168935+0.000713688j -0.0429388+0.00302825j 0.00363091+0.00368694j -0.0161151+0.001916j 0.00813773+0.00413973j -0.917852-0.00318448j 0.0281661-0.00117532j 0.00422317+0.000365177j 0.00235412+0.00121928j 0.00350436+0.00221272j 0.00500522-0.00343041j -0.00681768-0.00200212j -0.0135357-0.000978452j 0.00679986-0.000383643j -0.00260903+0.000239113j -0.00541313+0.00119046j -0.00520945-0.000433351j -8.80376e-05+0.000332147j -0.00479329+0.00039613j -0.00376393-4.28231e-05j 0.00226843+0.00014141j -0.00263706+4.81523e-05j 0.00458591-0.000580978j 0.00338361+0.00117906j -0.000915001-0.000293156j -0.000600996+0.000235472j 0.00144487-0.000412021j 0.000660108+0.000568327j -0.00393901+0.000576939j -0.000752042-0.000493589j -0.00193582-0.000376631j -0.00360421+0.000644918j 0.00047694+0.000488664j 0.000618445+0.000614244j 0.00344598-0.000167212j -0.00139831-0.000232906j 0.000477046-0.000506524j 0.000948399-9.28215e-06j 0.00148175+0.000172144j -0.000271396-0.000642426j -0.00146646-0.00011579j 0.00329354+0.000593128j 0.0020099-0.000362068j 0.000782656+9.49559e-05j 0.00033252+0.000221143j -0.00669594-0.000135219j -0.00323515+6.68172e-05j -0.00506885-0.000105858j -0.00126036+0.000222632j 0.00337182+0.000237799j 0.00243711+5.69456e-05j -0.00380369+0.00012883j -0.00207681-4.52532e-05j -0.00351342+9.68493e-05j 0.0032433-0.000626633j 0.00108683+0.000247395j -0.00114088-0.0006714j -0.000750688+0.000602868j 0.00238137+0.000126993j -0.000772016+0.000410448j -0.000570409-0.000420032j -0.00351013+0.000321146j 0.0014529+0.000169363j 0.000730233+0.00042205j -0.00299429+6.35998e-05j -0.000878841+2.22695e-16j -0.00152523-0.000610162j -0.00151767+0.000278658j 0.000352562+0.000364425j 0.00323269+0.000826376j 0.00173767-0.000451648j 0.00322653+0.000486436j 0.000476793+0.00036957j -0.000788199-0.000186921j 
-0.00600875-0.000441166j -0.000601166+0.000905292j 0.0148096+0.005019j -0.0509566+0.00288266j 0.00340978-0.00311614j -0.00653247-5.03724e-05j -0.00827288-0.00240989j -0.904462-0.00389494j 0.00345542+0.00456698j 0.00870917-0.000129596j -0.00834741-0.00372837j -0.00931107+0.000870103j -0.0217961-0.00436356j -0.00851455+0.00147119j -0.000960654-0.000929747j -0.003121-0.000816777j -0.00141043+0.00120647j -0.000466076+0.000318225j 0.00136583-0.000872054j 0.00422045-0.00149878j 0.00317875+0.000176985j 0.00194458+2.37236e-05j 0.000475454-0.00187024j 0.00522276+0.000527842j -0.0047845-4.6106e-05j 0.00159796+0.000187252j 0.00848826+0.000234259j 0.00249307-0.000127835j 0.00474089-0.000129243j 0.00134528-0.000412915j 0.00362631+0.000183841j 0.00303733+0.000809859j -0.00210331-0.000622268j -0.00161503+8.54738e-05j 0.000853944+0.000666446j -0.00112635+0.000118658j 0.00228999+0.000690574j 0.00347401-0.000154551j -0.00199028+0.000284366j 0.000355541-0.000396027j 0.00201924+0.000177212j 0.00301547+0.0001024j -0.000113953-0.000671837j -0.0010931+0.000259663j -0.00100383+0.000357098j 0.00325851+0.000202889j -0.000798502-0.000370087j -0.00236194+4.20932e-06j 0.00144991+0.000441308j -0.000792576+2.15881e-06j 7.28365e-05+0.000935934j 0.00075122+0.000198156j 0.00108526-0.000254127j -0.000232243-0.000448323j 0.00188764+0.000321251j 0.000933425+0.000474749j -0.00260333-0.000145553j -0.00514884-0.000302513j 0.00136716+0.000146769j -0.00160619-0.000185253j 0.00168528-3.35011e-06j 0.00102859+0.000547438j 0.00369089+3.04077e-05j -0.00129888-0.000722472j 0.000220581+0.000230722j -0.00337103+0.000197113j 0.00565152+0.000510855j -0.000103904+0.000423538j -0.00152523+0.000610162j -0.00228999+1.0018e-16j 0.00281668+4.73188e-05j -0.002182+2.12462e-05j 0.00259137+0.000573876j -0.00420498-0.000662621j 0.00465766+0.00033897j -0.00298472-0.000468893j -0.00312093-0.000620608j 
-0.000659758+0.000295543j 0.0135974-8.57796e-05j 0.0410519-0.0017789j 0.00717163+0.00480743j 0.0393825-0.0023288j -0.019683-0.0014313j -0.894578-0.00548436j 0.00303669-0.00263834j 0.00908181+0.00217704j 0.00297653+0.00131164j -0.00346613-0.00204733j -0.0182177-0.00187603j 0.0113781-0.00143335j 0.00102056-0.00136881j 0.00132949-0.00164743j 0.00170813+0.000187593j -0.0011031+0.00110223j -0.00305316+0.000624086j 0.000397389-0.00157205j 0.00795304-0.00073146j -0.000420216-0.000664167j -0.00405256+0.000345078j 0.00267252+5.0406e-05j 6.37203e-05+0.000645184j -0.000521225-0.0017487j 0.00334813+0.000914532j 0.00459604+0.00135464j 0.000690619-0.000352557j 4.89372e-05+0.000486755j -0.00374156-0.000357501j -0.00073865+0.000505138j -0.00212955+0.000506155j 4.81369e-05+2.49081e-05j -0.000583626-1.99348e-05j -0.00536949+0.00052153j 0.00280491+0.000439257j -0.00025952-8.00786e-05j 0.00154084+0.000492182j -0.000893769+0.000477133j 0.000593793-0.000439311j -0.000565012-0.000833626j -0.0001307+3.28244e-05j 0.00434879-0.00116291j 0.000795565-0.000295048j -0.00416794+0.000414348j -0.000708404-0.000692976j -0.000998017+0.000392843j 0.000537705+3.06204e-05j 8.68962e-05+0.00014381j -0.00385974+0.000274514j -0.00245857-0.000669324j 0.000586157+0.000246579j -0.000600806+0.000457773j 0.00136523+0.000315801j -0.00119493+2.64648e-06j 0.00392399-0.000772459j -0.00323956+0.000343485j 0.00507599-0.000108435j 0.00081204+0.000255508j 0.0013113-0.000386839j -0.000241906+0.000102104j -0.00128451-0.000301157j -0.00123297+0.000576635j -0.00249702+0.000195163j -0.00491+0.00023377j 0.00460898+3.75629e-05j -0.000863719-0.000278241j 0.000786745+9.08054e-05j -0.00151767-0.000278658j 0.00281668-4.73188e-05j -0.0024528+5.24754e-17j -0.00313162+0.000220052j -0.000189179+8.1095e-05j 0.00517161+8.88649e-05j 0.000485674+0.000313049j 0.00382831+0.000420292j -0.00415593-0.000383747j 
