-0.00780315-1.42514e-13j -0.00496316+8.36148e-07j -0.00578279-0.000468187j -0.00601843-0.000392407j 0.00394305+0.000104879j 0.000981608-0.000189334j -0.0069609-0.000405933j -0.00426912-0.000563137j -0.000775052-0.000207634j 0.0026131-0.000174052j 0.00203802+0.000395656j 0.00649153+0.00035514j 0.00386577+0.00035721j 0.00111297+0.000266698j 0.00278609+0.000372346j 0.00141335+0.000392515j 0.000911407+0.000123463j 0.000119197+1.9863e-05j 0.00149128+0.000157045j -0.00311023+0.000207718j -0.00480923-0.00046425j 0.0026664+0.000407633j 0.00378592+0.000409333j -0.000245644+8.32746e-05j -0.00124154-9.18943e-05j -0.00194714-9.87158e-05j 0.002609+0.000147952j -0.00217551-0.000129427j 0.000621561+6.90414e-05j 0.000740455-0.000110254j 0.00100548-5.18607e-05j -0.000620432+0.000171316j 0.00411895+0.000391185j -0.00197706-2.71348e-05j -0.000519576-0.00015063j 0.00170557+0.000220115j -0.00220509-0.00036202j -0.00440393-0.000436409j -0.00330754-0.00027288j 0.00101796+0.000153503j 0.000891845+1.25558e-05j -0.00248701-0.000319244j 0.00192782+0.000593131j 0.00188827+0.000124062j -0.00134262-0.00058036j -0.0028758-0.000363795j -0.00117749-4.52254e-06j -0.00105773-4.50327e-05j 0.000234966-0.00033106j 0.000653024-0.00017783j -0.000911611-0.000414796j 0.000905992-1.09335e-05j 0.00210507+0.000267016j 0.00415116+0.000446875j -0.000808761-0.000137111j -0.00267466+0.000356044j 0.00155604+6.83962e-05j 0.00084087-3.30942e-05j -0.00250128+0.00012828j -0.00531632-0.000404786j 0.00330292+0.0003878j -0.00188531-0.000523161j 0.000394807-0.000234572j -0.00216591-0.00020801j 0.00341306-0.000390115j 0.000686865+0.000223386j -0.00995956-0.000898999j 0.00359632-0.00024429j -0.00490701-0.0013154j -0.00600875+0.000441166j -0.000659758-0.000295543j 0.0177933+0.000891085j 0.00469007-0.000649187j -0.0107739+0.00544944j -0.0375422-0.00277356j -0.0016011+2.49489e-05j -0.885242+0.00452331j 
0.00649153-0.00035514j 0.00257517-0.000156902j 0.00174938-4.95694e-05j 0.00574823-9.96813e-05j 0.00127423+6.21581e-06j 0.00263389-0.000250358j 0.00374706+8.56681e-05j -0.00551572+0.000184656j -0.00118213+0.000117102j -0.00241781+7.25433e-05j 0.00287017-0.000305302j -0.00225484+5.59448e-16j 0.00228587+0.000356103j 0.000610343-0.000362931j -0.00149046+2.06088e-06j -0.00382871-1.23227e-05j -0.00189736+0.00018332j -0.00367483-0.000113573j 8.8299e-05-0.000471205j 0.00876367-0.000175569j -0.00511827-8.46293e-06j 0.00489011+0.000297987j 0.00260502+0.000527185j -0.00128213-0.000170208j 0.00506473+0.000115509j 0.00637582-0.000390118j 0.0115061+0.000754943j -0.00585533-0.00010245j -0.00777915+0.000296j 0.00293471+3.01784e-05j 0.0026558+0.000399012j 0.00296028-0.000438658j 0.000875283+2.2863e-05j -0.005664-0.000152684j 0.0136725+0.000633496j 0.011738+0.000108013j 0.00646882-0.000403603j 0.00375812+0.000353286j -0.0140256-0.000460481j -0.00601696-0.000762761j 0.0125658+0.00133223j -0.00338104-7.10652e-05j 0.00862537+0.000210904j 0.00678062+0.000227731j -0.0105756-0.000336421j 0.00370032+8.42529e-05j 0.00542431+0.000464299j -0.0075637+0.000362925j -0.00152988-0.00162109j -0.016087-5.12781e-05j -0.0132542-0.000197976j 0.0147194-0.000950012j 0.00140039-4.33283e-05j -0.0034487-0.000326243j -0.0142405-0.00135968j 0.0615822+0.000667101j -0.0195392-0.00095152j 0.00876289+7.7527e-05j -0.0177097+0.000808301j -0.0166864-0.00107453j 0.0311673+0.000992392j 0.024961+0.00188287j 0.0137263-0.000283121j 0.0887022+0.00285334j -0.0502896+0.000556021j -0.899345+0.00537466j 0.0578937-0.000504222j -0.00514871-0.000490199j 0.00235412-0.00121928j -0.00931107-0.000870103j -0.0182177+0.00187603j 0.00860109+0.00180996j -0.00283266-0.00225709j 0.00295095+0.000477048j -0.00647915-0.00076851j 0.00346558-0.000132157j 0.00202261+0.000296637j 
0.00386577-0.00035721j -0.00679063+0.000730295j -0.000891595+2.50488e-05j -0.00416435+0.00040616j -0.00276555-0.000254111j 0.0016318-0.000213395j -0.0039607+0.000139627j -0.000995041+0.000268495j -0.00979711+0.000321604j -0.0019658+0.000636625j -0.00574579+0.000312682j 0.00228587-0.000356103j -0.00595923+2.28658e-16j 0.00300966+3.81532e-05j -0.0023579-0.000510782j 0.00694838-0.000352268j -0.00566673+0.000170302j -0.00523813+0.00053066j 0.00144053+0.000205982j -0.00475717-0.000207015j 0.00115124+0.000108792j 0.00282309-3.09852e-05j -0.00287468-0.000160678j -0.00866448+0.000746835j -0.00428154-0.000934668j 0.00130379+0.000278586j -0.004048+0.000675379j 0.000758495-0.00016422j 0.00565352+0.00013236j -0.000683486-0.000181048j 0.00417846+0.000244465j 0.0185072+0.000168147j -0.0025898-0.000785144j 0.00331345-3.9468e-05j 0.0211366-1.97417e-05j 0.00242771-0.000236381j -0.000813539+0.000523475j -0.00490422-0.00026716j 0.0119344-5.69492e-05j -0.00225811+0.000100066j -0.00235425-0.000314819j -0.00890886+0.000762049j -0.00862849-0.000477206j 0.00810752-5.9107e-05j -0.0189804+0.000522925j -0.0222408+2.26608e-05j -0.00926899+0.000469223j -0.00981177+0.000712518j 0.0196586-0.000482274j 0.00330628-0.000393439j 0.030004-0.00207243j 0.00735537-1.12383e-05j 0.00604337+0.00102245j -0.000348779+0.000127739j 0.0395701-0.00051529j 0.0187503+0.000154502j 0.024555-0.000643131j -0.0437988-0.000113489j 0.00337438+0.00105071j -0.0190903-2.17793e-05j 0.0108918+0.00112606j -0.045902+0.00064445j 0.0867877+0.00034191j 0.16935+3.39085e-05j -0.901607+0.00182012j 0.0431102-0.000116689j 0.0297481+0.000562809j -0.000845536-0.00012716j 0.00350436-0.00221272j -0.0217961+0.00436356j 0.0113781+0.00143335j 0.00317034-0.000929539j 0.00650465-0.000544447j -0.00504607+0.00146878j 0.00352179+0.00017874j -0.00138384-0.000170116j 0.0025308-0.000390266j 
0.00111297-0.000266698j -7.60732e-05-6.0873e-05j -0.00493439+0.000679317j -0.000911261+3.53675e-05j -0.0012035+0.000445718j -0.00410006+0.000334019j -0.00331313+0.000210642j 0.00421388-0.000560893j 0.00196269-0.000283767j -0.000422132-7.67126e-05j -0.00280784+0.000582909j 0.000610343+0.000362931j 0.00300966-3.81532e-05j 0.0066855-2.16125e-15j -0.00244681+0.000924398j 0.0114277+1.31237e-05j 0.0103712-0.000669959j -0.000610924-0.000503857j 0.0007538+0.000461809j -0.00115549+0.00050554j -0.00211616+5.33752e-05j 0.00113666-0.000141186j -0.000335313+0.000253552j -0.0037047-0.000105179j -0.00187286+0.00043325j 0.00916899-0.000153932j -0.00447589-0.000254478j -0.00511496-6.43992e-05j 0.00142422-0.00044377j 2.85259e-05+0.000414518j -2.27061e-05-0.000205071j -0.00740475-0.000615858j 0.00170598+0.000161808j -0.00278815-6.07212e-05j -0.00681534-0.000742053j 0.00984015-0.000704376j -0.0109156-0.00014729j 0.0158594+0.000244119j 0.00196294-9.4926e-05j -0.00661232+0.00070263j -0.00808356+0.000814579j 0.0047834-0.000360633j -0.0113474+0.00145151j -0.0141077+0.000183623j 0.00403803-0.00064341j -0.0100563+0.000463117j 0.0109386-0.000197006j -0.00225184-0.000333312j -0.0318906-0.000248257j -0.00248994+6.40085e-05j -0.0328718+0.000849862j -0.00346612+0.000248528j 0.0132369-0.000420512j 0.00777595-0.00035867j -0.031257-0.000701629j -0.00647093+0.00173633j -0.00478383-0.00109763j 0.0202401+0.000803868j 0.0203099-0.00246402j -0.00560332+0.000275335j -0.00377653-0.000606685j 0.00559983+0.00163209j -0.0747331-0.000703567j -0.901543+0.00289919j -0.177044+0.000759824j -0.0554322+0.00347222j -0.00311222-0.00169399j 0.0153869-0.00264571j 0.00500522+0.00343041j -0.00851455-0.00147119j 0.00102056+0.00136881j 0.000270667-0.000412109j -0.00440056-0.000697266j -0.00324677-0.00206214j -0.00478242-1.30293e-06j -0.00174746-0.000702796j -8.28557e-05-0.000316325j 
0.00278609-0.000372346j 0.00141985-0.000124555j -0.00463849+0.000889488j -0.00260593+0.000589859j -0.00565061+0.00051443j 0.00138517+0.000188791j 0.00410151+0.00050894j 0.00392559+0.000155835j 0.0100573+0.000560214j -0.00175888+0.000596942j -0.00518968+0.00018434j -0.00149046-2.06088e-06j -0.0023579+0.000510782j -0.00244681-0.000924398j -0.0195266-2.1664e-15j -0.00837456-0.000273145j 0.00186857-0.000517263j 0.0153166-0.000477182j -0.0078604+0.000394274j -0.0180895+0.000606622j -0.00334127+0.000433291j -0.0088788+0.000393377j -0.000709581+0.000390693j -0.0114278+0.000333346j -0.00059282-0.00031401j 0.0105495-0.00019947j -0.0187216+0.000719555j -0.0122853-0.000181569j -0.0152972+0.000100298j 0.000900226+5.01584e-05j -0.00744671+0.000205881j -0.00907952-0.00106736j 0.00164707-0.000536069j 0.00720811-0.000206371j 0.0130192-0.000751044j 0.00481761-0.000340662j 0.00594167-1.1779e-05j -0.00176709+0.00140275j -0.00422232+0.000583224j 0.00309953+0.000315346j -0.0161005+0.000950276j -0.00658687-3.72666e-06j -0.0122257+0.000940268j -0.0114191+0.000299571j 0.0312944-0.000746926j -0.00902505+9.55057e-05j 0.0393838-0.000785839j 0.0231519-7.41812e-05j -0.0424913+0.000606131j -0.0144855-0.000331124j -0.045795-0.000551791j -0.007723-0.000682198j 0.0577991+0.000835822j 0.00716514-0.000753039j -0.0269755-0.00131043j -0.0483995-0.00117814j -0.017576-0.00091074j 0.05117+0.00115725j 0.0790148+0.00103472j 0.112931-4.28653e-05j -0.0304259-0.000258528j 0.0282981+0.000900292j -0.911926+0.00116028j 0.0926005-0.000548592j -0.0570441-0.000141347j -0.00853782-0.000606891j -0.00678276-7.67794e-05j 0.0171957+0.000927017j -0.00681768+0.00200212j -0.000960654+0.000929747j 0.00132949+0.00164743j 0.000671326+0.000569397j 0.00948431+0.000927263j -0.00342579-0.000244172j -0.0019363+0.00220149j 0.00237468+0.000404591j 1.6992e-05-0.000211869j 
0.00141335-0.000392515j 0.00091322-0.000177068j -0.00410616+0.000298792j -0.00391324+5.908e-05j -0.00351372+0.000305665j -7.42511e-05+0.000105795j -0.00249394+0.000266809j -0.00447491-0.000444077j -0.00402249+4.57919e-06j 0.00332442+0.000191997j 0.000168802+0.000529962j -0.00382871+1.23227e-05j 0.00694838+0.000352268j 0.0114277-1.31237e-05j -0.00837456+0.000273145j 8.15378e-05+1.01015e-15j 0.0102108-0.000511578j 0.00523628-0.000267205j 0.00711917+0.000573282j -0.00106829+0.00036011j -0.00995512+5.33857e-05j 0.00181508-0.000308015j 0.00787543+0.000521313j -0.00385059+6.10822e-05j -0.00114834-0.000204566j 0.011413-0.0001949j 0.0126876+0.000540219j -0.0057821+0.000191313j -0.0089288+5.2033e-06j 0.0173505+0.000338679j -0.000983938+6.23992e-05j -0.00149307-0.000187663j -0.0129966-0.000263313j -0.00774686-0.000260718j 0.0233533-0.00072503j 0.0177672-0.000382709j -0.0054999-7.47214e-05j -0.00976703-0.000361224j -0.0177284-0.000143047j -0.0165918+0.000723273j -0.0064756+0.000260266j 0.0161284+0.000563925j -0.0179046+0.00034597j -0.0208128+0.000370943j 0.00959317-4.83162e-05j -0.0273494+0.000253652j 0.00471249-0.000142187j -0.0199056+0.000711662j -0.0121302-0.000558064j 0.00567581+0.000478247j -0.0319532+0.000362465j 0.0403382+0.000389043j -0.0213473-5.03313e-05j -0.0324211+0.000523658j -0.0153832+0.000392127j 0.00104628+8.20656e-05j -0.0200668-0.000590551j 0.0495058-0.000360918j -0.126376-0.000725506j 0.10021+0.000186045j -0.0906781-0.000265378j 0.91498-0.000713436j 0.0456703-0.00106068j 0.00177528-0.00174574j -0.0221522-0.00102064j 0.0203994-0.00193525j 0.00148384-0.000376632j -0.0146875-0.000328845j -0.0135357+0.000978452j -0.003121+0.000816777j 0.00170813-0.000187593j 0.000249475-0.000349541j -0.000128663+0.000256694j -0.0027211+0.000196701j -0.00135375-0.000205148j -8.53875e-05-0.000248109j 0.00203529+0.000616551j 
0.000911407-0.000123463j 0.0014611+8.94749e-05j 0.00409208+0.000118439j -0.000745452-0.000249237j -0.00415098-8.67319e-05j 0.00344614-0.00027686j -0.00509123-3.80013e-05j 0.00413834-3.15591e-05j -0.00196946-0.000594503j 0.00244872-9.36436e-05j 0.00718168-1.64213e-05j -0.00189736-0.00018332j -0.00566673-0.000170302j 0.0103712+0.000669959j 0.00186857+0.000517263j 0.0102108+0.000511578j -0.0051258+6.82614e-16j -0.00529538-8.85241e-05j 0.00662736+0.000320417j 0.00716666-0.000216179j -0.00642563-0.000224602j 8.59838e-05-0.000506978j -0.00883071-0.000180715j -4.91154e-05-0.00017978j -0.00348694+0.000111469j 0.0097229-5.96181e-06j -0.00429623-0.000874278j -0.000964948+0.000276204j 0.00357022-0.000112755j -0.00317463-0.000197078j 0.001383-0.000263861j 0.00320404-0.000278649j 0.00449269+0.000430419j -0.0105274+0.000486547j -0.00848947-0.00105803j 0.00113723-0.000377079j 0.0101812-0.000765011j 0.0068388-0.000405234j -0.00523916-0.000705077j 0.0120214+0.000751997j 0.0099526-0.000371762j 0.0135143-7.74685e-05j 0.00424598+0.000548962j 0.0117204-0.00016874j -0.0340279-0.000347751j -0.0142869-0.000100578j 0.000788204+0.000107788j -0.0146154-0.000560393j 0.0113108+0.000616246j -0.00512475-0.000382754j -0.0145156-0.000534585j 0.0356927-0.000756299j 0.0382724-0.00163173j -0.0135544-0.000891947j -0.0231583-0.000314839j 0.0402358+0.000313179j 0.018274+0.00119511j -0.0307598+0.000715655j -0.135288-0.00140247j -0.158932+0.000993844j 0.903016-0.0035861j 0.0845725-0.000900019j -0.0572944+0.000489753j 0.0134095+5.26973e-05j 0.0116921-0.0010618j 0.0211843-0.00132442j 0.00110665+0.00199792j -0.00854518+8.80327e-05j 0.00679986+0.000383643j -0.00141043-0.00120647j -0.0011031-0.00110223j -0.00397032-0.000420636j 0.000306943+7.29445e-05j -0.000555233-0.00146657j -0.000282602-0.000283081j -0.000691415-0.000489478j -0.00139929-0.000464708j 
0.000119197-1.9863e-05j 0.00201557-2.8009e-05j 0.0014133+4.741e-05j -0.00026715-0.000208863j -0.00452138+0.000250105j -0.00968152-2.21566e-05j 0.0036218-0.000167452j -0.00096008-0.000249408j -0.0125614-0.000490473j 0.00517156-0.000297862j 0.00262962+0.000376405j -0.00367483+0.000113573j -0.00523813-0.00053066j -0.000610924+0.000503857j 0.0153166+0.000477182j 0.00523628+0.000267205j -0.00529538+8.85241e-05j -0.00349235+9.26928e-15j -0.0111982+7.56151e-05j 0.00630718-0.000201492j 0.00095842+9.59901e-05j 0.010383-8.06735e-05j -0.00141115-0.000488482j 0.000949559-0.000478102j 0.00235906+0.000556356j -0.00256519+8.14538e-05j 0.00596066-0.00128939j -0.00413047+0.000289658j 0.00550953+6.84431e-05j -0.0193681+5.78627e-05j -0.00484342-0.000559641j -0.00668492+0.000157172j -0.000592424+0.000240302j -0.00665724+0.000117805j -0.00842029-3.00713e-05j 0.00399194-8.88332e-05j 0.00717201-0.000123322j 0.00881871-0.00017073j -0.010634-0.000445278j 0.00421978+0.000100544j 0.0030702+0.000686863j -0.0185914+7.5364e-05j 0.0148474-0.000673845j -0.0135736+0.000344154j -0.0133856-0.000208723j -0.0147862+0.000437041j 0.0351335-0.00055554j 0.00589782-0.000816869j 0.0607464+0.000588404j 0.0245373+0.000107704j 0.0343716+0.00138631j -0.0233329-0.0012019j -0.0392153-0.000582577j -0.0699914-0.000776014j -0.0238781+0.000324425j -0.0109597+4.45647e-05j -0.0537501-0.000615312j -0.124841-9.87135e-05j -0.0784749+0.000582486j -0.892171+0.00241571j -0.179857+0.000358389j 0.0684353-6.76401e-05j -0.109334+0.000233154j -0.00441091-0.000439581j 0.00642795+0.000258211j 0.00139593-0.00121604j 0.0157437-0.00118025j -0.00114138-0.000676448j -0.00260903-0.000239113j -0.000466076-0.000318225j -0.00305316-0.000624086j -0.00681704-0.00101243j -0.00300162-0.000496398j 0.00299902-0.00019678j -0.00065634-0.000857287j 0.000830918-7.54326e-05j -0.0019049-0.000234945j 
0.00149128-0.000157045j 0.00206381-3.35011e-06j 0.00237491+0.000376376j 0.00106626+2.1984e-05j 0.00196629+6.6912e-05j -0.00217298+0.000398386j -0.00478709+0.000301808j 0.00794444+8.6823e-05j 0.00325738+0.000379364j -0.00572418+0.000131389j -0.00577072+4.5545e-05j 8.8299e-05+0.000471205j 0.00144053-0.000205982j 0.0007538-0.000461809j -0.0078604-0.000394274j 0.00711917-0.000573282j 0.00662736-0.000320417j -0.0111982-7.56151e-05j 0.00495748-3.04791e-15j 0.000739446-0.00012567j 0.001421+0.000598534j 0.00430394-0.000243255j -0.00147378-0.000187956j 0.00252493+2.28749e-05j -0.0126957+0.000299585j 0.00671758-5.87583e-05j 0.00989751+0.000485483j -0.00390758-0.000372974j 0.00967013-8.69867e-05j -0.00124933+3.41487e-05j 0.0186822+0.000943266j 0.00449016-0.000259642j 0.00973138-0.000317883j 0.00616522-0.000245992j 0.0208973+0.00103516j 0.0121504-0.000917226j 0.00177517+0.00141528j 0.00338702-0.000490499j -0.0202374-0.000756784j -0.0229238-0.000489438j 0.0150107+0.00109328j 0.0196495-3.50395e-06j -0.0532652+0.000274945j 0.015165+0.000500692j -0.0133566+0.000475303j 0.0180857+0.0010776j -0.011837-0.00100229j -0.0301202-0.000520376j 0.0579098+0.000435176j -0.00717197-0.00105632j 0.0014209+6.07272e-05j 0.0352524+4.68526e-05j 0.03588+0.00192607j -0.0362871+0.000409155j -0.0299816-9.92747e-05j 0.0848772+0.00178624j -0.0994216-0.00052895j 0.0478517-0.000424249j -0.88847+0.00449876j 0.0901071-0.000660205j -0.101153+0.0021961j -0.130292+0.0018586j -0.054247+0.00104634j -0.0194329-0.00278229j 0.00294925+0.000758828j 0.0141711+0.000950406j 0.0122299-0.000821563j -0.00323917+0.00182978j -0.00541313-0.00119046j 0.00136583+0.000872054j 0.000397389+0.00157205j -0.00119112+0.000571235j 0.000459516+0.00216169j 0.00233283+0.00120839j 0.00370301+0.00105756j 0.00157564+0.000301972j -0.000592517+0.000143858j 
-0.00311023-0.000207718j 0.000764003-8.57941e-05j -0.00324554+5.97859e-05j -0.00892321+0.000143096j 0.00329251-0.000295599j -0.00441285+0.00012623j -0.00579225-0.000210831j -0.00268696+0.000391136j 0.00053792+0.000424401j -0.00852123+0.000610805j -0.000979785-0.000301079j 0.00876367+0.000175569j -0.00475717+0.000207015j -0.00115549-0.00050554j -0.0180895-0.000606622j -0.00106829-0.00036011j 0.00716666+0.000216179j 0.00630718+0.000201492j 0.000739446+0.00012567j -0.00759216+9.98117e-16j 0.00156413+0.000260916j -0.00296688+0.00042028j -0.00659638+0.000119723j -0.00920133+0.00067129j 0.016887-0.000319318j 0.00244706-0.000378571j -0.00649591+0.00139525j -0.00256354+0.000215119j -0.00909512+0.000829438j 0.00440524+7.35211e-05j -0.0106508+0.000479571j -0.00860325-0.00023523j 0.00414411-0.000232991j 0.0148375-0.000383449j 0.0195192+0.000192586j -0.00300618-0.000182492j 0.00798019+0.000502607j -0.0309314+0.000467393j -0.00287662-0.0006985j -0.00753305+6.85079e-05j 0.00878445+0.000254619j -0.0123648+0.000417566j -0.0502006-0.000117744j -0.00650181-0.000415596j 0.0554485+0.00074742j 0.00722177+0.000217175j 0.0326919+0.00045105j 0.00269293-0.000537065j -0.0254112-0.000695204j -0.0109572-6.99977e-05j 0.00141911-0.00126497j -0.022771+0.000325342j 0.0482785+0.000265527j 0.0374754+0.00112105j -0.0519941+0.000282453j -0.183714-0.000725805j -0.0347619-0.000546192j 0.903127-0.00249132j 0.0288463+0.000358564j -0.142203+0.000702144j 0.0339529+0.000296456j -0.0349741-0.000343398j 0.0527561-0.00119581j 0.0150668+0.000103805j -0.0113178-0.000242168j -0.011904-0.000296878j 0.00206181+0.000123077j -0.00605598+0.00177147j -0.00520945+0.000433351j 0.00422045+0.00149878j 0.00795304+0.00073146j 0.000771568+4.41093e-05j 0.000411917-0.000277225j -0.00308109+0.000746062j 0.00482544+0.000850405j -0.00260944-0.00026525j -0.00134153-1.98617e-05j 
-0.00480923+0.00046425j 0.00365555-0.00033096j 0.00539538-0.000535223j 0.000139873-0.000225609j -0.000173406-0.000181717j 0.00414856-4.97518e-05j 0.00280018-0.000289584j 0.00028826+0.000155127j 0.00458626-7.87591e-05j 0.00414817-0.000310833j 0.00522816-0.000586975j -0.00511827+8.46293e-06j 0.00115124-0.000108792j -0.00211616-5.33752e-05j -0.00334127-0.000433291j -0.00995512-5.33857e-05j -0.00642563+0.000224602j 0.00095842-9.59901e-05j 0.001421-0.000598534j 0.00156413-0.000260916j 0.00210567-3.76576e-15j -0.0105194+8.19942e-05j -0.00220326-6.14931e-05j 0.0114169-0.000223844j 0.000139773+0.000344345j -0.0130385-4.68996e-05j 0.00870415+0.000211272j 0.0117324-0.000262031j -0.00414506-0.000220162j 0.00812996+2.41921e-05j -0.00422176+0.000653894j -0.0233857+0.000202371j -0.0062577+0.000281235j 0.000297812+4.26091e-05j -0.00414499+0.00150711j -0.0335837+0.0001238j 0.0196378+4.22044e-05j -0.00212745+0.000438387j 0.00365764-0.000188577j -0.00449807-0.000978623j 0.033958+0.000244852j 0.0356027-0.000238489j 0.0149886-0.000249278j 0.0170387-3.35386e-05j 0.00468148+7.8455e-05j 0.0265399-0.00051257j -0.0153598-0.000205059j 0.0339248-0.000332712j -0.053371-0.000679589j 0.0248263+4.21276e-05j 0.0381182+0.000410315j -0.0169626-9.77509e-05j 0.00985555+0.000310179j -0.0491225+0.000129116j 0.00174305-9.20148e-05j -0.141298+0.000404895j 0.908748-0.00119946j 0.00932747-0.000665846j -0.0971548+0.00127864j -0.0320707+0.000300678j -0.0253208+0.00157249j 0.0143236-9.2604e-05j -0.0190773+0.000797851j -0.0174186+0.000676353j -0.0263594+0.00123881j -0.00925112+0.00121329j -0.00110827+0.000979724j 0.00209448+0.000850286j -8.80376e-05-0.000332147j 0.00317875-0.000176985j -0.000420216+0.000664167j 0.000711049-0.000355996j -0.000120225+0.000815256j 0.00321704+0.000204929j 0.00130302-6.01478e-06j 0.00104404+0.000514692j -0.00212394+5.80533e-05j 
0.0026664-0.000407633j 0.00504281-0.000311624j 0.00205695-0.000169281j -0.00111786-0.000176003j 0.000670656-0.00021926j 0.000199537-0.000323252j 0.00339698-0.000584917j -0.00721643+0.00047721j 0.000724734-9.81896e-05j -0.00337037+0.000459147j 0.00399342-0.0002552j 0.00489011-0.000297987j 0.00282309+3.09852e-05j 0.00113666+0.000141186j -0.0088788-0.000393377j 0.00181508+0.000308015j 8.59838e-05+0.000506978j 0.010383+8.06735e-05j 0.00430394+0.000243255j -0.00296688-0.00042028j -0.0105194-8.19942e-05j -0.00597775-4.38668e-16j 0.000214176-0.000173547j -0.000610295+0.000266782j 0.0123569-0.000416131j -0.00675545-0.000452252j -0.00711153+0.000475653j -0.00900079+0.000379826j -0.0335577+0.000913105j -0.00272057-0.000435019j 0.00446836+0.00057716j 0.00432048-2.40741e-05j -0.00225672-6.1058e-06j -0.00392386-0.00037104j -0.00666842-0.000447268j -0.0271611+0.000405498j 0.0182395-0.000456058j -0.0632219-0.000114438j -0.0555146-0.00054723j 0.00607861-7.18925e-06j -0.0237973+0.000541791j 0.0106967-1.10711e-05j 0.00564205-0.000842384j -0.00238948-2.28019e-05j -0.00146127-0.000194583j -0.00953082+9.72687e-05j -0.000716623+0.00023953j 0.0171678-0.000514821j -0.0274664-0.000311225j -0.0376464-0.000506535j -0.0584526-0.000729631j -0.0167281-0.000662296j -0.0478073+0.000610254j -0.0402774-0.000494171j -0.126871-0.0012177j -0.882755+0.00189417j -0.133616+0.000377752j -0.17162+0.0013926j -0.0756411+0.00229662j 0.0264391-0.000376331j 0.0145216-0.000117017j -0.0137804+0.000322336j 0.0270057-0.000607901j 0.00994075+0.00172487j -0.00762896+1.31883e-05j 0.00544679+0.000583937j 0.0100952-0.00175971j -0.00494853+0.000575804j -0.00479329-0.00039613j 0.00194458-2.37236e-05j -0.00405256-0.000345078j 0.00338289+0.000686117j -0.0022988-0.00134878j 0.000196888+6.75837e-06j -0.00140648-0.000397806j 0.000498516-0.000501718j 0.000151787+0.000338353j 
0.00378592-0.000409333j -0.000285853+0.000230475j 7.71676e-05-1.5708e-05j -0.00399384+0.000355585j -0.00153288-0.000180235j -0.00149431-0.000317035j -3.86091e-05-7.85188e-06j -0.00416878+0.000212518j -0.00264507+0.000105268j -0.00999899+0.000729379j 0.000924142+6.3697e-05j 0.00260502-0.000527185j -0.00287468+0.000160678j -0.000335313-0.000253552j -0.000709581-0.000390693j 0.00787543-0.000521313j -0.00883071+0.000180715j -0.00141115+0.000488482j -0.00147378+0.000187956j -0.00659638-0.000119723j -0.00220326+6.14931e-05j 0.000214176+0.000173547j 0.00252767+1.76963e-15j -0.0178192+0.000729098j -0.00179751-0.00111701j 0.0100282+0.000544299j -0.0284199+0.00104884j -0.0267016-0.000231913j -0.0303066+0.000152711j 0.00807826-0.000216672j 0.012302+0.000379774j -0.00161287+8.0244e-05j -0.00468798-0.00124824j -0.00703729-6.41322e-05j 0.0208344-0.000139617j 0.0131571-3.6318e-06j 0.0223874+0.000538625j 0.00653801+0.000111363j 0.000642104+0.000544496j -0.0181348-0.000242652j -0.041736-0.000231853j 0.0301081+0.000774645j -0.0567801-0.000727021j 0.00360323-0.000226129j 0.0182947+0.000128223j 0.0173425-0.000920638j 0.017412+0.000550715j 0.00235829+0.000359996j 0.00588034+4.98414e-06j 0.0874091-0.000257051j -0.0813399-0.00169989j 0.0116873-0.00023792j -0.0339942+0.00103689j -0.153876+0.000543046j -0.905373+0.00178302j 0.117267-0.00163199j 0.0308878-2.50301e-05j -0.0305495-0.000744102j 0.0503783-0.000460171j 0.0196333+9.06752e-05j 0.00522446+0.00054369j -0.0244186-0.000564988j 0.0306846-0.000901912j -0.00285401-0.000172913j -0.00152622-0.00090222j 0.00352268-0.00153443j 0.00199509+6.0581e-05j -0.00314573+0.00071483j -0.00376393+4.28231e-05j 0.000475454+0.00187024j 0.00267252-5.0406e-05j -0.000559383-0.000743158j 0.00034345+0.000128938j -0.000982568+0.00108662j 0.00124144+0.000566165j 0.00152678+0.000263745j 0.000273926-8.93004e-05j 
