0.023957-0.0211039j 0.00523232-0.0315029j -0.0700959+0.0749823j -0.0256225+0.00326398j 0.00201392-0.024155j 0.0246586+0.00786878j -0.00958057-0.0566113j 0.0551513+0.00970118j 0.0199759+0.0588733j -0.021915+0.00669266j -0.0048688-0.00379117j -0.00247453+0.0231939j -0.0146641-0.00832239j -0.0293447+0.0192842j 0.0248857-0.00102158j 0.00042322-0.0135196j -0.00556402-0.00768416j 0.014887-0.0243637j -0.067593-0.0142801j 0.0610851-0.0148573j -0.00235163-0.025134j -0.0132798-0.00253051j 0.00856924+0.00317836j 0.0121013-0.00656082j 0.039084+0.00455593j 0.0101736-0.00248028j -0.0102783-0.0105919j -0.0440269+0.044235j 0.0348964-0.0204597j 0.0110661-0.0490394j 0.001635-0.0300384j 0.0454868+0.0332831j 0.0416041+0.00613414j 0.00470903-0.0207274j -0.00877434+0.038311j 0.0153995+0.00708188j 0.0142288+0.00118374j -0.00295589-0.0234906j 0.0163264+0.040547j 0.0437879-0.0143686j -0.0104702+0.00757696j 0.0151065-0.00832682j -0.00987587+0.00569768j 0.032936-0.0285843j -0.0236533+0.00485913j -0.0695138+0.0170978j -0.0213564-0.0042412j 0.0245838-0.00982348j -0.00582109+0.00145394j -0.0372865+0.0147742j 0.0197715-0.0127574j -0.014313+0.0213686j 0.0296442-0.0313884j -0.0226942+0.0131802j 0.0411948+0.0134297j 0.042198+0.0175471j 0.0140235-0.0308948j 0.0483873+0.0168902j -0.0135193-0.0272567j 0.00319654-0.0111495j 0.00453366+0.0306977j -0.0287577+0.00474762j -0.00387955-0.032114j -0.0510979-0.0133993j -0.0274561-0.0271229j 0.0025212-0.032551j -0.000949109-0.00206586j -0.00359713-0.00829812j -0.00297313+0.0146037j -0.0351969+0.0296594j -0.0144323-0.0218961j 0.00194185-0.0686581j -0.00474783+0.00158293j 0.00433431+0.0165843j -0.0491419-0.0157767j 0.0325817+0.0127854j 0.0347705-0.00845253j 0.0091535-0.0657601j -0.0164559-0.0252094j -0.0270713+0.0590508j 0.0405155+0.00769372j -0.0479504-0.0481765j 0.0308331-0.0409625j -0.0718632-0.0542489j 0.00752351-0.0229183j 0.00258294+0.023515j -0.0291471-0.030782j 0.0401119-0.0469088j 0.112416+0.0164622j -0.00112865+0.0193169j -0.0192097-0.0165869j 0.0186262+0.11375j -0.178744+0.00252006j 0.00074597+0.016419j 0.0254973-0.00954402j 
0.012885-0.00712407j -0.00709472-0.0057078j -0.0271016+0.0193299j -0.0172986-0.0313196j -0.00304559-0.00868096j -0.00397599+0.017226j 0.000293247-0.0223953j -0.0150593+0.0166182j 0.018476+0.063914j -0.00753098-0.00957756j -0.0143151+0.00714667j -0.0197643-0.0362571j 0.00584851+0.0106092j -0.00225257-0.0111466j 0.00341685+0.000647205j -0.00536092-0.00668625j 0.00377215-0.00643236j 0.00937993+0.0242944j 0.0107975-0.0403361j -0.0217019+0.00831921j 0.00991427+0.000163313j -0.00566236-0.0139773j 0.00927299+0.0341719j -0.00282191-0.000755391j -0.0172719-0.012344j -0.0177531-0.0339072j -0.00157006-0.0233624j -0.00262441-0.00703243j 0.0197925+0.0318995j 0.0264952+0.046171j -0.00835398-0.0257254j -0.0132011-0.000377169j -0.0353788+0.00531557j 0.0239088+0.026136j -0.00466368+0.044267j 0.0168512-0.0143j 0.0229912+0.0294776j 0.0111754-0.0327752j -0.00764241-0.0446574j 0.000724997-0.0317311j 0.00283007-0.0112809j 0.00108248+0.0567972j -0.0203229+0.00127233j 0.00672134+0.0552936j 0.0140864+0.0306356j 0.0135832+0.00214147j 0.034582-0.00432755j -0.00164104-0.0451095j 0.00278755+0.0303546j 0.0402612+0.077251j -0.0476186-0.0500158j 0.00515526-0.0350012j -0.0515612+0.00865519j 0.0195744+0.0439951j -0.0266155-0.0625558j 0.0549758-0.0109332j 0.0155513-0.0990979j -0.0272752+0.0268053j 0.00444414+0.0186998j -0.0667669-0.0373704j 0.034286-0.00517574j 0.0278316-0.0408679j 0.0282677+0.0193365j -0.064258+0.00537914j 0.0681694+0.00795948j -0.030759-0.0233983j -0.00835891+0.00187589j 0.0413767-0.0370369j -0.0214488+0.0248146j 0.0057063-0.0184475j -0.0154936-0.0669179j 0.000613859-0.0239737j -0.00529559+0.0391942j 0.0563364-0.0596976j -0.00392322-0.0397693j -0.035961-0.0276126j -0.0168518+0.0392345j 0.0308613-0.022781j -0.016569-0.0346591j -0.00130149+0.031948j -0.000906025-0.00936836j 0.030121+0.0832851j 0.0217616+0.0545371j 0.098257-0.0364914j 0.0267142-0.00112648j -0.0204732+0.00325225j 0.0197239-0.059827j 0.0190668-0.0097262j -0.0102753+0.0374044j -0.00695849+0.0170894j 0.0132175-0.00911397j -0.0484673+0.049393j -0.00621978-0.00988728j 0.00587306-0.00235693j 0.0056545+0.0091924j 
-0.00262591-0.000858378j -0.0161504+0.0119283j 0.0387847-0.0369951j 0.0403831-0.0180487j 0.000937001+0.0304971j 0.000158813+0.0165761j 0.00832976+0.0361157j -0.000674735+0.0248182j -0.015928-0.0298745j 0.0242136-0.00744232j 0.035874-0.0169566j 0.00318835+0.00887278j 0.00833895+0.0158216j 0.00802694-0.000774217j -0.00963085+0.0361071j 0.00841271-0.00454272j 0.00567862+0.0075391j -0.0120041+0.0429148j -0.0037193-0.017287j -0.0116261-0.00369752j -0.00208544+0.0159363j -0.0141401-0.00388424j 0.00140005-0.00129211j -0.00330545+0.0112709j -0.0260871-0.0191468j -0.0142686-0.00468109j 0.0260692+0.00561685j -0.0248786-0.068478j -0.0280973-0.00911819j -0.0195228+0.0116447j -0.0313452-0.00584237j -0.0391441+0.0150825j 0.00252568-0.00167697j 0.0163291+0.020467j 0.020108-0.0732943j -0.0363401+0.0100439j -0.0401204+0.0332594j -0.0178975-0.0192929j 0.00496814-0.00701953j -0.018753-0.0164683j -0.00852969-0.0478381j 0.0070228+0.0761273j -0.0225376-0.064957j -0.00658064-0.00302181j 0.0167477-0.0668838j -0.0351514+0.0208728j 0.0190924+0.0111194j -0.100969-0.0237355j -0.00964521-0.0216497j 0.0406904+0.094705j -0.00477075-0.108151j 0.00107956+0.00641488j 0.000129597+0.0376336j 0.0407821-0.0235169j 0.0260905-0.0192506j -0.051619-0.0739111j -0.0164769+0.0923246j -0.00546296-0.0934467j -0.0301584-0.0675506j 0.0297082+0.0010739j 0.000650095-0.021496j -0.0240153+0.03379j 0.0611203+0.020954j 0.0273823+0.0109487j -0.0142921+0.0379272j 0.0155984+0.0655086j -0.0069368-0.0393667j -0.0607297-0.0154728j 0.0560383-0.0169988j 0.0613177+0.0694369j 0.0242664+0.0574359j -0.0796882+0.0789463j 0.0382945+0.0578875j -0.0131454-0.000164155j 0.0725338-0.0160196j -0.0255894-0.0855654j -0.0212369+0.151496j -0.0329869-0.033493j -0.00111134-0.00765984j -0.0256324-0.0358604j -0.0796224+0.0822838j 0.0515886+0.0633147j -0.00671379-0.0369346j -0.000334439+0.00312134j -0.0197233+0.0113009j -0.0380074+0.0107633j -0.0363393-0.0577518j 0.0185759-0.0342056j -0.0949429-0.0499766j -0.00119235+0.00979723j 0.0172188-0.0112364j -0.0600375+0.0301198j 0.0718046-0.00535029j -0.000368915+0.00726612j -0.0138543-0.012253j 
-0.0195697+0.0195665j 0.000413771+0.0155477j 0.0974174+0.0488857j -0.0693943+0.0290122j -0.0284801-0.0235138j 0.0100063-0.00951014j -0.0757298-0.0442673j -0.0670388-0.00591499j 0.0733676-0.0055257j -0.0331914+0.0123522j 0.00311748+0.00668771j -0.0380753+0.00291037j 0.0133888-0.0253372j 0.00223471+8.49027e-05j -0.0352725-0.00944107j 0.00356576+0.00541374j 0.0063898-0.000495575j -0.0219005-0.00603181j 0.0146814+0.0030515j -0.00902366-0.00259278j 0.0116551-0.00927678j -0.007467-0.0153932j 0.0433546+0.00246081j -0.0233852+0.0102856j -0.0533283+0.0073071j -0.0457819-0.0104487j -0.0205137+0.06837j 0.0266558+0.0159186j 0.0153323+0.0235342j 0.0532264-0.00335871j 0.0178957+0.000135203j -0.0140284+0.0195298j 0.0139037+0.0464227j 0.0329221-0.00704761j 0.0287691-0.0272233j -0.0625205-0.0150306j -0.0148265-0.0467649j -0.0110924-0.0232835j -0.0197905+0.0139218j 0.00590064+0.000306733j -0.0211004-0.0350172j -0.0199709+0.0104276j -0.00130029-0.00191672j -0.0100078+0.00658063j -0.00447039-0.0429505j 0.0175223+0.0306852j 0.00825775+0.0206756j 5.02585e-05-0.018203j -0.0259459+0.0446151j 0.0353708-0.0504346j -0.0556713+0.0315614j -0.0189249+0.0134532j -0.0652955+0.00205262j -0.00735119-0.0641928j -0.0405586+0.014231j -0.0327102+0.0385286j 0.0237441-0.035654j 0.041353+0.0257814j 0.0731057+0.0188848j -0.0494266-0.0771449j -0.0269612+0.00344069j -0.0325354-0.0136752j 0.0190854-0.00560717j 0.0458763+0.0171j 0.0638847+0.00378369j 0.025083+0.0574597j 0.0296864+0.0299624j 0.00890177-0.0131602j -0.0060755-0.0680711j -0.0310521-0.0316763j 0.0126086+0.0177115j 0.0373924-0.0286562j -0.0579153+0.00318892j 0.0255936-0.0289325j 0.0399552-0.0428212j 0.0448877+0.0336414j 0.0520176-0.033149j 0.0286653+0.0457311j 0.0281556+0.0288174j 0.0205697+0.0134102j -0.0346999+0.0103596j 0.0634434+0.073176j -0.00281329-0.0319127j 0.0705173-0.0496664j 0.0301084-0.0177308j -0.0360778+0.0236206j -0.033662-0.0537931j -0.109366+0.0161086j 0.0498846-0.0161687j 0.0128314+0.0125272j -0.0148688+0.0088557j 0.0154176+0.0351464j 0.0255595+0.0614557j 0.0254612+0.00803552j 0.0077604-0.00768264j 
0.00261858-0.00248107j 0.0128365-0.00152182j -0.0361477+0.0339176j -0.0386621-0.00136971j -0.00160726-0.02646j 0.0157777-0.00401193j -0.00467518-0.0272891j 0.0121832-0.0194741j 0.0109677+0.0184401j -0.0182571-0.005505j -0.00738487-0.000446252j -0.012092+0.0124054j 0.0129529-0.00985018j -0.0139381+0.0104275j -0.000243749-0.019138j -0.0134938-0.0129307j 0.00460604+0.00281041j 0.0121936-0.0324127j -0.0151426-0.0106403j 0.0183926+0.0135407j 0.0070662-0.0118798j -0.00192932+0.0125439j 0.0115822+0.0169281j 0.00242258-0.00654048j 0.00612068-0.00320576j -0.0112004+0.00475308j -0.0137902-0.00199855j 0.0034468+0.0415059j 0.00972404+0.0107004j 0.0302833-0.00165305j -0.000702437+0.0116501j 0.0279967+0.00763717j -0.012402-0.00718369j -0.0165714-0.0213979j -0.027312+0.0297986j -0.00991281+0.0090513j 0.0177374-0.0184597j -0.000611328+0.0265569j -0.00851269+0.00830951j -0.00645519+0.00758288j -0.00818709+0.02881j 0.0135556-0.0405174j 0.0067778+0.0165832j 0.00957305+0.000717176j -0.0236571+0.00315046j 0.0141635-0.0411527j -0.0225393+0.0203325j 0.0527376+0.0137541j -0.0131474-0.00555231j -0.0115578-0.02373j 0.00840328+0.0656093j -0.0306797+0.0163081j -0.0147429-0.0573683j -0.0108243-0.0286177j 0.00925344+0.024533j 0.000103308-0.0162749j 0.0493771+0.0168938j 0.0176011-0.0154474j 0.0296041-0.0522986j -0.0307164+0.010259j -0.0126804+0.00414709j -0.0341801-0.0244064j -0.00146297-0.0497612j -0.0325313-0.00112936j -5.18494e-05-0.0455442j 0.0564039-0.00860245j -0.0175633+0.0390657j 0.00276834-0.00227768j -0.00408268+0.000859346j -0.00654647-0.00389075j 0.000632373+0.0379216j 0.0355554-0.0283663j -0.00912322-0.0127704j -0.0411146+0.0665054j -0.0116006+0.0284013j 0.0293955+0.00481086j 0.0203878-0.047956j 0.019742+0.00345093j 0.0162273+0.009649j -0.0111516-0.0306882j -0.00227351-0.0640622j -0.0550087+0.00324419j -0.000201916+0.0245589j -0.00190897-0.042444j -0.00347919+0.01381j -0.00239888+0.0179237j 0.00855451-0.00612333j 0.00628738-0.0233405j 0.0572142+0.0306532j -0.00213713-0.00160318j -0.00544719+0.00381913j 0.0275754+0.0129687j -0.0482872-0.00306561j 0.00260234-0.00894145j 0.0120542+0.0128723j 
0.000805314+0.00968313j -0.00847962-0.00676155j 0.00911032-0.0232954j 0.0149713-0.00711622j -0.0107191+0.00328908j -0.0116838+0.00269607j 0.0111039+0.00533916j -6.59801e-05+0.000652101j -0.0104933-0.00631957j 0.0128414+0.0030405j 0.00991447+0.00520396j 0.0029686-0.00482826j 0.00432312+0.0159941j -0.00596833+5.77277e-05j -0.0109365+0.0126197j -0.0105307+0.00853607j -0.0115544+0.00581609j 0.013279+0.00298062j 0.0215696+0.00328098j 0.0104775-0.0280152j 0.00892659-0.00919637j 0.0315532+0.00846326j 0.00963475-0.00601517j -0.00154089-0.00292637j -0.00169583-0.00387509j -0.00736937-0.00119451j 0.0109118-0.00862973j 0.0120313-0.0076476j -0.018276+0.0147151j -0.00326722+0.00282521j 0.00395223-0.0105298j -0.0131427+0.00170049j 0.00804515+0.000580468j -0.00939526+0.00355507j 0.000396749+0.000382907j 0.0177869+0.00100358j -0.0113243-0.0258212j -0.00222302+0.0128422j -0.000142674-0.00671247j -0.00109169+0.00441547j 0.00512066+0.000900099j -0.00130141+0.00746318j 0.0132909+0.00777387j -0.00343418+0.00296431j 0.00404348+0.0123653j 0.029012+0.00275897j -0.00996817+0.00196689j 0.0318044-0.00869885j 0.00317768-0.00924849j -0.021921+0.00698895j -0.0180163-0.00855891j 0.00258278-0.00934207j 0.00536768-0.0048591j -0.0178771+0.0137946j 0.0146575-0.00437612j -0.0148933+0.0239703j -0.00075363+0.0194083j 0.000635979+0.000894909j 0.00138253-0.00473593j -0.0218357+0.00370426j -0.0083832+0.00282096j -0.00449438-0.000210778j -0.00616483-0.000843478j -0.0199041+0.00645302j 0.00770024-0.0146446j 0.021518-0.00855188j 0.0228414+0.0124841j 0.000300981-0.0134875j 0.00915406-0.00986102j -0.0185322-3.63437e-05j 0.00926276+0.0190569j 0.0614826+0.0096648j -0.00737476-0.00757048j -0.00594257-0.00139703j -0.00684288-0.0308512j -0.0133142+0.0606276j -0.0163561-0.00457601j -0.0106976-0.006464j -0.00706123-0.00818378j 0.013211+0.00353595j 0.0256122-0.00592029j -0.0272562-0.0160029j 0.0215641-0.000631506j -0.00545815+0.0294265j -0.00151385+0.00145046j 0.0240115-0.0070048j 0.00765385+0.0181256j -0.00173887+0.00896701j -0.0403043-0.0436215j 0.00546737+0.00305302j -0.00499678+0.0179932j 0.0160421-0.0191609j 0.0204314+0.00602034j -0.0047296+0.0138438j -0.00545948-0.00735889j 
-0.0016636+0.00416514j -0.000681581-0.00629403j 0.000357498-0.00882571j -0.00171215-0.0250172j -0.0107333+0.0112472j 0.000823226+0.0126075j -0.00919375+0.0192654j 0.0146492+0.00827907j -0.00167382+0.0195846j -0.016611-0.00424764j 0.00610442+0.00291422j 0.000471377+0.00310967j 0.00223589-0.00580306j 0.0211961-0.00760947j 0.00355274-0.00802585j 0.0187466-0.0166651j 0.0159914+0.000525719j -0.0148375+0.012024j -0.00893701-0.0105772j 0.00529551+0.017669j -0.0234699+0.0147404j 0.030287-0.00453697j 0.00859697+0.0164706j -0.00586285-0.0098923j -0.000370332-0.0096288j -0.015998-0.00356832j -0.0141008-0.000535153j -0.00271348+0.0128155j -0.00266087+0.0103771j 0.00292028-0.0082102j -0.0188287-0.0236504j 0.00421536+0.0132054j -0.00949439+0.00979638j -0.021753+0.0025647j 0.0047114-0.00102226j 0.014475+0.00506419j -0.00650162-0.0110673j 0.023754+0.00762275j 0.0106522-0.00762938j 0.0122052-0.0270929j 0.00870717-0.0280433j 0.024276+0.0158506j 0.0191888-0.013081j -0.0104981+0.0115789j 0.0118533-0.0104918j 0.0120387-0.00403249j -0.0252454+0.00422121j 0.0424375-0.00874103j -0.0218679-0.00482224j -0.0316519+0.0170356j -0.00499959-0.0335877j -0.00723664+0.0103282j 0.0326979+0.000545512j -0.0015755+0.00108465j 0.00709837+0.0353976j -0.00411465+0.0205031j 0.0199887+0.0293663j 0.00606602+0.00552649j -0.016278-0.0278132j -0.0218555-0.0166854j -0.01283-0.0114978j -0.0213112-0.00373646j -0.00742745-0.0226906j -0.0550902-0.00406167j 0.0334146-0.0315954j 0.0277329+0.00218046j -0.00637209+0.0152531j -0.0283084+0.0214715j -0.0183928-0.00922818j -0.0123608-0.0356089j 0.00732312+0.00725545j 0.0767784-0.0033648j 0.0134215+0.00233094j -0.0106001-0.0135061j -0.0029104-0.0280678j 0.0123148+0.0718766j -0.0214195+0.00733354j -0.00320309-0.0324427j -0.0173776-0.000826378j -0.0104767+0.00150619j 0.0163764+0.0167622j -0.0558197-0.00264093j 0.0119711-0.0565487j 0.00132952+0.0130468j -0.00852404+0.0159716j 0.0137677-0.00948794j 0.0103636-0.00584716j 0.00902909-0.00164967j -0.0201091-0.0464639j -0.0021339+0.00130227j -0.00318516+0.00165697j 0.0313632-0.00583561j 0.010625-0.00108664j 0.000370195+0.0113185j 0.000429908-0.000612582j 
-0.000919603-0.0179251j -0.00279834+0.00652028j 0.00938512-0.00961578j 0.0195353+0.00615577j -0.00837381+0.00676508j -0.00518115+0.00685559j -0.023557+0.0283139j 0.0259093+0.0106191j -0.0192858-0.00844315j 0.010476+0.0126963j 0.00508573+0.0126257j 0.00771886+0.000848373j -0.0125606+0.00757244j -0.00934793-0.00863061j -0.00866262+0.00805525j -0.0109855+0.00474202j -0.00728876+0.0127371j 0.00573278+0.0107279j -0.00346386-0.00768536j 0.021027-0.0140246j -0.00221278-0.00766151j 0.00982937+0.00426683j -0.00933849-0.0135691j -0.00085998+0.00639082j 0.0243731+0.00122787j 0.0303611-0.0079842j 0.00358207-0.00938954j -0.0246991+0.00542588j 0.00382839-0.0285291j -0.00896814+0.00602502j -0.00753636-0.0131002j -0.0169059+0.00375092j -0.0328618+0.00439704j -0.012902+0.0143009j -0.0159437-0.00161593j 0.0166788+0.0217141j -0.00229535+0.00264012j -0.0089637-0.0184906j -7.56152e-05-0.00463251j -0.0130186-0.0222979j -0.0247701-0.000929988j 0.00920844+0.020213j 0.00768155-0.0260803j 0.00358465-0.00739898j -0.0127203-0.0104668j -0.0200282+0.0264649j 0.00460426-0.0210866j -0.00620253+0.0132095j 0.00449538-0.00374781j 0.0147254+0.0105499j 0.0218925-0.0157437j 0.00251261+0.00620301j 0.0175027+0.0267596j -0.00958306+0.00562821j 0.00286258+0.00318266j 0.0154952-0.0111092j 0.0102599+0.0151802j 0.00532643-0.0227246j -0.00280529-0.00812005j 0.0498539-0.0158946j 0.00217002-0.0171701j 0.0090533-0.0108385j -0.00618396-0.0048329j -0.0258873+0.0261734j -0.0146826-0.0178018j -0.0105545+0.00367439j -0.035585-0.0198783j -0.00361955+0.0129631j -0.0195423+0.0282176j 0.00902991-0.00814682j 0.0125474-0.0168037j -0.0699782-0.00394927j -0.0252459+0.0447381j -0.00695259-0.0121351j -0.0461393+0.0131207j 0.0131397-0.0580816j 0.00701031+0.0506671j -0.00181295-0.0065054j 0.0169923-0.0143053j 0.00560116-0.00218226j -0.0208176+0.0443024j -0.00325699+0.00449446j 0.00514467-0.00568284j -0.0152819-0.0243479j 0.00145166-0.00620657j 0.00623914+0.0109188j -0.014892-0.0138379j 0.0255973-0.0106624j 0.0188263+0.000577769j 0.0018934-0.00386902j 0.00507449-0.00919201j -0.000599681+0.00866654j -0.00633452+0.00973975j 0.00166559-0.0119414j -0.00450028+0.00825342j 
0.00595346-0.002904j -0.00814953-0.0048457j -0.0187051-0.0189676j 0.0129312+0.00177525j 0.00380482+0.000671256j 0.00724312+0.00284258j 0.0118751-0.0151679j 0.0245032-0.0099868j -0.0192541-0.00303376j 0.00877449-0.00869239j -0.00769952-0.0152755j 0.0119667-0.000744888j -0.0034909+0.0043146j -0.0111726+0.0125328j 0.00343864-0.00110011j 0.00134256-0.0109167j 0.00837869-0.00502032j 0.0061691-0.0115641j -0.0143142+0.0138635j 0.0115806-0.00342611j -0.0116272-0.00647669j -0.00332108+0.00734117j -0.00728299-0.0138925j 0.0134921-0.00488653j 0.0183181+0.0153868j 0.0230781+0.0117373j 0.0187592-0.00462649j -0.0184319+0.0321462j 0.00968566-0.00897652j -0.0186101+0.000639524j 0.014662-0.012019j -0.0146517-0.000188079j 0.0263033-0.00712671j 0.00352196-0.0227335j -0.0142659+0.00282343j -0.0116401-0.00363082j 0.0021626+0.0100858j -0.0135138-0.023521j -0.0054801+0.0156889j -0.00434479+0.0254107j -0.00276029+0.0282935j 0.00195645-0.0236087j 0.0108845+0.00201367j -0.00334391-0.0130569j -0.00414264+0.00744239j -0.0130451-0.000884259j -0.00508648-0.00160279j 0.00587552-0.0049773j 0.0179032-0.00756228j -0.00843197-0.001517j 0.000183862+0.00748151j -0.00820683+0.0381727j -0.00172886-0.000420636j -0.0174343+0.00211774j 0.00262177-0.00765274j 0.0118748-0.0355788j 0.0374979-0.0372339j 0.0161756+0.00772472j 0.0396121-0.041695j -0.00164926+0.0228218j 0.0127584+0.00986409j 0.0198175+0.0375573j -0.0222778-0.0110398j 0.0385738+0.0280722j 0.00284511-0.0220807j 0.0225497-0.0405626j -0.0151292-0.0406058j 0.00754531-0.0207938j -0.0513251+0.0197215j -0.00547718+0.0079678j -0.020161-0.0128658j -0.0423544+0.00284968j -0.0402937+0.0140743j 0.012805+0.0135989j -0.0424858-0.0156943j 0.0294526-0.0670358j 0.0214664+0.0406673j -0.0110466-0.00404207j -0.0100712+0.0179346j 0.00435051-0.0126329j -0.0238605+0.000480248j -0.0243195+0.00198368j -0.0465367+0.0303147j 0.0212106-0.0401923j -0.0124561-0.0165991j -0.0158655+0.0192634j 0.024611+0.00522373j -0.00205313-0.0261954j 0.0183744+0.0358717j 0.00391821+0.00600846j -0.00946651-0.0177829j -0.00832902-0.00880033j -0.0128598-0.00447298j 0.00314754-0.0110309j 0.00121954+0.000346651j 
0.00652196+0.00461945j -0.0067369-0.00465923j -0.000495363-0.00755182j 0.00195126-0.0134805j -0.00743335-0.00672859j -0.00736722-0.00479171j 0.0181536-0.00520657j -0.010535+0.00277576j 0.000833891+0.00805847j 0.00409906-0.00985525j 0.00191313+0.00654528j -0.0201673-0.00942031j 0.0147687-0.00817932j 0.00947991+0.00231544j -0.00592151-0.00578137j -0.00135234-0.00339644j -0.00113566-0.00327011j 0.0101708-0.011564j 0.019228-0.00291417j -0.0181196+0.00782051j 0.0173566-0.001352j 0.00133459+0.00997968j 0.00500182+0.0101018j -0.00501317-0.00784072j -0.0258693-0.00498783j -0.0142648-0.0206971j 0.00908185-0.0101915j 0.011165+0.00653728j -0.0073502+0.00474963j 0.0195158+0.0334961j 0.00338514-0.0191328j 0.00182058-0.0125593j -0.0198326-0.00293154j 0.00179432+0.022148j -0.0201413-0.000821567j -0.0196121+0.00393461j 0.0126971-0.0030333j 0.0210562+0.00918061j 0.000759136-0.029088j -0.00136567-0.00361383j 0.0027545-0.00162238j 0.0188058-0.0164248j 0.000323616-0.00735368j 0.0141921+0.00670135j 0.000486598+0.0277753j 0.00927946-0.0194421j 0.0237248+0.00574342j -0.00936251+0.0151676j -0.0174387+0.00369124j 0.00798469+0.0143756j -0.00822915+0.0190285j 0.013764+0.00701348j -0.0712381-0.0228038j 0.049981+0.0161078j -0.00511037+0.01372j 0.0317216+0.00211631j -0.00388853-0.00324619j -0.0408945+0.00333486j 0.00391495-0.0260537j -0.0526115-0.0154637j 0.00607136+0.00316714j -0.0144908-0.0140434j -0.0168691-0.00371246j 0.0261698-0.0216475j -0.0346236+0.0413702j -0.00384465+0.0274962j 0.0471992-0.00846611j 0.0352137+0.00220294j -0.0472161-0.00702508j -0.00687303+0.000473302j -0.0535698-0.0154654j -0.0195752-0.0457328j 0.0107558+0.0330765j 0.0172696+0.00118262j -0.0146877-0.0134682j 0.0107983+0.000836915j 0.0270293+0.00100634j -0.017257+0.00828905j 0.0121831+0.00674911j -0.00378131-0.0136393j -0.0520061-0.0261056j 0.0422764+0.0199184j -0.00683579+0.0312424j 0.017942-0.0120789j -0.0112207+0.0224119j -0.00359768+0.00141297j 0.0197492+0.00956767j 0.00562298-0.0054069j -0.00171809+0.029012j -0.0030249+0.00422228j 0.0101911-0.00298123j -0.0102875+0.00146247j 0.0187285+0.00312656j 0.00355839-0.0016339j 0.00127164-0.000537154j 
0.00949458-0.00712011j -0.00799072-0.00433881j -0.00993641-0.0192029j 0.0290582+0.00226963j -0.00580168-0.00406224j -0.0062725+0.00854546j 0.00248607+0.0145132j 0.0125836-0.0139334j -0.0333748-0.0177735j 0.0156376+0.00420332j 0.00126831-0.0139457j 0.0136164+0.00325452j -0.0058713-0.0106034j -0.00634026+0.00490747j 0.00120686-0.000928466j -0.000298416+0.0092296j 0.00588621+0.00679166j 0.00207882-0.00269662j -0.00266748+0.0182073j 0.00899593-0.00330963j -0.00451542+0.00777512j 0.00720618-0.00250822j -0.0178356-0.0005858j -0.000919562-0.0040847j 0.0206644+0.0147645j 0.0175779+0.0137678j 0.0106165-0.0376735j -0.0099246-0.00100997j -0.0271414-0.0188509j -0.0242101+0.00594669j 0.000238807+0.00997503j -0.00399841-0.00905909j 0.0099683-0.0156018j 0.00530056+0.0089195j -0.0324386+0.00363175j 0.0130411+4.45904e-05j -0.0162148-0.0184435j -0.0302989+0.00445162j 0.0206062+0.0149049j 0.0101164-0.00710911j 0.000278684+0.0210075j -0.0286255-0.00445438j 0.00787495-0.00522878j 0.00503668-0.00646646j -0.0191569+0.021193j -0.00297316+0.00393167j 0.0119062-0.0124483j 0.016347+0.000124431j -0.0042751+0.016507j 0.00556004-0.0219554j 0.00818178-0.0039763j -0.00699066-0.00188261j 0.0401504+0.00188737j 0.00153253+0.0137573j 0.0142006-0.0297397j -0.00306417-0.00237458j -0.00101087-0.00878011j 0.0103519-0.00624862j 0.0183503+0.0085509j 0.0235873+0.0182588j -0.0035596-0.00218205j -0.0114912+0.0275838j 0.00867064-0.00862838j -0.0109721+0.028152j 0.00586455-0.0272322j -0.0467802+0.0107363j 0.00752559+0.0275776j 0.0305119-0.0270819j 0.00851941+0.0268068j -0.00335042-0.00584316j 0.02492+0.0121877j 0.0178055-0.010029j -0.0152447+0.013094j -0.000514715+0.0246438j -0.000552923-0.0233271j 0.0272331-0.0202676j 0.0111518-0.00932813j 0.00796591+0.00607631j -0.018991-0.0394266j 0.0292899+0.000510722j 0.0150917-0.00357725j -0.0305884-0.0161144j 0.0250211+0.0171155j -0.00467261+0.0194944j -0.0073449-0.00830342j 0.0261237-0.0028672j -0.00724257+0.000141433j 0.00587939+0.00213441j -0.0178017-0.00429495j 0.00618202-0.0141815j -1.9342e-05+0.00656112j -0.0115248-0.0171304j -0.0163772-0.00837855j -0.0101593+0.00291147j -0.00337726-0.00413276j 
