0.023957-0.0211039j 0.00523232-0.0315029j -0.0700959+0.0749823j -0.0256225+0.00326398j 0.00201392-0.024155j 0.0246586+0.00786878j -0.00958057-0.0566113j 0.0551513+0.00970118j 0.0199759+0.0588733j -0.021915+0.00669266j -0.0048688-0.00379117j -0.00247453+0.0231939j -0.0146641-0.00832239j -0.0293447+0.0192842j 0.0248857-0.00102158j 0.00042322-0.0135196j -0.00556402-0.00768416j 0.014887-0.0243637j -0.067593-0.0142801j 0.0610851-0.0148573j -0.00235163-0.025134j -0.0132798-0.00253051j 0.00856924+0.00317836j 0.0121013-0.00656082j 0.039084+0.00455593j 0.0101736-0.00248028j -0.0102783-0.0105919j -0.0440269+0.044235j 0.0348964-0.0204597j 0.0110661-0.0490394j 0.001635-0.0300384j 0.0454868+0.0332831j 0.0416041+0.00613414j 0.00470903-0.0207274j -0.00877434+0.038311j 0.0153995+0.00708188j 0.0142288+0.00118374j -0.00295589-0.0234906j 0.0163264+0.040547j 0.0437879-0.0143686j -0.0104702+0.00757696j 0.0151065-0.00832682j -0.00987587+0.00569768j 0.032936-0.0285843j -0.0236533+0.00485913j -0.0695138+0.0170978j -0.0213564-0.0042412j 0.0245838-0.00982348j -0.00582109+0.00145394j -0.0372865+0.0147742j 0.0197715-0.0127574j -0.014313+0.0213686j 0.0296442-0.0313884j -0.0226942+0.0131802j 0.0411948+0.0134297j 0.042198+0.0175471j 0.0140235-0.0308948j 0.0483873+0.0168902j -0.0135193-0.0272567j 0.00319654-0.0111495j 0.00453366+0.0306977j -0.0287577+0.00474762j -0.00387955-0.032114j -0.0510979-0.0133993j -0.0274561-0.0271229j 0.0025212-0.032551j -0.000949109-0.00206586j -0.00359713-0.00829812j -0.00297313+0.0146037j -0.0351969+0.0296594j -0.0144323-0.0218961j 0.00194185-0.0686581j -0.00474783+0.00158293j 0.00433431+0.0165843j -0.0491419-0.0157767j 0.0325817+0.0127854j 0.0347705-0.00845253j 0.0091535-0.0657601j -0.0164559-0.0252094j -0.0270713+0.0590508j 0.0405155+0.00769372j -0.0479504-0.0481765j 0.0308331-0.0409625j -0.0718632-0.0542489j 0.00752351-0.0229183j 0.00258294+0.023515j -0.0291471-0.030782j 0.0401119-0.0469088j 0.112416+0.0164622j -0.00112865+0.0193169j -0.0192097-0.0165869j 0.0186262+0.11375j -0.178744+0.00252006j 0.00074597+0.016419j 0.0254973-0.00954402j 
-0.0050682-0.0105383j 0.00886039-0.00596601j -0.002725-0.0123727j -9.71045e-05-0.00503519j 0.00738987-0.00797105j 0.0052325+0.00911253j 0.00638926+0.000621345j 0.00264391+0.0102839j 0.00957943+0.011206j -0.00233409+0.00126931j -0.0123812-0.00117913j 0.000560579-0.000245603j 0.000874033+0.0013429j 0.00161684+0.000278451j 0.00479413+0.00165817j 0.00197229-0.00810086j -0.00477301-0.00217813j 0.00526277+0.00544306j 0.00809342-0.0108958j -0.000413287-0.000587958j 0.0105409+0.00257543j -0.00703088-0.0113468j -0.0026713+0.00552885j 0.00414967-0.00150358j -0.00253608+0.00263097j -0.00973334-0.00615509j -0.0209547-0.00105564j -0.00533966+0.000385902j 0.0182912+0.0239973j -0.000555436-0.00515496j 0.00118487+0.00737458j -3.34003e-05-0.00589262j 0.0115382-0.00283432j 0.00203506+0.00975271j 0.00445325+0.00226208j -0.0135517-0.00376896j -0.0155243+0.00540214j 0.000620772-0.0105463j 0.0131275+0.00641329j 0.00320957-0.00360488j -0.00162523-0.00319495j 3.90218e-05+0.00500826j 0.00487109+0.00615141j 2.60598e-06-0.00271107j 0.000301032-0.00933695j 0.00223483+0.000321908j -0.0067838-0.00528504j 0.00231792-0.00999879j 0.01839+0.00247437j -0.00198129+0.00605271j -0.0127419-0.00700822j -0.0118466+0.000111778j -0.00289968-0.00825205j -0.0109983+0.00344002j -0.0129701+0.0102848j 0.0153816-0.0114302j -0.0137985-0.008465j -0.00812662-0.0156562j 0.0131936+0.000833533j -0.0137586-0.020011j -0.000388335+0.000431957j 0.00974057+0.00270349j -0.00106754+0.00713658j -0.00176472-0.009695j -0.00413245-0.00245669j 0.0135004-0.00547645j 9.36434e-05-0.0106638j -0.0170982+0.0112904j -0.0150977+0.0111461j -0.0106186-0.0122116j -0.00798053-0.00653935j -0.00869594-0.00627574j 0.0101972+0.00743095j 0.014797-0.00672356j -0.00031712-0.00785774j -0.00969284-0.0024295j -0.00205706+5.28897e-05j 0.00319447+0.000320745j -0.000699843+0.0031662j -0.00345811+0.000102334j -0.0113785+0.00200451j -0.00210148+0.0040702j -0.00899686-0.00816881j 0.00226946-0.0106682j -0.00126474-0.00757262j -0.00357043-0.00719431j 0.00843578-0.00156408j -0.00187582-0.00148962j -0.00629069+0.00109882j 0.00715542+0.00420818j 0.00445474-0.00285789j -0.000669728+0.00163898j 0.00397947-0.0006229j 0.00166143+0.00268755j 0.000396307+0.00120087j 
-0.00207717-0.00386963j 0.00768149+0.00663653j 0.0099032+0.00775878j -0.01116+0.00409068j -0.00225729+0.0086947j -0.0136301+0.00273355j 0.0107901-0.0144016j -0.00863454-0.0125598j 0.0106697+0.00747294j -0.0129532-0.00405968j 0.00140884+0.00164125j -0.00450451-0.00349864j 0.00537408-0.00599956j 0.00765977+0.00668183j 0.00418956-0.0103634j 0.00414983+5.56389e-05j 0.000374141-0.001113j -0.00649159-0.00768219j 0.00315701+0.00359276j -0.00386049-0.0012936j 0.00602832+0.00727691j -0.00459722+0.000385427j 0.0072022+0.00108852j -0.018217+0.00916314j -0.0145451-0.0192086j -0.00843847+0.0148863j -0.00934498+0.00849231j 0.00873566+0.00649069j 0.00523497+0.0114903j 0.00807207-0.00908604j -0.00129427-0.0124136j 0.00183033-0.00411422j -0.00266538+0.00119049j -0.00246915+0.00250341j 0.0124919+0.00138941j -0.00365835-0.000270664j -0.0014441-0.00578321j 0.000746465+0.0102069j 0.0141966+0.0077011j -0.00598648+0.0040039j 0.000382313-0.0132212j -0.0133324-0.012329j -0.00512691+0.00651242j 0.000228164-0.00197645j 0.00788104+0.00010096j 0.0149629-0.0064035j -0.00736769+0.0161704j 0.00147703+0.0107028j -0.0215196-0.00485225j 0.00245869-0.0114086j -0.00298501+0.0117788j 0.0044864+0.0122154j -0.0272366-0.0160908j -0.00624057-0.0332562j -0.000227513-0.000144629j -0.00961233-0.00655457j 0.0101532+0.00319789j 0.00155622+0.0127919j 0.010337-0.00565674j 0.00346269+0.0137158j -0.000990634+0.00572065j -0.0101899-0.00845419j -0.00344394-0.0155534j 0.00931301+0.00185551j 0.000822099-0.00506528j 0.000181998+0.000603858j -0.00587193+0.0107073j 0.00768852+0.0016026j 0.00164929-0.00966774j 0.00162134-0.000781334j -0.00494293+0.00632668j 0.00137343+0.00184339j 0.00152777-0.00657988j -0.00552696+0.0131826j -0.0054851+0.0137179j -0.00301681+0.00857181j 0.00943698-0.0167038j -0.00148046+0.00250936j -0.000751587+0.00346945j 0.00515006-0.00406375j 0.0080573-0.00208141j -0.00696726+0.00131154j 0.00914221-0.00923172j 0.0119339-0.00151997j -0.00395214+0.0120532j -0.0012418+0.00163701j -0.00564831+0.0173486j -0.000660768+0.000236032j 0.00508074+0.00992442j -0.00423805-0.00561992j -0.00849926+0.00196409j 0.0006516-0.00128727j -0.00226059-0.00596636j -0.000215504+0.000346347j 0.000571559+0.000109154j 
0.0109114+0.00128855j -0.00104268+0.0037637j -0.023057-0.0181786j 0.0209456-0.0161096j -0.0054485+0.00155843j -0.00464203+0.00701989j 0.00587212+0.00239805j 0.01795+0.0153488j -0.0200578+0.0116579j 0.0131697-0.00689041j -0.00999935-0.0100617j -0.00471677-0.00588299j 0.00217607+0.00773532j -0.00370976-0.00452388j 0.00628204+0.0130946j 0.00445413-0.0084063j 4.42348e-05-0.000721984j -0.000621876+0.0246803j -8.982e-05-0.0118644j 0.00821214-0.00892472j -0.00229308+0.00532619j -0.000501226-0.00193673j -0.00957692+0.00494776j 0.00437726+0.00253492j 0.00356087-0.0124742j -0.000646573+0.000146665j 0.00991603-0.010202j -0.0110098-0.00161127j -0.00229767+0.0014539j -0.00712946+0.000475965j -0.0155954-0.00693159j 0.00902657-0.00292955j 0.00523672-0.00836134j -0.00894705+0.00333553j -0.00198359-0.00962228j -0.00592053+0.00236871j -0.0110007+0.00842102j 0.000487067-0.0147872j -0.00596311+0.00255818j 0.00941863-0.00222178j -0.00444509-0.00568411j 0.0102089+0.0165918j -0.00359793+0.00267426j 0.00141781+2.85656e-05j -0.00739471-0.0134265j -0.00026136+0.00899693j -0.0168234+0.0179723j -0.00523837-0.00123198j -0.0126027-0.00396663j -0.0103682+0.0101047j 0.00311286-0.0321999j -0.00455362+0.00967922j 0.000446553+0.0240611j -0.00560263-0.00243187j 0.00162741+0.00050972j 0.0025786-0.000664092j -0.00838686+0.00268258j 0.0265869+0.00572274j -0.0206228-0.00398738j -0.00417679-0.00699716j -0.00145427+0.00438627j -0.00768469+0.0152823j 0.0026957-0.00745053j 0.0139161+0.0104463j -0.00951565+0.00994178j -0.0122632-0.00893544j 0.00623647+0.00191076j -0.001656-0.017284j 0.00679973-0.0121897j 0.00901916+0.0102597j -0.0010191-0.00728303j -0.0117293-0.0105479j 0.000513408+0.00759507j 0.000703213+0.0028502j 0.00251653+0.00977377j 0.0136175-0.0145733j -0.0115247+0.0174447j -0.00688947-0.00914032j 0.00521409-0.00424669j -0.0120018+0.00817649j -0.00318341+0.0174931j -0.0108809+0.00767019j 0.0160736-0.00407738j -0.0134082+0.0121877j -0.00374406-0.00258889j 0.0161075-0.000697101j 0.00653097+0.0108837j 0.0354283+0.00110556j -0.00722887-0.0125183j 0.00477669-0.0003574j -0.00311801-0.00511381j 0.0165006-0.00132481j -0.000297053+0.0140611j 0.00294211-0.00420946j 0.00202335-0.00487289j 
-0.00236104-0.000519036j 0.00389621+3.89679e-05j -0.0144682+0.00504711j -0.012162+0.00369364j -0.000120418-0.00751257j 0.00818784-0.0111746j 0.0151599-0.0194377j 0.000657028+0.00215148j -0.000284031+0.00991912j -0.00287435-0.001331j -0.00153702-0.0112266j -0.0116204+0.00194014j 0.00431383-0.000126621j -0.00958919-0.00127274j 0.00821039-0.00597905j 0.00890226-0.0101488j 0.00109637-0.000744015j 0.00620577-0.00477646j 0.00691148-0.000546559j -0.00336923+0.00371934j 0.011835-0.000279883j -0.0132295-0.00215188j 3.82971e-05-0.00178872j -0.00321393+0.000409863j -0.010734+0.00246643j -0.00113807+0.0105751j 0.00556804+0.000207039j 0.000827452-0.0029717j 0.00765165+0.0037066j 0.00116267-0.00113485j -0.00602031+0.0158019j 0.0194933+0.00245132j 0.00410727-0.00477996j 0.000416876+0.00189686j -0.00159201+0.0097991j -0.0100577-0.0095785j 0.000825809+0.00562537j 0.00273607+0.00950494j 0.0118347+0.00748767j 0.00385297+0.00388525j 0.00342293-0.0086062j 0.00235536-0.00737176j -0.0179145-0.00590498j -0.00195713-0.00751421j 0.00408237+0.00954302j 0.00128202-0.00782461j 0.0114087-0.0127685j -0.0123367+7.15139e-05j 0.00771269-0.00913981j 0.00486767-0.0152012j 0.00134847+0.00577036j 0.0114956-0.00708123j -0.0129807+0.000240503j -0.00485349-0.00286294j 0.00884546-0.0118692j 0.00212612+0.00148859j 0.0076083-0.0189902j -0.00122066+0.00270084j 0.00349779+0.00372631j 0.00230649+0.00662125j 0.0143683-0.0115309j 0.010462+0.0050266j 0.00200566-0.00490421j 0.0164111+0.0147994j -0.0060296-0.00477255j -0.00102552+0.00663144j 0.0137953+0.00376749j 0.0185371-0.0105846j 0.00509886-0.00319496j 0.000260991-0.00098992j -0.0131047+0.00647186j 0.00383024-0.00271798j 0.000164961+0.00879315j 0.00761699-0.00383718j 0.00713228+0.0147681j -0.00373031-0.00665811j 0.00948082-0.00543945j 0.00615815+0.0212944j 0.00947071-0.00850407j -0.00153916-0.00232845j 0.00958347-0.0150961j -0.000993898-0.00100591j -4.43131e-05+0.0216456j 0.0160214+0.01107j 0.00178399+0.00589005j -0.00509798-0.00706677j 0.00593191+0.00678297j -0.00728416+0.00233852j 0.00354571+0.0292453j -0.00779267-0.00518071j 0.00111876-0.00366131j -0.0137777-0.0110249j 0.00519112-0.0137417j -0.000389256-0.00491928j 0.0041384+0.00614418j 
0.0120825+0.00210482j 0.00966455-0.00511694j -0.0195371+0.011967j -0.00958483-0.00664423j -0.0101383-0.00630117j 0.00251291-0.0194684j 0.00529767-0.00439109j 0.0148374+0.000262511j -0.00719688+0.0102731j -0.00888768-0.00956236j -0.0049483-0.00235732j 0.00209241+0.00482001j -0.00717532+0.00906598j -0.00203143+0.00342102j 0.00692757-0.000302828j -0.0105697-0.00332986j 0.000172221+0.00343682j 0.00193599-0.0065983j -0.00216499-0.0100388j -0.0025204+0.00333758j 0.00359793-0.00690673j -0.000200595+0.0083578j 0.0049814-0.00234378j 0.00490517-0.010789j 0.00922756+0.000907238j -0.00517825-0.0180148j 0.00434479-0.0139615j 0.00287152+0.0215881j 0.0109177-0.00738541j 0.00476528+0.000839109j 0.0134912-0.00310515j 0.00264881+0.0114952j -0.00340065-0.0109841j -0.0174375-0.000704783j -0.00961112+0.0182347j 0.00218549+0.0187033j 0.00346046+0.00703292j -0.00940247+0.00507947j 0.0139753+0.00802398j 0.00229822+0.00685646j -0.00703622+0.0219546j -0.0163004-0.0224353j 0.00183938+0.0145829j 0.00110018+0.00211045j -0.00994954+0.00129347j 0.00206712-0.00712843j -0.0173683-0.000499971j 0.0227123+0.000800476j -0.00203124-0.00126953j -0.035361+0.00681318j -0.00895594+0.0224039j 0.0104354-0.00504965j 0.00115707-0.0149389j 0.00491387+0.0300982j -0.0171366+0.0251688j 0.026921+0.0199796j -0.00793903-0.00122956j -0.0120985-0.00766457j 0.00710114-0.0206325j -0.0303711-0.0108086j 0.00817375+0.00250412j 0.0173167+0.00891854j -0.00601248-0.0309099j -0.00857995-1.02635e-05j -0.00220901-0.0087985j 0.0124914-0.0179377j 0.020062+0.000344012j 0.000927624+0.0104798j -0.0123867-0.0048813j -0.0188639+0.0114548j -0.0178622-0.00593837j 0.00552355-0.00961021j 0.0240151-0.00184237j 0.00573908+0.0119702j 0.000383025+0.00631214j -0.0106882+0.0145529j -0.000726888-0.0243696j 0.0110441+0.00084706j 0.0118354-0.00319466j 0.00745268+0.00773896j 0.0185019-0.0277926j -0.0176602-0.0108971j -0.0124237-0.0035021j -0.00877533+0.00939895j -0.0182278-0.0108197j -0.00787946+0.00463584j 0.00671587+0.0216446j 0.00264032+0.0160203j -0.00364046+0.000748057j 0.00261885+0.007736j 0.0013479+0.00321869j 0.033655-0.00654057j 0.000899613+0.00904794j 0.00364905-0.00272341j -0.00361366-0.00728979j 
-0.00735523+0.0053389j 0.00390255-0.0131823j 0.00283613-0.000270523j -0.00948878+0.00343819j -0.00536001+0.0286388j -0.0313814+0.00462738j 0.00893645-0.0140845j -0.00455052+0.00550992j 0.000825933+0.00417925j -0.00150056-0.00599503j 0.00477652-0.00152311j 0.00342326-0.00189401j 0.00266123-0.00253097j -0.00446911-0.000150311j -0.000593512+0.00598117j 0.0030703-0.00672777j 0.000883861-0.001689j -0.012405+0.00569874j -0.00421133-0.0029229j 0.0102338-0.00733712j -0.00777975+0.000535644j 0.00789036+0.0121188j -0.00390614-0.00763622j -0.027703+0.0301249j 0.00125246-0.0232312j -0.00534348-0.00251691j -0.00746491+0.00886429j 0.00034243-0.00472933j -0.00431799+0.0139673j -0.00367809-0.00672151j -0.004317-0.00119157j -0.00445368-0.00534955j 0.00650672+0.00373474j 0.00462234+0.002598j 0.0169729+0.00396896j -0.00496886-0.0101861j 0.00170897-0.00538712j 0.0164833-0.00541622j -0.00699378+0.000265134j 0.00190402+0.00308555j 0.00683862-0.0129813j 0.000377481+0.0122344j 0.00168959+0.00543528j 0.00689933+0.000606282j 0.0220152-0.000588394j 0.0117119+0.00323311j -0.0219343+0.000271058j 0.01404-0.00889747j -0.0232282-0.000790358j -0.0120365-0.00100465j 0.0156004-0.0223488j -0.00483834-0.00466911j -0.00804458-0.00486495j -0.0116061-0.00392288j 0.000518537-0.00494108j 0.0148725-0.0014479j 0.00992686-0.00079107j -0.0228165+0.0245777j -0.0174596+0.0112941j -0.0112692+0.0154443j -0.00655312+0.00200608j -0.0212959+0.00415296j -0.00355524-0.00103707j -0.019369-0.0244223j -0.000934383-0.0134979j -0.0016739-0.00563808j -0.0123666+0.00460474j 0.000730454+0.0130645j -0.0182374+0.00509303j -0.00445806-0.00752559j 0.00332073-0.0259197j 0.0193911+0.00990944j 0.00745192+0.0110113j 0.00792582+0.00945823j 0.000670676-0.0158778j -0.0124441+0.0222827j -0.0199944-0.0144139j -0.00244329-0.000485904j -0.0143208+0.00158763j -0.0107971+0.00730319j 0.00423673-0.00445526j 0.00290118-0.00706852j -0.00635818-0.0157917j 0.00423397-0.00773194j -0.00139967+0.00998157j -0.000800442-0.00821283j 0.00396447+0.0034968j -0.00501098+0.00468784j -0.00616296-0.0214893j 0.00505815-0.00483092j -0.0148357+0.00364628j 0.0160476+0.00469173j 0.00967769+0.0190965j 0.000919484+0.00380212j -0.0033706-0.00492585j 
0.0012826+0.0112224j -0.00873177+0.00484791j 0.014981+0.00700893j -0.00996068+0.00687509j 0.0201949-0.00321325j -0.00734721+0.0226109j -0.0162593-0.00877144j 0.00203769-0.00985974j -0.00785529-0.0128083j 0.00739363-0.0037689j -0.0149737+0.00898122j 0.00343897-0.00171406j 0.0145308-0.00831605j 0.00432574-0.0040901j -0.00990032+0.00571362j -0.00350203+0.00224406j 0.00248632-0.00525822j 0.00718521+0.00476863j 0.0093302+0.00611606j 0.000428907-0.00758318j -0.00578707+0.00165714j 0.0126404+0.00533883j -0.0266857+0.0163674j 0.00634239+0.00985755j -0.00500512+0.00579598j 0.00423945-0.000713267j -0.00167502-0.000849544j -0.0112526+0.00959018j -0.0103057-0.0184213j -0.00305529+0.0078069j -0.00160194+0.00572355j -0.00972702+0.0129111j -0.00190854-0.00461196j -0.00110329-0.00205999j 0.00258247-0.0122753j -0.0144747-0.00315415j 0.00750396-0.00255087j -0.0181573-0.00651702j -0.00939856+0.00176164j -0.00436756+0.00784326j -0.00995809-0.00984835j 0.00152899-0.00994021j 0.00956804+0.0177417j 0.00432595-0.00735j 0.0238133-0.0279951j 0.00331355-0.00582528j -0.0096326+0.0131139j -0.00157099-0.00502716j -0.000744455-0.015228j -0.0142276-0.00172212j -0.00944492-0.00912671j 0.00668594+0.0137759j 0.011498+0.000990566j -0.00220327-0.0291609j 0.00469362-0.0117485j 0.0183232-0.013392j 0.00810382+0.00922771j 0.0138548-0.0051851j 0.0063374-0.0100849j 0.0108007+0.00321976j -0.0174239-0.00530956j -0.0168876+0.0153525j 0.000868054+0.00360087j 0.0207922-4.92439e-06j -0.00806994+0.0029082j 0.0144401-0.00692347j -0.00482642-0.0165531j -0.0116565+6.75111e-05j -0.00645249-0.00468175j -0.0090355-0.000855173j -0.000661309+0.00379507j -0.014549+0.0118966j 0.00342176-0.0104881j -0.0052286+0.00384517j 0.00463513+0.000731606j 0.00260481-0.008944j -0.000780393-0.006755j -0.00840655+0.000456118j -0.00650592-0.00695702j -0.00742011+0.000199798j -0.00841405-0.00324886j -0.013663-0.0108618j -0.0154907-0.00362628j -0.00784217-0.0184865j 0.00258948-0.019551j -0.00171144-0.0177779j -0.00149088+0.00504995j 0.00362767+0.00327775j 0.00208662-0.000583641j 0.0165749+0.00199554j 1.21594e-05-0.00851882j -0.00121178-0.00403223j 0.00145658-0.00158672j 0.000897712+0.00232248j -0.00224179-0.000848513j 
-0.0084839-0.0010626j -0.00333134-0.00478048j 0.0106173+0.00724979j -0.0149537+0.001688j -0.0180324+0.0157466j -0.0029849-0.0195545j -0.000137546+0.00311232j -0.0254976+0.0201423j 0.00557202+0.00981138j -0.00738652+0.00995651j 0.00373557-0.00167594j 0.00445635-0.00018334j -0.0014552-0.00295144j -0.00327272+0.000918563j -0.00451479-0.0049414j 0.00167105+0.00216374j -0.000743161+0.000417738j -0.00989109+0.00637385j 0.00618114-0.00569439j -0.00802608+0.0127676j 0.00116835-0.00573622j -0.0118433-0.00525057j 0.0152955-0.0286751j -0.0196581+0.0072609j 0.00784191+0.00799273j 0.00535336-0.00618464j -0.00275032+0.012874j 0.00361178-0.000324288j -0.0106155+0.0123717j 0.00205486-0.00238711j 0.0139291-0.000618838j -0.0100049+0.00162324j -0.0148718+0.0069676j 0.0194545-0.00399734j 0.0134354+0.0105526j 0.00469997+0.00178016j 0.0148793-0.0038156j -0.000243697+0.00824939j -0.0145495-0.0117747j -0.00426197-0.00248197j -0.000107319-0.00713896j 0.00621373+0.00853364j -0.0115527-0.0172152j -0.00684949+0.0118987j 0.00701482+0.00808227j -0.00171648+0.0109888j -0.000932578-0.0103122j 0.00181941+0.0146332j 0.00537383-0.00116096j 0.0255746-9.33069e-05j 0.00618664+0.00378j 0.00422442-0.0232174j -0.00921363+0.00704122j -0.0109769+0.0318888j -0.00236574-0.00845087j -0.00555144-0.0116513j -0.00807023-0.000615737j -0.0181927-0.0052874j 0.000575395+0.00551267j 1.53272e-05+0.011575j 0.0255897+0.0141976j 0.0120374-0.0257128j -0.0183727+0.00474031j -0.0186227-0.0190245j 0.00462939+0.00670285j -0.00913168+0.00110258j -0.0182298+0.0133582j 0.0104238-0.00714949j 0.00482383+0.0140274j 0.0045834-0.00497764j 0.0092957-0.00637274j 0.0111262+0.00531121j -0.0155659+0.00011875j -0.0103346+0.0236078j -0.015953+0.00545689j 0.00666076+0.00169904j 0.00885385+0.00142392j 0.00663348+0.000318188j 0.000535436+0.00904201j 0.00897494+0.00173967j -0.00397329-0.00413764j 0.0106715+0.0122817j 0.0090407-0.017838j 0.020893-0.0083615j 0.0193191+0.0202706j -0.00335455+0.0131693j -0.0033692-0.00156512j -0.00148647-0.00943603j 0.00860359-0.00232326j -0.0133533-0.000177871j -0.00447916+0.00294549j -0.0143714+0.00953874j 0.00182418-0.00505386j 0.00244884+0.00309944j 2.57756e-05+0.00682731j 
-0.00330464-0.0202515j 0.0137559-0.00704841j -0.0165826+0.0197552j -0.00310877-0.0100553j 0.00720677-0.0202666j 0.00639805+0.00391653j 0.00202721-0.0103774j 0.000206752-0.0165548j 0.0106429+0.0142306j 0.00444572-0.00295061j 0.00384452-0.00983223j -0.0144764-0.0140007j 0.00838412-0.00673611j 0.000317981+0.0055477j 0.00231679-0.00429172j 0.00190976+0.000872375j -0.00132121-0.00588699j -0.00169769+0.00413173j 0.00194284-0.0118806j -0.00885862+0.00387348j 0.00761969-0.00182004j 0.00424397-0.0199313j 0.0129906+0.0141793j 0.00696673+0.00214462j -0.0158437+0.00619772j -0.0184919-0.00608154j -0.0122306+0.00535139j 0.00516448+0.00991588j 0.00411356+0.0171374j -0.000305574-0.0134259j 0.00351343-0.0290168j 0.00271384+0.00312212j 0.00312998-0.00836181j 0.00694785-0.000458228j -0.0135886-0.00112314j -0.0127598+0.00183774j -0.0211853+0.00825548j 0.00516296+0.0127155j 0.017895+0.0145161j 0.00799701+0.000991103j 0.00381664+0.00496972j -0.0102476-0.000200644j -0.00876092+0.00205879j -0.0127953+0.00305274j -0.0155108-0.0123026j 0.00893232-0.00263923j 0.00679849+0.00202831j 0.0098257+0.00417352j -0.00376472+0.00119133j -0.0116549+0.00708865j -0.000192067-0.00669772j -0.00716702-0.000749554j -0.0119528-0.0120906j 0.0104609-0.00976422j -0.00540208+0.00659485j 0.00460234+0.00399548j 0.013492+0.0108195j 0.027869-0.00899084j 0.0152998-0.0277156j -0.00303305-0.00986709j -0.00971529-0.00345908j 0.00173739+0.0117981j 0.0134796-0.0112172j 0.0115106+0.0117323j -0.00621639-0.00339766j 0.021122-0.00207931j 0.00423456-0.00253927j 0.00763935-0.00250758j 0.00814106-0.00568623j -0.00695283+0.00775783j -0.00985301+0.0156794j -0.00687466-0.00327305j -0.00906118-0.0116369j -0.00429101-0.00630047j 0.00467473+0.00244207j 0.00404373-0.000571071j 0.0202992+0.00127731j 0.00516724-0.00239508j -0.00158114+0.000566137j -3.94497e-05-0.00825424j -0.00551016-0.00566722j -0.00941698-0.00217264j 0.00172622+0.0118211j 0.00987493+0.00674345j -0.00416872-0.00845581j -0.00721322+0.00238446j 0.00386149+0.00183187j 0.00908122-0.00137551j 0.00312522+0.0171333j -0.000132822+0.00206436j 0.00591187-0.000689255j -0.00492182-0.00101515j -0.00192808-0.00660347j -0.00114227-0.00412542j 0.000555611+0.00310401j 
0.00273421-0.00792505j -0.00162168+0.0131724j 0.0166847-0.00130733j 0.0079092-0.00676448j -0.0153536+0.00650386j 0.0028697-0.00587503j -0.00548589+0.0154903j -0.00904541+0.00992874j 0.00582052+0.00498217j -0.00898933-0.00196779j -0.00125857+0.00754005j 0.00446907+0.00891711j -0.00719465+0.00858034j 0.0127535+0.00392164j -0.00169694+0.00116327j -0.00750068-4.03169e-05j -0.00446577+0.0046253j -0.00712093+0.0054449j -0.00639074-0.0130015j 0.0049897+0.000604529j -0.00129946+0.0057069j -0.00319048-0.00554344j 0.00369249+0.000992159j 0.00945177-0.0102655j 0.0154015-0.00864578j -0.00568921-0.00944564j -0.0101472-0.00373659j 0.0039035-0.00939229j 0.00122468+0.000735654j 0.00776804+0.0102859j -0.0192779-0.0039469j 0.00602741-0.00645821j -0.00384115+0.00250073j -0.00929977+0.00721485j -0.000509801-0.00490795j 0.0110493+0.0228982j 0.00356611+0.00766014j 0.00839991-0.00783181j -0.007865-0.0118212j 0.0026922-0.00832185j -0.00216266-0.0125342j 0.00715246+0.0276236j 0.0101296+0.00381249j -0.00299478+0.0117561j -0.0263305-0.0127459j 0.00224892-0.000224955j -0.0160249-0.00325112j 0.00713092-0.00367109j -0.0103616+0.0094706j -0.00323434+0.0237907j 0.000516035-0.0167239j -0.0164732-0.0116669j 0.00371867+0.0144597j 0.00960544+0.00322058j -0.00403291+0.0135542j 0.0118459-0.0128337j 0.0129782+0.00546626j 0.0172223+0.000585816j -0.015573+0.00182574j -0.012797-0.0277978j 0.00330965+0.00432849j 0.0025989-0.0150826j 0.013879-0.00633394j -0.0272284-0.00727586j -0.00374663+8.0684e-07j -0.00295348+0.00602015j -0.00127798+0.017083j -0.0179242+0.0131573j 0.00829504-0.00181208j 0.00432137-0.0014434j 0.0142044-0.000115599j 0.0119043+0.00449393j 0.000646655+0.00101684j 0.00169333-0.00867303j -0.00921643-0.00898915j 0.00658163+0.0186762j -0.00955605+0.00919482j 0.00573-0.0219801j -0.0137313+0.0113481j -0.00218176+0.00680092j -0.0132881+0.0291761j -0.0138322+0.00882749j 0.0127081-0.0229592j -0.00310638+0.0115098j -0.00576372-0.000889144j 0.00138493+0.0143515j 0.00201296-0.00415169j 0.0208273-0.0105694j 0.0103406-0.0234008j -0.0048807+0.00700227j 0.00377149+0.00160929j 0.00314586+0.0208288j -0.00758359+0.00330161j 0.00311922+0.00313096j -2.14265e-05-0.00114635j 
