-0.00865295-0.0245336j 0.00929635-0.0377622j -0.00758738+0.0317751j -0.00190067-0.0302474j 0.00591253-0.0189448j 0.000372505+0.0449767j 0.00354241+0.0441306j 0.00454034-0.0299998j 0.000648938+0.0426054j 0.00407945-0.016781j 0.00298503+0.0249669j -0.00103989-0.00263633j 0.00223349+0.0297633j -7.33066e-05-0.0637776j -0.00473607+0.0440998j 0.00185362-0.0142586j 0.000736519-0.0115465j 0.000540013-0.0119964j -0.000122412-0.0294638j -0.000827191-0.0325108j 7.21508e-05+0.000243654j -0.000704031+0.0325782j 0.00156306+0.0279311j -0.000527221-0.0129821j 0.00198671+0.00388821j 0.00238825+0.0401583j 0.00345836-0.0416301j 0.000303924-0.0386804j 0.000760834-0.0207597j 0.00030921-0.0145693j 0.000468195-0.00572704j 0.000647505+0.0151553j -0.00122804+0.0226296j -0.000264717-0.00109651j 0.000748493-0.00410412j -0.0010764+0.0465032j 0.000616405-0.00974497j 0.000796883+0.0054377j 0.00216663-0.0238127j -0.00159662+0.0350935j 0.00160818+0.0361899j 0.00188128+0.0245255j -0.000102957-0.0551839j -0.00181609-0.0305277j 0.000636186+0.0030326j 0.00325855+0.0363306j -0.000458563+0.0161178j 0.00160048-0.0840743j -0.000362592+0.0204236j -0.00275531-0.0283137j -1.26102e-05-0.116062j -0.000907308+0.0429183j -0.00520454+0.000168568j -0.000722756+0.0354143j -0.00493737-0.127815j 0.00141435+0.0100737j -0.00191561+0.049796j 0.00266062+0.101894j -0.00153132-0.024007j -0.00156824+0.00327804j 0.0023817-0.0332636j 0.00190291+0.0713265j -0.00114432-0.00697019j 0.000793955-0.103484j 0.00245611-0.0251227j 0.00396632+0.134472j -0.00213372-0.178075j -0.000830039+0.166796j -0.000891269-0.370834j -0.00105263-0.0914885j 0.00360945+0.191461j -0.00419973-0.213184j -0.0021366+0.187542j 0.000614039-0.342206j -0.000396492-0.130652j -0.00333896-0.25819j -0.00441095-0.103588j -0.00224577+0.0470665j 0.00275076-0.107995j -0.0038451+0.0812154j -0.00707141-0.053284j 0.00279943+0.0995702j -0.00834849+0.0282589j 0.0054981+0.0972021j 0.00302733-0.033051j -0.0175947+0.0104917j 0.00534734+0.0773997j 0.0182605-0.0840815j -0.0349038-0.0105895j 0.00136042-0.07441j -0.0431057-0.0123095j -0.0128613+0.34683j 
-0.0001393+0.00596253j 0.00696882-0.00156091j -0.00142782+0.00328638j 0.00379512+0.00150624j -0.0016285-0.0107399j 0.000481195-0.00394756j -0.00251406-0.0119697j -0.00407858-0.00357053j -0.00831368+0.028997j 0.00653141+0.0132537j 0.000679219+0.00538112j -0.00331791+0.00311004j 0.00462473-0.0112702j 0.00198541+0.00901431j -0.00105883+0.00908991j -0.00356023+0.0214722j 0.00725653-0.00516998j -0.00310937+0.0121669j 0.004612+0.0304459j -0.00426904+0.0064365j -0.000406834+0.00215156j 0.000422903-0.0116072j 0.000733496-0.00542616j -0.00800188+0.0384674j 0.00225088+0.0155402j -0.00428349+0.00141675j 0.00373013+0.0101096j 0.00594718-0.0105392j 0.00241592-0.0100673j 0.0019888+0.0590665j -0.0023706+0.0966402j 0.00542431+0.0148188j -0.00376144+0.0220321j 0.00322567-0.0877167j -0.00111176+0.0396149j -0.00160252+0.00964739j 0.0015877-0.036428j 0.00285521+0.0549418j 0.00187735-0.00879105j 0.00141592-0.0161684j -0.00590954+0.236697j 0.00848831+0.233941j 0.001436+0.122368j -0.00527095+0.0274747j 0.00201152+0.079762j 0.00331911-0.00985122j -0.004712-0.054128j -0.000225569+0.0233416j 0.00756279+0.0535554j -0.00230084+0.12373j 0.00354424+0.0161958j -0.00268268+0.0512896j 0.00739703+0.0224514j -0.00594124-0.0290772j 0.00401419-0.0840222j -0.0111732-0.00324564j 0.00592361-0.0159559j -0.0106294-0.0428473j -0.00696565+0.0155054j 0.00467143-0.0347326j 0.00783193+0.00663591j -0.0175821-0.0107728j -0.0359969+0.0227846j -0.00319537+0.0420045j 0.00987257-0.00469188j -0.00405871+0.00983228j -0.0216375+0.0536003j -0.0144477+0.0028948j -0.0145293+0.071108j 0.0127093-0.00308024j 0.0360833+0.0317302j -0.00818038+0.00654123j -0.0257-0.0138617j 0.0176996+0.0431455j 0.00914137-0.00295022j 0.0390467-0.00775117j -0.0165453+0.00378299j 0.0253162+0.00310116j -0.0674481-0.00419043j -0.0189139+0.00495748j -0.0419966+0.0204264j 0.00235502-0.0303918j -0.0115568-0.0478254j 0.0212941-0.0650345j -0.00143637-0.00183432j 2.83142e-06+0.0276233j 0.00880536+0.00311764j 0.00733363+0.00997084j -0.0139248+0.0196615j 0.0128554+0.00251952j -0.0156187+0.015127j -0.0177993-0.0297084j 
-0.00889526+0.000286562j 0.00421288-0.00202191j -0.00819518+0.00309804j -0.00321176+0.00131204j -0.000231923-0.0064609j 0.0123402-0.00998285j 0.00413911-0.0117001j 0.00467677-0.0188442j 0.00631433+0.0250903j 0.00445623-0.0319819j 0.00199394-0.0120935j 0.001075-0.00352618j -0.00580474+0.000120502j -0.0125796+0.0304293j -0.00485903+0.0856014j -0.00200844-0.0065468j -0.00397511+0.00908618j -0.000618138-0.00901807j 0.0094467+0.00271274j -0.00432774-0.0113197j 0.00341624+0.0039995j -0.000738974+0.00160431j 0.00545009-0.0888813j -0.00606503-0.0361295j 0.000325258-0.00948941j 0.0032827-0.0269271j 4.26531e-05-0.0151462j -0.00446566-0.035249j 0.00318982-0.00429739j 0.00441131-0.0158273j 0.000939389+0.0529165j 0.000363429-0.017391j -0.00197471+0.0849964j -8.18832e-05+0.0112718j 0.00220711-0.10846j 0.00485014-0.0979847j -0.00411796+0.00261049j 0.00298725-0.238508j -0.00324891-0.0845567j 0.00489095-0.121939j 0.00715499+0.0880074j 0.00024828+0.0519226j 0.00635157-0.0411402j -0.00447615-0.140136j 1.20252e-05-0.0358961j 0.00546724+0.039559j -0.00471197-0.0637046j -0.00443623+0.0975113j 0.0021783-0.0156225j -0.0102985-0.0834866j 0.00413103+0.0168087j 0.00444982-0.0550404j -7.92037e-05-0.0580395j -0.00738423+0.0849704j 0.00122227+0.0296086j -0.00870676-0.0311808j -0.00284545+0.0348392j 0.00595847+0.0218773j 0.00878208-0.0370214j 0.0166467+0.0158107j -0.0298904+0.0118035j 0.0206924-0.0196167j -0.0125788+0.0031868j -0.0348343-0.018865j 0.0210296-0.0306604j -0.0130051+0.0198083j -0.0212487-0.0551024j -0.0012321-0.0789694j 0.0276575-0.0164257j 0.00163178+0.0245035j -0.00152445-0.0350095j 0.036272+0.0366591j -0.0119652-0.00906663j -0.0224679-0.0165826j -0.00485535-0.00780258j -0.0319719+0.0161876j -0.0193301+0.00891084j -0.00653934-0.00446231j -0.00379269+0.0111056j -0.0149327+0.00540294j 0.00619323+0.0624846j -0.0470292+0.0151371j -0.0264377+0.0551173j -0.0167082-0.0236283j 0.0105086-0.0140005j -0.0142238+0.00292604j -0.0173332+0.0236482j -0.00275198-0.0562919j -0.00287952-0.0349086j -0.0206324+0.00434587j -0.00984843-0.0236736j 0.0166104-0.0059313j 
-0.00296738+0.00345866j -0.00738222+0.00957821j 0.000248386-0.00367261j -0.00319053-0.000591543j -0.0055653+0.00498282j 0.00134066-0.0269353j -0.0061948+0.006922j -0.000198595+0.00555042j 0.00231248-0.0148015j -0.00015884-0.023326j 0.00656961+0.00507946j 0.00586223+0.000194035j 0.002952+0.00302067j -0.0050424+0.00557272j 0.00476148-0.0117778j -0.00185742-0.0151168j -0.000631021-0.0302611j -0.00872046+0.0092166j 0.0065386-0.000930234j 5.5603e-05+0.0118077j -0.00125599+0.00604523j -0.00597904-0.0314365j -0.00099074-0.0194199j 0.00150951-0.0257049j -0.0111097-0.0406717j 0.0025839-0.0422861j -0.00550573+0.0278724j 0.000790514+0.0440649j 0.00265897+0.0532829j 0.000586226-0.0232059j 0.00204958-0.0194445j 0.00449049+0.0143414j -0.00245028-0.0674229j -0.00197095-0.0331872j 0.00106227-0.0928031j -0.00148181-0.0732148j -0.00285902-0.0332003j 0.00688241-0.00300815j 0.00373382-0.133521j 0.0119782+0.0550496j 0.00274151-0.120497j 0.00495982+0.0424271j -0.00399092+0.0880808j 0.00242792-0.0719087j 0.00552062+0.0762887j 0.00113605+0.0406248j -0.0107518-0.0521624j -0.00338079-0.00905625j -0.0157671-0.0204837j -0.00111313+0.0413121j 0.00486798+0.0100158j 0.000355042+0.124156j 0.0136268+0.046988j -0.000864336-0.056852j -0.00938748-0.142133j 0.0050188+0.0316538j -0.00362661-0.0142751j -0.0094166+0.0712436j 0.023691-0.0307565j -0.00860515-0.0947992j -0.00339832-0.0123028j 0.0150381+0.0226235j -0.010753+0.00573015j 0.00217329+0.0244403j -0.0135038+0.0247644j -0.0166471+0.00551592j 0.0100163+0.00587284j -0.0179496+0.0384699j -0.0311087+0.0148062j 0.0165241+0.0276922j 0.0192919-0.00456054j 0.00915119-0.00917542j -0.0427804+0.0188145j -0.0428864+0.00344085j 0.0333096+0.0312654j 0.00697967-0.00536337j 0.0124555-0.0119185j -0.0284656+0.0181743j -0.0341885-0.00699789j -0.00825794+0.0191946j 0.0226642-0.0119467j -0.0289713+0.0442252j 0.0157329+0.000830602j 0.000263353+0.00236693j -0.0241317-0.00500518j 0.0234126+0.0286086j 0.00792656+0.0365638j 0.0266379+0.0554323j 0.00469763+0.0661498j 0.0170237+0.00346411j 0.0013871-0.021214j 0.0112107+0.0094429j 
0.00537169-0.0104948j -0.000192296+0.000256409j -0.000294052+0.0058797j 0.000358948+0.000738596j 0.00111213+0.00856871j -0.00574271-0.0018665j -0.00754025+0.022806j 0.00214939-0.0202422j -0.00333872+0.00742074j 0.00568446+0.0090947j 0.0028132+0.00816148j -0.00828897+0.0224188j 0.00690049+0.0367357j 0.000653853-0.0301394j -0.000493323+0.0342178j -1.98672e-05-0.00858455j -0.00229297+0.0042267j 0.0106441-0.0160968j 0.00119708-0.0476889j -0.00475289+0.0190048j 0.00575693+0.0233614j 0.00306495+0.0390195j -0.000645784+0.00289055j 0.00108701+0.0036101j 0.00207895+0.0304014j -0.00769516+0.0177221j -0.00418933-0.0695202j -0.0058467-0.00852632j 0.000726669-0.0223023j 0.00710383+0.0125621j -0.00199443-0.00114156j 0.0045071+0.0709452j -0.00237306+0.0546727j -0.000164364-0.112644j -0.00432291+0.0237986j 0.00273556+0.0196391j 0.00176986+0.128239j -0.00233983+0.0196771j 0.00498671-0.0262459j -0.00629925-0.0337095j -0.00071795-0.0298053j 0.00696023+0.0467497j 0.0139356+0.127862j -0.00798162+0.0457j -0.00228476-0.00383959j -0.00758997+0.0139895j -0.0028352-0.0504059j 0.00291918+0.010043j 0.0109991+0.0104942j -0.00586538+0.00143032j -0.00916817-0.0617079j -0.00373512-0.00828596j -0.00432513+0.00268644j -0.00217209+0.0923004j 0.000293459+0.0530859j -0.00326027-0.0663976j 0.0136201-0.0387773j -0.00044849-0.0649055j -0.00445872-0.0443093j 0.00700115-0.0487496j -0.0196999-0.0390695j -0.00740298-0.0328531j -0.0306562+0.0420118j 0.00318883-0.0177973j 0.024179+0.000604179j 0.0018199-0.000777006j 0.0375633-0.0290818j 0.0164722-0.00849798j -0.015256+0.00994685j 0.020943-0.0147492j 0.00927458+0.0162589j 0.0275362-0.00516445j -0.00847584-0.0101447j -0.0256738-0.014823j -0.00615501+0.00724762j 0.037617-0.0102999j -0.0213679-0.0060821j -0.0218111+0.00897476j 0.00252467-0.00908831j 0.0129168-0.00216151j -0.000216919-0.00475825j -0.000119951-0.0166415j -0.00277378-0.0109517j 0.0194104-0.0236515j -0.00837428-0.00733014j -0.0267835-0.00703173j -0.0186754+0.000530717j -0.0286112-0.017199j -0.025858-0.0506268j -0.00153676+0.0635465j 0.00877045+0.00957373j -0.000503933+0.0119193j 
-0.000531654-0.00320191j 0.00590069+0.00852932j 0.00711516-0.00177791j 0.000758564+0.0048613j 0.0048697-0.000740858j -0.0097832-0.000562939j 0.00180047+0.00267375j -0.00463713+0.00125626j -0.000283229+0.0151463j 0.00837681+0.0136985j -0.000984571+0.0101473j -0.00353321-0.0190264j 0.00813437+0.00489107j 0.00286032+0.00399714j -0.000191095-0.0368663j 0.00346066+0.0141215j -0.00198161-0.0414159j 0.00872062-0.0148997j -0.00571961-0.010763j 0.00316252+0.0195859j 0.00556433-0.0183834j 0.00541141+0.0149371j 0.00601064+0.00627697j -0.00290484+0.00565438j 0.0103444+0.0466435j -0.00197974+0.0503389j -0.00014657+0.00656994j -0.00787501-0.0271966j 0.00378615+0.00198992j 0.00255524-0.0381304j -0.00619184-0.0116086j 0.000562171+0.0244123j 0.00238353+0.127195j -0.0020138-0.0313966j 0.00225622+0.0350068j 0.00244561+0.111264j 0.00244827+0.0102985j -0.00371936-0.0645946j -0.00136388+0.00194595j -0.00425722-0.100698j -0.00387816+0.0302719j 0.00526029-0.0608997j 0.00187939-0.0210512j -0.00776558-0.0652037j -0.00015712-0.0261687j -0.00991405-0.0593257j 0.00128001-0.083804j 0.0010544-0.00993133j 0.0125786-0.0559664j 0.00162942+0.0453709j 0.00198259+0.0124661j 0.0152761+0.202309j -0.017295+0.0367434j 0.00744783-0.0186175j 0.000338687-0.109372j 0.00332525-0.0487857j -0.00250077-0.0672223j 0.0317796-0.0156375j -0.00642834-0.000919602j 0.014507-0.125756j -0.00612728+0.0118174j 0.0174574-0.0385982j -0.0191136-0.00335648j -0.0329986+0.0485187j 0.0147192+0.0282698j 0.019313-0.0855069j 0.0191063+0.00827031j 0.0382478-0.00233975j 0.0357499+0.0332983j 0.00849329+0.0158468j -0.00196642+0.0194962j 0.038511+0.0173309j 0.032171+0.0069711j 0.00627086+0.0275249j -0.031767+0.0303369j -0.0152922-0.00624301j -0.026956-0.0235701j -0.0178723+0.0010395j 0.000649639-0.00292762j -0.0269077-0.00641637j -0.024039+0.0184485j -0.0101573-0.0281369j 0.00225473+0.0106402j -0.00681369+0.00617026j -0.0283521-0.00882763j 0.0102892+0.0615632j -0.00500671-0.0131071j 0.0253906+0.0823047j -0.0150144+0.0316274j 0.0109934+0.019431j -0.0161259-0.0230942j 0.00795138-0.00759414j 
-0.0019867-0.0045772j 0.00530858+0.000129581j 0.00704288+0.00719048j -0.00431164+0.0112042j -0.000596928+0.00104758j 0.00549222-0.00753184j -0.00457129-0.00207663j 0.0008515-0.0166208j -0.0076879+0.0273085j 0.0071272+0.018j 0.00478684-0.0138273j -0.00963333-0.0164857j 0.000503166+0.01364j -0.0056443+0.0122807j 0.0066533+0.019356j 0.00135899+0.00311133j -0.00538601-0.0392561j -1.57905e-06+0.00709139j 0.00336166+0.0124022j -0.000421027+0.0327764j 0.012225+0.0293386j 0.00281776+0.0286304j 0.00135584-0.0343072j 0.000227063+0.0333414j -0.00366223+0.0124568j 0.00141552-0.00125342j 0.00237041-0.0252521j 7.25721e-05-0.0211102j 0.00187048+0.0588513j -0.00171291+0.0530298j 0.000930491+0.0991409j -0.0022391+0.0700854j -0.00849643+0.0378215j -0.00128202+0.130742j -0.00562726-0.097787j 0.00429096-0.0316059j 0.00507992+0.0896842j 0.0101099+0.047939j -0.00453392+0.030119j -0.00618228-0.00476598j 0.00160814+0.0466869j 0.00577164-0.0190819j -0.00277761-0.0118822j -0.00123449-0.00599959j 0.00423652+0.0215145j -0.00727789+0.000424702j -0.0118463-0.0217132j -0.00282408+0.000494924j -0.00120865-0.063123j -0.0123186+0.00120663j -0.00892136-0.035993j 0.00345809+0.124827j 0.00671702+0.036618j -0.0101647+0.0594893j -0.000515128-0.0948188j 0.00901057-0.0683229j 0.00335998-0.051255j 0.00714186-0.0124878j -0.0046269-0.0492414j 0.0266734-0.0676746j -0.0255383-0.0018095j -0.0164835-0.0497559j 0.0239416+0.00850993j 0.0740987-0.0246465j 0.0114073+0.0291156j -0.0193209-0.0132989j -0.0304386+0.00201192j -0.0322599+0.00575921j 0.00404733+0.026147j -0.0386705+0.000994144j -0.0303019-0.00136954j -0.0540312+0.00252575j 0.0285997+0.00924133j 0.0105621+0.0121415j 0.0112869+0.0116743j -0.0164667+0.00940595j 0.0133674-0.0188307j -0.0108027+0.0168082j 0.00504732+0.00795843j -0.0117254+0.000139837j 0.0029803+0.00231173j -0.0148181-0.0199356j 0.0143608-0.000522241j 0.00902293+0.0072142j -0.0239387-0.011225j -0.00879366+0.0533241j -0.0154963+0.0304052j 0.00212541+0.0298917j -0.0185255-0.0116238j 0.00654808+0.0362149j -0.00124239-0.00715796j 0.00626443+0.00594778j 
0.0034663-0.00948028j -0.000813103-0.0040559j 0.009723+0.00565279j 0.000131934+0.00899008j 0.00485457+0.016251j 0.000119071+0.0123686j -0.00881821-0.0024091j -0.00913283+0.00749112j 0.0042171+0.00123066j -0.00334202+0.0204546j -0.00632292-0.00787529j 0.0107604-0.00462422j 0.00363153+0.000145796j -0.00164454-0.0269954j 0.00505625-0.0427919j 0.00259166+0.00686555j 0.00122009-0.0477086j -0.00690586+0.013328j 0.00125563+0.0125487j 0.00484931+0.00821334j 0.00118336+0.0289537j -0.00959725-0.0244019j -0.0119869-0.0353541j -0.0112818+0.00136976j -0.00691302+0.00701609j -0.00109932+0.024838j -0.00260259+0.0658614j 0.0022849+0.00869988j -0.00249934+0.0521688j 0.0016289-0.0240925j -0.00260431-0.0661787j 0.00457599-0.0534358j 0.00264405-0.00327777j -0.00853209+0.0495444j -0.00819101+0.00731449j -0.00828814-0.0475398j -0.0118304-0.137951j 0.00323643+0.0266936j -0.0021196-0.069174j 0.00464966+0.0316627j -0.00761751-0.0443785j 0.0058731+0.0413403j -0.0036294-0.00737603j 0.000877757-0.0251064j 0.000184003-0.0599404j -0.00151841+0.0127302j -7.03488e-05-0.0270366j 0.00604719-0.0201887j -0.000697619-0.00524336j 0.00332082+0.0322538j 0.00903432-0.0847721j -0.0131387+0.135513j -0.00206693+0.0615127j 0.00714412+0.107524j 0.00241264-0.00471697j -0.0175712-0.034873j -0.0174067+0.00991637j -0.020542-0.027051j 0.0191195-0.0558283j -0.0152761-0.0536391j 0.0324361-0.0482525j 0.0266475-0.0270913j -0.00992337+0.011706j -0.0235475-0.00771616j 0.0267661+0.0016682j -0.013106-0.00266799j 0.0158834+0.0209448j 0.00126314+0.0169697j -0.0162613+0.00111623j -0.0311898-0.00660289j -0.00741456+0.0118102j 0.0208248-0.0163992j -0.0155714-0.000402717j 0.0209814+0.000924588j 0.0100914+0.00384821j -0.0282029-0.0234867j -0.014802+0.00988792j 0.0106438-0.0220878j -0.0308923-0.00449611j 0.0163018-0.00987709j 0.0179236-0.0120999j 0.00202716+0.0182814j 0.0163505-0.000685202j 0.00462904+0.00546843j -0.018676-0.00888739j -0.0141548+0.0248679j -0.0218546+0.00604275j -0.018726+0.0274641j -0.0167112-0.0445428j -0.00052029+0.0302169j 0.0140596+0.0143261j -0.00148002+0.019132j 
0.00331477+0.00406165j 0.00166252-0.00220757j -0.00248663-0.00074471j -0.000326179-0.00278059j 0.00269297+0.00295075j -0.00978391+0.0096903j -0.00586338+0.000426803j -0.000297817+0.0141934j 0.00635926-0.00567133j 0.00249729+0.00118701j -0.00300654+0.0181652j 0.0136871+0.0157751j 0.00527969-0.0205953j -0.00646385-0.00598491j -0.0029933-0.0340538j 0.00164375+0.0167621j -0.00174988-0.0201824j -0.00174448+0.0209584j -0.00323587-0.0382041j 0.00846995-0.0168617j -0.000771431-0.0305139j -0.0139632-0.0139087j -0.00648769-0.0449843j -0.00551656-0.020952j 0.00405257+0.0300622j -0.000473443+0.0409952j -0.00324192-0.0015727j 3.73843e-05+0.0731741j 0.000402057+0.0296492j -0.00293479-0.0768947j -0.00408137-0.0316382j -0.00346332-0.00271786j 0.00306596+0.0911314j -0.0128714+0.0566875j -0.00659293-0.0345122j 0.00132222+0.00465274j -0.00315193+0.0106234j 0.00425099+0.0152911j -0.00118102-0.0512733j 0.00149911-0.0495485j -0.00152781+0.00121026j 0.0079597+0.0631921j -0.00722944-0.0345845j -0.0033577+0.0241104j 0.000351309-0.00784054j 0.00153191+0.0121476j 0.0112479+0.0205536j 0.00486681+0.0116243j -0.00389862+0.0535951j 0.000370938+0.0417351j 0.0154238+0.0809794j 0.00349121-0.0631053j -0.0204973+0.0107407j 0.0126983-0.0633583j -0.00104847+0.0679776j -0.0171892+0.0300587j -0.0437061+0.0734635j 0.0177196+0.0423563j 0.011044+0.0732353j 0.0258663+0.0392633j -0.0303418+0.0085006j -0.0104921+0.016952j -0.0187843-0.00738474j 0.0309606+0.00647987j 0.00231924-0.0114374j 0.00962648-0.0136044j -0.000632382+0.00988717j 0.0198538+0.00495737j 0.0148268-0.00610866j -0.0450643-0.00361932j -0.0401987+0.00442705j 0.0100297-0.00931779j 0.0183451-0.0123134j -0.0116447+0.00700579j -0.00637207-0.00918131j -0.00561619-0.00453113j -0.00850798+0.00305958j -0.0145454-0.011999j -0.00232699+0.00982504j 0.018655-0.0196919j -0.00864202+0.015333j 0.00858517+0.0130853j -0.0135678+0.00569609j -0.0103503-0.0119217j 0.0169033+0.0234075j 0.0132985-0.038264j 0.0090702-0.0182711j 0.00646343+0.00733196j 0.0167174+0.0127407j -0.00479907-0.0394417j -0.00566394+0.00768605j -0.0100587-0.0122398j 
0.00505884-0.000586238j -0.0103249+0.00648127j -0.0048012-0.00634097j 0.00675908-0.00543819j -0.00430411+0.0194732j -0.0197777+0.000506133j -0.0121035+0.0283627j -0.00457307+0.0215902j 0.00504586-0.0247072j -0.00134411-0.0191047j 0.00333116+0.0253904j 0.00687006+0.0211731j 0.000850867+0.0346889j 0.0161819-0.0236021j 0.00690456-0.0633229j -0.00316816-0.0041883j 0.0102838+0.0083344j 0.013662+0.0248982j -0.00940307-0.0801523j 0.00191189-0.00684356j 0.00699756-0.0408167j 0.00762977-0.0137525j -0.00707179+0.0744689j 0.00172071+0.0327752j 0.00126224-0.0365959j -0.00304938-0.0576353j -0.00135131+0.00530077j -0.0100367-0.02047j 0.00738515-0.0769815j 0.000667384-0.0452511j 0.00132469-0.0166815j -0.00369204+0.00471123j 0.00416749+0.0104829j 0.000123163+0.0180071j 0.00342591-0.0446764j -0.0139098-0.00629668j 0.0111899+0.0025892j -0.00186556+0.0225849j -0.00207819-0.0409226j -0.000855143+0.0269658j -0.00550763-0.0518598j 0.0036777+0.027077j -0.00884626-0.0223884j 0.00214519+0.088353j -0.0100298-0.0622067j -0.0102327+0.033609j 0.008609+0.0513849j 0.00252723+0.0510181j 0.00893147+0.0882542j 0.0133838+0.00426494j -0.0182231-0.0317193j -0.00298316+0.0427057j -0.000898093+0.041185j 0.00997603-0.0432638j -0.00644753+0.105328j 0.00838468-0.003175j -0.00607513-0.0179187j 0.00817742-0.0432971j -0.0169198+0.00582458j 0.0298923-0.0222379j -0.0111485-0.0494118j 0.0291517+0.00591128j -0.0118825+0.0177755j 0.0308531-0.0113774j 0.000673353-0.00441072j -0.0231386-0.0001435j -0.0262174+0.0125362j 0.00511664+0.00981042j 0.0281123-0.0011372j 0.0199539-0.0182064j 0.0294858+0.00602142j -0.00630577-0.00968392j 0.0140456-0.00692988j 0.0159557-0.0187095j 0.00853674+0.00601019j -0.00841993-0.0149326j 0.00487829+0.00980865j -0.0088638-0.00203237j -0.00716308-0.00552491j 0.0163689-0.00818694j 0.0175556-0.0280003j 0.0232774+0.0077663j -0.0132818-0.00311307j 0.0107004-0.00174969j 0.00300575-0.0251123j -0.00542891-0.0653244j -0.0105615-0.0122678j -0.00831116+0.0238733j -0.00836195-0.0206615j -0.00170092+0.0150476j 0.00484987+0.00479685j -0.00649572+0.00117328j 
-0.00223747+0.00322353j 0.000778433-0.00377754j 0.00468193-0.00636255j -0.011646+0.0170772j 0.00309645+0.0183464j -0.00689357+0.0222658j 0.00066719-0.0294731j -0.00361862+0.0219913j 0.00238285+4.6846e-05j -0.00377221+0.0200735j 0.00402364-0.0357366j 0.0049638-0.0108873j 0.0105869-0.00686281j -0.00369194-0.0167643j -0.00449204-0.0322836j 0.000723547+0.0193655j -0.00351303-0.05139j 0.00818002+0.00995561j 0.0022622-0.00108549j -0.00408177+0.00525018j -0.00194244-0.0307101j 0.0032132-0.000621604j -0.00374493+0.0223973j -0.00145848+0.0225644j -0.00404792-0.0203257j 0.00391909+0.0226883j -0.00658608-0.0965793j 0.00464331-0.028467j 0.00312128-0.140833j -0.0025137+0.0759923j -0.00868246+0.024974j 0.00413757-0.0317301j 0.0059255-0.0327875j -0.00547832-0.0226934j -0.00239603-0.0020944j -0.00153744-0.051976j -0.00234306+0.0435367j 0.000112494-0.0347334j 0.00380012+0.0116504j -0.00428137+0.00703214j -0.0058643-0.00461395j 0.000903055-0.0142548j 0.00299242+0.013957j -0.010689-0.00639473j -0.00528771+0.0263452j -0.00351873+0.0436993j -0.0014573+0.00569843j -0.000695126+0.0735272j -0.00295768+0.00180804j 0.0103822+0.072139j 0.00525347+0.0265068j -0.00147684+0.090348j 0.0156824+0.0566431j -0.0260321-0.0493008j -0.0205729+0.0447311j 0.0131402+0.0104347j 0.0214275+0.00586519j -0.0343101+0.0378798j -0.0279362+0.027343j 0.0197924+0.0687439j -0.0178765+0.0363476j -0.0127693+0.00512911j -0.0147483-0.0082995j -0.0262594-0.00589305j 0.0261844-0.0398017j -0.000864957-0.014429j 0.00117277-0.000443825j -0.0126813+0.00638034j -0.0246074-0.0247813j -0.0217714-0.0109633j 0.0091937-0.00406134j 0.0146938+0.00673726j 0.018647+0.00931063j 0.0126566-0.00152393j 0.0175418-0.0107437j 0.0112437+0.00285591j 0.0276354+0.00859902j -0.0157742+0.00527275j -0.00475453-0.012029j -0.00152516-0.00810608j -0.00189014+0.00643971j 0.00995116+0.0116732j -0.00477594-0.000731893j -0.0067068-0.00642048j -0.00514384+0.00105687j 0.0120707-0.00352547j -0.00825433-0.00164542j 0.0122051+0.0549276j 0.0247103-0.0167148j -0.0241966-0.0688598j -0.00624261-0.00660463j -0.000220204-0.00654141j 
