-0.00865295-0.0245336j 0.00929635-0.0377622j -0.00758738+0.0317751j -0.00190067-0.0302474j 0.00591253-0.0189448j 0.000372505+0.0449767j 0.00354241+0.0441306j 0.00454034-0.0299998j 0.000648938+0.0426054j 0.00407945-0.016781j 0.00298503+0.0249669j -0.00103989-0.00263633j 0.00223349+0.0297633j -7.33066e-05-0.0637776j -0.00473607+0.0440998j 0.00185362-0.0142586j 0.000736519-0.0115465j 0.000540013-0.0119964j -0.000122412-0.0294638j -0.000827191-0.0325108j 7.21508e-05+0.000243654j -0.000704031+0.0325782j 0.00156306+0.0279311j -0.000527221-0.0129821j 0.00198671+0.00388821j 0.00238825+0.0401583j 0.00345836-0.0416301j 0.000303924-0.0386804j 0.000760834-0.0207597j 0.00030921-0.0145693j 0.000468195-0.00572704j 0.000647505+0.0151553j -0.00122804+0.0226296j -0.000264717-0.00109651j 0.000748493-0.00410412j -0.0010764+0.0465032j 0.000616405-0.00974497j 0.000796883+0.0054377j 0.00216663-0.0238127j -0.00159662+0.0350935j 0.00160818+0.0361899j 0.00188128+0.0245255j -0.000102957-0.0551839j -0.00181609-0.0305277j 0.000636186+0.0030326j 0.00325855+0.0363306j -0.000458563+0.0161178j 0.00160048-0.0840743j -0.000362592+0.0204236j -0.00275531-0.0283137j -1.26102e-05-0.116062j -0.000907308+0.0429183j -0.00520454+0.000168568j -0.000722756+0.0354143j -0.00493737-0.127815j 0.00141435+0.0100737j -0.00191561+0.049796j 0.00266062+0.101894j -0.00153132-0.024007j -0.00156824+0.00327804j 0.0023817-0.0332636j 0.00190291+0.0713265j -0.00114432-0.00697019j 0.000793955-0.103484j 0.00245611-0.0251227j 0.00396632+0.134472j -0.00213372-0.178075j -0.000830039+0.166796j -0.000891269-0.370834j -0.00105263-0.0914885j 0.00360945+0.191461j -0.00419973-0.213184j -0.0021366+0.187542j 0.000614039-0.342206j -0.000396492-0.130652j -0.00333896-0.25819j -0.00441095-0.103588j -0.00224577+0.0470665j 0.00275076-0.107995j -0.0038451+0.0812154j -0.00707141-0.053284j 0.00279943+0.0995702j -0.00834849+0.0282589j 0.0054981+0.0972021j 0.00302733-0.033051j -0.0175947+0.0104917j 0.00534734+0.0773997j 0.0182605-0.0840815j -0.0349038-0.0105895j 0.00136042-0.07441j -0.0431057-0.0123095j -0.0128613+0.34683j 
-0.00850519+0.00519998j 0.00683007+6.8858e-05j -0.00959674+0.0384048j 0.0322028+0.000314602j -0.00455276-0.0180409j -0.00139046-0.026451j 0.0214479-0.00477727j -0.0113804+0.0233371j 0.00594682+0.0284088j -0.00110771-0.0180636j -0.00603851+0.0181028j 0.00364599-0.00187903j -0.0048613-0.0290052j 0.00828747-0.0336931j -0.00468305+4.15649e-05j -0.00763564+0.025548j 0.00451785-0.0472187j -0.00300587+0.00165987j -0.00293396-0.00887149j 0.0021605+0.0372391j -0.00101657-0.0428709j 0.0085487+0.0122057j 0.00122511-0.00658137j -0.00810467-0.0550466j 0.000208558-0.0782827j -0.00135282-0.0984619j 0.00270388-0.0271668j -0.000736529+0.0756504j -0.00125757+0.135166j -0.000926916+0.00480098j 0.00855478+0.0175878j -4.39548e-05-0.0639426j 0.00192664+0.1164j 0.00147685-0.150004j -0.000143708-0.718809j -0.00336016+0.211521j -0.00469594+0.0829706j 0.00121171+0.191471j 0.00144295+0.218878j 0.000334683-0.121825j -0.00201599-0.0334391j -0.00587933+0.0444874j 0.00324588-0.0148639j 5.69659e-05+0.0466524j -0.00350317-0.0517381j 0.00120621+0.0525477j -0.00174666-0.0104252j 0.00082746-0.00132229j 0.00276779-0.00685849j 0.00527747+0.034051j -0.00336126-0.00659351j -0.00149401-0.0474155j 0.000286282+0.0149324j -0.000256623-0.00518274j 0.000171674-0.014287j 0.000280598+0.00588506j 0.00427035+0.0341689j 0.00171481+0.0557184j 0.00147746-0.00622512j 0.000143592-0.0155698j 0.00603074+0.0205174j 0.000859108-0.016012j -0.00202326+0.00881599j -0.00333055-0.0529711j 0.000657135-0.00809686j -0.00268054-0.0219633j -0.000530876-0.0220979j 0.00288087+0.00924597j -0.00217996+0.0266288j 0.00621046+0.00909363j 0.00374716+0.00477936j 0.00144642+0.0186988j -0.00469432-0.000476833j -0.000194119+0.0310108j -0.0019281-0.0302339j 0.00126376+0.0124561j -0.00229954-0.053965j 0.0019822+0.0147963j -0.000303905-0.0321651j 8.77865e-05-0.0510943j -0.000817333+0.0092149j -0.0039047+0.0128239j -0.00110862+0.00479829j 0.00119293+0.00821365j 0.0023183+0.030214j 0.00502328+0.00340185j 0.00448077+0.0264235j 0.00267084+0.00566041j 0.00132547+0.00905356j 0.00206786+0.00421219j -0.000535806+0.0066208j 2.55616e-05-0.000301034j 
0.00495485-0.0115428j -0.0117515+0.00490467j 0.0104484-0.0121965j -0.0138939-0.0150393j -0.003375+0.00988256j -0.00180931-0.0174465j -0.000780346+0.0433905j -0.00467216-0.0333483j 0.000380648+0.00818444j -0.00788556-0.00613816j -0.0033261-0.0170281j 0.00842215+0.0253053j 0.00274349+0.0147399j 0.00212937-0.000730683j 0.00195796+0.0303974j 0.00394488-0.0177775j -0.000686408+0.00254779j -0.00737766-0.0189356j -0.00241156-0.0778027j -0.000513229-0.010189j -0.00394084-0.0266094j -0.000425263+0.0647941j -0.00465037+0.0109917j 0.000914332-0.107318j -0.00161747+0.0638763j 0.00126725+0.0700121j -0.000762152-0.179002j 0.00142318-0.00310984j -0.00266655-0.253496j -0.00443841-0.103596j -0.00233416+0.0667929j -0.000426201-0.104725j 0.00515777+0.341351j -0.0029175-0.0878775j 0.0011316+0.07484j -0.00435724+0.136376j -0.00319188+0.584632j 0.000672547-0.117266j 0.00243806-0.0123023j 0.00128071-0.103422j -0.00213388-0.0351334j -0.00366189+0.0598879j -0.00624438+0.134267j 0.00436637+0.0205409j 0.0068178+0.0412931j 0.00522569-0.0476824j -0.00365429-0.0876622j 0.00247672+0.0766509j -0.00320029-0.0600482j 0.00305334-0.0636766j -0.00124737+0.0387491j -0.00611881-0.0339073j 0.00701601-0.0116528j 0.00168539-0.0164409j -0.0017495+0.051262j 0.00321118-0.0395002j -0.0041289-0.0380183j -0.00743498+0.00179656j -0.00164872+0.0351497j -0.00586245-0.0262508j 0.00950685+0.0217009j -0.00260083+0.00156267j 0.00344189-0.00402338j -0.000844117-0.0134746j -0.0016173+0.0120536j 0.00391552-0.0349202j -0.00243746-0.040364j -0.00177487-0.0216232j -0.00470162-0.00642669j -0.00446542-0.0202336j -0.00191786+0.0171107j -0.00120157-0.0027288j -0.0073551-0.0171945j 0.00457481-0.0162125j 0.00775624+0.0414996j -0.00738926-0.035559j 0.00140365-0.0462828j 0.00518068+0.0847604j -0.00544624-0.0149642j -0.0050824-0.00502817j 0.0118397+0.0400873j 0.00239185-0.0371825j 0.0071438+0.0374173j 0.00132424-0.024055j -0.00346622-0.00928352j -0.00294872-0.0161817j 0.00306539-0.0107326j 0.00531752-0.000426313j 0.00186888+0.00185784j 0.000107165+0.0159161j 0.00108393-0.00309087j 0.00624225+0.0113434j 
-0.0276836+0.0105747j -0.00402017+0.0142697j -0.0343963+0.004693j 0.00900236+0.0311242j 0.00914438-0.0438954j 0.0230094-0.0142275j -0.00983054-0.00615323j -0.0139033-0.0309476j 0.0118378-0.0181054j -0.00384567-0.0511995j 0.00813596-0.0105735j 0.00783417-0.0101151j 0.00157078+0.00781819j -0.00135431-0.012148j -0.00532753+0.0468038j 0.00311234-0.0183956j 0.00868972+0.0580177j 0.000585099+0.0330688j 0.0066734+0.0295277j 0.00654217-0.043628j 0.00788929-0.0111271j -0.00233238-0.049789j -0.00302052+0.0537713j -0.00201526+0.107667j -0.00377832-0.0697176j 0.00224459-0.0916935j -0.00513515-0.0801774j -0.0109428-0.103217j -0.00481207-0.163856j -0.00594194+0.000615018j -0.000889348+0.389714j 0.00311345+0.00615699j 0.00233739-0.392085j -0.00426479-0.336689j -0.00573853+0.0451358j -0.00430562+0.0208611j -0.0026827+0.1517j 0.00396688-0.0289361j -0.00291292+0.0214359j 0.00158457-0.021582j -0.000207967+0.0954922j 0.00369722-0.125548j 0.000574493-0.0600845j 0.00045399-0.0332364j -0.00137405+0.166048j -0.00349258+0.0142391j 0.0051651+0.056748j -0.00048527-0.004822j -0.00264744+0.02092j 0.00032798+0.0218999j 0.00063847-0.0386366j -0.00199513+0.000861188j -0.00761691-0.0367798j 0.000730667-0.0645739j -0.00251868-0.0119304j -0.00191592+0.00339348j -0.000714933-0.059343j 0.00307446-0.0325939j 0.00407721-0.00811594j 0.000195672+0.0043098j 0.00166613+0.0117174j 0.00243207+0.010555j 0.0030753-0.0127064j 0.00398029+0.00101255j 0.00537847+0.00303441j -0.00152942+0.0263686j 0.00372343+0.0152163j 0.0036479-0.0234266j 0.000395272+0.0318934j -0.00495622+0.00744323j -0.00366898-0.0221221j 0.00110721+0.030126j 0.00152894+0.0129713j 0.00226349-0.0329762j -0.000483502-0.0219324j -0.00142532-0.00358195j -0.00304245-0.0346185j -0.00350553+0.010981j -0.000657714-0.009463j 0.0061631+0.0686529j 0.00668591+0.00234748j -0.00323601-0.0357j -0.000385879-0.0264346j -0.00295265+0.0100724j -0.00363956-0.0145807j 0.00321191+0.0119059j -0.00536479-0.00497032j -0.00345635-0.00542824j -0.0036955+0.00136041j 0.00246192+0.0121599j 0.000822004-0.000122359j 0.0023835-0.00822488j 
0.00492409+0.00604244j 0.00795705-0.00822953j 0.00345186-0.00526243j -0.000480064+0.00466335j 0.00510394+0.00512227j 0.00129599+0.0268563j -0.00493849+0.00718309j 0.00362192+0.00419614j -0.00487649+0.000437338j 0.0029565-0.0125984j 0.00346574-0.0127107j -0.000476959+0.00318359j 0.00371525-0.0310859j -0.000199914+0.0263226j -0.000854263-0.0551499j 0.00363776+0.0011347j -0.00264691+0.0286462j -0.00175338+0.00756867j 0.00214821+0.0306919j -0.00180998-0.00311586j 0.00279606+0.0229507j 0.000281197-0.0240443j 0.00128094-0.0103012j 0.00104945+0.00211533j -0.000554234+0.0557976j 0.000734061+0.0722166j 0.00024497+0.208139j -0.00152133-0.119866j 0.000861397+0.0800669j -0.00152436-0.244064j -0.00184691+0.0376816j 0.000502025-0.817497j -0.00176289-0.0780961j -0.000998776-0.109592j 0.00035651+0.00928383j -0.00164002+0.0828978j 0.000467005+0.0344165j 0.00195926+0.00749997j 0.00261845-0.0308491j -0.00260678+0.112537j 0.000958223-0.0591503j 0.00171689+0.100301j -0.00104834-0.0309134j 0.000359062-0.0562956j 0.00549999+0.017543j -1.79486e-05-0.0443152j -0.00410164+0.0319952j 0.000634836-0.0402176j -0.00113199-0.0157284j -0.0044782-0.0464013j -0.00276815-0.0332519j 0.00110408+0.0236269j 0.00166996+0.0267239j -0.00173382-0.00516296j 0.000590905+0.000274126j -0.000156442+0.0163594j 0.00332754+0.0489719j 0.00031849-0.0466882j -0.000967052+0.010405j 0.0016304-0.0192031j -0.00213824+0.00589409j 0.00220573+0.0234364j 0.00351318-0.0500369j 0.0041926+0.00449095j 0.00200161-0.00301959j -0.00171328+0.0071334j 0.00214731+0.0217684j -0.00206008+0.0167862j -0.000373152-0.00630382j 0.000585681-0.00279074j -0.00133019-0.000186383j 0.000874808+0.0478947j 0.00162537-0.0303537j -0.00237311+0.0100551j -0.000700716-0.0143796j -0.00387299-0.0568417j -0.000463286+0.0260467j -0.0046546-0.0241431j 0.00381067+0.0137396j -0.0018377+0.00497149j -0.00217277-0.00739547j -0.00104067+0.00821574j 0.00153817+0.00738447j 0.00207615+0.0098403j -0.00114169-0.0135664j -0.00320974-0.00515185j -0.0031522-0.00609334j -5.07117e-05-6.72075e-05j -0.000884578-0.00356585j -0.000943052-0.0119308j -2.85271e-05+0.00180731j -0.00287597-0.00367559j 
-0.0434725+0.0275341j 0.0142576+0.0318287j -0.0319606+0.0158753j 0.023005+0.0312915j 0.000960683-0.00931351j 0.0357272-0.00312987j 0.0107595+0.00394075j 0.000843989+0.0254985j 0.00663586+0.0288451j 0.00242958-0.0668697j 0.00770394+0.0684488j -0.000585895+0.0231524j -0.00622381-0.0376219j -0.00084728-0.0732208j -0.0057424-0.00238509j -0.00347355+0.0469418j 0.00397465+0.00906377j -0.00141807+0.0487038j 0.00595068-0.0460111j -0.00173241-0.0251178j 0.00390506-0.0749193j 0.00171764-0.00229262j 0.00441269+0.166711j -0.00434206-0.0906246j -0.00339061-0.288288j 0.00940889+0.242704j 0.000229839-0.0773383j -0.0094763+0.0291134j -0.000166131+0.0299166j -0.00546775+0.160968j 0.00276111-0.190533j 0.00424279-0.116417j -0.00214466+0.224012j 0.00296501+0.0933757j -0.00329224+0.271099j 0.0011066+0.0445223j 0.000518172-0.0247436j 0.00112347+0.19528j -0.00175731+0.00873401j 0.000574765-0.0338671j 0.00260999-0.141008j -0.00192729+0.0599461j 0.00287505+0.0438939j 0.00135973+0.0771027j -0.00121417-0.0397783j -0.000257825-0.0471055j -0.00228944-0.000301269j -0.00430973+0.0784499j -0.0017304+0.0332151j -0.00210264-0.00227635j -0.000787183+0.00569062j 0.000509285-0.0440453j 0.000828269-0.00659909j 1.77669e-05-0.0333042j -0.0048891+0.0471058j 0.00206036-0.00130583j 0.00313339-0.0166839j 0.00311767+0.0228062j 0.00191065-0.0233795j 0.000563947-0.0235079j -0.00652137+0.0142247j 0.0039898-0.0376718j 0.00430373+0.00996504j -0.0019773+0.0256491j -0.00876896+0.0197207j 0.000697396-0.0613075j -0.00248438+0.00710308j -0.00156149+0.0228358j 0.00168209+0.0234475j -0.000970053-0.00579129j 0.00428769+0.0350163j -0.00102243+0.0195992j -0.00235069+0.0225458j -0.000805229+0.000806521j -7.84349e-05+0.012913j 0.00021549+0.00305006j 0.006852+0.0532265j 0.00164302+0.0163376j 0.00308806+0.00655342j -0.00507605-0.0342339j 0.00399401-0.0288666j -0.00692133-0.0041414j -0.00201806+0.00854652j -0.00265011-0.00908505j 0.00656462+0.0331561j 0.0016114-0.028242j -0.00787628-0.0166986j 0.00804603+0.0323943j -0.00197188+0.0140542j 0.00387708+0.013919j -0.010652-0.0108292j 0.00261561-0.0102425j 
-0.0190457-0.0201442j -0.0327083+0.0303894j -0.0340808-0.0198283j -0.0230592+0.0467201j -0.00814403+0.0263429j 0.0220815-0.0284482j -0.0134373-0.0420613j -0.000667268+0.0114478j 0.00624727-0.0267892j -0.0101976-0.00350821j 0.00443907-0.0315158j -0.00309741-0.0175975j -0.00207065-0.0278048j 0.00162778+0.0752633j -0.00109069-0.0606546j 0.00352308+0.0592503j 0.00536885-0.0466589j 0.0035861+0.0197665j 0.00474295+0.00870925j -0.00375741-0.0149189j 0.00391218-0.0779846j -0.0037152-0.153537j -0.00356459+0.0143607j 0.00654214+0.102757j -0.00263819+0.031852j -0.000444353+0.0141237j -0.00210626+0.308422j -0.00773672+0.155979j -0.00460104-0.16782j -0.00272362-0.29734j -0.00294985+0.105269j 0.00177827+0.0949659j 0.00151215+0.242386j 0.00181569+0.277024j -0.00318756-0.0864986j 0.000405177+0.1598j -0.00199888-0.0313132j -0.000402508-0.00141544j -0.00235434-0.050009j -0.000410609+0.0437578j -0.00143466+0.127653j -0.00240472+0.12327j 0.00418083-0.0973067j 0.0064011-0.0402451j 0.0012322+0.014354j -0.00133707-0.0512428j 0.0017401+0.0603119j 0.000672082-0.140039j -0.00101754+0.060028j 0.00187847+0.048201j -0.00223306-0.0216997j -0.00307953+0.0685544j 0.00359393+0.0216996j 0.000208944+0.000982023j -0.00328205-0.0406872j 0.000260062-0.0236025j 0.00442667+0.00775227j 0.000325948-0.0366817j 0.00284118+0.0142048j -0.00647225-0.00473076j 0.00527741+0.0129133j -0.00393923-0.00439883j 0.00186527-0.00794577j 0.00311424+0.0144906j 0.00185305+0.0111367j -0.00124237-0.0252355j 0.00107966-0.0223392j -0.00299748-0.030099j -0.000714894-0.0151787j 0.00243825-0.00849828j 0.000955145+0.000388076j -0.0013511+0.0282194j -0.00353784-0.0407553j 0.0010153+0.00263394j 0.00137152-0.00517068j 0.00292818-0.0175846j 0.00229746+0.0152924j 0.00161288-0.0142328j 0.00150372+0.0193067j 0.00466838-0.0189491j 0.00560184+0.0161228j 0.000917783-0.0183756j 0.00080366-0.0297411j 0.00210208+0.012052j -0.00216551+0.0053915j 7.65994e-05+0.0228706j -0.000580255-0.0112649j -0.00475869+0.0120009j -0.00909871-0.0190676j 0.000113239+0.00230056j -0.000553107-0.0164831j 0.000922039-0.00558475j 
0.00593114-0.0236139j -0.0176381+0.000407669j 0.00359406-0.0125628j -0.0181347-0.0169406j -0.00983549+0.0215897j -0.0070994+0.00322862j -0.00266517-0.0320645j 0.00514434+0.0270893j -0.00156479+0.0112224j -0.00414549+0.0169553j -0.00134532+0.00606788j -0.00738932-0.00375964j -0.00522678+0.0060969j -0.000774641-0.0205521j 0.00656916+0.0440346j -0.000226028+0.0278336j -0.00345804-0.110639j 0.00410346-0.00764458j -0.00455566-0.00276313j -2.57389e-05-0.0365239j 0.000825259-0.0536319j -0.00379089-0.164904j 3.72764e-05-0.0868725j 0.00554168+0.07783j 0.000550438-0.150415j -0.00224605+0.299255j -0.00105741-0.45889j 0.0027229+0.0928083j 0.002685+0.414139j 0.0037047-0.21315j -0.000269054+0.379538j -0.00410501-0.0538797j -0.000997605-0.0385085j 0.00276957+0.0724135j 0.000126378+0.0802976j 0.00341984-0.0220467j 0.00310899-0.0981942j -0.00376857+0.00179079j -0.00261521+0.101263j 0.000698682-0.115732j -0.000115267-0.0263517j -0.00164976+0.0422449j 0.000367761+0.0334448j 0.00615983+0.00487651j -0.00166083-0.0389274j -0.00688441-0.00377757j 0.00283332-0.0296566j -0.000940862+0.023776j -0.000565937+0.0457109j 0.00264252+0.0596836j 0.000981347-0.0439575j 0.00538914+0.0206755j -0.00604107-0.0346197j 0.00105953+0.0136233j -4.09827e-06+0.0321898j -0.00144128-0.0590507j 0.00107064+0.0263211j 0.00309682+0.0630714j -0.00126155-0.021865j 0.00132313-0.00898294j -0.00427438+0.02953j 0.00180607-0.0389763j 0.00600973+0.00563363j 0.00356478-0.0142438j -0.00650076-0.0241127j -0.000751472-0.00332409j 0.00169031+0.0176051j -0.00219822-0.00637427j 0.00221154-0.00525615j -0.00169009-0.0239778j -0.0014796+0.0436568j 0.00106892+0.0324641j 0.00228898+0.029781j -0.0018156-0.00477335j -0.00100513-0.00866476j -0.000418519+0.0250758j 0.00343347+0.00695147j 0.000684804+0.0116659j 0.00251682+0.0186474j 0.00242319-0.00853722j 0.00522604+0.0145556j 0.00496566+0.00914805j -0.000817512+0.0111068j -0.0019485-0.013026j 0.00107125+0.0181472j -0.000950729+0.0176909j 0.000573893-0.00206885j -0.00161047-3.5266e-05j -1.86268e-05-0.00386455j -0.00420302-0.00190201j 0.000976461-0.00158523j 0.0041092+0.00864161j 
0.00343724-0.0394134j -0.0347278+0.00797288j -0.0160249-0.00741856j -0.0235876+0.0270277j -0.012781+0.0280052j 0.00320907-0.00911885j -0.0133914-0.0197777j -0.00402858-0.000584059j 0.000501309-0.00125581j -0.0106386+0.0106302j 0.00184765-0.0313522j -0.00141531-0.0532107j 0.00105658-0.0198484j 0.00486505+0.0646388j 0.00220644+0.00196407j 0.00168309-0.0102586j 0.00395716-0.149975j 0.00391126-0.00994239j 0.00254937+0.0143241j -0.00055705+0.0728627j 0.00146869-0.0617824j -0.00445335-0.0209994j -0.00286775-0.0268273j 0.00633626-0.162365j -0.00138586-0.00863952j -0.00378902-0.101464j -0.00358192-0.0731054j -0.00366209-0.51941j -0.00302616+0.0551886j -0.00182448+0.486219j -0.00275658-0.0628732j -0.000215298-0.177873j -0.000503669+0.100419j 0.00177543+0.0567472j -0.000496711+0.0127423j -0.000783238+0.0167855j 0.000438489-0.0555282j 0.00189116-0.00710341j 6.87767e-05+0.0943925j -0.000222278-0.0428043j -0.00224014+0.0355431j -0.000130116+0.0408995j 0.0015965-0.10231j 0.00229488+0.0106125j -0.000489649+0.0514775j -0.00417079+0.0429006j 0.00168302-0.0528555j 0.00106942-0.073355j 0.0015859+0.0145092j 0.00251756+0.0155701j 0.00214304+0.0319426j 6.47706e-05+0.0108896j 0.00197132+0.0180724j 0.00433086-0.00560353j 0.000202976-0.0725161j 0.000207856-0.0297175j 0.000654769-0.0176816j 0.00533503-0.00103949j 0.0037444-0.026032j -0.00301931+0.00971914j -0.00169435+0.038226j 0.00120823-0.0681333j -0.0010937-0.00196701j -0.00101548-0.0306423j -0.00243556-0.0138275j -0.00427112-0.00834807j 0.00250433-0.00599268j 0.000383489-0.0143814j 0.00587135+0.0199564j 0.00358611+0.00786295j 0.000878383+0.0223776j 0.0054653+4.47765e-05j 0.000865624+0.0241159j -0.00379908-0.00346244j -0.00507795-0.0235902j 0.000992768+0.0145858j -0.00398436+0.0119836j 0.000246789+0.00852797j 0.00259255+0.00952815j 0.00442256-0.000893509j 0.00145182+0.0401217j -0.00265506-0.0095936j 0.000597121-0.00831429j 0.00038245+0.00645218j -0.00413428+0.00675213j 0.00318392+0.0314529j 0.00490299+0.0050258j -0.00372189+0.00582538j -0.00597116-0.0286941j -0.000990767+0.000731348j 0.00368079-0.00248955j 0.00487461+0.00932414j 
-0.000936341+0.00131281j 0.000801233+0.00582582j -0.00388749+0.0157638j 0.00771177+0.0070403j -0.00324014+0.0290843j 0.0037001-0.0176784j 0.0115831+0.00473925j 0.00691121+0.0233201j 0.00243194+0.0065676j 0.00283775+0.0417406j -0.0080115+0.0128295j -0.00153293-0.00921248j -0.0024066+0.0789297j 0.00166979-0.0340607j -5.05369e-05-0.123864j -0.00279791+0.07634j 0.00406339-0.0885316j -0.0029508-0.0205485j -0.0033581-0.0519409j -0.00319307+0.128591j -0.00564257-0.176583j -0.000338518+0.178651j 0.00365541+0.443496j 0.000776498+0.496219j 0.00468238+0.193211j 0.000340635+0.102363j 0.0055325-0.16842j 0.000337787-0.135786j -0.00210963-0.121989j 0.00130971-0.0203446j 0.00586911-0.0479369j -0.0018063-0.0752827j -0.000698594-0.050356j 0.000166471+0.0431687j 0.00296653-0.175657j 0.00333251-0.156738j -0.00134231-0.0921094j -0.00319168-0.0926781j -0.000213598-0.0840752j -0.000383162-0.000521139j 0.000843997-0.0757611j -0.000483688-0.0368291j 0.000190758+0.0510789j 0.00676357+0.0850092j -0.00242114-0.0873795j 0.00503687-0.108176j 0.000783029-0.107468j 0.00175637-0.0500141j -0.00181382+0.0347673j 0.00254613+0.0424501j 0.00199238-0.0354652j 0.000602456+0.0271036j -0.000572709+0.0215344j 0.00411991-0.0848436j -0.000271618-0.00261855j -0.00050822-0.103824j 0.00109461-0.0932548j 0.00900639-0.0580464j -0.00419073+0.0457697j -0.0021272+0.0388891j 0.00362974+0.0437446j -0.00320872-0.0266116j 0.00410691-0.000618118j 0.00108931-0.00630628j -0.000134314-0.012158j 0.00564681-0.0208618j -0.000608179+0.0164604j 0.00469332-0.00338209j 0.00331176+0.0111365j 0.00573786-0.00487518j -0.00441516-0.0374442j -0.00469395-0.0149723j -0.00501925-0.0377305j -0.00178991-0.0668743j -0.00254829-0.0131915j -0.000186541+0.00168108j -0.00244175+0.0241696j 0.00803563+0.0454108j 0.00544206+0.0135167j -0.00253944-0.0694853j 0.00333836-0.0224082j -0.0008685-0.0159027j -0.00516144-0.0240909j 0.0039556-0.00545758j 0.00077805+0.0163402j -0.00765023-0.00665282j 0.00345063+0.00363752j 0.00189497+0.0175012j -0.00575371-0.00948962j 0.0020265+0.00132343j -0.00327014-0.00510177j 1.42077e-05+0.00166401j 
0.0239362-0.00319677j 0.00344127-0.033521j 0.0166833+0.00688197j -0.0014641-0.0150756j 0.0022863+0.0218771j -0.0135131+0.0169973j 0.00106061-0.00371504j 0.00244499+0.0259505j -0.00698784-0.000852276j 0.00188174-0.00981265j -0.00601382-0.0219081j -0.00395877-0.0233925j 0.00232988+0.0390411j 0.00224831-0.0299399j 0.0019121-0.021755j 0.00244738-0.0420509j -0.0019543-0.132893j -0.00267416-0.135514j -0.00388956+0.0945068j 0.000371237+0.116413j -0.00229613-0.00546353j 0.000149542-0.0922473j 0.00278753-0.00553794j 0.00308612+0.151084j 0.00190314-0.659876j -0.00185155+0.0162069j 0.00262428+0.147869j 0.00511334+0.0786088j 0.0003088-0.389362j 0.00299642+0.109648j 0.00206006+0.139584j -0.00134926-0.0611212j -0.00155504+0.0194982j -0.000634378+0.0156936j 0.00342849+0.00675227j -0.000128786+0.0498295j 0.000181462-0.00948299j -0.000427866+0.027192j 0.00330319+0.0208012j -0.00193089-0.0657822j -0.000225418-0.0573912j 0.000863697-0.0167214j -0.00328686-0.0152555j 0.00387915-0.0423619j 0.00346249-0.0609053j -0.000599541+0.0146623j -0.00349692-0.0600427j 0.00247835+0.00611142j -0.00321217+0.07484j -0.000956548+0.0219649j -0.000110091-0.0693307j 0.000908262+0.0178949j 0.00244542-0.00117877j 0.00141988-0.0141912j 0.00263668-0.00777485j 0.00290287-0.0161508j 0.0025685-0.0362306j 0.000749352+0.0685407j 0.00107337-0.0940257j -0.0060029+0.0601285j 0.00155294+0.0209851j -0.000307992+0.024628j 0.00159086-0.00864677j 0.00356141+0.0098544j -0.00468645-0.0189606j -0.00299278-0.00656331j 0.000664675+0.0109994j -0.00774852-0.0378828j -0.00177182+0.0223093j 0.00257647-0.0238746j -0.00217689+0.0284984j -0.00706257+0.0125722j -0.00264099+0.000208652j -0.00659537-0.0406199j 0.00149021-0.0139856j -0.00115315-9.66807e-05j 0.00400114+0.0164439j -0.000396109+0.00488021j -0.000653355-0.0112952j 0.00273389-0.000397403j 0.000945893-0.0141731j 0.00259265+0.0342217j -0.00272521+0.00580143j -0.00116372+0.000898304j -0.000581682+0.00240354j -0.00277963+0.00484307j 0.00148641+0.0199358j -0.00324562-0.00554312j 0.00215892-0.00418511j -0.00278222-0.0148924j 0.00530597+0.014166j 0.000213269+0.00378217j 
