0.00603384+0.00283918j 0.00235739-0.0115699j -0.00247172-0.00452702j 0.00392339-0.00594373j 0.00151899-0.00260185j -0.00125269-0.00231357j 0.00307088-0.00140719j 0.000719885-0.00398267j -0.00209985+0.00379349j 0.00100524+0.00150398j 0.00154776+0.00595848j -0.00258414-0.0024781j -0.000825647+0.00301266j 0.00297983-0.00140831j 0.000848674+0.00264966j -0.000588305+0.00351399j 0.00101091+0.00166589j 0.000253935+0.00416914j -0.00085795-0.00497122j -0.000399632+0.00236791j -0.00265468+0.00064184j 0.000267851-1.31617e-05j -0.000624524-0.00950615j 0.000390397+0.0061101j 0.000963174+0.00325864j 0.000478003-0.00278125j 0.00143788-0.00161769j -0.00180019+0.00257802j -0.00156999+0.00454871j -5.01054e-05+0.00267514j -0.000814745+0.0043999j 0.000631317-0.00393091j 0.00128317-0.000960721j 0.00244761-0.00395262j 0.000885714-0.00161169j 0.000142245+0.00268956j -0.000461493+0.00255902j -0.00208963+0.000888657j 0.000752062-0.000986962j -6.21991e-05+0.000319077j 0.00113346+0.00754374j -0.000433199+0.00429287j 0.000626049+0.00163637j 0.000637888+0.0033708j 0.00144446+0.00362289j -0.00070701-4.337e-05j 0.00192592+0.00870666j 0.000506845-0.00318928j 0.000229044-0.000167372j -0.000443724-0.000241951j 0.000575827-0.00308665j 0.00100671+0.00490812j 0.00079353-0.00341663j -0.000392791-0.000246882j -0.000459523+0.00319324j 0.00234695+0.00326251j -0.00106442+0.00647872j 0.000929811+0.00669903j -0.00313713+0.00977424j -0.00373464-0.0127158j -0.000908609-0.00102203j 0.00347253-0.00528671j -0.000624398+0.00167335j 0.00594878-0.00237379j 0.00123777+0.0081464j 0.00444515+0.0215079j -0.00894755+0.0321075j -0.0253594-0.0117807j 0.0310731+0.0183792j -0.0101685+0.31772j 
-0.000138328-0.00104652j -0.00266396-0.00137077j -0.000949775-0.00168577j -0.000479062-0.00222643j 0.000428866-0.00391221j 9.66165e-05+0.000202467j -0.00038727+0.00380288j -0.00067659+0.00218632j 0.0025515-0.00568144j -0.0028688-0.00874443j -0.00299653-0.0142783j -0.00193671+0.00815538j 0.00240199-0.00635801j -0.000530786+0.00809605j 0.000810948+0.0130622j 0.00380281-0.00513159j -0.00248533+0.00329621j -0.00257099-0.00279195j 0.00260793+0.0115295j 0.00217662-0.014462j 0.00226089-0.0287029j -0.00602928-0.012458j 0.000513551-0.0107716j 0.00103514-0.0109972j -0.000828867+0.0120647j -0.000186513+0.00623108j 0.00180287+0.00762374j 1.50783e-05-0.0170848j -0.00212658+0.0285404j -0.00486357+0.0153193j -0.00081505+0.00579092j -0.00300223-0.0110833j -0.00493311-0.0326883j -0.000919902-0.00466968j -0.000498713-0.00363556j -0.000594597-0.0181415j -0.00191446+0.0148787j 0.00390454-0.00971607j -0.00295227-0.015107j 0.00266734-0.0291735j -0.00664252-0.0290671j -0.00536648-0.0055844j 0.00418246-0.0090297j 0.00368044-0.0194372j -0.00574222+0.0117435j -0.00268448+0.0717945j -0.00171179+0.00572384j 0.00291417+0.00541693j 0.00251027+0.0157642j 0.000760167+0.0316221j 0.00758223+0.0184028j -0.00278919-0.0290295j -0.0108412+0.012264j -0.00150429+0.0520396j 0.00123535-0.00553981j 0.00645831+0.0275698j -0.0092077-0.0366386j 0.00835617-0.111132j 0.00659778-0.0661844j 0.00551857+0.0840809j 0.00772154-0.105536j -0.0102611+0.0367403j 0.00208043+0.00480866j -0.00513037+0.057607j -0.00287255-0.0488579j -0.00339752+0.0051791j -0.000765319+0.00183063j 0.00228384-0.000176761j -0.00319658-0.00406328j 0.00131921+0.000367209j 
-0.0016118+0.00113339j 0.000229291+0.00256487j -0.00092435+0.00605796j -0.00244569-0.00474589j 0.000781631-0.0106418j 0.00158144-0.00095158j 0.000637288+0.00214109j 0.0013691-0.00304451j -0.00122938-0.00524352j 0.000778515+0.00332608j -0.00111903+0.00686225j -0.0012081-0.00946097j 0.00109858+0.00505067j -0.000617428-0.0231508j -0.00177217-0.0215259j -0.000922451-0.00362678j -0.00461767-0.0105521j 0.00364538-0.00908479j -0.00413559-0.0135353j 0.000465804+0.0161533j -0.00193081+0.00491614j 0.00246448+0.00802724j 0.00116459+0.00759656j 0.00328376+0.00593567j -0.00115122-0.0108567j -0.000358215+0.00683357j 0.00401979-0.00660562j -0.00163502-0.0192524j 0.00342959+0.00475379j -0.00295067+0.00582738j -0.0077787-0.0369238j -0.00191133+0.0108593j 0.00232466+0.00965701j -0.00668081+0.0181709j 0.00241825+0.0360646j -0.00274098+0.0177367j -0.00487585-0.0286949j -0.00217945-0.0226032j -0.00143101+0.0288217j 0.00944925+0.0524897j 0.00162225+0.00453659j 0.00935805+0.00913637j 0.00179099+0.0145786j 0.00148987+0.00868256j -0.00249576-0.000353241j -0.00456288-0.0180809j 0.00420964+0.0586095j 0.000939468+0.0210966j 0.00147964+0.0369307j 0.0005555+0.00380702j 0.000879012-0.0629597j 0.00041884-0.0223634j -0.000470102+0.0302804j -0.00665447-0.0125673j 0.00102423+0.0426093j 0.00192195+0.0767672j -0.00389131+0.0399741j -0.00694852+0.0186153j 0.00455095-0.110928j 0.00496388-0.0341382j -0.00331888-0.0360928j -0.00148351-0.00192592j -0.00503535-0.0186169j 0.00151396-0.00279844j -0.00659105+0.0033304j -0.00180381+0.030908j 0.00361424+0.00304283j 0.00140827-0.0122858j -0.000579309+0.0016653j -0.00172659-0.00187854j 
0.000191625+0.00101076j 0.000300908-0.00127036j 9.47443e-05+0.00435268j -0.00102273+0.00258671j -0.000161026+0.00775565j -0.000128347+0.00379559j -0.00124257-0.00601558j -0.00226727+0.00461059j 0.00127527-0.00633732j -0.000129201-0.00296291j 0.00111252-0.00403172j -0.00199265+0.0108352j 0.00122301+0.0113164j 0.00290091-0.0105552j -0.000164712+0.0199571j -0.00310229+0.00325866j 0.00105741+0.00523652j -0.0028234+0.00457603j 0.00437821-0.0207121j -0.000391571-0.0157928j -0.00143949-0.0174325j -0.00384665-0.0208366j 0.00019737+0.00154146j -0.000694864-0.0113369j 0.00516115+0.00489189j 0.00219212-0.00636247j 0.00657871+0.0204525j 0.00103993-0.0118341j -0.000398279+0.0107125j 0.00128766-0.0117581j 0.00733016+0.0214999j 0.00245181+0.0197924j -0.00715744-0.0225571j -0.00699806+0.0127762j -0.000918277-0.0124502j -0.0068011-0.00207963j -0.00323408+0.0202486j -0.00209236+0.00459814j -0.000944608+0.0475618j -0.000105734-0.0293469j 9.68761e-05-0.0291292j 0.00441103-0.0106636j -0.00335316+0.0140478j 0.0038674-0.11578j -0.00235964-0.049967j 0.00346807-0.0166029j 0.00256007+0.00807508j -0.00754389+0.0649553j 0.000537306-0.00398709j 0.00495729+0.0890769j -0.00282507+0.0245664j -0.00149852+0.00640373j 0.0024536+0.0292374j 0.00871553-0.0381358j 0.00271483-0.0525176j -0.00256507+0.00529408j -0.00289212-0.0155514j -0.000268749+0.0765842j 0.000455743+0.0124159j 0.00125398+0.0147727j -0.00297408-0.0208668j 0.000377047+0.00629288j -0.000824542-0.0171883j 0.0034335-0.0147332j 0.0014819+0.00536974j 0.00201153-0.0036591j 0.00150915-0.0112902j -0.00128915-0.00228209j 0.000352953-0.00238257j 0.000605193+0.00272491j 
-0.00281835-0.00420204j -0.00143092+0.00659315j 0.00187634+0.00132857j 0.000932975+0.00966631j 6.58951e-05+0.00975661j -0.000651826+0.0053531j -0.000421525-0.0110893j -0.00138465+0.00644109j -0.00076517-0.0042985j -0.00389841-0.00263979j -0.00100724-0.0104722j 0.000503583+0.0249263j -0.0002417-0.0209583j 0.000437899+0.00944054j 0.00398431+0.009892j -4.28698e-05+0.00624703j -0.00105899-0.000540117j -0.00652165-0.00277094j 0.0055897-0.0194752j -0.00100428+0.0190846j -0.000372974-0.0065542j 0.00182567-0.0151763j 0.000991078+1.63311e-05j -0.00476059-0.0224363j -0.00248631+0.0271238j -0.00127126+0.00918784j 0.00618537+0.0157579j 0.00658041+0.0295302j 0.000981259-0.00462064j -0.000419895-0.00514035j -0.00369765+0.00205894j 0.00203605+0.0255546j -0.00208607+0.0145021j -0.00412293+0.0206484j 0.000166141-0.0273528j 0.0100003-0.0236523j -0.0042479-0.0150867j -0.000293019-0.047151j -0.00386597+0.0362811j 0.000357915-0.0330438j 0.00226391-0.00634891j 0.00243597-0.0197128j 0.00532306+0.0231804j 0.00515305+0.0401268j 0.0106641-0.00855321j 0.00210781-0.0314427j -0.000868149-0.0305617j 0.000402346+0.0618591j -0.00265794-0.0443846j 0.00227578-0.00250705j -0.0013034+0.0527382j -0.00206574+0.00566894j 0.00827588-0.0852357j 0.00220408-0.0715079j -0.005486-0.0266996j -0.00521546+0.053446j 0.000563181-0.0768558j -0.00767039-0.0570628j 0.000471528-0.0904208j 0.00659683-0.0832383j -0.00145616+0.0502204j 0.00333105+0.00114001j 0.00489074+0.0157213j 0.00125745+0.0418836j -0.000940794+0.00463718j -0.00106417-0.0179896j -0.00422642+0.0146597j 0.000549737+0.0200961j -0.00186808+0.00761704j -0.00291569+0.00189921j 
-0.00128083-0.00208964j -0.000503054+0.00234947j -0.000399958-0.00379432j 0.000813803+6.62039e-06j 0.0024709+0.00341808j 0.000115342-0.00198901j 0.0016483-0.017213j -0.00246672-0.000635703j 0.00158583-0.00644621j -0.00540448+0.000382711j 0.0023636-0.023922j -0.000255354+0.0102514j 0.000992944-0.0108214j -0.000301375-0.0018865j -0.00123456+0.0098937j 0.00218273+0.00216706j 8.24018e-05-0.00518173j -0.00194499-0.012163j 0.0062834+0.0145689j -0.00315253-0.00980063j 0.000988247+0.00650451j -0.000681902-0.01597j 0.00306251+0.0240825j 0.00478116-0.00688915j 0.00171249+0.00162808j -0.000977247+0.0134826j 0.00778543-0.00515448j 0.00204696-0.0103865j -0.00116165-0.00238095j 0.00218726-0.0232984j 0.000226072-0.0430616j -0.000966753-0.00325588j -0.00576936-0.01738j -0.00545765+0.0393552j 0.00622893+0.0210038j 0.000398582+0.0105779j 0.000233897+0.0458015j 0.00344042+0.0199413j 0.00155003-0.050917j -0.0052718-0.0687993j -0.00111017-0.0218718j 0.00486694+0.0109008j -0.00565627-0.0475964j -0.00334696-0.0311786j -0.00170026+0.071162j -0.00587066-0.0440389j -0.000504378-0.0528177j -0.00238423+0.0847334j 0.00276405-0.00529988j -0.00187529+0.0408945j 0.00325381-0.0591856j 0.00490807-0.0544447j 0.00137526+0.0352038j -0.000862455+0.0109802j 0.00642893-0.00547701j 0.000170121-0.0149219j 0.00354491-0.0167286j -0.00332839-0.0204058j 0.00331918-0.0494395j -0.00154692+0.00486278j 0.00121011+0.0546534j -0.00238705-0.00164252j 0.00395583-0.0050616j 0.00375149+0.0284315j -0.00455026+0.0232983j 0.00461324-0.00932286j -0.00162835+0.0179083j 0.00305392-0.00316212j 0.000735845+0.00387531j -0.000878926+0.00603637j 
-7.9031e-05-0.000434647j -0.00128474-0.00217399j -0.00153499-4.7074e-05j -0.000459371-0.00561049j -0.000775886-0.0109517j 0.000298913-0.0110064j 1.71019e-05+0.0137026j 0.000558593-0.00750731j 0.00180221+0.0153128j 0.00220192-0.00105736j -0.000880881-0.0088785j -0.000413649-0.0155536j 0.000494272+0.0112603j 0.000625114+0.0213519j -0.00491439+0.0122552j -0.00120103-0.0170794j -0.00335121+0.00107977j 0.000376281-0.00960897j 0.0046363+0.0400566j -0.00124823-0.0443638j -6.72435e-05+0.000302902j -0.00175682+0.00805756j -0.000580151+0.000988468j 0.00115496-0.0134248j 0.00388957+0.0312287j 1.5291e-05+0.0297861j -0.00429242-0.0179446j -0.000442379+0.030327j -0.000593492+0.00967282j 0.00193628+0.0409785j -0.000936199-0.0506705j 0.00108328+0.00506472j -0.00175687+0.00326581j -0.00575617-0.0382579j 0.000934954-0.0053917j -0.00484712+0.0802137j -0.00419089+0.0310408j -0.00724382+0.0552139j -0.00918158+0.0464661j -0.00229036+0.032614j 0.0026324-0.0439991j -0.00308648-0.00495963j 0.0034965+0.0419855j 0.00385626-0.0499303j -0.0118194-0.0114j 0.00655203-0.0495783j 0.00460641+0.0392092j -0.000865352+0.0229782j 0.00762722+0.0332033j 0.00511181+0.000931267j -3.61969e-05+0.0721833j 0.0014793+0.0102187j 0.00154946+0.0516705j -0.00208781+0.0157627j -0.00409295+0.0310432j -0.0060181+0.0544606j -0.00433202+0.00985523j -0.00155291-0.0167705j 0.0010253-0.00981226j 0.000227288+0.0101747j -0.000918932-0.0265588j -0.00379463+0.00337532j -0.00225484-0.0113667j -0.00209503-0.00796052j -0.00105682-0.0163258j -0.00329657+0.0172825j 0.000735779+0.00554266j 0.00146886-0.00175307j -0.00145787-0.00283873j 0.000550049-0.00344572j 
0.000639399-0.00118099j -0.00040083-0.00185663j 0.000128249+0.00395333j -0.00162614+0.00045837j -0.000157076-0.00111333j -0.000678208+0.00347958j -0.00078441+0.000501522j 0.000323786-0.00530662j -0.00111522-0.020823j 0.000642344-0.00120526j -0.0012202-0.00847706j 0.00128352-0.0116692j -0.000359564-0.000273736j -0.00121505+0.00598812j 0.000261794+0.00899993j -0.00334188+0.0110262j -0.000290371-0.00795247j 0.00468769-0.0150127j -0.00341733+0.00264554j 0.00360142+0.0190117j 1.5709e-05+0.00256778j -0.00234199-0.0173308j -0.00156447-0.0425763j -0.00380921+0.0267763j -0.000172265+0.00201777j -0.00184121-0.0176895j -0.000785559+0.0283018j 0.00557875-0.0270502j -0.000822224-0.010806j 0.000506871-0.0361932j 0.000228324+0.0240512j 0.000324984-0.00281872j 0.00535831+0.00222924j 0.00370219-0.0123465j -0.00556823-0.008808j -0.00136475-0.0287884j -0.00241414-0.0336897j 0.00394927+0.0379614j 0.000793523+0.0479561j -6.44228e-05+0.0522154j 0.00212599-0.0153618j -0.00148338-0.0208837j -0.000594079-0.00350953j 0.00230091-0.0190495j 0.00536807+0.040896j 0.00197896-0.0031437j -0.00419832-0.0559689j 0.00120588-0.0705718j 0.00122236+0.00557726j -0.000515739+0.0011683j -0.00100772+0.0374109j 0.000823265-0.00653253j 0.00202104-0.0103641j -0.00863636-0.0112937j 0.00306549-0.0264002j 0.00115217-0.00259347j 0.00355885+0.0489374j -0.00152039+9.22989e-07j -0.000132665-0.0176302j 0.00313044-0.0102663j 0.00129491-0.0171874j 0.000473004+0.0196228j -0.00269713-0.000130131j 0.000528928-0.0180689j 0.000998863-0.0201845j -0.00128083+0.0050473j 0.00145841-0.0176284j -0.00276016+0.00182745j -0.00100055-0.00278079j 0.00113804-0.00154871j 
0.00124035+0.00481955j 0.00270308-0.00221644j -0.000895239-0.00268391j 0.000923439-0.0068799j 0.00275677-0.000692144j -0.00144359-0.00464066j -0.00059552+0.0111247j 0.00254877-0.00562533j 0.00112928-0.00515284j 0.00189155-0.0069384j 0.000159314-0.001085j -0.00299484-0.0139613j 0.00299627+0.0116118j 0.0027741+0.00647982j -0.00258138-0.0389631j 0.00167734-0.0149632j -0.00426469-0.00582404j 0.00589561-0.0187625j -0.00860199+0.0133756j 0.00158457-0.00552471j -0.00470906+0.0163653j -0.00301417+0.0198553j -0.000899677+0.0108156j 0.00624206+0.0134925j 0.00496177+0.00122638j -0.00119191+0.00203588j 0.0056083-0.024421j -0.00161481+0.0377845j 0.0020496+0.018563j 0.00150332+0.0339803j 0.000693705-0.0028298j -0.000907625-0.041027j -0.00755727-0.061666j 0.00468276-0.0723845j -0.00283858-0.0332973j 0.00141475+0.0043895j -0.000620312+0.0193422j -0.00123016+0.0551786j 0.0106266-0.0129106j 0.00167388-0.0105542j 0.00481545-0.00304075j -0.00568347+0.0568755j -0.00228606-0.00645353j 0.000293794-0.0331416j 0.000228333-0.00879152j 0.00228434+0.0343688j 0.0023808-0.00307146j 0.00144368-0.00903117j 0.000766146-0.00980291j -2.05789e-05+0.0930938j -0.00151275-0.0724009j 0.00101579-0.0221661j 0.00668321-0.0673999j 0.00840877-0.0608602j 0.0024421-0.0189835j 0.00892391+0.00440733j 0.0026466+0.0718525j -0.0007309+0.0602246j 0.00253-0.00845051j 0.000469905-0.011573j -0.00376898-0.00761136j -0.000362159-0.0132569j -0.00446558-0.0410001j 0.00874625-0.0334813j -0.000154258+0.0293918j 0.000430655+0.0101262j 0.00145711-0.0127638j -0.00367961-0.00408806j 0.00392529-0.0014217j -0.000403721+0.00391839j 
-0.000203546+0.00372991j 0.00134441+0.00231876j 8.72678e-05+0.000777973j 0.00060917-0.00186909j -0.000608796-0.00127079j 0.000762234+0.00457047j 0.000163016-0.000421662j 0.000413961+0.00449404j -0.000137541+0.00218757j 4.27674e-05+0.00960406j 8.47308e-05+0.0181925j -0.00185015+0.00809719j 0.000999635-0.00696315j 0.00268238-0.0291214j 0.00406562+0.000744436j 0.00332782+0.0377729j -0.000810898+0.0146573j -0.00426325-0.0163921j 0.00106882+0.0136214j -0.00524462+0.0136742j -0.00206572-0.00247342j 0.00119596+0.00779071j 0.000905935-0.0119843j 0.00226481-0.0156982j -0.00044508-0.0108012j 0.00612443+0.0495409j 0.000642931-0.0272768j -0.00539945-0.0176348j 0.00480308-0.0215581j 0.00298801+0.0287176j -0.000956628+0.00588273j -0.00364275-0.0256424j 0.00292286+0.010754j -2.24927e-05+0.00715946j -0.00213677+0.0162807j -0.000427236+0.047115j -0.00135497+0.00908226j -0.00468568+0.00294818j -0.00320182+0.0529119j 0.00410441-0.019294j -0.000231519+0.0249286j 0.00566558+0.0060168j -0.000767723+0.0673107j -0.000179437-0.0240405j -0.00592273+0.0452846j -0.000207308+0.0672521j -0.00134128+0.0485678j 0.000733991+0.0327449j -0.00591064-0.0485402j 0.0045487-0.0298033j 0.00399527-0.047087j -0.000831445+0.0160667j 0.00319067-0.0211218j 0.00403008-0.0133288j 0.00486174-0.00569168j 0.00420588-0.00237006j -0.00607852-0.0110692j 0.00497847-0.0133178j 7.66958e-05+0.0313744j -0.00056211-0.00669254j -0.00153364-0.00818805j 0.000755584-0.0239301j 0.000809353-0.0147617j -0.000745496+0.00234777j 0.000461514+0.0144277j 0.000508946-0.000868174j 0.00010513+0.00826772j 0.00129819-0.00209743j 0.00129648+0.000914141j -0.000986993+0.000255497j 
-0.00204987-0.00795865j -0.00155516+0.00120437j -0.000967145+0.00200316j -0.000140005+0.000490142j 0.000254302-0.00402446j -0.00125176+6.72027e-05j 0.0018356-0.00531253j -0.00195831-0.00712392j -0.0027098+0.0051526j 0.00156579+0.00674847j -0.002155+0.0158664j 0.000782173+0.0275119j -0.00218066+0.00352832j 0.0013023+0.00737458j -0.00689558+0.00389309j -0.00207335-0.0243281j 0.00297046-0.0256776j 0.00361684-0.00280835j 0.000684641+0.00127203j 0.00436178-0.00396336j -0.0026906-0.00743852j 0.00294737-0.0205033j -0.000187998+0.0297224j -0.00578553-0.00990839j -0.00251325+0.0431255j -0.00333193+0.0291405j -0.0013385+0.0144937j -0.00285707-0.00902395j 0.00179689-0.0394613j 0.0105571+0.00798704j 0.00358559+0.0436188j -0.0066308-0.000998961j -0.000326347+0.0518415j -0.00666831-0.0318619j 0.00231512-0.00108407j -0.00299524+0.0154903j 0.000715182-0.0118213j 0.000886457+0.00358962j -0.00573363+0.096918j -0.00137708+0.000734485j 0.00610119+0.0691122j 0.00366098-0.014135j -0.00258836+0.00279949j -0.000720435+0.0209119j 0.00270289-0.0587752j 0.00814751-0.100248j -0.00372358-0.0342735j -0.00792432+0.00608873j 0.00634393-0.0633048j -0.00487015+0.0314839j -0.00207873-0.0525059j -0.00585143-0.0443975j -0.00349467+0.0428751j 0.00608562+0.0113557j 0.00237874-0.00235615j 0.00586387-0.0613303j 0.0015971-0.0369355j -0.000815738+0.00732336j -0.00413859-0.0237277j 0.00155773+0.00907908j -0.000593195+0.0164004j 0.00452982-0.0114496j 0.00483986+0.000368902j 0.00369139+0.016554j -0.00330398+0.0211301j 0.00229013-0.0135893j -0.000436495+0.00356839j 0.00178876+0.00227796j -0.000549168+0.00690922j -0.000957894-0.000175726j 
-2.20495e-05-0.00619746j -0.00286562-0.00108591j 0.000143728+0.000842098j 0.000370344+0.00105109j 0.00201872-0.00320314j -0.00187595-0.00912398j -0.00138505+0.00645409j 0.000551599+0.00111016j 0.00141276-0.000827431j 0.00117183+0.0209724j -0.000852261-0.0100133j -0.00205402+0.00676477j 0.00290704+0.0357586j -0.00296453+0.00335099j -0.0080139-0.0390341j 0.00515563+0.00594955j -0.0030109-0.018353j 0.00157465-0.0105647j -0.00329733+0.0172881j 0.00260387-0.00265816j 0.0038301+0.0209525j -0.00215616+0.0137353j -0.000123479-0.00161382j 0.00432543+0.0196106j -0.00597264-0.0164338j 0.000756116+0.0465433j 0.00795134-0.0270325j 0.000811817-0.0368847j -0.000645046-0.0578852j 8.05659e-05-0.0127835j -0.00175759-0.000544647j -0.000506998+0.000201631j -7.41077e-05+0.0318316j -0.00527562-0.00512876j -0.00372044+0.0454953j 0.00156855+0.0348305j -0.00120864-0.023269j -9.10077e-06+0.0385113j -0.00268153-0.0144563j -0.00306248+0.0012365j -0.0002727-0.0325708j -0.0029986-0.0499553j 0.000607414-0.0252286j 0.00224505+0.0157424j 0.00148051-0.0912092j 0.00808937+0.0010419j 0.0026477-0.0493543j 0.00289642+0.00296277j -0.00566603+0.0419202j 0.00188067+0.0237138j -0.00569252+0.0351405j -0.000536891-0.0447283j -0.00182557-0.0288923j 0.00463973-0.0290023j -0.00207036-0.0153771j -0.0010128+0.00940575j 0.00109756-0.0431614j -0.00561952-0.0248062j 0.00582975-0.0578566j 0.00433815-0.000198252j -0.00287671-0.0168523j 0.000386112+0.0071905j 0.00100117+0.00130318j 0.00418639-0.00520575j -0.000576172-0.00667622j -0.00302473+0.0107665j -0.00200345-0.00354459j -0.00208794+0.00882311j -0.00177085-0.0012806j 0.000765317+0.00243816j 
-0.000306255+0.00313047j 0.00115903-0.000308994j 0.00169378+0.00324302j -0.00190313+0.00484098j 0.000628853+0.0079278j 0.00142172+0.00600532j -0.00147314+0.0123694j 0.00213997+0.00296232j 0.000594925-0.00614947j 0.00066498+0.00366027j -0.00493286-0.00419906j 0.00382003-0.00295799j 0.00102655+0.00189421j 0.00271251+0.0194204j 0.00338088+0.0263289j 0.00012155-0.00242559j -0.00566922+0.0259402j -0.000250759+0.00017831j 0.00133964+0.00209564j -0.00218521-0.000509865j -0.00341243-0.0072271j -0.00705591+0.00516953j -0.00500519-0.0336321j -0.00308789-0.00147826j 0.00630029+0.0249222j -0.00172917+0.0258702j 0.00626675-0.0330078j -0.000240043-0.00272365j -0.000938702+0.00745596j -0.00491203+0.00284294j -0.00693085+0.034489j 0.00584035-0.00445828j 0.00359712+0.0538004j 0.00518188+0.0125139j 0.00119517+0.0511688j -0.0013326+0.0292463j 0.000710704-0.00990106j -0.0083481-0.0147887j -0.00467555-0.0258943j 0.0031011-0.0370229j 0.00142935+0.0157774j 0.000358392+0.0107185j 0.00168593-0.0109651j -0.00499005+0.0272905j 0.00358244+0.0743269j -0.00266937+0.00605905j 0.00148069+0.0880844j 0.000800211-0.0756066j 0.000420684-0.00477512j -0.00211091+0.123338j -0.00225482+0.0737213j -0.00338171+0.0330999j 0.00249375-0.0440455j 0.00509878-0.0139798j 0.00214282-0.0322165j -0.00117129+0.063588j -0.000785179+0.021283j -0.000812366+0.024108j -0.000359291-0.0154999j 0.00732583-0.0441749j 0.00222299-0.0298581j 0.00218181-0.00352233j -0.00637291+0.00812938j -0.000651095-0.00436665j 0.000164142-0.00205261j -0.00297575+0.013448j 0.00204069-0.0169435j -0.00466132-0.00469157j -0.00086318+0.000763361j -0.00216128-0.00253779j 
0.000899934-0.00044693j 0.000159297-0.00308048j 0.000866596+0.00174189j -0.00170078+0.0025748j 0.00129839+0.00351513j 0.000464268+0.0100594j 0.00125628-0.00212766j -0.00120925-0.00154482j -0.00136452+0.00416349j 0.000839599+0.0117135j -0.00105605+0.0212609j 0.000746012-0.0117929j 0.00143027+0.00899701j 0.00203562+0.00899078j 0.00451696+0.0208407j 0.00452919-0.0251439j -0.00375111+0.0243395j -0.00484286+0.00381062j 0.00236607-0.0331993j 0.00416592+0.000659282j -0.00218284-0.0136063j 0.00243191+0.0538129j -0.00658622+0.0183899j -0.00317928+0.00523482j -0.0020033-0.0229005j 0.00691934+0.00469291j 0.000264781-0.0567481j 0.00671838+0.0382051j 0.00256658+0.050947j 0.00172641+0.0215058j 0.0053833+0.0367297j 0.00719087+0.0400056j -0.00284444+0.027683j 7.6788e-05+0.109414j -0.000247088+0.0192987j -0.00564705+0.0290046j 0.00191896+0.0246909j -0.00706631+0.0466113j -0.00296078+0.0510792j -0.0018636+0.0255223j -0.000357628-0.0343684j 0.00573323-0.014634j -0.00546229-0.0716824j 0.00150546-0.0192525j 0.00420029-0.0259089j -0.00150284+0.0211067j -0.000577086-0.0354695j -0.000808526-0.032916j 0.00383285-0.0308542j -0.00116386+0.0090056j -0.00245694+0.00775357j 0.00184066-0.00367174j 0.000264764-0.00714338j -0.000155979+0.00136235j -0.00120347-0.0101681j -0.000162503-0.0325606j 0.00292419+0.008401j -0.000439177-0.00571573j -0.00137706+0.00528835j -0.000674768+0.00690754j 0.00147688+0.00714038j 0.0010855-0.00228681j -0.000825179-0.00098665j 0.000798864-0.00755405j -0.000917866-0.00828217j 0.0012265+0.00684399j 0.00120476-0.013192j -0.00270051-6.11817e-05j 0.000300607+0.000332014j 0.000741073+0.0029986j 
0.000527662+0.00112331j -0.000376728-0.000834591j -0.00133833-0.00056846j -0.000621805-0.00360189j 0.000208261-0.00394161j 0.000505625+0.00222922j 0.00137663-0.00277599j -0.00140938-0.0039197j 0.00035524+0.00663174j -0.000731315-0.00026939j 0.00283396-0.00673494j -0.00215742+0.00278514j 0.00103931-0.00287493j -0.000164851+0.000293668j 0.000451843-0.0146338j 0.000395056+0.0177255j -0.00137426+0.0369959j 4.36774e-05-0.0121278j 0.000126313+0.0283021j 0.00406682-0.00304304j 0.00290264+0.0277596j 0.00419342+0.0148854j 0.000503722-0.0299486j 0.00220351-0.024833j -0.00106878+0.0122306j -0.0022142+0.00364971j -0.00840032-0.000551601j 0.00267759+0.0640168j -0.00410046+0.00786965j 0.0024285+0.0478203j 0.00528471-0.0629972j 0.00452802+0.0310733j -0.00418421+0.00388993j -0.00440701+0.00387507j 0.00118747+0.0184392j 0.000883403-0.0352319j 0.00160464-0.076896j -0.00148722-0.042643j -2.38847e-05+0.0404772j 0.00360677+0.0632159j -0.00297163-0.045325j 0.00327299-0.0163035j 0.00143375-0.0209271j 0.000315131-0.0263808j -0.00315816-0.024212j -0.000620954+0.0410403j -0.0025568-0.0381575j 0.000806246+0.0235221j -0.00349124-0.00533981j 0.00488859-0.0328161j 0.000887192-0.0506976j 0.00145672-0.0337451j -0.00479487+0.0235963j -0.000699692+0.0104285j 0.00245084-0.00944109j 0.00292337-0.0379669j -0.00174163-0.00584708j 0.00220697+0.00331114j 0.000967064+0.0206348j -0.00436528+0.0414632j -0.000875749+0.008998j -0.00257135-0.010892j 0.00142887-0.000438851j -0.000550479+0.00787111j -0.00154709-0.0108135j 0.00126257+0.000781487j 0.0011037-0.00093172j 0.00214245-0.00527938j 0.000310814-0.00110951j 0.00172989+0.00235511j 
