-0.00445183-0.00400747j 0.0187496+0.00254682j -0.0231045-0.00467439j -0.0468584-0.0431484j -5.56654e-05-0.020097j 0.0198915+0.0204941j -0.00473255-0.00952758j 0.0223079+0.0611146j -0.000802029+0.0198133j 0.040983+0.023902j 0.0242443-0.013305j -0.0480025+0.00806185j -0.00857844-0.00622029j 0.0525851-0.0647901j -0.0346142-0.0114033j 0.0552059+0.0260065j 0.00195233+0.0381884j 0.0581065-0.0338437j 0.00661223+0.0470183j 0.0529782-0.00853434j 0.0818844+0.045905j -0.0199003+0.0974266j 0.0445363+0.00140717j -0.0609763+0.0298755j 0.0713712-0.0199724j -0.0539786-0.0855574j -0.0385677+0.0732833j -0.0957556+0.0244511j -0.00298701-0.118001j 0.0422171-0.056119j 0.0292025+0.0599651j 0.0368699-0.0166771j 0.0204903+0.00353081j 0.0536991-0.0280716j -0.0697861-0.0666076j 0.00908859-0.0173053j 0.0864055+0.154494j 0.0463427-0.0802409j -0.0104618-0.0144866j -0.073101-0.0529915j -0.0790856+0.061686j 0.0144374-0.0327233j 0.015839+0.0286393j 0.102121-0.00350362j 0.0736264-0.0145072j 0.0511246+0.0237474j 0.112396+0.0426359j 0.108556+0.117947j 0.00837307+0.0326025j -0.0741894+0.0854283j 0.139793+0.0813948j -0.0867757-0.0644644j -0.0126285+0.0138095j 0.000445315-0.0871183j 0.0532599-0.0457996j 0.0412046+0.0629965j 0.0659479+0.0384099j 0.0488115+0.0833531j 0.107991+0.0388612j -0.0661289+0.00443661j 0.00676886+0.00157428j 0.00937251-0.0224839j 0.0223718-0.023638j 0.0652949-0.0380006j -0.0277578+0.0487414j 0.0748865+0.000640173j 0.0209402-0.0350007j -0.137705-0.0455739j -0.0851215+0.022849j 0.0599955-0.0336704j -0.0377057-0.0394613j 0.0216006+0.041219j -0.00569089+0.00497966j 0.00101538-0.0173864j -0.0503621+0.00603184j -0.0434278-0.0231586j 0.00961067+0.0107298j -0.0546304-0.046949j 0.0103836+0.00561864j -0.0340917-0.00130281j 0.00972956+0.00601779j -0.0323681-0.0182969j 0.0533903+0.0697516j -0.0365559+0.0136488j -0.0226521-0.0125503j -0.0222137+0.000428751j -0.0576506-0.0106795j 0.00339597+0.0197903j 0.0268459+0.0174566j 0.0343783+0.0136042j 0.0216301+0.0285121j 0.0134459-0.00577057j 
0.0111769-0.00275912j -0.00212741+0.00756251j 0.0145495+0.00916435j -0.0272674-0.0131692j -0.00329883+0.0149773j 0.0179464+0.044121j 0.0505937+0.00773269j 0.0224355+0.0476919j -0.00337508+0.0457487j 0.0594083+0.00313618j -0.0216867+0.00246384j 0.0329772+0.0382629j -0.0370784-0.000426947j 0.0207211-0.0309157j 0.0533869+0.0330931j -0.0125419-0.0189289j -0.0145462+0.0131198j -0.0250638+0.0298174j -0.0151989+0.0762199j 0.0324421-0.00585379j 0.0622944+0.0271694j 0.0673382+0.0594377j -0.044591-0.0118021j 0.0316188+0.127584j 0.035763-0.0224177j 0.0643801+0.0993293j -0.0732072-0.102825j -0.0305132-0.0515947j 0.0379422-0.129519j 0.00074036-0.0642314j 0.0313807-0.0378484j -0.038779-0.0880756j -0.1188-0.102788j -0.0102116-0.00200637j -0.0550074-0.0844869j -0.0282623+0.057386j -0.0314725+0.0769387j 0.136189-0.00500565j -0.0333115+0.110318j 0.0829811+0.00839275j 0.136041+0.0187288j -0.033503+0.00242179j -0.0109457-0.0340604j 0.0318576-0.0887393j 0.00291806-0.0748808j 0.0673108+0.0654887j 0.0483831-0.00367403j -0.0122889-0.0166454j -0.00238807+0.0546531j 0.0704812-0.0162912j 0.0318957+0.0241098j 0.110344-0.01402j 0.0464105-0.042223j -0.0817298-0.0234831j -0.00871602+0.0308313j 0.0662292-0.00700751j 0.0550416+0.0221869j -0.00647766+0.156476j 0.0551513-0.084686j -0.00860646-0.00926453j 0.0369033-0.0745921j 0.0165771+0.0166464j 0.0722635+0.00762216j -0.00927406+0.0218591j 0.0563944+0.0307668j 0.0230197-0.0186662j -0.0464766+0.00604859j -0.00224135-0.0331201j 0.0145462+0.0267647j -0.00970812+0.00417897j 0.00366-0.0595838j 0.0202606-0.0178596j -0.0172468+0.00976147j 0.00542228-0.0041811j -0.028143+0.00926058j -0.000586355+0.0258473j -0.0133315+0.000326116j -0.0058436-0.0068552j 0.0276218+0.00641435j 0.0172293-0.0131454j 0.0203836+0.0328536j 0.00799498+0.0332441j 0.0285347+0.0282015j -0.0169819+0.0219156j -0.0032107-0.010302j -0.0431073-0.000218678j -0.00662117+0.0341306j 0.0106133-0.0246938j 0.000863922+0.0157211j 0.0188779+0.0108243j 0.00275055+0.00325457j -0.00477514-0.0014003j 
0.00550222-0.000131463j -0.0073899+0.0014383j -0.0114909+0.00124334j 0.0258144-0.0240043j 0.0220285-0.02673j 0.00310567-0.00112016j -0.00762372+0.0270401j -0.00978516-0.0129319j 0.0280381-0.00555106j 0.0184363+0.0367186j 0.00184638+0.0182248j -0.00108161+0.00980624j -0.0132699-0.0256821j 0.0296505-0.00421491j -0.0237977+0.0425028j -0.0161746-0.00336313j 0.0530478-0.0568519j 0.0670579-0.080264j -0.0599453+0.0310489j 0.0535627-0.0720745j -0.0349857+0.0401784j -0.0827702-0.0120872j 0.0692139-0.127805j -0.013299-0.00341775j -0.0383162-0.033955j -0.034792+0.0107255j -0.0337069+0.110765j -0.0640716+0.0405873j 0.0394704+0.0743865j -0.0530606-0.0792808j -0.0320666+0.0805989j 0.0168956-0.117813j 0.0417042-0.0191427j 0.0113508+0.0874446j 0.0707128-0.0291051j -0.0186215-0.0469866j 0.0174543+0.0721059j -0.00602007-0.0903191j -0.0581609+0.0844747j -0.0471327-0.0874923j -0.00933447+0.0741216j -0.0762471-0.0946595j 0.00986891-0.0242006j 0.0845538+0.0903242j 0.000919047+0.0729907j -0.008193+0.0379059j 0.00942085-0.0642756j 0.0632308+0.0157982j -0.0514739+0.037668j -0.0687565+0.0334181j 0.0956498+0.036495j -0.0927386+0.0702566j 0.0236723+0.111264j -0.0460739+0.00198464j 0.0629155+0.0235481j -0.00036495-0.00479098j 0.0130878-0.12641j 0.112129+0.00427146j 0.0708267+0.00149901j -0.107056+0.00420405j 0.0441904+0.051273j -0.0189667+0.0216523j 0.0305941-0.0152762j -0.0539069+0.0444252j 0.0482728+0.0550112j 0.00980524-0.0177255j 0.0238441-0.00516512j 0.0243054+0.0170587j 0.0467563+0.00377889j -0.0154637+0.00351848j -0.0366186+0.0626393j 0.019063-0.0214496j -0.00134787-0.0150015j 0.0282705+0.00311648j -0.0207496-0.070035j -0.0239496+0.0439395j 0.0234741-0.00445034j 0.0274689+0.00709674j -0.0228854+0.0222636j 0.0125074-0.0156605j -0.013005-0.0243639j 0.0254862-0.00984773j 0.0174265-0.00619535j -0.0161278+0.0221701j -0.0126609+0.0161688j -0.0101769-0.00351039j -0.0358092-0.0042093j 0.00930309+0.0162962j 0.00994114+0.000512434j -0.00625676-0.031731j -0.0200061-0.00511845j -0.00268145+0.0114323j 
0.00663234+0.0191013j -0.025998+0.0088645j 0.0258316+0.00829006j 0.00403936+0.00276806j -0.00630835-0.0186521j 0.0140978+0.0137499j 0.00942323+0.0320199j -0.0125826+0.0167985j -0.0433894+0.0631969j 0.0241214+0.00590855j -0.033036+0.0117441j 0.0232563+0.0176269j -0.00210367-0.0359317j 0.0118718-0.00403019j 0.0152904-0.0828285j 0.0293363+0.012811j 0.0681466-0.0194542j -0.0723752+0.0171725j 0.0783577+0.00203276j -0.0175134-0.0915706j 0.0129266-0.120307j 0.0312058-0.0129004j -0.0369025-0.104246j 0.0363746-0.0297234j 0.0944392-0.0214695j -0.0410271-0.113277j 0.0330966-0.044017j 0.0622442-0.0626978j -0.0356235-0.14002j 0.0464875-0.0916107j 0.0539921+0.0486603j -0.10182-0.0575359j -0.0330285-0.0282072j 0.00712597-0.0089383j -0.0636466+0.0714851j -0.142552+0.0312497j 0.142111+0.044665j -0.0922364-0.00796847j 0.0671496+0.0444152j -0.0202214-0.144782j 0.0815358+0.0319081j 0.106268+0.0021037j -0.0676897+0.105257j 0.0030117+0.0592062j -0.11099+0.021139j -0.00556187-0.0406583j 0.107182-0.00492898j 0.0534387+0.0402448j 0.0179558-0.0699345j -0.167988-0.110801j 0.0576577+0.016184j -0.0305641-0.0476408j -0.042673+0.00411243j 0.0825861-0.0300535j 0.0533032-0.00488954j 0.0283898-0.0349382j -0.0562093-0.0461998j 0.00986945+0.0911354j -0.081575-0.0484296j 0.0327225-0.0010152j -0.0120452-0.0217061j 0.0203792+0.044724j 0.0183562-0.0254161j 0.0382391-0.0953249j 0.0858056-0.037944j -0.115159+0.0187837j 0.0420186+0.0431561j -0.041527-0.0272737j 0.0335721+0.0386045j 0.0148263-0.0240098j -0.0331629-0.0156515j 0.000429334-0.0134888j 0.0106148+0.028929j 0.0528297+0.00531871j -0.0412906-0.0246079j 0.0488611-0.0302928j 0.0254035+0.0238653j 0.0739259+0.0281196j 0.0256217-0.017649j 0.0265037-0.00847796j 0.0224041-0.0054036j 0.0366623+0.0390686j -0.0318688-0.0173006j 0.0115672+0.0330936j -0.00797839-0.0300983j -0.0356399+0.0404975j 0.0308738-0.00175499j -0.0127664-0.0149633j -0.00381363+0.0208102j 0.00403875-0.0142906j -0.0241219-0.0310107j -0.0288464-0.00130323j 
0.0102721+0.0045479j 0.00303735-0.00136695j -0.012473-0.00310149j -0.00435426-0.0106907j 0.0229701-0.0371783j 0.0213703-0.00657979j -0.0348427-0.0130994j -0.00158381-0.0332124j 0.0262175+0.0278561j 0.00929106-0.0121738j -0.0379314-0.0157777j 0.0199043+0.0101863j -0.00287357+0.013634j 0.0271944-0.0118758j -0.0369158-0.0309539j 0.0242637-0.00486423j 0.0181318-0.0168194j -0.064693-0.103751j -0.0577131+0.00779351j 0.0812939-0.0441284j 0.0438312-0.0674795j -0.0716015+0.0215202j -0.0449859-0.0692238j 0.101734-0.0879244j -0.00696617+0.0165588j 0.087146-0.00817136j 0.0267226+0.00665256j 0.0451395-0.106886j -0.0178323+0.0584984j -0.0327971-0.00495665j 0.0280651+0.102177j 0.0147198-0.0108595j 0.0351171+0.0540854j -0.0911515-0.0849395j 0.0328862+0.130424j -0.00908243+0.198997j -0.00390855+0.0447674j 0.185053+0.0663811j -0.0720448-0.0604632j 0.016069+0.0497231j -0.0845319+0.113563j 0.021649-0.0105614j 0.0719282-0.0367554j -0.161164-0.00798818j -0.02455+0.064855j 0.0762403-0.149141j -0.0468651+0.0749715j -0.0302635+0.115633j -0.0447815-0.0323325j 0.180186-0.0205683j -0.0572123-0.00248197j -0.0740227+0.0104136j -0.031298-0.0163408j -0.155641-0.0473779j -0.148246-0.0955917j 0.0491103+0.0890254j 0.0995031-0.0431748j 0.0539037-0.0183272j 0.0634689-0.0431919j 0.0775542-0.0241228j -0.0172231+0.0962177j 0.0514691-0.00342554j 0.113409-0.0390945j -0.0323169+0.0264592j -0.0361259+0.0327294j 0.117159-0.0351214j -0.0489503+0.0838591j 0.0411325+0.020996j -0.0338243-0.0136358j 0.0105274-0.017253j 0.0425178+0.0376025j -0.0104318+0.0532077j 0.0679651-0.0531785j -0.066795+0.044708j 0.0253958-0.0254696j -0.028816+0.0190704j -0.0114847-0.00103278j -0.00450943-0.0116175j -0.0236624+0.0396826j -0.0182913-0.0197487j 0.000760086+0.0148565j -0.0182925-0.0296246j 0.0190336-0.0358412j 0.0298586+0.0204141j 0.00881437+0.0235363j -0.0292812-0.00334013j -0.0176016-0.00856611j 0.00407422-0.00880923j 0.000177813-0.0181334j -0.0215862-0.0103865j -0.00834542+0.0120223j 0.0198438+0.00597358j 
0.0125119-0.00504735j 0.0176443-0.00711002j 0.0028495+0.00699968j -0.00537116+0.00552244j -0.0112883-0.000780185j 0.0382655+0.0208306j 0.0229582-0.0134127j -0.0304815-0.00559559j 0.0786319+0.0230747j 0.0192442-0.0139296j -0.021955-0.0190059j -0.0622074+0.048802j 0.02443-0.0429168j -0.000677822-0.0804553j 0.0177191-0.020752j 0.0881644-0.0130947j 0.0184221+0.0886445j 0.026902+0.0662288j -0.0733704+0.0593141j 0.0361229+0.00309597j -0.0065038-0.0553314j 0.0377055-0.066861j 0.037153+0.0104672j -0.12787+0.17921j 0.0460628+0.0228455j 0.0880871-0.129042j -0.0477465-0.0728756j 0.0761759+0.0303897j -0.0996668-0.165262j -0.0937989-0.120307j 0.0655582-0.00462794j -0.0572781-0.0387817j -0.0154886-0.0343701j 0.0262076+0.0293006j -0.0087577-0.0674842j 0.0379193+0.0315069j -0.0881996+0.0560307j -0.084273-0.0638462j 0.0785515+0.199297j -0.0461815+0.0463897j 0.154758-0.0214302j -0.00461503+0.00182961j 0.0810554-0.128103j 0.0947475-0.134386j 0.0103121+0.149779j 0.0290559-0.100648j -0.0944962+0.0309601j -0.0979548+0.0603164j 0.0742984+0.0465136j 0.0174339-0.0297626j -0.103978-0.0218316j -0.0302847+0.0852971j -0.000262552-0.0124763j -0.0165463+0.0689898j -0.048955-0.0497635j 0.0299677-0.0454686j -0.0425734+0.019098j 0.00313158+0.0243003j 0.0521283-0.116865j -0.026446-0.0407645j -0.0253216-0.0631816j -0.0819172-0.0761944j 0.104637-0.0555174j -0.0989311+1.82084e-05j -0.00596239-0.0281121j 0.0519991-0.0296979j -0.0417548-0.0503543j 0.0934469-0.0567948j 0.0129547-0.0251688j -0.0395707-0.0488654j 0.0310648+0.0160531j 0.0302016-0.0184655j -0.0272479-0.0463678j -0.0269217+0.00824166j 0.00169841-0.00210295j 0.036097+0.0229225j 0.0320623-0.0124203j 0.0401679+0.00144994j -0.0134448-0.0025508j -0.0165847-0.0215183j -0.0146143-0.0369209j 0.0284678+0.0265477j 0.0156458-0.0231833j 0.0250146-0.0129299j -0.0130331+0.002079j -0.0257116+0.0120154j -0.00996481+0.0426932j 0.0185667+0.0128178j -0.0254325-0.0013988j -0.0174415+0.0229603j -0.0153533-0.00232558j 0.0100274+0.0159161j 
0.0170307-0.00421164j 0.0135856-0.00469172j 0.0167645+0.00357611j -0.0140409+0.0166175j -0.00262614+0.0571318j 0.0210151-0.00131384j 0.0345266+0.0190494j -0.018807-0.0211738j -0.00179095-0.0330933j -0.045147+0.0423781j -0.0314222+0.0266181j -0.00158229+0.0191581j 0.00660322-0.00132206j 0.0296219+0.0683096j 0.0494737+0.0453076j 0.0159974+0.0428914j -0.108235-0.0603266j 0.0397362-0.131196j -0.0250315+0.004883j 0.0229878-0.0738291j 0.0472491-0.0152035j -0.0373078-0.046669j -0.0252063+0.0387354j -0.00721931-0.0630794j 0.0250354-0.0396135j 0.0798915-0.00861422j -0.00699846+0.0695623j 0.00796757+5.06062e-05j 0.0585307-0.0294524j 0.0070067+0.0395612j -0.131175+0.127092j -0.0341604-0.0987872j -0.0456145-0.14484j -0.0365468-0.0588612j 0.0546146+0.0927232j -0.0151545-0.0751542j 0.00414979+0.0375714j -0.0594032-0.00132334j 0.0450331+0.114438j 0.0399664-0.0634044j -0.12067+0.00373446j 0.00463587+0.0882232j -0.110692-0.0512105j -0.00259418-0.00299316j -0.0882248-0.0508301j 0.0339884+0.0339505j -0.0655008-0.0730857j -0.074046-0.0150543j 0.0452672-0.0199612j 0.0309056-0.00770224j -0.0176286+0.0970359j -0.0015923+0.0650848j 0.05254+0.0416592j 0.115578-0.0530825j 0.0370471-0.0219546j -0.0247023+0.0486663j -0.173608-0.0257688j 0.019123+0.0789527j 0.0598245-0.0834721j 0.0327092-0.00251111j 0.00252087+0.0108443j 0.0275722+0.0248155j 0.0617488-0.0654908j -0.0196756+0.0668572j -0.0184995+0.0544691j -0.0403858-0.102564j 0.0246022-0.0346043j 0.00014123+0.0742753j -0.00132816+0.00339968j 0.00603194-0.0182738j -0.00751765-0.026204j 0.00364638-0.0180388j 0.0354732-0.0121365j -0.0163747+0.0396102j 0.0056984-0.0109347j 0.0330515-0.00483372j -0.017616-0.0558433j 0.0127226-0.00921921j -0.0309651-0.00664951j -0.0278615+0.0160019j -0.0350971-0.00865527j -0.00635005+0.00834844j -0.0453507+0.00105842j -0.00270977-0.0217478j -0.0205605+0.0202176j 0.00467126-0.012893j -0.0163647+0.00843653j 0.000237275+0.0119116j -0.0154919-0.0216562j -0.0176733+0.0247002j -0.00914106+0.0022449j 0.0238756+0.0023343j 
-0.0243606+0.00666926j -0.0154096-0.00908459j -0.00122585-0.00308753j 0.00869765+0.0168858j 0.00452987-0.0224013j -0.0140005-0.0127416j -0.0218825-0.0186928j 0.0140822-0.0083151j 0.0142416-0.00814947j -0.0190786-0.0251559j 0.0382443+0.0136603j 0.0102866-0.0572733j 0.0252178+0.0185157j -0.0568771+0.0119825j -0.00360869-0.0633949j -0.0328366+0.0424631j 0.0700626+0.046568j 0.0165081+0.0556348j 0.0785868+0.147421j -0.0175008-0.0135743j -0.0303311-0.112317j -0.0292851-0.0875402j 0.0698634+0.00178809j -0.0303002-0.0738218j -0.0183809+0.0435451j 0.00172649-0.0219866j -0.0588207-0.0776429j -0.0866322+0.036755j -0.0624276-0.106158j -0.0280933+0.0339865j 0.18755+0.0277024j -0.0410957+0.012178j -0.0996217-0.133395j 0.0626617+0.11868j 0.00615929-0.132772j 0.112644+0.204347j -0.0598629+0.114925j -0.108485-0.0853348j 0.0342452-0.0316398j 0.0101911-0.0646081j 0.021167-0.0459598j -0.0255442-0.000565476j -0.00583589+0.0311347j 0.129597+0.0400952j -0.0729003-0.0209285j 0.196077-0.166813j -0.0112071+0.0630728j -0.000932567-0.0245141j 0.0296982+0.0410191j -0.0590986+0.0374724j 0.115402-0.0312788j 0.0283873-0.0525416j 0.00752752-0.0263449j -0.0251862+0.0771033j -0.0464884+0.0622728j -0.0107112+0.0141835j -0.011681-0.081723j -0.0340322-0.077408j 0.0206476+0.0967085j 0.0566648-0.073068j -0.028048-0.0262162j 0.00956909+0.0200779j 0.00190867+0.0435645j 0.0188553+0.100414j -0.0586235+0.0105088j 0.057362-0.0703949j -0.0675031+0.0545633j 0.0265727-0.0331135j 0.0302555-0.0429389j 0.0667031+0.041298j -0.000543741-0.0300086j 0.0458769+0.0289896j -0.0157329-0.0316261j -0.033367+0.0243462j -0.012856-0.0208857j 0.0113027+0.0568321j 0.00218424-0.0017219j 0.00795071+0.0254683j 0.0225183+0.00778824j 0.0207692+0.0366292j -0.0179665+0.00513751j 0.0118521-0.0495983j -0.0058327-0.00719528j -0.000719828-0.0232632j 0.0227207+0.000340053j -0.00672777-0.0331313j -0.0187294+0.00506278j 0.00820098+0.00794189j -0.0110354-0.0282859j -0.0183661-0.00892768j 0.00249044+0.000766811j -0.00610623-0.00372585j 
0.00942331+0.0249463j -0.00869208+0.00745928j -0.00438316-0.03442j 0.0293811+0.044406j -0.0788284-0.00900315j -0.0192828+0.0634172j 0.0479522-4.53376e-05j -0.0320485-0.00537683j -0.0207469+0.0492012j 0.0373404-0.0182084j -0.0230777-0.00507321j -0.0307239-0.0113056j -0.044708+0.00758097j -0.0793362-0.0520577j -0.034126+0.0234746j -0.0556438-0.0851034j -0.0111898+0.0484138j -0.00367919-0.0626248j 0.0554206-0.026787j 0.106781+0.122208j 0.00673861-0.00882158j 0.011909-0.0975506j -0.0997887-0.0990795j 0.00870784+0.0745095j 0.0631825-0.00431324j -0.0680788+0.0686234j -0.0262472-0.00565762j 0.0964859-0.0288826j 0.0904904-0.0588538j -0.0155783-0.0287115j -0.0757827-0.00598776j -0.0144012+0.0273032j 0.0598277+0.0434032j 0.020513+0.0670184j -0.0301386-0.0257796j -0.113792-0.0607854j -0.034181+0.0259084j -0.0715507+0.0363513j 0.019612+0.0412319j 0.0435818-0.018519j 0.00715154+0.00321461j -0.0203126-0.14578j -0.0668361+0.079657j 0.0265047-0.0166605j -0.0649972-0.0491248j 0.0373489+0.129223j 0.0749212-0.00824225j 0.00908015+0.024674j 0.0460326-0.0835385j -0.0263247+0.090035j 0.0397201-0.0145037j 8.74518e-05+0.0233281j -0.0186508+0.091043j 0.0621385-0.0382139j 0.0581021+0.0319616j -0.0395254+0.0483836j 0.0527885-0.0244612j -0.0679572+0.00393471j -0.049114+0.00308133j -0.0552837+0.0657566j 0.0593668+0.0351423j -0.108562-0.0299254j 0.0743486+0.0199483j -0.067064-0.00961425j 0.0680364+0.0186166j -0.0263963-0.00451415j 0.0401825-0.0125197j -0.00606979+0.018165j 0.0448779+0.00999093j 0.0258014-0.0171512j 0.0875364+0.0105441j -0.042606-0.0607194j -0.0128484+0.0432768j -0.0121682-0.0183983j 0.00975427-0.028421j 0.0325177+0.0192439j 0.0372003+0.00876399j -0.0151808+0.0229115j -0.0276675-0.0116j -0.020435+0.00605697j -0.0155169-0.0136117j -0.0266989-0.0182492j -0.00442306+0.0194473j -0.0305737+0.0352243j -0.0187672+0.0200325j -0.00900343+0.00622422j 0.0236244+0.0260155j 0.00254078+0.0227538j 0.00810906-0.0119891j -0.0330901-0.018736j 0.0221234-0.00374363j 0.0223285-0.00891424j 
0.00766176+0.000362222j -0.00885072+0.00551432j -0.0033783+0.0387767j -0.0183146-0.00571576j 0.0439445+0.00476652j 0.0622044-0.0358796j -0.0400541-0.032644j 0.0141145+0.00929787j 0.0363102+0.0404197j 0.0435852-0.040651j 0.00037506-0.0129236j 0.0447128+0.0347654j -0.0191684-0.0308282j 0.0576228+0.0174424j -0.0398781-0.0921132j 0.00856886-0.0123623j 0.0797343-0.047415j 0.0481365+0.043116j -0.0222637-0.0248581j -0.00380049-0.0973867j -0.0161179-0.0340708j -0.0369462+0.00696955j 0.0739267-0.028071j 0.0258904+0.0580364j 0.0274896-0.0431677j -0.0406641+0.0570178j -0.0673453-0.0490771j -0.100073+0.0192602j -0.0600576-0.00709854j -0.0666915-0.0803483j -0.0372375+0.0231245j -0.0113803+0.01605j 0.0465922-0.0134268j -0.0553199+0.0147582j -0.0462984+0.00974523j 0.0909513+0.0126532j 0.11913-0.0636652j 0.201105+0.00295739j -0.135965-0.048327j -0.077846-0.0459537j 0.0339434-0.127983j -0.0019973-0.028983j 0.0961331+0.0449901j 0.00740165-0.0189883j 0.00260229+0.0439736j 0.0205982+0.135653j 0.118253-0.0926726j 0.0135263-0.134757j -0.0223699+0.0211121j -0.00616455+0.0332596j 0.0962528+0.06148j 0.0422696+0.0506868j 0.0375959+0.0277147j 0.00379049-0.0583854j 0.0636681+0.038096j 0.0163258-0.0831305j 0.00838121-0.00540767j 0.118702+0.0169857j -0.0230562+0.0365648j -0.104592-0.00923323j 0.0700997-0.00502813j -0.0707887+0.0600386j 0.030171-0.0297694j -0.0508771-0.0409468j 0.0115522-0.0608781j -0.0151267+0.0884052j 0.0380767+0.00302705j 0.00728373-0.0184181j -0.022057+0.00874085j -0.0520545-0.00703654j -0.0428178-0.0329858j -0.0260386-0.0450062j -0.000478027+0.0337175j 0.0400315-0.0226661j -0.0239418+0.0290994j 0.0195921-0.0319742j 0.00808104-0.00478413j -0.00333957-0.00683224j 0.0158596-0.00325745j 0.0386412+0.00615764j 0.0145035+0.00125865j 0.0194904+0.0288354j 0.00971217-0.0132211j -0.000117343-0.000739496j 0.00125579-0.00684265j -0.0038758+0.022122j 0.00214889-0.0242201j -0.00487378-0.0194733j -0.0152012+0.0252498j 0.0119724+0.00453616j -0.0109766-0.00693533j -0.0152357-2.75579e-05j 
0.0355798-0.0146161j -0.0203393+0.0249021j -0.0129918-0.0173556j 0.0227728-0.0185993j -0.00858629+0.0154816j 0.0269987-0.0106361j -0.0383089+0.00374705j -0.0272751+0.0300664j 0.0360106+0.0355406j 0.0909789-0.00665237j -0.0232242+0.0420545j -0.0090706+0.0222173j 0.000976567-0.0641072j 0.063007-0.0714353j -0.0791709-0.0257212j -0.057032-0.0453581j 0.0556543-0.0202952j -0.046238-0.0362024j -0.0148756+0.0420512j -0.00162764-0.00731072j 0.0457031+0.0546326j -0.0912971+0.0688896j -0.0685439+0.116031j -0.0173505-0.00362233j -0.12792-0.0239184j -0.0604556-0.0910963j 0.109961-0.0407961j -0.0525909-0.133567j -0.0296921+0.0342411j -0.0570457-0.107395j 0.0299458+0.0308315j 0.0136191-0.112332j 0.0228405+0.00952395j 0.101738-0.0950431j 0.0199744+0.133106j -0.187565-0.031458j 0.0561215+0.0443081j -0.00130327-0.0765731j 0.177285+0.0210375j -0.0325182+0.0739773j -0.0394918+0.0190385j 0.0140033+0.079331j -0.0636926-0.109694j -0.0794968-0.00212769j 0.177689-0.0953399j -0.0749468+0.0894938j -0.0049768+0.0785815j 0.0505177-0.00826972j 0.0129014+0.0579125j -0.016574-0.0799453j -0.0320971+0.0318225j -0.0723844-0.0856959j -0.104748-0.0827839j -0.0169019+0.0602968j -0.084609-0.0552285j -0.0307981-0.013215j 0.0192232-0.00216551j 0.0244763-0.0590876j 0.062444-0.0133219j 0.0284528+0.117973j -0.102706-0.113172j 0.0267166+0.0499753j 0.0503773-0.00515624j 0.0776079+0.0224313j -0.0306129-0.0760892j 0.0702013+0.00824664j -0.0416293-0.105797j -0.0414767-0.0295422j -0.0208462+0.031271j 0.0276323+0.055247j -0.0267625-0.00971679j 0.000755788+0.0449024j -0.00515106-0.0172902j -0.0264756-0.0307404j -0.0110434+0.0338817j -0.00357618+0.0335733j 0.0207737+0.037232j 0.0479842-0.0105696j -0.0313478+0.00858144j -0.0262249+0.00532449j 0.00152723+0.00289007j 0.010309+0.0400964j 0.00961598-0.00661785j -0.00890647+0.0392946j -0.0116622-0.0135197j -0.0270987+0.0145276j -0.0230048+0.00961191j -0.00254227+0.00332427j 0.0296336-0.00879322j 0.00516508-0.00862476j -0.021586+0.0123669j 0.00994621+0.00113184j 
