-0.183428-2.22045e-16j 0.0642275+0.014706j 0.0422892+0.052442j 0.0588889+0.125104j -0.0302441+0.0101954j -0.000708882+0.0306181j 0.0120346+0.0932754j 0.0016943-0.0652454j -0.024752-0.0233312j 0.00986585+0.0193169j 0.0107847+0.0219737j 0.0318269-0.0177666j -0.0191689-0.0250532j 0.0209185-0.0262807j -0.0117653+0.00474354j -0.00881809-0.0156534j 0.0134831+0.0389497j 0.0205927+0.0328037j 0.0248145+0.0333674j 0.0444591+0.000215129j 0.0232574-0.01293j -0.0409675-0.0243308j -0.0113908+0.0130389j 0.0159169+0.00810683j 0.0329458+0.0190444j -0.0231799-0.0170331j 0.00536521+0.00109441j 0.00598684-0.0173472j -0.00924519+0.00551233j -0.0144229-0.0190368j -0.0176403+0.0441646j -0.0574616-0.0312216j -0.00180307-0.0505345j 0.00955199-0.0322372j 0.0292949-0.0240504j 0.0260035-0.0217457j -0.0290488+0.0357947j 0.00326279-0.00739762j 0.00421383-0.0207113j -0.00472654+0.0180771j -0.00590078+0.0243606j 0.000576548-0.0192741j 0.0312058-0.0315968j 0.0340403-0.0111673j -0.00686705+0.0218691j 0.0162521+0.0509271j 0.0306801-0.0239301j -0.00730837+0.00960555j -0.00676962-0.0384666j -0.05707+0.00114559j -0.0163878-0.037482j -0.0143838+0.0345058j -0.00500913-0.0316907j -0.0182841-0.0254983j -0.0308393+0.0109876j -0.0314161+0.0359913j 0.0193198-0.0320126j -0.00785073-0.00999798j -0.0550212+0.0277809j -0.031357+0.0075823j 0.0057012+0.0774898j 0.0651184-0.158951j 0.0925695+0.199541j -0.371771-0.0586025j 0.0305286-0.200848j -0.0428823+0.219238j 0.0161378+0.020264j -0.0209828+0.00655307j -0.213972-0.0868127j 
-0.0231799+0.0170331j 0.0189431+0.000870814j -0.00110294-0.023785j 0.0268367-0.0152317j 0.0768278+0.0547239j -0.026539-0.082386j 0.0568615+0.115399j -0.0528708+0.109994j 0.0439465-0.071231j 0.00947699+0.0302014j 0.0579561-0.0405032j 0.0194542-0.0203345j -0.0849964-0.0829884j -0.0444713+0.0712447j -0.0167651+0.0380293j 0.0539727+0.00954904j -0.144208-0.0561636j 0.0424672-0.0197459j -0.0847869+0.105663j -0.0312926-0.0429674j 0.0782829+0.125861j 0.0661658+0.0188031j -0.0685045-0.180221j -0.0318396+0.0637804j -0.0504252+0.044853j 0.00529373-3.86496e-15j 0.00641703+0.0439928j -0.0319905+0.011258j -0.189368+0.0695067j 0.00450209+0.11194j 0.01696-0.0337572j -0.136861-0.0884744j 0.121809+0.0950064j 0.0673368-0.0178015j 0.0447363-0.0930908j 0.02988-0.0270543j 0.081607+0.0831661j -0.00751921-0.0837296j 0.0764805+0.0460614j -0.0274697+0.0239296j -0.0201647+0.0258658j 0.0205801+0.0663281j 0.0299867-0.0657568j -0.0923133-0.0117205j -0.0536016-8.8063e-05j -0.0185373-0.0851465j -0.0489234+0.0723049j -0.0407583+0.0332297j -0.0226232+0.0858161j 0.0564179-0.00230243j 0.069341+0.0408086j -0.021807+0.00396971j -0.0790348+0.0523412j -0.0148457-0.0473992j -0.0899947-0.0676812j 0.0425102-0.0291886j -0.00490617+0.119236j -0.010172+0.0360791j -0.0362318+0.0545006j -0.0106992-0.0643161j 0.106225-0.0159116j 0.017404+0.0522073j -0.087958+0.0362289j -0.0215968+0.0337795j -0.0413271+0.104005j 0.0354042+0.0782418j 0.0463846+0.00259099j 0.124314+0.0657011j 0.0162009-0.0806589j 
0.00536521-0.00109441j -0.0022937+0.026581j -0.0231385-0.000965441j 0.00776278+0.0474238j -0.030234+0.0031766j 0.0143502-0.0482295j -0.0345838-0.0868809j 0.0925565+0.0110328j -0.130212-0.0947474j -0.0251194+0.0187068j -0.0290334-0.0897772j -0.00466478-0.0978823j -0.0442754+0.0731563j -0.0170765+0.0649818j 0.0264994+0.118645j -0.095033-0.140519j 0.0300407+0.107572j 0.020581-0.0750408j 0.13046+0.0285685j -0.0410849-0.0244384j 0.0489959+0.076984j -0.0984738+0.192816j 0.0957833+0.124198j 0.0271537-0.0640868j 0.00572388-0.00093925j 0.00641703-0.0439928j 0.0217181+2.00638e-14j 0.0986546-0.0216339j 0.0491682-0.0509217j -0.112366-0.00111539j -0.00393466-0.0790235j -0.0414733+0.0885185j -0.0655371+0.116901j -0.129688-0.0903889j -0.00377172-0.045647j 0.00100346+0.0112303j -0.00250376-0.0345689j 0.0628049-0.0104797j -0.0437448-0.0739884j 0.00249237+0.0829932j -0.0145018-0.0203132j -0.00178456+0.00653611j -0.0300877+0.0145296j 0.00818298+0.0729057j -0.0146458+0.0711378j -0.108977+0.0854535j 0.0708158+0.135146j 0.10367+0.109131j 0.0221769+0.0712686j -0.00491483+0.0206482j 0.0472186-0.0408645j -0.0330884-0.0185231j 0.0569962+0.0203885j 0.00656196-0.0298846j 0.0468854-0.0260402j 0.0562187+0.0468968j 0.00580327-0.0227915j 0.0496069-0.0328272j -0.0534031+0.0532348j -0.0904803-0.00656188j 0.0149112+0.0103184j -0.046589+0.0194485j -0.0328289+0.0236167j -0.00993031-0.0087536j 0.0301403+0.0458114j -0.0555107+0.041593j -0.0377156+0.00791995j 0.00462966-0.0980341j -0.122703-0.0775782j 
0.00598684+0.0173472j -0.0327173-0.0138016j -0.0674664-0.0493259j 0.0745957-0.0618773j 0.0828536+0.0558542j 0.0853628+0.0489026j 0.157231+0.0189977j 0.0470678+0.0258443j 0.0518093-0.104181j -0.0227688-0.00951711j 0.0948572+0.0934684j -0.0147884+0.114692j -0.0266403+0.106067j -0.101049+0.119366j 0.0699816+0.0840732j 0.0538978+0.0496523j -0.171104-0.0700423j -0.140944+0.0323436j -0.125849-0.153251j -0.0198451+0.0162889j 0.084969+0.0345173j 0.009043-0.00183808j 0.137463+0.14722j -0.00810171-0.00728209j -0.0639348+0.0197631j -0.0319905-0.011258j 0.0986546+0.0216339j 0.00437273+6.35603e-15j 0.0111099-0.110799j 0.0714109+0.00796797j 0.0340598-0.0199963j 0.0602061+0.109414j 0.0379143+0.0401962j -0.0731984+0.0676826j -0.000390987-0.0943978j 0.0732038+0.0345339j 0.107237+0.00982796j 0.0853195-0.117013j 0.072702+0.0412218j -0.0438649+0.0245935j -0.0591946-0.0107564j -0.0250139+0.058164j -0.0149524+0.0154029j 0.0102641-0.045977j -0.00637452-0.0316689j 0.0018127-0.0465119j -0.0123802+0.0320221j 0.0112986+0.0252585j -0.0137562+0.0231385j -0.00847414+0.0106738j 0.0339421+0.0404603j -0.0209781-0.0457067j 0.00427311-0.00470575j -0.0325483+0.0448313j 0.0395735-0.0128929j -0.0498753-0.0342299j 0.0139912-0.0195195j 0.062733-0.0345402j -0.0456571+0.057899j -0.0537634-0.0200682j -0.0212582+0.0572102j 0.0554061+0.014443j 0.067681-0.0398719j -0.0358639+0.0335027j 0.0611795-0.0399703j -0.0167493-0.0102586j -0.0256075+0.051078j 0.0285388-0.0189811j 0.00840315-0.0517521j 
-0.00924519-0.00551233j 0.0102086+0.0319692j -0.00986295-0.0405567j 0.0214371+0.0012768j 0.0734886-0.0470307j 0.0257395+0.0329729j -0.106895+0.0289298j 0.0204369-0.0985651j -0.0244591+0.0224657j -0.0755762+0.0779082j -0.0283335+0.199378j 0.0480004+0.124273j 0.00069195-0.0151519j -0.0906159-0.132283j -0.10462-0.14179j 0.169908-0.129175j 0.141769-0.0932915j -0.13081-0.190917j -0.0230059-0.108663j 0.172919-0.0762552j -0.0454215+0.0579821j 0.0786702-0.0101348j -0.0170596+0.0219117j 0.0454561+0.015374j 0.00990732+0.0983626j -0.189368-0.0695067j 0.0491682+0.0509217j 0.0111099+0.110799j -0.0728907-2.70617e-15j -0.0835848+0.0118581j 0.0484877-0.182447j -0.0374881+0.0736081j 0.00359192-0.0923177j 0.00447295+0.0907902j 0.00553419+0.0267269j 0.0278158-0.0564315j 0.0203903+0.0415341j 0.00931101-0.00558887j 0.00237834+0.0464601j 0.0403701+0.0156967j -0.020275+0.0376692j 0.00229453+0.0029598j -0.0350204-0.0569478j -0.0582361+0.0160416j 0.0199305+0.0320872j -0.0877844+0.0197698j -0.00417081+0.0788071j 0.0309693+0.0441082j 0.00979018+0.00634382j 0.00688854+0.0149146j -0.0150302+0.00708131j -0.0138932-0.00224462j -0.0124575+0.0406202j 0.0357151-0.0830956j -0.0344595-0.0407539j 0.0475034-0.0102355j -0.00869342+0.0737041j 0.0183789+0.0643673j 0.00393758+0.025886j -0.0324136-0.00608666j 0.089791-0.0552031j -0.0664343+0.00548297j -0.109737+0.0645998j 0.0068158+0.0309501j -0.0187949+0.118589j -0.030318+0.103477j 0.0513536+0.0100739j 0.0350466+0.0134287j -0.0393092-0.0397071j 
-0.0144229+0.0190368j 0.0208779-0.0736904j -0.00180374+0.0496992j 0.0428276+0.00055507j -0.0699421-0.0405166j -0.0865518+0.0272413j -0.105143-0.0415607j -0.00149153-0.186736j -0.0334544-0.114241j 0.00307888+0.0187582j -0.121691+0.063813j 0.0175676-0.0275233j 0.0235123+0.199983j 0.0222494+0.0101379j 0.0527921+0.108008j -0.134233-0.0769703j 0.0122472-0.0455063j -0.105829-0.087875j 0.0597085+0.0319159j 0.0514885-0.0657353j 0.119816+0.00703754j 0.0376432+0.0158181j 0.0050699+0.022766j 0.023589+0.0789699j -0.0671336+0.0246872j 0.00450209-0.11194j -0.112366+0.00111539j 0.0714109-0.00796797j -0.0835848-0.0118581j 0.072535-5.41234e-16j 0.0206147-0.127308j -0.0850034-0.0956203j -0.0447326-0.189159j -0.00321753+0.0523329j -0.13217-0.00849506j 0.00765203-0.0922847j -0.0432655-0.0746898j -0.031134-0.075168j -0.078813-0.0698303j -0.00674484+0.0566049j -0.0377662+0.0117946j -0.0146174+0.0986281j -0.0562872-0.0208552j -0.0196295-0.00221863j -0.0141632-0.0144944j 0.00374278-0.0521927j -0.0877177-0.0217611j -0.0756617-0.0128758j -0.110887+0.00823348j 0.0234773+0.0147889j -0.0190684+0.0790219j 0.0252022-0.0225835j -0.0612766-0.0785995j -0.0875241+0.0332357j 0.0375988-0.0598163j 0.015072-0.0607462j 0.00633791-0.0151046j 0.0614235+0.00200302j -0.0725644+0.00708226j 0.0106203-0.0315702j -0.0220627+0.0344747j 0.0169491-0.0173686j 0.0918831-0.00459457j -0.0428731+0.0466436j 0.0435012-0.0102825j -0.0436139-0.0522802j -0.0937267+0.132299j 0.0898624+0.0325384j 0.0805937-0.0704696j 
-0.0176403-0.0441646j 0.0428958-0.0596962j -0.0299498+0.0509737j -0.0527761-0.0473403j 0.0770587+0.0775106j 0.00462548+0.000870466j 0.0580033+0.114331j -0.0779831+0.00818147j -0.125045+0.143224j 0.210262+0.10634j -0.183856+0.0199011j 0.000693791-0.0401954j -0.0927357-0.00387368j 0.0824463-0.00877254j -0.0303629-0.0655733j 0.0700136+0.312221j -0.0562995+0.0815241j 0.0756493+0.111576j -0.0673154-0.047595j -0.0406245-0.0697292j 0.0793713-0.0742664j 0.0756674+0.0123069j -0.0146867-0.0308369j 0.0394941-0.00746591j -0.133345+0.0123484j 0.01696+0.0337572j -0.00393466+0.0790235j 0.0340598+0.0199963j 0.0484877+0.182447j 0.0206147+0.127308j -0.133363+7.96481e-14j -0.114524+0.0291591j -0.0519803-0.0204185j -0.0813608+0.0419767j 0.00655498+0.0642315j 0.0815985+0.0554191j -0.0198381+0.0994564j 0.00376729-0.00584013j -0.0278115-0.0259444j 0.0568619+0.0763578j 0.00489381-0.0121914j -0.00320521+0.0061205j -0.0071553+0.0451653j 0.0305709+0.0601126j 0.0171586+0.0494996j 0.0153859-0.000992745j 0.0345759+0.0190177j 0.0301074+0.0317785j 0.000921792+0.0607772j -0.0212339+0.0219947j -0.0202654-0.0723259j -0.0108408+0.0261477j 0.036744+0.0330952j -0.0096963-0.0207654j 0.0221317-0.00649429j 0.0976031-0.000226151j 0.0125437-0.00656522j 0.0997738-0.0577511j -0.0316934+0.0230557j -0.0401033-0.00205353j -0.0477903-0.0611548j 0.0388035-0.0253935j -0.00275114-0.0491984j 0.03672+0.00577984j 0.0891416+0.0177533j -0.0676234-0.00140295j -0.0383872+0.0869905j -0.0210831-0.0418384j -0.0210159-0.0170923j 
-0.0574616+0.0312216j -0.0180651-0.0696507j 0.00821327-0.0192499j 0.0559924+0.0313366j 0.0366085+0.00881172j 0.0931635-0.100691j -0.0683719+0.0392752j -0.0586538+0.0808108j 0.135887+0.0378276j 0.161542-0.162804j -0.0226972+0.114297j -0.12219-0.0577114j 0.0296645-0.0176037j -0.142054-0.113575j 0.02013+0.0487891j 0.00298375+0.0460673j -0.071873+0.00116173j 0.0105174+0.0478992j -0.0690607+0.0395574j -0.0826098-0.00513233j 0.0159214+0.075401j 0.0639849-0.0155778j 0.0261867+0.0933268j -0.0501051-0.0112563j 0.00730839-0.0299702j -0.136861+0.0884744j -0.0414733-0.0885185j 0.0602061-0.109414j -0.0374881-0.0736081j -0.0850034+0.0956203j -0.114524-0.0291591j -0.01657+9.4022e-15j 0.158612+0.0781932j 0.0535701+0.0544541j 0.00306394+0.0538453j 0.0121384+0.041209j 0.0643692-0.0103322j 0.0068701+0.0503246j -0.00437335-0.0173177j 0.0205777-0.00126033j 0.0188067-0.005002j 0.0211517-0.0412502j 0.0517114+0.0608676j 0.0319747+0.0501022j -0.0202417-0.000166932j 0.0696988+0.0396931j 0.0108043+0.0571107j -0.00826729-0.00837644j -0.0424104+0.0542749j -0.0399204+0.0214896j 0.0252473+0.0107138j -0.0697717-0.00774608j 0.0150868+0.0123397j 0.0271647+0.0204592j 0.0460252+0.00920943j -0.0455461+0.07133j -0.00389991-0.0466285j 0.0220772-0.0664101j 0.0169086+0.000745983j -0.00881761+0.00519459j -0.0266066+0.056961j 0.0674799+0.0227144j 0.0792083-0.0726912j 0.0457046+0.0116444j 0.00379049-0.0683339j 0.000555257-0.0456545j -0.0369503-0.0283206j -0.0207597-0.037799j -0.0244676-0.0242204j 
-0.00180307+0.0505345j -0.0198248-0.00475602j -0.0226393-0.0141061j -0.0215724-0.0187682j -0.0624993+0.0562678j -0.0347018-0.126823j 0.0865944-0.0316034j -0.105728+0.0998573j 0.0454655-0.157527j -0.122413-0.0277636j 0.134978-0.0367333j -0.0346543+0.0557747j -0.024939-0.0552498j 0.0388521-0.0249772j -0.175999-0.00448j 0.0584863-0.0292166j 0.0852199-0.100597j -0.0741352+0.0750154j -0.0852433-0.000122445j 0.024971+0.113419j 0.0776999+0.0596942j 0.0508334-0.0993648j -0.114541-0.0233015j 0.0122018-0.0432357j -0.13407+0.100386j 0.121809-0.0950064j -0.0655371-0.116901j 0.0379143-0.0401962j 0.00359192+0.0923177j -0.0447326+0.189159j -0.0519803+0.0204185j 0.158612-0.0781932j -0.09485+8.11851e-16j -0.0603874+0.00118254j 0.0254536-0.0249646j -0.0401416+0.017135j -0.130802+0.0352653j -0.00709235+0.0212176j 0.0142788-0.0619055j -0.0388058+0.0510681j -0.0276728+0.0147353j -0.0767092+0.0142179j -0.0794697+0.0557146j 0.113115-0.0423044j 0.0962888+0.0289223j -0.0427048+0.0596514j 0.000636546-0.0506759j 0.00531686+0.0434598j -0.023192-0.0190672j 0.103004-0.0202785j -0.0036524-0.0588173j 0.0467388-0.00423445j 0.00319123-0.00382056j -0.0831953+0.00387401j 0.0506366-0.0564974j 0.107193-0.0600441j 0.00576396-0.0750782j 0.058081-0.0986798j -0.028733-0.0376783j -0.0717108+0.0659423j -0.0857021-0.0762556j -0.128753-0.0548062j -0.0125251+0.050717j 0.0117389+0.0498249j 0.0543857+0.0511724j -0.0427146-0.118101j -0.0747885+0.107267j 0.009355-0.0137549j -0.0167942+0.0377752j 
0.00955199+0.0322372j -0.00908602+0.00535795j -0.0719228-0.00898269j -0.0685162-0.0414908j 0.0338306+0.0584029j -0.0936927+0.054846j 0.00991134-0.0624441j -0.104319-0.0786674j -0.145181-0.219322j -0.0548212+0.0885453j -0.0185214+0.0592603j 0.112794+0.0453846j -0.0106673-0.0462094j 0.0758086+0.0714065j -0.111194-0.0944379j 0.169393-0.0820771j 0.0250694-0.0113079j 0.0262823+0.0931148j 0.0559839+0.0208774j 0.0329691-0.0114372j 0.0648738+0.157633j -0.0159404+0.0459383j 0.066703-0.0261276j -0.0872917-0.111635j -0.0561158+0.0156373j 0.0673368+0.0178015j -0.129688+0.0903889j -0.0731984-0.0676826j 0.00447295-0.0907902j -0.00321753-0.0523329j -0.0813608-0.0419767j 0.0535701-0.0544541j -0.0603874-0.00118254j -0.0245578+5.6205e-16j -0.0158236+0.0250708j 0.0495611-0.071746j 0.0192202-0.0391832j 0.0223875-0.0262526j -0.077433+0.0230965j -0.00438129+0.0116338j 0.050087+0.0554516j 0.0502998+0.0105855j 0.0792755-0.00102736j -0.00178556+0.0585641j 0.0402871-0.0182954j 0.0404382+0.0448408j -0.0178331+0.0998252j -0.014896-0.044427j -0.0485167+0.0770971j -0.0287084+0.101991j -0.0507988+0.0943794j -0.059455+0.0824003j 0.00414151-0.0478103j 0.0437531-0.13392j 0.00061544+0.011522j 0.0577397+0.08122j -0.00962316+0.0659364j -0.0541104-0.0338897j -0.0148965-0.159032j 0.0649632+0.0572452j -0.0308238-0.000876654j 0.0349878+0.025177j 0.0550772-0.0213919j 0.129769-0.0344473j -0.12126-0.0443664j -0.0118781+0.0882908j 0.00145671+0.000522209j -0.0309401+0.0186823j -0.00393377-0.00845609j 
0.0292949+0.0240504j 0.0178334+0.0354222j -0.0369253-0.00841012j -0.0306949-0.0748861j 0.119209-0.0128804j -0.0234602-0.0337734j -0.0219679+0.0720386j -0.0253991-0.00824982j -0.0446893+0.0257695j 0.0511973+0.179633j -0.0908504-0.105678j 0.150502+0.046448j -0.164764-0.126646j 0.0420878+0.00251003j -0.0579241-0.10008j 0.10112+0.0872344j -0.0747333+0.0481917j 0.0287728+0.0340282j -0.00230972-0.0260312j 0.0165979+0.0193039j -0.0047393-0.000813666j -0.0661296+0.0407537j 0.00905228-0.00233716j -0.053922-0.0188144j -0.0230736-0.114798j 0.0447363+0.0930908j -0.00377172+0.045647j -0.000390987+0.0943978j 0.00553419-0.0267269j -0.13217+0.00849506j 0.00655498-0.0642315j 0.00306394-0.0538453j 0.0254536+0.0249646j -0.0158236-0.0250708j 0.00169876+1.01308e-15j -0.0134274+0.121403j -0.0118298+0.118543j 3.25709e-05+0.0372541j 0.0193592+0.00472641j 0.00591734+0.0296388j -0.0358401-0.0082193j -0.0551284-0.0593515j -0.0669486-0.0290232j 0.0178082-0.0245982j -0.00787145+0.00689288j -0.0798342+0.0739243j 0.0214405+0.0404662j -0.0462632-0.0417959j 0.0106577+0.0612485j -0.0720259-0.0478604j 0.057088-0.00566036j 0.0543883-0.0710265j 0.00761772+0.139961j 0.0571788+0.124541j 0.143904+0.0241138j -0.190288+0.124879j -0.0393823-0.155854j -0.0311459+0.157337j -0.00407576-0.03752j 0.0780515-0.0512632j -0.0699202+0.151522j -0.144943+0.00702959j 0.0853879+0.0482872j -0.0718699-0.0176764j -0.0712826-0.0384744j -0.0278706-0.0760274j -0.0795198-0.0359705j 0.025567-0.0317479j -0.0467165-0.0150735j 
0.0260035+0.0217457j 0.00260452+0.0112362j -0.0160345+0.0100913j 0.0276914+0.0538481j -0.0199466+0.0861666j 0.0692301-0.0929095j 0.0781536+0.0649393j -0.093582+0.0190836j 0.0650133+0.0494537j -0.00231605+0.0256994j -0.0190087-0.123566j -0.0125792+0.107039j -0.123646-0.085212j 0.0104778+0.0478827j -0.0580477+0.0455973j 0.0521719+0.0977231j -0.022871-0.0233317j -0.0169576-0.0600051j -0.00916001+0.0789037j -0.0986677-0.0226108j 0.0104258-0.105771j -0.0268458-0.0405605j -0.0234195-0.0998489j -0.0683486+0.0304178j -0.0473228-0.0349567j 0.02988+0.0270543j 0.00100346-0.0112303j 0.0732038-0.0345339j 0.0278158+0.0564315j 0.00765203+0.0922847j 0.0815985-0.0554191j 0.0121384-0.041209j -0.0401416-0.017135j 0.0495611+0.071746j -0.0134274-0.121403j 0.025477+5.56846e-15j -0.0128368+0.0851737j 0.0518-0.0640526j -0.0187695-0.102308j -0.0316079+0.0603343j -0.0106856-0.0595895j -0.000817682+0.0974881j 0.000630738+0.00456226j -0.0257171+0.0396903j -0.0223386-0.0572102j -0.0554965-0.0366636j -0.024955-0.0178875j 0.0013899+0.0108933j -0.0729141-0.0828351j 0.00255235-0.056009j -0.0387386-0.000751619j -0.0133993-0.0112605j -0.0131126-0.00587878j 0.0802123-0.0820721j -0.0361118+0.0459045j 0.0114822-0.0362935j 0.0326752+0.0908939j 0.11208+0.110404j -0.108389-0.00534051j -0.0231305-0.00387076j 0.00318816-0.0458211j 0.131923-0.058022j 0.0214625-0.0544323j -0.0169504+0.0469766j 0.0107257+0.00950157j -0.103163+0.19503j 0.106437+0.11655j -0.0259496+0.00971844j 0.0438032-0.020193j 
-0.0290488-0.0357947j -0.0135651-0.00343517j 0.0597261+0.0300169j -0.00751318+0.0525688j -0.0573057+0.0259834j 0.0695952-0.0979064j -0.00808971-0.00513747j -0.0134112+0.117282j -0.000799663+0.0624018j 0.00234475-0.160321j 0.0922201+0.0406114j -0.100399-0.0769457j 0.16667+0.0813926j 0.0166757-0.0575696j 0.0170226+0.0861945j -0.0891598-0.00666067j 0.0500903+0.11706j 0.0801852+0.00460091j -0.00408237+0.117142j -0.0111884+0.0444195j -0.0671219-0.187441j -0.0254077-0.0525623j 0.102848-0.0965456j -0.00108235-0.0715113j 0.0103585+0.0169452j 0.081607-0.0831661j -0.00250376+0.0345689j 0.107237-0.00982796j 0.0203903-0.0415341j -0.0432655+0.0746898j -0.0198381-0.0994564j 0.0643692+0.0103322j -0.130802-0.0352653j 0.0192202+0.0391832j -0.0118298-0.118543j -0.0128368-0.0851737j -0.0435785+1.0332e-14j 0.00195616-0.0336128j -0.0453987-0.0479229j 0.0353566+0.016786j -0.00342953-0.0151197j -0.0297872+0.0608888j -0.0103717+0.0840987j 0.0468296-0.0363413j 0.0268848-0.0408076j -0.0974393+0.0131206j 0.0543799+0.0354471j 0.00257313+0.0788265j -0.0933002-0.0091131j 0.138905-0.0212317j 0.0339596+0.119576j 0.0354184-0.0943698j -0.08007+0.0683821j 0.119555+0.0035442j 0.0915003-0.157744j -0.00410605-0.0211995j -0.0934898-0.0371586j 0.00349351+0.168771j -0.0161821-0.0289898j 0.0277138+0.0542366j 0.018342+0.0831615j -0.159875+0.00355016j -0.0110732+0.0589202j -0.0302215+0.0547992j -0.046049+0.167856j -0.142493+0.0423382j 0.0645345+0.076099j -0.039877+0.0710838j 0.0172503-0.0140085j 
0.00326279+0.00739762j 0.0165233+0.0149577j 0.0369458-0.0235347j 0.0475096-0.0516642j 0.0701885-0.05118j -0.0120946+0.0150702j 0.00108969+0.0764931j 0.11029+0.0831073j -0.0210535+0.162514j 0.000400646+0.100487j -0.0303677-0.070587j -0.0105714+0.0706063j -0.0480569-0.0629338j -0.0361906-0.0165339j -0.0663067-0.0672311j 0.0380548-0.0231455j -0.0206717+0.0404096j -0.0463482-0.0633842j 0.0768591+0.0223349j 0.161224-0.04604j 0.00425835-0.0464515j 0.0141545+0.0915059j 0.0304214+0.0020888j 0.00746512-0.0593464j 0.0569795+0.0471147j -0.00751921+0.0837296j 0.0628049+0.0104797j 0.0853195+0.117013j 0.00931101+0.00558887j -0.031134+0.075168j 0.00376729+0.00584013j 0.0068701-0.0503246j -0.00709235-0.0212176j 0.0223875+0.0262526j 3.25709e-05-0.0372541j 0.0518+0.0640526j 0.00195616+0.0336128j -0.0956415+3.66929e-14j 0.0374059+0.00842258j -0.0141377+0.0392319j -0.0508338+0.00570378j 0.0114476-0.0473318j 0.0683363+0.00279833j -0.00817408-0.0387778j 0.064066+0.0934252j -0.0737938-0.043549j 0.0251704-0.0595003j -0.0871854-0.0130311j 0.0432822+0.0160156j 0.0971803-0.0357569j 0.0262367+0.0574668j -0.21726-0.0121507j -0.0800246-0.120973j -0.126905+0.0014966j -0.0254421-0.0481157j 0.146608+0.0246316j -0.0905865+0.264601j 0.027976-0.134641j 0.0835939-0.174599j 0.0215905+0.0443649j 0.0816489+0.00847443j -0.0770359+0.0482276j 0.0179958-0.0518263j -0.00174668+0.0117364j 0.0141737-0.0233927j -0.0513948-0.111354j -0.0833256+0.0336894j 0.0446056+0.00695256j -0.0482331+0.0463977j 
0.00421383+0.0207113j -0.0207581-0.013559j -0.0242887+0.075211j 0.0255542+0.0277961j -0.0989024-0.0137615j 0.0077587-0.0331179j 0.0089847-0.00734312j 0.0666998+0.0829094j 0.0197575-0.0614102j -0.0597549-0.0712807j 0.109971+0.0151154j -0.0851382-0.098426j 0.0427656+0.0251201j -0.0122905-0.0907064j -0.0153259+0.108737j -0.107419-0.0288107j 0.0336631-0.0120597j 0.0670374-0.0250929j 0.048854+0.00892387j -0.0691786+0.0820905j 0.00510234-0.0966813j -0.0406756+0.0331949j -0.0410582+0.0363751j 0.0251992+0.00455239j -0.0106637+0.0121192j 0.0764805-0.0460614j -0.0437448+0.0739884j 0.072702-0.0412218j 0.00237834-0.0464601j -0.078813+0.0698303j -0.0278115+0.0259444j -0.00437335+0.0173177j 0.0142788+0.0619055j -0.077433-0.0230965j 0.0193592-0.00472641j -0.0187695+0.102308j -0.0453987+0.0479229j 0.0374059-0.00842258j 0.0393258-2.72005e-15j -0.0236273-0.0058169j -0.0359822+0.0263167j 0.0208924+0.0455807j -0.0607536-0.0609398j -0.0379115+0.0472723j 0.0786238-0.0415308j -0.0324077+0.0608096j -0.066761+0.0636537j 0.0177826+0.0358074j 0.258321+0.0779494j -0.0538363+0.127645j 0.0520302+0.0357555j -0.12933-0.0330637j 0.0123547-0.0139948j -0.0141931+0.114253j 0.0286494+0.238463j -0.0715136+0.119416j -0.0267123+0.275459j 0.0082936-0.128025j 0.0274258-0.0574396j 0.00105986-0.0677762j -0.0549302+0.131893j 0.037859+0.032788j 0.0411905+0.0609609j 0.0288696-0.0402747j -0.00390838-0.0764896j 0.00844748+0.0259338j -0.0460325+0.0207922j 0.00911645-0.0480268j -0.0235153-0.0166658j 
