-0.183428-2.22045e-16j 0.0642275+0.014706j 0.0422892+0.052442j 0.0588889+0.125104j -0.0302441+0.0101954j -0.000708882+0.0306181j 0.0120346+0.0932754j 0.0016943-0.0652454j -0.024752-0.0233312j 0.00986585+0.0193169j 0.0107847+0.0219737j 0.0318269-0.0177666j -0.0191689-0.0250532j 0.0209185-0.0262807j -0.0117653+0.00474354j -0.00881809-0.0156534j 0.0134831+0.0389497j 0.0205927+0.0328037j 0.0248145+0.0333674j 0.0444591+0.000215129j 0.0232574-0.01293j -0.0409675-0.0243308j -0.0113908+0.0130389j 0.0159169+0.00810683j 0.0329458+0.0190444j -0.0231799-0.0170331j 0.00536521+0.00109441j 0.00598684-0.0173472j -0.00924519+0.00551233j -0.0144229-0.0190368j -0.0176403+0.0441646j -0.0574616-0.0312216j -0.00180307-0.0505345j 0.00955199-0.0322372j 0.0292949-0.0240504j 0.0260035-0.0217457j -0.0290488+0.0357947j 0.00326279-0.00739762j 0.00421383-0.0207113j -0.00472654+0.0180771j -0.00590078+0.0243606j 0.000576548-0.0192741j 0.0312058-0.0315968j 0.0340403-0.0111673j -0.00686705+0.0218691j 0.0162521+0.0509271j 0.0306801-0.0239301j -0.00730837+0.00960555j -0.00676962-0.0384666j -0.05707+0.00114559j -0.0163878-0.037482j -0.0143838+0.0345058j -0.00500913-0.0316907j -0.0182841-0.0254983j -0.0308393+0.0109876j -0.0314161+0.0359913j 0.0193198-0.0320126j -0.00785073-0.00999798j -0.0550212+0.0277809j -0.031357+0.0075823j 0.0057012+0.0774898j 0.0651184-0.158951j 0.0925695+0.199541j -0.371771-0.0586025j 0.0305286-0.200848j -0.0428823+0.219238j 0.0161378+0.020264j -0.0209828+0.00655307j -0.213972-0.0868127j 
-0.0182841+0.0254983j -0.0484408+0.010369j -0.0604054-0.0124212j -0.0852436-0.0425704j -0.0117556-0.0595365j -0.107613-0.0080671j -0.0380986-0.140855j 0.056445-0.000904067j -0.0559922-0.0518282j -0.0232098+0.0324224j 0.0565133+0.00840877j -0.0552491-0.0412905j 0.000749123+0.0298216j 0.0325346-0.058299j -0.0301363-0.0726815j -0.0485218+0.00873975j 0.0342761-0.0690999j 0.0077314+0.0221236j -0.030409-0.0592611j 0.0253843-0.0192066j -0.00882161+0.000168238j 0.0188883+0.0300001j -0.0200687+0.0166685j -0.0319537-0.00454573j -0.0256832-0.0303319j -0.0148457+0.0473992j 0.00656196+0.0298846j -0.0325483-0.0448313j 0.0357151+0.0830956j -0.0875241-0.0332357j -0.0096963+0.0207654j 0.0271647-0.0204592j -0.0831953-0.00387401j 0.0437531+0.13392j 0.0571788-0.124541j 0.0802123+0.0820721j 0.119555-0.0035442j -0.126905-0.0014966j -0.0141931-0.114253j -0.0542026-0.164134j -0.193991-0.0108972j 0.145458-0.190681j -0.0270004+0.0580155j 0.163707+0.0517373j -0.0125321+0.101188j -0.0924625-0.111756j -0.0903529+0.0191891j 0.0879809+0.0501606j -0.140944+0.0454501j 0.0443644+0.0425193j 0.0418841+0.00394594j 0.0847372-0.0420687j 0.061751+0.107048j -0.0345441-1.249e-15j -0.019559-0.0621201j 0.0921445-0.0288268j 0.00603678+0.0723171j -0.050605+0.0143044j 0.0393293+0.072242j 0.00640217-0.0141517j 0.0261187+0.0258397j 0.00424929-0.070625j 0.036107+0.0157891j -0.0186643+0.0798582j 0.033848+0.0252662j 0.0246306-0.102918j 0.0234705+0.00438096j 0.0285809-0.0321192j -0.0219467-0.00959019j 
-0.0308393-0.0109876j -0.0431642-0.043069j -0.000102181-0.0581719j 0.0496306+0.0945063j -0.0533151+0.189068j -0.078293+0.0354932j 0.0345405-0.10225j -0.0582294-0.0642768j -0.0251138-0.0344006j -0.0474986+0.020855j -0.0516951+0.051134j -0.0331296+0.0213103j -0.0516064+0.118018j 0.0328304-0.0158547j -0.0110706+0.034219j -0.0274205-0.0681423j -0.0155493-0.0301756j -0.022218+0.00793282j 0.00928637-0.0161248j 0.0119618-0.0671089j 0.000755973+0.00728967j 0.00714434-0.0364639j 0.0163454-0.0220255j -0.0164724+0.0524709j 0.050647-0.0104829j -0.0899947+0.0676812j 0.0468854+0.0260402j 0.0395735+0.0128929j -0.0344595+0.0407539j 0.0375988+0.0598163j 0.0221317+0.00649429j 0.0460252-0.00920943j 0.0506366+0.0564974j 0.00061544-0.011522j 0.143904-0.0241138j -0.0361118-0.0459045j 0.0915003+0.157744j -0.0254421+0.0481157j 0.0286494-0.238463j 0.0222758-0.151172j 0.0147238-0.0938078j -0.232438-0.0349757j 0.0513345-0.0765848j 0.0118883-0.0375356j -0.125764+0.142032j -0.0864882-0.0877918j -0.0439041-0.110419j -0.0180389+0.186973j -0.0544613+0.130515j 0.00402286+0.0982561j 0.0311604-0.0195159j -0.0318093+0.031164j 0.0634959-0.0623389j -0.019559+0.0621201j -0.0224482-9.57567e-16j 0.0827604+0.0118096j -0.0918157-0.0697812j -0.0762915-0.0251905j 0.0464414-0.0732663j 0.0915816-0.01124j -0.0108416-0.0306589j 0.0586035+0.115134j -0.0641006+0.0556098j 0.0807928-0.0191975j -0.0285075-0.00774301j -0.0554583+0.0178533j -0.0344693+0.0165464j -0.00926118-0.0379043j 0.0191787-0.0558707j 
-0.0314161-0.0359913j -0.0258494-0.0311164j 0.0154184-0.0546247j 0.028768-0.0545635j 0.142572-0.0505675j 0.0430424+0.157357j -0.0997894+0.086251j -0.0632406-0.0684599j -0.021516-0.0201413j 0.000625717+0.0151645j 0.0167434+0.0241801j 0.0478598+0.0637758j 0.0523312-0.0127272j -0.112688-0.0421408j 0.00465842-0.0113299j 0.0172964-0.0666763j 0.00185615+0.0307566j 0.0223684-0.0317243j 0.00135327+0.0199524j -0.0180793+0.0274055j 0.0132029-0.0242039j -0.0277153-0.0158131j 0.00330627-0.0339161j 0.0523696+0.0299439j 0.0212529-0.00321626j 0.0425102+0.0291886j 0.0562187-0.0468968j -0.0498753+0.0342299j 0.0475034+0.0102355j 0.015072+0.0607462j 0.0976031+0.000226151j -0.0455461-0.07133j 0.107193+0.0600441j 0.0577397-0.08122j -0.190288-0.124879j 0.0114822+0.0362935j -0.00410605+0.0211995j 0.146608-0.0246316j -0.0715136-0.119416j -0.0517223+0.0103585j 0.109592+0.0194277j -0.0236665-0.0243415j -0.0314313+0.0167048j 0.0814251-0.0144194j 0.0648958-0.034453j -0.0372933+0.0365536j -0.110029-0.0968622j 0.0531314+0.0570355j 0.0288826+0.0605338j 0.0719974+0.0433432j -0.0147708+0.0046171j 0.0685913+0.0336186j -0.0122867+0.0140675j 0.0921445+0.0288268j 0.0827604-0.0118096j -0.000611445-2.69229e-15j -0.0221895+0.00429911j 0.0580586-0.0686225j 0.0471049+0.0185518j -0.107827-0.0651965j -0.041296+0.0314651j -0.0242734-0.00617861j 0.000866542+0.0918398j 0.0567125+0.0745742j -0.0387159+0.0187604j 0.0144313-0.0362754j -0.0207615-0.0160028j 0.0173284-0.00188235j 0.0245943-0.0613323j 
0.0193198+0.0320126j 0.00687306+0.0012128j -0.0400056+0.0350824j -0.0133752-0.00951838j -0.0313748-0.0498547j 0.00730261-0.0427371j 0.0524239+0.14149j 0.00704327-0.0610754j 0.027374+0.0220219j 0.0182927+0.0189973j -0.0470523-0.015963j -0.0227203+0.0158833j -0.026257-0.0419769j -0.0180864+0.0089536j -0.00668168-0.00274612j 0.0046948-0.0348679j -0.0104182-0.0361007j 0.0265252+0.0195721j 0.00531497-0.0195627j -0.0242025+0.033041j 0.0113219-0.0425611j 0.0359947-0.0158118j 0.0297063-0.0148509j 0.0157821-0.00908282j 0.0172387+0.0499404j -0.00490617-0.119236j 0.00580327+0.0227915j 0.0139912+0.0195195j -0.00869342-0.0737041j 0.00633791+0.0151046j 0.0125437+0.00656522j -0.00389991+0.0466285j 0.00576396+0.0750782j -0.00962316-0.0659364j -0.0393823+0.155854j 0.0326752-0.0908939j -0.0934898+0.0371586j -0.0905865-0.264601j -0.0267123-0.275459j -0.120235-0.20696j 0.064584-0.249172j -0.0930801-0.035435j 0.0144614+0.0440492j 0.0331428-0.032425j -0.212455+0.0500547j -0.108244-0.0260606j 0.0414996+0.145782j 0.0844805+0.0492779j -0.0326285-0.0145063j 0.010623+0.0347312j -0.110597+0.0852286j 0.0480367+0.0291722j 0.0784777-0.0188303j 0.00603678-0.0723171j -0.0918157+0.0697812j -0.0221895-0.00429911j 0.0324502-7.49401e-16j 0.0204067+0.0407115j -0.00931391-0.0532243j 4.68878e-05+0.0271426j -0.00987492-0.0343414j 0.0107993-0.025626j 0.0430098+0.0093736j 0.00836435+0.0153508j -0.0419626-0.0220868j -0.00814501+0.0680843j -0.0174455+0.0232471j 0.00630893-0.0222494j -0.014522+0.0125635j 
-0.00785073+0.00999798j -0.068667-0.0628645j -0.141314+0.0363475j -0.120406-0.076589j 0.0144768+0.130729j -0.0940425-0.0742208j 0.0380063+0.128795j -0.128077-0.00199937j -0.00214231+0.107238j -0.0488829+0.0820453j -0.0395207-0.0762654j -0.0409241+0.0801113j -0.00989217+0.0591138j -0.0581937-0.084615j -0.0318061+0.035676j -0.0565967+0.00222937j 0.0958218+0.0101531j 0.0393323+0.0374682j -0.00430616+0.0173182j -0.0101737-0.0098733j 0.00842316+0.0230805j -0.0293644-0.0470409j 0.0144562+0.00491405j 0.0376697+0.05201j 0.0337463+0.094438j -0.010172-0.0360791j 0.0496069+0.0328272j 0.062733+0.0345402j 0.0183789-0.0643673j 0.0614235-0.00200302j 0.0997738+0.0577511j 0.0220772+0.0664101j 0.058081+0.0986798j -0.0541104+0.0338897j -0.0311459-0.157337j 0.11208-0.110404j 0.00349351-0.168771j 0.027976+0.134641j 0.0082936+0.128025j -0.13699+0.0725227j 0.158547+0.116889j 0.234535-0.0997238j 0.0492986+0.0315207j 0.01942+0.0629172j 0.0574101+0.146131j -0.00228211-0.0551788j -0.0253436+0.0429584j -0.053533+0.149861j 0.0540687+0.0359055j -0.0948174-0.0490323j 0.0187702+0.0847766j -0.0693353+0.070946j -0.0562805-0.0848998j -0.050605-0.0143044j -0.0762915+0.0251905j 0.0580586+0.0686225j 0.0204067-0.0407115j -0.0238849+1.11022e-16j -0.0290008-0.0073803j 0.0396784+0.00413423j -0.0358976-0.0207988j 0.00569344-0.0795349j 0.0162927+0.0628323j -0.00447516+0.0363162j -0.0766689+0.0228233j -0.0100364+0.00436764j -0.0393593-0.0479251j 0.00494186-0.0878361j -0.015444-0.0322857j 
-0.0550212-0.0277809j -0.051047+0.0162213j -0.146403-0.0675593j 0.0838317-0.164826j -0.0298736+0.0208231j -0.0457688+0.0162836j 0.0989549-0.00896199j 0.118693+0.017505j 0.00878888-0.0379836j 0.0824505+0.0422916j 0.00210781-0.0546744j 0.0413308-0.0148648j -0.0256714+0.134254j 0.0615877+0.0126336j -0.0391082+0.00310982j 0.0197316+0.0102314j -0.000782564-0.0558167j -0.0158193+0.00367953j -0.0055104-0.0111765j 0.00830324-0.000753214j -0.0415595+0.00100048j -0.00689366+0.0137632j -0.00621679+0.0274794j -0.0189564-0.0403928j -0.0480916-0.0214156j -0.0362318-0.0545006j -0.0534031-0.0532348j -0.0456571-0.057899j 0.00393758-0.025886j -0.0725644-0.00708226j -0.0316934-0.0230557j 0.0169086-0.000745983j -0.028733+0.0376783j -0.0148965+0.159032j -0.00407576+0.03752j -0.108389+0.00534051j -0.0161821+0.0289898j 0.0835939+0.174599j 0.0274258+0.0574396j 0.0513997+0.0259673j -0.10746-0.116895j 0.141102-0.0144471j 0.0977435-0.0572825j -0.0404415+0.04031j 0.0884591+0.0356011j -0.0494168-0.198097j -0.111138+0.101841j 0.0180634+0.0167858j 0.0170435-0.0634741j 0.197223-0.0118562j -0.0740387-0.0244491j -0.0717464+0.050281j 0.0343088+0.0304799j 0.0393293-0.072242j 0.0464414+0.0732663j 0.0471049-0.0185518j -0.00931391+0.0532243j -0.0290008+0.0073803j -0.1176+2.47025e-15j -0.0406951+0.0085617j -0.104198+0.0256183j -0.0737178+0.0393953j 0.00829071-0.0395498j 0.0115159+0.0462774j 0.0587397+0.0169388j -0.0354803-0.0523523j 0.0412458+0.0595187j -0.00337405-0.0239309j -0.0263895-0.042138j 
-0.031357-0.0075823j -0.0954908-0.0713093j -0.159309+0.0733061j -0.101875-0.269677j 0.0724856+0.0939838j 0.0658245-0.024027j 0.077474-0.0215564j 0.0648723+0.0650043j -0.0424669+0.0523332j 0.00470929-0.0348874j -0.0214342-0.0594171j -0.0116422+0.033291j 0.0130016-0.035845j -0.0564101-0.106873j -0.00920032+0.063404j -0.0494418-0.0156068j 0.0689494+0.0192642j 0.031478-0.00782786j 0.0484064-0.0416608j 0.0570466-0.00265081j -0.0388638+0.0172904j -0.0226157+0.0244756j -0.00829344-0.0154085j -0.0366855+0.0455986j -0.0309548+0.0130619j -0.0106992+0.0643161j -0.0904803+0.00656188j -0.0537634+0.0200682j -0.0324136+0.00608666j 0.0106203+0.0315702j -0.0401033+0.00205353j -0.00881761-0.00519459j -0.0717108-0.0659423j 0.0649632-0.0572452j 0.0780515+0.0512632j -0.0231305+0.00387076j 0.0277138-0.0542366j 0.0215905-0.0443649j 0.00105986+0.0677762j 0.0404147-0.180125j -0.0633624+0.0308109j 0.0386844+0.177934j -0.158127-0.127877j 0.0444999+0.04667j -0.0656608-0.10412j 0.0511064+0.0677443j -0.0404467-0.00875254j -0.0467014+0.103548j 0.035909+0.0169107j -0.0663134+0.0835555j 0.0762606+0.0526527j 0.00935367+0.0319139j -0.00565936+0.00229684j 0.00640217+0.0141517j 0.0915816+0.01124j -0.107827+0.0651965j 4.68878e-05-0.0271426j 0.0396784-0.00413423j -0.0406951-0.0085617j 0.12165+4.97519e-15j 0.0564527+0.0403332j -0.0383751-0.0572607j -0.0529971-0.0087375j 0.0752635+0.0249754j 0.019003+0.0908269j 0.00958718-0.0772461j 0.00510459-0.0202918j 0.00193819-0.0110911j 0.0229964-0.0348368j 
0.0057012-0.0774898j 0.0071146+0.0591319j 0.0548126-0.0395078j 0.00939487-0.0624292j 0.10411-0.140149j 0.0334099+0.0598175j -0.115902-0.022181j 0.098065-0.0300629j 0.00941882+0.0112442j 0.00805278+0.0113306j 0.0363686+0.0830803j -0.00597458+0.0392924j 0.0124004+0.0280438j 0.00205624-0.0136597j -0.0105139-0.0574169j 0.0462114+0.04398j 0.0125559-0.0429287j -0.0660927-0.0263344j -0.0184513-0.0253012j -0.0131242-0.0285422j 0.00546149-0.0240779j 0.04452+0.00575783j -0.0317067-0.0294074j -0.00966435-0.039307j -0.0549948-0.0570416j 0.106225+0.0159116j 0.0149112-0.0103184j -0.0212582-0.0572102j 0.089791+0.0552031j -0.0220627-0.0344747j -0.0477903+0.0611548j -0.0266066-0.056961j -0.0857021+0.0762556j -0.0308238+0.000876654j -0.0699202-0.151522j 0.00318816+0.0458211j 0.018342-0.0831615j 0.0816489-0.00847443j -0.0549302-0.131893j 0.00720517+0.013563j 0.0768135-0.0977384j 0.165827+0.0861756j 0.106431+0.106891j -0.0258224+0.116241j -0.0431121-0.0651809j 0.0108197-0.00819291j 0.0716108-0.0603183j 0.0382461-0.00405184j -0.0638536+0.12104j 0.106303+0.082788j 0.0433222+0.000822588j -0.0198986+0.105226j 0.00921189+0.0468066j 0.0261187-0.0258397j -0.0108416+0.0306589j -0.041296-0.0314651j -0.00987492+0.0343414j -0.0358976+0.0207988j -0.104198-0.0256183j 0.0564527-0.0403332j -0.0448888+5.68989e-16j -0.00122378+0.0170751j -0.00696761-0.0354774j -0.00880483-0.0481433j 0.0324737-0.00799742j 0.00466934+0.0506692j 0.0932305+0.0948954j -0.0636654+0.0503438j -0.00254264+0.0630335j 
0.0651184+0.158951j -0.0708827+0.0110016j -0.129844-0.36724j 0.202555-0.000220692j 0.161872-0.0219153j 0.0511692+0.100715j 0.0773677+0.0237023j -0.0458258-0.00987656j 0.0206402+0.0206509j 0.0124539-0.010772j -0.0586566+0.0052252j -0.0722032-0.0540264j -0.0606571+0.00121223j -0.0870113-0.0307806j -0.122695-0.0874443j -0.0657175-0.104639j 0.0854483+0.0674705j 0.143532+0.0901903j 0.0333425+0.035675j -0.00795254-0.00305383j 0.0329615-0.0209413j -0.0125877-0.0224555j 0.0729553+0.0429813j 0.0998247+0.0142497j 0.0553248+0.00712713j 0.017404-0.0522073j -0.046589-0.0194485j 0.0554061-0.014443j -0.0664343-0.00548297j 0.0169491+0.0173686j 0.0388035+0.0253935j 0.0674799-0.0227144j -0.128753+0.0548062j 0.0349878-0.025177j -0.144943-0.00702959j 0.131923+0.058022j -0.159875-0.00355016j -0.0770359-0.0482276j 0.037859-0.032788j -0.0723257-0.0127862j -0.0568247+0.018395j 0.076415+0.0104381j 0.0293431+0.0598644j 0.0747437+0.0804402j -0.0113939-0.0372232j -0.029534-0.086169j 0.0666521+0.00139604j 0.0139951-0.0390821j -0.0359746+0.0272854j 0.0749316-0.124353j -0.0317752-0.0700422j 0.00954401+0.0536291j 0.0371398-0.0117499j 0.00424929+0.070625j 0.0586035-0.115134j -0.0242734+0.00617861j 0.0107993+0.025626j 0.00569344+0.0795349j -0.0737178-0.0393953j -0.0383751+0.0572607j -0.00122378-0.0170751j 0.0649559-6.43929e-15j 0.000950458-0.0672315j -0.0852476-0.0260816j 0.0288449-0.0343453j -0.0686048-0.0473405j 0.0207353-0.127733j 0.0203583-0.0802477j -0.00320163+0.0298703j 
0.0925695-0.199541j 0.298755+0.0478384j 0.00310405+0.0468224j -0.0191542-0.172253j 0.121088+0.101156j -0.012486-0.0604293j 0.0566267+0.172286j -0.0852449-0.0870688j 0.0427225-0.0289237j -0.0432725-0.0198699j -0.176053-0.0814671j 0.00873379-0.0278192j 0.0293447+0.0299593j -0.0256177-0.140455j 0.00753043-0.00972047j -0.0517927-0.0555098j 0.0250865+0.120728j 0.075901+0.0522334j 0.0456519+0.0227235j 0.018311+0.0395792j -0.0195523+0.0211154j -0.0390684-0.0165716j 0.023036+0.01377j 0.056775+0.000971781j 0.0704712+0.0493383j -0.087958-0.0362289j -0.0328289-0.0236167j 0.067681+0.0398719j -0.109737-0.0645998j 0.0918831+0.00459457j -0.00275114+0.0491984j 0.0792083+0.0726912j -0.0125251-0.050717j 0.0550772+0.0213919j 0.0853879-0.0482872j 0.0214625+0.0544323j -0.0110732-0.0589202j 0.0179958+0.0518263j 0.0411905-0.0609609j -0.0355599-0.223319j -0.0336263+0.133333j -0.035477+0.115239j -0.0906533-0.0656157j 0.118431+0.0996938j 0.0229313-0.0440636j 0.0128844+0.0730052j 0.0232288+0.0180424j 0.0556678+0.0307752j -0.0243988-0.0464822j -0.0158097+0.0349737j -0.00753535+0.0614157j -0.0299224-0.0446507j 0.0265892-0.0375409j 0.036107-0.0157891j -0.0641006-0.0556098j 0.000866542-0.0918398j 0.0430098-0.0093736j 0.0162927-0.0628323j 0.00829071+0.0395498j -0.0529971+0.0087375j -0.00696761+0.0354774j 0.000950458+0.0672315j 0.0223939+5.55112e-16j -0.080725-0.00762919j 0.0238411-0.0319103j 0.0186163+0.0182812j 0.0457278+0.0399485j 0.00121998+0.066847j 0.0358455+0.114573j 
-0.371771+0.0586025j 0.0823483-0.337698j -0.0830527+0.0643726j 0.0941117+0.0428972j 0.0186681+0.0788147j 0.0282076-0.151167j -0.000357076-0.0222579j 0.0702738+0.036059j -0.0515176+0.020098j 0.0282919+0.0978556j -0.013531-0.0540391j -0.0274136-0.0134834j 0.0412892-0.0114515j -0.0256887-0.0584615j -0.0331813+0.0850755j -0.0111401+0.0276576j -0.0442974-0.0274029j 0.0571489+0.00987654j -0.0123608+0.00624739j -0.0513005+0.0345879j -0.00875224+0.0064559j -0.00262583-0.00741911j -0.00470502+0.0483906j 0.0129882-0.00331678j -0.0261422+0.0485318j -0.0215968-0.0337795j -0.00993031+0.0087536j -0.0358639-0.0335027j 0.0068158-0.0309501j -0.0428731-0.0466436j 0.03672-0.00577984j 0.0457046-0.0116444j 0.0117389-0.0498249j 0.129769+0.0344473j -0.0718699+0.0176764j -0.0169504-0.0469766j -0.0302215-0.0547992j -0.00174668-0.0117364j 0.0288696+0.0402747j -0.0292524-0.0793577j -0.0632421-0.0172833j -0.0866594-0.0925591j 0.0520503-0.143379j 0.0983777-0.0855364j 0.09228-0.0227216j -0.0332884-0.0253904j -0.101515+0.0120804j 0.103736-0.0220141j -0.0204829+0.0130546j -0.000341334+0.0388624j 0.01959-0.023375j -0.0173463+0.0855252j 0.0571317-0.0356205j -0.0186643-0.0798582j 0.0807928+0.0191975j 0.0567125-0.0745742j 0.00836435-0.0153508j -0.00447516-0.0363162j 0.0115159-0.0462774j 0.0752635-0.0249754j -0.00880483+0.0481433j -0.0852476+0.0260816j -0.080725+0.00762919j -0.0812218+1.33227e-15j 0.110017+0.00053265j -0.0373625-0.0335077j -0.0829866-0.0374281j 0.0533747+0.0546113j -0.00863998-0.0328073j 
0.0305286+0.200848j -0.156238+0.13895j -0.0718936+0.0283247j -0.0828406+0.00603332j -0.0603558+0.104095j 0.0125132-0.0575815j 0.0779079+0.0624019j -0.200645-0.0288113j 0.0349171+0.0609385j -0.0108008+0.00215486j -0.046967-0.117608j 0.0410685-0.00702759j -0.0458133+0.00724515j -0.0307-0.0235136j -0.0364963+0.00513225j -0.0571101-0.0589351j 0.0544399-0.0319381j -0.0258847+0.0614972j 0.0387932-0.017026j 0.00608231+0.0214821j -0.0145509+0.00327692j -0.0505862-0.00724754j -0.0280335+0.0528557j 0.0194763+0.0174634j 0.0417247+0.0570831j -0.0413271-0.104005j 0.0301403-0.0458114j 0.0611795+0.0399703j -0.0187949-0.118589j 0.0435012+0.0102825j 0.0891416-0.0177533j 0.00379049+0.0683339j 0.0543857-0.0511724j -0.12126+0.0443664j -0.0712826+0.0384744j 0.0107257-0.00950157j -0.046049-0.167856j 0.0141737+0.0233927j -0.00390838+0.0764896j -0.0200298+0.0223324j 0.00169482-0.154569j 0.0558031+0.0348619j 0.120068-0.0383468j -0.0447233+0.142971j -0.0353701+0.0197622j 0.0815725-0.0422728j -0.0205456+0.053083j 0.0194838+0.007943j 0.0399598+0.044182j -0.0273407+0.0867344j 0.03166+0.0779115j -0.0202376-0.0364272j -0.0246735-0.0133775j 0.033848-0.0252662j -0.0285075+0.00774301j -0.0387159-0.0187604j -0.0419626+0.0220868j -0.0766689-0.0228233j 0.0587397-0.0169388j 0.019003-0.0908269j 0.0324737+0.00799742j 0.0288449+0.0343453j 0.0238411+0.0319103j 0.110017-0.00053265j 0.0929987+1.44329e-15j -0.0881327-0.0236055j 0.063158+0.0940834j 0.00364428+0.0483254j -0.0303888+0.0361558j 
-0.0428823-0.219238j 0.0410265+0.00463313j 0.0338459-0.0363888j 0.087428-0.123085j 0.0831074+0.0206912j 0.0576967+0.0177067j 0.0947265+0.144982j 0.171125-0.0219332j 0.0496709+0.0201384j 0.030104-0.00729176j 0.00117031-0.0729794j 0.0407057+0.142225j -0.0612492+0.0330958j -0.0300701-0.00776188j 0.022371+0.0308407j 0.0490419+0.00835353j -0.0268828+0.0239523j -0.00600746-0.0360503j -0.0149381+0.0329372j 0.00196464+0.0158939j 0.0261564-0.0553108j 0.0326684-0.0253679j 0.0224738-0.018064j 0.0172399+0.0208538j -0.0116005+0.0381474j 0.0354042-0.0782418j -0.0555107-0.041593j -0.0167493+0.0102586j -0.030318-0.103477j -0.0436139+0.0522802j -0.0676234+0.00140295j 0.000555257+0.0456545j -0.0427146+0.118101j -0.0118781-0.0882908j -0.0278706+0.0760274j -0.103163-0.19503j -0.142493-0.0423382j -0.0513948+0.111354j 0.00844748-0.0259338j -0.0301792-0.00509363j 0.0398011+0.0894697j -0.0502457+0.0314674j 0.0107931+0.0356965j -0.0289835-0.0478007j 0.0195471-0.0125015j -0.020008-0.0176683j 0.0600946+0.0518581j 0.0341874+0.0366913j 0.027496+0.0459275j 0.0743161+0.127912j 0.0192886+0.0101607j 0.0112235+0.0330641j -0.0166505-0.0501621j 0.0246306+0.102918j -0.0554583-0.0178533j 0.0144313+0.0362754j -0.00814501-0.0680843j -0.0100364-0.00436764j -0.0354803+0.0523523j 0.00958718+0.0772461j 0.00466934-0.0506692j -0.0686048+0.0473405j 0.0186163-0.0182812j -0.0373625+0.0335077j -0.0881327+0.0236055j 0.0547804-2.08167e-16j -0.0899751-0.0429093j -0.0123062-0.031528j -0.066002-0.131446j 
0.0161378-0.020264j -0.0658475-0.12898j 0.0340513+0.123126j -0.037331+0.0227233j -0.0546667+0.0514453j 0.0319897-0.0769971j 0.0335607+0.0817188j 0.106815+0.267919j -0.0884968+0.00773733j -0.00547264+0.131037j 0.128081+0.0259853j -0.0617446+0.0362649j -0.0651121-0.0484113j 0.00339466-0.00682965j -0.0122254+0.0495668j 0.00639352+0.023073j 0.0138329-0.0131427j -0.0277764-0.0251484j -0.00521664-0.0511752j 0.0791945+0.0494112j 0.00586508-0.00346609j 0.0116206+0.0480362j -0.0431375+0.0329362j -0.0685485-0.0392441j -0.0572919-0.0153679j 0.0463846-0.00259099j -0.0377156-0.00791995j -0.0256075-0.051078j 0.0513536-0.0100739j -0.0937267-0.132299j -0.0383872-0.0869905j -0.0369503+0.0283206j -0.0747885-0.107267j 0.00145671-0.000522209j -0.0795198+0.0359705j 0.106437-0.11655j 0.0645345-0.076099j -0.0833256-0.0336894j -0.0460325-0.0207922j 0.0818624+0.00989637j -0.0230758+0.0657976j 0.0509029+0.0185706j -0.00121156-0.0522138j 0.00556445+0.0379511j -0.00235798+0.0187405j 0.0238677-0.00638666j -0.00735228-0.00167016j 0.0187689-0.0241125j -0.029799+0.0080598j 0.0132734+0.11027j -0.00759562+0.0359639j -0.0103719+0.022365j -0.0284087-0.0798667j 0.0234705-0.00438096j -0.0344693-0.0165464j -0.0207615+0.0160028j -0.0174455-0.0232471j -0.0393593+0.0479251j 0.0412458-0.0595187j 0.00510459+0.0202918j 0.0932305-0.0948954j 0.0207353+0.127733j 0.0457278-0.0399485j -0.0829866+0.0374281j 0.063158-0.0940834j -0.0899751+0.0429093j 0.0618186+2.35922e-16j -0.103133-0.123927j 0.0268896+0.0340314j 
