0.00956069+8.67362e-18j -0.00582758-2.14973e-05j -0.00653778-0.000344943j 0.00400812-0.000684572j -0.00314325-0.000357565j -0.00799136+6.14688e-05j 0.00164907-0.000220584j -0.00397573-0.000656071j -0.00266434+0.000171944j -0.00677522-4.36355e-05j 0.00404571+6.5549e-05j 0.00689301+0.000134972j 0.000441208+0.000487286j -0.00195614-0.000662235j 0.00569215+0.000178821j -1.74507e-05-1.98254e-05j 0.0061516+0.000192427j -0.00486426+8.57143e-05j -0.000341403-6.96841e-05j -0.00188963-0.000100998j 0.00501769+0.000475269j -0.00309721+3.23368e-05j 0.00270132-0.000485344j -0.00103705+0.000207684j -0.00142345-0.000113334j 0.00141386-0.000257763j -0.00452109-0.000371537j 0.00098927+0.000262099j -0.000268091+0.00025447j -0.00475311+0.000169575j 0.000908594+0.000369266j 0.00125254-0.000402338j -0.0019023-0.000377749j 0.00847388-0.000453484j 0.00271905-0.000109857j -0.00592206+4.02145e-05j -0.00111472+0.000116974j -0.000988476+0.000260651j -0.0014057-2.62985e-05j -0.00673789-0.000246966j -0.00989541+0.000216551j -0.00530662+0.000286482j -0.007761+8.8928e-06j -0.00132073+0.000132664j -0.00581351-0.000165125j 0.00471027-0.000201188j -0.0145324+3.59244e-05j 0.0054825+9.06866e-05j -0.00360696-0.000171337j 0.00773417+0.000237836j 0.00587315-0.000327646j -0.0050306-9.39106e-05j -0.00893545-0.000292191j -0.0053051-0.00010064j -0.00890721+0.000242224j -0.00369115-1.42295e-05j -0.00515565+3.68016e-05j -0.00564451-7.15306e-05j -0.00733723+0.000132327j 0.0082056-0.000587274j -0.00361107+0.0002477j -0.00646124-0.000991916j -0.00765512+0.000426807j -0.00856343+0.000983323j 0.0258316+0.000620942j 0.0107404+0.000569134j 0.0839318+0.00295559j -0.0454272+0.00606608j 7.2106e-08+0.000639835j -0.871587+0.00498876j 
0.00141386+0.000257763j -0.00119499-1.41718e-05j 0.000342182+0.000276982j 0.00293302-0.000291151j 0.000302361-0.000136491j 0.00737385+0.000144506j 0.0185931-0.00029412j -0.00168622+0.000654882j 0.00402948+0.000372826j 0.0431667+0.000522694j -0.0259169+5.52686e-05j -0.0129156-0.000148409j 0.00163458+0.000173295j 0.0163632+0.000258507j -0.0197854+0.000129313j 0.0956969+0.000304996j 0.019691-0.000740879j 0.00963106+0.000600268j 0.0027755-0.000893809j -0.0934063-7.83146e-05j 0.171445-0.000196188j 0.0661267-0.000186806j -0.201363-0.0007317j 0.0218374+0.000760655j -0.122971+0.000174833j 0.193225+2.28658e-16j -0.00581868+0.000218083j -0.0924389+8.70383e-05j -0.0960777+0.000135398j 0.0754333-0.000517735j 0.123321+0.000110547j -0.0844302-0.000119592j 0.208902-5.2166e-05j -0.142195+0.00111287j 0.0864795-0.00073195j -0.162828-0.000737045j 0.143913-0.000127778j 0.263682-0.000791271j 0.390936-0.000214692j 0.0314608+0.00034357j -0.251525+0.000189647j 0.145856-0.000515577j -0.208397+0.000142002j 0.256558-0.000952324j 0.118612-0.000699353j 0.219016-1.01697e-05j 0.0952345-0.000456107j -0.110923+0.00109578j -0.0778499-0.000379913j 0.0095979-0.000384247j 0.167742-0.00139421j 0.104204-0.000551063j 0.00020308+0.000520862j -0.155456+0.000782882j 0.0242478-7.55107e-06j 0.0322212-0.00047778j 0.00551173+0.000390528j 0.103029-0.000411418j -0.041563+0.00108255j 0.0417443+0.000810452j -0.0640498-0.000229662j -0.0573775+3.68255e-05j 0.0153114-0.0013159j -0.00661922+4.01212e-05j 0.00226909+0.000176962j 0.00335665-0.001151j -0.0141001+0.000416278j -0.00288579-0.00100104j -0.00199446-0.0003254j -0.00284748+3.73466e-07j 
-0.00452109+0.000371537j -0.000131196+0.000185118j -0.000415152+0.000415397j 0.000335441+3.51759e-05j 0.0158827-0.000216786j 0.040001-6.08075e-05j -0.0427033+7.72974e-05j 0.00853941-0.000587459j -0.068376-0.00020918j -0.0550697+0.000103573j 0.0347511-9.98181e-05j -0.0200102+0.000717943j -0.0484833-0.000107447j -0.0196899-0.000556957j 0.0399612-0.000457598j -0.0165215-0.000777433j -0.0490383-0.000121881j -0.0342253-0.000614626j -0.0803345-0.00128807j 0.10507+0.000323741j -0.0517831-0.000802844j -0.0260767+0.000424736j 0.0634532+0.000314847j 0.0162289-0.000465426j -0.130842+0.000635701j -0.00581868-0.000218083j 0.214657+1.62547e-14j -0.221006+0.000244278j 0.241057+0.000215355j -0.30513-0.000774538j 0.0117056+0.00165304j -0.037061+0.000682527j -0.170757+0.00140148j 0.0762365+0.00179466j -0.0971571+0.000416516j -0.293446+0.000835746j 0.0904981+0.000509964j 0.0038168+0.00129781j -0.057229+0.00150839j -0.0547428+1.28579e-05j 0.210602-0.000410778j 0.365832-0.000311085j -0.309003-0.000438159j 0.0996767-0.000758529j 0.0695152+0.000931881j 0.0640484-0.00144791j -0.0909065-0.000418765j 0.0563881-0.000581183j -0.0403967-0.000173724j 0.0337777-0.000829654j -0.174868+0.000716397j 0.101014+0.000219559j 0.103423-0.000420368j -0.122636-0.00046311j 0.0374153-0.000116651j -0.133884+0.000828547j 0.0848363+0.00145059j -0.0226112+0.00115714j 0.0738221-0.00044266j -0.0524432-0.000972367j 0.0683682+4.72077e-05j 0.0546087+3.04244e-05j -0.04918+0.000385379j 0.010189-0.000886482j 0.00714359-0.000106457j -0.0108313+0.00129682j -0.00101595-0.00057481j 0.00676555-1.11825e-05j 0.0048883+0.000308651j -0.0055859-0.000134105j 
0.00098927-0.000262099j -0.00542427-2.74331e-05j -0.0238045-1.21859e-06j 0.00923984+2.26506e-05j 0.00150882-0.000397069j -0.0290786-0.000392431j 0.0354774+0.000478571j 0.0582718+0.00017387j 0.0398577-0.000664983j 0.0132484+0.000150687j -0.00898484-2.55641e-05j 0.043861+0.000257312j 0.104916-0.000413645j -0.00318441-0.000459167j -0.0739889-0.000687132j -0.0584965-0.000950743j 0.0435028+0.000391855j 0.174996-0.000280256j -0.192584+0.000196589j -0.137893-7.48999e-05j -0.0471082-0.000162641j 0.18272+0.00115536j 0.103249-6.62269e-05j 0.0325666-0.000121066j -0.136621-3.74279e-05j -0.0924389-8.70383e-05j -0.221006-0.000244278j -0.393253+3.1782e-14j 0.224132-0.000676247j 0.0744545-0.000332376j -0.248915+0.00028066j 0.162957-0.000173819j 0.241271+0.000347732j -0.0537346-0.000221703j -0.0772685+0.000450198j 0.0359098-0.00100543j 0.0428024-0.000242528j -0.00171285-0.000464909j -0.0698813-0.000556385j 0.0473521-0.000477036j -0.121508+0.00108952j -0.0758939+0.000765535j -0.270764+2.6873e-06j -0.196555+0.00118917j 0.166361-0.000111799j -0.266193-0.000164682j -0.0353315+0.000210265j -0.0956939-0.000283574j -0.068716+0.000142551j -0.090251-0.000595005j 0.0850166-0.000492359j -0.0276648+0.000110682j -0.0189374-4.59577e-05j 0.037004-0.000401712j 0.0980847-0.000683127j -0.0386692-0.000445682j -0.0223282+0.00037314j -0.025418+0.00048096j 0.0148303-0.000226248j 0.0402994-0.00114857j -0.0561889+0.00079038j 0.00793196-0.000225905j -0.0134507+0.000185041j 0.00643583-0.000772928j -0.0197903+0.000378421j -0.00523063+0.000220458j -0.0026256-9.64155e-05j -0.00024394+0.000324815j 0.000814561+0.000101564j 0.0045736+0.000262757j 
-0.000268091-0.00025447j 0.00517106-0.00019616j 0.00787282-3.91617e-05j 0.00611365+0.000860531j 0.00572129+0.000448803j 0.043366-0.000156043j -0.0546602+0.000551627j -0.00651945-0.00080445j -0.0215667-0.000635815j -0.0337641-0.00116357j 0.0731422+0.000146895j 0.015498+5.61389e-05j -0.0330558-0.000156084j -0.0648575-0.000625047j 0.105842-0.000705424j -0.0720994+0.000601369j -0.028132+0.000650654j 0.0363644-0.000321102j -0.219493+0.000430564j 0.0152536+0.000810327j 0.0242881+0.000734913j 0.0155444+0.000714074j 0.106225+0.000175516j -0.0355268-5.98267e-05j -0.0384504-0.00100427j -0.0960777-0.000135398j 0.241057-0.000215355j 0.224132+0.000676247j -0.191878+3.50539e-15j 0.00934573-5.52304e-06j -0.0218714+0.000967837j 0.139619-0.000280678j -0.00887753-0.000645874j 0.134734-0.000408133j 0.202335+0.000530448j 0.136916-0.000536226j -0.129406+0.000240798j -0.0423419+0.000244594j 0.137981-0.00128974j 0.0524038-0.000843981j -0.332385-0.000268962j 0.0687409+0.000316641j -0.298572-0.000809102j -0.0743282+0.000533375j -0.185214+0.00116461j 0.067483+0.000537135j -0.22275-0.000803232j 0.106697-0.0006378j -0.0779137+0.0002125j -0.240075+0.000714657j 0.0125696+0.000212985j -0.159323+0.000747179j 0.120631-0.00131276j -0.0517406-0.000429359j 0.0385844+6.95287e-05j -0.22384+0.000145953j -0.0355982+0.000682309j -0.0274686-0.000629213j -0.0164399+0.000174931j 0.0308534-0.000764691j 0.0132575-5.29704e-05j 0.0278439+0.000357725j 0.0154046+0.00196536j 0.00834159+0.000354656j -0.0493938-0.000467508j -0.00533095+0.000430443j -0.00327712-0.000292569j 0.00403774+0.00136737j 0.0101036+0.000593714j 0.0191611+0.00024074j 
-0.00475311-0.000169575j -0.00806977+0.000147572j -0.00484235+5.83749e-05j 0.000649316-7.65803e-05j 0.00780298+0.00056903j 0.022001-0.00050489j -0.0061605-0.000244051j 0.00915252+0.000154995j 0.0380102+0.000282224j 0.0284915-0.000301226j 0.0260381+0.000222526j 0.0358287+0.00024845j 0.0303347+0.000163022j -0.0125112+0.000366549j -0.0206231-0.000319523j -0.0743402+0.000563984j -0.0320452-0.000585269j 0.116191+0.00032016j -0.0644628+0.000245657j -0.141165-0.000844769j 0.106974-0.000113873j 0.143068-0.000383867j 0.150605+0.000451718j -0.241566-0.000328667j -0.00578777+0.000721856j 0.0754333+0.000517735j -0.30513+0.000774538j 0.0744545+0.000332376j 0.00934573+5.52304e-06j 0.0178345-2.33103e-16j 0.201329-0.000953858j -0.0169355+0.000246105j -0.254875-0.000648968j 0.0222128+0.000498425j 0.116885-0.00114403j 0.364494-0.00170077j -0.0369583+0.00102931j 0.0576486-0.000969475j 0.187242-0.000675792j -0.236675+0.000532953j 0.270566-0.000574788j 0.0324516+0.000263763j -0.271966-0.00019943j -0.031128-0.000642573j -0.0351166+0.000294848j -0.0317047+0.000430732j 0.00442858-0.000215037j -0.0898084+0.00010511j -0.00562794+0.000462903j 0.194041-0.00164027j -0.0232704-0.000234587j 0.136281-0.000167656j 0.0743036+0.000222466j -0.011412+0.00133209j -0.16909+0.0012292j -0.0204081-0.000410407j 0.0432933+0.000234705j -0.082702-0.000191033j -0.0287237+0.000491456j -0.0661327+0.00121899j 0.0451888+0.00136242j -0.0422838+0.000207445j -0.0279178-0.000192809j -0.00943668+0.000660572j 0.0178443-0.000413447j 0.0105707-0.00108436j -0.00387561+0.000646345j -0.0104784-0.000933028j 0.00527093-0.000361577j -0.00177991-0.000403961j 
0.000908594-0.000369266j -0.00194772+0.000380149j 0.0026819-0.000489146j 0.00338274+0.000287615j -0.0184155-2.42419e-05j -0.0190654-5.89535e-05j 0.00507902+0.000400723j -0.000300672-0.000120488j 0.00422407-0.000683932j -0.0581969+6.68062e-05j 0.0489079+0.000633951j 0.0352827-0.00110294j -0.0511079+1.99614e-05j 0.0031931+0.000492848j -0.00123798+2.42983e-05j 0.0185716-0.000941054j -0.0260304+0.000859217j -0.0256365+4.44351e-05j -0.0655591+5.41837e-06j -0.0124481+9.12561e-05j -0.0831619+0.000151992j -0.156148+0.00141005j 0.107801+8.5196e-05j -0.137437+0.00119576j 0.208244-0.000629859j 0.123321-0.000110547j 0.0117056-0.00165304j -0.248915-0.00028066j -0.0218714-0.000967837j 0.201329+0.000953858j 0.0377202+2.63548e-15j 0.157354-0.00215037j -0.00272552-0.00126964j -0.404295-0.000429214j -0.252806+9.26915e-05j 0.0328056-0.000657822j 0.0876869-0.00117151j -0.100284+0.00037861j 0.314959-0.000615641j 0.0476618+0.000226948j 0.0809985+0.000499853j -0.134878+0.000635886j 0.041619+0.000227873j 0.0965123-0.000108168j -0.054952-0.00121781j 0.0696499-0.000255609j -0.0642965+0.000258127j 0.141007-0.000938384j 0.0743527-0.000276695j -0.119842+0.00129447j -0.260519+0.000897672j -0.131519-7.68827e-05j 0.192322-0.0019042j -0.0329104-0.00062217j -0.0606138-0.000330978j -0.0170993+0.0013062j -0.00411348+0.000201972j -0.0538733+0.00107573j 0.121798-0.00068079j 0.0462718-0.0013554j 0.0527139-0.0013296j -0.00107298-0.000533191j -0.00544111+0.00101106j 0.0120939-0.000804922j -0.000937554-0.000588368j -0.0153949+0.00158024j 0.00414264-0.000852353j 0.00569585+0.00197974j 0.00849224+0.000678449j -0.00341812-5.55636e-05j 
0.00125254+0.000402338j -0.00201168-4.73262e-05j -0.0051596+0.000331949j 0.0069923+4.52046e-05j 0.0132778-0.000461839j 0.0192162-0.000226146j -0.000478723+0.000193016j 0.00473321+6.56171e-05j -0.00831598-0.000491426j -0.0342011-0.000767063j 0.0325892+0.00026257j -0.072918+5.42986e-05j -0.0190826-0.000374687j 0.0836901-3.46218e-05j 0.0495202+0.000490346j -0.0723188-0.00042166j 0.0437354+0.000325269j 0.0552439-0.00106382j 0.00132914+0.000147461j -0.0134172+0.000324304j -0.087596-0.000102552j -0.159653+0.000453682j 0.0261893-0.000775508j -0.122449-0.000354885j -0.063931-0.000165526j -0.0844302+0.000119592j -0.037061-0.000682527j 0.162957+0.000173819j 0.139619+0.000280678j -0.0169355-0.000246105j 0.157354+0.00215037j -0.107249-1.4163e-14j -0.12426-0.000285346j 0.253959+3.21998e-05j -0.258062-0.000434395j 0.0655361-0.000941355j 0.259836-0.000312371j 0.217619-0.000588559j -0.00356682-5.32738e-05j 0.29911-0.000454043j 0.0470138-0.000112686j -0.276188+0.000522794j -0.205161-0.000479008j 0.0431926+0.000640153j 0.0666543-0.000421139j 0.0933098+7.69736e-05j -0.0240739-0.000792973j -0.0234711-0.000697594j -0.231365-0.000140502j -0.12317+0.000846404j -0.0362348-0.000261783j -0.144818+0.000494186j -0.0673647-0.000523216j 0.153477-0.00087108j -0.0581862-0.00078241j 0.235175-0.00087104j -0.0310179+0.000648053j 0.196081+0.00013959j 0.0669449+0.000263428j 0.122372-0.000779201j 0.0412594-0.000488709j -0.0248647+0.000170109j 0.0434165+8.44874e-05j 0.0223412-0.00108599j -0.010761+0.000520583j 0.000417337+0.000504104j -0.0108251-0.000578704j -0.00499646+0.000556817j 0.00476049+0.000125972j -0.00226982+0.000137836j 
-0.0019023+0.000377749j -0.00108335+0.000156795j -0.0129855-0.000137702j 0.0078819+3.70996e-06j 0.00835868-0.000907686j -0.0336037-0.00011541j 0.0343332+0.000738441j 0.0391057-0.000129587j 0.0531922-0.000603946j 0.00559566-0.000191021j -0.0579344+0.000234026j -0.0247001-0.000460524j 0.0183813-0.000560045j 0.107218-0.000351296j -0.0741717+0.000971904j 0.0538751-0.00036206j 0.064122+0.00148231j 0.159533-0.000163806j 0.0368932-8.93561e-05j -0.0877943+0.000934993j -0.0172413+0.000189302j 0.264541+0.000728785j -0.138396-1.55311e-05j -0.0173667-0.000532175j 0.252971-0.00119643j 0.208902+5.2166e-05j -0.170757-0.00140148j 0.241271-0.000347732j -0.00887753+0.000645874j -0.254875+0.000648968j -0.00272552+0.00126964j -0.12426+0.000285346j 0.132497-3.65398e-15j 0.0504071-0.000634484j -0.149952+0.000352837j -0.207089+0.000616336j 0.0450104-1.96458e-05j -0.166554+0.000297017j 0.181415+0.000591991j 0.11383+0.000102096j 0.0578254+0.000244303j 0.10216+0.00034503j -0.0837825-0.000733944j -0.326603+0.000648207j -0.124138+0.000389668j 0.0125991-0.000101502j -0.0420126+0.000172866j 0.0674617-0.00163119j 0.154333-0.000359196j -0.19904+0.00116645j -0.0744895-0.000296689j 0.154476+0.00031717j -0.0410041-0.000205696j 0.143014-0.00100547j -0.0258276-0.000723889j -0.0528562-0.00024442j 0.0914059+0.00119892j -0.0243276+0.000936162j -0.0168211+0.000278942j 0.0406023-0.000935638j 0.0658492-0.000822767j -0.034964+0.000822894j -0.00977338+0.000797299j -0.0280423-0.000684435j -0.0200864-6.26388e-06j -0.00206451+0.00142901j -0.00139801-0.000970402j 0.0135224+0.000868325j 0.00373329+0.000490727j -0.00378849+2.53796e-05j 
0.00847388+0.000453484j -0.0028151+0.000115937j -0.00577515+0.00039301j 0.00736934-0.000379467j -0.00380145-0.000275594j 0.0386261-0.000196366j 0.00544082-2.61078e-05j -0.00202624+0.000403443j -0.0204527-0.000422598j -0.0314776-0.000394741j 0.0313516+0.000550895j -0.00956017+0.000406898j -0.0731904-0.000734521j 0.113011+0.000599509j 0.12282+0.00157483j 0.0325953-0.000849974j 0.0522631+0.000712855j -0.123324-0.00070308j 0.111171+0.000613911j -0.0211302+7.6109e-05j 0.0412304+0.000498607j 0.0338278+0.000294148j -0.295744-0.0011273j -0.129002+7.29327e-05j 0.21282+0.00109521j -0.142195-0.00111287j 0.0762365-0.00179466j -0.0537346+0.000221703j 0.134734+0.000408133j 0.0222128-0.000498425j -0.404295+0.000429214j 0.253959-3.21998e-05j 0.0504071+0.000634484j 0.277757+4.27734e-15j -0.0267753+0.000630493j 0.268658-0.000264729j 0.0525597+6.77057e-05j -0.211942-0.000274736j 0.1557-0.00103101j 0.066372+2.46416e-06j 0.0641359-9.5998e-05j 0.0560261+0.00116297j -0.0744659+0.00029845j 0.164226+0.000246954j 0.0474616-0.000351756j 0.171832-0.00107564j 0.15838-0.000229926j -0.0342282-0.000172386j 0.0344187-0.000230383j 0.0937926+0.000523175j 0.0553163+0.000360441j 0.0448042-9.10864e-05j -0.00378803-0.000879366j 0.0021257-0.000853802j -0.118276-0.000353721j -0.0771006+0.000562618j 0.107251-0.000283426j -0.0120413+0.00145887j 0.0412356-0.000755317j -0.0181196-0.00101719j -0.000377754+0.00106433j -0.0202689-0.000304079j -0.0150044-0.000129757j 0.0489927-0.00167225j -0.0261361+0.00108355j -0.00070687+0.000140237j -0.00908389+6.08423e-05j -0.00330739+0.000383837j -0.00704028-0.000214573j -0.0019853+0.000532558j 
0.00271905+0.000109857j -0.00232659+0.000238231j -0.00535697-0.00028646j -0.00117906-0.000225344j -0.00835806+0.000649517j 0.023726-0.000383843j -0.000986566-0.000586069j -0.00755783+0.000701854j 0.0408453+0.000558687j 0.0338237+0.000915206j -0.104659+0.000769252j 0.0182584-0.000164792j -0.0587558-0.000114714j 0.0139094+0.000932034j -0.0505462+0.000130024j 0.0538898+0.000241235j 0.125963-0.00137068j -0.229005+0.000304307j 0.0582983-0.000239513j -0.121628+0.0010622j -0.0830992-4.67444e-05j -0.0211074-0.000737089j -0.0469036+0.000644682j 0.132214+0.000849272j 0.191765+0.000706096j 0.0864795+0.00073195j -0.0971571-0.000416516j -0.0772685-0.000450198j 0.202335-0.000530448j 0.116885+0.00114403j -0.252806-9.26915e-05j -0.258062+0.000434395j -0.149952-0.000352837j -0.0267753-0.000630493j 0.134148-1.92163e-14j -0.0775632+0.000623514j -0.381819+0.000429092j 0.07665+0.000269655j 0.0349023+0.000569081j -0.131723+0.000568892j -0.0410328-0.000356326j -0.157379+0.000244658j -0.134733+0.000582742j -0.0901738-0.000476455j -0.139204-0.000130777j 0.187165+0.000543293j -0.0831804+0.00133174j 0.00332905+0.000689285j -0.338763+0.000309282j 0.0206296+0.000366996j -0.118629+0.000228568j 0.0196881+5.34542e-05j 0.0354213+0.00023054j -0.00721399+0.000454924j 0.183239-8.11299e-05j 0.0847814+0.000390124j 0.00287739+2.41615e-05j 0.0985167-4.09292e-05j -0.016156+0.000420183j 0.0293875-0.000429923j 0.0747455-0.000646698j 0.0417023-0.000536265j -0.0178004+3.53378e-05j 0.0068928+0.000454807j -0.0074257-0.000524257j 0.0112146-0.000532742j -0.000828241+0.00054268j 0.00624298+5.56076e-05j 0.00359314+0.000409627j 0.00201279-0.000202811j 
-0.00592206-4.02145e-05j -0.000685226+0.000391911j -0.0080547-0.000264382j -0.0116643+3.77885e-05j -0.0228845+0.000200211j -0.00429076-0.000104524j -0.0194935+6.42333e-05j -0.00185375+5.17953e-05j 0.0373307+0.000215923j 0.0112456+6.38404e-05j -0.0275798+0.000190987j -0.0332216+0.000184375j 0.00343812-0.000646375j 0.0248549+0.00152051j -0.0525363+0.000588313j 0.0152121+0.00095301j -0.181931-0.000572307j -0.159358-0.000848733j 0.119041+5.48303e-06j 0.00557754+0.00137273j 0.029722-0.00151263j 0.151209+0.000625008j -0.0729451+0.000481687j 0.0185536+0.000800405j -0.259126-0.000418231j -0.162828+0.000737045j -0.293446-0.000835746j 0.0359098+0.00100543j 0.136916+0.000536226j 0.364494+0.00170077j 0.0328056+0.000657822j 0.0655361+0.000941355j -0.207089-0.000616336j 0.268658+0.000264729j -0.0775632-0.000623514j -0.168761-3.39626e-15j -0.0312993+0.000150811j 0.00186455+0.000221625j 0.215102+0.00130609j 0.0542727+0.000774163j -0.110861-6.96051e-05j 0.144671+5.63054e-05j 0.188842-0.000556153j 0.0758756-9.12849e-05j 0.0436208-0.000314945j -0.0927525-0.000346026j -0.215408+0.000352723j 0.0896236-0.000295499j 0.212866-0.000292375j 0.0158081-0.000167847j -0.127134+0.000591812j -0.0327916+0.000480297j -0.036618+0.000219685j 0.0155359+0.000265808j 0.0492615+4.57558e-05j -0.113487+9.96729e-05j -0.0864042+0.000604977j 0.0327262-0.000268546j 0.0356742+0.000613933j 0.0589245-0.000526695j 0.0141518-0.000763772j -0.00828749-6.76588e-07j -0.00638606+0.00050002j -0.0192564+0.00064777j 0.00862416-0.000748932j 0.00572324-9.04673e-05j 0.00404367-0.000104957j 0.00283979+0.000403302j 0.0100517+0.000645387j 0.000603149-0.000406986j 
-0.00111472-0.000116974j 0.001442-3.7268e-05j -0.00239787+2.40116e-05j 0.00195942+0.000394584j 0.0124512-0.00023368j -0.00982992-0.000170853j -0.0101298+0.000550381j 0.0268417+0.000245634j 0.0233461-0.000305717j 0.0512958-0.000942672j 0.0506888+0.00028986j 0.0533719-0.000166723j 0.028716+0.000225216j -0.0331552+0.000330706j 0.0152679+0.000926588j 0.0239618+0.000263898j 0.114378+0.000753426j 0.0781844-0.000318509j 0.140141+0.000445668j 0.14216-0.000149172j 0.00718646+0.00025635j 0.111748+0.000383847j -0.190438+1.9828e-05j -0.305971-1.37998e-05j -0.19737-0.000673528j 0.143913+0.000127778j 0.0904981-0.000509964j 0.0428024+0.000242528j -0.129406-0.000240798j -0.0369583-0.00102931j 0.0876869+0.00117151j 0.259836+0.000312371j 0.0450104+1.96458e-05j 0.0525597-6.77057e-05j -0.381819-0.000429092j -0.0312993-0.000150811j -0.39159-3.0391e-15j 0.0933463-3.95753e-05j -0.0118772-0.000121343j -0.0890876+1.17543e-05j 0.105204-0.000745427j -0.0474275-0.000293632j -0.0137726+0.000319721j -0.136963-7.15179e-05j 0.0763052-0.000707415j 0.088586-0.000485908j 0.0205227-0.00134734j -0.0676341-0.000319798j -0.103859-6.24122e-05j 0.10938+8.35066e-05j 0.0186143+0.000682221j -0.0425503-1.67787e-05j 0.0737616-0.000324966j -0.0342353-7.29149e-06j 0.32869-0.000574268j -0.00341916+0.000183666j -0.140617-0.000519027j -0.0343613+0.000394827j 0.0621547-0.000225177j 0.0108366-0.000832343j -0.00485103+0.000513408j 0.0485112-0.000279773j 0.0289092+0.000608943j -0.0104708-0.000489136j 0.00506186+0.000160954j 0.00437811-5.54035e-05j 0.0026393-0.00041039j -0.00963432+0.000528478j 0.00183279+6.38566e-05j 0.00214136+0.000129543j 
-0.000988476-0.000260651j -0.000293308-0.000101978j -0.00274883-0.000306701j -0.00507175+9.65421e-05j -0.0236918+0.000320242j -0.01724+0.000183704j 0.0222988+0.000107946j -0.00987186+0.000191688j -0.0186052+0.000624472j 0.0848851+0.00113998j -0.0509933+1.55924e-05j 0.0031791-0.000175686j 0.10473+0.000325241j -0.0581046+0.000449708j -0.0220017+3.77873e-05j 0.107044+0.000313391j -0.0712818-0.00025442j -0.152177+0.000205967j 0.175711-0.000330578j 0.268098+0.000514665j 0.0434232-0.000773016j 0.17669+0.000536043j -0.128318+0.000283472j 0.0509649+0.000668082j -0.26806-0.000534709j 0.263682+0.000791271j 0.0038168-0.00129781j -0.00171285+0.000464909j -0.0423419-0.000244594j 0.0576486+0.000969475j -0.100284-0.00037861j 0.217619+0.000588559j -0.166554-0.000297017j -0.211942+0.000274736j 0.07665-0.000269655j 0.00186455-0.000221625j 0.0933463+3.95753e-05j -0.0602004-2.83925e-15j -0.160487+0.000563115j 0.200421+5.33164e-05j 0.0400065-0.00078194j -0.0474485-0.000408061j -0.152654+0.000242388j 0.00949609-0.000113304j -0.220498-0.000928224j -0.0861478+0.000588962j 0.0271916-6.69391e-05j 0.0961353+0.000751586j -0.272595+0.000271319j -0.0683465-0.00032935j 0.00346385+3.89872e-05j 0.097882-0.000238633j -0.00739409-0.000163735j 0.182459+5.71197e-05j -0.306352+0.000479196j 0.026748+0.000636346j 0.114022-0.000907608j -0.04109-4.7164e-05j -0.072264-6.94028e-05j 0.0698913-8.56462e-05j -0.0125717+0.000100524j -0.0275379-1.24293e-05j -0.0213984-8.15371e-05j -0.00257681+0.000242396j -0.00979532-0.000130854j -0.00501856+1.85574e-05j -0.00408339+0.00022508j 0.00125938+1.19443e-05j 0.00569677+0.000203134j 0.00388272+1.41348e-05j 
-0.0014057+2.62985e-05j -0.00785652+5.9307e-06j 0.00149708+0.000600475j 0.00838071-0.000333468j -0.00698728+0.000244819j 0.0340952+0.000174416j 0.000585418+0.000355268j -0.00346979-9.74535e-05j -0.0127164-0.000364105j -0.0368384+0.000349246j 0.0242998-0.00107164j 0.00732509+0.000154678j 0.0467549+0.000148106j 0.0158274+3.93664e-05j 0.255769+0.00162094j -0.0260047-0.000146326j 0.0122277+0.000306957j -0.181329-0.00116473j -0.104534-0.000686159j 0.231584+0.00123735j -0.305235-0.00117617j -0.111403-0.000583288j -0.082088-0.00230548j 0.183975+8.19429e-05j 0.077744+2.61987e-05j 0.390936+0.000214692j -0.057229-0.00150839j -0.0698813+0.000556385j 0.137981+0.00128974j 0.187242+0.000675792j 0.314959+0.000615641j -0.00356682+5.32738e-05j 0.181415-0.000591991j 0.1557+0.00103101j 0.0349023-0.000569081j 0.215102-0.00130609j -0.0118772+0.000121343j -0.160487-0.000563115j -0.0188445-4.89604e-15j -0.00577909+0.000423628j -0.0247581+4.58935e-05j 0.212702+0.000690331j -0.0532883-0.000627215j -0.113003+2.85257e-05j 0.028472+0.000799985j -0.0632602+0.000737684j 0.005851-0.000110097j -0.0823978-0.000176639j 0.0237659-3.33552e-05j 0.0166962-0.000896176j 0.0196274-0.00127308j -0.0866785+0.000501875j -0.141884+0.000499238j 0.00737202+0.000383913j 0.0979512+2.55626e-05j -0.00103136-0.00083979j -0.0024636+0.000593602j 0.0489754-5.51608e-05j 0.0250374+0.000447666j -0.012234+0.000769463j 0.0243265+0.000350414j 0.0100908+0.000327274j -0.023321+2.18078e-05j 0.00992014-0.000103291j 0.006039+7.10775e-05j 0.015222-4.39084e-05j -0.00233851+0.000136659j 0.00677632-0.000528506j -0.000793418-0.000591936j -0.00558405+1.01576e-05j 
