0.00956069+8.67362e-18j -0.00582758-2.14973e-05j -0.00653778-0.000344943j 0.00400812-0.000684572j -0.00314325-0.000357565j -0.00799136+6.14688e-05j 0.00164907-0.000220584j -0.00397573-0.000656071j -0.00266434+0.000171944j -0.00677522-4.36355e-05j 0.00404571+6.5549e-05j 0.00689301+0.000134972j 0.000441208+0.000487286j -0.00195614-0.000662235j 0.00569215+0.000178821j -1.74507e-05-1.98254e-05j 0.0061516+0.000192427j -0.00486426+8.57143e-05j -0.000341403-6.96841e-05j -0.00188963-0.000100998j 0.00501769+0.000475269j -0.00309721+3.23368e-05j 0.00270132-0.000485344j -0.00103705+0.000207684j -0.00142345-0.000113334j 0.00141386-0.000257763j -0.00452109-0.000371537j 0.00098927+0.000262099j -0.000268091+0.00025447j -0.00475311+0.000169575j 0.000908594+0.000369266j 0.00125254-0.000402338j -0.0019023-0.000377749j 0.00847388-0.000453484j 0.00271905-0.000109857j -0.00592206+4.02145e-05j -0.00111472+0.000116974j -0.000988476+0.000260651j -0.0014057-2.62985e-05j -0.00673789-0.000246966j -0.00989541+0.000216551j -0.00530662+0.000286482j -0.007761+8.8928e-06j -0.00132073+0.000132664j -0.00581351-0.000165125j 0.00471027-0.000201188j -0.0145324+3.59244e-05j 0.0054825+9.06866e-05j -0.00360696-0.000171337j 0.00773417+0.000237836j 0.00587315-0.000327646j -0.0050306-9.39106e-05j -0.00893545-0.000292191j -0.0053051-0.00010064j -0.00890721+0.000242224j -0.00369115-1.42295e-05j -0.00515565+3.68016e-05j -0.00564451-7.15306e-05j -0.00733723+0.000132327j 0.0082056-0.000587274j -0.00361107+0.0002477j -0.00646124-0.000991916j -0.00765512+0.000426807j -0.00856343+0.000983323j 0.0258316+0.000620942j 0.0107404+0.000569134j 0.0839318+0.00295559j -0.0454272+0.00606608j 7.2106e-08+0.000639835j -0.871587+0.00498876j 
0.00689301-0.000134972j 0.00090606-0.000471596j -0.00254342+0.00029886j 0.00407155+6.60585e-05j 0.00221781+0.000227259j 0.0172403+0.000197746j 0.00347196+0.000127196j -0.00164186+0.000130447j -0.0144992-0.000154711j -0.0127995-6.18257e-05j 0.00171008+0.000146627j 0.034038-3.63858e-16j -0.0293369-0.000312019j -0.0364584-5.27002e-06j 0.0334214+0.000334846j -0.0178161-0.000176244j 0.0268959+0.000347535j 0.070209-0.00024029j 0.0441841+6.14908e-05j -0.0168283+0.000244082j -0.0159518+0.00032354j 0.0155954-0.000116856j -0.0702441-3.29782e-05j -0.00272207-0.000267259j 0.0879238+6.14234e-05j -0.0129156+0.000148409j -0.0200102-0.000717943j 0.043861-0.000257312j 0.015498-5.61389e-05j 0.0358287-0.00024845j 0.0352827+0.00110294j -0.072918-5.42986e-05j -0.0247001+0.000460524j -0.00956017-0.000406898j 0.0182584+0.000164792j -0.0332216-0.000184375j 0.0533719+0.000166723j 0.0031791+0.000175686j 0.00732509-0.000154678j -0.143212+0.000246104j 0.0332087-0.00100695j 0.0574347-0.000419553j -0.0493156+0.000602702j 0.0697009+0.000341572j -0.0674288-0.000882305j -0.0346983+0.000803752j -0.139632-0.000780579j 0.150968+0.000692494j -0.0848219+0.00042833j 0.0569141-0.00142558j -0.0129559+0.000559743j -0.0697946-0.000135849j -0.155123-7.92229e-05j 0.0799149-0.00156386j 0.0513093-0.0011728j 0.0396847-0.000504997j 0.0949895-0.00311659j -0.27233+0.00241124j 0.292018-0.00174251j 0.172783+0.00108183j -0.640066+0.00486253j 0.125492-0.001523j 0.114289-0.00154675j 0.0557203-0.00329122j -0.0753604+2.3531e-05j -0.00141317-0.00270022j -0.060013+0.00115672j -0.0189207-0.000117275j -0.00219904-0.000946089j 0.00645208+0.000462756j 
0.000441208-0.000487286j 0.00294571+6.76554e-05j -0.00205419+6.63986e-05j -0.00319474+0.000408937j -0.00662157-8.73393e-05j 0.00807689-0.000155115j -0.0233178-0.000124195j 0.00248313-0.00060482j 0.0184118+0.000276227j -0.0114365+0.000190712j -0.00127336-0.000576299j -0.0293369+0.000312019j -0.0322436-6.05852e-16j 0.0203759-0.000291552j 0.00549189-4.63957e-05j -0.0391522+0.000162192j -0.0110642-0.0002653j -0.0298338-1.71201e-05j 0.0594291-0.000636398j 0.0277462+0.000103786j 0.00105605-0.000309218j -0.00443467+0.000364196j 0.0394673-7.67148e-06j -0.0116547-0.000481913j 0.0303244-0.000251699j 0.00163458-0.000173295j -0.0484833+0.000107447j 0.104916+0.000413645j -0.0330558+0.000156084j 0.0303347-0.000163022j -0.0511079-1.99614e-05j -0.0190826+0.000374687j 0.0183813+0.000560045j -0.0731904+0.000734521j -0.0587558+0.000114714j 0.00343812+0.000646375j 0.028716-0.000225216j 0.10473-0.000325241j 0.0467549-0.000148106j 0.090948-0.000394553j -0.0568319+0.000413588j 0.0192038-0.000126746j -0.0265774-0.000294498j 0.153266+5.20108e-05j 0.125618+0.000215301j -0.00327331-0.001175j -0.10162-0.00104097j -0.152436+0.00108281j -0.0897256+0.000158181j -0.0395566-0.000988773j -0.132097+3.08677e-05j -0.138547+0.000332084j -0.227992+0.000872882j 0.124188-0.00176115j 0.19572-0.000830406j 0.0263162-0.00047911j 0.30232-0.000984203j -0.527913+0.00128667j -0.231099-0.00074758j -0.331873+0.0013482j 0.189528+0.00280232j 0.0447484+0.000933312j 0.0431832+0.000939361j 0.043477-0.000455546j -0.0151992-0.00128587j 0.0246639-0.000181913j 0.0233167-0.00038256j 0.00194701-0.000663436j 0.00235838-0.000397516j -0.00397825-0.000625153j 
-0.00195614+0.000662235j -0.0068347+0.000228692j 0.0102581+0.000331371j 0.00935417-0.000740869j -0.00830738-0.00028895j 0.0154601+0.000126194j -0.0306343-2.80646e-05j -0.00214175+7.74735e-06j -0.0321661-2.5359e-05j 0.0129556+0.000705315j 0.00322782+3.37161e-06j -0.0364584+5.27002e-06j 0.0203759+0.000291552j -0.155057-6.16152e-16j -0.0357441-0.000170234j 0.00629189-0.000675977j -0.00637151-0.000797368j 0.072257+0.000686936j -0.0427757-0.000920856j 0.029476-1.65183e-05j 0.0822811-3.6644e-05j 0.000134689-0.000233771j -0.0471069-0.000360111j -0.0307889+0.000330244j -0.0382632+0.000998574j 0.0163632-0.000258507j -0.0196899+0.000556957j -0.00318441+0.000459167j -0.0648575+0.000625047j -0.0125112-0.000366549j 0.0031931-0.000492848j 0.0836901+3.46218e-05j 0.107218+0.000351296j 0.113011-0.000599509j 0.0139094-0.000932034j 0.0248549-0.00152051j -0.0331552-0.000330706j -0.0581046-0.000449708j 0.0158274-3.93664e-05j -0.0163219+0.00185715j 0.0193052+0.00103867j -0.104818+0.00116599j 0.000824248-0.000749427j 0.0702243+0.000601737j -0.0753523+0.00139499j -0.154283+0.000508742j -0.0565569+0.000102606j 0.124409-0.00258578j 0.0572175-2.46197e-05j 0.0236425-0.00127026j -0.197874-0.000534583j -0.0473768+0.000429341j 0.106388+0.000825907j -0.105377+0.000290967j 0.187109-0.000330475j 0.205221-0.00123893j 0.565795+0.000377737j 0.391381+0.000120846j -0.133764+0.000963897j -0.165048+0.00131975j -0.140768+0.00119664j 0.0248853+0.0010056j 0.00513037-0.00403841j -0.102142+0.000650822j 0.0263148+0.000475801j 0.0313614-0.000600015j -0.0228677+0.001445j -0.0246491-0.00261689j -0.000170401-0.000435061j -0.0129477+0.000418365j 
0.00569215-0.000178821j 0.00257257-7.91986e-05j 0.00730741-0.000232166j 0.0059544+0.0001375j 0.0132027+0.00011284j 0.0152503+9.80155e-06j -0.0204348+0.000194629j 0.0157446-0.000546959j -0.0358503-0.000370391j -0.00770022-0.000449142j -0.0119064-3.99208e-05j 0.0334214-0.000334846j 0.00549189+4.63957e-05j -0.0357441+0.000170234j -0.0287847-1.72171e-16j 0.0655298-3.83404e-05j -0.00778996+0.000232256j 0.0176773-0.000760591j -0.134788+0.000651699j 0.090142+0.000252875j -0.0355952+0.000164553j -0.0781512+0.000364364j -0.0235535-0.000257545j -0.00501856+0.000269155j -0.0648312-0.000363922j -0.0197854-0.000129313j 0.0399612+0.000457598j -0.0739889+0.000687132j 0.105842+0.000705424j -0.0206231+0.000319523j -0.00123798-2.42983e-05j 0.0495202-0.000490346j -0.0741717-0.000971904j 0.12282-0.00157483j -0.0505462-0.000130024j -0.0525363-0.000588313j 0.0152679-0.000926588j -0.0220017-3.77873e-05j 0.255769-0.00162094j -0.00325253+0.00057852j -0.0141734+0.000110937j -0.0719985+0.00120196j 0.110625-0.000118002j -0.274699+0.00147905j 0.0351202+0.00109373j 0.0100797+0.00143551j -0.0441924-0.000269147j 0.386973-0.00119924j -0.13235+0.00025344j -0.00102893-0.000720405j 0.228056-0.000796681j 0.136124-0.000218625j -0.0987412+0.000828703j -0.32469+0.00088956j -0.172254+0.000205407j 0.339905-0.00146895j -0.0461492-0.00024188j -0.193596-0.00101317j -0.0979771+0.000106362j -0.20758+0.00190047j 0.0277666+0.000329742j 0.100687+0.0001623j -0.00974717+0.000895195j 0.0279109+0.00077923j -0.0322318-0.000417013j 0.0034346-0.00120894j 0.00466674+0.00100771j 0.0205584-0.000368511j -0.00977167-0.000597674j 0.0100983-5.69393e-05j 
-1.74507e-05+1.98254e-05j -0.00194358+9.24668e-06j -0.00565522+3.56739e-05j 0.00380533+0.000364821j 0.00545604+2.88756e-05j 0.0114751-0.000165656j -0.0174137+0.000105291j -0.017254-0.000173368j -0.0579064-0.000109511j 0.032788-0.000222227j -0.0576351-0.000164642j -0.0178161+0.000176244j -0.0391522-0.000162192j 0.00629189+0.000675977j 0.0655298+3.83404e-05j 0.0619994-2.1647e-14j -0.00611637-0.000368203j -0.0490069+0.000303735j 0.138845-0.000367993j 0.0126767+0.000405765j 0.0282219-0.00030759j -0.0878099-0.000412398j -0.148811+0.000442072j 0.00897099+0.000508186j 0.0514923+0.000670323j 0.0956969-0.000304996j -0.0165215+0.000777433j -0.0584965+0.000950743j -0.0720994-0.000601369j -0.0743402-0.000563984j 0.0185716+0.000941054j -0.0723188+0.00042166j 0.0538751+0.00036206j 0.0325953+0.000849974j 0.0538898-0.000241235j 0.0152121-0.00095301j 0.0239618-0.000263898j 0.107044-0.000313391j -0.0260047+0.000146326j -0.0556484-0.00086195j -0.0614446+0.000210133j -0.0909363-0.000148687j 0.0710032-0.00103245j -0.240985+0.00138672j 0.47619-0.00143233j 0.0176703-0.00162973j -0.330037-0.00074925j 0.0183896-0.000838122j -0.0109258-0.000249507j 0.137441+0.000630605j 0.0217388+0.00222564j -0.156186+0.00128998j 0.337826-0.00273026j 0.101584-0.00150388j -0.287331+0.00150753j -0.157923+0.000753988j 0.157831+0.000667055j -0.0252662+0.000177336j -0.128348+0.00142697j 0.0981863-0.000545742j -0.00499961+0.00181647j 0.095027-0.00114206j 0.0167419+7.14566e-05j 0.000856603+0.000475737j -0.0340684+9.74179e-05j -0.00979267+0.000665341j -0.0110138+0.000249723j -0.0134271+0.000454774j 0.00391696+0.000466929j 0.0138663+0.00064469j 
0.0061516-0.000192427j -0.00351887+0.000240558j -0.000934784-0.000450868j 0.00390782-6.85954e-05j -0.0116938+0.000542318j 0.00624859-0.000563064j -0.0110723-0.000193633j 0.0102803+0.000385069j 0.0191545-4.88956e-05j 0.0229239-0.000809669j -0.00296429+0.000650905j 0.0268959-0.000347535j -0.0110642+0.0002653j -0.00637151+0.000797368j -0.00778996-0.000232256j -0.00611637+0.000368203j -0.0270027-8.88748e-16j 0.038817-0.000451089j 0.0181709+0.00116361j 0.0241382-0.000273066j -0.0128702+0.000487822j -0.044715-6.99683e-05j 0.0248363+0.000937082j -0.0518821+0.00103222j 0.0314586-0.000370591j 0.019691+0.000740879j -0.0490383+0.000121881j 0.0435028-0.000391855j -0.028132-0.000650654j -0.0320452+0.000585269j -0.0260304-0.000859217j 0.0437354-0.000325269j 0.064122-0.00148231j 0.0522631-0.000712855j 0.125963+0.00137068j -0.181931+0.000572307j 0.114378-0.000753426j -0.0712818+0.00025442j 0.0122277-0.000306957j -0.0186116+0.000246832j -0.226754-0.000449902j 0.0430262+0.000292258j -0.221581-1.82114e-05j -0.0176784-0.000540206j 0.0190118-0.00065213j -0.0389577+0.000466145j 0.317208+0.00122629j 0.311008-0.0010772j 0.0751024+0.000322339j 0.42895+0.00106336j -0.187042+0.000679885j -0.179921+0.000444494j 0.147308-0.000608172j 0.313726-0.000296774j 0.102264-0.000138007j 0.203402+0.000153427j -0.198728-0.000675284j -0.0717116+0.000570982j -0.0546998+0.000698141j -0.0351404-4.31817e-05j 0.0706628-7.19856e-06j -0.00940651-0.0018595j 0.0152305+0.00139327j 0.0265368+0.000958792j 0.0104585-8.29114e-05j 0.00999612-0.00102986j 0.0167399+0.000486947j -0.0179764+0.00136361j -0.000416948+0.000297963j 0.00571719-0.000120067j 
-0.00486426-8.57143e-05j -0.00036897-2.92253e-05j -0.00261378-5.53474e-06j 0.00930657+0.00035694j 0.0654658-0.000269013j 0.0252399-7.0317e-05j -0.0030074-6.81069e-05j 0.0180629-0.000536432j 0.0308117-0.000203541j -0.0253285-5.91722e-05j -0.0239792-0.000374345j 0.070209+0.00024029j -0.0298338+1.71201e-05j 0.072257-0.000686936j 0.0176773+0.000760591j -0.0490069-0.000303735j 0.038817+0.000451089j 0.0824784+9.39461e-15j 0.0394211+6.71094e-05j -0.09816-0.000246474j -0.000516533-1.48315e-05j 0.0109958-0.000476996j -0.00494065-0.000868223j -0.119385-0.00147403j 0.129019+0.000184264j 0.00963106-0.000600268j -0.0342253+0.000614626j 0.174996+0.000280256j 0.0363644+0.000321102j 0.116191-0.00032016j -0.0256365-4.44351e-05j 0.0552439+0.00106382j 0.159533+0.000163806j -0.123324+0.00070308j -0.229005-0.000304307j -0.159358+0.000848733j 0.0781844+0.000318509j -0.152177-0.000205967j -0.181329+0.00116473j -0.131581+0.000421784j -0.102654+4.34044e-06j 0.0428347-0.00105765j -0.0803042+0.000145755j 0.135287-0.00023482j -0.105316+0.00174197j -0.0696683+0.000514753j -0.276092+0.000243013j 0.0506211-0.000784613j -0.187477-8.17012e-05j 0.311639-0.00165963j 0.0451449+0.000405304j -0.130736+0.000227594j -0.276328+0.00143765j -0.216892+0.00266785j -0.202217+9.06639e-05j -0.140961-4.21795e-05j -0.0402736+0.00129105j 0.197635-0.00196224j -0.134031+0.00121088j -0.0396443+0.00148535j 0.0691821-0.000802196j -0.075084+0.00264093j 0.0328878+0.000270096j 0.049222+0.00139763j 0.0102657-0.000284896j -0.0538778-0.000579387j -0.0276244-5.52816e-05j 0.0111884-0.00111243j 0.0054237-0.000131664j 0.0118768-0.000415813j 
-0.000341403+6.96841e-05j 0.00181004-0.000124408j -0.0025865-0.000168849j -0.00203422-0.000391991j 0.00494181+4.20847e-05j 0.00463475-0.000154922j 0.022297-8.56514e-05j 0.0390283+0.000365116j -0.0101063+0.000410063j 0.0810522+0.000177267j -0.0439271+0.000423448j 0.0441841-6.14908e-05j 0.0594291+0.000636398j -0.0427757+0.000920856j -0.134788-0.000651699j 0.138845+0.000367993j 0.0181709-0.00116361j 0.0394211-6.71094e-05j -0.124064-5.05238e-17j 0.0700564-0.00013122j -0.0271291-3.52741e-05j 0.0185235-0.000222264j -0.113873+0.00115044j 0.0116217+0.00163963j -0.0978802+0.000562296j 0.0027755+0.000893809j -0.0803345+0.00128807j -0.192584-0.000196589j -0.219493-0.000430564j -0.0644628-0.000245657j -0.0655591-5.41837e-06j 0.00132914-0.000147461j 0.0368932+8.93561e-05j 0.111171-0.000613911j 0.0582983+0.000239513j 0.119041-5.48303e-06j 0.140141-0.000445668j 0.175711+0.000330578j -0.104534+0.000686159j -0.0453749+0.000991838j 0.00529352-8.22885e-05j -0.0940291-1.78161e-05j -0.00411982-0.00055572j -0.193465+0.000557486j -0.0777311-0.00126995j 0.353558-0.000444118j 0.0521555+0.000108111j 0.0352699-0.000979227j 0.149016-0.000134706j 0.0384517+0.000257371j -0.37506+0.00138196j -0.205376+0.000670042j -0.379226+0.00113768j -0.164205+0.00112667j -0.092375+0.000829893j -0.139597+0.00100236j -0.0145643-0.000308364j -0.0209957-0.00024596j 0.0580045+0.00101759j -0.00259884+0.000173953j -0.00565599-0.00110263j -0.0132963-0.00118458j -0.0531829-1.34473e-05j -0.0179836+0.0014129j 0.0278235-0.00113798j -0.00120737-0.000253927j 0.003521+0.000586165j 0.002643-0.000213844j 0.00108582+0.000391138j 0.00173379-0.000149709j 
-0.00188963+0.000100998j -0.005465+9.94208e-05j 0.000790399-8.19909e-05j 0.00262927-8.14787e-05j 0.00389411-0.000264629j 0.00260719+0.000349839j 0.0172047-0.00022549j -0.0260737+3.94543e-05j -0.019615+0.000420583j -0.0013074+0.000552613j -0.048493-0.000492047j -0.0168283-0.000244082j 0.0277462-0.000103786j 0.029476+1.65183e-05j 0.090142-0.000252875j 0.0126767-0.000405765j 0.0241382+0.000273066j -0.09816+0.000246474j 0.0700564+0.00013122j -0.0284401+2.68665e-16j -0.0899425-0.000281506j -0.117308-0.000363396j -0.0505552-0.000669197j 0.0210704-0.000785574j -0.0257155-2.35233e-05j -0.0934063+7.83146e-05j 0.10507-0.000323741j -0.137893+7.48999e-05j 0.0152536-0.000810327j -0.141165+0.000844769j -0.0124481-9.12561e-05j -0.0134172-0.000324304j -0.0877943-0.000934993j -0.0211302-7.6109e-05j -0.121628-0.0010622j 0.00557754-0.00137273j 0.14216+0.000149172j 0.268098-0.000514665j 0.231584-0.00123735j 0.0836468-0.000858886j -0.0672836+0.000241679j -0.0365162+0.000465717j 0.072435+0.000271242j -0.200999+3.36001e-05j -0.464766+0.00128559j -0.206676+0.00230474j 0.00707035+0.000959643j -0.16892-0.000594199j 0.0593019+0.000843636j 0.334936-0.000576984j 0.188462-0.00119766j -0.0715787-7.92073e-05j 0.00384802+0.000849448j 0.0686279+0.000495473j 0.096758-0.000815131j -0.211742-0.000221395j 0.122299-0.000301408j -0.0292757+0.000648028j -0.0114849-0.00063652j -0.00593909+0.00130189j 0.0412422-1.2141e-05j 0.0957122+0.000500972j -0.0600476-0.000219298j -0.0487712-8.88709e-05j -0.035091+0.000100926j 0.023135-0.000122567j -0.00881148+0.000581221j 0.0134387-0.000817438j 0.00171017+2.39498e-05j 0.00399776+4.88416e-05j 
0.00501769-0.000475269j 0.000480307-0.000286084j -0.0131268-0.000172416j 0.00250142-3.06608e-05j -0.0129331-4.39582e-05j -0.0286219+6.75463e-05j 0.0271721-6.71339e-05j 0.00301372-0.000191451j 0.0234294+0.000353629j 0.024171+0.000154812j -0.0611367-0.000125467j -0.0159518-0.00032354j 0.00105605+0.000309218j 0.0822811+3.6644e-05j -0.0355952-0.000164553j 0.0282219+0.00030759j -0.0128702-0.000487822j -0.000516533+1.48315e-05j -0.0271291+3.52741e-05j -0.0899425+0.000281506j -0.0391401+4.79651e-16j -0.0524929-5.69035e-05j -0.121032+0.000294875j -0.0490751+0.000445117j -0.0615584-0.000564471j 0.171445+0.000196188j -0.0517831+0.000802844j -0.0471082+0.000162641j 0.0242881-0.000734913j 0.106974+0.000113873j -0.0831619-0.000151992j -0.087596+0.000102552j -0.0172413-0.000189302j 0.0412304-0.000498607j -0.0830992+4.67444e-05j 0.029722+0.00151263j 0.00718646-0.00025635j 0.0434232+0.000773016j -0.305235+0.00117617j 0.0229201-0.000380123j 0.0944284-8.60517e-05j -0.0277563-0.000663795j -0.220448+0.000870488j 0.150423-0.000603782j -0.241126+0.000253733j 0.179649-0.00118878j -0.235045+0.000595997j 0.0453058+0.00071883j 0.469437-0.00108711j -0.0349116+0.000340124j 0.270653-0.000608482j -0.118499-8.46762e-05j 0.216206-0.000972513j -0.0974862+0.000244232j 0.0327744-0.000189404j 0.215718-0.000563763j -0.0271895+0.000183369j -0.134178-0.00108084j -0.0870945+0.000513194j -0.0200852+0.000688578j 0.0252527-0.000127309j 0.0439921-0.00066611j 0.0230923+7.93138e-05j -0.0203776+0.00111394j -0.0516892+2.21372e-05j 0.0229034-0.000744602j 0.0104766+0.00052423j 0.0045926-3.49847e-05j -0.00630112-8.2971e-05j 0.0110521+0.000199747j 
-0.00309721-3.23368e-05j -0.00343014+0.000308639j -0.00367014-0.000291772j -0.0155485-0.000331536j -0.0212628+0.000183972j -0.0249504-0.000102102j 0.0405104-3.23886e-05j -0.00999628+0.000409096j 0.0361284-2.42374e-05j -0.00928076-5.28664e-05j 0.0493738+0.000345976j 0.0155954+0.000116856j -0.00443467-0.000364196j 0.000134689+0.000233771j -0.0781512-0.000364364j -0.0878099+0.000412398j -0.044715+6.99683e-05j 0.0109958+0.000476996j 0.0185235+0.000222264j -0.117308+0.000363396j -0.0524929+5.69035e-05j 0.0715215+8.56737e-16j 0.0757851+0.000798237j 0.00318456+0.000727495j -0.0854076-0.000110199j 0.0661267+0.000186806j -0.0260767-0.000424736j 0.18272-0.00115536j 0.0155444-0.000714074j 0.143068+0.000383867j -0.156148-0.00141005j -0.159653-0.000453682j 0.264541-0.000728785j 0.0338278-0.000294148j -0.0211074+0.000737089j 0.151209-0.000625008j 0.111748-0.000383847j 0.17669-0.000536043j -0.111403+0.000583288j 0.272193+0.00034917j 0.15973+0.000582792j 0.321202-0.000146258j 0.188976+0.000301815j -0.0805731+0.000676253j -0.0735482-0.00020629j 0.0349747+3.40696e-05j 0.0848477+0.000789042j 0.128843-0.000504845j -0.266182+0.0011315j 0.0996847-0.00044335j -0.0648561+0.000138939j -0.109274+0.000411752j 0.315644-0.00096687j -0.264933+6.12888e-05j 0.0461068+0.000517019j -0.0160373+0.00122152j 0.0256504-0.00014568j -0.120444+0.000690658j 0.109629-0.000737536j -0.00341859-0.000529201j -0.0222533-0.000272469j -0.047399-0.000460121j -0.0323871-5.83971e-05j -0.029362+0.000237632j 0.0522761-0.000638755j -0.00594499+0.000469323j 0.010669-0.000144583j -0.00432291+0.000499626j 0.00370617+0.000422959j -0.00901255-0.000236879j 
0.00270132+0.000485344j -0.00218102-0.000147292j 0.00343268+0.00044389j -0.00657747-0.000890397j -0.00016464-0.000139521j 0.00218923+0.00030558j 0.0261236-0.000852522j -0.0284641+0.000845053j -0.00312213+0.000286699j -0.0680456+0.00056549j 0.0662168-0.000363993j -0.0702441+3.29782e-05j 0.0394673+7.67148e-06j -0.0471069+0.000360111j -0.0235535+0.000257545j -0.148811-0.000442072j 0.0248363-0.000937082j -0.00494065+0.000868223j -0.113873-0.00115044j -0.0505552+0.000669197j -0.121032-0.000294875j 0.0757851-0.000798237j 0.00261138-7.39643e-16j -0.0556048+0.000281573j -0.0502593+0.00141525j -0.201363+0.0007317j 0.0634532-0.000314847j 0.103249+6.62269e-05j 0.106225-0.000175516j 0.150605-0.000451718j 0.107801-8.5196e-05j 0.0261893+0.000775508j -0.138396+1.55311e-05j -0.295744+0.0011273j -0.0469036-0.000644682j -0.0729451-0.000481687j -0.190438-1.9828e-05j -0.128318-0.000283472j -0.082088+0.00230548j 0.20494+0.000993918j -0.207829+6.88517e-05j 0.135899-0.00123693j -0.0445879-8.80598e-05j -0.249558-0.000329809j 0.0821148-0.00144537j 0.304284-0.00127518j 0.0871839-0.000260386j -0.156696+0.0013705j 0.127749-0.000314566j 0.171782+0.000197998j 0.0356267-0.000345047j -0.0254023+0.000113317j -0.0200283+0.000168605j 0.0222087-0.000472721j -0.188435+0.000654252j 0.130616+0.000142127j 0.228418-0.000303594j 0.0195+0.00160876j 0.166166-0.000103601j -0.0909003+0.000827131j -0.00968414+0.000622171j 0.0366617-0.000797484j -0.0447947-0.00175192j -0.0605611-0.00045312j -0.0158082+0.000654979j 0.0277154-0.00109754j -0.00510547+0.00100476j -0.00606279-0.00143076j -0.00434586-0.000248029j -0.0101338+0.000272183j 
-0.00103705-0.000207684j -0.00264941+0.000345799j 0.00663493-0.000116649j -0.00148306-0.000381482j -0.0169851-0.000258589j 0.00707186+0.000423782j 0.00359141+0.000122771j -0.036055-0.000373492j -0.0260426-2.30045e-05j 0.00471752+0.00099219j -0.0122993-0.000381227j -0.00272207+0.000267259j -0.0116547+0.000481913j -0.0307889-0.000330244j -0.00501856-0.000269155j 0.00897099-0.000508186j -0.0518821-0.00103222j -0.119385+0.00147403j 0.0116217-0.00163963j 0.0210704+0.000785574j -0.0490751-0.000445117j 0.00318456-0.000727495j -0.0556048-0.000281573j -0.140052-1.25266e-15j 0.0258162+0.000882979j 0.0218374-0.000760655j 0.0162289+0.000465426j 0.0325666+0.000121066j -0.0355268+5.98267e-05j -0.241566+0.000328667j -0.137437-0.00119576j -0.122449+0.000354885j -0.0173667+0.000532175j -0.129002-7.29327e-05j 0.132214-0.000849272j 0.0185536-0.000800405j -0.305971+1.37998e-05j 0.0509649-0.000668082j 0.183975-8.19429e-05j 0.350555+0.000870762j 0.166884+0.00103424j 0.105961+0.000218989j -0.134718+0.000633396j 0.0592791+0.000281756j 0.139363+0.000828736j -0.325823+0.001067j -0.0338431+0.000572298j -0.0670053+7.05092e-05j 0.178042+0.000418673j 0.0325438-0.000228274j -0.0664181-0.000794207j -0.286982-0.000164718j -0.203581+0.000985443j -0.162136+6.04599e-05j -0.123678+0.000634746j 0.162976+0.000608065j -0.187364+0.00100091j 0.0600494-0.000982741j -0.00616399-0.00113197j 0.081522+0.0010772j -0.0908976-0.000653333j 0.000213069-0.000354056j 0.0362455-0.00186218j 0.00217964+0.00106461j 0.0175137-0.000221244j -0.00517257-0.000393498j -0.00893144+0.000851269j -0.00538568-0.000904261j 0.000553245-0.000208413j 0.0029223+0.000104079j 
-0.00142345+0.000113334j 8.56433e-05-1.26867e-05j -0.00334619+0.000191718j 0.0138309+0.000284502j 0.0213929-0.000719957j 0.0210611+0.000115138j 0.0068795+0.000668222j 0.0368266-0.000287455j -0.00081747-0.000760511j 0.0176643+0.000199851j 0.0173078-0.000241616j 0.0879238-6.14234e-05j 0.0303244+0.000251699j -0.0382632-0.000998574j -0.0648312+0.000363922j 0.0514923-0.000670323j 0.0314586+0.000370591j 0.129019-0.000184264j -0.0978802-0.000562296j -0.0257155+2.35233e-05j -0.0615584+0.000564471j -0.0854076+0.000110199j -0.0502593-0.00141525j 0.0258162-0.000882979j -0.135779-8.37004e-16j -0.122971-0.000174833j -0.130842-0.000635701j -0.136621+3.74279e-05j -0.0384504+0.00100427j -0.00578777-0.000721856j 0.208244+0.000629859j -0.063931+0.000165526j 0.252971+0.00119643j 0.21282-0.00109521j 0.191765-0.000706096j -0.259126+0.000418231j -0.19737+0.000673528j -0.26806+0.000534709j 0.077744-2.61987e-05j 0.21098+0.000533192j 0.204777-0.000582939j -0.204489+0.000564034j 0.0543534+0.000348505j 0.169157-0.0001829j -0.177546+0.000876128j 0.0931375-7.31569e-05j -0.0350407-0.00025176j -0.154159+0.000216457j -0.147868-0.000259312j 0.137451-0.00093549j 0.0101563-0.000337416j -0.0726421-0.000334195j 0.141974-0.00100467j 0.0652443-0.000294232j -0.183631+0.000360048j -0.0782947+0.000140269j 0.0279862+0.000454505j -0.160899+0.0012082j 0.0598676-0.000374551j -0.0491149+0.00110697j 0.043437+0.000191043j 0.0106159+0.000314838j -0.0111945+0.000424208j 0.00557063-0.00112165j -0.0380368+0.000340221j 0.000480778+0.000478165j -0.0134629-0.00017018j 0.00994592-7.11793e-05j 0.000979057-0.000341579j 0.00494144+0.000169j 
