-0.172605+7.42462e-16j -0.0220442+0.0193883j -0.0189351-0.0121027j 0.0631986+0.120521j -0.0254958+0.0127737j 0.0180379-0.0114459j 0.0165269+0.118108j 0.00489095+0.0145693j -0.00890178+0.0232593j 0.00449934-0.0402305j -0.0132271+0.0247432j -0.0306652+0.0177704j -0.0221216-0.0475482j 0.0118259+0.0217812j -0.0373577+0.00508331j 0.00434538+0.0260059j 0.00298824+0.0163527j -0.0135555-0.00711149j -0.00844015-0.0348272j -0.026858-0.00649465j -0.00404833+0.00975337j -0.00474556-0.00867704j -4.93316e-05+0.00659336j -0.0277002-0.00644051j 0.00791314+0.00794829j 0.0303608-0.019908j -0.017195-0.0176652j -0.00287173-0.00656355j -0.0107565-0.0174594j -0.00159311-0.0398447j 0.00491508+0.0265589j -0.00388621+0.00540737j -0.00210313-0.00777574j 0.00190852+0.0196401j 0.00154685+0.0061577j 0.0136743+0.00704448j -0.00490373+0.0104439j -0.00263422-0.0106934j 0.00039762-0.00336195j -0.0129011+6.54186e-05j -0.00152295-0.0127804j 0.0101129+0.0257858j -0.0391266-0.00792332j -0.0130123+0.00563899j -0.00123729-0.00101266j -0.0105315-0.0318432j -0.016573+0.034684j -0.0173181+0.00298092j -0.0266419-0.0295744j -0.00209988+0.00281439j 0.0147162+0.00958337j 0.0314733-0.037579j -0.0268202-0.0051413j -0.00580706+0.0182579j -0.0320386+0.0345327j -9.17178e-06+0.00180338j 0.000217308+0.0142406j 0.00838942-0.0197094j 0.0101365-0.0150186j 0.0138572+0.00940711j -0.0128207+0.00212304j 0.0155164-0.0264199j -0.0066057-0.00689196j 0.0149452-0.0159608j -0.00908545-0.0187653j 0.00738838-0.00320747j 0.0221943-0.0003556j 0.0417283-0.0109366j -0.0087474+0.0046891j -0.00436928-0.0252131j -0.0427561-0.0264312j 0.0281617-0.0160811j -0.0336877+0.0217327j -0.0326801-0.0213504j -0.0338549-0.0323081j -0.00309885-0.00786505j -0.00142309+0.00501027j 0.00519254+0.0345043j -0.0363282+0.0492397j -0.00808533+0.0535728j -0.00149438+0.0192633j -0.0148717+0.0101713j 0.00767877-0.0472801j 0.0187448-0.0564389j 0.0967967-0.206668j 0.101485+0.19672j -0.389823-0.0504603j -0.0487069-0.168839j -0.0406702+0.185941j 0.0716768+0.0332671j -0.00997002-0.0147246j -0.181912-0.025116j 
0.00791314-0.00794829j 0.0101138-0.0114126j 0.00657354+0.0317689j -0.0129224-0.0314721j -0.0157209-0.0324487j -0.0293141+0.0324917j -0.000640248-0.0412308j -0.0191441+0.0135473j -0.0161464-0.0272911j -0.0439198+0.00754481j -0.00233416+0.012974j 0.00281493+0.00171158j 0.0388358+0.0165658j -0.00538283+0.0179515j -0.0573442-0.0584589j 0.00241827-0.0499298j -0.0284948-0.002463j 0.0450132-0.0443889j -0.0512801-0.0574819j 0.0612514-0.0492015j 0.0410764+0.0318395j 0.0142225+0.0937778j 0.183478+0.0407671j 0.00903892+0.0566673j 0.141615+1.04777e-14j -0.0197998-0.0555014j -0.13567+0.0335422j -0.229862-0.039493j -0.138976-0.0125311j 0.152773+0.0098847j 0.127433-0.102064j 0.0692152+0.146444j -0.0970463-0.0698725j -0.103239-0.00881517j -0.0406236+0.126926j -0.02685-0.00557701j -0.0403287+0.0410151j 0.0828307-0.185362j -0.0613594-0.00413816j 0.0363463+0.0616443j 0.0351196-0.0426759j -0.119087+0.0980011j -0.0294556+0.000880274j -0.039765+0.0730265j -0.0299482+0.0033657j -0.0467017-0.0291269j -0.149382+0.15031j 0.13038-0.0710898j 0.0572721-0.142726j -0.0116273+0.00641763j -0.0705079+0.0651694j -0.0583862+0.0632469j -0.0237924-0.0118299j 0.016027+0.0411932j -0.00792597+0.0337754j -0.00508842-0.0270785j -0.0677859-0.0416742j 0.112704+0.0424052j 0.0614331+0.0152016j -0.00788592-0.024328j 0.0469594-0.010701j -0.0818535-0.00587273j 0.0250783+0.00638996j 0.0114772+0.0273699j 0.0283509+0.0280013j -0.00790674-0.0429762j -0.00113501+0.0221394j -0.00414669-0.00416751j 0.0839563-0.0155024j 0.0360797-0.00957044j -0.00913474-0.0476269j 0.000347259-0.0542398j 0.0194091-0.033228j -0.021548+0.0470454j -0.0100063+0.0541969j 0.0129038-0.020039j 0.0118835-0.0195537j -0.0225343-0.0219669j -0.00802998-0.0105319j 0.0238897-0.0089615j -0.00426815-0.0323873j 0.0104772-0.00485437j -0.0179818-0.00241171j -0.00341092-0.0534603j 0.0426421-0.0066937j 0.00196163+0.00218406j -0.0281244-0.0428448j -0.0339049-0.0165088j 0.0471774-0.0258594j -0.00833985-0.0248833j -0.015944+0.00932157j 0.0140427+0.00728374j 
0.0303608+0.019908j 0.0180387+0.00567697j -0.0202679+0.00608254j -0.0196743-0.0154811j -0.0142388-0.0125456j 0.000889234+0.0206363j -0.00466378-0.00489582j -0.0147793-0.0111208j -0.0348607-0.0245948j -0.000935835+0.00585155j 0.0487015+0.0696143j 0.0265799-0.0828329j -0.0390742-0.0535382j 0.0412727-0.0802702j -0.0239071-0.0167706j 0.0119679+0.046752j 0.103932-0.0737257j 0.028206+0.00803824j -0.0708083-0.0204973j 0.0625334-0.0273946j -0.029461-0.068295j -0.0808358+0.0571138j -0.0995706-0.0744116j 0.0285046-0.0566833j -0.0197998+0.0555014j 0.104194+7.73773e-15j -0.0417518+0.115825j 0.00793748-0.0402579j -0.0534831-0.0943334j 0.0769144-0.0567426j 0.0649773+0.0015222j 0.0833689-0.00247127j -0.0441485+0.0435991j -0.0895324-0.0611013j -0.00297059+0.0983782j 0.0152785+0.0844722j 0.0429645-0.00253968j 0.0368182-0.0392317j 0.122665-0.0735453j -0.10373+0.013247j -0.0574443+0.0641345j -0.00970663-0.145031j 0.0579011-0.0124362j 0.0155497+0.00126581j -0.036742+0.0244788j 0.0994901-0.0506823j -0.0673223+0.0964116j 0.0960725-0.061241j -0.00674517+0.0713526j -0.0772137+0.0756364j 0.000959494+0.007142j -0.00359378-0.0648914j 0.064155+0.0304121j -0.0842413-0.0798024j -0.100984-0.0573998j -0.111655+0.058589j 0.00724612+0.000758653j 0.0266605+0.0144598j -0.0800505+0.016129j -0.0116423-0.0254904j -0.0225341-0.0201433j -0.0592859+0.0520157j -0.0371999+0.0103272j 0.0270826+0.0177549j -0.0514471+0.00784164j 0.0105894+0.0482571j 0.0769605-0.0197896j 0.0011479+0.0183001j 0.0364889-0.0181072j -0.0549096+0.0142528j -0.0750177-0.0106533j 0.0240503+0.0714704j 0.0381518-0.0118098j -0.0187172-0.0422201j 0.0240046+0.0266375j 0.0247334-0.0326972j 0.0583653+0.0779903j -0.00342412+0.0271946j 0.0332436+0.0204878j 0.0700247-0.0399917j -0.00236254-0.0664658j -0.069712+0.0498585j 0.0527787-0.058186j 0.0664466-0.0274803j 0.0628935-0.0227993j 0.0877431-0.0828993j -0.0329767-0.026744j -0.00126978-0.0497558j -0.0330866+0.00224807j -0.0058293+0.0193165j -0.0231302-0.028347j -0.0187914+0.0321048j 
-0.017195+0.0176652j -0.00804355-0.0452646j -0.0205931+0.00761988j -0.0179501+0.00520103j -0.0110614-0.00943339j -0.0433568-0.0206929j -0.0251066-0.0200889j 0.0120169+0.0657423j 0.0471672+0.00917336j -0.00550763-0.0663424j -0.0090375+0.00641151j -0.00550957+0.0233945j -0.0430112+0.0186922j 0.0118738+0.0274151j 0.0627004+0.113617j -0.00481335+0.00779983j -0.0514414-0.0112416j -0.0346997+0.140963j 0.00120171-0.124113j -0.0480509-0.0323483j 0.063211-0.0774898j -0.0295137-0.0519283j 0.0332382-0.00897923j 0.0252304-0.012904j -0.13567-0.0335422j -0.0417518-0.115825j 0.147485+1.49741e-14j -0.0223588-0.00602462j -0.031381-0.0571358j 0.036392-0.0724408j 0.0574025-0.0667117j 0.0238388-0.139677j 0.185991+0.0644312j 0.0619061-0.0887292j -0.140668-0.0393075j 0.0693635+0.0839765j 0.132177+0.0985183j 0.0238644+0.099252j -0.0119756+0.107558j -0.0637618+0.0997251j -0.0468361+0.0897762j 0.0872949-0.0398335j 0.0167925-0.018283j -0.04839+0.0447992j -0.0163009-0.1086j 0.0261753-0.0637418j -0.0780318+0.0626943j -0.0135002-0.0242185j 0.0165748+0.0108597j -0.00378567+0.0390002j 0.00760155-0.0460155j -0.146476+0.0408754j -0.057395-0.00568551j -0.0763919+0.0141903j 0.0391099-0.101029j 0.00701746+0.0313221j -0.00539475+0.0733841j 0.0174042-0.00899094j -0.0230184+0.0855418j 0.0373594-0.0842582j -0.0224642-0.00223867j -0.0163737+0.00324031j 0.0162128-0.0194852j 0.000750352-0.0288462j 0.016767+0.0250569j 0.0286083+0.00200902j -0.00450894-0.0184338j -0.0338567-0.0173564j 0.0568493+0.0146598j 0.00128309+0.0101434j 0.0144519-0.000124844j -0.0325212-0.0346794j 0.0214836+0.0142547j -0.0325759+0.0177775j -0.0276145-0.0207323j 0.0190591-0.0203363j 0.0166881-0.0219428j -0.00386283-0.0182902j -0.000269707+0.0243343j 0.100048-0.100857j 0.0530521-0.0677645j -0.0415445+0.0720938j 0.0476899-0.00640018j 0.096093-0.038412j 0.0351753-0.0848785j 0.0226635-0.00488416j 0.0282212-0.00855869j -0.012732-0.0334232j -0.0163695-0.0581992j -0.0733658+0.0239716j -0.000631788-0.0326165j 0.0327026-0.0189893j 
-0.00287173+0.00656355j 0.0230975+0.00671446j 0.0327482-0.012854j 0.0253006-0.0154137j 0.0232749-0.0466128j 0.00542359-0.0270604j 0.0152481+0.0150177j -0.000771687-0.00716312j -0.00653232-0.0915254j -0.00137062+0.00797142j 0.0538381-0.0425775j 0.0131417+0.0230422j -0.00906894-0.000331754j 0.0140392+0.0497179j -0.0406062+0.048348j 0.0431433+0.0168961j -0.0339577-0.0575391j -0.0614708+0.0285149j 0.102731-0.0457825j -0.028875-0.0669974j -0.0190936-0.0427679j -0.0580397+0.0850658j 0.0580623+0.0131937j 0.0664452-0.064873j -0.229862+0.039493j 0.00793748+0.0402579j -0.0223588+0.00602462j 0.0543454+5.23193e-15j 0.0150574-0.18728j 0.0425737-0.0119119j -0.130691+0.166948j -0.0520256-0.0551317j -0.101989-0.192711j 0.0137047-0.0928459j -0.109748+0.127972j -0.0963964+0.00390619j -0.0360017+0.0115203j 0.111399-0.033617j 0.16759-0.0852364j 0.0286152-0.0380206j 0.0499175+0.0119014j -0.144655+0.024201j -0.0369544+0.0288213j -0.023289+0.0171299j 0.0249452+0.0914476j -0.0184954-0.0434049j 0.0904421-0.0198463j 0.147872+0.0445268j 0.0092653+0.0158971j 0.0862488-0.109986j -0.0266063+0.0026655j 0.0518397-0.0361172j -0.0924246+0.0357516j 0.0552649-0.0137143j 0.00505456-0.0399753j -0.000726612+0.0604074j -0.0588477-0.0246905j -0.0684747-0.00679338j -0.055725-0.0375361j -0.0551208+0.0541945j 0.00827952+0.0171543j 0.0098407+0.00860471j -0.00662643-0.00179796j -0.02361+0.0486354j 0.0439866+0.0382507j 0.0139099-0.0391038j 0.0137206-0.109542j -0.0700663-0.0105116j 0.0885151-0.0303059j 0.0347306+0.0345282j 0.0631581+0.0783742j -0.0745644-0.101971j 0.058691-0.0822112j -0.071308+0.0095358j -0.0711485-0.00564889j -0.0555273+0.0249108j -0.0562827+0.00555703j -0.0369194-0.066835j 0.0312511-0.0752551j -0.0163274-0.0385976j 0.0201867+0.00989806j 0.0384059-0.0168318j 0.0149895-0.00228121j -0.0449065-0.0104301j 0.00385184-0.0208898j 0.0419389+0.0185334j 0.018275-0.00359993j 0.00250726-0.0129942j 0.00228601-0.040563j 0.0351862+0.0463587j 0.0357478+0.0838294j 0.0790714+0.0314632j 
-0.0107565+0.0174594j -0.0151073+0.0025295j -0.0236474-0.0306754j -0.00927437-0.00206303j 0.0417516-0.00769043j 0.0555205-0.00218675j -0.00891996-0.0488552j 0.0186639+0.0380242j -0.0336784+0.0431557j -0.0206945-0.062918j 0.00504894+0.00200218j 0.0249243+0.0496427j 0.0252282+0.0488431j 0.0498827+0.0290509j 0.0257232+0.0754012j 0.0361892+0.0478373j -0.0501604-0.0761013j 0.0462017-0.00426381j -0.00172068+0.096416j 0.0700351-0.0272585j 0.0431931-0.120391j 0.0454287+0.1609j 0.143088-0.181691j -0.092467-0.108747j -0.138976+0.0125311j -0.0534831+0.0943334j -0.031381+0.0571358j 0.0150574+0.18728j 0.0940938-6.31439e-14j 0.132745-0.0177613j -0.0441123-0.1627j 0.078901-0.0431186j -0.0213467-0.132377j -0.106915-0.0399453j -0.0112727-0.0798944j 0.0521595+0.0234931j 0.0159301+0.0492044j -0.153906-0.111952j 0.0603779+0.0284805j 0.111119-0.0647101j 0.0183954-0.112988j 0.0279978+0.0655287j -0.0521993+0.020191j 0.01038-0.0635428j 0.111155-0.0152301j -0.0157438-0.0207141j 0.0495201-0.00830403j 0.0400443+0.0771592j -0.00850663+0.085143j -0.0132951-0.066315j 0.0371449+0.0438989j 0.0232218-0.0682392j 0.0463768+0.0271658j -0.00525274-0.115117j 0.0059942-0.00116848j 0.0417556+0.0899991j -0.0257979+0.114729j 0.0110825-0.070042j -0.049688+0.00406902j 0.0469779-0.0137515j -0.00834089+0.00389988j -0.0204945+0.0199013j -0.0147722+0.0458717j -0.00457021+0.00394085j -0.0152489-0.00813983j 0.0066703-0.0538184j -0.0263874+0.0055926j 0.0185596-0.0152287j -0.00797331-0.0342441j 0.0261279-0.00474026j 0.0172239-0.00963139j -0.0365403-0.0415112j -0.0429949-0.0484551j -0.00357092-0.0117248j -0.000131143+0.00222082j 0.00637057-0.0156016j 0.000364588+0.000991682j -0.0445466-0.0045719j -0.00113926+0.00392116j 0.0471133-0.0314311j 0.0185521+0.0113193j -0.057096+0.00425553j 0.0134281-0.0114279j 0.0262155-0.0366125j -0.0194831-0.0643475j -0.000238469+0.00749296j -0.0369381+0.021573j -0.00890666+0.03782j -0.00952335-0.013075j -0.0235924+0.0100526j 0.0326738-0.0082093j 0.010182-0.0192035j 
-0.00159311+0.0398447j -0.00154112-0.017984j -0.0170941+0.0196622j 0.0190569-0.0148487j 0.0392133+0.00955646j 0.00246925-0.0122984j -0.0085478-0.0290037j -0.0628258-0.00202656j 0.0529458-0.0460874j 0.0834799+0.0164298j -0.0129553+0.0729449j 0.0155474+0.0246192j 0.0722216-0.0862683j 0.0340751-0.0540923j 0.0319438-0.0276459j -0.0751288-0.0413564j -0.0637633-0.00347252j -0.0391945-0.0132118j -0.069409+0.0605247j -0.041734-0.0436467j -0.190103+0.0237085j 0.0223973+0.026426j -0.110208+0.126346j 0.0352274-0.0485356j 0.152773-0.0098847j 0.0769144+0.0567426j 0.036392+0.0724408j 0.0425737+0.0119119j 0.132745+0.0177613j -0.0394247-2.97071e-15j -0.0402474-0.0263028j -0.166942+0.0841687j -0.0195294+0.0716394j 0.0482276+0.0670804j 0.11421+0.0820114j -0.169176-0.00694571j -0.0345433+0.0311672j -0.0250963+0.0381282j -0.0280174-0.0257034j 0.163134-0.0552535j -0.0270486+0.0511712j 0.000524234+0.0157945j 0.112446+0.0327226j -0.0496062+0.0448236j -0.0268248+0.0645688j -0.099656-0.065541j -0.009434+0.0930694j -0.0677393-0.018118j 0.113037-0.0504068j -0.0430864-0.0517629j -0.0487701+0.0154508j 0.0227385-0.0222702j 0.0233456-0.059392j -0.0647774+0.00940909j 0.0415596+0.0413088j -0.00216902+0.0318674j 0.0258763+0.0158794j 0.023089+0.0223587j 0.0541554-0.0173086j 0.0328206-0.00464011j 0.0149853+0.049253j 0.0240552-0.0332482j 0.020488+0.0461835j 0.00439613-0.0071141j 0.048074-0.0124923j 0.0223939+0.0170648j 0.0328592-0.0138029j -0.038675+0.0207694j 0.0608249-0.0467403j 0.00711732+0.0612055j 0.0458194+0.0467983j -0.0679835-0.0581775j 0.00292116-0.0717756j -0.0875445+0.0221772j -0.0731004+0.00444978j -0.0391307-0.0142372j -0.0112312-0.0097301j -0.0477904-0.0259387j 0.0672338-0.0266947j 0.0116528-0.0456884j 0.0600315+0.0212973j -0.0313831+0.0213069j 0.0478584-0.0598124j -0.013265-0.0515015j 0.034752-0.0278258j 0.0545854-0.0466992j -0.033902+0.0172137j -0.00784467-0.036462j -0.000904176-0.0432072j -0.0225122+0.00328995j 0.0475769+0.0232727j 0.0480671-0.0207102j 
0.00491508-0.0265589j 0.0224772+0.0230264j 0.00977871+0.00250851j 0.0129741+0.0120413j 0.0299724-0.0382231j -0.0808004+0.0308111j -0.0344134-0.0124221j -0.0232031-0.0303654j -0.0914118-0.0891784j -0.016293-0.0204041j 0.0385162+0.050756j -0.00821212+0.0701152j -0.00272484-0.0636558j -0.0540386+0.0554173j 0.0363283-0.074854j -0.0128125+0.110681j 0.0185173-0.00776532j -0.0654701-0.0176172j -0.137575+0.00302338j -0.0271028-0.130055j -0.0544318-0.155053j 0.0255166-0.0864846j 0.0633344-0.0612751j -0.0494255+0.00448657j 0.127433+0.102064j 0.0649773-0.0015222j 0.0574025+0.0667117j -0.130691-0.166948j -0.0441123+0.1627j -0.0402474+0.0263028j 0.048839-3.06699e-15j -0.142008+0.0426325j 0.0761118-0.0617652j 0.0432824+0.0525278j -0.0394656+0.0185544j 0.0972432+0.097476j -0.1217-0.0208338j 0.0236177+0.018355j 0.0320508+0.0225511j -0.0274316+0.0265456j 0.0412818-0.0574062j 0.0319225-0.064648j -0.0446898+0.0309499j -0.0116942+0.0352257j 0.0463191+0.0880947j -0.0479332-0.0368538j 0.0796811-0.0713155j -0.0511919+0.0744149j -0.0488085+0.104949j -0.0255124-0.069939j -0.0601302-0.0903959j 0.0413502-0.119157j -0.00339973+0.0288261j 0.0313355-0.0673106j -0.0537418-0.00634064j -0.0434765-0.0434475j -0.0191197+0.00163309j 0.0481177-0.00810524j 0.0197583+0.0421026j 0.076564+0.0478949j -0.0161674-0.0342029j -0.00039672+0.00862187j -0.0238599-0.00866075j -0.00960704-0.0357558j -0.0411451-0.0524239j 0.0223224-0.0426008j -0.078463-0.00292611j -0.0137139+0.0106953j -0.0273863-0.0785658j 0.0189555-0.0583819j 0.0348092-0.0573042j 0.0322613+0.0509136j -0.00904943-0.0583565j 0.0495264+0.0279805j 0.0393009-0.0727062j 0.0183048+0.0507919j -0.0712395+0.0186351j 0.0239189-0.0130087j 0.0129837-0.0845294j -0.0328208+0.0297263j -0.0161473+0.0562722j -0.0322988+0.0117261j -0.0501639+0.00118124j 0.00796116+0.0236086j -0.0438562+0.00917673j -0.0365307+0.0445515j -0.0803424+0.0162823j 0.0529352+0.0779543j -0.00687964+0.00410151j 0.0219887+0.0364756j 0.0328295+0.0224093j -0.026411-0.0141335j 
-0.00388621-0.00540737j 0.0049497-0.00472956j 0.0198628+0.0124113j 0.0236825-0.0103636j 0.0172394+0.00109566j -0.0355659+0.00248564j -0.000571914+0.022698j 0.00958544-0.0108565j 0.0265241+0.0132565j 0.0332302+0.0162656j 0.0346046+0.0818132j -0.0387074-0.0451244j 0.0208856-0.0448875j 0.0245456+0.0426565j 0.00714437-0.0975903j 0.0592334+0.0355966j -0.0844452+0.0557146j 0.020185-0.0310513j 0.0762784-0.0231823j 0.102073-0.019395j 0.131849-0.0889029j 0.173769-0.0985703j 0.0279118-0.0849088j -0.0153045+0.0760439j 0.0692152-0.146444j 0.0833689+0.00247127j 0.0238388+0.139677j -0.0520256+0.0551317j 0.078901+0.0431186j -0.166942-0.0841687j -0.142008-0.0426325j 0.262486-1.59317e-14j -0.0349382-0.0181614j -0.102602+0.0536915j -0.131004-0.0217643j 0.0402035-0.058188j -0.0387766-0.0457599j -0.112972-0.0877198j 0.0673432-0.0442411j -0.0377694-0.0655013j 0.00644541+0.0803451j -0.0650901-0.0887224j -0.025437-0.0432136j 0.014236+0.0158562j 0.027236+0.0194361j -0.00257104-0.1069j -0.0205837+0.0118936j -0.0557054+0.026528j -0.018279-0.0667735j 0.0260223-0.061197j 0.0777533-0.0668877j 0.0160053-0.0200134j -0.0320847-0.0494954j 0.0302965-0.00226095j 0.0105046-0.0134386j 0.0566233-0.0162885j 0.00398392-0.00555399j -0.0031262-0.0490993j 0.0256705-0.0382228j -0.00142487+0.0152163j 0.00747332-0.0370352j 0.00407015+0.00372669j 0.0677138+0.0188794j 0.00608641+0.00634541j 0.0131807+0.0443684j 0.00566419-0.00131899j 0.00979611-0.0285896j -0.0209708-0.000609223j 0.0310365-0.0330866j 0.0281157+0.0304704j 0.0427754+0.0367121j -0.0463834-0.0491908j 0.0236435-0.0517961j -0.0307769-0.00353469j -0.00317804-0.0269335j -0.0101855+0.0115045j -0.0471474-0.012021j 0.00225615-0.0221586j 0.0294828-0.0250688j -0.0419902-0.0101332j -0.0210197-0.0143693j 0.0298697-0.00869989j 0.0123564+0.00218314j -0.0589188+0.0115374j -0.0121161+0.0287837j -0.00468917+0.0157981j -0.00764441-0.0269019j -0.00152661-0.00954108j 0.0148979-0.0280146j 0.0110859+0.0127489j 0.0135382+0.0454066j 0.0267018+0.00567672j 
-0.00210313+0.00777574j -0.0141889+0.00333234j -0.0461164+0.000861636j -0.0218291-0.0181428j -0.00215921+0.00890179j -0.0144992+0.0438896j 0.0402262+0.00507745j -0.0321277-0.0504089j 0.0158849+0.00534887j 0.0165039-0.0161875j 0.0261163-0.0238174j -0.0286086+0.00280362j -0.017388-0.0131619j 0.0420462+0.0432822j 0.0624091+0.00457263j -0.00167933+0.00621292j -0.114803-0.0936065j -0.0125641+0.0894079j -0.0689735-0.063318j -0.0555001-0.0772381j -0.0457167-0.0138809j 0.10577+0.189431j 0.0269707-0.0374959j 0.0217138-0.0458953j -0.0970463+0.0698725j -0.0441485-0.0435991j 0.185991-0.0644312j -0.101989+0.192711j -0.0213467+0.132377j -0.0195294-0.0716394j 0.0761118+0.0617652j -0.0349382+0.0181614j 0.125448-6.3595e-15j 0.0465199-0.0438078j 0.127065-0.0379429j -0.0288198-0.0320066j 0.0290367-0.00102934j 0.00320828-0.0540607j -0.0531352+0.041527j 0.0548525+0.0693241j 0.00496625+0.0429969j -0.0749302+0.0297182j 0.092743+0.0642552j 0.0454151-0.0345468j -0.0552523+0.00966511j -0.0650974-0.086497j 0.0214612-0.0268547j -0.128949-0.0670399j -0.00646041+0.0838447j -0.0390003+0.00845488j 0.0300271+0.0251527j -0.00852465-0.0365925j -0.0816979-0.000968795j -0.0104153+0.00582605j -0.054081+0.0574519j 0.0487429+0.13259j -0.0620041+0.00867072j 0.0687882-0.0529021j 0.0268793+0.0462625j -0.0315213+0.0287966j 0.00820491-0.0249762j 0.0527621+0.111191j 0.000881615-0.0152728j 0.0176753+0.0600195j 0.0113215+0.00642209j -0.0442589-0.0241106j 0.0280312+0.0563515j -0.0127076+0.0542015j -0.0474021-0.0279093j -0.0185839+0.0355906j 0.0399676-0.0284958j -0.00303514+0.0122386j -0.0243018-0.0278419j -0.00693269+0.017227j -0.0500548+0.000287164j -0.0575886+0.0275495j -0.00308419-0.0940417j 0.0396795-0.0676568j -0.056127+0.000570405j 0.00232545-0.00484364j -0.0353619+0.0109736j -0.0406791-0.0207993j 0.00053578-0.0159154j -0.041018+0.0235427j 0.0608588+0.0328912j 0.00964778-0.0364872j 0.0126768-0.011154j -0.045869+0.0243862j -0.0049461+0.109328j 0.060114-0.00440382j 0.00151953+0.00258273j -0.00434186-0.0195058j 
0.00190852-0.0196401j -0.0134444-0.00148418j 0.0399537-0.000687262j 0.00293185+0.00326592j 0.00054152+0.0218758j -0.0206778+0.000888562j 0.000175243-0.0357169j 0.0466351+0.00419898j 0.00101444+0.0110733j -0.00345141+0.00101392j 0.054864+0.00443424j 0.0181477+0.0341811j 0.0709267+0.0379355j -0.00823379+0.0278127j -0.0212174+0.0477661j -0.00861079+0.0982583j 0.0216326-0.0570711j -0.00336546+0.063165j -0.0398436+0.0173502j -0.0928251+0.154826j 0.00642872+0.177419j -0.188174+0.132221j -0.0236418+0.121134j 0.0205352-0.109145j -0.103239+0.00881517j -0.0895324+0.0611013j 0.0619061+0.0887292j 0.0137047+0.0928459j -0.106915+0.0399453j 0.0482276-0.0670804j 0.0432824-0.0525278j -0.102602-0.0536915j 0.0465199+0.0438078j 0.00775256+2.23432e-15j 0.0163958-0.0492515j 0.0653928+0.027824j 0.0973929+0.0342002j -0.0820357+0.00436721j -0.0570525-0.0182454j -0.00196957+0.0349608j 0.0519742+0.0209431j 0.0419225+0.0197757j -0.0989077-0.0531472j -0.0504138-0.0360759j -0.0354066+0.0449404j 0.0930547+0.0479661j -0.0170116+0.00523539j -0.010162+0.0274549j 0.0287029-0.0955866j 0.00599702+0.0579229j -0.105035+0.0986115j 0.0200662+0.0324063j 0.0305927+0.00490757j 0.0125762-0.00479813j 0.0503007-0.0853889j -0.0390228+0.0141604j -0.00463251+0.0196821j -0.0203344+0.0070685j -0.0218615-0.0542595j 0.0348125+0.0222585j -0.0203067-0.000111791j 0.00747644-0.0383522j -0.0153974+0.0270595j 0.0361707-0.0194732j 0.0427198+0.0298969j 0.0209485+0.0279241j 0.0160802-0.029613j 0.0102566-0.0333825j 0.0365005+0.00882354j 0.0337942-0.000226323j -0.0542838+0.00899755j 0.0305679-0.0480085j -0.0150623-0.000492896j 0.0171552-0.0330651j 0.0241252-0.00490667j 0.025636-0.0560128j -0.0288329+0.0314252j -0.0579435+0.0503689j 0.0608569-0.0135788j -0.0404281+0.0388249j -0.0208477-0.0140388j 0.0803536+0.0215975j -0.0129693-0.00342157j -0.0206014-0.0267726j -0.067347+0.0384741j -0.025813+0.0288612j -0.0244541-0.0420867j 0.0307852-0.0160632j 0.0525589-0.114832j -0.0421535-0.0489566j -0.0144448+0.00468361j -0.0111925+0.0132422j 
