0.0693611-0.159221j 0.188689-0.16883j 0.437684+0.0794393j -0.0478034-0.344632j -0.119174+0.0983837j -0.717476-0.189368j 0.130477+0.189548j -0.0744165+0.607245j -0.490061-0.496174j -0.0337661-0.28551j -0.320343-0.519868j 0.754874-0.37206j 0.706569-0.277262j 0.146295-0.515346j -0.19992-0.210688j -0.761288-1.16777j -0.719358-0.111397j 0.854117+0.189177j -0.424299+0.482615j 0.381533-0.211802j -0.111132+1.18298j -0.0497298-0.260691j 0.404323+1.10229j -0.0388346-0.492187j 0.466491-1.60061j -1.34536-1.02659j 1.52882+0.339386j -2.12505+1.34037j -0.406689+0.142325j -1.5068-1.5214j 0.0699933-0.33464j -0.12719-0.587098j -0.220227+0.219222j 0.0923137+0.67211j -0.164174-0.590617j 0.0877764+0.864744j -0.0573374+0.0571985j 0.940525-0.0272841j -0.536129+0.88951j -0.0508043-0.165325j 1.12692-0.0440455j 0.694258+1.28724j 0.486484+1.21987j 0.399752+0.136096j 0.840181-1.46066j 0.417119-0.725309j 0.566483-0.453433j 0.893762-1.19297j -0.0606408+0.734774j -1.24015-1.55819j -0.209568-0.346237j 1.67341-0.860828j -0.641864-0.476149j 0.925622-0.66559j 0.331065-1.45374j 0.692459-0.745937j -0.236942+1.00189j 0.514397-0.0715348j 0.0184827-1.04541j -0.221599+0.564955j 1.85083+0.348583j -0.610079+0.948778j 0.977253+2.17183j -0.804076-0.514549j 0.924262+0.450198j 0.780988-0.628639j -1.37478+1.04274j -0.0698961-2.80152j 2.71173-0.674295j 
0.377145+0.461168j -0.0394058-0.644367j -0.140478-0.229504j -0.872914+0.451599j -0.249641+1.07412j 0.391756-0.476969j -0.00912061+0.883042j -1.25234-0.524064j 2.01657+0.0345672j -0.0219578+0.0404666j 0.0404866+0.722837j -0.107209-1.66979j 0.42916-1.36578j -0.637701-0.296428j -0.556419-1.42212j 0.731061+0.0320756j 0.369293+0.171645j -0.957597+0.218998j -0.0987588-0.136404j -1.3113+0.763358j 1.58381+0.690201j -0.548852+0.790951j 0.522904+0.303817j 0.485662+0.734738j 0.22967-0.625023j -0.121089-0.411673j -0.126101+0.00690484j 0.0210445+0.161278j -0.441021-0.0987461j 0.27951-0.475531j 0.0885819-0.53924j -0.16573-0.257874j -0.0154698+0.156134j 0.639233-0.468242j 0.433011+1.20506j -1.65589-0.844602j 0.182613+0.574205j -1.47803-0.590751j 0.711433-0.607939j -1.64169-1.90776j 0.713318+1.29617j 2.22569+1.73291j 3.00097+1.54048j 1.06061+2.91335j 0.773902+1.18363j -0.917075+0.688965j 0.420302+0.759872j 0.243919+0.693492j -2.96203-2.73607j 1.6685+2.46046j -0.731429-2.21707j -0.789411-2.02206j -0.284467+0.541362j 0.93701+1.60745j -0.643946-3.12001j -0.484192-1.0024j 1.25248+3.01105j 0.0335125-0.00641763j 2.55706+3.51013j -0.459623+1.69312j 1.25493+1.80243j 0.977477+0.751138j 0.183813+0.297529j 0.357625-0.768342j -0.0427585+0.791935j 0.452674+0.368557j 0.189623+0.0159921j -0.158093-0.210412j -0.191818+0.29754j 
0.246565-0.210218j 0.101128+0.233603j -1.00135+0.624411j -0.31559-1.44516j -0.360171+0.0918537j 1.1931+0.950155j 0.20191+0.126459j -0.928811+0.344078j -0.298271+0.233835j -0.506636+1.14487j 0.376003+0.141644j -0.248349-0.386215j -0.00995414+1.241j 0.0995127+0.46854j -0.82936-0.503343j -0.527226-0.899832j -0.316868-0.603836j -0.380713+0.670973j -0.140973-0.33697j 0.279189-0.0355011j -0.247946+0.259362j -0.750094-0.591483j -0.0626896-0.292284j -0.111702+0.160597j -0.142246+0.231423j 0.240369-0.126801j 0.468003-0.212781j -0.106996-0.0482663j 0.745254+0.0128489j -0.0837483-0.163775j 0.78596+0.141511j 1.38259-0.731196j 1.3112+0.671898j -0.797285-2.14415j -0.627556+0.662459j -1.29299-1.16399j 1.17658+2.05985j 2.51705-1.54688j 1.21331+1.10595j 1.58176-1.55366j 0.70574-0.739207j -0.692371+2.73016j -0.711058+0.524483j -1.16254+2.97058j -0.57882+2.30552j -0.133745-1.13106j 0.0608349+0.964497j -1.85213+1.166j 0.525814-2.53536j -0.422117+1.67686j -0.655672-0.61969j 0.536832-0.912068j 0.271219-1.14035j -1.34277+1.50845j 1.10684-0.87555j 0.4417-1.19569j -1.97154+2.71971j 0.826875+0.149368j -0.753406+2.08344j -0.268575+0.389996j -0.225732+0.271964j -0.171449+0.510187j 0.0267938-0.26084j 0.710267-0.30854j 0.104585+0.0538285j 0.054924+0.826722j 0.3115+0.433812j 0.236439+0.158056j 0.15125-0.0342563j 
-0.0246384-0.413176j -0.558055-0.833823j 1.77342+0.942752j 0.878373-1.08412j -0.335862+1.28737j -0.790874+0.0290192j 0.99053+0.320953j -0.510824+0.361402j -0.530984-1.1121j 0.259881+0.228712j -1.03397+0.939635j -0.74784+0.612885j 0.211578-0.431176j -0.97077-0.309252j 0.566525-0.0377522j -0.518012+1.31457j 0.2002+0.456618j -0.326378+0.342488j 1.02085-0.457686j 0.235983+0.0919267j -0.741241-0.483817j -0.508352+1.0574j -0.802934-1.25888j 0.14153+0.363304j 0.518239+0.19103j 1.35952-0.218565j 0.128792+0.240216j -0.264478-0.720654j -0.166747-0.275102j 0.0584549+0.185975j -0.355613+0.664454j 1.22765-0.881242j 0.29396-0.172828j 0.283612+1.52742j -0.274769+0.0326701j -1.90492+0.521151j -1.02471-0.66261j 1.26996+1.57025j -1.09942-0.24599j 0.222748+0.868446j 0.0910217-1.06477j -0.913648-1.44044j 0.911467+0.213181j -0.71319-0.17359j -0.830646-1.28058j -0.486509+0.153618j -0.752464-0.661453j 0.380514-0.424262j 1.70642+2.20987j -0.139687-1.74291j 0.621955+1.31539j 0.651349+0.484049j -0.470596+0.990046j -1.64449-1.57647j -0.0192312+1.18573j -0.311422-0.697586j -0.706078-0.639277j -1.33131+0.377355j -0.615524-1.81206j -0.347727-0.348298j 0.131555-1.4008j -0.681546-0.710547j -0.0681523-1.22324j -0.0730885+1.35989j -0.0916332-0.271527j -0.356819-0.209624j 0.155292-0.112359j -0.364739+0.740055j -0.369303-0.213926j 
-0.148077-0.219635j -0.288099+0.388098j 0.812628+0.04014j 0.798619+1.23642j 0.0499865+0.876985j -1.10504-0.245988j -2.4896+0.405606j 2.12785+0.972136j 2.24048-0.502309j -3.98315+1.28497j -0.201054+0.303386j 0.0775949+0.949789j 0.609444+0.305103j -0.0553083+0.163491j 0.12382+0.785511j 0.121461-0.102472j -1.13755+1.00158j 0.263534+0.536373j 0.491837-0.3234j 0.0530474+0.798316j -0.162493+0.27605j 0.000108232+0.183062j -0.318158+0.399059j 0.207766-0.32647j -0.319577+0.409176j -0.0928732-0.145982j -0.20784+0.0731844j -0.253514-0.0254913j 0.00348007-0.0920498j 0.044272+0.126379j 0.0810025-0.0907174j 0.161303+0.0157913j -0.229-0.209493j 0.114112+0.0119303j -0.410338+0.0932522j -0.405627+0.184265j -0.368911+0.993215j -0.336759+0.217965j -0.330871+0.24622j 0.546878-0.441908j 0.0478499+0.000774283j 0.266879-0.406899j 0.032692-0.315498j -0.281574+0.567298j -0.105345-0.203002j -0.193524-0.0528562j 0.341248+0.390639j -0.0983649-0.0538868j -0.144518+0.367716j -0.00617948-0.297357j 0.0294978+0.0536961j 0.0349986+0.174571j -0.14427+0.117971j -0.230648-0.0491929j -0.0238439+0.0792593j 0.0588627-0.0861602j 0.277636-0.112267j 0.0896782+0.0435068j 0.156421-0.153762j 0.0289366-0.153402j 0.153148-0.223635j 0.0152795-0.0527842j 0.0404602-0.110775j -0.202006+0.200948j -0.0191065-0.0874617j 0.0830521-0.039137j 0.0156709+0.00149122j -0.0714257+0.0584024j 0.000606874-0.0176758j 
0.00849223+0.590467j 0.773782-0.901471j -0.452358-0.219107j 1.02321-1.00184j 0.172297+0.106486j -0.432659+0.665475j -1.16335-1.9652j -0.611262+0.32397j 0.869233+0.80632j -0.531957-1.09506j -0.807216+0.406253j 0.954395-0.846081j 0.508015+0.36383j -0.121193+1.00413j -0.201967+1.23667j -0.407732-0.317324j 1.38379+0.362511j -0.889452+0.630489j 0.605047-0.452139j 0.776668-0.801617j 0.0754483+0.302857j -0.0666993+0.0992119j 0.309079+0.153848j -0.188048+0.0988563j 1.01861-0.226133j -0.229999+0.424926j 0.0446973+0.387617j 0.199527+0.34266j -0.398557-0.487319j 0.417148-0.382821j -0.361322-0.74205j -0.190403+0.317153j -0.0819703-1.23198j 1.01197+1.06369j 3.38863+1.67833j 0.169339-1.00375j 1.24659+1.07537j -0.864895-1.75953j 1.82423+0.816196j -2.30304-2.34473j 0.432613+1.13894j 1.89509+4.93129j 1.57943+2.91697j 2.27077+3.28235j -1.11929+2.04581j 0.366273-0.158072j 2.45513+0.869385j 1.9078+2.84463j -2.02665-5.02462j 1.05898+4.16407j -1.69194-2.29339j -0.772478-2.47545j -0.48453-1.45174j 0.49529+2.04156j -1.71606-2.11772j 0.0349309-0.737461j 3.00763+5.48502j -0.475269+0.468821j 1.4038+3.60092j 0.898518+0.878379j 0.941293+2.92678j 0.297468+0.882497j 0.0408911+0.098375j -0.465947-1.84426j -0.459594+0.333651j 0.786938+0.533768j 0.0267612-0.302451j -0.423829-0.666153j -0.31853+0.300325j 
-0.0288198-0.0118248j 0.406375+2.12815j 0.238026+0.564216j 0.331934-1.64026j 0.314661+1.36112j -0.722877-0.697365j -0.99476+0.386971j 0.133147-0.0979142j 0.357878-0.864598j -1.05535-0.564686j 0.106581+0.707176j 0.118168+0.451874j 0.740438+0.182733j -0.686963+2.2121j -0.088301-0.306019j 0.495525-0.286027j 0.70065+0.185506j 0.344766-0.0830906j -1.13993+1.84332j 0.15029-0.666015j -0.156299-0.078029j -0.57013+0.195263j 0.136025+0.153253j -0.763003+0.104505j -0.489196+0.201272j 0.0880963+0.201144j 0.0255349+0.124384j 0.209463+0.505347j -0.0353868-0.000382919j -0.405516+0.325047j 0.112352-1.46087j 1.09398+0.463191j -0.236551-0.0715526j 0.498242-0.011484j -0.0590341-0.598552j 0.405857+1.21378j 0.23678+0.222552j -1.00363-0.186368j 0.487347+0.581125j -0.955858+0.151226j 0.00959317+0.361552j 1.54577+1.06538j -0.0506647-0.105303j 0.991316+0.273798j 0.885779+0.650929j 0.390468+0.261696j 0.841309+0.644175j 0.713573-0.0833277j -2.22661-0.0720216j 0.313504+0.360173j -1.07136-0.407688j -0.767542+0.110028j -0.513894+0.229478j 0.940913+0.0168064j -0.912102-0.161034j -0.511335-0.43859j 1.7618+0.483239j -0.507281+0.177708j 1.46291+0.69475j 0.17444+0.480652j 0.645615+0.272162j 0.497329+0.288992j 0.215023+0.0846294j -0.698246+0.202718j 0.298308+0.241355j 0.714694+0.108443j -0.106685-0.00051978j -0.427992-0.114124j -0.289196-0.0769155j 
0.558527+0.437516j 0.0853672+0.732112j -0.8615+0.187475j 0.531502+1.09442j -0.405473+1.51803j 0.92441+0.774845j 0.876942-0.451818j -0.773619+0.301656j -0.554574-0.761005j 0.713851-0.497525j 0.167689+1.02777j -0.0813986+0.0813225j 0.26588-1.03454j 0.153761-1.21049j 0.29809-0.227834j -0.79658-0.112503j -0.706309+0.458341j -1.02302+0.346542j 0.0354752-0.0660124j -0.143333+0.0836344j -0.0342363+0.727135j -0.195346-0.727129j -0.0921468-0.202714j -0.189037-0.0336996j -0.166895-0.222756j -0.288587+0.218311j 0.131763+0.148243j -0.0470387+0.0319165j 0.60375+0.137413j 0.225501-0.194145j 0.190507-1.41659j 2.39522+1.00236j 0.383614-1.84552j 0.635276+0.0441585j 0.438242-0.0130102j 0.531061+1.77108j 0.602036+0.433321j -0.539253-0.916871j -0.300373-0.747053j 0.807903+0.64694j 0.693416+0.0583364j 0.0648423+0.875697j -1.32038-1.28562j 0.380149-0.669367j 0.102497+0.780257j 0.23588+0.715497j -0.107281+0.26243j 0.120661-0.449396j 0.376695+1.09231j -1.61957-0.254985j 0.59272-0.349134j 0.415032+0.233706j 0.470741+0.0222345j -0.537169-0.268572j 0.78485-0.259526j 0.580419-0.73769j -0.302246+0.734086j -0.177688+0.204253j 0.149987+0.49252j 0.0557855+0.121283j -0.285917-0.484128j 0.109822+0.0702113j 0.252828-0.0376698j 0.0544645+0.501463j 0.201388-0.357676j -0.225895+0.163054j -0.0884545+0.223964j -0.535911-0.0346548j -0.0953099-0.146609j 
-0.0500566+0.0704062j 0.287267+0.174121j -0.355663-0.708348j 1.11028-0.739817j 0.560046-0.0800696j -0.109413+0.854715j 0.169475+1.27328j 0.584787-1.65266j -0.26894-1.56936j 1.03359+2.62627j 0.376711-0.018437j 0.810011-0.390146j 0.261282-0.549634j 0.0297326-0.0853124j 0.502733-0.0262969j -0.111994-0.495019j 0.745717+0.536196j 0.198746-0.137729j -0.265065-0.382954j 0.68375-0.149457j 0.16892+0.0354416j 0.124934-0.113197j 0.308879+0.18124j -0.198747-0.107282j 0.307258+0.15232j -0.0862286+0.297286j 0.0196396+0.187856j 0.0735235+0.153667j 0.0975135-0.116462j 0.110166-0.0996981j 0.0297745-0.11484j -0.383888+0.602499j -0.524428-0.904228j 0.842301+0.40357j 0.70858+0.458986j -0.182411-0.320036j -2.50311+2.80758j -2.17691-1.17077j -0.740639+0.401326j 1.13652-1.52034j -0.0952841+0.868751j 2.52143+1.40707j 1.16183+0.211433j -1.68318+1.76239j 0.275674-0.0403459j -0.2151-0.327298j -0.0544595+2.18686j 0.409715+0.950131j -1.3116-1.7228j 0.490021+0.929418j 0.152053-0.674178j -0.227132-0.44423j -0.452372-0.515384j -0.419653+0.637687j -0.0169254-0.927508j 0.18908+0.187818j 0.983705+2.08202j 0.463781+0.537681j 0.273664+1.08478j 0.446539+0.246977j -0.00689211+0.975954j 0.101937+0.312925j 0.128334+0.196925j -0.233517-0.798094j -0.315751-0.311276j 0.084733+0.269315j -0.0161001-0.177076j 0.0221275-0.252598j -0.0317162+0.159733j 
0.310063-0.725073j -0.744741+0.560774j -0.396549-1.53004j 1.03288+0.4455j -0.576058+0.27967j -0.394228+0.458958j -0.458356-1.2262j 0.472861+0.32809j 0.00873267-0.242587j -0.229883-0.712363j 1.00263-0.598378j 0.777823-0.694438j 0.165373-0.248492j -0.751805-0.577752j 0.132203-0.652496j 0.736689-1.29713j 0.096274-0.746536j -0.204579-0.0568195j 0.318843-0.0930468j 0.107702-0.0275063j -0.126605-0.280073j 0.228244-0.365744j -0.276066-0.00797152j 0.147161+0.0688095j -0.306178-0.0548448j 0.512405+0.485412j 0.0316658+0.234928j 0.0229718-0.444201j 0.870709-0.0303223j 0.149658-0.00740161j 0.287457+1.04991j -0.487988+2.59731j 0.291431+0.251389j 1.90387+0.0218023j -0.198005+0.615361j 0.220415-0.53336j 0.652455-1.61354j -0.272126-0.494779j 0.233234+1.20909j 0.946358-0.0470207j 0.317191-0.00952018j -0.721456+0.655157j 0.426911-0.486683j -0.150819+0.731691j 0.392704-0.217384j 0.651848+0.398572j -0.498438-0.430315j 0.193414+0.495266j 1.39511+1.06498j 0.588659+0.823898j 0.494607-0.720588j 0.399565+0.349092j 0.72059-0.534049j -1.4754-0.041647j 0.777982+0.070437j 0.803442+0.200661j -1.95511+0.0899888j 0.281389+0.115105j -1.04791+0.446858j -0.478136-0.360637j -0.0860793+0.11367j -0.271207+0.117623j -0.0381968+0.127351j 0.321641-0.091382j -0.304746-0.155582j -0.778126+0.420505j 0.0128655-0.0159937j 0.373573+0.520779j 0.0465223+0.354513j 
0.111269+0.817658j 0.728973-0.450021j -1.34688-1.13214j 1.43043-1.09016j 0.324467-0.801262j -1.33482+2.03081j 0.239991+0.432783j -1.20391-1.8554j -0.609021+0.01985j -1.71125-0.778801j -0.328276+0.448071j 0.280442-0.466145j -2.32088-0.403434j -0.164155+0.101811j 0.520254-0.967905j 0.487475-0.890484j 0.442339-0.743971j -1.20645-0.587335j 0.974439-0.123241j -0.442022+0.261574j -0.471785-0.390623j 1.01893-0.502446j 0.598401-0.163311j -0.0897621+0.154113j -0.0215788-0.179985j 0.16867+0.189495j 0.395772+0.557206j 0.143593-0.0230513j -0.29323+0.260019j 0.407677-0.186557j -0.216384-0.0896512j 0.806696-0.484996j -0.868611+0.750613j 0.303048-0.640771j -0.335628-0.89245j 0.0826841-0.435278j -0.941603+0.514156j 0.706882+1.39374j -0.531741+0.523175j 0.300055+0.353648j 0.058274+0.0181359j -0.828416-0.293899j -0.457599+0.0738601j -1.23497-0.319655j -0.94021+0.27224j 0.520635-0.0793156j -0.616236+0.39376j -0.621066-0.716344j 0.887039-0.832612j -0.837958-0.080175j -0.0676497-0.272175j 0.178636-0.100839j 0.0574486+0.202691j -0.172136-0.152754j 0.257995+0.0709127j 0.258295-0.448509j -0.820883-0.357515j -0.215362+0.0159476j -0.710345-0.109631j -0.316757+0.157325j -0.608954-0.0466995j -0.219259-0.00610292j -0.0759551-0.14078j 0.394798+0.317555j -0.0338894+0.188874j -0.295374+0.00678703j -0.046157+0.205287j -0.252836-0.0880627j -0.0154316-0.206465j 
-0.0469443+0.132349j 1.56949-0.722741j 0.593338-0.276998j -2.23757+0.00168834j 0.417976-0.259991j -0.468779+0.738624j 0.254367+0.57367j -0.495971+0.201396j -0.304404+0.491424j -0.402143+1.08748j 0.809615-0.087575j 0.652994-0.120901j 0.787577-0.468112j 1.75657+0.207997j -0.478933+0.120462j -0.336886-0.670376j -0.0415158-0.84536j -0.0545298-0.283151j 1.3138+0.642825j -0.657893-0.310245j -0.338753+0.0857202j 0.270343+0.853244j 0.0787091-0.0560814j 0.111497+0.755205j 0.606871+0.381421j 0.187391-0.0543225j -0.0350261-0.119777j 0.456717-0.0379391j 0.122223-1.011j 0.478871+0.386589j 0.173444-0.891263j -0.406732-0.0248268j -1.45535+0.307403j 0.774281+0.383123j 0.605982-0.568032j -0.247429+0.731855j 0.604484-0.663948j -2.29503-0.671208j 0.310304+2.94885j -2.18493-2.65562j -1.0364+0.127878j 2.45491+3.13732j 1.08526+1.36363j 0.751668+2.71051j 1.43134+1.54601j 1.0999+0.843056j 0.467202+1.51875j 1.12465+1.82727j -2.31396-3.64752j 1.52408+2.68589j -1.94457-2.54422j -1.78113-1.19058j -0.801254-0.836479j 1.33691+1.67886j -1.76523-1.41321j -0.998729-1.24475j 2.40507+2.65873j -0.660546-0.634508j 1.32893+2.34328j -0.251573+0.571541j 0.0609661+1.43032j 0.386271+0.867599j -0.251947+0.0604274j -0.414108-0.542927j -0.391087+0.42008j 0.507402+0.732131j 0.205467-0.10889j -0.30384-0.294245j -0.264726-0.266553j 
-0.472016+0.886273j -2.27497+0.724603j -0.768073-1.44037j -0.970469+0.869896j -3.1209-0.0409775j -0.515458+1.07402j 0.184222+0.757038j -0.749729-0.719055j 1.55449-0.659j 0.654024+0.0775535j -1.91003+0.56344j -0.279735+0.0502453j 0.970911+0.794378j 0.468107-0.193653j 0.331537+0.232872j 0.292635-0.849326j -0.36424-0.809856j -0.448134-1.08346j -0.725948-0.608469j 0.0435221-0.185629j -0.873384-0.317027j 0.880308-0.427793j 0.105368-0.111062j 0.0232215-0.533082j 0.229069-0.636785j -0.32654-0.179513j -0.320346+0.225736j -0.227844-0.0217691j -0.194259+0.296387j 0.109146-0.0817536j 1.08809-0.234865j -0.406313+1.46512j 0.52211+0.0860634j 0.150155+0.587214j 0.191659+0.0213041j -1.04023+0.440061j 0.00823339+0.27825j -0.2119-0.274977j -0.0254029+0.383338j -0.747627-0.21166j -0.133849+0.164642j 0.112856+0.936505j 0.787045-0.273289j 0.348739+0.67732j -0.0897365+0.700851j 0.0473624+0.290864j 0.134184+0.33591j 0.612678+0.366153j -1.08917-0.718409j 0.138734-0.0938172j -0.28957-0.295282j -0.468601-0.139784j -0.19718-0.0200103j 0.26215+0.120886j -0.401867-0.00310033j 0.178501-0.304287j 0.27324+0.702438j -0.400867-0.210282j 0.096212+0.61467j -0.125576+0.220029j 0.240351+0.236842j 0.00877989+0.230769j 0.10162+0.0758671j -0.503063-0.0631263j 0.0747639+0.101585j 0.0335857+0.165872j -0.00945722-0.0527358j -0.213564-0.305508j -0.037175-0.234629j 
-0.0372829-0.292776j -0.226246-0.149532j -1.41518+1.87479j -0.942669-1.61154j -0.215655-0.0545215j 1.77572+0.718532j -0.778811+0.394387j -0.93022+0.718196j -0.399529+0.257191j -0.764117+0.987177j -0.631615-0.478192j -0.941411-0.489376j -0.294377+1.70896j -0.0546672+1.04554j -0.804064-0.396911j -1.06677+0.0801297j -0.428942-0.0851565j -0.0243208+0.798726j -0.367584-0.675134j 0.298203+0.118259j -0.118473+0.35407j -0.937369-1.01961j -0.0367665-0.290218j -0.0882023-0.179483j -0.246884+0.160094j 0.352263-0.505195j 0.471619-0.344998j -0.252135-0.193494j -0.34336+0.353058j -0.379499-0.252248j -0.320068+0.712431j 1.69925+1.16964j -0.436105+0.675927j 1.55918-0.843737j -0.680371-1.03286j 1.65063-0.710562j -1.90352-0.764548j 0.307943+3.18676j -1.2172-0.179885j 1.03261+2.36096j 0.70063+0.159624j -2.12737-2.75411j -0.771223-1.28599j -1.46095-2.97188j -1.39747-2.03859j 0.975318+0.20695j -0.892655-1.04363j -0.222234-2.65313j 2.74048+2.95745j -1.14357-2.05693j 0.833048+0.3542j 0.869707+1.31676j 0.741114+0.850324j -0.823593-1.87748j 0.49622+1.54095j 0.750258+0.821479j -1.51901-3.31j -0.310384+0.457869j -1.06323-2.18485j -0.302625-0.512357j 0.0765225-1.08824j -0.274102-0.629132j 0.366986+0.116774j -0.121509+1.0967j -0.017934-0.0457618j -0.607631-0.267206j -0.490905-0.00249302j 0.015059+0.278844j 0.0813466+0.193351j 
1.03245-0.37073j -1.53239-1.80297j 2.26327-0.800434j -0.589552-0.623029j -1.44714-2.6582j -0.409241-0.0368399j -0.120954-0.0935976j -0.24173+0.401201j 0.722577+0.899902j 0.273137+0.610763j 0.419508-0.0197508j 0.172429-0.0953884j -0.859886+1.1254j 0.197006-0.173691j -0.0246436+0.113568j 0.885577+0.619796j 0.581191-0.135031j 0.798809+0.496814j 0.392722-0.507773j 0.295943+0.363162j 0.2888-0.33991j 0.315428+0.149507j -0.186182-0.369545j 0.39383+0.111124j 0.195207+0.037405j -0.284789+0.114182j 0.0305632-0.233081j 0.0679909-0.154445j 1.35565+0.37295j 0.0045861-0.0957245j -1.16519-0.571811j -0.22662-1.89369j -0.728359+0.149183j 0.476942-0.280817j 0.0762054-0.56632j 1.25719+0.0421113j 0.0953428-0.38719j 0.240721+0.426299j -0.468028-0.314619j 1.34473+0.190092j -0.048826+0.799404j 0.036563-0.539539j -1.28226-0.197469j -0.439964-0.915018j 0.857771-0.26307j 0.225442+0.115092j 0.0769162-0.317843j -0.73076-0.475874j 1.17882+1.62833j -0.995972+0.708346j 0.65549-0.0467811j 0.642673+0.327521j 0.628663-0.170649j -0.569327-0.598855j 0.610903-0.0334865j -0.128723-0.309931j -0.477574-0.44932j 0.211233+0.34926j -0.0552542-0.412471j 0.306402-0.194787j -0.519714-0.042765j 0.0446737-0.214347j 0.240585-0.163187j 0.424861+0.352731j 0.233986-0.578624j -0.0809413-0.130639j -0.0690204+0.328967j -0.494713+0.532706j -0.241931+0.170204j 
-2.32401-0.192553j -0.178492-0.823422j -0.2157-1.07169j -0.319848-0.00630587j 0.945727-0.48367j -0.352962-0.233892j -0.741071+0.257618j 0.974298-1.01666j 0.149477+0.493285j 0.132902-0.213263j -1.18681-2.17131j -0.116076-0.0749452j -0.617036-0.4374j -0.0858844+0.326964j -0.0907281+0.301465j 0.0487874+0.11216j 0.291777-0.0805894j 0.681857-0.842592j 0.534793-0.842609j -0.109568-0.24671j 0.213788-0.499717j 0.260322+0.973178j 0.0939099+0.560915j 0.377793+0.00323672j 0.702607+0.0969308j 0.521872-0.39547j -0.363439-0.0681358j -0.161918-0.276346j -1.38272-1.09603j 0.288119-0.0825088j -0.282507-0.194742j 2.38794-0.951303j -0.296292-1.40386j -0.214741-0.633005j -0.5256+0.823007j 1.42387+0.147574j 1.02603+0.112184j -1.60663-0.54723j 0.24433-0.202802j -0.399042-0.5911j 0.612727-1.39012j 1.91963+0.935568j -0.755486+1.10234j 0.57936+0.448861j 0.872219+0.682331j 0.479625-0.0976138j 0.786669+0.591844j 0.4248+0.205105j -0.84873-0.559334j 0.280894+0.799119j -0.987252-0.166696j -0.207784-0.454677j -0.568585+0.0679532j 0.285297+0.904128j -0.413277-0.887879j -0.642902-0.717148j 1.43769+1.23228j -0.015426+0.119019j 1.45375+0.628114j 0.0755834+0.446957j 0.300243-0.0837577j 0.464859+0.106693j -0.100455-0.197963j 0.0536788+0.237514j -0.26033+0.0596162j 0.440454+0.243612j 0.193429-0.028788j 0.0675186+0.0339099j 0.00934866-0.0952451j 
0.402369-0.0903437j 0.153129+0.878772j -0.575436-0.25838j 1.41378-0.620754j -0.312202-0.442511j -0.478667-0.317402j -1.37441+0.605392j 1.37655-1.07949j -0.428235+0.134417j 0.555816-0.373052j -0.58003-0.620643j -0.592171-1.48943j 0.101065-1.47086j -0.834748-0.0212396j -0.185929+0.204346j -0.92477-0.468947j -0.55796-0.0387608j 0.394857+0.228209j -0.154767+0.100168j 0.015092-0.0998799j -0.241866-0.0454984j 0.272539-0.106776j -0.104739+0.31239j 0.301802-0.195563j -0.0478547+0.000265054j 0.293971-0.446215j 0.149945+0.166974j -0.614156-0.130047j 2.00766+0.432341j -0.0709554-0.341981j 0.391859-1.18411j -0.401245-0.98895j -0.648477+0.570866j -0.161884-0.664018j 1.77902-0.923391j -1.5482+0.00835905j -0.463337-0.45172j -0.0766108+0.141763j 0.839562-0.081814j -0.250493-0.908083j -0.995537+1.148j 1.08156+0.0466262j 0.00431747-0.862208j 1.0107+0.324692j 0.919306-0.12781j -0.507238-0.312265j 0.285512-0.169979j 0.12274+0.217838j -0.497797-0.402551j 0.624305+0.126461j -0.20403-0.508725j -0.22129-0.244817j -0.0962113-0.857814j 0.693788+0.645893j -0.335723-0.320635j -0.243726-0.588439j 0.937267+1.10754j 0.232486-0.374566j 0.628474+0.780364j 0.338045-0.157167j 0.1554+0.418898j 0.217544+0.220723j 0.403535+0.0411338j -0.383258-0.427717j 0.507019-0.235537j 0.494584+0.283389j -0.0110414+0.299356j -0.354023-0.0876224j 0.0284203-0.109381j 
