0.109308+0.0363802j 0.0358179-0.0910239j -0.0949402-0.0307678j 0.0565234+0.0655821j -0.0368835+0.0228375j -0.0721297+0.0241805j 0.00785436-0.0477738j -0.135076-0.102745j 0.0489088-0.079238j -0.0442623+0.056253j 0.061557-0.0406793j 0.0603295-0.0904957j -0.0917887+0.0565289j -0.0116077-0.0158999j 0.0124383+0.0103464j 0.00552552-0.0603591j -0.026922-0.0368859j 0.0385942+0.0010199j 0.060038-0.0167289j 0.0374723-0.0506892j -0.0235886-0.0325j -0.0462055-0.0218558j 0.0446809-0.0991061j -0.0228512-0.0148104j 0.0423777-0.0229618j 0.014121+0.0616654j -0.00982107+0.0233517j -0.00733452+0.0527859j -0.0145993-0.00658586j 0.00510281-0.00254784j 0.0195927-0.00144316j -0.00152654+0.0289486j -0.0682332+0.00793358j -0.0238481-0.0267742j -0.0582616-0.00288228j 0.0511089+0.0122384j 0.0301241+0.0419586j 0.0279121-0.00428076j -0.0179803-0.0302539j -0.0170548+0.0117244j -0.00257202-0.038411j -0.0121347-0.01276j 0.00445188-0.00805826j 0.0206722-0.0256779j -0.000527189-0.0316848j -0.0270056+0.0114382j 0.0110129+0.0531507j -0.00406527-0.00385528j -0.00957825-0.00115089j -0.0101503-0.0364937j -0.000674486-0.0151707j 0.0252787+0.0184419j 0.0041327+0.053649j 0.00849787-0.0212129j -0.0220737+0.00583238j -0.0130784-0.0103018j -0.0211227-0.00565988j -0.0588973+0.00193369j 0.008162-0.0387091j 0.00353808-0.0157825j -0.00360524+0.0132824j -0.0222364-0.00777098j 0.00561315-0.051569j -0.000420938-0.00483101j -0.0134224+0.00615566j 0.0145108+0.0348895j -0.0236458+0.0552169j 0.0449388+0.00621644j 0.0367168+0.013384j -0.030768-0.0325376j 
0.0253353-0.0205055j -0.000726939-0.0063717j 0.00350128+0.0202278j 0.0261725-0.0168142j -0.0184406-0.021251j -0.0103207-0.00257642j 0.0291803+0.0274491j 0.00646181+0.0124964j 0.0136046-0.0153605j -0.00119083-0.00227111j -0.0255837-0.00110368j -0.00870797+0.0111417j 0.0191788+0.0144164j -0.0329172-0.0340441j -0.00567707-0.00468931j 0.0340516+0.0191604j -0.020557+0.015109j -0.00805505-0.00432177j 0.00331424+0.0124174j -0.000196399-0.0253375j 0.00770759-0.0193245j -0.0282543+0.0218268j 0.0032047-0.00986514j 0.0214444+0.0108565j 0.0189446+0.00489707j 0.0298983-0.0141295j 0.00718792+0.0143087j 0.0162583-0.00439535j 0.016202+0.00257604j -0.0317192+0.0142956j -0.0234299+0.013656j -0.0179175+0.00872986j -0.0213482+0.00201663j -0.0324863+0.00382462j -0.0537978-0.00854999j -0.00461832-0.00110323j 0.000137138+0.0143417j 0.000109388+0.0104618j 0.0146552-0.00165325j -0.0164776-0.00517169j -0.0181907-0.0132091j 0.0331216-0.0105241j -0.00386319+0.0404j 0.0192775-0.00586172j 0.0186696-0.00841018j 0.00643283+0.0310475j 0.0509386-0.0305753j -0.0185596+0.0128352j -0.00734036-0.0129364j -0.0709231+0.0329676j -0.00109936-0.00435526j -0.039139+0.0314063j 0.00127264+0.00169899j -0.0215422-0.00702651j 0.0136967-0.00111155j -0.0749992-0.0629551j -0.00997572+0.0168858j 0.0639191-0.00397011j 0.0456926-0.0216362j -0.0136581-0.0274618j -0.034441+0.0296246j 0.00461567+0.0983314j -0.00190305-0.0211064j -0.0317996-0.0149986j -0.0125471+0.0424503j -0.0244596+0.0728783j -0.0499658-0.0531399j 0.0335907+0.0287946j 0.0437544+0.0856559j 0.044634-0.0244636j 
0.0410215+0.017518j 0.0332031+0.0193129j 0.00744768-0.00526803j 0.0165897+0.0214683j 0.0219009-0.0215545j 0.00967567+0.0419462j 0.00414248+0.0152816j 0.0268243+0.0487571j 0.0499628+0.0554286j -0.00977668+0.0838656j 0.00340317+0.0206677j -0.00592743-0.0420967j -0.0558191-0.0446675j -0.120416-0.038833j 0.0145263-0.0319542j -0.0854549-0.0308286j 9.11106e-05-0.00640659j 0.0361687+0.0488189j -0.0281782+0.0147279j -0.0310573-0.0565769j -0.076467-0.0717201j 0.0642835+0.0688557j 0.0193034-0.0427434j 0.00599378+0.0859813j -0.0109547+0.125173j -0.0248473-0.00676348j 0.0426362-0.00145651j 0.0340609-0.051727j 0.0562836+0.0840464j 0.0730904+0.0729754j -0.115314-0.0236266j -0.110651-0.0349917j 0.016899+0.0812645j -0.0233545-0.0403915j -0.0982991-0.147934j -0.0183478-0.116007j -0.0373819+0.0132026j 0.0561445+0.0139561j -0.0445038+0.0482322j -0.0065371-0.0670263j 0.00296601+0.0153866j 0.0404543-0.0271896j -0.00687675-0.00420263j 0.0125105+0.0415466j 0.0574935+0.047808j -0.0283598-0.000612141j 0.0104168+0.00686838j 0.0265946+0.0137115j -0.283009+0.101969j 0.00697594+0.0432778j -0.0065185+0.00152417j -0.0937597+0.010995j -0.0106702-0.0252276j -0.293949-0.0666478j -0.0084555+0.0114618j -0.127241-0.0334433j 0.0113391-0.0595685j 0.0213815+0.021944j -0.0381943+0.0610802j -0.0595059-0.00629302j 0.0394325+0.0096089j -0.00469171+0.0334521j -0.00680463+0.071528j -0.00762947+0.17395j -0.0184349-0.210843j -0.000843762+0.0454745j -0.00115776-0.0304031j -0.01084+0.00342713j -0.00208922+0.0245415j 0.0135936-0.00162187j 
-0.00751127+0.00888855j -0.00493769-0.000640876j -0.0125756+0.0037114j -0.00199882+0.00849817j -0.0102551+0.0115799j 0.00888895-0.0120426j 0.00128307-0.019949j -0.0156628+0.0049921j -0.00353524-0.00810874j -0.000737147+0.0175486j -0.00949476+0.0036328j 0.0035006-0.00361987j 0.00241227-0.0205468j 0.00658358-0.00608561j -0.00236838-0.000799186j 0.0214708-0.0156007j -0.00640351+0.00299515j -0.00134947-0.0196299j 0.00600977-0.013219j 0.0122833+0.00173626j 0.0105937+0.0194431j -0.0107046-0.0199267j -0.0116621+0.0214028j -0.0127152+0.006841j 0.00816592+0.00978663j -0.0126556+0.00281881j 0.0355753-0.0186759j 0.00206026+0.0304173j 0.0137327-0.022967j 0.0488116-0.0246136j -0.00429879+0.0130842j 0.0132337+0.0145631j 0.00485399-0.00214625j 3.9235e-05+0.0153101j -0.0113282-0.019046j -0.0359759+0.0170925j 0.0225612-0.0206804j 0.00347066+0.00269905j 0.000444505-0.00787492j -0.0168203+0.00837295j -0.00651516+0.0225287j -0.0100223-0.00487197j 0.00349257-0.00579079j -0.00910152+0.0194029j -0.0265329-0.0153832j 0.0113141-0.00289093j 0.0107194-0.022032j -0.000728535-0.00678247j 0.0182502+0.00253545j -0.0171809+0.000577648j -0.00182465-0.00824851j 0.015492-0.00331738j -0.0174272-0.00179344j 0.0367547-0.0144877j -0.0025825+0.00562584j 0.00914927-0.0111325j -0.00482583+0.00526232j 0.0023539+0.000801799j 0.00237689-0.00725667j 0.0114763+0.0213324j -0.00653941+0.0192321j 0.000825752+0.00489115j 0.0163476+0.0173522j 0.0191106-0.0538364j 0.00724464+0.0521665j -0.003594+0.0108309j 0.0240385+0.00784531j -0.00291755+0.00261411j -0.00675297+0.0168443j 0.0190256+0.0246213j 
-0.00445733+0.0201264j 0.00591717-0.0118447j -0.0116693-0.00217891j 0.00917886+0.00985679j -0.0459819+0.0141377j -0.0183336+0.0122945j 0.039911-0.0215939j -0.00874104+0.014625j 0.019775-0.00777754j -0.0154812+0.0484136j -0.0142891+0.00826071j -0.00988663-0.0088279j 0.0138623-0.0221387j -0.041591-0.0419011j -0.00899946+0.0331594j 0.028941+0.00992662j 0.0123068+0.0410981j 0.00311037+0.00900559j 0.00715786+0.07685j -0.00912035-0.0378126j 0.00295646-0.00724113j 0.0188317-0.0102337j -0.00985385-0.00292888j -0.0726537+0.0426183j -0.0161738+0.0305603j 0.0251626+0.0427984j 0.0652134-0.0401777j -0.00361382+0.0193514j 0.0117599+0.00811729j 0.029818-0.0364088j -0.0544857+0.0319749j -0.0760009+0.000820467j 0.0160942+0.0296132j -0.00877021-0.0217655j -0.043104-0.0570889j -0.0083278-0.0153967j -0.0258009-0.0119223j 0.0171046-0.0138243j 0.0230822+0.00275246j -0.0131481-0.0174596j -0.00652115-0.0180284j 0.0151248+0.0228597j 0.00344398+0.00694472j -0.0689539+0.00871393j 0.0324368-0.0455281j 0.00824051+0.0305692j 0.00423321-0.0275855j -0.0294672+0.000373381j -0.0780259+0.0106418j -0.0707257+0.0702598j -0.00625412-0.00634891j -0.0437031+0.0165476j -0.0692387-0.0473799j -0.0726088-0.0373985j -0.00667124+0.0314923j -0.0417346+0.0106452j -0.024857+0.0175387j 0.0694274+0.0468887j 0.0107487+0.00206035j 0.0218484-0.0745499j 0.0288371+0.0828566j -0.0065013-0.0528771j -0.0426494+0.0220585j -0.0425264-0.036016j -0.0363496+0.0483401j -0.0334676+0.0944772j -0.109183-0.0172372j 0.0156968-0.0179701j 0.0404674+0.0423501j -4.73005e-05-0.00587105j 
-0.0143711+0.00337871j 0.00288926-0.0171365j -0.0114033+0.0172101j -0.0383433+0.0014151j -0.0292373+0.0346595j 0.000137169+0.0164945j 0.0695721-0.0166799j -0.0196941+0.0100637j -0.0118238-0.018701j -0.00170459+0.0773543j -0.0164702-0.0118777j -0.0356815+0.0204453j 0.0461275-0.0370947j 0.00426703+0.0173432j 0.0262296-0.00121376j -0.00123099+0.00299805j -0.0136333+0.000186467j -0.0079249-0.0332358j 0.00430152-0.00422136j -0.000564597-0.0344268j -0.0197993+0.0427495j 0.0162439-0.0409768j 0.025953+0.0464965j -0.0217827+0.0882879j -0.0370631+0.0228629j -0.00108962+0.0118155j 0.0627151-0.0651655j -0.0307804+0.065656j 0.0103936-0.00395734j 0.0223921-0.0837831j -0.0840346+0.0287518j -0.0679093+0.0181529j -0.00284577-0.0485402j 0.00934699+0.0159128j -0.00563052-0.0843544j 0.0357373+0.00627713j -0.000550787-0.0505672j 0.0639671-0.0584407j 0.0325367-0.0152977j -0.0485822+0.0560098j -0.0201346+0.024715j -0.0284952+0.0232859j 0.0100663-0.00913665j -0.0373497+0.0123369j -0.0279906-0.0643201j 0.0773426-0.0330099j -0.00374397-0.00437351j -0.021023+0.00244324j -0.123796+0.0401542j -0.149227-0.00905596j -0.00246443-0.00296339j -0.0245792+0.00437399j -0.152297-0.0509597j -0.0566605-0.0505369j 0.00226054-0.00965051j -0.0141984-0.084024j -0.0301355+0.0355133j 0.0235642-0.00228944j 0.024845-0.0437742j 0.0418698+0.00844508j -0.0482716+0.0333813j -0.00514336-0.0165045j -0.0296947-0.0269242j 0.00351436-0.134664j -0.010111+0.166203j 0.0099718-0.0368954j -0.01198+0.00519383j 0.015916+0.00665853j -0.0117259-0.00046488j 0.0243623+0.031027j 
-0.0284489-0.0460861j -0.0330068-0.0273449j -0.00257264+0.0172314j -0.0403331-0.0369634j -0.040254+0.0249355j 0.0655266-0.0116445j 0.0979003+0.00206252j -0.0270462+0.00814621j -0.0176966+0.0358137j -0.0113554+0.0568245j 0.0425513-0.0156484j -0.0417521+0.00908312j 0.0119873-0.0351171j 0.0407883+0.0226227j -0.0224203-0.0265674j 0.0270943-0.00887274j 0.0121393-0.0123091j -0.0386671-0.0175918j 0.0172512-0.0880762j 0.0157977-0.0287643j -0.0283088+0.000182069j -0.0163726-0.0375546j 0.0276871+0.037759j -0.0177062+0.0647684j -0.0600369-0.00924852j 0.0383743-0.0220493j 0.0191339-0.090594j -0.0152411+0.0777703j 0.0231348-0.00788799j 0.00639526-0.0430363j -0.0885474-0.01762j -0.00673807+0.0488467j -0.00798496-0.0847328j 0.0343783+0.0160849j 0.00403194-0.0821282j -0.00202568+0.00802482j 0.0396233-0.0481305j 0.0458527-0.0394849j 0.0279499+0.000486778j -0.0477039+0.0502839j -0.0676+0.0188652j -0.0270727+0.00350388j 0.00459938-0.0385633j 0.0205801+0.045999j -0.0699065+0.0520917j 0.0590194-0.0887147j -0.0321686+0.0406031j 0.0136518+0.035847j -0.166715+0.0163202j -0.183652-0.0309699j -0.00522012+0.000856303j 0.0285009-0.102706j -0.142901-0.0102906j -0.0746778-0.0587856j -0.00790596-0.00624582j 0.0469705-0.0200894j 0.00725393+0.0606931j -0.0914972-0.00989317j 0.12437+0.047263j -0.0397166-4.09113e-05j -0.0445623-0.0671154j 0.0743558+0.0338191j 0.164036-0.112653j 0.0696606-0.0824866j 0.0693092+0.122824j -0.0250764-0.0377832j 0.0954821-0.0344801j -0.015982+0.0343436j 0.0226173+0.00338926j -0.016668-0.0436412j 
-0.0493595+0.0437415j 0.00380204-0.00349574j -0.0128967-0.0137002j -0.0268296+0.029063j -0.00608394+0.0206939j 0.0118715-0.0276825j -0.00307179-0.0104141j -0.0266777+0.00771207j 0.00598254-0.00515238j -0.0226163-0.00365051j 0.0188276+0.0126623j -0.0103911-0.0353374j -0.0162382-0.0332112j 0.0192541+0.0331775j -7.94534e-06+0.00341624j 0.00242931-0.0226395j 0.0166831-0.00787229j -0.00892062+0.000793038j 0.0192432+0.000109884j 0.00179928+0.00665393j 0.00502894+0.0457315j -0.00192523+0.00290931j 0.00489021+0.0186214j -0.0441094-0.017052j -0.0272133-0.00153716j -0.0191992+0.0345925j 0.000751634-0.0296846j -0.014917+0.0214289j 0.000730866-0.0456373j 0.0109289-0.011917j 0.0252926-0.00163122j -0.0444519+0.00141739j 0.0128622-0.0117386j 0.0202811-0.00739174j 0.0193376-0.00167369j -0.0210378+0.0111396j 0.000493196-0.0249356j 0.013129-0.016477j -0.00967885-0.0125157j 0.00293116-0.0111069j -0.00426154+0.0293312j -0.0379781+0.0087445j 0.0266641-0.0239652j -0.0480151+0.0199806j -0.0416044-0.0235682j -0.0187317-0.00565529j -0.0146024-0.0125281j 0.00276505-0.0267486j -0.0338909+0.0160864j -0.0026781-0.0296031j 0.00176878+0.00335929j 0.044734+0.0178858j -0.0514998-0.0273765j 0.000224586-0.0219441j -0.0112614+0.0459963j 0.0490897+0.097261j -0.00161002-0.0150866j -0.0508637+0.0192258j -0.0222609+0.0288145j 0.0146877+0.017808j 0.0798036+0.012914j -0.0264202-0.0521181j 0.0189646+0.0687261j 0.0538984-0.017505j 0.0016351+0.00452707j -0.00225626+0.0130928j 0.0537348+0.0815219j -0.044265-0.042046j -0.0251367-0.0320898j -0.0201648+0.0164204j 
-0.00372505+0.0462988j 0.0226281+0.0103023j -0.00385626-0.0046504j -0.0297266+0.0276303j -0.0245587+0.027199j 0.00579158+0.0280975j 0.0678424-0.0284801j -0.0267563+0.0127817j 0.00906995+0.0068151j -0.00955673+0.0920641j -0.0118887+0.0241901j -0.00908586+0.00867524j 0.0168819-0.0381374j -0.0115491+0.00779856j 0.0322253-0.00351008j 0.00401132-0.0283542j -0.00683913+0.00194138j -0.00048526+0.0150744j 0.00905976+0.0354442j -0.0186164-0.0403902j -0.0257023+0.0229671j 0.0331373+0.00366266j 0.0211326+0.0220119j -0.0544933+0.0674211j 0.00346794+0.0518867j -0.0337288+0.0528617j 0.0437746-0.0494837j -0.00988686+0.0245012j 0.0141851+0.0237202j 0.0711898-0.034471j -0.0532801-0.000886231j -0.0733244-0.0456804j 0.022727-7.48435e-06j 0.0305752-0.0161742j 0.0175779-0.0850962j -0.0165096-0.0260412j -0.0430551-0.0152683j 0.0591142-0.0367217j -0.0027923+0.0107876j -0.0332935+0.00394596j -0.00163979+0.0055752j -0.0239417+0.0158877j 0.0147142+0.0131845j -0.0400965-0.00453643j -0.0162165-0.0717605j -0.00287136-0.00757333j -0.0222928+0.0127898j -0.0460393-0.0258937j -0.174808+0.0690543j -0.0939631-0.00467931j -0.00240348+0.00158227j -0.0317433+0.013463j -0.137084-0.0957201j -0.117884-0.0523354j -0.00280425-0.00402551j -0.0312836+0.0042231j -0.000718862-0.0108901j 0.0358259+0.018313j -0.0436785-0.00168375j 0.028574-0.0210703j 0.0539235+0.0122828j -0.0515078-0.0351622j -0.0773844+0.0255245j -0.000142598-0.0558087j -0.0319404+0.0386935j 0.0218094-0.0173474j -0.0347762+0.0786698j 0.000729552-0.0370904j -0.0175503-0.0415929j -0.0240231+0.00951993j 
0.0105956-0.0102456j 0.00234615-0.0147946j -0.010674+0.0140022j 0.030881+6.30129e-06j 0.0110914-0.0089497j 0.0108129+0.00244j 0.0250387+0.0146703j 0.0115452+0.0112819j -0.000143831-0.00870411j -0.00398935-0.000944101j 0.0166552-0.0200438j 0.00617824-0.000807906j 0.01291+0.0115818j -0.0156321-0.00385979j 0.0018076-0.00921576j -0.00984931+0.0120403j -0.00385133-0.0010777j 0.0181202-0.0216147j -0.0049984-0.0252628j 0.00994844-0.019606j -0.0276313-0.00468477j 0.0109033+0.0208507j -0.0128638-0.0181526j 0.013009+0.0192196j -0.0108874+0.0300137j -0.00850959-0.0220127j 0.0146385-0.0305416j -0.0119401+0.000114529j 0.0234517+0.00894635j 0.00488768+0.0224591j -0.0203246-0.00331525j 0.0240469-0.026628j -0.0328439-0.0088051j -0.00287705-0.00394322j -0.0403286-0.00200799j 0.0138964-0.00394486j 0.0187721-0.0012719j 0.000598778+0.00463613j -0.0146766+0.00249908j -0.00470715+0.0190325j -0.0124942+0.0102624j 0.0261288-0.00706632j -0.00769393-0.0155684j -0.00492751-0.00165378j 0.0219301+0.0169479j 0.0395142-0.00285956j 0.0426459-0.0279847j 0.0255184+0.00608678j 0.00692072-0.00244161j 0.0204561+0.0148687j -0.000467168-0.00149509j -0.0359751+0.0302311j 0.0354919+0.0265373j -0.000288493-0.0111032j 0.00836142-0.00735935j -0.0215978-0.0634597j -0.00771461-0.0040887j 0.0212964-0.0095683j 0.000641454-0.0175016j -0.000951301+0.0285895j -0.0533759+0.0319778j 0.0220878+0.0272671j 0.00752863+0.0213023j -0.0132638+0.0198513j -0.00262664-0.0125246j -0.00914703-0.00193562j 0.00748601-0.0616968j 0.0120198+0.0277737j -0.0104672+0.0421866j 0.0562909+0.0253457j 
-0.00967384-0.00330656j 0.0047416-0.0127006j -0.0156811+0.00608115j -0.00944156-0.000257046j -0.014138+0.012515j 0.0367634-0.0132192j 0.000600001-0.00338826j -0.000838022+0.0203085j -0.0100276+0.0217319j -0.0136308+0.00616676j 0.011941+0.0239644j -0.0179383-0.0345092j -0.0365281-0.0154689j 0.00123027+0.0177992j -0.00222099-0.00477412j -0.00427333-0.00310943j 0.0110555-0.0207431j -0.0025138-0.046226j 0.0030586-0.0513713j 0.0300198-0.0340222j -0.0303857+0.0025048j 0.00857177+0.000806189j 0.00775234+0.0331833j -6.67882e-05+0.0194798j -0.068411+0.00585757j -0.0163233-0.0211462j 0.0146224-0.0138019j -0.00629945-0.0112933j 0.0476358+0.0100461j -0.0157273+0.0283893j -0.0234994-0.0124419j -0.0262391+0.0246025j -0.0395639+0.0166443j -0.0240638+0.0108211j -0.0310987-0.00889869j -0.0209341-0.0025954j 0.0441454-0.0271725j 0.0184665+0.0104347j -0.0448343-0.00536307j -0.000991413+0.0071896j -0.0379203+0.040084j 0.0196849-0.01662j 0.0062594-0.0688714j -0.0236945+0.0492743j -0.0188569+0.0812308j 0.0339788-0.0449266j 0.0185714-0.0103308j 0.0353064+0.0131371j -0.0963535+0.0124188j 0.0158761-0.0373343j -0.00271735-0.00480581j 0.00187408-0.00680313j 0.0175511+0.0185097j -0.0563062-0.022015j -0.00707452+0.0108801j 0.0287611+0.00307127j 0.0397696-0.00901093j -0.0753547-0.0221158j 0.0248697+0.0388659j -0.0430339+0.0731883j -0.0320941+0.00648478j 0.0603335+0.00136036j 0.126498+0.0513486j 0.063696+0.0437498j 0.051007-0.0458494j -0.0245977-0.0268979j 0.123827-0.0414229j -0.0311299+0.0265763j -0.0252271+0.0254244j 0.0454247+0.0335196j 
0.052129+0.019748j -0.00581109+0.0209652j 0.0739341+0.0393622j -0.0365061+0.0139644j 0.0152958-0.00162514j -0.0191963+0.0613513j 0.0219743+0.0717445j -0.0595137+0.0252276j 0.00889625+0.045116j 0.0159736-0.0360696j -0.00044617+0.0276297j -0.0100038+0.0232537j 0.0247972+0.00174848j 0.0586425-0.0138152j 0.0693904-0.0564296j -0.0308819-0.0108618j -0.0769018-0.0550331j -0.0276219+0.0152791j -0.00964233-0.0507894j -0.00175018-0.0269995j -0.024716-0.0469312j -0.00232083+0.0684669j 0.0675883+0.0276135j 0.124136+0.0521923j 0.116776+0.0670267j -0.076434-0.0352323j -0.0411591+0.0690506j -0.00321567-0.0612271j 0.0419082-0.00743598j 0.0504755+0.0552494j 0.0111302-0.0177164j 0.0139173-0.0216069j -0.00636467-0.020845j 0.0440944+0.018236j 0.000720267-0.0072824j -0.0164919-0.00853312j 0.0320961+0.0253474j 0.02998+0.0412267j 0.00824213+0.0218044j 0.00302176-0.0329493j 0.00587193-0.0776656j -0.0580836-0.000200889j 0.0347265+0.0437861j 0.187956-0.116311j -0.0704814-0.0588145j -0.106458-0.0153488j 0.0761467+0.102758j 0.000804923-0.058812j -0.0138301+0.0405183j -0.0328918-0.0940812j -0.000974439+0.013862j -0.0128174+0.0623621j 0.0133375-0.0311633j 0.045128+0.000418533j 0.010117-0.123047j -0.0925407-0.11001j 0.00749863-0.0608391j 0.0293205-0.0308507j -0.032707+0.0396125j -0.0342612-0.016104j 0.0538484-0.163602j -0.0822365+0.290763j -0.0849489-0.0115551j 0.034167+0.00191515j -0.0229875-0.0328061j 0.0708243-0.10378j 0.0916925+0.120336j -0.00222521-0.0174921j -0.0586425-0.00881141j 0.0199759-0.0787232j 
0.00563947-0.0376957j -0.0111101+0.00315695j 0.0141555-0.00673092j -0.0182008-0.0220977j -0.00219701-0.0208464j 0.0299538-0.0165816j 0.0242151+0.0269309j 0.000399458-0.0109132j 0.0128079+0.0474393j -0.0132403-0.0323491j 0.00331674-0.00123821j 0.00142014-0.0206439j -0.0113201+0.000111235j 0.00915475-0.00942436j -0.0214784-0.0037929j 0.00155657-0.00076286j 0.008742+0.00909171j -0.0195163+0.0661497j -0.0232352-0.015248j -0.0370113+0.00960498j 0.000402322-0.074001j 0.0215143+0.0413988j -0.00536985-0.0197758j 0.0517297-0.00318279j 0.019225-0.00585677j 0.055797-0.0151487j -0.0153813+0.0427991j 0.0275811-0.0129524j 0.000868479+0.0369493j -0.0238268+0.0573902j -0.021471-0.0561355j -0.00533709-0.00666505j 0.0220649+0.00974105j 0.00273895-0.00673489j -0.0452475-0.0451129j -0.0214837-0.0193534j -0.0104632+0.0208793j -0.0153919+0.0391717j 0.0328391+0.0323857j -0.0032912-0.0502179j -0.0129816-0.0351429j 0.0223595-0.000755673j -0.0195046+0.0123817j 0.0874166+0.0741365j 0.0101214+0.0554207j -0.0533187+0.0197335j -0.0209438+0.0351042j 0.0310651+0.0225228j 0.00274218-0.0201087j -0.0376683+0.0112474j -0.000957808+0.00305412j 0.0472707-0.0724384j 0.0480145+0.0356226j -0.0342184-0.00235986j -9.22124e-06+0.0156146j -0.0251094+0.0210282j 0.00517508+0.0113484j -0.0312136+0.0247623j 0.0722782+0.0749032j -0.072888-0.0772614j 0.0488745-0.0891052j 0.00989449+0.0509828j 0.0808704-0.0840166j 0.00714451+0.0580779j 0.0387208-0.0414024j -0.018196+0.0677047j -0.0177124-0.0167135j -0.00113986+0.0102188j 0.0482528-0.00106456j -0.0693628-0.0795999j 
-0.0231987-0.0088725j -0.00491729-0.00331719j -0.014612-0.01487j 0.00296763+0.00832206j 0.0322708-0.0195703j 0.0143412-0.0283064j -0.048285+0.0296199j 0.00685331-0.00935701j 0.0199722+0.0136219j -0.00451044-0.041623j 0.0317046+0.00204395j 0.0157563-0.0520482j -0.0560454-0.000993714j -0.0135259+0.0330945j -0.0228416-0.00654444j -0.0344932-0.0042528j 0.0374242-0.0198637j 0.00998834+0.00500379j -0.019982-0.0442009j 0.00835979+0.0232231j -0.0179956-0.0145273j 0.0160739+0.0312295j 0.00690682-0.0109467j 0.00203023-0.0518856j -0.0622215-0.00730881j 0.0137757-0.0223505j -0.0307499-0.0017601j 0.00430148-0.00771447j -0.0049016-0.00958992j -0.0207228+0.0440898j 0.027084-0.0344046j 0.0267259+0.00236218j -0.0298351+0.0369495j -0.0292872+0.00402729j -0.0174776+0.00203215j 0.00503013-0.00219752j 0.014564-0.00156166j -0.0137707+0.0226627j -0.0298514-0.00199287j 0.0202138-0.0312662j -0.00158962+0.0280584j 0.035201-0.026067j -0.0050861-0.0371122j -0.00835109+0.0318814j 0.0202627+0.103527j -0.0128785-0.00782236j -0.00501164-0.0037449j 0.0622459-0.00384081j -0.0170613-0.00107961j 0.0874347+0.0020249j -0.00338232-0.00260676j 0.0177341-0.031536j 0.0841358+0.0329503j -0.0301465+0.00101958j -0.0124307+0.0157057j 0.0364413+0.0665696j 0.0354707-0.0250044j -0.0719023-0.000482468j -0.0129011+0.0319994j -0.0410133+0.0399972j 0.013673+0.00187678j 0.0319849-0.0359947j 0.0909821+0.0551912j 0.0406165+0.0893649j 0.05011-0.0967514j -0.0157771+0.0029389j 0.0732547-0.00258525j -0.0237099+0.00564997j -0.00706547-0.00177181j -0.00302896+0.0199119j 
0.00994276-0.0101027j 0.00489838-0.0131642j -0.00505607+0.000992629j 0.0327734+0.00256897j 0.0105374-0.00425926j 0.00175731+0.00686199j -0.0333265-0.00541142j 0.0156679-0.00202694j -0.00745522+0.000825056j 0.0100812-0.00412055j 0.00634786-0.0195608j 0.00727038+0.00124062j -0.0148732+0.00427473j -0.0202224+0.00378926j -0.000440876-0.00588764j -0.018966+0.0162071j 0.00343028-0.0172096j 0.0406541-0.0343114j -0.0261076-0.0176828j 0.0161528-0.00618843j -0.0163285-0.0252034j -0.00512644-0.0052368j 0.00189821-0.00705645j 0.0155526-0.00824125j -0.0142642-0.0035274j -0.0228137-0.0331656j -0.00790504+0.00651257j -0.00359735-0.0152603j 0.0090253+0.0175439j -0.00255028+0.00976198j 0.000520037+0.0109118j 0.0309201-0.0100457j -0.0385284+0.00474222j -0.00916554+0.0122421j 0.0243814+0.0263191j 0.0235906-0.000790359j 0.00789812-0.0158469j -0.023758-0.0018894j -0.0373997-0.00815237j 0.0219401+0.0209333j 0.010805+0.0212371j 0.0174643-0.0144681j -0.018767-0.0392881j -0.00590255-0.040418j 0.041457+0.0469787j 0.0416391-0.00974947j 0.0166761-0.0307996j 0.0219464+0.01458j -0.0240788-0.00808393j 0.0763269+0.0261239j -0.00115374+0.00149795j -0.0313815+0.0224116j 0.0463224+0.0277527j -0.00997202-0.000367876j -0.00595323-0.00131418j -0.0066035-0.0377578j 0.0125349+0.00183203j -7.21188e-05-0.0245375j -0.0367113-0.0175343j 0.011369+0.0655055j -0.0582097+0.0258211j 0.0349902-0.0237803j -0.000712687+0.0179717j -0.000482916+0.017984j 0.00490765-0.0229438j 0.00541762-0.0419812j 0.0263935-0.0635617j 0.00163264+0.0326191j -0.0243868+0.00886048j 0.042937+0.0320385j 
