0.109308+0.0363802j 0.0358179-0.0910239j -0.0949402-0.0307678j 0.0565234+0.0655821j -0.0368835+0.0228375j -0.0721297+0.0241805j 0.00785436-0.0477738j -0.135076-0.102745j 0.0489088-0.079238j -0.0442623+0.056253j 0.061557-0.0406793j 0.0603295-0.0904957j -0.0917887+0.0565289j -0.0116077-0.0158999j 0.0124383+0.0103464j 0.00552552-0.0603591j -0.026922-0.0368859j 0.0385942+0.0010199j 0.060038-0.0167289j 0.0374723-0.0506892j -0.0235886-0.0325j -0.0462055-0.0218558j 0.0446809-0.0991061j -0.0228512-0.0148104j 0.0423777-0.0229618j 0.014121+0.0616654j -0.00982107+0.0233517j -0.00733452+0.0527859j -0.0145993-0.00658586j 0.00510281-0.00254784j 0.0195927-0.00144316j -0.00152654+0.0289486j -0.0682332+0.00793358j -0.0238481-0.0267742j -0.0582616-0.00288228j 0.0511089+0.0122384j 0.0301241+0.0419586j 0.0279121-0.00428076j -0.0179803-0.0302539j -0.0170548+0.0117244j -0.00257202-0.038411j -0.0121347-0.01276j 0.00445188-0.00805826j 0.0206722-0.0256779j -0.000527189-0.0316848j -0.0270056+0.0114382j 0.0110129+0.0531507j -0.00406527-0.00385528j -0.00957825-0.00115089j -0.0101503-0.0364937j -0.000674486-0.0151707j 0.0252787+0.0184419j 0.0041327+0.053649j 0.00849787-0.0212129j -0.0220737+0.00583238j -0.0130784-0.0103018j -0.0211227-0.00565988j -0.0588973+0.00193369j 0.008162-0.0387091j 0.00353808-0.0157825j -0.00360524+0.0132824j -0.0222364-0.00777098j 0.00561315-0.051569j -0.000420938-0.00483101j -0.0134224+0.00615566j 0.0145108+0.0348895j -0.0236458+0.0552169j 0.0449388+0.00621644j 0.0367168+0.013384j -0.030768-0.0325376j 
0.00280326-0.00186863j -0.000516108-0.000275344j -0.000668086+0.00297333j 0.00181167-0.000535928j 0.00089851+0.00311261j -0.00208185-0.00184515j -0.0003292+0.00214474j 0.000914673+0.00271767j -0.000364272-0.000982392j 0.00157798+0.00202857j -0.000998961-0.00395144j -3.09832e-05+0.00401435j 0.000734462+0.00409089j -0.002773-0.00211141j 0.00187635+0.00083996j -0.000825245-0.000804966j -0.00382488+0.00214392j -0.000185655-0.00251102j 0.00190265-0.00229205j -0.00475801+0.00214033j -0.00173977-0.00556736j 0.00424149+0.000459754j 0.00180544-0.00213161j 0.00192927+0.00129209j 0.00206173-0.00138688j -0.00932704-0.00134139j 0.0011306+0.00136543j 0.000379027-0.00231982j 0.000769284+0.00123896j 0.00734257-0.00172061j -7.72138e-05-0.000364318j 0.00388148+0.00189735j 0.000901535-0.00322909j 0.00304677-0.0028093j 0.00237579+0.00214256j -0.00122796+0.00170232j -0.00235807+0.00188286j 0.00515291-0.000784812j 0.00265153-0.000257421j 0.000492913-0.000535801j 0.00240585-0.00260849j -5.54453e-05+0.00736697j 0.00140706-0.00787079j 0.000351225-0.00313815j -0.0116846+0.00436454j -0.00795056-0.00135763j 0.00745151+0.00935015j -0.00361237+0.00148304j -0.000837309+0.00401251j 0.00374998-0.00835856j 0.000362329-0.000636428j 0.00133807-0.00025988j -0.00491243+0.00458101j 0.00345577+0.000215708j 0.00170491-0.00364024j -0.0116303-0.0093607j -0.00731709-0.00497954j -0.000191442-0.0106791j -0.0112348-0.00704601j 0.00102492-0.00659079j -0.00685671+0.00403984j -0.00245317+0.00730272j -0.00687453-0.00360343j 0.0101107-0.000831021j -0.000222301+0.000358881j 0.00271543-0.0158875j -0.0021714+0.00982771j 0.00825182+0.000370551j -0.00105412+0.00461211j 0.0125145+0.00683226j 
0.00226231-0.00213227j 3.63784e-05-0.00129105j -0.000520619+0.00146607j 0.00199669-0.00272849j -0.000244261+0.0015929j -0.00293652+0.00261445j 0.00287875-0.000531479j 0.000774814+0.00130951j -0.000635545-0.00255787j -0.00102237+0.000608775j -0.00068944-0.00122314j -0.003462+0.0029296j 0.00138487+0.00110406j 0.000519063+0.000175495j 0.000693767-3.53173e-05j 0.0017349+0.000627083j -0.0044422+0.00315789j -0.000299127-0.00206197j 0.00392022-0.00155228j -0.00296267-0.000424653j -0.00033819-0.00206144j 0.00436679-0.00131622j 0.00119254-0.000334881j 0.000653031+0.000559788j 0.00109176-0.000463044j -0.00471378+0.000864181j 0.00217219+0.000164546j -0.0022132-0.00207461j -0.000732206-0.00080151j -0.0019715-0.00773759j -0.0034694+0.00152714j 0.00295405+0.000349901j 0.00158705-0.00438111j 0.00142491-0.00185074j 0.00191947+0.00127173j 0.00095914+0.00437853j -0.00117914+0.000919353j 0.00499712-0.00261353j 0.00533948+0.000947818j 0.000774809+0.00320073j 0.00117288-0.00413628j -0.0015886+0.00531133j 0.00130113-0.00393964j -0.000513934-0.00266975j -0.00441556-0.00336065j -0.00371556-0.00104386j 0.00626683+0.00696148j -0.000394069-0.00549545j -0.00147658+0.00324631j -0.00530083-0.0104212j -4.27718e-05-4.66741e-05j -0.000912275-0.00215859j 0.00267172+0.00398939j 0.00322828-0.00058329j 0.00505429-0.000866767j -0.00471795-0.00248323j 0.00160937-0.00780832j -0.00362614-0.00954668j -0.00389744+0.000470251j 0.00301695-0.00291127j -0.00425743+0.00315347j -0.00277833+0.00600285j -0.00942477-0.00234551j 0.00279985+0.000158639j 0.00600806-0.00289642j 0.00142628-0.0111272j -0.00355185+0.00841275j 0.00581943-0.000344129j 0.00146081+0.00343408j 0.00839483+0.00346126j 
-0.00256169-0.000823084j -0.00106974-0.00115029j -0.00149833+0.000648606j -0.00232361-0.00414172j -0.00239469-0.00161491j 0.00210381+0.00596757j 0.00318325-0.00393215j -0.000821726-0.00154048j -0.00171136-0.00314858j -0.00502061-0.000869652j 0.00157892+0.00182744j -0.00790294+0.0003237j -0.00229905-0.00351855j 0.00618838+0.00208365j -0.00336924-0.00120605j 0.00556171+0.000425193j 0.00078024+0.000398712j -0.00160161-0.00246494j 0.000989631-0.00493302j -0.00170366-0.00628054j 0.00194813+0.00252592j 0.000313079-0.00625844j 0.00125609+0.00181992j -0.00137181-0.00209207j -0.00513977+0.00220453j 0.00425667-0.00120511j 0.000133156-0.00525897j -0.00424799+0.003754j -0.00372852-0.002726j -0.0168144-0.00550055j -0.00360575+0.00808677j 0.00162075-0.00348964j -0.00169965-0.0045675j -0.00118764+0.0026863j -2.49846e-05+2.56065e-05j 0.00418836+0.00523784j 0.00321581-0.00289106j 0.00160189-0.00393838j 0.00470398-0.00276377j 0.00231668+0.00569025j -0.00260019-0.00295089j -0.00358208+0.000498715j 0.000467736-0.0020864j 0.00070546+0.00141265j 0.00613157-0.0074073j 0.00379671-0.0075505j 0.0043836+0.000583866j -0.00151946-0.0206197j -0.00858035+0.00437j -0.0183212-0.00610157j -0.000415895+0.000959408j 0.00110704-0.00547905j 0.0142039-0.00341749j 0.00520273-0.00239094j 0.00743661+0.00217988j 0.0141264+0.00898559j 0.0121642-0.0184461j -0.0119789-0.000205337j 0.0113834+0.00784828j 0.0035525+0.00764663j -0.000356659-0.000330578j 0.000319313+0.000622349j -0.00380268+0.00217873j -0.0233683+0.0115457j -0.00350048-0.0271558j 0.00067373+0.00134568j 0.00162255+0.000991201j -0.001755-0.00342056j -0.000836605+0.000685674j 0.00122922+0.00121732j 
0.000757801-0.00381727j -0.000346075-0.00230572j 0.00240549-0.00171942j 0.00131171-0.00182847j -0.00292465+0.00134676j -0.00466543-0.000656939j 0.00338267-0.00112669j 0.000746766-5.69303e-05j 0.000509928-0.000958127j 0.000278219+0.00359648j -0.00266503-0.00355902j -0.000508936+0.00689302j 0.00351526+0.00470144j -0.00134237-0.00308646j -0.000859795+0.00375213j 0.0039809+0.00167298j -0.00179599+5.50366e-06j -0.000952032-0.00105422j 0.00452469+0.000654861j 0.000763982-0.00179494j 0.00266826-0.00444657j -0.00328714+0.000396649j -0.00500144+0.000566158j -0.00332073+0.00106389j 0.00355191-0.00370541j 0.00397394+0.00323872j 0.00251939-0.00229731j 0.00104432-0.00181582j 0.000463517-0.00140987j -0.00097304-0.0124794j -0.0033582+0.00430806j 0.00123092-0.00105547j 0.00303799-0.00655043j -0.000244192-0.00280719j 0.00132173-0.00149955j 0.00363496+0.00304018j -0.00158688+0.00201929j -0.00275929+0.00102634j 0.0070353-0.00149538j -0.00316091+0.00609713j -0.00257669-0.00199358j 0.00526151+0.00229122j -0.00340159+0.00410184j -0.00701266+0.00534756j -0.0128277+0.00662695j -0.00371537+0.0132695j -0.00808087-0.000703788j -0.00390336-0.00276915j -0.00542436+0.00322444j 0.000615077-0.0047379j 0.000161431+0.000745076j -0.00126485-0.00689162j 0.00505205+0.00367975j 0.00679765-0.00104531j -0.000482932-0.000118946j -0.0116614+0.00219554j -0.0055257-0.00918502j 0.00423612-0.00938575j -0.00662665+0.00401056j -0.000923309-0.0110383j -0.000609964+0.00980771j 0.00926512+0.000939735j -0.0084227+0.00655563j 0.0153039-0.000410681j 0.00990704-0.0082714j -0.00444197-0.019169j -0.0129464+0.00966797j 0.000809565+0.00180279j 0.0142178+0.00741879j 0.00356682-0.0117583j 
0.0068651-0.00064863j 0.00172858-0.000858989j 0.00611985+0.00631812j 0.00113289-0.00118815j -0.00307546+0.00711813j 0.00149316-0.000945995j -0.00265182+0.00726056j 0.00120718+0.00552689j -0.00122146-0.00396308j -0.000365176-0.00180742j 0.00274843-0.00281061j -0.0014127-0.00354108j -0.00338238+0.00434287j -0.000848998+0.00113127j -0.00155537+0.000975163j -0.00118669+0.000530603j 0.00483864+0.0001896j -0.00103018-0.00387983j 0.00644827+0.0101273j 0.00272913+0.00547587j -0.00504689-0.00813581j -0.00340564+0.00139158j -0.00246953-0.00155702j 0.00210129+0.000110154j -0.00511314-0.000227774j -0.00624725-0.00169885j -0.00141576-0.000281986j 0.00285511+0.000959455j 0.00686919+0.00117698j -0.00139321+0.00811798j -0.00355929-0.00195434j 0.00283356+0.00578677j 0.00113794-0.00305496j 0.00155164-0.00303165j -0.000515705-0.000993497j -0.0051445-0.00227694j -0.000521839+0.00211626j 3.73008e-05+0.00320654j 0.00262856-0.00272564j 0.00157558-0.00503544j -0.00458418-0.000689055j 0.00442437+0.00450193j 0.00412259-0.00575241j -0.00144829+0.00125761j -0.00375225-0.00790464j -0.0155704-0.0128405j 0.00559742+0.0129984j 0.00153785-0.0020077j 0.0037347+0.00664337j -0.00458213-0.0102401j -0.000789459-0.00013616j 0.00156152-0.00622564j -0.014301-0.00689168j 0.00718321+0.00135602j 0.00152635-0.001634j -0.00754929+0.00666185j -0.000376322+0.0049003j -0.0123963-0.0116703j 0.00251072-0.0131878j -0.00178628-0.00289374j -0.00067004+0.0185495j 0.0149232+0.0110558j -0.00676596-0.0155051j -0.0139532-0.00683789j -0.0120006+0.00176286j -0.00218865-0.0138366j -0.000763424-0.00235389j 0.00408226-0.0231746j 0.00889114+0.000800966j 0.015512-0.0135j 
-0.00286238-0.000445213j -1.25434e-06+0.00169114j -0.0115202+0.000993396j -0.00360451-0.00454491j 0.00315648+0.000900576j 0.00670136-0.00710149j 0.00140638-0.00102757j 0.00501312-0.00231436j -0.000471351-0.000706943j -0.00264994+0.00223816j 0.000232852-0.00196808j 0.000981876-0.00441033j -0.00108898-0.00219311j -0.0029125-8.75249e-05j -0.0024065+0.00584893j 0.00534223-0.00541284j 0.00510208+0.0100866j -0.00126508+0.010726j 0.00656174-0.00204394j -0.00543832-0.000885496j 0.000437711+0.00302216j 0.0148959+0.000684622j -0.00248462-0.00422448j -0.0097141-0.00115535j -0.00547016-0.00552721j 0.00714321+0.000285597j 0.00654099+0.00480642j 0.00292605+0.00521741j 0.00187428+0.00901653j 0.00201046+0.000758145j -0.00282337-0.0013112j -0.00193226-0.00189994j -0.00111107-0.00119303j -0.00272964-0.00176572j -0.00240488-0.00122003j -0.00094931+0.00283466j -0.000689225+0.00365182j -0.00179807-0.00263577j 0.000571404-0.00402256j -0.0011376+0.00411792j -0.00455033+0.00435996j -0.00342202+0.00763611j -0.0131571+0.00866556j -0.0068485+0.0231154j -0.00204548+0.00354036j -0.00653707-0.00974117j -0.00476642-0.0114631j 0.0036557-0.0016486j 0.000607053-0.00347594j 0.00326091+0.0085785j -4.01888e-05+2.69531e-05j 0.0111446-0.00168492j -0.00144856-0.00789894j -0.00830893+0.00705157j -0.00543916+0.00267719j 0.00728129+0.00426729j 0.00543878+0.00334942j -0.00377898+0.000220306j -0.014437-0.00198818j 0.00795428-0.0143622j 0.00678272+0.00678802j 0.00206861-0.00571999j 0.0170415-0.00125352j -0.00906236-0.00058769j -0.00538508-0.00198374j -0.00465617+0.019622j -0.00790375+0.022005j -0.0141107+0.0107853j 0.0125436+0.00851852j 0.00244868+0.0228094j 
-0.000723162+0.00187044j -0.000778354+0.000168532j -0.00211508+0.00127107j -0.00420403-0.00354707j -0.00548689+0.000255024j 0.00678769+0.000233334j 0.00104666-0.000440724j -0.00419992-0.00149216j -0.00358633-0.00204661j -0.00198636+0.00188588j 0.00259957-0.00150433j -0.00117515+0.00298048j 0.000116443+0.000985013j 0.00520491+0.000247066j -0.00123985+0.0021092j 0.00372074+0.00057138j 0.00102818+0.00217445j -0.00432646-0.00285091j -0.000517284+0.0010525j 0.00144383-0.0056472j 0.000915279+0.00511091j -0.00365504-0.00837268j -0.000478036+0.00252381j -0.00344271+0.000892288j 0.00243996-0.00247289j -0.00205611-0.00162005j -0.000201571-0.00681421j -0.000499313+0.00535045j 0.00515549-0.0023195j 0.00943424-0.00451419j 0.00339613+0.0109558j 0.000454-0.00316598j 0.00219096-0.00432538j 0.00394634+0.00409982j 0.00359078+0.00238656j -0.00142012-8.73749e-05j 0.00252686-0.001182j -0.00211399-0.00414107j 0.00328546-0.00815473j -0.000287387+0.0055365j -0.000579909-0.00329341j -0.00457572+0.000695203j 0.00253314-0.00278572j -0.000953481+0.00290097j -0.00770124+0.00852317j -0.00363826-0.00686817j -0.00133864+0.00439088j 0.00653131+0.00795711j -0.0187478-0.00669781j -0.00479249-0.00198645j -0.000249425-0.000624347j 0.0117328-0.00261863j 0.00641325+0.00924446j 0.0150808-0.00202067j -0.000439074+0.0037699j 0.00165941+0.0043299j 0.00288635+0.0102635j 9.82313e-05-0.00262566j 0.000948215+0.00354349j 0.00208637+0.0073616j -0.000959472+0.00010468j 4.37055e-05+0.000660278j -0.000460018+0.000802549j -0.0085228+0.0439489j -0.0211087-0.0031443j 0.00180157+0.00336079j -0.00216451-0.00780852j 0.00145995-0.00244927j -0.000737656-0.00129773j 0.00172643-0.000207715j 
0.00104381-0.00613056j -0.000169374-0.00278147j 0.00773151-0.000356591j 0.000576927+0.00288983j 0.000284446-0.000368688j 0.00122787-0.00335583j 0.000700612+0.00213448j 0.00269991-0.00118979j -0.00269466+0.00246639j -0.000538038-0.00111056j -0.00082798-0.000386503j -0.00218806+0.000250171j -0.000205556+0.00370934j 0.00013451+0.00172417j -0.000869869-0.000647248j 0.000243712+0.00245561j -0.00127844-0.00666971j 0.0047679+0.00093888j 0.00556073+0.000479743j 0.00869858+0.00390771j -0.000488701-0.00409328j -0.0040062+0.000571619j -0.0020174+0.00033942j 0.00138432-0.00293114j 0.00264526+0.00461141j 0.00455454+0.000975772j 0.00212299+0.000794119j 0.00437413-0.000692512j 0.00283766+0.0017393j 0.00145482+0.00750691j -0.00613882+0.00053134j 0.00144949-0.000725167j 0.00235478+0.00105673j 0.000704731+0.00096724j -0.000237368-0.000789142j 0.000651091-0.00135904j 0.00119639+0.000679157j -0.00355089-0.00129011j 0.00121967+0.00151829j -0.00150431-0.00303579j -0.00314744-0.00275573j 0.00186841-5.44521e-05j 0.00014389-0.00189693j 0.00130224-0.00105875j -0.0152641-0.0106955j -1.82916e-05-0.00274044j -0.00789505-0.00703924j 0.00116212-0.00393476j -0.000847075+6.43159e-05j 0.00354401-0.00193656j -0.000213657-3.22441e-05j 0.000738211-0.00175862j -0.00959878-0.00837209j 0.00753317+0.0066996j -0.00420564-0.00236964j -0.00517173-8.89296e-05j 0.00506287+0.00265436j 0.00164202+0.000540377j -0.00145102-0.00764801j -0.00866196-0.00883234j 0.00020207+0.00359801j -0.000476975-0.00277993j -0.00556496-0.00950559j -0.0140962-0.00224554j -0.0101669-0.0009669j 0.000496739-0.00650238j -0.00163519+0.00889608j -0.00134971-0.00730853j -0.00238264+0.00413589j -0.00552884-0.00250894j 
-0.00274451-0.00666437j -0.00149594-0.00211884j 0.00696973-0.00145285j -0.00167803+0.00561089j 0.00182236-0.00312983j -0.000548808-0.00409898j 0.000346137+0.00066424j 0.00127136-0.00238023j -0.00125619+0.00538967j 0.000943307-0.00181897j -0.00232478+0.000638866j -0.00117277+0.000790028j 0.00054704+0.00217134j 0.000172451+0.000963751j 0.000313334-0.00199114j -0.000474514+0.00164134j -0.00293534-0.00908696j 0.00453089+0.00277055j 0.00321454-0.00698186j 0.00677376+0.000961904j 0.00168631-0.00306283j -0.00485626+0.00229231j 0.000952421+0.00196141j 0.00264873-0.00276303j 0.00270918+0.00543212j 0.0061123+0.000809504j 9.14988e-05-0.000150939j 0.00380833-0.00158222j -0.000268573-0.0015453j 0.000622819+0.00310431j -0.000816629+0.000949121j -8.18712e-05-0.00412725j -0.000152401+0.00222708j 0.000929136+0.00220466j 0.0002714-0.00153772j 0.00208471-0.000321094j 0.00249642-0.000373723j -0.00365459-0.00154648j -0.0018807+0.000711188j 7.21174e-05-0.0024048j -0.00105002-0.00331065j 0.00087418-0.00219962j 0.000755522-0.00422714j 0.0047293-0.00165714j -0.0133386-0.00201153j 0.00519681+0.00305306j -0.00860678-0.00888591j 0.00376476-0.00554019j -0.00748671+0.00290295j 0.00650255-0.000953207j -9.29706e-05-5.50954e-05j 0.00184252-0.00362651j -0.000154744-0.00441121j 0.00570187+0.00251821j -0.00503241-0.000857129j -0.00128524-0.00221139j 0.00604134-0.000997178j 0.00348732+0.00230112j -0.00312363+0.000809669j -0.0112974-0.00666603j 0.000438097-0.00443983j -0.0063513-0.00435145j -0.000287642-0.00231911j 7.14137e-07+0.00795065j -0.0105537-0.000358575j 0.00335072-0.00643151j 0.00149008+0.0126877j -0.00132717-0.000739073j -0.0079063+0.0040245j -0.0113436+0.000748845j 
0.0012451+0.00187437j -0.00037973+0.000281227j -0.00424654-0.00377494j 0.0011834-0.00507919j -0.000450023+0.00215975j 0.000735297+0.00276957j -0.00157157+0.000305119j -0.00240734+0.00108288j 0.000209152-0.00132487j 0.000473617-0.000141606j 0.00145577-0.00123184j -0.000284428-0.000740877j -0.000906769-0.000543555j 0.0012971-0.000156689j 0.000962905+0.000571249j -0.00065971+0.00133417j -0.000310062+0.00310996j -0.000547165-0.00535005j -0.00696161+0.00202051j -0.00102232+0.000824588j 0.00221493-0.00133515j -0.00579501-0.00209987j -0.00041279+0.000407485j 0.000172568+0.000695898j -0.00593193-0.00243475j -0.00228574-0.00345598j -0.00778096-0.0039334j -0.000815881-0.000185023j -0.00090066+0.0018159j -0.00468555-0.0023599j 0.000788298+4.06603e-06j 0.00391001+0.00410425j 0.00236994-0.00184207j -0.00075981+0.000174844j -3.96016e-05+0.000478274j -0.00174137-0.00288628j -0.00132587-0.00190115j -0.000365871+0.00244639j 0.00121595+0.00473265j -0.00299295-4.83368e-05j -0.000558295-0.00460251j 0.00375483+0.00215843j -0.00062379+0.00617673j -0.000952472-0.00574545j 0.0141902+0.0051143j -0.00521426-0.000583312j 0.00311185+0.00298323j -0.000567955+0.00488565j 0.00134826-0.00278012j -0.00539044+0.00471864j -0.000464827+0.000133193j -0.00331865+0.00125995j 0.00168419+0.00480566j 0.000624557-0.00610252j 0.00652119-0.0018257j 0.00102251+0.00607662j -0.00282229+0.00332472j -0.00462589-0.00027377j 0.00997836+0.00388434j -0.00312148+0.00273443j -0.0048424-0.00806888j -0.00539076-0.002777j -0.00307007+0.00131868j 0.0024284+0.00444793j 0.00338214+0.00272587j -0.00567413+0.0142566j 0.00154135-0.0104331j 0.00282623+0.00527118j -0.00431057-0.000621708j 0.00182378+0.00666771j 
-0.00420758-0.00324864j -0.00265361-0.00145543j 0.005965-0.00353711j -0.00186182+0.00567044j 0.00396-0.00136225j -0.00328766-0.00263708j 0.00094775+0.000727476j 0.000226638-0.00160271j -0.000435813+0.00666177j 0.00252486-0.00179144j -0.00272276+0.00335006j -0.00128994+0.00153388j 0.00369247+0.00170944j 0.000616486+0.00158098j 0.00468726-0.00200209j -0.00293879+0.000290466j -0.0118002-0.00323297j 0.000231615+0.000316728j 0.00464602-0.00786015j 0.00882242+0.00504275j -0.000531084+5.72946e-05j -0.00411498+0.00288094j 0.00666401+0.00464003j 0.00204092-0.00089405j 0.0077296+0.00676689j -0.000744738+0.000738835j -0.00360389-0.00113928j -0.00102287-0.00402956j -0.00234473-0.00307177j 0.00137909+0.00396384j 0.00228505-0.00102804j -0.000200294-0.00119444j -0.000104368+0.00218473j 0.00149266-1.84988e-05j -0.00138459-0.0035472j 0.000465379+0.000306657j 0.00261326+0.00329096j 0.00191587-0.000624951j -0.000139642+0.00209431j 0.000851439-0.0073658j 0.00287692-0.00776286j -0.000281171-0.000243754j 0.00962867-0.00356918j 0.00264986-0.00797346j -0.0182398-0.00631717j 0.00418192+0.00769019j -0.00621858-0.00633759j 0.00221622-0.00529606j -0.00368596+0.000724099j 0.00706275-0.00323797j 0.000167367+3.40462e-05j 0.00201013+0.00367721j -0.00041609-0.00532029j 0.00186594+0.00391322j -0.00306234-0.00610458j -0.00432047-0.00353926j -0.000583503-0.00355587j 0.00167272+0.0030115j -0.00391377+0.000343803j -0.0169427-0.0147658j -0.00089532-0.0134246j -0.0197047+0.000367455j 0.00102416+0.00403495j 0.00648408-0.00934805j -0.00202983-0.00708368j 0.00153977-0.00248233j 0.0102782+0.0252476j 0.0059154+0.00266087j -0.0130864+0.00219018j -0.0145045+0.00605634j 
-0.00167178+0.00521237j -0.00116641-0.000785643j -0.00293475-0.0105293j 0.00418556-0.00473711j -0.0022715+0.00428147j -0.00540572-0.00243931j -0.00264276-0.00288503j -0.00510707+0.000212994j 0.0053787+0.000891652j 0.00149861+0.00202048j 0.00170868-0.000904786j -0.00222706+0.00160864j -0.00019751+0.000258473j 0.00029035+0.00145227j 0.00409972+4.36758e-06j -0.0018872-0.000173945j -0.0101022+0.00927752j -0.00646915-0.0133305j 0.00599662-0.00299151j 0.00906361+0.000505605j -0.00135548-0.00779451j -0.003507-0.00551329j 0.00698208-0.00285948j -0.00264522+0.00309886j -0.00234461-0.00128678j -0.0111869-0.00450561j -0.00898819-0.00392584j -0.00352374-0.00140388j -9.22298e-05+0.00849811j -0.00197085+0.00153464j 0.00065248+0.00573161j 0.00569132+0.00382103j -0.000815514-0.0102729j -8.03252e-05-0.00428417j -0.000613318-0.0029939j -0.00112389-0.00228957j 7.14012e-05+0.00292406j 0.00321043+0.00300711j -0.000787974+0.000837649j 7.02034e-05+0.00127466j 0.00343224-0.00613878j 0.00273378+0.000792703j 0.00638278+0.00355761j -0.0093608-0.00100021j 0.000837538-0.00463166j -0.0166226+0.00486998j 0.0125475-0.00956643j 0.00227333-0.00384626j 0.000581746-0.00462652j -0.00396197+0.00877165j -0.000574111+0.000445238j -0.00460521+0.00354476j 0.00460625-0.00803354j 0.00130156+0.00609564j 0.00892733-0.00774532j -0.00924295-0.0033299j 0.00181304-0.00088462j 0.00291656-0.0037601j -0.0120598-0.000524596j 0.000371095-0.00570935j -0.00214082+0.00485392j 0.0170989-0.00925149j -0.0077883+0.00809332j 0.000334285-0.00122373j -0.0047675-0.00113714j -0.00292386-0.0180078j 0.0100829+0.00749564j -0.0027351+0.00557802j 0.00652378-0.00224196j 0.0194496-0.0168396j 
-0.00191586+0.00191259j -0.000897688+0.000559442j -0.00652809+0.00200631j 0.00340864-0.00213729j -0.000638394-0.00107595j -0.00427813-0.00150063j -0.00322725-0.00237149j -0.00230069+0.000470911j 0.00534022+0.000799909j 0.00128031+0.00136224j 0.000808092-0.00110067j 0.00157343+0.00100458j -0.00207582-0.00220476j -0.00186311-5.71569e-05j -0.000350466-0.00345081j -0.00198158-0.000741233j 0.00476461-0.00164153j -0.00328914-0.0152597j 6.50012e-05-0.00763478j 0.00176808-0.00351438j -0.00212623-0.00616506j 0.00555315-0.00363698j 0.00792662-0.00469925j 0.000561965-0.000908731j -0.00368771-0.00273202j -0.00872626-0.00179912j -0.00271457-0.00351714j -0.00483541+0.00168295j -0.003597+0.00415822j -0.00136343+0.0018244j 0.00302824+0.00377625j 0.00360568+0.00376482j -0.00643117-0.00520197j -0.00157727-0.00236262j -0.000414101+0.0019438j 0.000242355+0.000848088j 0.000826231-0.00159611j 0.00507673-0.000219975j -0.00340893-0.000701243j 0.00216828+0.00253098j 0.00202797+0.00097414j 0.000305527-0.000282133j 0.00144902-0.0167763j -0.00638741+0.00132229j 0.00142094+0.00552716j 0.0039268+0.00189837j 0.0262196-0.00886025j 0.00245872+0.00222375j 8.87239e-05-0.00456087j 0.00101022+0.00486439j 0.00022734-0.000559143j -0.00145878+0.00206896j 0.00724235+0.00312723j -0.00575087+0.0031918j 0.00685904-0.0029119j -0.00316339-0.00774179j -0.000619659-0.00206738j 0.00365122-0.00172229j -0.0130796-0.00148354j 0.0146859+0.00615663j -0.00563492+0.00665056j 0.0324007-0.011844j 0.00755211+0.0138094j 0.00334673-0.000152067j 0.00213317-0.00264384j 0.00159533-0.0265096j 0.0044186-0.00733956j -0.00481829+0.0057602j -0.0036946-0.00360888j 0.0167349-0.0140626j 
0.000529453-0.000196098j 8.95504e-05+0.000577142j 0.00171577+0.0052945j -0.00190317+0.00116153j -0.000567864-0.00230173j 0.000804474-0.00082789j 0.00165982+0.000621192j -1.86909e-05-0.00140166j -0.000290779+0.00207259j -0.000847853-0.000605544j 0.000681562+0.00202372j -0.000369024+0.000221277j 0.000567584-0.000637284j 0.000310978+0.000229762j -1.6486e-05+7.96688e-05j 0.000960576-0.00135164j 0.00186372-0.000475909j 0.00223419+0.00377709j 0.00286568+0.00213135j -0.00102458-0.000376152j 0.00573442-0.0019256j 0.00765646+0.00413791j 0.00738368+0.0013639j -0.0031925-0.0024101j 0.00611561-0.00123326j -0.00312272-0.00270381j -0.00132295+0.000435689j -0.00162593-0.00202731j -0.00263001+0.000456472j 0.00285386-0.000556128j -0.000303158+0.0004527j -0.00132361+0.000868192j 0.00539333-0.00206648j 0.00405051-0.000634596j -0.000152232-0.000283688j -0.00263555-0.00115962j -0.000367074+0.000344664j 0.00412119+0.00107379j 0.00500505+0.00142598j -0.00105029+0.00215314j -0.00301152-0.00263663j -0.00221637+0.00485782j -0.00672563-0.00928592j 0.00541209-0.00332942j -0.00453127+2.84733e-05j 4.06407e-05-0.00559075j -0.000833189+0.0122255j 0.000301674-0.00206299j -0.0002689-0.00243018j -0.00304953+0.002374j -0.000239184+0.000218618j -0.0126382-0.00592347j 0.000163399-0.0042453j 0.00586843+0.00448231j 0.00313864-0.00353841j -0.00340459+0.00627616j 5.46966e-06+0.00129913j 0.00261555+0.00493669j -0.00431357+0.00902378j 0.00801114-0.0169257j 0.0133133-0.00427897j 0.000525351-0.0135141j -0.00640305+0.00029759j 0.000653732-0.000841788j -0.00194269-0.000632217j -0.0250522-0.0075296j -0.00618321+0.00556258j -0.00101168+0.00307057j -0.00124473-0.0151264j -0.0323152-0.00165759j 
