0.000408631+0.000963718j -0.00208547+0.00062503j 0.00164003+0.0016685j -0.00465659+0.00169752j -0.0037562-0.000720885j 0.00219774-0.00201006j -0.000676038+0.00157558j 0.00692713-0.0024145j -0.00644313-0.000513328j -0.000264491+0.00179457j 0.00093948-0.00196982j 0.00286083-0.00151618j 0.00741118-0.00303767j -0.00505264+0.00215495j -0.0127234+0.00275519j -0.00313287+6.79458e-05j 0.00371333-0.000588589j -0.00605723+0.00110115j 0.00291475-0.000952296j 0.00952326-0.000810775j -0.00114189+0.000344563j -0.0063376+8.21795e-05j 0.00451803+0.000144281j -0.00472093+0.000465497j 0.00482423-0.000409848j -0.00238826+5.32572e-05j -0.0107317+0.000430125j -0.00379999+0.000557325j 0.00861968-0.000560833j 0.00308348-6.8555e-05j 0.00481059+0.000105211j -0.00851502-2.14673e-05j -0.000453425+3.55562e-05j -0.00163549+5.45571e-05j 0.00216695+0.000469019j 1.47464e-05+8.18088e-05j -0.00126264-0.000276105j -0.000431858+0.00075637j -0.00015925+0.000452403j 0.000261437-0.000192916j 0.00174214-7.02523e-05j 0.000514224-0.000148608j 0.00370868-0.000168806j 0.00252919+0.000153732j 0.00975107+0.000723925j 0.00133109+3.25581e-05j -0.00395597-0.000225705j 0.00343751+0.000350519j 0.0110147+0.00151747j 0.00133721+0.000308246j -0.00619302-0.000470769j 0.00252757+0.000179769j -0.00371413-0.000620713j 0.00240917+0.000510266j -0.0050514-0.000316664j -0.00662467-0.000736831j -4.12059e-05+0.000228896j 0.00751857+0.00114977j -0.00304796-0.00122357j 0.00539931+0.00125625j -0.00223718-0.000342056j 0.00248554+0.000295057j 0.00920352+0.00289778j 0.00404401+0.00246318j -0.00432783-0.00239668j 0.00157994+0.00114194j -0.000123097-0.0016795j 0.000416747-0.00148913j -0.00582474+0.000497313j 0.00586519+0.00225938j -0.00052536-0.00143512j 0.00173596+0.00183946j -0.00344378+0.000716033j 0.00429646+0.0016618j 0.00169411-0.00170355j 0.00212573+0.000675372j 0.000531348-0.00113816j 
0.000172519+0.00366441j -0.000544285-0.00104731j 0.000691991+0.000532001j 0.00132526+0.00130685j 0.00139603-0.00252813j 0.000356341+0.00191057j -0.00118196-0.00365185j -0.00184626+0.00211644j 0.00115579+0.00248782j 0.000459726-0.000789657j -0.000527736+0.000541449j -0.000683184-0.00134298j 0.000864763+0.000927625j 0.000690549-0.00131272j -0.000756684+0.0011936j 0.00150555-0.00184111j -0.000511559-0.00181233j -0.0005434+0.00344852j 0.000841363+0.00132919j 0.000255423-0.0042576j -0.00184568+0.0017094j -0.00072461+0.000304556j 0.000427951+4.19923e-05j -0.0015914+0.000696551j 0.00193351+0.000687851j -0.000478983+0.00107582j -0.00219529+0.000932337j 0.00207893-0.00422026j -0.00137045-0.000555813j -0.00174272+0.00384644j 0.0027467-0.005169j -0.00112435+0.00168044j -0.00208429+0.00088892j -5.27414e-05+0.00300083j 0.00115446-0.00141441j 0.00112852-0.0018707j 0.000964476+0.000507239j 0.000822146-0.00275104j 4.14068e-05+0.00378259j 0.0011428-0.000822924j -0.00150657+0.00217353j 0.0019278-0.00238996j -0.00118502+0.00184542j -0.00113176-0.00197214j 0.00203918+0.00082238j -0.000101151+0.0017521j -0.00156019+0.00492022j 0.00207846-0.00189074j -0.00525496+0.00471612j -0.000655576+0.000918303j -0.000817035-0.000132717j -0.00143994+0.00159832j -0.000841301+0.0021189j 0.00129492+0.00145733j 0.0033236-0.00274955j -0.000375157+0.000440843j 7.2078e-05-0.00122521j 0.00140213+0.000895052j 0.00125396-0.00124645j -0.000835188+0.000814179j 0.00240413-0.000391598j -0.00105966+0.000460638j -0.000975356-0.00206201j -0.00247079+0.00365124j 0.00311204-0.00138131j 0.00252133-0.001278j 0.00131646-0.00166445j -0.000834225+0.00122625j -0.00347165+0.00195154j 0.000722142+0.002821j 0.000234209-0.000114305j -0.000844731+0.0029927j -0.00427237+0.00193888j -0.000230217+3.38029e-05j -0.00192676+0.00258855j 0.00225318-0.00186528j -0.00304082+0.00180372j 
-0.000893642-0.0007971j -0.000754554+0.000185142j -0.000729607-0.00245098j 0.000535169+0.00253441j 0.000575089+0.00245754j -0.000371188-0.00161806j -0.00179122+0.000423857j -0.00131343-0.00242924j -0.00033424+0.00153306j -0.000429387+0.00427094j 0.00198632-0.00237074j 0.000976985-0.000428349j 0.00153441+0.000233955j 0.000700715+0.000355519j 0.000738431-0.00017548j 0.00250035-9.71402e-05j -0.00121502+0.00252022j 0.000949953-0.00133454j -0.000421957+0.0008179j -0.00206786-0.00155636j -0.00170328+0.00357849j 0.000403382+0.00119511j 1.22122e-05+0.00146583j 0.00092663+0.00317327j 1.88625e-05-0.000367487j -0.000179438+0.00442605j 0.000522151-0.00289318j -6.31437e-05+1.34104e-05j -0.00104167-0.00118193j -0.000300788+0.00209222j 0.0019318+0.000102378j -0.00345677-0.0016209j -0.000362144+0.000471673j 0.000975195-0.00213085j 0.000531346-0.000587181j 0.000750526-0.00301464j 0.00285814-0.00550139j -0.000335441-0.00452109j 0.00292288-0.00160396j 0.000619737+0.00161784j -0.000445669-9.28108e-05j 0.00120945+0.00325044j 0.0025963+0.00145687j -0.000560462+0.00183644j 0.00262127-0.000326193j 0.00117023-0.0018121j -0.00193227+0.00130897j -0.000888335+0.00181701j 0.00082852-0.00269791j -0.000847137-0.00313339j 0.000228852-0.00143738j 0.00116138+0.00262018j 0.00167293-4.23217e-05j 0.000972078+0.000179366j -0.00178061+0.0020496j 0.00183829+9.17278e-05j 0.0016618-6.70708e-05j 0.00139006-0.00030898j -0.00235241+0.00401086j -0.00156976+0.00331396j 0.00264814-0.00250586j -0.00415528+0.00351278j -0.000428241-3.60822e-05j 0.00409114+0.000722012j -0.000165544-0.00113011j -9.24666e-05+0.00226501j -0.00266218+0.00149044j -0.000701757-0.00402283j -0.000473932+0.000134658j -0.00230314+0.0020312j 0.00104912+0.000566827j -0.000935054-0.000927163j 0.00312472-0.00155512j -0.00319814+0.0032802j 0.00063727-0.000951214j -0.000892149-0.000377445j 0.000182515-0.00206555j 
0.000212596-0.000343855j -0.000889754-0.00163591j 0.000345932-0.00156155j -0.00114219-0.000611652j -0.000733888+0.00227991j -0.00105191+0.00124146j 0.000687885+0.00103821j 0.000628616-0.000296357j -0.0019539+0.000683159j -0.00124691+9.28837e-06j 0.000951448+0.0021675j 0.000869324+0.00302784j -0.00129068-0.000826133j 0.000262487-0.00257223j -0.000334543+0.00162089j 0.000939625+0.00163908j -0.000163662-0.00240559j -0.000529255+0.00120793j 0.000574322-0.00219331j 0.00430766-0.00130328j -0.00274676+0.000514117j -0.00280079+0.00124171j -0.00152097+0.000341551j -0.003635+0.0011124j 0.000107743-0.000496128j -0.00324198-0.00156088j 0.000871227+0.00131794j 0.00196852-0.000361013j 0.000907449-0.00118231j -0.00242888+0.000623661j 0.00199977+0.00108595j 0.000526973-0.0019948j 0.00177027-0.00405193j -0.00147808+0.00164414j 0.000652882+0.00149056j 0.00303081+0.00194014j 0.00269389-0.000128593j 0.00404417-0.000371609j -0.000162876+0.00126947j -0.0036721+0.00397976j -0.000454902-0.00155039j -0.00141812-0.00068313j -0.00213349+0.00334897j 0.00220337-0.00202176j -0.00227401+0.00356825j -0.00201876+0.00247434j -0.00492631+6.32904e-05j -0.000980375-0.00148386j -6.31135e-05+0.000895648j 0.000418134-0.000451437j 0.00356387-0.00104256j -0.00187531+0.00113863j -0.00230769+0.00228507j -0.00111837-0.000151886j 0.00203461-0.00270283j -0.00170519+0.0013696j -0.00108681+0.00394925j -0.00067737+0.000839434j -0.00234298-0.000922473j -0.00325046-0.00211836j 0.00201568+0.000846487j -0.00300403-0.0044422j 0.000131719-6.41399e-05j -0.00202766+0.000143251j 0.00501208-0.00163634j -0.000572937-0.00110479j 0.00055204-0.000403812j 0.00391504-0.00179418j -0.000589921-0.00227853j 0.000383916-0.00217502j 0.00213893-0.00133301j -0.00175794-0.000926096j 9.44612e-05+0.000511842j -0.00041219-0.000151707j 0.00191886-0.000679448j 0.000926932-0.00233602j 0.000970623-0.000679253j 
0.00281743+0.000422887j -0.000647967+0.00194186j 0.000534681+7.72033e-05j 0.0028918+0.00213319j 0.000253697+0.00151584j -0.000946239+0.00157132j 0.000467877+0.00126309j -0.000823915-0.000301698j 0.000376371+0.00110459j 0.00272087+0.00204651j -0.000657348+0.000746238j 0.00074486-0.00140849j -0.000274536-0.000782328j -0.00250372-0.00142692j -0.00130353+0.000467531j -0.00153082+0.000731103j 0.00103588-0.000923796j -0.000951265+0.00189173j 0.0021242+0.000581291j 0.00270628+0.000984064j 0.00167929+0.00203432j -0.000831221+0.000880235j -0.00139456+0.00262466j -0.00131218+0.00158445j 0.0016161+3.58873e-05j 0.000319373+0.00141556j -0.00170188+0.000391499j 0.000545866-0.00435577j 0.00105222+0.00124054j 0.000638851+0.00144384j 0.000971494-0.000465472j 0.000740765+0.00111377j 0.000233456+0.00173483j -0.00331399+8.18308e-05j -0.000234293-0.00138016j 0.000793456-0.000951871j -0.00128534-0.00290983j 0.00356827-0.00299893j -0.00171484-0.000816226j -0.00171726+0.00207049j 0.000826294-0.0038046j 0.000236172-0.00099524j -0.00208996-0.00088377j 0.0041986-0.000106542j -0.00211116-0.00234568j 0.000358226-0.000390623j -0.00331794+0.00183048j -0.000391656-0.00133724j -0.00080458+0.00308592j -0.00148748-0.000291543j 0.00216085+0.000598243j -0.000813057+0.00163612j -0.00133377-0.00139708j -0.00238455-0.000195905j 0.00222745-0.000550104j 0.00122057-8.09869e-05j 0.000167458+0.00132024j -0.00220741-0.00165374j 0.000627244+0.000914029j -0.000640298-0.00177561j -0.00139822-0.000817145j -0.00110159+0.00218328j -0.000383716+0.000203108j -0.00239263-0.00172528j 0.00100221-0.000421752j -0.000494003-0.00225067j 0.00191977+0.00106555j 0.000676282-0.00105677j 0.00021365-0.000706105j 0.00031927+0.00152922j 0.00112062-0.00147444j -0.00182154+0.00206276j -0.000760504-0.00280727j 0.00102932+0.00276408j 0.00180676+0.00237762j -0.00252296+0.000244834j 0.000855847+0.00226077j 
-0.000545877-0.00158355j 0.00113244+0.00224346j -0.000251971+0.00268071j -0.000191359-0.00205186j -9.61332e-05+0.00234842j -0.000688716+0.0017583j -0.0012993+0.00434635j -0.000234644+0.00357725j 0.000239943+0.00132336j -0.000210286-0.000395827j -0.000204373+0.000657059j -0.00182327+6.57131e-05j 0.000974163-0.000497353j 0.00154885-0.00228923j 1.72439e-05+0.00141304j -0.00100299-0.000353421j 0.00128175+0.00107287j 0.00128128+0.000235386j 0.000578238-0.00228984j -0.0026546-0.0014398j -0.000491898+0.00150865j -0.000794703+0.000603213j 0.00161746+0.000872687j 0.0017636+0.0019054j -0.00016852-0.000288926j 0.000219868-0.00222745j -0.00014937+0.00197435j -0.00157746-0.000902388j 0.000179435+0.00204851j 0.00130651-0.00178993j -0.00209575-0.00121111j 0.000475382+0.00152693j 0.00266425-0.00317127j -0.000239639-0.000151975j 4.98511e-05+0.00241617j -0.0011825-0.000256435j -0.000183297-0.0019143j -0.00262213+2.3883e-05j 0.00206478-0.000803712j -0.00322334+0.00457118j 0.00181011+0.000423419j 6.61474e-05+5.71897e-05j 0.00184697-2.945e-05j 0.00157673-0.00221377j -0.0014625+0.00130319j -0.00118574+0.00268019j 0.000202335+0.00479483j -0.00119615+0.00225292j 0.00229822-0.000219386j -0.000898248+0.0015835j 0.00234658-0.00259357j 0.00249176-0.0013754j 0.00152767+0.000588122j -0.00149821+0.000584249j -0.000666549-0.00107411j 0.000624906-0.00121661j -0.00263709-0.00141385j 0.00144263-0.000978476j 0.00105294-0.00188487j 0.00110262+0.000127317j -0.0015149-0.000748776j -6.02874e-05+0.00206892j -0.000765721-0.000272476j 0.00145275+0.00139576j 0.00220852-0.00128087j 0.000248996-0.000582782j -0.00076619-0.000839257j 0.000655267+0.00031765j -0.000764108+0.000364843j 0.00328521-0.000636816j 0.00476446-0.00336893j -0.000376175+0.000136584j 0.00220919-0.00116394j 0.00292259-0.00334209j -6.54519e-05-0.00157381j -0.00138455+0.00317993j 0.000282131-0.000317604j 
0.000264532+0.00201545j 0.000262517-0.00134091j 0.000728862+0.000443297j -0.00062737-0.00159933j -0.00134699+0.000406398j -0.00128773+0.000352305j -0.00103706+0.00177548j 0.00154689+0.00234052j 0.00148021+0.000184997j -5.05261e-05-0.00140363j -0.00304035+0.000645345j -0.00201261+0.00199954j 0.00145955-0.00111794j 0.00114892-0.00382746j 6.40078e-05+0.00109503j -0.00373456-0.00103122j 0.0024234-0.000606401j -0.000483943-0.000227297j -0.000291462-0.000960778j -0.00362472+0.00122679j 0.00126273+0.00153135j -0.00109097+0.000211336j 8.46847e-05-0.00180262j 0.000398892-0.000737357j 0.000538715-0.000391625j 0.00037808-0.00247419j -0.00184102+0.00138467j 0.000593619+0.000668675j 0.000115984+0.000382719j 0.00104118+0.000655566j -0.0038195-0.00107224j 0.0018841+0.00195326j 0.00129931-0.00183263j -0.00123636-0.000157208j 0.000226743+0.00171606j -0.00190463+0.00106558j -0.00183678-0.00139966j -0.00138224+0.0023706j 0.000668812-0.000180825j -0.00275343+0.000196783j 0.00468738+0.00225163j 8.70276e-05-0.00245524j -0.000177959-0.000410241j 0.00103622+0.000499243j -0.00119483+0.000493113j -0.00122826+0.00114553j 0.00243637+0.0018785j 0.00222238-0.000350096j -0.000699457+0.00186201j 0.000423306+0.00142307j -0.000898852-0.000921233j -0.000977196-0.0019481j -0.000196296+0.000319833j -0.000246642-0.00153345j 0.00155321-0.000999771j -0.00129666+0.000167389j -0.00530743-0.000437151j 0.000422794-0.00254403j 0.000222528-0.00108043j 0.0026353-0.00015116j -0.00131614-0.00134498j 0.00334138-6.22987e-05j -0.00130423+0.000271301j 0.0015623-0.000172675j 0.00213613-0.00218392j 0.000789576-0.00124387j 0.00125907+0.00105732j 0.00251051+0.00328319j 0.00112924+0.00174761j 0.0032438-0.000760798j 0.00212389-0.00221753j -0.000187552-0.0012094j 0.00019372+0.000808314j 0.000354032-0.00108849j 1.38332e-05+0.000656516j 0.0021186-0.0015892j -0.00104643+0.00160842j 
-0.000454404+9.49297e-05j 0.000610604+0.00135986j 0.000763833+7.36954e-05j -0.000206+0.00203743j -0.000604752+0.00170588j -0.0017825-0.000943473j 6.27806e-05+9.96673e-05j -0.000368488-0.00223481j -0.000290727-0.00120116j -0.000524438-0.000470942j -0.00288962+0.0015771j -0.00151504-0.00106008j 0.00186763-0.000621081j 0.000830775+0.000408215j -0.000820914-0.00095438j -0.00353911+0.00451766j 0.00299567-0.000714584j -0.0022289+0.000367043j -0.000513735+0.00256422j 2.94858e-05+0.00379317j 0.00104348-0.00281882j -0.000130025-0.00089497j -0.000802216+0.00132665j 0.000272738-0.000705973j 0.000634047+0.000555725j 0.000156334-0.00013244j -0.00253064-6.90756e-05j 0.00240983-0.000174355j 0.000363128+0.000109559j 0.000308828-0.00175557j 0.000105648+0.00459062j 0.000514199-0.000571517j 0.00125861+0.00228116j -0.00310247-0.00043874j 0.000983847+0.00110841j -0.000949571+0.000264717j -0.00178622+0.00127214j 0.00238447-0.000263691j -0.00057617-8.85452e-05j -0.00273725-0.00180087j 0.00415592-0.00300437j 0.000954059+0.00193117j -0.00261723-0.00178183j 0.00347011+0.00187104j -0.00120848-0.000717218j -0.000459602-0.00224601j -0.000397885-0.00285801j 0.00244915-0.000532946j -0.00133246-0.00194644j -0.000441116-0.00108593j -0.00128126+0.00202773j -0.00351854+0.000817343j -0.0012605-0.00146776j -0.00262415+0.000366022j 0.00135189+0.00307961j 0.00222449-0.000995935j -0.0033359-0.000551214j -0.00286883-0.000740512j 0.00126031+0.0010346j 0.00202826-0.00137192j -0.00208351+0.00162082j 0.00369165-0.000708519j 0.000450213-0.00040107j -0.000717786-0.00161848j -0.000698421+0.00314663j 0.000197599+0.00205519j 0.0027353-0.000361196j 0.00311026+0.00153659j 0.00197376-0.00185771j -0.000793925+0.00172622j 0.000871305+0.00145371j -0.00141536-0.00100624j -0.000107727-0.00190365j -0.00156783+0.00134049j -0.000289337+0.000622455j 5.85453e-06+0.00178715j -0.000275933-0.000302123j 
-0.000100312+0.000900971j 0.00176395+0.000478836j 4.39148e-06+0.00116111j 0.00181566+0.000216793j 0.00194685-0.00120561j 0.000587604-4.0131e-05j -0.000508814+0.00253606j -0.000660049+0.000998955j 0.00110801-0.00170241j 2.54651e-05+0.00324491j 0.00173523-0.000668599j -0.00173427+0.000883389j 0.000261795-0.00232883j 0.000122223-0.000152326j 0.000284787-0.00209343j 0.0036968-0.000835089j -0.000148698+0.00190065j 0.00179384-0.00237944j 0.00216957+0.00181478j -0.001801+0.00643273j 8.46107e-05-0.000159994j 0.00153749-0.00198668j 0.00183514-0.00136262j 0.00307565-0.00406541j -0.000370865-5.36769e-05j 0.00311909-0.000292327j 0.00123977-0.000487725j -0.0033813+0.00139811j -0.000162051+0.00312984j 0.000284421-0.00394027j 0.000143384+0.000586561j -0.000865277+0.00161015j 0.00115135+0.000999276j 0.00185815-0.00321158j 0.000245631-0.00215458j -0.00382281+0.00150776j -0.000203772+0.000425145j -0.00567842+0.00500355j 0.00171324-0.00531383j 0.00118958-0.000983575j -0.00112679-0.0026426j 0.00228745-0.000817828j 0.00251069-0.00431052j -0.0012632+0.00159992j 0.00180937-0.00564015j -2.87213e-05-0.00185251j 0.00426403-0.00454261j -0.000542748+0.000541846j 0.000204935-0.0022399j -0.0014353+0.000219733j -0.000697988+0.00410309j 0.00399184-0.00121874j 0.0024882-0.00415024j 0.00318553+0.000251447j -0.0013933+0.00337759j -0.0010446-0.00294095j -0.000937659+0.000450703j 0.00137613-0.00085997j 0.00127468-0.000636565j 0.00292008-0.00247739j -0.000863528+0.000502844j 0.0023013-5.70764e-05j -0.00033627+0.00110383j 0.00494638-0.00376032j -0.0029741+0.00328334j 0.00313045-0.000772361j -0.00461774+0.000759414j -0.0025288-0.0013069j 0.00168255+0.000638076j 0.00214393+0.00035444j -0.000699281-0.000593696j 0.00156756+0.000279291j 0.00174902-0.00238558j 8.93622e-05+0.00115968j -0.00142687+0.00148071j 0.000658392+0.00161515j -0.000846434+0.00114643j 
0.000236713-0.00183158j -0.00101146+0.00102208j -0.000342185-0.00255412j -0.000471126+0.00319759j 0.000513916+0.00451027j -0.00207814-0.000109785j -0.000399488+0.00196321j -0.000110275-0.00414813j 2.48077e-05-0.000455549j -0.000726482+0.00137181j -0.00142782+0.00252329j 3.88669e-05+0.000407166j 0.00170382-0.00274013j -0.000775019-0.000204773j 0.000948562+5.23245e-05j -0.00187582+0.00763044j 0.00111196-0.00174335j -0.000933074+0.00106966j -0.00123121+0.00202888j -0.000974321+0.00285042j 0.00165567-0.000665107j -0.000365583+0.00172445j -0.000971984+0.00257633j 0.00119989+0.00300712j 0.000567253-0.000378299j -0.000668954+0.00314752j -0.00180935+0.00104919j 0.0017979-0.00141063j -0.00124917-0.00146536j 0.00216766+0.000171727j 0.000407058+0.00608335j -0.000560766-0.00271757j 0.000540731+0.000345998j -0.00188893+0.000846024j 0.00240859+0.000340936j -0.000646639-0.000765242j -0.0024523-0.00161026j 0.00156613-0.00551413j 0.00219984-0.000545819j -0.00218542+0.00347844j 0.00499177-0.00628683j 9.51936e-05+0.00394789j -0.000449862+0.00202253j 0.00369009+0.000462503j 0.000684163+0.00198595j -0.000258105-0.0020098j 0.000339786-0.000441903j 0.00127377-0.00156987j 0.00138821-0.00205724j -0.000523999-0.00297686j -0.00191202-0.0006171j -0.00296524+0.00469724j 0.000202425+0.000519354j -0.0030864+0.00172402j -0.000254226+0.000929863j 0.00344653-0.00111664j -0.00282223+0.00338532j -0.00390873+0.000366095j -7.64454e-05+0.00379176j 0.000683569+0.000515029j -0.00108182-0.000245542j 0.00122562+0.000267525j -0.000336192+0.000690736j 0.00181307-0.00109633j -0.00103008-0.00112007j -0.000690737+0.00311114j 0.0025136-0.00122858j 0.00489989-0.00403556j 0.00215793-0.00255367j -0.00125364+0.00101095j 0.000944777-0.000763325j -0.00332676-0.00036309j 0.0017694-0.00246725j -0.00249874+0.0034913j 0.00124139-0.00155949j -0.00148116-3.05004e-05j 0.00144037-0.00229659j 
0.00121241-0.00157138j 0.000778376-0.000865958j 0.000781547-0.0016893j 0.000829207-0.00100442j -0.000364637-0.00048823j 0.00252267-0.000987239j -0.000131928+0.000540374j 0.000720556-0.000324854j -0.00109947-0.000141506j -0.000235021+0.00299293j 0.00484835-0.00230714j 0.00112052+0.00130764j -0.00168321+0.000237545j -0.000530866+0.00129512j -0.000210481+0.000185235j 0.00520236-0.00255342j -0.00301361+0.00183814j 0.00271416-0.00187407j 0.00242478-0.00207275j 0.00366345-0.000600504j -0.00330635+0.00195814j -0.000862451-0.000390696j 0.000403065-4.40137e-05j -0.00243108-0.000380287j -0.00056643-0.00124042j -0.000831815+0.000965458j 0.00394686-0.00208805j -0.00377729+0.00132499j 0.00177537+0.000165725j -0.00307122-5.89793e-05j 0.00130082-0.00150275j -0.000782445-0.00163956j 0.000605794-0.000380541j 0.00306821-0.00165452j -0.00187546-0.00154666j 0.00134028+0.000143979j 0.00571855-0.00202811j 0.000981114+0.000588443j 0.000676352-0.00217569j 0.00126506+0.000769327j -0.00572215-0.000110847j -0.00174362+1.6067e-05j 0.000392342+0.00049405j -0.00312106-0.000101523j -0.000635947-0.00171468j 0.000930693-0.00109173j -0.00227623-0.00203025j -0.00359139+0.00126945j 0.00272153-0.00081815j 0.000788406-0.000823223j 0.00454028+0.000486421j 0.0028589-0.000476695j 0.000276824-0.00121722j 0.0035935-0.000604105j -0.00196213+4.31826e-06j -0.00200334-6.54507e-06j 0.0035089+0.00157872j 0.00224105+0.000599115j -0.00401158-0.000371933j -0.00473756-0.00101909j 0.00385463+0.000254598j -0.00558855-0.000647304j -0.000149113+0.000661459j 0.00194844-0.000383257j 0.00158851+0.00118824j -0.00121459-0.00137055j -0.00538287+0.00184214j -0.00254167-0.00290371j -0.0001988+0.00016918j -0.000797317-0.00143907j -0.000817655+0.000476071j 0.00237296-0.000411191j 0.00178442-9.88001e-05j -0.00122958+0.000721724j 0.00249483+0.000264595j 0.000382554+1.01562e-05j 0.00284051-0.000106593j 
0.000512252-0.000560703j -0.0011195-0.00225989j -0.000822167+3.08495e-07j 6.79657e-05-0.00255442j -0.00133609-0.00263448j 0.000636618-0.000130934j -0.000685066-0.000811452j 0.000300338+0.000604911j -0.000746427-0.00347446j -0.000517991-0.00271029j 0.000520727+0.00138838j 0.000510926+0.00181015j -0.00117796-3.78895e-05j -0.000440603+0.00120163j -0.000125646-0.00101331j 0.000651462-0.000260597j -0.00134695-0.000215283j -0.00042707-0.00139532j 0.00100575-0.000282031j 0.00216503+0.00290892j -0.000195617-0.00355727j -0.00010204-0.00209255j -0.000272367-0.00227634j -0.00151739-0.00418223j -0.00105044-0.000695742j 0.0010067-0.0037898j 0.000747599+0.000970717j -0.000168121+0.00347047j -0.000336633-0.000157186j 0.000529465-0.00250851j -0.00158708+0.000401767j 0.000710739-0.000772597j 0.00148252+0.000670104j 0.00187394+0.000742746j -0.00153501+0.000200157j 5.63166e-05+0.00419909j -0.000135357+0.00556325j -0.000843541+0.00647579j -0.001082+0.000142157j -0.000640113-0.00363545j -0.00167379+0.000479955j -0.00153273-0.00155281j -0.000250757-0.000285406j -0.00119537+0.000233274j -0.00174678-0.000592194j -0.00187323-0.000281231j 0.00136716-0.00551036j -0.00140913-0.00156116j 0.000929891+0.000425273j 0.000671105+0.00120608j 0.000208161+0.00390492j 0.000869623-0.00132668j -0.000638872+0.000359744j 0.00135156-0.00230416j -0.000287152-0.000615502j -0.00172114+0.00118401j 0.000514268+0.00156576j -0.000267549+0.00075156j 0.00112306-0.00203316j 0.000584702-0.0024036j -0.000161598+0.00167912j 0.00163546-0.00542686j 0.000824947+0.000512635j -0.000734121-0.00150418j -0.00156565+0.00266838j -0.000150936-0.00109346j -0.000217629-0.000773633j -0.000462136+0.00093483j 0.00117467-0.00106591j 0.0012189-0.00247875j -0.00172837+0.00312405j 0.00182278-0.000917047j -0.000409172+0.00272426j 0.00226254-0.0013515j 0.000521701+0.000246925j 0.000387273-0.00259142j 0.000662959-0.000173173j 
-0.000193074-0.000732731j -5.89156e-05+0.00101179j -0.000132034-0.000620221j 0.000240247+0.00152483j -0.000399252-0.000768438j 0.00023239-0.00124959j -0.000152681-0.00354408j -0.000812653-0.00265227j -0.000199989-0.000179565j -0.000262644-0.00155968j -0.000978778+7.18812e-05j -5.89372e-05-0.00308014j 0.000679236+0.00110096j -2.03817e-05+0.00391864j -0.000108004-0.00041168j -0.00109223+0.00263572j -0.00063564-0.000766485j -0.000404952+0.00195361j -0.00101845+0.0019662j 8.07034e-05-0.00255592j 0.000825796-0.00273909j 0.000904973-3.10317e-05j -7.98251e-05+0.00155823j 0.00037525+0.00216049j 0.000370013+0.000798137j 0.000192805+0.00267371j -0.00115216-5.51383e-05j 0.000447847-0.00189616j -0.000541657-0.00169658j 0.000990877+0.00140807j 0.000695731+0.00149562j -0.000345496-0.000874245j -0.000876358+0.00354723j -0.000111239+0.00153842j 5.01088e-06-0.000682102j 0.000393936-0.00255735j -0.000684563+0.00202836j 0.00144557-0.00543069j -0.000567127+0.00378472j 0.00130935-0.00302004j 0.000182082-7.80256e-05j -0.000129126+0.00234923j -0.000969399+0.00131939j -0.000149872+0.000597966j 0.000727873+0.000805871j 0.0012575-0.00178765j -6.16583e-05+0.000335751j 0.000775727-0.00110413j 5.51252e-05+0.000496863j 0.000618748-0.00129979j -0.00182406+3.70168e-05j -0.00198512+0.00295582j -0.000667891+0.00118911j -0.00156754+0.00202084j -0.000491841+0.000173134j 0.002331-0.00040256j 0.00179593-0.00220148j -0.00186703+0.0024857j 0.000843469+0.00126159j -0.000319414+0.00206891j -0.000113073+0.000830834j 0.000682534+0.000962332j 0.000359308-0.00081527j -0.00220568+0.00274347j -0.00187488+0.00113511j -0.00114039+0.00246288j 0.00221502-0.00211504j 0.000120159+0.000727168j -0.000251792-0.000434769j -0.00268484+0.00259661j -0.0015299+0.00335086j 0.000386272+0.000581895j -0.00136564+0.00159297j -0.000898532+0.00119359j 1.91559e-05-0.00012165j -0.000852235+0.000931911j 9.02167e-05-0.000662712j 
