0.0113208-0.00270756j 0.000472524-0.00524173j -0.00417541+0.00461206j 0.0120505-0.00112491j -0.00307709+0.00184932j -0.00121886+0.00302697j -0.00658871+0.00241974j -0.00781304-0.0012479j -0.00968851+0.00426282j -0.000958788-0.00104829j -0.00172329-0.000378172j 0.00283431-0.00299868j -0.0138861+0.00184057j 0.0096558-0.00245884j -0.00443737-0.000784777j 0.00130434-0.00273987j 0.00120694+0.000706913j 0.00521931-0.000698412j -0.00133423-0.000229334j 0.00739372-0.00243144j -0.00938994+0.00135881j 6.1558e-06-0.00120839j -0.000338764-0.00157876j 0.00648606-0.00114763j 0.00715608-0.00084671j 0.00576548+0.00149704j 0.000217579+0.00702774j -0.00277587+0.000397133j 0.00921517-0.000786012j -0.00176916+0.000862743j -0.0141129-0.000980411j 0.00508799-0.00142543j -0.00496576-0.000212362j -0.00164605-0.00103932j 0.0109348+4.59889e-05j 0.0034258+0.000113235j -0.0113355-0.00248012j -0.00151774-0.000325381j -0.0069402-0.00220687j 0.00176987+0.00190932j -0.00356613+0.00105718j 0.00441381+0.000207696j 0.00334358-0.00124818j 0.0108735+0.00344605j 0.00584323+0.00453171j 0.00497426-0.00045297j 0.00968984+7.08633e-05j -0.00247665-0.0029328j 0.00801725+0.00196114j 0.00395223+0.00496959j 0.008804-0.00219975j -0.00879632-0.00658378j 
-0.00265581-0.0018431j -0.000710157-0.000506259j 0.00167514+0.00134094j -0.00173599+0.000124355j 0.00406093+0.000127609j -0.00100836-0.00119278j -0.00312269-0.000571159j 0.00337056+0.000258044j 0.00562012+0.0011834j 0.000506192-0.00133253j -0.00132156-0.00159753j 0.00608585+0.00069823j 0.00534901+0.00280639j 0.00367646+0.00211957j -0.00461693-0.00231595j 0.00278636-0.000842804j -0.000904193+0.000937219j 0.000335589-0.00111692j -0.007435-0.00367124j 0.00125046-0.000437596j 0.00177185-0.00149329j -0.0026568-0.000643365j 0.000358302-0.00197671j 0.00338877+0.00232799j 0.00198165+1.74121e-05j 0.000538085-0.000124847j -0.00201002+0.00784001j 0.00215103+0.00212537j 0.00083133-0.00223363j 0.00177173-0.00423647j 0.00156017+0.00372698j -0.00307543-0.00218864j -0.00593727-0.00559332j 0.00198808-0.00270431j 0.000163074+0.0023764j 0.00576449+0.000371287j 0.00579782+0.00639866j 0.00571305+0.00724652j 0.00199951+0.00502441j 0.00162342+0.00832384j -0.00170535-0.00207249j -0.000823209-0.00450216j 0.00327484-0.000774819j 0.00482236+0.00235107j -0.000671698-0.00269218j 0.000231605+0.0081221j 0.00162163+0.00498748j -0.00444531-0.00346153j 0.000292969+0.00217768j -0.000718385-0.0016552j -0.00114624+0.00196801j -0.000614019-0.00136541j 
0.000530938-0.0060254j -0.000863587-0.000474615j -0.00205734+0.00119488j -0.00465034+0.0043039j 0.00146772-0.00263668j -0.00290128-0.00016959j -0.00152004+0.0047936j 0.000142796-0.000536601j -0.00246108-0.000526011j -0.000422438+0.000621686j 0.00300313-0.00372163j -0.000986381-0.00772056j 0.000904942-0.000385678j 0.000945089+0.000940908j 0.00480823-0.00196064j -0.00436747-0.000951688j 0.00331151+0.00419923j -0.000555763+0.00902046j 0.0067729-0.00511105j 0.00446503+0.000839781j 0.000535828-0.00538399j 0.000550787+0.00201717j -0.00255333-0.00585207j -0.00291842-0.00363293j 0.00192664-0.000847151j -0.00715393-0.00588404j -0.00196048+0.00113047j -0.00376026-0.00349077j 0.00615376+0.00144749j -0.00119571-0.00563102j 0.00774617+0.00050229j -0.00119294-3.5942e-05j 0.00338636-0.0117878j 0.0094567-0.00116383j -0.000222203+0.00420242j 0.00368504-0.0150387j 0.00370775-0.00141029j -0.0082486+0.00271887j -0.0118519+0.0030795j 0.00211979+0.00611029j 0.00281827-0.00241824j -0.0056659+0.00185734j 0.00799616+0.000904936j 0.000664604-0.0120491j 0.00990463-0.00187705j -0.00861528-0.00333014j 0.00209906-0.00247507j -0.0112026+0.000495089j 0.00675028+6.73233e-05j 0.00188952+0.00370003j -0.00498007+0.00457415j 0.00298911-0.00189389j 
0.00252227-0.004131j -0.00128407-0.00275899j -0.00123383+0.00183435j -0.000903254+0.00152734j -0.00229638+0.00357227j 0.00442354-0.00299538j 0.00337064-0.00546421j -0.0029292+0.00406095j -0.00454316+0.000871333j 0.000191856+4.41697e-05j -0.00249408+0.00150908j -0.00594047+0.0018507j -0.00415395+0.00310374j 0.00300497+0.00394563j -0.00159197-0.00211799j 0.00772016+0.00161253j -0.0038707+0.00192217j -0.00248486+0.00355386j 0.003056-0.00085733j 0.00309666+0.00280745j -0.0055798+0.00109096j 0.00967524+0.00129741j -0.00338411-0.00469034j -0.00608922+0.00264049j 0.00444592+0.00203605j -0.000479382+0.00235631j -0.00815038+0.00599867j 0.00716042-0.0024652j -0.00419712+0.00200765j 0.00363789-0.00309103j -0.00544467+0.00214202j 0.00192782-0.00500517j 0.000218253-0.00561901j -0.00451163+0.00104307j -0.0121123-0.00419011j 0.00582679-0.00371687j -0.00601824-0.00209187j 0.00228762+0.00466877j -0.00522742-8.45423e-05j -0.00594839+0.00488045j 0.00181233-0.000928869j -0.00613989-0.00344492j -0.0065007-0.00674626j -0.00196599-0.00442566j -0.000769775-0.0015892j -0.0108803-0.00335046j -0.00321623+0.00426243j 0.0073001+0.00475866j 0.000677195-0.00059j -0.00120662+0.00092124j -0.00359125+0.00257848j 0.000600976+0.00183251j 
-0.00160919-0.000560494j -0.000932399-0.00407885j -0.000898354+0.00176984j 0.000586559+0.00756949j 0.00118609-0.0032676j -0.00195449-0.0016995j -0.00277262-0.00205763j 0.0020591+0.00154302j -0.001497-0.00485907j -9.32699e-05-0.00356117j 0.00130635+0.000786183j -2.70233e-05-0.000580993j 0.00283943-0.000232348j 0.0022913-0.0027353j 0.0023558+0.00294086j -0.00115722-4.11916e-05j 0.00308257+7.85901e-05j 0.00307131+0.000761054j 0.00101822+0.0025552j 0.000703875+0.00328555j -0.00365345+0.0016029j -0.00217627+0.00473396j -0.00250768+0.0014203j -0.000407132-0.00119978j -0.00116948-0.000811176j -0.00422195-0.00186359j 0.00378286+0.0026259j -0.00610071+0.000435877j 0.0046016-0.000393208j -0.00480748-0.00335697j 0.00402077+0.00355242j 0.000537258+0.000676652j -0.00274031+0.00202204j 0.00126403-0.000844017j -0.00157105-0.000868482j -0.0100866-0.00658182j -0.000661458-0.00529539j 0.00382272-0.00734764j 0.00606096-0.000670872j 0.00514253+0.00667621j -0.00100291+0.00151107j 0.00815427+0.00241325j -0.00246259+0.00207883j -0.00189611-0.0046932j -0.00426621+0.00304922j 0.00774821+0.00225712j -0.00043611-0.00112606j -0.00166675+0.00143619j 0.00534511-0.0057343j -0.00210871+0.00357074j -0.00259016+0.00221651j -0.0031185+0.00370332j 
0.000972413+0.000808062j 0.000886698+0.000166908j -0.00187417+0.000652207j -0.000929095-0.00211948j -0.000976435+0.00432094j -0.000995372-0.000253516j -0.00118142-0.00332338j -0.00151426+0.00104244j -0.00160027+0.00493497j 0.000558134+0.00116724j 0.00423228+0.00196613j -0.00196044+0.00773138j -0.00290261+0.00336161j -0.00202934+0.00281287j 0.00185069-0.00047893j -0.000683187-0.0022294j 0.00178078+0.000243332j 0.00310083-0.00137005j 0.00504145-0.00312919j -0.000416522+0.0020558j -0.000939305+0.00325186j -0.00233476-0.00274563j -0.0014639-0.000396123j 8.60328e-05-0.00114894j -0.00115358+0.000600515j -0.00293012-0.00203297j -0.00414572-0.000157905j -0.0103023-0.00138235j 0.00264481+0.00633293j 0.000612779-0.00272079j -0.00158602+0.00262525j 0.00282589-0.0025799j 3.37179e-05-0.00175786j -3.06367e-05+0.00446147j 0.000240325+0.00354754j -0.0133837-0.000459777j -0.00799239+0.00246086j -0.00238528+0.00244914j 0.00435128+0.000585651j -0.0048855+0.00363043j 0.000430601-0.00183788j 0.0111249+0.0106179j -0.00529444+0.00266661j -0.00658908-0.00019226j 0.000529314-0.00105491j -0.00305493+0.00486161j -0.00400122-0.00229659j 0.00465242-0.00443568j -0.0042633+0.000889712j 0.00177128-0.00255753j 6.14883e-05-0.00344715j -0.000939506+0.000858956j 
-0.000280028-0.000184071j 0.000842902+0.000709082j 0.000172987+0.000457358j -0.000125309-0.00629195j -0.00134001+0.00278294j -0.00118589-0.000195672j 0.00220075+0.000862169j -0.000641782-0.00139427j 0.000647931+0.00472955j 0.00108672+0.00157615j 0.000994861-0.000194288j -0.00216648+0.00158417j -0.00212953+0.00237832j -0.00491409+0.0014143j 0.00168954-0.002415j -0.00286352-0.000565732j 0.00110699+0.000123426j 0.00226174+0.00027261j 0.000277605-0.00428222j -0.00228329-0.000216891j 0.00314511+0.00196167j -0.00234011-0.00435017j 0.00100273-0.00188767j 0.00246882+0.00127126j -0.00298725-0.000340591j -0.000474339-0.00347613j -0.00586397-0.00107585j -0.00223517-0.000304643j 0.000639291+0.000586405j 0.003209-0.000760704j -0.00417802-0.000714419j 0.00357019-0.00178683j 0.00157904-0.00553882j 0.003475+0.00324924j 0.00464847+0.00529013j 0.00272738+0.00483217j -0.0024842+0.00512077j -0.00640456+0.00208413j -0.0028507-0.00158318j -0.00610521-0.000871609j 0.000595585+5.42024e-05j -0.00280969-0.00238927j 0.00494445+0.00847915j -0.00014575-0.00145846j 0.0045471-0.000636825j -0.00486984-0.00249912j -0.00327806-0.000171769j 0.000792826-0.000546549j -0.0055805+0.00545909j 0.000858289-0.000963606j 0.000316149+0.0020793j 0.00225169-0.00337713j 
-0.00234412-0.00179704j 0.00124405+0.00021095j -0.00208191-0.000477537j -0.00243567-0.00136316j -0.00217811+0.000251665j 0.000885161-0.00114963j 0.00170714-0.000128302j 0.00142767+0.0034938j -0.00141407-0.00013192j -0.00215384-0.000887347j 0.00313587+0.00313002j -0.00145947+0.00112512j 0.00101606+0.00308541j -0.000498643-0.00180356j -0.000134308+0.00224579j 0.00144276+0.000250814j -0.000860855-0.00125261j 0.00075145-0.00158009j 0.000278548+0.00332326j 0.00157717+0.00261453j 0.00291953+0.00488823j 0.00207105-0.000527472j 0.000906853+0.00515977j 0.00017099+0.00101991j 0.00265387+0.00121659j 0.000772024+0.000465403j 0.00314289-0.00134777j 0.000373505-0.00187174j -0.00343517-0.000433581j -0.000735702+0.000552643j 0.00239942+0.00361597j -0.0034658-0.00128755j -0.00577212+0.00144322j 0.00536682+0.00470117j -0.00395976-0.000810355j -0.00788878-0.00133222j -0.00236445+0.00150411j -0.00477717-0.00834299j 0.00200063-0.00541352j 0.00739289+0.00480212j -0.0152792-0.00205423j -0.000619897-0.0107751j 0.0040466+0.0165692j 0.00542872+0.00274321j -0.00667624-0.00067592j -0.00150165-0.010446j -0.000656948+0.00513417j -0.000167818-0.011519j 0.00111042-0.00176084j -0.000780224+0.00639394j 0.000923151-0.000418388j -0.0018772-0.00764198j 
0.00170582-0.00109528j 0.00153244+0.00394226j -0.00262199-0.00218866j -0.00189862+0.000756184j 7.53591e-05-0.00109611j 0.00168052+0.00270661j -0.00161982+0.00385594j -0.000307989-0.00018154j 0.000156116+0.00170644j -0.00211299+0.00158871j 0.00155095-0.000400346j 0.00376935-0.0015563j 0.000720048-0.000967907j 0.00380371+0.000742178j -0.00267068-0.00112439j 0.00122127-0.00123866j -0.00074378+0.00157731j -0.0038986+0.00207934j 0.000632591-0.00213307j 0.00206225-0.0027622j -0.000680747-0.00317576j 0.00264285-0.000677672j -0.000670819+0.000481355j -0.00531073-0.00241093j 0.00586598+0.000688905j 0.00135+0.00292978j 0.00309968-0.00217455j 0.000201914+0.000444842j 0.000984473+0.00173836j -0.00105832-0.000149925j 0.00519261-0.00224349j -0.00730543+0.0014989j -0.00388777-0.00175677j -0.00133959-0.00071914j -0.0033159-0.00105052j -0.00845344-0.00741539j 0.00267709-7.79302e-05j 0.00170093+0.00563533j 0.00289446+0.00590654j 0.00669942+0.00264243j -0.00578934-0.01019j 0.0066833+0.00352605j -0.00633691-0.00436496j 0.00321591+0.00542987j -0.00020868-0.00797505j -0.00146765+0.0026508j 0.00297142-0.00148217j -0.00515912-0.00777581j 0.000150184-0.00352201j 0.00295751-0.00309309j -0.000210245-0.00598473j 0.00193243-0.00313297j 
-0.000605555-0.00355601j 0.00197024-0.000773017j -0.00117159+0.000655415j 0.0024406+0.00129035j -0.00209514-0.000529776j 0.00265311+0.000378784j 0.00189702-0.00284109j 0.00229774+0.00180662j 0.0011397-0.0014263j 0.0015826-0.00253076j -0.000580085-0.000481436j 0.000265746+0.000274412j -0.00237802+0.00113823j -0.00264611+0.00206533j 0.0017669-0.00505576j -0.000558392+0.00590954j -0.00127712+0.00063499j 0.00297791+0.00269j -0.00110779-0.00627079j -0.0018341-0.00150514j 0.00141786+0.000133727j -0.00250663+0.000152878j 0.00416785+0.000300004j 0.00557518+0.00922429j -0.00071607-0.000742721j 0.000553499-0.00538489j -0.0092574-0.00370446j -0.00124077-0.00294607j 0.000422519-0.0048449j 0.00763901+0.00237156j -0.00209869+0.00422399j 0.00168576+0.00147177j 0.00760862-0.00947031j 0.00314425-0.00285253j -0.00107051-0.000545832j 0.00347924-0.00756487j 0.00178993+0.00162132j -0.003613+0.00495553j -0.00166375+0.0158871j -0.011534+0.00211085j -0.00162492-0.00654629j 0.00542109+0.00489391j 0.00144163+0.000366086j 0.00763839+0.00621049j 0.00207391-0.00479714j -0.00418463+0.00268738j -0.00279156-0.000155097j -0.00019563-0.00443518j 0.00140846-0.00588589j 0.000217938-0.000899585j -0.00314458-0.00177753j -0.000306715-0.00263046j 
0.000423637-0.000115035j -0.000985929+0.000281767j 0.00107068+0.000424616j 0.00303881+0.000163371j -0.00212197+0.000237227j 0.000211508+0.00311433j 0.00195952-0.000288357j -0.00247505+0.000440501j 0.00503463-0.000667978j 0.0029628-0.000244568j 0.00570658-0.00344966j 0.00291353+0.0024292j 0.00305626+0.000532087j -0.00517077+0.00370285j 0.006183-0.00311845j -0.00822981+0.00738434j -0.00115289-0.00267118j 0.000974947-0.00319173j -0.00731372-0.00272756j 0.00105787-0.000527696j -3.61231e-05-0.00170588j -0.00238052+0.00137079j -0.00239962+0.000478698j -0.0105918-0.00117707j -2.49125e-05+0.000962058j -0.000431124+0.00302473j -0.00252101-0.00260331j 0.00874905+0.00913242j 0.00202752-0.00680273j -0.00930206-0.000985846j -0.00769456-0.00245911j -0.00188682-0.00333395j 0.00178506+0.00111752j 0.0025547-0.00510146j 0.00476261-0.00524762j -9.50027e-05+0.005436j 0.00355313+0.00310508j 1.85148e-05+0.00439455j -0.00671921-0.00425049j 0.00382253+0.00394534j -0.00604289-0.0056132j 0.00538009-0.00194127j 0.0109335+0.000414231j -0.000376899+0.00739876j -0.000266114-0.0041753j -0.000873262-0.000698215j -0.00421351+0.000646095j -9.35447e-06+0.000565019j 0.000242803-0.00225527j 0.000862974-0.00115359j 0.000954203-0.000775079j -0.000205136-0.000269069j 
-0.000149482-0.000750369j -0.000740114-0.0019237j -0.000557043+0.00185606j -0.000963661+0.0064286j 0.00167373-0.00201836j -0.000998231+0.00151573j -0.000951107-0.000100239j 0.000653822+0.00226284j -0.000533892-0.00262003j -0.000430662-0.00181472j 0.000541321-0.00395252j 0.000328533-0.000343992j 0.00302795-0.00135922j 0.00189922-0.000116283j 0.00246623-0.00229257j -0.0010343+0.00558087j 0.00206989-0.00248218j 0.001551-0.00053277j 0.00218473+0.000122718j 0.00296739+0.00210836j -0.000949343+0.000826636j -0.00059194+0.00565337j -0.000194184+0.003719j -0.00550682+0.00265245j -0.000481934+0.00161675j -0.00353541+0.00280691j 0.00304105-0.00124701j -0.00142439+0.00582917j 0.00549605-0.0047454j -0.00553625+0.0046425j 0.00307137+0.00182159j -0.00151778+0.000291994j -0.000178977+0.00457131j 0.00366104-0.00383784j 0.000403381-0.00454616j -0.00549126+0.00585327j -0.00168738-0.00136631j -0.00314866-0.00211872j -0.00442884-0.00296807j 0.00756132-0.00113725j -0.000191927+0.00446288j 0.00476735-0.00530854j 0.00573416-0.00105454j -0.00585086+0.000536189j -0.00168022+0.00206104j 0.00236749-0.00187185j -0.00228484+0.00184668j -0.00220149+0.00214859j 0.00559487-0.00242448j 8.21196e-05+0.00219703j -0.000668947+0.00115055j -0.00183462+0.00176595j 
0.000747531-0.00334227j -0.000499733+0.00221576j -0.00103742+0.00238474j -0.0024533+0.00334167j 0.00257736+0.0030573j 3.39263e-05+0.00237805j 3.37488e-06+0.00160601j -0.00183338+0.00300538j 4.17099e-05+0.00776015j -0.00123777+0.00211979j -0.00142914-0.00420814j -0.00179117+0.00242774j -0.00158863+0.00136987j 0.0026779-0.00090041j -0.00246641-0.00702709j -0.000750344+0.00109651j 0.00398293+0.000398217j 0.00452402+0.00522677j 0.00190294-0.0110188j 0.0043332-0.00395217j 0.00194958+0.00467012j 0.0038742-0.0051714j -0.00516568+0.0064155j -0.0055439+0.0128082j 0.00234633-0.00414807j -0.00140464+0.00656844j 0.00349274+0.00405852j -0.00385969+0.00452461j 0.00698491-0.001878j -0.00570772+0.00867619j 0.00394297-0.000667031j -0.00447097+0.00033041j -0.00509891+0.00324336j 0.00452761-0.00265626j 0.00247195+0.00939048j -0.00992639+0.0132996j -0.00565408+0.00662675j -0.00271964+0.00665242j -0.00742886+0.00678388j 0.00767431-0.00828323j -0.00096985+0.000973721j 0.00200686-0.00251904j -0.00227415+0.0017974j -0.0156114+0.0047672j -0.00028384-0.00539444j -0.00826338+0.00703186j -0.0026935+0.00198764j 0.000412821+0.00114985j 0.00049091+0.0029496j 0.00312445-0.00377648j 0.00137049+0.00194446j 0.00311615-0.00245376j 
0.00147911-0.00340988j -0.00219859-0.000832649j 0.000220083+0.000455858j 0.00164228+0.00107451j -0.0018244+0.00341317j 0.00325701-0.00458753j 0.000326071-0.00511803j -0.00105519+0.00385775j 0.00312281-0.00294393j 6.25057e-05+0.000346939j 0.00327215+0.00314762j 0.000360583-0.000483596j -0.00151581+8.16742e-05j 0.000438525-0.00313291j 0.00285292+0.00275325j -0.00665393-0.00286647j -0.00103492+0.00429654j 0.000145232+0.00575178j -0.00364426+0.00335817j -0.000568825-0.000893723j 0.00243667+0.00452424j 0.00501234-0.00648884j -0.00582974+0.000906864j -0.000688075+0.00837139j -0.000502891-0.00740311j 0.00038968-0.00351776j 0.00393985+0.00966075j 0.00576458-0.0119229j 0.00293989+0.00438515j -0.00789619-0.00293379j -0.00241399+0.00699979j -0.00544174-0.00108671j 0.00225728+0.00406109j 0.000105772+0.00364786j 6.00416e-05+0.00956152j 0.00202303-0.00701179j 0.00172975-0.000771146j 0.00497159-0.0077714j -0.00122313+0.00288084j 0.00266107+0.00195692j -0.00918085-0.00188088j -0.00585713+0.00836864j -0.00415556+0.00600631j 0.00237634-0.00223149j -0.00557075+0.00304407j -0.00355087+0.00363652j 0.00308913+0.000491624j 0.00439068-0.00190375j 0.000768287-0.00100708j -0.00246838+0.0010031j -0.00217934+0.000806645j 0.000503584+0.00162272j 
-0.000617581-0.000721864j 0.00165181-0.00335895j -0.000720088+0.00276639j 0.00074592+0.0042889j 0.00293213-0.00231498j 0.00106424-0.00120441j -0.00111369-0.00154388j 0.00188276+0.000160036j -0.000356323+0.00630756j -0.0046007-3.11531e-05j -0.00165624+0.00519995j -0.00326081+0.00524816j 0.00527824+0.00321619j 0.00468213-0.00372966j 0.00135328+0.00335905j 0.00242135-0.00841463j 0.00184149+1.54481e-05j 0.00399395+0.00285038j 0.00128234-0.00772685j -0.00261963-0.00130283j -0.00315906+0.00194573j 0.00260654+0.000539625j 0.00811567+0.000284329j -0.00489894-0.00331115j -0.00106091-0.00390687j 0.00375975-0.00310367j -0.00331212+0.000738809j 0.00272985+0.00562881j 0.00778163+0.00487977j 0.00518325-0.00784557j -0.00015628-0.00203417j 0.00320677-0.00148839j 0.00193889+0.00114566j -0.000194974+0.000679572j -0.00503867+0.00533422j 0.00346338+0.00178814j -0.00697125+0.00201628j -0.00242362-0.000511866j 0.000167692+0.000611921j -0.00425827+0.00648321j 0.00843366-0.00471465j -0.00527014-0.00355035j -0.00492443+0.00794036j -0.00355313+0.00177465j 9.36102e-05-0.000957313j -0.00179638+0.00332413j 0.000818116+0.00161073j 0.000502611-0.00283855j 0.00163821-0.00224879j 0.00018133-5.82806e-05j -0.00166973+0.000543963j -0.00182164-0.00017479j 
-0.000903689+0.00116418j 0.00159871-0.00103297j -0.000195723+0.000394195j 9.16136e-05+0.00114793j 0.00107643-0.00323359j -0.00173951+0.00205416j 0.000417965+0.00130716j 0.000709197-0.000976345j -0.000137043+0.000638664j 0.000216014-0.00145335j -0.00057322-0.00143451j -0.000272247+0.00112992j 0.0046043-0.000876914j 0.000593218+0.000378263j 0.00313534-0.000417017j 0.00161771+0.00115741j -0.000437726-0.00171248j 0.000594637-0.0012211j 0.001747-0.00167533j -0.000177289+0.000366891j -0.00527543-0.000937134j -0.0033068+0.00388292j 0.00476404+4.4058e-05j -0.00839844-0.00160896j 0.000496656+0.00141386j 0.00378213-0.00146327j -0.00470215-0.00665038j 0.00268079+0.00444081j 0.00185724-0.00143857j 0.00121639+2.58032e-05j -0.00397651-0.00146171j 0.00312041+0.000747955j 0.00193107-0.00064727j 0.00027212-0.00108942j -0.00435779-0.00448487j 0.00149868+0.00193023j -0.00247132-0.000735175j -0.00202085+0.000683483j -0.00524841-0.0023576j -0.000410767+0.00079642j 0.00443516-0.000603496j 0.000996502-0.00401922j 0.00203499-0.000854471j -0.000128518+0.0013809j 0.00188703-0.00107318j 0.00157672-0.00187811j -0.00228738-0.00025863j -0.00151447+0.000795317j 0.00103719-0.00149j 0.000653137+0.000156659j 3.37996e-06-0.000509232j -0.00133803-0.000475982j 
0.000221806+0.000216225j 0.00208307+0.000973254j -0.000276654-0.00103777j 0.000261482-0.00157928j -4.45101e-05-0.00305078j 0.000141509+0.000464241j 0.00126068+0.00298942j -0.000220885+0.000146705j 0.00194426-0.000227957j -0.00162701+0.00129433j -0.00121067-0.00160819j -0.00104008-0.0023746j 0.00387345-0.00617207j 0.00296667-0.00326245j 0.00474788-0.00120739j -0.0019321-6.58316e-05j 0.000242744+0.000302171j 0.00113058+0.0026605j 0.00314933+0.00294275j -0.00353339-0.00139905j -0.00556172+0.00249038j -0.000276419-0.000417844j 0.00456451+0.00134703j -0.0117889+0.00938141j -0.00199545-0.00381113j 0.00618321-0.00535668j -0.00133761-0.00583258j 0.00711167-0.00963056j 0.00518982+0.000865095j -0.00339286+0.00653366j -0.00471649+0.00178576j -0.000197065+0.00422468j 0.00594001+0.00164494j -0.00143744+0.00314909j -0.00257441+0.00236881j 0.00386238-0.00107159j -0.00354953-0.00354767j -0.00226156-0.00513896j -0.0096053+0.00166508j 0.00456043-0.00756469j -0.000393819-0.000157174j -0.00571274+0.000914054j -0.00185718+0.000799568j 0.000896326-0.000184051j 0.000419986+0.000579964j 0.00152682-0.0017584j 0.000651568-0.00311298j -0.00108186+0.00126304j -0.00095942+0.000331084j -0.00052421-0.000736747j -0.000423782-0.00139447j 0.000790803-0.0015071j 
-0.00182609-5.25369e-05j 0.000969872-0.00096835j -0.000163182+0.00097995j 4.1927e-05+0.000692623j 0.000493835-0.000520479j -0.00391246+0.00128745j 0.000856507-0.00183069j 0.00084882+0.000779963j -0.00126769+0.00156471j 0.00810398-0.00706555j 0.00126936-0.00213194j 0.00272762+0.000499243j 0.00234286+0.000805309j -0.00383611+2.79564e-05j -0.000867527+0.00315939j 0.0039091-0.00518502j -0.00105264+0.00318665j -0.00426604+0.00336273j 0.00106367-0.00200863j 0.00560748-0.00162902j -0.00759813+0.00539268j -0.00721257-0.00340985j -0.00521858+0.000984156j -0.00369761+0.0111051j 0.00717458-0.00383081j 0.00934855-0.0063929j -0.00914428-0.00687177j 7.48061e-05-0.00484355j -0.00825655+0.00248968j 0.00212478-0.00134669j -0.011811+0.00414676j 0.00369826+0.00184601j -0.000467041+9.14013e-05j 0.000892221+0.00480303j -0.0154734+0.00569653j 0.000355376-0.00220882j 0.00269733+0.00497137j 0.0101959-0.00184291j -0.011433+0.00138811j -0.00354886-0.00137955j 0.00234537+0.0016903j -0.000320462+0.00169756j -0.0060137+0.0037961j 0.0043934+3.17663e-05j 0.000428949+0.00119959j -0.00195105+0.00218874j -0.00112356-2.54271e-05j 0.00146534-0.00147087j -2.21576e-05+0.000448734j -0.000151641+0.000165625j -0.000614618+0.000989539j -0.000713954-0.000523362j 
0.000256251+0.00260287j 0.00101202-0.000133292j 0.000937775-0.00165195j -0.00100812-0.00650989j 0.000888775-0.000408197j -2.65256e-05-0.000541675j -0.00111746-0.000120944j 0.000760075-0.000370435j 0.00260292-0.00186446j -0.00214673+0.00215694j 0.00131582-0.00291825j 0.00328288+0.00272687j 0.00453537-0.00511097j 0.00461662+0.0020559j 0.00559776-0.00631496j -0.00179713+0.00330303j -0.00102068-0.000492898j -0.00164866-0.00555167j 0.00253957+0.00533652j -0.00614973+0.00324224j -0.00174327+0.00241402j -0.0017685+0.00267628j 0.00668515-0.00202463j -0.00819182+0.00602961j -0.00643733+0.00235801j -0.000540608-0.00641794j -0.00254497+0.000880475j 0.00398057-0.0111948j 0.00631963+0.00121487j -0.00355933+0.00467701j -0.00376772+0.00751254j -0.000924467-0.00182405j 0.00498962-0.00415234j -0.00019048+0.00382584j 0.000541819-0.00312772j 0.00475302-0.00419747j -0.00371223+0.000174521j -0.00713462-0.00317946j -0.00583521+0.0015486j 0.00381442+0.000972111j -0.00068338+0.000599531j -0.0021349+0.00105145j 0.0058667-0.00267168j 0.00356607+0.000433044j 0.00101097+0.00113545j 0.00291559-0.00135242j -0.00048644+0.000525873j -0.00020998-0.0037745j -0.00360402+0.00343585j -0.000820816-0.00028437j 0.000323138-0.00202995j -0.000542556+0.000176738j 
0.00223594-0.0010316j 0.00139214+0.00197102j -0.00162481-2.20455e-05j 0.00081529+0.00180766j 7.33657e-05+0.0010653j 0.001765+0.00113521j -0.00130213+0.000389099j 0.00218174+0.00182781j 0.0017262+0.00210199j 0.00121207+0.000306674j 0.00139714+0.000390743j 0.0033974+0.00135656j -0.00144647+0.00267862j -0.00317496+0.000165781j 8.11871e-06+0.00189516j 0.000340385+0.000374626j -0.00204173+9.1153e-05j -0.00213875+0.000689102j 0.00361606-0.00290999j 0.00217564-0.00317215j 0.00530056-0.00128996j -0.001787-0.00264795j 0.00668775+0.00677777j 0.00530138+0.000528271j 0.00134247-0.00178751j 0.00803936+0.00135856j 0.00104846-0.0123455j -0.000586646+0.00631775j -0.000282663+0.00107566j 0.00886384+0.00816855j 0.00200252-0.00402427j -0.000872133+0.00427305j 0.0116869+0.00723491j 0.000947498-0.000540379j 0.00128299-0.00107007j 0.00605315+0.0138985j 0.000972675+0.00433868j -0.00373208-8.74631e-05j -0.00281869-0.00106863j -0.00839322-0.0101004j 0.00265371+0.00362287j 0.00485121-0.00264508j -0.000556229+0.00369591j 0.00414571+0.0117456j 0.00210496+0.00456273j -0.000899312-0.00146744j 0.00132784-0.000185046j -0.00117599-0.00727235j 0.000503583-0.00141496j 0.00121153-0.00160428j -0.00221224-0.00582267j 0.000890796+0.000479177j 
