0.0113208-0.00270756j 0.000472524-0.00524173j -0.00417541+0.00461206j 0.0120505-0.00112491j -0.00307709+0.00184932j -0.00121886+0.00302697j -0.00658871+0.00241974j -0.00781304-0.0012479j -0.00968851+0.00426282j -0.000958788-0.00104829j -0.00172329-0.000378172j 0.00283431-0.00299868j -0.0138861+0.00184057j 0.0096558-0.00245884j -0.00443737-0.000784777j 0.00130434-0.00273987j 0.00120694+0.000706913j 0.00521931-0.000698412j -0.00133423-0.000229334j 0.00739372-0.00243144j -0.00938994+0.00135881j 6.1558e-06-0.00120839j -0.000338764-0.00157876j 0.00648606-0.00114763j 0.00715608-0.00084671j 0.00576548+0.00149704j 0.000217579+0.00702774j -0.00277587+0.000397133j 0.00921517-0.000786012j -0.00176916+0.000862743j -0.0141129-0.000980411j 0.00508799-0.00142543j -0.00496576-0.000212362j -0.00164605-0.00103932j 0.0109348+4.59889e-05j 0.0034258+0.000113235j -0.0113355-0.00248012j -0.00151774-0.000325381j -0.0069402-0.00220687j 0.00176987+0.00190932j -0.00356613+0.00105718j 0.00441381+0.000207696j 0.00334358-0.00124818j 0.0108735+0.00344605j 0.00584323+0.00453171j 0.00497426-0.00045297j 0.00968984+7.08633e-05j -0.00247665-0.0029328j 0.00801725+0.00196114j 0.00395223+0.00496959j 0.008804-0.00219975j -0.00879632-0.00658378j 
-0.00264712-0.00300028j -0.000884937-0.002757j 0.00208715+0.00232621j -0.00424574-0.0060694j 0.00249942+0.00334514j -0.00250675-0.00599107j 0.00149964+0.00615064j -0.00232233-0.00140622j 0.00200768+0.00523106j 0.00208272+0.00481833j -0.00202826-0.0105104j 0.00293962-0.00307665j 0.000338569+0.00293041j 0.00220839+0.000641274j -0.000676128-0.00394002j 0.00236995+0.00311698j -0.000584442-0.000979291j 0.000253403+0.000338764j -0.00136788-0.00606137j 0.00228508-0.00254822j 0.00199321-0.00266798j -0.000764988-0.00322818j 0.00584799+0.00236003j 0.00309388+0.00174491j 0.00472719+0.0068551j -0.00610643-0.00725019j -0.00502299+0.00662832j 0.00227403+0.00474658j 0.000705775-0.00460633j -0.00247161-0.0116088j -0.00346771+0.000689117j -0.000968024-0.0025378j 0.00165758+0.0120261j 0.000499703+0.00122254j -0.000682793+0.0060966j -0.0032064-0.00435434j 0.000123678+0.00225286j -0.00265685-0.00095222j 0.00230227-0.00886131j -0.00234822-0.00395565j 0.00223121-0.00688941j 0.00119389-0.00347309j -0.00215312-0.00576979j -0.00254743-0.00262036j -0.00556178+0.00718883j 0.00587937-0.00530892j -0.00414443+0.00281002j 0.00400492+0.00388964j 0.00358384-0.00284797j -0.00464418+0.0117663j 0.000785114-0.00247141j 0.00342133-0.00678581j 
-0.0040706-0.0051069j 0.00459584+0.00217562j 0.00192079-0.00202927j -0.0043131-0.00744546j 0.00166997-0.000572848j 0.00219906-0.00298413j -0.00211362+0.00450765j -0.000444164-0.00141399j 0.00101367+0.00029857j -0.00114537-0.000268183j 0.00406673+0.00332227j 0.00334617+0.00366512j 0.0020041+0.00355454j 0.00248489+0.00335947j 0.00409354+0.000741769j -0.000141939+0.000314519j 0.0006785+0.00175577j 0.000198889+0.00179222j 0.000952449+0.00293046j 0.00455387+0.00685614j -0.003729+0.00977305j 0.00534609-0.0054989j 0.00199868+0.00823204j 0.00340258+0.00942352j -0.00402378+6.73725e-05j 0.00409545-0.00387724j 0.00696844-0.00226052j -0.00191323+0.00163059j -0.00347361+0.00645598j 0.00173777-0.00421008j -0.00324374-0.00962605j -0.00158121+0.0099494j 0.00230627-0.00714509j -0.00131453-0.00420811j 0.00268686-0.00290172j -0.00385092+0.00189779j 0.000459206-0.00378041j 0.00177544-0.0078177j 0.00420384+0.00458472j -0.00158331-0.00340084j 0.00542398-0.00126752j -0.00391179+0.00305977j 0.00841759-0.00933424j 0.00331404+0.00177697j -0.000315875-0.00298726j -0.0032145+0.0058318j -0.00255875-0.00456485j -0.00171259-0.000625775j 0.0085999-0.00332607j -0.000256089+0.00492093j 0.00202754-0.0108523j 0.000726492-0.000347576j 
0.00328664+0.00118472j -0.00514024-0.00706548j -0.000623112-0.00467709j -0.00050699+0.0052347j 0.000440327-0.00385278j -0.00102655-0.0071421j 0.00108669+0.00144936j 0.00432823-0.00294367j 0.000469817-0.00676877j -0.00100364+0.00183081j -0.00436679-0.000570126j -0.00323845-0.00141977j -0.00113734-0.00276876j -0.000707327-0.00233795j -0.00783941-0.00253758j -0.00245235+0.00230482j 0.000187096-0.00179255j -0.00332042+0.00150732j 0.00543235+0.00229135j -0.00298367-0.00210155j 0.0114717+0.00976968j 0.000726777-0.0091376j 0.00448663-0.00214j 0.00302772-0.00243578j 0.000259938+0.00393784j 0.00293184-0.00334664j 0.000596889-0.00218308j -0.00229945+0.0014579j 0.000863608+0.0101639j -0.00659709-0.00792701j -0.00795761+0.00509327j 0.00239205+0.00680927j -0.0025654-0.00251139j 0.000573265+0.000146499j -0.00203803-0.00795127j 0.00424261+0.00956898j -0.00273005+0.00259186j 0.00100292-0.000703926j 0.0001487-0.000608732j 0.00155027+0.00365523j 0.000669369-0.00621473j 0.00642158+0.00150791j 0.000717821-0.00143796j -0.00225322-0.0057216j 0.00684313-0.00415705j 0.00208404-0.00251024j -0.00437034+0.00278962j -0.00421303+0.00244857j 0.000876942-0.00802243j 0.00580045-0.00364612j -0.000707997+0.0090104j 0.0032692-0.00459365j 
0.00136953+0.000500588j 0.000632703-0.00652689j -0.00181478+0.00012551j 0.00156935-0.000593895j -0.00455356+0.00220706j -0.0034493+0.00354892j 0.00302358+0.000285191j -0.00493134+0.00445462j -0.00638288+0.00279422j 0.00741248-0.00817761j 0.000682902-0.00439493j 0.00227945-0.00457777j -0.00655514+0.00212042j -0.00281969+0.00089206j 0.00452262-0.00577415j 0.00105837-0.00125341j -0.00509994+0.00515462j 0.00468769-0.00387479j -1.13115e-05+0.00541036j -0.00175-0.00227817j 0.00603432+0.00526038j -0.0103174+0.00168201j -0.00357415+0.00628386j -0.00196876+0.00313876j 0.00327517+0.00102624j -0.00122129-0.00375765j 0.00404379-0.000226035j 0.00453361+0.00111536j 0.00390445+0.00213224j -0.00368742-0.00286983j 0.00769301-0.00497324j -0.0056494+0.00616393j -0.00466285-0.00121824j -0.00646991-0.00133843j 0.00394186-0.00655241j 0.00185778+0.00450071j 0.00617682+0.00242565j -0.00945244+0.00402838j -0.00376895-0.00144599j 0.001952+0.00344617j 0.00514226-0.00389355j -0.0101525+0.000181196j -0.00639114-0.000822168j 0.000824997-0.00195504j -0.00798768-0.000144949j -0.00470421+0.00306212j 0.0086036+0.00329756j 0.00409446-0.00141799j -0.000689402-0.00382274j -0.000786436-0.00138017j -0.00313399+0.00315666j 0.00359607-0.00175132j 
-0.00133368+0.0018953j -0.00109542+0.0052308j -0.00328648+0.00403502j 0.00252096+0.000955668j -0.00250907-0.00130291j -0.00535994+0.00180072j 0.0028974-0.000523594j -0.00391334+0.00288833j -0.000618912-0.00779011j 0.00144988+0.00734692j 0.00433874-0.00486754j 0.00325497+0.000965323j 0.00222005-0.00872626j 1.68249e-05-0.00416364j 0.00311507+0.00047973j 0.00355846-0.00408428j 0.00266242-0.00854245j 0.0018343+0.00587721j -0.00214229+0.00221602j 0.00415023-0.00248029j -0.00639939+0.00778259j -0.00729542-0.00242232j -0.00303079-0.0045236j -0.00557611+0.00375951j -0.00112313+0.00559229j 0.00104395-0.00283494j 0.00177565+0.00134387j -0.00323647+0.00535568j 0.00357133+0.00366594j 0.0100091-0.00520132j 0.00774648+0.00396259j 0.00274817-0.00508294j 0.00380124-0.00451131j 0.00228677-0.00480037j 0.00487616-0.000480354j -0.00718839+0.00610738j -0.0033136+0.00394436j 0.000293458-0.00261354j 0.0071741-0.00369171j -0.0079219+0.00455344j 0.00261772+0.000831091j 0.00140703-0.00563332j -0.00285555-0.00233707j 0.00831153-0.00523296j 0.0008114-0.00571125j -0.000540391-0.00434444j -0.000262309+0.00533209j 0.00462167+0.00142074j -0.00500327+0.00157159j -0.00312655-0.00217235j 0.00134195-0.00121285j -0.00390052+0.00129649j 
-0.000908613-0.000982892j 0.00410016+0.000364664j -0.00168342-0.00424682j -3.82624e-05+0.00151195j -0.00218161-0.00472334j -0.00438277-0.00526388j -0.00144684+0.0039551j -0.00369214-0.0087691j -0.00612428-0.00189987j 0.0066277+0.00343879j 0.00294079+0.00765297j 0.00409935+0.00354204j -0.00417357-0.000133877j -0.00204988+0.00138626j 0.00289411+0.00844418j 0.00103751+0.00525894j -0.00778899+0.000364072j 0.00425655+0.00316688j -0.00327002-0.00394088j -0.000353234+0.00151241j 0.0014361-0.00546694j -0.00240312-0.0109872j -0.00707315-0.00268866j 0.000354929-0.00477021j 0.00191461-0.00138429j 0.000880582-0.000529544j 3.20667e-05+0.00169997j 0.00306065+0.00183272j 0.000974139+0.00301268j -0.00644749+0.00549283j 0.00120812+0.00924488j -0.00573038-0.00425382j -0.00197813-0.000729126j -0.000222898-0.00494666j -0.000282673+0.0059361j 0.00433833-0.00443253j 0.00118194+0.00510741j -0.00516742-0.00933276j -0.00310199-0.000333415j 0.00290745-0.00263395j -0.000481856+0.0046776j -0.00209224-0.00942791j 0.00260888-0.00684006j -0.00495195+0.00622327j -0.00234804-0.00845306j -0.00358613-0.00179318j -0.00249202+0.00743417j -1.77205e-05+0.00546055j 0.00228343-0.00330746j 0.00176297-0.00270487j -0.000797533-0.00336728j 0.0012793+0.00160818j 
-0.000506671-0.00195674j 0.00592917+0.00328766j 0.00548715-0.000906663j -0.00234724-0.00528245j 0.00187701+0.0017662j 0.0058972+0.00356542j -0.00348455-0.00374769j 0.00553517+0.00219635j -0.00415465-0.00484686j 0.00371471-0.00276663j -0.00625791-0.000900324j 0.00214256+0.0042879j -0.00590113-0.00369968j -0.00444453-0.00296199j -0.000923867-0.00152939j -0.00568566-0.00365291j -0.00705997-0.00942502j 0.00387077+0.00315826j 0.00140408+0.00104436j -0.00133955-0.00324152j 0.0047107-0.00143588j 0.00607504+0.0034029j -0.000431156-0.00944039j 0.00465555+0.00706295j 0.00384928+0.00324477j -0.00229437-0.00242049j 0.00162548+0.000228261j 0.00188503+0.00619205j -0.00192332-0.000776823j -0.00686805-0.00457385j -0.000814387-0.00955694j 0.000750834-0.0138934j -0.00340279-0.00404751j 0.000168114-0.00249854j -0.00229604-0.00213344j 0.00412916+0.00461949j 0.000751066+0.00168053j 0.00264429-0.00580956j -0.00297219-0.00577006j 0.00336698+0.0068286j -0.000476899+0.00132918j 0.000249797-0.005805j 0.000276744+0.00544072j -0.00563636-0.00698062j -0.000914254-0.000109838j -0.00303071+0.00199376j 0.00151631-0.00520534j -0.00209649-0.00344848j 0.00512945+0.00387618j 0.000787041+0.00406439j -0.00015739-0.00506366j 0.000786366+0.00438959j 
-0.000571857+0.00567957j 0.00274189+0.00645732j 0.000902022+0.00706426j 3.24771e-05+0.00422792j 0.00249639-0.000637809j 0.00166035-0.00134489j -0.00239492-0.000185503j 0.00528813-0.000343955j -0.00402955+0.00328376j -0.00180665+0.0108257j -0.00370128+0.000332137j 0.000552865-0.00685038j -0.00119484-0.00212073j -0.00130269+0.00434908j -0.0032387+0.00400465j -0.004282-8.08515e-05j -0.00471672+0.00255905j 0.00187546-0.00289379j 0.00281906-0.00305348j 0.000426545-0.000396604j -0.00192072+0.0101664j 0.000333478+0.00489814j -0.0119379+0.0101717j 0.00550555-0.00161902j 0.00451938-0.00386119j -0.00423095+0.00724967j -0.000856292-0.00297344j 0.00614463-0.00138145j 0.00546715-0.00662863j 0.00410028-0.00922223j -0.00442513+0.00216087j -0.0108347+0.00526317j 0.00220347-0.00212651j -0.0011562-0.00161975j -0.00203472+0.000720769j 0.00355466+0.00381673j -0.00167774+0.00110552j 0.000511417+0.000184139j 0.000130689-0.00388826j 0.00254422+0.00354243j -0.00281048-0.00270857j -0.0037366+0.00337253j 0.00677265-0.00103248j -0.0036612-0.00361903j 0.00213163-0.00223388j 0.00187822-0.00490772j -0.00587058+0.00233991j 0.000272758-0.0020975j -0.00325165+0.00649405j -0.00179465+0.00234101j -0.000898122-0.000968569j -0.00348487+0.00482227j 
0.0013737-0.00189246j 0.0051174+0.00324959j 0.00285682-0.00466633j 0.00297234+0.00112361j -0.00217798+0.0013174j -0.000111772+0.0042431j -0.00287368-0.00665667j -0.00238236-0.00778053j 0.00370542-0.000282711j 0.0101666+0.00363437j -0.00147463-0.00469335j -0.00458826+0.00129541j -0.00126677+0.0003492j 0.00338353-0.00803947j 0.00420966+0.00351183j 0.000534258-0.00273838j 0.000352822+0.00506403j -0.000672111-0.00643328j -0.000926459-0.00432609j -0.000441051+0.00947496j 0.00292099+0.0113019j 0.0012605+0.00637662j 0.00739243+0.000669959j -0.000829285-0.00862071j -0.00374658+0.000770636j -0.000240588-0.00152194j -0.0108164+0.00429682j -0.00586398+0.00163873j -0.00236547-0.00792055j -0.0052749-0.00798653j 0.00368441+0.00244999j 0.00472555+0.0107488j -0.000175026-0.00797252j -0.00395521+0.00575113j 0.000723455+0.00110662j -0.000887884+0.00119055j 0.00148349+0.00029329j 0.00213146-0.00306621j -0.000298058-0.00286877j -0.000104008+0.00117815j -0.00110076+0.00416239j 0.00581679-0.0069025j -0.00470787+0.000575477j -0.00229471+0.00321973j -0.00288817-0.000225354j -0.00383206-0.000641098j 0.00354996+0.00147489j -0.00171336+0.0014458j 0.00343975+0.00333037j 0.00181301-0.000357124j 0.000291961-0.00257662j 0.00115001+0.00411655j 
-0.00460537-0.00362285j -0.00562405-0.00047752j -0.00711519-0.00733381j -0.00469583+0.00167131j -0.000984101+0.00211899j 0.00216583+0.000616803j -0.00220366-0.0048863j -0.000375503-0.00348993j -0.00176313-0.000664374j -0.0090579-0.00274867j -0.000459379-0.00410535j 0.0047475+0.000710186j 0.000171279+0.00366896j -0.00277089-0.00414047j -0.00364195-0.00133337j 0.000280664-0.00201046j -0.00591233+0.00543074j 0.0030522-0.00541506j 0.00417108+0.000122271j -0.00413972+0.00975481j -0.0106602+0.00342084j -0.00302575+0.000566408j -0.00852844-0.0103358j 0.00392073-0.00321473j 0.00169138+0.00376796j -0.00757556-0.0063753j -0.004893+0.00105045j -0.00145954+0.00600546j 0.00526798+0.00363869j 0.00482418+0.00298043j -0.00493363-0.00278352j -0.0102341+3.3369e-05j 0.00117494+0.00114778j -0.00225196+0.00411448j -0.00138349-0.000963737j -0.00312767+0.00207747j 0.0016529-0.00262094j -0.000706973-0.000639692j 0.00175814+0.00193035j -3.13678e-05-0.000904293j 0.00318362-0.00130575j -0.00129908-0.00669479j 0.0020566+0.00715575j -0.000925432+0.00283633j 0.000807707+0.00314666j 0.00359031+0.00349442j -0.00235109-0.00605775j -0.00120397+0.00370507j -0.00259138-0.00632061j 0.000449632-0.00437723j 0.00144771-0.000930162j -0.00168741-0.00480942j 
-0.00381973+0.00104963j 0.000113449+0.000324213j -0.00889839+0.00146379j 0.00155331+0.000602839j 0.00218306+0.00212177j 0.00336652-0.00114652j -0.00789861+0.00255646j -0.00798085+0.00172735j -0.000382625-0.00166601j -0.000540557-0.00197217j -0.00659609+0.00137937j 0.00148717+0.0015341j 0.00316475+0.0011135j -0.00914393-0.000899174j 0.000586112-0.000578301j -0.00300171-0.000987351j 0.00796302+0.0024993j -0.00864153-0.000442655j -0.00330516-0.00161503j 0.0126774+0.0038964j 0.0103895+0.00334762j 0.00505132+0.00080155j -0.00615739-0.0018759j -0.00889022-0.00175594j 0.00337369+0.00223999j -0.00561973+0.00410123j 0.0047694+0.0116776j 0.00527152+0.00540482j -0.00325754-0.000625839j -0.00448527+0.00191257j 0.000168228+0.000427211j 0.00931334+0.00204504j -0.00419388-0.000291707j 0.00811403+0.00447363j -0.000455902+1.88786e-05j 0.00270006+0.00254816j -0.00169733-0.00233235j -0.00163818-0.00104151j -0.00090894-0.00037156j 0.000272187-0.000651908j 0.00115875-0.0017835j -0.00893345-0.00392141j 0.00554972+0.00280332j 0.00399107+0.00282606j 0.00271395+0.0015951j 0.00173705+0.00027906j -0.00292904-0.00160186j 0.00342217+0.0025815j -0.00264713-0.00154223j -0.00291856-0.00229869j -0.00101574-0.00110969j -0.00122399-0.000689083j 
0.00339676-0.00100247j -0.00446955-0.00306259j -0.000358844+0.00439494j 0.000614423+0.00104967j 0.00285738+0.00350845j -0.00256379-0.00129526j -0.000245751-0.00226839j -0.000939724-0.00519891j 0.00300383-0.000994362j 0.000910778+0.00129149j -0.00410602-0.0014666j 0.00376579+0.000580318j 0.000757994-0.0032687j 0.00289538+0.00193387j -0.00397773-4.7217e-05j 0.00222039-0.00152693j 0.00054115+0.00200277j -0.00092846+0.00301018j -0.00174384-0.000767733j -0.00292776+0.00187517j -0.00120039-0.00064719j -0.00530409-0.000141523j 0.00367203-5.83909e-05j 0.00201781+0.00293489j 0.0053638-7.76523e-05j -0.00423369+0.000349513j 0.0027019-0.000450582j 0.00226735+0.00142221j 0.0027485+0.00223035j -0.00365077+0.00170156j 0.00028326-0.00598815j -0.00119054-0.00260468j 0.00900682+0.00112553j 0.00228063-0.000103302j -0.00235033-0.0023585j -0.0034916-0.00592545j -0.00126987-0.00338006j -0.000916087-0.00655712j -0.0034764-4.72168e-05j -0.00459448-0.00423459j -0.00480008+0.00689313j 0.00485738-0.00191254j -0.0078626-0.00405856j 0.00144448-0.00238979j 0.00381512-0.000893975j 0.00105221+0.00378735j 0.00108528-0.00482287j -0.00320333+0.00335155j -0.00909536+0.00327326j 0.00363385-0.00391671j -0.00690729+0.00366933j 0.000105478+0.00654846j 
0.00505742+0.00295034j 0.00141297-0.0005137j -0.00465994-0.00125487j 0.00428674+0.00212156j -0.00380686+0.000565607j 0.00172133+0.00107216j 0.000962359-0.00260414j 0.00537222+0.00110426j 0.00118167+0.00131914j -0.000622413+0.000705653j -0.00059071-0.000728422j -0.00257166+0.00390328j -0.000376242+0.000532607j -0.00183979+0.00249787j -0.00312947-0.00212713j 0.000641768+0.000893262j -0.000689457+0.000639006j -0.00299527-0.000624792j -0.00106246-0.00187154j -0.00748532-0.00243244j -6.03681e-05-0.0022126j 0.000184801-0.00350096j -0.00045616+0.00146414j -0.0068848+0.00128866j 0.00130829+0.00275853j 0.00297944-0.00195565j -3.6788e-05+0.00144929j -0.00178959+0.00089547j -0.00243882+0.00131037j 0.000590858-0.00118391j 0.00827802+0.00238753j -0.00106838+0.00187525j 0.000695812+0.00134299j 0.00563149+0.00668205j -3.41876e-05-0.00317095j 0.00285198-0.00108051j 0.00309406-0.00374737j 0.0064515-0.00129591j -0.00151019-0.00674342j 0.00380822-0.00296637j -0.00593181-0.00278637j 0.00139403+0.00711696j 0.00821827-0.00824277j 0.00130451-0.00245334j -8.38653e-05+0.00283718j -0.00744867+0.00552275j 0.00596131+0.000505478j -0.00330979+0.000754198j -0.000796802-0.00598229j 0.00143265+1.209e-05j 0.00303859-0.00735873j -0.00704855+0.00427512j 
0.0072546-0.00332934j -0.00041109-0.00325879j -0.00758461+0.00286088j 0.00123463-0.00124619j -0.00170507+0.00177715j -0.00104684-0.00304682j 0.00102975-0.000827998j 0.00709811+0.000589559j 0.00131707-0.00283068j 0.00039686+0.000607541j -0.00317648-0.00040317j 0.0012264+0.000288364j 0.00298578+0.00281193j -0.000873394-0.00203052j -0.00354958+0.00423962j 0.00174537+0.00201981j 0.00180085-0.000653644j -0.00290624-0.000331347j 0.000937306+0.00307646j -0.00454904+0.00586492j -0.00103435+0.0016322j -0.00538817+0.00202684j -0.00238648+0.000318653j -0.00156465+0.00262021j 0.000255079-0.00321278j -0.00123702-0.00128347j -0.00205696-0.000396332j -0.00197497-0.00102272j 0.00691627+0.00188834j 0.00240894-0.000263696j 0.000719331-0.00571631j 0.000929805-0.00401884j -0.0027558+0.000647736j 0.00365375-0.0114858j 0.00148403+0.00537451j 0.00336752-0.000580975j -0.00208018+0.000897408j 0.000621558-0.00306711j -0.0048209+0.0046213j -0.0027818+6.75715e-05j -0.00214181+0.00791553j 0.00539383-0.00414779j -0.00618717-0.00210442j -0.00312632+0.00286183j 0.00229918+0.00672818j 0.00828526-0.000617318j 0.00122029-0.00128168j 0.00725205+0.000277166j -0.00529458-0.00291712j 0.000327107+0.00576392j -0.00599247-0.00163661j 0.00689664+0.00763924j 
-0.00395547+0.00645277j 0.00404237-0.00434664j -0.00104841+0.000992439j -0.00194248+0.00140593j -0.00500502+0.00409228j 0.00191422-0.000149154j 0.00390034-0.00156057j 0.00416242-0.00378091j -0.000429903+0.00407803j -0.00233454+0.00204169j 0.00379162-0.0033775j -0.00429417+0.00442278j 0.00376093-0.00256034j -0.00321643+0.00197849j 0.00241561-0.00455431j 0.00249542-0.000117036j -0.00317791+0.000885352j -0.00203486-0.00163283j 0.00296537-0.00133545j 0.00251425-0.00329693j -4.91774e-05+0.00140152j 0.00276061-0.00569352j -0.000928518+0.00324615j 4.20277e-05+0.000835413j -0.00252485+0.00475506j 0.000855006-0.00201077j 0.0023271+0.00138128j -0.00317801+0.00223378j -0.00248008+0.00542789j -0.00423762+0.00230454j 0.00658591-0.000792098j 0.00769757-0.00923054j -0.00119928+0.010164j -0.00631311-8.46514e-05j 0.0042418-0.00295286j 0.0107018-0.00585746j 0.00450639+0.000377696j 0.0129308-0.0026423j 0.00213676+0.00128964j 0.00714033-0.00503123j -0.00926246-0.000246767j 0.00432516+0.00132728j 0.00234479-0.00137728j 0.00159739+0.00612142j 0.00338226-0.000959286j -0.00418617-0.00162572j 0.0064242+0.0010496j -0.00637059-0.00800997j -0.00743701-0.00236672j 0.00208987-0.000147588j -0.00722134-0.00527466j -0.0117801-0.00177912j 
-0.000103705+0.0059529j -0.00265693+0.00363592j 0.00267556-0.00823848j -0.0022067+0.00117726j 0.00240216-0.00310303j -0.00155255-0.000234172j 0.00270624+0.00133199j -0.00367231+0.00918281j 0.00185846+0.00117593j 0.000751819+0.000809358j -0.0019168-0.00290673j -0.00273772-8.1226e-05j -0.00202659+0.00303912j -0.00133564-0.00352551j -0.00159443-0.00176241j -0.00164869+0.000917796j 0.000478327+0.000676369j 0.000214223-0.00297576j 0.00231741-0.00205262j 0.0014844-0.00648281j 0.00386379-0.000517313j -0.0021317-0.000386676j -0.000611211-0.00216966j 0.00119838-0.00522474j -0.00116859-0.000656852j 0.00161978+0.00075144j -0.000178842-0.0031878j -0.000976513-0.00184123j 0.00518019+0.00460812j 0.00336895+0.006073j -0.00394009+0.00302084j -0.00742561-0.0057849j 0.00517266-0.00490771j -0.00992498+0.00408251j 0.000836265+0.00495772j -0.00351895+0.00188365j 0.00628996+0.000727555j 0.00196173-0.00106215j 0.0120757-0.000400617j 0.000671868-0.000310183j 0.00365025+0.00151205j -0.00737749-0.00347231j 0.0107373+0.00643672j 0.00549736+0.00303889j -0.00927298+0.00325375j -0.0044975-0.00505071j -0.000572779+0.00328224j -0.00278683+0.0019457j 0.0100726+0.00115583j -0.00481211+0.00753748j 0.00895468+3.85519e-06j -0.0085521+0.00140582j 
0.00191274-0.0047432j -0.00336273+0.000261241j -0.0046168+0.00442741j -0.00324494+0.00325352j 0.000758268+0.00126596j -0.00557198+0.000481071j 0.00125803-0.00358123j 0.00511943-0.0039677j -0.00263752-0.0018702j 0.000729727-0.000975521j -0.00137603+0.0026759j 0.000698076+0.00254241j 0.00485714-0.0020292j -0.00515975+0.00327163j 0.00354703+0.00255592j 0.00125807-0.00165343j -0.000251725-0.000951094j -0.00384378+0.00376863j 0.00474422-0.00347457j 0.00313308-0.000167774j 0.00604852+0.00106288j -0.000382063+0.00427431j -0.000929272+0.00484657j -0.00396138-0.000871539j -0.00483472+0.00235966j 0.00127376+0.00176145j -0.00178755+0.00412431j -0.00376726+0.00334336j 0.00324754-0.01089j 0.00197894-0.00529314j -0.00607822-2.50603e-05j -0.00584366+0.00383911j -0.00197584+0.000132039j -0.0142352+0.00460813j 0.00962677-0.00639165j 0.00154992-0.00282735j 0.00483659-0.00318467j -0.000935169-0.00318j 0.0108188+4.47376e-05j 0.00174934+0.0029873j 0.00833977-0.00274037j -0.00901959+0.000641566j 0.00561556-0.00108824j 0.00886628+0.000874622j 0.00562971-8.96204e-05j -0.00750426-0.006532j 0.000629689-0.00341262j -0.0035459-0.00618613j -0.00123952-0.00334013j 0.0136468+0.00504627j -0.00013406+0.00337579j 0.00534112-0.00181969j 
0.000345695-0.00418241j -0.000438466-0.00111124j 0.00320455+0.00462479j 0.00195253-0.00078921j 0.000424069+0.00121351j 0.0055978+0.0019845j 0.000823406-0.00196036j 0.000617487-0.00448366j -0.000563263-0.000572004j -0.000495996-0.000915619j -0.0019766+0.00408303j -0.00497648-0.000745708j 0.00328951-0.00116487j 0.000458558+0.00143552j 0.000109513+0.000154875j 0.00132861+0.000661042j 0.00201011-0.000792483j -0.00145217+0.000527958j 0.0048776-4.55558e-05j 0.00203453+0.00584554j -0.00475247-0.00116501j -0.00186588-0.00063665j -0.00349161-0.000438122j 0.00597856+0.00366952j -0.00133685+0.000162715j -0.00539062-0.00581359j 0.00143894-0.00423254j 0.000224652+0.0034267j 0.00221375-0.00318049j 0.00490361+0.0013974j -0.00435718+0.0023479j -0.0106605-0.00446359j 0.00247495+0.00450344j -0.0113783-0.00309739j 0.00804568+0.00282617j -0.0066104-0.00356681j 0.000243268+0.00642756j -0.000563577-0.000420854j 0.0044788+0.00108472j -0.000164492+0.000256241j 0.00813799+0.00327655j -0.00510092-0.00891229j 0.00162745+0.00761463j 0.00251461+0.00417029j 0.00453947+0.000104227j -0.00167227-0.00366179j 0.00293492+0.00728271j 0.00163885-0.00476283j -0.00157066+0.0055404j 0.00214872-0.00426305j -0.00131401+0.00322652j 0.00504676-0.00343165j 
0.00338269+0.00512938j -0.000254699-0.00362614j 0.00184392-0.00201256j 0.00198635+0.000582595j 0.00170177+0.00278693j 0.00103131-0.0023897j -0.00220563-0.00295247j -0.00228494-0.00311917j 0.00367+0.000495692j 0.00210138+0.00148766j -0.00185466-0.00239954j 0.00370188+0.00537092j -0.00302016-0.00386354j 0.00113891+0.00355215j -0.002672-0.00295486j 0.00029293-0.00250506j -0.000558696+0.00304953j 0.000169501+0.00121696j -0.00246508-0.00127412j -0.00222986-0.00417792j -0.00232064+0.00129823j -0.00222616-0.00276439j 0.000871325+0.00103271j 0.00191659-0.00407053j 0.00380956+0.00370315j -0.00361517-8.00204e-05j -0.00120698-0.00357835j 0.00220429+0.00275714j 0.00939904+0.000710424j 0.00674181+0.00164579j 0.00398605-0.00412025j -0.0124851-0.00217434j 0.00851324+0.00118447j 0.00279356+0.0108732j -0.00155302-0.00633537j -0.00492037-0.00661651j 0.000456396-0.00512453j -0.00359977-0.0101535j -0.000876112-0.00568798j -0.00653605-0.00652457j 0.00229345+0.00466194j -0.000487232+0.000137637j 0.00214262-0.00384932j 0.00551405-0.00309436j 0.00212244-0.00230844j -0.00307988+0.00438564j 0.00241178-0.00544425j -0.00531983+0.00611322j 0.00108646+0.00569305j -0.00377319-0.00286661j -0.00363868+0.0037772j -0.00312712+0.00882465j 
