-0.0640008-0j -0.00649114-0j -0.00655841-0j -0.00372419-0j -0.00053754-0j -0.00460845-0j -0.00268826-0j -0.000665172-0j -0.000388017-0j -0.00261691-0j -0.000462608-0j -0.00305306-0j -3.85507e-05-0j -0.00186961-0j -0.00267142-0j -0.000539709-0j -0.000330503-0j -0.00110191-0j -4.49758e-05-0j -0.000472246-0j -2.75419e-05-0j -0.000194791-0j -3.93538e-05-0j -1.62326e-05-0j -0.00201435-0j -0.000335725-0j -0.00227545-0j -0.000205589-0j -4.19656e-05-0j -0.0018579-0j -2.47285e-06-0j -0.000379242-0j -0.00187715-0j -0.00162566-0j -0.000232237-0j -0.00030965-0j -0.0013411-0j -4.74052e-05-0j -0.000189621-0j -0.000312858-0j -0.000428488-0j -2.79338e-06-0j -0.000191586-0j -0.000270943-0j -3.87062e-05-0j -0.000165918-0j -0.000223517-0j -3.91073e-05-0j -2.28078e-06-0j -3.38679e-05-0j -0.000136876-0j -7.14147e-05-0j -2.30442e-06-0j -2.79396e-05-0j -4.37324e-05-0j -1.99569e-06-0j -8.92684e-06-0j -1.64636e-06-0j -5.26019e-07-0j 
1.50645e-05-0j -0.0102624-0j 0.0100736-0j 6.15856e-05-0j 0.0397705-0j 1.08474e-06-0j -8.70114e-05-0j 0.000700495-0j -0.0561898-0j 4.32748e-05-0j -0.000731377-0j 7.18628e-07-0j 0.0087401-0j 3.0917e-05-0j -4.29188e-05-0j -1.21453e-05-0j -0.000522521-0j -5.3628e-05-0j 0.000145139-0j 0.00072536-0j 0.00624423-0j 0.000906354-0j -0.0086682-0j -0.0108311-0j -0.0065251-0j -0.000530777-0j -0.000104916-0j 3.39975e-06-0j 0.00310487-0j -0.0060183-0j 0.00112914-0j -8.53427e-06-0j 0.00590757-0j -7.49555e-05-0j 5.46639e-08-0j -0.000489552-0j 0.00850297-0j 4.99226e-05-0j 3.13569e-06-0j 0.000480544-0j 0.00545324-0j 1.81552e-05-0j -3.078e-06-0j -6.09718e-06-0j 0.00286372-0j 3.90538e-08-0j 0.000691665-0j -0.00281102-0j 0.00104144-0j 3.56664e-05-0j -4.43027e-06-0j 0.000443588-0j -0.00102227-0j -0.00404601-0j -2.84128e-06-0j 1.29707e-05-0j -0.00259484-0j -0.0014714-0j -0.000943655-0j 
1.7395e-05-0j -0.00586303-0j 0.00575516-0j -0.00684206-0j -0.000981316-0j -0.000120512-0j 0.00966682-0j -1.72844e-05-0j 0.00138646-0j -0.00728256-0j 0.0402025-0j -0.000120935-0j -0.000105933-0j -0.00520291-0j 0.00722264-0j 0.000667607-0j 0.028722-0j 0.00902486-0j -1.75914e-06-0j -0.0398717-0j -7.56824e-05-0j -0.0498206-0j 0.000105062-0j 0.000131277-0j 3.84638e-05-0j 0.0441941-0j 6.18452e-07-0j -0.000759338-0j 0.00737106-0j 3.54763e-05-0j -9.07592e-06-0j 0.000710588-0j -3.48236e-05-0j 4.41843e-07-0j -1.22093e-05-0j 0.0407616-0j -5.01228e-05-0j 0.000118518-0j -0.000700361-0j -0.0400116-0j -3.21454e-05-0j -1.4593e-07-0j 0.000687475-0j 0.000507669-0j 0.00679855-0j -8.72272e-06-0j -0.0575901-0j -0.00667346-0j -8.371e-06-0j 8.46733e-05-0j 0.000989507-0j -0.0369344-0j 8.21698e-06-0j -0.00960535-0j 0.000634604-0j -1.04257e-07-0j -0.00616023-0j 1.1827e-05-0j 7.58504e-06-0j 
6.15006e-06-0j 4.38221e-05-0j -4.30158e-05-0j -0.00730738-0j 3.62897e-06-0j -0.000128708-0j 0.0103243-0j 6.39187e-08-0j -5.1272e-06-0j 1.76669e-05-0j -0.000907702-0j 2.93379e-07-0j 2.60258e-07-0j 1.26218e-05-0j -1.75215e-05-0j -1.50734e-05-0j -0.000648493-0j -2.18936e-05-0j 4.32187e-09-0j 0.000900234-0j 1.85937e-07-0j 0.00112486-0j -2.58116e-07-0j -3.22523e-07-0j 1.3599e-05-0j 2.2665e-06-0j 2.18656e-07-0j 0.0778927-0j -8.23425e-05-0j 1.25428e-05-0j 1.66943e-08-0j 3.64426e-08-0j -1.2312e-05-0j 1.56215e-07-0j 0.00125242-0j 2.09046e-06-0j -1.77211e-05-0j -1.32397e-06-0j 0.0718429-0j -2.052e-06-0j -1.13651e-05-0j 2.68425e-10-0j -0.070521-0j 2.60359e-08-0j -7.5947e-05-0j 0.000894775-0j -2.95352e-06-0j 7.45496e-05-0j 1.53977e-08-0j -9.45889e-07-0j -0.101503-0j -1.89419e-06-0j -1.51144e-08-0j 0.000107302-0j -0.0650975-0j 1.91772e-10-0j 6.88163e-05-0j -2.17547e-08-0j -1.3952e-08-0j 
-1.44958e-06-0j 0.00148642-0j -0.00145907-0j -5.92608e-06-0j -0.0117269-0j -1.04379e-07-0j 8.37268e-06-0j -0.000206552-0j 0.0165684-0j 0.00060688-0j 0.000105933-0j 1.00779e-05-0j 0.0389294-0j 0.000433576-0j -0.000601887-0j 1.75914e-06-0j 7.56824e-05-0j -0.000752071-0j 0.000646467-0j -0.000105062-0j 0.0278125-0j -0.000131277-0j -0.0386091-0j -0.048243-0j -3.20531e-06-0j -0.0112042-0j -5.15377e-08-0j -3.27141e-07-0j -0.000915517-0j -2.95636e-06-0j 0.0103145-0j -0.000180151-0j 2.90196e-06-0j -3.68203e-08-0j -5.26004e-09-0j -0.010334-0j 4.1769e-06-0j -1.47204e-05-0j -3.01732e-07-0j 0.0101439-0j 2.67879e-06-0j 0.000165846-0j 2.9618e-07-0j -0.000128706-0j -0.00084441-0j -3.75795e-09-0j 0.0146004-0j 0.000828873-0j 0.00951341-0j -1.05168e-05-0j 4.26303e-07-0j 0.00936374-0j -0.00933837-0j 0.00119303-0j 2.73402e-07-0j 0.000118486-0j 0.000765128-0j -0.0134411-0j -0.00862019-0j 
-1.53751e-06-0j 0.0010474-0j -0.00102813-0j 0.0012158-0j -0.00405905-0j 2.14145e-05-0j -0.00171775-0j -7.1494e-05-0j 0.00573485-0j -4.41672e-06-0j -0.0144386-0j -7.33446e-08-0j -0.000892033-0j -3.15546e-06-0j 4.38038e-06-0j -0.000239769-0j -0.0103154-0j 5.47339e-06-0j -1.48132e-05-0j 0.0143198-0j -0.000637299-0j 0.0178929-0j 0.000884694-0j 0.00110545-0j -3.39975e-06-0j 5.41722e-05-0j -5.46639e-08-0j -0.00642383-0j 0.0612952-0j -3.13569e-06-0j -0.000115242-0j 8.71025e-07-0j 3.078e-06-0j -3.90538e-08-0j -0.000103288-0j 4.99647e-05-0j 4.43027e-06-0j 0.000985555-0j -0.0059249-0j -4.90454e-05-0j 2.84128e-06-0j -1.85295e-06-0j 0.00581588-0j 6.2229e-07-0j 0.0565345-0j -7.37922e-05-0j -7.05928e-05-0j -0.0554943-0j -0.000106291-0j 0.000704114-0j 0.00837101-0j -4.52735e-05-0j 0.000104335-0j -0.0798749-0j 0.0053686-0j -1.32381e-06-0j -0.0512264-0j 0.000150174-0j 9.63114e-05-0j 
1.28126e-07-0j -0.00017548-0j 0.000172251-0j -5.03965e-05-0j 0.00208758-0j -8.87657e-07-0j 7.12029e-05-0j 3.67695e-05-0j -0.00294944-0j 3.6806e-07-0j 0.00120326-0j 6.11205e-09-0j -0.0142128-0j 2.62955e-07-0j -3.65032e-07-0j 1.99814e-05-0j 0.000859648-0j -4.56116e-07-0j -0.000236019-0j -0.00119336-0j -0.0101541-0j -0.00149113-0j 0.0140958-0j 0.0176131-0j 2.83312e-07-0j -9.07592e-06-0j 4.55533e-09-0j -5.59306e-06-0j -0.0156806-0j 2.61308e-07-0j 0.0417334-0j -1.4593e-07-0j -2.565e-07-0j 3.25448e-09-0j -8.99297e-08-0j -8.371e-06-0j -3.69189e-07-0j -0.000252126-0j -5.15865e-06-0j 8.21698e-06-0j -2.36773e-07-0j 0.000671023-0j 5.06373e-06-0j -1.04257e-07-0j -0.0144627-0j -6.42489e-08-0j 1.1827e-05-0j 0.0141966-0j 0.038492-0j -0.000180128-0j 7.28841e-06-0j 7.58504e-06-0j -0.0377837-0j 0.0204337-0j 4.6743e-06-0j 0.000479402-0j 0.0131048-0j -0.0543835-0j -0.0348779-0j 
-4.77498e-09-0j 9.82665e-06-0j -9.64585e-06-0j -1.95207e-08-0j -0.000195583-0j -3.43828e-10-0j 2.75799e-08-0j -3.4449e-06-0j 0.00027633-0j -1.37168e-08-0j 7.00322e-07-0j -2.27783e-10-0j 0.00269042-0j -9.79975e-09-0j 1.36039e-08-0j 1.16296e-08-0j 5.00334e-07-0j 1.69984e-08-0j 4.46774e-05-0j -6.9456e-07-0j 0.00192213-0j -8.67869e-07-0j -0.00266828-0j -0.00333408-0j -1.05584e-08-0j 5.08239e-07-0j -1.69767e-10-0j -1.07761e-09-0j -1.52691e-05-0j -9.73836e-09-0j -0.0247049-0j 8.17189e-09-0j 9.55918e-09-0j -1.21287e-10-0j -1.73268e-11-0j 4.68765e-07-0j 1.37589e-08-0j -2.45509e-07-0j -9.93918e-10-0j -4.6014e-07-0j 8.82402e-09-0j -0.000397225-0j 9.7563e-10-0j 5.83828e-09-0j -1.40832e-05-0j -1.23788e-11-0j -6.62296e-07-0j 1.38241e-05-0j -0.0227861-0j -1.754e-07-0j 1.40426e-09-0j -4.24752e-07-0j 0.0223668-0j 1.98975e-05-0j 9.00598e-10-0j -0.000283792-0j 1.27609e-05-0j 0.0321934-0j 0.0206467-0j 
0.0381616-0j -0.00380837-0j 0.00391056-0j 0.00222061-0j 0.000320518-0j -0.00270379-0j 0.00160292-0j -0.000390258-0j 0.000231362-0j 0.00156037-0j 0.000275838-0j 0.00182044-0j 2.29865e-05-0j -0.00330859-0j -0.00156733-0j 0.000321811-0j -0.000584882-0j 0.000657031-0j 2.68176e-05-0j -0.000277068-0j -4.87402e-05-0j 0.000116148-0j -2.3089e-05-0j 9.67897e-06-0j 0.00120109-0j 0.000200182-0j 0.00135678-0j 0.000122586-0j 2.50227e-05-0j -0.00109003-0j 1.47448e-06-0j 0.000226129-0j 0.00111928-0j -0.00287689-0j 0.000138475-0j -0.000181672-0j -0.000786827-0j 2.82662e-05-0j -0.000111251-0j 0.000186547-0j 0.000255494-0j 1.6656e-06-0j 0.000114236-0j -0.000479481-0j -2.2709e-05-0j -0.000293621-0j -0.000131138-0j 2.33184e-05-0j -1.33814e-06-0j -5.99351e-05-0j -8.03052e-05-0j 4.25823e-05-0j 1.37405e-06-0j -1.63922e-05-0j 2.60762e-05-0j -3.53171e-06-0j 5.32278e-06-0j -9.65922e-07-0j 3.13648e-07-0j 
0.0374594-0j -0.00391056-0j 0.00394949-0j -0.00224362-0j -0.000323839-0j 0.00269731-0j -0.00148319-0j 0.000389323-0j -0.00021408-0j -0.00157654-0j -0.000278696-0j 0.00178694-0j -2.32247e-05-0j -0.00112634-0j 0.00160874-0j 0.00031589-0j -0.00019911-0j -0.00316963-0j 2.63241e-05-0j 0.000284387-0j -1.65925e-05-0j -0.000560316-0j 2.36989e-05-0j -4.6693e-05-0j -0.00121354-0j -0.000202256-0j 0.00133181-0j -0.000123856-0j -2.5282e-05-0j -0.00111928-0j -1.48976e-06-0j 0.000221969-0j 0.00113042-0j 0.000951492-0j 0.000135927-0j -0.000186547-0j -0.000739923-0j 2.77461e-05-0j -0.000114236-0j 0.000188404-0j -0.00273037-0j 1.63495e-06-0j 0.000115373-0j 0.000158582-0j -2.33184e-05-0j 9.71113e-05-0j -0.00012332-0j 2.35505e-05-0j -1.37405e-06-0j 1.98228e-05-0j -7.55181e-05-0j -0.000455061-0j 1.38773e-06-0j -1.54151e-05-0j -0.000278667-0j 1.16807e-06-0j -5.68827e-05-0j -9.08341e-07-0j -3.35184e-06-0j 
-0.00594948-0j -0.0280851-0j 0.0288388-0j -0.000346199-0j 0.00477734-0j 0.000421527-0j -0.000249899-0j -0.00581682-0j 0.00344846-0j -0.000243266-0j 0.00203419-0j -0.000283811-0j 0.000515714-0j 0.000515817-0j 0.000244351-0j 0.00237322-0j -0.00431326-0j -0.000102433-0j 0.000601667-0j -0.00204326-0j -0.00109351-0j 0.00085654-0j -0.000518013-0j 0.000217153-0j -0.000187253-0j 0.00147626-0j -0.000211525-0j -1.91114e-05-0j 0.000372965-0j 0.000169939-0j 4.41842e-05-0j 0.00166761-0j -0.000174499-0j 0.000448513-0j -2.15886e-05-0j -0.00133976-0j 0.000122668-0j 0.000421309-0j 1.73443e-05-0j 0.00137571-0j -3.9832e-05-0j 4.99114e-05-0j -1.78097e-05-0j -0.00353597-0j -0.000338479-0j 4.57762e-05-0j -0.000967087-0j 0.000347562-0j -4.00988e-05-0j -0.000893336-0j 1.25198e-05-0j 0.000314026-0j 4.11748e-05-0j -0.000244327-0j -4.06534e-06-0j -0.000105831-0j 7.93364e-05-0j -2.89448e-05-0j 9.39878e-06-0j 
-0.00584001-0j -0.0288388-0j 0.0291258-0j 0.000349786-0j -0.00482684-0j -0.000420517-0j 0.000231233-0j 0.00580288-0j -0.00319087-0j 0.000245787-0j -0.00205527-0j -0.000278589-0j -0.000521059-0j 0.000175599-0j -0.000250806-0j 0.00232955-0j -0.00146835-0j 0.000494152-0j 0.000590596-0j 0.00209724-0j -0.000372262-0j -0.0041321-0j 0.000531699-0j -0.00104758-0j 0.000189193-0j -0.00149155-0j -0.000207633-0j 1.93095e-05-0j -0.00037683-0j 0.000174499-0j -4.46421e-05-0j 0.00163693-0j -0.000176236-0j -0.00014834-0j -2.11914e-05-0j -0.00137571-0j 0.000115356-0j 0.000413557-0j 1.78097e-05-0j 0.0013894-0j 0.000425671-0j 4.89931e-05-0j -1.7987e-05-0j 0.00116948-0j -0.000347562-0j -1.51399e-05-0j -0.000909437-0j 0.000351022-0j -4.11748e-05-0j 0.000295459-0j 1.17734e-05-0j -0.00335589-0j 4.15847e-05-0j -0.000229762-0j 4.34449e-05-0j 3.50023e-05-0j -0.00084784-0j -2.72194e-05-0j -0.000100441-0j 
-0.00460845-0j 0.000459904-0j -0.000472246-0j 0.0258012-0j -3.87062e-05-0j -0.0314152-0j 0.0186243-0j 4.71282e-05-0j -2.79396e-05-0j -0.000188433-0j 0.00320494-0j -0.000219839-0j -2.77588e-06-0j 0.00039955-0j 0.000189273-0j 0.0037391-0j -0.00679571-0j -7.9344e-05-0j -3.23853e-06-0j -0.00321923-0j 5.88593e-06-0j 0.00134951-0j 2.78826e-06-0j -1.16885e-06-0j -0.000145045-0j -2.41742e-05-0j -0.000163846-0j 0.00286344-0j 0.000290738-0j 0.000131634-0j -1.7806e-07-0j -2.73077e-05-0j -0.000135166-0j 0.000347417-0j 0.0032346-0j 2.1939e-05-0j 9.50184e-05-0j 0.000328423-0j -0.00259867-0j -2.25277e-05-0j -3.08538e-05-0j -2.0114e-07-0j 0.00266841-0j 5.79028e-05-0j -0.000263855-0j -0.00685859-0j 1.58364e-05-0j 0.000270935-0j 1.61596e-07-0j -0.000696383-0j -0.00187582-0j -5.1423e-06-0j -1.65932e-07-0j -0.00019046-0j 0.000609105-0j 4.26495e-07-0j 6.18451e-05-0j 1.16646e-07-0j -3.78766e-08-0j 
