0.10298+0.0433661j 0.0363956-0.101177j 0.0758282+0.110199j -0.127693+0.0801116j -0.00188204+0.0397308j -0.00615076-0.041468j -0.0680393-0.0530098j 0.0380561-0.129599j -0.0953984+0.00415435j -0.0391358-0.00539714j 0.0983566-0.0438642j 0.0417303-0.0316009j 0.0599922+0.046194j 0.0443763+0.0514034j 0.00289754+0.0222434j 0.00255005-0.0368336j 0.016364+0.035501j 0.063638+0.0807927j -0.0131805+0.0632735j 0.0257919+0.0333871j 0.00897302+0.0856861j -0.00735734+0.0485482j -0.00443471-0.0776928j -0.00993481-0.0191785j 0.00651727+0.0401429j -0.0132563+0.0199006j -0.0431614+0.00650078j 0.0164768+0.00789641j 0.038144-0.0214362j -0.0757695-0.00945895j -0.0211637+0.00419563j -0.0236263+0.00119016j 0.0193606+0.0311882j 0.0419482-0.00251912j -0.0398747-0.00886586j 0.0223033+0.0322849j 0.0200451+0.0017865j -0.0302131-0.0134921j 0.0654461-0.0203522j 0.0340841-0.0219346j 0.0623607-0.0040079j 0.0269084-0.0259748j -0.0270903+0.0094813j 0.0545399-0.0259485j 0.00578803-0.0214371j 0.0230092+0.0163089j -0.0114247-0.0417815j -0.0250281-0.00656379j -0.0133873+0.056187j -0.00728384-0.018772j -0.0659865+0.0211111j -0.0100043-0.0288153j -0.0387445+0.00581728j 0.0300535+0.00402677j 0.0162466+0.0270915j 0.0199195+0.0141376j -0.0709768-0.0542364j -0.0381002+0.0350569j -0.0287935+0.00259207j -0.0184382+0.0433215j -0.0427162+0.0361081j -0.00678626+0.00177417j 0.000488461-0.0347j -0.005267+0.050911j 0.00604329+0.0117043j 0.0448808-0.010521j -0.0273589+0.00484308j 0.0261323+0.0118164j 0.037032-0.0424492j 0.0279361+0.104122j 0.019432+0.000687105j 0.0241589+0.0692486j 0.0887459-0.0232672j 0.077192+0.0902731j 0.0944084-0.0783893j 0.130301+0.037065j -0.0364029+0.131867j 
-0.00101697-0.00339371j -0.00212695-0.00301222j -0.00667255+0.00426373j 0.00162941+0.00971273j -0.0131866+0.0045314j -0.00131564+0.00762303j 0.00236391+0.00274236j 0.00276425-0.00546118j -0.00290644+0.00255705j 0.000744101-0.00371884j -0.00375985-0.00429533j 0.000969277+0.000915967j 0.00402157-0.00111069j -0.000853525+0.00888423j 0.000983687-0.00161497j -0.00132847-0.00347153j 0.00323541+0.0042071j 0.00100309+0.00639149j -0.0030004-0.00271815j -0.00297199+0.00343784j 0.0020905-0.00339802j -0.00102501+0.00567266j -0.00132928-0.000447573j -0.00119867-0.00409092j 0.00889107+0.00420886j 0.00554241+8.34487e-05j -0.00505372-0.00473143j -0.00672569+0.0066704j 0.00344843-0.00475954j -0.00185105-0.000851792j -0.00262606+0.000113277j -0.00398988-0.00362678j 0.00460804+0.00468997j -0.00236842+0.00238072j -0.00104031+0.00142277j 0.00425286-0.000851528j 0.0037837-0.00304976j -0.00190097-0.00405243j 0.000131379-0.00445411j 0.000199925-0.00416439j 0.00600502+0.0022243j -0.00140164-0.00307872j -0.00154213-0.00214254j 0.00354316-0.0068421j 0.00147677+0.00256022j 0.000936936+0.00287633j -0.000432002-0.0039794j -0.00216254-0.0011422j -0.00195571-0.00101037j 0.0017718-0.00417047j 0.00342601+0.00653918j 0.00064528-0.0002892j -0.00202759-0.000651578j 0.00173546-0.00192884j -0.000337851+0.00276995j -0.000643283+0.00231917j -0.00332474-0.00224773j -0.000794321+0.00305914j 0.000502886+0.00222504j -0.000711287+0.00503941j -0.0020532-0.00389052j -0.00271221-0.00154836j 0.00412457-0.00259402j 0.00155202+0.000954019j 0.000975258+0.00234991j 0.00554834+0.00598027j 0.00085961-0.00162975j -0.000620263+0.00475917j 0.00232397-0.00130437j 0.00116675+0.00219563j 0.00098642-0.000746639j -0.00245531+0.00313937j 0.000127319-0.00237518j -0.000451925+0.00187687j 0.00671568-0.00323418j 0.000212223+0.000687384j -0.00073307+0.00113394j 
-0.00216624-0.00375782j -0.00238369+0.00160881j -0.00373753-0.00239215j 0.00216396+0.00203715j -0.00324258-0.00166268j 0.000229881+0.00104207j -0.000323098+0.0034719j 0.000211468+0.000392867j 0.00261469-0.000111541j 0.00642316+0.0010812j 0.00245175+0.000641545j -0.0033086+0.000367666j 0.000863848+0.00157899j -0.00170946+0.00036843j -0.00529029-0.00100469j 0.00250813-0.00171054j -0.00268875-0.00156356j 0.00235316+0.00368438j -0.00767826+0.00111321j 0.000604202-0.00480405j 0.00426542+0.00120438j -0.00217487+0.00158114j -0.00176118+0.00501034j 0.000578118-0.000903495j -0.000195349-0.00465663j -0.00500818-0.000102481j 0.00441776+0.00195687j -0.000541807+0.00574536j 0.00391427+0.00347066j -0.00250497+0.006139j 0.00188494-0.00116125j -0.0025356+0.00517443j 5.89056e-05-0.000272303j -0.00136495-0.000656525j -0.00606852+0.00386j 0.0019107+0.00199414j -0.000725466+0.00127983j 0.0016414+0.00549105j 3.14906e-05-0.00509055j -0.00631579-0.00155719j -0.000410841+0.00318619j 0.00474519-0.00145211j -0.00342193-0.00121265j 0.00415042+0.00309216j -0.0027189+0.00207877j -0.000543642+0.00295479j 0.000491779-0.000771161j 0.00136798-0.00695053j -8.82608e-05+0.000664666j 0.00168645-0.00330836j 0.00317095-0.00491436j 0.00364537+0.00367644j 0.000520593+0.00306482j -0.0016484-0.000697837j -0.00178691+0.0103006j 0.00675546+0.00170886j 0.00162148-0.000553001j -0.00288889-0.00371709j 0.00406553-0.0010555j 0.00560142-0.00249008j -0.00403199+0.00502632j -0.000383247+0.00535727j -0.000202661-0.000172938j 0.00060454+0.00124655j 0.00216499-0.00148138j 0.00375687-0.000906009j -0.00183994+0.00395236j -0.000821776-0.00294888j -0.002716+0.00289077j -0.00201706+0.00330418j -0.00321112-0.000122404j -0.000799223-0.000153481j 0.000100651+0.00177076j 9.30707e-05-0.00134809j 0.00089507+0.00322599j -0.00137266-0.00224753j 0.00191913-0.00151238j 
0.000944694+0.000944654j -0.000445115-0.000521757j 0.00149538+0.000774791j 0.00302481-0.00339558j 0.00282441+0.00221372j 0.00410602-0.00201376j 0.00217518-0.00224718j -0.00014755+0.000963179j 0.00118181-0.00125416j -0.00133721+0.00115493j -0.00171796-0.000244202j 0.000358545+0.00125863j -0.00127503+0.00102535j 0.00111735-0.00377217j 0.00136931+0.00268685j 0.0014722+0.000966252j -0.00177249+0.000832777j 0.00109027-0.00381549j 0.001741+0.00160927j 0.00511622+0.000700098j -0.00216107+0.00080861j 0.000372123-0.00261043j -0.000177099+0.000227018j -0.000326868+0.00237673j -0.000696605-0.00186919j -0.00188806+0.000173304j 0.00186255-0.0029508j 0.00341609-0.0029095j -0.00359285+0.00461234j 0.00365086+0.00136915j 0.00192934-0.00221225j 0.00147448+0.00290505j -0.0015571+0.000127651j -0.00140968-0.00161606j 0.00306259-0.000616362j -0.00122285-0.00145573j -0.00194367+0.00208399j -0.000768984-0.000594933j 0.00370151+0.000769226j -0.000555797+0.000488419j -0.00162059+0.00120835j 0.00098997-0.000851282j 0.000788659+0.000792485j -0.00129952+0.00180554j 0.00193415-5.80043e-05j 0.00031402+0.00101957j 7.26251e-05+0.0016925j 0.00239385+0.000568497j -0.00180642-0.00168614j 0.000638431+0.00182574j -0.000843393-0.00305343j -0.00157963+0.000928849j 0.00099125-0.000844449j -0.00109486+0.000123149j -3.13353e-05-0.00299329j -0.00266516-0.00126892j -0.000105104+0.0011303j 0.000161022-0.00141917j -0.00126084+0.00119825j -0.000187775-0.00133495j 0.00134581-0.000340269j 0.00243051+0.000155238j -0.00214507+0.00169424j 0.000590136-0.00113115j -0.000406122-0.00194201j -0.00268916-0.0022063j 0.00188394+0.00135589j 0.000655463-0.0023186j -9.6058e-05+0.00173925j 0.00108627-0.00100799j 0.000472627+0.0018752j 0.0011217-0.00181331j -0.000549162+0.000748384j -0.00191298-0.00226087j -0.00377354+0.00231699j -8.84743e-05-0.000625623j 0.000834361-0.00039807j 
0.00155711+0.00140983j 0.000792907-0.00268024j 0.00268354+0.00470352j -0.00067473+0.00157602j -0.00219931+0.00257993j -0.000426489+0.00174373j -0.00146833-0.0051398j -0.00135497-0.00426327j -0.0051045+0.00288221j -0.00560423-0.00419037j -0.00425357+0.00516213j 0.00421139+0.00240559j 0.000965605-0.000373621j 0.00569963+0.0016246j 0.000495756-0.0046275j -0.00014453-0.00387194j 0.00215665-0.000183115j -0.00158397-0.00194316j 0.000484074-0.00220334j 0.000158784+0.00266572j -0.000611175+0.00199472j -0.00258312+0.00149816j 0.00184101-0.00263167j -0.004015+6.72287e-05j 0.00197668+0.00146458j 0.00251812+0.00285689j -0.000782847+0.00111966j -0.00229556-0.0037634j -0.000799506-0.00106477j -0.000919082-0.00380852j -0.000450114-0.00231299j 0.000193877-0.00504444j -0.00147828-0.00120196j 0.00174531+0.00119698j -0.00369476+0.000906978j 0.00180125-0.00184139j 0.000536232-0.00222017j 0.00134611+0.000969894j -0.000809609+9.95298e-05j 0.00245563-0.00279885j 0.00109902-0.00259403j -6.24737e-05+0.00162917j -0.000646376+0.00420751j 0.000283203-0.00337025j -0.00235166-0.000247306j 0.000556811-0.00047217j -0.000735381-0.00263485j -0.00174143-0.000746387j 0.00448872+0.00167791j 7.63689e-05-0.000598942j -0.00144067+0.00375487j 0.00189903-0.000383352j -0.00310267-0.00401411j 0.000923377-0.00065263j 0.000344159-0.00181832j -0.00179453+0.00185792j -0.000739971-0.00223085j 0.00276325+0.0033494j -0.000840526+0.000881473j -0.00239562+0.000899037j 0.00157806-1.69656e-05j 0.00094825-0.00278881j 0.00210548-0.00140319j 0.000568534+0.000657977j 0.000397718+0.00232719j 0.00258122+0.000923352j -0.000268532+0.000944209j 0.000308525+0.0013602j 0.00304067-0.000401841j 0.000646809-0.000865042j 0.003567+0.00109701j -0.000704102+0.00248595j 0.000356219+0.000449833j -0.00100128+0.000934324j 0.00191617-0.00235295j 0.00143482+0.000580059j -0.000250793+0.00164768j 
-5.99791e-05+0.000838758j 0.00126643+0.00122562j -0.000662656-0.00253949j -0.00155439-0.00252746j 0.0026153-0.00213599j -0.00333672-0.00262812j 0.00289759+0.00317648j 0.000966924+0.00412219j -0.00080488-0.0030814j 0.00229013+0.00181859j -1.95647e-05-0.00618626j -0.0022605-0.00198359j 0.00131489-0.00165961j -0.00283015-0.00179711j 0.00333914+0.0056086j -0.000555079+0.00229533j -0.00126579+0.00269376j 3.82397e-05-0.00165295j 0.00335923+0.00249421j 0.000591422-0.0025215j -0.00630493-0.00141754j 0.00339056-0.00117099j 0.0018036+0.00176062j 0.00626149+0.00133671j -0.000617915+0.00263891j 0.00107157-0.00247414j -0.000689524-0.00433783j 0.00225141+0.00128763j -0.00380546-0.00523668j 0.000181537+0.00105538j -0.00115283+0.00188063j -2.75818e-05+0.00072931j 0.00197932+0.00249356j -6.86092e-06+8.60579e-06j 0.00673924-0.00234256j -0.00023322-0.00268973j 0.000658332+0.0048824j -0.0019989-0.00591823j 0.0025541+0.00233117j 0.000336465+0.00220187j 0.00144117-0.000349363j -0.00134504-0.00166778j 0.00410327-0.00114133j -0.0037051+0.000346621j 0.00350415+8.58149e-05j 0.000740323+0.00128698j -0.00226493+0.000265259j 0.000774274+0.00375361j -0.00446254-0.00272973j -0.00132098-0.000390943j -7.99832e-05-0.000711219j -0.00205542-0.00358259j 0.00353141+0.00274565j -0.00265661+0.000929317j -0.000638192-0.00242572j -0.000760838-0.00274453j -0.00223476+0.00234743j -0.000314644-0.000777649j -0.0023191+0.00104986j -0.000292713+0.000867712j -0.0009195-0.00164967j -0.00182747-0.000751057j -0.00222546+0.00125326j -0.000550196+2.16995e-05j -0.00217036-0.0028721j -0.00254261-0.000357612j 0.000760244-0.00295912j -6.49072e-05+0.000173175j -0.000323972-0.000184658j 0.000222985-0.00220493j -0.00192686+0.00190016j 0.00162332-0.00223376j -0.00195361-0.000704882j 0.000666529-0.00108022j -0.00192826+0.000577625j -0.000580467+0.00114193j -0.0012748-0.000617931j 
0.00200554+0.00105228j 0.000281353-0.002893j 0.00287782+0.00309848j 0.00218008-0.00113921j -0.000983659+0.00305056j 0.00014638+0.00101451j -0.000314727-0.00363722j -0.0040424+0.000955074j -0.00197349+0.00165125j -0.0029048+0.00137081j -0.00192985+0.00528391j 0.00741472+0.000265508j -1.43089e-05+0.00229988j 0.00965326-0.0043497j -0.00519602+0.00149826j 0.0060066-0.00517629j -0.00183655-0.000518933j -0.00128073-0.00411843j 0.000903119+0.000849441j 0.00537213-0.00225613j -0.00358917+0.00173462j -0.00526408+0.00322134j 0.00192521+0.0019228j -0.000221634+0.00593296j 0.00345337+0.0028355j -0.000875695+0.00400626j 0.00194651-0.0012458j -0.00137763-0.000806969j -0.00281454+0.00430698j -0.00268585+0.000566902j 0.00509362-0.00157246j -0.00184215-0.00148126j -0.000922541-0.000277783j 0.000325589+0.00470238j -0.00297055+0.00267601j -0.00214277-0.00436476j -0.00333738+0.00213133j -0.00168035+0.00147544j 0.00235622-0.00143005j 0.00216238-0.00129667j -0.00257531+0.00178494j 0.00280655-0.0034039j 0.000265296+0.00367365j -0.00231567-0.00156461j -0.000969152-0.000570932j 0.00066316+0.00436915j 0.000379242-0.000983328j 0.00196207-0.00107164j -0.00125637+0.000856654j 0.00165107+0.00197578j 0.00136855-0.000435497j -0.00179315+0.000206683j -1.208e-06-0.00376767j -0.000883643-0.000541238j 0.000956366-0.00017514j -0.00244082-0.000837538j -0.00353297-0.00453713j 0.00164273+0.000509403j 0.0004727+0.00308968j -0.00218974-2.78477e-05j 0.00256947+0.00206698j 0.00192821-0.000342946j 0.000249546+0.00133546j 0.00175571-0.00117752j -0.000261591+0.00118193j 0.00165735-0.00139172j 0.00170143+0.000468344j -0.00234326-0.00163435j 0.00298157+0.000328386j 0.00216675+0.000160548j 0.00376727+0.00302823j 0.00149116-0.00120224j -0.000304776-0.00180054j -0.00271761-0.000804849j 0.00106127-0.00194631j 0.000424161+0.000770087j -0.000488139+0.000857562j 
0.000657318+0.00185346j 0.000792805-0.000870794j 0.00028084-0.00102835j -0.000553082-0.000828122j -0.000290469+0.000754274j 0.00163655+4.65131e-05j -0.000282584+0.00377469j 0.0022371+0.00304367j 0.000197209+0.000822624j -0.00115655+0.00104703j 0.00242148-0.00442398j 0.000750131-0.00402641j -0.00137084-0.000567322j -0.0022041-0.00148025j 0.00564181-0.00029876j -0.00317845+0.00247164j -0.00165342+0.00256389j -0.00336024+0.00358293j 0.00327106-0.00138634j -0.00447415+0.00345165j 0.00411912-0.00206237j 0.00333417-0.00185365j 0.00142077-0.00273773j 0.00239355-0.00314877j 0.000344706+0.00250705j 0.00260202-0.00232927j -0.00474481-9.09547e-05j 0.00320919-0.00459722j 0.00337385-0.00393938j 0.00202281-0.00351952j -0.00245489+0.00254987j 0.00484329-0.00201837j 0.00220448+0.000129861j -0.0024054+0.0011368j 0.0030885-0.00141233j -0.000730396-0.000230951j 0.00363245-0.00366353j 0.001519-0.00357642j -0.00343897+0.00430925j -0.0020033+0.00451628j -0.00228158+0.000831748j -0.000581904+0.00216487j -0.00128058+0.00191321j 0.00115539-0.00235551j 0.00266364-0.00365176j -0.00145942-0.00398891j -0.000218634+0.00229664j -0.00441525+0.00554959j 0.00370852-0.00516025j -0.000597635-0.00048987j -0.00155616+0.00232789j -6.43798e-05-0.00275407j -0.00306103-0.00252479j 0.00329517+0.000659793j 0.00141439-0.006996j -0.00249309-0.00056776j -0.000887825+0.000687341j 0.00240381+0.00366748j 0.00254141-0.00214502j -0.00467997+0.00321797j 0.00210885-0.00344907j -0.000164928+0.000360833j 0.000930449-0.00397017j -0.000268455-0.00108943j -0.00413254+0.000511967j -0.00176698-0.000468015j 0.000915645-0.00442812j 0.000178928+0.00252655j 0.00121951-0.00326374j -0.00226666-0.00178796j 0.00261854-0.000671638j 0.00312736+0.000160356j -0.00241771-0.00190076j -0.00111149+0.00127202j -0.00263057-0.00165068j 6.05311e-05+0.0010372j -0.000825537+0.000111587j 
-0.000692871-0.000632959j 9.01636e-06+0.000892025j -0.000174263+0.000871885j -0.00265008+0.00319581j 0.000789493-0.00141477j -0.00208759+0.000749385j 0.000462428+0.00477623j 0.00122969+0.00030611j 0.00190542-0.00173186j 0.00172853-0.00221761j 0.00302967-0.00629335j -0.00256863-0.00212807j 0.00127807-3.76939e-06j -0.00472153+6.92433e-05j 0.000939153-0.0014585j -0.00397871+0.00180947j -0.000164659+0.00111534j -0.00139171+0.00223894j -0.000839385+0.00238501j -0.0025266+0.00104662j 0.00134717-0.000990397j 0.00249563-0.000480004j 0.00168159+0.00679816j 0.00120179-0.00149583j -0.000979139+5.87239e-05j 0.00102561-0.00443459j -0.00124892-0.000937242j 0.000267276+0.00226855j -0.00203879-0.0031822j 0.000575199+0.00138924j -0.00122832+0.000968325j -4.14024e-05+0.00135738j 0.000975475+0.00144685j 0.00014045-0.00132755j 0.00195388+0.000129796j 0.00195014-0.00232062j -0.00111031+0.00275221j -0.00106834-0.00286753j 0.00335799+0.00161023j -0.000961128+0.00142933j 0.000567061+0.00143207j 0.000814916-9.52522e-05j 0.000442267-0.00228853j 0.00120977+0.00282324j 0.00204946+0.0023677j 1.38598e-05-0.000411397j 0.00123259+0.000101712j -0.000890713-0.000277083j -0.000313555-0.00379239j -0.000547975-0.00439999j 0.000943641-0.000183106j 0.000504514-0.00284806j 0.000893667+0.00259031j -0.00145365+0.000108615j -0.00162919-0.000354909j 0.00248018-0.00139j 0.000186329+0.00148932j -0.000125669-0.000307101j -0.000469585-0.000870879j 0.00255907+6.74137e-05j -0.00301479-0.000294108j -0.00201526+0.00157469j -0.00198097-0.000675145j -0.00286438+0.000908545j -0.00066492+0.000999617j -0.00115626+0.00191613j 0.00088609+0.00122248j 8.89738e-05+0.000311844j -0.00303211-0.000576266j -0.000724046+4.56148e-05j -0.00103022+0.000159303j 0.000141595-0.00245245j -0.00216403+0.00160876j 0.00288584+0.000973456j 0.00126996-0.000686383j -0.000795529+6.79706e-05j -0.000293931-0.00083266j 
0.000263812-0.00258391j -0.000930724+0.00133461j -0.00132819-0.00601326j -0.002597-0.00125929j -0.000180161-0.00379193j -0.00536319-0.00196201j -0.00167698+0.000987661j 8.74951e-06+0.00190374j -0.000635634+0.000486702j 0.00427675+0.00855095j 0.00381869+0.00474519j -0.00120663-0.000244294j -0.00048825-0.00127326j -0.00298272+0.00142982j -0.00208911+0.00160392j -0.000397486-0.000155633j 0.000319469+0.000761828j 0.00294388+0.00283833j 0.000485557-0.000896462j -0.000870214-0.00257277j 0.00164969-0.00328038j 0.00147764+0.000557412j -0.000363341-0.00427022j 0.00368355-0.00273646j 0.000945956+0.000532292j -0.00165777-0.000577741j 5.63877e-05+0.00274673j 5.99211e-05+0.0036923j 0.00486941-0.00227204j -0.000993798+0.000559816j -0.000501243+0.00216356j -0.0021211+0.00112265j 0.00129078-0.0006908j -0.000133916-0.00062032j -0.00191134-0.00208124j -0.00258171+0.00409123j 0.00137147-0.00216404j -0.000781113-0.000761531j -0.00384135-0.00241553j -0.00326038+0.000176071j 0.00162679+0.000318881j -0.00257348-0.000352121j 0.00085243-0.00179116j 0.000852359-0.00104028j -0.000207966-0.00289152j -0.000378103-0.000367279j -0.00270618-4.36782e-05j 0.000973729+0.00155824j -0.00233213+0.00111689j 0.00129299-0.000628768j 0.000124402-0.000466925j -0.00031877+0.0011218j 0.00128754+0.00228043j -0.000480523+0.00157375j -0.000480569+0.00140539j 0.000901643+0.000772024j 0.00139879+0.000412492j -0.00309121-0.00028038j 0.000493084+0.000323891j 0.0012126+0.00103972j -0.00220369-0.000693j -0.00121268-0.000404258j 0.000348274-0.00280483j 0.000353703+0.00128819j -0.000524464-0.00405346j 0.00238616-0.000382632j -0.00137412-0.00147042j 0.00261254+0.00053273j -0.000357266+0.000442747j -0.00528105+0.000498362j -0.00268164+0.00104318j 0.00218618+0.00188678j 0.00256868+0.00132389j -0.00162223-0.00141972j -0.000800363+0.00462983j -0.000171748-0.00204353j 0.00152921-0.000365819j 
0.000324227-0.000414904j 0.00110068-0.00169608j -0.00281397+2.42303e-05j -0.000228316+0.00512048j -0.00249161-0.00315416j -0.000276549+0.00443337j -0.00164221+0.00231343j 0.00135662-0.00226648j -0.00124272+0.00174913j 0.00708732-0.000949344j 0.00305362-0.00457314j 0.00311055-0.000915383j 0.00180035+0.00231135j 0.00257388+0.00133433j 0.00101778-0.00107554j 0.001994-0.000321109j -0.00205965+0.00115138j 0.000300388+0.00530754j -0.00269682-0.00173894j 0.000232538+0.00384986j 0.00482882-0.000864392j -0.000518105-0.000157682j -0.00189457+0.000608767j 0.000199788-0.0014979j 0.00667469+0.00248567j 0.00257069-0.002007j -0.00384813-0.00152509j -0.00121613+0.000945323j 0.00167194+0.00401189j -0.000420253+0.000338779j -0.000539298+0.00165006j 0.000786652+0.000863959j 0.00119005+0.00175534j -0.00370839+0.00300086j -0.000327064-0.00249599j 0.00282388-0.000560529j 0.000473622-4.6345e-07j -0.00190832+2.21352e-05j 0.00359568-0.00305495j -0.000367731-0.00277153j 0.00191883+0.00204239j -0.00157753-0.000543024j 0.00188405-0.00172909j 0.00286162-0.00213094j 0.00368464+0.00102854j -6.94989e-05+0.00337358j 0.00113128-0.00198724j -0.000546716-0.00227757j -0.00190928-0.0018542j 0.00411813-0.00254277j -7.37176e-05+0.00073811j 0.000979186-0.000295124j -0.001811-0.00082613j 0.000109482-0.00211168j -0.000886571+0.00195755j -1.65544e-05-0.000845903j -0.000992724-0.00146329j 0.00124148+0.00327456j 0.000811515+0.00111855j 0.000352397+0.00272064j -0.00154549-0.00140044j -0.000942847+0.000467629j -0.000518169-0.00166865j 0.00161635+0.000731002j -0.00129552-0.00079706j 0.00369966-0.000833414j -0.000719758-0.00117102j 0.000223354-0.00209881j 0.000481411-0.000302136j 0.00260086+0.0039349j -0.000585722-0.00192979j -0.00149927+0.000284308j 0.00153269-0.00224792j 0.000666187+0.000446833j 0.0032435-0.00172989j 0.00079273+0.00164768j -0.00179986+0.00133463j 
-0.000186581-9.5238e-06j -0.00205272+0.000552136j 0.00220858+0.00319951j 0.00359075-0.00426842j 0.00397873+0.0063298j 0.00345619-0.00441064j 0.00192716-0.000818046j -0.00382763+0.00180183j 0.00314309-0.00409831j -0.00109632+0.000834118j -0.00433063+0.00176038j -0.000475205+0.00058174j -8.77925e-05-0.00105808j 0.000885057+0.000496451j -0.00125673+0.00460132j -0.00217922-0.00350684j -0.00167282-0.000890271j 0.00064284-0.00231155j -0.000764448+0.00349876j -0.000956689-0.00485621j -0.00315232+0.00176221j -0.0022877+0.00187839j 0.000766595+0.00363566j -0.00199928+0.000982804j -0.0020172-0.00201065j -0.00300806+0.00159941j 0.00397826-0.000463481j 0.00148772-0.000792741j -0.00218945+0.00164298j -0.00211752+0.00539376j 0.0025093-0.000299588j -0.00354809+0.000892779j -0.00191795-0.00015149j 0.00183059+6.48507e-05j -0.00262766+0.00111751j -0.00120645+0.00082231j 0.00132109-0.000456819j -0.00109468+0.00118379j 0.00133466+0.00253476j 0.000996995+0.000344521j -0.0043851+0.00232533j -0.000289417-0.000350373j 0.00146578-0.00123927j -0.00473996+0.00111694j -0.000604415+0.00118961j 0.00321923+0.00113762j 0.000542768-0.000101179j 0.000931062+3.96271e-05j -0.0011123+0.000807714j -0.000711848+0.00178258j 0.00378647+0.000580346j -0.00175858-0.000857129j 0.00189555+0.000437278j -0.0025772+0.000826392j -0.00167407-0.000723412j 0.000647475+0.000693863j 0.00102598-0.000816048j -0.00111907-0.00164352j -0.00115784+2.34119e-06j 0.00124515-0.00139716j -0.00141821+0.0038443j -1.018e-05+0.000210326j 0.000346718-0.000471294j 0.000282309-0.000261024j -0.000325044-2.74768e-06j -0.000487618-0.000712834j 0.00125728+0.000443079j -0.000520861+0.00121418j -0.00141154+0.00187989j -0.00356911-0.00176764j 0.000627034+0.00148441j 0.00112705+0.000150131j 0.000734193-0.000292223j -0.00240304-0.000723541j -0.000914009+0.000150345j -0.000361993-0.00118653j 0.0012605-0.00026319j 
-0.000365226-0.00013355j 0.00120968-0.000200378j -0.00188599+0.0031982j -0.00291464+0.00566485j -0.00432032+0.000154104j -0.00127882+0.00149319j 0.00216242-0.00202169j 0.00164627-0.00588572j 0.00246361-0.00329313j -0.00161843-0.00687476j -0.00174088-0.00355669j -0.00445916+0.00342146j 0.00307673-3.2434e-05j -0.00382468+0.00484575j -0.00297701-0.00132781j 0.000509386+0.00121594j 0.00661457-0.00015643j -0.00065733-0.00419856j 0.00281672-0.000858083j -0.00378166+0.00392638j -0.00375785-0.00101885j -0.00184836+0.00308097j 0.00110364-0.00204223j -0.00352653+0.000631022j -5.77047e-06-0.000140258j 0.00107943+0.00268402j -0.00104477-0.00200001j -0.00555178-0.000714728j -0.00245067-0.00128566j 0.000912809-0.00124918j -0.000960864-0.00402514j 0.00358724+7.77403e-05j 0.000592392-5.66175e-05j 0.00589946-0.00452195j 0.00204715-0.000783435j 0.00309683-0.000540876j -0.00216094+0.00210736j -0.000609114-0.00113732j 0.00103693-0.00511259j 0.00410936-0.00283245j 0.00382787-0.00158836j -0.00105182-6.02451e-05j 0.00218539-0.00213846j 0.00127338+0.000372394j -0.000322232+0.0038544j -0.000162733-0.000467022j -0.000755708-0.00532048j 0.00175937-0.00296575j 0.000167569+0.00378109j -1.02272e-05-0.00248949j -0.00414374-0.000704656j 0.00034856-0.00325682j 0.00122881+0.00341077j -0.00256125-0.00260049j 0.00100236+0.00299555j 0.00295798-0.00388418j 0.00236828+0.00147856j -0.00190967-0.00252878j -0.00409894-0.000502169j 0.00294438-0.003037j 0.00108617+0.000399511j -0.000652563-0.00423096j 0.000648548+0.00415237j -0.000996137+0.00129841j 0.0039602+0.000328695j 0.00045933+0.000914248j -0.00194647+0.00310279j -0.000509302-0.00346059j -0.00315146+0.000561023j 0.00298766+0.000625737j -0.00165495+0.00466017j -0.00302409-0.00234525j 0.0041124+0.00181975j 0.00548671+0.000565485j 0.00371435-0.00153357j 0.00115952-0.000417612j 0.000371504+0.00109948j 
