-1.78715e-16-0.00889254j 7.91202e-16+0.0207406j -5.75646e-18-0.00606105j -9.36194e-19-0.00787991j 1.31259e-17-0.00814609j 7.07165e-18-0.004158j -1.79012e-17+0.00728726j -2.18553e-17+0.00495662j -1.45706e-17+0.00334534j 5.1945e-17-0.00935719j 3.36387e-17-0.00153877j -2.828e-17+0.000862615j 1.0178e-18+0.0133097j 1.98749e-17-0.00759461j 3.9049e-16+0.00320286j -4.90301e-15-0.0142237j 1.21745e-16-0.00809799j -5.5548e-17-0.000442243j -1.55372e-17-0.00139647j -6.89445e-17-0.0101301j -2.42268e-17-0.00959449j 4.61052e-18+0.00472299j 1.24294e-15-0.0115098j 1.10934e-16+0.000242356j 4.6719e-17+0.0119075j -1.66972e-17+0.00688649j 4.12682e-17+0.000698783j -6.65061e-16-0.00307254j -3.49206e-14+0.0104113j -1.58024e-16+0.000441843j -1.49413e-16+0.0151243j -8.6997e-17+0.00494478j -1.1761e-16+0.00445313j -4.23769e-17-9.69345e-05j 2.65328e-16-0.015572j 7.84089e-17+0.000552176j 3.40464e-17+0.0031823j 3.42831e-16+0.00393424j -1.13126e-16-0.00500442j -1.30293e-16-0.00974953j 2.59897e-16+0.00857088j 5.97688e-17-0.00382526j 5.81659e-17-0.0061001j 5.33523e-17-0.0120108j -4.41214e-17-0.00857787j -1.32407e-17-0.00171737j 1.37669e-17-0.00166513j 3.76532e-18-0.00181556j -1.91566e-17+0.00468523j -3.27555e-17+0.00821691j -1.24789e-17+0.00550766j 8.81462e-18+0.000548805j 2.41455e-17+0.00218924j 3.5828e-18+0.0143055j -4.17737e-15-0.0196089j -9.0345e-16+0.006681j 
4.54573e-16+0.0194215j 2.75735e-15+0.0953409j 1.48661e-15+0.0485097j 4.88276e-17+0.00248194j 1.00696e-15-0.0163222j 9.83759e-16+0.0116724j -2.90715e-16+0.0429954j 3.55315e-16+0.000828795j -2.20963e-16-0.0132363j -6.54079e-17+0.00628514j 2.01222e-16+0.00741488j -4.09377e-16-0.0284795j -1.44636e-16+0.0625921j 5.36375e-16-0.0313193j 4.00426e-16-0.000919054j -1.64456e-14-0.0501109j 1.73863e-15+0.0197531j -3.99674e-16+0.029272j -4.36394e-16+0.0365143j 4.77674e-16-0.0169307j 4.26737e-16-0.00199124j 9.06491e-16+0.0645271j 3.10201e-16+0.00260993j -3.82939e-16-0.00779528j -3.82308e-16+0.0255312j -2.02663e-15-0.0490185j -4.84783e-16+0.0155546j -3.77961e-15-0.0424767j -2.57697e-13+0.0770057j -1.16137e-15+0.0136877j -1.71278e-15-0.0182832j 4.63726e-16+0.0463956j 1.27175e-17-0.00486724j -7.45268e-16-0.0332365j 1.48199e-15-0.0344857j 9.13834e-16+0.0264614j 1.55429e-16+0.0384792j 3.54731e-16+0.0214241j -1.79926e-16-0.0138547j 1.30245e-15+0.0321294j 2.36406e-15+0.0660367j 6.60959e-16+0.0148831j 1.78652e-18-0.0340727j 5.91639e-16-0.0664729j 6.11449e-16-0.00128949j 6.57474e-16-0.000976555j -8.79466e-16-0.017292j 7.44362e-16+0.00100299j 5.37219e-16+0.0013333j -4.35786e-16+0.0402115j -6.76051e-16-0.0159596j -1.174e-16-0.0423169j 8.78353e-16+0.0136893j -1.61442e-15-0.0112235j -2.37666e-14-0.098651j -6.42855e-15-0.0260363j 
-1.85701e-16-0.0568372j 1.43491e-16+0.0297342j -1.00857e-16-0.0707158j -1.28153e-16-0.00685124j 6.86022e-16-0.0437472j 2.3341e-16-0.0438351j -6.37121e-16+0.00797239j 3.71e-16-0.0181901j 1.39252e-16+0.014399j -1.08051e-16-0.0106947j 2.0822e-16-0.0175934j -4.20754e-16+0.030436j -1.10452e-15+0.0303851j 5.58918e-16-0.0275677j 7.78587e-16+0.0380278j -1.18837e-14-0.0350561j 9.06141e-16-0.0719994j -4.87671e-16+0.000304131j -7.21644e-16-0.00582265j 1.1179e-16-0.0224123j 1.64177e-16-0.0279364j -7.88651e-16-0.0278271j 2.08761e-15-0.0202021j -1.26234e-15+0.0278823j -4.41605e-16+0.0354319j 2.45013e-16+0.0844981j -2.76175e-16+0.0231846j -1.46262e-15-0.0405017j -1.42353e-13+0.0425224j -1.13059e-15-0.00373691j -8.65209e-16+0.0740277j -3.91675e-16-0.0202579j -5.97112e-16+0.0163189j -6.07223e-16+0.0377097j 2.10888e-15-0.0544513j 5.95128e-16-0.0408089j -3.52162e-17-0.0180225j 3.84103e-15+0.0598008j -1.16962e-15-0.0320314j -7.2787e-16-0.051394j -1.2452e-15-0.00700811j -3.43624e-18-0.0225343j 4.80994e-16+0.00210208j 1.05523e-15-0.0270756j -4.79834e-17-0.0334537j 1.14812e-16-0.0251118j -4.83908e-16+0.0374743j 4.03397e-16-0.0309747j 3.72207e-16-0.0241872j -6.69207e-16+0.0121587j -6.78367e-18+0.032777j 5.27272e-16+0.0135014j 2.78934e-16-0.0366207j -4.3479e-16+0.0777535j -8.98606e-16-0.0223464j -6.18199e-16+0.0581524j 
-2.07311e-16+0.00288707j 7.79294e-16+0.00466029j 2.67279e-16+0.0142901j -1.47552e-15-0.0425311j 2.57296e-16+0.0197221j 3.59185e-16+0.0192363j 5.8795e-16+0.00801008j 1.78196e-15+0.0595826j 3.93714e-16+0.0128421j -8.50747e-16-0.0374024j -1.38911e-16+0.000759241j 1.48072e-17-0.00833893j -9.24957e-16-0.0328045j 2.89124e-16+0.0171763j -2.32516e-16-0.0195506j -1.25852e-15-0.00334045j 5.164e-16+0.0299201j -4.45513e-16-0.0238101j -9.73933e-16-0.0458385j -8.72517e-16-0.015926j -1.19409e-15-0.0246257j 4.59856e-16+0.0094762j 3.14342e-15-0.0416391j 8.79172e-16-0.0185504j 4.60916e-16+0.00265297j -1.37317e-15-0.039575j -3.08469e-16-0.0218324j 5.0247e-15+0.0752068j 1.7562e-13-0.0538327j 8.51518e-16-0.00796656j 1.09167e-15+0.0220953j -1.2703e-16+0.0116406j 3.85033e-16+0.00885367j -8.4922e-16-0.0375982j -7.91983e-16+0.002115j 8.18429e-16+0.0339602j 7.49629e-16+0.0169497j -6.49032e-15-0.064069j 2.63286e-15+0.0262659j -9.00725e-16-0.0166801j 9.74487e-16+0.00870822j -3.605e-16-0.00750738j 2.59274e-16+0.00564123j 7.981e-16+0.0348824j -1.53437e-16-0.00251535j 5.97798e-17+0.0126595j -8.2571e-16-0.039649j 3.18142e-16+0.0220551j 1.7681e-15+0.0620115j 5.76375e-16+0.00844024j 3.71875e-16+0.00721885j 2.61606e-16+0.0152977j 1.51802e-15+0.0486921j 3.8529e-16-0.00383287j -2.42925e-15-0.00522995j -4.86223e-16-0.0117828j 
1.51641e-16-0.00938472j -2.92196e-15-0.0339343j -3.60378e-18-0.0143504j -2.19735e-15-0.0254527j 1.2169e-15+0.011028j 7.31148e-16+0.00141505j 1.43482e-16+0.00122175j 3.2482e-15+0.0379037j 7.49199e-16+0.0111495j -1.22248e-15-0.0110399j -1.7152e-16-0.00726326j 1.40651e-16+0.011122j -4.18439e-15-0.0647232j 1.74257e-15+0.024459j -7.70416e-16+0.00165978j 3.68867e-15+0.00922434j 1.19444e-15+0.00581144j -1.28024e-15-0.0206911j -2.86669e-15-0.0507735j -5.42826e-16-0.00313053j -1.3981e-15-0.0184653j -7.63246e-16-0.0208183j 5.55043e-16-0.0243082j -5.13251e-16+0.00457437j -5.63869e-16-0.00953731j -1.98604e-15-0.0135701j -7.22253e-16+0.000158409j 7.79906e-15+0.0605579j 1.64327e-13-0.0510543j 3.18871e-16-0.00924093j 1.75406e-15+0.0374235j -8.53382e-16-0.018386j 3.79233e-16+0.00404231j -1.75651e-15-0.0205248j 5.69313e-16+0.00783653j 1.33695e-15+0.0068394j 5.38376e-16-0.000229552j -6.28784e-15-0.0344643j 2.88186e-15+0.0199106j -1.45369e-15-0.0216744j -1.07195e-15-0.0158136j -6.4869e-16-0.00951858j 1.50498e-15+0.0328811j 3.78367e-15+0.0638437j 2.63777e-16+0.00262387j 2.23533e-16-0.00309529j -1.31236e-15-0.00525947j 7.82559e-16+0.00324261j 3.21044e-15+0.036181j 1.36845e-16+0.00112971j 6.62327e-16+0.0140471j 1.14621e-15+0.0182384j 2.25835e-15+0.018513j -7.66632e-17+0.00769637j 1.02321e-14+0.0348319j 1.65411e-15+0.00799838j 
1.10059e-15+0.0337285j -2.08599e-15-0.0383209j 7.55559e-16+0.0321328j 6.70543e-16+0.0287954j 5.12614e-16+0.0244312j 3.58968e-16+0.0153981j -6.5828e-16-0.0205567j -6.84005e-16-0.0235609j -1.93066e-16-0.0120464j 6.81461e-17+0.0269634j 6.62759e-17+0.00449848j -2.61625e-16-0.0137015j 8.903e-16-0.00543275j -1.7514e-16+0.00577892j -1.5503e-15-0.0135007j 1.31681e-14+0.0355731j 2.96244e-16+0.0306822j 2.90264e-16+0.0113311j 6.92821e-16+0.0197395j 8.75306e-16+0.0313797j 9.21837e-16+0.0336544j 2.223e-16+0.00140889j -3.95469e-15+0.0464964j -4.70615e-16-0.00681038j -5.28881e-16-0.0274432j -6.8029e-17-0.0227591j -5.45862e-16-0.00231919j 2.58132e-16-0.0115148j 4.06063e-14-0.0118366j 2.00677e-16-0.0041262j -1.30403e-15-0.0667708j 6.02658e-16+8.9472e-05j 1.49718e-16-0.0108956j 4.26979e-16-0.00212732j 1.13043e-16+0.0412192j -2.18583e-16+0.00178876j -3.41928e-16-0.00207326j -1.27561e-16+0.000638774j 3.09152e-17+0.0108745j 1.3719e-15+0.0413391j -6.80797e-16-0.0134761j 1.55412e-16+0.0125456j -5.9176e-16+0.00172362j -8.31982e-16-0.000210376j 4.53067e-16+0.0243167j 4.29197e-16+0.00580798j -3.3678e-16-0.00488847j 3.24273e-16+0.00775624j -5.80716e-16-0.0228855j -6.57129e-16-0.0244848j -5.27799e-16-0.0226902j -1.38657e-16-0.0111903j -2.10581e-16-0.00628665j -1.09083e-15-0.0496535j 6.71694e-15+0.033709j 6.97874e-16-0.028617j 
4.11602e-16-0.0309813j -8.02089e-16-0.0216243j 2.85045e-16-0.0435212j 3.01153e-16-0.0323293j 7.84073e-17+0.0138255j 8.65673e-17-0.0064845j -1.61254e-16-0.0455713j -3.44167e-16+0.0159774j -2.73857e-16+0.0283725j 5.97533e-16-0.0666638j 3.53148e-16-0.00550277j -2.5989e-16+0.010354j 4.60599e-17+0.0300953j 3.53264e-17-0.00450262j -7.9345e-16-0.021119j 8.33824e-15+0.0214721j 2.85688e-16-0.0202009j 1.70685e-16-0.0367762j 8.27322e-16-0.0263628j 8.67598e-18-0.0112341j 4.44475e-16-0.0182821j -9.19899e-17-0.0362222j 3.8021e-15-0.0338566j 1.74682e-15-0.0232339j -4.71025e-16+0.0163255j 1.57376e-16+0.0735755j -1.28622e-16-0.0522173j 3.73174e-15+0.0386777j 2.30143e-13-0.0690552j 1.42546e-15-0.0223034j -6.39814e-16+0.0150526j -9.71927e-17-0.00589504j -1.07259e-15+0.0285653j 1.55819e-16+0.0394774j 2.82336e-16+0.00141115j -4.17297e-17-0.0090499j 2.40538e-16-0.0275303j -2.61623e-15-0.0362047j 1.34872e-15+0.00716499j -2.07557e-16-0.0540665j -1.43897e-15-0.0413141j 1.71797e-16-0.029776j 9.54953e-17-0.0216161j 4.67644e-20-0.018328j 8.46282e-17-0.0298622j 4.95674e-17+0.0178882j 1.93556e-16-0.027858j -8.14997e-18+0.018328j -2.82477e-16+0.0196886j -1.19175e-16-0.0390718j -2.75209e-16+0.0222551j -2.13345e-16+0.0537685j -2.98485e-17+0.0138416j -3.61205e-16+0.0331509j 7.72999e-15+0.0267966j 1.3844e-15+0.0257604j 
5.48496e-15+0.0274871j 2.87379e-15+0.0146361j 7.96357e-15+0.0391654j 1.20863e-15+0.00591915j 2.72066e-15+0.00739393j 4.10971e-15+0.0231298j 3.91609e-16+0.00688636j 2.59867e-16+0.00299765j -1.83499e-15-0.0143114j 4.5965e-16+0.00180679j 2.02262e-15+0.0219553j -3.75492e-15-0.0163092j 3.23819e-15+0.00927524j 9.62075e-17+0.0138774j -3.91195e-15-0.0217024j 1.63015e-15+0.000930215j 6.22978e-15+0.0270114j 1.18444e-15+0.0020016j 3.60495e-15+0.0299815j 1.15844e-15-0.00311942j 2.73655e-15+0.0137911j 5.54406e-15+0.0303687j 2.8633e-15-0.00688237j -2.43741e-15-0.018446j -1.33276e-15-0.00944696j -7.76177e-15-0.0419485j -2.33838e-15-0.0201357j -5.19053e-16+0.0021542j -2.06725e-14+0.00622657j 7.95051e-16+0.022038j -8.12789e-15-0.0307973j 4.38613e-15+0.0221753j -9.85517e-16-0.0143446j -2.76983e-15-0.00609752j 2.41797e-15+0.0142094j 3.91147e-15+0.024694j 2.61139e-15+0.00953119j -5.68256e-15-0.0321613j 2.21225e-15+0.00246607j 6.03895e-15+0.0240566j 4.32168e-15+0.0215584j 2.55052e-15+0.0209148j -3.32632e-15-0.0218566j -3.24268e-15-0.00420955j 2.33453e-15+0.00968109j 2.67968e-15+0.0219544j -3.97552e-15-0.0123507j 2.82895e-15+0.0160084j 9.9315e-16+0.0104384j 4.24652e-17+0.00787539j -3.7123e-15-0.0208147j -2.79197e-15-0.0129477j 3.18409e-15+0.0175995j -6.85492e-15-0.032122j -8.73632e-15-0.0172262j -7.13575e-15-0.0294826j 
-4.56418e-15-0.0272763j -2.34099e-15-0.0125065j -6.62029e-15-0.0395631j -9.59925e-16-0.00638511j -2.41462e-15-0.0208605j -3.41019e-15-0.0173213j -6.63049e-17+0.00632027j -1.68471e-16+0.00228725j 1.42654e-15+0.00282658j -1.88927e-16-0.000472729j -1.59454e-15+0.00132644j 3.19521e-15+0.025183j -3.17622e-15-0.0303902j 1.13048e-16+0.0167842j 3.52356e-15+0.0169515j -3.92043e-15-0.00806902j -5.19246e-15-0.0357931j -1.11503e-15-0.0122158j -3.03675e-15-0.00990398j -1.08758e-15-0.0141746j -2.34893e-15-0.0144124j -4.59009e-15-0.0232258j 1.19328e-15-0.0298178j 2.21173e-15+0.01636j 1.02179e-15+0.00164212j 6.13828e-15+0.0281182j 2.08149e-15+0.00502387j 1.89144e-16+0.00690504j -1.34656e-15+9.81668e-05j -1.07754e-15+0.0134589j 6.79493e-15+0.0558308j -3.78867e-15-0.0228397j 9.66372e-16-0.00271531j 2.26081e-15+0.0213249j -2.05861e-15-0.0142602j -3.2939e-15-0.0161834j -1.95057e-15-0.0162531j 3.28469e-15+0.00106422j -1.19824e-15-0.0108445j -5.04564e-15-0.0323565j -3.06714e-15-0.0111528j -2.05665e-15-0.0027782j 2.89477e-15+0.0157471j 2.98101e-15+0.0368614j -1.79064e-15-0.0104372j -2.30152e-15-0.00477301j 3.51003e-15+0.0309084j -2.45932e-15-0.0135524j -8.01824e-16+0.00267002j 1.93317e-16+0.0105796j 3.06402e-15+0.0161011j 2.17402e-15+0.0136183j -2.67178e-15-0.0136013j 5.74317e-15+0.0357789j 8.11567e-15+0.0169515j 6.14739e-15+0.0297236j 
1.87321e-15+0.0335622j -1.78582e-15-0.00495804j 1.83551e-15+0.0401732j 1.44892e-15+0.0230485j 7.35071e-16+0.00361732j 9.52677e-16+0.0204045j -3.11255e-16+0.0112304j -9.7008e-16-0.0108822j -9.21242e-16-0.0237557j 1.34577e-15+0.0298431j 6.17639e-16+0.0236633j -3.23713e-16-0.0106192j -6.89896e-16-0.0164418j 9.14501e-16+0.0243829j -9.78018e-16-0.011735j 3.99834e-15+0.00743498j 1.20717e-15+0.0247566j 3.33613e-16+0.00983556j 1.22595e-15+0.0373688j 1.25377e-15+0.00693396j 1.59013e-15+0.0247359j 6.87595e-16+0.0250102j 5.92331e-16+0.00814317j -3.40795e-16-0.00562392j -1.47072e-15-0.0238579j -2.07003e-15-0.051393j -2.81893e-16-0.00371083j -1.44269e-15-0.00958445j -5.84219e-14+0.0174737j 8.26868e-17+0.0300925j -2.44153e-15-0.0332447j 3.19473e-16+0.00987375j -3.40968e-16-0.0260642j 1.22528e-16-0.00518821j 1.29414e-15+0.0236124j 1.46723e-16+0.0168577j -1.13929e-16+0.00612086j -1.67185e-15-0.0188157j 6.44105e-16-0.000246762j 2.55188e-15+0.0370771j 7.59959e-16+0.0177611j 1.09445e-15+0.0302289j -1.20417e-16-0.00570616j 6.25007e-16+0.0188141j 1.42816e-15+0.0215848j 6.62776e-16+0.0154362j 2.17926e-16+0.0091907j 3.59289e-16+0.00644074j -7.69894e-16-0.00464502j -4.282e-16+0.0109052j -1.28092e-15-0.0261743j -8.2371e-16-0.0229716j -2.21922e-16+0.00253742j -2.43354e-15-0.0410867j -3.24824e-17+0.00154492j -1.78086e-15-0.0305307j 
-1.54039e-15-0.0202419j 2.50051e-15+0.0472053j -1.24757e-15-0.0129176j -8.18955e-16-0.0244447j -4.33359e-16-0.0211376j -6.0817e-16-0.00457252j 3.6752e-17+0.0226474j 4.04231e-16+0.0222145j 5.76051e-16+0.00497272j -8.0181e-16-0.0262771j -4.3615e-16+0.00609999j 3.67672e-16+0.00504856j 4.65121e-16+0.0154929j -5.51958e-16-0.00149012j 1.35597e-15+0.00264956j -1.26513e-14-0.0351278j -6.8732e-16-0.0182538j -4.98819e-16-0.00923814j -8.97999e-16-0.00228058j -7.83113e-16-0.0323758j -1.03219e-15-0.0257965j -4.70339e-16+0.013917j 4.31497e-15-0.0477094j 7.04978e-16-0.0027408j 9.88026e-16+0.0238801j 1.26543e-15+0.0050865j 1.79508e-16-0.00798006j -9.11539e-16+0.00847891j -5.9035e-14+0.0172686j -9.62728e-16+0.0143866j 1.10487e-15+0.0487572j -4.66895e-16+0.0117748j 5.38574e-16+0.00443138j 1.92576e-16+0.00118091j -5.51141e-16-0.0347506j -2.67782e-16+0.00921172j 6.29526e-17+0.00625722j -2.7748e-16-0.0135582j 1.92932e-16-0.0108683j -1.6208e-15-0.0287927j 7.11716e-16+0.0239979j -6.52556e-16-0.00256448j 1.45649e-16-0.0148748j -4.08135e-16-0.00737442j -8.26686e-16-0.0202463j -4.31714e-16+0.00498011j -2.28953e-17-0.0014014j -2.68147e-16-3.56755e-05j 2.68374e-16+0.0251673j 5.12334e-17+0.0270623j 7.78802e-16+0.0120251j 5.79203e-16+0.00449354j 7.25023e-17+0.0134424j 1.54075e-15+0.0339638j -9.9439e-15-0.0438638j -1.01578e-15+0.014216j 
-4.92714e-16-0.0194262j 1.54547e-15+0.0728649j -1.4323e-16-0.0100152j 5.77624e-17-0.00958687j 4.1936e-16-0.0329702j 1.26258e-16-0.00829401j -4.65121e-16+0.0225929j 3.68074e-17-0.00295867j 7.93959e-18-0.00155231j 1.66895e-16-0.0225798j 4.74862e-17+0.0121005j 1.22815e-16+0.000995432j -9.07246e-16+0.0607879j 5.30955e-16-0.0170662j 1.00865e-15+0.00292379j -1.44914e-14-0.0446082j 5.94897e-16-0.0291962j -6.69019e-16+0.00215325j -7.80488e-16+0.0326474j 1.99116e-16-0.0347897j 1.4246e-16-0.0166306j -4.82917e-16+0.0258537j 4.28131e-15-0.0388271j 6.23778e-16-0.00508583j -4.02897e-16+0.0332106j -8.55758e-17+0.0215047j -5.11609e-17-0.0101721j -2.56097e-15-0.0326904j -1.78681e-13+0.0532386j -1.30573e-15+0.0234834j -5.93811e-16+0.0328237j -5.15531e-16+0.0228707j -2.65206e-16+0.0022834j -1.19189e-16+0.0206519j 1.38245e-15-0.0446385j 4.43343e-17+0.00256809j -1.33902e-16+0.00366169j 7.50128e-16+0.00902175j -3.45282e-17-0.0273809j -2.3444e-16-0.0212251j 5.35867e-16+0.034369j 1.68489e-16+0.00297952j 7.0052e-16-0.0387954j 1.16894e-15-0.0500441j 1.59887e-16-0.026023j 6.71779e-17+0.00787938j 5.53464e-17+0.00548385j 1.30174e-16-0.00341084j 6.6156e-17+0.00174953j -5.30318e-16+0.0282377j -4.25315e-17+0.0054252j 3.44819e-16-0.00474697j 6.29666e-17-0.000303156j -3.18779e-16+0.0365463j -1.40749e-14-0.069162j -3.32874e-15+0.0141177j 
-8.41667e-15+0.0200423j -1.44789e-14+0.0370221j -1.26741e-14+0.0307535j -1.06354e-14+0.0261485j 7.41156e-15-0.0178493j -2.28753e-15+0.0057967j -1.14812e-14+0.0278118j 9.59227e-15-0.0232981j 9.49982e-15-0.0231945j -1.40928e-14+0.0341081j -6.50836e-15+0.0158026j 4.27513e-15-0.0097837j -8.14945e-15+0.0187398j 1.1699e-15-0.00189748j -1.79315e-15+0.005596j 1.49511e-15-0.0214429j -1.85423e-15+0.00469679j -1.05599e-14+0.0247402j -2.03259e-14+0.0480716j 1.12068e-15-0.00218871j -6.69897e-15+0.016497j -1.45501e-14+0.0353637j -6.42363e-15+0.0123776j -2.71413e-15+0.00533895j 7.98594e-16-0.00233685j 1.39291e-14-0.034673j -7.02017e-15+0.0170241j 1.58682e-14-0.047128j -2.41307e-13+0.0645117j -1.31127e-14+0.0289584j 7.40861e-15-0.0178877j -6.85046e-15+0.0166676j 8.96264e-15-0.0209396j 1.63337e-15-0.00395813j 3.63714e-15-0.00793751j -2.83417e-15+0.00677728j -5.69541e-15+0.0131878j -7.39505e-15+0.0220729j 6.33167e-15-0.0174388j -1.34423e-14+0.0337481j -1.37768e-14+0.0362021j -1.03804e-14+0.0257517j 5.86901e-15-0.0137893j 8.5231e-15-0.0191309j -4.20678e-15+0.0107201j -2.20117e-16+0.000920887j -7.68921e-15+0.018983j 3.28748e-15-0.00784002j 8.63286e-15-0.0208427j -1.11242e-14+0.0268775j 8.17001e-15-0.0199798j 1.47892e-14-0.0356798j 4.69322e-15-0.0116279j 7.15598e-15-0.0178448j 6.60518e-15-0.0392972j 5.12042e-15-0.017778j 
-8.64985e-17-0.000313267j -3.25084e-17+0.00840003j -1.70681e-17+0.00529661j -3.62377e-16-0.0120478j 3.45778e-16+0.00808022j 1.13008e-16+0.000223186j -2.8345e-16+0.0046881j 3.76547e-16+0.0159923j 2.10683e-16+0.00863631j -3.55061e-16-0.00537181j -1.09031e-16-0.0145451j -2.62181e-17-0.00682265j -1.61241e-16-0.00233592j 8.34545e-17-0.0137431j -1.70887e-17+0.00326511j -1.71501e-15-0.00540182j 2.22896e-16+0.0121775j -1.13173e-16+0.00303005j -3.13905e-16-0.0263203j -1.89561e-17+0.00293865j -1.9832e-16-0.00978122j -1.39165e-16+0.0028853j -9.39589e-16+0.00829255j -2.78777e-16+0.00121977j 7.45494e-17+0.00716429j -4.72175e-17-0.0108453j -2.57222e-16+0.0122157j 1.04133e-15+0.0132131j 2.50977e-14-0.0078436j 2.13383e-16-0.0205758j -1.33331e-17+0.000518466j -1.5692e-16+0.00382953j 8.54596e-17+0.0105264j -9.78538e-17-0.026743j 2.57185e-16-0.00611029j 2.36348e-16+0.00547432j -1.02631e-16+0.0136507j -4.23171e-16+0.0061315j 1.73957e-16+0.010361j -2.74879e-16+0.00157436j -2.09071e-16+0.00410387j -1.66394e-16-0.011127j 5.09608e-17+0.0098884j 1.9846e-16-0.00531744j -8.88783e-17+0.000656525j 9.03423e-17-0.0112338j -3.79408e-16-0.0175276j 2.11774e-16+0.000459708j 3.77912e-16+0.0109799j -2.81902e-16+0.00111746j 1.06347e-16+0.00569196j 3.29637e-16-0.00224345j 3.75597e-16+0.0105031j -4.07072e-17-0.000157492j -2.0496e-15-0.00975277j -5.52216e-16-0.00249054j 
-1.47484e-16+0.00815517j 2.69006e-16+0.00399484j -1.32864e-16+0.00787354j -8.0738e-17+0.0202371j -5.80233e-17-0.0201982j -3.06642e-17+0.000606203j 6.76797e-17+0.0238409j 1.08287e-16-0.0147137j 1.19708e-16-0.0209031j -3.21921e-16+0.0337381j -1.19203e-16+0.0184249j 4.43015e-17+0.00745183j 2.68232e-17-0.0244803j -7.04073e-17+0.0226421j 3.45331e-16+0.0101816j -4.28165e-15-0.0112789j -9.66708e-17-0.0088242j -2.07645e-16+0.00944098j -4.11291e-16+0.0318147j -1.60092e-17-0.00533998j -1.59161e-16+0.0105194j 4.12071e-18+0.0123275j 6.25098e-16-0.00733726j -8.61625e-16+0.0128872j 1.82525e-16-0.0131401j 1.62637e-17-0.0249857j 1.87471e-18+0.0133213j -2.16481e-15-0.0218393j -1.30486e-13+0.0390585j -1.24519e-15+0.0361544j 6.02292e-17+0.0130224j 1.21051e-16-0.00443329j 6.58323e-16-0.0249142j -6.15759e-17+0.00708773j -9.81448e-17-0.000918332j -4.46825e-17-8.0794e-05j 3.33153e-17-0.000883542j 7.7628e-16+0.00423353j -3.38709e-16-0.0146721j 8.32384e-17+0.0139938j 7.40376e-16+0.0177174j -1.28303e-16+0.0250076j -1.33671e-16+0.00520983j -1.85163e-16+0.0285688j -6.30445e-18+0.010408j -2.55242e-17+0.00251323j -1.48364e-16+0.0354972j 1.74427e-17-0.0110192j 6.70182e-17-0.0110089j 3.22559e-17+0.0255288j 1.01742e-16-0.0113194j 6.90448e-17-0.0202616j -2.8006e-17-0.0143616j 1.60932e-16-0.00558937j -1.27034e-15-0.00399012j -1.32896e-16-0.00351623j 
6.25356e-16-0.021933j 7.21336e-16+0.0144779j 9.26829e-16-0.0216529j 7.28097e-16-0.0258657j 1.27416e-16-0.0117122j 3.79474e-16-0.00682602j -2.01149e-17+0.0138778j -7.17999e-16+0.0272997j -5.2909e-16+0.00945262j 8.22684e-16-0.0210609j 4.93857e-16-0.00178992j -4.74343e-16+0.0112013j 3.53547e-16-0.0166233j 9.60737e-17+0.00697469j 2.87402e-16+0.00635111j -6.4714e-15-0.0193174j 6.54933e-16-0.0157136j 4.58348e-16-0.0144915j 1.39578e-15-0.0245948j 1.32294e-16-0.0220192j 6.38416e-16-0.025798j 5.3159e-16-0.00473924j 4.93754e-15-0.0398605j -7.97154e-17+0.00350142j -2.9374e-16+0.0130997j -7.6034e-16+0.00652775j -2.68145e-17-0.00204698j -4.29726e-16+0.0273242j 2.79224e-14-0.00862763j 4.96884e-16+0.00343199j -1.6918e-15+0.0521734j 4.18938e-17-0.00388179j -5.51061e-16+0.00620169j 1.24571e-16-0.00408199j 8.50972e-16-0.0219664j 3.19293e-16+0.00360651j 2.68929e-16+0.00125773j -1.01044e-15-0.0164167j 4.25439e-16-0.000753888j 6.31406e-16-0.031672j 5.24538e-16+0.00540882j 5.77394e-16-0.0082903j -4.25494e-16+0.00644734j -5.38613e-16+0.0211926j 3.75356e-16-0.0139908j 1.9375e-16-0.00129896j 1.23012e-16+0.000938806j 9.15212e-17-0.00194199j -6.48476e-16+0.0275367j -8.58818e-17+0.0167996j -6.7265e-16+0.0166998j -6.0319e-16+0.0123581j -1.0009e-16+0.0117221j -9.36941e-16+0.0311817j -1.83905e-15-0.0113673j -1.06096e-15+0.0180767j 
