-0.0115488+0.0139511j 0.00942212-0.003357j -0.00238481+0.00645454j 0.0146841-0.0104239j 0.00620301-0.00574353j 0.00761539-0.00152721j 0.00906024-0.000683844j -0.00192727+0.00109089j -0.00359205+0.00250267j -0.00956385+0.00763892j 0.00707253-0.00115425j -0.00952694-0.000539064j 0.0165947-0.01109j -0.00970521+0.000965086j -0.00651887+0.00634736j 0.00887518-0.00524755j 0.00324014-0.000621341j -0.0101169+0.000567861j -0.000391408-0.00597243j 0.00721032-0.00466512j 0.00603984-0.00362139j 0.00320687-0.00494015j -0.00364602-0.00362876j -0.000325648-0.00878429j 0.000629809+0.00664829j -0.00750333-0.00575654j 0.00604415+0.0194317j -0.0161875-0.00523935j -0.00719888-0.0204004j -0.0130854+0.00533051j -0.0059442-0.0387175j -0.0393559-0.00382954j -0.0056288+0.00716876j -0.0143331-0.00849207j -0.00107515-0.00182243j -0.0021465-0.00511071j -0.00269931+0.00382473j 0.00618989+0.00367565j -0.00114941-0.00182024j 0.0031705-0.000425456j -0.00162207-0.00113634j 0.00125472+0.00593263j -0.00479981-0.00984166j -0.00784979-0.0127461j 0.00260438+0.00555706j -0.00285291-0.0050851j -0.00769605-0.00655609j -0.00196587-0.0094441j 0.00242444+0.00720246j -0.00717101-0.00800076j 0.00329202+0.00740265j -0.0013058-0.00530309j -9.56895e-05+0.00371587j 0.0019461-0.00908396j -0.00532285-0.00475454j -0.000710922-0.00595311j -0.00269914+0.00267238j 0.00436592-0.0134878j -0.000519906-0.0020365j 0.00150739-0.00365138j -0.0057677-0.00204818j -0.00898707-0.000848576j -0.0095135+0.0145989j -0.00468153-0.00367984j 0.00435765-0.00163963j -0.00312993-0.00470393j 0.000708784+0.00348225j 0.00173142+0.00701746j 0.0018199+0.000710442j -0.00443666+0.00832413j 0.0204188+0.0181717j 0.00935241-0.0348935j 
-0.0295392-0.0452638j -0.0190225+0.0355073j 0.0139434-0.0268484j -0.0146718+0.0170147j 0.00588827+8.64209e-05j 0.00905483+0.0168395j 0.0217728-0.010982j 0.0140161-0.00248757j 0.00158932-0.00571747j -0.00668757-0.0044792j 0.0026826+0.00141072j 0.00156253-0.00919395j 0.00238069+0.00798523j 0.00386949-0.00257069j -0.00563338-0.00227832j 0.00041438+0.00357711j 6.66117e-06+0.00189976j -0.0020851+0.000305261j -0.000828786-0.00394273j 2.01862e-05+0.00205784j 0.000613175-0.000802168j -0.00170531+0.000179049j 0.00370347+0.00991419j -0.00348527-0.00130012j 0.00423823+0.00612545j -0.000413973+0.000615546j 0.0199346+0.0187413j 0.000134788-0.00611812j 0.016542+0.0062576j 0.0342656+0.0244234j 0.00245237-0.00557213j -0.0232664-0.0172106j 0.00231094-0.0264836j -0.0167203+0.0121547j 0.00664841+0.00777129j 0.0177359+0.00139527j 0.0190959-0.0247328j 0.00559832+0.00666601j 0.00132388+0.00299057j 0.00645529-0.00360241j -0.00138159+0.00788872j -0.00522409-0.00298607j 0.00708185+0.00536239j 0.00321691-0.00243836j -0.000970509-0.00416473j -0.00262677+0.00257463j 0.00198915-0.00576609j 0.00102603+0.00403277j 0.000918229-0.00805226j -0.00252784+0.00589839j -0.00341735-0.000653378j -0.00399679-0.00128304j -0.000993286+0.00223839j -0.00143324-0.00327816j 0.00170892+0.00205552j -0.00259174+0.00521425j -0.00241518+0.00101325j -0.000811145+0.000458226j -0.000968272+0.00280314j 0.00199393-0.00201654j 0.0016904-0.00391535j -0.000185081+0.000536395j -0.00134882-0.00390033j -0.000488391+0.00360211j -0.00248842-0.00146652j -0.000986716+0.00586827j -0.00282272+0.00238626j 0.00186366+0.00107333j 0.0012032-0.00508813j -0.00285037-0.000644833j 0.00259173+0.00257081j -0.00243885+0.00448537j 
-0.00944454+0.0387816j 0.0305074+0.0361968j 0.00147429+0.00341287j 0.0108133-0.00504647j 0.00804475-0.0123026j 0.00521184+0.012862j 0.00166481-0.00447713j -0.00249804+0.0054319j -0.00545135-0.00153647j -0.00824104+0.00951658j -0.000399894+0.00345649j 0.00253919-0.00418961j 0.00432755+0.000142534j 0.00480785+0.00433245j -0.00475919-0.00554566j -0.000384066-0.00182831j -0.00106849+0.00172986j -0.00519411+0.000169812j -0.0018672+7.20469e-05j 0.000918606+0.00348401j 0.00561178+0.00125042j 0.000948718+0.00134213j -0.00879637-0.0020486j 0.00910643+0.0066552j 0.00180544+0.00264166j 0.00481305+0.00425026j -0.00711036-0.00635766j -0.0157737-0.0116001j -0.0327382-0.0176054j 0.00784261+0.000134455j 0.0215173+0.0133505j 0.00526954+0.00301419j -0.0168134+0.0146689j -0.000432647+0.00440021j -0.00756331-0.00118428j -0.00816857+0.0220991j 0.01051-0.00426057j -0.011616-0.00531254j 0.000251679+0.0048394j 0.00188816-0.0120696j -0.00494966+0.00979698j 0.00205799+0.000551372j -0.0024201-0.00681576j 0.00165371-0.00385126j 0.00131301+0.00227947j 0.000885873+0.00628821j 0.00419632-0.00521754j -0.000273023-0.00376748j -0.00280946+0.00215625j 0.0023596+0.00477954j 0.000513836+0.00158147j -0.00473081+0.00570638j -0.001346+0.000306388j 0.000539857+0.00113173j 0.0011275-0.000541793j -0.00120937+0.00521847j -0.0002661+0.00211454j 0.00319255-5.28854e-05j -0.000106675+0.00178662j 0.00153422-0.000904897j -0.000534458+0.00112826j -0.00385751+0.00529725j -0.00246325-0.000467247j 0.00149121-3.78759e-05j 0.000452063+0.00277563j 1.85839e-05+0.00393154j 0.00232327-0.00253089j 0.00197085-0.000932051j -0.00129867-0.00416265j 0.000874557+0.00571319j 0.00190775-0.00513759j -0.000106757+0.00299204j 
0.00388493+0.0187216j 0.0364175+0.0228156j -0.0143296+0.0169369j 0.00863801-0.048825j -0.0362525+0.0351341j 0.0339413+0.00688865j 0.000149009-0.0309964j 0.0124698+0.00883801j 0.000740938+0.00613318j 0.00630806+0.0157681j 0.0185442+0.00234712j -0.0108777-0.0120834j 0.00677313-0.00615749j 0.0178757-0.00610373j -0.0182286+0.013466j -0.00216545-0.00560533j -0.00142044+0.00121474j 0.000928613+0.00284437j 0.0114031-5.7106e-05j 0.00717091+0.00638354j -0.000451757-0.00198105j -0.000462788+0.00394796j -0.0142594+0.00319829j 0.00407552+0.0079138j 4.73982e-05+0.00458132j -0.00512639+0.00363007j -0.0101862-0.0130137j -0.00845548-0.0163703j -0.0214101-0.0217661j -0.00486376-0.0168592j 0.0110487+0.0122655j 0.00342855+0.00559614j -0.00447184+0.0234645j 0.0119795+0.0136874j -0.00642932+0.0048228j 0.0172783-0.00676072j -0.0225705-0.0127591j -0.00798786-0.00786154j 0.0150105-0.00476067j -0.00208888-0.0195221j 0.00431762+0.0149045j 0.00314256+0.00829418j 0.00366376-0.0146278j 0.000898755-0.00982392j 0.0143171+0.00107963j -0.00617758+0.00669816j 0.00312572-0.0165554j -0.00277806-0.00263706j 0.0033992-0.0047602j 0.00341953+0.0087554j -0.000412843+0.0104348j -0.00324403+0.00839352j -0.00197801+0.00557468j -0.00374839-0.00174592j -0.00264283-0.00265549j 0.0107372+0.00567761j 0.00114827+0.000182766j -0.00316555+0.00189411j -0.000750807+0.00121244j 0.00101284-0.00193526j 0.00233582+0.000128225j 0.00161734+0.00356011j -0.00632976+0.00244871j 0.00067764+0.00108912j 0.000208584+0.000525788j 0.00391955+0.00127174j -0.00377483+0.00297176j -0.00200624-0.00259629j -0.00154669-0.00219949j -0.00142891+0.00291819j -0.00319098-0.00421775j -0.00103334+0.000469354j 
0.0478822+0.019818j 0.00766754-0.0281728j 0.0167698+0.0402766j 0.0353331+0.0261776j 0.0170371+0.00134305j -0.00956358+0.0320222j 0.0276072+0.0298485j -0.0262476+0.0239742j -0.019346-0.0107259j -0.0329422-0.0171695j 0.0017693+0.0104014j 0.018322+0.00985329j 0.0056605+0.00884439j 0.000663312+0.0196206j 0.000601859-0.0177619j 0.00600272+0.00105097j -0.00882349-0.00555927j -0.0156972-0.000418717j -0.00448136+0.00649629j -0.00873472-0.00421707j 0.0103849-0.000218698j 0.000610158-0.00227555j -0.0155806-0.0220538j 0.00254667-0.00634821j -0.0114282-0.0129327j 0.00392523-0.00460289j -0.020637-0.0164997j 0.0159523+0.0282818j 0.00122444+0.0221682j -0.0256545-0.0186436j -0.00940467-0.00624424j 0.0243865+0.0159512j -0.0131599+0.0136402j -0.0153098-0.0262739j -0.00833148+0.00759084j -0.00751325+0.00211762j 0.00294543-0.00303181j -0.0172828-0.023727j -0.00416462-0.00934707j 0.00499117+0.0109304j -0.00615928-0.00707167j -0.000440553+0.0120182j 0.00373409-0.00317066j 0.00787886-0.0108523j -0.00276302+0.00846321j 0.00107964-0.0132283j 0.0129946-0.000643951j 0.00406725-0.00264686j -0.000880698+0.00201221j -0.00209212+0.00457224j -0.00375184-6.77096e-05j -0.000168893-0.00293612j -0.00306098+0.000735919j 0.00221312-0.00251295j 0.00349704-0.00606421j -0.00855376+0.00897643j -0.000508761-0.0015316j 0.00162388+0.00129857j 0.0033441-0.00192624j 0.00194561+0.00169853j -0.000674197-0.000302824j -0.00518063+0.000908785j 0.000712163-0.00673496j -0.00106269-0.00505168j 0.0064542+0.00207103j -0.00214797+0.00090669j -0.0016437-0.00248711j 0.000422953-0.00157146j 0.0065176+0.00408807j 0.00287706+0.000103532j 0.00471163+0.00278643j -0.00199347-0.00389199j 
-0.00577579+0.00561102j 0.0115215-0.00436543j 0.0248049-0.0125096j -0.0314404+0.0220527j 0.00462135+0.00336359j 0.0309225+0.0531978j 0.0361405-0.00131129j 0.0263173+0.011461j -0.00415606-0.0116507j -0.0219971-0.0190964j 0.00657312+0.0168334j 0.00121203-0.0113057j 0.011997+0.0157211j 0.00509329+0.0100305j -0.00971918-0.0100577j 0.00178386+0.00451506j -0.00224608-0.00381343j -0.0057345-0.00404335j 0.00286954-0.000643031j 0.000963573+0.0028337j 0.00475858-0.000903071j -0.0013322-5.50462e-05j -0.00594628-0.00948206j 0.00130627+0.000613524j -0.000911167+0.00416185j -0.00153924-0.000622866j -0.00429336-0.00638905j 0.00113224+0.000559697j -0.00294176-0.001021j -0.000424746-0.00150304j 0.00880566-0.00365587j 0.00434746+0.00108914j 0.014919-0.0112066j -0.0117236+0.000384896j 0.00973145-0.00704633j 0.00778937+0.000943198j 0.0206744-0.0259282j 0.0144513-0.00975385j -0.000863849-1.92502e-05j 0.00355817-0.00869862j -0.0079442+0.0204491j -0.00604792+0.0149354j 0.0177804-0.00424687j 0.0105746-0.0168031j -0.00444274+0.00772086j -0.0101788-0.00911586j 0.00740574-0.012013j 0.00469781-0.00264651j 0.00334417-0.00980115j -0.00470575+0.0129637j -0.00755161+0.005707j -0.00109334+0.00304265j -0.00417062+0.00123185j 0.000245385-0.00810155j 0.00110517+0.00076556j -0.00392109+0.0135199j -0.00211081+0.00504833j -0.00335839+0.00040238j 0.00197653+0.00296055j 0.00296607-0.00121097j 0.00295693+0.00317545j 0.00143166-0.00100321j 0.000441428-0.00316717j -0.00173498-0.0015919j -0.00214421+0.00490806j -0.000347266+0.00155852j -0.00554482+0.000251783j 0.000159397-0.00509604j 0.0024925+0.00431278j -0.00390919+0.00305897j 0.00251878-0.00161898j -0.00231316-0.00143659j 
0.0482435+0.0152769j -0.0308043-0.0310988j -0.0345949-0.00409454j -0.0123307-0.0162479j -0.0769206+0.00162749j -0.0186152+0.0168725j -0.01857+0.000417468j 0.00835221-0.000382115j 0.0210894+0.00474505j 0.0337779-0.00670274j -0.00185607+0.0149707j -0.00337098-0.0074415j -0.0140244+0.00157439j -0.00158548+0.00076422j 0.00357513+0.00759191j -0.000871849+0.00420622j 0.00144512-0.00712098j 0.018861-0.000690981j 0.0149909+0.00745954j 3.37078e-05+0.000129442j -0.0118974-0.00490931j -0.00192795-0.000265515j 0.00366038-0.00210211j -0.0128343-0.00754267j -0.00933647-0.00154097j -0.0129605-0.00541106j -0.00742169-0.00390873j 0.0180991+0.00889315j 0.0206911+0.012795j -0.0383946-0.0140005j -0.0221901-0.0145254j 0.00667524+0.000701268j 0.00991151-0.00056285j 0.0316554+0.00806941j 0.00406908+0.000581603j 0.0132509+0.00666232j 0.00759658-0.000692842j 0.0165619+0.00990474j 0.00748197+0.00537204j -0.00997213-0.0129327j -0.00260351+0.00618974j 0.00234788+0.00873788j 0.000369134+0.0120266j 0.00116112+0.00513153j 0.00312084+0.00867761j -0.000406168-0.0166968j 0.00644697-0.00357594j 0.000540237-0.00124958j 0.00627151+0.000600195j -0.00502279+0.000202179j -0.00422621-0.00508231j 0.00541437+0.00747868j -0.00142101-0.00269431j 0.00187103-0.00154948j -0.00239142+0.000924105j -6.39125e-05+0.00379698j 0.000848286+0.00437171j -0.00340079-0.00313292j -0.00342167-0.000416421j -0.00021799-0.000532243j 0.00472409+0.00473054j 0.00323104+0.00036775j 0.00145552+0.00102805j -0.00308219-0.00306425j -0.00536124+2.37152e-05j -0.000885334-0.00155637j -0.00526163-0.00217551j 0.00221469-0.00264174j -0.00490938+0.00462372j -0.0031644-0.00129516j -0.00461709-0.00128976j 0.00103936-0.0022565j 
-0.0061672-0.0392466j -0.0659287-0.0378474j -0.0122587+0.015149j 0.0284923+0.0247865j 0.0170139+0.0467345j 0.0281972-0.00270557j -0.00884715-0.0198429j 0.00124463-0.000596813j -0.00194424+0.000108006j -0.0106764-0.000656174j 0.00674944-0.0142401j -0.0107256+0.000994103j 0.008384-0.00318433j -0.000507964-0.00938783j 0.00281654+0.0112218j 0.00482223+0.00139426j -0.00361522+0.000597301j 0.0025074+0.00818009j 0.000618839-0.00837555j -0.00254628-0.00511579j -0.00686866-0.00649294j -0.00270234+0.000204244j 0.00619479+0.011165j -0.0152252-0.00817852j -0.00216794-0.000174674j -0.00636397+0.00202383j 0.0165998+0.0141053j 0.0253745+0.0122048j 0.0496276+0.0298449j 0.00698743+0.0111913j -0.0279909-0.0112521j -0.0172771-0.0102047j 0.00329961+0.00492851j 0.00120186-0.0150491j 0.000665673+0.0157323j 0.00984395-0.0189334j -0.0175786-0.0123592j -0.00620527-0.0164153j -0.00100427-0.0160312j 0.000712844+0.00442088j 0.00221295+0.000887413j 0.000711992+0.00406892j 0.00563517-0.0144426j 0.00232022-0.015584j 0.00936308-0.00778312j -0.00832176+0.00832376j 0.00236124-0.00892478j -0.000336472+0.00263427j 0.00464979-0.00856039j 0.00156616+0.00479799j 0.00236856+0.0101044j 0.0031422-0.00129531j -0.00122866+0.00579317j -0.00261252-0.00348076j -0.00189129+3.12296e-07j 0.00425484-0.00129913j -0.00281497-0.00335258j -0.00186977+0.00328059j -0.00108633+0.00152482j 0.0017796-0.00155279j 0.00190533-0.00535187j 0.00311541-0.00313199j -0.000442101+0.000383263j -0.00237006+0.00177616j 0.000823153+0.00081198j 1.30511e-06+0.000461626j -0.00270383+0.00730789j -0.00365521-0.000310232j 0.00740435-0.00132572j 0.000173752+0.000131394j -0.00139395+0.00356932j -0.00475058-9.46936e-05j 
-0.0611153-0.0471104j -0.019842+0.0284588j -0.0539331-0.00822526j 0.0379959-0.0382237j -0.0404893-0.000911884j -0.0220337+0.0330017j 0.0024881+0.0119721j -0.0108012+0.0326523j -0.00367673+0.000799487j 0.00689997-0.00643517j -0.0024996+0.00568308j 0.00460639-0.00672877j -0.00110047+0.0104837j -0.00126306+0.00515294j -0.00823132-0.0104902j 0.00356149+0.00142586j 0.00472248+0.00339476j -0.00268509-0.00116607j -0.00526857+0.000700746j -6.25261e-06+0.00424968j 0.00259389-0.000959389j -0.00160003-0.00237369j 0.0103792+0.000917614j -0.00241617-0.00131538j 0.00518588+0.00760621j 0.00184342-0.00119637j 0.0338766+0.0129626j -0.00521006-0.00715634j 0.0134219-0.00066869j 0.0504665+0.0293802j 0.0027414+0.0148971j -0.0336534-0.0166978j -0.0129075+0.0125798j 0.00986583-0.00498199j -0.0205106+0.016152j 0.00361001+0.0304971j -0.00736229+0.00311582j -0.0132485-0.0125161j 0.0020953+0.00349051j 0.00484024-0.00682998j -0.000363634-0.00749273j -0.00209148+0.00585873j -0.00658132+0.00954127j 0.00275744+0.00523899j 0.00552698+0.0110938j 0.00923754-0.0161188j 0.0116852-0.000933078j 0.000794627-0.00501891j -0.000148363+0.00980442j -0.00164268+0.0020428j -0.0057207-0.00375864j -0.00185051+0.0060287j -0.00124606+0.000269115j 0.0014597+0.00123843j 0.00211141-0.00629622j -0.00610031+0.00891987j -0.00116824-0.00163398j 0.00346234-0.00193763j -0.00310498-0.00359403j 0.00218354+0.000379586j 0.00265828+0.00131615j -0.00350337+0.00798838j -0.00161609-0.00335307j 0.000224221-0.00572229j -0.0028633-0.00263351j -0.00442773+0.00432631j -0.00213215-0.00418479j 0.00734663-0.000882238j -0.00157589-0.00166352j -0.00491015-2.29275e-06j 0.00621822+0.000184324j -0.00212504+0.000943552j 
-0.0161104+0.00757944j 0.0360986+0.0336455j -0.0738972+0.018546j -0.0528333+0.00593128j -0.0201907+0.0349251j -0.0038432+0.012893j -0.0340003+0.019186j 0.00299001-0.0102818j 0.0152452-0.0106916j 0.0217935-0.0157474j 0.00640145+0.000881488j -0.00946136+0.00384555j -0.00905709+0.00661417j -0.00156391-0.000166568j 0.00690281-0.00156517j -0.00462484+0.00224975j 0.00200296-0.0017995j 0.00746587-0.00789739j 0.00433232-0.00529678j 0.00575489+0.000424895j -0.00455465+0.00450397j -0.00197464+0.000998245j 0.00304116-0.00223539j 0.00432364+0.00480903j 0.00879715+0.00316054j 0.000211596+0.00437746j 0.00233351+0.000124317j -0.0260651-0.00923661j -0.0340834-0.0176375j 0.00613889+0.00691408j 0.0186021+0.00799396j -0.00520971+0.0104671j 0.00299931-0.020657j 0.0333212-0.0252123j 0.0225076+0.0261843j 0.0128606-0.000775743j 0.0145583+0.0358026j -0.00103732-0.00255063j -0.00140849-0.0156574j -0.0072683+0.00429814j 0.000724309-0.00516406j 0.00882056+0.00154478j 0.000905552+0.0063728j 0.00292337-0.00109906j 0.00223434-0.0185874j -0.00462358-0.00601833j -0.000979083-0.00329815j -0.00289045+0.00596363j 0.00655206-0.00725333j -0.00147876+0.000165397j 0.00053373-0.00291782j 0.00938769+0.00328647j 0.00169228-0.00316543j 0.0009482-0.000687375j -0.00255694+0.0060686j -0.00112476-0.00403197j -0.00276805+0.0017666j 9.09851e-07-0.000982936j -0.00657861+0.00517539j -0.000377911-0.000323397j 0.0032594+0.000307948j 0.00699486-0.000787298j 0.00375212+0.00311924j -0.0032965-0.00120527j -0.00927243+0.00421558j 0.000496699-0.000979793j 0.000133083+0.000865588j 0.00298809-0.00328715j -0.00537315+0.0026476j -0.00314063+0.00117932j -0.00125267+0.000960382j 0.00656015+0.00212477j 
-0.00688847+0.0104054j -0.0282809+0.0258556j -0.0745025+0.0475948j 0.0567011+0.0282153j -0.0228632+0.00358256j -0.000827043-0.0119732j -0.0193244+0.0142003j -0.0289194-0.0117294j -0.000584733-0.0107611j 0.0111267-0.00300021j 0.00130107+0.00401678j -0.00615486+0.00842081j -0.00660821-0.00200422j 0.000781626+0.00683714j 0.00525305-0.00678158j 0.00153847-0.00199312j -0.00202476-0.00160172j 0.00713044-0.00529407j -0.00210603+0.000786116j -0.00401852-0.000176896j -0.00780304+0.00558978j -0.00195619+0.0013405j 0.00528528-0.0102366j -0.00742249+0.00821852j 0.00447366-0.00256406j -0.000655819+0.00108008j 0.0114906-0.011953j 0.00284901-0.0055653j 0.0124553-0.0249461j 0.0101137-0.00434326j -0.00737319+0.0115462j -0.00796026+0.0133328j 0.00892532-0.0157567j 0.00217963-0.00112658j 0.00251818-0.0280341j 0.0102454-0.0109055j 0.00719506-0.0137416j 0.00012016-0.0161106j -0.0126395+0.00648957j 0.00131025-0.0102738j 1.71225e-05+0.0119002j -0.00295437+0.0103786j -0.00432085-0.011223j -0.00809234-0.00364413j 0.00806727+0.00406613j -0.00597982+0.00487946j -0.00384723+0.0125083j -0.00177477+0.00254928j 0.00639966-0.00049131j -0.00324537-0.00356124j 0.00337025+0.00251203j 0.00403723+0.000356255j 0.00201509-0.00271762j -0.00162812+0.000599954j -0.00272117-0.00036492j -0.000612613-0.00462158j -0.00562491+0.00282779j -9.44321e-05-0.000914291j -0.00486848+0.00162119j -0.000177127+0.00105592j -0.0019687+0.000546394j 0.00294053-0.00731185j 0.00146536+0.0021505j -0.00594332-0.000421743j -0.00170732+0.00460775j 0.00161572-0.00505753j 0.00172453+0.00261693j -0.00413808-0.000813034j 0.00209364+0.00412476j 1.2118e-06+3.3044e-05j 0.00308998+0.00232669j 0.00436766-0.00231531j 
0.0507901-0.0295231j -0.00146663+0.020874j 0.0632027+0.0224855j 0.0362151-0.0380186j 0.0233695+0.0172832j 0.00585628+0.00905786j 0.0104437+0.0240405j -0.00693608+0.0169418j -0.00703443-0.00631903j -0.00890334-0.0116426j -0.00341406-0.000996565j 0.00728547-0.000664284j -0.00319188+0.0100413j 0.00264936-7.24772e-05j 0.000478958-0.00764574j -0.000643241-0.00168506j -0.00393748+0.0044983j -0.00232903-0.0107151j -0.00320368-0.0070473j -0.00583487+0.00392576j 0.00168099+0.00909361j 0.00395313+0.000192009j -0.00594237+0.00239794j 0.000843818+0.0119144j -0.00812702+0.010428j 0.00371614+0.0084486j -0.0164761+0.0064362j 0.0119222-0.0202452j 0.00801877-0.0212943j -0.0264191+0.0320654j -0.00562311+0.0238433j 0.0153185-0.00706758j 0.0251221+0.00389922j 0.00779503-0.0320445j 0.000955353-0.00959685j 0.00676295+0.00316899j -0.0122127+0.00821286j -0.00363456+0.0104478j -0.00161019+0.00886488j -0.00872977+0.00507752j -0.0022547+0.0121807j 0.00324162-0.0131589j -0.00245612+0.00703213j -0.00380504+0.00558777j -0.00139371-0.00737527j 0.00229973+0.0041882j 0.000665862+0.000316844j -0.000132987+0.00116285j -0.00127998-0.00586661j -0.00128979+0.00053968j 0.00292023-0.00211732j 0.00482433-0.0102478j -0.00352015-0.00215116j 0.00287915-0.00165962j -0.000228473+0.00628083j 0.00128775-0.00210789j 0.00650829+0.00327864j -0.00195151+0.000234886j 0.00653463+0.00469808j -0.00167649+0.00102629j -0.0023193+0.001367j -0.00476004-0.00288489j 0.00175628-0.000695488j -0.00135467+0.00528316j 0.00958193+0.00324276j -0.000719846-8.91021e-05j 0.00482819-0.00172735j -0.00574262+0.00115307j 0.00264227-0.00046954j 0.00332408+0.00284769j 0.00244995-0.00162238j -0.00229037-0.000195672j 
0.00133733-0.0344415j 0.0548054-0.0313169j -0.0212818+0.0039986j 0.00347903+0.0521016j -0.00447605+0.00778807j -0.0090802+0.00259638j -0.0120828-0.000886414j -0.0130727-0.00314958j -0.000132409-0.00783016j 0.00467042-0.00439379j -0.00145155-0.00703814j 0.000128856+0.000552702j -0.00455436+0.00276768j 0.000626694-0.0035018j 0.000836725-0.00148374j -0.00182993+0.00430373j 0.000394814+0.00201768j 9.85117e-05+0.00155828j -0.000670921-0.00838678j 0.00107058-0.00473667j 0.00186883-0.00237563j 0.00151136-0.00114305j -0.00132931+0.0142558j 0.00646364-0.00942046j 0.0022239+0.00180611j 0.00177901+0.000981201j -0.00256569+0.0316044j -0.0181482+0.0116706j -0.0327511+0.0364545j -0.00354252+0.0399835j 0.0151278-0.00667131j 0.00692268-0.0308138j -0.00699227+0.013062j 0.0344225+0.0161575j 0.0132109-0.00822872j -0.0082938+0.0140462j 0.00418339-0.0221666j 0.00504243-0.00978067j -0.00956546-0.00601658j -0.00196353-0.00855328j -0.00603231+0.00584027j -1.99882e-05-0.000301213j -0.00223537-0.00189973j -0.00366007-0.00181177j 5.17551e-06+0.00201751j -0.00228926+0.00225566j -0.00216418+0.0106438j 0.000761213+0.00344152j 0.00227101+9.36336e-05j -0.00166344-0.00130786j -0.000548436-9.56426e-05j 0.00296475+0.0070015j 0.00197944-0.00415817j 0.000927173+0.00146229j -0.00153514+0.00126854j -0.00212186-0.001698j -0.00295934+0.0027591j 0.00052301-0.00159194j -0.00317619+0.00392842j -0.00127315+0.000686519j -0.0037203+0.000669724j 0.00178864-0.00166168j 0.000163898+0.00231038j -0.00157275-0.00264889j -0.00524247+0.00452438j 0.00207032-0.0020127j 0.00225181+0.00124625j 0.00318908-0.00124609j -0.0042851+0.00161631j -0.00219244+6.2415e-06j 0.00339028+0.00418993j 0.00457365-0.000858648j 
0.0424018-0.0250078j -0.00630537+0.0271407j -0.0138452-0.0884283j -0.0290236+0.0172281j -0.00907349-0.027618j 0.00394481+0.00365586j -0.00890942-0.0234012j 0.00980256-0.0174202j 0.00214631+0.002681j 0.00320167+0.0172789j 0.000325965+0.00651435j -0.00290392-0.00826544j 0.00252389-0.00438712j -0.00220775+0.000616482j 0.00241818-0.00159655j -0.000329312-0.000229341j 9.48286e-05+0.00278925j 0.000782875+0.00254091j 0.00221542-0.00235179j 0.00113755+0.00542634j 0.000889156-0.001985j -0.00067387-0.000421467j -0.00339469+0.00630207j 0.00152189+0.00550729j -0.00379539+0.0120608j 0.00102654+0.00427082j -0.0141919+0.0139717j 0.00419996-0.0285798j 0.00378954-0.0312205j -0.0251798+0.025121j -0.00785533+0.0225207j 0.0115745-0.0100613j 0.0187595+0.0209305j -0.00789495+0.0133618j 0.00864634-0.00593344j 0.00107235+0.0168994j -0.00232285+0.00571952j 0.00836857-0.0118648j -0.00364463-0.00963275j 0.00924106+0.0105022j 0.00378309-0.00260949j -0.00809823+0.00481952j 0.00544635-0.00944065j 0.00377289-0.00437498j -0.00355924+0.013367j 0.000210281-0.000368008j -0.00508749-0.00129519j -0.000103316-0.00619703j -0.00206061+0.0080344j 0.0035885-0.00164975j -0.00229207+0.000618006j -0.00353765+0.00806854j 0.002707+0.00129136j -0.00179767+0.000949207j 0.00302332-0.00295488j 0.00070302-0.00155642j -0.00111712-0.00631991j 0.00134682+0.00266473j 0.000259082-0.00816366j -0.0002729+0.00115435j 0.00143425+0.00324845j 0.00514472+0.00589428j 8.22253e-05+0.00248214j 0.00411722-0.00520927j -0.00367615-0.00525092j 0.00343873-0.000883075j -0.00228957+2.37864e-05j 0.0031617-0.00180188j -0.00550196-0.000662541j 0.00252064-0.00319217j -0.00613128+0.000855603j 0.00360156+0.00518053j 
