-0.0115488+0.0139511j 0.00942212-0.003357j -0.00238481+0.00645454j 0.0146841-0.0104239j 0.00620301-0.00574353j 0.00761539-0.00152721j 0.00906024-0.000683844j -0.00192727+0.00109089j -0.00359205+0.00250267j -0.00956385+0.00763892j 0.00707253-0.00115425j -0.00952694-0.000539064j 0.0165947-0.01109j -0.00970521+0.000965086j -0.00651887+0.00634736j 0.00887518-0.00524755j 0.00324014-0.000621341j -0.0101169+0.000567861j -0.000391408-0.00597243j 0.00721032-0.00466512j 0.00603984-0.00362139j 0.00320687-0.00494015j -0.00364602-0.00362876j -0.000325648-0.00878429j 0.000629809+0.00664829j -0.00750333-0.00575654j 0.00604415+0.0194317j -0.0161875-0.00523935j -0.00719888-0.0204004j -0.0130854+0.00533051j -0.0059442-0.0387175j -0.0393559-0.00382954j -0.0056288+0.00716876j -0.0143331-0.00849207j -0.00107515-0.00182243j -0.0021465-0.00511071j -0.00269931+0.00382473j 0.00618989+0.00367565j -0.00114941-0.00182024j 0.0031705-0.000425456j -0.00162207-0.00113634j 0.00125472+0.00593263j -0.00479981-0.00984166j -0.00784979-0.0127461j 0.00260438+0.00555706j -0.00285291-0.0050851j -0.00769605-0.00655609j -0.00196587-0.0094441j 0.00242444+0.00720246j -0.00717101-0.00800076j 0.00329202+0.00740265j -0.0013058-0.00530309j -9.56895e-05+0.00371587j 0.0019461-0.00908396j -0.00532285-0.00475454j -0.000710922-0.00595311j -0.00269914+0.00267238j 0.00436592-0.0134878j -0.000519906-0.0020365j 0.00150739-0.00365138j -0.0057677-0.00204818j -0.00898707-0.000848576j -0.0095135+0.0145989j -0.00468153-0.00367984j 0.00435765-0.00163963j -0.00312993-0.00470393j 0.000708784+0.00348225j 0.00173142+0.00701746j 0.0018199+0.000710442j -0.00443666+0.00832413j 0.0204188+0.0181717j 0.00935241-0.0348935j 
-0.00767401-0.0040382j -0.00401904-0.000604629j 0.0075301+0.0056515j -0.00119686+0.00145401j 0.00554089-0.00247116j 0.00800974+0.00548008j -0.00987247+0.00433669j -0.00673386+0.00456778j 0.0101545+0.000618916j 0.00707648-0.00215769j 0.0108478+0.00381593j 0.0018627+0.00106476j 0.00391037+0.00271591j -0.00743645+0.00119892j 0.00778575-0.00394226j -0.00842191-0.00322577j 0.00170078+0.00339422j -0.00665431+0.00480079j 0.00653745+0.00238062j 0.00872787+0.00573883j 0.00865505-0.000655555j 0.0193477+0.00414654j 0.00238566+0.005579j 0.000152245+0.00589246j -0.00383368+0.00718905j 0.0268184+0.00436331j -3.16618e-05-0.00118643j 0.0303878-0.0114694j -0.0144229-0.0113701j 0.0199787-0.00694938j -0.0189198+0.00112617j 0.00085751-0.010574j 0.00598422-0.0018396j -0.00810865+0.000482797j -0.000500088+0.00609774j -0.00414207+0.000676287j -0.000949581-0.00522475j 0.00366316+0.010401j 0.000311999+0.00939719j -0.00547113+0.00279766j -0.00662237-0.00563902j -0.00145276-0.00134978j -0.00101731-0.00833904j -0.00328849-0.00579037j -0.000608124+0.00355417j -0.00494144-0.00519918j -0.00384793+0.0035182j -0.00447015-0.00408158j 0.00668126-0.00078459j -0.00236447-0.00275238j -0.00057148-0.0064308j 0.00311155-0.00288909j 0.00112044-0.00479542j 0.00105015-0.00310295j -0.00268508+0.00755755j 0.000459195-0.00759097j 0.00224292+0.00650586j -0.00257865+0.00366638j -0.00566088-0.00723264j -0.00127327+0.00350821j -1.88432e-05-0.000480114j 0.00898919-0.00976502j 0.00231175+0.00186567j -0.00182602-0.0168562j -0.00377158-0.00365439j -0.00537333+0.00861946j 0.00218297+0.0241811j 0.00537612+0.0302274j -0.00562481+0.02104j -0.00956185+0.0183009j -0.00690924+0.00209527j 0.00110399+0.0182274j 
-0.00390933-0.00104001j 0.0062787+0.00553179j 0.00368751-0.00469973j 0.00975352+0.00256681j -0.00301101-0.00306707j 0.00746614-0.00292627j 0.00643402+0.00330793j 4.433e-06+0.00101324j 0.0131468-0.000489108j -0.00888544-0.00250577j -0.00248064+0.000336838j 0.00324211+0.00557268j -0.0065667+0.000880839j 0.00059473+0.00488861j 0.00682325-0.00728427j 0.00614366+0.00271712j -0.00317716-0.00202661j 0.0103936-0.00124279j 0.00353128+0.00548103j -0.00566804+0.00119066j -0.00339687+0.00335753j 0.0150414+0.00113075j 0.0102871-0.00570434j 0.000112373-0.000223028j 0.0204682-0.00183825j -0.00228245-0.00417413j 0.00824848-0.00990348j -0.0120913-0.00964163j -0.0124609+0.00953183j -0.0167791-0.0161369j 0.00193989+0.0113449j -0.0211123-0.00247799j -0.00634856-0.00423739j -0.00980855+0.00816892j -0.00443612+0.0023864j 0.000333011+0.00291986j -0.00782722-0.00310108j -0.00277314+0.000128646j -0.00669996-0.00714631j -0.000136443-0.00716726j 0.0019042-0.00930323j -0.00140546-0.00444956j 0.00247289+0.00284565j 0.00281932-0.00176878j -0.00470472-0.00576571j 0.000738909-0.0070377j -0.00394686-0.0153511j -0.000628218-0.00689527j 0.00208227+0.00622345j 0.00109988-0.00333692j 0.00410867+0.00198681j 0.00228174+0.000273761j 0.00271546+0.0045887j 0.00320612+0.00495434j -0.00302267-0.0129902j -0.00155774+0.00283489j -0.00253181+0.00738373j -0.00165347-0.000991943j 0.000439545-0.00635798j -0.00106411-0.00222872j 0.00538033-0.00371722j 0.00796231+0.0148034j 0.000344621+0.0144704j 0.0129202-0.00491075j 0.00609309-0.00871523j 0.0069522+0.0242689j 0.0118729+0.0110516j 7.90663e-05-0.00535813j 0.00391171+0.0119591j 0.00616027-0.00941591j 0.000754752-0.0212603j -0.00785188-0.000466101j 
0.0039575-0.00606981j -0.0087679+0.00691342j 0.0115109-0.00280037j -0.0106756+0.00219192j -0.00921692+0.00430038j 0.00630348+0.000863024j -0.00154894-0.00833553j 0.00981-0.00495627j 0.0101884+0.00727923j 0.00969038+0.00653951j 0.00132258+0.0013813j -0.00628848-0.00367614j -0.00595141-0.00563917j -0.00205526-0.00425372j 0.0076278+0.0115937j -0.00315602-0.00125424j 0.00544194-0.0013601j 0.0143048+0.0105375j 0.000411709+0.0037724j 0.00762956-0.00262549j -0.0155178-0.0112515j -0.00594948+0.00494418j 0.0150092+0.019113j -0.00466181-0.00585119j 0.0168341+0.004077j -0.0261413+0.000604776j 0.017072+0.0288077j -0.0197755+0.00150857j -0.0325363-0.0273474j -0.0163557+0.00181618j -0.0248515-0.0221037j -0.00164981+0.011007j 0.0192621+0.00154509j 0.011218-0.00176624j 0.016134-0.00192834j -0.00127857-0.0034432j 0.00542532+0.00413675j 0.0112523-0.000959877j -0.00744441-0.0040308j -0.0102518-0.00828343j -0.00210304-0.00648416j 0.00455056+0.00268965j -0.0019979+0.000924509j -0.000464988+0.00134776j -0.00315167-0.00486001j -0.000747938-0.00143199j -0.0014362-0.0006226j -0.00329055-0.00412375j 0.00361777+0.0005545j -0.00560976+0.00215283j 0.00374097+0.00150274j 0.00384809+0.0031569j -0.00366788-0.00222448j 0.00576822+0.0070334j -0.00283227-0.00211993j -0.00252474+0.00388368j 0.00347672+0.000146021j 0.00462917+0.000477463j -0.00121681-0.000888087j 0.00190963-0.00379212j -0.0117196-0.00212633j 0.00633998+0.000266292j 0.00500226-0.00671377j -0.00939346+0.000448846j -0.00268251-0.0022572j -0.00778648-0.00876879j -0.0107182+0.00678857j 0.0107489-0.00655292j -0.00847403-0.0120615j 0.0217953+0.0258517j -0.00938414-0.00813506j -0.0250819-0.0116828j 
-0.00339417-0.00454893j 0.000618546-0.00185425j 0.0019368-0.00124741j 0.00360331+0.00577672j 0.00833096+0.00191503j 0.000289543-0.00218151j -0.00515911+0.00525055j -0.00842213-0.00359763j -0.00305675-0.004686j 0.00664438-0.00950884j 0.00318926+0.00235291j -0.00150716+0.000118026j 0.00199732+0.00540456j -0.00759917+0.00137747j 0.00813263+0.000495917j -0.00339974+0.00287688j 0.00258825-0.0050351j 0.00210505-0.0157879j -0.00343831-0.00567675j 0.00987454-0.00833754j -0.0043602+0.007768j -0.0055967-0.00256447j 0.0183322-0.0111357j 0.00602545+0.0214208j -0.0103022-6.79189e-05j -0.00905951+0.00363596j 0.00897463-0.0108586j -0.0340107+0.0217855j 0.0162604-0.00815893j -0.00917703+0.0053985j 0.000894514+0.00888797j -0.0170013-0.0116183j -0.00188437-0.00524161j -0.0114953-0.00158255j -0.005979+0.00630704j -0.00695963+0.00112588j -0.00251189-0.0039047j -0.00679457+0.00953955j -0.00311537+0.00408057j -0.00189262+0.00654585j -0.0100049-0.00446757j 0.000701267-0.00309266j -0.00347468-0.000760698j 0.000670886-0.0084157j 0.00663944+0.00177666j 0.00751843-0.00326778j 0.00495465-0.00626313j -6.05611e-05+0.000122241j -0.000896674+0.00120337j 0.00337184-0.00261537j -0.0017987-0.000670666j -0.000418966-0.0018805j 0.00409841+0.00456002j 0.000526176-0.008091j 0.00441602+0.00796118j -0.00206044+0.000540413j -0.00214157-0.0082871j 0.0107782-0.0141981j 0.00315257-0.00684157j 0.00493341-0.0176854j -0.0190468-0.0138059j -0.00123434-0.0025945j -0.000490697-0.00921918j -0.00922736+0.00152437j -0.00755169-0.0012669j -0.0104204-0.0249079j -0.00530658-0.0033817j -0.00613999-0.0212275j -0.00800876-0.0278919j 0.0224048-0.00223504j 0.00448875-0.00541199j 0.00684509+0.0143934j 
-0.0092365+0.00662878j -0.00184545+0.0021286j 0.00624588+0.000628742j 0.00670672+0.00162222j -0.00745949+0.00149177j -0.00708601+0.00542951j 0.0106169+0.00780883j 0.0149046+0.000658282j -0.00384294-0.00199218j -0.00392917-0.00950124j -0.000360841-0.00292587j 0.00210788+0.000147736j 0.00626967+0.0005349j 0.00631562+0.00273217j -0.0139169-0.00162103j -0.0059695+0.00382502j 0.00510904-0.00169825j 0.00509149-0.00014162j 0.00863923-0.00793237j 0.00402643-0.00470669j 0.00199533-0.000701309j -0.00317124+0.00160584j -0.00639005+0.00706691j 0.00701771+0.00506541j -0.00867576+0.0258217j -0.0198801-0.000294899j 0.0154732-0.00112608j -0.00907536-0.0312814j 0.00597618-0.00367863j -0.0334671-0.0290716j -0.000739085-0.0185569j -0.0309373-0.0283111j 0.00584666+0.00641916j -0.0123878-0.0133385j 0.00102728-0.0041761j 0.00133792-0.00169605j -0.00533313-0.00810697j 0.00431926+0.000771053j -0.0026744-0.000565607j -0.00153919+0.0058332j -0.00358452+0.00586453j 0.00350961-0.0012662j 0.00171175+0.00034668j -0.000949929+0.00164759j -0.00161215+0.000115653j -0.0043538+0.00075005j -0.00449564+0.00477311j 0.00208333+0.00751626j 0.00179136-0.00303098j 0.000112735-0.00307471j 0.000592908-0.00252525j 0.00915687+0.00125489j 0.00342423-0.00250113j 0.00189581-0.0024652j -0.00762047+0.00283274j -0.000668932-0.00435976j -0.00154118-0.00372975j -0.000924493+0.000723994j 0.00153786+0.00195917j 0.000451818+0.00300412j 0.00766136-0.00154934j 0.00734294-0.00388723j 0.00897055-0.000171762j 0.00314022-0.00212286j -0.00541357+0.00323996j -0.00897086+0.00509692j 0.00915463-0.00229147j 0.0151294+0.00144191j -0.00859611+0.0172239j 0.0148062+0.00605367j 0.0238779+0.0170318j -0.00939872-0.00728204j 
-0.00244844-0.00106144j -0.00433759-0.0038847j -0.00232709+0.00638222j 0.00036548+0.00773849j -0.000195037+0.00487171j 0.000889475+0.00594071j -0.000697585+0.0113727j -0.00486079-0.00194749j -0.00220927-0.00471682j -0.000301559-0.0107369j -0.00102168+0.00210842j -0.00960789+0.00397516j -0.000653616+0.00523752j -0.00151907-0.00035044j 0.00479901+0.000524143j -0.000847712+0.00286409j -0.0028327-0.00326879j -0.00233348-0.00879842j -0.00195375-0.00582014j -0.0115596+0.00367983j 0.00277409+0.0133982j -0.013316+0.00977354j -0.00431257+0.000946952j 0.0048081-0.0023747j 0.0192552+0.00601866j -0.0084569+0.0227683j -0.000513113-0.0153936j 0.0276343+0.0122013j -0.00946264-0.00312788j 0.00748702+0.0221677j -0.0244139-0.0145858j -0.00462392+0.0104582j -0.00222271+0.0137792j -0.000253011+0.00202467j -0.00675407+0.00273857j -0.00981225-0.00303226j 0.00074725-0.00186301j -0.00677012+0.00713477j 0.00440515-0.000239933j 0.00218783+0.00478064j -0.0074481+0.00844973j 0.00677697+0.00401801j -0.00296106-0.00272913j -0.000572143-0.00362334j 0.00317422+0.00581037j -0.00152283-0.002916j -0.000136187+0.00398773j 0.00153144+0.0106449j -2.03576e-05+0.00115389j 0.0011294-0.00743008j -0.00615543+0.00125178j -0.000695265-0.00158669j 0.00469526+0.00533222j -0.000975477-0.0112755j -0.00756798-0.00236212j 0.00407616-0.00778989j 0.00189788-0.0102518j -0.0103177-0.00735793j -0.00801996+0.00168538j -0.00644155+0.00394424j 0.0103667+0.00149036j -0.00859952-0.00652374j -0.00387318+0.00966077j -0.00984661+0.00383241j 0.00112363+0.000199634j 0.0066721+0.000612745j -0.0145177-0.00729797j 0.0160652+0.00585638j -0.0298055-0.0186212j -0.01938-0.0181965j -0.00298973-0.0010654j -0.00457991+0.000205419j 
-0.00808788+0.00796737j -0.00129915+0.00257375j 0.00171077+0.00710133j 0.00714934-0.00516231j -0.000650369-0.00557059j 0.00115067+0.00394495j 0.0156176+0.00414579j -0.00477634+0.0155963j -0.00592085-0.000691316j -0.0173214-0.00153921j 0.00739422-0.00347866j 0.00735022+0.00424528j 0.00506785+0.00142432j 0.00269928+0.00352791j 0.00205004-0.0122424j 0.00535869-0.00109358j -0.010355+0.00786239j -0.0267049-0.000467287j -0.0166827-0.00623026j -0.000845135+0.00235308j 0.015631-0.00164556j 0.00411397+0.00990894j -0.0199628-0.0103253j 0.0254317+0.00580791j 0.00577841-0.00770291j 0.00679699+0.0158507j -0.040889+0.01179j 0.0506527+0.0106909j 0.00892848-0.0182012j 0.027454-0.00673794j 0.00496275-0.0196961j -0.0119258+0.00824529j -0.0113066+0.0120085j -0.0176288-0.000430705j -0.00617192-0.000477809j 0.00556376-0.00193457j -0.0123459-0.00125058j -0.0105551+0.00598066j 0.00033884-0.00132718j 0.00819606-0.00278744j 0.00169375-0.00175848j -0.00917562+0.000564085j 0.00197215-7.13586e-05j 0.00578659+1.37641e-05j 0.0020851-0.00267377j 0.00466364-0.0018255j -0.00155726-0.00233101j -0.0020563-0.00190373j -0.00286126+0.00218729j 0.0036436+0.00219959j 0.0032798+0.00111181j -0.0103602+0.00623432j -0.00327946+0.000772354j -0.00589684+0.0068788j 0.00907563-0.00249513j -0.00264019+0.006891j 0.00238114+0.00667825j 0.0142958+0.000820304j 0.00824992+0.00345355j 0.00242164+0.000390232j -0.0196815+0.00382355j 0.00802027+0.00487215j 0.0110832-0.00017321j 0.00509352-0.00794781j -0.00544328-0.0107861j -0.0165241-0.0125242j -0.00346172+0.00978468j -0.0113235-0.0229542j 0.0052523+0.00160774j -0.0228863+0.0016303j -0.000393724-0.00685363j 0.00540865-0.00559004j 
-0.00159044+0.00490512j -0.00650117+0.00564255j 0.0021915+0.00113081j 0.000389674-0.0029204j -0.00286761+0.00800435j 0.0156149+0.0104502j 0.0156655-0.00275222j 0.000667419-0.00397623j -0.00109824-0.0044037j -0.00995128-0.0041394j 0.00882292-0.00522473j -0.00113802+0.00242852j 0.00197973-0.00227817j 0.0105689-0.00865737j -0.0113743+0.00982158j -0.000610979+0.00622295j -0.00718746-0.00242772j -0.000918204-0.00428122j 0.000114471-0.0277483j 0.0038303+0.000474257j -0.0026243-0.00402836j 0.00310672+0.013403j 0.00062539+0.0113251j -0.0218833+0.0094435j 0.0241748+0.00684272j -0.000900742+0.0193123j -0.0269842-0.015986j -0.0410642-0.00632663j 0.020053+0.00832788j -0.0138772+0.00382549j -0.0212047+0.00651187j -0.00908721+0.024766j 0.000932858+0.00156525j -0.0105885+0.00788171j -0.00161759-0.00854017j -0.01502-0.000525975j -0.00859081+0.00222744j 0.00553551-0.00757364j -0.000916413+0.00243918j 0.00134781-0.00119626j -0.00748961+0.00787748j 0.00437236+0.000156668j -0.00177308-0.00179433j -0.00560537+0.00346426j -0.00301119+0.00365883j -0.0080288-0.000960973j -0.00200636+0.00691573j 0.00188971+0.0018033j 0.00562105+0.0023214j -0.00255391-0.001339j -0.0108492+0.00278756j 0.00687405-0.00413217j 0.00422647-2.08735e-05j -0.00996442-0.00686843j 0.00533279+0.000834451j -0.00502498+0.00383892j -0.00559005-0.00215339j 0.00561663-0.00853813j 0.00729589+0.00297186j -0.0015874+0.00431007j -0.00844219+0.000617601j -0.00574798-0.0047708j 0.00720696-0.00430785j -0.0141748-0.00824276j -0.0154772+0.00139089j 0.000146271-0.00427598j -0.0272042-0.0147082j 0.0229491+0.00457276j 0.0112843+0.00633929j 0.00237193-0.00571028j 0.00883683-0.000753799j 0.00224758+0.00398461j 
-0.00129402+0.00600154j -0.0011528-0.00151113j 0.00170796+0.000441346j 0.00238155-0.0117857j -0.00220226-0.00874539j -0.00841234+0.00966581j 0.00553418+0.00040085j 0.00276827+0.00257974j -0.00713262+0.00505082j -0.00371693+0.000755959j -0.00412444+0.00438228j 0.0039875-0.0166357j 0.00837317+0.00541673j 0.00769607+0.00252869j -0.00670713+0.00468605j -0.00290531-0.00647314j 0.00795149-0.00140184j -0.0142732-0.00429861j 0.0117333+0.0101957j -0.0103392-0.0180573j 0.0138068-0.011245j -0.0102928-0.0194001j -0.0104011+0.0168983j -0.00127063+0.0185019j -0.0134663+0.0236824j 0.00674212-0.0213776j -0.00853219-0.0124596j -0.00615752+0.0171445j 0.0117942-0.0101662j -0.00839305+0.0106638j 0.00123377-0.0145632j -0.0184037+0.0167058j 1.81259e-05+0.0112408j -0.00792815+0.0122884j 0.00445676+0.00510959j 0.00604112-0.00729185j -0.0132386+0.00629867j -0.00484644+0.00169415j -0.000752248-0.00662726j 0.00522318-0.00108874j -0.0056261-0.000492712j -0.00202036+0.00569738j -0.00433238+9.17299e-05j -0.00784016+0.00540381j -0.00285416-0.000350571j 0.00876712-0.00131154j -0.00386762+0.00569499j 0.0017373-0.000655317j -0.00461579-0.00287655j 0.00372081-0.00550876j 0.0167309-0.00823553j 0.0084704-0.0051928j 0.00814825-0.0100937j 0.0037241+0.0075367j 0.0180395-0.00182319j -0.00387908-0.0121231j 0.00606037+0.00174091j -0.0147123-0.000926146j -0.017305-0.0109018j 0.00440155-0.00966826j -0.00279869-0.0113472j 0.0241672+0.00865715j -0.00539783-0.0104729j 0.00259499+0.00634803j 0.00398476+0.0168811j -0.0207506-0.016766j 0.0200944+0.00594642j 0.0141595+0.0157972j 0.00953836-0.0039517j 0.00214739-0.000547825j -0.000827912-0.0044282j 0.0095023+0.00202523j 
0.000959431+0.000755863j 0.00216519-0.00379061j -0.00136353+0.00127705j 0.00112454+0.000271253j 0.00185998-0.00150344j -0.0108756-0.00406116j -0.00754498+0.00116932j 0.000293096+0.0014904j -0.00398699-0.00419763j 0.00691133-7.83246e-05j -0.00974987-0.00332392j 0.00839015+0.00713706j -0.00596815+0.00179874j -0.0102307+0.00264063j -0.00192737-0.00786872j 0.00670986+0.000973045j 0.0100536+0.00623103j 0.00447404-0.00790218j -0.0134283+0.00139032j 0.0137763+0.00432325j 0.00687069+0.0125083j 0.00525045-0.00836549j -0.00548668-0.0192889j -0.00538022-0.0274083j 0.00501004-0.0130616j 0.00727535+0.00795934j -0.00149744-0.00849292j -0.0117161+0.0079772j 0.0058037-0.000676003j -0.00469692+0.0233736j -0.00858706-0.00678223j -0.0204801+0.0173352j 0.00385779+0.00302021j -0.0135379+0.00282146j -0.000540088+0.00214874j 0.0116563-0.00458143j -0.001718+0.0020612j 0.00275697+0.00688983j 0.00469578+0.00146452j -0.00262066+0.00309855j -0.00200479-0.00330886j -0.00555826+0.00180577j 0.00817141-0.00368946j 0.00784866-0.00603263j 0.00314193-0.00365133j -0.000630058+0.00222752j -0.00374318-0.00776861j 0.00481547+0.000934862j 0.00324827-0.00456241j -0.00762564+0.00254365j -0.00122928+0.000740228j 0.00746389+0.00245227j -0.00890221+0.00506041j 0.0167722+0.00372503j -0.0251769+0.000406539j -0.00776727+0.000976355j -0.0063016+0.00896805j 0.00167906+0.0153362j -0.00256623+0.00175926j -0.00400299+0.00397713j 0.00186459+0.0107649j 0.00230683-0.0161583j 0.0133951+0.0107724j -0.00310504+0.00365439j -0.00596169-0.0112862j 0.0222181+0.0115977j -0.000871521+0.0199912j -0.00364767+0.00109264j 0.0058356+0.000462613j 0.0094585+0.000151973j 0.00291237-0.00286815j 0.00904852+0.0118716j 
-0.00352004+0.0043023j 0.00264522+0.00525371j 0.00103166-0.00557711j 0.00613799+0.00021213j 0.00190383+0.00510946j -0.00369662-0.000349963j 0.00465325-0.0012246j -0.000849024-0.00317521j -0.00352769-0.00314755j -0.00661179-0.00672193j -0.000326239-0.00477069j 0.00209746+0.00434001j 0.00636728+0.000992158j 0.00118307+0.00619739j 0.00126338-0.00633592j 0.00250356+0.000469212j 0.000968754-0.00231995j -0.0115331-0.00381953j -0.000426048+0.00384712j -0.00646273-0.0144672j 0.00634137+0.000196656j 0.00338244+0.000556777j 0.00214443-0.00541634j 0.0147492-0.00194612j -0.0067079-0.0157592j 0.0132837+0.0259681j 0.0158677-0.0150499j 0.0183467-0.0131109j -0.0173944+0.0231096j 0.00572327+0.00664048j -0.0270464+0.0256765j 0.00527862+0.0161965j 0.011086-0.0123117j -0.0051844+0.00592997j 0.00365108-0.00669641j -0.00046353-0.00141895j -0.000879383+0.00313985j 0.00397816-0.00684138j 0.00109802-0.000290734j -0.000593942+0.00233026j -0.00103756+0.000148816j 0.00779361-0.00219354j -0.00612903+0.000986042j -0.00258266+0.00336212j 0.00120117+0.000986703j 0.00100594+0.00160527j 0.00350552+0.00180973j 0.00751538-0.00435323j -0.00393444-6.85212e-05j -0.00628379+0.00226433j 0.00988582-0.00375729j -0.00164275-0.00308459j -0.00432-0.00225371j 0.00517312+0.00462553j -0.00214516-3.96106e-05j -0.00107339-0.00177334j 0.00370414+0.00190171j -0.00131184+0.00177434j -0.0102474-0.00119553j 0.00533649-0.00010337j -0.0179559+0.00526808j -0.00508717+0.00619324j -0.014017-0.00509668j -0.0146953+0.00873329j 0.00400912-0.00162848j -0.00488413-0.0115595j -0.00663873-0.00322212j -0.0204334-0.0039636j -0.00725274+0.00188113j 0.00648231+0.0010311j 0.0135452+0.00811713j 0.000806282+0.00554025j 
-0.00559687-0.000169631j -0.00467136+0.000393538j 0.00441339+0.0104814j 0.00282986+0.00549284j -0.00412935+0.000553041j -0.00683928-0.000121874j 0.00587727+0.0137753j 0.00536346+0.00842267j -0.00697234-0.00510489j 0.00104447-0.0124313j -0.00562012+0.00261369j 0.00889+0.00377546j 0.00104518+0.0117865j 0.00246881+0.00631548j -0.012049-0.00928169j 0.00202041-0.00587786j 0.0155081+0.00748648j 0.000715782-0.01489j 0.000862995+0.00827462j 0.0124055-0.00634825j 0.0137307-0.000423574j -0.00283264-0.00267392j -0.0138892+0.000186748j -0.0359486+0.0199786j -0.00835849-0.0232476j -0.00145675-0.0176071j -0.00842477+0.0232156j -0.0123316-0.0201924j 0.0240413+0.00763625j 0.00932862-0.0213579j -0.00872145+0.00898508j 0.01235-0.0106732j 0.003119+0.00735662j -0.00242224-0.010983j 0.00309727-0.0057699j 0.00800643-0.001765j 0.000997485-0.00386392j -0.00525103+0.00791041j 0.00595088-0.000579707j 0.00291254+0.00553007j 0.00218236+0.000165795j 0.00338266-0.000723603j -0.00264962-0.000462479j 0.00823642-0.00588323j 0.00192286-0.000529577j 0.0040508-0.00394284j -0.000576925-0.00299438j 0.00137943+0.00235957j -0.00221817-0.00328206j -0.00395718-0.00165334j 0.018737-0.00603785j -0.00785265+0.00251475j -0.00815373-0.000317067j 0.00915357+0.0035163j -0.00127571+0.00080097j -0.00294324-0.00699366j 0.00681321+0.00997528j -0.00837834+0.00324245j -0.0160279-0.00770077j 0.00996561-0.00699957j 0.0094219+0.00357121j -0.00754836+0.00829191j -0.0135438+0.00381766j 0.012073+0.00567855j -0.00945435+0.000975646j 0.0148294-0.00566716j 0.0234872+0.0116145j -0.00959055-0.00389255j -0.00912016-0.00354325j -0.00850674-0.000539825j 0.00300406+0.00526528j -0.00617399-0.00163205j 
-0.00223056+0.00179687j 0.0009501-0.00471696j -0.00178016+0.000868252j 0.00369427+0.00383508j -0.00380366+0.00489342j -0.00888128+0.0198364j -0.00286141+0.0154697j 0.0077248-0.00564293j 0.0025164-0.00779818j 0.00532088-0.013224j -0.00842576+0.0164146j 0.00754154-0.00344287j -0.00403323+0.00552614j 0.0106755+0.00802404j -0.0168636-0.0045832j -0.00654539+0.0089036j 0.0109634-0.016509j 0.00605137-0.0100631j -0.000371313-0.00387998j -0.00183309-0.00926174j -0.0127242-0.0154804j -0.00369861+0.00218518j -0.0285211-0.0144584j -0.00804174-0.000952207j -0.0272718+0.0129384j -0.00430045+0.00618676j 0.0269646-0.00505075j 0.00263447+0.0135652j -0.00258756+0.00306697j -0.00581589+0.00344667j -0.00457576-0.00149708j 0.00278706+0.00131688j -0.00727525+0.00337901j -0.00346317+0.00472829j 0.00130368-0.00480788j 0.00774581-0.00657332j 0.00348034-0.00623775j 0.00428146+0.000635305j 0.000789079-0.000171595j 0.00295151+0.00371165j 0.00906108+0.00433297j 0.00468728-0.00150834j 0.00336154-0.00297131j 0.00642949-0.00124835j -0.00360937+0.00214967j -0.0147631+0.00129889j -0.0107822+0.00559598j -0.00199815+0.00233665j 0.00476032+9.08208e-05j -0.0112408+0.000296046j 0.00653875+0.000772321j -0.00070418+0.001104j -0.0105655-0.00105804j -0.0167663-0.00031976j 0.00597159+0.00458j 0.00640457-0.00587185j 0.00186271-0.00136577j 0.0175097-0.000876761j 0.00851738-0.000689228j 0.00755574+0.00734193j -0.00870858+0.00483236j 0.0141415+0.00135119j 1.71015e-05-0.000231999j 0.0147057-0.00177188j -0.0268568-0.0166579j -0.00145856+0.00116094j 0.0076095-0.00456451j 0.00628905+0.00111026j 0.00200643+0.00351665j -0.00238844-0.00663571j 0.000210582+0.00234654j 0.00150233-0.000389061j 
