0.061153+0.114662j 0.0594232-0.070627j 0.0657317+0.0264654j -0.0138885+0.0150739j -0.0115271-0.0604058j -0.008399+0.000259571j -0.0324645-0.00915311j 0.00936761+0.0471322j -0.0298782+0.0213677j 0.0471055-0.0617866j 0.0211956+0.0146315j 0.0202877-0.00417018j 0.0243315+0.0373045j -0.00367767+0.0162534j -0.0442265+0.0809527j 0.0971027-0.0720274j 0.0802624-0.181494j 0.0733623-0.00322934j -0.131326+0.150294j -0.0612205-0.000681411j -0.0565121+0.0345075j 0.0240179-0.00879567j 0.0183387+0.0322138j -0.0163415+0.0281246j -0.00884327+0.0178505j 0.0643785-0.0600759j 0.00393631-0.0246221j -0.0465173+0.0221904j 0.122728-0.104593j -0.0387949+0.072221j -0.0746903+0.0718759j -0.115967+0.0789684j 0.0699756-0.110481j -0.191656+0.0696047j 0.107309+0.0644236j -0.0312325+0.154539j 0.0210866-0.0406722j -0.0246614-0.0269785j 0.0823065-0.0652674j -0.0306542+0.00389402j -0.03339+0.0958399j -0.0283248-0.0029184j -0.0347932-0.00746255j -0.0129358-0.00768091j -0.00223827-0.0135894j 0.0168948-0.0530895j -0.0339794+0.029989j 0.00161908+0.00138421j 0.0219864-0.0278792j -0.0336747+0.0154425j -0.046593-0.00383237j 0.0139056-0.0247099j 0.00129509-0.0303749j 0.00473767+0.0126042j -0.00935796-0.0092802j 0.061259-0.00854539j 0.0257497-0.0357377j 0.0229415-0.0292127j 0.0570759-0.0263993j 0.0166485-0.0059028j 0.0453292-0.0521716j -0.0284775+0.0376781j 0.00739837+0.023799j -0.0248615+0.0299161j 0.0318895-0.01321j 0.0218307-0.0125492j -0.00206619-0.00808648j 0.00296242+0.0130371j 0.0118341-0.00882023j 0.00549797-0.00367533j -0.00286252-0.00432435j 0.00546642+0.00145941j -0.00132983-0.000444059j -0.00745654+0.020364j -0.0253993+0.000935813j 0.0108743-0.0193313j 0.0127065-0.00620155j 0.013164+0.00191626j 0.000607849-0.00722142j -0.00760941+0.00627142j -0.00891268+0.0166153j 0.00429326+0.00732993j 0.0188588+0.00476181j -0.0213656-0.00730524j 0.00732657+0.00492024j 0.0146632-0.0267056j 0.0285134+0.00452487j -0.0744492+0.110513j -0.0299306+0.0702226j -0.000759968+0.0137014j -0.0256133-0.00941685j 0.0508152-0.0105544j 0.0541867+0.0145278j -0.098279+0.0784715j -0.00302155-0.0566448j 
-0.087625-0.106378j 0.0575274+0.00187077j -0.052416+0.0258995j 0.0324164-0.0154006j -0.00495834-0.0163582j 0.133391-0.051211j 0.0884367-0.0211315j -0.0350265+0.00572509j 0.158477+0.0762508j 0.0224701+0.0240076j 0.0851726+0.0489133j 0.0525175+0.000776278j 0.130654-0.0125363j 0.0352695+0.00309343j 0.00637073+0.0780868j 0.0615025-0.0205515j -0.0390827+0.0327792j -0.0449191+0.127603j -0.0589317+0.0379282j 0.0515212+0.0254846j -0.0674928+0.0504464j 0.00250313+0.125184j 0.0347613+0.0512617j -0.113495-0.134078j 0.00544084-0.0197332j -0.0656429-0.0538531j -0.0549168-0.121253j 0.0271876-0.0145313j 0.0547737+0.000713461j -0.0416242+0.051072j 0.114115-0.0299647j 0.0375463-0.0821571j -0.172133-0.0515535j 0.0246271-0.146943j 0.0106112+0.0233884j 0.0789528+0.058187j -0.0071393-0.0148596j 0.0144251+0.00911397j -0.0776504+0.016641j -0.0260043+0.0627063j -0.0596236-0.0459475j -0.0115451-0.0280045j 0.0106288+0.00158053j -0.00037003-0.018865j -0.0184177-0.00947876j 0.00788528+0.0612773j -0.00303223+0.00764936j 0.0236451+0.00950507j -0.0141851+0.0239078j 0.0114026-0.0111483j 0.0012719+0.000156649j -0.0227675-0.00429808j -0.0233221-0.0107416j 0.00625216-0.0161008j 0.0222811+0.0109241j 0.00570703-0.0440095j -0.00986853+0.000977212j 0.0117883-0.00675275j -0.0226469-0.0329372j 0.0176393-0.0146241j 0.0436863+0.0142241j -0.0187001+0.00293769j 0.0229479+0.0151262j -0.00996547+0.00244571j 0.0436212+0.00255326j 0.0122617+0.0210131j -0.00896747-0.000920014j 0.00248095-0.0100021j 0.00346524-0.0025447j -0.0119111-0.00318518j 0.00224955-0.0108796j 0.00436998+4.57852e-05j 0.000461922-0.00397695j -0.00475282-0.00698478j 0.00253734-0.000837921j 0.00718056+0.00457406j -0.00719068+0.0052595j -0.00687918-0.00881936j -0.0273537-0.00647729j -0.000423468-0.00432067j 0.00133505-0.00797584j 0.0120333+0.0214909j 0.0143077+0.00882103j -0.00986071-0.0270953j -0.024694-0.00782791j 0.00146584+0.019949j 0.000320809+0.00302744j 0.00917495-0.00569197j -0.00989112+0.00160124j -0.0018097-0.00450589j 0.00647987+0.00730172j 0.00108422-0.0155046j -0.0100232-0.027104j 0.000971588-0.0221882j -0.00643733-0.0038085j 
-0.00669959-0.0854892j -0.0801867-0.100003j 0.0234418-0.014727j 0.0411477+0.0500497j -0.0784207-0.116685j 0.0789539-0.033004j -0.0733488-0.025684j 0.0535052-0.0378709j 0.110187+0.170228j 0.0111384-0.0228789j -0.0407821+0.0186965j -0.0255296-0.0175658j -0.0472907+0.0536867j 0.053019-0.0127915j -0.057944-0.120575j 0.106819+0.0391292j 0.152066-0.105454j 0.0873982+0.0648039j -0.0378269+0.0862082j 0.00274198+0.173567j -0.00379793+0.0366069j -0.140799-0.0636092j -0.0229343-0.0267304j 0.117447+0.136575j -0.0492211+0.0216017j -0.0621665-0.0965075j -0.173617+0.0360512j 0.0520308+0.014166j -0.00936603+0.017784j -0.131212+0.00560168j -0.143735+0.0558468j -0.0116834+0.115511j -0.120289+0.00573225j 0.0358001-0.066002j -0.0343038+0.0162077j 0.0107478-0.0101437j -0.0137566-0.0409864j -0.0110589+0.0066701j -0.0861721+0.0313169j 0.00572345+0.0116134j -0.0496356-0.0426686j -0.00417293-0.0372603j 0.00180095-0.015756j 0.00212341-0.00143016j 0.00826556+0.000760671j -0.00365601-0.0148714j -0.00633999-0.031733j 0.0262451+0.0216664j -0.0392241-0.00691088j -0.0195689-0.00824294j -0.0279478-0.0406958j -0.01437-0.0133276j -0.00553565-0.00514658j -0.0089626-0.00511478j 0.0285527-0.0299444j -0.013915+0.0156058j 0.00800804-0.00247358j -0.00291579-0.00875867j -0.023445-0.0221695j 0.0122169-0.0106373j 0.0219551+0.055626j -0.0269917-0.0376975j 0.027881+0.0522348j -0.00215323-0.0172191j -0.00342224+0.0270194j -0.0124965-0.0032084j 0.00583922-0.00573093j -0.00414754+0.00635344j -0.00546484-0.00596121j -0.0119799-0.00635315j 0.00612556-0.00294361j -0.00134706-0.000344592j 0.0160147-0.0179756j 0.00565448+0.0155575j 0.0136159-0.0131161j 0.0101672-0.00270878j -0.00952322+0.00493828j 0.0188233-0.00381062j -0.0173079-0.00852164j 0.00408289-0.00988942j 0.0125407-0.011491j 0.00659534-0.000348783j -0.000861764+0.0189996j 0.0152063-0.00217932j 0.0100685+0.0084821j -0.00219848+0.00490634j 0.00149645-0.00960927j 0.00589859+0.00470836j 0.0035349-0.00217383j -0.00519913-0.00620989j 0.0116763+0.0139012j -0.00131765-0.000815991j -0.0178243-0.0129264j 0.00809125-0.0240322j -0.00786564+0.00278472j 
0.110475+0.107241j 0.0471193+0.0191756j -0.0325807-0.120951j 0.0575394-0.110412j -0.0762833-0.0473163j -0.148043-0.184736j -0.0147857-0.0540863j 0.0242049+0.105406j -0.205646-0.0225456j 0.0278965-0.0430949j 0.0163942-0.0132988j 0.0392092-0.0289356j -0.0120083+0.0356638j -0.0242961+0.0592097j 0.00905516-0.0839885j -0.1176+0.0107558j -0.0084859-0.0221141j -0.0551269+0.152597j -0.0128627+0.126474j -0.0556702-0.00216447j 0.0544709+0.0358474j -0.127713-0.022928j -0.0484518-0.090376j -0.0480408-0.0775394j 0.124102+0.0782153j -0.0246167+0.0361155j 0.119464-0.0429321j -0.179815-0.0397029j 0.00794672+0.0323549j -0.0819671+0.0534428j -0.112794+0.0207569j -0.0131893-0.00982505j -0.0400887-0.0377979j 0.0495983-0.0782553j -0.0672218-0.0126499j 0.0366905-0.0404913j 0.0646753+0.00569535j 0.00796145+0.00142152j -0.0100485+0.137422j -0.0205941+0.00716559j 0.0108452-0.0483295j -0.00575363-0.0167496j 0.00161423-0.00552598j -0.0165715+0.0118949j -0.0140693-0.0116035j -0.0267581+0.0562749j 0.00778822+0.0115433j 0.0219826-0.0256757j -0.0445097+0.00853389j -0.00119715-0.0123526j 0.0124505+0.0191433j -0.030462+0.00120394j -0.01168+0.0240884j 0.0214128-0.00249461j 0.0224336-0.0161431j 0.0179597-0.0378378j 0.00503286-0.0121039j 0.0142154+0.0135176j 0.0171036+0.00938956j -0.00129131+0.00798998j 0.00604833+0.00227297j -0.00362762-0.00407624j -0.0173544-0.0337865j -0.00205179+0.00467113j -0.01128-0.00727024j -0.000901899+0.00721172j 0.0162801-0.00273014j -0.0070748-0.00617417j 0.0113562-0.000511611j -0.0108762+0.00914143j -0.00587267-0.0210508j 0.00198879+0.00614839j 0.00862405-0.000551267j -0.00753637-0.000882961j 0.00410056-0.00907805j 0.0119797-0.00851803j 0.000477281+0.00089876j 0.002899+0.00858103j -0.0132458-0.00644096j 0.00450103+0.000789998j 0.0104435-0.00164813j -0.00262043-0.0107113j 0.00193602+0.00307936j -0.00314578-0.0177026j 0.0108574+0.0375987j -0.0166901-0.00222281j -0.00146311-0.0193192j 0.0154255-0.00231735j 0.00107431+0.00231918j -0.00229616-0.00275468j 0.0111331+0.00791913j -0.022772+0.00908673j 0.00741339-0.0313695j -0.0148827-0.0552555j -0.0374093+0.00626891j 
0.000608324+0.0864175j -0.0597564-0.0210101j -0.00470682+0.0648498j -0.0545826+0.0406915j -0.0316088-0.0547371j -0.00830548+0.0651121j -0.069813-0.0477469j 0.0758065+0.020825j 0.0186651+0.0118179j -0.119973-0.0144572j 0.0065826+0.0135122j -0.0114062+0.178193j -0.0460484-0.0221103j 0.00147394-0.0122556j 0.0236189+0.00458617j -0.000423333-0.0153994j 0.0249424+0.0189708j 0.0365923+0.0156879j 0.0168342-0.0564224j 0.0277698-0.0966309j -0.123224-0.0628519j 0.106176-0.00973572j 0.0506711+0.0144535j -0.100201-0.037356j 0.0241384+0.0692923j 0.0123086-0.0379067j -0.0124599+0.000917253j -0.046598+0.0622161j -0.0160015-0.0894682j 0.0923866-0.0409921j 0.117779+0.0584457j 0.0137986+0.0588497j -0.0137438-0.0146731j -0.013088-0.00971554j 0.00999071+0.0538884j 0.00949797+0.0185355j -0.0104883+0.0116178j -0.0236944-0.0162835j 0.0265593-0.0670062j 0.00269354-0.0628224j 0.0645654+0.0193195j -0.00262023-0.023362j -0.0136065-0.0132595j 0.00222263-0.00745893j 0.00258912+0.0157249j 0.0449985-0.0513611j 0.05084-0.0209106j -0.069285+0.0110695j 0.0597069+0.0108288j -0.0251293+0.0259531j -0.0116494+0.0168626j 0.00426704-0.0154931j -0.0091983-0.04285j -0.00712135+0.0239795j 0.0134021+0.00382245j -0.0321281+0.00659741j -0.00264334-0.000363744j 0.0103608-0.00208877j 0.0229148+0.0165098j 0.00935045-0.0100964j -0.0164749-0.00115591j 0.029558-0.00609428j -0.026291+0.0197475j 0.0235515+0.0156452j -0.0294683+0.00444305j 0.00529252+0.00572495j -0.0119301-0.00470058j 0.00503289+0.00354102j -0.0124704+0.000923104j 0.0323309+0.00686196j -0.00710584-0.000721913j -0.00723648-0.000981862j -0.00194644+0.00110235j -0.00241186-0.00838756j -0.00557386+0.00458604j -0.00835478-0.0108167j 0.00882609+0.00909124j 0.00407465-0.00509281j -3.32839e-06+0.0136737j 0.008499-0.000657803j -0.00219957+0.00765939j -0.0190853-0.00951457j -0.000526335-0.000899507j 0.00330562-0.0135714j 0.029157+0.0121887j -0.00782635-0.0168633j -0.0201453-0.0251842j -0.00177895+0.0117877j 0.00785293+0.0128422j -0.00304576+0.00808707j 0.00917189-0.013297j -0.00429114+0.00197065j -0.0175356-0.00749502j 0.0171272-0.0164668j -0.0442723-0.029623j 
-0.0519466+0.0642766j 0.0590781+0.133518j -0.0189602+0.0462001j -0.0375823-0.0152124j -0.00883135-0.0379133j -0.0391743-0.00643129j 0.160163+0.0777354j -0.0593376+0.0390758j -0.0743187-0.149652j 0.0620565+0.0138974j -0.023933-0.0400112j -0.0720219-0.0514078j -0.0542998+0.0377684j -0.00616424-0.0603399j 0.0172395+0.0190546j -0.0180247+0.0530475j -0.0769277+0.097779j -0.00127219-0.0819631j -0.096435+0.0667739j 0.0468754+0.0687334j 0.0346225+0.128214j -0.0862409+0.134602j -0.0735166+0.0423866j 0.00456843+0.120139j 0.0780467+0.0740559j -0.0475052-0.0795092j -0.0252286-0.0435698j 0.055353+0.0422677j -0.14994+0.00136467j -0.0304115+0.0179812j -0.0826921-0.0431058j -0.0114486+0.0730621j 0.0320657-0.0333808j -0.00867973-0.0526972j -0.048539-0.0550126j -0.0580029+0.0583381j 0.0154066+0.00771065j 0.0365847+0.0131623j -0.0573128+0.0100301j -0.00421645+0.0160446j -0.0199522+0.0444252j -0.0291734-0.00159302j 0.00620229-0.00110838j -0.0117914-0.00979186j -0.0123508-0.00677117j -0.0111754-0.00834624j 0.0124227-0.0291932j 0.0150305+0.0450149j -0.0374535-0.0419213j -0.0338111+0.00634206j -0.0687341+0.00470776j -0.0345488-0.00542542j -0.0463104+0.0270578j 0.00582543-5.46553e-05j 0.0142525-0.0347482j -0.0382792-0.0217482j 0.00645109-0.00643803j 0.0189031-0.0131948j -0.0164875-0.0271629j -0.000681073-0.0116332j 0.0454421+0.00570172j -0.0311559-0.0340797j 0.0289046+0.0347234j 0.00299284+0.0067428j 0.0334887-0.00982397j 0.00274556+0.00171438j -0.00217182+0.0141272j -0.00282161-0.0103149j -0.00522452+0.00580687j 0.00355575-0.016713j 0.00851789-0.00157819j -0.00729615-0.00154339j -0.00257758-0.00133084j -0.000598427+0.009054j -0.00471226+0.000318397j -0.0122123+0.00922662j 0.0107161-0.0029174j -0.00260579-0.00929701j 0.00160558-0.00292797j 0.000407908-0.00133762j 0.0331565-0.00861976j -0.00771678+0.0123505j -0.00936195+0.00935426j 0.0156225-0.0105832j -0.00522401-0.0390265j 0.00633318-0.0109545j -0.0223413-0.00174478j -0.012391+0.020037j -0.0057141+0.0194988j -0.0080494+0.00489684j 0.0144382+0.00460212j 0.000301794-0.00577692j 0.00472191+0.0081881j 0.031515+0.0267616j 0.034159+0.000141773j 
0.0364325+0.162753j 0.012311-0.081161j -0.0254824+0.103145j -0.00216444+0.0262964j -0.0560611-0.0396249j 0.083147-0.0469484j -0.0128125+0.0156498j 0.00594309-0.0199003j -0.0724525+0.011567j 0.0412775-0.019964j -0.0359389+0.0319422j 0.0221721-0.00890182j -0.00179089+0.0280343j 0.0359604+0.0546453j -0.0287628-0.0406895j -0.0586453-0.0209413j -0.0294477+0.0181697j -0.0225395+0.0545742j -0.0807688-0.0187451j -0.0507528-0.165991j -0.105814+0.0816565j 0.106221+0.0533241j -0.102668+0.0453159j -0.0321898-0.0767853j 0.0845933-0.022847j 0.0123821-0.0555177j 0.0257231+0.098311j -0.0949276+0.0279652j 0.0270973-0.0998165j 0.0512647-0.0582172j 0.0334522-0.0224026j 0.0615473+0.0781261j 0.0199465+0.0602048j 0.0539707+0.0331534j 0.0518844-0.0420014j 0.0396211+0.00756479j -0.00646164-0.0138246j -0.0086346-0.0178632j -0.0396488-0.0216339j -0.0247377+0.0113719j -0.00634845-0.024272j -0.00838164+0.00143952j 3.73155e-05-0.00869181j -0.0174705-0.0150858j -0.0142865-0.0141754j -0.0110641-0.00532344j 0.037915+0.0168761j -0.0473734+0.0104712j 0.0322141-0.0475654j 0.00229103-0.0283379j -0.013399-0.0499128j 0.0116904-0.028605j 0.00116105-0.021265j 0.00121638+0.00135212j 0.0219873-0.0128529j -0.0273592-0.00941218j 0.00505068-0.00173345j -0.000750694-0.00245847j -0.0166216+0.0285322j 0.00329773-0.0071006j 0.00245241+0.00131706j 0.00162455+0.0230694j 0.00764428-0.00946643j -0.00445398-0.0100473j -0.00320307-0.00805178j -0.00921021-0.0159377j 0.0124353-0.00251183j 0.0169862+0.014212j 0.00836314-0.00493063j 0.00832028-0.00391392j 0.0137918+0.00481232j -0.00886262+0.0067182j -0.00380454+0.00296671j 0.00570077+0.00259282j -0.0120315+0.000413286j -0.00117325+0.00888298j 0.00556395-0.00191764j 0.00131177+0.000868383j -0.0179625-0.0125254j -0.00352443+0.00502157j -0.0116906-0.0136044j -0.0116401-8.97812e-05j 0.0139637+0.0149987j 0.00834349-0.00793687j 0.042143-0.0110386j 0.00062917-0.0210772j 0.000332606-0.0438324j -0.00204883+0.0140962j 0.00310325+0.0253674j -0.00203041+0.00616714j 0.00223186-0.00344696j 0.00760367-0.0164471j 0.00860404-0.0142509j 0.0116197+0.00266632j -0.0179423-0.0163454j 
0.0674911-0.0305961j 0.00932063+0.00138825j 0.00489927+0.00752952j 0.0161815+0.00875465j -0.00998278-0.0523115j 0.0542946+0.00785663j 0.0147423-0.0288563j -0.0376681-0.0354268j -0.0269023+0.00279678j 0.0659059+0.0144557j -0.0642147-0.007394j -0.107079+0.0258309j -0.0290422-0.0191607j 0.00599173-0.0130256j -0.00694796-0.0189314j -0.0105747+0.0387661j -0.0210444-0.0385301j -0.0665712-0.04549j 0.0673814-0.0158708j -0.0515157+0.0236549j 0.153026+0.137513j 0.0576398-0.0535125j 0.161248-0.00123572j -0.00238711-0.078591j -0.0613674-0.011589j 0.0622677-0.118767j -0.087544+0.00367968j 0.0227427-0.0241943j -0.0493667-0.160811j -0.0434212+0.308532j 0.00172368-0.0431427j 0.0546204-0.218224j 0.0290578-0.0347474j 0.0218063-0.01548j -0.0503631+0.0445269j 0.034658+0.0346247j -0.00801506-0.00992865j 0.00898646+0.00411922j -0.0347585+0.0510651j 0.106783-0.0150184j 0.0419032+0.0239945j -0.02351-0.0272915j 0.00838932-0.0105398j 0.0036706-0.00483719j -0.0166714+0.031861j 0.0628033-0.0282146j 0.0708666-0.0355981j -0.101604-0.0262817j 0.0894008+0.0992822j -0.0575226+0.0277638j -0.0918102+0.0427426j 0.0122157+0.0323142j -0.0225865-0.0168208j -0.0357029-0.0290403j 0.0232367+0.0469427j -0.0531551+0.00586661j -0.0107723-0.00693599j -0.0193201+0.0229162j -0.0461397+0.0223193j -0.0334314+0.00824972j -0.017447+0.0258217j 0.0170013+0.00342048j -0.0048178-0.0104985j 0.0176437+5.71011e-05j -0.000268653-0.000808456j 0.0322345+0.0365747j -0.00390538-0.00322726j -0.00138509-0.0105221j 0.00203316+0.0153936j 7.76925e-05-0.00845822j 0.00690104+0.00438002j 0.00418626-0.00395161j 0.0125778-0.00162175j -0.0106889+0.00653393j 0.0003505-0.000212173j 0.00881435+0.00927394j -0.00577609-0.00696106j 0.00553111+0.00489464j -0.0198889-0.0118035j 0.00349458-0.00187337j -0.00766234-0.000409886j 0.0149177-0.0122673j -0.00432932+0.00319658j -0.00744571-0.00119191j 0.00510981+0.0114149j 0.00415055-0.00237074j 0.0130071-0.00706401j 0.0131776-0.00346055j 0.000592134+0.00892659j -0.00570523+0.00904855j 0.0113212-0.0115465j 0.0113195-0.0108917j 0.00585216-0.00503092j 0.00988551-0.0154351j -0.0102103-0.00138486j 
0.0250257-0.0322564j 0.0373553-0.0307775j 0.0118147+0.0343166j 0.0184919+0.00313908j -0.0576083-0.0798235j 0.0536244-0.0301788j 0.0185742+0.00266929j 0.00129636+0.0335668j 0.0107513+0.0515788j 0.00636205-0.00520362j -0.0118846+0.00268514j 0.0559824-0.0738536j -0.00672005-0.0170883j 0.0214367-0.0487j -0.0825484+0.00936122j -0.119299+0.0314107j -0.100467+0.00839275j 0.0303071+0.00673336j 0.00129312+0.147997j 0.0275196+0.0300485j 0.0128214-0.0302071j 0.066113-0.115115j 0.0551701-0.0287973j 0.0818935-0.0938933j -0.0524312-0.0921201j -0.0685038-0.0124312j -0.049214-0.0110029j 0.0982435-0.0228859j -0.153906+0.103667j 0.071074+0.0316815j -0.17918+0.169181j 0.0492173+0.0042035j 0.221665+0.0671028j -0.242495+0.140199j 0.0319957+0.0285352j -0.225037-0.185942j 0.0113554-0.0134382j 0.0152637+0.0253358j 0.120336+0.212454j 0.00373741-0.0573249j 0.0398285-0.00408232j 0.0101576-0.0138414j -0.0119715-0.0278046j -0.00625385-0.00246588j 0.0397473-0.0164636j -0.0389032-0.0237553j -0.0392431+0.00867482j -0.00139063+0.00119611j 0.0372222-0.0556639j 0.0235918-0.0486123j 0.0246221-0.0589059j 0.0307789-0.0236159j -0.000687249-0.00940923j 0.0138594+0.0169951j -0.0568016+0.000278482j 0.0148134+0.0345411j 0.0201837+0.0149788j 0.0108029+0.0160548j 0.0392496+0.0353334j 0.0183126+0.0132211j 0.0132161-0.0553246j 0.00650679+0.0575488j -0.0190069-0.0499687j -0.00490423+0.00535393j -0.0410925-0.00563862j -0.000675578+1.73408e-05j 0.00208695-0.0091841j -0.00414415+0.00270221j 0.00487817-0.0114688j 0.00585093+0.00518883j 0.00779935-0.0181412j -0.00452159+0.0173434j -0.000322966-0.00967j 0.00818274-0.00301346j 0.00443407-0.0190985j 0.0183164-0.00153579j -0.00480447-0.011994j 0.00311069+0.00765952j 0.0110713-0.016388j 0.00564798+0.00952344j -0.0143998+0.00688377j 0.00187955-0.0194139j -0.00855226-0.0363006j -0.00946185+0.00111995j -0.0194807+0.0193444j 0.00266407-0.0263731j -0.0410334-0.0110415j -0.039521-0.00104012j -0.00670521+0.0198089j 0.00282685+0.00441299j -0.018436+0.000293149j 0.0134585-0.0211506j 0.00505194-0.0592295j -0.0601826-0.0574441j -0.00796987+0.0028572j 
0.0358763-0.0540666j 0.0123423-0.0528258j -0.00164801-0.0151985j 0.021046-0.0316079j 0.116883+0.0960927j 0.0891837+0.042641j -0.0266355-0.00731511j -0.00991179+0.0665656j -0.128736-0.0843104j 0.0541854+0.00354891j -0.0487005+0.0198778j 0.087794+0.0365736j -0.0063523-0.00856331j 0.0805139+0.0138556j -0.163321-0.0178586j 0.110425+0.0478722j -0.0388055-0.0183528j 0.0615315-0.0302709j -0.00181503+0.0405781j -0.0049287+0.0492222j -0.0832171-0.0281951j -0.0876668-0.0163687j 0.0516015-0.0335021j 0.0155546+0.0489982j -0.0102708+0.0048839j 0.0265212-0.0104991j -0.106505-0.000377426j 0.00893474+0.019183j 0.065042+0.160767j -0.0726053+0.0188287j -0.0981898-0.11811j 0.128483+0.140113j -0.00801196+0.0830722j -0.0140695-0.0605691j -0.0305334-0.0770322j -0.0489834+0.0353709j 0.011735-0.0107708j 0.00537546+9.36155e-05j 0.00641644-0.064264j -0.0535953+0.02582j -0.0924857-0.048451j 0.0140565+0.020648j 0.00156088+0.0116634j 0.00300127+0.00510576j -0.0208359-0.0065574j 0.00924356-0.0224556j 0.00138022+0.0345669j 0.0694183-0.00540038j -0.100598-0.0582566j -0.0138342-0.00227642j -0.00816699+0.0029772j -0.030932+0.00779721j -0.00143522+0.0359017j 0.0196871-0.00911881j -0.0267767-0.0108811j 0.00189489-0.00195566j 0.014413+0.00682805j 0.00523602+0.00593989j -0.015348+0.00937545j -0.00253765+0.0123134j 0.0479469+0.0227671j -0.00866805-0.0292809j -0.0140555+0.0245956j -0.0113172+0.0155498j 0.0314506-0.00360031j 0.000471398-0.0330216j -0.0108504+0.00253452j 0.00277405-0.000579162j 0.00364253-0.0140862j 0.000614124+0.0146642j -0.00907401-0.00597368j 0.00557239-0.00194212j 0.0152982+0.0004004j -0.0214581-0.0016167j 0.0047304-0.00596909j 0.00208352-0.0166868j 0.0163571+0.0146034j -0.00908143-0.0111174j 0.0206593+0.0277402j -0.00706865-0.00446604j -0.0102342+0.009642j 0.00601487+0.00685196j 0.0210734+0.00313888j 0.0129474+0.00687062j 0.00021007-0.0171019j -0.00713651+0.00294114j 0.000420353-0.00212632j -0.00382585-0.00113757j -0.00357995-0.012785j 0.000230723+0.0198622j 0.00444305-0.0320105j -0.00548969-0.0353791j -0.00108992+0.00168381j 0.000228467+0.0257928j 0.0121517+0.0108109j 
0.0562314+0.0345043j -0.0207556+0.00119475j 0.000849069+0.0374879j 0.0458298-0.0348698j 0.00820884-0.0152912j -0.0916864+0.0532031j 0.0565701-0.0422044j 0.0392732+0.037082j 0.124549-0.00916073j -0.11374-0.0202384j 0.0518775+0.00897152j -0.0509609+0.0853799j -0.0150693+0.0445502j -0.0792839+0.0354089j 0.153988-0.0848221j -0.0410872+0.0161535j 0.0369515-0.0538389j -0.00677754-0.00826379j 0.0913061-0.0571927j 0.0462904-0.0611908j 0.0330735-0.0519094j -0.0175792+0.0887173j -0.137527-0.0633398j -0.081291+0.144327j -0.0282809+0.0818978j 0.0262162-0.0705523j 0.150816+0.133139j 0.00159989+0.0293533j 0.0813974-0.0546826j -0.235528-0.107064j 0.0854069+0.00153714j 0.138039+0.0568666j 0.0529855+0.111031j -0.0381545-0.0439195j 0.0716337-0.00819797j 0.00236078-0.0956039j -0.00147247-0.000913159j -0.0164252-0.0095889j 0.0467494-0.00946618j 0.021155-0.0481115j -0.0330686+0.00717668j -0.0216858+0.0446359j -0.00545546+0.00462901j -0.00580981-0.00318112j -0.0281909+0.0601352j 0.0198238-0.0528466j 0.0245743-0.0405754j -0.00628455+0.00655082j -0.0322441+0.0508214j -0.0583094+0.124472j -0.0911099+0.188949j -0.029406+0.063132j 0.00172917+0.031024j 0.0230844+0.00803502j -0.0322131-0.0185551j -0.0138758+0.0871573j 0.00591987+0.00828863j 0.0111325-0.00243417j 0.0159799+0.0362309j 0.00989562+0.015035j 0.00650898-0.0355909j -0.0119306-0.0169143j 0.0182358+0.0155282j -0.011819-0.0194137j -0.0222986-0.000521087j 0.00873852-0.00611032j 0.00585987+0.00277285j -0.0168011+0.0144908j 0.00676421+0.0242596j -0.011856+0.0211305j 0.00297923+0.026601j -0.00547808-0.0206779j -0.0109572+0.000623058j 0.0143838+0.010265j 0.00356544-0.00464095j -0.0195251+0.00311901j 0.00194227-0.00606921j -0.00508472+0.0122077j 0.032856-0.0203142j 0.00118139+0.00307784j -0.0150713+0.0330454j 0.00178593-0.00379915j 0.00656891-0.0150044j -0.00968516-0.0055805j -0.00339547-0.00465074j -0.005202+0.00267028j -0.0191774+0.0165028j -0.00600716-0.00394731j 0.00340927-0.000937332j 0.00644556-0.0091888j -0.0138228+0.0104063j -0.00616799+0.0113599j 0.00375209+0.000610252j -0.00391356-0.0130591j -0.00241371-0.00377047j 
