-0.0100768-0.0126464j 0.0106464-0.0324446j -0.00886987-0.0495604j 0.00919501-0.0423143j 0.0311598+0.0104647j -0.0425066+0.0303256j 0.00731074-0.00929641j -0.0189504-0.00329432j -0.000341528-0.0084875j -0.00778353-0.0193167j 0.00238014+0.0390214j -0.00561154-0.0182773j -0.000473902-0.00498511j -0.016963-0.00216911j -0.00580113-0.0173492j -0.0143896+0.0196613j -0.0148539-0.00382188j 0.0342578+0.00682318j 0.0156355-0.00120183j 0.0111081-0.0160293j -0.0150329+0.0154352j -0.00716867+0.00583504j 0.0038136+0.00576903j -0.00113051-0.00241492j 9.89863e-05+0.000559337j 0.00292355-0.0012104j 0.00266424+0.00864767j 0.0216387-0.0235984j -0.00120001+0.00727281j 0.0164237-0.0190323j 0.00507207+0.0109374j 0.0120631-0.0124297j -0.0123289+0.00862796j -0.0167049-0.00991038j 0.0100032-0.00405874j -0.0165165+0.00799257j -0.0141307-0.00496098j 0.00813093+0.0223351j 0.0285924+0.00762032j -0.0387612-0.0147124j -0.00893527+0.0220932j -0.0109041-0.0271747j 0.0129641-0.00335421j 0.026436+0.0101898j -0.0399377+0.00810558j 0.028834-0.000274746j -0.00471994+0.0112729j -0.045976-0.0173749j -0.02803+0.0172398j -0.0270567-0.0376569j -0.0308349+0.0281932j 0.03386+0.0214296j 0.0415148-0.0335842j -0.0312323+0.0110805j 0.0158794+0.0422189j 0.00662394-0.027717j 0.0252359-0.0167382j 0.0296539+0.031109j -0.0198098-0.0470107j 0.0043436+0.0161917j 0.0346928+0.0255024j 0.0152592+0.0192978j 0.0413313+0.0267193j 0.0628162-0.0593857j 0.00827246+0.0701795j -0.0432568-0.0225544j -0.0116751-0.0577608j -0.0530899-0.0103387j 0.0157969-0.114654j -0.137932+0.00594566j 0.0262794-0.053482j 0.00739455-0.021396j 
0.00679564+0.00587315j 0.000917263-0.00545899j -0.015154-0.00610575j 0.00257985-0.00705369j -0.00702093-0.00526873j -0.00283628+0.00190712j -0.00480935+0.0070754j -0.00614441+0.00540467j 0.0136199-0.00768728j 0.0012509-0.0177085j 0.00937658-0.0144509j -0.0265843+0.0121901j 0.0101305-0.00448698j 0.00487309-0.0156923j 0.00636708+0.0063167j -0.00184946-0.00262706j 0.0186456-0.0132923j 0.0127958+0.00122132j 0.00857617-0.00987955j 0.0140959-0.015517j 0.0135304+0.00944717j 0.0154735+0.0265332j -0.00146659-0.00733972j 0.0132966+0.00845383j -0.016372+0.0202413j -0.0129268-0.0316635j 0.0151038-0.0111723j -0.00612085+0.00216418j -0.0216796-0.0161743j 0.00010824+0.00254765j -0.01368-0.00162029j 0.00654966+0.0205858j -0.0211273-0.0139494j -0.000712591+0.00919831j -0.02131+0.00247718j -0.00296842+0.00548285j -0.0153256-0.00642424j -0.00738932+0.0137251j 0.0240361-0.00335308j -0.0183122-0.00306353j 0.00232841+0.00853385j 0.00334669-0.0109407j -0.0126631+0.0165659j -0.00168214-0.00334619j 0.00605401+0.00375997j -0.00488606+0.00550139j 0.00533807-0.0183137j -0.0105824+0.00971764j 0.00358729-0.00516548j 0.00692286+0.0269893j -0.0177226+0.00147364j -0.00917372+0.0111763j 0.00447445+0.00927789j 0.0169271+0.0132097j 0.00965523-0.00237745j 0.00229831-0.00156322j 0.0179739+0.0199147j 0.00918339+0.00146792j 0.00510226-0.00600297j 0.0105757+0.0100026j -0.00685823-0.00228478j -0.00398341+0.00178767j -0.0130392+0.000931104j 0.00145735-0.00425127j -0.0198189+0.00128574j 0.0150825-0.00118527j -0.0154825-0.0149153j -0.00376578+0.00266699j 0.0087736-0.00295438j 0.00339604-0.00914634j 0.00234485-0.00198543j -0.00136516+0.00815614j 
0.0103844+0.00542808j 0.00904179+0.00287854j 0.028933-0.0192569j 0.0180989+0.0109791j -0.0261346+0.0192154j -0.0162671-0.018376j -0.00942957+0.00716513j -0.0011549+0.0129608j 0.012562-0.0108589j -0.0113368-0.0116983j -0.00714823-0.0284775j 0.00167729-0.00352779j 0.0091303+0.00183626j -0.000614236-0.0263409j 0.00647689+0.00811428j 0.0293232+0.00495328j 0.00706445+0.0183087j 0.016794-0.00145568j 0.0138996-0.00773677j 0.000581596-0.0191162j -0.0103133-0.00885427j 0.0273418+0.0058784j -0.0176027-0.00873286j -0.00164355-0.00795349j -0.0105009+0.000781656j 0.00974426+0.0168728j 0.0132883+0.0156391j -0.00590015+0.0169676j -0.0134373-0.0209828j 0.0105182-0.0155378j -0.00116678+0.000425852j 0.00869115-0.00838516j 0.000456915-0.00843268j 0.0211593+0.0215578j 0.010446+0.0017314j 0.0157298-0.00237068j -0.0181722+0.00625947j -0.0178308-0.00133195j 0.00760246-0.00736679j -0.0275341+0.00852516j 0.00784342-0.00189941j -0.0136765+0.0110372j 0.0195829-0.00823942j 0.0373994-0.00710576j -0.0117834-0.00540884j -0.0069467+0.0169231j -0.0176133-0.0028562j 0.00362798+0.00665042j -0.011378+0.00505379j -0.00266503+0.0161839j -0.000505148-0.00443652j 0.0206625+0.00937179j -0.0149253+0.0427829j 0.0028507-0.020142j 0.0149679-0.0231955j -0.00100332-0.000660589j 0.0083536+0.0207826j 0.0155923-0.00104645j -0.00444134+0.0219011j -0.0109486-0.00360424j -0.00487893+0.00182751j -0.000998162-0.0150852j 0.00890568+0.00341182j 0.00705432+0.00346298j 0.00749793+0.000156037j -0.00829927+0.00247523j 0.0186557+0.0206452j 0.00453637+0.00105929j 0.00062459-0.00622397j 0.00012686-0.0103616j -0.000920509+0.00770968j 0.00173573+0.00419705j 
0.00846102+0.0143964j 0.000708721-0.00134039j -0.00282339-0.036422j 0.0384433+0.00442963j -0.000921934+0.0208722j -0.0249189-0.00765368j -0.00248424+0.0167921j 0.00671489-0.0111822j 0.00125134-0.0071529j 0.00540217+0.015899j -0.0281984+0.0212542j 0.0125775-0.00819259j 0.00676589+0.00815617j -0.0114729-0.0105876j 0.00447689+0.00231875j -0.00176854-0.00518565j 0.00458292-0.00758443j 0.0106561+0.00269526j 0.00436565-0.000561883j 0.00700199-0.0215948j -0.0168432-0.00276636j -0.0077014+0.00903601j -0.00132245+0.00172788j 0.00595773-0.00932545j -0.0407189-0.0105706j -0.00155496+0.00387739j 0.0106604-0.00211204j -0.00631078+0.00547363j -0.0166308+0.0102253j 0.000114411-0.00186791j 0.00461585-0.0140548j 0.00881023-0.0157244j 0.00979158-0.00756683j 0.00717052+0.00134752j -8.2733e-05+0.00263846j -0.00785357+0.000682022j 0.0143902-0.00595721j 0.00176342-0.000825104j -0.0144415-0.00481743j -0.00564543+0.0073526j -0.00302344+0.00656503j -0.0256498+0.0114462j 0.0177939+0.00378201j 0.0306924+0.0180099j -0.00829303+0.00875275j -0.00308274+0.0114113j -0.00451502-0.0128644j -0.0184465+0.00693615j -0.0399319-0.00565116j -0.015762-0.00293286j 0.011032+0.0190464j 0.0481156+0.0116357j -0.0172848-0.0299338j -0.00814783+0.00614561j 0.0102985-0.0203627j -0.00556562-0.00363326j 0.00353928-0.0211035j 0.00517602+0.0126888j -0.0124298-0.0165701j -0.00966293-0.0108448j 0.00588452-0.00431231j -0.0147732+0.024193j 0.0358185+0.00524844j 0.0300965+0.00470392j 0.0115956+0.0141854j 0.000425201+0.00173382j 0.0264527-0.00388488j -0.0110685-0.0180177j 0.00180537-0.0170243j -0.0154311-0.00943672j -0.00224536+0.00541752j 0.00427284+0.011418j 
-0.00839161-0.0117284j -0.00384489-0.00173582j -0.0081087+0.00860851j -0.00821803+0.00516872j 0.0241613+0.00858573j 0.0168699+0.0292366j 0.00662508-0.0423756j 0.0185045-0.00424333j 0.00628532+0.0186058j -0.00554819+0.00873646j -0.0151076+0.00755239j -0.0227227-0.0182213j -0.0129266-0.00354297j -0.0147859-0.00356006j -0.00446718-0.0131765j -0.0155043+0.0126818j -0.000354255+0.0214834j 0.000250883+0.0014111j 0.0109581-0.00555098j -0.0259248+0.0356208j 0.013561-0.00817561j -0.0288529+0.0148514j 0.0195017-0.00796431j -0.0015517+0.0126398j 0.0154935+0.00432687j -0.022492-0.0033112j -0.0222006+0.0213036j 0.0066901-0.00964086j 0.0182512+0.0150737j 0.00118218+0.000340414j 0.0213745+0.0168009j -0.0128773-0.00705191j -0.00964262-0.0161948j -0.00636269+0.00851305j -0.0107914-0.00420916j -0.0182448-0.0171536j 0.00576876+0.00355862j 0.00694718+0.00853874j -0.0127778-0.00356692j -0.00426674-0.0141584j -0.0104182-0.00684648j -0.00640181-0.000895797j -0.00729598+0.0176734j -0.0181557+0.0104612j -0.0181736-0.00113962j 0.00536077-0.00580552j 0.0206547-0.0179653j 0.0141016-0.00301743j 0.00797398+0.014188j 0.00103067+0.00230168j 0.005697-0.00800458j -0.00843098+0.0156445j 0.00231245+0.0144282j -0.00476254-0.00242782j -0.0138415+0.00519892j -0.00459242-0.00141072j 0.0191471+0.00260126j 0.0179559-0.00414471j 0.0108288-0.0149127j -0.00057866+0.0057971j -0.0150123+0.0111873j -0.000345368+0.000916057j -0.0110787-0.000126956j -0.00668781+0.0035445j -0.00681231-0.00482501j 0.00403099-0.00187779j -0.00498201-0.0154963j 0.00819078-0.00940021j 0.00228371+0.00248943j -0.00219063+0.00299685j 0.00455328-0.00934646j -0.00376709-0.000272939j 
-0.0014-0.0137821j -0.00437972-0.000192073j 0.00267856+0.0212193j -0.0191019+0.00694402j 0.00684437-0.0166894j 0.0218869-0.0275732j -0.00357727-0.024564j 0.0114625+0.00983853j 0.00228755-0.0252051j -0.0299649+0.0264353j 0.00510316-0.00509985j -0.0145125+0.0133564j -0.04044-0.0110893j 0.0111454-0.0200276j -0.025571-0.0160712j -0.0122975+0.011843j -0.0063509+0.00382602j 0.0148058-0.000139113j -0.00771483-0.01655j -0.00741834+0.0155162j 0.0228372-0.00979105j 0.00374893+0.0113215j 0.0243346-0.0121459j -0.0117361-0.00921928j 0.0216909+0.0102169j -0.000666841-0.0213737j 0.00729781+0.00533052j 0.0199768-0.00638784j 0.00126492-0.0062935j 0.00374248+0.0130878j 0.0114939+0.0036145j -0.0148935-0.00219994j -0.00777215-0.0197926j 0.0112839-0.00866649j -0.00593898-0.00780221j 0.0094325-0.0167212j -0.0204134+0.00956088j 0.0206562-0.00236881j -0.00810425+0.0173845j -0.00373519+0.00218328j -0.00410485-0.0172996j 0.0345164+0.00954955j 0.00504057+0.00214922j -0.0263428+0.00250084j 0.0058196-0.0128948j 0.011517+0.00778479j 0.00467994-0.00270906j 0.00935325-0.00714088j -0.00398053-0.00923824j -0.000773822-0.0250465j 0.00895659+0.00520325j -0.0226576-0.017368j 0.0127791+0.0122115j 0.00775171-0.00394905j 0.00165131-0.0105204j -0.0176017-0.0145219j -0.0346424+0.00197432j -0.00620155-0.0030593j 0.0202978-0.00101366j 0.00881192+0.00465876j -3.13632e-05+0.00325746j -0.0129208+0.00195656j -0.00761141-0.00812777j -0.0197143-0.00286419j 0.00377598-0.00400868j -0.00695773+0.0022201j 0.00399289+0.00179156j 0.00731302+0.0148389j -0.000204157+0.00362219j 2.09919e-05+0.0108576j 0.00347557-0.000444148j -0.00210724-0.00857355j 
-0.0071048-0.0198728j -0.011015-1.73369e-05j -0.00427647+0.0249071j -0.0326128+0.00101516j 0.00969992-0.0219454j 0.0043246+0.00543686j -0.000822639-0.00532518j -0.0168675+0.0141997j -0.00165786-0.00267443j -0.0143845-0.00460384j 0.00542305-0.0114587j -0.00819139+0.00853057j 0.0104649+0.00386055j -0.0161841+0.0178657j -0.0108086-0.00660123j 0.0273966+0.018192j -0.00115084+0.0107729j 0.00262887+0.0130276j 0.000621387-0.000148029j 0.0157793+0.010589j 0.0267534-0.0199648j -0.00695678-0.00364252j -0.00492856+0.0125079j 0.00177055-0.00733226j -0.00338802-0.0150776j 0.00329929-0.00251128j -0.0149443-0.0138003j 0.0133767-0.0118641j 0.00218179-0.00724086j -0.00974558+0.00390894j 0.00592649-0.0036665j -0.00197464+0.00694475j 6.00824e-05+0.00157111j -0.00144542-0.0151875j 0.00623488-0.00193702j -0.0141704-0.0154778j -0.013836+0.00762485j 0.00395103+0.0138694j 0.00987176+0.0129606j -0.0057962-0.00763834j -0.0070529+0.00215647j 0.0196721-0.00182792j 0.00777135-0.0107222j -0.0212519-0.015624j -0.00527377-0.015823j 0.011075+0.000825058j -0.0127418-0.00177618j 0.00988276-0.00164625j 0.0152998-0.00952944j -0.00448056+0.00368903j -0.00925187-0.00712319j -0.0204678-0.0169837j 0.00919765+0.0113569j -0.0149436+0.00841716j -0.00175731-0.00653267j -0.000356806-0.00862978j -0.0161266-0.00353971j -0.00502987-0.00282133j 0.00719435-0.00529624j 0.01013+0.00603245j -0.00653692+0.00556872j -0.0173053+0.00176396j -0.0142315-0.00494392j -0.00712656-0.0120665j -0.00300788-0.00717626j 0.00188328-0.00424812j -0.010664-0.00661286j 0.00264497+0.00750989j -0.00738145+0.00362533j -0.00510155+0.0101216j 0.00227171-0.00837342j 0.00273673-0.00936903j 
-0.00308785+0.00632723j 0.00961728-0.00927989j 0.0326799-0.0232355j 0.0169415+0.0125365j -0.0283928+0.0135669j 0.00568286-0.00220382j 0.0345032-0.000119385j 0.00817252+0.0227739j 0.0157037+0.0161283j 0.0232309-0.00767704j -0.00352498-0.00974757j 0.0156352-0.02205j -0.00702108-0.0173006j 0.0300846-0.00995485j 0.00539298-0.0176272j -0.0089964+0.00124071j -0.00347502+0.0028896j 0.0182615+0.0155723j 0.0169508-0.00708761j 0.00460311-0.0467544j 3.96994e-06-0.00383379j -0.0094097+0.00371131j -0.0064203+0.000608622j -0.000109272+0.00600309j 0.00553713+0.0155132j 0.0155194-0.0143739j 0.00273754-0.0136976j -0.0113864+0.0083537j -0.00516904-0.0047959j -0.00160307-0.0179226j -0.0169835+0.0106063j -0.00469947+0.00472144j -0.0132265+0.0121491j -0.00689077+0.00378738j -0.0270841-0.00161037j 0.0109266-0.00442077j 0.0116032-0.00745673j 0.00963227+0.00128819j -0.0247047-0.000187292j -0.0186824-0.00556593j 0.00947532+0.0234185j -0.0117867-0.00782616j -0.0149132+0.00200294j -0.0171095+0.00125058j -0.018769+0.0179541j 0.015687+0.00174202j -0.00848949-0.010943j -0.00492107-0.00528919j -0.0285748+0.0262397j 0.0172774-0.0124498j 0.0101461-0.0113124j -0.0011902-0.00271753j 0.016157-0.0208406j 0.011829-0.00824179j 0.0201875+0.0118609j 0.0139406+0.0135285j 0.0123114-0.00272182j 0.0157812+0.0225367j -0.00160915+0.0195752j -0.00908623+0.004492j -0.00480376-0.00510574j 0.0123706+0.00585587j -0.00818552+0.0120228j 0.020255+0.0178104j -0.00215539+0.00775119j 0.00132162-0.00144261j 0.00912181-0.0128631j -0.00233852-0.0128299j 0.0167004-0.00438053j -0.0101542-0.0200348j 0.00163013+0.000592674j -0.000638546+0.00777255j 
0.017205+0.0020489j -0.0110517-0.00853113j -0.0475175-0.0192778j 0.0176458-0.0313292j 0.021724+0.0208852j -0.00746646+0.00800897j -0.0324878+0.0135879j 0.012926-0.0335423j -0.00395308-0.0202491j -0.016649-0.00562231j 0.00718637-0.00592365j -0.0211314+0.00201248j 0.00446072+0.0232761j -0.017794-0.00972121j -0.000872832+0.0230418j -0.0028988+0.0282767j 0.00994937+0.0121871j 0.00104335+0.0188493j 0.00120121+0.00251065j 0.0220837+0.0105771j 0.00757055+0.00634021j -0.0111626+0.0230635j -0.00506569+0.011065j 0.00362954-0.00819303j 0.00122845-0.0128428j -0.00922193-0.00677363j 0.00780499+0.019086j -0.00965197-2.35525e-05j 0.0103655-0.000314767j 0.00319684-0.000250625j 0.0210492+0.00373431j 0.0137404-0.00234434j -0.0123904-0.0181257j -0.00841018-0.00332612j 0.0018265-0.0105742j 0.00653151+0.0191496j -0.0118853-0.0030747j -0.00240684-7.84632e-05j 0.00959093-0.0173325j -0.000757349+0.018361j -0.00154184+0.00494155j -0.0324109+0.00324798j 0.0110319+0.020362j 0.00526181+0.00468433j -0.0178288+0.0271334j -0.0039263-0.00164092j 0.0127288-0.0199976j 0.000983823+0.00136232j 0.0245773-0.00819265j -0.00456798+0.0178496j -0.0113583+0.0190687j 0.0318872+0.0212231j 0.016819+0.0158893j -0.0116964+0.0087538j -0.0237108-0.0329681j -0.00649549-0.0244315j 0.0256315+0.0137488j 0.00801526-0.0072092j 0.013838-0.0109269j 0.000426626-0.00792268j -0.00420296-0.00288539j 0.00259329-0.00703953j 0.0114621-0.0170582j -0.00856574-0.00429467j -0.0179606-0.00413808j 0.00724429+0.00920952j 0.00120593-0.00622552j -0.00821697-0.00254968j -0.00872859-0.00848384j 0.00793273+0.012136j -0.00628646-0.00548395j -0.000420409+0.00595064j 
-0.00922224+0.00204722j 0.00788282+0.00656802j 0.0227948-0.00136046j 6.11356e-05+0.0119493j 0.00864861+6.20111e-05j 0.00332344+0.0132159j 0.0328826-0.00523537j -0.0045455+0.0125325j 0.0211534+0.0154248j 0.00911165-0.0171384j -0.0192207+0.0019808j 0.0104783-0.0124305j -0.00369533+0.0049359j -0.0161466+0.0133623j 0.00358895-0.00325366j -0.00818537-0.00221836j 0.0122236+0.0181678j -0.00670374+0.0114119j -0.00381563+0.0150518j -0.0231853-0.0054061j -0.0125414+0.00476673j 0.0165688+0.00401726j -0.00441101-0.00933173j -0.013015-0.0161055j -0.00182815-0.0201112j -0.00827716-0.0126413j -0.00653355-0.00883941j -0.00463661+0.00612667j -0.00305851+0.00604069j 0.00709998-0.0159568j -0.000960865+0.00180262j -0.00906331-0.000405726j 0.00557819+0.00366978j 0.00316324-0.0129588j -0.00344625+0.00617482j -0.0185838-0.00301018j 0.0177014+0.00736139j -1.38831e-06+0.00371896j -0.00611831-0.000422084j 0.00421858-0.00755521j -0.0100383+0.000590773j 0.0047445-0.00511545j -0.0123821-0.00896523j -0.00339377-0.00444353j 0.00949947-0.0080805j 0.0175585-0.00508882j 0.00183382+0.00682397j -0.00704031+1.49138e-05j -0.0113549-0.00103491j 0.00795965-0.013423j 0.0160144-0.0122272j -0.00286808-0.0217087j 0.00463081-0.0186515j -0.00212261-0.00853267j 0.00406806+0.021735j 0.000174361+0.0123249j 0.00752167-0.00504105j -0.000115249-0.00576902j -0.00231673-0.00503197j -0.00488873-0.00332259j 0.000706824-0.000692562j 0.0115276-0.00976038j -0.00234355+0.012944j 0.00401356+0.00304179j 0.00475954+0.00357238j -0.00641555-0.0104091j -0.00233023+0.00586915j 0.00083345-0.00376195j -0.00114953+0.00572117j -0.00217328-0.0111014j 0.00171358-0.000401562j -0.00158878-0.000922041j 
0.00910886+0.00360766j -0.00328461-0.00492566j -0.0243111-0.015434j 0.0162004-0.0204434j -0.0065724+0.0103107j -0.0102498-0.0193182j -0.0305698+0.0341977j 0.00934975-0.00805646j -0.0225744-0.0137448j -0.000115643+0.00194907j 0.0282323+0.00544964j -3.5004e-05+0.0231417j 0.0160356+0.00730726j 0.0100008-0.0208122j -0.00239118-0.00130975j -0.00136597+0.000782152j -0.00530714-0.00855718j -0.0098805+0.0165726j -0.00952467+0.0070003j 0.0240501-0.0190171j 0.00501903-0.00151054j -0.00718438+0.00618609j 0.00928433-0.00273504j 0.00709823-0.0097539j -0.0114212-0.0228108j -0.010449+0.00632666j -0.0120224-0.0181674j -0.0200333-0.00983895j 0.0085643-0.000231376j -0.00301464-0.00782116j -0.00603901-0.00234662j -0.00730677-0.00916966j 0.00760115+0.0224494j -0.0155434-0.00500898j 0.00553524-0.005559j 0.000183383+0.0155282j -0.0104175-0.00208196j 0.0137058+0.00856454j 0.0118995+0.0118937j 0.0152481+0.0121203j 0.0093084+0.00828132j -0.00408017+0.0197319j -0.00182538-0.0134261j -0.0146544-0.0135796j -0.023252+0.00340517j -0.00311983+0.00740943j -0.0052764+0.0185246j 0.00190579+0.0125165j 0.0074368-0.00056614j 0.00826237-0.0191905j 0.00455418+0.0063957j 0.00265932-0.00645526j -0.00305225-0.0132899j 0.00889355+0.00387357j 0.000475431-0.0127042j 0.00303506-0.00593342j -0.0153201-0.0241291j -0.00870963+0.020869j -0.00146371-0.00978009j 0.0123304+0.00470642j 0.0141009-0.0106275j -0.00249605+0.00104384j 0.0159429-0.0150213j -0.00111682-0.00223932j 0.0116648+0.00698597j 0.00372557+0.0118558j 0.00805337+0.00519852j -0.0129735+0.00837619j -0.0193132-0.0142796j 0.00121381+0.0217094j -0.0109186-0.00160659j 0.00926288-0.00299096j 
-0.00809009-0.00379297j -0.00582397-0.005224j 0.00257095+0.0268511j -0.0214813+0.00203226j 0.00144704-0.0147995j 0.0088678+0.0138975j 0.00169585-0.00603655j -0.018239-0.0120368j -0.00311305+0.0161703j -0.000873649+0.00317745j 0.00480883-0.00378418j 0.017906-0.0238181j -0.0113615-0.0279295j 0.0289555+0.0208978j 0.00579779+0.00119536j -0.0148411-0.0187355j 0.00296688+0.00229979j -0.0129637-0.0128801j -0.0289862-0.00113201j -0.041853+0.00527458j -0.00584644+0.00119282j 0.0124735-0.0089737j -0.0168554-0.0158736j 0.00114241+0.000446785j 0.00258853+0.00312176j 0.00421719+0.00796023j -0.000278681+0.0061967j -0.00257303+0.0155709j 0.00132676-0.00414172j -0.00924853-0.00492248j 0.00693626+0.00831782j 0.00757212-0.00801923j -0.0181802+0.000621204j -0.00511278-0.000765065j -0.00480198+0.00699917j -0.0109478-0.0128398j 0.0383147-0.00394588j 0.0198678-0.0104002j -0.010443-0.00280283j -0.00748305-0.0155811j 0.0110286+0.00237673j 0.0020981-0.00540567j -0.021901+0.0110478j -0.00351611-0.000689563j -0.00205683-0.00985539j -0.00365153+0.00791135j -0.0179339-0.0111137j 0.00511755-0.00350741j 0.0159396+0.00360547j -0.00845779+0.00765552j -0.0115886+0.0116251j 0.00325875-0.0129292j 0.0173426-0.00573731j -0.00524886-0.00374219j 0.0182819+8.91793e-05j -0.0061574+0.00534476j -0.0113644+0.0125794j 0.0138186-0.0019714j -0.00965842+0.0125558j -0.000321781-0.00184206j 0.00595364-0.0129476j -0.00811522+0.0132038j -0.0301987-6.73511e-05j 0.0139305+0.00567903j 0.00259951-0.00985941j 0.00886111-0.00011294j 0.00175467-0.013258j 0.00295685-0.0106875j 0.0197373+0.00804924j -0.000108909-0.00177948j 0.00220104-0.00387539j -0.00153927-0.00371048j 
-0.00352496-0.000620087j -0.0100041-0.0123172j -0.0319473+0.0334451j -0.0288306-0.0183634j 0.0104723-0.0284704j 0.0196013+0.0123609j -0.0171816+0.00440689j -0.0357905-0.0229762j 0.00749421+0.00301142j 0.000567206-0.013026j 0.0144341-0.0141098j 0.0110294-0.00550791j 0.00108719+0.00145192j 0.0137916+0.00684282j 0.00376599+0.021794j -0.0211232-0.0022414j -0.0049457-0.0213314j -0.0126623-0.0312432j -0.0241533+0.0033674j -0.0126258+0.00646403j 0.0117288+0.00682275j 0.00397516+0.00484254j -0.00405937-0.00285405j -0.00707165+0.0141812j -0.0103748+0.0106265j 0.00961879-0.0131274j -0.00769762-0.0233581j 0.00767108+0.0109546j 0.00414886-0.0145203j -0.00503294+0.00657981j 0.00801392-0.00335064j -0.0131816-0.00161937j 0.00215852-0.00156393j 0.00105097-0.00424108j -0.0148714+0.00436014j -0.0213826-0.0091977j 0.0139295-0.00364437j 0.00581286+0.0128746j 0.000196634-0.0165228j -0.000709936+0.00562385j 0.00519235+0.0119253j -0.00419338-0.0219259j -0.0184954+0.0223097j -0.0113813-0.010062j -0.00457667-0.00370897j -0.0154958-0.025784j 0.00697652+0.0250549j 0.00398404-0.0438065j 0.0177179+0.0180803j -0.0189486+0.0213743j 1.33331e-05+0.00568773j -0.0281487-0.0147914j 0.00857067-0.00913244j 0.00869593+0.00923789j 0.0110807+0.0154591j -0.0130674-0.00444808j -0.00253382+0.0076381j -0.0132999+0.00409474j 0.00628893+0.0135873j 0.0309465+0.0175039j 0.00630797+0.00838113j 0.00326009-0.00795488j -0.00704048-0.00771608j -0.0191075+0.00617046j -0.0262516-0.000969329j -0.00350736+0.00346559j -0.0107989-0.0263024j -0.0141135-0.000673368j 0.0193389+0.00779494j 0.00844036+0.0066979j -0.000808609-0.00165013j -0.00131418-0.000519507j 
0.00260881+0.00430347j 0.000552717-0.000701944j -0.000647297-0.00600296j 0.00799606+9.18987e-05j -0.000727864+0.0172064j -0.00627106-0.00809823j -0.00737255+0.022175j -0.00120956-0.00331084j -0.0024193-0.00156144j 0.00564779+0.00811703j 0.00482734+0.0169422j 0.000578297+0.0128454j 0.000341798-0.00878316j 0.00231522+0.00392809j 0.00955525-0.0104526j -0.00543689+0.00318445j 0.0119213-0.00875577j -0.0114627+0.01716j -0.013863+0.00128246j -0.000786219-0.00373107j -0.0118116-0.0025499j 0.0129232+0.000157107j -0.00509078-0.0125374j 0.0136096+0.0051935j -0.00398517+0.0174441j -0.0118516+0.0034866j 0.00166009-0.00383945j -0.00958666-0.0126049j 0.00534115+0.014059j 0.0016554-0.000863205j -0.012122+0.00475992j -0.0110126-0.00537421j 0.0200196-0.00682158j 0.00271498-0.00462213j 0.0023176-0.00725028j 0.00499994+0.0115757j -0.0016675-0.00413718j 0.00248761+0.00216486j 0.000713357-0.00313304j 0.000755327+0.0122321j -0.000213009+0.0090458j -0.0190426-0.000164331j 0.000918801-0.00460361j -0.0084978-0.00259012j -0.00301924-0.00874499j -0.00315182-0.00163643j -0.00440308+0.0182126j -0.00500147+0.00367752j 0.00486161+0.00178731j 0.00513928-0.00966267j -0.0037339+0.00858046j 0.00909401-0.014202j -0.00786574-0.0115939j -0.00136471-0.00813665j 0.0022253+0.000871198j 0.00112146+0.00329534j 0.0137758-0.0122778j 0.00820052+0.000408794j -0.000502604+0.00294937j -0.00314435+0.00306847j 0.00866097-0.00657704j 0.000462554-0.00285105j 0.00274836+0.0046936j 0.00592923+0.00419362j 0.00582944-0.00257723j 0.0037288+0.0015836j 0.0089315+0.00632594j -0.00630183-0.00693622j -0.00472113+0.0021215j 0.00586102+0.00424191j -0.00638722+0.00216021j 0.00305702-0.000333352j 
-0.00257123-0.00840132j -0.0100131-0.0080318j -0.0210596+0.013874j -0.022039-0.0203382j 0.0201448-0.0179874j 0.020239+0.0151947j -0.00311633-0.00665341j -0.0080857-0.00202283j -0.00419764-0.00804539j -0.0115883-0.00116211j 0.00543612+0.000132443j 0.00469343+0.000562794j -0.00011402+0.000839333j 0.00886943+0.0127242j -0.00232828+0.00384927j -0.0164038-0.00350319j -0.0115904+0.000959636j -0.00346205-0.0161794j -0.010762-0.0161308j -0.0100628-0.00955925j 0.00387403+0.00986929j 0.00266381+0.00287525j -0.00521773+0.00371777j -0.00246458-0.00551332j 0.00720777-0.00376067j -0.00477411-0.00321278j 0.0016066+0.0155493j 0.0188373-0.00632897j 0.00327528-0.0188968j -0.0154574-0.00317198j 0.000589948+0.00596296j -0.00324832+0.011019j 0.00454703-0.00929022j -0.0195534+0.00548524j 0.00219134-0.00285254j -0.0137421-0.00105155j -0.00737698+0.00981853j 0.0045242+0.0144989j 0.00712829-0.00188613j -0.00809322+0.00419588j -0.00523235+0.008269j 0.000536237-0.0190826j -0.0145605+0.00528626j -0.0166707+0.0223398j -0.0121164-0.00330244j 0.0114962-0.0198753j 0.013896+0.00206137j 0.0124021-0.0246446j 0.00615699+0.0130586j 0.0106473-0.00359346j 0.0299522-0.00569582j -0.0119784+0.00291733j 0.0121339-0.00458313j 0.0100104+0.0160824j -0.0044119+0.00865173j -0.0225783-0.0180727j -9.94169e-05-0.000528095j -0.00213648+0.00618722j 0.0135514-0.00356441j 0.0195327+0.0075889j 0.00477914-0.000155059j -0.00843267-0.00765875j -0.00397637-0.0126937j -0.0113508+0.00557513j -0.00922935+0.00943881j -0.00837729+0.00203244j -0.00412122-0.0134245j -0.00120659+0.0110662j 0.00243613-0.00924565j -0.00504872+0.00715853j 0.00269717-0.0114196j -0.00212236-0.00236071j 
