-0.00896659-0.0262564j 0.0187989+0.0611083j 0.0210854+0.00972883j 0.0642178+0.0191161j 0.0142915-0.00390049j 0.0196531+0.0108131j 0.0563059-0.016631j -0.00751338-0.00218835j 0.0377704-0.0151759j 0.00263565+0.00800827j -0.0120159-0.00180065j -0.0270057+0.0260699j 0.0186929-0.00287366j -0.00499096-0.0189733j -0.00955958-0.0127388j 0.00240272-0.00154667j 0.00360151-0.00900777j 0.00994033+0.00261375j -0.0276806+0.0184436j 0.00900555-0.0144467j -0.0154789+0.0163024j 0.00397895-0.0356463j 0.00551825+0.00954999j 0.0160422+0.00729686j 0.00645803+0.00641316j 0.0120339-0.0101161j 0.00169187-0.050973j -0.012394-0.026875j -0.00187005-0.00535009j -0.00731562-0.0295765j 0.00296396+0.0321188j 0.0037969+0.000241297j 0.00466554-0.00606733j 0.0126388-0.0004146j -0.0158946-0.0450225j -0.00584543-0.000554181j 0.00109209-0.0298038j -0.0731515-0.00718254j 0.00216174-0.0195038j 0.00338893-0.017502j -0.00410921+0.0159072j -0.0280932+0.0442356j -0.038891-0.00932048j 0.0369075+0.0566298j 0.00424891+0.0971431j -0.0875157+0.0897187j -0.0786047-0.0404504j -0.0543405+0.0403683j -0.0725478+0.0150899j 0.0167059-0.0925581j 0.0603257-0.0360418j 0.0119568+0.053116j 0.0284808-0.0481841j -0.0919859+0.091491j -0.167428-0.211324j -0.124118-0.0208026j 
0.0156162-0.0297693j -0.00033845+0.00215596j -0.059886-0.0185283j 0.0172427+0.0277834j -0.027507+0.0360214j 0.0236912-0.0193982j 0.0421617-0.0542218j 0.0113427+0.0328747j -0.00481787-0.00495108j 0.00345526-0.0238948j -0.0132201+0.0331342j 0.000515662-0.00546453j 0.011868+0.0378147j -0.00861091+0.0231146j -0.00463261+0.00340266j -0.0596758-0.0153728j 0.0462733+0.0595938j -0.00881689+0.00992338j -0.10393+0.0942972j -0.061417-0.0657525j 0.0229455-0.0102381j 0.0745973-0.0568331j 0.0288157+0.0436414j 0.111554+0.0680754j 0.0435509-0.00395077j 0.064075+0.0467476j -0.0514108-0.0122331j -0.0798574-0.0145774j 0.0199025-0.0032882j 0.0991909+0.0570435j -0.00329196-0.0007031j 0.0308952-0.0440739j -0.00854687-0.0275033j 0.00272777-0.114439j 0.0733779+0.0321889j 0.0849304+0.0743555j 0.0840069-0.145594j 0.067807+0.0137131j 0.0922531+0.086489j 0.00911122+0.10062j -0.0405613-0.0785258j -0.00342787+0.0442935j 0.106052-0.037668j 0.0361184+0.214238j 0.0336002+0.25492j 0.215233-0.113043j 0.0186881-0.26394j -0.0857826+0.0455507j -0.114162+0.117376j 0.0460311-0.0391726j 0.0242444-0.0338524j 0.0029995-0.0872389j -0.050454-0.0319964j -0.00714883+0.033986j -0.100087-0.071247j -0.0106476+0.0845249j 
0.0391966-0.0487354j 0.00126081+0.00765846j -0.0131386-0.0380808j -0.01213+0.0375914j 0.00562606+0.0142193j -0.0193498+0.0275189j -0.0290621-0.0217956j 0.0310603+0.00531442j 0.000521549-0.0374967j -0.0093979+0.0527687j -0.0113798-0.0239794j 0.0421655+0.0598421j -0.0744208+0.0278292j -0.00695775+0.00698911j -0.00481227-0.0382399j 0.0281143+0.00462008j 0.0129239+0.030728j 0.00703056+0.0582213j -0.0154586+0.0898485j -0.0163453-0.0703525j -0.0224864+0.0847701j 0.00470528+0.0397271j -0.0466203-0.00352162j 0.0711606+0.0372682j -0.117127+0.022261j -0.0278058+0.00214704j 0.0285225-0.0356847j -0.0840277+0.00633262j -0.0533689+0.113692j -0.131575-0.0601287j -0.0993141+0.0921412j 0.0154776+0.0416008j 0.0496349-0.0773456j -0.0564209+0.108457j 0.0901122-0.0708488j 0.0293113+0.0799157j 0.0705867-0.0281952j -0.0170021-0.107613j 0.107574+0.125621j -0.0607357-0.0255246j 0.00858306-0.00286982j 0.197535-0.0427576j 0.177316-0.0260895j 0.052452-0.0906053j -0.123139+0.0485898j 0.103653+0.132056j -0.162181-0.0849149j 0.191411+0.0639543j -0.0535917-0.130564j -0.0622588-0.0858013j -0.0559387-0.0416829j 0.0650795+0.0987327j 0.0567095-0.0122709j -0.0663079+0.031448j 0.0735257-8.18558e-05j -0.035341-0.0347288j 
-0.00217599+0.0478838j -0.0131486+0.0569135j 0.0131694+0.0177066j -0.0164319+0.0470497j 0.0163233+0.049854j 0.0493535+0.00343595j 0.0282081+0.014767j -0.0522171+0.0139137j 0.0249875+0.00665885j 0.0152978+0.085159j 0.0195759+0.0448127j 0.0446379-0.013314j 0.0807844+0.0528617j 0.00251117+0.0241122j 0.0402307+0.0216331j 0.00529909+0.000829349j -0.0289059+0.0457385j 0.0329306+0.0610544j 0.0342277-0.0022403j 0.0271897+0.0323843j 0.0211545-7.77038e-05j -0.00429708-0.0343471j 0.0741059+0.00554876j -0.0264734-0.049346j -0.0390796+0.049424j -0.0177094+0.0784849j -0.00894764-0.0139773j 0.006181+0.202334j 0.0338721+0.0594414j -0.136881-0.0046275j -0.0103084+0.0730534j 0.0768084+0.0289504j 0.0249737-0.081151j 0.125601-0.149539j -0.00498154-0.102246j -0.00116669-0.0116187j -0.0751234-0.0374837j 0.167861-0.00277284j 0.06498+0.0476829j -0.0705608+0.0943822j -0.0341426-0.00164842j 0.0591868+0.0310075j -0.0860859-0.0206009j 0.123685+0.00798815j -0.0605874-0.15403j 0.0206095+0.00663491j 0.195151+0.0764434j 0.00958871+0.0758581j 0.00712881+0.0821902j -0.00660805+0.101385j 0.0441949-0.0971945j -0.0029366-0.0629158j -0.00167271-0.0378693j 0.00960159-0.0957814j 0.063133-0.00537998j -0.023552-0.0900312j 
0.0258784+0.0248021j 0.0761665-0.035073j 0.0205389+0.0340394j -0.0151089-0.023892j 0.011921+0.030001j 0.0153383+0.0107258j -0.0100111+0.000326936j 0.0278595-0.000417959j 0.0287773+0.057306j -0.00107123-0.0130503j -0.123496-0.0392945j -0.0426338+0.0343315j -0.0151291-0.0490324j -0.0196632-0.0224904j -0.00770492-0.0640028j 0.0573236+0.0325058j 0.0382362-0.0646994j -0.0602963+0.0102237j -0.0977446-0.0369525j -0.0127839-0.0393524j 0.0486601-0.0705409j -0.0181998+0.0446501j -0.0215418+0.069615j 0.0343141+0.0140362j -0.158682-0.0334974j -0.0711504-0.0207629j 0.0210871-0.0612483j 0.07599-0.0271905j -0.0460461+0.0474877j 0.0703483-0.0201162j -0.0116407-0.039042j 0.00343478+0.151761j -0.0744084+0.064736j 0.0474641-0.0588617j -0.00871528+0.186996j 0.169992-0.00066283j -0.0575044+0.13908j -0.0518282+0.00127356j -0.114971-0.0382409j 0.0620949+0.0062698j -0.0602604-0.0755254j 0.0408696+0.127491j -0.0777403+0.187849j 0.0670838+0.214987j 0.187096-0.0931612j 0.144867-0.0353456j -0.0488436-0.0258805j -0.0441917-0.103633j -0.0971863+4.16265e-05j 0.0814864+0.0473762j 0.0867328+0.0348497j 0.0334231-0.0419002j -0.0738631+0.0537254j -0.0704255-0.0528224j 0.0237141-0.0272841j -0.112864-0.0974894j 
-0.0400848+0.0634068j 0.00299866-0.0157742j -0.0276533-0.022253j -0.060089-0.0136196j -0.00839046+0.0416699j 0.0251506+0.00363622j -0.0215667-0.0422717j 0.0267636+0.021038j 0.0203152-0.0252898j 0.0045612-0.0631646j -0.0139277-0.00403961j 0.0804662-0.0478472j -0.0196422+0.0202359j 0.00975458+0.0295319j -0.0230885+0.0254896j -0.0298756-0.0165093j 0.0155767+0.00779763j -0.0129211-0.090317j 0.0505383-0.0604225j 0.0702986+0.00937135j 0.0773717+0.00904033j 0.00402587+0.0786133j 0.0252741-0.00338094j -0.0538896+0.0963723j 0.104382+0.0569047j -0.0718641+0.0646892j 0.0918793-0.0426396j -0.0398523-0.0526428j 0.0140155+0.00879917j 0.0140476-0.0157522j 0.104515+0.0130551j -0.0394566-0.117345j -0.00608004+0.0882726j 0.00480169-0.0189067j 0.0254742+0.0703225j -0.0162329+0.143222j -0.00158047+0.102461j 0.133623-0.0167544j 0.0276572+0.256814j 0.100574-0.0518882j -0.0373765+0.0431343j 0.00552787-0.0554132j 0.0898131+0.0117539j 0.0859777-0.0249734j 0.0550461-0.0349462j -0.0551854-0.142963j -0.149362-0.20009j -0.0489027-0.0950104j 0.00288801-0.206135j -0.0248411-0.00432213j -0.0897795-0.00559924j 0.039174+0.00722478j -0.0172972+0.070757j -0.00780456-0.0346147j 0.0445382+0.0188194j 0.00339751-0.0488576j 
0.0284867-0.0162239j -6.30829e-05+0.000136319j 0.0417906+0.0411847j 0.0107336-0.0389051j -0.0207112-0.0195965j 0.018305+0.0499961j -0.0117628-0.0760355j 0.00312089-0.0253048j 0.0115433+0.0556184j 0.000307123-0.133976j -0.0317053-0.0148471j -0.0235625+0.0074274j -0.0281315-0.0215962j 0.000910863+0.0171406j 0.00623701+0.011479j -0.0526589+0.0104359j -0.0101351+0.0197607j 0.132977-0.0199205j -0.0472047+0.0160864j 0.0655705-0.0701014j -0.0349912-0.0694718j -0.0728016-0.0601374j -0.119712-0.0173245j 0.00745949-0.142376j -0.117317+0.0532696j -0.0430559+0.0111284j 0.0358312+0.0778674j -0.0168792-0.0334269j -0.146236-0.0168798j 0.017523+0.0224146j -0.192747+0.113806j 0.0794913-0.000911677j -0.00308272+0.0979726j 0.0407832-0.0841664j 0.00993201-0.0557666j -0.0920072+0.151147j 0.00231988-0.149106j 0.189042+0.102874j -0.0234786+0.0657238j -0.0304476-0.116286j -0.086423+0.124599j 0.0940257+0.078906j -0.0393877-0.109359j -0.0823778+0.0245715j 0.0299405+0.109829j 0.0537017+0.0135034j 0.0420342-0.0765626j 0.0637737-0.035784j 0.0597996+0.00601873j -0.102445-0.019068j -0.00132759+0.00539069j 0.0646882+0.0803909j -0.0146294+0.0325738j -0.0317779-0.00306773j -0.0119226+0.00603768j -0.0279089-0.00273375j 
-0.0454831-0.00992145j -0.00869722+0.031828j 0.000271959-0.0123646j 0.0325798+0.0228523j 0.0115148-0.0212515j 0.00732262-0.0298991j 0.0636773+0.0294343j -0.00481074+0.0107393j 0.0673853-0.0535591j -0.00699623-0.0424856j 0.0221664-0.0269802j -7.98976e-05-0.0597239j -0.0605701-0.052405j -0.0307107-0.0162574j -0.0361913-0.0191838j 0.0471128-0.0315203j 0.0762232+0.0324468j 0.0156811-0.0342444j -0.0495317-0.042217j 0.128435-0.00695312j -0.00824341-0.0523175j 0.0367067+0.136858j 0.0441782-0.00166425j 0.0637817+0.16183j -0.0285098-0.0550562j -0.00604955-0.11434j -0.0411635-0.0891507j 0.017719-0.0341169j -0.0497912+0.0142112j -0.169163-0.116493j 0.00326119-0.133141j -0.0627104-0.0511567j 0.0519908+0.0636927j 0.030273+0.0268571j -0.164363+0.0491006j -0.00459239+0.0429326j -0.0850963-0.0326938j 0.0427118-0.132379j 0.0130758-0.0205552j -0.135666-0.0625491j 0.106161+0.0686144j -0.0508808+0.0502804j -0.051803-0.0578638j 0.00935616-0.087605j 0.0289465+0.019483j 0.0447094+0.0443377j 0.0326888-0.0310143j -0.034423+0.0220792j 0.0676273+0.00273329j 0.105557-0.0151926j 0.0106597-0.000845415j -0.0190753-0.0177586j 0.0263606-0.0605396j 0.0193501+0.0447849j -0.0628055-0.0709112j -0.0142365+0.0113573j 
-0.0401859+0.00861305j 0.000268977+0.0279786j -0.0303007-0.0520965j -0.0591509+0.00520738j -0.0436933-0.0508718j -0.0233714+0.0717556j 0.00137717-0.0445426j 0.0550616+0.0533568j 0.0108613-0.00999786j -0.0260005-0.0127632j -0.0207721+0.0140475j -0.0163669-0.0474178j 0.166479+0.0470139j 0.0794308-0.00815256j -0.0703696+0.0145674j 0.0366549+0.000711278j 0.011069-0.0134173j 0.0206937+0.0457283j -0.00143728-0.0524285j 0.0746348+0.0751191j 0.102723+0.0265252j -0.012538+0.0679583j 0.16628-0.0558419j -0.0249266+0.0936888j 0.0456503-0.000507803j 0.0173867+0.112729j -0.018631+0.0359192j -0.0974042+0.0218059j 0.125571+0.10791j -0.0195037-0.00137796j -0.0240424+0.0377334j -0.10597-0.0926283j -0.00855265-0.202031j 0.148671+0.15405j 0.0264139+0.0504571j -0.134747-0.114985j 0.0892293-0.139501j -0.0859326-0.0182794j -0.0849565+0.115149j -0.0688839+0.0629993j 0.11425-0.0378761j -0.0326432-0.0307884j 0.0108217+0.0534937j 0.135666+0.0226871j 0.075121+0.0132444j -0.00334823-0.110792j -0.0603413-0.0741725j -0.0105392-0.0772884j 0.0950492-0.063256j 0.0158925-0.0715981j -0.0167076-0.0850574j 0.0464147-0.00565367j -0.077167-0.0531769j 0.075016-0.0199767j -0.0281296-0.0627707j -0.0111739+0.0386036j 
0.000339529-0.0203449j -0.0130848+0.00707818j -0.00640258-0.00515493j 0.0358235+0.0311243j 0.00267819+0.0442498j 0.01788-0.0116728j 0.0332418-0.0651748j 0.0308943+0.0659998j 0.0585547+0.0615578j -0.00260714-0.0915913j -0.0625647-0.0318005j -0.00947603+0.00984569j -0.0396308+0.0213363j -0.0197039-0.0322802j 0.0189067+0.0343769j -0.00343867+0.0217845j 0.0198973-0.115193j 0.0644499-0.090254j 0.0390601+0.0287061j 0.0106056-0.0502515j -0.0672472-0.0154519j -0.0394902+0.0123295j 0.0835254-0.0835844j -0.12471-0.0576304j -0.08852-0.0225032j 0.0388878+0.0428085j 0.0489668-0.0647131j -0.125736+0.0808643j 0.114581-0.0433864j 0.117133-0.0728355j -0.0130511+0.127035j 0.0826563+0.0732488j 0.144765-0.0188454j -0.0352172-0.0170689j -0.0212359-0.102701j -0.000917201-0.103383j -0.0378732+0.0765465j -0.0888384-0.0447592j 0.0207836-0.0768559j 0.0357062-0.00328131j 0.0985263-0.116416j -0.0454357-0.0326168j -0.05975+0.215725j -0.0835667-0.0333714j -0.056011-0.07576j -0.0964303+0.0952345j 0.0186521+0.0460719j -0.0492569-0.000965037j 0.0527505+0.0149258j 0.00631015-0.00142479j -0.100113-0.0797983j -0.0406386-0.0768334j 0.0345471+0.0376036j -0.0825288+0.037137j -0.0315742-0.0357256j -0.00555494+0.00447417j 
-0.0135712+0.0379367j 0.0493669-0.016199j 0.000489611-0.0288549j -0.0557889+0.0071562j 0.0413+0.0737352j -0.0651779+0.0110594j 0.0836038-0.0138529j 0.0170371+0.00908202j 0.118916+0.0182416j -0.0838792+0.0518216j 0.0592917+0.0296955j -0.0660224+0.0457669j -0.0718624-0.0453679j 0.0139911+0.00159411j 0.109289+0.0114572j 0.0627132+0.0377716j -0.00174079-0.0416871j 0.0727443+0.0567498j -0.0781274+0.0932709j 0.195927+0.0232348j -0.0405319-0.0308608j 0.121928+0.00624238j -0.191861+0.0934124j -0.0987306+0.0205272j -0.0463529-0.0133747j -0.031739+0.0551653j -0.0460563+0.0166654j 0.109476-0.154867j -0.0211237+0.0893556j -0.0113263-0.0147383j 0.0720597+0.0987183j -0.113673-0.0201272j -0.000707386+0.135456j 0.0387637+0.144565j -0.0130715-0.0486459j -0.135306+0.0155662j -0.22702-0.12077j -0.0177609+0.0845965j -0.115064+0.0284785j -0.0499342+0.0570257j 0.0255655-0.0600065j 0.0741342-0.0853969j 0.0195911-0.0596638j 0.0745299-0.0427655j -0.00273069+0.00304706j 0.0200507+0.0259026j -0.0249046+0.128202j -0.101739-0.0127384j 0.0498927+0.0488385j 0.12235-0.0356364j 0.0222038-0.106218j 0.0278392-0.0896821j 0.0281124+0.0240296j -0.0238448+0.0143202j -0.016127+0.0618941j 0.00312491-0.031763j 
-0.0159736+0.00929311j -0.00363322-0.00222113j 0.0249878+0.0174118j -0.0240726-0.0387979j -0.0269301-0.0233919j 0.0111318+0.00737151j -0.0205434+0.00655696j 0.0166561-0.0518328j 0.00453604-0.0406989j -0.0870628-0.0230896j -0.0559964+0.0282075j -0.0312934+0.0210738j 0.0435202-0.0183512j 0.102371+0.074983j 0.0358962+0.0272111j 0.0823268+0.00829672j -0.0306664+0.0052347j 0.0116321+0.2207j -0.0965971+0.00977749j -0.101044-0.0590803j 0.00804493+0.0426859j -0.00570472+0.0576003j 0.0674286+0.00982525j -0.034374-0.171735j 0.04982+0.0493342j -0.0531274+0.0626035j 0.168941-0.0175431j 0.116184-0.0227658j -0.107354+0.0113996j -0.148547+0.115574j 0.0387873-0.0282288j -0.18865-0.0417802j 0.0398401+0.0876002j -0.0897281-0.0446409j 0.00273838+0.0985765j -0.0509156-0.0526624j -0.119375+0.0243148j -0.052241+0.097743j -0.191456+0.0505738j 0.0510455-0.0521673j -0.0262791-0.00950462j -0.0620774-0.0944417j -0.0496501+0.0430144j -0.0741859-0.106125j -0.0382315-0.0545231j -0.0302279-0.00110652j -0.054026-0.0406082j 0.0695382-0.0453627j 0.116115-0.0267427j -0.0322947-0.00290182j -0.050242+0.0364262j 0.0213638+0.0996259j -0.0462378+0.02293j 0.0175828-0.0115677j 0.00669148-0.033317j -0.0566922+0.00342242j 
-0.0107249+0.0106965j -0.0536015+0.0182149j -0.0282413+0.0043174j 0.018836+0.0127364j -0.0159729-0.0257826j 0.00872109+8.47571e-06j -0.0125575-0.0713927j 0.0343568+0.0559104j -0.00756928-0.00280073j 8.57352e-05+0.0169155j -0.0844042+0.0573296j -0.0200446-0.0166071j 0.0170585+0.0158039j 0.0123726+0.0503675j -0.0663262+0.0197831j -0.035112-0.0361476j 0.0551273+0.0142075j 0.0659929-0.0860988j -0.0641078-0.0334201j 0.0619762+0.00129554j -0.0251194-0.0191256j -0.0609313+0.0522697j 0.00233468-0.109686j 0.0840417+0.0240234j 0.06665-0.125271j -0.0727259+0.149764j -0.0257807+0.0280542j -0.0369466+0.024624j 0.02763+0.084235j 0.0514995+0.0751007j -0.0773901+0.0999763j 0.0606735-0.10283j 0.120492-0.0415025j -0.0769535-0.0792154j 0.0023448+0.00471433j 0.117438+0.0644801j 0.0841759-0.00876146j 0.0308094-0.151002j 0.0493192-0.10001j -0.0401499+0.0843496j 0.148282+0.0117968j 0.17059+0.0396679j -0.128829+0.117803j -0.0202767+0.0293836j 0.0199522+0.00023378j 0.081347+0.0127865j 0.0579917-0.0629942j 0.0342988+0.00902393j 0.0484471-0.0630471j -0.0643471-0.0322552j -0.0630403-0.0393945j 0.0215654-0.0144667j -0.0280077+0.0141242j -0.00758471-0.0119494j -0.0102233-0.0322204j 0.00660091+0.011307j 
-0.0164275+0.0225656j 0.00146374+0.0406564j 0.0245426+0.0370345j 0.00214031-0.00669753j 0.036961-0.0556874j -0.0585468+0.00939771j 0.0382841-0.0113167j -0.0134074+0.0184341j -0.00434481+0.0048471j 0.00687217+0.0438352j -0.0437672+0.0321376j -0.0430097-0.0236021j 0.00716111-0.0782871j 0.00325251-0.0124887j -0.0395341-0.0688705j -0.0124449+0.0135486j -0.0108126-0.0326029j -0.04207-0.104535j 0.0641359-0.0438585j 0.228812-0.021766j -0.0310608+0.0285014j -0.00202811+0.0166103j -0.0319327+0.0554955j 0.0272918+0.0402772j -0.131707-0.117691j 0.0279034+0.017721j -0.0577983+0.000255392j 0.125846-0.0119036j 0.0719915+0.0651787j -0.150008-0.0849171j 0.0490955-0.0823989j -0.0979346-0.0531402j 0.0622742-0.044664j 0.0648866+0.0375372j -0.108573+0.0186498j 0.0327916-0.0244801j 0.0320811+0.137762j 0.0604223-0.166262j -0.0267289-0.0508881j -0.0525655-0.0735255j 0.0375426+0.0986975j 0.0502009+0.00622738j -0.0896789+0.0113553j 0.0329722+0.006356j 0.0662048-0.0646925j -0.0401876-0.047118j -0.00459728+0.0402312j -0.0207169-0.0424568j 0.00797247-0.0727346j 0.0132665-0.0186754j 0.0295567+0.0394132j 0.0138377-0.00621572j 0.0389339-0.0143734j 0.0142357+0.000606925j -0.00874556-0.0302683j -0.0356429-0.0589259j 
0.0267184-0.0416462j 0.00382966-0.00724058j 0.0156377-0.0353626j 0.0372635-0.00644153j -0.0192223-0.00463297j 0.00240475+0.053555j 0.0198742+0.0436446j 0.0234183-0.0636522j 0.00337341-0.0464459j 0.0529418+0.0339025j 0.0589304-0.0161188j 0.0285028+0.0515569j 0.00186349-0.0342476j -0.0227614+0.0220253j 0.03665+0.0755345j -0.115037-0.0137446j 0.0423911+0.0357185j -0.0925591-0.0340439j 0.000215545-0.015169j -0.00413004+0.139483j 0.0390685+0.0609064j -0.0359714+0.0919511j -0.0301845+0.0261711j -0.00742671-0.0120117j 0.116042-0.0869088j -0.056178-0.154614j 0.0532763-0.0768445j -0.0115447-0.0970691j 0.0416067-0.037163j 0.106755+0.013004j 0.0292003-0.0307557j 0.124524-0.0575499j -0.0898562+0.259601j -0.0937348-0.0519124j -0.0288685+0.0600532j -0.0050998+0.0710096j 0.0584904+0.0136687j -0.0855467+0.0271764j 0.0665629-0.0674796j 0.0834344+0.0854934j 0.105767+0.0258289j 0.015377+0.0290383j -0.0379975-0.0383769j -0.00873588-0.0633421j 0.0201503+0.0186031j -0.100501+0.0452311j -0.0345685+0.0146693j -0.0248568-0.0572472j -0.0190959-0.0419883j -0.0417813-0.0759278j -0.0414584-0.0408845j -0.0327342+0.0291059j -0.010695-0.00772798j -0.0345436+0.0226402j -0.0166843-0.0186989j 0.012041+0.0329575j 
0.0337873+0.00747176j -0.019573+0.0147519j -0.00106163-0.0139033j 0.00288892-0.0235079j -0.0405382-0.0323088j -0.0154751+0.0397761j 0.0313667+0.0354238j 0.0267993-0.035824j 0.00222413-0.0238056j 0.0575938+0.0642916j 0.0690133+0.0177637j -0.00648191-0.00871869j 0.0461009-0.0369821j 0.0318736-0.0716484j 0.0373401-0.108957j -0.0366872-0.067581j 0.0294162+0.0811033j 0.00430277+0.0481531j 0.0242485+0.0173942j -0.0309383+0.0907602j 0.0946237-0.0231604j -0.0181967+0.17688j 0.0811081-0.0571837j 0.00019221+0.0950442j -0.165589-0.0491769j -0.0412898-0.26204j -0.0459278-0.0849559j -0.0488187+0.0431737j 0.150802+0.0302141j -0.0732021-0.165223j -0.0554136-0.0213325j 0.178763+0.118399j -0.096977+0.079224j 0.0845678+0.115341j 0.0185995+0.0857465j -0.00712546+0.0137807j -0.00616799+0.0642196j -0.146317+0.0108016j -0.0332257-0.105402j 0.0126071+0.0219099j 0.0648671-0.0228964j 0.108207+0.0325853j -0.0133668+0.0732137j 0.0922715-0.100579j 0.0516166-0.0532051j 0.018114-0.00251524j 0.0203209+0.0017532j 0.0524216-0.0733132j -0.00925967-0.119567j -0.0988356-0.0394578j 0.0135781+0.0364293j 0.0429122+0.067103j -0.0241833+0.000206387j 0.0113303-0.0260244j -0.00892738-0.00329712j 0.0017718+0.0120108j 
-0.0224883+0.00658922j 0.0202298+0.0505617j 0.00474342+0.00627626j -0.00470645+0.056104j 0.0174618-0.0115443j 0.00439068+0.0702215j -0.0676392-0.0351167j 0.0254743-0.00808749j 0.0675174-0.0850558j -0.0190634+0.0508927j 0.109498-0.0159307j 0.0445743+0.0184271j 0.0120773+0.0857137j 0.107526+0.0420742j -0.0771703-0.056909j -0.00761198-0.0928824j 0.0626776+0.14479j -0.040459-0.0691543j 0.05244-0.0303732j -0.045078+0.101805j -0.0592712-0.033427j 0.0878307+0.0619273j -0.0325655-0.0129496j 0.0682846+0.157293j 0.204083-0.0437281j -0.0575007-0.0291846j 0.0590988+0.0220636j -0.159959-0.0562792j -0.00477599-0.132496j 0.0509797-0.0726431j 0.121527-0.0745562j -0.0299952-0.0336378j 0.081285+0.0292582j 0.0609089-0.0370943j 0.0498105+0.0063604j 0.0672815+0.114679j -0.114439-0.0221997j -0.02901+0.178902j -0.0608391+0.0607975j 0.0193942+0.0916277j -0.0347485-0.0937972j -0.0639933+0.00820098j 0.0147669+0.0279302j -0.0107978-0.0359395j 0.0227967+0.0214293j 0.00499906+0.0358361j -0.0681578-0.096277j -0.0448325+0.0902856j 0.0182344+0.0108496j 0.0431326+0.00834694j -0.00515368-0.0244153j -0.00641758-0.0180525j -0.0296578-0.0634008j 0.0140797-0.0288862j -0.0138021-0.0688965j -0.0227237-0.0442275j 
0.0386099+0.00285997j -0.0223221+0.0167969j -0.0509653-0.0021119j 0.0042553-0.00191951j -0.0255885+0.0257502j -0.00431126-0.0497135j 0.0112567+0.0269525j 0.0432462+0.00495347j -0.00475169-0.0387424j 0.0408548+0.035113j -0.00373147-0.038307j 0.022978+0.0172011j -0.00561834+0.0727482j -0.0637935-0.00527232j -0.0826268+0.0142972j 0.00519956+0.0274087j 0.0205885+0.00100326j 0.0442001-0.0319442j 0.0215879+0.00225785j -0.144028-0.00442328j 0.0233108-0.0505197j -0.0438232-0.0261493j -0.0775106-0.0402372j 0.0577643-0.0557355j 0.0871386-0.0844781j -0.026761+0.0454294j -0.00784634+0.0527015j -0.0340938-0.162739j -0.0246437-0.0439763j 0.0956585+0.0732512j -0.0198055+0.0189551j -0.202424-0.0137409j 0.0251902-0.00509359j -0.101693+0.133331j 0.0117269+0.0239247j 0.0510215-0.0702926j 0.0141355-0.0535146j -0.11318+0.00237457j -0.147201-0.0650651j 0.00480671-0.0274509j -0.0129149-0.0490784j 0.0359749-0.0382523j 0.00662978+0.0296228j 0.0401011+0.0276415j -0.00457771+0.00979682j 0.0654095+0.00282438j 0.014308-0.0889169j 0.0737735+0.0923854j -0.052612+0.00553756j -0.0647698+0.0912163j 0.0383596+0.0992535j 0.014807+0.0348011j -0.000479145+0.00989444j 0.00233932-0.0107332j -0.0166994+0.00272878j 0.0402892+0.0341713j 
-0.00052091+0.0225468j 0.0232091-0.00282026j -0.0358382+0.0338495j -0.0291193-0.00379754j 0.0181569-0.0539094j -0.0125917-0.0231499j -0.015157-0.0164004j -0.0116929+0.0305547j -0.00141159+0.0803363j -0.0273164-0.025478j -0.0294392+0.0255354j -0.0810407-0.110833j 0.089866+0.00353682j 0.023138-0.0780064j -0.052299-0.205714j 0.0315132-0.0806182j -0.0643696+0.0432391j 0.249416-0.0469289j 0.0866997+0.0184201j 0.030361-0.0169531j -0.0143235-0.170565j -0.0205043-0.078261j 0.010447-0.159671j -0.015506+0.0867549j 0.0121078+0.0132145j 0.00658383+0.0638529j -0.0539349+0.0993551j 0.100168+0.0213972j 0.14001-0.0406278j -0.0374979-0.0367506j 0.0401651+0.0166273j -0.0106205-0.0385316j 0.0540562-0.0399701j 0.123082+0.0473599j 0.0760541-0.0956109j -0.0336451+0.0175263j 0.0206609+0.0634122j 0.0647776+0.0273459j -0.0601386-0.0707444j -0.000416788-0.158918j -0.0772363+0.0155561j 0.0228197+0.0247744j -0.0163319+0.0400267j 0.061618+0.0163669j 0.0626891-0.0045171j -0.0119513+0.00898402j -0.0006337-0.0178197j -0.00503402+0.0358559j 0.00195867-0.0525365j -0.106616+0.0391788j -0.0264884+0.107776j 0.0545536+0.0378672j -0.0177242+0.0441625j 0.0321788-0.0283682j -0.0122828+0.0106581j -0.0137469-0.000198266j 
