-3.20047e-16+0.0144506j 1.39623e-15+0.0410662j -8.00483e-18-0.0280313j 3.01568e-17+0.00172809j 1.28716e-17+0.004719j 7.42496e-18-0.0139738j -1.50208e-17+0.00352988j 7.88356e-18-0.000119992j -1.9172e-17+0.00650691j 1.51437e-16-0.0257139j 1.89364e-16-0.0151003j -3.27915e-16+0.0211546j 1.61297e-17-0.00813478j 2.10327e-17-0.00157929j 6.42307e-16-0.00229497j -7.64023e-15-0.0224048j 1.07035e-16+0.00502555j -9.75116e-17-0.0157198j 1.10061e-16-0.00138915j -1.73603e-16-0.0366749j -1.30359e-16+0.0181577j -6.27071e-17+0.00478105j -1.83588e-15+0.0164183j -2.57069e-16+0.00354619j 6.42302e-17-0.000746648j 2.73271e-17-0.00310861j -7.31789e-17+0.0222723j 1.72001e-15-0.0163244j 8.54474e-14-0.0250997j -1.58404e-16+0.014457j 1.83037e-16-0.02911j 2.02961e-16-0.0113339j 2.67962e-17-0.00453918j 1.07926e-16+0.00950299j 1.02767e-16-0.000485272j 9.68331e-17-0.0209459j 9.25558e-17-0.00703874j -1.18766e-15-0.0101446j 4.35134e-16+0.0212457j -3.59454e-18+0.00145745j -4.93942e-16-0.0142905j -6.65405e-17+0.00618164j -6.13222e-17+0.00384134j -5.07921e-17+0.018812j 3.52948e-17+0.0072912j 3.44668e-17-0.00673243j 1.68927e-17-0.00646817j 1.00504e-17+0.00571245j 1.07857e-18+0.00915902j -1.24345e-17+0.00507336j 1.03839e-18-0.00796048j -5.83315e-19+0.0166828j -1.38335e-16-0.0357157j -5.82941e-17-0.00413466j -4.54721e-15-0.0122763j -9.56122e-16-0.0339159j 
1.8917e-16-0.113299j -8.31756e-16-0.0446194j 6.3677e-17-0.0291306j 2.36128e-17+0.001293j -5.54398e-17+0.030788j 2.4011e-17+0.0254458j -3.8216e-17-0.0215461j -1.27495e-16+0.11121j 4.49042e-17-0.0123389j -2.10823e-16+0.0529597j -8.56174e-17+0.0244387j 1.59948e-16-0.00442479j -1.35189e-16-0.0440283j -2.60037e-17-0.0653907j -2.23123e-15+0.00945614j 2.7379e-14+0.0802033j -3.86631e-16-0.0150475j 2.81013e-16-0.0363873j 2.82443e-16+0.0305162j 8.01461e-16+0.116487j 9.24919e-16+0.10305j -7.64721e-16-0.00212028j 5.82738e-15-0.0625402j -4.93844e-15+0.0889144j 5.97934e-16-0.0229304j 2.52834e-16-0.0205915j -2.09716e-16-0.0583849j -2.51932e-15-0.00266435j -1.36329e-13+0.0405785j 8.01393e-17-0.018373j 3.45114e-16-0.0365157j 3.34528e-16+0.005873j 1.17761e-15-0.0470702j -2.5821e-18+0.0119916j 7.4912e-17-0.0256153j -1.832e-16+0.0206613j -4.39506e-16+0.0938736j 2.73784e-15+0.0252914j -1.20207e-15-0.0591519j -2.3278e-16-0.00565402j 2.52686e-15+0.074311j 4.4083e-16-0.0672003j 6.53483e-17+0.0372885j -4.39975e-17-0.0310805j 3.90965e-16+0.0290945j 8.33623e-17+0.0639391j 1.74858e-16-0.00604503j -1.04347e-16+0.084721j 5.48387e-17-0.0204151j 2.17933e-17+0.00268742j -7.96731e-18-0.0174205j -9.63595e-17+0.034559j 2.36051e-16+0.0291991j 7.67794e-17+0.0182201j -7.84424e-15-0.0549589j -1.6743e-15+0.0977664j 
1.21311e-15-0.0198506j -5.31518e-15-0.143552j 2.25883e-16+0.15522j -9.00797e-17+0.0234196j -1.14575e-16-0.0154854j -2.17293e-17+0.010257j 8.3522e-17+0.00849086j -9.92768e-17-0.0363297j 5.69342e-17+0.0149608j -5.13476e-16+0.106626j -7.30383e-16+0.061407j 1.34177e-15-0.0958253j 1.78657e-17+0.0425394j 8.04759e-17+0.0566413j -2.21492e-15+0.004794j 2.54425e-14+0.0743862j -3.00106e-16-0.0312453j 5.61729e-16+0.0777039j -5.72424e-16-0.0019315j 4.52296e-16+0.105995j -2.40773e-16-0.12803j 6.47393e-16+0.0224369j 3.78424e-15-0.0288663j 2.92078e-15-0.0493209j -4.62009e-16+0.034375j 5.22708e-17+0.07744j 2.80525e-16-0.0666737j -5.53171e-15+0.0576646j -2.77478e-13+0.0814543j 3.13456e-16-0.049572j -8.5429e-16+0.172786j -9.15771e-16+0.0191217j 1.10253e-16+0.00717152j -3.03102e-16-0.0530988j -6.04869e-16+0.0493188j -1.38343e-16+0.0283615j -3.22126e-16+0.00580702j 3.99535e-15+0.0371223j -1.45625e-15-0.0507058j -2.5367e-16-0.018947j 1.60524e-15+0.045113j 2.24677e-16-0.00611864j 1.63995e-16-0.0566474j 2.10687e-16-0.0523307j -9.34793e-17-0.0150261j -6.9199e-17+0.0221872j -8.9596e-17-0.00670048j -1.86566e-16-0.0723555j -8.17287e-17-0.0139943j -3.02139e-17-0.0338653j 1.3099e-16+0.0658103j -1.32599e-16-0.0748921j 6.91512e-16+0.15136j 1.85302e-16-0.0378096j 1.60844e-14+0.0487334j 3.4475e-15+0.0927537j 
-1.07749e-16-0.0673434j -1.00625e-15-0.0405638j -3.62096e-16-0.0350227j -2.68938e-16-0.0384908j 8.76119e-17+0.0449533j 3.4031e-16+0.0847068j -1.40708e-16-0.0399143j 3.75302e-16+0.0717564j -8.86853e-17-0.00175005j -3.54915e-17+0.0402511j 2.71554e-17-0.0495287j -2.80676e-16+0.00953897j -2.39489e-16-0.0154223j -4.00689e-16-0.0852095j -9.40089e-16-0.00960597j 9.72307e-15+0.0269107j -1.96983e-16+0.0147415j -6.20261e-16-0.0364783j 1.06225e-16+0.0738514j 8.78892e-16+0.108692j 1.01911e-15+0.0400229j -5.84866e-16+0.00392078j 7.14597e-15-0.075856j -6.31211e-15+0.11857j 8.63515e-17-0.067549j -5.6411e-17-0.0330309j -2.97979e-16-0.0764881j -4.25864e-15+0.0123302j -2.21491e-13+0.0656946j 2.13155e-16-0.0378961j -2.51626e-16-0.0267094j 2.01369e-16+0.027039j 7.09074e-16-0.0266203j 3.80948e-16-0.006063j 1.99271e-16-0.0352937j 1.8668e-16-0.0168131j 2.33102e-16+0.0528037j 1.95269e-16-0.025488j -3.18171e-16-0.0827978j 5.9224e-16+0.021781j 8.91692e-16+0.0218237j -1.18702e-16-0.0594373j 4.86371e-16+0.0427881j -4.69993e-17-0.0424681j 7.05826e-17+0.0167409j -2.08174e-17-0.00749079j 1.41717e-16+0.0619968j 4.284e-16+0.0672796j 6.53317e-18+0.0195759j 8.06655e-17+0.00455208j -3.36311e-16-0.0553415j 1.07164e-16+0.0128901j 7.55439e-17+0.0224003j 3.89359e-16+0.0472703j 1.24626e-15-0.00810192j 5.18965e-16+0.0647338j 
1.28515e-16-0.0695749j 6.70165e-16+0.00403703j -7.37079e-17-0.0122126j -1.66611e-16+0.0476816j 1.45454e-16-0.0115098j 3.25124e-16-0.0844817j -2.98371e-16+0.0144576j -2.10471e-16+0.0699001j 1.33563e-16-0.0154664j -1.74291e-16+0.0583616j -7.43214e-16+0.0775916j 7.00139e-16+0.00256524j 2.40423e-16-0.0263304j -3.06528e-16-0.0116152j -1.96951e-15+0.0343838j 2.16691e-14+0.0671182j 1.51939e-16-0.033794j 8.94789e-16-0.0444028j 9.4862e-16-0.055295j 3.25398e-16+0.0412698j -1.02355e-17+0.0740738j -1.84918e-16+0.0593013j -1.30672e-15+0.00696752j 1.68634e-15-0.023174j -2.79547e-16+0.0272436j -1.13907e-16+0.0124037j -4.0591e-16+0.0242757j 3.04453e-15-0.0228538j 1.39951e-13-0.0411635j -7.53218e-16+0.0383861j 4.64037e-16-0.0187097j 6.54401e-16-0.0876782j 3.24256e-16-0.0244857j -4.9979e-16+0.0256957j -9.42724e-16+0.0253653j -6.23411e-16+0.0261388j -7.95019e-16+0.0774697j -1.54445e-15-0.00240169j 2.50346e-16+0.0199737j -1.06958e-15-0.0531725j 2.89732e-15+0.089121j 3.26167e-16-0.0352724j -6.07542e-17+0.00105948j -1.96904e-16-0.016076j 9.08293e-16+0.0621328j 6.13174e-17+0.0945207j 8.99639e-16-0.0778103j -1.44386e-16+0.0194165j 3.96069e-16-0.0672779j -5.40009e-17-0.011225j -8.89735e-17+0.0545015j -4.73596e-17+0.0409773j -4.84873e-17-0.0114259j 1.27694e-16-0.0368283j -1.47014e-14-0.0733365j -3.44344e-15+0.0404222j 
6.56962e-17-0.00451635j -3.86253e-16-0.0106261j 5.77514e-17+0.0282454j 2.46262e-17+0.00987261j 2.42187e-16+0.00524091j 3.02259e-16+0.00139117j -1.7801e-16+0.0307457j -1.24025e-16-0.00101041j 6.97127e-19+0.0375515j 7.21186e-16-0.0759609j -5.67128e-16+0.00144872j 1.5742e-15-0.0914941j 3.38702e-16-0.077917j -4.63907e-17+0.0403794j -1.30597e-15+0.0241938j 1.19383e-14+0.0376331j 4.93035e-18-0.0307305j -7.37061e-16+0.00952969j -1.47968e-15+0.118722j 2.25667e-16+0.00129771j 2.08211e-16-0.0321565j 4.27953e-16-0.0442152j -2.16962e-15+0.0205002j 6.26724e-16+0.00624824j -3.01923e-16+0.114242j 1.22044e-17+0.0486508j -2.55668e-16-0.0140912j -3.13563e-16-0.010421j -1.55492e-14+0.00480353j -2.28563e-16-0.000693201j -2.82388e-16+0.0267786j -1.42894e-15+0.124206j -8.69876e-16+0.0117281j 2.86127e-17+0.0194591j -1.83271e-15+0.0996774j -6.26507e-16-0.0466823j -8.45622e-16+0.0495379j 5.25988e-15+0.0654226j -2.2789e-15-0.0438343j 6.40802e-16+0.0306566j -6.30927e-16-0.0224017j -2.8399e-16+0.012396j -6.24622e-16+0.0386062j -5.48844e-16+0.0692382j -1.37553e-16-0.0619232j -4.94189e-16-0.0380566j 8.76631e-16-0.0962226j -2.05688e-16+0.00255979j 2.31082e-16+0.017097j -1.98006e-16+0.0262937j -9.03063e-17-0.0168762j -2.23903e-17-0.0265212j 2.19935e-16+0.0210917j -9.74543e-17-0.0105638j -8.48211e-16-0.00728179j -2.44298e-16+0.0160996j 
-2.98877e-16+0.0362366j 3.98248e-16+0.0247956j 3.62471e-16-0.0113767j -3.10176e-17-0.0915752j 3.00264e-16+0.104675j 5.99374e-16+0.0120457j -1.80578e-16-0.0201679j -3.14208e-16+0.123885j 1.73703e-16+0.161903j 2.54862e-16+0.091255j 5.12438e-17-0.150422j -2.54066e-16-0.0220626j 1.54539e-16-0.036357j 4.25726e-16-0.079006j -7.1628e-16-0.0440504j -3.30174e-15-0.0130014j 3.8274e-16-0.0258448j -1.29047e-15-0.0444176j -1.98612e-15+0.261766j 5.85339e-16+0.0823379j -4.80533e-16-0.0354004j 2.24577e-16+0.186051j 7.16204e-15-0.0742411j -1.22539e-14+0.232723j 3.61547e-16+0.0351849j 9.20257e-16+0.0582228j -7.66804e-17-0.140568j -8.50461e-15-0.00160828j -4.50789e-13+0.134224j 4.42973e-16-0.110592j 8.24487e-16+0.0200342j 2.38803e-16-0.0379208j 3.82853e-15-0.161397j 1.42425e-15-0.0809756j -1.24082e-15+0.146273j 1.24917e-16-0.254853j -1.05415e-16+0.00721031j 6.38541e-16-0.0556309j 3.27851e-16-0.131184j 8.1544e-16+0.0184635j -1.30845e-15-0.0431414j -1.34186e-16-0.110223j -1.03706e-16+0.0128212j -1.62962e-17+0.013221j 4.32799e-16+0.0608096j -2.37174e-16-0.0475482j 5.31207e-16+0.0343011j -2.58093e-16+0.0525666j 3.37179e-16+0.140977j -2.72909e-16-0.0297989j -4.00548e-16+0.0205984j -4.66756e-16+0.0727714j 5.25812e-16+0.0119972j -2.35397e-16-0.00125617j 1.80587e-15+0.0224917j 5.50429e-16-0.0697725j 
4.12554e-15-0.0302444j 4.43452e-15-0.0498802j -6.76047e-15+0.0559299j -6.15525e-15+0.0476687j -8.26824e-15+0.0711542j -1.7776e-14+0.145892j 6.93963e-15-0.0554868j 1.40281e-14-0.108344j 1.74472e-15-0.00704133j -8.56498e-15+0.0728496j 1.17325e-14-0.0963095j -1.32501e-14+0.0921346j -1.46746e-14+0.118818j 2.47563e-15-0.02212j 7.78036e-15-0.0534586j -1.26027e-14-0.0643655j -1.11026e-14+0.0890705j 5.58599e-16-0.00461656j 1.43628e-14-0.097355j -8.03096e-15+0.0662589j 1.3186e-14-0.118338j -8.96206e-16+0.0145371j 8.62788e-15-0.0384191j -5.65589e-15+0.0284992j 3.01837e-14-0.260371j -6.59164e-15+0.0651414j 1.37298e-15-0.0167532j -5.21123e-15+0.0323629j -7.14752e-14+0.0202309j -1.04144e-15+0.000391766j -1.61326e-14+0.125252j 3.35465e-15-0.0298238j -6.96868e-15+0.0456496j 4.43703e-15-0.0373868j 2.30378e-14-0.160044j 5.54745e-15-0.0437227j 4.86772e-15-0.0285564j 6.42021e-15-0.13092j -6.33957e-17+0.0257787j -1.50531e-15+0.0155631j -5.33587e-16+0.00453346j -1.81203e-15+0.0105085j 1.0058e-14-0.0775588j 1.33867e-14-0.104561j -8.28279e-15+0.0707026j 7.56785e-15-0.0597731j -2.29715e-14+0.182724j 8.72225e-15-0.0677851j -7.42055e-15+0.0660592j 2.95584e-15-0.0256915j 1.24046e-14-0.100255j 9.7624e-15-0.0772717j -8.67829e-15+0.075086j 4.7605e-15-0.0384417j 3.38003e-15+0.0113539j -4.13137e-15+0.040669j 
4.0068e-16+0.0443215j 8.65958e-16+0.024922j -3.20393e-16-0.109494j -4.49019e-16-0.0882982j -3.13224e-16-0.0148859j 1.59181e-16+0.142361j 6.05945e-17-0.0598733j -3.91003e-16-0.065151j -3.69181e-16-0.0935952j -1.60147e-17-0.0611428j 5.1794e-16-0.111585j -1.66688e-15+0.0912669j 4.7071e-16+0.0617666j -1.27688e-16-0.100168j 3.12531e-15-0.0112764j -3.76231e-14-0.109278j 3.97753e-16+0.0906646j -7.94843e-16-0.0453898j 2.3995e-16-0.0175169j -9.02046e-16-0.0211637j -7.27564e-16-0.0199486j -2.82178e-16-0.0609626j 3.61549e-15-0.0328717j -2.49279e-15+0.0201673j -6.1179e-16-0.160218j -7.77202e-16-0.146898j 3.67449e-16+0.0178891j 8.10182e-16+0.0214953j 3.83142e-14-0.0118491j 3.8908e-16+0.0170239j 2.10258e-16-0.103844j 3.66774e-16+0.0257772j -1.78455e-15+0.11218j -9.83256e-17+0.0251481j 1.24982e-15-0.130949j 6.62911e-16+0.0693755j 4.23837e-16-0.0563474j -8.86365e-15-0.130186j 3.61305e-15-0.0193864j 1.35744e-15+0.0495695j -2.81461e-15-0.0735291j -2.25631e-16+0.0249766j 3.89979e-16+0.0666101j 3.64997e-17-0.0596301j -9.83363e-16-0.0275007j -6.6396e-16-0.116946j -1.5385e-16+0.165544j -2.02173e-17+0.0124586j -1.65512e-16-0.0112203j 1.62172e-16+0.0301998j -2.20253e-16-0.121861j -6.25509e-17-0.0291049j -7.01428e-16-0.0866443j 3.89496e-16+0.128242j 1.47534e-14+0.0678189j 2.65359e-15-0.027719j 
-2.82306e-16-0.108056j 8.57621e-16+0.00730779j 3.80579e-16-0.0151549j 3.72955e-16+0.078835j -9.25767e-17+0.0856932j -6.48898e-17+0.118049j 2.2964e-16-0.0143333j -1.12514e-16-0.00265141j 1.7202e-17+0.00620995j 6.47817e-16-0.132182j 7.26219e-16-0.0128559j -8.38789e-16+0.0403623j -1.60164e-16-0.0597758j 2.77062e-16+0.0359423j 3.72972e-17-0.0543935j 4.87514e-15+0.0087931j -6.92043e-16+0.0390889j 1.20893e-16+0.0443165j 4.78367e-16-0.0289956j 1.87751e-16-0.0249438j 9.6867e-16+0.134969j -1.30202e-15-0.227928j 1.46449e-16-0.00765627j -5.39593e-15+0.0849625j 1.67857e-16-0.0966711j 1.17486e-15+0.0436875j -3.93829e-16-0.00720146j 1.87398e-16-0.0308843j 1.27178e-14-0.00311036j -6.57248e-17-0.00375549j -5.42782e-16-0.0236653j -9.28069e-16+0.188829j 8.81202e-16-0.0357887j 1.77077e-16+0.0295121j 2.94749e-15-0.180912j 9.74161e-16+0.00033202j 1.40349e-16+0.0262457j 9.02323e-15+0.15479j -4.21248e-15+0.0494794j 7.11851e-16+0.0734713j -9.59115e-16-0.0107246j 5.01293e-16+0.0343601j -5.39368e-16-0.0132424j -3.04645e-16+0.0686083j -5.61107e-16-0.0546779j -3.25067e-17+0.0100669j -1.78648e-16+0.0310821j -8.79306e-17+0.090479j -5.29881e-17+0.097774j -2.05284e-17+0.0419224j 9.84655e-17-0.153056j -1.0992e-16-0.0114727j 4.99266e-16+0.0492641j -7.6822e-17-0.034044j -1.53732e-14-0.0815138j -3.08535e-15+0.0715578j 
-4.99561e-17+0.00498847j -1.34965e-15-0.0465229j -2.84226e-16+0.0495403j 3.67505e-16+0.0217705j 6.99011e-16-0.0474928j 4.41657e-16+0.00236907j -1.01832e-16+0.0103149j 1.30119e-16-0.0547719j 3.16438e-16-0.0509823j -4.52617e-16-0.0343561j -9.38746e-16+0.0855476j 1.01064e-15-0.0149156j -2.54829e-16+0.0265266j -3.65485e-16+0.0704135j -1.90125e-16-0.0105163j 4.48854e-15+0.0125408j 1.06368e-16-0.00146085j 3.21763e-16+0.0943991j 5.19498e-16-0.108335j 8.43701e-17-0.0472296j 8.45721e-16+0.0192761j -2.25456e-16-0.128748j -1.56945e-15+0.0178209j 6.088e-15-0.0923303j -9.70004e-16+0.0155633j 1.41948e-16-0.0224319j 1.67639e-16+0.021817j -5.64317e-16+0.0220254j 7.76604e-16-0.000665031j 6.01551e-16-0.00732073j -5.02681e-16+0.0181002j -2.05974e-16+0.0564308j -6.76952e-16+0.027345j -6.017e-16-0.00213426j 2.71027e-16-0.0788045j -9.09371e-16+0.13076j 3.09948e-16-0.0580062j 5.90359e-15+0.111379j -2.47899e-15+0.0509495j 8.975e-17+0.00495277j -5.20161e-16-0.00243936j 1.09117e-16+0.0562926j -1.50557e-16-0.0374419j 5.50256e-17+0.00900663j -1.29915e-16-0.0696581j -2.69714e-16+0.0359184j 2.10314e-16+0.00558635j 4.21857e-16-0.0157688j 5.92661e-16-0.0263473j 2.17794e-16+0.00405367j -8.12202e-16+0.0158297j 2.18557e-16-0.0355151j 4.93732e-17+0.0481039j -2.03569e-16+0.00249051j 7.82575e-15+0.0289545j 1.81977e-15+0.0338018j 
3.75796e-17+0.0230444j 3.40296e-16+0.00622591j -2.66048e-16+0.0432289j 1.13695e-16+0.0323419j 2.08058e-16+0.0386661j 7.40139e-16+0.107037j 2.01498e-16+0.0378653j -3.7973e-16-0.120202j -1.32088e-16+0.0593916j -1.9374e-17-0.206639j -4.79735e-16-0.10656j 9.85058e-16-0.129515j -2.84507e-16-0.107109j 4.39039e-16+0.0654716j 2.06397e-16+0.0377557j -7.00082e-15-0.0157523j -8.88459e-18+0.0122122j -2.24648e-15-0.0206623j -1.49745e-15+0.225807j -9.87152e-16-0.0226053j -6.43886e-16-0.178223j -1.80498e-16-0.100727j -5.19859e-15+0.0579198j 4.20761e-16+0.00264478j -4.56287e-16+0.0920314j 3.00503e-16+0.11572j -1.86863e-16+0.0111983j 2.02622e-15-0.0191385j 1.15782e-13-0.0342559j -6.66082e-16+0.0429363j -1.66057e-15+0.0880104j -1.31147e-15+0.280809j -3.38208e-15+0.123255j 1.03893e-15+0.0548763j -1.82079e-15+0.138394j -4.77077e-16-0.143996j -3.26725e-16+0.0802414j 2.20594e-15+0.00274759j -1.18317e-15-0.0675178j 2.74894e-15+0.0981585j -3.48015e-15-0.100336j -5.34571e-16+0.0684838j -1.88095e-16+0.0795751j 2.05589e-16+0.113955j -1.83027e-15-0.114854j -1.74905e-15-0.196391j 5.96897e-17-0.103652j -9.76522e-17-0.055746j 3.04794e-16+0.0703921j 2.01261e-16+0.0679519j -7.93749e-16-0.14391j -3.19033e-16-0.119815j -1.34925e-16+0.0145794j 6.912e-17-0.016618j 9.88022e-16+0.00410223j 1.0274e-16+0.001888j 
6.19554e-16+0.00238247j -3.80343e-15-0.0785468j 5.83817e-16+0.0188927j -7.40082e-16-0.0811408j -4.35119e-16-0.0485142j 2.58897e-16+0.0148975j 1.63364e-16+0.0133441j 9.3493e-17+0.0759258j -1.45347e-16-0.0157924j -4.94737e-16-0.089017j -1.39824e-16+0.104586j 2.74063e-16-0.103693j -9.23853e-16-0.0738962j 1.06635e-16+0.0539559j -1.1765e-15-0.0261897j 2.6792e-14+0.0728117j -1.03252e-15-0.0572053j 5.51663e-16+0.161572j -1.78697e-16+0.0701974j 1.49888e-15-0.0301388j 2.10572e-15+0.145353j -1.47921e-15-0.231946j 3.81455e-15-0.0401084j 1.54627e-17+0.0279253j 3.59436e-15+0.178069j -1.09698e-15-0.100378j -3.48221e-16-0.0880875j -8.15871e-15+0.0326612j -4.0402e-13+0.119788j 1.53164e-15-0.116125j 1.94089e-16-0.0776067j 6.02421e-16+0.203016j 2.42259e-15-0.0774984j -4.66436e-16-0.0225251j 9.97533e-16-0.0227151j -1.00953e-16+0.154055j -6.56858e-16-0.0666073j 2.34012e-14+0.303143j -1.00299e-14-0.0573477j 1.14522e-15+0.0553559j -2.5023e-15-0.0438273j 4.03265e-16+0.0163418j 1.62389e-16+0.031992j -1.57331e-16+0.0867262j -2.48778e-15-0.185116j -1.02433e-15+0.0576406j -4.09109e-16-0.033778j 2.57097e-16+0.114505j -3.93231e-16+0.0144034j 4.37039e-16+0.0293592j -3.08087e-17+0.0328272j -3.87154e-16+0.0208866j 9.41259e-16+0.0716284j 8.51248e-16+0.088696j 1.92969e-14+0.0688777j 4.72739e-15+0.0552235j 
3.93289e-15+0.129442j 5.28637e-15+0.119741j -3.37095e-15-0.073418j -5.32871e-15-0.0801698j -2.78615e-15+0.0108336j -8.31987e-16-0.0451589j -3.37759e-16-0.0111491j 2.63562e-16+0.0326658j -1.5306e-15+0.0477368j -1.10209e-15-0.0509038j -8.08302e-16-0.0300889j -1.56154e-15+0.113833j 4.56789e-16+0.0387432j -2.25459e-15+0.0254656j 4.239e-15-0.108043j -4.03497e-14-0.119544j 4.80922e-16+0.0123537j -5.14402e-16+0.103887j 2.53921e-15-0.0571503j -2.84961e-15-0.201488j 3.04825e-17+0.157449j 8.85954e-16-0.066208j -1.34261e-15+0.00793245j -4.13893e-15+0.0663583j 3.85357e-15-0.00263802j -5.85492e-15-0.0852628j 7.49618e-16-0.000597895j -2.42027e-15-0.0144988j -1.40867e-13+0.0424515j 9.15014e-16-0.0890464j -3.83968e-15-0.135688j -4.00783e-16-0.0488631j 5.95008e-15-0.158274j 3.93391e-16-0.0667269j 5.00932e-15-0.118194j 2.79576e-15-0.00386075j -2.27453e-15-0.217449j 5.11043e-15+0.130673j -4.44526e-15+0.0980907j 2.8168e-16+0.0215672j -7.92012e-15-0.112866j 3.61172e-16+0.025197j 2.67993e-15-0.0707515j -1.53852e-16+0.0748793j -2.21703e-15-0.0353415j -2.32633e-15+0.0390966j 9.62279e-16+0.107474j 5.88807e-16+0.0758718j -1.81373e-15+0.119256j 5.43298e-16-0.0152761j 1.16924e-15+0.0399284j 1.21344e-15+0.113752j -4.61412e-15-0.0694412j 4.67084e-15+0.0258213j 8.00623e-15+0.0554673j -2.83524e-15-0.172315j 
8.01272e-15+0.068781j 3.19893e-16-0.0325734j -4.04611e-15-0.0521655j -8.25971e-15-0.119508j -4.68822e-15-0.109426j -1.36073e-15+0.000489997j 1.001e-16+0.00490447j -2.36511e-17-0.0136708j -1.89183e-15-0.0823653j -3.10977e-15-0.0214431j -1.94913e-15-0.0130632j -6.64677e-16-0.0974929j 1.99429e-16-0.0201006j -2.00576e-15-0.0763513j 9.14588e-16+0.0996168j -3.44613e-15+0.00803298j -4.5581e-16-0.0165534j -4.38974e-16-0.0733631j 3.81762e-15+0.133425j -4.33432e-15+0.0485599j -1.53718e-15-0.11914j 1.15081e-15+0.0632712j 1.39914e-15-0.00501785j 3.35204e-15-0.0752626j 7.11336e-15+0.123495j -9.61976e-15-0.132905j 1.18733e-16+0.00620301j 1.83695e-15+0.0326854j 3.61011e-14-0.0111869j -1.56354e-15+0.0330998j -5.5445e-15-0.060632j 5.78825e-16+0.0201634j -1.89538e-15+0.156868j -6.22805e-16+0.0477228j 1.28999e-15+0.17013j 1.66971e-15+0.0801168j -5.58355e-15+0.04621j -6.54864e-15-0.129157j -3.41638e-16-0.128209j 1.85116e-15+0.000171702j -5.39652e-15-0.0280946j -5.97837e-18-0.0060511j 4.39153e-15+0.144992j 1.29003e-15-0.0359817j -5.37202e-15-0.0615577j -4.59537e-15-0.104358j 5.16349e-16-0.0534223j 2.8138e-16-0.0374439j -2.18407e-15-0.139187j 1.02897e-15+0.0301889j 2.5526e-15+0.0249945j 1.21313e-15-0.0432572j -5.63381e-15-0.0821343j 7.05578e-15+0.141352j 2.80031e-14+0.0931064j -9.77093e-16-0.000654839j 
-6.50275e-15+0.121891j -2.56825e-15+0.0595928j -3.4207e-15+0.0682984j -1.97503e-15+0.0274802j -1.6525e-15+0.0178908j 1.39157e-15-0.0225971j -1.37883e-15+0.0316093j 6.20081e-15-0.121017j -4.86392e-15+0.0824426j 3.38763e-15-0.0653668j 3.28683e-15-0.0554151j -1.45496e-15-0.00231007j -2.05322e-15+0.0317685j -5.54246e-15+0.106408j 5.34219e-15-0.0408615j -2.48819e-14-0.0908543j -5.0308e-16+0.0111971j -4.04476e-15+0.0622057j 2.77178e-16+0.00735252j 6.92422e-15-0.137307j 4.18671e-15-0.123431j 5.88293e-16+0.00369878j -1.07203e-14+0.0729045j 4.42623e-15-0.0472278j -8.08642e-16+0.0284724j -5.58025e-15+0.102055j -2.03652e-15+0.0403063j 2.01465e-15-0.00824267j 7.44771e-14-0.0215764j 3.55278e-16-0.00498102j -5.44862e-15+0.0904366j -1.07797e-15+0.0246408j 1.75506e-15-0.00695187j 2.93512e-15-0.0378448j -1.49685e-16+0.0399955j 7.29826e-15-0.115085j 6.96474e-15-0.108718j -1.14539e-15+0.0128108j -4.88758e-15+0.0729321j -5.40134e-16+0.0210656j 1.51341e-15-0.0970345j -4.04558e-15+0.0714348j 5.01313e-15-0.0780798j -3.70357e-15+0.070698j 8.02271e-17-0.0253784j 2.97144e-15-0.0742175j -1.04061e-15-0.000485656j 4.49867e-15-0.091866j -6.29282e-15+0.099402j 7.43734e-16-0.0097947j -3.56718e-16+0.00785282j 1.12145e-15-0.034661j -4.25145e-16+0.00565548j 4.62289e-15-0.0741937j 1.96344e-15+0.0416699j 7.73414e-15-0.122387j 
